wavelength,Back_SerAlbf,Belly_SerAlbf,Breast_SerAlbf,Crissum_SerAlbf,Crown_SerAlbf,DorTail_SerAlbf,Patch10_SerAlbf,Rump_SerAlbf,Throat_SerAlbf,WingTip_SerAlbf
183.73,87.8261333334,52.6955,79.1883999999,76.6958,83.3042666667,76.2319,79.3623333333,87.9421333333,98.8986,75.8261333333
184.11,87.0933333332,52.9066666667,75.3066666666,72.96,79.6266666667,74.5066666667,76.8533333333,83.1466666666,94.0266666666,78.5066666667
184.49,78.568,44.2715,66.1235333333,62.6172,71.6049333333,66.9136333333,67.3580666667,74.9629333333,83.8024666667,68.8888
184.87,75.7948666667,41.4614666667,61.1280666666,54.7179333333,68.1024666667,64.6922333333,62.2564,72.2052,81.6410666667,70.0513333333
185.25,85.0450666666,46.5766333333,65.8858,57.6576666667,74.6546666666,73.0031333333,69.4895333333,81.982,95.2553333333,80.2402666667
185.63,93.0158666667,54.8254,73.2062666667,62.7938,79.8729333333,81.0157333333,76.9523333333,92.6349333334,104.761866667,83.7458000001
186.01,108.701666667,70.7016666667,86.8771999999,72.4210666667,97.5438666667,94.8770333333,92.3507333333,111.298333333,123.228066667,97.4737333334
186.39,115.303,71.0985333333,86.4394666667,72.1211333333,104.394,97.5756999999,95.3787333333,116.1364,126.439466667,102.727266667
186.77,110.8236,65.0981333333,76.9411333333,58.8234,96.0784666665,89.0197333333,87.9214666668,106.745066667,116.627333333,96.7843999999
187.15,106.449333333,60.0723333333,74.2029333333,55.0725333333,89.2751999999,83.9492,83.6232000001,97.7535333335,106.7392,94.2753333334
187.53,100.817466667,63.9936,70.8176666666,57.1698,84.2138,78.9308333333,76.2892,90.8805999999,97.4842,92.0126000001
187.91,97.6362666665,61.5454,66.7272,52.7879333333,78.7273333333,76.1817,71.8787333333,85.9393333334,92.6666666665,85.9999333333
188.29,88.9881999999,55.5059,61.0714666667,46.131,72.8570666668,69.0477,66.0714666667,79.1070666666,84.7024,78.2738
188.67,85.0595333333,53.9287666667,57.3214666667,47.6191333333,68.6904000001,66.8452666667,64.5833333333,75.1786000001,82.5000666667,78.8690000001
189.05,74.1352666667,48.9472666667,52.6815333333,48.9222666667,62.2556,63.2079666667,59.1478,66.6667333334,73.5838666667,70.9773999999
189.43,75.4761333334,50.8333666667,57.0000666667,53.3809333333,62.8572666666,63.4762333333,59.7618666667,67.3809333333,72.7144,71.6190666667
189.81,69.3827333333,45.7778333333,52.0,47.4568,59.5061333333,59.4815,53.531,60.8889333333,68.0986666667,67.3086
190.19,66.1193333333,40.6467,48.5571333333,45.1741333333,54.2785333333,58.2836,49.005,54.0298666667,63.3335333333,64.0793333333
190.57,62.8047333334,43.7012666667,52.9656666667,47.5863333333,53.885,61.1493,49.5631333334,53.7930666667,65.1033333333,63.2642666667
190.95,60.2284,44.1553333333,53.0592666667,51.1415333333,57.0775333333,63.6301666667,52.1003333333,53.6072666666,67.169,63.1964666667
191.33,59.7164,44.5864333333,51.0166,49.7872666667,56.1702666667,65.8393666666,50.6382666667,51.4894666667,68.1324,63.3096
191.71,59.1282666667,43.5128333333,50.3076666667,45.8461333333,53.2307333333,68.6152333333,50.7180666667,49.0256,68.1538666667,60.3589333333
192.09,57.6638666667,43.3049666667,49.2878,47.3504,51.3389333333,72.5070333333,51.225,45.5270666667,68.9457333333,61.4815333333
192.47,54.7041333333,43.6448333333,47.0406666667,48.2866666667,47.352,77.7883,48.9718666667,42.866,71.2772666666,63.3022666667
192.85,56.8666666667,48.4,49.1333333333,46.8,47.8,81.4,50.2,44.2,71.3333333333,65.4
193.23,61.4141333333,51.4814666667,48.4848,45.1852666667,45.3872,78.5186000001,51.3804,44.7138666667,69.1582,67.9460666668
193.61,55.7896,46.4561333333,36.3509333333,35.7191333333,36.3508,73.7894999999,45.6842666667,38.5263333333,62.9472666666,64.7019333333
193.99,47.5086666667,41.6140666667,29.2631333333,30.1754666667,29.4737333333,65.9300000001,40.3508666667,30.7368,51.7192666667,59.0173999999
194.37,34.9999333334,29.6738333333,14.8550666667,20.2898666666,13.5507333333,50.5796,29.2030666667,18.3332666667,36.7392666667,43.1883333333
194.75,23.0409333333,13.2747666667,-12.7486,6.6666,-8.77193333334,44.9707333334,16.6082,-10.5263333333,19.7661333333,36.9592666667
195.13,1.62166666668,-12.5225000001,-55.1353333333,-27.0270666667,-57.8376666667,33.3332333333,-17.4773999999,-53.3333333334,-10.2702,25.4054666667
195.51,-41.8389999999,-51.0344000001,-111.724066667,-73.7929333333,-102.988466667,-4.48266666666,-55.1724666666,-98.1609333333,-56.7816666667,-0.919400000006
195.89,-109.696933333,-115.303,-202.424133333,-144.545466667,-186.969666667,-73.0303000001,-125.151466667,-179.090666667,-120.909066667,-38.1817999999
196.27,-175.416666667,-188.958333333,-304.583333333,-252.916666667,-285.0,-144.583333333,-200.416666667,-250.833333333,-189.583333333,-67.0833333333
196.65,-4353.33333333,-4740.0,-7013.33333333,-6246.66666667,-6266.66666666,-4643.33333333,-5293.33333333,-5886.66666666,-5053.33333333,-3286.66666667
197.03,439.523666667,465.476266667,630.476333333,545.238066667,559.5238,453.0952,487.619,513.809666666,475.238,352.857
197.40,258.666666667,258.111033333,326.444533333,300.222066667,300.0,247.888933333,270.666666667,279.3334,260.888866667,213.111066667
197.78,220.6838,218.376,263.2478,242.906,250.085533334,215.213566667,230.9402,244.957266667,230.427466667,190.0854
198.16,165.066666667,169.666666667,202.4,189.066666667,205.6,169.266666667,186.933333333,193.333333333,176.933333333,151.733333334
198.54,126.956466667,130.724633333,148.598866667,145.314133333,151.884066667,122.367166667,142.995133334,142.995133333,132.1738,114.589533333
198.92,142.626333333,147.121233333,169.191866667,165.252466667,173.0302,134.292833333,167.878666667,158.686933333,148.282733333,134.0404
199.30,203.4782,201.594166667,239.5652,237.1016,250.724466667,187.608666667,239.2754,228.840666667,210.579666667,196.087133333
199.68,178.238866666,171.8239,204.151133333,199.874133333,225.6604,160.377333333,213.710533333,200.000066667,186.0376,185.408933333
200.06,160.848466667,164.181766667,184.9696,181.697066667,208.485066667,146.848433333,202.424333333,185.818266667,176.848466667,176.363666667
200.44,163.111133333,165.111033333,182.000066667,181.222133333,205.111,153.833166667,201.110933334,187.555533333,179.222066667,178.889
200.82,190.694466667,184.5835,199.4444,206.944533333,235.833266667,172.916766667,221.8056,215.000066667,202.3612,198.0556
201.19,190.518466667,188.4445,196.2964,218.0742,243.1112,169.110933333,227.7036,228.888933334,202.074,197.777733333
201.57,220.813066667,208.455433333,221.788533333,246.5042,276.2602,191.382266667,248.2926,259.837333333,233.496,223.251933333
201.95,215.6522,198.767966667,212.898466667,236.2318,260.8696,182.029133333,232.029,248.840533333,219.420333333,208.550733333
202.33,256.166666667,232.5,255.333333333,280.666666667,300.5,218.833333333,269.5,290.666666667,260.833333333,239.666666667
202.71,327.356333333,292.6437,331.4944,365.747066667,399.540266667,289.9999,348.275866667,390.344866667,334.023,301.839066667
203.09,261.441466667,236.036066667,265.4054,296.7568,320.900933333,240.450433333,265.405333333,316.7568,270.4504,241.621533333
203.47,171.9354,162.5268,180.967866667,192.3656,203.225733333,162.957033333,177.527,208.279666666,180.107533333,161.3978
203.85,180.2082,166.926933333,191.353933333,200.208133333,208.541533333,171.874833333,184.062266666,219.583133333,187.499733334,161.1456
204.22,191.619066667,173.285733333,198.190533333,206.0002,213.2382,181.6667,190.095133333,225.619066667,196.380866667,170.857
204.60,191.080933333,172.7027,201.531533333,201.0812,207.837733333,181.396566667,188.558533333,224.684733333,196.756733333,174.054
204.98,173.3334,157.063566667,185.079333333,178.0952,185.873066667,160.793666667,173.809466667,199.9206,182.301533333,162.777733333
205.36,184.641333333,169.2405,200.421933333,188.438866667,196.8778,175.527366667,190.210933333,212.3206,199.240333333,181.518933333
205.74,167.5968,155.000066667,184.496066667,166.666666667,177.984466667,157.752033333,179.1472,192.790466667,182.480666667,167.596933333
206.12,170.909066667,158.143866667,188.9394,174.4698,178.863533334,161.4774,184.697,191.060466667,185.302933333,174.242466667
206.50,159.487133333,146.121733333,171.9872,158.4614,160.063933333,147.499933333,168.589666667,173.5256,170.256333333,162.115266667
206.87,164.779866667,148.050233333,177.358466666,163.6478,162.012666667,151.540933333,171.3208,176.855333333,175.408933333,169.119533333
207.25,182.199333333,163.367733333,193.333333333,183.2302,178.3504,164.570466667,192.371,194.570466667,191.821266666,187.7664
207.63,202.666666667,177.4814,208.666666667,197.037066667,193.925866667,176.592666667,208.740666667,209.555533333,209.259266667,208.8888
208.01,217.063466667,190.754033333,221.428533333,208.650933333,202.301533333,185.873,220.158666667,221.6666,223.095266666,226.6666
208.39,210.9524,184.206366667,217.619066667,205.397,191.587333333,176.666833333,211.1112,213.888933333,216.428733333,222.857133333
208.77,229.549533333,200.7657,237.477466667,225.585466667,210.810933333,189.909866666,230.6306,233.5134,236.3062,241.891733333
209.14,249.855133333,222.222066667,256.521733333,252.270333333,229.7586,214.685966667,251.497666667,255.459,256.908333333,261.255866667
209.52,277.923466667,239.617533333,282.295,279.563,250.1638,238.7433,272.349733333,279.672133333,282.0764,283.9344
209.90,363.111,316.963033333,374.962933333,373.925733333,333.629733333,313.851833333,357.926066667,372.148066667,374.370266667,377.037
210.28,433.9048,375.809466667,444.571466667,431.047533333,394.476266666,353.809466667,419.4286,446.857066667,451.238266667,448.5716
210.66,979.999933333,855.333333333,1006.2222,968.444600001,907.111133333,791.111233333,946.222199999,1009.77773333,1014.66666667,1017.77773333
211.03,738.484733333,655.908866667,738.484933333,706.6666,684.545333333,570.000133333,704.242466667,731.212133333,749.393933333,744.545333333
211.41,638.933333333,579.6,650.4,601.066666667,601.333333333,510.133333334,616.533333333,628.266666667,668.266666667,641.6
211.79,550.000066667,508.333366667,573.571333333,532.381133333,528.809533333,455.357166667,540.476266667,550.238133333,586.904866667,544.761866667
212.17,325.957466667,309.432533333,346.666666667,327.0922,325.2482,284.113566667,331.063933333,332.340466667,354.184333333,327.375866667
212.55,311.428533333,302.9252,336.326533333,312.381133333,325.714266667,278.707366667,328.979666667,323.945533333,343.129133333,318.231133334
212.92,252.043066667,241.935333333,265.1614,245.0538,259.462333333,225.0,268.602133333,255.269,273.655933333,257.526933333
213.30,230.338333333,223.9131,246.570133333,221.256066667,241.642466667,203.4783,243.961333333,237.198133333,249.951666667,234.975733333
213.68,169.7222,164.5139,183.541733333,165.0694,179.444466667,150.555433333,179.305466667,177.569533333,184.166666667,170.486066667
214.06,138.320666666,133.536833333,149.160266667,134.809333333,142.748066667,126.106733333,143.867666667,144.783866667,149.1094,135.6742
214.44,144.2894,137.906933333,153.4366,141.963866667,145.839733333,133.307466667,148.320333333,150.180866667,153.178266667,139.1732
214.81,138.0662,131.5013,148.4988,138.931266667,138.167933333,131.1706,141.679533333,146.4122,149.5166,132.824333333
215.19,138.906933333,132.923466667,152.021933333,144.098266667,139.672066667,139.863433333,146.448066667,151.9672,155.9016,134.535466667
215.57,144.778733333,135.840666667,158.819933333,152.3894,143.244866667,145.1917,150.9736,160.884866667,160.943866667,141.120866667
215.95,158.481866667,151.452333333,174.6536,168.383,155.973666667,157.557766667,164.2904,177.953866667,173.9934,156.9636
216.32,167.3758,164.3617,185.177266667,178.794466667,163.829866667,165.390133333,173.404133333,189.149,181.985933333,169.007066667
216.70,183.1746,178.452433333,199.523733333,194.920533333,173.9682,179.246066667,186.1112,205.3968,195.000133333,180.714266667
217.08,204.722333334,202.916733333,223.796266667,221.111066667,192.2222,195.0464,206.2962,232.6852,220.277666667,202.2222
217.46,223.4482,221.379333333,236.781466667,240.114933333,202.183933333,206.0345,227.816133333,254.712666667,239.0804,218.620666666
217.83,264.933333333,263.0,278.533333333,274.8,234.533333333,237.2,272.266666667,299.733333333,281.466666667,256.0
218.21,381.414066667,385.1515,393.9394,397.7778,334.343466667,337.0708,397.373733333,439.191933333,399.595933333,384.646466667
218.59,416.444466667,442.777766667,438.4444,441.555666667,372.888933333,389.888966667,447.555666667,502.444333333,452.888866667,446.888933333
218.97,381.666666666,423.541666667,394.583333333,402.083333333,346.25,354.583333333,416.666666667,467.291666667,411.666666667,431.041666667
219.34,463.8464,511.666733333,471.5386,470.7692,409.743666667,421.7947,500.256466667,565.384533333,483.846133333,529.230866667
219.72,568.1818,629.696833333,553.333266667,567.878933333,498.1818,506.514966667,606.666533333,677.272666667,579.091,636.363733333
220.10,458.333333333,490.833466667,432.381,460.4762,395.952333333,397.500066667,484.999933333,530.952466667,472.8572,508.809466667
220.47,670.333333333,685.833333333,617.0,645.0,562.333333334,570.0,686.333333333,746.333333333,689.333333333,709.666666667
220.85,740.392066667,743.1373,678.039066667,709.804,613.725533333,625.490333333,778.4314,831.764666667,757.647066667,777.647133333
221.23,1058.88873333,1059.16666667,968.888933333,1043.33333333,889.444466667,918.055566667,1122.7778,1194.4444,1074.4444,1107.22226667
221.61,1483.7036,1441.85183333,1372.59273333,1468.1484,1270.37046667,1298.8889,1534.07393333,1648.14813333,1490.3704,1554.074
221.98,-780.444466667,-763.9999,-721.333333333,-798.222266666,-676.888866667,-692.6666,-802.222333333,-889.777666667,-809.333266667,-849.333466667
222.36,-353.555666667,-342.555566667,-322.889,-362.888866667,-303.111133333,-313.444466667,-367.555666667,-402.666666667,-375.111066667,-375.555666667
222.74,-254.358933333,-232.906066667,-224.615533333,-256.2394,-210.427333333,-205.897466667,-259.316333333,-283.760733333,-260.170933333,-257.436066667
223.11,-169.824533333,-141.403533333,-154.386133333,-175.555466667,-139.2982,-131.462033333,-171.345,-189.4736,-178.245666667,-160.4678
223.49,-156.723133333,-128.2486,-147.344533333,-167.457666667,-126.553533333,-119.547966667,-161.243,-177.9662,-166.5536,-152.203466667
223.87,-120.952333333,-91.5237666667,-115.9048,-126.9524,-97.5238000001,-93.0475999999,-121.142866667,-137.238066667,-128.762,-117.428533333
224.24,-86.9958666666,-65.8436333333,-83.4568,-85.0205333334,-67.9834666667,-70.4937333333,-85.0206,-101.892866667,-94.5678666666,-81.9754000001
224.62,-58.5506666667,-44.9999666667,-58.6231333333,-62.0292,-47.7536666667,-49.2753333334,-58.7681333333,-74.2028666667,-68.7679333333,-56.5216666667
225.00,-51.6832,-42.6073333333,-53.7294,-56.7655333333,-43.8943333333,-44.9835666667,-49.7028666667,-67.0627333333,-63.5643333333,-50.165
225.38,-42.2424,-30.5152,-44.4242,-43.5757333333,-35.1514,-34.0606333333,-36.6060666667,-53.7574666666,-53.6968666667,-38.4848
225.75,-34.5345333333,-25.0149333333,-38.2582,-38.3182666667,-25.8258,-27.7176666667,-27.2072,-46.6065333333,-46.8468666667,-28.6486666667
226.13,-43.1515333333,-34.5757333333,-43.0909333333,-48.0605333333,-33.0303333333,-33.7877333333,-33.0303333333,-53.0908,-53.0303333333,-33.7575333333
226.51,-50.0299333333,-43.1832,-49.1291333333,-55.6756,-41.0811333333,-38.3483666667,-36.5766,-59.5794666667,-56.3965333333,-41.2612
226.88,-48.1034666667,-48.1321666667,-51.8965333333,-58.5056,-42.8736666667,-42.8449333333,-37.3563333333,-59.4252666667,-59.5976666667,-41.9540666667
227.26,-42.4671333333,-47.454,-44.7243333333,-49.7112666667,-36.8504,-38.8716333333,-33.1233333334,-53.4381333333,-52.0736,-36.3256
227.64,-33.2882666667,-36.8693666667,-34.8648666667,-39.0090666667,-28.063,-29.5945333333,-22.6127333333,-42.8377333333,-42.7026666666,-24.7748
228.01,-24.7059333333,-29.5490666667,-28.1569333333,-31.0195333333,-19.2941333333,-22.4706,-17.2940666667,-33.451,-34.8235333333,-17.8822666667
228.39,-24.4207333333,-28.7699666667,-28.0214666667,-31.9786,-18.8591333333,-20.6775333333,-18.6096,-32.5489333333,-33.2976,-17.2548666667
228.76,-20.1529333333,-23.3638666667,-22.3546666667,-24.9846,-13.1498666667,-17.2629333333,-15.5658,-27.5839333333,-27.0336666667,-12.9356666667
229.14,-22.2708666667,-24.4686,-22.9403333333,-24.8035333333,-12.5472666667,-17.0452,-16.1572,-28.2678,-28.8210666667,-14.5851333334
229.52,-23.0555333333,-25.9165666667,-25.0833333333,-24.889,-13.2778,-17.9722,-18.6388,-30.1388666667,-29.5278,-16.639
229.89,-26.88,-30.04,-28.8266666667,-27.9466666667,-16.8533333333,-21.9466666667,-24.32,-32.9066666667,-33.5466666667,-21.44
230.27,-20.6302666667,-22.3395333333,-21.2848666667,-19.7576666667,-10.2061333334,-15.9879333333,-19.7576,-25.4787333333,-25.7694666667,-16.2182666667
230.65,-17.793,-18.1380333333,-17.7931333333,-16.3449333333,-7.42526666666,-13.8161,-17.4025333334,-22.437,-23.793,-13.2183333333
231.02,-13.9847333333,-13.5505,-13.355,-11.8784666667,-4.039,-9.43533333333,-13.3984,-18.0890666667,-18.9358,-9.18559999999
231.40,-13.9693333333,-12.0395,-12.6974,-10.5263333333,-3.37706666667,-7.43430000001,-12.4780666667,-17.2588666667,-17.1272666667,-8.3554
231.78,-10.3232666667,-7.9041,-7.51386666666,-5.39573333334,0.824933333333,-2.86516666667,-8.87419999999,-12.6644,-11.9509333333,-3.87979999999
232.15,-13.0750666667,-9.22533333334,-8.49773333333,-6.12673333333,0.140866666666,-3.21593333333,-10.3287333333,-14.9764666667,-13.3334,-3.94373333333
232.53,-14.5432666667,-9.54933333334,-9.18146666666,-6.50066666667,-1.09133333333,-3.73666666667,-11.0084,-15.9193333333,-14.9466,-4.27033333333
232.90,-17.6336666667,-10.0891,-11.1705333333,-8.54979999999,-3.05333333333,-4.2493,-12.9007333333,-17.4555333333,-16.3104666667,-4.7582
233.28,-13.7514,-6.1377,-7.8966,-5.6826,-1.0086,-2.5092,-9.3726,-13.776,-11.9064,-0.6396
233.66,-12.912,-5.26633333333,-5.77453333333,-4.95666666667,0.594666666667,-1.87103333333,-6.81540000001,-12.5898666667,-9.39286666667,1.2146
234.03,-8.74406666667,-0.954166666666,-1.85986666667,-1.11100000001,3.67153333333,1.84786666667,-2.7536,-10.0241333333,-4.68599999999,5.50719999999
234.41,-11.0454,-3.4686,-5.8302,-2.46,0.5904,-0.7011,-3.7146,-13.407,-7.9458,3.6654
234.78,-6.88173333334,0.274766666665,-2.5568,2.03099999999,4.54,2.29386666667,0.621333333334,-9.58186666666,-3.03473333334,7.71806666667
235.16,-9.7712,-1.4561,-5.34300000001,1.035,1.51626666667,-1.58836666667,-2.40666666666,-12.7797333333,-4.47660000001,6.13700000001
235.54,-9.74546666667,-1.34556666667,-6.10913333332,0.218266666666,1.72113333333,-3.01836666667,-3.00613333333,-13.3092,-4.94526666667,6.15753333334
235.91,-11.8544,-5.18776666666,-9.92953333333,-3.47413333334,-1.54926666667,-6.84280000001,-5.8686,-17.4178666667,-7.51173333333,3.59146666667
236.29,-10.5154666667,-5.29200000001,-10.0803333333,-3.36773333333,-1.6494,-5.54396666667,-5.72726666667,-17.4112666667,-6.91873333334,2.03886666667
236.66,-5.48153333333,-1.3017,-5.71433333333,0.550066666669,2.45493333334,-1.54503333333,-1.29113333333,-13.1852,-2.49733333333,4.99453333334
237.04,-2.138,0.514966666666,-2.6046,4.1788,5.18953333333,1.7881,2.0992,-10.5539333333,-0.7192,6.74440000001
237.41,-2.08806666667,0.411799999999,-1.95406666667,5.0958,6.13026666666,2.6627,2.4522,-9.99986666666,0.134066666667,6.49413333333
237.79,0.4122,2.68826666667,0.340533333334,7.72406666667,8.31533333333,5.06273333333,4.58786666667,-6.93546666668,2.00726666667,8.62013333334
238.17,-1.073,1.7151,-1.23133333334,6.9658,6.73706666666,3.71156666667,4.028,-8.21466666667,0.457466666669,6.52586666667
238.54,-1.83206666667,0.8312,-1.84886666667,5.1738,6.53093333333,3.99503333333,3.39273333333,-8.36313333333,0.1358,5.90320000001
238.92,-3.1954,-0.243366666667,-3.45506666667,3.4388,5.10960000001,3.5442,2.54673333333,-9.53760000001,-1.52473333333,4.29846666667
239.29,-2.52126666666,0.525833333332,-3.03166666666,2.95433333333,6.35733333333,5.71530000001,4.2228,-7.34733333334,-1.80973333333,4.14533333333
239.67,-2.58253333333,0.442,-2.45613333333,3.17186666667,5.83853333334,6.55436666666,4.5754,-5.83853333334,-1.993,4.14026666667
240.04,-2.3462,0.910366666666,-1.29493333333,3.94893333333,6.25633333333,7.46146666667,5.205,-3.8462,-2.02573333333,4.24366666667
240.42,-1.75193333333,1.73506666667,0.216133333331,4.58473333334,6.81466666667,7.94660000001,6.0182,-1.72919999999,-1.16033333333,5.495
240.79,-2.59146666667,0.401299999999,-0.243866666665,4.19713333333,5.12193333333,7.41336666667,5.06086666666,-2.08333333333,-1.3618,5.04073333333
241.17,-2.63373333333,-0.0731333333334,-0.438933333335,3.65806666667,4.05126666667,7.31596666666,4.5268,-2.04853333333,-0.896133333333,5.08453333334
241.54,-2.64373333334,-0.669,-1.1016,2.7418,3.1416,6.9278,3.88426666667,-2.39906666667,-1.37913333333,5.059
241.92,-2.09933333333,-0.224533333332,-0.611400000001,2.86553333333,3.18226666667,7.0939,4.08826666667,-1.9668,-1.03126666667,5.25213333333
242.29,-0.818266666665,0.871933333333,0.757933333333,3.50113333333,4.2656,8.26623333333,5.0168,-0.496266666667,0.2884,6.23066666667
242.67,-0.0892000000006,1.6923,1.63153333333,4.28946666667,4.9332,8.8814,5.4748,0.223066666667,0.987866666667,6.85773333333
243.05,-0.0310000000006,1.7056,1.9046,4.68086666667,5.18513333333,9.10976666668,5.32846666667,0.541533333335,1.22013333333,7.1148
243.42,-0.9532,0.604899999999,1.19773333333,4.05153333333,4.28966666667,8.18513333333,4.22853333333,-0.623333333335,0.506999999999,6.4956
243.80,-0.577066666667,0.5441,1.4968,4.38246666667,4.62866666666,8.27463333333,4.68293333334,-0.234399999999,1.20233333333,6.94920000001
244.17,-0.795000000001,0.253266666666,1.3428,4.0104,4.4228,8.09766666667,4.59946666667,-0.506466666666,1.13073333333,6.86106666667
244.55,-0.709666666666,0.2269,1.0646,3.8744,4.26986666667,8.09766666667,4.64806666667,-0.988866666666,1.04133333333,6.68413333333
244.92,-0.150866666667,0.910866666667,1.4586,3.92286666667,4.9734,8.4996,5.08526666667,-0.625799999999,1.2964,7.1024
245.30,-0.0052000000026,1.13533333333,1.5086,3.73786666667,5.28766666666,8.44476666667,5.11153333333,-0.539066666667,1.07826666667,6.97266666667
245.67,0.325266666667,1.80096666667,1.99433333333,4.16306666667,5.8086,8.71743333333,5.4832,-0.0141333333326,1.5418,6.96373333333
246.05,0.108666666667,1.63403333333,1.8514,4.11126666667,5.62793333333,8.6788,5.22386666667,0.0825333333314,1.4514,6.836
246.42,-0.124466666668,1.21083333333,1.5864,4.3052,5.53013333333,8.46796666666,5.04426666667,-0.0884,1.20086666667,6.78306666667
246.79,0.0517999999992,1.18823333333,1.73233333333,4.6826,5.73013333333,8.3953,5.46746666667,0.081533333334,1.55473333333,6.86293333333
247.17,0.246866666665,1.32023333333,1.95126666667,4.7804,6.01853333333,8.55803333333,5.85386666667,0.486933333335,1.88633333333,7.21533333333
247.54,1.1716,2.4579,2.9354,5.53393333333,7.013,9.43206666667,6.8706,1.63746666667,2.9224,8.12953333333
247.92,1.34833333334,2.80356666667,3.1464,5.4566,7.18533333333,9.45323333334,6.96213333333,1.72233333333,2.9514,8.11886666667
248.29,1.62206666667,2.91013333333,3.24726666667,5.4664,7.31913333333,9.46896666666,7.0482,1.80966666667,3.201,8.09486666667
248.67,1.61746666667,2.66646666667,3.17326666667,5.2188,7.44606666667,9.24843333335,7.04873333333,1.69433333333,3.18546666667,8.05906666667
249.04,2.02353333333,3.142,3.51686666667,5.60306666667,7.99373333333,9.498,7.51993333333,2.1114,3.6832,8.32953333332
249.42,2.6112,3.81633333333,3.98293333333,6.27426666667,8.76033333334,10.0460666666,8.20953333334,2.796,4.48733333333,8.77700000001
249.79,2.60773333333,3.81763333333,4.0092,6.50353333333,8.89133333333,10.2127666667,8.38393333333,2.8846,4.56973333333,8.77780000001
250.17,2.81953333333,3.89306666667,4.21786666667,6.747,9.1996,10.3535666667,8.69153333333,2.93033333333,4.66106666667,8.90913333334
250.54,3.0358,4.25016666667,4.46606666667,6.7442,9.51900000001,10.4440333333,8.89973333333,3.25986666667,5.02853333333,9.19713333332
250.92,2.8338,4.19203333333,4.04073333333,6.03066666667,9.28406666665,10.2099666667,8.41440000001,3.21866666667,4.443,8.76933333333
251.29,2.81366666667,4.27053333333,3.88466666667,5.88173333333,9.2354,10.0998666667,8.24586666667,3.086,4.29306666667,8.36853333333
251.66,2.77853333333,3.99153333333,3.78453333333,5.966,9.15853333333,10.0541333333,7.9548,2.81153333333,4.2078,8.21826666665
252.04,3.466,4.42396666667,4.3434,6.79,9.82933333332,10.8890333333,8.658,3.43773333333,5.00706666666,9.13713333334
252.41,3.693,4.8974,4.65846666667,7.3328,10.3065333333,11.4990666667,9.18173333334,3.78953333333,5.2088,9.75633333334
252.79,3.5998,5.10413333333,4.84986666667,7.7422,10.2422666667,11.6836333333,9.094,4.15213333333,5.3246,9.78693333334
253.16,3.16393333333,4.72086666667,4.6586,7.6284,9.9702,11.4924,8.66973333332,3.8316,4.9378,9.51173333333
253.54,2.6828,4.26896666667,4.41253333333,7.26673333333,9.48566666667,11.0086666667,8.11413333333,3.37873333333,4.41266666667,9.45546666667
253.91,3.218,4.81686666667,5.02173333333,7.54813333333,10.0537333333,11.1888666667,8.3372,3.84833333333,4.98593333333,9.97700000001
254.28,3.59926666667,5.3964,5.38346666667,7.877,10.6416,11.7604666667,8.65426666666,4.2984,5.57126666667,10.4748
254.66,2.45786666666,4.51343333333,4.25246666667,6.79706666667,9.76066666666,11.0630666667,7.60733333333,3.17026666667,4.36646666667,9.18973333335
255.03,2.28433333333,4.62773333333,4.52906666667,7.08966666667,9.90966666665,11.4579666667,7.62,3.1642,4.7266,9.38526666666
