wavelength,Back_SerAlbf,Belly_SerAlbf,Breast_SerAlbf,Crissum_SerAlbf,Crown_SerAlbf,DorTail_SerAlbf,Patch10_SerAlbf,Rump_SerAlbf,Throat_SerAlbf,WingTip_SerAlbf
352.55,2.77453333333,3.6294,4.18053333333,5.45406666667,40.4944666667,7.7412,6.627,3.44333333333,4.02273333333,6.6232
352.92,2.66126666667,3.50643333333,4.07933333333,5.4244,40.4584666667,7.71173333333,6.52913333333,3.34286666667,3.9246,6.45993333333
353.28,2.60426666667,3.4475,3.99473333333,5.38266666667,40.5697333333,7.68873333333,6.49353333334,3.2948,3.8094,6.46326666667
353.65,2.5904,3.47743333333,3.93406666666,5.41413333333,40.7778,7.6385,6.41533333333,3.28906666667,3.79193333333,6.49906666667
354.01,2.65706666667,3.60673333333,4.00846666667,5.5054,40.9546666667,7.70766666667,6.47566666666,3.3856,3.92706666667,6.6036
354.38,2.647,3.59173333333,3.99693333333,5.55753333333,40.963,7.6812,6.43846666667,3.39166666666,3.9678,6.62453333333
354.74,2.64033333333,3.5667,3.95006666667,5.58773333333,41.105,7.62463333333,6.426,3.34406666667,3.92133333333,6.5914
355.11,2.63586666667,3.5548,3.88753333333,5.52586666667,41.081,7.55076666667,6.37486666667,3.29946666667,3.88766666667,6.55506666667
355.47,2.5808,3.45743333333,3.83226666667,5.46593333333,41.2342,7.53186666667,6.332,3.251,3.8506,6.54586666667
355.83,2.48046666667,3.3772,3.71853333333,5.4014,41.4545333333,7.50126666667,6.28653333333,3.19166666667,3.75773333333,6.5156
356.20,2.48846666667,3.39276666667,3.71293333333,5.42806666667,41.4746666667,7.4904,6.28613333333,3.22533333333,3.74053333333,6.58366666667
356.56,2.5256,3.4415,3.77113333333,5.51,41.7003333333,7.55563333333,6.33033333333,3.30926666666,3.79326666667,6.69293333333
356.93,2.56033333333,3.49393333333,3.8214,5.5282,41.8522666667,7.58673333333,6.39633333333,3.39413333333,3.8424,6.81466666667
357.29,2.5686,3.48943333333,3.86,5.51866666667,42.0238,7.62306666667,6.43586666667,3.41486666667,3.90386666667,6.86013333333
357.66,2.55833333333,3.43686666667,3.89486666667,5.52793333333,42.0004,7.64046666667,6.487,3.41853333333,3.90273333333,6.88346666667
358.02,2.5484,3.38956666667,3.89946666667,5.53053333333,42.1347333333,7.6164,6.51293333333,3.41526666667,3.8482,6.92346666667
358.38,2.50953333333,3.34333333333,3.8842,5.45986666667,42.3153333333,7.61283333333,6.508,3.3598,3.81433333333,6.94113333333
358.75,2.56653333333,3.3706,3.921,5.5092,42.4354,7.6816,6.53893333333,3.38693333333,3.8586,7.00833333333
359.11,2.60273333333,3.3599,3.98646666667,5.52186666667,42.6116666667,7.74486666667,6.57386666667,3.42106666667,3.88246666667,7.04846666667
359.48,2.65693333333,3.42686666667,4.09506666667,5.6242,42.6704666667,7.8194,6.64006666667,3.45906666667,3.93813333333,7.0274
359.84,2.67186666667,3.4126,4.1226,5.63006666667,42.606,7.781,6.60493333333,3.4348,3.93573333333,6.941
360.20,2.6884,3.36646666667,4.13886666667,5.59473333334,42.6154,7.79136666667,6.60393333333,3.398,3.92553333333,6.88126666667
360.57,2.689,3.35253333333,4.12073333333,5.57426666667,42.643,7.7875,6.58526666667,3.36773333333,3.92393333333,6.84133333333
360.93,2.69253333333,3.3254,4.10286666667,5.5842,42.6963333333,7.7745,6.581,3.3166,3.90633333333,6.78326666667
361.29,2.77166666667,3.40833333333,4.171,5.67506666667,42.678,7.83873333333,6.62973333333,3.37546666667,3.96173333333,6.81706666667
361.66,2.93113333333,3.58746666667,4.31673333333,5.80273333333,42.7752666667,7.9803,6.78266666667,3.53073333333,4.0916,6.93853333333
362.02,2.97693333333,3.6383,4.33433333333,5.78573333333,42.7760666667,7.9931,6.80266666667,3.52953333333,4.11686666667,6.93493333333
362.39,3.02966666667,3.7134,4.41406666667,5.85706666667,42.8712666667,8.0557,6.8948,3.59233333333,4.17366666667,6.99193333333
362.75,3.0556,3.7508,4.4418,5.85753333333,42.9142,8.06146666666,6.94,3.62613333333,4.2144,7.03013333333
363.11,3.0862,3.80766666667,4.4886,5.9298,43.0251333333,8.09676666667,7.015,3.67313333333,4.27566666667,7.07153333333
363.48,3.0858,3.8245,4.4358,5.8846,43.0403333333,8.04903333333,7.00006666667,3.67973333333,4.27286666667,7.0862
363.84,3.1736,3.90893333333,4.4942,5.94846666667,43.1779333333,8.14523333333,7.08093333333,3.75833333333,4.37433333333,7.21593333333
364.20,3.11966666667,3.87916666667,4.4312,5.90833333333,43.3542666667,8.10846666666,7.038,3.68806666667,4.33053333333,7.1994
364.57,3.11933333333,3.87993333333,4.41106666667,5.86926666667,43.415,8.09263333333,7.0036,3.68306666667,4.29133333333,7.18826666667
364.93,3.13206666667,3.89403333333,4.41366666667,5.85346666667,43.4884666667,8.09086666667,7.0038,3.72326666667,4.2982,7.19466666667
365.29,3.08806666667,3.8403,4.3572,5.7956,43.7507333333,8.0221,6.9654,3.68166666667,4.20906666667,7.13246666667
365.66,2.92893333333,3.70986666667,4.23893333334,5.665,43.8560666667,7.8921,6.81413333333,3.55393333333,4.09086666667,6.971
366.02,2.87873333333,3.6948,4.22806666667,5.6866,43.9891333333,7.90293333333,6.77213333333,3.57986666667,4.09473333333,6.934
366.38,2.94546666667,3.73276666667,4.26026666666,5.74986666667,44.0855333333,7.9586,6.79566666667,3.64946666667,4.113,6.94666666667
366.75,2.93766666667,3.71473333333,4.2712,5.79773333333,44.1676666667,7.97286666667,6.79066666667,3.6578,4.07366666667,6.88666666667
367.11,2.87226666667,3.6458,4.1802,5.762,44.1671333333,7.95373333333,6.70253333333,3.60273333333,4.01553333334,6.80586666667
367.47,2.83966666667,3.6182,4.14466666667,5.76366666666,44.2594,7.95376666667,6.69513333334,3.54266666667,3.9758,6.7788
367.84,2.8924,3.64946666667,4.1602,5.85193333333,44.508,7.97216666667,6.72726666667,3.57766666667,3.9958,6.78666666667
368.20,3.07893333333,3.81923333333,4.326,6.04166666667,44.6783333333,8.1563,6.87246666667,3.79633333333,4.19893333333,6.93006666667
368.56,2.99126666667,3.71446666667,4.258,5.99813333333,44.8588,8.07776666667,6.86993333333,3.7444,4.14333333333,6.86926666667
368.93,2.99233333333,3.7411,4.2794,6.05313333333,45.0313333333,8.09286666667,6.88073333333,3.7562,4.1556,6.92413333333
369.29,3.0176,3.7918,4.29406666667,6.06586666667,44.9892,8.09306666667,6.879,3.77806666667,4.21773333333,6.97593333333
369.65,3.01466666667,3.79936666667,4.28213333333,6.05853333333,45.0820666667,8.10096666667,6.86526666667,3.76573333333,4.2084,6.96226666667
370.01,3.05153333333,3.7964,4.31373333334,6.03913333333,45.2015333333,8.11843333333,6.93366666667,3.78226666667,4.19526666667,6.9756
370.38,3.07073333333,3.81926666667,4.31213333333,6.00793333333,45.2322,8.14796666667,6.9438,3.79586666667,4.2322,6.96813333333
370.74,3.08806666667,3.85173333333,4.3162,5.99346666667,45.2882,8.15136666667,6.96406666667,3.81353333333,4.26866666667,7.00233333333
371.10,3.16913333333,3.9552,4.4312,6.07933333333,45.4010666667,8.21723333333,7.0494,3.91766666666,4.35366666667,7.096
371.46,3.2318,3.98556666667,4.52866666667,6.12046666667,45.4529333333,8.27986666667,7.09426666667,3.99946666667,4.43226666667,7.147
371.83,3.21946666666,3.95553333333,4.52613333333,6.0834,45.4054666667,8.29723333333,7.1102,4.00053333333,4.4002,7.18146666667
372.19,3.15566666667,3.90933333333,4.48866666667,6.03986666667,45.3908666667,8.22366666667,7.07586666667,3.9326,4.34766666667,7.15773333333
372.55,3.24833333333,4.01423333333,4.572,6.13413333333,45.4702666667,8.30203333333,7.12293333333,3.97353333333,4.3956,7.23226666667
372.92,3.21806666667,3.98056666667,4.487,6.04026666667,45.4278666666,8.2128,7.06233333333,3.8954,4.315,7.17533333333
373.28,3.2806,4.0296,4.5474,6.113,45.4926,8.26166666667,7.15086666667,3.92886666667,4.38273333333,7.22933333333
373.64,3.2788,3.98313333333,4.50193333333,6.069,45.4980666667,8.2127,7.16193333333,3.89073333333,4.33893333333,7.19193333334
374.00,3.25473333333,3.97753333333,4.44846666666,6.06446666667,45.394,8.15726666667,7.13206666667,3.84546666667,4.29686666667,7.21873333333
374.37,3.17893333333,3.91173333333,4.37526666667,6.01626666667,45.3776,8.0462,7.053,3.7812,4.21886666667,7.2006
374.73,3.0916,3.82003333333,4.28906666667,5.94713333334,45.3294,7.96726666667,6.9824,3.68533333333,4.1376,7.08133333333
375.09,3.11006666667,3.81623333333,4.24993333333,5.9074,45.4358666667,7.9694,6.97726666667,3.64606666667,4.12086666667,7.07033333333
375.45,3.0868,3.8066,4.1932,5.86426666667,45.5940666667,7.937,6.96886666667,3.59806666667,4.06166666667,7.047
375.81,3.00033333333,3.766,4.1614,5.81446666667,45.653,7.88773333333,6.9252,3.54273333333,3.99093333333,6.992
376.18,3.00573333333,3.79096666667,4.17826666667,5.86526666667,45.7816666667,7.93133333333,6.96113333333,3.55806666667,3.9964,6.99706666667
376.54,3.00386666667,3.85273333333,4.19613333333,5.8836,45.7926,7.9868,6.99006666667,3.61126666667,4.0628,7.02893333333
376.90,3.05486666667,3.90733333333,4.29693333333,5.97486666667,45.9472666667,8.09733333333,7.08186666667,3.69273333333,4.14466666667,7.0964
377.26,2.9482,3.79376666667,4.2234,5.888,46.0014666667,8.03363333333,7.0054,3.60953333333,4.03053333333,7.02586666667
377.63,2.97506666667,3.8116,4.27,5.938,46.1278666667,8.0593,7.02986666667,3.64926666667,4.088,7.10126666667
377.99,3.0048,3.82393333333,4.30593333333,5.95966666667,46.2708666667,8.06693333333,7.04433333333,3.69113333333,4.12246666667,7.0804
378.35,3.076,3.87323333333,4.38793333333,6.04073333333,46.4916666667,8.16113333333,7.14793333333,3.74573333333,4.21873333333,7.11326666666
378.71,3.05646666667,3.86696666667,4.39933333333,6.03793333333,46.7260666666,8.1742,7.1454,3.7614,4.23533333333,7.17886666667
379.07,3.01386666667,3.82913333333,4.38153333334,6.01446666667,46.7468,8.10916666667,7.13606666667,3.7622,4.2184,7.15326666667
379.44,2.9154,3.7322,4.31206666667,5.93973333333,46.7832666666,8.03303333333,7.05873333333,3.67726666667,4.14833333333,7.0642
379.80,2.8928,3.6906,4.26046666667,5.91113333334,46.7945333333,7.96626666667,7.02213333333,3.6512,4.14286666667,7.00593333333
380.16,2.87993333333,3.6411,4.22093333333,5.82626666667,46.7689333333,7.9149,6.9996,3.6096,4.11746666667,6.97973333333
380.52,2.84693333333,3.57093333333,4.184,5.768,46.7274666667,7.8248,6.93546666667,3.55413333333,4.05973333333,6.92533333334
380.88,2.84406666667,3.57163333333,4.169,5.7624,46.8058666667,7.81353333333,6.93813333333,3.55433333333,4.068,6.9316
381.24,2.84246666667,3.58203333333,4.14193333333,5.70093333333,46.9648666667,7.7926,6.9158,3.55653333333,4.06613333333,6.8784
381.61,2.8624,3.58776666667,4.1538,5.67886666667,46.9691333333,7.80686666667,6.89406666667,3.5732,4.04833333333,6.8644
381.97,2.8618,3.55923333333,4.13406666667,5.65553333333,47.0463333333,7.81923333333,6.87513333333,3.54586666667,4.05826666667,6.87766666667
382.33,2.8554,3.56433333333,4.1318,5.65673333333,47.1034,7.80603333333,6.8678,3.5506,4.03486666667,6.87293333333
382.69,2.9566,3.61866666667,4.1836,5.73193333333,47.0846666667,7.84803333333,6.91633333333,3.6166,4.08226666667,6.90393333333
383.05,2.9606,3.59186666667,4.17333333333,5.72966666667,47.1575333333,7.83613333333,6.9026,3.5914,4.04873333333,6.903
383.41,3.06853333333,3.68523333333,4.28726666667,5.85533333333,47.1845333333,7.9249,6.98813333333,3.7012,4.1512,6.99926666667
383.77,3.07326666667,3.69983333333,4.28506666667,5.86693333333,47.2268666667,7.94006666667,6.9756,3.69666666667,4.13453333333,6.95973333333
384.14,3.05453333333,3.6832,4.2796,5.86593333333,47.2844,7.94623333333,6.96706666667,3.71033333333,4.10313333333,6.9544
384.50,3.08173333333,3.70933333333,4.3166,5.88906666667,47.4238,8.00386666667,7.01646666667,3.74026666666,4.12006666667,6.97893333333
384.86,3.03433333333,3.6443,4.2746,5.848,47.4462666667,7.94306666667,6.97826666667,3.6952,4.0752,6.90746666667
385.22,3.0942,3.70363333333,4.33366666667,5.93966666667,47.4011333333,8.0192,7.03793333333,3.75426666667,4.14786666667,6.98746666667
385.58,3.102,3.73713333333,4.33853333333,5.95953333333,47.5671333333,8.05853333333,7.0872,3.76746666667,4.1856,7.0182
385.94,3.0444,3.7174,4.30906666667,5.951,47.6324,8.05943333333,7.05753333333,3.7272,4.13313333333,6.97346666667
386.30,3.02913333333,3.71696666667,4.3076,5.93526666667,47.6568666667,8.0445,7.0362,3.7098,4.10726666667,6.97006666667
386.66,2.98426666667,3.73446666667,4.31166666667,5.91813333333,47.7767333333,8.05616666667,7.0474,3.68293333333,4.09906666667,6.9754
387.03,2.97666666667,3.7819,4.33753333333,5.95013333333,47.8424666667,8.0865,7.08906666667,3.71393333333,4.14146666666,7.00606666667
387.39,2.90566666667,3.75336666667,4.263,5.87466666667,47.9249333333,8.0264,7.03886666667,3.63633333333,4.087,6.97266666667
387.75,2.9294,3.82556666667,4.3124,5.91773333333,48.1881333333,8.10596666666,7.116,3.66273333333,4.14686666667,7.08453333333
388.11,2.94226666667,3.86406666667,4.32626666667,5.93326666667,48.3681333333,8.1075,7.13173333333,3.66406666666,4.1782,7.10446666667
388.47,2.93933333333,3.85476666667,4.305,5.93193333333,48.47,8.10246666667,7.13513333333,3.66373333333,4.1924,7.09
388.83,2.93313333333,3.85006666667,4.28033333333,5.93833333333,48.5350666667,8.11613333333,7.11953333333,3.65226666666,4.18046666667,7.10366666667
389.19,2.88386666666,3.81336666667,4.23273333333,5.91953333333,48.6828666667,8.07383333333,7.09993333333,3.60913333333,4.13106666667,7.088
389.55,2.79533333333,3.71176666667,4.14113333333,5.87206666667,48.6222,7.95773333333,7.00933333333,3.49773333333,4.02633333333,6.972
389.91,2.781,3.66233333333,4.12646666667,5.82673333333,48.6156,7.90883333333,6.9926,3.45413333334,4.01573333333,6.9434
390.27,2.7554,3.60896666667,4.08806666667,5.78906666667,48.5842666667,7.8469,6.95306666667,3.42293333333,4.00146666667,6.90613333333
390.63,2.76346666667,3.5869,4.0526,5.79633333333,48.6120666667,7.81306666667,6.93573333333,3.41206666667,3.99633333333,6.8802
391.00,2.75746666667,3.54166666667,4.0218,5.75986666667,48.6474666667,7.81313333333,6.88486666667,3.36686666667,3.96333333333,6.83153333333
391.36,2.78566666667,3.55066666667,4.03093333333,5.77466666667,48.6599333333,7.85496666667,6.89706666667,3.39126666667,3.9666,6.82086666667
391.72,2.78253333333,3.5162,4.01833333333,5.75413333333,48.6176666667,7.83413333333,6.88906666667,3.41313333333,3.96426666667,6.779
392.08,2.73226666667,3.4833,3.9938,5.71413333333,48.5081333333,7.7801,6.8316,3.3694,3.93033333333,6.72033333334
392.44,2.7276,3.5081,4.0262,5.726,48.4906,7.7754,6.8326,3.36653333333,3.92753333333,6.7526
392.80,2.76406666667,3.5485,4.09066666667,5.7414,48.5632666667,7.8253,6.8608,3.38046666667,3.9704,6.77246666667
393.16,2.80833333333,3.58496666667,4.1524,5.7636,48.5937333333,7.85863333333,6.88146666667,3.41286666667,4.03253333333,6.785
393.52,2.86813333333,3.6619,4.22946666667,5.81713333333,48.7080666666,7.9315,6.93673333333,3.47473333333,4.12106666667,6.85886666667
393.88,2.93533333333,3.72566666667,4.264,5.85873333333,48.7456,7.95903333333,6.97733333333,3.5356,4.16953333333,6.91533333333
394.24,2.97206666667,3.76766666667,4.2922,5.90033333333,48.836,8.01693333333,7.01366666667,3.56913333333,4.20606666667,6.95386666667
394.60,3.005,3.80693333333,4.3554,5.924,48.9160666667,8.0426,7.0506,3.59893333333,4.22653333333,6.98406666667
394.96,3.0622,3.8753,4.41833333333,5.9974,48.9613333333,8.07863333333,7.10693333333,3.65426666667,4.29473333333,7.04186666667
395.32,3.06806666667,3.8957,4.45753333333,6.0294,49.1292666667,8.07203333333,7.13126666667,3.68713333333,4.32546666667,7.0658
395.68,3.07126666667,3.90226666667,4.4528,6.01373333333,49.1763333333,8.05293333333,7.11673333333,3.665,4.2994,7.05993333333
396.04,3.07306666667,3.90233333333,4.4518,6.01673333333,49.3193333333,8.094,7.13693333334,3.6716,4.2958,7.08926666667
396.40,3.04053333333,3.85563333333,4.42166666666,5.98873333333,49.4156,8.06993333333,7.10906666667,3.6516,4.2642,7.02813333333
396.76,2.97793333333,3.80506666667,4.36986666667,5.94426666667,49.4402666667,7.98646666667,7.05146666666,3.62953333333,4.18773333333,6.9874
397.12,2.9536,3.79423333333,4.32473333333,5.9184,49.5209333333,7.96366666667,7.04226666667,3.61446666667,4.12713333333,6.98906666667
397.48,2.95273333334,3.79626666667,4.30906666667,5.90926666667,49.6352666667,7.9521,7.0436,3.6316,4.09566666667,7.0014
397.84,2.92953333333,3.7923,4.30893333333,5.90906666667,49.7769333333,7.9749,7.05493333333,3.62493333333,4.08086666667,6.99226666666
398.20,2.89726666666,3.7823,4.2836,5.885,49.8601333333,7.9592,7.0368,3.592,4.023,6.9508
398.56,2.91766666667,3.79576666667,4.301,5.86346666667,49.947,7.99983333333,7.03166666667,3.60873333333,4.04986666667,6.9642
398.92,2.85526666667,3.73316666667,4.2364,5.7912,50.0254,7.94536666667,7.0004,3.55986666667,3.97766666667,6.93866666667
399.28,2.82373333333,3.6897,4.19693333333,5.73806666667,50.0542,7.90956666667,6.976,3.5282,3.9292,6.91726666667
399.64,2.75866666667,3.63226666667,4.14726666667,5.6852,50.0163333333,7.8526,6.90206666667,3.473,3.8778,6.86413333333
400.00,2.8082,3.6536,4.1826,5.727,50.0752,7.85076666667,6.9294,3.52286666667,3.9308,6.9092
400.36,2.811,3.641,4.17273333333,5.69566666667,50.1409333334,7.84713333333,6.92786666667,3.5148,3.92533333333,6.91073333333
400.72,2.8556,3.65653333333,4.16333333333,5.68573333333,50.1938,7.8795,6.9602,3.51633333333,3.95793333333,6.90946666667
401.08,2.8812,3.65353333333,4.189,5.67833333333,50.199,7.8884,6.99553333333,3.53006666667,3.99453333333,6.9
401.44,2.8532,3.59183333333,4.16966666667,5.64686666667,50.1375333333,7.88653333333,6.97486666667,3.4862,3.9496,6.8608
401.80,2.79446666667,3.56123333333,4.11666666667,5.62586666666,50.1527333333,7.8454,6.926,3.4578,3.91046666667,6.82066666666
402.16,2.77466666667,3.5451,4.081,5.6126,50.1955333333,7.82866666667,6.9274,3.4348,3.90126666667,6.83053333333
402.52,2.72986666667,3.5036,4.0296,5.60893333333,50.2363333333,7.81126666667,6.9024,3.3998,3.85633333333,6.80173333333
402.88,2.7204,3.5029,4.02666666667,5.62006666667,50.2522666666,7.8122,6.89193333333,3.38773333333,3.85086666667,6.77813333333
403.24,2.7774,3.55476666667,4.0744,5.69133333333,50.2742666667,7.8556,6.93186666667,3.41846666667,3.91046666667,6.82273333333
403.60,2.8532,3.6203,4.15613333333,5.79293333333,50.3786666666,7.95556666667,7.03566666667,3.48653333333,3.99813333333,6.90686666667
403.95,2.8706,3.642,4.15953333333,5.79906666667,50.4066,7.99623333333,7.05473333333,3.48246666667,3.9868,6.89613333333
404.31,2.86973333333,3.66023333333,4.17466666667,5.82246666667,50.4520666667,8.00233333333,7.05326666667,3.5004,3.99593333334,6.93313333333
404.67,2.87166666667,3.66866666667,4.20273333333,5.8696,50.5485333333,8.02533333333,7.08326666666,3.52106666667,4.0174,6.9678
405.03,2.8188,3.62736666667,4.16426666667,5.85113333334,50.5702666667,7.9913,7.03373333333,3.46733333333,3.9738,6.9216
405.39,2.8554,3.66666666667,4.18546666667,5.86646666667,50.6523333333,8.0005,7.0582,3.5078,4.023,6.95186666667
405.75,2.91713333333,3.7143,4.25246666667,5.9102,50.6934,8.0333,7.11913333333,3.55666666667,4.08133333333,6.99506666667
406.11,2.95246666667,3.73646666667,4.30346666667,5.94673333333,50.7328666667,8.08156666667,7.14526666667,3.5892,4.11113333333,7.0176
406.47,2.9722,3.76353333333,4.33913333333,5.9814,50.8134,8.11096666667,7.18333333333,3.61926666667,4.14973333333,7.06226666666
406.83,2.96733333333,3.75693333333,4.33553333333,5.97553333333,50.8810666667,8.09043333333,7.1792,3.6158,4.13493333333,7.05733333333
407.19,2.91193333333,3.7015,4.28166666667,5.90646666667,50.8956,8.05506666667,7.1234,3.55893333333,4.0658,7.01353333333
407.55,2.85813333333,3.6513,4.2224,5.83226666667,50.9492,7.97893333333,7.05486666667,3.52126666667,4.00686666666,6.97306666667
407.90,2.795,3.5835,4.15553333333,5.77606666666,51.0136,7.92036666667,7.0082,3.47146666667,3.95906666667,6.92613333333
408.26,2.81506666666,3.58403333333,4.1508,5.77466666667,51.0098,7.92466666667,7.03166666667,3.47066666667,3.96466666667,6.9204
408.62,2.8196,3.6065,4.14686666667,5.77246666667,51.0014,7.93333333334,7.02886666667,3.48266666667,3.9616,6.92473333334
408.98,2.84593333333,3.63746666667,4.15986666667,5.78653333333,51.094,7.96226666666,7.05433333333,3.52753333333,3.98413333333,6.9538
409.34,2.82646666667,3.6328,4.13706666667,5.7934,51.1921333333,7.9563,7.052,3.51133333333,3.96633333333,6.961
409.70,2.80266666667,3.6078,4.11166666667,5.78033333333,51.3037333333,7.95446666667,7.02793333333,3.48213333333,3.93833333334,6.95506666667
410.06,2.78193333333,3.58896666667,4.08773333333,5.74953333333,51.3955333333,7.90586666667,7.00753333333,3.465,3.92206666667,6.9504
410.42,2.79346666667,3.5976,4.09773333333,5.73433333333,51.4324666667,7.87436666667,7.00906666667,3.4702,3.9116,6.9402
410.77,2.78486666667,3.584,4.10126666667,5.7228,51.4654666667,7.8706,6.99673333333,3.46833333333,3.9124,6.94613333333
411.13,2.7986,3.60606666667,4.12226666667,5.74486666667,51.5581333333,7.87993333333,7.01346666667,3.49566666667,3.944,6.97593333333
411.49,2.85106666667,3.6533,4.16093333333,5.80686666667,51.6700666667,7.92726666667,7.05633333334,3.53246666667,3.98993333333,7.01666666667
411.85,2.88293333333,3.69733333333,4.20406666667,5.84286666667,51.7328,7.9453,7.0794,3.54893333333,4.01853333333,7.04626666667
412.21,2.8952,3.70026666667,4.22,5.84733333333,51.838,7.96353333333,7.07726666667,3.55066666667,4.0282,7.04673333333
412.57,2.9082,3.7101,4.2512,5.87926666667,51.9821333333,7.9761,7.10246666667,3.56853333333,4.05313333333,7.06653333333
412.92,2.90906666667,3.70573333333,4.2522,5.8954,52.0319333333,7.98166666667,7.0968,3.55473333333,4.04073333333,7.0636
413.28,2.9084,3.70636666667,4.2638,5.8862,52.0843333333,7.99983333333,7.09753333333,3.55153333333,4.04266666667,7.0432
413.64,2.8988,3.68583333333,4.24833333333,5.85426666667,52.0273333333,7.97373333333,7.08046666667,3.54366666667,4.019,7.0116
414.00,2.87826666667,3.66003333333,4.2358,5.84746666667,52.0220666667,7.9855,7.0828,3.53093333333,4.01553333333,6.99213333333
414.36,2.82266666667,3.60043333333,4.1682,5.79546666667,51.9914666667,7.96236666667,7.03626666667,3.47753333333,3.96226666667,6.92873333333
414.72,2.8066,3.58733333333,4.15693333333,5.76573333334,52.0028666666,7.9627,7.01926666667,3.46593333333,3.93406666667,6.8954
415.07,2.81133333333,3.59633333333,4.18353333333,5.79573333333,52.0818666667,8.0003,7.0668,3.49393333333,3.96873333333,6.90113333333
415.43,2.77446666667,3.56666666667,4.1722,5.7796,52.0401333333,7.9667,7.0552,3.46586666667,3.9532,6.8618
415.79,2.76533333333,3.54056666667,4.16006666667,5.77753333333,52.0500666667,7.97996666667,7.0508,3.45733333333,3.93386666667,6.85386666667
416.15,2.75813333333,3.5436,4.15926666667,5.80273333333,52.0328,7.97243333333,7.07126666667,3.47173333333,3.93633333333,6.8614
416.51,2.73513333333,3.53776666667,4.14153333333,5.77366666667,51.9603333333,7.94856666667,7.04846666667,3.45613333333,3.9282,6.851
416.86,2.75513333333,3.57696666667,4.1666,5.80246666667,51.9587333333,7.9698,7.07286666667,3.49653333333,3.9582,6.8808
417.22,2.75813333333,3.5735,4.17606666667,5.80166666667,51.9231333333,7.95976666667,7.07753333333,3.5024,3.9598,6.89633333333
417.58,2.751,3.5669,4.16726666666,5.81273333333,51.9956666667,7.96766666667,7.07453333333,3.49806666667,3.95846666667,6.9054
417.94,2.761,3.5759,4.16973333333,5.81773333333,51.9581333333,7.97536666667,7.071,3.50513333334,3.96013333333,6.89926666667
418.29,2.8052,3.61196666667,4.20946666667,5.8558,51.9507333333,8.0079,7.10933333333,3.54153333333,3.99733333333,6.95433333333
418.65,2.85526666667,3.6582,4.23086666667,5.90253333333,51.9425333333,8.04833333333,7.15166666667,3.5716,4.04146666667,6.999
419.01,2.8564,3.66593333333,4.22986666667,5.89186666667,51.8842,8.04573333333,7.1376,3.57033333333,4.02066666667,7.00606666667
419.37,2.8726,3.67843333333,4.2494,5.90273333333,51.874,8.0717,7.1508,3.58553333334,4.0314,7.04086666667
419.73,2.9076,3.7231,4.2902,5.9254,51.878,8.09446666667,7.17766666667,3.62873333333,4.06306666667,7.059
420.08,2.93366666667,3.74226666667,4.30633333333,5.9424,51.9463333333,8.1068,7.19113333333,3.64153333333,4.0742,7.07626666667
420.44,2.93886666667,3.73616666667,4.303,5.93673333333,51.9549333333,8.11223333333,7.1884,3.64793333333,4.07026666667,7.07373333333
420.80,2.93873333333,3.71456666667,4.29086666667,5.9182,51.9556666667,8.1029,7.16873333333,3.63106666667,4.06,7.06146666667
421.16,2.94946666667,3.72003333333,4.29826666667,5.92433333333,51.9452,8.11223333333,7.15753333333,3.6442,4.06486666667,7.0568
421.51,2.97693333333,3.7503,4.32673333333,5.93953333333,51.9409333333,8.13153333333,7.1884,3.66633333333,4.08926666667,7.0724
421.87,2.9666,3.74536666667,4.316,5.92886666667,51.9486666667,8.1122,7.16846666667,3.6556,4.0848,7.0646
422.23,2.93466666667,3.73363333333,4.29713333333,5.909,51.9934,8.0848,7.14506666667,3.63373333333,4.06466666667,7.0312
422.58,2.91773333333,3.71263333333,4.2866,5.88473333333,52.007,8.06503333333,7.12773333333,3.62653333333,4.04893333333,7.00693333333
422.94,2.90746666667,3.69626666667,4.26406666667,5.87853333333,52.0913333333,8.0484,7.1206,3.61086666667,4.04053333333,6.98133333334
423.30,2.90306666667,3.69496666667,4.2438,5.86526666667,52.1026,8.03993333333,7.104,3.60853333334,4.0234,6.955
423.66,2.88593333333,3.67253333333,4.21726666667,5.85846666667,52.1407333334,8.02183333333,7.0922,3.5866,4.00286666667,6.95653333333
424.01,2.86406666667,3.65206666667,4.19793333333,5.83406666667,52.1620666667,8.00356666667,7.07113333333,3.57013333333,3.98653333333,6.93053333333
424.37,2.86186666667,3.6458,4.19226666667,5.82886666667,52.2279333333,7.99446666667,7.05933333333,3.55206666667,3.97073333333,6.90866666667
424.73,2.8436,3.63476666667,4.17966666666,5.8218,52.2778666666,7.97566666667,7.0498,3.54326666667,3.95546666667,6.89146666667
425.08,2.84206666667,3.6375,4.1836,5.836,52.3563333333,7.9771,7.05473333333,3.53533333333,3.95933333333,6.90373333333
425.44,2.84373333333,3.6448,4.18426666667,5.85006666667,52.433,7.97416666667,7.045,3.53933333333,3.9624,6.90946666667
425.80,2.8668,3.6644,4.2108,5.87393333333,52.5671333333,8.0019,7.0782,3.56966666667,3.97733333333,6.93513333333
426.16,2.88626666667,3.66336666667,4.2144,5.88806666666,52.6394666667,8.0035,7.08233333333,3.58106666667,3.98346666667,6.93973333333
426.51,2.88546666667,3.66883333333,4.22553333333,5.89793333333,52.7322666666,8.00983333333,7.0914,3.58093333333,3.98686666667,6.9474
