wavelength,Back_HemMelm,Belly_HemMelm,Breast_HemMelm,Crissum_HemMelm,Crown_HemMelm,DorTail_HemMelm,Patch10_HemMelm,Patch11_HemMelm,Rump_HemMelm,Throat_HemMelm,WingTip_HemMelm
567.39,12.6305703704,31.6131333333,29.4661333333,24.2269333333,10.3462,15.3916551515,6.48466666667,19.5898666667,11.9983333333,20.8987333333,13.8350666667
567.73,12.6120962963,31.6482,29.4716,24.2326,10.3285333333,15.3919733333,6.44946666667,19.5994,12.0013333333,20.9419333333,13.8304
568.07,12.6105333333,31.6465333333,29.4756666667,24.2635333333,10.3218,15.4050227273,6.44466666667,19.5702666667,12.0094666667,20.9774,13.848
568.41,12.6249481481,31.6862666667,29.5183333333,24.3086,10.3322666667,15.4277042424,6.4522,19.5688,12.0275333333,21.0579333333,13.8608666667
568.75,12.6127407407,31.7020666667,29.5592,24.3491333333,10.3372666667,15.445160303,6.4578,19.5864,12.0294666667,21.0957333333,13.8642666667
569.09,12.6594814815,31.799,29.6278666667,24.4681333333,10.3809333333,15.5029384849,6.49926666667,19.6358,12.086,21.1913333334,13.9104666667
569.43,12.6888666667,31.8916666667,29.6843333333,24.5475333333,10.3925333333,15.5318790909,6.50393333333,19.6934666667,12.1098666667,21.3081333334,13.9503333333
569.77,12.6756074074,31.9059333333,29.7242,24.5755333333,10.3637333333,15.5341333333,6.49866666667,19.7452666667,12.1009333333,21.3798666667,13.9628
570.11,12.7069259259,32.0084666667,29.8122666667,24.6478,10.3969333333,15.6093242424,6.54506666667,19.8058666667,12.1545333333,21.5228,14.0471333333
570.45,12.6958074074,32.0133333333,29.8266666667,24.6616666667,10.3794,15.5919412121,6.519,19.8181333333,12.1216,21.548,14.0604666667
570.79,12.6390222222,31.9742,29.7614,24.6462,10.3418,15.5634442424,6.4696,19.7734,12.0585333333,21.5545333333,14.0289333333
571.13,12.6398370371,31.9936,29.787,24.6631333333,10.3364666667,15.5586384848,6.44246666667,19.7846,12.0424666667,21.593,14.0177333333
571.47,12.6958814815,32.0581333333,29.8361333333,24.7792666667,10.363,15.6284812121,6.4948,19.8686666667,12.0854666667,21.6910666667,14.0804
571.81,12.7188814815,32.1064666667,29.8513333333,24.8474,10.4036666667,15.6670566667,6.52826666667,19.9336666667,12.1056666666,21.7641333333,14.1284666667
572.15,12.7452666667,32.1376666667,29.8594,24.9156666667,10.4090666667,15.6909745455,6.54133333333,19.9436666667,12.1243333333,21.8169333333,14.1684666667
572.49,12.7464518519,32.1712,29.8884,24.9422666667,10.4126666667,15.726969697,6.55386666667,19.9945333333,12.1346666667,21.8907333333,14.2065333333
572.83,12.7457925926,32.1878666667,29.9144666667,24.9492666667,10.3982666667,15.7372554545,6.55513333333,20.0163333333,12.1146,21.9442666667,14.2176666667
573.17,12.7273111111,32.1383333333,29.89,24.9384666667,10.3750666667,15.7184009091,6.546,20.0025333333,12.0903333333,21.9289333333,14.1954
573.51,12.7517407407,32.2634,29.93,25.0430666667,10.4171333333,15.7661624242,6.599,20.0507333333,12.1524,22.0296666667,14.2190666667
573.85,12.7748666666,32.2642,29.9301333333,25.1020666667,10.4332,15.7772133333,6.59206666667,20.062,12.1601333334,22.0590666667,14.2287333333
574.19,12.8023111111,32.3270666667,29.9372666667,25.1657333333,10.4488666667,15.8328260606,6.6202,20.0855333333,12.2052,22.1348,14.2694
574.53,12.8464814815,32.3812666667,30.0125333333,25.2432666667,10.4726666667,15.8709633333,6.66706666667,20.1429333333,12.2560666667,22.2104,14.3160666667
574.87,12.8811111111,32.4315333333,30.054,25.3224,10.4954666667,15.9146293939,6.7234,20.1877333333,12.2764,22.2924,14.3600666667
575.21,12.8482074074,32.4346,30.0888666667,25.3288,10.4802666667,15.892539697,6.69473333334,20.1615333333,12.2575333333,22.3152666667,14.3383333333
575.55,12.8007185185,32.4154666667,30.0735333333,25.3136,10.403,15.8488827273,6.638,20.132,12.1994,22.3154666667,14.2743333333
575.89,12.7487333333,32.4076,30.0467333333,25.3072,10.3663333333,15.8280254546,6.59733333333,20.1313333333,12.1356666667,22.3315333333,14.2021333333
576.22,12.7643851852,32.4422666667,30.0653333333,25.3667333333,10.3501333333,15.8490815151,6.58726666667,20.1171333333,12.1519333333,22.3562666667,14.1892666667
576.56,12.7322592593,32.4224666667,30.0717333333,25.4077333333,10.3329333333,15.8292639394,6.56486666666,20.1078,12.1489333333,22.3569333333,14.1596666666
576.90,12.7225925926,32.4619333333,30.0504,25.4595333333,10.3257333333,15.8568327273,6.5392,20.1040666667,12.1352666667,22.4107333333,14.151
577.24,12.6667481481,32.3904,30.0191333333,25.4173333333,10.2612,15.8289954545,6.4772,20.055,12.0583333333,22.4035333333,14.1091333333
577.58,12.6150074074,32.3653333333,29.9942,25.4057333333,10.221,15.7875857576,6.43086666667,20.0170666667,12.0204,22.4083333333,14.0353333333
577.92,12.5597407407,32.3742,29.9964666667,25.4252,10.188,15.7509969697,6.36293333333,20.0045333333,11.9603333333,22.4507333333,13.954
578.26,12.5459925926,32.431,30.0237333333,25.4723333333,10.1884666667,15.7687048485,6.31226666667,20.0011333333,11.9308666667,22.5122,13.9366666667
578.60,12.5055333333,32.4800666667,30.0382,25.4871333333,10.1662,15.7660881818,6.26053333333,19.9778666667,11.9242,22.5362,13.8832666667
578.94,12.4701481482,32.4712666667,29.9844,25.4848,10.111,15.7480357576,6.2178,19.9336,11.8624666667,22.5372666667,13.8393333333
579.28,12.5025481481,32.512,30.0311333333,25.5694666667,10.1428,15.7912827273,6.2382,19.9699333333,11.9045333333,22.6259333333,13.8708
579.61,12.4926888889,32.5084,30.0464,25.5918,10.1117333333,15.7891242424,6.21306666667,19.9470666667,11.9145333333,22.6581333333,13.859
579.95,12.5248074074,32.5772,30.1083333333,25.6906666667,10.1486,15.8113372727,6.24026666667,20.0324,11.9108666667,22.7593333333,13.8864
580.29,12.5703851852,32.6269333333,30.1042,25.697,10.1843333333,15.8695030303,6.24793333333,20.0893333333,11.9477333333,22.8491333333,13.9400666667
580.63,12.6577925926,32.7076666667,30.2284666667,25.8087333333,10.2682666667,15.9350869697,6.35773333333,20.1751333333,12.0424,22.9832666667,14.0192
580.97,12.7193777778,32.8417333333,30.3197333333,25.9506666667,10.2964,16.0034563636,6.39926666667,20.2328,12.1154666667,23.0732666667,14.0811333333
581.31,12.7573185185,32.9414,30.3992666667,26.0562666667,10.3354,16.087319697,6.48266666667,20.3143333333,12.1610666667,23.1800666667,14.1741333333
581.65,12.790562963,32.9423333333,30.4155333333,26.0999333333,10.3637333333,16.1222172727,6.53026666667,20.3217333333,12.189,23.2264666667,14.2242
581.98,12.8251333333,32.9852666667,30.415,26.1716,10.3682666667,16.1468518182,6.58093333333,20.3354,12.2098666667,23.2774666667,14.2312666667
582.32,12.8270518519,32.9888,30.4412,26.2088666667,10.3506,16.1511684849,6.56113333333,20.3441333334,12.1882,23.3132,14.2569333333
582.66,12.8816444444,33.0472666666,30.4884666667,26.2959333333,10.3572,16.1930833333,6.57626666667,20.4296666667,12.2456666667,23.4340666667,14.3185333333
583.00,12.8564,33.0804666667,30.5165333333,26.3139333333,10.3246,16.2160951515,6.57206666667,20.3976,12.2391333333,23.5108666667,14.2913333333
583.34,12.9172444445,33.2491333333,30.6371333333,26.4319333333,10.4002666667,16.3153187879,6.65673333333,20.5322,12.3093333333,23.6311333333,14.4265333333
583.68,12.9272222222,33.3012666667,30.6747333333,26.49,10.4075333333,16.3466575758,6.68073333333,20.5682666667,12.3419333333,23.7269333333,14.4448666667
584.01,12.9164,33.3771333333,30.7241333333,26.5967333333,10.4236666667,16.3612790909,6.683,20.5706666667,12.3521333333,23.8128,14.4302666667
584.35,12.8434148148,33.3645333333,30.6636666667,26.5734,10.3375333333,16.3331621212,6.59213333333,20.5335333333,12.2958666667,23.7992666667,14.3842
584.69,12.8470074074,33.3303333333,30.6434666667,26.5748666666,10.3595333333,16.3443039394,6.60866666667,20.5348,12.2681333333,23.8574,14.4006666667
585.03,12.8698074074,33.3928666667,30.7013333333,26.6258666666,10.3370666667,16.3605639394,6.57293333333,20.5598,12.2730666667,23.9268,14.4053333333
585.37,12.8976814815,33.4376,30.7115333333,26.6733333333,10.3336666667,16.3691584849,6.56546666666,20.6243333333,12.2689333333,24.0282,14.4162
585.70,12.8938,33.4408666667,30.7194666667,26.6334666667,10.3209333333,16.3863760606,6.55486666667,20.6382666667,12.2844,24.0730666667,14.4217333333
586.04,12.900037037,33.4807333333,30.7216666667,26.6944,10.3215333333,16.4101672727,6.57313333333,20.6776666667,12.2958666667,24.1590666667,14.4352
586.38,12.9042888889,33.5623333333,30.7908,26.7438666667,10.3415333333,16.4320042424,6.58033333333,20.7032,12.3184666667,24.2315333333,14.4318666667
586.72,12.9552888889,33.6742,30.8532666667,26.8561333333,10.4356,16.5224084849,6.61513333333,20.8375333333,12.3783333333,24.3389333333,14.5253333333
587.06,12.910037037,33.6272666667,30.8138666666,26.8186666667,10.3894,16.4852521212,6.563,20.7716666667,12.3280666667,24.3128666667,14.4334
587.39,12.8949407407,33.6292666666,30.7712666667,26.7771333333,10.3803333333,16.4935821212,6.5406,20.6906,12.3006666667,24.3007333333,14.4046666666
587.73,12.9121851852,33.6635333333,30.8269333333,26.8154,10.3493333333,16.5181651515,6.54346666667,20.7413333333,12.3009333333,24.3727333333,14.4226666667
588.07,12.993837037,33.7473333333,30.9506,26.9521333333,10.4396,16.5891366667,6.60253333334,20.8432666667,12.3628666667,24.4995333334,14.4905333333
588.41,13.0035481481,33.7342666667,30.9367333333,26.9870666667,10.4372,16.5827790909,6.56693333333,20.8547333333,12.3724666667,24.5184666667,14.4624
588.74,12.9853185185,33.7268666667,30.8874666667,27.0074666667,10.4480666667,16.5779066667,6.5688,20.8635333333,12.3676,24.5672666667,14.4614666667
589.08,13.0108962963,33.7916,30.9884666666,27.0734,10.4878666667,16.6425724242,6.62046666667,20.8996666667,12.4398666667,24.6097333333,14.5396
589.42,12.9589111111,33.8334,31.0206666667,27.1242666666,10.4361333333,16.6073415151,6.56026666667,20.8940666667,12.3926666667,24.6084666667,14.5104
589.76,12.9153111111,33.8018,30.9851333333,27.1152666667,10.4126,16.5757390909,6.52226666667,20.8241333333,12.3488,24.6468666667,14.4742
590.09,12.9742,33.8157333333,31.0004666667,27.2100666667,10.465,16.6241836364,6.55733333333,20.8594,12.3751333333,24.7276,14.5328
590.43,12.9413259259,33.7542,30.945,27.1575333333,10.3953333333,16.5337566667,6.51153333333,20.7902666667,12.3128,24.6426,14.4636666667
590.77,12.9405925926,33.7608,30.933,27.2450666667,10.3620666667,16.537429697,6.4874,20.79,12.3086666667,24.7302,14.4728
591.11,12.9535555556,33.7865333334,31.0110666667,27.3332,10.3748666667,16.5525906061,6.49266666667,20.8399333333,12.3343333333,24.8096666666,14.5388
591.44,12.933962963,33.7674666666,30.9642666667,27.3436,10.3914,16.5551933333,6.51253333333,20.8012666667,12.3316666667,24.8467333333,14.5638666666
591.78,12.9361703704,33.823,30.9634666667,27.3548666667,10.4002,16.5801148485,6.54326666667,20.8032,12.3547333333,24.9114,14.5888
592.12,12.9481037037,33.8975333333,31.0296,27.4018,10.4033333333,16.6041751515,6.56386666667,20.8481333333,12.3863333333,25.0260666667,14.6170666667
592.46,12.9705407407,33.9246666667,31.1071333333,27.4309333333,10.4066666667,16.6178539394,6.54766666667,20.8586,12.413,25.0345333333,14.6432666667
592.79,12.9227185185,33.9616666666,31.0718666667,27.4502666667,10.3522,16.5845915151,6.48293333333,20.8325333333,12.3756,25.0832,14.606
593.13,12.9152074074,33.9559333333,31.0530666667,27.4842666667,10.3521333333,16.600589697,6.4878,20.8648,12.4027333333,25.1288666667,14.6175333333
593.47,12.9631481481,34.1148,31.1450666667,27.5645333333,10.3739333333,16.6601415152,6.5242,20.9665333333,12.464,25.2088,14.6650666667
593.80,12.8997259259,34.1303333333,31.1592666667,27.537,10.3020666667,16.6608039394,6.51366666667,20.9386,12.4259333333,25.1905333333,14.6084666667
594.14,12.9306740741,34.2088666667,31.2145333333,27.6362,10.3139333333,16.7075545455,6.50853333333,21.0013333333,12.4818,25.3136,14.6710666667
594.48,12.9640222222,34.2410666667,31.2546666667,27.7046,10.3574666667,16.7487769697,6.51973333333,21.0369333333,12.5219333333,25.3966,14.7183333333
594.81,12.9756888889,34.2832666667,31.2878,27.7508666667,10.3462666667,16.7798666667,6.50593333333,21.1189333333,12.5266,25.4345333333,14.7286
595.15,12.9790962963,34.2846,31.3285333333,27.7769333333,10.3196,16.7542278788,6.50306666667,21.1426666667,12.5067333333,25.4331333333,14.7140666667
595.49,12.9700814815,34.2709333333,31.3284666667,27.818,10.2872,16.7412772727,6.48166666667,21.1488666667,12.4810666667,25.4764,14.717
595.82,12.9659037037,34.2721333333,31.34,27.8604,10.3014,16.7947463636,6.5092,21.1729333333,12.5008,25.4948,14.7654666667
596.16,12.9997703704,34.3067333333,31.3649333333,27.9106,10.3258,16.8529181818,6.54873333333,21.2174,12.5189333333,25.5584666667,14.7832666667
596.50,13.0132370371,34.3226,31.3826666667,27.9572666667,10.3849333333,16.8925739394,6.6068,21.2584,12.5388,25.5954666667,14.8219333333
596.83,13.1009925926,34.3992666667,31.4768666667,28.0604666667,10.4597333333,16.9815966667,6.67113333333,21.3448,12.6018,25.713,14.9058666667
597.17,13.1556962963,34.3508,31.4838,28.1166,10.4992666666,17.0109021212,6.721,21.3782666667,12.6336666667,25.7396,14.931
597.51,13.1965703704,34.4260666667,31.5396666667,28.22,10.5816666667,17.038039394,6.7694,21.4405333333,12.6932666667,25.8582666667,15.0184
597.84,13.2146148148,34.4589333333,31.5298,28.2496,10.6092666667,17.077009394,6.83626666667,21.4346,12.7111333333,25.9156,15.0449333333
598.18,13.2675777778,34.5667333333,31.6101333333,28.3063333333,10.6636,17.1480212121,6.90686666667,21.5257333333,12.7584,26.0060666667,15.1192666667
598.52,13.2814148148,34.6007333333,31.6003333334,28.3356,10.6996,17.1599954546,6.95106666667,21.5298666667,12.7984666667,26.1043333333,15.1398666667
598.85,13.2499037037,34.6300666667,31.5824666667,28.3336666667,10.6738666667,17.1523121212,6.88886666667,21.5062,12.781,26.1233333333,15.1346666666
599.19,13.2613407408,34.7426666667,31.6650666667,28.4046666667,10.7140666667,17.2258527273,6.9108,21.5661333333,12.8154,26.1972666667,15.1570666667
599.53,13.2224222222,34.8062666667,31.6516666667,28.4069333333,10.6713333333,17.176090303,6.8566,21.5272666667,12.7818,26.2176,15.1062
599.86,13.136962963,34.815,31.5937333333,28.4046666667,10.5936,17.1220433333,6.794,21.471,12.7199333333,26.2388,15.0236666667
600.20,13.0987555556,34.7864,31.5790666667,28.4062666667,10.5021333333,17.0745124242,6.7078,21.396,12.6332666667,26.2382666667,14.9549333333
600.53,13.0818666667,34.8212,31.5706,28.385,10.469,17.0423366667,6.7102,21.3611333333,12.5978,26.2745333333,14.9388
600.87,13.0676592593,34.8785333333,31.6103333333,28.4137333333,10.479,17.0695039394,6.70393333333,21.4162,12.6101333333,26.3542666667,14.9923333333
601.21,13.0355185185,34.841,31.6231333333,28.4047333334,10.4119333333,17.0916021212,6.6564,21.4330666667,12.5868,26.358,14.9527333333
601.54,13.0618222222,34.9716666667,31.7632666667,28.5426,10.4274666667,17.1372224243,6.63433333333,21.5243333333,12.6161333333,26.4935333333,15.003
601.88,13.0228,34.9436,31.7632,28.5736,10.3972666667,17.0971581818,6.59593333333,21.5208666667,12.5988,26.5040666667,14.9818666666
602.21,12.9898444445,34.9451333333,31.7478666667,28.6186,10.3494666667,17.069119394,6.55,21.5042666667,12.5428,26.4818666667,14.9666
602.55,12.9910962963,35.0480666667,31.8,28.7166,10.3899333333,17.1356187879,6.561,21.5318,12.5655333333,26.6191333334,14.9738666667
602.88,13.0393629629,35.0696666667,31.8340666667,28.7846666667,10.3975333333,17.1809284848,6.5978,21.5718666667,12.6302,26.7161333333,15.04
603.22,13.1101851852,35.1264,31.9182,28.8979333333,10.4492666667,17.2647739394,6.66573333333,21.6650666667,12.6927333333,26.8300666667,15.1282666667
603.56,13.2029703704,35.2303333333,32.0469333333,29.007,10.5357333333,17.3597512121,6.74546666667,21.7584666667,12.8005333333,26.9481333333,15.2645333333
603.89,13.2702444445,35.3446666667,32.1297333333,29.0938666667,10.5797333333,17.4509181818,6.8074,21.8398666667,12.8930666666,27.0580666667,15.3589333333
604.23,13.307037037,35.4180666666,32.1672666667,29.1996,10.62,17.5311987879,6.82353333333,21.9003333333,12.9582,27.1264666667,15.3929333333
604.56,13.3414666667,35.4850666667,32.2156,29.2564666667,10.6516,17.5728660606,6.853,21.9415333333,13.0019333333,27.1963333333,15.4450666667
604.90,13.3691555556,35.5737333333,32.1948,29.2853333333,10.6784,17.6065757576,6.86946666667,21.94,13.0133333333,27.248,15.4568
605.23,13.3682296296,35.5402666667,32.1804666667,29.2636666667,10.6874,17.6168927273,6.89446666667,21.9332666667,13.0127333334,27.2611333333,15.4529333333
605.57,13.3969555556,35.5893333334,32.2185333334,29.2990666667,10.6876666667,17.650459697,6.91073333333,21.9504666666,13.026,27.3244666667,15.4606
605.90,13.3655407408,35.6060666666,32.2068,29.3106,10.6734,17.6393990909,6.8922,21.9226666667,13.0190666667,27.3755333333,15.4339333333
606.24,13.4298962963,35.6404,32.2384,29.3735333333,10.6869333333,17.7125430303,6.96553333333,22.0122,13.0635333333,27.4340666667,15.5080666667
606.58,13.3835777778,35.6603333333,32.2027333333,29.3762666667,10.6488666667,17.6652739394,6.9036,21.9796,12.9841333333,27.3964,15.4465333333
606.91,13.3462740741,35.6647333333,32.1858666667,29.372,10.6096,17.6458593939,6.8572,21.9399333333,12.9343333333,27.4114666667,15.4000666667
607.25,13.3013555556,35.5968666667,32.1126666667,29.3504666667,10.5636,17.6002639394,6.84093333333,21.9079333333,12.8811333333,27.4414,15.3404
607.58,13.2761185185,35.5496666667,32.1022,29.3305333333,10.5396,17.5725660606,6.79833333333,21.9093333333,12.8391333333,27.4734666666,15.2773333333
607.92,13.2069481481,35.5208,32.1041333333,29.3032,10.482,17.5283881818,6.7472,21.878,12.7817333333,27.5228,15.2384666666
608.25,13.2284592593,35.5506,32.1657333333,29.3614,10.4725333333,17.5473290909,6.73133333333,21.8723333333,12.7395333333,27.6157333333,15.2234666667
608.59,13.2408074074,35.5797333333,32.2426666667,29.4160666667,10.4806666667,17.5708675758,6.74106666667,21.9025333333,12.7658,27.7347333333,15.2752
608.92,13.2814962963,35.5724666667,32.2832,29.457,10.4942666667,17.61314,6.76733333333,21.9218666667,12.7755333333,27.7932666667,15.3060666667
609.26,13.2549481481,35.5637333333,32.1984,29.423,10.4755333333,17.6240133333,6.77406666667,21.8844666667,12.7376666667,27.7803333333,15.3058
609.59,13.3009481481,35.5732,32.2624,29.4392,10.505,17.7064293939,6.8302,21.9285333333,12.7627333333,27.8554666666,15.3332
609.93,13.3152518518,35.5569333333,32.2718666667,29.4698666667,10.5224,17.7198451515,6.8308,21.9262,12.784,27.9029333333,15.3534
610.26,13.3355037037,35.5064,32.259,29.453,10.5144,17.7370066667,6.85813333333,21.9268,12.7937333333,27.9611333333,15.3455333334
610.60,13.3524222222,35.5109333333,32.2577333333,29.4732,10.5022666667,17.7449415152,6.85273333333,21.9286,12.789,28.0117333333,15.3396
610.93,13.4324222222,35.6173333333,32.3491333333,29.5542666667,10.5455333333,17.8366315152,6.8676,22.0022,12.8287333333,28.1057333333,15.3975333333
611.27,13.4998222222,35.7086666667,32.3920666667,29.6658,10.5866,17.9123960606,6.93193333333,22.0227333333,12.8871333333,28.1953333333,15.4830666667
611.60,13.5181851852,35.6928666667,32.3803333333,29.6666,10.6067333333,17.9521854546,6.94306666667,22.0039333333,12.8982666667,28.2186,15.4741333333
611.93,13.4606740741,35.6895333333,32.3248,29.6963333333,10.5790666667,17.9567078788,6.9146,21.968,12.8980666667,28.2190666667,15.4620666667
612.27,13.4677555556,35.6110666667,32.2624,29.6772666667,10.5604666667,17.9426909091,6.9,21.9341333333,12.8638,28.1424666667,15.3893333333
612.60,13.4460962963,35.6744666666,32.235,29.7138666667,10.5369333333,17.9392693939,6.85706666667,21.9144666667,12.8448,28.1720666667,15.3732
612.94,13.3887555555,35.6695333333,32.2765333333,29.7274666667,10.5116666667,17.9217833333,6.78786666667,21.8948666667,12.8214666667,28.1783333333,15.3036
613.27,13.457,35.8059333333,32.3520666667,29.8339333333,10.5664666667,17.9731733333,6.8086,21.9664666667,12.8848,28.2537333333,15.3574666667
613.61,13.4411777778,35.8570666667,32.3584666667,29.8973333333,10.5459333333,17.9323372727,6.77753333333,21.9519333333,12.8600666667,28.2824666667,15.3235333333
613.94,13.4784518518,36.0061333333,32.4452,30.0301333333,10.5924,17.9911672727,6.7838,22.0161333333,12.9095333333,28.4179333333,15.4000666666
614.28,13.5249111111,36.1111333333,32.5456666667,30.1496,10.6538,18.0593181818,6.81466666667,22.1307333333,12.9676,28.5289333333,15.464
614.61,13.4968444445,36.1008,32.5278666667,30.1948666667,10.678,18.0644436364,6.80806666667,22.1194666667,12.9906,28.5656,15.4719333333
614.94,13.4540444444,36.0946666667,32.5360666667,30.1902666667,10.6936,18.0546863636,6.80866666667,22.1590666667,12.9936666666,28.5948666667,15.4756666667
615.28,13.4757925926,36.1052,32.5474,30.2514666667,10.7015333333,18.0585024242,6.83026666667,22.2181333333,13.0068,28.6465333333,15.5466
615.61,13.4949925926,36.0931333333,32.5336,30.2146666667,10.6765333333,18.0839221212,6.82853333333,22.2202666667,13.0066666667,28.6405333333,15.5352666667
615.95,13.4853185185,36.1616666667,32.5782666667,30.3138,10.7086666667,18.1113548485,6.81913333333,22.2482666667,12.9976666667,28.7657333333,15.586
616.28,13.4744222222,36.2749333333,32.6399333334,30.3461333333,10.6975333333,18.1679933333,6.81386666667,22.2916666667,13.0153333333,28.84,15.6039333333
616.61,13.543837037,36.3417333333,32.6904666667,30.446,10.7258666667,18.2094257576,6.86013333333,22.3495333333,13.0578666666,28.9894,15.7003333333
616.95,13.5817111111,36.3121333333,32.6960666667,30.4775333333,10.7226666667,18.2252772727,6.87073333333,22.3932666667,13.0458,29.0269333333,15.7172666666
617.28,13.6322518519,36.3341333333,32.7647333333,30.4778666667,10.754,18.2888690909,6.92406666667,22.4426,13.088,29.0606666666,15.7552666667
617.62,13.6234222222,36.3492,32.8020666667,30.5034666667,10.7788,18.318160303,6.94893333333,22.4482,13.1281333334,29.0907333333,15.7651333333
617.95,13.6303037037,36.3511333333,32.8253333333,30.5114,10.8066,18.3243360606,6.97606666667,22.4432666667,13.1308666667,29.1274,15.7842666667
618.28,13.5697111111,36.3524,32.8190666667,30.5006,10.7187333333,18.2542593939,6.9264,22.3692666667,13.047,29.1124666667,15.6973333333
618.62,13.5123407407,36.3267333333,32.8562666667,30.4918,10.6316666667,18.221299697,6.8136,22.3413333333,12.9643333333,29.1272,15.6188
618.95,13.5090222222,36.4308,32.9669333333,30.5850666667,10.6334666666,18.249679697,6.784,22.3610666667,12.9648,29.1956,15.5869333333
619.28,13.4955703704,36.5168,33.0451333333,30.6192,10.6269333333,18.2182790909,6.813,22.3822666667,12.9700666667,29.2561333333,15.5852666667
619.62,13.5522666667,36.6339333333,33.141,30.6868666667,10.6690666667,18.3042630303,6.85633333333,22.4984,13.0367333333,29.3437333333,15.6706666667
619.95,13.6560518518,36.6420666667,33.218,30.7605333333,10.7754666667,18.3773163636,6.9784,22.6176666667,13.1492,29.4347333333,15.7438666667
620.28,13.7109777778,36.728,33.3444666667,30.8826666667,10.8320666667,18.4646581818,7.04426666667,22.7045333333,13.232,29.5856666667,15.8099333334
620.62,13.638762963,36.7238,33.3458666667,30.8886666667,10.7762666667,18.433600606,7.01513333333,22.6190666666,13.2168666667,29.6040666667,15.7946666667
620.95,13.6663259259,36.7406666667,33.3282,30.9272,10.7915333333,18.4803848485,7.04273333333,22.6521333333,13.2194,29.6758666667,15.8639333333
621.28,13.6206148148,36.7078666667,33.2574,30.8524,10.7400666667,18.4295575758,6.98146666667,22.5949333333,13.1669333333,29.6174,15.8389333333
621.62,13.5796074074,36.7092,33.2134,30.8914,10.6898,18.4165575758,6.96913333333,22.5698,13.1491333333,29.6386666667,15.8265333333
621.95,13.630437037,36.7248,33.2494,30.8842,10.7189333333,18.4586542424,6.98866666667,22.6414,13.221,29.6826,15.8844666667
622.28,13.7171185185,36.8618,33.3329333334,31.0356,10.8079333333,18.5255218182,7.0936,22.7015333333,13.2820666666,29.8246666667,15.9705333333
622.62,13.8211111111,36.8664,33.3621333333,31.0809333333,10.8686,18.5814951515,7.1806,22.7368666667,13.3221333333,29.9206666667,16.0588666667
622.95,13.8667481481,36.9459333333,33.4067333333,31.1693333333,10.9157333333,18.6421709091,7.18146666667,22.8178666667,13.3778666667,30.0228,16.0851333333
623.28,13.8384888889,36.8702666667,33.4116666667,31.1733333333,10.8774,18.6051848485,7.19773333333,22.7746666666,13.3662666666,30.0238,16.0444666667
623.62,13.7910888889,36.8483333333,33.3937333333,31.1790666667,10.816,18.5300981818,7.1102,22.7198666667,13.2971333333,29.9890666667,16.0158
623.95,13.83,36.9172,33.4448,31.244,10.8302,18.5314409091,7.11126666667,22.7776666667,13.3212666667,30.0335333333,16.0232666667
624.28,13.8536148148,36.994,33.4933333333,31.2764666667,10.8626,18.5829460606,7.12946666667,22.8562,13.3426,30.1062,16.0756
624.62,13.8590296296,37.0844,33.539,31.3543333333,10.8486,18.6222842424,7.131,22.9024,13.3684,30.1743333333,16.0627333333
624.95,13.9541851852,37.2562666667,33.7371333333,31.5135333333,10.9306666667,18.710310303,7.16706666667,23.0442,13.4126666667,30.3308,16.1342666667
625.28,14.014637037,37.3128,33.79,31.5696,10.9679333333,18.7912442424,7.1828,23.0989333333,13.458,30.4072,16.1853333333
625.61,14.0295555556,37.3992,33.8372666667,31.7087333333,11.0098666667,18.8684157576,7.1988,23.1792,13.4732666667,30.5372,16.2474
625.95,14.0289481481,37.3651333333,33.7616666667,31.6599333333,10.9681333333,18.8459533333,7.18013333333,23.1706666667,13.4764,30.4876666667,16.2551333333
626.28,13.9489777778,37.3812,33.6996666667,31.6152666667,10.8730666667,18.7917872727,7.08586666667,23.1378666667,13.433,30.4957333333,16.1869333333
626.61,13.8722814815,37.3098,33.6499333333,31.6169333333,10.7998,18.7641312121,7.03466666667,23.1031333333,13.3729333333,30.4855333333,16.155
626.94,13.8105555555,37.3414,33.6118666667,31.5889333333,10.764,18.74096,6.9704,23.0599333333,13.3623333333,30.4864,16.1238
627.28,13.7867111111,37.3577333333,33.6546666667,31.6289333333,10.7660666667,18.7740575758,6.97633333334,23.049,13.3773333333,30.5834,16.1262666667
627.61,13.739362963,37.3067333333,33.6411333333,31.6155333333,10.7543333333,18.7941221212,6.92746666667,22.9973333333,13.3478666667,30.548,16.1047333333
627.94,13.7676074074,37.4042666667,33.6864,31.7204666667,10.7864666667,18.8374054546,6.9466,23.0205333333,13.3891333333,30.6466666667,16.1199333333
628.27,13.7459111111,37.3952666667,33.7134666667,31.7588666667,10.8031333333,18.8096657576,6.91686666667,23.0244,13.3650666667,30.7048,16.1182666667
628.61,13.6925111111,37.2849333333,33.5904666667,31.6967333333,10.7706666667,18.7673972727,6.91826666667,22.9435333333,13.3312666667,30.6984,16.0877333333
628.94,13.7280592592,37.4122666667,33.6479333333,31.7589333333,10.8286666667,18.81052,6.9792,23.0153333333,13.3805333333,30.7846666666,16.1426666667
629.27,13.7217851852,37.4267333333,33.6719333333,31.7446,10.8491333333,18.8111157576,7.01693333333,22.9928,13.3860666667,30.798,16.1624
629.60,13.675762963,37.4514666667,33.7292666667,31.7977333333,10.9106,18.871629394,7.0292,23.0156666667,13.4014666667,30.8640666667,16.1527333333
