wavelength,Back_TanDesm,Belly_TanDesm,Breast_TanDesm,Crissum_TanDesm,Crown_TanDesm,DorTail_TanDesm,Patch10_TanDesm,Patch11_TanDesm,Patch12_TanDesm,Patch13_TanDesm,Patch14_TanDesm,Patch15_TanDesm,Patch16_TanDesm,Rump_TanDesm,Throat_TanDesm,WingTip_TanDesm
384.50,4.83891666666,16.75,4.99616666667,15.0071666667,6.34369444445,6.08845833333,6.38716666667,2.97058333333,7.17325,67.1520833334,7.70275000001,28.8385,43.5564166667,9.80750833332,5.7025,6.88770833333
384.86,4.83425,16.6896666667,4.97691666667,14.9921666667,6.29841666668,6.0865,6.38341666667,2.97183333333,7.12858333334,67.01975,7.69608333333,28.661,43.3268333333,9.76681666666,5.68175,6.86854166667
385.22,4.90408333334,16.7433333333,5.03191666667,15.05475,6.32795833333,6.11558333333,6.47116666667,3.03391666667,7.17241666666,66.91825,7.7465,28.5828333333,43.21475,9.81436666666,5.753,6.94875
385.58,4.86866666667,16.70475,4.991,14.9705833333,6.28813888889,6.067625,6.4105,2.98016666667,7.11183333334,66.6080833333,7.71108333334,28.4019166667,43.0275833333,9.701625,5.72925,6.90929166667
385.94,4.84316666667,16.6438333333,4.96383333333,14.9545,6.22990277777,6.00183333333,6.37483333333,2.92341666667,7.07008333333,66.3753333333,7.66675000001,28.28325,42.8486666667,9.64459999999,5.6945,6.88183333333
386.30,4.81908333333,16.6321666667,4.95933333333,14.93375,6.19488888889,5.99770833333,6.359,2.93466666667,7.04683333333,66.196,7.62416666666,28.1163333333,42.63175,9.59225833333,5.68291666667,6.8595
386.66,4.80325,16.5898333333,4.92716666667,14.89575,6.17877777777,5.98304166667,6.325,2.88466666667,6.99275,66.1320833333,7.58741666666,28.027,42.4869166667,9.55091666667,5.64533333333,6.84395833333
387.03,4.80291666667,16.568,4.9285,14.8689166667,6.171625,5.949375,6.28908333333,2.87733333333,6.94941666667,65.877,7.56,27.8738333333,42.2516666667,9.531125,5.6115,6.81991666667
387.39,4.80983333333,16.5606666667,4.91975,14.8630833333,6.15672222222,5.92895833333,6.29408333333,2.88283333333,6.95208333333,65.7603333333,7.53874999999,27.7371666667,42.1145833333,9.51528333334,5.627,6.83641666667
387.75,4.80708333333,16.601,4.93666666666,14.9046666667,6.18951388889,5.95129166666,6.29758333333,2.89283333334,6.95775,65.5985833333,7.54866666667,27.6595833333,41.9706666667,9.49204166668,5.65375,6.84166666667
388.11,4.74958333333,16.5503333333,4.88325,14.8478333333,6.15352777778,5.92279166667,6.23191666667,2.84508333333,6.91508333333,65.4425833333,7.50058333333,27.49525,41.7883333333,9.43064166668,5.64066666667,6.821375
388.47,4.71716666667,16.516,4.87491666667,14.8131666666,6.14875,5.89004166666,6.20175,2.80408333333,6.88508333334,65.3298333333,7.43258333334,27.3624166667,41.6245,9.38409999999,5.62216666666,6.788
388.83,4.77533333334,16.5988333334,4.96616666666,14.8640833333,6.20195833334,5.96108333333,6.24833333334,2.86075,6.95325,65.2705833333,7.49391666666,27.3373333333,41.5785833333,9.40764166667,5.68833333333,6.86258333333
389.19,4.84641666667,16.66625,5.07641666667,14.9296666667,6.30499999999,6.04075,6.2725,2.95691666667,7.02191666667,65.1795833333,7.54341666667,27.2915833333,41.4354166666,9.44213333333,5.77241666667,6.914625
389.55,4.89333333333,16.7084166667,5.18166666667,14.9965833333,6.31868055556,6.09425,6.31816666667,3.00591666667,7.06066666666,65.059,7.54649999999,27.1846666667,41.2591666667,9.44890833334,5.82558333333,6.96825
389.91,4.85708333333,16.6855833333,5.12691666667,14.9485833333,6.26172222222,6.07941666667,6.23566666666,2.9585,6.99266666666,64.8725,7.46983333334,26.9545833333,40.9940833333,9.34835833334,5.77725,6.92770833333
390.27,4.76108333333,16.5898333333,5.01041666667,14.85475,6.13806944444,5.95283333333,6.09816666667,2.84125,6.87125,64.6446666666,7.33075000001,26.7098333333,40.6851666666,9.19583333332,5.70041666667,6.84241666667
390.63,4.66783333334,16.4920833333,4.93733333333,14.7978333333,6.02459722223,5.88454166667,5.981,2.766,6.76116666667,64.4785,7.23224999999,26.4665,40.3863333334,9.07559166667,5.61175,6.76816666667
391.00,4.65683333333,16.4243333333,4.89316666666,14.7428333333,5.98090277778,5.85008333333,5.90058333333,2.72225,6.69925,64.30425,7.16599999999,26.2218333333,40.149,8.98438333333,5.56383333333,6.73954166667
391.36,4.60908333333,16.35475,4.82708333333,14.62375,5.90643055556,5.78520833333,5.8055,2.6345,6.5935,64.0416666667,7.07016666668,25.9535833333,39.7653333333,8.84865833333,5.508,6.69120833333
391.72,4.64,16.3143333333,4.8745,14.6074166666,5.89340277777,5.809875,5.7995,2.67316666667,6.58541666667,63.93725,7.06441666667,25.7470833333,39.5293333333,8.83939999999,5.547,6.74316666667
392.08,4.68691666667,16.2983333334,4.92608333333,14.6423333333,5.88256944444,5.82854166667,5.79125,2.7115,6.587,63.7718333333,7.05783333334,25.5871666667,39.2719166667,8.80824166666,5.57808333333,6.76083333334
392.44,4.64791666667,16.2056666666,4.89558333333,14.60275,5.82109722223,5.77845833333,5.7305,2.67291666667,6.51816666667,63.5198333333,6.99275,25.3116666667,38.9755,8.71135833333,5.54075,6.748375
392.80,4.55691666667,16.0963333333,4.81725,14.5285833333,5.73336111111,5.681625,5.63608333333,2.59891666667,6.4205,63.2676666667,6.86108333334,24.9628333333,38.6084166667,8.59429166668,5.46441666667,6.65275
393.16,4.47316666666,16.0078333333,4.73016666667,14.4328333334,5.616625,5.60595833333,5.50783333334,2.49383333333,6.32816666667,63.0205833333,6.75399999999,24.6006666667,38.25475,8.42849999999,5.37716666666,6.60570833333
393.52,4.45625,15.8861666667,4.693,14.3698333333,5.58347222222,5.558125,5.42083333334,2.47233333333,6.254,62.7850833333,6.70041666668,24.2786666667,37.8773333333,8.357525,5.35008333333,6.581875
393.88,4.44941666667,15.8255833334,4.70258333333,14.35975,5.58301388889,5.53425,5.39708333333,2.49458333333,6.25416666667,62.5328333333,6.67750000001,24.01875,37.5209166667,8.28534166666,5.37025,6.60958333333
394.24,4.55416666667,15.8403333333,4.80008333333,14.3830833333,5.66301388889,5.6065,5.44725,2.56808333333,6.33541666667,62.3324166667,6.73166666668,23.7795,37.2044166666,8.31148333333,5.45066666667,6.69354166667
394.60,4.55125,15.7545833334,4.79925,14.3303333333,5.63295833333,5.57104166666,5.39558333333,2.55458333333,6.31383333334,62.1405,6.67516666667,23.4709166666,36.8789166667,8.203875,5.47433333334,6.682875
394.96,4.5745,15.7159166667,4.798,14.2938333333,5.61693055556,5.57220833333,5.3785,2.58841666667,6.29425,61.9390833334,6.65724999999,23.1908333333,36.50375,8.10935000001,5.5075,6.69491666666
395.32,4.57416666667,15.6576666667,4.81008333333,14.2885,5.59365277777,5.581625,5.35541666667,2.60425,6.27816666667,61.7021666667,6.61366666666,22.9163333333,36.143,8.01608333334,5.52991666666,6.715125
395.68,4.54083333333,15.5745,4.75983333333,14.19625,5.53236111111,5.51666666667,5.28175,2.55958333333,6.22408333333,61.4384166667,6.52916666667,22.552,35.7494166666,7.85581666668,5.48241666667,6.675375
396.04,4.57658333333,15.5708333333,4.74708333334,14.1569166666,5.52951388889,5.513625,5.24266666667,2.55208333334,6.20891666667,61.1816666667,6.47533333332,22.2263333333,35.3949166666,7.77266666668,5.49941666667,6.69125
396.40,4.67916666667,15.55125,4.83433333333,14.1531666667,5.58068055556,5.59525,5.28416666666,2.63991666667,6.25483333334,60.94175,6.49808333333,21.9551666667,35.0419166667,7.76115000001,5.591,6.79920833333
396.76,4.73216666666,15.478,4.85191666666,14.0811666667,5.57602777777,5.626125,5.23691666666,2.67283333333,6.24441666667,60.6749166667,6.48458333334,21.6796666667,34.6205,7.66863333334,5.62708333333,6.84716666667
397.12,4.74925,15.4155,4.83791666667,14.0400833334,5.55316666666,5.60970833333,5.20958333333,2.68,6.20475,60.563,6.45925,21.43275,34.2935,7.586475,5.64058333333,6.87425
397.48,4.7575,15.3655,4.79883333334,13.9584166667,5.51281944444,5.602875,5.16608333333,2.6775,6.193,60.2513333333,6.37766666667,21.10175,33.914,7.45893333333,5.63691666666,6.8835
397.84,4.77883333334,15.3163333333,4.79258333333,13.8705833333,5.49109722223,5.598875,5.13216666667,2.66716666667,6.1455,60.0270833333,6.31291666668,20.775,33.54675,7.36111666667,5.654,6.895
398.20,4.76916666667,15.2711666667,4.79108333333,13.8733333333,5.46813888889,5.57575,5.08741666666,2.66966666667,6.084,59.9044166666,6.26858333334,20.5264166667,33.259,7.27389166667,5.64408333333,6.91720833333
398.56,4.80458333333,15.2294166667,4.82841666667,13.8336666667,5.48206944444,5.57175,5.08141666667,2.68541666667,6.07616666666,59.6408333333,6.24200000001,20.2668333334,32.9085833333,7.23379166667,5.64941666667,6.962625
398.92,4.79441666666,15.1898333333,4.87466666667,13.8203333333,5.47444444444,5.57458333334,5.09541666666,2.67666666667,6.06466666667,59.4275833334,6.22783333332,20.0265833333,32.646,7.18873333333,5.65141666667,7.00404166667
399.28,4.86458333333,15.1806666667,4.93341666667,13.8101666666,5.52227777777,5.60241666667,5.11716666667,2.71541666667,6.07516666667,59.25625,6.24483333333,19.8291666666,32.40025,7.19491666667,5.7235,7.05475
399.64,4.82858333333,15.1224166667,4.89433333333,13.77775,5.478,5.57279166667,5.07341666667,2.70058333334,6.02891666667,59.0643333333,6.19349999999,19.6244166666,32.0480833334,7.13955833334,5.70675,7.046
400.00,4.75408333333,15.0183333333,4.88591666667,13.6978333333,5.42491666667,5.549125,5.03466666667,2.68441666666,5.96341666667,58.8548333333,6.15116666668,19.40275,31.7219166666,7.03855,5.6895,7.04066666667
400.36,4.67375,14.93425,4.84108333333,13.6168333333,5.37186111111,5.490875,4.96141666667,2.63083333333,5.89475,58.5913333333,6.06274999999,19.10725,31.3659166667,6.90386666668,5.648,7.00125
400.72,4.66383333333,14.9273333334,4.844,13.6211666667,5.37904166667,5.46841666667,4.97225,2.61483333333,5.87916666667,58.3856666667,6.00516666666,18.8879166667,31.1505833333,6.84660833333,5.631,7.01375
401.08,4.6595,14.8758333334,4.85041666666,13.56975,5.369,5.45975,4.9925,2.61191666667,5.87208333333,58.10175,5.93966666666,18.6791666667,30.8555,6.77941666667,5.63775,6.97170833333
401.44,4.6325,14.862,4.842,13.571,5.37073611111,5.46325,4.997,2.6185,5.8485,58.048,5.919,18.54375,30.66375,6.726275,5.6375,6.9515
401.80,4.60025,14.8208333333,4.84391666667,13.5464166667,5.34876388889,5.45083333333,4.96733333333,2.581,5.83558333333,57.8508333333,5.89266666667,18.3475833333,30.42875,6.66460833333,5.61058333333,6.93879166666
402.16,4.57058333333,14.7839166667,4.83991666667,13.4785,5.33913888889,5.46108333333,4.9565,2.56833333333,5.80316666667,57.6045,5.85425,18.1644166667,30.1920833333,6.60910000001,5.61166666667,6.927375
402.52,4.54266666667,14.7810833334,4.79916666667,13.4535,5.30316666666,5.452,4.9405,2.54708333333,5.76975,57.4221666667,5.82191666667,18.0035,29.98,6.54472499999,5.58775,6.90479166667
402.88,4.533,14.75025,4.7805,13.4285,5.28425,5.46133333333,4.90583333333,2.54766666667,5.75208333333,57.222,5.77541666667,17.8798333333,29.7265833333,6.50649166666,5.59683333333,6.89166666667
403.24,4.51916666667,14.7549166667,4.76808333334,13.4189166667,5.26031944444,5.46683333333,4.87708333333,2.55833333333,5.74658333333,57.0945833334,5.76516666666,17.7649166666,29.5695,6.47570833334,5.57025,6.88795833333
403.60,4.54066666667,14.7714166667,4.81008333334,13.4385833333,5.27245833333,5.48504166667,4.901,2.5875,5.75558333334,57.0061666667,5.75508333333,17.684,29.4995833334,6.46353333334,5.59008333333,6.91495833333
403.95,4.63508333333,14.8980833333,4.87833333334,13.5520833333,5.33623611111,5.56216666667,4.9845,2.64983333333,5.83791666667,56.9856666667,5.81725,17.6825833333,29.47,6.53652499999,5.67633333333,6.99891666667
404.31,4.64833333333,14.9008333333,4.877,13.5450833333,5.33466666667,5.5575,4.99616666667,2.66566666667,5.84125,56.8791666667,5.82791666667,17.6203333334,29.3583333334,6.53963333332,5.696,7.0005
404.67,4.65758333333,14.8891666667,4.87683333334,13.5680833333,5.31648611111,5.54429166667,4.99525,2.6735,5.8325,56.7828333333,5.82883333333,17.5688333333,29.2279166667,6.54064166668,5.71358333333,7.020875
405.03,4.62833333334,14.8535,4.84441666666,13.5715,5.27506944444,5.50770833333,4.93816666666,2.63908333333,5.80008333333,56.5918333333,5.81116666667,17.474,29.1061666667,6.51850833333,5.66808333333,7.00333333334
405.39,4.62641666666,14.841,4.86325,13.5744166667,5.2605,5.481,4.92008333333,2.62608333333,5.79583333333,56.3990833333,5.799,17.4015833334,28.9565,6.52738333333,5.66466666667,7.01766666667
405.75,4.64441666667,14.8449166667,4.884,13.5811666666,5.247125,5.48154166667,4.93258333333,2.66233333333,5.79458333333,56.2466666667,5.80366666667,17.374,28.835,6.55499999999,5.69741666667,7.02245833333
406.11,4.67658333333,14.8461666666,4.88258333333,13.6280833334,5.217625,5.48554166667,4.95808333333,2.69416666667,5.80025,56.0286666666,5.82008333333,17.30475,28.69475,6.55678333333,5.69883333333,7.03070833333
406.47,4.71241666667,14.8988333333,4.91641666667,13.6994166667,5.23158333333,5.515125,5.00041666667,2.72516666667,5.83483333334,55.9060833333,5.85966666667,17.2883333333,28.6354166667,6.587075,5.74566666667,7.06316666666
406.83,4.70158333333,14.87675,4.90516666667,13.6659166667,5.19570833333,5.49154166667,4.9855,2.70566666666,5.79116666667,55.682,5.84833333333,17.18675,28.5233333333,6.553625,5.72266666666,7.03016666667
407.19,4.69683333333,14.8683333333,4.89508333334,13.6814166667,5.16994444444,5.47020833334,4.98125,2.6835,5.77683333333,55.49025,5.81058333333,17.14925,28.4050833333,6.53219166667,5.69616666667,7.02529166666
407.55,4.72608333333,14.8371666667,4.89116666667,13.6796666667,5.17509722223,5.48991666666,4.97191666667,2.67458333333,5.77916666667,55.28825,5.81966666667,17.0994166667,28.2616666667,6.53316666668,5.686,7.02525
407.90,4.65908333333,14.7525,4.82208333333,13.603,5.09201388889,5.41354166667,4.885,2.60141666667,5.70391666667,55.00225,5.75791666667,16.9688333333,28.0776666666,6.45256666668,5.616,6.94375
