wavelength,Back_SicLucf,Belly_SicLucf,Breast_SicLucf,Crissum_SicLucf,Crown_SicLucf,DorTail_SicLucf,Patch10_SicLucf,Patch11_SicLucf,Rump_SicLucf,Throat_SicLucf,WingTip_SicLucf
527.28,14.3893333333,33.9493333333,22.6853333334,25.23075,11.5426666666,8.60533333334,15.144,24.3876666667,15.1218333333,27.3545833333,9.71216666666
527.63,14.4046666666,34.026,22.747,25.298797619,11.569,8.61333333333,15.1655,24.4025,15.1453333333,27.4385833333,9.72766666668
527.97,14.426,34.1528333333,22.8688333334,25.37825,11.5926666667,8.638,15.2033333333,24.4465,15.1916944445,27.54275,9.75016666669
528.32,14.4665,34.2328333334,22.9485,25.4463333334,11.6228333333,8.65983333333,15.2458333333,24.4911666667,15.2345833334,27.636,9.78016666665
528.66,14.4591666667,34.2743333334,22.955,25.4605833334,11.6315,8.64883333334,15.2463333333,24.483,15.2501666667,27.6744166666,9.78233333331
529.01,14.4643333333,34.3458333334,23.0156666666,25.5117023809,11.6506666667,8.668,15.2685,24.4881666667,15.2805833333,27.7241666666,9.80000000002
529.35,14.4988333333,34.422,23.1031666667,25.5874047619,11.6861666667,8.69416666666,15.314,24.5236666667,15.3308333334,27.80025,9.83200000002
529.70,14.5393333333,34.5048333334,23.1683333333,25.6630357143,11.7276666666,8.72266666666,15.359,24.5663333333,15.3745833333,27.8765833333,9.87999999998
530.04,14.555,34.5585,23.2161666667,25.7119880952,11.7415,8.72233333334,15.3783333333,24.6006666666,15.3999166667,27.9203333334,9.87833333335
530.39,14.5711666667,34.6226666667,23.2893333334,25.7411547619,11.765,8.73883333334,15.3966666667,24.6138333334,15.4195555556,27.9590833334,9.88683333331
530.73,14.5668333334,34.6376666667,23.3046666667,25.7762738095,11.7616666667,8.73716666667,15.4073333333,24.6128333334,15.4310833333,28.0060833333,9.888
531.08,14.5771666667,34.6428333333,23.322,25.7769880952,11.7701666667,8.73633333334,15.4208333334,24.6268333333,15.4300833334,28.0335833334,9.89116666665
531.42,14.5825,34.6975,23.3823333333,25.8025238095,11.7798333333,8.7275,15.4286666667,24.6465,15.4438611111,28.0835833333,9.88933333332
531.77,14.5831666667,34.7108333333,23.3755,25.8267619048,11.7878333333,8.71883333333,15.4386666667,24.6301666666,15.4326666667,28.1025833333,9.90166666665
532.11,14.5711666667,34.7545,23.4255,25.861297619,11.799,8.71316666666,15.4558333334,24.6088333333,15.4129444445,28.13175,9.89116666667
532.46,14.591,34.8196666666,23.5065,25.9332261905,11.8123333333,8.73566666667,15.4785,24.6351666667,15.4210555555,28.2111666667,9.88866666669
532.80,14.6011666667,34.906,23.554,25.9891666667,11.8391666667,8.74383333334,15.5196666667,24.6618333333,15.4366666667,28.2901666667,9.91566666665
533.15,14.6288333333,34.9788333333,23.594,26.0259761905,11.8481666667,8.754,15.5363333333,24.6843333333,15.4498333333,28.34525,9.93883333334
533.49,14.6228333333,35.0263333333,23.6216666667,26.0539285714,11.8526666666,8.741,15.5476666666,24.6851666667,15.4516388889,28.3699166666,9.91483333332
533.84,14.6555,35.1136666667,23.6748333334,26.1032738095,11.9018333333,8.77766666667,15.601,24.7325,15.4995,28.4504166666,9.94200000001
534.18,14.6721666666,35.1803333333,23.7243333333,26.1488809524,11.9376666666,8.792,15.6268333333,24.7623333333,15.5200277778,28.5230833334,9.96566666667
534.52,14.7091666666,35.2615,23.7838333333,26.2049166666,11.972,8.80366666667,15.6491666667,24.804,15.5577222222,28.5969166666,9.99633333332
534.87,14.7363333334,35.3645,23.8483333333,26.2915714286,12.0028333333,8.83383333334,15.6826666667,24.8386666666,15.60125,28.6766666667,10.015
535.21,14.7571666667,35.4385,23.9196666667,26.363452381,12.0316666667,8.86966666666,15.7303333333,24.8696666667,15.6499722222,28.7563333333,10.0371666667
535.56,14.8136666667,35.5451666667,24.0225,26.4432380953,12.0781666667,8.91233333334,15.784,24.9346666667,15.7210833334,28.8235833334,10.0825
535.90,14.8626666667,35.661,24.0853333334,26.5313928571,12.1215,8.959,15.8381666667,24.9993333334,15.7963611111,28.9161666666,10.1363333333
536.25,14.9063333333,35.758,24.1493333334,26.5940238095,12.1478333334,8.98816666667,15.8863333333,25.0358333333,15.84575,28.9849166667,10.1523333333
536.59,14.9586666667,35.809,24.1936666667,26.6424642857,12.1811666667,9.01716666667,15.9128333334,25.077,15.90775,29.0354166667,10.1731666667
536.93,14.957,35.856,24.2213333333,26.6726904762,12.2138333333,9.03683333334,15.9335,25.0683333334,15.9329166667,29.0531666667,10.1836666667
537.28,14.9556666666,35.902,24.2778333333,26.6989642857,12.2218333334,9.04766666667,15.959,25.0705,15.9758888889,29.0971666667,10.1911666667
537.62,14.9331666666,35.9276666666,24.2878333334,26.7067619048,12.1858333334,9.04116666667,15.9318333334,25.0283333333,15.9778333333,29.0755,10.1778333333
537.97,14.9616666667,35.9875,24.3133333334,26.7592738095,12.1988333334,9.055,15.9776666666,25.0498333334,16.0171944444,29.11475,10.1851666667
538.31,14.981,36.0565,24.4033333333,26.7825238095,12.2261666667,9.10433333333,16.036,25.0721666667,16.0481944444,29.1623333333,10.2093333333
538.65,14.9455,36.0728333333,24.4418333334,26.7762857143,12.2013333333,9.08716666667,16.0396666666,25.021,16.0445555556,29.1695833333,10.2093333333
539.00,14.983,36.1705,24.4763333333,26.8256309524,12.2375,9.1105,16.0716666666,25.0476666666,16.0608611112,29.2390833333,10.226
539.34,14.9726666666,36.1443333333,24.477,26.8213452381,12.2396666667,9.09116666666,16.0448333333,25.0303333334,16.0398888889,29.2323333333,10.1903333333
539.69,14.98,36.176,24.545,26.8268690476,12.2518333333,9.11816666666,16.0591666667,25.0491666667,16.0621944445,29.27625,10.1916666667
540.03,14.9661666667,36.2051666667,24.5743333333,26.8313452381,12.277,9.11666666667,16.0791666666,25.0705,16.0656388889,29.33375,10.2143333333
540.37,14.9531666667,36.2428333333,24.6198333334,26.8375595238,12.2491666667,9.101,16.072,25.0385,16.0405833333,29.3655833333,10.2013333333
540.72,14.9798333334,36.3153333333,24.683,26.8811428571,12.2676666667,9.11216666667,16.1091666667,25.0733333333,16.0578333333,29.4303333333,10.2053333333
541.06,15.0051666667,36.3768333334,24.7138333334,26.9241904762,12.2833333333,9.12716666666,16.1585,25.1081666667,16.0759722222,29.4921666667,10.2253333333
541.40,15.032,36.4125,24.7478333334,26.9473809524,12.3163333334,9.1325,16.1896666666,25.1258333334,16.085,29.55,10.247
541.75,15.0216666666,36.4671666667,24.7931666667,26.9784166667,12.307,9.14183333333,16.1953333333,25.1303333334,16.085,29.5873333333,10.243
542.09,15.0091666666,36.4888333334,24.794,26.9997619048,12.2886666667,9.1225,16.1788333333,25.1338333333,16.0876388889,29.5889166667,10.2201666667
542.43,15.0663333334,36.5748333333,24.843,27.0789523809,12.337,9.17333333334,16.243,25.2156666667,16.1431666667,29.6606666667,10.2495
542.78,15.0893333333,36.6283333333,24.8658333334,27.1238452381,12.3503333334,9.18,16.2878333334,25.2398333333,16.1574722222,29.7156666667,10.2536666666
543.12,15.1071666667,36.7428333333,24.9141666667,27.1848690477,12.3611666666,9.21066666666,16.339,25.2745,16.2178333334,29.7921666666,10.2795
543.46,15.1286666666,36.8053333333,24.95,27.2382738095,12.388,9.21166666666,16.3681666666,25.3183333334,16.2453333334,29.8164166666,10.2943333333
543.81,15.1753333334,36.8791666667,25.0168333334,27.3101428571,12.4186666667,9.242,16.4105,25.3441666667,16.2961111112,29.833,10.3038333333
544.15,15.2185,36.955,25.055,27.3742142857,12.4475,9.26166666665,16.4793333333,25.4185,16.354,29.9055,10.3125
544.49,15.2071666667,36.9786666667,25.064,27.3762142857,12.4351666667,9.27983333334,16.4665,25.4138333333,16.3628055556,29.9071666666,10.305
544.84,15.2125,37.0128333333,25.0831666667,27.3984404762,12.435,9.29183333333,16.4518333334,25.408,16.3714722222,29.9421666666,10.3131666667
545.18,15.2476666666,37.104,25.1581666666,27.4573452381,12.4431666667,9.32116666667,16.4855,25.4596666667,16.4299722222,29.9926666667,10.3311666667
545.52,15.2806666666,37.1481666666,25.199,27.4877380953,12.468,9.3215,16.5115,25.4901666667,16.4740555555,30.00175,10.3293333333
545.87,15.2741666667,37.2043333334,25.205,27.5063095238,12.4688333334,9.31016666665,16.5185,25.4806666667,16.49275,30.0705,10.31
546.21,15.2961666667,37.2336666667,25.254,27.5243095238,12.4743333333,9.29283333334,16.518,25.4943333333,16.5084444444,30.0995833334,10.3191666667
546.55,15.3195,37.2963333333,25.3448333333,27.5612261905,12.4891666667,9.31583333332,16.5323333333,25.5393333334,16.5641388889,30.0959166667,10.3525
546.90,15.3548333334,37.2936666666,25.4003333333,27.5903571428,12.4933333333,9.30466666668,16.5551666666,25.5678333334,16.5526666667,30.13275,10.3245
547.24,15.3618333333,37.3595,25.4285,27.6146428572,12.4858333334,9.31433333332,16.5691666667,25.571,16.5867777778,30.1889166667,10.3248333333
547.58,15.3648333333,37.3905,25.4533333334,27.6348333334,12.4903333333,9.31266666669,16.5821666667,25.5928333333,16.6019444444,30.2305833334,10.3375
547.92,15.3348333333,37.4021666667,25.4613333333,27.6301071429,12.4863333333,9.31016666667,16.5626666666,25.595,16.6194722222,30.2111666666,10.3526666666
548.27,15.3925,37.5056666667,25.5156666666,27.7047857143,12.5298333334,9.3115,16.6441666667,25.6601666667,16.6836666667,30.2848333334,10.386
548.61,15.4666666666,37.6148333333,25.6056666667,27.7544404762,12.5891666666,9.33499999998,16.6911666667,25.752,16.7348333334,30.302,10.4006666667
548.95,15.4461666667,37.6331666667,25.613,27.7686904762,12.5868333333,9.30999999998,16.6871666667,25.7501666667,16.7207222223,30.3348333333,10.3506666667
549.29,15.4708333333,37.7035,25.6426666667,27.8242857142,12.6001666667,9.297,16.7151666666,25.7941666667,16.7578333333,30.3970833334,10.3703333334
549.64,15.5646666666,37.7731666666,25.7313333334,27.9070357143,12.6535,9.34566666667,16.7598333334,25.8721666666,16.8118611112,30.4221666666,10.4051666667
549.98,15.5796666667,37.7991666667,25.7468333334,27.94925,12.6253333333,9.36133333332,16.7431666667,25.8761666667,16.8008611111,30.444,10.3965
550.32,15.6043333333,37.8411666667,25.7511666667,27.9211309523,12.6211666667,9.32866666665,16.7348333333,25.8856666666,16.7824444445,30.4670833333,10.3788333333
550.66,15.578,37.907,25.7581666666,27.9227023809,12.6255,9.32016666665,16.7531666666,25.899,16.8023055555,30.4955833333,10.41
551.01,15.5823333333,37.8946666666,25.8111666667,27.9277619047,12.6126666667,9.30483333335,16.758,25.8921666666,16.7941944444,30.479,10.3868333333
551.35,15.563,37.9505,25.8346666667,27.9116190476,12.5865,9.25666666667,16.7138333334,25.8715,16.7895833333,30.48025,10.3498333333
551.69,15.5871666667,37.9993333334,25.8783333333,27.948547619,12.6101666667,9.27099999998,16.7455,25.8481666667,16.7876111111,30.4919166666,10.337
552.03,15.6053333333,38.0323333333,25.9255,28.0090833333,12.6163333333,9.25883333331,16.7333333334,25.8768333333,16.7893333334,30.5435833333,10.3233333333
552.38,15.5761666666,37.9966666667,25.8896666667,28.0140238095,12.5666666667,9.23133333335,16.7286666666,25.8565,16.7789166666,30.56625,10.3278333333
552.72,15.6326666667,38.0728333334,25.942,28.0870714286,12.6275,9.27166666665,16.7701666667,25.9001666667,16.84975,30.5891666667,10.3841666667
553.06,15.6246666667,38.1123333333,25.9936666667,28.0873690476,12.6445,9.32083333333,16.7655,25.8893333334,16.8526388889,30.61625,10.3888333333
553.40,15.6206666667,38.1725,26.0011666667,28.1332023809,12.6443333333,9.36383333334,16.8118333334,25.9195,16.8671111112,30.6581666666,10.4233333334
553.74,15.6225,38.2198333333,25.9906666667,28.1406904761,12.6843333334,9.36883333335,16.8556666667,25.904,16.9305833333,30.6835833334,10.4216666666
554.09,15.5506666666,38.1986666667,25.9383333334,28.1577619048,12.6468333333,9.37066666669,16.819,25.823,16.9178055556,30.6361666666,10.38
554.43,15.5301666667,38.2178333334,25.9125,28.1452738095,12.6101666666,9.35216666666,16.7643333334,25.7633333333,16.8932777778,30.5979166667,10.3641666667
554.77,15.5585,38.2696666666,25.9028333334,28.1858809524,12.642,9.38066666665,16.7705,25.747,16.8854444444,30.6443333333,10.3768333333
555.11,15.5783333333,38.34,25.9841666666,28.2797738096,12.6573333333,9.412,16.8446666667,25.8091666667,16.9160555556,30.71775,10.3936666667
555.45,15.5828333333,38.379,25.9945,28.3020119047,12.6636666667,9.37799999999,16.8341666666,25.823,16.891,30.7393333334,10.3683333333
555.80,15.5718333333,38.3525,25.9521666667,28.3042619047,12.6506666667,9.37616666665,16.848,25.808,16.8806388889,30.7148333334,10.3808333333
556.14,15.5543333333,38.3816666667,25.914,28.3154880953,12.6571666666,9.36733333331,16.8478333333,25.7875,16.8850833333,30.7395833333,10.3651666667
556.48,15.539,38.383,25.9298333334,28.34825,12.6421666667,9.35716666668,16.8496666667,25.7971666667,16.8750555555,30.73925,10.3498333333
556.82,15.599,38.4533333333,25.9733333333,28.4092023809,12.6475,9.39166666666,16.8876666666,25.8646666666,16.94575,30.8280833334,10.365
557.16,15.6388333333,38.4478333334,26.1041666667,28.4272261904,12.688,9.3855,16.9173333334,25.8868333333,17.0029444445,30.8125833334,10.3593333333
557.50,15.6583333334,38.532,26.1863333333,28.4660238095,12.699,9.40233333335,16.9561666666,25.8968333333,17.0025,30.8368333334,10.3906666666
557.85,15.755,38.6493333334,26.3155,28.5557976191,12.742,9.44199999999,17.052,25.9865,17.0859166667,30.96925,10.4545
558.19,15.8006666667,38.6536666667,26.297,28.5829285714,12.7715,9.4295,17.0931666666,26.0251666667,17.1241666666,30.9671666667,10.4478333334
558.53,15.8121666667,38.7246666667,26.319,28.6051428571,12.7748333333,9.46400000001,17.0988333333,26.0461666667,17.1330833333,30.9848333334,10.4508333333
558.87,15.8526666667,38.7153333334,26.2311666667,28.5806666666,12.792,9.48583333332,17.079,26.0095,17.1415277778,30.9625833333,10.4756666667
559.21,15.8941666667,38.8011666667,26.3085,28.6388452381,12.8446666666,9.5415,17.0958333334,26.1028333333,17.20425,31.0308333334,10.4898333333
559.55,15.9381666666,38.8803333333,26.4203333334,28.6707380953,12.9115,9.62,17.1441666667,26.1398333333,17.2719444444,31.1024166667,10.5505
559.89,15.9816666667,38.9655,26.5363333334,28.7560119048,12.973,9.69166666668,17.1821666667,26.1765,17.3178611111,31.12725,10.5831666667
560.23,15.9668333333,38.9801666666,26.523,28.753202381,12.9918333333,9.74466666668,17.1993333334,26.1451666666,17.3196666667,31.1433333334,10.5985
560.58,15.9413333333,38.9448333333,26.5231666666,28.7525952381,13.006,9.72016666666,17.2061666666,26.1181666667,17.2823888889,31.1225,10.649
560.92,15.9346666667,38.9933333334,26.5015,28.7593214286,13.0066666667,9.74099999999,17.2041666666,26.0995,17.2590555555,31.1463333334,10.6851666667
561.26,15.8883333334,38.9,26.4776666667,28.7584404762,13.008,9.71033333334,17.145,26.078,17.2626111111,31.1254166667,10.6803333333
561.60,15.8275,38.828,26.437,28.6906904762,12.9671666666,9.65266666669,17.0766666666,26.0365,17.2249444445,31.0831666667,10.6125
561.94,15.8623333333,38.8665,26.5363333334,28.7483690476,13.017,9.76416666666,17.1553333334,26.0671666666,17.2791666667,31.1768333334,10.6811666667
562.28,15.8375,38.817,26.5158333333,28.718047619,13.0025,9.72583333335,17.1763333334,26.032,17.2960555555,31.1555,10.6966666666
562.62,15.8531666667,38.8373333334,26.6425,28.7850595239,13.0471666667,9.76983333335,17.26,26.0851666667,17.3629166667,31.2248333333,10.7215
562.96,15.8481666667,38.8065,26.6536666667,28.7930476191,12.9966666667,9.76566666667,17.2763333334,26.0491666667,17.3853611111,31.1959166666,10.7706666667
563.30,15.8585,38.8088333333,26.6256666666,28.8168333333,12.9903333333,9.7815,17.3138333334,26.0758333333,17.4060833333,31.1891666667,10.7571666667
563.64,15.8621666667,38.8458333334,26.6136666666,28.7931190476,12.9518333333,9.75766666669,17.309,26.0743333334,17.4150555555,31.19475,10.7275
563.99,15.8815,38.8573333333,26.5815,28.7884285714,12.928,9.69850000001,17.272,26.0693333334,17.4286944445,31.195,10.7303333333
564.33,15.9446666667,38.8986666667,26.6193333333,28.8288095238,12.9626666666,9.73466666665,17.272,26.0886666666,17.44,31.2273333333,10.7346666666
564.67,15.9675,38.9503333333,26.6401666667,28.8705595238,12.9596666666,9.7615,17.3233333333,26.1121666666,17.4698055555,31.26625,10.7743333334
565.01,16.02,38.9996666667,26.6551666666,28.893797619,12.9755,9.78699999998,17.3681666667,26.1348333333,17.4611388889,31.3053333333,10.79
565.35,16.0788333333,39.0265,26.7085,28.9605238095,13.0333333333,9.85816666665,17.4238333334,26.1885,17.5291111111,31.3336666666,10.8646666667
565.69,16.0533333333,39.0405,26.7121666666,28.9702023809,13.0278333333,9.82733333335,17.3871666667,26.1703333333,17.4990833334,31.34125,10.8705
566.03,16.0828333333,39.1005,26.7405,29.0236666667,13.0481666666,9.84933333335,17.4436666667,26.2161666666,17.5211388889,31.3634166667,10.8798333333
566.37,16.0193333333,39.0893333333,26.6578333333,28.9978690476,12.9961666666,9.78533333332,17.3391666667,26.1633333333,17.4625277778,31.2994166666,10.8385
566.71,16.0401666666,39.0773333333,26.6498333334,29.0033452381,13.0238333333,9.80183333335,17.3181666667,26.1923333333,17.4818055556,31.3366666667,10.8458333333
567.05,16.0481666667,39.0901666666,26.7013333334,29.0056547619,13.0256666667,9.78833333332,17.2851666666,26.1875,17.4690833333,31.3649166667,10.8571666667
567.39,16.0733333333,39.0143333334,26.7496666667,28.9918571429,13.0426666666,9.79883333332,17.2991666667,26.1778333333,17.4659166667,31.3839166667,10.8888333334
567.73,16.0565,38.9833333334,26.7823333333,28.9764880952,13.0401666667,9.81483333334,17.3263333334,26.2016666667,17.4632777778,31.3410833333,10.8713333333
568.07,16.0215,38.9235,26.7155,28.9388452381,13.0236666666,9.79666666669,17.3143333333,26.184,17.4519444444,31.2654166666,10.8641666667
568.41,16.0085,38.8538333333,26.69,28.9292976191,13.0318333334,9.77666666668,17.3156666666,26.1933333333,17.4691111111,31.2874166666,10.8855
568.75,16.0308333333,38.8983333334,26.7601666667,28.9773571428,13.0536666666,9.807,17.3365,26.2623333333,17.5415833333,31.303,10.9238333333
569.09,16.043,38.9308333333,26.7525,29.0214880952,13.0983333333,9.83733333331,17.3793333333,26.2778333333,17.5555,31.3691666667,10.97
569.43,16.1408333333,38.9745,26.7791666666,29.0746309524,13.1348333333,9.91183333334,17.4285,26.351,17.63225,31.3705,11.01
569.77,16.1376666666,38.9623333333,26.8161666666,29.0539404762,13.1601666667,9.94083333332,17.3913333333,26.3588333333,17.6731944444,31.3805,11.0648333334
570.11,16.2101666667,38.9783333334,26.8785,29.0881785715,13.187,9.99949999999,17.4753333334,26.4021666666,17.7188055555,31.4304166667,11.1386666666
570.45,16.1655,39.0045,26.8726666666,29.0720952381,13.1436666667,9.96849999998,17.4896666666,26.3596666666,17.6782222222,31.4303333333,11.1093333333
570.79,16.1366666667,39.0386666667,26.8145,29.061297619,13.1145,9.94033333335,17.4831666666,26.3341666666,17.6835277778,31.4154166667,11.0971666667
571.13,16.1635,39.1371666667,26.876,29.1406071429,13.155,9.99583333335,17.5231666666,26.4086666666,17.74525,31.476,11.1448333333
571.47,16.2155,39.2291666667,26.9166666667,29.2160238095,13.2126666666,10.0333333334,17.5636666667,26.444,17.7862222222,31.5480833334,11.2413333333
571.81,16.237,39.2646666667,26.9565,29.2454285714,13.1996666667,10.0278333333,17.6006666667,26.44,17.7948611111,31.6176666667,11.212
572.15,16.234,39.2746666666,26.9806666667,29.2385238095,13.201,10.002,17.5636666667,26.4193333333,17.7975,31.6225833334,11.1683333333
572.49,16.2061666667,39.281,26.9708333334,29.2155119047,13.1898333334,9.98116666665,17.5608333333,26.3958333333,17.7763055556,31.5985,11.137
572.83,16.1825,39.2545,26.9326666667,29.1417619047,13.1338333333,9.92316666665,17.514,26.3445,17.7708888889,31.5239166667,11.079
573.17,16.1178333333,39.2503333333,26.9383333334,29.1108809524,13.1053333333,9.862,17.4805,26.2976666667,17.7626944444,31.5388333333,11.0406666667
573.51,16.1571666666,39.319,26.9965,29.1912738095,13.112,9.87466666665,17.5191666667,26.3333333333,17.7753611111,31.60125,11.0658333333
573.85,16.153,39.372,27.0016666666,29.2065357143,13.1175,9.87366666669,17.5351666667,26.3656666667,17.7931111111,31.646,11.0321666667
574.19,16.2741666667,39.4475,27.0775,29.3205714286,13.217,9.95583333334,17.64,26.4581666667,17.8891666667,31.74475,11.136
574.53,16.2863333333,39.4321666667,27.1045,29.3525,13.2565,9.97933333335,17.6705,26.5026666667,17.9335833334,31.7868333334,11.1655
574.87,16.2721666667,39.4051666667,27.0713333334,29.3624285714,13.2706666666,9.97716666666,17.6636666667,26.4678333334,17.9484166667,31.7514166667,11.1665
575.21,16.2461666666,39.3696666666,27.119,29.3715,13.2495,9.98416666669,17.6736666666,26.4456666666,17.9755555556,31.7985833333,11.14
575.55,16.2665,39.4633333333,27.1935,29.432547619,13.2931666667,10.0313333333,17.6965,26.521,18.0443888889,31.8375833334,11.2123333333
575.89,16.3443333334,39.5596666667,27.2541666667,29.5388928572,13.3323333334,10.0981666667,17.764,26.6156666667,18.1210833334,31.8973333333,11.279
576.22,16.3855,39.5771666667,27.259,29.5779166666,13.358,10.1258333334,17.7938333334,26.6303333334,18.1724444445,31.9571666666,11.3163333334
576.56,16.4663333334,39.6681666667,27.3733333334,29.6705238095,13.4241666667,10.181,17.8773333333,26.704,18.2074722223,32.06625,11.4203333333
576.90,16.571,39.7105,27.4188333334,29.7542738095,13.5146666667,10.2663333333,17.9725,26.8246666666,18.2749444444,32.13725,11.5001666667
577.24,16.5768333334,39.6568333334,27.3993333334,29.726702381,13.5195,10.268,17.9766666667,26.8326666667,18.30425,32.1063333334,11.4651666666
577.58,16.6355,39.7013333333,27.4395,29.7501071428,13.5595,10.3325,18.0231666667,26.856,18.3270277778,32.1365,11.5631666666
577.92,16.5873333333,39.683,27.3888333334,29.7283095238,13.5193333333,10.312,17.9821666667,26.8163333334,18.2965833334,32.1145,11.5095
578.26,16.6268333333,39.684,27.4525,29.7686071429,13.5485,10.3273333333,18.0336666666,26.8366666667,18.3267777778,32.1486666667,11.5201666666
578.60,16.6373333333,39.7616666667,27.4726666666,29.8123095238,13.5385,10.3433333333,18.0606666667,26.9391666666,18.3354722222,32.23625,11.5615
578.94,16.6841666667,39.8463333333,27.4928333333,29.8540238095,13.5603333334,10.3416666666,18.1128333334,27.0041666667,18.3504722222,32.2884166667,11.5953333334
579.28,16.7455,39.8621666666,27.518,29.8885833333,13.5706666667,10.3421666666,18.1755,27.042,18.3680555556,32.3226666667,11.632
579.61,16.7663333334,39.8578333334,27.4988333333,29.9114761905,13.6048333334,10.3835,18.2133333334,27.0368333333,18.3563055556,32.3508333334,11.667
579.95,16.7606666666,39.8696666667,27.477,29.906702381,13.6063333334,10.3771666666,18.2606666667,27.0675,18.3706666667,32.3614166667,11.6695
580.29,16.7488333333,39.8885,27.509,29.9347261905,13.6025,10.4228333333,18.2548333333,27.0826666667,18.4154722222,32.3440833333,11.655
580.63,16.7185,39.922,27.5406666666,29.9349285714,13.5573333333,10.4245,18.263,27.0725,18.4389444445,32.3603333333,11.6793333333
580.97,16.7228333333,40.0178333333,27.528,29.9738095239,13.5731666667,10.4658333333,18.3136666667,27.069,18.4691944445,32.42425,11.7338333334
581.31,16.7481666667,40.1151666666,27.6216666667,30.0041071429,13.6096666666,10.4768333334,18.316,27.1123333333,18.5451944444,32.4498333333,11.722
581.65,16.7933333333,40.1958333333,27.673,30.0521904762,13.6495,10.5451666667,18.3695,27.204,18.6258333334,32.4621666666,11.7865
581.98,16.8618333333,40.3138333333,27.7035,30.12525,13.6378333333,10.5793333333,18.405,27.2853333333,18.6765277778,32.5303333334,11.8271666667
582.32,16.896,40.3331666667,27.7126666667,30.1148333333,13.6413333333,10.5526666667,18.4136666667,27.2261666667,18.6853055555,32.5441666666,11.7656666666
582.66,16.9268333333,40.3785,27.731,30.1006785714,13.6735,10.5801666667,18.424,27.2476666666,18.7355277778,32.4925833333,11.7998333333
583.00,16.9081666666,40.4213333334,27.7673333333,30.1426190477,13.7256666666,10.6123333333,18.4176666666,27.2896666666,18.7861944445,32.549,11.8163333333
583.34,16.863,40.4511666666,27.7525,30.0896547619,13.7078333333,10.6013333333,18.4561666666,27.2715,18.8283611112,32.52425,11.7833333334
583.68,16.9183333333,40.529,27.8045,30.1510833334,13.7143333333,10.6496666667,18.4625,27.3508333333,18.8499444444,32.5486666666,11.8126666667
584.01,16.9476666667,40.5905,27.7993333333,30.1734404762,13.7426666667,10.6655,18.5198333333,27.4033333333,18.8599166667,32.6105,11.8348333334
584.35,16.9536666667,40.6478333334,27.8196666667,30.19975,13.7326666667,10.6778333333,18.5343333333,27.3648333333,18.8593333333,32.5950833334,11.796
584.69,16.9873333333,40.6315,27.8858333333,30.1930238095,13.766,10.679,18.5305,27.402,18.8566388889,32.58025,11.81
585.03,16.9683333333,40.5726666667,27.842,30.2181547619,13.7658333334,10.6556666667,18.5753333333,27.413,18.8985277778,32.5974166666,11.846
585.37,17.0161666667,40.6061666667,27.9325,30.2726428572,13.8426666667,10.7066666667,18.6283333333,27.4456666666,18.9471666667,32.6616666666,11.8763333333
585.70,17.0843333333,40.7011666666,27.9951666667,30.29325,13.9395,10.7715,18.6908333333,27.478,19.0248611111,32.7183333334,11.9453333333
586.04,17.1173333334,40.7218333333,27.961,30.3153571429,13.9545,10.826,18.6828333334,27.472,19.0595277778,32.66,12.0526666667
586.38,17.1266666666,40.7331666666,28.0016666666,30.3212738095,13.924,10.8311666667,18.6873333333,27.4958333333,19.0527222222,32.6886666667,12.0468333333
586.72,17.1863333333,40.6916666667,28.0046666667,30.3349523809,13.9266666667,10.9098333333,18.7425,27.4773333333,19.1213055556,32.67975,12.0825
587.06,17.1811666667,40.7543333333,28.0301666666,30.3118690476,13.897,10.8675,18.692,27.4881666666,19.0571666666,32.6801666666,12.022
587.39,17.2033333333,40.7738333333,28.0345,30.2778452381,13.892,10.8656666667,18.7208333333,27.4523333334,19.0735833334,32.6793333334,12.0503333334
587.73,17.2578333333,40.8213333333,28.0578333333,30.30125,13.9796666667,10.87,18.7508333333,27.5311666667,19.1216944445,32.71225,12.1115
588.07,17.2828333333,40.7823333333,28.0928333334,30.2987261905,13.9998333333,10.8663333333,18.7486666666,27.5146666667,19.0895833333,32.7283333334,12.1295
588.41,17.2621666667,40.803,28.1036666666,30.3077023809,13.9796666667,10.8728333334,18.7845,27.509,19.1210833333,32.7330833334,12.141
588.74,17.2761666667,40.805,28.109,30.2905833333,13.9393333333,10.8916666667,18.7503333333,27.4805,19.103,32.7489166666,12.1026666667
589.08,17.2926666667,40.8775,28.1156666667,30.2971190476,13.9183333333,10.862,18.7215,27.4585,19.1210833334,32.7744166666,12.0898333334
589.42,17.2026666666,40.809,28.0506666666,30.2238095238,13.846,10.8281666667,18.6043333333,27.3731666667,19.0457222222,32.6696666667,12.0061666667
589.76,17.1618333334,40.7811666666,28.1068333334,30.169202381,13.8068333333,10.7595,18.6245,27.3343333333,19.01475,32.6525833334,11.8946666667
590.09,17.2095,40.8678333333,28.1351666667,30.2664523809,13.8626666667,10.809,18.6943333334,27.3485,19.1190833333,32.7264166666,11.9388333334
590.43,17.175,40.9136666667,28.1433333334,30.2208333334,13.8545,10.7721666667,18.643,27.3131666666,19.0954166666,32.69875,11.8668333333
590.77,17.2533333333,40.9091666667,28.2025,30.2646309524,13.9215,10.8798333333,18.6968333333,27.3306666666,19.1627222223,32.7416666667,11.9596666667
591.11,17.2515,40.906,28.244,30.2940833334,13.9698333333,10.928,18.7038333334,27.3278333333,19.1946111111,32.81,11.9883333333
