wavelength,Back_PooBolf,Belly_PooBolf,Breast_PooBolf,Crissum_PooBolf,Crown_PooBolf,DorTail_PooBolf,Patch10_PooBolf,Patch11_PooBolf,Rump_PooBolf,Throat_PooBolf,WingTip_PooBolf
340.87,12.3536666667,20.2985,3.702,8.55233333333,10.2171666667,5.42166666667,14.3496666667,22.5195,5.024,16.9573333333,6.2655
341.23,12.3143333333,20.4255,3.8975,8.64633333333,10.2581666667,5.386,14.265,22.5215,5.21833333333,17.0303333333,6.1795
341.60,12.5736666667,20.5975,4.2835,9.006,10.5126666667,5.69666666667,14.5803333333,22.885,5.675,17.609,6.7545
341.96,12.842,20.813,4.4685,9.184,10.4615,5.795,14.9013333333,23.0205,5.99333333333,18.1843333333,7.0155
342.33,13.3613333333,21.2705,4.802,9.70133333333,10.837,6.125,15.4723333333,23.469,6.54133333333,18.6946666667,7.354
342.70,13.5356666667,21.4315,5.076,9.91266666667,11.0405,6.17966666667,15.9353333333,23.8515,6.73366666667,18.7243333333,7.4655
343.06,13.8766666667,21.7625,5.355,10.0713333333,11.3856666667,6.508,16.3306666667,24.415,6.96533333333,19.0063333333,7.664
343.43,13.892,21.7775,5.4865,10.182,11.5163333333,6.60966666667,16.3766666667,24.466,6.99233333333,19.125,7.7695
343.79,13.7303333333,21.6565,5.2755,9.93466666667,11.3493333333,6.463,16.2936666667,24.314,6.638,19.129,7.388
344.16,13.906,21.693,5.4545,10.078,11.4681666667,6.69733333333,16.5386666667,24.5115,6.74866666667,19.0953333333,7.4675
344.52,13.7996666667,21.6975,5.1035,9.922,11.2336666667,6.62766666667,16.4483333333,24.501,6.71,19.217,7.394
344.89,13.873,21.8205,5.1975,9.97066666667,11.1975,6.81766666667,16.6386666667,24.4335,6.93033333333,19.3356666667,7.6045
345.25,13.6863333333,21.5705,5.0745,9.61566666667,10.9943333333,6.63566666667,16.679,24.191,6.679,19.3616666667,7.407
345.62,13.542,21.5265,4.7795,9.26866666667,10.7168333333,6.47133333333,16.4256666667,24.0365,6.33566666667,19.2913333333,6.901
345.99,13.1893333333,21.4075,4.658,9.06333333333,10.6161666667,6.29033333333,16.1226666667,23.8605,6.03233333333,18.9756666667,6.7055
346.35,12.7786666667,21.03,4.484,8.57266666667,10.3296666667,6.04666666667,15.8543333333,23.541,5.65733333333,18.8686666667,6.383
346.72,12.6603333333,20.7815,4.297,8.403,10.0581666667,5.885,15.234,23.4175,5.52533333333,18.9156666667,6.163
347.08,12.5053333333,20.8155,4.1985,8.60166666667,9.92983333333,5.88333333333,15.1866666667,23.2545,5.542,18.7303333333,6.107
347.45,12.5726666667,21.2235,4.1565,8.76966666667,9.98616666667,5.93566666667,15.406,23.4285,5.61066666667,19.1283333333,6.099
347.81,12.6253333333,21.3155,4.1235,8.88866666667,9.99583333333,5.91933333333,15.2856666667,23.6085,5.69933333333,19.1983333333,6.143
348.18,12.597,21.4205,3.9655,9.00533333333,9.922,5.80266666667,15.1403333333,23.587,5.60766666667,19.2476666667,6.01
348.54,12.7756666667,21.5885,4.2855,9.14166666667,10.0216666667,5.83333333333,15.3256666667,23.712,5.71433333333,19.2733333333,6.081
348.91,12.4983333333,21.5725,4.2275,9.18366666667,10.0121666667,5.706,15.4303333333,23.8415,5.66833333333,19.328,5.857
349.27,12.7,21.811,4.152,9.33666666667,10.0506666667,5.76733333333,15.5363333333,24.197,5.62966666667,19.4313333333,5.6455
349.64,12.9213333333,22.0695,4.1295,9.819,10.3245,5.91766666667,15.7986666667,24.4755,5.75533333333,19.588,5.777
350.00,13.173,22.1635,4.006,9.91866666667,10.2973333333,5.87533333333,15.8813333333,24.52,5.91266666667,19.794,5.6365
350.37,13.3123333333,22.4125,3.823,10.1586666667,10.4208333333,5.96166666667,15.9413333333,24.8195,6.08533333333,20.0576666667,5.7585
350.73,13.4226666667,22.5715,3.826,10.222,10.504,6.07066666667,16.342,24.908,6.089,20.205,5.7855
351.10,13.316,22.4185,3.854,10.0816666667,10.5853333333,5.92566666667,16.4103333333,24.945,5.96266666667,20.4806666667,5.804
351.46,13.2093333333,22.4615,3.8215,10.1133333333,10.556,5.99333333333,16.522,24.675,5.945,20.3286666667,5.8095
351.83,13.3023333333,22.7365,3.946,10.2483333333,10.7283333333,6.138,16.965,24.794,6.10266666667,20.6873333333,5.9685
352.19,13.1626666667,22.797,3.952,10.1416666667,10.67,6.07066666667,17.073,24.782,6.20733333333,20.8593333333,6.0705
352.55,12.9366666667,22.557,3.7535,10.0446666667,10.5493333333,5.84266666667,17.0913333333,24.708,5.97266666667,20.7626666667,5.843
352.92,12.944,22.572,3.6465,9.958,10.5218333333,5.838,17.251,24.6755,5.93166666667,20.658,5.8555
353.28,12.8586666667,22.813,3.9065,9.908,10.529,5.797,17.3913333333,24.519,6.08566666667,20.8556666667,6.132
353.65,12.7216666667,22.8855,4.178,9.868,10.4961666667,5.91766666667,17.5876666667,24.3605,6.247,20.953,6.2755
354.01,12.8043333333,23.0045,4.4445,9.92,10.7208333333,6.083,17.8566666667,24.6175,6.37966666667,20.8926666667,6.4865
354.38,12.8183333333,23.065,4.616,10.0283333333,10.8073333333,6.10533333333,18.1943333333,24.565,6.29866666667,20.8573333333,6.498
354.74,12.7456666667,23.265,4.6185,9.98166666667,10.8151666667,6.13666666667,18.1546666667,24.5275,6.26133333333,20.7286666667,6.5575
355.11,12.8523333333,23.5185,4.56,9.89733333333,10.829,6.23433333333,18.0273333333,24.549,6.277,20.6036666667,6.5245
355.47,12.899,23.4145,4.576,9.665,10.9,6.14333333333,18.0376666667,24.835,6.201,20.6223333333,6.5775
355.83,12.8426666667,23.4455,4.3045,9.51466666667,10.7801666667,5.90466666667,17.955,24.9035,6.02766666667,20.4753333333,6.488
356.20,12.984,23.589,4.324,9.54333333333,10.8763333333,5.916,18.196,24.977,5.956,20.525,6.4365
356.56,13.0433333333,23.857,4.425,9.64433333333,10.9763333333,6.16133333333,18.3366666667,24.967,6.19133333333,20.645,6.6005
356.93,13.1733333333,23.9825,4.5785,9.69,11.073,6.09966666667,18.1876666667,24.978,6.216,20.649,6.584
357.29,13.1703333333,23.894,4.411,9.751,11.0033333333,6.12066666667,18.2086666667,25.079,6.12066666667,20.388,6.494
357.66,13.2746666667,23.9385,4.41,9.79966666667,11.0733333333,6.06,18.2976666667,25.252,6.126,20.362,6.654
358.02,13.143,23.995,4.266,9.80233333333,10.9828333333,6.03033333333,18.3303333333,25.0915,5.918,20.4053333333,6.48
358.38,13.2263333333,24.0895,4.1535,9.76466666667,10.9603333333,6.04533333333,18.2843333333,25.211,5.87,20.4896666667,6.4865
358.75,13.4056666667,24.1365,4.2785,9.81866666667,11.0385,6.023,18.463,25.4965,6.04566666667,20.594,6.5645
359.11,13.456,24.255,4.344,9.992,11.0673333333,6.06266666667,18.853,25.632,6.24466666667,20.8886666667,6.5995
359.48,13.556,24.5065,4.4125,10.164,10.9825,5.992,18.9586666667,25.7345,6.30366666667,21.0423333333,6.4405
359.84,13.489,24.464,4.628,10.2353333333,10.8618333333,6.00666666667,18.9403333333,25.4855,6.259,20.996,6.343
360.20,13.4243333333,24.463,4.6275,10.2453333333,10.7996666667,5.96133333333,18.9396666667,25.574,6.256,20.895,6.2475
360.57,13.4243333333,24.51,4.4635,10.1816666667,10.7216666667,5.756,19.013,25.723,5.975,20.8056666667,6.1545
360.93,13.2706666667,24.528,4.331,10.0993333333,10.6511666667,5.77066666667,19.0253333333,25.7635,5.833,20.7703333333,6.0445
361.29,13.265,24.6415,4.437,10.1593333333,10.7528333333,5.768,19.1353333333,25.7735,5.94233333333,20.9256666667,6.0635
361.66,13.243,24.849,4.4195,10.17,10.7743333333,5.721,19.1313333333,25.778,5.87,21.015,5.8735
362.02,13.2853333333,24.978,4.525,10.206,10.8268333333,5.643,19.2373333333,25.8395,6.048,21.042,5.9615
362.39,13.264,25.0275,4.5285,10.201,10.8131666667,5.58466666667,19.3383333333,25.8605,6.13666666667,21.0816666667,6.0085
362.75,13.1746666667,25.093,4.4845,10.236,10.8383333333,5.62966666667,19.4306666667,25.808,6.12866666667,21.244,5.9975
363.11,13.1386666667,25.1125,4.384,10.2196666667,10.7885,5.512,19.2213333333,25.7925,5.96566666667,21.0726666667,5.9805
363.48,12.9243333333,24.925,4.2095,10.0583333333,10.718,5.48733333333,19.128,25.507,5.823,20.856,5.927
363.84,13.0433333333,25.051,4.2995,10.0383333333,10.8943333333,5.60566666667,19.3236666667,25.759,5.92033333333,20.9043333333,5.9855
364.20,13.0813333333,25.1835,4.3175,10.0803333333,10.9383333333,5.669,19.392,25.728,5.952,21.0163333333,6.032
364.57,13.1463333333,25.2215,4.5035,10.3193333333,11.1095,5.74766666667,19.4586666667,25.6775,6.11766666667,21.2186666667,6.0925
364.93,13.286,25.273,4.62,10.439,11.1665,5.73366666667,19.6283333333,25.6345,6.224,21.3916666667,6.1385
365.29,13.404,25.385,4.6235,10.586,11.2371666667,5.808,19.845,25.7275,6.321,21.6453333333,6.301
365.66,13.326,25.333,4.5805,10.478,11.179,5.74,19.8453333333,25.733,6.30533333333,21.5016666667,6.3315
366.02,13.3813333333,25.38,4.469,10.4913333333,11.228,5.86866666667,19.8063333333,25.892,6.20166666667,21.5593333333,6.2885
366.38,13.4143333333,25.6375,4.56,10.4763333333,11.2916666667,5.937,19.788,25.993,6.14533333333,21.6886666667,6.221
366.75,13.4373333333,25.6575,4.567,10.5156666667,11.3206666667,5.96666666667,19.7486666667,25.971,6.135,21.7153333333,6.19
367.11,13.5466666667,25.7505,4.714,10.5566666667,11.436,6.01333333333,19.9226666667,26.14,6.20266666667,21.9653333333,6.215
367.47,13.7286666667,25.9745,4.8595,10.7453333333,11.5666666667,6.09466666667,19.993,26.471,6.32233333333,22.112,6.25
367.84,13.6283333333,26.134,4.748,10.717,11.4081666667,5.977,19.859,26.3525,6.227,22.2123333333,6.129
368.20,13.6046666667,26.1765,4.7935,10.7133333333,11.4621666667,6.024,19.9293333333,26.5395,6.287,22.3693333333,6.176
368.56,13.6336666667,26.4685,4.834,10.5113333333,11.551,6.13233333333,19.9833333333,26.75,6.32466666667,22.4836666667,6.2055
368.93,13.5803333333,26.5975,4.783,10.525,11.5898333333,6.06066666667,19.8363333333,26.8915,6.26066666667,22.4753333333,6.271
369.29,13.7106666667,26.679,4.8005,10.4973333333,11.6791666667,6.02833333333,19.942,27.0025,6.26433333333,22.3383333333,6.2685
369.65,13.8773333333,26.768,4.7875,10.599,11.6686666667,6.06133333333,20.1656666667,27.053,6.28833333333,22.5443333333,6.317
370.01,13.9146666667,26.9775,4.904,10.6663333333,11.6868333333,6.00433333333,20.256,27.0515,6.34133333333,22.799,6.456
370.38,13.9476666667,26.9145,4.9475,10.73,11.6661666667,5.98933333333,20.2893333333,26.9995,6.382,22.822,6.5345
370.74,13.9903333333,27.236,4.9965,10.8646666667,11.6963333333,5.93866666667,20.4196666667,27.037,6.409,22.8623333333,6.5215
371.10,13.736,27.084,4.915,10.722,11.5206666667,5.72933333333,20.294,26.917,6.16366666667,22.6586666667,6.3605
371.46,13.577,27.081,4.8355,10.6446666667,11.439,5.57233333333,20.277,26.738,6.10466666667,22.72,6.408
371.83,13.682,27.0585,4.866,10.8836666667,11.6191666667,5.62133333333,20.4436666667,26.8355,6.203,22.9573333333,6.605
372.19,13.767,27.0275,4.7945,10.97,11.579,5.50066666667,20.5363333333,26.789,6.11366666667,22.9646666667,6.552
372.55,13.7473333333,26.9155,4.793,11.101,11.522,5.444,20.6676666667,26.707,6.06233333333,22.893,6.4625
372.92,13.836,26.9955,4.911,11.1523333333,11.5668333333,5.46433333333,20.8586666667,26.7175,6.139,23.049,6.5535
373.28,13.6883333333,27.039,4.835,11.1856666667,11.4748333333,5.34,20.6863333333,26.6165,6.01133333333,23.2276666667,6.4025
373.64,13.7423333333,27.0795,4.937,11.1853333333,11.5451666667,5.283,20.671,26.6755,6.01,23.2976666667,6.4655
374.00,13.741,27.1225,4.922,11.3203333333,11.5325,5.297,20.7513333333,26.7035,6.073,23.2443333333,6.4655
374.37,13.7113333333,27.219,4.9985,11.3706666667,11.517,5.20466666667,20.7083333333,26.727,6.051,23.118,6.3715
374.73,13.715,27.1425,4.9385,11.2983333333,11.4986666667,5.126,20.808,26.813,5.94466666667,23.051,6.365
375.09,14.0816666667,27.582,5.052,11.5436666667,11.7528333333,5.40166666667,21.113,27.0605,6.24266666667,23.263,6.611
375.45,14.265,27.7415,4.9975,11.702,11.8858333333,5.47566666667,21.392,27.2065,6.33266666667,23.382,6.52
375.81,14.256,27.9195,5.0285,11.5876666667,11.9513333333,5.46266666667,21.4503333333,27.266,6.31933333333,23.3196666667,6.46
376.18,14.334,28.0925,5.176,11.5733333333,12.0751666667,5.47866666667,21.4813333333,27.4905,6.41533333333,23.4253333333,6.507
376.54,14.3143333333,28.218,5.148,11.5343333333,12.0,5.43266666667,21.4163333333,27.473,6.502,23.4893333333,6.4465
376.90,14.3676666667,28.53,5.1925,11.6163333333,12.1273333333,5.54233333333,21.673,27.703,6.61533333333,23.676,6.4305
377.26,14.4233333333,28.62,5.241,11.6286666667,12.095,5.616,21.7783333333,27.751,6.682,23.5366666667,6.4705
377.63,14.462,28.8105,5.207,11.7276666667,12.106,5.71566666667,21.9383333333,27.858,6.73566666667,23.613,6.4415
377.99,14.5766666667,28.8155,5.2525,11.6856666667,12.232,5.72033333333,22.0133333333,28.101,6.72233333333,23.7693333333,6.4025
378.35,14.5473333333,28.896,5.0845,11.6093333333,12.2665,5.77233333333,22.1083333333,28.0535,6.76666666667,23.8256666667,6.402
378.71,14.4996666667,28.907,5.037,11.5193333333,12.2326666667,5.80133333333,22.124,27.967,6.75433333333,23.8096666667,6.2985
379.07,14.439,28.8705,4.9855,11.5093333333,12.2086666667,5.69133333333,22.199,27.979,6.711,23.8706666667,6.2345
379.44,14.4023333333,28.934,5.0835,11.5546666667,12.12,5.641,22.1083333333,27.998,6.588,23.8816666667,6.3285
379.80,14.3886666667,29.0255,5.054,11.5956666667,12.0531666667,5.56033333333,22.1813333333,28.0565,6.602,23.954,6.2555
380.16,14.3506666667,29.0635,4.9635,11.659,12.0263333333,5.62366666667,22.2036666667,27.957,6.63666666667,23.8783333333,6.2555
380.52,14.4656666667,29.268,4.9735,11.7976666667,12.211,5.69966666667,22.366,28.117,6.71366666667,24.0396666667,6.3895
380.88,14.439,29.1975,4.854,11.751,12.143,5.66566666667,22.3706666667,28.044,6.605,23.93,6.334
381.24,14.4053333333,29.158,4.811,11.727,12.283,5.62233333333,22.3673333333,28.223,6.509,24.015,6.3145
381.61,14.47,29.293,4.8775,11.8003333333,12.4726666667,5.78866666667,22.3626666667,28.369,6.57433333333,24.0763333333,6.395
381.97,14.4783333333,29.3825,4.9215,11.9613333333,12.4406666667,5.877,22.4376666667,28.301,6.73533333333,24.0656666667,6.483
382.33,14.5673333333,29.572,5.052,12.0756666667,12.5095,5.841,22.599,28.4875,6.76266666667,24.1366666667,6.5465
382.69,14.6383333333,29.7065,5.163,12.2573333333,12.568,5.846,22.6906666667,28.602,6.82533333333,24.3556666667,6.6135
383.05,14.6126666667,29.798,5.1875,12.3463333333,12.5853333333,5.94866666667,22.7643333333,28.509,6.81133333333,24.4073333333,6.6025
383.41,14.708,29.8135,5.2005,12.3623333333,12.741,6.07666666667,22.8953333333,28.579,6.92533333333,24.515,6.663
383.77,14.7606666667,29.938,5.1995,12.4563333333,12.7993333333,6.13033333333,23.028,28.688,6.95766666667,24.6773333333,6.7515
384.14,14.822,30.1185,5.242,12.5526666667,12.87,6.18133333333,23.1583333333,28.786,6.93066666667,24.8433333333,6.8165
384.50,14.8406666667,30.1475,5.2855,12.5876666667,12.8003333333,6.22933333333,23.2536666667,28.818,6.89033333333,24.9826666667,6.8535
384.86,14.8186666667,30.154,5.2515,12.612,12.7391666667,6.07233333333,23.2713333333,28.7765,6.899,25.0513333333,6.8115
385.22,14.9183333333,30.35,5.304,12.6596666667,12.7528333333,6.147,23.4153333333,28.8185,7.006,25.114,6.865
385.58,14.8353333333,30.394,5.229,12.622,12.635,5.97666666667,23.5033333333,28.73,6.962,25.1803333333,6.7785
385.94,14.7986666667,30.4505,5.2145,12.559,12.614,5.89966666667,23.5303333333,28.67,6.843,25.115,6.665
386.30,14.8036666667,30.3965,5.266,12.5756666667,12.5901666667,5.884,23.5776666667,28.6555,6.79,25.2863333333,6.59
386.66,14.8146666667,30.4925,5.3045,12.5816666667,12.6011666667,5.87266666667,23.599,28.7115,6.86366666667,25.3076666667,6.648
387.03,14.8656666667,30.575,5.3145,12.5186666667,12.6075,5.823,23.4796666667,28.8495,6.85533333333,25.3796666667,6.6895
387.39,14.9223333333,30.7815,5.352,12.6483333333,12.6358333333,5.79866666667,23.593,28.9825,6.90633333333,25.4806666667,6.741
387.75,14.947,30.864,5.4145,12.6506666667,12.6378333333,5.88066666667,23.5836666667,28.9515,6.97533333333,25.4433333333,6.7785
388.11,14.9523333333,30.9665,5.417,12.636,12.647,5.81366666667,23.6676666667,28.978,6.99466666667,25.5203333333,6.7245
388.47,14.8793333333,31.004,5.3285,12.5853333333,12.5905,5.694,23.5203333333,28.9305,6.96733333333,25.401,6.5775
388.83,14.9113333333,31.091,5.387,12.6513333333,12.6488333333,5.78833333333,23.523,28.9995,6.98133333333,25.4586666667,6.6025
389.19,14.9313333333,31.252,5.4415,12.8023333333,12.6866666667,5.856,23.6353333333,29.037,7.071,25.5803333333,6.6855
389.55,15.0006666667,31.4035,5.513,12.8976666667,12.816,5.94233333333,23.6076666667,29.159,7.15233333333,25.6316666667,6.7715
389.91,14.974,31.4345,5.4795,12.923,12.8095,5.90933333333,23.6356666667,29.2235,7.14866666667,25.7856666667,6.7515
390.27,14.957,31.496,5.4165,12.9973333333,12.8031666667,5.92566666667,23.6893333333,29.2585,7.20233333333,25.837,6.7695
390.63,14.9046666667,31.5125,5.3395,12.994,12.788,5.88933333333,23.7103333333,29.212,7.133,25.821,6.675
391.00,14.88,31.6005,5.2725,13.026,12.7673333333,5.88,23.836,29.276,7.09233333333,25.804,6.5795
391.36,14.815,31.626,5.245,12.9713333333,12.6928333333,5.886,23.8243333333,29.2045,7.06,25.796,6.535
391.72,14.779,31.6705,5.222,13.033,12.7143333333,5.858,23.8226666667,29.224,6.97166666667,25.7763333333,6.4895
392.08,14.8423333333,31.739,5.2255,13.1226666667,12.7635,5.88366666667,23.8586666667,29.3475,7.05166666667,25.8283333333,6.528
392.44,14.8973333333,31.8115,5.267,13.1793333333,12.8441666667,5.93,24.0496666667,29.4605,7.02766666667,25.915,6.6235
392.80,14.865,31.863,5.2615,13.1773333333,12.8613333333,5.88166666667,24.0303333333,29.494,6.97633333333,25.92,6.6235
393.16,14.7426666667,31.7115,5.1835,13.005,12.7486666667,5.693,23.9543333333,29.367,6.81866666667,25.8446666667,6.438
393.52,14.6766666667,31.629,5.1665,12.976,12.6663333333,5.63966666667,24.036,29.304,6.72766666667,25.812,6.386
393.88,14.67,31.7585,5.2195,12.9506666667,12.6688333333,5.624,24.126,29.2955,6.66433333333,25.8343333333,6.443
394.24,14.6876666667,31.893,5.2305,12.9823333333,12.6865,5.67633333333,24.127,29.2895,6.639,25.783,6.5
394.60,14.7126666667,31.9845,5.236,13.0553333333,12.6881666667,5.672,24.188,29.3255,6.66233333333,25.861,6.504
394.96,14.738,32.0065,5.258,13.125,12.743,5.66533333333,24.252,29.308,6.705,25.9236666667,6.5975
395.32,14.7713333333,32.078,5.306,13.1866666667,12.8071666667,5.66,24.3586666667,29.4035,6.78166666667,26.025,6.5625
395.68,14.8876666667,32.1495,5.357,13.215,12.829,5.69033333333,24.6066666667,29.511,6.85866666667,26.1483333333,6.61
396.04,14.8963333333,32.1945,5.4545,13.2603333333,12.8491666667,5.753,24.632,29.4755,6.866,26.264,6.668
396.40,14.9196666667,32.284,5.484,13.276,12.8775,5.77,24.731,29.4745,6.93866666667,26.325,6.7205
396.76,14.9556666667,32.338,5.492,13.2736666667,12.8443333333,5.79433333333,24.7356666667,29.553,6.96033333333,26.373,6.708
397.12,15.057,32.554,5.549,13.4073333333,12.922,5.886,24.89,29.708,7.078,26.5193333333,6.788
397.48,15.0653333333,32.5945,5.494,13.3276666667,12.8943333333,5.827,24.8703333333,29.748,7.054,26.5756666667,6.691
397.84,15.1683333333,32.709,5.5305,13.423,13.0095,5.872,24.9276666667,29.9165,7.166,26.6593333333,6.713
398.20,15.1686666667,32.7765,5.5155,13.4373333333,13.067,5.862,24.9813333333,30.063,7.21966666667,26.799,6.705
398.56,15.251,32.883,5.555,13.4366666667,13.1206666667,5.955,24.973,30.188,7.23433333333,26.905,6.7985
398.92,15.2723333333,32.9905,5.5875,13.4696666667,13.1288333333,5.96333333333,25.035,30.2085,7.25166666667,27.007,6.755
399.28,15.2806666667,33.06,5.6475,13.435,13.1311666667,5.992,25.0603333333,30.2375,7.22333333333,27.023,6.795
399.64,15.3313333333,33.133,5.632,13.4516666667,13.1981666667,5.989,25.0333333333,30.2865,7.25366666667,27.0593333333,6.795
400.00,15.3193333333,33.238,5.611,13.436,13.178,5.91733333333,25.0883333333,30.279,7.21233333333,27.0183333333,6.7735
400.36,15.366,33.247,5.656,13.5006666667,13.233,5.89933333333,25.04,30.416,7.19866666667,26.9916666667,6.777
400.72,15.4483333333,33.42,5.7795,13.6633333333,13.3516666667,6.06766666667,25.2943333333,30.466,7.32333333333,27.1623333333,6.925
401.08,15.4543333333,33.4865,5.806,13.7046666667,13.4011666667,6.08766666667,25.3236666667,30.5045,7.3,27.132,6.966
401.44,15.5583333333,33.66,5.8385,13.8243333333,13.4355,6.109,25.4993333333,30.5525,7.32533333333,27.222,7.0175
401.80,15.4966666667,33.727,5.804,13.861,13.3883333333,6.094,25.5496666667,30.508,7.27133333333,27.2453333333,6.927
402.16,15.591,33.791,5.814,13.9206666667,13.39,6.051,25.654,30.532,7.26066666667,27.2843333333,6.9135
402.52,15.6176666667,33.9325,5.83,13.959,13.4958333333,6.061,25.8176666667,30.6835,7.32266666667,27.3813333333,6.9175
402.88,15.6253333333,34.1015,5.8415,13.981,13.5353333333,6.06166666667,25.9026666667,30.757,7.32833333333,27.3883333333,6.924
403.24,15.681,34.202,5.731,14.0533333333,13.5913333333,6.00233333333,25.964,30.815,7.31666666667,27.4656666667,6.8945
403.60,15.632,34.267,5.7045,14.1076666667,13.5626666667,5.993,25.9823333333,30.867,7.284,27.5586666667,6.861
403.95,15.599,34.239,5.654,14.107,13.553,5.998,26.0226666667,30.891,7.26666666667,27.5743333333,6.823
404.31,15.6016666667,34.2575,5.6075,14.1363333333,13.5311666667,5.99466666667,26.091,30.8675,7.257,27.659,6.742
404.67,15.6386666667,34.3585,5.599,14.1043333333,13.5596666667,5.942,26.1343333333,30.923,7.22766666667,27.6936666667,6.693
405.03,15.65,34.4015,5.5895,14.152,13.573,5.967,26.1486666667,30.955,7.233,27.8003333333,6.656
405.39,15.623,34.4335,5.591,14.163,13.5901666667,5.94366666667,26.1483333333,30.9985,7.28366666667,27.8053333333,6.657
405.75,15.649,34.45,5.5695,14.1203333333,13.5561666667,5.90966666667,26.1456666667,31.0425,7.30033333333,27.7933333333,6.707
406.11,15.6023333333,34.5175,5.582,14.1353333333,13.5536666667,5.91933333333,26.134,31.052,7.30033333333,27.7866666667,6.7215
406.47,15.634,34.5735,5.6045,14.207,13.5008333333,5.88466666667,26.278,30.9775,7.287,27.775,6.713
406.83,15.605,34.508,5.5395,14.1973333333,13.4268333333,5.83766666667,26.2733333333,30.9205,7.259,27.727,6.672
407.19,15.589,34.6115,5.574,14.1956666667,13.4205,5.84233333333,26.3533333333,30.9725,7.26066666667,27.753,6.66
407.55,15.6266666667,34.6605,5.662,14.2086666667,13.4793333333,5.86533333333,26.4256666667,30.996,7.283,27.8296666667,6.6735
407.90,15.7083333333,34.879,5.715,14.2536666667,13.5166666667,5.90266666667,26.6076666667,31.095,7.31733333333,27.8963333333,6.7395
408.26,15.6933333333,35.0175,5.695,14.2486666667,13.5338333333,5.90433333333,26.646,31.0855,7.33,27.962,6.7455
408.62,15.7096666667,35.084,5.71,14.314,13.5461666667,5.91533333333,26.6396666667,31.1125,7.36266666667,27.9596666667,6.716
408.98,15.799,35.32,5.737,14.3673333333,13.5911666667,5.923,26.758,31.2075,7.42766666667,28.0786666667,6.78
409.34,15.847,35.4405,5.7805,14.4513333333,13.6638333333,5.995,26.829,31.2955,7.41566666667,28.1,6.851
409.70,15.8826666667,35.5405,5.833,14.562,13.7683333333,6.08966666667,26.9596666667,31.385,7.43866666667,28.2206666667,6.8645
410.06,15.9213333333,35.655,5.864,14.5986666667,13.8108333333,6.14033333333,27.1073333333,31.4165,7.45766666667,28.3156666667,6.8525
410.42,15.9663333333,35.7055,5.823,14.5536666667,13.8201666667,6.147,27.04,31.5015,7.446,28.3106666667,6.876
410.77,16.0613333333,35.829,5.932,14.6666666667,13.9013333333,6.228,27.1156666667,31.613,7.55133333333,28.5646666667,6.989
411.13,16.123,35.8705,6.046,14.751,13.9523333333,6.309,27.2013333333,31.661,7.631,28.6616666667,7.096
411.49,16.059,35.8635,5.9295,14.779,13.9073333333,6.24333333333,27.1856666667,31.643,7.553,28.6096666667,7.08
411.85,16.058,35.8255,5.864,14.8156666667,13.9295,6.19866666667,27.124,31.6915,7.54366666667,28.624,7.0195
412.21,16.0446666667,35.8595,5.9015,14.8596666667,13.9406666667,6.197,27.154,31.738,7.55533333333,28.6433333333,7.0375
412.57,16.02,35.9195,5.9355,14.9056666667,13.9373333333,6.17833333333,27.2553333333,31.721,7.544,28.6403333333,7.0575
412.92,15.9743333333,35.9235,5.882,14.903,13.924,6.12666666667,27.2683333333,31.688,7.51166666667,28.5926666667,7.055
413.28,16.0153333333,35.9335,5.8685,14.9773333333,13.9655,6.12533333333,27.3153333333,31.7325,7.58,28.7086666667,7.027
413.64,16.052,36.0575,5.892,15.0833333333,14.0313333333,6.163,27.2863333333,31.743,7.66933333333,28.72,7.0255
414.00,16.011,36.0535,5.9005,15.1056666667,14.0276666667,6.17,27.2876666667,31.719,7.67666666667,28.7613333333,7.031
414.36,16.0096666667,36.1255,5.9065,15.197,14.0566666667,6.189,27.3623333333,31.744,7.71133333333,28.826,7.033
414.72,15.9746666667,36.1335,5.866,15.149,14.061,6.12033333333,27.4236666667,31.766,7.63133333333,28.7173333333,6.9445
415.07,15.9763333333,36.1945,5.81,15.158,14.0605,6.07233333333,27.4403333333,31.7435,7.59666666667,28.673,6.8745
415.43,16.0326666667,36.2475,5.8975,15.194,14.0676666667,6.09933333333,27.514,31.762,7.68566666667,28.7406666667,6.923
415.79,16.0053333333,36.3685,5.9595,15.2696666667,14.0266666667,6.11533333333,27.536,31.68,7.68133333333,28.8086666667,6.954
416.15,16.1113333333,36.525,5.9545,15.3993333333,14.0668333333,6.13466666667,27.638,31.7965,7.70433333333,28.8113333333,6.9555
416.51,16.222,36.5435,5.9305,15.4373333333,14.1051666667,6.12566666667,27.6443333333,31.9325,7.715,28.8946666667,6.9915
416.86,16.2733333333,36.461,5.9535,15.4866666667,14.1115,6.21433333333,27.7033333333,31.9955,7.73433333333,28.9116666667,7.037
417.22,16.2496666667,36.5105,5.9515,15.458,14.0525,6.17166666667,27.7453333333,31.9735,7.70066666667,28.946,7.0085
417.58,16.258,36.5795,5.908,15.464,14.0168333333,6.13933333333,27.8516666667,31.9445,7.69733333333,28.971,7.065
417.94,16.371,36.74,5.957,15.5066666667,14.0798333333,6.17266666667,27.9496666667,32.0685,7.75233333333,29.0523333333,7.103
418.29,16.3876666667,36.841,6.0,15.5513333333,14.1071666667,6.216,27.9966666667,32.0885,7.75333333333,29.032,7.1495
