wavelength,Back_TacCrif,Belly_TacCrif,Breast_TacCrif,Crissum_TacCrif,Crown_TacCrif,DorTail_TacCrif,Patch10_TacCrif,Rump_TacCrif,Throat_TacCrif,WingTip_TacCrif
379.44,3.83946666667,6.25886666667,5.19913333333,4.489,3.63653333333,4.2109,5.15126666666,3.33213333333,10.9824,3.60713333333
379.80,3.7638,6.20573333333,5.11686666667,4.397,3.54133333333,4.1007,5.1612,3.23046666667,10.8962,3.54
380.16,3.8064,6.27833333333,5.16753333333,4.48133333333,3.586,4.12993333333,5.17093333333,3.27873333333,11.0542,3.61246666667
380.52,3.9026,6.39006666667,5.2828,4.57193333333,3.6616,4.19486666667,5.24746666667,3.37833333333,11.1733333334,3.6942
380.88,3.90553333333,6.42013333333,5.323,4.5938,3.67986666667,4.21463333333,5.28786666667,3.3764,11.2129333333,3.6892
381.24,3.9158,6.44413333333,5.34953333333,4.57726666667,3.65946666667,4.19333333333,5.33866666667,3.3952,11.2388,3.70206666667
381.61,3.9482,6.50726666667,5.36173333333,4.5962,3.72833333333,4.2715,5.30866666667,3.4352,11.2992666667,3.73706666667
381.97,4.0314,6.6022,5.45546666667,4.69106666667,3.79813333333,4.36336666667,5.29666666667,3.519,11.4261333333,3.83213333333
382.33,4.047,6.5948,5.48566666667,4.71633333333,3.8298,4.36706666667,5.3136,3.5406,11.5056666667,3.82986666667
382.69,4.10786666667,6.65,5.54126666667,4.765,3.8726,4.3899,5.28946666667,3.57946666667,11.6368666667,3.8834
383.05,4.15773333333,6.69966666667,5.56373333333,4.86226666667,3.94713333333,4.45753333333,5.28153333334,3.62886666667,11.6631333333,3.92766666667
383.41,4.1656,6.72746666667,5.60993333333,4.90673333333,3.96106666667,4.47903333333,5.25073333333,3.6324,11.7208,3.965
383.77,4.21773333333,6.78333333333,5.70166666667,4.99333333333,4.014,4.5597,5.2612,3.71233333333,11.8359333333,4.0236
384.14,4.12713333333,6.7112,5.6396,4.88986666667,3.94313333333,4.50486666667,5.2634,3.633,11.726,3.932
384.50,4.01813333333,6.65286666667,5.5598,4.81906666667,3.8556,4.42556666667,5.2418,3.53746666667,11.6765333333,3.84973333333
384.86,4.12866666667,6.79686666667,5.66973333333,4.96413333333,3.97386666667,4.5541,5.2092,3.65793333333,11.839,4.00373333333
385.22,4.2048,6.894,5.77446666667,5.06186666667,4.06533333333,4.6454,5.22593333333,3.77033333333,11.9653333333,4.07906666667
385.58,4.25446666667,6.93093333333,5.82846666667,5.10286666667,4.096,4.6635,5.3046,3.80546666667,12.0426666666,4.0988
385.94,4.23806666667,6.9154,5.84513333333,5.09413333333,4.081,4.6381,5.37453333333,3.78893333333,12.0664,4.09053333333
386.30,4.2614,6.97866666667,5.89526666667,5.14926666667,4.13266666667,4.6827,5.41353333333,3.82653333333,12.0944666667,4.13313333333
386.66,4.2562,6.98673333333,5.88266666667,5.14893333333,4.12893333333,4.68246666667,5.4076,3.80973333333,12.1152666667,4.11046666667
387.03,4.27853333333,7.05073333333,5.91773333333,5.16186666666,4.13913333334,4.71256666667,5.454,3.81673333333,12.1825333333,4.09666666667
387.39,4.32,7.11833333333,5.996,5.2218,4.19766666667,4.76046666667,5.53433333333,3.88026666667,12.244,4.1344
387.75,4.42246666667,7.18573333333,6.07733333333,5.29666666667,4.28826666667,4.83386666667,5.5892,3.9446,12.3349333333,4.19186666667
388.11,4.47266666667,7.23713333333,6.13133333333,5.35966666667,4.33746666667,4.8732,5.55226666667,4.00533333333,12.4298666667,4.20453333333
388.47,4.5416,7.3056,6.182,5.42533333333,4.40546666667,4.93983333333,5.55853333333,4.08273333333,12.5046666666,4.25853333334
388.83,4.448,7.22293333333,6.088,5.32626666667,4.3246,4.82436666667,5.61786666667,4.01126666667,12.4149333333,4.14933333333
389.19,4.36426666667,7.14673333333,6.00126666667,5.244,4.22886666667,4.72283333333,5.584,3.90013333333,12.3394666667,4.0366
389.55,4.34266666667,7.1492,6.0338,5.24106666667,4.20033333333,4.6737,5.49233333333,3.86606666667,12.3166666667,3.98946666667
389.91,4.3334,7.1544,6.03466666667,5.25493333333,4.19833333333,4.6533,5.5136,3.8626,12.3414666667,3.95786666667
390.27,4.2598,7.106,5.97526666666,5.175,4.0964,4.57846666667,5.5302,3.78766666667,12.3136,3.88186666667
390.63,4.2078,7.09126666667,5.96913333333,5.16366666667,4.05933333333,4.56066666667,5.62346666667,3.77633333333,12.2852,3.8606
391.00,4.25346666667,7.11733333333,6.032,5.21673333334,4.09866666667,4.59203333333,5.65646666667,3.80586666666,12.3879333333,3.9038
391.36,4.3008,7.18193333334,6.05833333333,5.2624,4.14926666667,4.6404,5.6464,3.83773333333,12.484,3.92433333333
391.72,4.2762,7.2316,6.05586666667,5.27966666667,4.1422,4.62556666667,5.62246666667,3.853,12.5193333333,3.93286666667
392.08,4.28073333334,7.2434,6.08693333333,5.295,4.11933333333,4.6068,5.7024,3.824,12.5617333333,3.94746666667
392.44,4.30326666667,7.28593333333,6.15053333333,5.34573333333,4.15806666667,4.6357,5.74446666667,3.83966666667,12.6511333333,3.9648
392.80,4.34693333333,7.343,6.20933333333,5.395,4.17026666667,4.66143333333,5.75486666667,3.84606666667,12.731,3.9834
393.16,4.3376,7.37473333333,6.23793333334,5.42006666667,4.16426666667,4.67483333333,5.75906666667,3.86013333334,12.7858,4.01153333333
393.52,4.2812,7.335,6.1806,5.3782,4.1134,4.61586666667,5.8168,3.819,12.8032666667,3.98413333333
393.88,4.3302,7.40933333333,6.2308,5.41053333333,4.13626666667,4.64926666667,5.83726666667,3.846,12.8772,4.02166666667
394.24,4.46606666666,7.5498,6.35053333333,5.55013333333,4.27046666667,4.7617,5.91813333333,3.95026666667,13.0034666666,4.13193333333
394.60,4.56886666667,7.64353333333,6.4504,5.62513333333,4.3536,4.80443333333,5.8964,4.02193333333,13.1280666667,4.2166
394.96,4.5646,7.64873333334,6.45566666667,5.63146666667,4.35286666667,4.78576666667,5.889,4.01786666667,13.1646,4.2348
395.32,4.5024,7.60393333333,6.4076,5.57486666667,4.27966666667,4.72386666667,5.88453333333,3.93726666667,13.1496,4.19033333333
395.68,4.5082,7.6158,6.4358,5.57913333333,4.28486666667,4.72773333333,5.91893333333,3.9262,13.1788666667,4.18653333333
396.04,4.55593333333,7.67526666667,6.46253333333,5.6022,4.3274,4.75966666667,5.9128,3.958,13.2533333333,4.22306666667
396.40,4.55306666667,7.66586666667,6.44026666667,5.5844,4.30306666667,4.72126666667,5.8804,3.9472,13.2605333333,4.23373333333
396.76,4.54613333333,7.67846666667,6.44526666667,5.578,4.30413333333,4.7105,5.8598,3.9458,13.3142666667,4.22933333333
397.12,4.56266666667,7.7064,6.43486666667,5.60473333333,4.31193333333,4.7231,5.86126666667,3.93493333334,13.336,4.21273333333
397.48,4.5724,7.76433333333,6.46853333333,5.6412,4.33486666667,4.77556666667,5.80366666667,3.9452,13.3758666667,4.22053333333
397.84,4.5402,7.7832,6.46113333333,5.66666666667,4.34986666666,4.7741,5.73353333333,3.9458,13.4222,4.2198
398.20,4.4822,7.76586666667,6.44573333333,5.6506,4.3078,4.73933333333,5.65333333333,3.91466666667,13.4504666667,4.20006666667
398.56,4.45313333333,7.76273333333,6.41613333333,5.62093333333,4.2562,4.73116666667,5.65366666667,3.8712,13.4697333333,4.16813333333
398.92,4.47233333333,7.81693333333,6.43213333333,5.62386666667,4.2352,4.72933333333,5.703,3.88986666667,13.4886,4.13946666667
399.28,4.5474,7.90026666667,6.5108,5.72006666667,4.29406666667,4.7952,5.70153333333,3.9718,13.566,4.17846666667
399.64,4.52133333334,7.89773333334,6.48926666667,5.7194,4.25866666666,4.76236666667,5.64573333334,3.94433333334,13.588,4.13313333333
400.00,4.4848,7.89986666667,6.47673333333,5.73326666667,4.2374,4.75023333333,5.61213333333,3.93906666667,13.5986,4.10946666667
400.36,4.497,7.97153333334,6.5202,5.77206666667,4.24546666667,4.7804,5.5846,3.93766666667,13.6660666667,4.11766666667
400.72,4.49833333333,8.00853333334,6.55173333333,5.79573333333,4.247,4.78016666667,5.62306666666,3.93773333333,13.7053333333,4.13153333333
401.08,4.5086,8.03806666667,6.59153333333,5.80966666667,4.2524,4.77726666667,5.62286666667,3.94993333333,13.7776666667,4.1498
401.44,4.56413333333,8.10979999999,6.66146666667,5.88726666666,4.28333333333,4.81053333333,5.67386666667,3.99193333333,13.9000666667,4.2186
401.80,4.61533333333,8.17806666667,6.70953333333,5.91253333333,4.2888,4.83736666667,5.71413333333,4.02693333333,13.9632,4.24726666667
402.16,4.60626666667,8.1784,6.70993333333,5.91906666667,4.269,4.8104,5.70326666667,4.0278,14.0054666667,4.22233333333
402.52,4.61306666667,8.21653333333,6.74213333333,5.96926666667,4.29766666667,4.8164,5.70666666667,4.05093333333,14.0575333333,4.2272
402.88,4.59926666667,8.25453333334,6.7786,6.00486666667,4.328,4.85526666667,5.63633333333,4.0652,14.1274,4.26193333333
403.24,4.58973333333,8.28600000001,6.7962,6.00826666667,4.3202,4.84823333333,5.59266666667,4.06893333333,14.1866,4.27753333333
403.60,4.60193333333,8.34333333334,6.85026666667,6.03593333333,4.31913333333,4.87143333333,5.64506666667,4.07633333333,14.2484,4.29833333333
403.95,4.62533333333,8.37653333334,6.8762,6.05693333333,4.3242,4.86103333333,5.67706666667,4.08046666667,14.2930666667,4.30533333333
404.31,4.60426666667,8.35646666666,6.86066666667,6.0162,4.2756,4.84193333333,5.6732,4.06413333333,14.2864,4.2722
404.67,4.6532,8.41660000001,6.9108,6.09106666667,4.31606666667,4.89896666667,5.6344,4.1252,14.3777333333,4.3148
405.03,4.73133333333,8.49653333334,6.99006666666,6.1718,4.37806666667,4.97903333333,5.62506666667,4.1824,14.4744,4.37946666667
405.39,4.75546666667,8.55006666665,7.0046,6.18913333333,4.4076,4.99216666667,5.59813333333,4.20093333333,14.5126,4.40226666667
405.75,4.78426666667,8.59320000001,7.04686666667,6.23613333333,4.45586666667,5.0155,5.58706666667,4.20846666667,14.5824666667,4.43573333333
406.11,4.86393333334,8.6962,7.14266666667,6.30346666667,4.51646666667,5.08043333333,5.60053333333,4.25873333333,14.6659333333,4.50606666667
406.47,4.88893333333,8.75653333333,7.18753333333,6.3344,4.52613333333,5.0919,5.64366666667,4.28993333333,14.7338666667,4.53766666667
406.83,4.88486666667,8.77653333335,7.18746666667,6.34086666667,4.50433333334,5.05806666667,5.69186666667,4.293,14.7448666667,4.5208
407.19,4.90373333333,8.81873333333,7.22766666667,6.37146666667,4.53266666667,5.06103333333,5.73393333333,4.3004,14.7979333333,4.53933333333
407.55,4.92253333333,8.838,7.23313333334,6.38833333333,4.55833333333,5.05673333333,5.69833333333,4.33573333334,14.8398,4.53786666667
407.90,4.9828,8.93693333333,7.32466666667,6.46306666667,4.62306666666,5.12436666667,5.74646666667,4.41193333333,14.9702,4.5796
408.26,5.05566666667,9.06106666667,7.4294,6.56886666667,4.72573333333,5.18773333333,5.7688,4.48606666667,15.0636,4.64866666667
408.62,5.04646666667,9.07213333333,7.44413333333,6.53853333333,4.71153333333,5.1663,5.7816,4.4648,15.0773333333,4.63766666666
408.98,5.0366,9.11506666665,7.45606666667,6.56013333333,4.71326666667,5.1531,5.80106666667,4.47746666667,15.1046,4.62046666667
409.34,5.02266666667,9.13253333334,7.48546666667,6.5888,4.705,5.16803333333,5.8196,4.483,15.1581333333,4.58773333333
409.70,5.02513333333,9.15799999999,7.52733333333,6.62646666667,4.69866666667,5.1745,5.8572,4.504,15.2049333333,4.5802
410.06,5.04426666667,9.20819999999,7.54786666667,6.6642,4.73013333333,5.2016,5.87606666667,4.5408,15.2954,4.5958
410.42,5.02906666667,9.21333333333,7.5524,6.6684,4.72086666667,5.1884,5.8128,4.5116,15.3030666666,4.5414
410.77,5.07546666667,9.27366666667,7.59553333333,6.69813333333,4.73246666667,5.2047,5.75666666667,4.51546666667,15.3812666667,4.57326666667
411.13,5.12466666666,9.33746666665,7.63806666667,6.76233333333,4.76886666667,5.2525,5.7582,4.56286666667,15.4727333333,4.61566666667
411.49,5.18413333333,9.42480000001,7.71073333333,6.84006666667,4.83393333333,5.30983333333,5.80106666667,4.616,15.5760666667,4.704
411.85,5.16593333333,9.4546,7.7218,6.8368,4.8278,5.2972,5.7688,4.58813333333,15.5756,4.70513333333
412.21,5.16,9.4638,7.7188,6.86766666667,4.80393333333,5.2945,5.7924,4.59186666667,15.647,4.70173333333
412.57,5.23306666667,9.56486666667,7.79133333333,6.9618,4.87233333333,5.34906666667,5.787,4.65246666666,15.7663333333,4.7498
412.92,5.236,9.57766666665,7.81093333333,6.9576,4.8584,5.3333,5.7952,4.6502,15.8304666667,4.7512
413.28,5.20953333333,9.55726666668,7.78886666667,6.9312,4.8246,5.25236666667,5.816,4.6116,15.8509333333,4.72586666667
413.64,5.2206,9.59713333333,7.78826666667,6.9236,4.82573333333,5.26156666667,5.83566666667,4.61773333333,15.8891333333,4.736
414.00,5.20746666667,9.59233333334,7.7942,6.9024,4.8048,5.22843333333,5.8732,4.58653333333,15.8904,4.70006666667
414.36,5.22653333333,9.63833333333,7.8248,6.94353333333,4.824,5.27956666667,5.93373333333,4.61786666667,15.9805333333,4.7554
414.72,5.22753333334,9.655,7.85513333333,6.9642,4.8276,5.30046666667,6.00653333333,4.6424,16.028,4.7498
415.07,5.20306666667,9.65759999999,7.87206666667,6.94766666667,4.78166666667,5.28906666667,6.0566,4.62433333333,16.0537333333,4.70966666667
415.43,5.14926666667,9.63,7.86773333333,6.91786666666,4.71913333333,5.25103333333,6.04226666667,4.5722,16.0575333333,4.62313333333
415.79,5.154,9.63886666667,7.85573333334,6.9338,4.699,5.2482,6.03813333333,4.5686,16.0918666667,4.61973333334
416.15,5.1514,9.67906666667,7.87619999999,6.937,4.71306666667,5.2491,5.99826666667,4.5646,16.1174,4.627
416.51,5.16066666667,9.71546666666,7.90466666667,6.94673333333,4.71206666667,5.2742,6.00713333333,4.5848,16.163,4.6392
416.86,5.21173333333,9.77719999998,7.96579999999,7.00353333333,4.76273333333,5.31676666667,6.00246666667,4.63613333333,16.223,4.68686666667
417.22,5.23713333333,9.82566666668,8.00566666667,7.02226666667,4.77726666667,5.35336666667,5.9948,4.6564,16.2482,4.70093333333
417.58,5.2404,9.85553333334,8.029,7.0514,4.78366666667,5.35413333333,5.96533333333,4.67293333333,16.3020666667,4.68306666667
417.94,5.25773333333,9.90826666668,8.06306666666,7.0872,4.78946666667,5.37386666667,5.94193333333,4.69866666667,16.3645333333,4.70573333333
418.29,5.30166666667,9.96433333333,8.10613333333,7.13126666667,4.81346666667,5.39163333333,5.91993333333,4.73586666667,16.4163333333,4.72446666667
418.65,5.33746666666,10.0366,8.16773333334,7.18526666667,4.85866666667,5.42463333333,5.93073333333,4.7808,16.4803333333,4.7646
419.01,5.36406666667,10.0798,8.20080000001,7.21873333333,4.89326666667,5.4501,5.89013333333,4.80386666667,16.5207333333,4.809
419.37,5.42166666666,10.1378666667,8.24526666667,7.28633333333,4.95,5.50263333333,5.88733333333,4.86653333333,16.5997333333,4.86726666667
419.73,5.44126666667,10.1763333333,8.28800000001,7.3186,4.96346666667,5.52143333333,5.86693333333,4.89273333333,16.6576,4.8806
420.08,5.47226666667,10.2058666667,8.32613333333,7.35166666666,4.9754,5.541,5.87786666667,4.91493333333,16.7189333333,4.8964
420.44,5.47406666667,10.2082,8.33479999999,7.35966666667,4.96986666667,5.53583333333,5.8784,4.90813333333,16.7312666666,4.8886
420.80,5.48233333333,10.244,8.357,7.3938,4.9798,5.55366666667,5.87333333333,4.91546666666,16.7884,4.8966
421.16,5.5192,10.2974,8.41479999999,7.43813333333,5.0132,5.59753333333,5.8664,4.9566,16.8685333333,4.93306666667
421.51,5.5386,10.3240666667,8.44806666665,7.4688,5.01553333333,5.6092,5.85533333333,4.96866666667,16.9059333333,4.9584
421.87,5.5376,10.335,8.47060000001,7.483,5.01453333333,5.6084,5.8462,4.96826666667,16.9338,4.96266666667
422.23,5.5398,10.3496,8.49466666668,7.49993333333,5.02366666667,5.6121,5.84573333333,4.97606666667,16.9743333333,4.96846666667
422.58,5.56213333333,10.3698,8.51386666665,7.53266666667,5.02733333333,5.62943333333,5.80606666667,4.979,17.0446666667,4.97673333333
422.94,5.57173333333,10.3961333333,8.53493333334,7.54586666667,5.0142,5.6116,5.8188,4.97673333333,17.0848666667,4.96246666667
423.30,5.59006666667,10.4510666667,8.57546666667,7.57026666667,5.0132,5.61393333333,5.8216,4.98306666667,17.1372666667,4.97166666667
423.66,5.61026666667,10.4908666667,8.61460000001,7.60466666667,5.036,5.6384,5.8328,5.00226666667,17.1976666667,4.99626666667
424.01,5.60993333333,10.5073333333,8.62706666665,7.61373333333,5.02906666667,5.63693333333,5.84066666667,4.9996,17.2294,4.988
424.37,5.62886666667,10.5497333333,8.66086666668,7.64773333333,5.03886666667,5.64286666667,5.84313333333,5.0238,17.2962,5.00733333333
424.73,5.6146,10.554,8.67253333333,7.64353333334,5.0152,5.6257,5.867,5.01773333333,17.3145333334,5.00766666667
425.08,5.6104,10.5679333333,8.6762,7.6502,4.9966,5.59933333333,5.8832,5.01186666667,17.3318666667,4.9934
425.44,5.61786666667,10.5791333333,8.70766666665,7.65326666667,4.99786666667,5.60446666667,5.93226666667,5.015,17.3722,4.9936
425.80,5.63326666667,10.6121333333,8.7254,7.68066666667,5.0068,5.61633333333,5.96686666667,5.02633333333,17.4312666667,4.99546666667
426.16,5.64466666667,10.6395333333,8.75519999999,7.68926666667,5.00486666667,5.6252,5.98833333333,5.0368,17.4905333333,5.01106666667
426.51,5.6252,10.6448666667,8.75926666667,7.67566666667,4.99093333333,5.59916666667,6.04813333333,5.02926666667,17.4954,5.00206666667
426.87,5.62333333333,10.6609333333,8.77553333333,7.69333333333,5.00366666667,5.6213,6.06986666667,5.04813333333,17.5348666667,5.00093333333
427.23,5.59013333333,10.6252,8.76353333334,7.6662,4.97793333333,5.5988,6.11873333333,5.02306666667,17.5516666667,4.97273333333
427.58,5.56486666667,10.6184666667,8.75813333332,7.6576,4.94953333333,5.55916666667,6.1672,5.00326666667,17.5796,4.93413333333
427.94,5.57506666667,10.6534,8.78093333333,7.68106666667,4.94766666667,5.5703,6.2086,5.02073333333,17.6497333333,4.94213333333
428.30,5.5716,10.6716,8.80640000001,7.70073333333,4.955,5.57873333333,6.25226666667,5.02393333333,17.7017333333,4.92853333333
428.65,5.5854,10.6862666667,8.82186666667,7.71766666667,4.9584,5.57686666667,6.2696,5.0322,17.7486666667,4.91246666667
429.01,5.60273333333,10.7204,8.8598,7.74546666667,4.97086666667,5.61133333333,6.2886,5.04733333333,17.8264666667,4.927
429.37,5.6154,10.7754,8.88726666667,7.7868,4.98846666667,5.62663333333,6.28113333333,5.06893333333,17.8989333333,4.93473333333
429.72,5.63066666667,10.7978666667,8.90026666667,7.81173333334,4.9832,5.63026666667,6.2674,5.0744,17.9426,4.9382
430.08,5.6494,10.8226,8.92286666668,7.83666666667,4.98333333333,5.6251,6.2636,5.07173333333,17.976,4.92666666667
430.44,5.6584,10.8555333333,8.95300000001,7.8662,4.98366666667,5.64813333333,6.21186666667,5.08006666667,18.0416666667,4.9274
430.79,5.68453333333,10.8954,9.00946666667,7.89126666667,4.98413333333,5.6663,6.232,5.0962,18.1198,4.94206666667
431.15,5.7184,10.9563333333,9.06259999999,7.9346,4.9992,5.70206666667,6.22913333333,5.12773333333,18.1865333333,4.97093333333
431.50,5.76686666667,11.0002666667,9.10653333333,7.9794,5.01486666666,5.7335,6.22006666667,5.1614,18.2528,4.99986666667
431.86,5.80893333333,11.0498,9.1526,8.03473333333,5.04346666667,5.74956666667,6.20066666667,5.19033333333,18.3112666667,5.0356
432.22,5.8344,11.0749333333,9.18280000001,8.055,5.0522,5.76523333333,6.19446666667,5.19426666667,18.358,5.0636
432.57,5.85133333333,11.1000666667,9.20686666667,8.06633333333,5.06846666666,5.76896666667,6.23673333334,5.2068,18.4011333333,5.06873333333
432.93,5.8658,11.1286,9.22893333332,8.09446666667,5.087,5.7865,6.2246,5.22986666667,18.445,5.08713333333
433.29,5.859,11.1302666667,9.22026666668,8.09466666667,5.07626666667,5.77423333333,6.22026666667,5.22453333333,18.4636,5.08346666667
433.64,5.87006666667,11.1574,9.26553333333,8.1212,5.08266666667,5.80023333333,6.24786666667,5.2508,18.5125333333,5.0984
434.00,5.83926666667,11.1554,9.24719999999,8.1184,5.04986666667,5.77426666667,6.2532,5.23106666667,18.5388666667,5.0722
434.35,5.84666666666,11.1715333333,9.26360000001,8.13293333333,5.0462,5.7675,6.29626666667,5.233,18.5788666667,5.0762
434.71,5.85,11.1896,9.27279999999,8.14646666667,5.05073333333,5.76063333333,6.3078,5.24146666667,18.6188,5.08113333333
435.07,5.85306666667,11.1975333333,9.271,8.1544,5.03773333333,5.74156666667,6.31493333333,5.22026666667,18.6348666667,5.072
435.42,5.85926666666,11.2168666667,9.29746666667,8.171,5.04586666667,5.7555,6.32,5.2178,18.6714,5.08033333333
435.78,5.8728,11.2465333333,9.34793333335,8.20153333333,5.06826666667,5.79786666667,6.34006666667,5.24566666667,18.7487333333,5.106
436.13,5.87613333333,11.274,9.36513333333,8.22313333333,5.06773333333,5.80303333333,6.3414,5.2676,18.7936666667,5.11453333333
436.49,5.887,11.3043333333,9.3812,8.25200000001,5.058,5.83726666667,6.3172,5.27386666667,18.8406,5.12813333333
436.84,5.89793333333,11.3230666667,9.40419999999,8.27613333334,5.042,5.83216666667,6.334,5.26746666667,18.8950666667,5.1308
437.20,5.91126666667,11.3423333333,9.42313333332,8.28786666667,5.04353333333,5.84223333333,6.34333333333,5.27106666667,18.9297333333,5.13806666667
437.56,5.92846666667,11.3752,9.44006666667,8.30486666667,5.04953333333,5.8308,6.35613333333,5.28113333333,18.9788666667,5.15013333333
437.91,5.9526,11.4173333333,9.4928,8.34086666666,5.07553333333,5.87346666667,6.37133333334,5.31406666667,19.0276666667,5.18806666667
438.27,5.97173333333,11.4635333333,9.52986666666,8.36746666667,5.09753333333,5.8883,6.38866666667,5.33406666667,19.0788666667,5.1986
438.62,5.95653333333,11.4574,9.5254,8.3716,5.06186666667,5.86643333333,6.38753333333,5.3124,19.1017333333,5.17406666667
438.98,5.9616,11.5027333333,9.56399999999,8.40206666666,5.07286666667,5.89506666667,6.3878,5.34326666667,19.1803333333,5.19273333333
439.33,5.96786666667,11.5441333333,9.58273333333,8.43013333333,5.0774,5.9042,6.4036,5.35986666667,19.2286,5.19393333333
439.69,5.94233333333,11.5492,9.56626666667,8.41493333333,5.05253333333,5.87336666667,6.40926666667,5.3324,19.2326666667,5.163
440.04,5.92113333333,11.5578,9.57259999999,8.41973333334,5.02746666667,5.86003333333,6.3972,5.30386666667,19.2515333333,5.1396
440.40,5.9148,11.5859333333,9.58866666667,8.42546666667,5.02866666667,5.835,6.38933333333,5.30013333333,19.2902666667,5.13606666666
440.75,5.9236,11.6142666667,9.60813333334,8.43713333334,5.04113333333,5.83906666667,6.40026666667,5.3054,19.3318666667,5.1422
441.11,5.94573333333,11.6641333333,9.65353333333,8.48400000001,5.04286666667,5.85616666667,6.40406666667,5.326,19.387,5.16313333333
441.47,5.94926666667,11.6916,9.68533333334,8.50199999999,5.05433333333,5.87903333333,6.40573333333,5.32846666667,19.4399333333,5.16833333333
441.82,5.94633333333,11.7039333333,9.68979999999,8.51320000001,5.04233333333,5.85603333333,6.3992,5.317,19.4742,5.1454
442.18,5.941,11.7150666667,9.69879999999,8.52839999999,5.0278,5.861,6.37953333333,5.31986666667,19.4981333333,5.14313333333
442.53,5.9652,11.7808,9.73853333333,8.57233333333,5.05826666667,5.9,6.38013333333,5.3462,19.5569333334,5.16886666667
442.89,5.9794,11.8089333333,9.754,8.60359999999,5.06446666667,5.91576666667,6.3908,5.35606666666,19.5874,5.16173333333
443.24,5.9712,11.8199333333,9.77113333333,8.61219999999,5.05793333333,5.90496666667,6.38233333333,5.3538,19.6139333333,5.16933333333
443.60,5.98786666667,11.8483333333,9.80006666666,8.64646666666,5.05793333334,5.9137,6.3798,5.37173333333,19.6438,5.18126666667
443.95,6.01293333333,11.8922,9.82979999999,8.66513333335,5.08386666667,5.92563333333,6.41813333333,5.4004,19.6905333333,5.19766666667
444.31,6.03493333333,11.9451333333,9.86746666667,8.71746666667,5.1052,5.97366666667,6.42086666667,5.42626666667,19.7471333333,5.2106
444.66,6.05286666667,11.9887333333,9.90540000001,8.76120000001,5.125,5.99646666667,6.44766666667,5.4546,19.7907333333,5.2314
445.02,6.073,12.0307333333,9.92979999999,8.78293333333,5.14586666667,6.0202,6.4568,5.47106666667,19.8632666667,5.23866666667
445.37,6.07733333333,12.0588,9.93313333333,8.80346666668,5.14646666667,6.01636666667,6.46706666667,5.47806666667,19.8812,5.2534
445.72,6.10766666666,12.1227333333,9.97180000001,8.84926666665,5.1766,6.05753333333,6.46753333333,5.509,19.9574,5.2908
446.08,6.1092,12.1486666667,9.99233333332,8.86326666665,5.18046666667,6.06046666667,6.4716,5.50686666667,20.0160666667,5.28673333333
446.43,6.10553333333,12.1575333333,9.99813333334,8.86780000001,5.18173333333,6.0546,6.47513333333,5.50113333333,20.0414666667,5.28186666667
446.79,6.09113333334,12.1524,9.99246666666,8.85146666666,5.16253333333,6.022,6.47,5.48306666667,20.0497333334,5.27046666667
447.14,6.08866666667,12.1710666667,9.98853333334,8.84813333335,5.1512,6.0236,6.47586666666,5.46733333333,20.0800666667,5.26133333333
447.50,6.0946,12.2004,10.009,8.8534,5.14933333333,6.02246666667,6.49573333334,5.46646666667,20.1326666667,5.26
447.85,6.10266666667,12.2238666667,10.0324,8.88666666666,5.1468,6.0295,6.50853333333,5.47693333333,20.1882,5.26433333333
448.21,6.10233333333,12.231,10.0426,8.887,5.14693333334,6.01913333333,6.53273333333,5.46886666667,20.228,5.26153333333
448.56,6.10713333333,12.2496666667,10.0545333333,8.9046,5.14886666667,6.01813333333,6.54646666667,5.47526666667,20.2633333333,5.25093333333
448.92,6.108,12.2706,10.0809333333,8.92653333334,5.15506666667,6.01006666667,6.56586666667,5.47766666667,20.3072,5.2552
449.27,6.11466666667,12.2965333333,10.112,8.94326666666,5.15086666667,6.01106666667,6.57413333333,5.4772,20.3808,5.2412
449.62,6.10746666667,12.2990666667,10.1075333333,8.93353333333,5.13,5.98753333333,6.61733333333,5.45873333333,20.3825333333,5.21933333333
449.98,6.1358,12.3363333333,10.1338666667,8.97199999999,5.15053333333,6.00996666667,6.64406666667,5.4814,20.4158666667,5.24
450.33,6.15393333333,12.3838666667,10.1752,9.02113333333,5.161,6.03613333333,6.6838,5.5012,20.4904666667,5.2584
450.69,6.193,12.4544666667,10.2413333333,9.08873333335,5.19993333333,6.08593333333,6.72046666667,5.54506666667,20.5885333333,5.292
451.04,6.22653333333,12.5113333333,10.2926666667,9.14360000001,5.22986666667,6.107,6.735,5.5864,20.6737333333,5.30566666667
451.40,6.23213333333,12.5380666667,10.3122,9.18506666667,5.25126666666,6.1232,6.7364,5.60986666667,20.724,5.31593333334
451.75,6.26813333333,12.6029333333,10.3417333333,9.22573333333,5.27506666667,6.15366666667,6.72606666667,5.63686666667,20.8194666667,5.33953333333
452.10,6.27533333333,12.6157333333,10.3500666667,9.24926666667,5.2626,6.14763333333,6.7304,5.6368,20.8622,5.33193333333
452.46,6.24733333333,12.6124,10.3474,9.23666666668,5.2248,6.13256666667,6.73333333333,5.60086666666,20.8960666667,5.31073333333
452.81,6.2572,12.6270666667,10.3573333333,9.25320000001,5.206,6.14176666667,6.7452,5.60726666667,20.9258,5.30246666667
453.17,6.2294,12.6129333333,10.3324666666,9.23493333333,5.17013333333,6.11603333333,6.75913333333,5.58766666667,20.9192,5.26726666667
