wavelength,Back_SicAurm,Belly_SicAurm,Breast_SicAurm,Crissum_SicAurm,Crown_SicAurm,DorTail_SicAurm,Rump_SicAurm,Throat_SicAurm,WingTip_SicAurm
329.88,12.3322666667,14.397,12.1122666667,19.8425333334,11.9784666667,11.5834666666,11.0338,12.1894666667,12.546
330.24,12.2138666667,14.5592,12.4708666667,19.9615333333,12.1606666667,11.6705333333,11.0884,12.1576666667,12.6747333333
330.61,12.2642666667,14.6372666667,12.4199333333,19.9706,12.0968666667,11.6269333333,11.1395333333,12.0882,12.5433333333
330.98,12.2340666667,14.709,12.1958666667,20.0323333333,12.0193333333,11.699,10.9405333334,11.9900666667,12.5426666667
331.34,12.2024,14.5398,12.4758666667,19.968,11.8912,11.5888,10.6527333333,11.9086666667,12.5164
331.71,11.745,14.0783333333,12.1536666667,19.6232,11.3246666667,11.1188666667,10.2174666667,11.4318666667,12.229
332.08,12.1515333333,14.3385333333,12.422,19.9828,11.6246,11.3114,10.4427333333,11.8865333334,12.6356666667
332.44,11.7264666667,13.7835333333,11.8502,19.5863333333,11.1186,10.8034,10.0212,11.2930666667,12.3540666667
332.81,11.277,13.1866666667,11.3796666667,19.2388,10.6794,10.4054666666,9.65273333333,10.9672666667,11.8887333333
333.18,11.0016666667,12.8908666667,10.9936,18.9984,10.2198,10.1602,9.39740000001,10.6324666667,11.5499333333
333.54,11.2595333333,12.9521333333,11.1021333333,19.1097333333,10.2759333333,10.3531333334,9.52166666667,10.7102666666,11.5154
333.91,11.0489333333,12.8648,10.9514,18.9341333333,9.97226666668,10.1223333333,9.34586666667,10.704,11.3936666667
334.28,10.8494666666,12.673,10.7718,18.8033333333,9.53900000001,9.73840000001,9.21013333334,10.5362,11.0230666667
334.64,10.8027333333,12.6938,10.7213333333,18.7283333333,9.22786666666,9.66366666665,9.04433333333,10.2828666667,10.9353333333
335.01,10.9996,12.9184666667,10.9519333333,18.8880666667,9.41013333334,9.73273333333,9.55020000001,10.5396666667,10.9895333333
335.38,10.9447333333,12.916,10.6237333333,18.871,9.15393333333,9.6134,9.61346666667,10.2852666667,10.7842666667
335.74,11.1183333333,13.1879333333,10.7286,19.102,9.51353333334,9.94179999999,9.89833333333,10.6221333333,10.8689333333
336.11,10.8962666667,13.2087333333,10.6302,18.8785333333,9.24753333332,9.85626666666,9.78440000001,10.4266666667,10.6086
336.47,11.2691333333,13.594,11.1364,19.2771333333,9.6196,10.3021333333,10.1528,10.9539333333,10.8045333333
336.84,11.0534666667,13.5866666667,10.9918666667,19.233,9.32046666667,10.0828666667,9.99526666667,10.7268,10.5042666667
337.21,10.9963333333,13.7577333333,11.0924,19.3810666667,9.39286666666,10.15,10.1266,10.7947333333,10.5438
337.57,11.129,14.0284666667,11.3389333333,19.5638666667,9.48680000001,10.3337333333,10.3102,11.0917333333,10.8397333333
337.94,11.4193333333,14.2696,11.7122,19.7925333333,9.74506666667,10.5268666667,10.626,11.2326,10.9328
338.31,11.5494666667,14.4145333333,11.8158666667,19.9173333333,9.82093333334,10.707,10.6954666667,11.4486666666,11.0008
338.67,11.1858666667,14.0804,11.5251333333,19.5348,9.43273333335,10.4847333333,10.4274666667,11.2387333333,10.7803333333
339.04,11.0829333333,14.2572666667,11.6408,19.5678,9.25119999999,10.454,10.287,11.275,10.7513333333
339.40,10.8081333333,14.0160666667,11.4291333333,19.2351333333,8.8128,10.1347333333,9.86993333333,11.0342,10.4018
339.77,10.9449333333,14.1575333333,11.6894666667,19.4764,8.84800000001,10.2072666667,9.99086666667,11.0974666667,10.494
340.14,11.0364,14.2297333333,11.8564,19.619,8.97473333333,10.2588,10.0952,11.023,10.5256
340.50,11.2294,14.5504666667,12.1361333333,19.8648666667,9.14313333333,10.4510666667,10.4578,11.1806666667,10.7192666667
340.87,11.3804,14.6119333333,12.2428,19.8424,9.18446666668,10.4521333334,10.4060666667,11.1417333333,10.7980666667
341.23,11.5884,14.7192666667,12.3934,19.887,9.21446666667,10.4526666666,10.4635333333,11.3316666667,10.9290666667
341.60,11.1664,14.2845333333,11.9604,19.4168666667,8.71100000001,9.94179999999,10.1268666667,10.9662,10.3874
341.96,11.4912,14.5411333333,12.2188666667,19.6046,8.90446666667,10.3046666667,10.4250666667,11.3706,10.6599333333
342.33,11.5418,14.4985333333,12.1993333334,19.5838,8.77660000001,10.2476666667,10.4849333333,11.3378,10.5326666667
342.70,11.9789333333,14.8718,12.602,20.1476666667,9.28919999999,10.6330666667,10.8646,11.8316,10.7968
343.06,12.0588,14.6904,12.5620666667,20.1187333333,9.15533333333,10.6010666667,10.8568,11.7929333333,10.6614666667
343.43,12.3702,15.0598,12.997,20.4646,9.6034,11.0392666666,11.2014666667,12.2278,10.9344
343.79,12.2164666667,14.8486,12.8120666666,20.3826666667,9.23066666667,10.8182,10.9862,12.0776666667,10.7146666667
344.16,11.9701333333,14.6966,12.6565333333,20.317,8.92066666667,10.7508,10.8867333333,12.0439333333,10.5445333333
344.52,11.6887333333,14.4336,12.1254,19.9423333333,8.49580000001,10.3192666666,10.5712666667,11.6484,10.2423333333
344.89,11.6485333333,14.4994,12.0964666667,20.0325333333,8.31706666666,10.3024666667,10.5858666667,11.7442666667,10.1953333333
345.25,11.8714666667,14.856,12.2878666667,20.2490666667,8.41746666667,10.5294666667,10.8773333334,11.9493333333,10.3506666667
345.62,11.9398,14.8981333333,12.3263333333,20.4052666666,8.4048,10.5959333333,10.8566,11.9663333333,10.2818666667
345.99,11.6316,14.6570666667,12.0322666667,20.0967333333,7.93733333333,10.2848666667,10.5698,11.7228,9.90886666667
346.35,11.6518,14.8274,12.1836,20.2736666666,7.9216,10.3164666667,10.6360666667,11.8621333333,10.0546
346.72,11.3316,14.5889333333,11.9220666667,19.9577333334,7.3646,9.96246666666,10.3779333333,11.5584666667,9.81839999999
347.08,10.8226666667,14.1252,11.5218,19.552,6.8018,9.43993333333,9.86479999999,11.0738666667,9.38206666667
347.45,10.6578666667,13.9968666667,11.3232,19.4718,6.48493333333,9.112,9.75626666665,10.8880666667,9.2358
347.81,10.9292666667,14.4435333333,11.5791333333,19.7371333333,6.8194,9.4478,10.0628,11.204,9.68173333335
348.18,11.3682666667,14.9425333333,11.9717333333,20.0059333333,7.19653333333,9.763,10.4246,11.6546,10.0222
348.54,11.5517333333,15.0878,12.2222,20.2704666666,7.35473333333,9.93613333331,10.6086666667,11.9768666666,10.0540666667
348.91,11.6694666667,15.2503333333,12.3586,20.3550666667,7.58186666667,10.1496666667,10.8193333334,12.1991333333,10.2590666667
349.27,11.4168,14.9857333333,12.1558,20.2872,7.35406666667,10.0229333333,10.5055333333,11.9453333333,10.0573333333
349.64,11.4186,15.0432,12.2327333333,20.2599333333,7.28733333333,9.99893333332,10.4869333333,12.0428,10.0369333333
350.00,11.3934666667,15.0809333333,12.252,20.375,7.2854,9.89526666665,10.4872666667,12.0444666667,10.0192
350.37,11.2745333333,15.0659333333,12.1342,20.3903333333,7.26446666667,9.98106666667,10.3791333333,11.8870666667,9.9622
350.73,11.1895333333,15.02,12.0888,20.2614,7.2264,9.87206666668,10.2716,11.8349333333,9.83506666667
351.10,11.7646,15.6854,12.5536666667,20.8462666667,7.85473333333,10.4156,10.8369333333,12.4557333333,10.3067333333
351.46,11.398,15.3640666667,12.1486666667,20.4434,7.5238,10.0331333333,10.5556,12.1448,9.96680000001
351.83,11.0135333333,15.0366,11.7288666667,20.1007333333,7.02706666667,9.5116,10.1738,11.7746666667,9.48226666667
352.19,10.4552666667,14.4664,11.1357333333,19.7032,6.57066666667,9.01626666667,9.65339999999,11.2606666667,8.97646666666
352.55,10.3072,14.4051333333,11.1344,19.607,6.44706666667,9.04066666666,9.50700000001,11.1432,8.939
352.92,10.3614,14.4966666667,11.2567333333,19.6085333333,6.56613333333,8.99353333335,9.50473333333,11.1793333333,8.9794
353.28,10.019,14.2592,10.9988666667,19.3329333333,6.32446666667,8.66086666667,9.22,10.9362,8.61559999999
353.65,10.1016,14.4469333333,11.0956666667,19.6053333333,6.57273333333,8.82400000001,9.43713333333,11.1487333333,8.94879999999
354.01,9.95413333333,14.3351333333,11.0244666667,19.5176,6.49473333333,8.77186666668,9.28140000001,11.0409333333,8.87213333332
354.38,9.96373333332,14.2268666667,10.9068,19.3228,6.52553333333,8.53086666666,9.22126666667,11.0624666667,8.7506
354.74,9.99773333334,14.2042666667,10.8652666667,19.4104,6.62173333333,8.49513333334,9.28266666667,11.0404,8.74106666668
355.11,9.68439999999,13.7718666667,10.5126666667,19.0250666667,6.29586666667,8.2048,8.90360000001,10.6892666667,8.52346666667
355.47,10.0262,14.0352666667,10.875,19.416,6.79086666667,8.62526666667,9.22146666667,11.0543333333,8.90726666667
355.83,10.1349333333,14.0961333334,10.9413333333,19.5668,6.9948,8.80246666667,9.32993333333,11.223,8.93886666667
356.20,10.2932666667,14.2024666667,11.0846666667,19.7603333333,7.14313333333,8.89906666667,9.54493333334,11.4492,9.06379999999
356.56,9.93826666667,13.8980666667,10.6484666667,19.4892,6.83686666667,8.50466666667,9.21326666666,11.0819333333,8.71413333333
356.93,9.70746666667,13.6516666667,10.4320666667,19.434,6.60606666667,8.3896,9.07220000001,10.9882,8.52060000001
357.29,9.85973333334,13.7700666667,10.4791333333,19.4640666667,6.74746666667,8.4148,9.32086666667,11.1612,8.65733333334
357.66,9.92033333332,13.6894666667,10.4175333333,19.4776666667,6.72526666666,8.41359999999,9.36186666665,11.0893333333,8.58393333334
358.02,9.82213333332,13.6047333333,10.3113333333,19.4614666667,6.6612,8.30153333334,9.26313333333,11.0536666667,8.50686666666
358.38,9.71239999999,13.4833333333,10.3062666667,19.4589333333,6.60306666667,8.28566666666,9.19060000001,10.9866666667,8.46020000001
358.75,9.68299999999,13.4768,10.232,19.5215333333,6.54313333333,8.18740000001,9.05139999999,10.9816,8.4214
359.11,9.82593333334,13.7497333333,10.4177333333,19.6711333333,6.78133333333,8.33013333334,9.24559999999,11.1282,8.5712
359.48,9.78593333332,13.7591333333,10.3888,19.6797333333,6.727,8.24960000001,9.18273333333,11.096,8.48813333333
359.84,9.55273333333,13.4790666667,10.172,19.3550666667,6.44266666667,7.93586666666,8.85866666667,10.8181333333,8.30179999999
360.20,9.49373333334,13.3559333333,10.1214666667,19.1602,6.283,7.84133333334,8.65486666667,10.5730666667,8.17120000001
360.57,9.884,13.6242666667,10.4103333333,19.4816666667,6.69906666667,8.22506666667,8.979,11.0047333333,8.51719999999
360.93,9.98806666667,13.7189333333,10.4222666667,19.486,6.81086666666,8.23053333334,9.00053333334,11.0254666667,8.55519999999
361.29,10.1512666667,13.8422666667,10.59,19.7200666667,6.95786666667,8.42,9.04653333333,11.0789333333,8.65106666667
361.66,9.9368,13.6948,10.4841333333,19.5396,6.7986,8.20946666666,8.7798,10.9257333333,8.51926666666
362.02,9.90886666666,13.667,10.428,19.5768,6.8466,8.15746666667,8.75066666667,10.9144666667,8.40493333334
362.39,9.83200000001,13.6373333333,10.3400666667,19.5290666667,6.7788,8.01626666666,8.7138,10.775,8.3366
362.75,9.6652,13.4734666667,10.2365333333,19.3902666667,6.6886,7.81280000001,8.61733333333,10.6284,8.15766666667
363.11,9.4538,13.2568,10.0122666667,19.2785333333,6.51813333333,7.56306666667,8.4652,10.4543333333,7.94213333333
363.48,9.36379999999,13.1406666667,9.88000000001,19.2426,6.42193333333,7.46453333333,8.40006666667,10.3545333333,7.82186666667
363.84,9.51146666667,13.3401333333,10.1278666667,19.5456,6.62433333333,7.71126666667,8.56273333333,10.5616666667,7.94053333333
364.20,9.50306666667,13.41,10.1016666667,19.6778666666,6.70953333333,7.66666666667,8.60053333333,10.6727333333,7.9806
364.57,9.40473333333,13.3405333333,10.0779333333,19.6078666667,6.6642,7.48753333334,8.49633333333,10.4902666667,7.87033333333
364.93,9.51173333333,13.4098,10.1885333333,19.7480666667,6.78,7.55146666667,8.62473333333,10.4753333333,7.955
365.29,9.4818,13.3826,10.1746666667,19.6841333333,6.8024,7.45813333333,8.5834,10.4773333333,7.95646666667
365.66,9.65080000001,13.5107333333,10.3008666667,19.8733333333,7.0358,7.60993333333,8.74260000001,10.6144666667,8.01506666667
366.02,9.70979999999,13.5579333333,10.2999333333,19.8677333333,7.06733333333,7.65646666667,8.81253333333,10.5367333333,8.15786666666
366.38,9.87753333334,13.7478,10.4654,20.0606666667,7.30906666666,7.92846666667,8.98180000001,10.7224,8.33939999999
366.75,10.0,13.9936666667,10.6504666667,20.1622666667,7.50853333333,8.22426666667,9.05033333334,10.8696666667,8.53820000001
367.11,10.2955333333,14.2044,10.953,20.4671333333,7.79253333333,8.52406666666,9.31506666666,11.0866,8.78493333333
367.47,10.3684666667,14.2962,10.9500666667,20.4674,7.82493333333,8.52306666666,9.28800000001,11.0836,8.88973333334
367.84,10.423,14.3204666667,10.8875333333,20.3574,7.96006666667,8.49746666667,9.33386666667,11.0454,8.9472
368.20,10.5051333333,14.33,10.9634666667,20.3412666667,8.1,8.59013333333,9.40893333334,11.1136,9.1212
368.56,10.3298,14.1304666667,10.7597333333,20.2524666667,7.94446666667,8.44199999999,9.28253333333,10.9613333333,8.94693333333
368.93,10.2682666667,13.9612,10.7042666667,20.1295333333,7.9308,8.38833333334,9.16859999999,10.9610666667,8.91413333333
369.29,10.2585333333,13.8682666667,10.7326666667,20.1882666666,8.00686666667,8.44166666667,9.21373333333,10.9697333333,8.94453333333
369.65,10.1263333333,13.7054,10.5468,20.0236666667,7.8738,8.37459999999,9.17186666667,10.8198,8.87313333333
370.01,10.3158666667,13.8375333333,10.6704,20.1381333333,8.02506666667,8.49540000001,9.30619999999,10.9898666667,9.01853333335
370.38,10.3635333333,13.7482666667,10.5959333333,20.0532666667,8.02026666667,8.47573333333,9.26653333333,11.0028666667,9.04686666667
370.74,10.4434666667,13.6656666667,10.5545333333,20.0286,8.05206666667,8.43246666667,9.33059999999,11.0415333333,9.09359999999
371.10,10.2861333333,13.4299333333,10.3872,19.7819333333,7.89046666667,8.20960000001,9.1372,10.8900666667,8.9862
371.46,10.2874,13.3467333333,10.3772666667,19.6874666667,7.86066666667,8.23413333333,9.05486666667,10.8236666667,8.99426666666
371.83,10.4673333333,13.4326666667,10.5346,19.7856,7.96106666667,8.36426666666,9.19966666667,10.9264666667,9.17526666667
372.19,10.7290666667,13.6657333334,10.7634666667,20.0676666667,8.27446666667,8.66793333334,9.47473333334,11.1867333333,9.42373333333
372.55,10.8743333333,13.7447333333,10.9892,20.1555333333,8.37006666667,8.75393333334,9.52820000001,11.3078666667,9.66300000001
372.92,10.9699333333,13.8065333333,11.0630666667,20.235,8.40766666666,8.81706666667,9.62166666666,11.3815333333,9.75026666666
373.28,10.9518,13.7958,11.0467333333,20.1341333333,8.35219999999,8.74606666667,9.57293333333,11.3554,9.76053333332
373.64,11.1255333333,13.9083333333,11.1778,20.2826,8.4918,8.81466666667,9.5896,11.4734666667,9.88006666666
374.00,11.0761333333,13.8498,11.1963333334,20.2602666667,8.58519999999,8.8466,9.58033333334,11.4751333333,9.92473333333
374.37,11.1306,13.8548,11.2994,20.2558666667,8.66333333333,8.8832,9.63293333334,11.4438666666,9.96013333333
374.73,11.4504666667,14.1889333334,11.7272666667,20.6192,9.0398,9.29700000001,10.0358666667,11.7803333333,10.3304666667
375.09,11.4031333333,14.2202666667,11.6646666667,20.5764,9.05173333333,9.37159999999,9.97453333333,11.7901333333,10.2882
375.45,11.2534666667,14.0774666667,11.5088666667,20.4524666667,8.9576,9.223,9.85853333334,11.6385333333,10.1246
375.81,11.1022666667,13.8908666667,11.3924,20.3650666666,8.83366666666,9.08233333333,9.7404,11.4801333333,9.98513333332
376.18,10.8635333333,13.6292666667,11.1757333333,20.0814,8.57213333333,8.83793333334,9.4846,11.2290666667,9.71639999999
376.54,10.7999333333,13.5843333334,11.0700666667,19.9378666667,8.54546666667,8.78213333333,9.41646666666,11.0806,9.5864
376.90,10.949,13.7044666667,11.1739333333,19.9511333333,8.66593333334,8.90473333334,9.47846666667,11.0998666667,9.68726666667
377.26,10.9348,13.6524,11.0841333333,19.9026,8.56973333333,8.89539999999,9.40019999999,10.9238,9.69433333334
377.63,10.8504,13.5092,11.0096666667,19.7188666667,8.45446666667,8.79706666667,9.33920000001,10.7578666667,9.66173333333
377.99,10.8462666667,13.4338,10.9034666667,19.5697333333,8.28146666667,8.69533333333,9.2144,10.6317333333,9.58760000001
378.35,10.7293333333,13.3062,10.7464666667,19.4132666667,8.15046666667,8.63726666667,9.08626666667,10.4826,9.52353333333
378.71,10.6971333334,13.1741333334,10.5612,19.2139333334,7.9642,8.54633333333,8.881,10.3071333333,9.39860000001
379.07,10.8597333333,13.2638,10.6956,19.2349333333,8.0684,8.66686666667,9.05566666667,10.3183333333,9.55053333334
379.44,10.9558666667,13.2827333333,10.799,19.2878666667,8.16626666667,8.81359999999,9.17433333333,10.4345333333,9.67733333334
379.80,10.9885333333,13.2609333334,10.7536666667,19.2466,8.15306666667,8.85626666666,9.1262,10.4124,9.67033333333
380.16,10.9857333333,13.2507333333,10.7096666667,19.1533333333,8.08233333333,8.86673333334,9.06526666667,10.3068666667,9.63766666667
380.52,11.0692666667,13.2497333333,10.7032666667,19.1242,8.102,8.94986666667,9.1128,10.3478,9.73593333333
380.88,10.8708666666,13.0572666667,10.497,18.9210666667,7.91173333333,8.85233333333,8.94833333333,10.1976666667,9.53046666667
381.24,10.8715333333,13.0158666667,10.485,18.8314,7.965,8.87846666666,8.95593333333,10.2723333333,9.50913333333
381.61,10.8914666667,13.0345333333,10.4478,18.7718666667,7.98973333333,8.9292,8.93766666667,10.2827333333,9.51693333332
381.97,10.9187333333,13.0592,10.4494666667,18.716,8.02966666667,9.00979999999,8.98653333333,10.2757333333,9.51159999999
382.33,10.9666,13.0655333333,10.4423333333,18.7703333333,8.0176,9.02106666667,8.9858,10.3268,9.50426666667
382.69,10.6472,12.7536,10.1654,18.5252,7.81486666667,8.75106666667,8.7366,10.04,9.24753333334
383.05,10.5063333334,12.5168,9.92760000001,18.3790666666,7.62633333333,8.60886666667,8.5126,9.89746666665,9.05159999999
383.41,10.6482,12.6046666667,10.0263333333,18.4304666667,7.7046,8.71766666668,8.61306666667,9.96733333333,9.12406666666
383.77,10.5948666667,12.5530666667,9.97866666665,18.2862,7.65986666667,8.68226666667,8.5778,9.909,9.08860000001
384.14,10.6918666667,12.6570666667,10.0407333333,18.3882,7.71173333334,8.79086666667,8.67666666667,9.98446666668,9.20999999999
384.50,10.6172,12.5943333333,9.95873333335,18.3359333333,7.59086666667,8.76273333334,8.60166666667,9.8916,9.13293333335
384.86,10.708,12.6000666667,9.98079999999,18.3704666667,7.60173333334,8.81260000001,8.66493333333,9.8938,9.18606666667
385.22,10.6617333333,12.5576666667,9.91106666666,18.3436666667,7.55413333333,8.82293333333,8.65166666667,9.8368,9.13546666667
385.58,10.5250666667,12.4250666667,9.80293333335,18.2002,7.42513333333,8.73753333333,8.50053333333,9.64800000001,8.98326666667
385.94,10.496,12.3570666667,9.79873333331,18.2472666667,7.41873333333,8.76566666667,8.52033333334,9.60566666667,8.99346666667
386.30,10.5379333333,12.4318,9.83786666667,18.2240666667,7.43613333333,8.81193333333,8.602,9.64286666668,9.05133333333
386.66,10.6676,12.5550666667,9.97046666667,18.3238,7.5048,8.93673333333,8.72193333333,9.75920000001,9.16086666666
387.03,10.7363333333,12.6451333333,10.1123333333,18.3629333333,7.58013333333,9.06106666667,8.81893333334,9.80080000001,9.256
387.39,10.6594,12.5713333333,10.0189333333,18.2395333333,7.44826666667,9.01633333333,8.74033333333,9.70586666667,9.20033333333
387.75,10.5302,12.4226666667,9.85439999999,18.1115333333,7.2938,8.92853333334,8.6084,9.55853333333,9.07006666666
388.11,10.5340666666,12.3576666667,9.85060000001,18.0502,7.31653333333,8.93053333333,8.60013333333,9.59153333334,9.03406666667
388.47,10.4992,12.2893333333,9.83626666667,17.9858,7.2896,8.94500000001,8.56933333333,9.5782,8.98913333333
388.83,10.4457333333,12.2088,9.8322,17.9335333333,7.27626666667,8.95739999999,8.5552,9.5286,8.96146666666
389.19,10.4555333333,12.12,9.77506666667,17.8617333333,7.20933333333,8.90819999999,8.522,9.50533333333,8.94473333333
389.55,10.5089333333,12.1317333333,9.7992,17.8820666667,7.21546666667,8.96713333333,8.59433333333,9.58586666667,8.98819999999
389.91,10.6542666667,12.2044666667,9.9042,17.8896,7.33446666667,9.0672,8.68006666667,9.69113333333,9.09686666666
390.27,10.6020666666,12.043,9.85366666667,17.7997333333,7.21706666667,9.04426666666,8.59006666667,9.56226666667,8.9838
390.63,10.5862666667,12.0006666667,9.78453333334,17.7210666667,7.173,9.06059999999,8.5914,9.535,8.96073333333
391.00,10.6146666667,12.0254666667,9.80239999999,17.764,7.1812,9.10286666666,8.56486666667,9.55013333332,8.99353333333
391.36,10.5072666667,11.8214666667,9.65466666667,17.6305333333,7.04366666667,8.96966666666,8.4484,9.43533333334,8.87166666667
391.72,10.6533333333,11.9286666667,9.78100000001,17.7536666667,7.17333333333,9.12546666667,8.58333333333,9.57486666667,9.00666666667
392.08,10.6656,11.8701333333,9.72226666669,17.7332666667,7.1142,9.14139999999,8.5648,9.49966666667,8.98093333333
392.44,10.7182666667,11.8920666667,9.7308,17.7427333333,7.15026666666,9.19466666667,8.59986666667,9.51806666666,9.04393333333
392.80,10.6816,11.8242666667,9.66286666667,17.7140666667,7.10246666667,9.1576,8.5338,9.5118,9.04806666667
393.16,10.7470666667,11.8800666667,9.73453333333,17.7701333333,7.17113333334,9.26346666667,8.5686,9.53206666667,9.12973333333
393.52,10.7196666667,11.7534666667,9.66353333334,17.6812,7.12133333333,9.23713333333,8.52066666667,9.47539999999,9.12219999999
393.88,10.5106666667,11.5519333333,9.4664,17.5271333333,6.9436,9.1134,8.3484,9.29906666666,8.95633333334
394.24,10.5274666667,11.4942,9.44153333333,17.4928,7.014,9.16840000001,8.3494,9.33446666667,9.02266666666
394.60,10.5777333333,11.4567333333,9.47173333333,17.4946666667,7.07546666667,9.26673333333,8.38953333333,9.34720000001,9.09273333334
394.96,10.4871333333,11.2518,9.29280000001,17.3227333333,6.92853333334,9.17533333334,8.33486666667,9.20613333334,8.9634
395.32,10.6722666667,11.4262666667,9.5102,17.4266,7.16013333333,9.42006666666,8.50113333333,9.39186666667,9.1644
395.68,10.5934666667,11.3157333333,9.42046666667,17.2914666667,7.08186666667,9.39693333334,8.42773333333,9.26026666667,9.14813333333
396.04,10.5367333333,11.1541333333,9.32773333334,17.1418,6.99913333333,9.36826666667,8.32973333333,9.13426666667,9.10286666667
396.40,10.5856666667,11.0605333334,9.28533333333,17.0372,7.00106666667,9.38873333333,8.32086666667,9.11580000001,9.09393333334
396.76,10.653,11.0533333333,9.28693333333,16.9454,7.01046666667,9.47306666666,8.34186666667,9.07099999999,9.1116
397.12,10.6247333333,10.969,9.21059999999,16.8156,6.9574,9.50593333333,8.32453333333,9.00479999999,9.11273333334
397.48,10.7481333333,11.0762666667,9.34120000001,16.9150666667,7.0956,9.68026666666,8.43686666667,9.12866666667,9.2306
397.84,10.8139333333,11.0011333334,9.33326666667,16.8549333333,7.0672,9.77213333332,8.4312,9.13493333333,9.28086666667
398.20,10.7228,10.8784,9.18986666667,16.6646,6.94446666667,9.71960000001,8.3056,8.97506666667,9.18353333333
398.56,10.6744,10.7729333333,9.1344,16.5278666667,6.87373333333,9.725,8.21386666667,8.87213333332,9.10046666667
398.92,10.7484666667,10.8444666667,9.21166666666,16.5457333333,6.9978,9.873,8.2686,8.9692,9.25286666667
399.28,10.7658,10.8398,9.1986,16.5208,6.96653333333,9.92446666668,8.3108,8.95053333333,9.26360000001
399.64,10.7558,10.7655333333,9.14906666667,16.4464,6.9192,9.97419999999,8.258,8.96473333334,9.24953333333
400.00,10.7425333333,10.7779333333,9.12826666667,16.3986666667,6.95766666667,10.0034666667,8.2918,9.004,9.28086666666
400.36,10.7406,10.7577333333,9.14666666667,16.422,6.991,10.0814666667,8.32826666667,9.02426666666,9.33533333334
400.72,10.6870666667,10.6781333333,9.04973333333,16.3283333333,6.938,10.0752,8.29226666667,8.98133333333,9.27820000001
401.08,10.5468,10.4653333333,8.85466666667,16.1555333333,6.7778,9.95233333332,8.11053333333,8.83966666665,9.10526666667
401.44,10.5605333333,10.376,8.8162,16.0558666667,6.7578,9.99853333335,8.07393333333,8.78159999999,9.12200000001
401.80,10.545,10.3143333333,8.76653333333,15.9907333333,6.7444,9.97486666668,8.053,8.74713333333,9.12186666667
402.16,10.5823333333,10.3226,8.80533333333,16.0340666667,6.8052,10.0056666667,8.0714,8.81986666665,9.17933333333
402.52,10.5673333333,10.2502666667,8.71806666667,15.9422666667,6.7566,9.95960000001,8.02413333333,8.76713333333,9.1902
402.88,10.518,10.1337333333,8.6542,15.8344666667,6.6582,9.88693333333,7.965,8.66173333333,9.13879999999
403.24,10.395,9.962,8.48013333333,15.6961333333,6.5732,9.78226666667,7.7806,8.51019999999,9.0578
403.60,10.4277333333,9.92066666666,8.48153333333,15.663,6.6194,9.78640000001,7.82726666667,8.50346666667,9.06413333334
403.95,10.4446,9.89286666666,8.50886666667,15.6371333333,6.63046666667,9.81673333333,7.82646666667,8.51486666667,9.11986666666
404.31,10.4020666667,9.83573333335,8.44446666667,15.5292666667,6.5928,9.77053333332,7.7958,8.44486666666,9.10440000001
404.67,10.454,9.89546666667,8.5212,15.5896,6.70733333333,9.83686666668,7.84753333333,8.52973333333,9.22159999999
405.03,10.5335333333,9.94946666667,8.6164,15.6104666667,6.77426666667,9.92433333333,7.92553333333,8.58853333333,9.31526666666
405.39,10.4579333333,9.87946666666,8.52213333333,15.5166666667,6.72693333333,9.83520000001,7.89353333333,8.51160000001,9.24980000001
405.75,10.4686666667,9.89573333334,8.5104,15.5142,6.77953333333,9.83786666665,7.89433333333,8.53119999999,9.26353333333
406.11,10.5998,9.98886666667,8.59893333333,15.5833333333,6.87126666667,9.95299999999,7.99106666666,8.63039999999,9.35946666666
406.47,10.5666,9.92106666668,8.56526666667,15.544,6.84193333333,9.92580000001,7.94426666667,8.60953333333,9.30566666667
406.83,10.6011333333,9.93273333333,8.5706,15.5617333333,6.90953333333,9.97080000001,7.93546666667,8.66340000001,9.3372
407.19,10.7120666667,10.0202666667,8.687,15.6535333333,7.04126666667,10.109,8.09026666667,8.77786666666,9.45186666667
407.55,10.7103333333,9.98600000001,8.65806666667,15.6634666667,7.00566666667,10.0868666666,8.03586666667,8.74853333333,9.4364
407.90,10.7296666667,9.9884,8.69366666667,15.6946666667,7.04153333333,10.1239333333,8.05393333333,8.75073333334,9.46473333333
408.26,10.804,10.0350666667,8.759,15.7614,7.11413333333,10.2138,8.08633333333,8.81259999999,9.51673333333
408.62,10.7294666667,9.94139999999,8.67346666666,15.6979333334,7.03606666667,10.1572,8.00926666667,8.74179999999,9.44006666667
408.98,10.7336666667,9.92180000001,8.6944,15.7227333333,7.09746666667,10.16,8.0202,8.75219999999,9.4484
409.34,10.833,9.99346666667,8.76353333333,15.8336666666,7.174,10.2602,8.05993333333,8.84700000001,9.5348
409.70,10.8366,9.99133333333,8.783,15.8397333333,7.16473333333,10.2785333333,8.0548,8.82366666667,9.52653333335
410.06,10.8644,9.99660000001,8.81773333333,15.8643333333,7.2134,10.3196,8.10886666667,8.83586666667,9.56906666666
410.42,10.9318,10.0963333333,8.8734,15.9456666667,7.3056,10.4136,8.172,8.92020000001,9.67406666667
410.77,10.9341333333,10.1113333333,8.89493333333,15.9445333333,7.34293333333,10.4407333333,8.2094,8.91546666667,9.7036
411.13,10.8212666667,9.99126666666,8.79993333333,15.8343333333,7.23353333333,10.3564666667,8.07693333333,8.7918,9.60906666667
411.49,10.8742,10.074,8.87893333333,15.8840666666,7.37153333333,10.4106666666,8.168,8.88226666667,9.68933333334
