wavelength,Back_ThrBonf,Belly_ThrBonf,Breast_ThrBonf,Crissum_ThrBonf,Crown_ThrBonf,DorTail_ThrBonf,Patch10_ThrBonf,Patch11_ThrBonf,Rump_ThrBonf,Throat_ThrBonf,WingTip_ThrBonf
300.78,5.44113333333,6.50463333333,3.4102,3.9099,4.27753333333,6.31500666667,4.8082,6.09553333333,4.25888888889,6.02516666667,6.89847301587
301.15,5.64633333333,6.6982,3.59706666667,4.15753333333,4.36226666667,6.53033333333,4.8638,6.2416,4.27806666667,6.27203333333,7.08893333334
301.52,5.98926666667,7.0718,3.9034,4.46793333333,4.63193333333,6.73057333333,5.0471,6.4896,4.45984444444,6.59476666667,7.34288412698
301.89,6.0348,7.21703333334,3.8892,4.4664,4.8202,6.62918333333,5.0681,6.45,4.42437777778,6.63433333333,7.30903015874
302.26,5.91733333333,7.1072,3.70033333333,4.18646666667,4.6236,6.34101333333,4.956,6.29653333333,4.21833333333,6.4615,7.13782539683
302.63,6.097,7.39269999999,4.01713333333,4.3588,4.78106666667,6.49698333333,5.2636,6.42533333333,4.47871111111,6.83753333333,7.42210158731
303.00,6.42293333334,7.81903333333,4.47126666667,4.687,5.23133333333,6.77026666667,5.47626666667,6.7516,4.78202222222,7.22556666667,7.86451904761
303.37,6.2024,7.65923333333,4.419,4.51123333333,5.12113333333,6.61636,5.29726666667,6.59026666666,4.62764444444,7.02676666667,7.57643968254
303.74,6.41373333333,7.7478,4.6754,4.6177,5.36806666667,6.76412666667,5.52443333333,6.7534,4.77228888889,7.19626666667,7.61760952381
304.10,6.6512,7.95086666666,5.00666666666,4.79,5.70733333333,6.99628333333,5.81226666667,6.8966,4.98526666667,7.48,7.88056507936
304.47,6.6622,8.08616666667,5.16653333333,4.92196666667,5.82373333333,7.00662333333,6.01176666667,6.95433333333,5.12077777778,7.74536666667,7.92801269841
304.84,6.9956,8.44473333334,5.48326666667,5.29143333333,6.18540000001,7.27050666667,6.4615,7.3246,5.51806666667,8.17879999999,8.26904126983
305.21,6.60466666667,8.22480000001,5.26826666667,4.95016666667,6.04613333333,6.95449666667,6.30773333333,7.01473333333,5.43506666667,8.06846666667,8.02242539682
305.58,6.06933333333,7.7766,4.74093333333,4.5302,5.5856,6.54319333333,5.85983333333,6.46393333333,5.03211111111,7.61516666667,7.4949031746
305.95,5.83973333333,7.52146666667,4.657,4.4558,5.3486,6.35061666667,5.63416666667,6.28433333333,4.86157777778,7.43016666667,7.27666507936
306.32,6.0804,7.75703333333,5.02793333333,4.9219,5.60526666666,6.57037,5.8718,6.5998,5.21211111111,7.71356666667,7.52805396825
306.69,6.08353333333,7.63186666667,5.0736,5.076,5.60986666667,6.61322333333,5.8099,6.65106666667,5.25982222222,7.74686666667,7.56848571428
307.06,5.71366666666,7.2329,4.76273333333,4.81716666667,5.20173333333,6.27643,5.6161,6.3986,5.06202222222,7.53763333333,7.2455968254
307.43,6.03373333333,7.45690000001,4.94426666667,5.11673333333,5.4704,6.50667,5.85453333333,6.7082,5.40273333333,7.93823333333,7.53527936509
307.80,5.84426666667,7.46839999999,4.84713333333,4.94113333333,5.38913333333,6.452,5.81296666667,6.619,5.4256,7.93666666667,7.44840793652
308.17,5.46173333333,7.31993333333,4.5984,4.79263333333,5.141,6.10165333333,5.5366,6.39233333333,5.18104444445,7.77573333333,7.25327777778
308.54,5.68786666667,7.66386666667,4.9866,5.1511,5.42606666667,6.32571333333,5.75626666667,6.6238,5.43773333333,8.05126666667,7.53927460317
308.90,5.71473333333,7.73059999999,5.12266666667,5.1623,5.5602,6.38988333333,5.79483333333,6.67453333333,5.40171111111,8.17583333333,7.44019365079
309.27,5.8836,7.851,5.12913333333,5.2453,5.53226666667,6.47455666667,5.85576666667,6.71293333334,5.40622222222,8.21863333333,7.3737031746
309.64,6.26726666667,8.18296666667,5.61546666667,5.52606666667,5.9046,6.73428666667,6.1843,7.08453333333,5.74975555555,8.63656666666,7.69372698413
310.01,6.23886666667,8.30796666667,5.56426666667,5.47196666667,5.8954,6.73195666667,6.19786666667,7.05853333334,5.73251111111,8.68113333334,7.69708571429
310.38,6.10066666666,8.35653333334,5.41773333333,5.36893333333,5.90366666667,6.63865,6.1754,6.9332,5.62493333334,8.7239,7.64883650794
310.75,6.10073333333,8.42596666666,5.31293333333,5.1759,5.84326666666,6.52279,6.1186,6.90353333333,5.47942222222,8.64043333334,7.53858571429
311.12,6.40433333333,8.78003333334,5.50793333333,5.3804,6.12546666666,6.84680333334,6.31036666667,7.1158,5.61284444445,8.89159999999,7.69955873015
311.49,6.44293333333,8.90763333334,5.61066666667,5.39113333333,6.20066666667,6.96157666667,6.42776666667,7.13446666667,5.57291111111,8.99743333333,7.81563015872
311.85,6.47746666667,8.95566666666,5.65046666667,5.4876,6.15686666667,6.90155666667,6.3956,7.11846666667,5.45486666667,9.09976666667,7.91856031746
312.22,6.7532,9.25826666665,5.91286666667,5.75033333333,6.36233333332,7.13624333333,6.5811,7.40486666667,5.67893333334,9.42076666665,8.09934444445
312.59,6.47773333333,8.99370000001,5.58433333333,5.37693333333,6.14573333334,6.88444333333,6.2622,7.13446666667,5.41033333333,9.21423333334,7.76272539682
312.96,6.55673333333,9.20993333333,5.62873333333,5.4108,6.28286666667,6.91137666667,6.3721,7.12973333333,5.50875555556,9.28103333333,7.86092539683
313.33,6.74773333333,9.46720000001,5.91713333333,5.61753333333,6.47913333333,7.04133666667,6.572,7.34653333333,5.67586666667,9.52426666667,8.05392698412
313.70,6.55453333333,9.3037,5.66713333333,5.427,6.25433333333,6.79057666667,6.4179,7.18526666667,5.36966666667,9.38433333334,7.85112380952
314.07,7.02433333333,9.67126666667,6.06206666667,5.78216666667,6.63353333333,7.14256,6.7201,7.51633333333,5.64326666667,9.77753333331,8.14117936509
314.43,7.3502,9.97016666667,6.31873333333,6.0012,6.83746666666,7.3011,6.99663333333,7.83906666666,5.94475555555,10.0217666667,8.43155873016
314.80,7.84233333333,10.4325666667,6.7876,6.49236666667,7.302,7.74586,7.37633333333,8.34633333334,6.44624444444,10.4941333333,8.94373968255
315.17,7.8468,10.4753333333,6.802,6.48313333333,7.36726666667,7.65330666666,7.42776666667,8.34466666667,6.513,10.4221,8.96544444445
315.54,7.7468,10.3331666667,6.756,6.3167,7.27093333334,7.53268,7.28146666667,8.14526666666,6.35584444444,10.2565333333,8.79703650794
315.91,7.7012,10.2769,6.77193333333,6.2516,7.26926666666,7.45129333333,7.16283333333,8.12053333334,6.38293333333,10.2033333333,8.61564126983
316.28,7.31873333333,9.87173333333,6.35233333333,5.66096666667,6.95953333333,7.14889,6.7363,7.6948,5.91926666667,9.7873,8.14164444444
316.64,7.66406666667,10.2859333333,6.71986666667,6.09573333333,7.31733333333,7.4519,7.0792,7.97886666667,6.19026666667,10.1201333333,8.4923047619
317.01,7.56493333333,10.0525333333,6.61313333333,5.93996666667,7.14253333333,7.35395,6.76203333333,7.91866666667,5.91071111111,9.94110000001,8.3433015873
317.38,7.5658,9.92783333333,6.45766666667,5.939,7.17766666667,7.36315,6.65576666667,7.97546666666,5.81851111111,9.876,8.32415555556
317.75,7.9178,10.2527,6.75673333333,6.3582,7.54500000001,7.69549,6.96233333333,8.33773333333,6.2068,10.1756666667,8.67446507937
318.12,8.03493333333,10.2983333333,6.8002,6.4201,7.55453333332,7.68582333333,7.10406666667,8.5178,6.25733333333,10.2875666667,8.80262698413
318.49,7.97840000001,10.0785333333,6.7762,6.37863333333,7.56113333333,7.66587,7.01826666667,8.31399999999,6.13551111111,10.2022666667,8.66937460318
318.85,7.44013333333,9.59790000001,6.452,5.90186666667,7.27546666667,7.20876,6.7036,7.78253333333,5.6258,9.90246666665,8.15151746032
319.22,7.34133333333,9.41796666666,6.3478,5.71356666667,7.12946666667,7.13454,6.49863333333,7.68626666667,5.4388,9.92146666667,8.01941111111
319.59,7.09713333333,9.31563333333,6.08393333333,5.56626666667,6.99106666666,6.83945333333,6.33003333333,7.60926666667,5.34355555555,9.73743333334,7.8734047619
319.96,7.1932,9.3274,6.06933333333,5.55376666667,7.05613333334,6.80989333333,6.4832,7.67579999999,5.38255555555,9.81526666667,7.88011428571
320.32,7.55613333333,9.5553,6.42833333333,5.92833333333,7.41239999999,7.10238333333,6.94916666667,8.06359999999,5.76335555556,10.1478666667,8.2648
320.69,7.46513333333,9.41553333334,6.44926666667,5.73076666667,7.33646666667,6.91257666667,6.8097,7.93986666666,5.6176,10.1108,8.08889365079
321.06,7.737,9.70436666668,6.671,6.02676666667,7.63773333333,7.13042,7.11566666667,8.16959999999,5.96713333333,10.4146666667,8.35633968253
321.43,7.5526,9.67630000001,6.60706666667,5.79076666667,7.52813333333,6.87379333333,6.99356666667,8.00993333333,5.81331111111,10.2575,8.23742698413
321.80,7.53753333333,9.76676666667,6.49426666667,5.68636666667,7.59499999999,6.84914,6.97956666666,7.96200000001,5.62917777778,10.2654,8.13737301587
322.16,7.31986666667,9.54173333334,6.33106666667,5.4894,7.458,6.6865,6.77293333333,7.72113333334,5.55888888889,10.1456,7.96875873016
322.53,6.9976,9.4445,5.9916,5.2652,7.15326666667,6.37609666666,6.40043333333,7.53459999999,5.1296,9.89703333335,7.67664126984
322.90,7.17766666667,9.76373333334,6.05866666667,5.5421,7.31759999999,6.61833,6.64963333333,7.84359999999,5.32642222222,10.1696,7.76694285714
323.27,7.1834,9.85466666667,6.0246,5.6103,7.29006666667,6.45409666667,6.5818,7.85700000001,5.28455555556,10.0849333333,7.57219206349
323.63,7.48126666667,10.1538666667,6.12286666667,5.82543333333,7.66266666667,6.76907,6.77353333333,8.03753333333,5.53155555556,10.3726333333,7.73141587301
324.00,7.47106666667,10.2631333333,6.04913333333,5.9786,7.66566666667,6.86785,6.7004,8.0706,5.53804444444,10.3247,7.86003809524
324.37,7.55553333333,10.4789333333,6.12006666667,6.12516666667,7.72280000001,6.87684,6.731,8.13280000001,5.57193333333,10.4763333333,7.97742222223
324.74,7.3416,10.3582333333,5.7048,5.92546666667,7.53786666667,6.61900666667,6.6195,8.00000000001,5.42455555556,10.2205333333,7.80203968254
325.10,7.17946666667,10.2738666667,5.47753333333,5.74766666667,7.33766666667,6.41512666667,6.45796666667,7.79713333333,5.23782222222,10.113,7.54241746032
325.47,7.32253333333,10.5958,5.65146666667,5.9902,7.64246666667,6.69902666666,6.7008,8.01253333333,5.50053333334,10.4412,7.71267777778
325.84,7.48653333333,10.8169666667,5.94033333333,6.07383333333,7.84346666667,6.93952333333,6.91816666667,8.24973333333,5.88031111111,10.7098666667,7.94346031746
326.21,7.07353333333,10.711,5.67266666667,5.8701,7.56546666667,6.69528,6.6692,7.86666666667,5.57242222222,10.4450666667,7.64787777778
326.57,7.2904,10.8514666667,5.91386666667,6.06753333333,7.75233333334,6.90340333333,6.7984,7.9566,5.84986666667,10.6415,7.79556349206
326.94,7.26793333333,10.7454,5.9148,5.97723333333,7.72186666667,6.71771333333,6.70833333333,7.77273333333,5.856,10.3997666667,7.80652539682
327.31,7.21573333333,10.7142333333,6.0074,5.9981,7.77153333334,6.81163666667,6.76573333333,7.72066666666,5.86344444444,10.4575,7.99903809524
327.67,7.04566666667,10.5839,6.048,5.92473333333,7.58279999999,6.6496,6.62673333333,7.56926666667,5.70788888889,10.3315,7.88133968254
328.04,7.2806,10.9388,6.3854,6.1515,7.8826,6.85683333333,6.92246666667,7.80426666666,5.94406666667,10.6949666667,8.02472063492
328.41,7.3998,10.9374333333,6.44873333333,6.1592,7.84266666666,6.80723333333,6.9898,7.78026666666,5.96111111111,10.6668,7.99117460318
328.78,7.47573333333,11.0223333333,6.7032,6.33073333333,7.92486666667,6.90616333333,7.0706,7.89866666667,6.05006666667,10.7351333333,8.0928047619
329.14,7.69826666667,11.2853666667,7.08626666667,6.60063333333,8.18653333333,7.10993,7.28033333333,8.20419999999,6.28,10.9098,8.33026984127
329.51,7.75933333334,11.2469333333,7.24946666667,6.6078,8.12486666667,7.07465333333,7.32696666667,8.18693333333,6.2768,10.9072,8.34516984127
329.88,7.53346666667,10.8398,6.8878,6.42943333333,7.78873333333,6.81416,6.9508,7.80859999999,5.855,10.5430666667,8.06111428571
330.24,8.04806666667,11.0424,7.37373333333,6.82473333333,8.2578,7.17673,7.26523333333,8.247,6.22495555556,10.9457,8.37323015873
330.61,8.20839999999,11.1831333333,7.50733333333,6.89396666667,8.43306666667,7.26947333333,7.49096666667,8.40579999999,6.39008888889,11.0281,8.44273492064
330.98,8.36906666667,11.4376,7.6606,7.07056666667,8.58413333333,7.53062,7.78263333333,8.63113333334,6.56306666667,11.3329,8.56612222222
331.34,8.26246666666,11.4584,7.5482,6.9654,8.3862,7.40749666667,7.70246666667,8.64313333334,6.5022,11.2179666667,8.40178571429
331.71,8.62966666667,11.8297666667,7.85040000001,7.3178,8.69879999999,7.76219666667,8.05886666667,9.08373333333,6.85471111111,11.5929666666,8.61045079365
332.08,8.51533333333,11.6971333333,7.67926666667,7.19813333333,8.63206666666,7.62535333333,7.97453333333,8.95273333333,6.7462,11.4653666667,8.5061031746
332.44,8.54593333333,11.8030666667,7.72846666667,7.30703333333,8.89113333333,7.82102,8.09096666667,9.05886666666,6.92151111111,11.632,8.53499047619
332.81,8.71953333333,12.0318666667,7.92686666667,7.5147,9.12673333334,8.04177666667,8.2517,9.16193333334,7.13953333333,11.8568333333,8.66693333333
333.18,8.73633333333,12.0525333333,7.96093333334,7.55746666667,9.19873333334,8.12567666667,8.35706666667,9.18726666666,7.2146,11.958,8.71635873017
333.54,8.67026666666,12.0044333333,7.79066666667,7.55993333333,9.18413333334,8.07426,8.22726666667,9.12873333333,7.18337777778,11.9007666667,8.5979015873
333.91,8.85453333333,12.4051666667,8.19939999999,7.79923333333,9.45513333334,8.22978666667,8.57843333333,9.42119999999,7.55697777778,12.2015333333,8.87977619048
334.28,8.59006666667,12.3796666667,7.95053333333,7.51553333333,9.26433333333,7.97430333333,8.45516666666,9.30739999999,7.40193333333,11.983,8.6963015873
334.64,8.34566666667,12.2004666667,7.74159999999,7.2661,8.9686,7.77971666667,8.21506666667,9.17793333333,7.09297777778,11.8228,8.4246952381
335.01,8.4666,12.4007333333,7.918,7.38476666667,9.11173333333,7.86032333333,8.17583333333,9.21586666667,7.16971111111,11.9344333333,8.44564285714
335.38,8.79186666666,12.7242333333,8.24506666667,7.67043333333,9.52726666668,8.12344333333,8.4817,9.43073333334,7.46395555556,12.2600333334,8.75371269841
335.74,8.66079999999,12.6454333333,8.20746666667,7.5924,9.47273333333,8.02001333333,8.51063333333,9.30326666665,7.4172,12.1683,8.7152920635
336.11,8.79393333333,12.8157666667,8.46566666667,7.75926666667,9.63526666667,8.19339666667,8.6701,9.43993333333,7.55626666667,12.2764333333,8.8542952381
336.47,8.51980000001,12.6646,8.16086666667,7.4116,9.3032,7.84203333333,8.36843333333,9.19080000001,7.24648888889,11.9937333333,8.61960317461
336.84,8.435,12.5965666667,8.04893333333,7.21626666667,9.18799999999,7.74248,8.25453333333,9.02740000001,7.09411111111,11.9386333333,8.47864920636
337.21,8.3782,12.6425,7.98846666667,7.15233333333,9.12293333334,7.64398333333,8.1876,8.91273333334,7.03804444444,11.8757666667,8.41532063491
337.57,8.42466666667,12.8291,8.11133333333,7.2301,9.22253333334,7.67634333333,8.2775,8.96579999999,7.1744,11.9661666667,8.5334984127
337.94,8.5394,12.9543,8.16686666667,7.3392,9.27859999999,7.77543,8.25966666667,9.06273333333,7.15753333333,12.0207666667,8.5010936508
338.31,8.76640000001,13.1756333333,8.40540000001,7.5403,9.50900000001,8.03068333333,8.44813333333,9.15073333333,7.36284444445,12.3168,8.66121587302
338.67,8.97020000001,13.3182666667,8.61526666665,7.75643333333,9.74833333333,8.17819333333,8.5917,9.26946666667,7.53526666667,12.4524666667,8.83575714285
339.04,8.79713333333,13.2094,8.41640000001,7.59666666667,9.57366666666,8.01158,8.4864,9.17959999999,7.38066666667,12.2934666667,8.74030952382
339.40,8.78619999999,13.1982,8.36786666666,7.67646666667,9.56486666667,8.00921666667,8.43263333333,9.21293333333,7.35166666667,12.3504333333,8.75067619048
339.77,8.7898,13.1831333333,8.29186666667,7.62523333334,9.53446666667,8.00438666667,8.30956666667,9.17273333334,7.26213333333,12.412,8.75864603175
340.14,8.74866666667,13.1544666667,8.2666,7.58120000001,9.49486666667,7.93796666667,8.2799,9.17353333333,7.24206666667,12.4859666667,8.79063333333
340.50,9.04186666667,13.4906333333,8.71186666666,7.99649999999,9.86686666667,8.31466333333,8.63216666667,9.5674,7.6132,12.8439,9.12567619047
340.87,9.02086666667,13.4394333333,8.7374,8.0205,9.83886666667,8.25251333333,8.63856666667,9.59906666665,7.59348888889,12.8011,9.17578412698
341.23,8.89166666667,13.2052,8.57779999999,7.86293333333,9.70873333333,8.07734,8.4354,9.44280000001,7.44711111111,12.6744666667,8.99074603175
341.60,8.99806666667,13.2625666667,8.74593333334,7.93069999999,9.78760000001,8.16414,8.47986666667,9.47913333333,7.49266666667,12.7424,9.01911269842
341.96,8.80133333333,13.1093333333,8.57066666665,7.74733333333,9.69866666667,8.04866666667,8.39733333333,9.23999999999,7.32533333333,12.6333333333,8.86498412699
342.33,9.01473333334,13.2743333334,8.7164,7.94106666667,9.81426666667,8.15165,8.5359,9.5084,7.46291111111,12.7491,9.09190793652
342.70,9.01786666666,13.4233,8.78560000001,7.95119999999,9.80880000001,8.17650333333,8.64816666667,9.56366666667,7.54335555556,12.8620333333,9.12444603175
343.06,8.9394,13.3422666667,8.82726666667,7.84566666666,9.7522,8.16292666666,8.59156666667,9.5128,7.53726666667,12.8976666667,9.11492857144
343.43,8.80673333333,13.2251666667,8.70706666666,7.68253333333,9.60966666667,8.04480666667,8.46656666667,9.32400000001,7.37206666667,12.7435,8.89573174604
343.79,8.96999999999,13.4022,8.9836,7.87096666667,9.79526666667,8.14058666666,8.70513333333,9.5036,7.54953333333,12.8078666667,9.04456349206
344.16,9.0404,13.5750666666,9.01073333333,8.00083333334,9.89206666666,8.19171666666,8.7819,9.49433333333,7.62477777778,12.8706,9.08447301588
344.52,9.07720000001,13.5587666667,8.99706666666,7.93603333334,9.82126666667,8.17518333333,8.68473333333,9.40553333333,7.53995555556,12.8926666667,9.02766349206
344.89,9.33053333333,13.8940666667,9.29693333332,8.23363333333,10.0516,8.40387999999,8.90366666667,9.69473333334,7.79942222222,13.1776666667,9.25017301587
345.25,9.44913333334,14.1058,9.4288,8.37833333334,10.2014666667,8.52469333333,9.07586666667,9.88653333333,7.93575555556,13.3784666667,9.4242952381
345.62,9.36786666667,14.0366333333,9.25653333333,8.25070000001,10.1498666667,8.43958333333,9.0197,9.82993333333,7.87675555556,13.3558333333,9.3620047619
345.99,9.46339999999,14.1662666667,9.46700000001,8.39833333334,10.2680666667,8.49465999999,9.08339999999,10.0182666667,8.06935555556,13.5112333333,9.48081746031
346.35,9.1798,13.9771333333,9.29553333332,8.16953333333,10.0584666667,8.22782333333,8.8413,9.76673333334,7.82444444445,13.35,9.20177936507
346.72,9.16579999999,14.0069333333,9.31793333333,8.23436666666,10.106,8.19542999999,8.78343333333,9.79746666668,7.8348,13.3274333333,9.19362222222
347.08,9.22673333335,14.0801666667,9.34140000001,8.3804,10.2610666667,8.21038333334,8.83536666667,9.83973333333,7.86397777778,13.3635333333,9.18093650794
347.45,9.43313333333,14.3308,9.58346666667,8.56049999999,10.4426,8.44873666667,9.07363333333,10.0514,8.10551111111,13.5976666667,9.3230984127
347.81,9.39393333333,14.3591,9.44379999999,8.48186666667,10.3693333333,8.44049333333,8.98,9.95420000001,8.05393333333,13.6140666667,9.19723968255
348.18,9.38319999999,14.3056333333,9.4306,8.38770000001,10.269,8.42560000001,8.92783333333,9.92346666665,8.01646666667,13.5511666667,9.12269206349
348.54,9.21753333334,14.2338,9.36833333335,8.33496666667,10.3091333333,8.23120000001,8.88783333333,9.79300000001,8.00377777778,13.4928666667,9.08309999999
348.91,9.16133333335,14.1546666667,9.32493333332,8.28529999999,10.2985333333,8.19652333333,8.80943333333,9.72633333333,7.93488888889,13.4803333333,8.99517460318
349.27,9.08886666668,14.1537666667,9.31533333335,8.20140000001,10.2116,8.17224666667,8.7354,9.60573333333,7.89771111111,13.3944,8.86115238095
349.64,9.05826666666,14.1997,9.36353333333,8.28626666667,10.1744,8.21393333334,8.698,9.64753333333,7.89617777778,13.4210666667,8.87102698413
350.00,8.92426666667,14.1347,9.20366666667,8.16176666667,10.0116666667,8.07712999999,8.55333333333,9.39973333333,7.72122222222,13.2744,8.71327142858
350.37,9.09846666667,14.3306666667,9.35199999999,8.38783333334,10.1862666667,8.25909666667,8.75713333333,9.5238,7.95635555555,13.4525666667,8.84789047619
350.73,9.0344,14.2669666667,9.3278,8.31616666666,10.1507333333,8.21897666667,8.7393,9.4732,7.9312,13.4420666667,8.82159206349
351.10,9.17553333333,14.3761666667,9.46353333333,8.37766666666,10.2104,8.30581000001,8.83983333333,9.51313333335,8.04513333333,13.5402,8.9561952381
351.46,9.21846666667,14.4144333333,9.46120000001,8.36753333334,10.2512,8.28331,8.85463333333,9.60139999999,8.01988888889,13.6197333333,9.01574603175
351.83,9.18939999999,14.4396,9.46893333335,8.37176666667,10.2594666667,8.28478000001,8.84306666667,9.61040000001,8.01115555555,13.5667333333,9.0475
352.19,9.16486666667,14.4633333333,9.50486666667,8.40663333334,10.3316,8.29168999999,8.87436666667,9.63093333333,8.03728888889,13.559,9.05437301586
352.55,9.31639999999,14.6503666667,9.64986666666,8.57806666667,10.3838,8.48052999999,9.06283333333,9.78893333333,8.1122,13.6318333333,9.12947301588
352.92,9.22980000001,14.6131666667,9.50819999999,8.4825,10.3438,8.38482000001,9.0261,9.69613333333,8.05411111111,13.4968333333,9.01532857143
353.28,9.50353333335,14.8484333333,9.78346666667,8.73053333334,10.5998666667,8.63501666667,9.2925,9.9748,8.24833333334,13.7509666666,9.26666349206
353.65,9.55719999999,14.9340333333,9.90899999999,8.79946666667,10.6744666667,8.68925666667,9.40023333333,9.99666666667,8.2962888889,13.8259333333,9.26483333334
354.01,9.76540000001,15.1310666667,10.0646666667,9.05396666667,10.8475333333,8.87791333332,9.59810000001,10.2045333333,8.45162222222,13.9483333333,9.47433492064
354.38,9.7268,15.1041,10.0088666667,8.94996666667,10.7568666667,8.82265333334,9.51473333333,10.1526666667,8.3756,13.9067,9.46571428571
354.74,9.81326666668,15.2375333333,10.071,9.03120000001,10.8194666667,8.87815,9.57323333333,10.1732,8.46722222222,13.9297333333,9.55305714285
355.11,9.7794,15.2567666667,10.0208666667,9.04136666667,10.8466,8.83795333334,9.529,10.1832,8.44657777778,13.8861333333,9.49492063492
355.47,9.88399999999,15.4438,10.1938666667,9.2324,11.0118,8.92185333333,9.69633333334,10.2274,8.62488888889,14.0215,9.58796031746
355.83,9.98993333333,15.5629666667,10.3375333333,9.33143333333,11.1014666667,8.86773333333,9.7104,10.294,8.71044444444,14.2149,9.64815238095
356.20,10.0024,15.6014,10.3310666667,9.35253333334,11.0591333333,8.79218333333,9.62406666667,10.2351333333,8.66373333333,14.2107333333,9.58501904762
356.56,10.0481333333,15.7504,10.3484666667,9.39210000001,11.1377333333,8.78944666667,9.61306666667,10.2905333333,8.67304444444,14.3029666667,9.58811428571
356.93,10.0068666667,15.7919,10.379,9.3785,11.0592666667,8.75162666666,9.5504,10.2488666667,8.63646666665,14.3545333333,9.5646968254
357.29,9.82213333332,15.6157,10.2380666667,9.20559999999,10.8986,8.54589333333,9.32116666667,10.0487333333,8.48486666666,14.1876666667,9.40756666666
357.66,9.88693333332,15.6948,10.2858666667,9.23173333333,10.9323333333,8.56068666666,9.37736666667,10.1336666667,8.55013333334,14.2525333333,9.44647936509
358.02,9.86713333333,15.7433333333,10.3342,9.13953333334,10.9482666667,8.52741666666,9.40636666667,10.1364,8.55911111111,14.3127666667,9.40292380952
358.38,9.80040000002,15.7203333333,10.2907333333,9.11529999999,10.9153333333,8.44268333333,9.3908,10.1039333333,8.50113333333,14.2082333333,9.31612698413
358.75,9.78206666665,15.7557,10.3144666667,9.11049999999,10.8758,8.41559333333,9.34253333333,10.0542666667,8.43357777777,14.2319,9.2234015873
359.11,9.68853333334,15.7998333333,10.3208666667,9.05443333333,10.7913333333,8.34832666666,9.27233333333,9.9338,8.35260000001,14.2102333333,9.16211587302
359.48,9.56646666668,15.6942,10.2746666667,8.9261,10.6458,8.25764333334,9.0789,9.80013333333,8.20822222222,14.0478666667,9.0559031746
359.84,9.49953333334,15.6674,10.2659333333,8.92289999999,10.5794,8.27956,9.10793333333,9.75953333334,8.18920000001,13.9852333333,9.01607301587
360.20,9.57680000002,15.8042,10.4068666667,8.98080000001,10.6756666667,8.39516999999,9.2522,9.8936,8.27153333334,14.1131,9.12948095238
360.57,9.61620000001,15.8195,10.4908,9.0297,10.6718666667,8.45655,9.31193333333,9.91033333334,8.33277777777,14.1182666667,9.18246190477
360.93,9.79046666667,15.9904333333,10.6428,9.16223333333,10.8017333333,8.61816333334,9.53373333333,10.0919333333,8.50471111112,14.2456666667,9.30988412698
361.29,9.9274,16.1578333333,10.7686666667,9.3475,10.9558,8.71392666667,9.70669999999,10.2340666667,8.66306666667,14.3896666667,9.42679682541
361.66,9.9082,16.1720333333,10.7542,9.34986666666,10.9251333334,8.70566,9.70243333334,10.1642666667,8.61966666667,14.3234,9.41018888888
362.02,9.92626666665,16.2033333333,10.7756,9.4023,10.9167333333,8.69245333334,9.69786666666,10.1546666667,8.63702222222,14.3530333333,9.4262984127
362.39,10.0641333333,16.3792666667,10.9574,9.52393333333,11.035,8.82767333333,9.80909999999,10.2702,8.75486666667,14.5157,9.55194444445
362.75,10.1770666667,16.4537,11.0111333333,9.62133333333,11.0866666667,8.89801333334,9.9156,10.3751333333,8.86586666667,14.6041,9.67596031747
363.11,10.3434,16.6509,11.1948666667,9.79646666667,11.2012,9.03303666666,10.0594,10.5616,9.03077777778,14.7964,9.80728730159
363.48,10.3651333333,16.7246666667,11.2000666667,9.84039999999,11.1851333333,8.99443666667,10.1121,10.595,9.06522222222,14.8306,9.79619682539
363.84,10.4264,16.8262,11.3153333333,9.87556666666,11.2370666667,9.00198333334,10.1222,10.6251333333,9.10479999999,14.8759333333,9.80952539683
364.20,10.4364,16.8515666667,11.2616666667,9.89780000001,11.2153333333,8.95055333334,10.0723666667,10.6015333333,9.11884444443,14.8777333333,9.75905555556
364.57,10.4966666667,16.9606333333,11.3506666667,9.95513333334,11.2994666667,8.96692000001,10.1217,10.6658666667,9.19375555555,14.966,9.80836666666
364.93,10.4451333333,16.9409333333,11.3060666667,9.91176666667,11.2909333333,8.89459333334,10.0239333333,10.5814666667,9.13384444445,14.945,9.75569841269
365.29,10.3654,17.0031666667,11.2798666667,9.86673333333,11.2414,8.8361,9.98236666668,10.5106,9.09500000001,14.9054,9.7028968254
365.66,10.3895333333,17.0335666667,11.3134,9.87683333333,11.2889333333,8.78579666667,9.97743333334,10.5401333333,9.11515555557,14.9513333333,9.69301269842
366.02,10.3886666667,17.0172666667,11.3111333333,9.90449999999,11.2716666667,8.78285333333,9.93343333333,10.5098,9.09640000001,14.9024333333,9.64387777777
366.38,10.4353333333,17.0350333333,11.3553333333,9.97246666667,11.3234,8.83701,9.94810000001,10.5255333333,9.13879999999,14.9470666667,9.63514920636
366.75,10.4738,17.1682,11.4754,10.023,11.4278666667,8.90388000001,9.98879999999,10.5852666667,9.19175555555,15.0137,9.65128730158
367.11,10.3687333334,17.0154666667,11.3422666667,9.8913,11.3181333333,8.76719000001,9.90116666667,10.4884666667,9.09344444445,14.8321666667,9.49756825397
367.47,10.427,17.1071333333,11.4006666667,9.94906666667,11.4132666667,8.83148000001,9.94326666668,10.5333333333,9.16871111111,14.8933333333,9.54122063492
