wavelength,Back_SicLuvf,Belly_SicLuvf,Breast_SicLuvf,Crissum_SicLuvf,Crown_SicLuvf,DorTail_SicLuvf,Patch10_SicLuvf,Rump_SicLuvf,Throat_SicLuvf,WingTip_SicLuvf
238.92,-5.52541666668,5.75183333333,-1.109625,4.25725000001,-9.14850000001,-9.85054166666,-2.21933333333,3.44208333333,1.42675,-15.98725
239.29,-4.04044444445,4.5035,-1.28366666667,2.81983333334,-9.04891666668,-8.22800000001,-1.93608333333,4.67166666667,-0.315625,-15.4880833333
239.67,-3.14391666667,2.61358333333,-1.04166666666,3.788,-8.59858333334,-5.87104166667,-3.06808333333,3.9015,-0.81425,-13.63625
240.04,-0.671611111112,2.83475,-0.324583333335,2.97116666667,-8.64066666667,-5.63512500001,-2.459,3.586,1.007625,-8.84558333334
240.42,4.04213888888,6.95941666666,2.07575,6.12316666667,-3.13616666666,-0.418166666668,1.25441666667,7.01908333333,2.18033333333,-1.67241666667
240.79,4.96033333334,7.27808333334,1.59633333333,6.98041666666,-1.24475,-0.081208333335,2.73266666667,7.49466666667,2.23208333333,1.1095
241.17,4.79422222223,7.60449999999,1.65208333333,6.12233333334,-0.510166666667,0.619583333335,1.7005,6.60841666667,2.35670833334,2.40508333333
241.54,6.03577777778,10.3500833333,2.08333333333,7.314,0.997250000001,3.34670833334,2.14991666666,7.11424999999,3.46875,7.04791666667
241.92,6.65602777778,10.004,1.78854166667,7.64541666666,1.43458333333,4.81525,3.08566666667,7.94016666667,4.14708333333,8.923
242.29,5.30638888889,8.86191666666,1.477,6.52791666667,0.364666666666,5.01466666668,1.24,6.38208333333,4.0755,6.87466666667
242.67,4.65583333333,9.26333333334,1.01191666667,6.27266666666,0.711083333332,5.46137500001,0.182333333333,5.76208333333,2.89020833333,6.58266666667
243.05,2.63202777778,7.91383333334,-0.683708333334,3.35525000001,-1.25816666667,4.60433333333,-1.13058333333,4.08441666667,0.337375,4.59533333333
243.42,3.34313888889,9.35458333332,0.373749999998,3.81108333334,-0.328249999999,6.21820833333,0.109333333335,4.267,1.49545833333,6.01733333333
243.80,4.1545,10.9534166667,0.336583333333,4.25766666667,-0.072833333335,7.37825,0.909833333333,5.36758333333,1.38275,6.85933333333
244.17,5.59022222222,12.3610833333,2.586875,5.43391666667,1.92716666667,9.41845833333,3.10758333333,6.75333333333,3.211875,7.76041666667
244.55,5.87949999999,12.0883333333,2.783125,6.01108333333,2.43725,9.41208333333,3.87033333333,7.19708333333,3.648,8.21808333334
244.92,6.38058333334,11.2155833333,3.759375,6.62591666667,3.22683333333,9.78212500001,4.24516666667,7.53450000001,3.96291666667,8.44308333333
245.30,5.23836111111,9.54450000001,3.53216666667,6.38683333333,2.84016666667,8.60020833332,3.907,6.41575,2.84008333333,6.79058333333
245.67,5.0,9.56058333333,4.250875,6.98966666668,3.23,8.36545833334,3.77275,6.13716666667,3.20416666666,6.71841666667
246.05,4.59947222222,8.88825,3.51158333333,6.46841666668,2.52616666667,7.57775000001,2.573,4.76858333333,3.05129166667,6.71633333333
246.42,5.12911111111,9.05941666667,3.944625,7.01141666668,3.17525,7.68845833333,3.29433333333,5.11491666667,3.40275,7.954
246.79,6.19958333334,9.45541666666,5.39133333333,8.05058333333,4.01041666667,8.401625,4.83008333333,6.70383333332,4.71295833334,8.72366666667
247.17,5.84561111111,8.82300000001,5.141375,7.93433333334,3.73591666667,7.53537500001,4.53391666667,6.44725,4.28020833334,8.96825
247.54,5.89391666666,8.33333333334,5.503375,8.21475,3.71408333334,7.55920833334,4.37391666667,6.69216666667,4.26820833333,9.40783333333
247.92,5.31147222222,7.22266666667,5.03883333333,7.65883333334,3.13425,6.54804166667,3.67708333333,6.11225,4.31058333333,8.975
248.29,5.50430555556,7.42708333334,4.89479166667,8.05833333332,3.21991666667,6.43608333334,3.66516666666,6.57758333333,4.29208333333,9.2235
248.67,5.40058333333,7.70550000001,5.459,8.32516666667,3.30233333333,6.861375,3.67733333333,6.57216666667,4.47641666667,9.532
249.04,5.78680555556,8.5645,5.93408333333,8.99399999999,3.74133333334,7.34620833333,4.10466666667,7.06966666667,5.42195833333,10.3568333333
249.42,7.46741666667,10.142,6.96591666667,10.19375,4.62983333334,8.68049999999,5.10116666666,8.49616666666,6.97883333333,11.8485
249.79,8.12530555556,10.2063333333,7.43304166667,10.8215833333,4.94925,8.86245833334,5.75475,9.4645,7.333375,12.2784166667
250.17,9.42841666667,11.4450833333,8.56454166667,12.2255,6.37766666667,9.68695833334,6.99433333333,10.9535833333,8.0155,13.0443333333
250.54,10.4531388889,13.0138333333,9.47816666667,13.5530833333,7.2445,10.6635416667,7.97708333333,11.7521666667,9.09145833333,14.0925833333
250.92,9.76530555556,13.1044166667,8.873125,13.0181666667,6.56316666667,10.1035,6.51975,10.6108333333,8.50608333333,13.5580833333
251.29,11.1369444445,14.1755,10.2183333333,14.4401666666,8.4435,12.0976666667,7.0655,11.7395,9.96466666668,14.7045833333
251.66,10.9636388889,14.6005,9.80929166667,14.4186666667,9.04866666667,12.204875,6.99375,11.7053333333,9.957,14.2711666667
252.04,12.7436388889,16.3431666667,12.221,16.24275,11.01075,14.43,9.16991666668,12.8960833333,11.0275416667,15.7405833333
