wavelength,Back_SicLuvf,Belly_SicLuvf,Breast_SicLuvf,Crissum_SicLuvf,Crown_SicLuvf,DorTail_SicLuvf,Patch10_SicLuvf,Rump_SicLuvf,Throat_SicLuvf,WingTip_SicLuvf
367.47,7.92911111111,30.5335833334,12.371125,26.9665833333,5.44616666667,7.56891666667,6.17358333333,9.76550000001,15.0744166667,7.83066666666
367.84,7.77805555556,30.2989166667,12.19375,26.9243333333,5.25241666667,7.42629166667,6.02916666667,9.59633333332,14.9697083333,7.58966666667
368.20,7.88463888889,30.3559166666,12.3311666667,27.05925,5.38233333333,7.66645833334,6.1065,9.67391666667,15.10475,7.73008333334
368.56,7.95919444445,30.3253333333,12.439375,27.1550833333,5.45941666667,7.74016666666,6.20091666667,9.71241666666,15.1885416667,7.73175
368.93,8.17388888889,30.41575,12.623125,27.2885833334,5.678,7.90029166666,6.39166666667,9.82741666667,15.4634583333,7.91983333334
369.29,8.21708333333,30.4245833334,12.6303333334,27.3000833333,5.73691666667,7.88733333333,6.48516666667,9.86924999998,15.4987916666,8.01708333333
369.65,8.27197222222,30.306,12.6795833333,27.33125,5.75791666667,7.88929166666,6.54283333334,9.9515,15.52625,8.1675
370.01,8.21263888889,30.2376666667,12.6155416667,27.291,5.6905,7.90891666667,6.5485,9.94958333333,15.4653333333,8.11133333333
370.38,8.32905555555,30.27375,12.641375,27.3010833334,5.82458333334,8.054,6.65225,10.0105,15.559625,8.29508333333
370.74,8.26211111111,30.0645,12.5417083333,27.1674166666,5.70816666666,7.94141666667,6.62633333333,9.93433333334,15.471625,8.25741666667
371.10,8.13516666667,29.9045,12.431625,27.08175,5.59575,7.87004166667,6.49991666667,9.78183333332,15.391375,8.12366666667
371.46,8.11602777778,29.7434166667,12.3847083333,27.0228333333,5.57333333334,7.798125,6.44525,9.72808333333,15.3410833333,8.16716666667
371.83,8.26638888889,29.978,12.5197083333,27.1468333333,5.67975,7.89245833333,6.57633333333,9.87850000001,15.4460416667,8.36425
372.19,8.23372222222,29.9038333333,12.468875,27.1695,5.68583333333,7.84683333333,6.5145,9.88866666668,15.3392916667,8.31508333333
372.55,8.22225,29.7685833333,12.3921666667,27.0713333333,5.63475,7.81291666667,6.50325,9.84724999999,15.3282083333,8.33833333333
372.92,7.94147222222,29.5798333333,12.1671666667,26.8829166666,5.42941666667,7.59641666667,6.25575,9.66000000002,15.1130833333,8.11675
373.28,7.92847222223,29.4950833333,12.1902916667,26.88275,5.43358333333,7.63391666667,6.17291666667,9.65591666666,15.1075416667,8.08241666667
373.64,8.05394444444,29.5971666667,12.305875,27.045,5.58475,7.743625,6.30658333334,9.76825000001,15.293125,8.15625
374.00,8.18283333333,29.5535,12.4402916667,27.08225,5.71583333333,7.77275,6.36925,9.74016666665,15.3675833333,8.20183333333
374.37,8.18944444444,29.6365,12.5282916667,27.2875,5.72275,7.86195833333,6.39091666667,9.83208333334,15.4850416667,8.17425
374.73,8.21527777778,29.6839166667,12.5474583334,27.3646666667,5.70033333333,7.90220833333,6.37933333333,9.83466666667,15.5470416666,8.11533333334
375.09,8.46305555555,29.9041666667,12.719875,27.495,5.91625,8.07145833333,6.5755,10.0463333333,15.763,8.30508333334
375.45,8.60419444444,30.08025,12.84425,27.64475,6.07766666667,8.2295,6.74408333333,10.1188333333,15.9162083333,8.37975
375.81,8.64894444445,30.0435833333,12.9014166667,27.6283333333,6.11475,8.29483333333,6.84641666668,10.1575833334,15.9554166667,8.35141666667
376.18,8.83116666667,30.1911666666,13.13975,27.7689166667,6.27091666667,8.4125,7.07966666668,10.36575,16.1545416667,8.51158333334
376.54,8.98463888889,30.4078333333,13.2811666667,28.066,6.45691666667,8.530125,7.19608333333,10.5521666666,16.2939166667,8.6335
376.90,9.05383333333,30.4518333333,13.3907916667,28.1538333333,6.47908333333,8.62829166666,7.26849999999,10.6174166667,16.326875,8.66508333333
377.26,9.04644444445,30.2973333333,13.4268333333,28.1463333333,6.48058333333,8.60716666667,7.26675,10.5851666667,16.356,8.67183333333
377.63,8.91686111111,30.1643333334,13.3250833333,28.0194166667,6.40533333333,8.487,7.08724999999,10.4490833333,16.2106666666,8.54808333333
377.99,8.87616666667,30.1811666667,13.267,28.0470833333,6.34725,8.49616666667,7.04449999999,10.4665833333,16.2154166667,8.54975
378.35,8.83502777778,29.9883333333,13.2259166667,27.9029166667,6.30466666667,8.38320833334,7.07400000001,10.38025,16.11225,8.5
378.71,9.00677777779,30.06525,13.415,27.9895,6.46066666666,8.52295833333,7.287,10.5248333333,16.226375,8.65616666667
379.07,8.88336111111,29.8853333333,13.3130833333,27.9168333333,6.34991666667,8.428125,7.19324999999,10.4189166667,16.1215,8.53375
379.44,8.70652777778,29.6609166667,13.1455,27.8061666667,6.139,8.25183333333,7.00533333332,10.2769166667,15.913,8.32641666667
379.80,8.69525,29.7160833333,13.182875,27.8686666667,6.20141666666,8.2955,6.97974999999,10.2728333333,15.932,8.38033333333
380.16,8.59058333334,29.4735,13.0475,27.7535833333,6.123,8.14658333334,6.85391666666,10.1045,15.7900833333,8.31333333334
380.52,8.45336111111,29.3100833333,12.98,27.6215,6.01558333333,8.08395833333,6.74733333332,9.97125,15.700125,8.15716666667
380.88,8.59155555556,29.2935,13.0520833333,27.7084166667,6.11608333333,8.16629166667,6.83133333332,10.0525,15.8372916667,8.30666666667
381.24,8.63616666667,29.3918333333,13.1045416667,27.7909166666,6.14891666667,8.19208333333,6.92991666666,10.0783333333,15.8877916667,8.30266666667
381.61,8.80386111111,29.5254166666,13.2877916667,28.0015,6.21033333333,8.31966666667,7.12133333334,10.2195833333,16.11375,8.45075
381.97,8.7725,29.4215,13.2990833333,27.9323333333,6.19708333333,8.356875,7.07616666668,10.2341666667,16.1086666667,8.44141666667
382.33,8.681,29.3935833333,13.221875,27.9499166667,6.0885,8.30716666666,6.93824999999,10.1186666667,16.0672083333,8.37625
382.69,8.54722222222,29.24375,13.1509166667,27.9080833333,5.96333333333,8.19654166667,6.78916666666,10.016,16.0147916667,8.23083333333
383.05,8.50022222222,29.17325,13.1415,27.8639166667,5.89608333333,8.14933333334,6.70541666668,9.96675000001,15.977625,8.2095
383.41,8.45152777778,29.0638333333,13.1749583333,27.7765,5.88125,8.09583333333,6.709,9.965,15.9845416667,8.19375
383.77,8.47038888889,28.939,13.1550833333,27.742,5.85175,8.06316666667,6.73741666666,9.96583333333,16.0359583333,8.18075
384.14,8.48230555555,29.03025,13.1895833333,27.7043333333,5.838,8.08775,6.75483333334,9.99183333333,16.0905,8.17308333334
384.50,8.57088888889,29.0675833334,13.2382916666,27.70075,5.88125,8.11,6.81966666666,10.0711666667,16.1288333333,8.24041666667
384.86,8.52025,29.0358333333,13.212,27.71875,5.84608333334,8.05979166667,6.829,10.046,16.1113333334,8.14441666667
385.22,8.58736111111,29.029,13.2840833333,27.7381666666,5.90616666667,8.082875,6.869,10.0773333333,16.165625,8.23308333333
385.58,8.56475,28.9931666667,13.262875,27.7121666666,5.935,8.09083333333,6.85075000001,10.0585833333,16.1482083333,8.2045
385.94,8.64502777778,28.9911666667,13.3012916667,27.7454166667,5.99891666667,8.11616666667,6.94716666667,10.0780833333,16.2230416667,8.21166666666
386.30,8.57816666667,28.9070833333,13.2602083333,27.6113333333,5.94283333333,8.02379166667,6.87950000001,10.029,16.1799583333,8.14275
386.66,8.59905555556,28.8418333333,13.2515,27.5555833333,5.99108333334,8.0395,6.90475,10.0240833333,16.111625,8.19116666667
387.03,8.61761111111,28.8445,13.300375,27.6075833333,6.05908333333,8.09741666666,7.01183333334,10.0856666667,16.1757083333,8.20125
387.39,8.75788888889,28.9319166667,13.3824166667,27.7879166667,6.151,8.173375,7.08774999999,10.1940833333,16.32325,8.31091666666
387.75,8.80655555556,28.9023333333,13.4481666666,27.85825,6.23008333333,8.21375,7.142,10.2183333333,16.3769166667,8.36433333333
388.11,8.79219444444,28.71775,13.4525416667,27.8820833333,6.22575,8.22858333333,7.10616666666,10.1586666667,16.3715416667,8.32533333333
388.47,8.70413888889,28.5925833333,13.401,27.7999166667,6.15233333333,8.18741666667,7.01233333333,10.0705,16.3599166667,8.28308333334
388.83,8.63577777778,28.3754166667,13.3706666667,27.66175,6.09583333334,8.12829166667,6.91191666668,9.96108333334,16.3046666667,8.2075
389.19,8.63611111111,28.3366666667,13.3478333333,27.7049166667,6.12291666667,8.15041666667,6.92558333332,9.96925,16.365875,8.1635
389.55,8.593,28.2639166667,13.3430833333,27.7025833333,6.07216666666,8.118375,6.88375000001,9.93833333332,16.347,8.12341666666
389.91,8.67083333333,28.2495833333,13.4345416667,27.7775833333,6.10025,8.15316666667,6.93908333332,9.98483333332,16.358,8.18258333333
390.27,8.82813888889,28.32025,13.616,27.9055,6.25608333333,8.295625,7.05083333334,10.0993333333,16.5495833334,8.33308333333
390.63,8.93052777778,28.3815,13.660125,28.0138333333,6.32391666667,8.38233333333,7.12224999999,10.1676666667,16.665875,8.42516666667
391.00,9.01850000001,28.2754166667,13.7453333333,28.0503333333,6.393,8.40558333334,7.16441666666,10.1865,16.69825,8.45816666667
391.36,8.95152777778,28.09025,13.6960833333,27.9406666667,6.35275,8.39641666667,7.08650000001,10.088,16.5967916666,8.4475
391.72,8.93530555556,28.0334166666,13.6715,27.9405833333,6.28533333333,8.3805,7.07683333334,10.0595833333,16.535875,8.40816666667
392.08,8.96186111111,28.0115,13.6861666667,27.9178333333,6.26075,8.397625,7.10508333333,10.0611666667,16.5988333333,8.45066666667
392.44,9.00902777778,27.9580833333,13.7624583333,27.9544166667,6.28033333334,8.40616666666,7.17916666668,10.0925833333,16.622125,8.485
392.80,9.06841666667,27.9503333333,13.7951666667,28.01725,6.35508333333,8.49033333333,7.24891666668,10.1341666667,16.6332916666,8.55791666667
393.16,9.02608333333,27.8213333334,13.747625,27.9224166667,6.32025,8.47904166667,7.19416666666,10.0969166666,16.5784583333,8.54991666667
393.52,9.04527777778,27.666,13.72275,27.84225,6.32875,8.4695,7.22516666667,10.0983333333,16.5490833333,8.57808333333
393.88,9.0195,27.55825,13.6931666667,27.8301666667,6.33541666667,8.45354166667,7.23991666666,10.0780833333,16.526375,8.57716666666
394.24,8.96455555556,27.3408333333,13.57325,27.7939166667,6.26291666667,8.42954166667,7.22458333333,10.03125,16.39575,8.49708333334
394.60,8.88280555556,27.2061666667,13.5685416667,27.73225,6.20475,8.34025,7.17274999999,9.97883333334,16.343875,8.39883333333
394.96,8.82638888889,27.0803333333,13.4867083333,27.6781666667,6.1485,8.317375,7.09924999999,9.88058333334,16.2515,8.34708333333
395.32,8.86938888889,27.0213333333,13.5250416667,27.6294166667,6.17858333333,8.34129166667,7.17433333333,9.90858333332,16.29025,8.33666666667
395.68,8.88633333333,26.8751666667,13.5334583333,27.55925,6.15125,8.335875,7.14733333333,9.89358333334,16.3036666667,8.32433333333
396.04,8.79644444445,26.6486666667,13.4302916667,27.45975,6.0845,8.20179166667,7.06800000001,9.83016666666,16.1832083333,8.18916666667
396.40,8.75972222222,26.5164166666,13.3411666667,27.3914166666,6.05941666667,8.19275,7.00391666667,9.76808333334,16.1342916667,8.10058333333
396.76,8.83413888889,26.4121666667,13.3870416667,27.3334166666,6.04358333333,8.25120833333,7.02825,9.81275,16.1805,8.13766666667
397.12,8.80577777778,26.2039166667,13.3822916667,27.2856666667,5.99933333334,8.21254166667,7.0135,9.78525,16.1110416666,8.13083333333
397.48,8.862,26.1059166666,13.416875,27.2848333334,6.04566666667,8.25175,7.01908333332,9.8085,16.113375,8.17616666667
397.84,8.89294444444,25.9825,13.410625,27.1783333334,6.03416666667,8.26508333333,7.02375000001,9.83058333333,16.0805,8.1715
398.20,8.98922222222,25.9956666666,13.5677916667,27.221,6.11716666667,8.31641666667,7.08741666666,9.90408333332,16.20975,8.27133333334
398.56,9.04144444445,25.90375,13.6372916667,27.1970833333,6.15875,8.34866666667,7.12925,9.94925,16.2637916667,8.30966666667
398.92,9.01758333334,25.7203333333,13.6072083333,27.1199166667,6.12183333334,8.31095833333,7.1015,9.90208333332,16.2285833333,8.27308333333
399.28,9.03513888888,25.6063333333,13.6234166666,27.0911666667,6.112,8.27929166667,7.08708333333,9.88366666667,16.22825,8.28475
399.64,8.97677777778,25.529,13.623625,27.0681666667,6.119,8.25891666667,7.04891666666,9.84500000001,16.2332083333,8.27166666667
400.00,8.97388888889,25.4089166667,13.6464583333,27.0058333333,6.13491666667,8.299375,7.05991666667,9.82524999999,16.24025,8.32108333334
400.36,9.06800000001,25.30675,13.7459166667,27.06425,6.24166666667,8.4005,7.16441666667,9.914,16.3041666667,8.45333333333
400.72,9.00191666667,25.1855,13.7068333333,27.0423333333,6.25958333333,8.32379166667,7.15991666667,9.85366666666,16.2081666667,8.42941666667
401.08,9.11141666667,25.2291666667,13.8046666667,27.0664166667,6.349,8.41016666667,7.25441666666,9.91441666666,16.3017083333,8.50933333334
401.44,9.04905555556,25.1088333333,13.7767916667,27.00225,6.27516666667,8.36870833333,7.23050000001,9.83850000001,16.2731666666,8.42775
401.80,8.98502777778,24.9636666667,13.7600833333,26.95275,6.269,8.330125,7.14275000001,9.74833333333,16.2607083333,8.44691666667
402.16,8.89791666667,24.7465,13.6188333333,26.8318333333,6.18925,8.26333333333,7.06558333332,9.61783333333,16.1597083333,8.35191666667
402.52,8.95127777778,24.6915,13.6165416667,26.8391666667,6.22125,8.35279166667,7.07850000001,9.63208333334,16.179625,8.417
402.88,9.07741666667,24.8089166667,13.7792083334,26.9323333333,6.34366666667,8.50270833334,7.21658333334,9.80025,16.3118333334,8.58891666667
403.24,9.08355555557,24.7455,13.774625,26.94875,6.3575,8.5745,7.25158333333,9.79425,16.2979166666,8.55675
403.60,9.11522222223,24.648,13.774,26.9146666667,6.3825,8.59845833333,7.28791666667,9.81408333332,16.26625,8.54325
403.95,9.20897222221,24.6800833333,13.8332916667,26.9755833333,6.44441666667,8.66108333334,7.31691666666,9.84566666667,16.3185833333,8.56258333333
404.31,9.14486111111,24.5966666667,13.8454583333,26.9245833334,6.4005,8.63445833333,7.28391666667,9.79324999999,16.2713333334,8.51808333333
404.67,9.17916666667,24.58375,13.8718333333,26.9361666667,6.39058333333,8.65429166666,7.26516666667,9.82858333334,16.32675,8.53733333334
405.03,9.13855555555,24.48275,13.833125,26.8760833333,6.38108333333,8.62879166667,7.2565,9.82883333333,16.3072916667,8.4975
405.39,9.17274999999,24.4819166667,13.86175,26.9401666667,6.42191666667,8.685,7.31566666666,9.89158333334,16.3485416667,8.54708333333
405.75,9.22788888888,24.4784166666,13.9108333333,27.0274166667,6.451,8.73604166667,7.39100000001,9.93025000001,16.365375,8.5425
406.11,9.24072222222,24.4608333333,13.96525,27.0445,6.49525,8.74970833334,7.40633333334,9.97558333332,16.3759166666,8.56883333333
406.47,9.14855555555,24.331,13.9292083334,27.0218333333,6.44575,8.67258333333,7.35191666666,9.88891666666,16.3251666667,8.48883333334
406.83,9.13133333334,24.2331666667,13.8987916667,26.9734166666,6.43066666667,8.62454166667,7.36441666667,9.85941666667,16.3322916667,8.42066666667
407.19,9.14125000001,24.2071666667,13.9225,26.9866666666,6.49333333333,8.63058333333,7.37700000001,9.8765,16.354125,8.45308333333
407.55,9.14527777777,24.1710833333,13.9342916667,27.0186666667,6.50466666666,8.610625,7.40208333333,9.88833333333,16.39375,8.49525
407.90,9.14477777778,24.1934166667,13.9593333333,27.088,6.524,8.63016666667,7.46974999999,9.95341666668,16.3824583334,8.49833333333
408.26,9.17858333332,24.18125,13.9335416667,27.1168333333,6.54525,8.615125,7.4875,9.95991666667,16.4312916667,8.47491666667
408.62,9.13091666667,24.085,13.878625,27.0889166667,6.47608333333,8.540375,7.45350000001,9.88391666666,16.4305416667,8.40266666667
408.98,9.16,24.0419166667,13.8916666667,27.1093333333,6.48,8.57045833334,7.42891666666,9.84941666668,16.3869166667,8.40675
409.34,9.11136111112,23.9015,13.8656666667,27.0084166667,6.42683333333,8.49729166666,7.36508333334,9.79833333334,16.357125,8.35766666667
409.70,9.21172222222,23.928,13.9389166666,27.031,6.51858333333,8.60245833334,7.44641666667,9.85633333333,16.4564166667,8.42733333333
410.06,9.35663888889,23.9985,14.0212916667,27.1449166666,6.62866666666,8.71291666667,7.57608333333,9.97025,16.5652083334,8.5295
410.42,9.41794444443,23.9914166667,14.0240416667,27.15275,6.67408333333,8.758125,7.60291666667,10.0221666667,16.5699583333,8.53066666667
410.77,9.39697222222,23.9500833333,14.003625,27.1448333334,6.66666666667,8.74770833333,7.55025,9.99308333333,16.5357083333,8.51175
411.13,9.4571111111,23.9799166667,14.0715416666,27.2129166667,6.70783333333,8.78458333334,7.57725000001,10.0316666667,16.612,8.575
411.49,9.49905555557,23.9765,14.12175,27.21475,6.73891666667,8.83920833333,7.56716666667,10.0390833333,16.6270416667,8.58866666667
411.85,9.44547222223,23.84975,14.0971666667,27.1355,6.67908333333,8.81095833333,7.50541666667,9.95416666666,16.6162916667,8.56325
412.21,9.48513888889,23.8333333333,14.1712083333,27.1631666667,6.69816666667,8.85795833333,7.54391666666,9.99658333334,16.6238333333,8.63183333333
412.57,9.50191666666,23.7265833333,14.1942916667,27.1244166667,6.72491666667,8.882125,7.55433333332,9.99641666666,16.5418333333,8.64791666667
412.92,9.53769444445,23.7091666666,14.2255833334,27.1760833333,6.75925,8.93079166666,7.58383333333,10.05375,16.6237083333,8.67716666667
413.28,9.60791666667,23.7571666667,14.3013333333,27.25575,6.81466666667,9.00970833332,7.63708333334,10.0755,16.6915833333,8.68958333333
413.64,9.58174999999,23.6734166666,14.3005416667,27.27475,6.76658333333,8.96516666667,7.60066666667,10.06025,16.667625,8.67183333333
414.00,9.55055555556,23.5730833333,14.2829166667,27.2443333333,6.71733333333,8.90075,7.55308333333,9.98308333333,16.6085,8.62991666667
414.36,9.58374999999,23.5075,14.37975,27.2534166667,6.76133333333,8.93320833333,7.62983333333,9.98933333333,16.6618333333,8.72008333333
414.72,9.53497222222,23.34525,14.3469166666,27.1944166667,6.73533333334,8.91229166667,7.59125,9.93841666667,16.6377916667,8.69575
415.07,9.48036111112,23.2245,14.3004583333,27.1201666667,6.6395,8.86916666667,7.57858333334,9.91533333334,16.5797083333,8.66083333333
415.43,9.44630555555,23.1163333333,14.2863333333,27.0501666667,6.64016666667,8.86554166667,7.59058333333,9.89483333333,16.5463333333,8.64058333333
415.79,9.50105555555,23.0521666667,14.3089166667,27.0618333333,6.68725,8.88516666667,7.63058333334,9.93216666666,16.5902083333,8.65708333333
416.15,9.46527777779,22.891,14.2597916666,26.9681666667,6.61683333334,8.839625,7.58233333332,9.87233333334,16.5491666666,8.60383333334
416.51,9.50036111111,22.8490833333,14.32025,26.9764166666,6.72466666667,8.91091666666,7.65883333334,9.91633333334,16.627125,8.66241666667
416.86,9.47247222222,22.6728333333,14.291875,26.86475,6.67016666667,8.85825,7.61749999999,9.82875000001,16.515125,8.653
417.22,9.41702777778,22.47175,14.2330416666,26.72325,6.64133333333,8.837875,7.58450000001,9.77175000001,16.444375,8.64408333334
417.58,9.39408333334,22.3629166667,14.2222083334,26.6213333333,6.65866666666,8.822375,7.57666666667,9.74166666666,16.399,8.65691666667
417.94,9.38222222221,22.21575,14.1797916667,26.4790833334,6.629,8.80633333333,7.58324999999,9.71191666667,16.3665,8.637
418.29,9.3303888889,22.0674166667,14.0974583333,26.37,6.58658333333,8.76708333334,7.52199999999,9.66716666667,16.29725,8.56641666667
418.65,9.38777777779,21.97125,14.1219583333,26.3226666667,6.60191666667,8.790625,7.56716666667,9.68808333333,16.30175,8.61591666667
419.01,9.41544444444,21.829,14.1382916667,26.2525833333,6.63908333333,8.81595833333,7.58491666668,9.67866666667,16.2758333333,8.64041666667
419.37,9.42777777778,21.6814166667,14.1131666667,26.1935,6.62508333334,8.81095833333,7.59241666667,9.66791666666,16.2520416667,8.64858333334
419.73,9.44061111111,21.557,14.136875,26.14125,6.64991666666,8.84325,7.60383333334,9.66275,16.226125,8.6775
420.08,9.47727777778,21.4708333333,14.1477916667,26.1195833334,6.70775,8.87554166667,7.62316666666,9.67641666667,16.2455,8.71383333333
420.44,9.50091666666,21.3581666666,14.1435416667,26.0564166667,6.67341666667,8.87583333333,7.61808333333,9.66791666667,16.20825,8.71616666667
420.80,9.50141666666,21.242,14.12575,26.0034166667,6.67566666667,8.88654166667,7.62508333333,9.65308333334,16.2169166667,8.7195
421.16,9.54561111112,21.1868333333,14.168375,26.0043333333,6.72608333333,8.91583333333,7.65649999999,9.68316666666,16.2059166667,8.75483333334
421.51,9.55269444445,21.0189166667,14.13625,25.9094166666,6.69975,8.91883333333,7.66391666667,9.64741666667,16.1677083333,8.75366666667
421.87,9.52636111111,20.8676666667,14.1208333333,25.82475,6.68341666666,8.90770833333,7.63075,9.61616666667,16.1320833333,8.73975
422.23,9.58747222223,20.7866666667,14.1509583333,25.7883333333,6.71475,8.94579166666,7.68200000001,9.63449999999,16.161375,8.81033333333
422.58,9.58266666667,20.6735,14.1592916667,25.76025,6.7245,8.96349999999,7.68183333334,9.62241666668,16.14575,8.81133333333
422.94,9.5853611111,20.5584166667,14.136375,25.71375,6.716,8.97525000001,7.67333333333,9.60216666666,16.12425,8.81883333333
423.30,9.56633333333,20.42275,14.113375,25.6255,6.69475,8.95383333333,7.64366666668,9.55983333332,16.0625833333,8.79741666667
423.66,9.57380555555,20.3009166667,14.0905416667,25.5679166667,6.684,8.94074999999,7.65625000001,9.53783333334,16.0315416667,8.81858333333
424.01,9.56133333332,20.1683333333,14.0729166667,25.4876666667,6.67508333333,8.91941666667,7.65125000001,9.51933333334,15.9706666667,8.80783333333
424.37,9.52805555557,20.0355833333,14.01875,25.4025,6.65483333334,8.89079166667,7.63275,9.48441666666,15.912125,8.79391666666
424.73,9.52302777777,19.9546666667,14.0195833333,25.3608333333,6.66016666666,8.876125,7.63208333333,9.48399999999,15.89375,8.78108333334
425.08,9.49452777778,19.8081666667,13.9581666667,25.25825,6.61958333334,8.836125,7.60166666666,9.433,15.859625,8.747
425.44,9.47658333333,19.7476666667,13.957125,25.2598333333,6.61441666667,8.806625,7.5755,9.43208333333,15.8447083333,8.72258333334
425.80,9.51608333332,19.72675,14.00025,25.30575,6.66791666667,8.86979166667,7.62641666667,9.46883333333,15.8582083333,8.75116666667
426.16,9.52280555557,19.65075,14.008625,25.2778333334,6.68525,8.89,7.62575000001,9.46933333333,15.8385416667,8.75608333333
426.51,9.54975,19.6251666666,13.9994583333,25.2551666666,6.70833333333,8.89829166666,7.64466666668,9.47783333334,15.8324583333,8.76658333333
426.87,9.51511111111,19.5186666666,13.94325,25.182,6.69225,8.822125,7.61008333332,9.43975000001,15.7778333333,8.72841666667
427.23,9.53936111111,19.4865833333,13.965625,25.208,6.73983333333,8.859,7.63024999999,9.45616666667,15.828875,8.74608333334
427.58,9.56152777778,19.4810833333,14.0032916667,25.2145833333,6.78258333333,8.89566666667,7.65591666667,9.49124999999,15.8615,8.73308333333
427.94,9.59902777777,19.483,14.0453333333,25.2311666667,6.81891666667,8.94712500001,7.68708333332,9.51149999999,15.9129583333,8.75966666667
428.30,9.67841666667,19.5225,14.1274166667,25.3170833333,6.8985,9.01025,7.75508333334,9.58066666668,15.9996666667,8.818
428.65,9.67822222221,19.4554166666,14.1121666667,25.2794166667,6.87508333333,9.01191666667,7.74300000001,9.54716666668,15.9805833333,8.8075
429.01,9.76083333332,19.5020833333,14.1825416667,25.3610833333,6.93758333333,9.06620833333,7.80383333333,9.59741666666,16.0240833333,8.84941666667
429.37,9.75225000001,19.4639166667,14.1604166667,25.3490833334,6.91758333334,9.04599999999,7.79658333333,9.57033333334,16.0430833333,8.84858333333
429.72,9.72316666667,19.422,14.1495833333,25.31,6.90483333333,8.99829166667,7.75108333334,9.53758333334,16.0554583333,8.83675
430.08,9.6831111111,19.39475,14.1306666667,25.3355833333,6.86691666667,8.94841666666,7.70824999999,9.50983333334,16.039875,8.78525
430.44,9.6931388889,19.39925,14.171125,25.3671666667,6.86041666666,8.95075,7.713,9.52241666667,16.0818333334,8.77883333333
430.79,9.71477777777,19.4508333334,14.25225,25.412,6.86875,9.00583333333,7.73433333332,9.54833333334,16.1490833333,8.79416666666
431.15,9.73722222222,19.5113333333,14.2855,25.44525,6.89325,9.02191666666,7.76308333332,9.57925000001,16.1574583333,8.82566666667
431.50,9.7406111111,19.541,14.3107916667,25.47325,6.87666666667,8.99200000001,7.73791666667,9.58250000001,16.1714583333,8.83833333333
431.86,9.74969444444,19.568,14.3103333333,25.51775,6.86441666667,8.99295833334,7.74075000001,9.58741666667,16.2035833333,8.83741666666
432.22,9.72608333334,19.61825,14.3282916667,25.5323333333,6.85566666666,8.99212499999,7.72083333334,9.55958333333,16.2304583334,8.81675
432.57,9.78474999999,19.73925,14.4212916666,25.6459166667,6.95291666667,9.07895833334,7.80808333333,9.65216666667,16.3020833334,8.877
432.93,9.77286111112,19.759,14.4577083333,25.668,6.93075,9.08716666666,7.78791666667,9.64758333333,16.3535833333,8.89
433.29,9.81180555556,19.8175,14.5105833333,25.68875,6.98275,9.15925,7.81841666667,9.70749999999,16.3753333333,8.92425
433.64,9.82852777777,19.862,14.5260416667,25.7145833333,6.97358333334,9.17533333334,7.84816666666,9.72658333334,16.3907083333,8.90625
434.00,9.85349999999,19.9224166667,14.5592083333,25.7448333333,6.99275,9.18904166666,7.87616666667,9.74625,16.4221666667,8.91375
434.35,9.84397222223,19.92325,14.5322916667,25.71775,6.98841666667,9.17024999999,7.86025,9.74508333332,16.410375,8.90816666667
434.71,9.88425,19.9815,14.5830416667,25.77525,7.04691666667,9.18845833333,7.91058333332,9.79391666667,16.46475,8.93383333334
435.07,9.92605555556,20.0199166666,14.6209583333,25.8305,7.06816666667,9.21112500001,7.92483333334,9.83583333333,16.5050416667,8.94716666667
435.42,9.91225000001,20.02475,14.6237916667,25.84325,7.05541666666,9.22208333334,7.91233333332,9.82149999999,16.5081666666,8.935
435.78,9.89802777778,20.0633333334,14.637375,25.8604166666,7.04041666667,9.207875,7.89525000001,9.79966666666,16.4887083333,8.90458333333
436.13,9.95313888891,20.14175,14.7082083333,25.9548333333,7.07008333333,9.24554166666,7.911,9.85,16.5497916666,8.9325
436.49,9.94491666668,20.1483333333,14.71375,25.97325,7.03175,9.20375000001,7.87391666667,9.82966666667,16.5862083333,8.90241666667
436.84,9.97611111111,20.1986666667,14.7587083333,26.0210833333,7.0635,9.21016666668,7.89783333333,9.86333333334,16.606625,8.91091666667
437.20,10.0127777778,20.2800833333,14.8385416667,26.11325,7.09691666667,9.22125000001,7.946,9.89716666666,16.6882916667,8.94716666667
437.56,10.037,20.33225,14.8877916666,26.1933333334,7.12325,9.26645833332,7.96358333332,9.92675,16.7550416667,8.99941666667
437.91,10.0884722222,20.4006666667,14.9687083333,26.2523333333,7.15716666667,9.29883333334,8.01533333333,9.96333333334,16.8182083333,9.03033333333
438.27,10.0913888889,20.4398333333,15.0418333334,26.3096666666,7.17325,9.31937500001,8.02466666667,9.96808333334,16.8474583333,9.05941666667
438.62,10.1140277778,20.464,15.0795,26.37025,7.16583333333,9.35841666667,8.02808333333,9.98499999999,16.896,9.07666666667
438.98,10.0959166667,20.4508333333,15.1037916667,26.3666666667,7.13458333333,9.35045833332,8.02133333333,9.94758333332,16.9081666667,9.07016666667
439.33,10.1299166667,20.4975833333,15.1475833333,26.4013333333,7.16475,9.38420833333,8.06250000001,9.97941666667,16.9525,9.09575
439.69,10.12975,20.46375,15.1741666667,26.4046666667,7.1695,9.39133333333,8.07708333333,9.9965,16.98625,9.12341666667
440.04,10.1086388889,20.37675,15.1455,26.3450833333,7.15325,9.35204166666,8.06608333334,9.95691666667,16.9758333333,9.08525
