wavelength,Back_TanPunm,Belly_TanPunm,Breast_TanPunm,Crissum_TanPunm,Crown_TanPunm,DorTail_TanPunm,Patch10_TanPunm,Patch11_TanPunm,Patch12_TanPunm,Rump_TanPunm,Throat_TanPunm,WingTip_TanPunm
190.95,-10.6666,11.5150666667,-63.2726666667,-55.3938666667,-72.3636666667,-53.9393,-72.1210666666,-40.8484666667,-69.3332666666,-80.6668083332,-41.4544,-95.3334666666
191.33,-3.07020000001,12.2807333333,-42.6315333333,-36.0527333333,-46.1402666667,-39.2544,-47.3684,-26.1403333334,-47.0173333333,-50.0986333334,-23.5965333333,-68.5964333333
191.71,0.964733333326,23.5964,-37.2807333333,-27.9824666667,-39.3859333333,-26.2281,-37.1931333333,-18.5965333334,-46.1404,-40.3946916667,-15.5261333333,-63.3771
192.09,7.57586666667,24.2424,-29.0152,-21.2878,-31.0606666667,-18.5607666667,-26.7423333333,-17.2727333333,-37.0455333333,-30.0379083333,-11.7424666667,-51.8558
192.47,3.80953333334,17.0696,-30.6226666667,-24.9085333333,-30.2562666667,-20.7326333333,-23.5897333333,-17.1429333333,-41.7582666667,-28.5807083333,-14.8718666667,-49.7070666667
192.85,-9.29826666667,12.0175333333,-48.5088,-43.8595333333,-48.2456666667,-39.6490666667,-40.7018,-35.0877333334,-64.2104666667,-53.8596,-32.4561999999,-73.9035333333
193.23,-21.99,3.88046666666,-62.985,-67.0646666667,-66.8658,-61.1941333333,-58.0100666667,-51.8409333334,-86.0696666667,-75.8830083333,-52.7363999999,-95.8208
193.61,-38.6928666667,-4.44446666668,-97.1241333333,-95.4247333334,-105.882266667,-93.7909000001,-91.2418,-87.1895333334,-129.280866667,-113.169816667,-91.6338666667,-139.084966667
193.99,-39.6489333333,-8.77199999999,-87.7194666666,-89.5905999999,-98.9473333333,-85.5555333333,-90.4094000001,-88.6550666668,-113.4504,-107.266208333,-87.0176,-121.754266667
194.37,-89.0908666666,-29.0907999999,-168.080933333,-176.7676,-187.272666667,-161.717233333,-174.141266667,-166.6666,-207.0708,-206.1112,-160.403933334,-231.515133333
194.75,-297.777733334,-148.8888,-438.222133333,-487.111066667,-512.888866666,-448.666633333,-477.777866667,-475.1112,-570.222333333,-559.889,-459.111,-616.4445
195.13,2876.66666667,1436.66666667,3786.66666667,3923.33333333,4373.33333333,3810.0,4033.33333333,4190.0,4803.33333333,4680.83333333,4023.33333333,5020.0
195.51,408.5184,252.592666667,502.592533333,511.851933333,558.5186,497.7777,527.777733333,551.851866667,617.037066667,610.787125,539.629666667,633.3334
195.89,385.079466667,251.746066667,440.317466667,463.174666667,494.603133333,460.952533333,473.968266667,484.762066667,552.063466667,557.658716667,484.761933333,579.2062
196.27,242.941266667,156.470733333,266.666666667,281.960733333,306.274466667,292.451033333,299.6078,296.2744,348.4314,359.607775,294.901866666,360.6861
196.65,194.358933333,107.350466667,206.837666667,225.470133333,252.649666667,237.436033333,251.794933333,245.812,279.145333333,299.209358333,230.085466667,297.948566667
197.03,200.0,117.166666667,208.5,231.833333333,262.5,239.583333333,259.166666667,244.5,282.166666667,296.833333333,228.833333333,301.416666667
197.40,232.333333333,138.666666667,239.5,248.333333333,291.0,263.666666667,285.5,267.333333334,312.333333333,313.333333333,242.666666667,323.5
197.78,308.0,185.111133333,311.333333333,328.888933333,378.6666,339.222233333,373.333266666,348.8888,409.333266667,414.166658333,303.333266666,423.666666667
198.16,270.185133333,156.481666667,275.740666667,288.333333333,326.6666,295.277833333,324.444533333,299.444466666,360.0,351.504441667,262.777733333,359.9073
198.54,407.6924,256.153866667,406.923066667,420.5128,500.7692,441.410333334,488.4616,459.230666667,551.5386,519.358925,404.1026,515.512766667
198.92,414.321,256.296266667,399.2594,403.4568,514.0742,444.0742,480.246933333,452.592733333,537.284,508.2716,401.975333333,503.950633333
199.30,520.333333333,310.666666667,477.666666667,508.333333333,660.333333333,545.666666666,607.0,547.0,677.333333333,641.083333333,505.666666667,647.833333333
199.68,282.020266667,152.121333333,251.111133333,284.2424,380.404066667,307.5758,342.6262,295.757666667,384.2424,356.338458333,274.3434,374.5454
200.06,215.1514,119.393933333,198.181866667,223.333333333,297.727266667,242.197033333,270.909066667,231.969733333,294.393933333,269.829625,216.0606,293.030366667
200.44,237.837866667,119.819866667,222.702666667,252.972866667,331.711666667,269.729733333,302.162133333,258.5586,330.450466667,293.243191667,245.225266667,336.8469
200.82,267.238066667,148.380933333,260.0,287.238066667,359.809466667,307.619033334,335.428666667,285.1428,370.666666667,323.7619,286.0952,378.571366667
201.19,289.555533333,150.888933333,274.888933333,307.999933333,387.555666667,321.555433333,359.7778,308.6666,403.5556,340.472275,316.4444,395.666633333
201.57,258.161,128.505866667,245.0576,291.954066667,365.7472,295.402166667,336.091933333,283.678066667,382.068933333,327.068908333,301.609333333,379.885033333
201.95,199.279266667,97.4774666667,178.919,228.4684,278.3784,239.459566667,264.684733333,218.738933333,294.7748,247.522483333,235.675733333,298.198133333
202.33,152.713066667,64.4960666667,125.736466667,168.217066667,218.914666667,190.0775,205.116133333,166.511666667,231.317733333,190.077516667,182.015666667,245.9691
202.71,100.416933333,36.9792666667,80.4166666667,109.166733333,136.354333333,125.573066667,130.625133333,104.062533334,144.479333333,123.359558333,120.520866667,162.760566667
203.09,102.4692,23.3334000001,80.9876666667,117.654333333,131.481533333,131.790133333,137.9012,105.061733333,150.246933333,128.394941667,129.753,172.036933333
203.47,115.2564,29.4872000001,92.9486,129.1026,142.8204,151.666533333,147.564133333,119.8718,163.205133333,141.634625,142.820533333,181.025533333
203.85,126.6666,33.3333333335,100.6802,134.5578,142.8572,155.442233334,152.9252,132.380933333,174.83,151.598591667,156.1904,184.897866667
204.22,148.030333333,37.1212,108.030266667,149.090866667,153.030133333,169.772666667,163.9394,154.090933333,196.211933333,171.875025,173.030333333,196.212
204.60,153.9006,60.4254000001,110.212733333,153.475066667,158.297866667,181.7731,173.3334,157.163,200.992866666,180.053166667,179.5744,192.269433333
204.98,135.849,58.4905333335,95.7232000001,135.5976,142.389933333,159.811366667,158.490533333,139.874266667,181.761066667,163.710708333,162.2642,169.5597
205.36,140.261333333,59.6078,93.4640000001,132.6798,138.039266667,163.268066667,167.451,143.529466667,187.973666667,171.862733333,163.137266667,175.2286
205.74,139.047733333,54.2857333332,87.2108000001,126.6666,133.8776,162.448933333,169.387866667,136.462533333,185.306133333,169.898091667,160.408266667,175.170166667
206.12,148.636266667,60.1516,97.8787333333,131.969666667,146.666666667,174.772666667,180.757666667,142.727333333,206.5152,194.185733333,177.272866667,187.5758
206.50,160.5798,84.9275333333,120.289866667,149.710266667,160.000066667,191.087066667,196.521666667,153.188333333,221.884133334,207.68115,197.971,197.970966667
206.87,264.615533333,133.333333333,192.564066667,243.333266667,252.564066667,310.128133333,324.615466667,250.5128,371.538533333,345.128241667,323.3334,328.461566667
207.25,219.607733333,129.804,163.5294,203.3334,211.5686,265.1961,260.196133333,210.392066667,304.5098,280.416633333,257.647,281.4705
207.63,164.592533333,102.222266667,118.074066667,156.296266667,151.7036,194.814933333,199.111133333,164.888933333,228.444466667,214.351825,190.8148,215.851766667
208.01,151.3476,91.0637999999,109.503533333,143.404266667,145.2482,187.234033333,184.538933333,148.3688,213.191666666,191.844066667,172.624133333,196.382966667
208.39,149.545466667,95.0000666667,120.4544,149.696866667,155.606133333,202.0454,198.636466667,152.8788,223.636266667,194.867383333,178.939466667,209.924266667
208.77,119.359066667,71.1538666667,103.076933333,120.256333333,131.410266667,161.9231,164.102666667,128.974333333,186.282133333,158.830008333,148.461533333,177.243566667
209.14,92.7619333333,55.1429333333,77.8095999999,93.7143333333,98.3809999998,126.6668,122.761933333,99.1429333332,141.904733333,121.0239,111.142866667,136.904666667
