wavelength,Back_LopGrim,Belly_LopGrim,Breast_LopGrim,Crissum_LopGrim,Crown_LopGrim,DorTail_LopGrim,Patch10_LopGrim,Rump_LopGrim,Throat_LopGrim,WingTip_LopGrim
206.87,-41.5300666666,-14.7542,-32.2404,-2.29493333335,-39.4534666667,-50.9289333333,-27.9779333333,-30.7104666667,-47.4316,0.327866666666
207.25,-66.1333333333,-36.5333333333,-53.6,-22.9333333333,-66.8,-72.4,-50.8000000001,-54.4,-68.2666666667,-12.0
207.63,-92.0326666667,-53.1707333333,-76.7480666666,-42.6015333333,-98.8617999999,-93.8210666666,-78.3740666667,-78.6991333333,-92.0325333333,-33.1706666667
208.01,-47.1795333333,-4.87173333334,-32.6923333333,-1.41026666666,-52.5641333333,-43.5898666667,-31.6667333333,-29.6152666666,-48.3332666667,4.23086666665
208.39,-43.9506666667,-9.99993333335,-36.1728,-3.20993333333,-54.8147333334,-42.5926,-30.2468666667,-26.6666666667,-52.5924666667,5.18513333333
208.77,-39.8666666667,-3.59999999999,-33.6,5.86666666667,-48.4,-45.0666666666,-27.2,-24.8,-51.2000000001,16.2666666667
209.14,-53.4814666666,-6.51853333336,-44.0000666667,5.48153333332,-67.8518,-59.9998666667,-30.6667333333,-36.4445333333,-62.6666666667,7.5556
209.52,-44.1509333333,4.77986666668,-32.7044666667,18.4905333333,-58.6164000001,-44.4024666667,-15.346,-24.9056,-49.4340666667,6.79253333331
209.90,-23.4342666667,17.9797333333,-17.2727333333,26.9697333333,-40.202,-26.3636,0.303066666646,-5.25259999998,-27.8788,8.1818
210.28,-35.0879333333,8.30413333333,-35.7894666667,15.9064666666,-62.924,-37.076,-16.1402,-21.5203333333,-46.6666,-5.02926666667
210.66,-70.1514666667,-11.6666666667,-72.7273333333,-7.87873333334,-111.3636,-80.4546666667,-47.2726666666,-58.1818,-90.1514,-38.0303333333
211.03,-68.2928,-19.8374666667,-83.4148000001,-17.3982,-128.130066667,-88.2926,-47.6424,-63.5773333333,-92.3577333334,-51.7073333333
211.41,-62.3809999999,-13.1745333333,-79.5239333333,-18.5714666667,-122.063466667,-79.8413333333,-38.7302,-61.9047999999,-82.6984666667,-50.1588
211.79,-60.7752666668,-17.9844,-74.4186666666,-23.1008666667,-115.658933333,-83.7209333334,-25.5813333334,-62.4805999999,-82.4806000001,-48.2170666667
212.17,-173.066666667,-105.333333333,-191.466666667,-125.066666667,-266.666666667,-225.6,-121.6,-185.6,-214.666666667,-148.0
212.55,-113.125,-50.2083333333,-121.458333333,-73.9583333334,-171.458333333,-153.75,-60.2083333332,-115.833333333,-137.916666667,-102.5
212.92,-131.333266667,-56.2222000001,-150.6666,-84.8888,-180.666666667,-168.888866667,-67.7777999999,-123.777733333,-156.666666667,-124.4444
213.30,-103.666666667,-50.9999999999,-115.333333333,-68.9999999999,-124.833333333,-122.833333333,-51.1666666667,-90.3333333333,-114.5,-93.4999999999
213.68,-71.8953999999,-22.0914666667,-76.4707333334,-43.7908,-76.8626666668,-80.3921333333,-24.0524666667,-55.2941333333,-72.8106,-59.4771333333
214.06,-84.6258,-34.9661333334,-81.3604666667,-57.6870666667,-84.3537333333,-89.1157333334,-28.4353333333,-67.8912,-83.2653333335,-62.8571333333
214.44,-70.3703333333,-29.7530666667,-66.4196666666,-47.2840666667,-68.2716000001,-81.7285333333,-18.2715333333,-54.6913999999,-63.8271333333,-52.963
214.81,-29.7297333333,-4.86493333335,-31.1712666667,-14.9548666667,-27.2973333333,-43.0629333333,2.07206666667,-19.1892,-24.0539333333,-17.6577333333
215.19,-19.8412,-1.58746666665,-18.6506666667,-5.79366666665,-16.1905333333,-33.4921333333,7.06366666668,-8.49206666668,-14.4444666667,-8.41273333332
215.57,-9.34780000001,3.91306666664,-8.11593333331,6.66673333333,-1.087,-23.116,12.3187333333,4.71013333333,-5.72459999998,-1.01460000001
215.95,-18.2079333333,-0.43019999998,-15.2688666667,4.01433333333,-5.0896,-28.2436,4.94633333332,0.07166666666,-11.1112,-6.66680000001
216.32,-13.1972666667,1.9728,-10.0,11.7007333333,0.47626666668,-20.9523333333,12.8571333333,4.08173333332,-2.44893333334,-2.9932
216.70,-21.0636666667,-7.94326666665,-18.7234,4.61006666667,-10.993,-31.5602666667,5.46086666666,-9.36166666667,-11.4183333333,-10.5675333334
217.08,-27.7777333333,-17.143,-30.4760666667,-3.17466666666,-28.4921333333,-42.1429333333,-3.80953333333,-25.0,-22.8572,-21.4285333333
217.46,-21.8392,-11.6474666667,-29.6551333333,-2.45206666665,-26.2068,-40.613,-2.75860000002,-25.3638666667,-25.7471333333,-21.7626
217.83,-37.7779333333,-30.1449333333,-48.6956666667,-16.1353333333,-46.6666,-67.3430666667,-20.3863333334,-47.2464,-44.2512,-37.198
218.21,-49.1111333333,-39.7778,-68.5555999999,-21.5556,-58.2221333333,-80.9999999999,-30.6668666667,-58.2220666667,-54.4444666667,-50.2222
218.59,-64.485,-50.0607333334,-82.9091333333,-31.0303333333,-74.3029333333,-94.0606,-41.5757333333,-78.1818666668,-72.4847333333,-57.9394
218.97,-99.8518666666,-87.8519333333,-121.3334,-64.2962666667,-112.889,-129.926,-73.9259333334,-123.999866667,-116.888866667,-90.5186
219.34,-139.298266667,-117.193066667,-163.508733333,-92.2807333335,-144.5614,-168.771866667,-107.0176,-172.105266667,-161.754466667,-122.806933333
219.72,-183.333333333,-142.352866667,-198.6274,-128.431266667,-179.2156,-207.0588,-137.843066667,-219.2156,-201.5686,-149.607733333
220.10,-200.645333333,-154.8388,-212.043133333,-141.2904,-193.978466667,-218.0646,-145.1614,-237.204333333,-218.709666667,-157.204266667
220.47,-161.212133333,-117.5758,-181.010133333,-110.707,-163.030266667,-183.434266667,-113.939333333,-191.7172,-189.696933333,-129.696933333
220.85,-299.666666667,-206.333333333,-317.333333333,-209.666666667,-294.333333333,-327.0,-212.0,-315.666666667,-337.0,-240.0
221.23,-138.703733334,-81.8518666667,-130.740866667,-82.7777999999,-124.629733333,-150.925866667,-75.1851333334,-135.5556,-146.666666667,-97.7779333333
221.61,-207.733333333,-126.4,-188.533333333,-114.933333333,-188.533333333,-210.4,-94.9333333333,-185.6,-208.533333333,-140.266666667
221.98,-159.583333333,-99.9999999999,-154.375,-87.2916666666,-149.375,-154.791666667,-68.1250000001,-137.083333333,-160.625,-118.125
222.36,-111.382066667,-55.7722666667,-105.691066667,-43.9025333333,-99.5122000001,-101.951266667,-39.8373333333,-89.9185333333,-106.178933333,-81.3009333333
222.74,-65.9394666667,-25.8181333333,-65.2122,-14.9090666667,-53.3334,-57.6969333333,-18.7879333333,-45.2121333333,-61.3333333334,-44.4848666667
223.11,-61.1763999999,-14.6405333333,-63.1371333333,1.9608,-46.1438666666,-54.5098,-4.5752,-34.5096666667,-55.2941333333,-39.0849333333
223.49,-30.3286666667,1.12673333333,-35.3992,13.709,-27.23,-31.4554666667,9.2958,-14.4600666667,-27.9811333333,-20.4696
223.87,-32.1025333334,-0.9232,-40.0001333333,18.9744666667,-38.9744,-40.3076,10.4614,-19.077,-32.205,-27.9999333333
224.24,-24.2591333333,4.25906666667,-34.5369333333,17.5000666667,-36.6668,-36.8518,7.77779999999,-16.6666666667,-28.1482,-25.2778
224.62,-17.6744,2.32566666666,-25.7365333333,15.1937333333,-29.0698,-30.3102,8.13946666666,-15.6589333333,-19.7673333333,-17.2868666667
225.00,-9.79166666667,3.05546666667,-19.9306666667,19.4445333333,-21.9444,-21.7362666667,8.05546666666,-10.2778666667,-12.3611333333,-9.79173333333
225.38,-18.4511333333,-4.71386666669,-27.0032666667,11.3132,-29.2929333333,-27.3402666667,-1.5488,-18.3838666667,-20.1347333333,-14.9495333333
225.75,-23.7736666667,-9.43393333333,-28.3019333333,2.70453333333,-31.3837333333,-32.0127333333,-10.9433333333,-23.3333333333,-23.7106666667,-19.2452
226.13,-27.7476666667,-13.8137333333,-29.129,-0.3604,-32.1321333333,-35.1351333333,-14.4745333333,-25.7658666667,-27.6877333333,-22.2823333333
226.51,-20.7751333333,-11.9898,-21.447,0.723400000008,-26.0982666667,-28.3204666667,-8.57886666666,-19.9482666667,-23.0491333333,-14.677
226.88,-19.1608666667,-11.6084,-17.3426666667,1.0256,-23.7296666667,-24.5221333333,-5.54773333333,-18.7412,-22.2842,-13.1002
227.26,-19.7008666667,-13.5468666667,-18.4615333333,-2.8632,-24.8291333333,-23.5041333333,-6.624,-19.7435333333,-22.6496,-13.0341333333
227.64,-20.0754,-13.4086666667,-18.0790666667,-4.63273333333,-23.5404666667,-19.3598,-6.81726666665,-19.0960666667,-21.2053333333,-10.3201333333
228.01,-21.1389333333,-15.7789333333,-20.4020666667,-8.40879999999,-24.3216,-17.387,-8.00673333333,-18.4588666667,-20.2009333333,-9.41379999999
228.39,-14.7008666667,-10.6552,-13.9031333333,-2.19366666667,-15.4416666667,-10.0854666667,-2.05133333335,-11.9658,-13.0484666667,-3.8462
228.76,-14.7656666667,-8.93240000001,-13.073,-1.849,-12.6040666667,-7.57813333333,-2.3958,-10.651,-11.9532,-4.21886666667
229.14,-8.85239999999,-3.82520000001,-6.95066666667,2.01106666667,-6.01093333334,-1.28953333333,2.95073333333,-4.5684,-5.28966666667,0.786933333333
229.52,-5.0992,-0.8928,-3.84906666666,4.88106666667,-2.97613333333,1.8452,5.63500000001,-1.1706,-1.98406666667,3.19440000001
229.89,-3.83373333333,0.1888,-2.88940000001,5.7412,-2.98406666667,2.66293333333,7.57320000001,0.321066666667,-0.415400000001,4.5326
230.27,0.360266666666,4.97293333333,1.063,9.18913333335,0.702666666664,7.20713333334,12.018,4.39639999999,4.45026666667,9.31546666666
230.65,0.0002,5.00006666667,1.22333333333,7.81926666667,-0.656066666668,6.87946666667,11.0992,3.38666666667,4.45033333333,8.95386666667
231.02,-2.1612,2.67406666667,-1.75826666667,5.348,-3.51653333333,4.35913333333,9.32226666667,1.75826666667,2.8022,6.4102
231.40,-6.04346666667,-0.981999999999,-5.28799999999,2.11533333333,-7.10113333333,1.13306666667,6.38346666667,-1.37866666666,-0.472066666668,1.8696
231.78,-8.68493333334,-4.07746666666,-8.56253333333,-0.428066666666,-9.419,-1.9572,4.5056,-3.42493333333,-2.95613333333,-1.32513333333
232.15,-7.07660000001,-2.89093333333,-7.68066666667,0.215733333333,-7.35699999999,-2.0496,5.63113333333,-3.08533333333,-2.3302,-1.51013333333
232.53,-9.43686666666,-4.41440000001,-10.1127333333,-3.063,-10.0225333333,-4.25673333332,3.46846666667,-5.45033333333,-5.09013333333,-4.3694
232.90,-8.35586666667,-2.77026666667,-8.8288,-1.48646666667,-10.1576666667,-3.87393333333,5.02253333333,-5.2028,-4.4144,-3.62606666666
233.28,-10.0808,-3.27573333334,-10.3345333333,-3.89846666667,-12.203,-4.82133333333,3.8062,-6.48206666667,-6.62039999999,-4.98280000001
233.66,-11.1345333333,-3.62566666666,-10.8304,-5.35686666667,-12.4210666667,-5.61399999999,4.53799999999,-6.43293333334,-6.80706666667,-5.2164
234.03,-6.81933333333,0.087133333332,-6.9282,-2.02613333333,-7.34219999999,-1.74286666667,6.73206666666,-3.52926666667,-2.7234,-2.02613333334
234.41,-7.95773333333,-0.846533333332,-8.12706666667,-2.94186666667,-8.31753333334,-2.60306666666,5.60859999999,-4.3174,-4.35979999999,-3.11106666666
234.78,-8.95293333333,-1.7734,-9.59393333334,-2.99153333333,-8.01273333333,-4.52993333334,5.66246666667,-4.85046666667,-5.02133333332,-5.04273333333
235.16,-8.34846666667,-0.425533333333,-8.34846666666,-1.43873333333,-7.11246666667,-4.07293333333,6.56540000001,-4.92393333333,-4.01219999999,-4.21480000001
235.54,-5.41300000001,2.60213333333,-4.9954,0.057000000002,-4.53946666667,-1.4246,8.62293333333,-3.09593333334,-1.15859999999,-1.12066666667
235.91,-3.25993333333,4.37733333334,-2.912,1.48353333333,-3.60813333333,0.567733333331,10.3846666667,-1.923,0.750866666666,0.6592
236.29,-2.34193333333,5.50426666667,-1.98273333333,3.0086,-2.0342,2.37606666667,11.2991333333,-0.683733333332,2.13666666666,2.2562
236.66,-2.07706666667,5.29293333333,-1.2898,3.4506,-1.89293333333,2.99826666667,11.5244,-0.284733333332,3.03173333333,3.18246666667
237.04,-2.523,4.4444,-1.7878,3.55906666667,-2.20546666667,2.67333333333,11.4619333333,-0.267333333334,3.0076,3.60913333333
237.41,-3.60686666666,3.62393333333,-2.2222,4.1026,-3.02566666667,1.33326666667,11.265,-2.4786,2.27366666667,2.82053333333
237.79,-4.50493333333,3.20126666667,-3.61393333333,3.51486666667,-3.3004,0.693000000001,9.95046666666,-3.911,1.18813333333,1.50166666667
238.17,-5.46333333334,2.43906666667,-4.89426666667,3.05693333333,-4.09753333333,0.422933333333,9.25206666665,-4.1952,0.617933333334,1.12193333333
238.54,-4.23406666667,2.20166666667,-3.97226666667,3.0178,-3.37166666667,1.49346666667,9.02226666665,-3.803,1.29333333333,1.0316
238.92,-2.42166666667,2.8204,-2.1936,3.63253333333,-2.07973333333,4.07406666666,9.75779999999,-2.6068,2.50706666667,2.8062
239.29,0.236266666667,4.7244,0.367533333335,5.1836,0.249333333334,6.66666666667,11.4173333333,-0.10506666667,4.56686666667,5.05253333333
239.67,2.0082,5.88246666667,2.24606666667,7.08266666667,1.86573333333,8.29466666667,12.9054666666,2.18673333333,6.79753333333,6.80926666667
240.04,2.42513333333,5.88973333334,2.76113333333,7.71653333333,2.78213333333,8.294,13.1338666667,3.12846666667,7.02353333335,7.24406666667
240.42,2.48766666667,5.75313333333,3.44646666667,7.48066666667,2.62333333333,7.81553333333,12.9987333333,3.13886666667,6.50373333334,7.24566666666
240.79,2.6272,5.5858,3.36086666667,7.21913333333,2.6272,7.86586666665,13.3569333333,3.54253333333,6.43793333333,7.63713333333
241.17,1.6788,4.2734,2.10206666667,5.48033333333,1.48473333333,6.75693333333,12.598,2.331,5.16833333333,6.34739999999
241.54,1.5976,3.8954,1.5606,4.66986666667,1.09973333333,6.48246666666,12.3256666667,2.4638,4.67593333333,6.1566
241.92,3.0696,4.796,2.74766666667,5.44546666666,2.35926666667,7.68246666666,13.4998,3.64133333333,5.72860000001,7.53259999999
242.29,3.4478,4.8004,3.0154,5.31926666667,2.50186666667,7.80560000001,13.7452666666,3.6766,5.67000000001,7.765
242.67,3.608,4.83133333333,2.93346666667,5.26493333333,2.4952,7.42773333333,13.974,3.5356,5.66473333333,7.86139999999
243.05,3.73453333333,5.21453333333,3.26613333333,5.57173333333,2.74646666667,7.27906666667,14.5257333333,3.7904,5.68786666667,8.2256
243.42,4.5546,6.14653333333,4.07066666667,6.3682,3.53686666667,7.8742,15.4862,4.71726666667,6.43593333334,9.17226666666
243.80,5.18866666666,6.87973333333,4.4874,6.89313333333,4.1812,8.37113333333,16.1517333333,5.36153333333,6.80866666667,9.69806666666
244.17,5.83986666667,7.69800000001,5.0,7.2758,4.66933333333,8.92086666667,16.6536666667,6.09206666667,7.30646666666,10.0477333333
244.55,5.84626666667,7.63826666666,4.72793333333,6.90853333333,4.525,8.92913333334,16.6537333333,6.07946666667,7.19346666666,9.71506666667
244.92,5.66926666666,7.3246,4.2996,6.50113333333,4.345,8.26406666667,16.3335333333,5.4998,6.80746666667,9.00046666668
245.30,6.00146666667,7.56893333333,4.59753333333,6.77946666666,4.65966666667,8.50253333333,16.6122,5.97826666667,7.12173333333,9.25713333335
245.67,6.15246666667,7.50586666667,4.774,6.9238,4.76346666667,8.53073333333,16.6256,5.931,7.2416,9.29840000001
246.05,5.31573333333,6.62413333333,4.1834,6.23913333333,3.9322,7.85766666667,15.8264666667,5.40706666667,6.56233333333,8.60826666665
246.42,5.1134,6.304,4.00113333333,6.1892,3.71113333333,7.67913333333,15.6874,5.18886666667,6.34626666667,8.45866666667
246.79,4.94853333333,6.12266666667,3.95226666667,6.1142,3.66366666667,7.68806666667,15.5592,5.118,6.16993333333,8.32093333334
247.17,4.7268,5.7486,3.5594,5.7694,3.3332,7.5738,15.2368666667,4.84646666667,5.9462,7.9326
247.54,4.0134,4.92926666667,2.8096,5.07573333333,2.67806666667,6.96693333334,14.6042,4.19966666667,5.31166666667,7.27966666667
247.92,3.78206666667,4.75646666667,2.74026666666,4.95366666667,2.54546666667,6.78466666667,14.498,4.02986666667,5.10766666667,7.21766666667
248.29,3.61966666667,4.58566666667,2.64206666667,4.81066666667,2.48106666667,6.7828,14.4958666667,3.83766666667,5.03786666667,7.31279999999
248.67,3.64833333333,4.5616,2.6336,4.88966666667,2.6644,6.81766666667,14.5722,3.91253333333,5.08313333333,7.45479999999
