wavelength,Back_LopGrim,Belly_LopGrim,Breast_LopGrim,Crissum_LopGrim,Crown_LopGrim,DorTail_LopGrim,Patch10_LopGrim,Rump_LopGrim,Throat_LopGrim,WingTip_LopGrim
362.75,9.79146666666,28.9442,16.0038,28.3783333333,8.13206666667,6.98406666667,34.3648,12.8324,18.2372666667,8.9266
363.11,9.89606666668,29.0872,16.1344,28.4804,8.25046666667,7.04866666667,34.4581333333,12.9238666667,18.3443333334,8.99393333334
363.48,9.86006666667,29.0813333333,16.1412,28.4895333333,8.25073333333,7.01913333333,34.4328,12.9106666667,18.3089333333,8.97126666667
363.84,9.76099999999,29.0128,16.0552,28.4570666667,8.13586666667,6.8938,34.3542666667,12.8174666667,18.2057333333,8.85906666667
364.20,9.75153333334,29.057,16.0842666667,28.4642,8.1668,6.91,34.3644666667,12.862,18.2370666667,8.85879999999
364.57,9.83100000001,29.1673333333,16.1676666667,28.5778,8.24746666667,6.91466666667,34.369,12.9188666667,18.3006,8.87273333334
364.93,9.88546666668,29.2454666667,16.247,28.6309333333,8.29186666667,6.916,34.3785333333,12.9731333333,18.3228,8.90106666667
365.29,9.8076,29.2106666667,16.2216666667,28.6539333333,8.17686666667,6.80433333333,34.3571333333,12.8824666667,18.2528666667,8.77319999999
365.66,9.80573333334,29.2882,16.2578,28.753,8.1402,6.7748,34.437,12.8969333333,18.2602,8.75446666667
366.02,9.77046666667,29.3450666667,16.2550666667,28.8639333333,8.12033333333,6.7234,34.4556,12.8528,18.2425333333,8.7032
366.38,9.71880000001,29.3602666667,16.2477333333,28.8268666667,8.06593333333,6.6474,34.4353333333,12.8512,18.1790666667,8.59560000001
366.75,9.63486666667,29.3854,16.2057333333,28.9006666667,8.0106,6.55593333334,34.438,12.7999333333,18.1278,8.5014
367.11,9.52773333333,29.3998666667,16.1446,28.9638,7.9236,6.45913333333,34.4434666667,12.7342666667,18.0999333333,8.40766666667
367.47,9.5462,29.4487333333,16.1265333333,29.0098,7.8802,6.42113333334,34.4560666667,12.6933333334,18.0936,8.36566666667
367.84,9.62039999999,29.5463333334,16.2402666667,29.095,7.93306666667,6.49246666667,34.494,12.7503333333,18.1512,8.4004
368.20,9.63059999999,29.6508666667,16.289,29.2180666667,7.9306,6.45866666667,34.6066,12.7407333333,18.1627333333,8.39693333333
368.56,9.62066666667,29.6294,16.2645333333,29.2492666667,7.91113333333,6.48026666667,34.6185333333,12.7398,18.1728,8.40713333333
368.93,9.5446,29.6284666667,16.2287333333,29.3113333334,7.84913333333,6.41306666667,34.6462666667,12.6782666667,18.1466666667,8.36713333333
369.29,9.62373333335,29.8124,16.3521333333,29.4501333333,7.9618,6.453,34.7765333333,12.7313333333,18.2183333333,8.48593333333
369.65,9.70766666668,29.9203333333,16.3934,29.5392666667,8.01013333333,6.54206666667,34.8578666667,12.7977333333,18.2696666666,8.57133333333
370.01,9.73719999999,30.045,16.4371333333,29.6352,8.05726666667,6.57046666667,34.9864666667,12.8616666667,18.3182666667,8.61199999999
370.38,9.81480000001,30.1443333333,16.5104,29.7468,8.13586666667,6.66326666667,35.0371333333,12.9108,18.3954,8.71206666667
370.74,9.82520000001,30.2060666667,16.5490666667,29.7692666667,8.13233333333,6.6706,35.1109333333,12.9316,18.4294,8.71813333333
371.10,9.87366666666,30.2672666667,16.6080666667,29.8053333334,8.14373333333,6.6872,35.1532666667,12.9486666667,18.4359333333,8.72039999999
371.46,9.94873333335,30.4076666667,16.7361333334,29.9664666667,8.2382,6.7442,35.2468,13.05,18.5117333333,8.77726666666
371.83,9.97213333333,30.4858,16.7487333333,30.0420666666,8.2874,6.787,35.2938666666,13.0394666667,18.5434,8.82086666666
372.19,10.0576666667,30.5682,16.8160666666,30.1544666667,8.35,6.83673333333,35.3360666667,13.0801333333,18.6113333333,8.85466666667
372.55,10.0795333333,30.7283333333,16.8868666667,30.256,8.3796,6.8594,35.4898,13.0970666667,18.6545333333,8.87859999999
372.92,10.1730666667,30.8480666667,17.0088666667,30.3575333333,8.5002,6.94386666666,35.5511333333,13.1613333333,18.7034666667,8.93033333333
373.28,10.2255333333,30.9222,17.0481333333,30.4746666667,8.55693333333,7.03293333333,35.6172,13.2686,18.7560666667,8.95486666666
373.64,10.2609333333,31.0434,17.1274666667,30.5892666667,8.61613333333,7.02653333333,35.7074,13.2858666667,18.8202666667,8.96466666666
374.00,10.2202666667,31.0666666667,17.1322,30.6260666667,8.57313333333,6.986,35.6712,13.2506,18.8406666667,8.92673333333
374.37,10.2252,31.1440666667,17.1546666667,30.7585333333,8.557,6.95526666667,35.7866,13.2646666667,18.8685333333,8.87726666667
374.73,10.2456666666,31.2425333333,17.2024666667,30.8847333333,8.59946666667,6.98413333333,35.8667333333,13.2808666667,18.9278666667,8.8832
375.09,10.2501333333,31.3688,17.2328,30.9921333333,8.60853333334,6.9702,35.9791333333,13.3188,18.933,8.87753333333
375.45,10.2254,31.4648,17.2639333333,31.0476,8.57333333333,6.9144,36.0430666667,13.3142666667,18.9712666667,8.86500000001
375.81,10.2582,31.5802666666,17.3384666667,31.1742666667,8.60899999999,6.92386666667,36.1717333333,13.399,19.0366,8.89293333333
376.18,10.1902,31.5598666667,17.2939333333,31.1986666667,8.53933333334,6.8636,36.1774,13.3774666667,18.9631333333,8.81853333333
376.54,10.1246,31.6128666667,17.2812666667,31.2730666667,8.46940000001,6.74513333333,36.2183333333,13.3425333333,18.9269333333,8.7278
376.90,10.0891333333,31.6239333333,17.2426666666,31.2994,8.3992,6.6768,36.2805333334,13.3333333333,18.9142666667,8.69
377.26,10.1346,31.7332666667,17.3072666667,31.3642666667,8.42026666666,6.68506666667,36.3968666667,13.3796,18.9886,8.72406666667
377.63,10.1072666667,31.7672,17.3247333333,31.4272,8.39053333333,6.67606666667,36.4274666667,13.3912,18.9716,8.70206666667
377.99,10.2072666667,31.9136666667,17.4565333333,31.5799333333,8.47766666667,6.78146666667,36.5898,13.4749333333,19.0536,8.80106666667
378.35,10.2265333333,32.0073333333,17.5343333334,31.6871333333,8.49673333334,6.81173333333,36.6962666667,13.5125333333,19.1174666667,8.85966666667
378.71,10.3122,32.1248666667,17.6487333333,31.8013333333,8.5696,6.88793333333,36.7872666667,13.6308666667,19.1857333333,8.9434
379.07,10.3522,32.213,17.702,31.9383333333,8.59306666667,6.89706666667,36.8644,13.6591333333,19.2300666667,8.95526666667
379.44,10.3514,32.2476,17.6713333334,32.0132,8.58366666666,6.9132,36.9078666667,13.6818,19.2058666667,8.95560000001
379.80,10.4069333333,32.3466666667,17.7302666667,32.1254,8.64159999999,6.96366666667,36.9488666667,13.7515333333,19.2642666667,8.97659999999
380.16,10.4397333333,32.4842666667,17.7980666667,32.25,8.68133333333,6.9872,37.0382,13.7997333333,19.3194666667,9.02446666667
380.52,10.4531333333,32.5246666667,17.8125333333,32.3142,8.72013333333,7.04453333333,37.0355333333,13.8564666667,19.333,9.06533333333
380.88,10.5254666667,32.6839333333,17.9327333333,32.4696666667,8.78293333334,7.10293333333,37.1277333333,13.9256,19.4326,9.12320000001
381.24,10.3717333333,32.6056666666,17.8204,32.4504,8.66366666666,6.96693333333,37.0429333333,13.7656666667,19.2843333333,8.96933333333
381.61,10.4156666667,32.7207333333,17.8540666667,32.5699333333,8.73293333334,6.9978,37.0921333333,13.8351333333,19.3329333333,9.00300000001
381.97,10.3832666667,32.7636,17.803,32.593,8.71006666667,6.92746666667,37.1283333333,13.8227333334,19.3088666667,8.93966666666
382.33,10.4046666667,32.8649333333,17.8621333333,32.6697333333,8.77813333333,6.9482,37.1721333333,13.8762,19.3354,8.9478
382.69,10.3467333333,32.8951333333,17.8254666667,32.7170666667,8.69213333333,6.85173333333,37.1867333333,13.8103333333,19.2874666667,8.89600000001
383.05,10.3587333333,32.9259333333,17.8622,32.7782,8.72453333333,6.85813333333,37.2434666667,13.8543333333,19.3004666667,8.9104
383.41,10.3307333333,32.9626666667,17.8729333333,32.7924666667,8.71013333334,6.82613333333,37.2662,13.8270666667,19.3212666667,8.88946666666
383.77,10.2600666667,33.0015333334,17.8384,32.8158,8.61173333333,6.7316,37.3268666667,13.7558,19.2772,8.85413333333
384.14,10.3162666667,33.0970666667,17.8915333333,32.8873333333,8.6778,6.76713333333,37.393,13.8123333333,19.3534,8.89946666667
384.50,10.3575333333,33.1938666667,17.9434666667,32.9892666667,8.71266666667,6.8018,37.4771333334,13.8563333333,19.3956666667,8.92706666668
384.86,10.3077333333,33.2502,17.9070666667,33.0286,8.68380000001,6.775,37.5266666667,13.8556,19.4112,8.8852
385.22,10.4134,33.3714666667,18.0156666667,33.1206,8.78600000001,6.86673333333,37.6190666667,13.9840666667,19.5078,8.98066666666
385.58,10.4372,33.4082,18.0803333333,33.1788,8.78386666667,6.8446,37.6538666667,13.9896,19.5448666667,8.98386666666
385.94,10.4828,33.5099333334,18.1290666667,33.2968,8.8146,6.85426666667,37.6964,14.0202666667,19.5638666667,8.98446666666
386.30,10.4860666666,33.537,18.0992,33.3478,8.79660000001,6.8098,37.7328,14.0025333333,19.5622,8.96426666668
386.66,10.4934666667,33.6226,18.1386,33.4341333333,8.85213333334,6.8442,37.7810666667,14.0256,19.603,8.96613333333
387.03,10.4199333333,33.6450666667,18.1051333333,33.4530666666,8.7864,6.77293333333,37.7652666667,13.9471333333,19.5936666667,8.91566666666
387.39,10.4472666667,33.7592666667,18.1585333333,33.5624,8.81366666666,6.8034,37.845,13.978,19.6144666667,8.94713333334
387.75,10.4301333333,33.7772666667,18.1776666667,33.6427333333,8.84633333334,6.78066666667,37.8329333333,13.97,19.6234666667,8.91960000001
388.11,10.402,33.8103333333,18.1992,33.6835333333,8.81539999999,6.76413333333,37.8558666667,13.9576,19.5985333333,8.88533333333
388.47,10.4007333333,33.8672666667,18.2398,33.745,8.78999999999,6.71273333333,37.9134,13.9415333333,19.61,8.86653333333
388.83,10.4193333333,33.9301333333,18.2901333333,33.8676666666,8.81373333333,6.7112,37.9796666667,13.9446,19.6225333333,8.88213333334
389.19,10.4299333333,34.015,18.3279333333,34.0164,8.82346666667,6.731,38.0307333333,13.9596666667,19.6632666667,8.89939999999
389.55,10.357,34.0584666667,18.2640666667,34.0326666667,8.74573333333,6.6558,38.0776666666,13.8961333333,19.6072,8.83153333334
389.91,10.3275333333,34.106,18.2908666667,34.0966666667,8.72113333334,6.63233333333,38.1432,13.8990666667,19.6496,8.83906666667
390.27,10.3332,34.2094,18.3367333333,34.1636,8.76386666667,6.66313333333,38.1857333333,13.9182,19.6884666667,8.86519999999
390.63,10.3639333333,34.309,18.3976666667,34.2708666667,8.79033333333,6.67706666667,38.2683333333,13.9541333333,19.7233333333,8.88860000001
391.00,10.4071333333,34.4048666667,18.4453333333,34.3612,8.86293333334,6.731,38.3264,14.0162,19.7536666667,8.94453333333
391.36,10.4106666667,34.4781333333,18.4774666667,34.4574666667,8.89173333333,6.721,38.4066666667,14.0374666667,19.7672,8.92366666666
391.72,10.47,34.6189333333,18.5596666667,34.5718,8.93266666667,6.7832,38.5504666667,14.1009333333,19.8451333333,8.9566
392.08,10.4435333333,34.6746666666,18.5583333333,34.6395333333,8.91046666667,6.7396,38.5798666667,14.0865333333,19.8264,8.9238
392.44,10.3753333333,34.6792,18.5399333334,34.6383333333,8.8782,6.7066,38.5503333333,14.0530666667,19.7735333333,8.86606666666
392.80,10.3538,34.6854,18.5092666667,34.6020666667,8.86399999999,6.66673333333,38.5316,14.0359333333,19.7286666667,8.83280000001
393.16,10.3397333333,34.7339333333,18.514,34.6227333333,8.87053333333,6.6384,38.5472666667,14.0258666667,19.7413333333,8.82153333333
393.52,10.3384,34.7713333333,18.5464,34.6924666667,8.9088,6.66413333333,38.5602666667,14.0379333333,19.7592,8.81473333333
393.88,10.3395333333,34.7907333333,18.5476666667,34.7246666667,8.92093333334,6.66026666667,38.5504,14.0608,19.7183333333,8.80619999999
394.24,10.3468,34.8371333333,18.5685333333,34.7988666667,8.91726666666,6.65133333333,38.6127333333,14.0819333333,19.7242666667,8.80273333334
394.60,10.3711333333,34.8709333333,18.5856,34.8503333333,8.93899999999,6.6554,38.6509333333,14.1150666666,19.7396666667,8.8244
394.96,10.3781333333,34.9488,18.6252666667,34.9336666667,8.92886666666,6.65646666667,38.7069333333,14.1286666667,19.7488,8.78413333334
395.32,10.3976666667,34.9995333333,18.6535333333,34.9736666667,8.93293333333,6.6474,38.7102,14.1415333333,19.7585333333,8.78693333334
395.68,10.388,35.0046,18.6452,34.9758666667,8.93786666666,6.64733333333,38.6675333333,14.1239333333,19.7212666667,8.78193333334
396.04,10.4337333333,35.0682666667,18.6868666667,35.0502,8.98853333333,6.7012,38.7314,14.1589333333,19.7722666667,8.83033333332
396.40,10.5236666667,35.1847333333,18.7508666667,35.1909333333,9.06420000001,6.74233333333,38.8377333333,14.2186666667,19.8578666667,8.91
396.76,10.5348666667,35.2470666667,18.7823333333,35.3013333333,9.06733333334,6.76353333333,38.8684,14.2313333333,19.902,8.91113333333
397.12,10.5656666667,35.4100666667,18.8571333333,35.4206666667,9.06353333333,6.76446666667,39.0430666667,14.2848666667,19.9317333333,8.89386666666
397.48,10.6433333333,35.5350666667,18.9165333333,35.529,9.12506666667,6.82033333333,39.1464666666,14.3551333333,20.0085333333,8.95880000001
397.84,10.6750666667,35.6657333333,18.9872,35.6746,9.16686666666,6.8482,39.249,14.3883333334,20.0782666666,8.98586666667
398.20,10.6452,35.7146666667,18.9744,35.7426,9.11000000001,6.8064,39.266,14.375,20.0535333333,8.9452
398.56,10.5870666667,35.7480666667,18.9687333333,35.7901333333,9.04153333334,6.7564,39.2768,14.3348666667,20.0216,8.90226666667
398.92,10.6065333333,35.7824666667,18.9932666667,35.839,9.06766666666,6.74393333333,39.3085333333,14.3654,20.0244,8.91826666667
399.28,10.6592666667,35.8564,19.0451333333,35.9347333333,9.1354,6.79853333333,39.3515333333,14.3978,20.0668666667,8.97926666667
399.64,10.6908666667,35.9630666667,19.1058,36.0578666667,9.17659999999,6.81113333333,39.5033333333,14.4617333333,20.1176,9.00633333334
400.00,10.6930666667,36.0250666667,19.1465333334,36.1317333333,9.17926666666,6.816,39.5261333333,14.4937333333,20.1362666667,8.9976
400.36,10.6745333333,36.0560666667,19.1691333333,36.1622666667,9.17899999999,6.835,39.5312,14.4924666667,20.1692666667,9.00413333334
400.72,10.7344,36.2070666666,19.2664666667,36.284,9.251,6.8714,39.6734,14.5636,20.2394666667,9.05699999999
401.08,10.7713333333,36.2638,19.2897333333,36.3796666667,9.32386666667,6.90646666667,39.6863333333,14.6089333333,20.3048666667,9.11266666666
401.44,10.7808666667,36.3296,19.3400666667,36.4516666667,9.32373333334,6.893,39.728,14.6246666667,20.3172666667,9.13199999999
401.80,10.7726,36.3194,19.3448666667,36.4594666667,9.31633333334,6.89426666667,39.7303333333,14.6092666667,20.3182666667,9.12986666666
402.16,10.811,36.4262666666,19.4127333333,36.5497333333,9.34920000001,6.92513333333,39.8004666667,14.6264,20.3599333333,9.14746666667
402.52,10.8093333333,36.501,19.4051333333,36.5945333333,9.34293333334,6.89886666667,39.8685333333,14.6106666667,20.3658666667,9.10440000001
402.88,10.7893333333,36.5715333333,19.3970666667,36.6526666667,9.31113333333,6.86873333333,39.9404666667,14.5889333333,20.3801333333,9.07873333333
403.24,10.7012,36.5816,19.354,36.7056666667,9.21973333333,6.77813333333,39.9971333333,14.5487333333,20.3452666667,8.98293333333
403.60,10.6507333333,36.5934,19.3135333333,36.7220666667,9.17466666667,6.732,39.9728666667,14.4994666667,20.2958,8.9356
403.95,10.6539333333,36.6575333333,19.3264666667,36.7788,9.18086666667,6.70793333333,40.0559333333,14.5082,20.3124,8.94759999999
404.31,10.6979333333,36.7484666667,19.3800666667,36.8849333333,9.22206666667,6.73146666667,40.1540666667,14.5564,20.338,8.96126666667
404.67,10.6628666667,36.7651333333,19.3764666667,36.9384666667,9.18873333333,6.6948,40.1796666667,14.5309333333,20.3028666667,8.93326666667
405.03,10.6669333333,36.7698666667,19.3932,36.9703333333,9.18126666667,6.69533333333,40.1858,14.5275333333,20.2754,8.932
405.39,10.7023333333,36.8563333333,19.4497333333,37.0738,9.2298,6.7314,40.2861333333,14.5949333333,20.3448,8.9612
405.75,10.7082,36.9282666667,19.4715333333,37.1658,9.24353333334,6.7276,40.3718,14.6120666667,20.3432666667,8.95759999999
406.11,10.7054,36.9285333333,19.4625333333,37.1772,9.24733333334,6.72673333333,40.3546,14.6297333333,20.3436666667,8.96440000001
406.47,10.79,37.0119333333,19.5647333333,37.2523333333,9.3392,6.798,40.4277333333,14.7244666667,20.4133333333,9.05233333333
406.83,10.8104,37.0625333333,19.6047333333,37.3328,9.38279999999,6.81386666667,40.4724,14.7506666667,20.4434666667,9.07199999999
407.19,10.8533333333,37.1158666667,19.6573333333,37.4051333333,9.41473333333,6.84946666667,40.5344666667,14.7795333333,20.4977333333,9.09346666667
407.55,10.9169333333,37.2124666667,19.7253333333,37.5194666667,9.45553333333,6.8938,40.627,14.8344666667,20.5808666666,9.14499999999
407.90,10.9104666667,37.2550666667,19.7246666667,37.5822666667,9.44093333333,6.88613333333,40.6491333334,14.8364,20.5887333333,9.11766666667
408.26,10.8987333334,37.3074,19.7344666667,37.6461333333,9.42113333333,6.87086666667,40.6968,14.83,20.59,9.10786666666
408.62,10.9157333333,37.342,19.7578,37.6642666667,9.43533333333,6.87593333333,40.7240666667,14.8334,20.5985333333,9.11193333333
408.98,10.8989333333,37.4162,19.771,37.7354666667,9.4172,6.849,40.8005333333,14.8246,20.6051333333,9.08553333333
409.34,10.8146666667,37.3923333333,19.7181333333,37.7238,9.344,6.7902,40.7634,14.7448666667,20.5193333333,9.01013333334
409.70,10.8275333333,37.4638,19.7273333333,37.7667333333,9.35373333333,6.7852,40.7824,14.7660666667,20.5431333333,9.0112
410.06,10.8378,37.5175333333,19.7628,37.8542,9.37586666666,6.77886666667,40.8517333333,14.7734,20.5541333333,9.02566666666
410.42,10.7980666667,37.5374666667,19.7292666667,37.9090666666,9.35380000001,6.76513333333,40.8522,14.7552666667,20.5447333333,8.99186666666
410.77,10.7705333333,37.5508,19.7117333333,37.9275333334,9.3042,6.72173333333,40.8377333333,14.7317333333,20.5124666667,8.95373333334
411.13,10.7478666667,37.5921333333,19.6890666666,37.9454666667,9.30893333334,6.69126666667,40.8295333333,14.7261333334,20.4914666667,8.95326666667
411.49,10.6784666667,37.5806666667,19.6513333333,37.9326,9.251,6.5938,40.7949333333,14.6608,20.4246,8.87406666667
411.85,10.6526,37.5727333333,19.6346,37.9358666667,9.2348,6.5576,40.7827333333,14.6305333333,20.3965333334,8.84686666667
412.21,10.6372666666,37.6211333333,19.6086666667,37.9717333333,9.22673333333,6.53113333333,40.8102666667,14.6284,20.3815333333,8.82839999999
412.57,10.5992,37.6031333333,19.5616666667,37.9936666667,9.19460000001,6.49766666667,40.7603333333,14.593,20.3606,8.77940000001
412.92,10.6032,37.6456666667,19.5619333333,38.0406,9.19313333334,6.5,40.7777333333,14.6003333333,20.3665333333,8.79013333334
413.28,10.6273333333,37.7052,19.5885333333,38.1152666667,9.21313333334,6.49733333333,40.8386,14.6216666667,20.3972,8.80946666666
413.64,10.6410666667,37.7446,19.6284,38.1714,9.2194,6.5332,40.9046,14.6395333333,20.4204,8.8264
414.00,10.6028666667,37.7916,19.623,38.2174,9.20340000001,6.5068,40.94,14.6384666667,20.4328666667,8.81166666667
414.36,10.6277333333,37.8577333333,19.6898666666,38.3228666667,9.22300000001,6.50046666667,41.0376,14.6476666666,20.4479333333,8.83993333333
414.72,10.6780666667,37.9662,19.7537333333,38.4347333333,9.30359999999,6.57133333333,41.1383333333,14.7212,20.5201333333,8.91886666667
415.07,10.7525333333,38.0816666667,19.8338,38.5363333333,9.36066666666,6.6298,41.2546,14.8088,20.5866666667,8.98979999999
415.43,10.8097333333,38.1643333333,19.8880666667,38.6364666667,9.421,6.7056,41.3398666667,14.887,20.649,9.05233333334
415.79,10.8566,38.2789333333,19.9458666667,38.7545333333,9.44693333333,6.74273333333,41.4393333333,14.9279333333,20.6794,9.0796
416.15,10.8694666667,38.334,19.9784,38.8354666667,9.4704,6.74573333333,41.5320666667,14.9479333333,20.6845333333,9.07806666667
416.51,10.9160666667,38.4738,20.0577333333,38.9708666667,9.514,6.78766666667,41.6620666667,15.0114,20.7358666667,9.13386666667
416.86,10.9150666667,38.476,20.0581333333,38.9954,9.52766666669,6.7694,41.6828666667,15.0114,20.7466666667,9.129
417.22,10.8856,38.4308,20.008,38.9508666667,9.48959999999,6.72026666667,41.6281333334,14.9690666667,20.685,9.08513333333
417.58,10.8514666667,38.4341333333,19.9788666667,38.9914,9.47066666666,6.66613333333,41.6287333333,14.9452666667,20.6375333333,9.04846666666
417.94,10.8720666667,38.4916666667,19.9924666667,39.0405333333,9.48853333333,6.68333333333,41.6792666667,14.9471333333,20.6368666667,9.05213333333
418.29,10.8701333333,38.513,19.9545333333,39.0284,9.47833333334,6.6812,41.6516,14.9412666667,20.6255333333,9.04233333333
418.65,10.8690666667,38.5454666667,19.9442,39.066,9.47106666667,6.6864,41.6806666667,14.9387333333,20.6129333333,9.04286666667
419.01,10.837,38.5342666667,19.9228666667,39.0635333334,9.4378,6.672,41.661,14.8925333334,20.5855333333,9.00433333334
419.37,10.8304666667,38.5444666667,19.9175333334,39.0894666666,9.42893333333,6.6646,41.6561333333,14.8735333333,20.5828,9.00093333334
419.73,10.8035333333,38.5304,19.9141333333,39.1095333333,9.42593333333,6.65573333333,41.6608,14.8590666667,20.5666,8.99186666666
420.08,10.8002,38.5333333333,19.8953333333,39.1015333333,9.40526666667,6.65173333333,41.6149333333,14.8404,20.5602,8.97959999999
420.44,10.7774666666,38.5302666667,19.8855333333,39.1008666667,9.3884,6.63933333333,41.6063333333,14.8238,20.5460666667,8.96160000001
420.80,10.7612,38.5564666667,19.8827333333,39.136,9.37280000001,6.63966666667,41.6186666667,14.8201333333,20.5327333333,8.94393333333
421.16,10.792,38.6411333333,19.9301333333,39.2282666667,9.41426666667,6.6872,41.6895333333,14.8621333333,20.5818,8.9856
421.51,10.8116,38.7003333333,19.9622666667,39.2701333333,9.4348,6.71726666667,41.7294666667,14.8815333333,20.6177333333,9.00626666666
421.87,10.7880666667,38.7256,19.9582666667,39.3072666667,9.41506666668,6.7028,41.7594,14.878,20.6163333333,8.98686666667
422.23,10.7854,38.7918,19.9899333333,39.3842,9.41966666668,6.70233333334,41.8252,14.8811333333,20.6440666667,8.981
422.58,10.7830666667,38.8018,20.0018666667,39.4068666667,9.42626666665,6.70606666667,41.8495333333,14.8837333333,20.6456,8.9808
422.94,10.7752666667,38.8285333333,20.0084666667,39.435,9.4284,6.694,41.8549333333,14.8882,20.6302666667,8.98040000001
423.30,10.7780666667,38.8732,20.0166666667,39.4972,9.43206666666,6.68766666667,41.8950666667,14.8904666667,20.6247333333,8.97973333333
423.66,10.8031333333,38.9488666667,20.0394666667,39.5501333333,9.44686666665,6.7004,41.9464,14.9209333333,20.6592666667,8.99946666667
424.01,10.8209333333,39.0089333333,20.0847333333,39.6470666667,9.46879999999,6.71393333333,42.0209333333,14.9434666667,20.6868,9.02066666667
424.37,10.8425333333,39.0834666667,20.1117333333,39.7281333333,9.49719999999,6.7234,42.0800666667,14.967,20.7109333333,9.03640000001
424.73,10.8488666667,39.1190666667,20.1275333333,39.7746666667,9.50846666668,6.7268,42.1038,14.9729333333,20.7221333333,9.05186666667
425.08,10.8764,39.1868666667,20.1614,39.8564,9.53746666665,6.74686666667,42.1541333333,15.0028,20.7450666667,9.07266666667
425.44,10.8782,39.2305333334,20.1774,39.9096666667,9.54580000001,6.74013333333,42.1732666667,15.0075333333,20.7522666667,9.07606666666
425.80,10.9138666667,39.2786,20.2210666667,39.9832,9.58066666668,6.7632,42.1870666666,15.0368,20.7740666667,9.09573333333
426.16,10.92,39.2936666667,20.2166666667,40.0198666667,9.59,6.75813333333,42.1793333333,15.0536,20.7522,9.10433333334
426.51,10.9384,39.3809333333,20.2532,40.1112666667,9.60093333333,6.75033333333,42.2128666667,15.0686,20.7738,9.10586666667
426.87,10.9658666667,39.4554666667,20.2874666667,40.2275333333,9.62639999999,6.767,42.2822,15.0950666667,20.8065333333,9.11786666667
427.23,10.9644,39.5387333333,20.3253333333,40.3041333333,9.62773333333,6.76286666667,42.3405333333,15.1179333333,20.8314666667,9.09986666667
427.58,10.9714666667,39.6007333333,20.3553333333,40.4050666667,9.64146666665,6.75673333333,42.3718,15.1228666667,20.8366666667,9.08773333334
427.94,10.9746666666,39.6458,20.3669333333,40.47,9.65053333333,6.7544,42.3898666667,15.1366666667,20.8452666667,9.0788
428.30,10.9846,39.6835333333,20.3747333333,40.531,9.65486666666,6.76313333333,42.4209333333,15.1481333333,20.8564,9.0848
428.65,11.0227333333,39.7946666667,20.4332666667,40.6382666667,9.69459999999,6.78706666667,42.5012666667,15.1889333333,20.9001333333,9.11186666667
429.01,11.0149333333,39.8766666667,20.4582666667,40.7299333333,9.6836,6.76426666667,42.565,15.1876,20.9211333333,9.09540000001
429.37,11.0205333333,39.9408,20.4776,40.8127333333,9.67273333333,6.754,42.6384666667,15.2060666667,20.9374,9.09153333333
429.72,10.9988666667,39.9530666667,20.4593333333,40.8174666667,9.64766666667,6.73426666667,42.6352,15.1889333333,20.9234,9.08606666667
430.08,10.9811333333,40.0074,20.4816666667,40.8656,9.63613333332,6.736,42.6869333333,15.1781333333,20.9395333333,9.07586666667
430.44,11.0120666667,40.0358,20.5081333333,40.9196,9.65793333335,6.75146666667,42.7126666667,15.2024666667,20.9766,9.09433333333
430.79,11.0364,40.1402,20.5510666667,41.0079333333,9.69666666666,6.78206666667,42.7848,15.2493333333,21.0264666667,9.13973333333
431.15,11.0713333333,40.1967333333,20.5744,41.0728,9.71613333333,6.8058,42.8327333334,15.2773333333,21.0421333333,9.16786666667
431.50,11.0894,40.246,20.5968,41.1131333333,9.73020000001,6.82213333333,42.8846,15.3050666667,21.0655333333,9.19253333333
431.86,11.1028666667,40.2921333333,20.609,41.139,9.7516,6.83446666666,42.9050666667,15.3078,21.0767333333,9.20853333333
432.22,11.0944,40.3310666667,20.6202,41.1721333334,9.74286666665,6.82426666667,42.9175333333,15.3143333333,21.0718666667,9.19979999999
432.57,11.0738666667,40.3279333333,20.6072666667,41.196,9.72873333333,6.81373333333,42.9098,15.3078666667,21.0524666667,9.17919999999
432.93,11.0602666667,40.3118,20.5948,41.1942666667,9.7206,6.79926666667,42.8868,15.3054666667,21.0384,9.16940000001
433.29,11.0624666666,40.3506,20.6036,41.2401333333,9.7376,6.80526666667,42.8986,15.3124666667,21.0372666667,9.17753333333
433.64,11.0812,40.4245333333,20.6308666667,41.3263333333,9.75633333334,6.81266666667,42.9678666667,15.3342666667,21.0608666667,9.17880000001
434.00,11.0799333333,40.4463333333,20.6284666667,41.3672666667,9.76166666667,6.80346666667,42.9767333333,15.339,21.058,9.17073333334
434.35,11.0404,40.4542,20.6186,41.3843333333,9.74500000001,6.77326666667,42.9801333333,15.3235333333,21.0235333333,9.15446666667
434.71,11.0312,40.4693333333,20.6223333333,41.4412666667,9.72473333333,6.75173333333,43.0004666667,15.3161333333,21.0279333333,9.13553333333
435.07,11.0321333333,40.4908666667,20.6379333334,41.4546,9.74919999999,6.751,43.0086,15.3241333333,21.0359333333,9.15333333333
435.42,10.9957333333,40.4624666667,20.6128666667,41.4416666667,9.72533333333,6.723,42.9680666667,15.2814,20.9864666666,9.12939999999
435.78,10.9868666667,40.539,20.6333333333,41.5199333333,9.728,6.709,43.0244,15.2974,21.0026,9.12433333334
436.13,10.9836666667,40.5522,20.6487333333,41.5700666667,9.74033333332,6.69126666667,43.0558,15.2944,21.0034,9.1256
