wavelength,Back_DigMajm,Belly_DigMajm,Breast_DigMajm,Crissum_DigMajm,Crown_DigMajm,DorTail_DigMajm,Patch10_DigMajm,Patch11_DigMajm,Rump_DigMajm,Throat_DigMajm,WingTip_DigMajm
346.72,6.19674311594,7.14156666667,7.9364,3.33026666667,7.4326,5.36256666667,10.0335333333,4.509,7.04993333333,8.88386666666,5.45316666667
347.08,6.44828514493,7.5286,8.135,3.66306666667,7.71706666667,5.59583333333,10.263,4.7896,7.21636666667,9.11386666666,5.6384
347.45,6.61234601449,7.7746,8.36863333333,3.84853333333,8.02093333333,5.87,10.4306333333,5.05833333333,7.36706666667,9.33879999999,5.7985
347.81,6.67451666666,7.80356666667,8.32336666667,3.84406666667,8.12226666667,5.89626666667,10.5219666667,5.0938,7.3706,9.39953333333,5.79406666667
348.18,7.08807536232,8.1684,8.65483333333,4.15733333333,8.47900000001,6.28166666667,10.8469,5.4342,7.71651111111,9.74193333333,6.2407
348.54,6.94960652174,8.009,8.4724,3.99713333333,8.33826666667,6.11506666667,10.6498,5.19913333333,7.57937777778,9.56173333333,5.99916666667
348.91,6.62350289855,7.71786666667,8.16216666667,3.66366666666,7.98006666667,5.7927,10.4305666667,4.88526666667,7.27375555555,9.34233333333,5.67283333333
349.27,7.15490072464,8.19606666667,8.7066,4.1802,8.43020000001,6.38656666667,10.9144333333,5.33013333333,7.76231111111,9.82006666666,6.17963333333
349.64,7.25132210145,8.3271,8.74776666667,4.2268,8.51840000001,6.51196666667,10.8648666667,5.49346666667,7.8497,9.95993333333,6.28973333333
350.00,7.47713333333,8.54813333333,8.96096666667,4.45986666667,8.66540000001,6.56123333333,10.986,5.69433333333,8.09251111111,10.2140666667,6.51403333333
350.37,7.64164710145,8.78643333333,9.12716666667,4.57653333333,8.85139999999,6.6483,11.1241666667,5.85953333333,8.20637777778,10.368,6.7272
350.73,7.47827862319,8.69783333333,9.05000000001,4.307,8.77393333333,6.4157,10.9221666667,5.6644,8.01656666667,10.2838666667,6.52006666667
351.10,7.39325543478,8.53406666667,8.92323333334,4.1934,8.63479999999,6.34406666667,10.8293333333,5.53213333333,7.99993333333,10.1723333333,6.43533333333
351.46,7.45349239131,8.51836666667,8.9235,4.1192,8.57193333333,6.29126666667,10.9019666666,5.50313333333,8.00522222223,10.0355333333,6.28366666667
351.83,7.44200797101,8.48693333333,8.97140000001,4.11566666667,8.583,6.34226666667,10.8669666667,5.5396,8.02851111112,10.0518,6.30116666667
352.19,6.92635833333,7.93976666667,8.54606666667,3.51846666667,8.05920000001,5.73733333333,10.3818666667,4.96813333333,7.55981111111,9.55593333333,5.71603333333
352.55,7.10213115942,8.0905,8.62306666667,3.7156,8.18473333333,5.8412,10.4473666667,5.07506666667,7.63980000001,9.64606666667,5.95156666667
352.92,7.44257717391,8.43833333333,8.96256666667,4.09393333333,8.55459999999,6.0503,10.7347,5.36566666667,7.92794444444,9.92126666668,6.3251
353.28,7.22949818841,8.23286666667,8.69173333333,3.87233333333,8.34013333334,5.79666666667,10.528,5.07173333333,7.68351111111,9.69673333333,6.15573333333
353.65,6.96894311594,7.96986666667,8.42056666667,3.60713333333,8.07113333334,5.47546666667,10.2778,4.75133333333,7.39477777778,9.4374,5.8215
354.01,6.86199347826,7.87293333333,8.21026666667,3.48693333334,7.97086666666,5.4289,10.2668666667,4.6248,7.28734444445,9.2748,5.5946
354.38,6.70461775362,7.68286666667,8.02386666667,3.37626666667,7.73053333333,5.34923333333,10.1288333333,4.42286666667,7.17827777778,9.12586666667,5.38606666667
354.74,6.68498043478,7.7232,7.9211,3.4962,7.70453333333,5.38456666667,10.2056,4.42293333333,7.23607777778,9.05526666666,5.43743333333
355.11,6.66489746377,7.74633333333,8.05633333333,3.57726666667,7.73893333333,5.498,10.2635666667,4.4336,7.29326666667,9.14246666667,5.4636
355.47,6.74090543478,7.8707,8.12643333333,3.68893333333,7.79113333333,5.60543333333,10.3563333333,4.51313333333,7.34244444445,9.2472,5.601
355.83,6.91956050725,8.12266666667,8.27306666667,3.88646666667,7.9168,5.69813333333,10.5573666667,4.6616,7.52434444444,9.42873333334,5.66543333333
356.20,7.12337536232,8.3821,8.53563333333,4.27033333333,8.21639999999,5.95043333333,10.8247,4.92873333333,7.75398888889,9.66786666666,5.84326666667
356.56,7.26314456522,8.5647,8.79253333333,4.42793333333,8.40826666666,6.11976666667,11.0724,5.1728,7.99071111111,9.89513333333,5.9205
356.93,7.23507246377,8.51623333333,8.76943333333,4.31693333333,8.33746666666,6.1294,11.0371,5.1282,8.01936666667,9.8576,5.83243333333
357.29,7.19392681159,8.43393333333,8.80836666667,4.31946666667,8.30979999999,6.122,11.0225333333,5.1046,8.04126666666,9.90006666667,5.816
357.66,7.19309094203,8.40983333333,8.8501,4.37333333333,8.35553333334,6.2164,11.0462666667,5.12646666667,8.03472222222,9.92913333333,5.77286666667
358.02,7.27360507246,8.51446666667,9.05103333334,4.49046666667,8.44413333333,6.3108,11.2036333333,5.15973333333,8.13039999999,10.0377333333,5.86546666667
358.38,7.36090543478,8.69223333333,9.22170000001,4.6326,8.61559999999,6.46363333333,11.3655,5.27686666667,8.26407777777,10.1582666667,5.99263333333
358.75,7.44027173913,8.71933333333,9.36289999999,4.68786666667,8.69013333333,6.5768,11.4098666667,5.319,8.27238888888,10.2805333334,6.0524
359.11,7.6712057971,8.91863333333,9.60696666666,4.88666666667,8.93233333334,6.77216666667,11.6286666667,5.52526666667,8.49367777778,10.4574,6.27053333333
359.48,7.58448949275,8.86863333333,9.62903333334,4.79653333333,8.86239999999,6.63706666667,11.5781,5.4232,8.45973333333,10.4364666667,6.1815
359.84,7.49760217391,8.74646666667,9.56236666667,4.72553333333,8.81413333334,6.56856666667,11.5505666667,5.3994,8.41027777778,10.3726666667,6.17256666667
360.20,7.51510253623,8.81630000001,9.55146666666,4.6398,8.80206666667,6.5799,11.5294666667,5.4226,8.44032222222,10.3456666667,6.21986666667
360.57,7.41809239131,8.69813333333,9.46039999999,4.5244,8.70386666667,6.56006666667,11.4725333333,5.2818,8.32924444444,10.2208666667,6.13976666667
360.93,7.4183615942,8.64813333333,9.46136666667,4.5066,8.71220000001,6.57946666667,11.4864666666,5.2544,8.28942222222,10.2298,6.1092
361.29,7.29585434783,8.45236666667,9.31263333333,4.3072,8.57673333333,6.42086666667,11.3545333333,5.11426666667,8.14328888888,10.0800666667,5.9177
361.66,7.35338115942,8.55396666667,9.33223333333,4.30833333333,8.65666666667,6.389,11.4351333333,5.18293333333,8.22345555556,10.1328,6.02403333333
362.02,7.49250181159,8.65373333333,9.4472,4.39733333333,8.77800000001,6.5222,11.4896666667,5.32406666667,8.33176666666,10.2456666667,6.15563333333
362.39,7.50247028986,8.60483333333,9.365,4.324,8.72306666667,6.44453333333,11.4213,5.32846666667,8.28184444444,10.2077333333,6.10026666667
362.75,7.39403478261,8.46406666667,9.18673333333,4.17433333333,8.62513333334,6.24816666667,11.2592,5.2294,8.16995555555,10.0478,5.98156666667
363.11,7.25541304348,8.29806666667,8.99176666666,4.00473333333,8.46426666667,6.07123333333,11.0657333333,5.1128,7.94172222221,9.89493333334,5.84203333333
363.48,7.32071739131,8.32676666667,8.99156666667,4.07293333334,8.54793333333,6.17343333333,11.1184,5.183,8.00184444445,9.97266666667,5.94856666667
363.84,7.29710289855,8.30506666667,8.96090000001,4.0414,8.55219999999,6.14653333333,11.0349,5.10126666667,7.98947777777,9.95313333333,5.955
364.20,7.35039927536,8.29456666667,8.97236666667,4.082,8.59420000001,6.15006666667,11.0146,5.099,7.9775,9.98299999999,6.01826666667
364.57,7.21672753623,8.1617,8.82236666667,3.92173333333,8.44526666666,5.90343333333,10.8401333333,5.01186666667,7.86502222223,9.93393333334,5.89936666667
364.93,7.20656847826,8.14856666667,8.75146666667,3.90046666667,8.41573333333,5.88856666667,10.84,5.01733333333,7.86381111112,9.88253333333,5.9075
365.29,7.3426057971,8.3885,8.9031,4.08113333333,8.55420000001,6.05153333333,10.9366666667,5.17113333333,7.98864444444,10.0517333333,6.04866666667
365.66,7.26955217391,8.29363333333,8.93416666667,4.06046666667,8.47166666666,6.02816666667,10.8992666667,5.0846,7.93948888888,9.991,5.97856666667
366.02,7.16086594203,8.19686666667,8.86976666666,3.98506666667,8.38260000001,5.912,10.8437666667,4.9746,7.85915555556,9.89093333334,5.8513
366.38,7.22743876811,8.242,8.99073333333,4.0684,8.45853333333,5.98406666667,10.9420333333,4.99306666667,7.93614444445,9.96880000001,5.95793333333
366.75,7.41807608696,8.49006666667,9.24796666667,4.27406666667,8.63053333333,6.24493333333,11.2232,5.22286666667,8.16735555556,10.189,6.1165
367.11,7.50738949275,8.67426666667,9.3479,4.38306666667,8.69119999999,6.41523333333,11.3844666667,5.3242,8.29576666667,10.3053333333,6.17476666667
367.47,7.56716268116,8.79006666667,9.37910000001,4.41093333333,8.74186666666,6.49746666667,11.4717,5.39126666667,8.35354444445,10.3493333333,6.234
367.84,7.69024202899,8.8418,9.48906666667,4.47886666667,8.78379999999,6.6231,11.5848666667,5.44553333333,8.42362222222,10.4730666667,6.30483333333
368.20,7.73194347826,8.86036666667,9.52389999999,4.56726666667,8.7892,6.69733333333,11.662,5.52413333333,8.51015555555,10.5500666667,6.3227
368.56,7.9384134058,9.10640000001,9.71579999999,4.814,9.00760000001,6.96913333333,11.8569333333,5.68766666667,8.71908888889,10.7112666667,6.527
368.93,7.8490134058,9.10116666667,9.73739999999,4.85746666666,9.01646666667,6.92983333333,11.7807,5.6464,8.62438888889,10.6894,6.5205
369.29,7.90922789855,9.17219999999,9.84773333334,4.93733333333,9.15106666667,6.9956,11.9003,5.728,8.66275555556,10.721,6.63846666667
369.65,7.93902463768,9.21966666667,9.88593333333,4.9444,9.17493333334,7.04923333333,11.9108333333,5.7876,8.66184444445,10.7206,6.684
370.01,7.80337826087,9.0692,9.70393333334,4.84566666667,9.05313333333,6.93656666667,11.7405666667,5.68786666667,8.52651111111,10.6249333333,6.5982
370.38,7.76855724638,9.0744,9.69316666667,4.83173333333,9.05813333334,6.89943333333,11.7286,5.72993333333,8.4984888889,10.6496666667,6.615
370.74,7.81240253623,9.1158,9.73373333333,4.8744,9.115,6.95476666667,11.7326333333,5.7414,8.51526666666,10.698,6.72296666667
371.10,7.69871485507,9.00133333333,9.6789,4.74286666666,9.072,6.7737,11.5971,5.6584,8.48043333333,10.6071333333,6.68226666667
371.46,7.61831666667,8.90666666667,9.65113333334,4.66246666667,8.99613333333,6.61073333333,11.4293,5.51973333333,8.36596666667,10.502,6.52846666667
371.83,7.56551050725,8.899,9.60386666667,4.66326666667,8.97753333334,6.584,11.3905333333,5.49906666667,8.28310000001,10.4446,6.4939
372.19,7.46387572464,8.8928,9.54466666667,4.51706666667,8.9076,6.4922,11.3392,5.38546666667,8.18810000001,10.3668,6.36483333333
372.55,7.38102572464,8.8352,9.43213333333,4.4736,8.84259999999,6.4528,11.2376,5.31886666667,8.09855555556,10.3089333333,6.29023333333
372.92,7.52376847826,8.94553333333,9.5404,4.54153333333,8.90206666666,6.54933333333,11.3891,5.46033333333,8.24913333333,10.4658,6.40643333333
373.28,7.59081666667,9.01633333333,9.59009999999,4.5264,8.8778,6.58106666667,11.4087333333,5.50046666667,8.35022222222,10.4815333333,6.37333333333
373.64,7.5207442029,8.98196666667,9.49850000001,4.45186666667,8.77100000001,6.52586666667,11.3627,5.41386666667,8.31677777778,10.4580666666,6.3209
374.00,7.64575797101,9.1223,9.57643333333,4.54466666667,8.85820000001,6.5938,11.4994666667,5.49353333333,8.41442222222,10.5486,6.42853333333
374.37,7.67718333333,9.13213333333,9.5911,4.51533333333,8.86,6.61613333333,11.5162666667,5.4802,8.43399999999,10.5311333333,6.4079
374.73,7.56718442029,8.9576,9.45683333333,4.34726666667,8.73473333333,6.42406666667,11.3779666667,5.31573333333,8.31411111111,10.3910666667,6.2496
375.09,7.56918768116,8.91606666667,9.42566666666,4.38306666667,8.72946666667,6.39256666667,11.3891,5.2692,8.28631111111,10.3939333333,6.1764
375.45,7.5094692029,8.87396666667,9.4353,4.36906666667,8.71493333334,6.37593333333,11.4163333333,5.26373333333,8.28601111111,10.3998,6.1674
375.81,7.43945978261,8.75983333333,9.40763333333,4.26693333333,8.64426666667,6.3119,11.3265333333,5.16193333333,8.20306666667,10.2782666667,6.0777
376.18,7.41960543478,8.65273333333,9.40773333333,4.24446666667,8.61466666667,6.2306,11.2972333333,5.10093333333,8.13806666667,10.2208666667,6.08643333333
376.54,7.28159891304,8.47713333333,9.31256666666,4.07626666667,8.51146666666,6.072,11.1945666667,4.9676,7.97104444445,10.0732,5.92703333333
376.90,7.18227753623,8.3684,9.19713333333,3.97286666667,8.39493333334,6.01993333333,11.0946666667,4.81326666667,7.87401111111,9.9506,5.79023333333
377.26,7.20728550725,8.40063333333,9.21246666666,4.05293333333,8.47513333333,6.11786666667,11.2048666667,4.88693333333,7.90072222222,10.064,5.89543333333
377.63,7.36181666667,8.5136,9.31843333334,4.20033333334,8.65533333333,6.25023333333,11.3405,5.02486666667,8.02707777778,10.2262666667,6.0042
377.99,7.38395905797,8.54886666667,9.35966666666,4.2202,8.69906666667,6.32903333333,11.3855666667,5.05893333333,8.06511111112,10.3071333333,6.0017
378.35,7.41853007246,8.57366666667,9.3463,4.2892,8.74853333333,6.4053,11.4134,5.05833333334,8.10878888888,10.3650666667,6.0193
378.71,7.46818478261,8.6722,9.46246666667,4.36893333333,8.81773333333,6.49656666667,11.5236333334,5.1278,8.18796666666,10.4169333333,6.04286666667
379.07,7.54445108696,8.75696666667,9.54386666667,4.4418,8.90200000001,6.56683333333,11.6133666667,5.23126666667,8.26455555555,10.4995333333,6.1491
379.44,7.61819637681,8.81236666667,9.52546666667,4.484,8.9494,6.64043333333,11.6528,5.2934,8.29325555556,10.559,6.22633333333
379.80,7.49701195652,8.76653333333,9.37393333333,4.39446666667,8.88153333333,6.50806666667,11.6047333334,5.2572,8.26578888888,10.5569333333,6.14516666667
380.16,7.60108731884,8.90696666667,9.44710000001,4.54406666667,9.00300000001,6.69766666667,11.7197333333,5.404,8.39444444445,10.7010666667,6.2456
380.52,7.75467789855,9.03696666667,9.5742,4.642,9.07186666667,6.7571,11.8744333333,5.49953333333,8.51764444445,10.8150666667,6.37603333333
380.88,7.8137615942,9.07523333333,9.65323333333,4.7394,9.17166666667,6.7509,11.9400666667,5.57166666667,8.58736666666,10.8974666667,6.3847
381.24,7.63523949275,8.83736666667,9.46970000001,4.55673333333,8.97566666667,6.527,11.7081333333,5.3504,8.41555555555,10.6767333334,6.2341
381.61,7.61977971014,8.78683333333,9.49176666667,4.56373333333,8.97013333333,6.45736666667,11.6506,5.32353333333,8.39267777777,10.6364,6.23676666667
381.97,7.67269565217,8.80163333333,9.52443333334,4.58306666666,9.04193333333,6.47766666667,11.6897,5.36886666667,8.42087777778,10.6145333333,6.27026666667
382.33,7.68511050724,8.81203333333,9.59143333333,4.5748,9.0578,6.43013333333,11.6763666667,5.38786666667,8.39543333333,10.5865333333,6.3203
382.69,7.64966811594,8.7284,9.50173333333,4.50093333333,9.00706666667,6.34946666667,11.5761,5.3482,8.29655555555,10.5568666667,6.28043333333
383.05,7.54639311594,8.62966666667,9.38736666667,4.3758,8.89659999999,6.27123333333,11.4395,5.23913333333,8.14910000001,10.4374666667,6.17503333333
383.41,7.4581423913,8.47896666667,9.28583333333,4.282,8.79453333333,6.1489,11.3710666667,5.13493333333,8.04368888889,10.3135333333,6.0945
383.77,7.54968876812,8.5354,9.44850000001,4.37286666667,8.83693333334,6.19343333333,11.4659666667,5.2292,8.10686666667,10.392,6.16733333333
384.14,7.47750978261,8.45763333333,9.4186,4.28293333333,8.73893333333,6.09643333333,11.3838666667,5.1634,8.04715555555,10.3295333333,6.0688
384.50,7.39497065217,8.35776666667,9.35466666667,4.21113333333,8.67413333334,6.05163333333,11.2512666667,5.09333333333,7.97221111111,10.2762,5.96813333333
384.86,7.37729746377,8.3249,9.35090000001,4.16813333333,8.62919999999,6.00023333333,11.1912666667,5.06,7.91514444445,10.2352,5.94193333333
385.22,7.49256847826,8.4629,9.45216666667,4.24846666667,8.75086666666,6.05496666667,11.3054333333,5.16726666667,8.02201111111,10.3434,6.02056666667
385.58,7.39616449275,8.34083333333,9.31420000001,4.1182,8.62579999999,5.9442,11.1813666667,5.05853333333,7.89623333334,10.2292,5.88906666667
385.94,7.36723297101,8.3112,9.31413333334,4.10173333333,8.56093333333,5.91536666667,11.1599,5.03526666667,7.87155555556,10.2671333333,5.88123333333
386.30,7.32712463768,8.26326666667,9.24806666667,4.0508,8.52333333333,5.9199,11.1631666667,5.0074,7.86901111111,10.2554,5.80396666667
386.66,7.32251811594,8.28653333333,9.25903333333,4.07,8.502,5.9152,11.2373666667,4.95526666667,7.90957777778,10.2348666667,5.81043333333
387.03,7.28084746377,8.2492,9.24396666667,4.01066666667,8.448,5.83713333333,11.2371,4.87406666667,7.88194444444,10.183,5.74203333333
387.39,7.27415797101,8.295,9.26643333334,4.00353333333,8.47526666667,5.8396,11.1983,4.88166666667,7.87913333333,10.2035333333,5.74703333333
387.75,7.29575036232,8.3659,9.25753333333,4.03766666667,8.52286666666,5.88913333333,11.2052333333,4.84706666667,7.86603333333,10.1762,5.7612
388.11,7.24599057971,8.30236666667,9.19740000001,4.0194,8.5044,5.83866666667,11.2007666667,4.7872,7.78386666667,10.0616,5.72773333333
388.47,7.25908333333,8.36726666667,9.2083,4.04886666667,8.54846666666,5.86396666667,11.3030333333,4.8078,7.81264444445,10.0725333333,5.75393333333
388.83,7.22570253623,8.40943333333,9.18676666666,4.03406666667,8.56273333334,5.8918,11.3474666667,4.8174,7.83841111111,10.0794,5.78553333333
389.19,7.18533405797,8.38826666667,9.14843333333,4.02386666667,8.54106666667,5.88413333333,11.3528333333,4.81426666667,7.79934444444,10.0834666667,5.76873333333
389.55,7.12404094203,8.3413,9.09630000001,3.9584,8.50906666666,5.8487,11.3458666667,4.77653333333,7.75421111111,10.0195333333,5.7036
389.91,7.04615615942,8.27376666667,9.0546,3.8912,8.48473333333,5.76153333333,11.2723333333,4.75406666667,7.71107777778,9.91453333334,5.66286666667
390.27,6.99951775362,8.23566666667,9.03693333334,3.8562,8.44053333333,5.6882,11.2126666667,4.72546666667,7.66107777778,9.88286666667,5.5903
390.63,6.93665615942,8.20143333333,8.97789999999,3.7994,8.4114,5.66843333333,11.1194333333,4.71386666667,7.63492222222,9.85126666666,5.51303333333
391.00,6.97319673913,8.2153,9.00456666666,3.83606666667,8.47900000001,5.7064,11.1352333333,4.7824,7.65907777778,9.93973333334,5.57406666667
391.36,6.95751702899,8.20406666667,9.00680000001,3.8428,8.47313333333,5.7137,11.1585666667,4.7604,7.65943333333,9.91406666667,5.52196666667
391.72,6.96547717391,8.17426666667,8.9724,3.8222,8.46160000001,5.6896,11.1463333333,4.77413333333,7.67504444445,9.92186666667,5.52313333333
392.08,7.05305253623,8.27113333333,9.05139999999,3.8974,8.55633333333,5.7432,11.1950333333,4.877,7.80005555556,10.0428666667,5.62403333333
392.44,7.04846811594,8.2322,9.075,3.8948,8.55866666667,5.70606666667,11.1764666667,4.87493333333,7.78672222222,10.0430666667,5.63473333333
392.80,7.08817065217,8.22856666667,9.09103333334,3.9068,8.58339999999,5.6929,11.1857,4.89273333333,7.78693333333,10.0443333333,5.66146666667
393.16,7.13591847826,8.2298,9.11870000001,3.96313333333,8.62199999999,5.7331,11.1866666667,4.90186666667,7.82682222222,10.0415333333,5.64006666667
393.52,7.23472536232,8.35603333333,9.2294,4.09553333333,8.70519999999,5.8309,11.2936333333,4.98846666667,7.93437777777,10.1626,5.72896666667
393.88,7.27228876812,8.4288,9.26020000001,4.1072,8.70773333333,5.8419,11.3288333333,4.99033333333,7.94599999999,10.2153333333,5.7228
394.24,7.2732576087,8.45276666667,9.28576666667,4.10786666667,8.71813333333,5.80656666667,11.3641666667,4.975,7.93304444445,10.2018,5.74253333333
394.60,7.27572934783,8.42063333333,9.2953,4.1078,8.73653333333,5.77493333333,11.3606666667,4.99853333333,7.89735555555,10.1907333333,5.75463333333
394.96,7.20677826087,8.34346666667,9.23713333333,4.06666666667,8.66133333333,5.7222,11.3203,4.95146666667,7.8624,10.093,5.66246666667
395.32,7.27018550725,8.33853333333,9.27459999999,4.11006666667,8.6964,5.76046666667,11.3621333333,5.0148,7.90504444445,10.1459333333,5.7198
395.68,7.25833985507,8.29623333333,9.28003333333,4.07333333333,8.68313333333,5.7348,11.3614666667,5.01246666667,7.88847777777,10.137,5.73113333333
396.04,7.22726702899,8.27846666667,9.23729999999,4.01673333333,8.6388,5.75416666667,11.3188333333,4.95566666667,7.83312222222,10.1266666667,5.68653333333
396.40,7.19933224638,8.2426,9.20900000001,3.993,8.59626666667,5.73463333333,11.3053,4.93053333333,7.82018888889,10.0988666667,5.64893333333
396.76,7.0870057971,8.1323,9.11699999999,3.90486666667,8.50553333334,5.6426,11.1979666667,4.84233333333,7.73203333333,10.0044666667,5.54666666667
397.12,7.00130688406,8.10203333333,9.07233333333,3.81846666667,8.40966666667,5.59173333333,11.1631333333,4.7682,7.67381111111,9.94953333332,5.5251
397.48,6.9293,8.05576666667,9.0425,3.71993333333,8.35899999999,5.5028,11.1083,4.66766666667,7.62032222222,9.86279999999,5.49226666667
397.84,6.94026123188,8.04216666667,9.04386666667,3.746,8.36006666667,5.4984,11.1079,4.64466666667,7.61633333333,9.87133333333,5.48903333333
398.20,6.91346485507,8.01296666667,8.97819999999,3.7256,8.33486666666,5.48016666667,11.0462666667,4.64433333333,7.61921111111,9.83219999999,5.46233333333
398.56,6.94346666667,8.04083333333,8.98853333333,3.75466666666,8.36573333334,5.47833333333,11.106,4.65306666667,7.64096666667,9.87013333333,5.50766666667
398.92,6.98941557971,8.1149,9.05850000001,3.79713333333,8.42559999999,5.52093333333,11.1784333333,4.6826,7.67898888889,9.93506666666,5.58096666667
399.28,6.97453333333,8.15663333333,9.05150000001,3.785,8.43006666667,5.50736666667,11.1734,4.68293333333,7.68045555555,9.91813333335,5.56866666667
399.64,7.01232355072,8.24833333333,9.12836666667,3.892,8.51813333334,5.58493333333,11.2322333333,4.7494,7.75403333333,9.99826666667,5.58916666667
400.00,6.99988913043,8.2298,9.15873333333,3.89426666667,8.50839999999,5.54513333333,11.2426666667,4.7434,7.75338888889,9.97259999999,5.55906666667
400.36,7.00998043478,8.28223333333,9.18146666667,3.90133333333,8.5418,5.58226666667,11.2566333333,4.74913333333,7.78134444444,9.99626666667,5.57083333333
400.72,7.13908550725,8.39886666667,9.29700000001,4.00713333333,8.64913333334,5.69216666667,11.3768,4.86086666667,7.88492222222,10.0970666667,5.64816666667
401.08,7.15048333333,8.39573333333,9.2973,4.0074,8.68246666667,5.6502,11.3782666667,4.87013333333,7.88725555556,10.1124666667,5.62986666667
401.44,7.15998985507,8.3521,9.28866666667,4.03993333334,8.69906666667,5.6962,11.3921,4.9484,7.91244444444,10.1324666667,5.62056666667
401.80,7.17688695652,8.414,9.32560000001,4.09613333333,8.74673333333,5.78106666667,11.4278666667,4.994,7.98098888888,10.1610666667,5.6786
402.16,7.21866847826,8.40493333333,9.34026666666,4.11173333333,8.75766666667,5.83556666667,11.4630333333,4.98933333333,7.98706666666,10.1982,5.70226666667
402.52,7.19906123189,8.39966666667,9.33043333334,4.11586666667,8.74459999999,5.8411,11.4224,5.00826666667,7.99745555555,10.1678,5.6819
402.88,7.15868188406,8.35793333333,9.27326666666,4.0644,8.6834,5.7593,11.3382,4.97093333333,7.94996666667,10.104,5.63156666667
403.24,7.10853442029,8.3131,9.25483333333,4.03806666667,8.62533333334,5.6998,11.2615666667,4.9102,7.90856666667,10.0554,5.6081
403.60,7.11266449276,8.28343333333,9.23210000001,3.99233333333,8.59753333334,5.69533333333,11.2558,4.89566666667,7.88409999999,10.0340666667,5.5865
403.95,7.12397971014,8.29713333333,9.22043333334,4.0118,8.62220000001,5.6812,11.2588333333,4.905,7.88591111111,10.0193333333,5.58796666667
404.31,7.18845652174,8.35806666667,9.2593,4.09666666667,8.643,5.75363333333,11.3022,4.9486,7.92302222222,10.0835333333,5.65456666667
404.67,7.16537137681,8.33476666667,9.23833333334,4.10926666667,8.62393333333,5.7337,11.2707333333,4.91233333333,7.89554444444,10.0556,5.63823333333
405.03,7.19835108696,8.38666666667,9.2696,4.13426666667,8.6348,5.78506666667,11.2571,4.9534,7.91795555556,10.0802,5.66573333333
405.39,7.24464637681,8.4525,9.3135,4.1796,8.668,5.80663333333,11.2762333333,4.98273333333,7.93926666667,10.1406,5.71066666667
405.75,7.18365362319,8.3468,9.23086666667,4.1064,8.58266666666,5.69776666667,11.1869,4.91113333333,7.85515555555,10.0412,5.61856666667
406.11,7.12232173913,8.3216,9.21903333334,4.07953333333,8.52820000001,5.6408,11.1327,4.8686,7.82345555555,10.0182666667,5.5698
406.47,7.14926050725,8.3243,9.22983333333,4.0938,8.50826666667,5.65916666667,11.1671,4.8762,7.80575555556,10.0402,5.5571
406.83,7.21849166667,8.39316666667,9.27583333333,4.16886666667,8.56946666667,5.72966666667,11.2131,4.92706666667,7.87212222223,10.0934,5.60193333333
407.19,7.26857681159,8.42626666667,9.31813333334,4.22413333333,8.62719999999,5.78026666667,11.2821666666,5.00966666666,7.93118888889,10.1523333333,5.63043333333
407.55,7.21857789855,8.4143,9.27983333334,4.20226666667,8.57933333333,5.70033333333,11.2337666667,4.94266666667,7.88397777778,10.0988,5.55253333333
407.90,7.22002572464,8.4121,9.24336666667,4.16966666667,8.56966666667,5.71366666667,11.2380333333,4.929,7.87107777778,10.1221333333,5.5579
408.26,7.16796557971,8.3775,9.20663333333,4.14093333333,8.557,5.66946666667,11.2239666667,4.92006666667,7.86426666667,10.0706666667,5.5382
408.62,7.20642463768,8.42726666667,9.26373333334,4.14193333333,8.59040000001,5.7193,11.2705,4.967,7.90793333333,10.1534,5.60206666667
408.98,7.16606630435,8.38203333333,9.24169999999,4.12226666667,8.56853333333,5.658,11.2761666667,4.92853333333,7.87555555556,10.1292666667,5.57203333333
409.34,7.14608768116,8.34656666667,9.22283333333,4.1184,8.55286666667,5.65613333333,11.2946,4.9058,7.8735888889,10.1077333333,5.55836666667
409.70,7.19358442029,8.43156666667,9.30623333333,4.1692,8.62653333334,5.73096666667,11.3649333333,4.9618,7.92183333334,10.1964,5.6428
410.06,7.25982427536,8.45893333333,9.32713333333,4.23873333333,8.68653333334,5.79256666667,11.4167,5.0004,7.96423333333,10.2279333333,5.7021
410.42,7.2925384058,8.5058,9.37420000001,4.28166666667,8.74886666666,5.83016666667,11.4344333333,5.03233333333,7.99656666667,10.2671333333,5.75903333333
410.77,7.31299130435,8.5203,9.37699999999,4.28993333333,8.74566666667,5.8547,11.4648,5.0322,8.00238888888,10.3330666667,5.7836
411.13,7.32664637681,8.57123333333,9.37503333333,4.3124,8.75579999999,5.88616666667,11.4830666667,5.01793333333,8.01652222222,10.3686666667,5.80353333333
411.49,7.39101702899,8.63126666667,9.44013333333,4.38013333334,8.78906666667,5.9743,11.5357333333,5.08026666667,8.07333333333,10.4130666667,5.91116666667
411.85,7.37463260869,8.64303333333,9.46430000001,4.4146,8.78673333333,5.95653333333,11.5416,5.0948,8.08447777778,10.4214,5.93746666667
412.21,7.41520217391,8.6515,9.50439999999,4.42926666667,8.80399999999,5.96256666667,11.5501,5.11733333333,8.09568888888,10.4598666667,5.9365
412.57,7.35523949275,8.60603333333,9.45066666667,4.42,8.76826666666,5.92003333333,11.4789666666,5.08133333333,8.0541111111,10.3859333333,5.88713333333
412.92,7.37402789855,8.6249,9.47786666667,4.435,8.78519999999,5.9586,11.5042,5.09453333333,8.08179999999,10.3879333333,5.9012
