wavelength,Back_ConSpmf,Belly_ConSpmf,Breast_ConSpmf,Crissum_ConSpmf,Crown_ConSpmf,DorTail_ConSpmf,Rump_ConSpmf,Throat_ConSpmf,WingTip_ConSpmf
374.37,15.8152666667,32.0355333333,25.7106666667,28.1038666667,17.1715333333,12.2785333333,21.5677333333,25.5633333333,11.1494666667
374.73,15.8618666667,32.178,25.836,28.1885333334,17.2452666667,12.3486,21.6236666667,25.7296,11.2532
375.09,15.8522,32.3174666667,25.8846666667,28.2327333333,17.268,12.3806666667,21.5802666667,25.7532666667,11.3159333333
375.45,15.7925333333,32.3925333333,25.7983333334,28.2404666667,17.3150666667,12.4234,21.5044,25.7994,11.3559333333
375.81,15.6913333333,32.4782666667,25.8064,28.2238666667,17.2338666667,12.3852,21.4411333333,25.885,11.304
376.18,15.6473333333,32.5589333333,25.771,28.1436,17.1663333333,12.3894666667,21.4246,25.922,11.3499333333
376.54,15.5578666667,32.56,25.6748,28.1630666667,17.1873333333,12.4188,21.4068,25.9144,11.3666
376.90,15.5813333333,32.5584666667,25.6333333333,28.1112,17.1536,12.4030666667,21.2544,25.8949333333,11.3132
377.26,15.4672666667,32.5092666667,25.5520666667,28.1052666667,17.0566666666,12.3786,21.1653333333,25.9078,11.2815333333
377.63,15.3748,32.4902,25.5838666667,27.9786666667,16.9543333333,12.3216666667,21.0926666667,25.8926666667,11.2040666667
377.99,15.4090666667,32.4624666667,25.5950666667,27.9952,16.9213333333,12.3207333333,21.024,25.8406,11.1816
378.35,15.3816,32.6075333333,25.634,28.0537333333,17.0394666667,12.297,21.0306666667,26.0074,11.1714666667
378.71,15.3212,32.6927333333,25.5858,28.1113333333,16.9566666667,12.2005333333,20.9514,26.0732666667,11.0856
379.07,15.1222,32.624,25.4903333333,27.9999333333,16.8179333333,12.0154,20.7636666667,26.0822666667,10.9629333333
379.44,15.101,32.6778666667,25.5591333333,27.9897333333,16.8687333333,11.9238666667,20.7211333333,26.1039333334,10.9362666667
379.80,15.1479333333,32.7216,25.6224666667,28.0517333333,16.9272666667,11.9146666667,20.7378666667,26.1905333333,10.9348666666
380.16,15.1718,32.8808666667,25.68,28.1382666667,17.0343333333,11.9984666667,20.8136,26.3586,10.9829333333
380.52,15.1928666667,32.9340666667,25.7592,28.1575333333,17.1052,11.9691333333,20.7818666667,26.4678666667,10.9441333333
380.88,14.861,32.8066,25.5765333333,27.9263333333,16.8342,11.6418,20.4870666666,26.3057333333,10.6408
381.24,14.6853333333,32.7707333333,25.4966,27.8183333334,16.6712,11.4104666667,20.3440666667,26.2403333333,10.4234666667
381.61,14.7126,32.9416,25.6014666667,27.9416,16.7306,11.4003333333,20.372,26.4041333333,10.5160666667
381.97,14.6255333333,33.028,25.6771333333,27.9266666667,16.7620666667,11.3532666667,20.3287333333,26.4615333333,10.4464
382.33,14.5002666667,32.9178666667,25.6325333333,27.8056,16.5192666667,11.1787333333,20.1566666667,26.4421333333,10.3216666667
382.69,14.5591333333,33.0147333333,25.7577333333,27.8431333333,16.5848666667,11.2202,20.1212,26.5704666666,10.3726666667
383.05,14.3982,32.9759333333,25.6574666667,27.7597333333,16.431,11.1268,19.9974666667,26.4940666667,10.2415333333
383.41,14.1772666667,32.836,25.4778,27.5922666667,16.0570666667,10.8684666667,19.7513333333,26.3539333333,10.0278
383.77,14.0061333333,32.7151333333,25.3327333333,27.4231333333,15.9152,10.7638666667,19.541,26.2416666667,9.91713333334
384.14,13.7967333333,32.5106,25.1745333333,27.215,15.6635333333,10.5257333333,19.2432,26.0769333333,9.70073333333
384.50,13.6346666666,32.4261333333,25.0823333333,27.0587333333,15.4553333333,10.3612,19.0913333334,26.0359333333,9.5994
384.86,13.8449333334,32.6881333333,25.3019333333,27.2834666667,15.5869333333,10.516,19.2187333333,26.2483333333,9.84060000001
385.22,13.9596666667,32.8491333333,25.5280666667,27.4308666667,15.7258666667,10.7068666667,19.3269333333,26.4381333333,10.0470666667
385.58,13.7856666667,32.7536666667,25.4054,27.3538666666,15.6414666667,10.5534666667,19.1393333333,26.3539333333,9.92346666668
385.94,13.7799333333,32.8660666667,25.4934,27.4353333334,15.6517333333,10.6036,19.0967333333,26.461,10.0443333333
386.30,13.5975333333,32.7944,25.3248,27.3396,15.5127333333,10.3829333333,18.8802666666,26.3339333333,9.90179999999
386.66,13.4608666667,32.7590666667,25.2655333333,27.2742666667,15.4286,10.3110666667,18.7582,26.2282,9.87026666666
387.03,13.4184,32.746,25.3044666667,27.2457333333,15.3982,10.254,18.6377333333,26.2508666667,9.85266666667
387.39,13.2938,32.7104,25.2922666667,27.2008666667,15.4584666667,10.2884666667,18.5427333333,26.2196666667,9.79000000001
387.75,13.2129333334,32.7324666667,25.3294666667,27.202,15.4024,10.2313333333,18.4516666666,26.2494666667,9.74946666667
388.11,13.2163333333,32.9117333333,25.4756666667,27.3217333333,15.4520666667,10.2238,18.4498,26.3984,9.75840000001
388.47,13.2354,33.0012666667,25.5615333333,27.4168,15.5213333333,10.2823333333,18.4095333333,26.4804,9.78546666666
388.83,13.0635333333,32.9788666667,25.4874666667,27.4105333333,15.4714666667,10.2055333333,18.2614,26.4574,9.67033333335
389.19,12.8913333333,32.9686,25.3516666667,27.2718666667,15.3143333333,10.0401333333,18.0588,26.3994666667,9.4672
389.55,12.9226,33.1002666667,25.4507333333,27.3464666667,15.3424666667,10.1054,18.0293333333,26.4992666667,9.489
389.91,12.8241333333,33.0643333333,25.3808666667,27.2495333333,15.2186,10.0042666667,17.8913333333,26.4806,9.35746666667
390.27,12.8536666667,33.2357333333,25.5169333333,27.3321333333,15.3134666667,10.1258666667,17.9768,26.5946,9.45633333333
390.63,12.8208,33.2682666667,25.548,27.3664666667,15.3057333333,10.107,17.9095333333,26.6871333333,9.442
391.00,12.8941333333,33.3926,25.6604666667,27.4345333333,15.3896666667,10.1724,17.9450666667,26.7818666667,9.51513333334
391.36,12.973,33.5955333333,25.8330666667,27.5712666667,15.4848,10.2583333333,17.9866,26.9900666667,9.62166666667
391.72,12.9088666667,33.677,25.8328,27.6234666667,15.49,10.206,17.905,27.015,9.64553333333
392.08,12.8178,33.5780666666,25.7607333333,27.5454,15.4081333333,10.1623333333,17.7582,26.9276,9.56193333333
392.44,12.6708666667,33.5978666667,25.7266666667,27.4966666667,15.3068666667,10.0884,17.6004,26.8890666667,9.47066666667
392.80,12.6302,33.6312666667,25.7977333333,27.4295333333,15.3234,10.095,17.5530666667,26.9721333333,9.49206666666
393.16,12.4961333333,33.5792,25.8333333333,27.3818,15.2740666666,10.0179333333,17.4192666667,26.9082666667,9.4836
393.52,12.3040666667,33.5237333333,25.7506666667,27.2359333333,15.1179333333,9.85093333333,17.2415333333,26.8027333333,9.34560000001
393.88,12.1542,33.5014666667,25.7065333333,27.1648,15.0740666666,9.739,17.1042666667,26.7397333333,9.29726666667
394.24,12.0997333333,33.4588666667,25.6982,27.1285333333,15.0192666667,9.74720000001,16.9568666666,26.7009333333,9.31086666667
394.60,12.0023333333,33.5008666667,25.7114666667,27.0773333333,14.9694666667,9.69499999999,16.8512666667,26.6323333333,9.26060000001
394.96,11.848,33.4517333333,25.6024666667,27.0217333333,14.9188666667,9.60320000001,16.6711333333,26.6052666667,9.15533333333
395.32,11.8264666667,33.5054666666,25.6125333333,27.0300666666,14.9184666667,9.5898,16.6089333333,26.6378666667,9.21466666667
395.68,11.7884,33.5040666667,25.6082666667,27.0044666667,14.9086666667,9.56713333333,16.4917333333,26.653,9.18833333333
396.04,11.8693333333,33.6742,25.8182666667,27.1222666667,15.058,9.67466666667,16.55,26.806,9.36546666667
396.40,11.9349333333,33.8299333333,25.9520666666,27.2448666667,15.1371333333,9.73886666667,16.5512666667,26.9694,9.4598
396.76,11.9062,33.9189333333,26.0085333333,27.3019333333,15.1808666667,9.76119999999,16.5029333333,27.0306666667,9.488
397.12,11.9744,34.0093333333,26.0567333333,27.3386,15.2446666667,9.80126666666,16.4959333333,27.1127333333,9.51320000001
397.48,12.0029333333,34.0436,26.1403333333,27.4350666667,15.3123333333,9.84579999999,16.4943333333,27.1916,9.58433333333
397.84,12.0211333333,34.0992666667,26.1792,27.5155333333,15.3666666667,9.87493333334,16.4404666667,27.2862666666,9.62666666667
398.20,11.9937333334,34.1875333334,26.2414,27.5739333333,15.3687333333,9.836,16.3801333333,27.3597333333,9.60033333333
398.56,12.0129333333,34.2934,26.3374666667,27.6648,15.4501333334,9.88013333334,16.3502,27.5004666667,9.65586666666
398.92,12.041,34.4816,26.5033333333,27.7814,15.4678666667,9.91539999999,16.4001333333,27.6059333333,9.77473333333
399.28,11.8912666667,34.4998666666,26.502,27.7468,15.4115333333,9.86006666667,16.2904,27.5762,9.70433333333
399.64,11.9192666667,34.6207333333,26.6571333333,27.8018666667,15.5011333333,9.93973333333,16.2913333334,27.6454666666,9.81833333334
400.00,11.6642,34.4804666667,26.4830666667,27.6263333333,15.2838,9.7218,16.0353333333,27.4658,9.58133333334
400.36,11.5198666667,34.4328,26.4714666667,27.5281333333,15.1984666667,9.60453333334,15.9507333333,27.3598,9.5346
400.72,11.4609333333,34.4467333333,26.4618,27.562,15.1244,9.51000000001,15.8222666667,27.3506666667,9.49746666667
401.08,11.3407333333,34.4802,26.4532666667,27.5985333333,15.0488,9.44540000001,15.6682666667,27.3685333333,9.495
401.44,11.373,34.668,26.5705333333,27.6817333333,15.1076666667,9.5118,15.6918666667,27.4846,9.5706
401.80,11.2618666667,34.6812666667,26.6552,27.6630666667,15.0352666667,9.49619999999,15.5934666667,27.4394666667,9.53399999999
402.16,11.2286,34.7733333333,26.7024,27.6966,15.0586,9.52093333333,15.5604666667,27.5197333333,9.55080000001
402.52,11.2040666667,34.7662666667,26.7647333333,27.6918666667,15.0335333333,9.53993333333,15.5137333333,27.5288,9.58486666668
402.88,11.0550666667,34.7365333333,26.7138,27.6147333333,14.9549333333,9.46360000001,15.3432666667,27.4658,9.4912
403.24,11.0702,34.7780666667,26.764,27.6131333333,14.9775333334,9.46626666667,15.2882666666,27.5000666667,9.49860000001
403.60,11.0547333334,34.8584,26.8458666667,27.7036,14.9688666667,9.50013333333,15.3089333333,27.6114,9.51513333335
403.95,11.1728666667,35.0504666667,27.0176666667,27.8748,15.0792,9.65986666667,15.4401333334,27.7662666667,9.73166666667
404.31,11.1654666667,35.0834666667,27.0047333333,27.9128,15.0674666667,9.66559999999,15.3575333333,27.7764666667,9.72793333333
404.67,11.3114,35.2590666667,27.1768,28.071,15.2549333333,9.8792,15.5583333333,27.923,9.92073333333
405.03,11.3518,35.3347333333,27.2662,28.1431333333,15.3384,9.96959999999,15.6304666667,27.9735333333,9.99986666667
405.39,11.462,35.3889333333,27.3466,28.2230666667,15.423,10.0997333333,15.6912666667,28.0542,10.1449333333
405.75,11.5762666667,35.562,27.4718,28.328,15.5292,10.187,15.7771333333,28.1932666667,10.2354
406.11,11.6046,35.5512,27.5290666666,28.3388666667,15.5782,10.2184666667,15.791,28.2034,10.2858
406.47,11.5532,35.5692,27.5042666667,28.3232,15.5578666667,10.2025333333,15.7986666667,28.1929333333,10.2484666667
406.83,11.6988,35.6536666667,27.6317333333,28.4659333333,15.665,10.3226,15.8802666667,28.3136,10.3848
407.19,11.7804,35.7988666667,27.7764666667,28.6156,15.7526666667,10.4232666667,15.9890666667,28.4381333333,10.4804
407.55,11.7384,35.8415333333,27.7501333334,28.5862666666,15.7023333333,10.385,15.9178666667,28.4232,10.4118
407.90,11.7409333333,35.8776,27.7695333333,28.6060666667,15.761,10.4350666667,15.9118,28.4675333333,10.4250666667
408.26,11.8632666667,36.0606666667,27.9565333333,28.7542666667,15.9325333333,10.5645333333,16.0291333333,28.6441333334,10.545
408.62,11.7348666667,35.9924,27.8532,28.6350666667,15.8022666667,10.4245333333,15.867,28.559,10.4168
408.98,11.7324,36.0746666667,27.9356666667,28.6677333334,15.802,10.4268,15.8354666667,28.6084,10.393
409.34,11.6554,36.1125333333,27.9684,28.6875333333,15.7945333333,10.3971333333,15.7688,28.6284666667,10.3357333333
409.70,11.6612666667,36.1588,28.0041333333,28.7166666667,15.8114666667,10.3882666667,15.7578,28.6462,10.3674666667
410.06,11.7278666667,36.3300666667,28.1120666667,28.8197333333,15.8647333333,10.4643333333,15.7667333333,28.7402,10.4358666667
410.42,11.7545333333,36.4352,28.1953333333,28.8771333333,15.8890666667,10.469,15.7336666667,28.8045333333,10.4805333333
410.77,11.7666,36.5466,28.2757333333,28.8686666667,15.9184666667,10.4824666667,15.7349333333,28.887,10.4619333333
411.13,11.747,36.5790666666,28.3392666667,28.9088,15.9106666667,10.5028666667,15.6912,28.9382666667,10.489
411.49,11.7938666667,36.6372,28.4243333333,28.9693333333,15.9839333334,10.5434,15.6963333334,29.0066,10.5776666667
411.85,11.7932,36.7038666666,28.475,28.9955333334,15.9729333333,10.5313333333,15.6126666667,29.0362,10.5691333333
412.21,11.7479333333,36.7187333333,28.4846666667,28.9489333334,15.9101333333,10.511,15.5702666667,29.0195333333,10.5497333333
412.57,11.6806,36.7183333333,28.4854666667,28.8880666667,15.8492666666,10.4466,15.4728666667,28.996,10.5023333333
412.92,11.7034666667,36.7946666667,28.5186,28.9114666667,15.883,10.4734,15.4470666667,29.0510666667,10.558
413.28,11.6839333333,36.8665333333,28.5054,28.8878666667,15.8694,10.4491333333,15.3937333333,29.0945333333,10.5675333333
413.64,11.6642,36.8358,28.4992666667,28.8365333333,15.8352666667,10.4906666667,15.32,29.1038,10.5927333333
414.00,11.5526666667,36.853,28.5033333333,28.8108666667,15.7858,10.4380666667,15.2274,29.1357333333,10.549
414.36,11.6017333333,36.9794666666,28.5667333334,28.8872,15.8608,10.5022,15.2204,29.2483333333,10.6185333333
414.72,11.5183333333,37.0264666667,28.591,28.9279333333,15.8579333334,10.4852666667,15.1368666667,29.2640666666,10.6272666667
415.07,11.469,37.0822666667,28.5480666667,28.9051333333,15.8483333334,10.4407333333,15.0371333333,29.252,10.5673333333
415.43,11.4934,37.1617333333,28.6094666667,28.9300666667,15.8798,10.5128,15.0466,29.3514,10.6334666666
415.79,11.3802666667,37.1544666667,28.6044666667,28.8801333333,15.8198,10.4391333334,14.9748,29.3789333333,10.6310666667
416.15,11.3530666667,37.1972,28.6304,28.9046666667,15.8564666667,10.4569333333,14.9036666667,29.4571333333,10.6581333333
416.51,11.3966666667,37.345,28.7470666666,29.0202,15.9604666667,10.551,14.9126,29.6018666667,10.7501333333
416.86,11.3143333333,37.3788,28.7153333333,28.9696,15.8988,10.5164666667,14.8364,29.5971333333,10.7257333333
417.22,11.3232,37.4658,28.801,29.0094,15.9212666667,10.5310666667,14.7926666667,29.6525333333,10.7702666667
417.58,11.3484,37.646,28.944,29.1274666667,15.9997333333,10.583,14.8045333333,29.8106,10.8371333333
417.94,11.3410666667,37.6934,28.9591333333,29.0970666667,15.9777333333,10.5550666667,14.7351333333,29.8562,10.8561333333
418.29,11.2716,37.7258,28.9653333333,29.0626666667,15.9436,10.5233333333,14.647,29.8886666666,10.8347333333
418.65,11.2676,37.7886,29.0010666667,29.0478666667,15.9522666667,10.5324666667,14.6092666667,29.9572,10.8805333333
419.01,11.262,37.8273333333,29.0606666667,29.0326,15.9598666667,10.5291333333,14.5467333333,30.0285333333,10.9076666667
419.37,11.1694,37.8395333333,29.0451333333,28.967,15.9098666667,10.4448666667,14.4357333333,30.0095333333,10.8664666667
419.73,11.1467333333,37.8852666667,29.0599333333,28.9274666667,15.9142,10.4279333333,14.3576666667,30.053,10.8531333333
420.08,11.0996,37.9225333333,29.0892,28.8978,15.8706,10.3846666667,14.2661333333,30.0681333334,10.8533333333
420.44,11.0862666667,37.9732,29.1294666667,28.8904,15.8642666667,10.3825333333,14.2115333333,30.0957333333,10.8766
420.80,11.0724666667,38.0266666667,29.1909333333,28.8932,15.8971333333,10.3714666667,14.1614,30.1725333334,10.8945333333
421.16,11.0115333334,38.0353333333,29.1908666667,28.8645333333,15.8720666667,10.3421333333,14.0814666667,30.1938,10.8606
421.51,10.926,38.0099333333,29.1363333333,28.7849333333,15.8149333333,10.2716,13.9771333333,30.1657333333,10.8165333333
421.87,10.8674,38.0638666667,29.1688,28.7832666667,15.8038666667,10.237,13.9093333333,30.1974666667,10.8152666667
422.23,10.8265333333,38.0678,29.1808666667,28.7592,15.7846,10.2112,13.8425333333,30.2139333333,10.8142
422.58,10.7584,38.072,29.1626666667,28.7284666667,15.7382666667,10.1573333333,13.7508,30.2181333333,10.7699333333
422.94,10.7275333333,38.0982666667,29.1601333333,28.7155333333,15.726,10.1449333333,13.7109333333,30.2272,10.7924
423.30,10.7488,38.1734666667,29.2262666667,28.7592,15.7667333333,10.1830666667,13.6978,30.301,10.8364666667
423.66,10.7715333333,38.2577333334,29.3178,28.8395333334,15.8075333333,10.2196,13.7031333333,30.3834666667,10.8713333333
424.01,10.7989333333,38.3094,29.3647333333,28.8712,15.8653333333,10.2471333333,13.7062,30.4514666667,10.9286666667
424.37,10.7524,38.3198,29.3767333333,28.8500666667,15.8431333333,10.2148666667,13.6579333333,30.4979333333,10.9108
424.73,10.7527333334,38.3498666667,29.3965333333,28.86,15.8512,10.2272,13.6405333333,30.5286,10.9242
425.08,10.7568666667,38.3946,29.4506,28.8729333333,15.8691333333,10.2223333333,13.6252,30.5678,10.9507333333
425.44,10.7591333333,38.4316666667,29.4947333333,28.9022666667,15.8836,10.2146,13.603,30.6078666666,10.9606666667
425.80,10.7566666667,38.4594666667,29.5216666667,28.9216,15.9211333333,10.2266,13.5989333333,30.6476,10.9728
426.16,10.7706666667,38.4975333333,29.5485333333,28.9322666667,15.9286,10.2317333333,13.5882666667,30.672,11.0061333333
426.51,10.8153333333,38.5441333333,29.6168,28.9598,15.9788666667,10.2688,13.6046666667,30.7186,11.0407333333
426.87,10.8028,38.6116666667,29.6701333333,28.9888666667,15.9942,10.2599333333,13.5762666667,30.7802,11.0532
427.23,10.7908,38.6367333333,29.6757333333,28.9911333333,15.9928666667,10.2487333333,13.5486,30.7847333333,11.0596
427.58,10.7648666667,38.6536666667,29.6493333333,28.9416666667,15.9590666667,10.1887333333,13.4847333333,30.7772,11.0576666666
427.94,10.7686,38.7131333333,29.6957333333,28.9474666667,15.9492,10.2048,13.4942666667,30.8027333333,11.057
428.30,10.8091333333,38.7962,29.7523333333,28.9862,15.9810666667,10.2331333333,13.5104,30.8361333333,11.1050666667
428.65,10.8286666667,38.8472,29.8086,29.0250666667,15.9996666667,10.2493333333,13.5101333333,30.8892666667,11.1486
429.01,10.8461333333,38.9414666667,29.8604,29.038,16.0225333333,10.2802,13.5106666667,30.9634666667,11.1802
429.37,10.8466,39.0193333333,29.9164,29.0280666667,16.0302,10.2856,13.5054,30.9858666667,11.2017333333
429.72,10.8805333333,39.1084666667,30.0086666667,29.0681333333,16.0258666667,10.3174,13.5374,31.0686666667,11.2299333333
430.08,10.9181333333,39.2415333334,30.102,29.1376,16.0907333333,10.3636666667,13.5835333333,31.1854,11.2593333333
430.44,10.8739333333,39.2853333333,30.0923333333,29.1145333333,16.0554,10.3402666667,13.5657333333,31.1833333333,11.2572666667
430.79,10.9226666667,39.3584,30.1828666667,29.1590666667,16.0985333333,10.3708,13.6168666667,31.2634,11.2969333333
431.15,10.9741333333,39.4977333333,30.3186666667,29.2567333333,16.1511333333,10.4367333333,13.6960666667,31.3976666667,11.3493333333
431.50,10.9574666667,39.5324,30.3315333333,29.2807333333,16.1404666666,10.4252666667,13.693,31.4024,11.3372666667
431.86,10.8604,39.4461333333,30.2512666667,29.2090666667,16.0324,10.3231333333,13.6056,31.3438666667,11.2324666667
432.22,10.8723333333,39.4853333333,30.2712666667,29.2624,16.0431333333,10.3271333333,13.6113333333,31.397,11.2294
432.57,10.8687333333,39.4990666667,30.3048,29.2859333334,16.0494666667,10.3224666667,13.6152,31.4377333333,11.2291333333
432.93,10.8654666666,39.4898,30.3040666667,29.3016666667,16.0468666667,10.3023333333,13.6426666667,31.4404666667,11.2221333333
433.29,10.9196,39.5386,30.3432666667,29.3579333333,16.0788,10.3540666667,13.6899333333,31.5158666667,11.2568
433.64,10.9636,39.5874,30.3708666667,29.3906,16.1194666667,10.3779333333,13.7348,31.531,11.2886
434.00,10.9577333333,39.5380666667,30.3778666667,29.3852,16.0936,10.3622666667,13.7217333333,31.5019333333,11.2654
434.35,11.0383333333,39.6042,30.461,29.467,16.1524,10.4249333333,13.8035333333,31.5856,11.3120666667
434.71,11.0582,39.6304,30.4823333334,29.5007333333,16.1447333333,10.4275333333,13.8356,31.6167333333,11.2933333334
435.07,11.0490666667,39.5922,30.4396666667,29.4737333333,16.1064666667,10.3915333333,13.8121333333,31.5778666667,11.2577333334
435.42,11.0890666667,39.6545333333,30.5040666667,29.5150666667,16.1338,10.4312,13.8577333333,31.6311333333,11.2698
435.78,11.1603333333,39.8111333333,30.6188,29.6268,16.2146,10.4928666667,13.9190666667,31.7312,11.3234
436.13,11.1492,39.8089333333,30.6467333333,29.6081333333,16.2003333333,10.4922666667,13.9342666667,31.7255333333,11.3119333333
436.49,11.1769333333,39.9201333333,30.6811333333,29.6352,16.1916,10.4827333333,13.9748666667,31.7491333333,11.2866
436.84,11.1604,39.9513333333,30.6976,29.6313333333,16.1443333333,10.4556,13.9518666666,31.7812,11.2630666667
437.20,11.1453333333,40.0112666667,30.7366666667,29.6573333334,16.1226666667,10.434,13.9473333333,31.8296666667,11.2337333333
437.56,11.1598666667,40.0618666667,30.7812666667,29.6936666667,16.1306666667,10.4556666667,13.9383333333,31.9002666667,11.2606666667
437.91,11.1856666667,40.1906,30.8478666667,29.7696666667,16.1513333333,10.4681333333,13.966,32.0207333333,11.2869333333
438.27,11.1658,40.2537333333,30.8948666667,29.8244666667,16.1398,10.4516,13.9578,32.0974,11.2924
438.62,11.1039333333,40.2533333333,30.8468,29.7972666667,16.0874666667,10.4078666666,13.8899333333,32.0696,11.2593333333
438.98,11.0548,40.3249333333,30.8744666667,29.8160666667,16.0594,10.3567333333,13.829,32.1218,11.2132
439.33,11.0800666667,40.3447333333,30.8983333333,29.8524,16.0810666667,10.374,13.8507333333,32.1719333333,11.2434666667
439.69,11.0885333333,40.3828,30.9508666667,29.8837333333,16.0880666667,10.3850666666,13.8545333333,32.235,11.2608
440.04,11.0850666667,40.4387333333,30.991,29.9176,16.1053333333,10.3727333333,13.8292666667,32.2920666667,11.2853333333
440.40,11.1013333333,40.4716,31.0510666667,29.9436666666,16.1410666667,10.4241333333,13.8358666667,32.3434,11.3576666667
440.75,11.1136666667,40.5171333333,31.1056,29.9835333333,16.1848,10.457,13.8194666667,32.3895333333,11.3880666667
441.11,11.0938666667,40.5512666667,31.1314,29.9922666667,16.2028,10.4435333333,13.8029333333,32.424,11.4034666667
441.47,11.0512,40.5770666667,31.1320666667,29.9842666667,16.1861333333,10.4228,13.7552,32.4518,11.3791333333
441.82,11.0198666667,40.5842666667,31.1536666667,29.9615333333,16.2022,10.4358666667,13.7230666667,32.458,11.391
442.18,11.0237333333,40.6404666667,31.2044666667,29.9664,16.2177333333,10.4464666667,13.6832,32.4956666667,11.415
442.53,11.0613333334,40.709,31.2912666667,30.0121333333,16.2790666667,10.5004666667,13.6880666667,32.5772666667,11.4626
442.89,11.1016,40.7923333333,31.3917333333,30.0794666667,16.3732,10.5570666667,13.7286,32.6956,11.555
443.24,11.0326666667,40.855,31.4334666667,30.0572,16.3649333333,10.5442,13.6549333333,32.7350666667,11.5438666667
443.60,10.9886,40.9314666667,31.4633333333,30.061,16.3754,10.5341333333,13.6071333333,32.7868666666,11.5496666667
443.95,10.9922,41.0366666667,31.5286666667,30.1004666667,16.3918666667,10.5541333333,13.5930666667,32.8679333333,11.5639333333
444.31,10.8744666667,40.9834,31.4739333333,30.0148666667,16.3206,10.4477333333,13.4492666667,32.8540666667,11.4572666667
444.66,10.8734,41.099,31.5417333333,30.0583333333,16.3510666667,10.4692,13.4469333333,32.9459333333,11.4781333333
445.02,10.8543333333,41.1288666667,31.5661333333,30.0579333333,16.3544666667,10.4746666667,13.3922,32.961,11.4914
445.37,10.84,41.1654,31.5942666667,30.0592666667,16.3668666667,10.4742,13.3626,32.9962666667,11.4812
445.72,10.8031333334,41.1961333333,31.6175333333,30.0488,16.3538,10.4323333333,13.3098,33.0275333333,11.4649333333
446.08,10.7444666667,41.1659333333,31.6125333333,30.0012,16.3532,10.3930666667,13.2486,33.0053333333,11.4365333333
446.43,10.6724666667,41.1458666667,31.6136666667,29.9466,16.3166666667,10.3332666667,13.1818,32.9982666667,11.4069333333
446.79,10.6154,41.1435333333,31.622,29.905,16.2905333333,10.3048,13.1261333333,32.9934666667,11.3678
447.14,10.6624666667,41.2292,31.7042666667,29.9478,16.3634666667,10.339,13.1564,33.0802,11.4233333333
447.50,10.6736666667,41.2346666667,31.7064,29.9214666667,16.3843333333,10.3586,13.1409333333,33.1061333333,11.4560666666
447.85,10.6471333333,41.2256666667,31.7176666667,29.8868666667,16.4028,10.3552666667,13.1127333333,33.1060666667,11.4696
448.21,10.6859333333,41.3396,31.7887333333,29.9462666667,16.4418,10.3914,13.1280666667,33.1590666667,11.5236666667
448.56,10.6813333333,41.3865333333,31.8254666667,29.957,16.4577333333,10.3846,13.1082,33.1865333334,11.5189333334
448.92,10.6871333333,41.4409333333,31.8912,29.9619333333,16.5057333333,10.3950666667,13.1214666667,33.242,11.5444666667
449.27,10.682,41.4662666666,31.9289333333,29.9846666667,16.5166,10.3886666667,13.1046,33.261,11.5728666667
449.62,10.7094666667,41.5196666667,31.9617333333,29.9986666667,16.5706,10.4189333333,13.0994666667,33.2817333334,11.6154
449.98,10.681,41.579,31.9728666667,29.9846666667,16.5553333333,10.4059333333,13.0771333333,33.3154666667,11.5963333333
450.33,10.6536,41.6472666667,31.9944666667,29.9978,16.5603333333,10.4099333333,13.0453333333,33.3622,11.5748
450.69,10.6764666667,41.7212666667,32.0364666667,30.0208,16.5909333334,10.4396666667,13.0428,33.4070666667,11.6104666667
451.04,10.6312666667,41.739,32.0348666667,30.0097333333,16.5720666667,10.4358,12.9766666667,33.4096,11.5953333333
451.40,10.654,41.804,32.1017333333,30.0640666667,16.6201333333,10.4544666667,13.0044,33.4688666667,11.6272
451.75,10.6438,41.8688,32.1462666667,30.0976,16.617,10.4446666667,12.9802666667,33.5110666667,11.6239333333
452.10,10.6508666667,41.9167333333,32.2132666667,30.1263333333,16.6704666667,10.4762666667,13.0008,33.5776,11.6530666667
452.46,10.6080666667,41.9158,32.2040666667,30.1071333333,16.642,10.4492,12.9564666666,33.5712,11.6448
452.81,10.6074,41.9911333333,32.2498,30.1568,16.6488,10.4555333333,12.9414,33.6428666667,11.6299333334
453.17,10.5982666667,42.0301333333,32.2638666667,30.141,16.6556666667,10.4480666666,12.9334,33.6789333333,11.6058666667
453.52,10.6627333333,42.1264666667,32.3624,30.2228,16.7074,10.5222666667,13.0165333333,33.7466,11.6471333333
453.87,10.7272,42.2132666667,32.4668,30.3006,16.7771333333,10.5830666667,13.0613333333,33.8359333333,11.6805333333
454.23,10.8688,42.3784666667,32.6156,30.3988666667,16.9073333333,10.6910666667,13.1787333333,33.9725333334,11.7946
454.58,10.9237333333,42.4888666667,32.6994,30.4649333333,16.9504,10.7302,13.2394,34.0333333333,11.82
454.93,10.9456666666,42.4541333333,32.7027333333,30.4648666667,16.9092666667,10.7217333333,13.2558666667,34.0272666667,11.7904
455.29,10.9504666667,42.4952,32.7221333333,30.4859333333,16.8906,10.7115333333,13.2387333333,34.033,11.7614666667
455.64,10.9904666667,42.5228666667,32.7484666667,30.4981333333,16.9062666667,10.7352,13.2741333333,34.0494666667,11.759
456.00,11.0174666667,42.4972666667,32.7316666667,30.4850666667,16.8911333333,10.7349333333,13.2838,34.0540666667,11.7273333333
