wavelength,Back_PhrAtrm,Belly_PhrAtrm,Breast_PhrAtrm,Crissum_PhrAtrm,Crown_PhrAtrm,DorTail_PhrAtrm,Rump_PhrAtrm,Throat_PhrAtrm,WingTip_PhrAtrm
208.77,-423.333333333,-540.555533333,-683.888866666,-331.111066667,-267.7778,-511.111,-703.8888,-449.999866667,-510.555466667
209.14,-684.166666667,-809.166666667,-1075.0,-529.166666667,-405.0,-752.500000001,-1063.33333333,-702.5,-782.5
209.52,887.619066668,1029.52386667,1362.8572,662.857199999,568.571466667,969.523866667,1315.23806667,904.761933333,981.904800001
209.90,352.666666667,437.666666667,539.0,278.0,253.333333333,392.0,508.0,378.333333333,403.333333333
210.28,224.166666667,276.25,338.75,178.75,161.666666666,253.333333333,310.416666667,232.5,248.125
210.66,400.3922,487.0588,612.941066667,321.568666667,291.3726,448.235133333,543.5294,406.2746,440.0
211.03,1308.0,1588.0,2012.0,1013.33333333,924.000000001,1470.66666667,1750.66666667,1304.0,1413.33333333
211.41,-5906.66666666,-6966.66666666,-9406.66666667,-4426.66666667,-4466.66666667,-6873.33333334,-8180.0,-5933.33333334,-6373.33333333
211.79,1321.66666667,1636.66666667,2216.66666667,1070.0,1113.33333333,1691.66666667,1935.0,1390.0,1463.33333333
212.17,579.259133333,702.963,963.703599999,515.555533333,543.703666667,762.963,857.777666667,641.481533333,649.629733334
212.55,637.037133333,714.814866667,1014.07406667,582.222333333,557.777733333,780.740933333,888.889,682.222199999,683.703666666
212.92,331.428533333,360.634866667,469.206466667,307.936666667,279.682466667,374.603133333,417.142733333,333.650866667,339.0476
213.30,344.333333333,382.0,495.666666667,337.333333333,306.666666667,408.666666667,439.666666667,361.0,361.333333333
213.68,1546.66666667,1641.66666666,2201.66666667,1476.66666667,1251.66666667,1873.33333333,1948.33333333,1651.66666667,1605.0
214.06,1523.33333333,1576.66666667,2118.33333333,1463.33333333,1250.0,1881.66666667,1906.66666667,1616.66666667,1578.33333333
214.44,-275.0,-302.5,-403.333333333,-272.916666667,-225.0,-362.5,-375.833333333,-322.916666667,-316.666666667
214.81,-388.484933333,-455.151466667,-595.757533333,-386.666533333,-338.1818,-523.030333333,-553.9394,-487.878733333,-469.090866667
215.19,-936.0,-1061.33333333,-1420.0,-956.000000001,-818.666666667,-1193.33333333,-1269.33333333,-1166.66666667,-1094.66666667
215.57,-330.000066667,-399.999933334,-512.7778,-338.333333333,-279.444466667,-437.777733333,-452.222266666,-413.8888,-391.111066667
215.95,-677.142866666,-821.904666666,-999.047600001,-662.857133333,-570.4762,-839.047533333,-863.809466666,-821.904800001,-776.190466666
216.32,-1848.88893333,-2362.2222,-2686.6668,-1820.00006667,-1548.88886667,-2219.99993333,-2280.00006667,-2286.66666667,-2144.4444
216.70,-504.0,-683.333333333,-764.0,-492.0,-453.333333333,-633.333333333,-668.000000001,-649.333333333,-629.333333333
217.08,-304.1026,-436.410266667,-526.154,-314.359066667,-309.2308,-427.692333333,-462.564066667,-430.256466667,-451.281933333
217.46,-524.166666667,-724.166666666,-875.0,-555.0,-542.5,-674.166666667,-759.166666666,-690.833333333,-796.666666666
217.83,-1100.0,-1543.33333333,-1798.33333333,-1251.66666667,-1180.0,-1325.0,-1531.66666667,-1436.66666667,-1646.66666667
218.21,-4780.0,-6573.33333333,-7606.66666667,-5566.66666667,-4953.33333333,-5500.0,-6460.00000001,-6146.66666667,-6813.33333333
218.59,1248.0,1568.0,1792.0,1376.0,1198.66666667,1321.33333333,1538.66666667,1440.0,1580.0
218.97,-6920.0,-8233.33333333,-9393.33333332,-7506.66666667,-6580.0,-7226.66666666,-8186.66666667,-7626.66666666,-8220.0
219.34,7726.66666667,9053.33333332,10000.0,8133.33333333,7360.00000001,8353.33333333,9119.99999999,8426.66666666,9000.00000001
219.72,-1168.57126667,-1418.09526667,-1487.619,-1259.04766667,-1094.28573333,-1219.04773333,-1342.85693333,-1331.42873333,-1376.19053333
220.10,-602.380866667,-734.285733333,-761.428466667,-658.0954,-573.809533333,-631.428666667,-680.9524,-684.285733333,-727.142866667
220.47,-948.666666667,-1070.0,-1150.0,-995.333333335,-874.666666665,-946.000000001,-996.666666668,-995.999999999,-1076.66666667
220.85,1333.33333333,1478.33333333,1595.0,1378.33333333,1225.83333333,1299.16666667,1339.16666667,1350.0,1473.33333333
221.23,1592.381,1802.85713333,1900.00013333,1611.42853333,1460.0,1533.33333334,1584.76186667,1563.80953333,1719.04753333
221.61,-3564.44446667,-4113.33326667,-4282.2222,-3473.33326667,-3253.33326667,-3497.7778,-3648.88886667,-3522.22226667,-3822.22226667
221.98,-5216.66666667,-6193.33333333,-6560.0,-5180.0,-4766.66666667,-5490.0,-5583.33333333,-5290.0,-5923.33333333
222.36,-5276.66666667,-6073.33333333,-6543.33333333,-5096.66666667,-4813.33333333,-5610.0,-5503.33333333,-5190.0,-6166.66666667
222.74,-2550.0,-2925.0,-3165.0,-2446.66666667,-2370.0,-2816.66666667,-2670.0,-2503.33333333,-3013.33333333
223.11,-2381.66666667,-2748.33333333,-2930.0,-2260.0,-2178.33333333,-2636.66666667,-2358.33333334,-2300.0,-2811.66666667
223.49,-1050.0,-1230.83333333,-1318.33333333,-988.333333333,-949.166666666,-1162.5,-1020.83333333,-1013.33333333,-1261.66666667
223.87,-759.333333333,-887.333333333,-980.666666666,-698.0,-706.666666667,-856.666666666,-761.333333333,-714.666666667,-940.000000001
224.24,-4.76375074221e+15,-5.45464386686e+15,-5.94082791754e+15,-4.14109397555e+15,-4.32874396002e+15,-4.9812541333e+15,-4.67845529472e+15,-4.20933033354e+15,-5.57405749335e+15
224.62,-465.555533333,-583.888866667,-607.777933333,-394.444466667,-433.3334,-523.3332,-503.333333333,-422.2222,-596.111066667
225.00,-215.238133333,-286.666666667,-294.9206,-185.079333333,-216.508,-259.0476,-265.396733334,-208.571466667,-294.920733333
225.38,-161.839133333,-208.046133333,-217.931066667,-135.172466667,-163.908,-190.804666667,-202.7586,-182.2988,-217.931066667
225.75,-80.0000666667,-111.914866667,-116.0284,-66.5248,-83.8298,-97.0213333332,-103.971733333,-97.1631999999,-112.056733333
226.13,-62.0764666667,-84.6994,-79.2349333334,-44.3716,-67.3224,-67.7595999999,-77.1584,-67.2131333335,-79.4534666667
226.51,-41.1627333333,-60.6201333333,-54.1860666667,-26.5891333333,-46.5116,-41.1627333333,-53.1007333333,-43.1784,-51.1629333333
226.88,-37.2276666667,-52.9374,-47.7228,-22.9704,-42.3761333333,-31.3532,-46.7326666667,-38.2179333333,-43.1683333333
227.26,-21.7543333333,-35.6892666667,-32.2305333333,-13.1328,-25.9648666667,-18.346,-34.9873333333,-25.8146,-28.8221333333
227.64,-21.1789333333,-32.6828,-31.1382,-14.9594,-25.6504,-18.7398666667,-33.6178666667,-25.3252,-26.7072666667
228.01,-23.0990666667,-32.7568,-32.4684,-18.4504,-25.982,-21.3332666667,-33.9818666667,-26.2342666667,-26.018
228.39,-12.3809333333,-19.9441333333,-20.3640666667,-10.6724,-14.0336666667,-12.0448666667,-22.4649333333,-16.1345333333,-14.9019333333
228.76,-12.6438666667,-18.2631333333,-18.9784,-10.3192,-13.0778666666,-11.2133333333,-21.0217333333,-14.6358666667,-12.9247333333
229.14,-12.3321333333,-16.6326666667,-17.1786,-8.05460000001,-11.6041333333,-10.4663333333,-18.0887333333,-13.4243333333,-11.0352666667
229.52,-10.3728666667,-14.0994,-14.5340666667,-6.00426666667,-9.15113333333,-8.44719999999,-14.0579333333,-9.91720000001,-8.28166666666
229.89,-12.3156666667,-15.8046666667,-16.677,-7.91279999999,-11.2773333333,-11.0696666667,-16.407,-11.7341333333,-10.3843333334
230.27,-11.9921333333,-14.9506666667,-17.1006,-8.56013333333,-10.9861333333,-10.4536,-14.9309333333,-11.7554,-9.62513333334
230.65,-11.5437333333,-13.5694,-16.7748,-8.417,-10.6982,-10.8949333333,-14.7097333333,-12.2322,-8.84959999999
231.02,-9.99059999999,-11.5669333333,-15.9355333333,-7.78739999999,-8.64206666666,-9.95253333333,-13.2384666667,-11.377,-8.11026666665
231.40,-12.2626,-13.3130666667,-18.5050666666,-9.35346666665,-10.7676,-12.5252666667,-14.9495333333,-13.2322666667,-9.73746666667
231.78,-11.579,-12.8379333333,-17.6470666667,-7.86386666666,-10.0308666667,-11.1248666667,-13.8699333333,-12.3218666667,-8.71000000001
232.15,-11.8258,-12.3141333333,-17.3248666666,-6.64533333333,-10.2759333333,-10.552,-13.1846,-11.8896,-9.10833333334
232.53,-10.4081333334,-11.3606666667,-16.2812666667,-4.48973333333,-10.1587333333,-9.90926666668,-11.7459333333,-11.4967333333,-7.5964
232.90,-9.38346666667,-10.274,-15.2738,-3.0822,-9.24666666665,-8.76713333333,-10.3652,-10.8676666667,-5.84473333333
233.28,-3.4316,-4.52453333333,-9.13660000001,1.5956,-3.84693333333,-3.03826666667,-4.74319999999,-5.5956,0.174866666667
233.66,0.729066666667,0.770733333333,-4.0,4.64580000001,0.687333333334,1.68726666667,-0.750133333332,-1.08346666667,4.70819999999
234.03,4.9598,5.24099999999,0.762999999999,8.49399999999,4.61853333333,5.9438,3.494,2.4096,8.51426666667
234.41,7.18413333334,7.64179999999,3.20406666667,10.2486666667,5.73126666667,7.42293333333,5.17420000001,4.13933333334,10.0697333333
234.78,7.94953333334,7.32740000001,4.21773333333,10.865,6.12246666667,8.31866666665,6.88053333334,4.62580000001,10.0875333334
235.16,9.69013333333,8.86386666665,7.49293333333,13.1830666667,7.92486666666,10.3287333333,9.14553333332,7.17386666667,12.0188
235.54,9.63360000001,9.31179999999,7.79273333334,13.1724666667,7.73906666667,11.2957333333,8.97213333333,7.81053333333,12.404
235.91,9.43266666667,9.23766666667,7.42906666667,11.8794,7.1276,10.8864666667,8.13846666667,7.80126666667,12.0922666667
236.29,12.2308,10.5003333333,9.1944,13.6556,8.83793333334,13.6896,9.90653333333,9.22813333332,15.1822666667
236.66,10.1745333333,8.21279999999,6.18459999999,10.8728,5.76900000001,11.4381333333,7.61440000001,7.01573333334,12.685
237.04,10.5824,7.02273333333,5.50166666667,9.95153333332,4.46593333334,11.2945333333,7.58893333334,6.31066666667,11.5371333333
237.41,7.89086666667,4.40033333333,2.10093333333,7.01406666666,1.67073333333,8.80073333333,5.35966666667,4.21826666667,8.0398
237.79,8.52473333334,3.99326666667,1.4832,7.61200000001,1.20613333333,8.57359999999,5.3462,4.6454,7.26960000001
238.17,6.89706666666,2.74946666667,0.107399999999,6.48226666667,1.12133333333,7.89559999999,4.27033333334,3.96313333333,6.31346666667
238.54,6.68093333334,3.43346666667,0.944199999998,7.79680000001,2.70393333333,9.24173333335,4.79246666667,5.1502,7.4964
