wavelength,Back_TanDowf,Belly_TanDowf,Breast_TanDowf,Crissum_TanDowf,Crown_TanDowf,DorTail_TanDowf,Patch10_TanDowf,Patch11_TanDowf,Patch12_TanDowf,Rump_TanDowf,Throat_TanDowf,WingTip_TanDowf
376.90,7.35033333334,8.62533333331,7.60166666667,5.861,4.28133333334,8.58633333334,25.8863333334,23.5858333334,6.39116666666,13.9666666667,6.07983333333,10.5438333333
377.26,7.37633333333,8.69183333331,7.72216666667,5.9225,4.33333333334,8.55416666667,25.9315,23.5846666667,6.502,14.118,6.10333333333,10.5826666667
377.63,7.374,8.733,7.82,5.927,4.30333333333,8.47216666667,25.9803333333,23.559,6.57083333334,14.0816666666,6.09133333333,10.5125
377.99,7.39383333333,8.76516666666,7.814,5.8185,4.3245,8.4345,25.9145,23.534,6.56966666667,14.1526666666,6.06166666667,10.4236666666
378.35,7.22766666666,8.61183333331,7.64333333333,5.62233333333,4.1785,8.25166666667,25.752,23.3648333333,6.423,13.9983333333,5.92033333333,10.2518333333
378.71,7.3215,8.70116666668,7.717,5.663,4.3055,8.38366666667,25.7516666667,23.49,6.446,14.1305,6.077,10.2841666667
379.07,7.23383333334,8.51016666669,7.54433333333,5.34933333334,4.1225,8.175,25.5878333334,23.4668333333,6.32166666667,14.0363333334,5.896,10.1665
379.44,7.283,8.48299999999,7.62766666667,5.23533333334,4.2465,8.204,25.5968333333,23.49,6.42733333333,14.092,5.89,10.1818333333
379.80,7.11616666667,8.22416666666,7.41816666666,4.9885,4.05816666667,7.99166666666,25.395,23.275,6.28616666667,13.9041666667,5.70033333333,10.0725
380.16,7.28,8.32916666668,7.44266666666,5.04733333334,4.05683333333,7.98566666667,25.4391666666,23.2328333333,6.36283333334,14.019,5.7955,10.2366666667
380.52,7.4325,8.46433333335,7.42616666666,5.07966666667,4.1485,8.02483333333,25.403,23.3691666667,6.39833333333,14.1146666667,6.01716666667,10.3211666667
380.88,7.44483333333,8.52833333332,7.47116666667,5.15333333334,4.23,8.0185,25.3986666667,23.3483333333,6.436,14.1831666667,6.0065,10.3625
381.24,7.457,8.46716666665,7.43383333334,5.10483333333,4.262,8.034,25.2401666667,23.3461666666,6.33716666667,14.204,5.9335,10.3293333334
381.61,7.31933333334,8.33716666665,7.2105,4.9535,4.12966666666,7.88266666667,25.0463333333,23.1973333334,6.14033333334,14.1413333333,5.709,10.1555
381.97,7.35866666667,8.32766666666,7.2725,4.98433333333,4.1475,7.91783333333,25.0135,23.273,6.16766666666,14.2045,5.7485,10.1771666667
382.33,7.28883333333,8.20649999999,7.28316666667,4.963,4.03066666667,7.854,24.9106666667,23.3135,6.14383333333,14.2333333334,5.60516666667,10.0915
382.69,7.25016666667,8.17250000001,7.267,4.921,3.92833333333,7.77466666667,24.802,23.2496666667,6.11616666667,14.1663333333,5.52133333334,10.0558333333
383.05,7.20583333334,8.25416666665,7.34466666666,4.98966666667,3.967,7.82683333334,24.7911666666,23.228,6.147,14.3026666667,5.56833333333,10.074
383.41,7.1695,8.21466666666,7.308,4.96783333333,3.86716666667,7.828,24.7013333333,23.2246666667,6.04533333333,14.2726666667,5.51483333333,10.0548333333
383.77,7.26983333333,8.29500000001,7.40866666667,5.056,3.9545,7.84316666667,24.7603333333,23.2905,6.1275,14.5116666667,5.64866666667,10.103
384.14,7.25216666667,8.23550000002,7.3465,4.96366666666,3.95566666666,7.8155,24.7061666666,23.3658333333,6.16733333333,14.5391666666,5.58633333334,10.0601666666
384.50,7.39583333334,8.21866666665,7.4495,5.063,4.02166666667,7.9615,24.6783333334,23.349,6.25266666667,14.6613333333,5.551,10.093
384.86,7.37333333333,8.24099999999,7.4785,4.9745,4.06266666667,8.04916666667,24.612,23.4118333333,6.30516666667,14.711,5.58383333333,10.0778333333
385.22,7.25166666666,8.14866666666,7.354,4.831,3.86,7.9455,24.4423333333,23.2968333333,6.21683333333,14.6206666666,5.4105,9.8905
385.58,7.2615,8.20366666667,7.46433333334,4.93683333333,3.86516666666,8.03566666667,24.4433333334,23.35,6.31616666666,14.7043333334,5.46683333333,9.92183333331
385.94,7.30083333333,8.25600000001,7.45933333333,4.983,3.86,8.01666666666,24.3356666666,23.3263333334,6.34816666667,14.7556666667,5.48733333334,9.93600000001
386.30,7.3105,8.27866666668,7.43316666667,4.92316666667,3.85066666667,8.0005,24.2471666667,23.315,6.3605,14.7926666666,5.46783333334,9.97583333335
386.66,7.28916666667,8.32116666669,7.431,5.0125,3.90433333333,8.103,24.2781666667,23.3945,6.41866666666,14.8976666667,5.56766666666,10.0625
387.03,7.27783333333,8.208,7.32983333333,4.95066666666,3.84116666667,8.027,24.1711666666,23.2686666666,6.40783333333,14.8715,5.4925,9.95449999998
387.39,7.2675,8.20633333333,7.338,4.965,3.79916666667,8.02616666667,24.1415,23.2683333334,6.43916666667,14.8788333334,5.5165,9.89133333333
387.75,7.36133333333,8.32233333332,7.44283333334,5.07733333333,3.8675,8.24233333334,24.1988333333,23.396,6.63683333333,14.9523333334,5.57383333334,10.0443333333
388.11,7.36683333334,8.38366666665,7.517,5.1465,4.02383333334,8.34116666666,24.0918333334,23.4115,6.664,15.01,5.64233333334,10.0165
388.47,7.2645,8.30916666668,7.3935,4.98233333334,3.95183333334,8.16433333333,23.9783333333,23.3391666667,6.564,14.9591666667,5.532,9.92183333331
388.83,7.26666666666,8.24583333331,7.3475,4.99816666666,3.89983333334,8.08883333333,23.904,23.2746666667,6.50383333334,14.8891666666,5.5095,9.92816666666
389.19,7.221,8.20900000001,7.31466666667,5.01466666667,3.89933333333,8.07983333333,23.8401666667,23.2501666666,6.51583333333,14.857,5.50183333333,9.89733333332
389.55,7.31633333333,8.29633333333,7.37966666666,5.0255,4.04083333333,8.19216666666,23.8455,23.3126666667,6.54466666666,14.9918333333,5.64766666666,9.99966666667
389.91,7.36533333333,8.397,7.48716666667,5.09066666667,4.12416666666,8.23366666667,23.9326666667,23.36,6.62066666667,15.0845,5.70033333334,10.0966666667
390.27,7.46383333333,8.50383333332,7.633,5.1675,4.31566666667,8.4095,24.025,23.4273333333,6.75933333334,15.2305,5.82666666667,10.179
390.63,7.4415,8.49049999999,7.58216666666,5.08266666667,4.28283333334,8.36033333333,23.9388333334,23.3548333333,6.717,15.1915,5.75083333333,10.0843333333
391.00,7.4135,8.56616666666,7.58766666666,5.12366666667,4.29233333333,8.42183333333,23.9258333333,23.3916666666,6.7135,15.2268333334,5.76916666666,10.1158333333
391.36,7.4935,8.68766666669,7.66533333333,5.21316666667,4.41916666666,8.53983333334,23.9866666667,23.3811666667,6.8555,15.368,5.85283333333,10.2886666667
391.72,7.41266666667,8.61199999999,7.55283333334,5.174,4.385,8.45233333333,23.8883333333,23.281,6.82916666667,15.294,5.8695,10.205
392.08,7.39366666667,8.72149999998,7.54083333333,5.1945,4.38016666667,8.48616666666,24.0683333333,23.3625,6.87866666666,15.351,5.932,10.2955
392.44,7.38016666666,8.78866666668,7.61483333333,5.26666666666,4.405,8.59166666666,24.0983333333,23.3726666666,6.97316666666,15.3913333334,5.99366666667,10.2998333334
392.80,7.42566666667,8.87533333331,7.67116666667,5.31566666666,4.478,8.7,24.1345,23.4156666666,7.097,15.5218333333,6.06666666667,10.3451666666
393.16,7.47466666666,8.98133333331,7.75383333333,5.38316666666,4.59083333333,8.803,24.2553333333,23.452,7.2025,15.6325,6.16416666667,10.4795
393.52,7.37583333334,8.91549999999,7.71366666667,5.27516666667,4.48016666667,8.73616666666,24.1553333333,23.4073333333,7.21316666666,15.5793333334,6.07033333334,10.4413333333
393.88,7.38833333333,8.97433333335,7.7665,5.37016666666,4.56883333334,8.80816666666,24.1386666667,23.4308333334,7.2935,15.6196666666,6.132,10.4561666666
394.24,7.35983333334,9.05666666669,7.7305,5.44216666667,4.53966666667,8.78183333334,24.075,23.3485,7.31216666667,15.5908333333,6.16483333334,10.4341666667
394.60,7.51766666666,9.2345,7.92183333333,5.65183333334,4.681,8.95383333333,24.1613333334,23.4685,7.50433333333,15.8016666667,6.29333333333,10.5875
394.96,7.54116666667,9.22966666665,7.95483333333,5.62116666667,4.70333333334,8.9985,24.1953333333,23.5081666666,7.601,15.847,6.3675,10.6163333333
395.32,7.53883333334,9.249,7.96283333333,5.63533333333,4.73333333334,8.99216666666,24.1258333334,23.5301666667,7.602,15.8408333334,6.371,10.5581666666
395.68,7.60916666667,9.388,8.07583333333,5.74633333334,4.8255,9.05216666667,24.1036666667,23.542,7.6575,15.996,6.42116666667,10.6036666666
396.04,7.58566666667,9.31616666666,8.07516666666,5.694,4.76266666666,8.98716666667,23.9448333334,23.4233333333,7.65716666666,16.0108333333,6.372,10.505
396.40,7.5805,9.31050000002,8.0465,5.768,4.76416666667,8.94,23.945,23.4896666667,7.66133333333,16.0655,6.43766666667,10.477
396.76,7.6245,9.36316666665,8.07966666667,5.83,4.75333333334,8.92216666666,23.9351666667,23.5916666666,7.69733333334,16.1653333333,6.4655,10.486
397.12,7.5525,9.36200000001,8.05483333334,5.81583333334,4.71333333334,8.879,23.8441666666,23.6006666667,7.698,16.1991666667,6.41783333334,10.4633333334
397.48,7.5745,9.37816666665,8.04866666667,5.92733333333,4.7385,8.89666666667,23.8758333334,23.5981666667,7.76566666667,16.1785,6.4405,10.4285
397.84,7.35483333333,9.26033333335,7.8525,5.70666666666,4.53933333333,8.73516666667,23.7478333333,23.5046666666,7.65216666667,16.0871666666,6.25433333333,10.2555
398.20,7.30366666666,9.19083333332,7.82733333333,5.67966666667,4.491,8.713,23.7818333333,23.5443333333,7.636,16.135,6.228,10.2306666667
398.56,7.13466666666,9.11416666665,7.759,5.57183333334,4.38833333333,8.55766666667,23.7083333334,23.5701666666,7.615,16.0271666667,6.12266666667,10.101
398.92,7.091,9.08416666667,7.73983333333,5.5275,4.34316666667,8.44383333334,23.6488333333,23.5621666667,7.55216666667,16.022,6.045,9.95650000001
399.28,7.04466666667,9.03449999998,7.6955,5.529,4.31133333333,8.39583333334,23.614,23.504,7.56916666666,16.046,6.04533333333,9.93366666667
399.64,6.99483333334,9.03616666667,7.69383333333,5.44833333333,4.32083333333,8.38816666667,23.6315,23.6053333333,7.57433333333,16.046,5.99083333333,9.92666666665
400.00,7.1455,9.18733333335,7.87716666666,5.6705,4.52766666667,8.633,23.7875,23.8173333333,7.809,16.1898333333,6.1515,10.0768333333
400.36,7.12216666667,9.28583333334,7.91416666667,5.65033333334,4.50616666666,8.693,23.7698333334,23.782,7.86966666666,16.2236666667,6.13666666667,10.0781666667
400.72,7.11116666667,9.311,7.99583333333,5.63533333333,4.56833333333,8.74733333333,23.7698333333,23.7755,7.94483333333,16.2278333333,6.17733333333,10.1391666667
401.08,7.16916666667,9.37083333333,8.04633333333,5.72633333333,4.58433333333,8.81433333333,23.8651666667,23.8011666666,8.04266666667,16.2686666666,6.24133333333,10.135
401.44,7.186,9.45849999998,8.086,5.7285,4.608,8.8425,23.8681666666,23.842,8.1215,16.3821666667,6.25416666667,10.1805
401.80,7.23483333333,9.42783333332,8.09266666667,5.73216666667,4.61166666667,8.84166666667,23.8886666666,23.8538333333,8.1725,16.3681666667,6.3265,10.1791666667
402.16,7.13916666666,9.34916666665,8.0695,5.667,4.56216666667,8.78083333333,23.8196666667,23.836,8.19266666666,16.3108333334,6.2665,10.1258333334
402.52,7.1855,9.36316666669,8.05316666667,5.68366666667,4.55566666667,8.82483333334,23.8313333333,23.776,8.22883333334,16.3616666667,6.26616666666,10.1718333333
402.88,7.1265,9.41183333335,8.079,5.75883333333,4.53533333334,8.81,23.8243333333,23.7621666667,8.29966666667,16.3653333334,6.21783333333,10.2223333334
403.24,7.12333333333,9.44699999998,8.152,5.72033333334,4.51083333334,8.83283333333,23.8581666667,23.851,8.35266666666,16.3836666667,6.1935,10.236
403.60,7.05766666667,9.34750000001,8.06933333334,5.678,4.39266666667,8.7545,23.8188333333,23.7613333334,8.349,16.3085,6.11566666666,10.172
403.95,6.8725,9.19649999998,7.89333333334,5.50983333334,4.18966666666,8.509,23.61,23.5433333333,8.2035,16.0935,5.91133333333,9.99833333335
404.31,6.82333333333,9.16616666669,7.86916666667,5.50166666666,4.18283333333,8.48666666667,23.5775,23.552,8.23216666667,16.0195,5.87166666666,10.0168333333
404.67,6.74716666667,9.1345,7.793,5.51283333333,4.12733333333,8.4205,23.5428333333,23.4695,8.22433333333,15.9593333333,5.78116666666,9.92733333331
405.03,6.77583333333,9.18033333335,7.784,5.503,4.16283333333,8.4005,23.5615,23.5116666667,8.26183333333,15.9733333333,5.74566666667,9.93783333331
405.39,6.69883333334,9.09349999998,7.764,5.49833333334,4.1265,8.32716666667,23.552,23.4521666667,8.23316666667,15.943,5.68166666667,9.83983333334
405.75,6.672,9.08899999998,7.78683333334,5.488,4.113,8.27966666667,23.497,23.4066666667,8.24066666667,15.9495,5.606,9.84516666665
406.11,6.71533333333,9.14700000001,7.81166666667,5.54283333334,4.15983333334,8.28066666667,23.499,23.4513333334,8.287,15.9828333333,5.60816666666,9.86350000001
406.47,6.69533333334,9.12500000001,7.7595,5.54683333333,4.18783333333,8.25366666667,23.4926666666,23.473,8.2525,15.9675,5.61883333333,9.84916666666
406.83,6.72233333333,9.09366666668,7.75,5.52116666666,4.20366666667,8.25633333334,23.5081666666,23.4963333334,8.3065,15.9408333333,5.6555,9.85783333331
407.19,6.77316666667,9.1585,7.75966666666,5.602,4.275,8.2995,23.5605,23.558,8.43533333333,15.9943333333,5.69283333334,9.89883333333
407.55,6.80233333333,9.25066666665,7.85366666667,5.68416666667,4.34633333333,8.3285,23.6123333334,23.6111666666,8.49916666666,16.0726666667,5.79683333333,9.90816666665
407.90,6.8585,9.309,7.914,5.73983333333,4.38283333334,8.3825,23.724,23.7371666666,8.5945,16.2275,5.8455,9.95133333335
408.26,6.85533333333,9.30783333335,7.94066666667,5.73383333333,4.36333333333,8.3355,23.7941666666,23.8186666667,8.607,16.3288333333,5.85466666667,9.91166666665
408.62,6.91166666667,9.36399999999,7.98783333334,5.75866666667,4.388,8.33433333333,23.8565,23.9301666667,8.67966666666,16.4005,5.88133333334,9.93483333333
408.98,6.86116666666,9.31666666669,8.03033333334,5.7575,4.337,8.29266666667,23.849,23.9051666667,8.69583333333,16.3708333333,5.88,9.87233333333
409.34,6.87533333333,9.29366666667,8.016,5.72266666666,4.31483333333,8.251,23.8563333333,23.9985,8.7185,16.3606666667,5.87233333333,9.88183333335
409.70,6.87983333334,9.2915,8.015,5.777,4.29466666666,8.32583333333,23.9603333334,24.0825,8.7955,16.4373333334,5.86733333333,9.89516666667
410.06,6.91733333333,9.34266666665,8.0635,5.79183333334,4.30433333333,8.35466666667,23.997,24.0975,8.88833333333,16.5033333333,5.90583333333,9.9445
410.42,6.82966666667,9.33600000001,8.0975,5.75483333334,4.231,8.29483333333,23.9625,24.06,8.92816666666,16.4458333333,5.84816666666,9.85416666668
410.77,6.85083333334,9.45483333335,8.19683333333,5.82766666667,4.27733333333,8.35966666666,24.0436666666,24.1368333333,8.99716666667,16.5428333333,5.922,9.9115
411.13,6.74316666666,9.34449999999,8.13183333333,5.78866666667,4.14816666667,8.24133333333,24.0226666667,24.0888333333,8.901,16.4805,5.825,9.80516666667
411.49,6.78,9.34733333331,8.1395,5.78816666667,4.13183333333,8.28566666667,24.0365,24.1591666667,8.9815,16.4756666666,5.76783333333,9.8215
411.85,6.77766666667,9.39983333333,8.18783333333,5.82366666666,4.15666666667,8.31733333333,24.0748333333,24.243,9.04116666667,16.4836666667,5.78933333333,9.86683333333
412.21,6.8035,9.41133333333,8.21133333334,5.86783333333,4.17116666667,8.29733333333,24.0788333334,24.2255,9.102,16.451,5.766,9.83933333333
412.57,6.77033333334,9.39683333335,8.21733333333,5.85033333333,4.17916666667,8.33866666667,24.1008333333,24.2793333334,9.1295,16.4045,5.72516666667,9.83516666666
412.92,6.71466666666,9.31316666667,8.198,5.78233333333,4.12883333333,8.27933333333,24.045,24.2523333333,9.1,16.3445,5.68616666666,9.80983333333
413.28,6.60183333333,9.29133333335,8.11366666667,5.743,4.03416666666,8.252,23.9888333333,24.1841666667,9.08533333334,16.301,5.608,9.7525
413.64,6.57533333334,9.32016666665,8.1655,5.79566666667,4.06833333333,8.2085,23.9771666667,24.2108333333,9.13833333333,16.3166666667,5.60566666666,9.7545
414.00,6.58683333333,9.38500000001,8.21366666666,5.84816666667,4.08333333334,8.25233333333,24.0288333334,24.3235,9.23016666665,16.3375,5.61816666667,9.78950000001
414.36,6.63433333334,9.39016666665,8.2515,5.86466666667,4.07966666667,8.27316666667,24.0941666667,24.422,9.32550000002,16.4385,5.63033333333,9.794
414.72,6.64,9.37166666668,8.21766666667,5.88833333333,4.05,8.27683333333,24.1156666667,24.4466666666,9.36550000002,16.4521666667,5.56116666666,9.76099999998
415.07,6.69766666667,9.44,8.2745,5.88383333333,4.08516666666,8.30566666667,24.1148333333,24.5346666667,9.441,16.5136666666,5.54883333334,9.78383333334
415.43,6.65766666667,9.42766666669,8.27783333333,5.88366666667,4.07583333333,8.263,24.0725,24.5146666667,9.45399999999,16.538,5.5325,9.76283333335
415.79,6.6485,9.40633333335,8.229,5.8365,4.0155,8.2135,24.0611666666,24.5403333333,9.44516666669,16.5373333333,5.44683333334,9.7145
416.15,6.67783333334,9.45183333331,8.28233333333,5.87533333333,4.03166666667,8.27883333333,24.131,24.6411666667,9.528,16.6093333334,5.4735,9.76633333333
416.51,6.62833333333,9.44250000002,8.2635,5.85166666667,3.99716666666,8.20383333333,24.1185,24.6195,9.56316666665,16.6095,5.47516666667,9.74233333333
416.86,6.74216666666,9.528,8.30666666667,5.9335,4.084,8.25916666666,24.2083333333,24.7201666667,9.71833333333,16.7078333333,5.49083333333,9.80933333331
417.22,6.88083333333,9.65699999999,8.43066666667,6.0375,4.1815,8.34233333333,24.3703333333,24.8866666667,9.86899999999,16.8485,5.61316666667,9.92533333335
417.58,6.86633333333,9.63599999998,8.39233333333,6.0,4.12833333334,8.30616666667,24.3626666667,24.8656666667,9.86499999998,16.8093333333,5.586,9.878
417.94,6.89766666666,9.614,8.36333333333,5.99666666667,4.10066666667,8.267,24.4125,24.8676666667,9.87216666665,16.8201666667,5.55383333333,9.83116666665
418.29,6.93633333333,9.67116666665,8.41583333333,6.04433333334,4.15433333333,8.2795,24.471,24.9115,9.93783333333,16.849,5.5665,9.87166666665
418.65,6.89933333333,9.62983333334,8.39783333334,6.00383333333,4.11266666666,8.20366666667,24.4561666667,24.923,9.95566666668,16.8525,5.54316666667,9.82649999998
419.01,6.91366666666,9.65366666666,8.40216666667,6.04033333333,4.12383333333,8.21516666667,24.5005,24.9163333333,10.0211666667,16.8676666666,5.546,9.82666666665
419.37,6.9155,9.69650000001,8.41883333333,6.05066666667,4.12283333333,8.20433333334,24.547,24.9695,10.0803333333,16.8941666667,5.55433333333,9.844
419.73,6.9495,9.71333333331,8.45133333334,6.0785,4.1525,8.21666666666,24.614,24.9798333333,10.1308333333,16.9153333333,5.576,9.84766666666
420.08,6.93583333333,9.70916666669,8.45483333333,6.06716666666,4.1725,8.204,24.6056666666,24.969,10.1806666667,16.9283333334,5.58783333333,9.81966666665
420.44,7.0,9.75516666665,8.51666666666,6.13666666667,4.22366666667,8.25916666667,24.68,25.0338333333,10.258,17.0018333333,5.6115,9.83433333331
420.80,6.97916666666,9.77616666665,8.55733333333,6.15333333334,4.20916666667,8.253,24.7055,25.0636666667,10.2606666666,17.0303333334,5.631,9.83516666665
421.16,6.94766666667,9.76133333331,8.5665,6.15166666667,4.2155,8.2545,24.6938333333,25.0218333333,10.2955,17.024,5.61,9.81983333333
421.51,6.96766666667,9.77783333333,8.60416666666,6.17266666667,4.22916666666,8.27133333333,24.7341666666,25.0921666667,10.3528333333,17.037,5.62483333333,9.83450000002
421.87,6.96116666666,9.82450000002,8.65,6.20316666667,4.27766666667,8.31366666667,24.7708333334,25.1348333334,10.429,17.0673333333,5.658,9.86683333334
422.23,6.98483333333,9.85016666665,8.67483333333,6.236,4.30333333333,8.344,24.7873333333,25.1716666667,10.5041666667,17.0888333333,5.70066666666,9.87233333331
422.58,7.03766666667,9.92466666668,8.7375,6.30666666667,4.36916666667,8.42116666667,24.8498333333,25.225,10.5853333333,17.119,5.7635,9.93816666667
422.94,7.02466666667,9.92133333333,8.74533333333,6.291,4.357,8.40916666667,24.9006666667,25.2643333333,10.6296666666,17.1245,5.77683333333,9.95316666665
423.30,7.02733333333,9.919,8.75483333334,6.284,4.36116666667,8.39783333334,24.9596666667,25.2793333333,10.6585,17.139,5.77316666667,9.94166666667
423.66,7.02816666667,9.97033333332,8.7895,6.32316666667,4.39733333333,8.40766666667,24.968,25.2933333333,10.755,17.1601666666,5.8095,9.9735
424.01,7.05666666667,10.0178333333,8.7985,6.36933333333,4.41833333334,8.411,25.0251666667,25.3515,10.8298333333,17.1761666666,5.81416666666,10.017
424.37,7.0455,9.99749999998,8.78766666667,6.35966666666,4.38716666667,8.38366666667,25.0546666667,25.3603333333,10.8685,17.1593333333,5.7925,10.0116666667
424.73,7.07483333333,10.0288333333,8.79933333333,6.38616666667,4.42183333333,8.40683333333,25.1091666667,25.3983333334,10.9411666667,17.184,5.79983333334,10.0245
425.08,7.12883333333,10.083,8.85033333333,6.43666666666,4.46583333334,8.44283333334,25.1898333334,25.4906666667,11.0173333333,17.2273333333,5.83266666667,10.059
425.44,7.17216666666,10.1168333333,8.86916666667,6.47166666667,4.52416666666,8.4615,25.256,25.5311666667,11.078,17.2678333333,5.84333333333,10.084
425.80,7.17933333333,10.1378333333,8.88833333333,6.4775,4.53983333334,8.45366666667,25.3041666667,25.5898333333,11.129,17.2773333334,5.857,10.0688333333
426.16,7.16766666667,10.1525,8.889,6.49833333334,4.508,8.4545,25.3778333334,25.6265,11.1675,17.2921666667,5.83283333333,10.0818333333
426.51,7.15083333333,10.1465,8.87316666666,6.48433333333,4.48583333334,8.40133333333,25.3868333333,25.6306666667,11.1973333333,17.2943333334,5.78583333334,10.0468333334
426.87,7.16816666666,10.1966666667,8.92883333333,6.532,4.52883333333,8.40133333333,25.4021666667,25.6671666666,11.2746666666,17.3238333333,5.80466666666,10.0641666666
427.23,7.21,10.2535,8.97866666666,6.6085,4.55666666667,8.43666666666,25.4323333333,25.7101666667,11.3788333334,17.3636666666,5.81616666667,10.0906666667
427.58,7.212,10.2221666667,8.98716666667,6.59066666667,4.54183333334,8.40216666666,25.5028333333,25.781,11.4163333333,17.3801666666,5.77783333333,10.0685
427.94,7.22,10.2491666667,9.04916666667,6.59233333334,4.557,8.45083333333,25.5678333333,25.8368333333,11.4668333333,17.4255,5.8055,10.0888333333
428.30,7.16716666667,10.2723333333,9.03733333333,6.55566666667,4.53516666666,8.43216666667,25.5445,25.8551666666,11.476,17.4231666667,5.8025,10.0895
428.65,7.19816666667,10.31,9.09016666666,6.59883333333,4.58483333333,8.4475,25.6413333333,25.9455,11.6156666667,17.4926666666,5.85916666667,10.1423333333
429.01,7.18,10.299,9.085,6.55916666666,4.56316666667,8.41183333334,25.6606666666,25.9735,11.6648333333,17.492,5.8335,10.113
429.37,7.1975,10.3846666667,9.15383333333,6.60266666666,4.59816666666,8.456,25.7448333334,26.047,11.8081666666,17.561,5.872,10.1715
429.72,7.216,10.4258333333,9.20616666667,6.67666666666,4.63783333333,8.49333333334,25.7988333334,26.0955,11.8755,17.6425,5.91883333333,10.234
430.08,7.22716666667,10.4588333333,9.23483333334,6.7085,4.71033333333,8.51566666667,25.8586666666,26.1756666667,11.973,17.6893333333,5.94783333333,10.28
430.44,7.27866666666,10.5431666667,9.31266666666,6.75683333334,4.787,8.59833333333,25.9611666667,26.3108333334,12.1071666666,17.7653333334,5.984,10.3685
430.79,7.3245,10.64,9.35933333333,6.81016666667,4.86316666667,8.64983333333,26.0651666667,26.4335,12.196,17.87,6.0405,10.3886666666
431.15,7.2875,10.6421666667,9.34766666667,6.75933333334,4.87266666667,8.667,26.1371666666,26.5165,12.2428333333,17.8651666666,6.03083333333,10.366
431.50,7.29516666666,10.7105,9.38516666667,6.80883333333,4.88683333333,8.73866666667,26.1873333333,26.5765,12.2975,17.923,6.04883333333,10.4065
431.86,7.28233333333,10.7293333333,9.40033333333,6.84,4.8765,8.71633333333,26.2215,26.62,12.37,17.934,6.01866666667,10.3896666667
432.22,7.33533333333,10.804,9.46616666667,6.91066666667,4.94066666667,8.765,26.2823333333,26.682,12.4805,18.0281666667,6.078,10.4185
432.57,7.25166666667,10.7941666667,9.40483333333,6.86866666666,4.885,8.7475,26.2566666667,26.6563333333,12.4688333334,17.9706666667,6.02233333334,10.3616666667
432.93,7.25266666667,10.8381666667,9.4045,6.90783333333,4.90233333333,8.7665,26.3086666667,26.6951666666,12.5246666666,17.9871666667,6.02133333334,10.3705
433.29,7.23416666667,10.8508333333,9.39633333334,6.89066666667,4.85533333333,8.76733333333,26.3236666667,26.7186666667,12.5305,18.0123333333,6.01466666667,10.3366666667
433.64,7.21866666666,10.8361666667,9.35733333333,6.86333333334,4.813,8.73366666667,26.3445,26.7468333333,12.5576666667,17.9883333333,5.95833333334,10.296
434.00,7.22066666667,10.8591666667,9.371,6.83033333333,4.79833333334,8.70666666667,26.3563333334,26.7143333333,12.591,17.9743333333,5.94066666667,10.2426666666
434.35,7.19383333333,10.8483333333,9.35183333333,6.82083333333,4.77583333333,8.70933333333,26.3923333333,26.701,12.6246666667,17.9716666666,5.9405,10.2051666666
434.71,7.16133333333,10.8125,9.31666666667,6.799,4.75116666667,8.714,26.4053333334,26.7016666666,12.6586666667,17.932,5.9,10.1755
435.07,7.145,10.8398333334,9.3455,6.8385,4.78266666667,8.709,26.4066666666,26.7095,12.7306666667,17.9581666667,5.926,10.2226666667
435.42,7.14583333334,10.8701666667,9.34766666667,6.85683333333,4.81616666666,8.69016666667,26.459,26.7545,12.7836666666,17.9913333333,5.96633333334,10.2175
435.78,7.132,10.8795,9.346,6.84983333333,4.83066666666,8.68683333333,26.507,26.7781666667,12.819,18.0083333334,5.958,10.2018333333
436.13,7.12366666666,10.9288333333,9.36316666667,6.869,4.8385,8.70766666667,26.5863333333,26.845,12.8646666666,18.0228333334,5.97333333334,10.1966666667
436.49,7.17866666667,10.9965,9.43,6.9165,4.90183333334,8.76183333333,26.6501666667,26.958,12.9786666667,18.1108333334,6.04166666666,10.2415
436.84,7.18066666666,11.0541666667,9.48783333334,6.917,4.90766666667,8.78183333334,26.7178333333,27.0418333333,13.0701666666,18.1778333334,6.0845,10.2965
437.20,7.16333333333,11.0891666666,9.50383333333,6.94083333334,4.9465,8.804,26.8228333333,27.1538333334,13.1753333334,18.2196666667,6.11666666667,10.3196666667
437.56,7.205,11.1673333333,9.56016666667,6.98833333333,4.99216666666,8.849,26.9331666666,27.257,13.3088333333,18.2978333333,6.17983333334,10.3695
437.91,7.2235,11.194,9.57283333333,7.0265,5.02016666667,8.89983333333,27.01,27.3806666667,13.4035,18.3596666666,6.20216666666,10.4016666667
438.27,7.228,11.2236666667,9.58383333334,7.03833333334,5.02516666666,8.888,27.0848333334,27.4838333333,13.4691666667,18.39,6.181,10.3761666667
438.62,7.26166666667,11.27,9.6565,7.07983333333,5.04666666667,8.90816666667,27.1401666666,27.5788333333,13.5296666667,18.4441666666,6.217,10.4148333333
438.98,7.2735,11.2888333333,9.65783333333,7.08333333334,5.03033333334,8.93233333334,27.2013333334,27.6195,13.5761666666,18.466,6.21766666667,10.3896666667
439.33,7.2895,11.313,9.6965,7.098,5.05766666666,8.984,27.3065,27.6828333333,13.6766666667,18.5058333334,6.223,10.4188333333
439.69,7.287,11.3385,9.73066666667,7.106,5.05716666666,9.00966666666,27.3706666666,27.7428333333,13.7286666666,18.5181666667,6.25116666667,10.4565
