wavelength,Back_MelMelm,Belly_MelMelm,Breast_MelMelm,Crissum_MelMelm,Crown_MelMelm,DorTail_MelMelm,Patch10_MelMelm,Patch11_MelMelm,Rump_MelMelm,Throat_MelMelm,WingTip_MelMelm
541.40,15.1600666667,37.6619461538,28.4432666667,44.1527333333,20.1614,10.9011666667,13.3836666667,33.8676666667,15.39278,6.7942,13.2742666667
541.75,15.1468,37.649625641,28.4322666667,44.1076,20.1434666667,10.8915,13.3588333333,33.8358666667,15.3877233333,6.79296666667,13.2776666667
542.09,15.1117333333,37.6209589743,28.4159333333,44.0607333333,20.1024333333,10.8623666667,13.3047666667,33.7956,15.35358,6.75736666667,13.2469333333
542.43,15.1082666667,37.6300615385,28.4261333333,44.0808666667,20.1135333333,10.8740333333,13.3027333333,33.8052666667,15.36902,6.76293333333,13.2670666667
542.78,15.1358666667,37.6724589744,28.4602666667,44.1475333333,20.1345333333,10.8939,13.3203666667,33.8274,15.3938766667,6.77896666667,13.2975333333
543.12,15.1362666666,37.6829153846,28.4396666667,44.1614,20.1170666667,10.8797,13.3045333333,33.7990666667,15.3867733333,6.75806666667,13.2952666667
543.46,15.1576666667,37.7132589744,28.4505333333,44.2098,20.1352666667,10.8988,13.3187,33.8126666667,15.41492,6.76283333333,13.3256666667
543.81,15.1654,37.7691435897,28.4772666666,44.3101333333,20.1761666667,10.9132,13.3271666667,33.8591333333,15.4310566667,6.75633333333,13.3524666667
544.15,15.147,37.7460051282,28.4473333333,44.2914666667,20.157,10.9037,13.3132333333,33.8186,15.4167333333,6.75496666667,13.3589333333
544.49,15.1406,37.7938051282,28.4634666667,44.3524666667,20.1616333333,10.9125,13.3218,33.8383333333,15.4166033333,6.76133333333,13.3777333333
544.84,15.1743333333,37.8594153846,28.5155333333,44.4569333333,20.1975333333,10.9266666667,13.3482666667,33.909,15.44723,6.78536666667,13.4102666667
545.18,15.2291333333,37.981325641,28.5708,44.5858666667,20.2560333333,10.9688333333,13.4235,34.0,15.5202933333,6.83066666667,13.4717333333
545.52,15.2833333334,38.0985179487,28.6620666667,44.7270666667,20.3120333333,11.0196333333,13.4857333333,34.1042,15.5850066667,6.88323333333,13.5522666667
545.87,15.3239333333,38.1881025641,28.7077333333,44.8344666667,20.3614,11.051,13.5309,34.1798,15.6272066667,6.90156666667,13.6103333333
546.21,15.3721333333,38.2920897436,28.7751333333,44.958,20.4051333333,11.0793666667,13.6004,34.243,15.66129,6.94956666667,13.6637333333
546.55,15.3768666667,38.3176538461,28.82,44.9956666667,20.4165666667,11.1124333333,13.5964333333,34.258,15.6675533333,6.9567,13.6714666667
546.90,15.3998666667,38.3695205128,28.8891333333,45.0773333333,20.4668333333,11.1543,13.6379,34.3412,15.7059066667,6.99966666667,13.7318
547.24,15.4072,38.3952128205,28.8795333333,45.1002,20.4870333333,11.1767,13.6207666667,34.3530666667,15.72892,7.0194,13.7348
547.58,15.4070666667,38.4286487179,28.8888666667,45.1217333333,20.4939666666,11.1771666667,13.6075333333,34.363,15.7307633333,7.00296666667,13.7086666667
547.92,15.4422666667,38.538425641,28.9912,45.2698666667,20.5459333333,11.2199333333,13.6302666667,34.4716666667,15.7765266667,7.03946666667,13.7276
548.27,15.5018666667,38.6274461538,29.0656666667,45.3812,20.6251333333,11.2568666667,13.6803333333,34.5492,15.8432166667,7.06906666667,13.7581333333
548.61,15.5116666667,38.6912102564,29.1302666667,45.4801333333,20.6371333333,11.2925333333,13.6926666667,34.5742,15.88501,7.0928,13.7689333333
548.95,15.5211333333,38.7301,29.1395333333,45.5608666667,20.6561333333,11.2982333333,13.6807666667,34.6137333333,15.8779433334,7.095,13.7761333333
549.29,15.4882666667,38.7259025641,29.1092,45.5754,20.6383333333,11.2477333333,13.6221666667,34.5919333333,15.8115533333,7.01106666667,13.7114
549.64,15.5264,38.7646153846,29.1581333333,45.6711333333,20.6764333333,11.2966666667,13.6521,34.6249333333,15.8456433333,7.06636666667,13.7082666667
549.98,15.5087333333,38.8315461538,29.2043333333,45.7585333333,20.6777333333,11.2708666667,13.5914333333,34.697,15.8365833333,7.00296666667,13.6708
550.32,15.4871333333,38.8365025641,29.1612666667,45.729,20.6523333333,11.1944,13.5638,34.7228666667,15.81098,6.9429,13.6317333333
550.66,15.5562,38.9416333333,29.2335333333,45.8599333333,20.7040666667,11.2200666667,13.5986666667,34.7953333333,15.8491366667,6.96826666667,13.6262666667
551.01,15.6074666667,39.0358871795,29.3232,46.0072666667,20.7376333333,11.2557333333,13.6673333333,34.8758,15.8733766667,7.0061,13.6962666667
551.35,15.6095333333,39.0850333333,29.3657333333,46.0770666667,20.7241666667,11.2300666667,13.6753666667,34.9388,15.88564,7.004,13.6997333333
551.69,15.624,39.1081461539,29.368,46.1135333333,20.7222666667,11.2176666667,13.6620333333,34.9392,15.85882,6.97816666667,13.7138666667
552.03,15.6166666667,39.1125384615,29.3850666667,46.1247333333,20.6996,11.2061333333,13.6470666667,34.9572666667,15.87199,6.99613333333,13.7138666667
552.38,15.6667333333,39.2053051282,29.44,46.2126666666,20.784,11.2331333333,13.6910666667,35.0666,15.9185666667,7.02023333333,13.7606666667
552.72,15.6727333333,39.2329974359,29.4698666667,46.2765333333,20.7767666667,11.2162666667,13.6723666667,35.1044666667,15.9033733333,7.0017,13.7356666667
553.06,15.7241333333,39.3602487179,29.5478666667,46.3671333333,20.8341,11.2643666667,13.7467,35.1610666667,15.9940466667,7.09533333333,13.7814666667
553.40,15.7458666667,39.4429102564,29.6175333333,46.4458666667,20.8732,11.2785,13.7730333333,35.2322,16.0382833333,7.10266666667,13.8318666667
553.74,15.771,39.4457358974,29.5934666667,46.4352666667,20.8787,11.2998,13.8042333333,35.2181333333,16.0317166667,7.14786666667,13.8454666667
554.09,15.8338666667,39.560425641,29.6896666667,46.6052,20.9362666667,11.3345333333,13.8562333333,35.2964666667,16.0943533333,7.18826666667,13.9072666667
554.43,15.7946,39.5815871795,29.6874,46.6234,20.9220333333,11.3066,13.8342666667,35.3015333333,16.0937433333,7.1747,13.9198666667
554.77,15.7866666667,39.5948461538,29.6973333333,46.6043333333,20.9048333333,11.2897,13.8109,35.2848,16.0970466667,7.183,13.8969333333
555.11,15.8128666667,39.660248718,29.7274666667,46.6653333333,20.9419333333,11.2959,13.8278,35.3234666667,16.0992466667,7.19016666667,13.932
555.45,15.8336,39.6722641026,29.7148,46.7110666667,20.9781333333,11.3077666667,13.8632666667,35.3612666667,16.1272,7.24063333333,13.9357333333
555.80,15.9259333333,39.7599512821,29.7900666667,46.8196,21.0667,11.3861333333,13.9503333333,35.4426,16.1883366667,7.33176666667,13.9916
556.14,15.9462666667,39.7312384615,29.7627333333,46.802,21.0287333333,11.4436666667,13.9907333333,35.3818666667,16.1796866667,7.354,14.0088666667
556.48,15.9412,39.7308769231,29.7917333333,46.7970666667,21.0393666667,11.4843,14.0689,35.3433333333,16.22742,7.40536666667,14.0815333333
556.82,15.9417333333,39.7244025641,29.8152666667,46.8459333333,21.0213666667,11.4743666667,14.0678666667,35.3554666667,16.2033466667,7.3698,14.0854666667
557.16,15.9206,39.7220128205,29.8026,46.8609333333,20.9827666667,11.4303666667,14.0320666667,35.3476666667,16.1614833333,7.3199,14.0607333333
557.50,15.9156666667,39.7663282051,29.8628,46.9358666667,20.9980333333,11.4265,14.0242333333,35.3629333334,16.1625433333,7.30723333333,14.0702
557.85,15.9276666667,39.7974205128,29.8822,46.9550666667,21.0355333333,11.4816666667,14.0564333333,35.3880666667,16.18558,7.3393,14.0984666667
558.19,15.9217333333,39.7748461538,29.8364666667,46.945,21.0178666667,11.4686333333,14.0605,35.3741333333,16.1398766667,7.3321,14.0638666667
558.53,15.9043333333,39.7914128205,29.8352,46.9792666667,21.0467333333,11.4811,14.0602333333,35.4110666667,16.1421133333,7.27413333333,14.0666
558.87,15.9701333334,39.8802333333,29.8960666667,47.0546,21.101,11.5752333333,14.1626333333,35.4448,16.2332033333,7.35306666667,14.1265333333
559.21,15.964,39.940051282,29.9592,47.0731333333,21.1090333333,11.5783666667,14.1979666667,35.4456666667,16.2678666667,7.3512,14.1896666667
559.55,15.9293333333,39.9725435898,29.9538666667,47.1036666667,21.0872,11.5678666667,14.1482,35.4424,16.22241,7.2716,14.2204666667
559.89,15.8882666667,39.9874666667,29.9497333333,47.1118666667,21.0871666667,11.5194333333,14.1147,35.4380666667,16.2074166667,7.25046666667,14.2341333333
560.23,15.8600666667,40.010948718,29.9409333333,47.1534,21.0745333333,11.4683,14.0310666667,35.4609333333,16.1934633333,7.20633333333,14.2028
560.58,15.8096,39.9735384615,29.8621333333,47.0728666667,21.0092,11.4272,13.9652,35.3992,16.1316333333,7.16416666667,14.1441333333
560.92,15.7764666667,39.9732974359,29.8528,47.0333333333,20.9821666667,11.3892333333,13.9378333333,35.3767333333,16.0836433333,7.12536666667,14.1381333333
561.26,15.7549333333,39.9384794872,29.8277333333,46.9792666667,20.9282333333,11.3684333333,13.9472,35.3350666667,16.06762,7.11026666667,14.1032
561.60,15.6912,39.9179435897,29.7977333333,46.9514666667,20.8858333333,11.3447,13.8857666667,35.279,16.01131,7.0842,14.0541333333
561.94,15.7218666667,39.9504179487,29.8719333333,46.9828666667,20.9162666667,11.4010333333,13.9138333333,35.283,16.06959,7.1267,14.1179333333
562.28,15.7724,39.9933384616,29.9014666667,47.0045333333,20.9282666667,11.4292333333,13.9553333333,35.2794666667,16.1117666667,7.19493333333,14.1724666667
562.62,15.7038666667,39.928074359,29.8922666667,46.9776666667,20.8897333333,11.3752,13.8704,35.2454666667,16.03499,7.13523333333,14.1524666667
562.96,15.7283333333,39.9727179487,29.9629333333,47.0586,20.9222,11.4287333333,13.8655,35.3182,16.0765633333,7.14893333333,14.1512
563.30,15.7324,39.9581051282,30.0038666667,47.0604666667,20.9015666667,11.4265333333,13.909,35.3020666667,16.10619,7.20573333333,14.1454
563.64,15.7498,39.9824435898,30.0134666667,47.0648,20.8997333334,11.4369333333,13.9106,35.3184,16.1168533333,7.1871,14.1261333333
563.99,15.7909333333,40.0448923077,30.0372,47.0967333333,20.9346333333,11.5030333333,13.9616666667,35.3535333333,16.1375,7.21976666667,14.1926666667
564.33,15.823,40.0590871795,30.0814666667,47.1454,20.9785666667,11.5698333333,13.9932,35.4087333334,16.1766933333,7.27986666667,14.2142
564.67,15.8379333333,40.0675333333,30.1086666667,47.1652666667,21.0273333333,11.6438333333,14.0488333333,35.4316666667,16.21368,7.34013333333,14.2350666667
565.01,15.8644,40.0727692308,30.0968666667,47.1697333333,21.0737,11.7048,14.0680333333,35.424,16.24431,7.38926666667,14.3044
565.35,15.8875333333,40.0960769231,30.1168666667,47.1746,21.0634666667,11.7397333333,14.1009,35.4444666667,16.26306,7.4094,14.3504
565.69,15.8936,40.1209384616,30.1100666667,47.1884666667,21.0653666667,11.738,14.1211333333,35.4340666666,16.25357,7.3992,14.3314666667
566.03,15.8214,40.0980974359,30.0861333333,47.1484666667,21.0008666667,11.6854,14.0560666667,35.4200666667,16.1880733333,7.35443333333,14.2816666667
566.37,15.8432,40.093225641,30.059,47.1483333333,20.9910666667,11.7096,14.0744333333,35.4121333333,16.2026433333,7.38963333333,14.287
566.71,15.8365333333,40.0612461539,30.0101333334,47.089,20.9661,11.6988333333,14.0666333333,35.3595333333,16.1730066666,7.37353333333,14.2779333333
567.05,15.8292,40.0624205128,29.9646666667,47.0978666666,20.9680333333,11.7075333333,14.0558333333,35.3368,16.1637066666,7.35953333333,14.2658666667
567.39,15.8644666667,40.0922205128,30.006,47.1426666667,21.0066333333,11.7478,14.0765333333,35.3789333333,16.1912233333,7.4155,14.3019333333
567.73,15.9227333333,40.1015076923,30.048,47.1793333333,21.0483666667,11.7845666667,14.1122333333,35.4345333333,16.22042,7.44036666667,14.298
568.07,15.9528,40.1407128205,30.0818666667,47.2048666667,21.0850333333,11.7867333333,14.1418333333,35.4602666667,16.23983,7.46593333333,14.3504
568.41,15.9732666667,40.1392923077,30.0630666667,47.2118,21.0559666667,11.7787333333,14.1412333333,35.4404666667,16.2476866667,7.4681,14.3640666667
568.75,16.0133333333,40.2198846154,30.1256,47.2756666667,21.0981,11.7885666667,14.175,35.5403333333,16.2753066667,7.48613333333,14.3411333333
569.09,16.0312666667,40.2472641026,30.1452,47.3100666667,21.1087333334,11.7745,14.1985666667,35.5670666667,16.2840333333,7.47826666667,14.3468666667
569.43,16.0064,40.170374359,30.1229333333,47.2262666667,21.0693,11.7568666667,14.1667666667,35.5374,16.2567833334,7.46876666667,14.3493333333
569.77,16.0576,40.2082230769,30.1301333333,47.2912,21.1227,11.7897333333,14.2039666667,35.5665333333,16.28137,7.50726666667,14.3891333333
570.11,16.0826,40.2457282051,30.1879333333,47.3006666667,21.1399333333,11.8108666667,14.2154,35.5960666667,16.3259233333,7.4889,14.4212666667
570.45,16.0684,40.2935512821,30.2283333333,47.3526,21.1337666667,11.8089,14.2219666667,35.6165333333,16.32328,7.48646666667,14.4284
570.79,16.0676,40.2937871795,30.2314666667,47.325,21.1089,11.7958,14.2101666667,35.6025333333,16.3073066667,7.49116666667,14.446
571.13,16.013,40.2772076923,30.1904666667,47.2698,21.0437333333,11.7339333333,14.1607333333,35.5553333333,16.24945,7.42666666667,14.3838666667
571.47,15.9538,40.2729051282,30.1814,47.2675333333,21.0038,11.6817333333,14.1308666667,35.5168666667,16.2257133333,7.39326666667,14.3682
571.81,15.9337333333,40.2918846154,30.1794666667,47.3035333333,20.9663666667,11.6938,14.1253333333,35.5214666667,16.21307,7.37166666667,14.3698666667
572.15,15.9402,40.3485461539,30.2029333333,47.3620666667,20.9652333333,11.679,14.0963,35.5447333333,16.2022533333,7.33766666667,14.3622
572.49,15.8836666667,40.3185307692,30.1640666667,47.3280666667,20.8928666667,11.6441666667,14.0398333333,35.4564,16.1493033333,7.31326666667,14.3517333333
572.83,15.86,40.3041974359,30.1302666667,47.3023333333,20.8626333334,11.5916333333,14.0023,35.4020666667,16.12446,7.29936666667,14.3202
573.17,15.894,40.4302564102,30.2124,47.4328,20.9111333333,11.6396,14.0379,35.4989333334,16.16144,7.32806666667,14.3570666667
573.51,15.9227333333,40.4671179487,30.2781333333,47.464,20.9447,11.6888,14.0725666667,35.5347333333,16.1943966667,7.367,14.3904666667
573.85,15.919,40.4879102564,30.2826,47.5328,20.9321333333,11.6831,14.0808,35.5375333333,16.18639,7.38026666667,14.3787333333
574.19,15.9223333333,40.4895666667,30.2356,47.5363333333,20.9432,11.6974666667,14.0866,35.5673333333,16.1849366667,7.40596666667,14.3719333333
574.53,15.9272666667,40.5235820513,30.2921333333,47.5747333333,20.985,11.7445,14.0991,35.6316,16.2026633333,7.42373333333,14.3805333333
574.87,15.9724,40.5346128205,30.3386,47.6423333333,21.062,11.7936333333,14.1322666667,35.7214666667,16.2216233333,7.4534,14.4541333333
575.21,15.9932,40.5570025641,30.369,47.6571333333,21.0742666667,11.8185333333,14.1416333333,35.7067333333,16.21562,7.4947,14.4618
575.55,15.9956,40.5516128205,30.3341333333,47.6394,21.0981333333,11.8259333333,14.1497,35.7032,16.24677,7.5217,14.4579333333
575.89,16.0129333333,40.5633025641,30.3514,47.6791333333,21.1204333333,11.8663666667,14.1812333333,35.7094666667,16.26874,7.5846,14.5026
576.22,16.0592,40.5787230769,30.3806666667,47.7064666667,21.1699666667,11.9185333333,14.2404666667,35.7642,16.31921,7.62513333333,14.5734666667
576.56,16.0585333333,40.5474769231,30.3494666667,47.7208666667,21.1672333333,11.9311,14.2244666667,35.7778,16.2887566667,7.63993333333,14.5837333333
576.90,16.0281333333,40.4597487179,30.2845333333,47.68,21.1334,11.8993333333,14.1749333333,35.7324666667,16.2574066667,7.6174,14.5426
577.24,15.9852,40.3976717949,30.2243333333,47.6500666667,21.0833,11.8859333333,14.1465,35.6801333333,16.2392133333,7.59253333333,14.5056666667
577.58,15.9831333333,40.3869205128,30.2402666667,47.6496,21.1253666667,11.9307,14.1483333333,35.6782,16.24013,7.6417,14.5390666667
577.92,16.044,40.4064564103,30.3142,47.6942,21.1599333333,11.9601,14.1901666667,35.6666666667,16.2849933333,7.67093333333,14.6022
578.26,16.0374666667,40.3914641026,30.2663333333,47.7398666667,21.1591666667,11.9217,14.1436666667,35.6954666667,16.2458566667,7.6247,14.5475333333
578.60,16.0386666667,40.4261333333,30.2676666667,47.7756,21.1394,11.9473666667,14.1585666667,35.6436666667,16.25971,7.66793333333,14.5360666667
578.94,16.0346,40.3991487179,30.2412,47.7685333333,21.1365,11.9837333333,14.1682666667,35.6604666667,16.2684233333,7.63883333333,14.5792
579.28,16.0655333333,40.4376384615,30.3003333333,47.8175333334,21.1639666667,12.0243666667,14.2047666667,35.647,16.26734,7.65786666667,14.6700666667
579.61,16.0966,40.4447923077,30.3462666667,47.8817333333,21.1983333333,12.0670666667,14.266,35.6798666667,16.2931133333,7.70096666667,14.7048
579.95,16.0911333333,40.4945974359,30.3291333334,47.9586,21.2204333333,12.0684666667,14.2294,35.7139333333,16.3004233334,7.70143333333,14.6896666667
580.29,16.1408666667,40.5669025641,30.4456,48.0816,21.2784666667,12.1739666667,14.3003,35.777,16.3822533333,7.7159,14.7684666667
580.63,16.1991333333,40.6373051282,30.525,48.1612,21.3119,12.2431333333,14.356,35.8274,16.4528533333,7.76616666667,14.8516
580.97,16.2103333333,40.6781435897,30.5438666667,48.1864,21.3052333333,12.2090333333,14.3668,35.8616,16.4385133333,7.7114,14.8868
581.31,16.2338666667,40.7303384615,30.5207333333,48.2033333333,21.2814333333,12.1696,14.3523333333,35.8912666667,16.42462,7.6674,14.8704666667
581.65,16.1856,40.7265615385,30.4755333333,48.1766666667,21.2248666667,12.1463333333,14.2819,35.8718666667,16.3678933333,7.61313333333,14.8164
581.98,16.2032,40.7303487179,30.473,48.167,21.2074666667,12.1754,14.3471333333,35.8050666667,16.4059666667,7.64393333333,14.8794666667
582.32,16.2363333333,40.8093820513,30.5372,48.2783333333,21.2075666667,12.1595666667,14.3596333333,35.8640666667,16.4431066667,7.62546666667,14.9153333333
582.66,16.2466,40.8287538462,30.5353333333,48.2678666667,21.1748666667,12.1664333333,14.3463333333,35.8284666667,16.4438966667,7.66726666667,14.9196
583.00,16.2708666667,40.8677564103,30.6046,48.3579333333,21.1850333333,12.1578666667,14.3368666667,35.8738,16.4725533333,7.6803,14.9154666667
583.34,16.2186666667,40.7971051282,30.5006666667,48.2302666667,21.1378,12.1075333333,14.2985666667,35.8055333334,16.4627266667,7.63183333333,14.871
583.68,16.2846,40.8035179487,30.5639333333,48.2748666667,21.1417,12.1328666667,14.3539333333,35.8272666667,16.4953733333,7.6423,14.8956
584.01,16.3373333333,40.8060128205,30.5746666667,48.2788,21.2246,12.1673666667,14.3893666667,35.8846,16.5415866666,7.73623333333,14.9326
584.35,16.2916,40.8063692308,30.5014,48.2234666667,21.2035666667,12.1289333333,14.3606,35.8198,16.4767533333,7.71333333333,14.9127333333
584.69,16.3101333333,40.8253,30.5210666667,48.2565333333,21.2271,12.1484666667,14.3603666667,35.8212666667,16.4970566667,7.7808,14.9063333333
585.03,16.2777333333,40.7950384615,30.5304,48.232,21.2328666667,12.1758666667,14.3705333333,35.8431333333,16.49223,7.78943333333,14.9164666667
585.37,16.2522,40.7651666667,30.5682666667,48.2700666667,21.2558666667,12.1753333333,14.3959333333,35.8649333333,16.5014566667,7.81553333333,14.9654
585.70,16.2435333333,40.7715717949,30.5132666667,48.2418666667,21.2436333333,12.1652333333,14.3548666667,35.8586,16.4650566667,7.82043333333,14.9810666667
586.04,16.2126666667,40.6985410257,30.4591333333,48.1422666667,21.2126333333,12.1783333333,14.3393333333,35.774,16.4249533333,7.82343333333,14.9568
586.38,16.2211333333,40.7093692308,30.4753333333,48.1519333333,21.2378666667,12.1781,14.3501333333,35.8048666667,16.4284366667,7.82983333333,14.947
586.72,16.1734666667,40.7116128205,30.4617333333,48.1188666667,21.2069333333,12.1809666667,14.3285666667,35.798,16.3994433333,7.7784,14.9771333333
587.06,16.1746,40.7500307692,30.5372666667,48.1901333333,21.2527666667,12.2229333333,14.3321333333,35.8988,16.4088766667,7.78226666667,15.0204
587.39,16.1330666667,40.7411128205,30.5680666667,48.1846666667,21.2407333334,12.2572666667,14.3191666667,35.8685333333,16.38585,7.77243333333,15.0459333333
587.73,16.1057333333,40.764874359,30.5624666667,48.1487333333,21.2268,12.2715,14.3189666667,35.8395333333,16.3725566667,7.76383333333,15.041
588.07,16.1800666667,40.8908051282,30.6574,48.2951333334,21.3088333333,12.3817333333,14.4060666667,35.9524666667,16.4482966667,7.8103,15.1495333333
588.41,16.2408,40.9431102564,30.6978,48.3640666667,21.3892333333,12.4735666667,14.4207666667,36.0472,16.49604,7.85716666667,15.206
588.74,16.2417333333,40.9284153846,30.6833333333,48.3298666667,21.3627666667,12.4855666667,14.4421666667,35.9801333333,16.4816633333,7.87776666667,15.2668666667
589.08,16.3137333333,41.0241897436,30.7353333334,48.4248666666,21.4086,12.5301666667,14.4992666667,36.0484666667,16.5479066667,7.90116666667,15.3266
589.42,16.3044666667,41.0525025641,30.8132666667,48.4669333333,21.4071333333,12.531,14.5055666667,36.0564666667,16.5543333333,7.8611,15.3458666667
589.76,16.2720666667,41.0406974359,30.8376,48.4133333333,21.4065666667,12.5233,14.4973333333,36.0807333333,16.5659366667,7.87073333333,15.3494
590.09,16.2465333333,41.0333128205,30.7823333333,48.4130666667,21.3866333333,12.5103666667,14.4677333333,36.0413333333,16.5557766667,7.87273333333,15.3426666667
590.43,16.2523333333,41.0324,30.7716,48.4341333333,21.406,12.5031,14.4593666667,36.1057333333,16.56131,7.8974,15.2745333333
590.77,16.2710666667,41.0871794872,30.8426,48.4912,21.4059,12.5190666667,14.4677333333,36.0892,16.5769666667,7.8769,15.2814666667
591.11,16.2616,41.146,30.8426666667,48.5167333333,21.4174666667,12.4838,14.4770666667,36.154,16.5747033333,7.86156666667,15.2900666667
591.44,16.2135333333,41.1371076923,30.8145333333,48.5508666667,21.3261666667,12.4307666667,14.4024333333,36.1273333333,16.52566,7.7612,15.2518
591.78,16.131,41.0222871795,30.7628666667,48.4048,21.2367333333,12.3178333333,14.3137666667,36.0232,16.44049,7.67296666667,15.1550666667
592.12,16.1014,41.0095435897,30.7554,48.3438666666,21.2027666667,12.3038,14.3641333333,35.9559333333,16.41201,7.66343333333,15.1736
592.46,16.0907333333,41.0327435897,30.7472,48.4105333334,21.2218666667,12.3308333333,14.3203333333,35.9921333333,16.44906,7.65166666667,15.1544
592.79,16.0838,41.0010128205,30.7326,48.3426666667,21.2118333333,12.353,14.3162666667,35.9828,16.4055466667,7.67123333333,15.1304666667
593.13,16.1124,40.9938102564,30.7382666666,48.3304,21.2392,12.4056,14.3851,35.9835333333,16.4469133333,7.7426,15.1657333333
593.47,16.1635333333,41.0466897436,30.7723333333,48.4108666667,21.2719666667,12.4662333333,14.4175666667,36.021,16.4979933333,7.76393333333,15.1958666667
593.80,16.1948,41.0864435897,30.8232666667,48.4351333333,21.2948333333,12.4811,14.4665,36.0754,16.50693,7.76226666667,15.2212666667
594.14,16.1602,41.0532051282,30.7444,48.3146,21.2659666667,12.4611666667,14.4618333333,35.9564,16.4542166667,7.73546666667,15.2283333333
594.48,16.1676,41.0431410256,30.7059333333,48.2481333333,21.2531666667,12.4823,14.4768333333,35.9506,16.45824,7.7662,15.253
594.81,16.1496666667,41.0035923077,30.6656666667,48.1951333333,21.2321666667,12.502,14.4341333333,35.9178666667,16.45866,7.78376666667,15.2192
595.15,16.2449333333,41.0423384615,30.7164666667,48.1674,21.2980333333,12.5415333333,14.5261666667,35.9453333333,16.5317766667,7.9069,15.313
595.49,16.3752666667,41.1299615385,30.7862,48.2598,21.4000333333,12.6885,14.6431333333,36.0247333333,16.6658633333,8.07116666667,15.4392666667
595.82,16.4222,41.1914179487,30.8491333333,48.3719333333,21.4129666667,12.73,14.6627333333,36.0886666667,16.7084966667,8.09016666667,15.4728
596.16,16.4382,41.2509282051,30.8984,48.3870666667,21.4593666667,12.6857666667,14.7063666667,36.1580666667,16.72147,8.12639999999,15.504
596.50,16.4204,41.2953307692,30.8808666667,48.4084666667,21.4655333333,12.6571333333,14.6993666667,36.1612666667,16.7165333333,8.13266666666,15.4996
596.83,16.4679333333,41.3560948718,30.9666,48.4536666667,21.5379333333,12.699,14.7016666667,36.2388666667,16.75958,8.18510000001,15.5600666667
597.17,16.4236666667,41.2939076923,30.9077333333,48.4064666667,21.5226333333,12.6611666667,14.6893333333,36.1934666667,16.6943866667,8.1727,15.5671333333
597.51,16.3923333334,41.2868333333,30.8815333333,48.4449333334,21.5052666667,12.6671333333,14.6555,36.2168666667,16.7020533333,8.1437,15.5832
597.84,16.4659333334,41.3823923077,30.9937333333,48.6223333333,21.5767666667,12.7616333333,14.7077333333,36.3529333333,16.79703,8.25276666667,15.6551333333
598.18,16.4552666667,41.343174359,30.9247333333,48.5969333333,21.5373,12.7409666667,14.6634,36.31,16.7551833333,8.2537,15.6328
598.52,16.5145333333,41.4123333333,30.994,48.6918,21.5674666667,12.7791666667,14.7315333333,36.3533333333,16.7869866667,8.27796666667,15.6677333333
598.85,16.4597333333,41.3916820513,30.9689333333,48.7269333333,21.5453333333,12.7720333333,14.7059333333,36.3732666666,16.74951,8.20586666666,15.5854
599.19,16.3807333333,41.3408923077,30.9280666667,48.713,21.4827333333,12.6681666667,14.6019,36.3523333333,16.6676266667,8.08190000001,15.4938666667
599.53,16.3503333333,41.2990205128,30.8794666667,48.6520666667,21.4872666667,12.6245666667,14.5676666667,36.3246,16.6618033333,8.06786666666,15.5018
599.86,16.4351333333,41.3119358975,30.9576666667,48.7558,21.5445666667,12.7401,14.6037666667,36.394,16.7361133334,8.098,15.5756666667
600.20,16.4148,41.241474359,30.9870666667,48.7790666667,21.5327666667,12.7569,14.5996333333,36.3748666667,16.75087,8.07823333334,15.5758666667
600.53,16.414,41.2568487179,30.9925333333,48.8451333333,21.5112333333,12.7765333333,14.6321333333,36.4312666667,16.7776833333,8.05850000001,15.5656666667
600.87,16.4481333333,41.3533974359,31.0746,48.9332666667,21.4941,12.8259,14.607,36.4976,16.8278166667,8.05483333334,15.5416666667
601.21,16.4608666667,41.3445692308,31.0985333333,48.9188,21.4973,12.7958,14.6331333333,36.5254,16.78658,8.0658,15.4969333333
601.54,16.3782666667,41.2671717949,31.0086,48.7794,21.3814,12.6811333333,14.5556,36.4056,16.6687266667,7.90320000001,15.418
601.88,16.3908666667,41.3182974359,31.0714,48.7856,21.3852333333,12.6755666667,14.5379,36.4308666667,16.6764066667,7.88346666666,15.4524
602.21,16.3442,41.2507589744,30.9801333333,48.7134666667,21.3409,12.5990333333,14.5095666667,36.3730666667,16.6202666667,7.84356666667,15.4506
602.55,16.3373333333,41.2889846154,30.9382666667,48.6582666667,21.3250333333,12.6171666667,14.5026666667,36.3542,16.61183,7.87146666667,15.5038
602.88,16.2880666667,41.2779025641,30.9118666667,48.6328666667,21.2740333333,12.6130333333,14.5010666667,36.3104,16.5827566667,7.86499999999,15.4976666667
603.22,16.2793333333,41.3273974359,30.9911333333,48.6808666667,21.2505333334,12.6059,14.4947333333,36.3306,16.5590966667,7.8374,15.4857333333
603.56,16.1988,41.2894615385,30.9282666667,48.5986666667,21.1626333334,12.5231666667,14.4479,36.2348666666,16.4691933333,7.79613333333,15.3906666667
603.89,16.1926666667,41.2972076923,30.8926666667,48.5295333333,21.1255666667,12.5217666667,14.4332666667,36.2018,16.43701,7.76036666667,15.3708
604.23,16.143,41.2632051282,30.8449333333,48.4778666667,21.0675666667,12.474,14.4096333333,36.1157333333,16.3829133333,7.74173333333,15.3668
604.56,16.1430666667,41.2253128205,30.8162666667,48.4623333333,21.0704,12.4521666667,14.4249,36.0738,16.36644,7.73243333333,15.3787333333
