wavelength,Back_LoxViof,Belly_LoxViof,Breast_LoxViof,Crissum_LoxViof,Crown_LoxViof,DorTail_LoxViof,Patch10_LoxViof,Rump_LoxViof,Throat_LoxViof,WingTip_LoxViof
540.37,5.75466666667,5.69436666667,4.56966666667,8.32466666667,4.2778,6.04853333333,5.72046666667,6.6594,5.65799999999,8.29666666666
540.72,5.75253333333,5.6844,4.56113333333,8.34246666667,4.27286666667,6.05526666666,5.7372,6.65413333333,5.67166666667,8.29299999999
541.06,5.74893333333,5.68836666667,4.56433333333,8.36866666666,4.27173333333,6.0592,5.75733333333,6.66286666667,5.69613333333,8.28726666665
541.40,5.74733333333,5.68543333333,4.56793333333,8.39113333334,4.2668,6.0682,5.7716,6.66346666667,5.71813333333,8.28579999999
541.75,5.7486,5.68936666667,4.56986666667,8.412,4.27233333333,6.0796,5.79053333333,6.67,5.73393333333,8.28679999999
542.09,5.74293333333,5.68903333333,4.57093333333,8.43586666667,4.26093333333,6.07073333333,5.80146666667,6.673,5.75086666667,8.29133333333
542.43,5.74413333333,5.69393333333,4.57566666667,8.45573333334,4.26426666667,6.0704,5.82046666667,6.67906666667,5.77693333333,8.29933333333
542.78,5.77446666667,5.72406666667,4.60106666667,8.49393333333,4.29273333333,6.08746666667,5.86133333333,6.7018,5.82280000001,8.32473333332
543.12,5.78433333333,5.74176666667,4.61346666667,8.52026666667,4.30626666667,6.101,5.885,6.71486666667,5.856,8.34493333333
543.46,5.7992,5.76853333333,4.6346,8.56973333334,4.31993333333,6.12653333333,5.93486666667,6.73113333333,5.90213333333,8.35966666667
543.81,5.79626666667,5.7741,4.63693333333,8.59919999999,4.31746666667,6.12133333333,5.96286666667,6.72773333333,5.92946666667,8.36146666667
544.15,5.8084,5.78813333333,4.64593333333,8.6384,4.3284,6.12573333333,5.99666666666,6.73846666667,5.95886666667,8.36919999999
544.49,5.82453333334,5.81443333333,4.66246666667,8.69273333333,4.3454,6.14586666667,6.03673333333,6.754,6.0162,8.39146666667
544.84,5.83346666666,5.81756666667,4.67473333333,8.72900000001,4.35,6.1504,6.07693333333,6.75966666667,6.04066666666,8.39673333333
545.18,5.8234,5.81013333333,4.66886666667,8.76073333333,4.34586666667,6.1324,6.10746666667,6.75113333333,6.05946666666,8.39920000001
545.52,5.81606666667,5.80133333333,4.663,8.79479999999,4.33306666667,6.11546666667,6.1326,6.73286666667,6.08306666667,8.39059999999
545.87,5.83553333333,5.82,4.6828,8.84406666667,4.35813333333,6.13226666667,6.17886666667,6.74266666666,6.1306,8.39780000001
546.21,5.84106666667,5.82206666667,4.6862,8.89873333333,4.3634,6.14153333333,6.21913333333,6.74073333333,6.17113333334,8.40286666667
546.55,5.82973333333,5.8055,4.67486666667,8.92573333334,4.35073333333,6.1332,6.2366,6.73286666667,6.19173333333,8.39546666667
546.90,5.8232,5.79186666667,4.66453333333,8.95920000001,4.355,6.12733333333,6.2698,6.72,6.22186666667,8.40026666666
547.24,5.8126,5.77893333333,4.63913333333,8.98793333334,4.35133333333,6.11766666667,6.28606666667,6.71046666667,6.24386666667,8.40040000001
547.58,5.82353333333,5.79143333333,4.6398,9.03,4.36233333333,6.12686666667,6.32473333333,6.72666666667,6.27500000001,8.41833333335
547.92,5.82526666667,5.7969,4.6432,9.06933333334,4.37573333333,6.12673333333,6.3612,6.73,6.31386666667,8.42993333333
548.27,5.82166666667,5.7962,4.64346666667,9.09640000001,4.36166666667,6.10313333333,6.40133333333,6.73813333333,6.34106666667,8.42806666667
548.61,5.82033333333,5.8071,4.6386,9.13906666667,4.37126666667,6.10486666666,6.44033333333,6.74393333333,6.39653333333,8.44566666667
548.95,5.86066666667,5.83313333333,4.66713333333,9.20286666668,4.39846666667,6.13173333333,6.50233333333,6.7748,6.47740000001,8.4724
549.29,5.88886666667,5.86583333333,4.69526666667,9.2688,4.42653333333,6.17093333333,6.5634,6.81486666666,6.55206666666,8.5064
549.64,5.91533333333,5.88993333333,4.72053333333,9.33926666665,4.44886666666,6.18233333333,6.63546666667,6.85026666666,6.62259999999,8.54513333333
549.98,5.93293333334,5.90483333333,4.74113333333,9.39920000001,4.472,6.20933333333,6.6902,6.8838,6.67093333334,8.57099999999
550.32,5.9362,5.9058,4.7554,9.46753333332,4.48233333333,6.22193333333,6.7438,6.88706666667,6.73200000001,8.60026666667
550.66,5.94726666667,5.92406666667,4.76706666667,9.52533333334,4.49,6.231,6.8052,6.9076,6.78726666666,8.6196
551.01,5.9598,5.94343333333,4.78606666667,9.57193333334,4.4926,6.23046666667,6.8376,6.91326666667,6.82906666667,8.63406666667
551.35,5.953,5.94596666667,4.79306666667,9.61753333334,4.49273333333,6.23473333333,6.85893333333,6.91166666667,6.87253333333,8.64613333333
551.69,5.93686666667,5.9251,4.77006666666,9.63159999999,4.46766666667,6.23,6.8692,6.89926666667,6.8956,8.63206666667
552.03,5.94613333333,5.92576666667,4.78973333333,9.69060000001,4.49906666667,6.253,6.90693333334,6.89693333333,6.93786666666,8.65206666667
552.38,5.93266666667,5.90403333333,4.7688,9.72113333333,4.47746666667,6.23686666667,6.9196,6.87806666666,6.95033333333,8.63799999999
552.72,5.92693333333,5.90973333333,4.7692,9.75926666668,4.47573333333,6.23786666667,6.9338,6.86546666667,6.96973333332,8.63926666667
553.06,5.92693333333,5.91663333333,4.7658,9.80013333333,4.47846666667,6.23066666667,6.9754,6.85853333333,6.98920000001,8.64940000001
553.40,5.91333333333,5.91546666666,4.75873333333,9.83260000001,4.47306666667,6.24013333333,6.9982,6.8498,7.01680000001,8.65993333333
553.74,5.9274,5.92083333333,4.77226666667,9.87486666667,4.47653333333,6.22793333334,7.02526666667,6.84353333333,7.073,8.66413333332
554.09,5.90393333333,5.92606666667,4.7406,9.88700000002,4.453,6.19633333333,7.033,6.83206666667,7.0658,8.63633333334
554.43,5.88366666667,5.90976666667,4.72533333333,9.91066666666,4.42033333333,6.16973333333,7.03366666667,6.81313333333,7.06573333333,8.60986666667
554.77,5.85413333333,5.88813333333,4.6938,9.94439999999,4.39426666667,6.1488,7.063,6.79046666667,7.0836,8.59046666667
555.11,5.859,5.8925,4.70306666667,9.99913333333,4.40453333333,6.15713333333,7.11173333333,6.8014,7.1388,8.5924
555.45,5.89253333333,5.93173333333,4.7492,10.0884666667,4.43713333333,6.1954,7.19360000001,6.82953333333,7.20893333334,8.63759999999
555.80,5.8964,5.92613333333,4.73473333333,10.1315333333,4.42393333333,6.18773333333,7.20693333334,6.8216,7.23826666667,8.62766666667
556.14,5.9402,5.98196666667,4.7924,10.2203333333,4.47566666667,6.2402,7.28980000001,6.86733333333,7.32480000001,8.67466666667
556.48,5.9524,5.99433333333,4.8024,10.2920666667,4.49346666667,6.25826666667,7.353,6.8848,7.37453333333,8.69086666666
556.82,5.96053333333,5.99816666667,4.80846666667,10.3416,4.5,6.26813333333,7.37753333333,6.89673333333,7.43700000001,8.69360000001
557.16,5.9754,6.006,4.80886666667,10.401,4.5068,6.271,7.41420000001,6.90426666667,7.47953333334,8.70213333332
557.50,5.9652,6.00503333333,4.77953333333,10.4287333333,4.499,6.26426666667,7.43340000001,6.90006666667,7.49073333333,8.69386666667
557.85,6.01686666667,6.0266,4.82773333333,10.5087333333,4.53866666667,6.31986666667,7.51406666666,6.93206666667,7.59639999999,8.73473333333
558.19,6.02086666667,6.03846666667,4.84246666667,10.5381333333,4.55053333333,6.3278,7.55006666666,6.9384,7.65773333334,8.72873333333
558.53,6.0386,6.03753333333,4.85706666667,10.5732,4.5734,6.35513333333,7.57406666666,6.94793333333,7.70473333333,8.73373333333
558.87,6.06853333333,6.06046666667,4.8662,10.6508666667,4.59546666667,6.3702,7.62613333333,6.96066666667,7.76133333334,8.76773333332
559.21,6.05586666667,6.03176666667,4.8356,10.6892666667,4.587,6.34973333333,7.64800000001,6.94553333333,7.79979999999,8.76546666665
559.55,6.06686666667,6.08046666667,4.85306666667,10.7456666667,4.59906666666,6.36266666667,7.71366666667,6.9778,7.86626666667,8.77986666665
559.89,6.06933333333,6.06793333333,4.82693333333,10.7774666667,4.5956,6.33713333333,7.74533333333,6.96773333333,7.9016,8.77306666665
560.23,6.05706666666,6.05326666667,4.80466666667,10.8026666667,4.5872,6.3136,7.75933333333,6.95753333333,7.93146666666,8.76573333333
560.58,6.04006666667,6.04426666667,4.78986666667,10.833,4.58126666667,6.29266666667,7.78699999999,6.94846666667,7.95706666666,8.76373333333
560.92,6.03946666667,6.0512,4.80593333333,10.8840666667,4.59953333333,6.3202,7.83406666667,6.9552,8.01066666667,8.76453333333
561.26,6.04186666667,6.06033333333,4.84773333333,10.9456666667,4.6172,6.33726666667,7.89486666668,6.97373333333,8.08006666667,8.77506666666
561.60,6.00493333333,6.03766666667,4.81573333333,10.9724,4.5958,6.30333333333,7.89526666667,6.9428,8.099,8.75259999999
561.94,6.04073333333,6.06166666667,4.83646666667,11.0658,4.62653333333,6.34046666667,7.96900000001,6.96753333333,8.17233333333,8.79179999999
562.28,6.0638,6.09126666667,4.86493333333,11.1542,4.6518,6.35546666667,8.03533333333,7.00246666667,8.2334,8.81773333334
562.62,6.0416,6.07083333333,4.84993333333,11.1738666667,4.6274,6.3354,8.06326666667,6.98806666667,8.25126666667,8.7816
562.96,6.05006666666,6.09293333333,4.871,11.2252666667,4.63466666667,6.3438,8.10600000001,7.00626666667,8.30120000001,8.78673333333
563.30,6.05433333334,6.09636666667,4.8616,11.2833333333,4.63773333333,6.36186666667,8.15926666667,7.00326666667,8.35366666667,8.78666666665
563.64,6.02206666667,6.07113333333,4.852,11.3129333333,4.59786666667,6.34913333333,8.17106666666,6.97646666667,8.3802,8.76393333335
563.99,6.01766666667,6.07226666667,4.84666666667,11.3739333333,4.59813333333,6.34866666666,8.21239999999,6.9752,8.42953333334,8.78146666667
564.33,6.0142,6.0646,4.8462,11.4274,4.5954,6.35366666667,8.25133333333,6.9768,8.47139999999,8.77600000001
564.67,6.01026666667,6.04256666667,4.82626666667,11.458,4.57173333333,6.3204,8.26939999999,6.9582,8.4956,8.77340000001
565.01,6.00666666667,6.038,4.8068,11.4956,4.5664,6.3226,8.30246666667,6.94533333333,8.52313333334,8.78306666666
565.35,6.03526666667,6.05906666667,4.82953333333,11.5711333333,4.582,6.33853333333,8.35393333333,6.9682,8.57426666666,8.79886666666
565.69,6.0284,6.06973333333,4.83153333333,11.6111333333,4.58333333333,6.34246666667,8.38586666667,6.9822,8.60946666666,8.81193333333
566.03,6.02546666667,6.06653333333,4.8278,11.6522,4.5748,6.33793333333,8.41900000001,6.9636,8.64793333333,8.83159999999
566.37,5.9954,6.04413333333,4.81666666667,11.6752,4.55306666667,6.32253333333,8.42199999999,6.9394,8.66293333334,8.82066666665
566.71,5.9474,5.9924,4.76493333333,11.6615333333,4.49973333333,6.2664,8.40493333333,6.88526666667,8.65200000001,8.76940000001
567.05,5.91653333333,5.95463333333,4.75266666667,11.6798,4.47666666667,6.2274,8.40513333334,6.86526666667,8.67146666667,8.74946666667
567.39,5.91213333333,5.95283333333,4.75486666667,11.7207333333,4.485,6.21993333333,8.43133333334,6.85806666667,8.71053333334,8.75526666666
567.73,5.88393333333,5.93593333333,4.743,11.7666,4.46246666666,6.20253333333,8.44886666666,6.84473333333,8.74746666667,8.72640000001
568.07,5.8808,5.94103333333,4.73733333333,11.8368666667,4.46366666667,6.20106666667,8.48880000001,6.82986666667,8.80026666667,8.73473333334
568.41,5.86413333333,5.93196666667,4.7256,11.8978666667,4.4556,6.19653333333,8.51639999999,6.81086666667,8.84633333333,8.71706666667
568.75,5.8626,5.9386,4.73853333333,11.9720666667,4.45633333333,6.19733333333,8.55653333333,6.80826666667,8.90900000001,8.72620000001
569.09,5.82993333333,5.9073,4.70933333333,11.9944666667,4.42166666667,6.17393333333,8.56853333333,6.78973333333,8.93100000001,8.71440000001
569.43,5.80086666667,5.86003333333,4.68,12.0306,4.38926666667,6.1356,8.5878,6.74833333333,8.95659999999,8.68506666668
569.77,5.78213333333,5.83893333333,4.65673333333,12.0762,4.36,6.11873333333,8.61273333333,6.74173333333,9.00453333333,8.66073333335
570.11,5.81586666667,5.86366666667,4.67486666667,12.1691333333,4.37833333333,6.14133333333,8.70039999999,6.77366666667,9.0958,8.69653333334
570.45,5.83186666667,5.88746666667,4.69293333333,12.2438,4.39406666667,6.17613333333,8.763,6.80333333333,9.17973333333,8.72380000001
570.79,5.8454,5.89296666667,4.708,12.3216666667,4.39966666667,6.18953333333,8.80733333333,6.8168,9.22379999999,8.75073333333
571.13,5.84566666667,5.88776666667,4.69666666667,12.3965333333,4.38926666667,6.19393333333,8.84880000001,6.82886666667,9.27340000001,8.75920000001
571.47,5.86693333333,5.89746666667,4.70386666667,12.4334,4.39033333333,6.19853333333,8.9104,6.8354,9.3288,8.77733333333
571.81,5.89746666667,5.9215,4.72593333333,12.4896,4.41806666667,6.22,8.97293333333,6.86826666667,9.4026,8.81746666667
572.15,5.9138,5.9521,4.7416,12.5460666667,4.4462,6.23026666667,9.04053333334,6.89466666667,9.47020000001,8.83833333334
572.49,5.936,5.963,4.74933333333,12.6038,4.4636,6.24453333333,9.09893333333,6.927,9.53993333334,8.84606666667
572.83,5.95406666667,5.9873,4.772,12.6729333333,4.4922,6.25926666667,9.18206666667,6.94673333333,9.62006666666,8.87199999999
573.17,5.96913333333,6.01376666667,4.78753333334,12.7356666667,4.50213333333,6.2744,9.22900000001,6.96026666667,9.69253333333,8.88833333333
573.51,5.9548,6.00336666667,4.7772,12.7774,4.49033333333,6.2528,9.25506666665,6.9388,9.72946666666,8.88106666667
573.85,5.93613333333,5.98443333333,4.7532,12.8097333333,4.4738,6.2228,9.26559999999,6.91993333333,9.76233333334,8.87106666666
574.19,5.95073333333,5.98063333333,4.75393333333,12.8860666667,4.48073333333,6.21566666667,9.3212,6.9166,9.81020000001,8.88446666668
574.53,5.96713333333,5.99373333333,4.76073333333,12.9592,4.50366666667,6.23746666667,9.38333333333,6.92786666667,9.89313333333,8.90266666667
574.87,6.00353333333,6.034,4.8128,13.0425333333,4.54366666667,6.27273333333,9.46380000001,6.94806666667,9.9872,8.94459999999
575.21,6.05,6.08133333333,4.8618,13.141,4.59266666667,6.32626666667,9.54080000001,6.98446666667,10.0658,8.98659999999
575.55,6.03173333333,6.05936666667,4.837,13.163,4.5652,6.30206666667,9.55379999999,6.95826666667,10.0908666666,8.96013333333
575.89,6.02633333333,6.0574,4.82673333333,13.2216666666,4.5492,6.30053333333,9.597,6.94186666667,10.1468,8.96719999999
576.22,6.01726666667,6.06946666667,4.8334,13.285,4.54146666667,6.29626666667,9.64846666665,6.93153333333,10.1963333333,8.98593333334
576.56,5.99706666667,6.05183333333,4.82086666667,13.3146,4.5326,6.28533333333,9.66879999999,6.906,10.2204666666,8.97846666665
576.90,6.00106666667,6.0556,4.815,13.3611333333,4.541,6.28006666667,9.71386666667,6.89446666667,10.2652666667,8.97613333333
577.24,6.041,6.09696666667,4.8582,13.4551333333,4.598,6.3306,9.80400000001,6.93106666666,10.3614666667,9.02533333333
577.58,6.06766666667,6.12993333333,4.8884,13.5425333333,4.63006666667,6.36626666667,9.89026666667,6.9544,10.4588,9.05706666665
577.92,6.0668,6.14226666667,4.89866666667,13.6094,4.6548,6.3812,9.95300000001,6.96553333333,10.5433333333,9.06779999999
578.26,6.071,6.14853333333,4.9004,13.6629333333,4.64886666667,6.37066666667,10.0104,6.98286666667,10.6131333333,9.0854
578.60,6.0334,6.11843333333,4.855,13.6647333333,4.6108,6.3448,10.0339333333,6.9506,10.6338,9.05399999999
578.94,6.00093333333,6.10046666667,4.82866666667,13.6994,4.57913333333,6.31993333333,10.0714,6.9312,10.684,9.0422
579.28,6.03433333334,6.1382,4.87853333333,13.8122666667,4.60853333333,6.35926666666,10.175,6.959,10.7959333333,9.07219999999
579.61,6.04153333333,6.13956666667,4.90033333333,13.8760666667,4.6284,6.36613333333,10.2284,6.98266666667,10.8708666667,9.0946
579.95,6.03166666666,6.10933333333,4.86346666667,13.9214,4.61053333333,6.3354,10.2483333333,6.9522,10.9074666667,9.06340000001
580.29,6.06273333333,6.13453333333,4.86,14.0158,4.63253333333,6.33766666667,10.3043333333,6.97586666667,11.0070666667,9.09673333334
580.63,6.08206666667,6.14446666667,4.87886666667,14.1150666667,4.6534,6.36513333333,10.3791333333,7.0006,11.0978666667,9.13779999999
580.97,6.0836,6.13856666667,4.871,14.1626,4.6288,6.3464,10.4160666667,6.99706666667,11.147,9.10646666668
581.31,6.08693333333,6.1345,4.87193333333,14.2027333333,4.6188,6.33626666667,10.4370666667,6.99566666667,11.1757333333,9.07453333333
581.65,6.05646666667,6.1237,4.856,14.2512666667,4.57806666667,6.32166666667,10.4464,6.96786666667,11.1972,9.05813333332
581.98,6.0258,6.1081,4.83833333333,14.2758,4.5744,6.30353333333,10.4836666667,6.927,11.2312,9.03426666667
582.32,6.01513333334,6.1173,4.82033333333,14.3385333333,4.585,6.2844,10.5297333333,6.92173333333,11.2788,9.02086666667
582.66,5.99166666667,6.0921,4.80746666667,14.4028,4.5772,6.2598,10.5502,6.88746666667,11.3275333333,8.9956
583.00,5.92866666667,6.05296666667,4.77913333333,14.4105333333,4.544,6.21713333333,10.5582666667,6.85033333334,11.3535333333,8.97459999999
583.34,5.93686666667,6.05923333333,4.7982,14.4836,4.5422,6.22766666667,10.6146666667,6.84353333333,11.4073333333,8.977
583.68,5.93073333333,6.03953333333,4.7938,14.5174666667,4.52626666667,6.22893333333,10.6534,6.83606666667,11.4738666667,8.97320000001
584.01,5.95786666667,6.0654,4.828,14.6165333333,4.54166666667,6.2976,10.7361333333,6.85773333333,11.5708666667,8.97626666667
584.35,5.93586666667,6.05476666667,4.8186,14.6591333334,4.52326666667,6.3026,10.7638666667,6.84033333333,11.6368666667,8.96666666667
584.69,5.9412,6.07843333333,4.83746666667,14.7330666667,4.54753333333,6.31893333333,10.8479333333,6.85233333333,11.7130666667,9.02039999999
585.03,5.9684,6.13323333333,4.86186666666,14.8202666666,4.5922,6.3588,10.9526666667,6.88206666667,11.8191333333,9.0758
585.37,6.048,6.21963333333,4.92233333333,14.9512666667,4.67666666667,6.42333333333,11.0748666667,6.9618,11.9694666666,9.17146666667
585.70,6.0764,6.2245,4.9378,15.0468,4.68526666666,6.43893333333,11.1209333333,6.9684,12.0524666667,9.1916
586.04,6.08466666667,6.2244,4.94553333333,15.1176666667,4.69006666667,6.45106666667,11.16,6.98633333333,12.1268,9.21653333333
586.38,6.1058,6.2397,4.95666666667,15.1618,4.6994,6.47246666667,11.2149333333,7.01213333334,12.2016,9.24899999999
586.72,6.1674,6.3109,5.00346666667,15.3399333333,4.7518,6.54813333333,11.3282,7.0756,12.3247333333,9.31753333334
587.06,6.15733333333,6.3004,4.99653333333,15.3861333333,4.7492,6.54246666667,11.3600666667,7.07473333333,12.3702,9.29913333332
587.39,6.16426666667,6.3404,5.02733333333,15.4686666667,4.78306666667,6.574,11.4472,7.1072,12.4664,9.31886666666
587.73,6.11513333333,6.3061,5.00826666667,15.4829333333,4.75446666667,6.523,11.4606666667,7.08646666667,12.4862666667,9.29613333333
588.07,6.15853333334,6.35783333333,5.0646,15.5928,4.80413333333,6.55806666667,11.5650666667,7.14133333333,12.586,9.34546666666
588.41,6.12246666667,6.32123333333,5.02746666667,15.6496,4.78213333333,6.54046666667,11.5916,7.13773333333,12.6431333333,9.34059999999
588.74,6.11813333333,6.29906666667,5.0322,15.7094666667,4.77266666667,6.5312,11.646,7.1386,12.7176,9.35400000001
589.08,6.1172,6.30233333334,5.05693333333,15.7855333333,4.78146666667,6.5412,11.7294666667,7.15666666667,12.7864,9.35879999999
589.42,6.1296,6.3333,5.07853333333,15.85,4.7976,6.55826666667,11.7962,7.1826,12.8615333333,9.36206666667
589.76,6.1748,6.35423333333,5.12246666667,15.9391333333,4.843,6.58466666667,11.877,7.21886666667,12.9554666667,9.37853333335
590.09,6.2034,6.37606666666,5.1528,16.0424666666,4.87473333334,6.60266666667,11.9451333333,7.2614,13.0557333333,9.40766666667
590.43,6.15533333333,6.30013333333,5.09533333333,15.9773333333,4.82526666667,6.5438,11.9036666667,7.20506666667,13.0404,9.33653333333
590.77,6.19626666667,6.32983333333,5.115,16.0504666667,4.85293333333,6.56886666667,11.9816666667,7.23946666667,13.1494666667,9.38726666666
591.11,6.2336,6.35266666666,5.13113333334,16.1584666667,4.89973333333,6.5954,12.0433333333,7.27806666667,13.24,9.4352
591.44,6.25,6.33676666667,5.0978,16.215,4.88586666667,6.57986666667,12.073,7.2626,13.2824,9.42226666667
591.78,6.21533333333,6.2717,5.03593333333,16.2082666667,4.835,6.52746666667,12.0787333333,7.22713333333,13.2928,9.38086666667
592.12,6.2306,6.256,5.03286666667,16.2438666666,4.81213333333,6.5052,12.1104666667,7.19586666667,13.3247333333,9.35646666667
592.46,6.2312,6.2599,5.02926666667,16.3036666666,4.821,6.5028,12.1408666667,7.18966666667,13.3722,9.3414
592.79,6.17426666667,6.19153333333,4.9706,16.2794,4.75173333333,6.4424,12.1067333333,7.12173333333,13.3728666667,9.28706666665
593.13,6.1458,6.1758,4.93306666667,16.3114666667,4.71933333333,6.39833333333,12.1337333333,7.08113333333,13.4186666667,9.27426666667
593.47,6.145,6.1853,4.92033333333,16.3922,4.6934,6.40193333333,12.1812,7.07133333333,13.4868666667,9.28086666667
593.80,6.10273333333,6.15306666667,4.87293333333,16.4166666667,4.6446,6.3676,12.1898,7.0126,13.5174666666,9.25379999999
594.14,6.094,6.13993333333,4.85946666667,16.4898,4.6182,6.337,12.2508,7.00213333333,13.5642666667,9.2548
594.48,6.05273333333,6.09016666667,4.81466666667,16.5216,4.5586,6.29973333333,12.2564,6.95993333333,13.5894666667,9.21826666667
594.81,6.03906666667,6.07263333333,4.8112,16.5806,4.5116,6.2898,12.3007333333,6.94246666667,13.6518666667,9.20133333335
595.15,6.0404,6.09416666667,4.83853333333,16.6424,4.53406666667,6.3086,12.3831333333,6.95673333333,13.7418,9.23786666667
595.49,6.0342,6.09776666667,4.83853333333,16.7155333333,4.53226666667,6.31566666667,12.4202,6.94706666667,13.8120666667,9.23286666665
595.82,6.05886666667,6.1375,4.8668,16.7834666667,4.56173333333,6.3564,12.4962,6.98473333333,13.9106666667,9.26240000001
596.16,6.05086666667,6.1264,4.84666666667,16.8296666667,4.52673333333,6.36446666667,12.5296,6.9702,13.9662,9.2748
596.50,6.05233333334,6.12546666667,4.8318,16.8713333333,4.53486666667,6.3614,12.5647333333,6.95293333333,14.0066666667,9.26266666667
596.83,6.0692,6.1468,4.86473333333,16.9394666667,4.55606666667,6.40413333333,12.6285333333,6.99706666667,14.0831333333,9.29419999999
597.17,6.08013333333,6.1538,4.8746,16.9777333333,4.5578,6.41466666667,12.6883333333,7.0108,14.1630666667,9.3172
597.51,6.14233333333,6.2271,4.93826666667,17.0853333334,4.62673333333,6.46413333333,12.7969333333,7.0828,14.2810666667,9.38346666667
597.84,6.1864,6.2855,4.9836,17.1586,4.66666666667,6.51153333333,12.8820666667,7.12866666667,14.3881333333,9.4242
598.18,6.18466666667,6.29123333333,4.99166666667,17.2124,4.6844,6.51973333333,12.9406666667,7.1372,14.4557333333,9.44459999999
598.52,6.18093333333,6.31066666667,4.97606666667,17.2504666667,4.69573333333,6.508,12.9834,7.1362,14.5132666667,9.47493333333
598.85,6.208,6.35473333333,5.013,17.3213333333,4.7202,6.5346,13.0552666667,7.1642,14.6028666667,9.50180000001
599.19,6.24853333333,6.39033333333,5.0462,17.4013333333,4.75786666667,6.55186666667,13.1322666667,7.1954,14.6934666667,9.53320000001
599.53,6.25066666667,6.40086666667,5.063,17.4734666667,4.7882,6.5666,13.1846666667,7.2102,14.7596,9.54193333335
599.86,6.24146666667,6.41516666667,5.07393333333,17.5542666667,4.81786666667,6.55873333333,13.2381333333,7.21906666667,14.8422,9.55099999999
600.20,6.2948,6.4745,5.13893333333,17.6716,4.86146666667,6.61466666667,13.3382666667,7.29873333333,14.9858,9.63433333333
600.53,6.31966666667,6.4734,5.13746666667,17.7772,4.89106666667,6.6174,13.4031333333,7.30186666667,15.0770666667,9.662
600.87,6.29513333333,6.44953333333,5.1164,17.848,4.89293333333,6.60146666667,13.4238666667,7.27026666667,15.1308,9.66106666665
601.21,6.238,6.38636666667,5.06853333333,17.8585333333,4.84133333333,6.58166666667,13.4518,7.21733333334,15.1422666667,9.61673333333
601.54,6.15873333333,6.3095,4.98593333333,17.8658666666,4.76133333333,6.4936,13.4234666667,7.12613333333,15.1474666667,9.54840000001
601.88,6.20286666667,6.3576,5.02686666667,17.9843333333,4.79253333333,6.51926666666,13.5294,7.15446666667,15.2738666667,9.5712
602.21,6.2198,6.37093333333,5.0534,18.0665333333,4.8092,6.561,13.6064666667,7.17533333333,15.3548,9.59519999999
602.55,6.2134,6.34943333333,5.03613333333,18.1298,4.79226666666,6.5524,13.6386,7.16266666667,15.4104,9.60233333334
602.88,6.21406666667,6.35953333333,5.043,18.1739333333,4.795,6.5682,13.7012,7.17106666667,15.4738666667,9.61079999999
603.22,6.22113333333,6.36706666667,5.04626666667,18.2273333333,4.79246666667,6.55346666667,13.7566666667,7.16886666667,15.5565333333,9.61780000001
603.56,6.24886666667,6.39033333333,5.07473333333,18.283,4.81406666667,6.57786666667,13.8141333333,7.18726666667,15.6498666667,9.63246666667
603.89,6.23306666667,6.37023333334,5.0476,18.3349333333,4.79086666667,6.5598,13.8425333333,7.15273333333,15.6790666667,9.61633333333
604.23,6.1954,6.3509,5.02633333333,18.3288666667,4.7598,6.5348,13.8534,7.11013333334,15.7024666667,9.58860000001
604.56,6.20493333333,6.35833333333,5.0286,18.3464666666,4.75666666667,6.53466666667,13.9076666667,7.1192,15.7302,9.57073333333
604.90,6.1836,6.3386,4.9896,18.3454666667,4.72133333333,6.48666666667,13.9015333333,7.0806,15.7579333333,9.5338
605.23,6.2162,6.36193333333,5.0268,18.4406,4.76946666667,6.542,13.9782,7.119,15.8489333333,9.58333333334
605.57,6.20426666667,6.3606,5.01466666667,18.4576666667,4.77246666667,6.55813333333,13.9986666667,7.13333333333,15.903,9.59113333333
605.90,6.19766666667,6.3579,5.0024,18.4978,4.7594,6.54393333333,14.0360666667,7.11146666667,15.9578,9.57846666668
606.24,6.19353333333,6.3585,4.9994,18.5456,4.74366666667,6.551,14.0928,7.11533333333,16.0288,9.56226666665
606.58,6.15586666667,6.34126666666,4.9588,18.5952,4.70186666667,6.51473333333,14.1281333333,7.065,16.0816666667,9.54633333335
606.91,6.14913333333,6.34156666667,4.9434,18.6601333333,4.6964,6.53653333333,14.1757333333,7.05146666667,16.1516,9.54186666667
607.25,6.13773333333,6.32553333333,4.92493333333,18.7398,4.68406666667,6.5368,14.2380666667,7.0428,16.2159333333,9.56293333334
607.58,6.15053333333,6.3453,4.95286666666,18.8109333333,4.7072,6.5678,14.3296,7.07266666667,16.3236666667,9.578
607.92,6.16993333333,6.35456666666,4.98306666667,18.8963333333,4.70906666667,6.59026666667,14.3918,7.1036,16.3951333333,9.6168
608.25,6.13986666667,6.3481,4.98726666666,18.9537333333,4.69653333333,6.5954,14.4348,7.08346666667,16.4780666667,9.62600000001
608.59,6.17546666667,6.3929,5.06393333333,19.0603333333,4.7442,6.65566666667,14.5336666667,7.14466666667,16.5974666667,9.67806666667
608.92,6.17473333333,6.4053,5.08366666667,19.0957333333,4.74013333333,6.6496,14.5768,7.15366666667,16.6574666667,9.6732
609.26,6.15913333333,6.3927,5.0838,19.1320666667,4.70406666667,6.622,14.6038,7.12193333333,16.6953333333,9.66406666665
609.59,6.15333333333,6.39053333333,5.0974,19.1456,4.7132,6.61513333333,14.6256,7.12873333334,16.7493333333,9.66906666667
