wavelength,Back_IncPulf,Belly_IncPulf,Breast_IncPulf,Crissum_IncPulf,Crown_IncPulf,DorTail_IncPulf,Patch10_IncPulf,Patch11_IncPulf,Rump_IncPulf,Throat_IncPulf,WingTip_IncPulf
324.00,5.13233333333,8.99608333333,9.00958333334,7.97325,5.50591666667,5.7005,5.489,19.9066666667,8.44825,4.77016666667,6.22458333334
324.37,5.14633333333,8.93891666668,8.92925000001,7.851,5.44183333333,5.55825,5.33008333333,19.80125,8.30875000001,4.59983333333,6.06216666667
324.74,5.20275,8.83691666666,8.80983333333,7.726,5.31575,5.45133333333,5.20916666667,19.7175,8.18024999999,4.538,5.8945
325.10,5.23733333333,8.92041666666,8.85416666666,7.70458333333,5.31916666667,5.48133333333,5.28508333334,19.6885,8.191,4.57133333333,5.85833333333
325.47,5.34758333333,9.13808333332,9.02658333333,7.82391666667,5.47716666667,5.59325,5.43808333333,19.806,8.34541666667,4.683,5.97616666667
325.84,5.54075,9.35533333334,9.234,7.97891666667,5.62191666667,5.73133333333,5.50375,19.96425,8.48550000001,4.93241666667,6.12416666667
326.21,5.53675,9.45275,9.34483333334,8.04183333333,5.56866666667,5.75225,5.44916666666,20.04625,8.48925,5.04391666667,6.26825
326.57,5.60075,9.58700000001,9.45266666667,8.07341666667,5.56891666667,5.79566666667,5.41733333333,20.1386666666,8.58175,5.08816666667,6.38358333334
326.94,5.59616666666,9.56541666667,9.42399999999,8.05733333333,5.55708333334,5.69875,5.381,20.21875,8.57616666666,5.08766666667,6.37758333334
327.31,5.67741666667,9.73499999999,9.51533333333,8.16416666667,5.64,5.80175,5.46491666667,20.4194166667,8.72333333332,5.20625,6.50408333334
327.67,5.75458333333,9.951,9.53325000001,8.17166666667,5.6905,5.83033333333,5.49091666667,20.5473333333,8.74399999999,5.23341666667,6.56408333333
328.04,6.00416666667,10.2051666667,9.79183333332,8.40666666667,5.87966666666,5.96016666666,5.67883333333,20.8061666667,8.98258333332,5.42958333333,6.78541666667
328.41,6.00308333333,10.3709166667,9.92133333334,8.53449999999,5.89366666667,6.03716666667,5.814,20.931,9.10666666666,5.57733333333,6.85625
328.78,6.04741666667,10.5818333333,10.1043333333,8.70308333333,6.02208333333,6.16733333333,5.94575,21.1065,9.30925000001,5.70166666666,6.98308333334
329.14,6.09808333333,10.6734166667,10.1128333333,8.7435,5.99783333333,6.18308333333,5.95216666667,21.1494166667,9.34225,5.68775,7.0295
329.51,6.06108333333,10.66125,10.1466666667,8.72775,5.89441666667,6.08541666667,5.88508333333,21.1698333333,9.21,5.60025,6.94975
329.88,6.1015,10.6479166667,10.1699166667,8.74108333334,5.93633333333,6.123,5.96433333333,21.1866666667,9.19866666666,5.52533333334,7.01341666666
330.24,5.90383333334,10.417,9.97383333331,8.51400000001,5.73266666667,5.89425,5.80325,20.9535,9.01541666666,5.26108333333,6.70516666667
330.61,5.86591666667,10.4155,9.94358333333,8.46750000001,5.75216666667,5.85483333333,5.8045,20.92575,8.98208333335,5.233,6.56691666667
330.98,6.03433333333,10.623,10.103,8.65916666668,5.90116666667,5.99825,5.91525,21.0895,9.21033333332,5.32166666667,6.67466666666
331.34,6.01408333333,10.5731666667,10.0469166667,8.58391666668,5.7915,5.9285,5.82266666667,20.9609166667,9.1645,5.22341666666,6.52308333333
331.71,6.12716666666,10.57175,10.0971666667,8.661,5.81941666667,5.96491666667,5.90958333334,21.0745833333,9.18625,5.25891666666,6.52516666667
332.08,6.03833333333,10.5690833333,10.0573333333,8.6105,5.84441666666,5.97916666667,5.89141666667,21.1415833333,9.16491666667,5.29441666667,6.44733333333
332.44,6.04025,10.59625,10.06325,8.59100000001,5.91,5.99233333333,5.85166666667,21.18825,9.1495,5.24208333333,6.43866666667
332.81,6.11241666667,10.6515,10.0888333333,8.63666666667,5.91775,6.08283333334,5.83825,21.2178333334,9.11691666667,5.2715,6.51591666667
333.18,6.07891666667,10.6749166667,10.12525,8.63624999999,5.92375,6.15,5.81358333333,21.21325,9.10316666667,5.29308333333,6.52541666667
333.54,5.987,10.5739166667,10.035,8.51208333333,5.8325,6.03983333333,5.73525,21.2108333333,9.09541666667,5.21616666666,6.3985
333.91,5.93375,10.6385,10.0530833333,8.50258333334,5.8095,5.97325,5.7235,21.2881666667,9.15158333331,5.23966666667,6.33841666667
334.28,6.07641666667,10.808,10.1405,8.66216666667,5.95041666667,6.06533333333,5.83358333333,21.5273333334,9.29516666666,5.36708333333,6.51208333333
334.64,6.21325,11.0046666667,10.35125,8.89533333334,6.07583333333,6.20658333333,5.99008333333,21.6743333333,9.44491666668,5.5765,6.699
335.01,6.14191666667,10.96525,10.3503333333,8.89658333334,5.97308333333,6.22025,6.019,21.7465833333,9.36675,5.55008333334,6.68633333333
335.38,6.12016666666,10.9783333333,10.3378333333,8.88824999999,5.95433333333,6.18708333333,6.03466666667,21.7908333334,9.3215,5.54008333333,6.73
335.74,5.83025,10.7741666667,10.1083333333,8.67025000001,5.74266666667,5.95741666666,5.76,21.58025,9.091,5.30475,6.52675
336.11,5.739,10.6514166667,10.0341666667,8.59408333333,5.59883333333,5.85166666667,5.64083333333,21.5276666667,8.98725000001,5.19541666666,6.4465
336.47,5.623,10.57125,9.961,8.59158333334,5.46866666666,5.75016666666,5.5375,21.52,8.88891666667,5.16233333333,6.40441666667
336.84,5.41816666666,10.3945833333,9.84741666667,8.37449999999,5.29358333333,5.53375,5.43233333334,21.3978333333,8.78408333333,5.04966666666,6.24
337.21,5.43008333333,10.437,9.90675000001,8.43525,5.35875,5.51941666667,5.42883333333,21.5281666667,8.83316666665,5.082,6.28816666667
337.57,5.58716666667,10.674,10.0313333333,8.66533333334,5.52758333333,5.71758333333,5.61141666666,21.7445,8.97208333334,5.23758333333,6.48558333333
337.94,5.64725,10.7774166667,10.0636666667,8.76333333334,5.61816666667,5.76691666667,5.637,21.7905833333,9.01058333333,5.24491666667,6.55516666667
338.31,5.63091666667,10.8321666667,10.1423333334,8.77183333334,5.69125,5.77675,5.62958333333,21.78375,8.99666666666,5.23658333333,6.53433333333
338.67,5.53975,10.7644166667,10.0618333333,8.642,5.60741666667,5.64991666666,5.51708333334,21.7395833334,8.87533333334,5.11325,6.448
339.04,5.34316666667,10.6441666666,9.88141666667,8.44683333333,5.42441666667,5.412,5.3395,21.5343333333,8.73525000001,4.93875,6.24341666667
339.40,5.25575,10.6006666667,9.80508333333,8.33200000001,5.34375,5.3425,5.19991666667,21.40075,8.62191666666,4.8495,6.09958333333
339.77,5.41,10.80525,10.0195,8.52650000001,5.49358333333,5.47758333333,5.3805,21.6080833334,8.79333333334,5.02975,6.2525
340.14,5.57466666667,10.925,10.1118333333,8.69666666668,5.6515,5.61625,5.49408333333,21.6855,8.90141666668,5.0785,6.32675
340.50,5.61575,10.8795833333,10.1156666667,8.67316666667,5.63508333333,5.57958333333,5.49158333333,21.6184166667,8.85758333334,4.994,6.25458333333
340.87,5.712,10.9904166667,10.2553333333,8.80991666666,5.71925,5.65816666667,5.54908333333,21.719,8.91641666667,5.00675,6.26641666667
341.23,5.68441666667,10.9491666667,10.1876666667,8.7055,5.62275,5.52441666667,5.47683333333,21.6383333334,8.81116666667,4.896,6.12425
341.60,5.5945,10.80525,10.09375,8.57125000001,5.48541666667,5.35041666666,5.31875,21.48975,8.70241666667,4.74675,5.995
341.96,5.54975,10.725,10.0700833333,8.54891666667,5.44433333333,5.33641666667,5.28891666667,21.5081666666,8.60341666666,4.71733333334,5.92075
342.33,5.52275,10.65875,10.0400833333,8.52883333333,5.36483333333,5.31,5.25375,21.526,8.56883333332,4.66841666667,5.80758333333
342.70,5.5085,10.7203333333,10.0864166667,8.57583333334,5.34058333333,5.34383333333,5.2785,21.5671666666,8.64808333335,4.67383333333,5.7805
343.06,5.62258333333,10.8028333333,10.2905,8.67566666666,5.44591666667,5.43825,5.32708333334,21.7435833333,8.70566666667,4.74133333333,5.83933333334
343.43,5.59691666667,10.7835833333,10.3725,8.75108333333,5.44558333333,5.46191666667,5.36983333333,21.8469166667,8.80133333333,4.768,5.84566666667
343.79,5.58716666667,10.7550833333,10.3960833333,8.72908333334,5.39908333333,5.42516666667,5.30175,21.868,8.77983333333,4.72775,5.79375
344.16,5.41491666666,10.6964166667,10.32625,8.59966666666,5.2845,5.24066666667,5.184,21.8055833333,8.67991666668,4.61483333333,5.706
344.52,5.41733333333,10.7475833333,10.3525,8.6595,5.34083333333,5.23725,5.20658333334,21.8944166667,8.76533333334,4.623,5.76766666667
344.89,5.33983333333,10.712,10.2378333333,8.62591666666,5.24941666667,5.17725,5.16983333333,21.9539166667,8.75516666666,4.5905,5.71433333334
345.25,5.26091666667,10.7459166667,10.2125,8.59808333333,5.20058333334,5.162,5.12641666667,21.9516666666,8.74391666666,4.56691666667,5.69533333334
345.62,5.238,10.8035,10.2538333333,8.59358333333,5.22433333333,5.211,5.09983333333,21.9948333334,8.73683333334,4.58258333333,5.66725
345.99,5.21925,10.8690833333,10.2710833333,8.58125000001,5.215,5.1935,5.09916666667,22.0096666667,8.76191666665,4.5975,5.66225
346.35,5.29041666667,11.00025,10.36475,8.70541666667,5.29866666667,5.25308333333,5.24391666667,22.0965,8.86958333333,4.70966666667,5.76875
346.72,5.37725,11.0473333333,10.3901666667,8.786,5.39083333334,5.32983333333,5.31666666667,22.17225,8.89458333333,4.7935,5.86533333333
347.08,5.42316666667,11.1613333333,10.425,8.81508333334,5.41708333333,5.35475,5.33708333333,22.252,8.93666666668,4.846,5.93525
347.45,5.4455,11.2251666667,10.388,8.83100000001,5.42266666667,5.27883333333,5.33633333334,22.33275,8.86966666667,4.803,5.92258333333
347.81,5.3715,11.271,10.3256666667,8.8155,5.38616666667,5.26091666667,5.31733333333,22.2531666667,8.84358333334,4.77983333333,5.88583333333
348.18,5.43683333333,11.3685833333,10.3843333333,8.86983333334,5.40875,5.30533333333,5.347,22.2966666667,8.85733333333,4.78033333334,5.92841666667
348.54,5.37416666667,11.3794166667,10.3766666667,8.82116666667,5.32491666667,5.29983333333,5.25891666666,22.2856666667,8.76650000001,4.78166666667,5.83683333333
348.91,5.461,11.48775,10.49175,8.91866666667,5.45083333333,5.40908333333,5.33091666666,22.30175,8.81475000001,4.859,5.94558333333
349.27,5.55275,11.5566666667,10.5571666667,9.03549999999,5.50191666667,5.44183333334,5.42008333333,22.3813333333,8.88633333334,4.88991666667,5.9895
349.64,5.55616666667,11.6065,10.52675,9.10708333333,5.45291666667,5.39291666667,5.40025,22.3963333333,8.85916666666,4.87541666667,6.00683333333
350.00,5.54191666667,11.597,10.5085,9.13675,5.43791666667,5.34941666667,5.34941666667,22.4295833333,8.86541666667,4.84008333333,6.01308333333
350.37,5.49316666667,11.5786666667,10.4446666667,9.07125000001,5.37233333333,5.32525,5.2525,22.4565833333,8.83175,4.75625,6.007
350.73,5.54508333333,11.6635,10.4491666667,9.05866666667,5.36366666666,5.35141666667,5.27,22.5080833333,8.89166666668,4.71466666666,5.97291666667
351.10,5.58558333333,11.7245833333,10.4894166667,9.12191666665,5.4595,5.42508333333,5.3445,22.5225,8.9575,4.75358333334,6.016
351.46,5.74266666667,11.8811666667,10.66125,9.23266666665,5.63375,5.61758333333,5.47191666666,22.6183333333,9.11166666668,4.92033333333,6.17633333333
351.83,5.82258333333,11.9501666667,10.7505833333,9.31958333332,5.75225,5.73925,5.55758333333,22.7725,9.17158333332,4.99458333333,6.24875
352.19,5.92216666667,12.04175,10.8914166667,9.46291666665,5.87783333334,5.87683333333,5.68258333333,22.9519166667,9.26458333333,5.137,6.30583333333
352.55,5.97975,12.1899166667,10.9856666667,9.50124999998,5.98383333334,5.92883333333,5.76725,23.0824166667,9.34733333332,5.1785,6.38558333333
352.92,6.00333333334,12.30225,11.0310833333,9.51766666667,6.05508333334,5.96333333333,5.81775,23.20275,9.36266666668,5.22966666667,6.39066666667
353.28,6.01891666666,12.3553333333,11.0678333333,9.51625,6.09825,5.96558333334,5.82733333333,23.2934166667,9.38941666667,5.25516666667,6.40708333334
353.65,6.06558333333,12.414,11.1965,9.55258333333,6.22716666667,6.02825,5.94125,23.38875,9.48683333334,5.30033333333,6.46308333333
354.01,6.07341666667,12.4600833333,11.252,9.56499999998,6.23233333334,6.08458333333,5.98675,23.4258333333,9.52083333334,5.297,6.47691666667
354.38,6.12166666667,12.5445,11.3696666667,9.62124999999,6.28291666667,6.10783333333,6.005,23.50175,9.54524999998,5.36733333333,6.52283333333
354.74,6.03516666667,12.4491666667,11.3686666667,9.58308333333,6.25725,5.98425,5.93691666667,23.45175,9.45925000002,5.31883333333,6.45658333333
355.11,6.03225,12.49225,11.3645,9.57183333332,6.21708333333,5.94458333333,5.88283333333,23.5263333333,9.45649999999,5.3155,6.412
355.47,5.98225,12.50875,11.3450833333,9.57533333334,6.14816666667,5.89516666667,5.87575,23.5744166667,9.41991666665,5.29975,6.34316666666
355.83,5.90658333333,12.4238333333,11.2964166667,9.46925000001,6.02533333333,5.73983333333,5.80766666667,23.5501666667,9.35224999999,5.21708333333,6.25058333333
356.20,5.73416666667,12.321,11.1445,9.30425,5.81016666666,5.56591666667,5.641,23.3851666667,9.22733333332,5.03608333334,6.08891666666
356.56,5.7415,12.3235833333,11.1456666667,9.34141666667,5.79608333333,5.56908333333,5.64525,23.3391666667,9.23458333334,5.02233333333,6.076
356.93,5.70908333333,12.268,11.1243333333,9.37108333333,5.74008333333,5.53091666667,5.61866666666,23.29475,9.23108333332,4.99458333333,6.06158333333
357.29,5.77758333334,12.3561666667,11.2313333333,9.46391666667,5.79591666667,5.61533333334,5.70283333333,23.4204166667,9.32399999999,5.07791666667,6.16075
357.66,5.78191666666,12.35525,11.2183333333,9.46241666666,5.74775,5.59891666667,5.66375,23.4121666667,9.28741666667,5.09883333333,6.10991666666
358.02,5.80475,12.3815,11.2345,9.47241666668,5.74575,5.577,5.64641666667,23.4383333333,9.26908333332,5.1255,6.07858333334
358.38,5.86641666666,12.4395,11.2950833333,9.51783333333,5.81091666666,5.6175,5.72233333333,23.4401666667,9.32366666665,5.18975,6.10075
358.75,5.86966666667,12.5196666667,11.3120833333,9.54558333334,5.8135,5.62791666667,5.70075,23.4909166667,9.33933333332,5.18858333333,6.08483333333
359.11,5.88516666666,12.5631666666,11.35025,9.6375,5.84658333333,5.6735,5.75225,23.5265833333,9.37558333333,5.19008333333,6.0915
359.48,5.81341666667,12.5521666667,11.2978333333,9.56941666668,5.75683333333,5.57933333333,5.61866666666,23.4764166666,9.30366666667,5.05816666667,6.02316666667
359.84,5.80383333333,12.6225833334,11.292,9.60891666666,5.77558333333,5.60358333334,5.58758333333,23.4495,9.30874999999,5.05183333333,6.01033333333
360.20,5.87016666666,12.7191666667,11.36375,9.68666666667,5.8325,5.65325,5.60841666666,23.5553333333,9.40116666667,5.12633333333,6.06733333333
360.57,5.85108333333,12.7556666667,11.3776666667,9.71983333334,5.80241666666,5.64508333333,5.57533333333,23.6409166667,9.39841666666,5.10325,6.06166666667
360.93,5.78808333333,12.7796666666,11.3346666667,9.68999999998,5.75483333333,5.58575,5.5025,23.6290833333,9.34441666667,5.0235,5.99691666667
361.29,5.742,12.7823333333,11.3169166667,9.70266666668,5.73625,5.55308333333,5.45608333334,23.5874166667,9.27991666667,4.9615,5.943
361.66,5.75783333334,12.8770833334,11.3590833333,9.76891666665,5.78491666666,5.58683333333,5.47333333333,23.6716666667,9.32533333334,4.98175,5.9655
362.02,5.82841666666,13.0145833333,11.4498333333,9.88874999998,5.88866666667,5.69033333333,5.55458333333,23.80525,9.42666666666,5.05383333333,6.05766666667
362.39,5.80258333333,13.0240833333,11.399,9.89500000001,5.842,5.67158333334,5.48675,23.8298333333,9.40074999999,4.98258333333,5.989
362.75,5.86366666667,13.1041666667,11.4634166667,9.97424999999,5.90725,5.75075,5.56091666666,23.8996666666,9.46049999999,5.02525,6.06333333333
363.11,5.844,13.12225,11.4716666667,9.97775,5.875,5.72133333334,5.54566666667,23.9135833333,9.42291666666,5.03341666667,6.084
363.48,5.86033333333,13.11575,11.487,10.0233333333,5.924,5.73891666667,5.59166666667,23.9153333333,9.43175,5.0605,6.09725
363.84,5.93366666667,13.21075,11.60325,10.11525,6.01875,5.79858333334,5.6825,24.06125,9.51258333334,5.10766666667,6.1765
364.20,5.89733333334,13.1978333334,11.5655833333,10.09725,6.01216666667,5.748,5.65883333333,24.0400833334,9.42299999998,5.05375,6.14658333333
364.57,5.93558333333,13.25375,11.5779166667,10.15375,6.07058333333,5.76825,5.70491666667,24.09275,9.42483333332,5.1125,6.15341666666
364.93,6.00216666667,13.3195,11.6390833333,10.1774166667,6.1245,5.81216666667,5.77675,24.1558333333,9.44824999999,5.16383333333,6.18858333333
365.29,6.02633333333,13.3573333334,11.6540833333,10.18725,6.14433333333,5.83825,5.77166666667,24.24475,9.47666666668,5.18125,6.166
365.66,6.01433333333,13.36425,11.6548333334,10.1579166667,6.159,5.82225,5.75691666667,24.2446666667,9.45883333334,5.15858333333,6.16858333333
366.02,6.027,13.3888333333,11.70375,10.1420833333,6.13466666667,5.79691666667,5.78316666667,24.2654166667,9.46325,5.1805,6.174
366.38,6.04283333334,13.49675,11.7623333333,10.1919166667,6.193,5.81458333333,5.849,24.3260833333,9.49324999998,5.2255,6.23425
366.75,5.97283333333,13.491,11.7835,10.16775,6.117,5.71766666667,5.76475,24.3139166667,9.42825,5.19591666667,6.16533333333
367.11,5.89075,13.4724166667,11.7155,10.06975,6.04125,5.61733333333,5.64658333333,24.2216666667,9.37491666668,5.11666666667,6.03975
367.47,5.88358333333,13.577,11.7534166667,10.0910833334,5.99225,5.60941666667,5.63958333334,24.3248333333,9.40458333333,5.12858333333,6.06075
367.84,5.89675,13.6465,11.7558333333,10.1385,5.99975,5.6185,5.63666666666,24.3153333333,9.47408333332,5.16733333333,6.0875
368.20,6.0105,13.805,11.8910833333,10.3034166667,6.10816666666,5.73083333333,5.7765,24.5175833334,9.62308333333,5.29316666667,6.18541666666
368.56,6.0125,13.86525,11.9191666667,10.2633333333,6.08641666667,5.68583333333,5.76033333333,24.5263333333,9.64141666667,5.307,6.1905
368.93,6.00541666666,13.90575,11.9701666666,10.27675,6.0335,5.62141666667,5.73275,24.5789166667,9.66383333332,5.30466666667,6.21833333333
369.29,5.95575,13.9213333333,11.97375,10.2528333334,5.98291666667,5.55441666667,5.723,24.53775,9.63191666666,5.31175,6.2035
369.65,5.89433333334,13.893,11.9540833333,10.2568333333,5.88583333333,5.49991666667,5.69491666667,24.51925,9.60899999999,5.25825,6.13033333333
370.01,5.73533333333,13.7604166667,11.78475,10.1263333333,5.73541666667,5.33791666667,5.4985,24.37025,9.438,5.06566666667,5.93616666667
370.38,5.67716666667,13.6974166667,11.7348333334,10.0621666667,5.61525,5.25533333333,5.39908333333,24.36775,9.35858333335,4.989,5.85258333333
370.74,5.61225,13.6803333333,11.6196666667,9.99366666667,5.51875,5.1975,5.31416666667,24.31475,9.30491666667,4.88741666667,5.78116666667
371.10,5.59608333334,13.6738333334,11.5546666667,9.98716666667,5.46458333333,5.15808333333,5.28958333333,24.3688333334,9.27283333332,4.82983333334,5.756
371.46,5.6115,13.6960833333,11.589,10.0395833333,5.54958333333,5.17916666667,5.31033333333,24.39875,9.32258333334,4.86425,5.7925
371.83,5.61291666667,13.7415,11.593,10.05925,5.53325,5.16333333333,5.32325,24.44475,9.29183333333,4.87108333333,5.77408333333
372.19,5.61683333333,13.8006666667,11.6044166667,10.047,5.5525,5.19116666667,5.32616666667,24.4423333333,9.30933333335,4.8645,5.7975
372.55,5.63658333334,13.83675,11.6569166667,10.1346666667,5.60266666667,5.24275,5.397,24.503,9.39025,4.85033333333,5.83041666667
372.92,5.70866666667,13.9675,11.7384166667,10.2664166667,5.739,5.36925,5.47933333333,24.586,9.48866666667,4.94158333334,5.86083333333
373.28,5.73016666667,14.0193333333,11.76625,10.3131666667,5.76891666666,5.41666666666,5.49166666667,24.6011666667,9.49075,4.94241666667,5.88066666667
373.64,5.78316666667,14.1229166667,11.83625,10.3700833333,5.81458333333,5.46958333333,5.54308333333,24.6963333333,9.51950000002,4.98633333333,5.93066666667
374.00,5.874,14.3095,11.964,10.52475,5.91908333333,5.57525,5.65191666667,24.9004166666,9.61416666668,5.05175,6.0235
374.37,5.9115,14.4113333333,12.03,10.5944166667,5.99291666666,5.62425,5.69591666667,24.955,9.67241666668,5.09975,6.06783333334
374.73,5.9445,14.454,12.0645833334,10.642,6.04916666667,5.65191666667,5.72991666667,25.03675,9.69391666665,5.1575,6.09866666667
375.09,6.00208333334,14.5166666667,12.17175,10.7249166667,6.13675,5.70908333334,5.78783333333,25.083,9.72366666666,5.21858333333,6.13366666667
375.45,5.98683333333,14.5715,12.16525,10.731,6.10116666667,5.72616666667,5.77275,25.1096666666,9.71725000002,5.18466666667,6.05766666667
375.81,6.01025,14.6344166667,12.2088333334,10.7424166667,6.12241666667,5.75533333333,5.759,25.16825,9.71508333334,5.18508333333,6.05766666667
376.18,5.94983333334,14.5945,12.1921666667,10.7245,6.05591666667,5.66391666667,5.698,25.15625,9.66033333334,5.12216666666,5.983
376.54,5.92291666667,14.59775,12.1749166667,10.6866666667,6.01158333334,5.62033333333,5.6285,25.1553333334,9.56566666667,5.097,5.92183333333
376.90,5.85308333333,14.5630833334,12.0929166666,10.6203333333,5.92991666667,5.52775,5.54125,25.1403333333,9.46850000001,5.00466666667,5.83866666666
377.26,5.81141666667,14.55675,12.0433333333,10.5865,5.87366666667,5.44025,5.48583333333,25.1711666666,9.43633333333,4.94041666667,5.79833333333
377.63,5.80866666667,14.5653333334,12.0430833334,10.5741666666,5.86291666667,5.4075,5.42383333333,25.20025,9.41125,4.90683333333,5.78608333334
377.99,5.76741666667,14.50725,12.0120833334,10.55125,5.81091666667,5.36025,5.38441666667,25.1258333333,9.37941666666,4.91575,5.759
378.35,5.72816666667,14.4799166667,11.99225,10.5239166667,5.76991666667,5.30883333333,5.34466666667,25.0978333333,9.33241666667,4.8595,5.717
378.71,5.79108333333,14.5549166666,12.09575,10.6163333333,5.847,5.34725,5.42341666667,25.1933333334,9.39658333333,4.90791666667,5.7905
379.07,5.82408333333,14.66,12.1518333333,10.6689166667,5.88266666667,5.3665,5.48958333334,25.2500833333,9.42208333333,4.92825,5.85091666667
379.44,5.85133333333,14.6828333334,12.18575,10.6758333334,5.87875,5.32075,5.5065,25.2655,9.38858333335,4.9345,5.88741666667
379.80,5.81891666667,14.67125,12.1994166667,10.6998333333,5.86016666667,5.28516666667,5.4815,25.2999166666,9.36025,4.86675,5.87108333333
380.16,5.88641666667,14.77475,12.3021666667,10.76475,5.92533333333,5.34483333333,5.543,25.3770833333,9.42474999999,4.93766666667,5.94158333333
380.52,5.91025,14.8249166667,12.3190833333,10.8145833333,5.95416666666,5.35216666667,5.56991666667,25.41425,9.46583333332,4.94491666667,5.97366666667
380.88,5.91233333333,14.8691666666,12.39,10.8840833334,5.9535,5.35816666667,5.56975,25.43725,9.51483333335,4.95383333333,6.01308333334
381.24,5.93516666667,14.9321666667,12.4133333333,10.9069166667,5.98775,5.39533333333,5.58525,25.4475833333,9.5585,4.989,6.0285
381.61,5.85941666667,14.9285,12.35225,10.8773333333,5.93225,5.35758333334,5.54741666666,25.42575,9.53041666665,4.94133333333,5.97058333334
381.97,5.86991666666,14.9951666667,12.3455833333,10.8925833333,5.951,5.35616666666,5.555,25.4735,9.54391666666,4.92575,5.96258333334
382.33,5.89375,15.0890833333,12.4159166667,10.9654166667,5.97666666667,5.38525,5.57041666667,25.5561666667,9.59400000001,4.98116666666,6.0065
382.69,5.916,15.1703333333,12.4333333333,10.995,5.96666666667,5.39083333333,5.55225,25.5955833333,9.61183333334,4.9805,5.976
383.05,5.94241666667,15.19375,12.45275,11.025,5.98325,5.43025,5.53316666667,25.6969166667,9.65899999999,5.01266666667,5.96916666667
383.41,5.9535,15.2376666667,12.4438333333,11.06625,6.02875,5.48283333333,5.53208333333,25.7216666667,9.68958333333,5.0195,5.95833333334
383.77,5.95233333333,15.2754166667,12.4333333333,11.0621666667,6.01433333334,5.44975,5.53133333333,25.6975833333,9.68766666667,5.03425,5.9455
384.14,5.863,15.2366666667,12.3418333333,11.00375,5.9145,5.35966666667,5.424,25.6390833333,9.60291666668,4.92225,5.84008333334
384.50,5.8185,15.2736666667,12.323,10.981,5.857,5.31241666667,5.38175,25.6323333333,9.55500000001,4.87258333333,5.78658333333
384.86,5.79208333333,15.2946666667,12.2775,10.9406666666,5.82758333333,5.28066666667,5.35975,25.6570833333,9.52266666668,4.84658333333,5.7335
385.22,5.83358333333,15.3704166667,12.3255833333,10.9984166667,5.84566666667,5.30725,5.39391666667,25.7264166666,9.55091666666,4.84133333333,5.74225
385.58,5.938,15.5191666666,12.4520833333,11.1199166666,5.9335,5.37991666667,5.48516666667,25.8495,9.65150000001,4.92291666667,5.806
385.94,5.98425,15.6011666667,12.5171666667,11.19125,5.97841666667,5.40608333334,5.52366666667,25.8926666667,9.69974999998,4.94016666667,5.83658333333
386.30,5.97858333333,15.6629166667,12.5286666667,11.2058333333,5.99525,5.41525,5.53141666667,25.9314166667,9.70550000002,4.93008333333,5.82116666667
386.66,5.94291666667,15.70375,12.5294166667,11.2085833333,5.96516666667,5.41541666667,5.53358333333,25.9454166667,9.67775000001,4.90958333333,5.80758333333
387.03,5.89516666667,15.7205,12.526,11.193,5.91858333333,5.35958333333,5.50625,25.91475,9.63983333333,4.86091666667,5.76916666667
387.39,5.88741666667,15.7680833333,12.5804166667,11.2078333333,5.906,5.35016666667,5.49183333333,25.9748333333,9.64958333332,4.85366666667,5.78041666667
387.75,5.92183333333,15.8475833333,12.6495,11.2655,5.9255,5.3885,5.5075,26.06725,9.68091666666,4.8825,5.79266666667
388.11,5.9815,15.9343333333,12.72425,11.355,5.99016666667,5.45408333334,5.56216666667,26.1523333334,9.74258333335,4.93258333333,5.84
388.47,6.04191666667,16.01175,12.81075,11.44375,6.0525,5.53125,5.61733333333,26.2431666667,9.81058333335,4.99,5.91233333333
388.83,6.03791666666,16.0646666667,12.8760833333,11.4708333333,6.06175,5.53508333333,5.63258333333,26.27075,9.82058333333,4.98666666667,5.92283333333
389.19,6.0575,16.1535,12.9288333333,11.5329166667,6.0925,5.55383333333,5.64958333334,26.3305,9.83625,5.04791666667,5.95683333333
389.55,5.98066666667,16.1025833333,12.8838333333,11.48175,6.00958333333,5.465,5.57975,26.2935833333,9.77458333332,4.96833333333,5.89316666667
389.91,5.98133333333,16.1523333333,12.9260833333,11.4965,5.98675,5.46066666667,5.55691666666,26.3475,9.78133333334,4.97341666667,5.89633333333
390.27,6.06441666667,16.19675,12.9866666667,11.5728333333,6.0445,5.51808333333,5.61941666667,26.4205,9.8465,5.03716666667,5.94433333333
390.63,6.0925,16.2550833333,13.0363333334,11.6238333333,6.07258333334,5.51475,5.6225,26.4483333333,9.88283333335,5.05291666667,5.94433333333
391.00,6.11441666667,16.3343333333,13.0690833333,11.6576666667,6.09883333333,5.54533333333,5.62708333333,26.4976666667,9.916,5.07433333333,5.96316666667
391.36,6.09008333334,16.3511666666,13.0589166667,11.647,6.06983333333,5.50416666667,5.63175,26.49625,9.89525,5.06091666667,5.92875
391.72,6.08741666667,16.3934166667,13.0675,11.662,6.07775,5.51641666667,5.65083333334,26.5340833333,9.90850000001,5.07158333333,5.94316666667
392.08,6.04033333333,16.4018333333,13.0225,11.6150833333,6.0345,5.46258333334,5.63258333333,26.5596666666,9.87833333335,5.03658333333,5.88616666667
392.44,6.02891666667,16.4323333333,13.0193333333,11.594,6.01541666667,5.42666666667,5.6185,26.5846666667,9.85941666667,5.00041666667,5.84291666667
392.80,6.08,16.5138333333,13.0430833333,11.65175,6.0455,5.45341666666,5.64391666667,26.6879166667,9.89975,5.01116666667,5.87983333333
