wavelength,Back_DigCarm,Belly_DigCarm,Breast_DigCarm,Crissum_DigCarm,Crown_DigCarm,DorTail_DigCarm,Patch10_DigCarm,Rump_DigCarm,Throat_DigCarm,WingTip_DigCarm
535.21,5.72666666667,20.4204,14.7616666667,10.6305333333,5.53106666667,7.44015925926,14.5070666667,8.0938,5.95386666667,7.15093333333
535.56,5.72293333334,20.4126666667,14.7633333333,10.6458666667,5.5132,7.42955185185,14.5128666667,8.0842,5.95013333333,7.145
535.90,5.72793333333,20.4025333333,14.7656,10.6681333333,5.51226666666,7.42576296296,14.5122,8.07646666667,5.94193333333,7.1432
536.25,5.72473333333,20.4154666667,14.7588,10.6773333333,5.51406666667,7.42210370371,14.5058666667,8.07066666667,5.93093333333,7.13993333333
536.59,5.697,20.3937333333,14.7426,10.6772,5.4968,7.40236296296,14.4709333333,8.0472,5.9076,7.13226666667
536.93,5.69826666667,20.3707333333,14.7439333333,10.6956,5.49753333333,7.39347777778,14.4703333333,8.05846666667,5.89673333333,7.13786666667
537.28,5.7036,20.3758,14.7544666667,10.7314,5.50033333334,7.39261851852,14.4676666667,8.069,5.8976,7.1456
537.62,5.71353333334,20.3788,14.7487333333,10.7658666667,5.508,7.39248148148,14.4602,8.06733333333,5.89773333333,7.1504
537.97,5.70726666667,20.3821333333,14.7467333333,10.7847333333,5.5,7.39375555555,14.4541333333,8.05913333333,5.89513333333,7.1454
538.31,5.74213333333,20.4042,14.7682,10.8452,5.51613333333,7.41847777778,14.4686,8.08873333333,5.92573333333,7.1814
538.65,5.7336,20.3909333333,14.7688666667,10.8774666667,5.51053333333,7.4157,14.4634,8.07773333333,5.92066666667,7.18806666667
539.00,5.76146666667,20.401,14.7874,10.9302666667,5.52753333333,7.44389629629,14.4726,8.11106666667,5.9502,7.2226
539.34,5.7832,20.413,14.7995333334,10.9915333333,5.55406666667,7.4851,14.4758,8.14066666666,5.97793333333,7.26006666667
539.69,5.7996,20.3986666667,14.78,11.0223333333,5.55966666667,7.51184074074,14.4748,8.1428,5.9896,7.27626666667
540.03,5.7864,20.3802,14.7536,11.0412666667,5.53706666667,7.50635185185,14.4722666667,8.1248,5.9872,7.2706
540.37,5.78833333333,20.3808666667,14.7541333333,11.0777333333,5.53253333333,7.50926666667,14.4824,8.12206666667,5.9918,7.27373333333
540.72,5.80946666667,20.4190666666,14.7686666667,11.1146,5.54993333333,7.53745925926,14.5240666667,8.12546666667,6.01933333333,7.30093333333
541.06,5.82506666667,20.4180666667,14.772,11.1369333333,5.54406666667,7.53892592593,14.5304,8.13273333333,6.03313333333,7.3156
541.40,5.8098,20.4044666667,14.7644666667,11.1358,5.5312,7.52970370371,14.5208666667,8.1282,6.0166,7.31026666667
541.75,5.8176,20.4169333333,14.7778666667,11.1667333333,5.54266666667,7.54535925926,14.5326,8.13666666667,6.01833333333,7.3254
542.09,5.80653333334,20.3922666667,14.7538666667,11.1630666667,5.5264,7.53512592593,14.5222,8.11933333333,6.0008,7.3128
542.43,5.81726666667,20.4,14.7603333333,11.1881333333,5.53333333333,7.54662592593,14.5289333333,8.12546666666,6.00966666667,7.31946666667
542.78,5.82433333333,20.4152,14.7665333333,11.2126666667,5.5374,7.55745185185,14.5460666667,8.11726666667,6.0078,7.33193333333
543.12,5.81933333333,20.4062,14.7550666667,11.2149333333,5.53233333333,7.53543703704,14.5308,8.10206666667,5.9902,7.32093333333
543.46,5.8114,20.4146,14.7632,11.2341333333,5.52046666667,7.51875925926,14.5388,8.0844,5.97786666667,7.32093333333
543.81,5.81433333333,20.3938666667,14.7663333334,11.2597333333,5.5198,7.51066666667,14.5254666667,8.086,5.9732,7.32766666666
544.15,5.82833333333,20.4116666667,14.7852666667,11.2812666667,5.5186,7.51450370371,14.5413333333,8.10333333333,5.9684,7.3394
544.49,5.80146666667,20.3783333333,14.7621333333,11.2905333333,5.48526666667,7.47829259259,14.4951333333,8.08826666667,5.93353333333,7.31666666667
544.84,5.78953333333,20.3582666667,14.7411333333,11.2972,5.47373333333,7.47869259259,14.4804,8.07086666667,5.90246666667,7.3062
545.18,5.82953333333,20.3925333333,14.777,11.363,5.49853333333,7.50892222222,14.509,8.09366666666,5.93333333333,7.347
545.52,5.84266666667,20.385,14.7755333333,11.3922,5.4926,7.50209259259,14.5035333334,8.088,5.93546666667,7.34073333333
545.87,5.86573333333,20.4311333333,14.8196,11.437,5.51953333333,7.52365555556,14.5299333333,8.12593333334,5.96746666667,7.3788
546.21,5.8912,20.4652666667,14.8523333334,11.4846666667,5.54173333333,7.5537037037,14.5669333333,8.159,5.98246666667,7.413
546.55,5.9024,20.4889333333,14.8565333334,11.5154666667,5.55853333333,7.54594074074,14.5707333333,8.17453333333,5.98686666667,7.42513333333
546.90,5.91293333333,20.5091333333,14.8706,11.5566,5.5638,7.55558888889,14.605,8.19606666667,5.9972,7.435
547.24,5.9062,20.5138,14.8704666667,11.5661333333,5.568,7.55182222222,14.5883333333,8.21673333333,6.0006,7.43466666667
547.58,5.90106666667,20.5409333333,14.8744666667,11.5932,5.57673333333,7.55636666667,14.5789333333,8.21326666667,5.99126666667,7.43193333333
547.92,5.91686666667,20.5419333333,14.8803333333,11.6246,5.60133333333,7.57098518519,14.568,8.22066666667,6.02533333333,7.445
548.27,5.9368,20.5694,14.8950666667,11.6655333333,5.6276,7.59107777778,14.589,8.23433333333,6.04013333333,7.4668
548.61,5.96553333333,20.6357333333,14.9466,11.7280666667,5.6782,7.62920370371,14.6257333333,8.2652,6.08373333333,7.5104
548.95,5.97233333333,20.6134666667,14.9342666667,11.7406666667,5.68906666667,7.62718148148,14.6035333333,8.25413333333,6.096,7.51293333333
549.29,6.00013333333,20.6509333333,14.9585333333,11.8044,5.71386666667,7.64245925926,14.6242,8.296,6.10893333333,7.55426666667
549.64,6.0066,20.6018666667,14.9569333333,11.8209333333,5.69973333333,7.61522592593,14.5958666667,8.26966666667,6.0838,7.5274
549.98,6.00853333333,20.6217333333,14.9608666667,11.8564,5.6858,7.61134444445,14.5961333333,8.2838,6.0976,7.52633333333
550.32,5.98033333333,20.6035333333,14.9649333333,11.8849333333,5.65966666667,7.60788518519,14.5736666667,8.26526666667,6.093,7.50606666667
550.66,5.98873333333,20.5988666666,14.9879333333,11.9281333333,5.66126666667,7.60347777778,14.5793333333,8.24453333334,6.08613333333,7.50166666667
551.01,6.00706666667,20.6035333333,14.9783333333,11.9859333333,5.662,7.61658518519,14.5654,8.2534,6.08066666667,7.50426666667
551.35,6.02506666666,20.6358,14.9991333333,12.0400666667,5.6446,7.61051481481,14.6142666667,8.26153333333,6.08013333333,7.50493333333
551.69,6.01733333333,20.6285333333,14.9913333333,12.0607333333,5.61746666667,7.59062962963,14.6100666666,8.25206666667,6.055,7.483
552.03,6.03313333333,20.6302,15.0173333333,12.1164,5.63806666667,7.61037777778,14.6033333333,8.26086666667,6.07173333333,7.5022
552.38,6.03966666667,20.642,15.041,12.1598,5.66006666667,7.63751481481,14.6404,8.2858,6.0832,7.51273333333
552.72,6.06226666667,20.7210666667,15.079,12.2364,5.68,7.68866666667,14.7014,8.31986666667,6.118,7.52706666667
553.06,6.04766666667,20.7322666667,15.082,12.2726666667,5.6762,7.70049259259,14.6834666667,8.301,6.11573333333,7.52066666667
553.40,6.07386666667,20.7913333333,15.0968,12.3430666667,5.72613333333,7.74236296296,14.7252,8.33666666667,6.14426666667,7.5502
553.74,6.088,20.8152666667,15.0954,12.392,5.75926666666,7.74684074074,14.7337333333,8.3366,6.165,7.56006666667
554.09,6.09886666667,20.7960666667,15.0992,12.4172666667,5.7682,7.72987037037,14.7206,8.34213333334,6.1658,7.56186666667
554.43,6.0914,20.8123333333,15.0790666667,12.4438666667,5.76353333333,7.7223,14.6976,8.34853333333,6.16406666666,7.56346666667
554.77,6.0724,20.8186666667,15.1034666667,12.4624,5.7626,7.69921111111,14.7072,8.32833333333,6.16626666667,7.54953333333
555.11,6.07913333333,20.8118666667,15.1172,12.4912666667,5.79213333333,7.72031111111,14.6953333333,8.31733333333,6.186,7.55253333334
555.45,6.06006666667,20.7869333333,15.113,12.5099333333,5.78726666667,7.70653333333,14.6784666667,8.3034,6.19993333334,7.5358
555.80,6.07073333333,20.8200666667,15.1246,12.5592666667,5.7888,7.72267777778,14.7085333333,8.3216,6.21673333333,7.538
556.14,6.0408,20.7732666667,15.0728666667,12.551,5.74073333333,7.66011481481,14.6455333333,8.2658,6.17773333333,7.46726666667
556.48,5.9446,20.6840666667,15.0076,12.4918,5.65766666666,7.56617407407,14.5864,8.19053333333,6.09186666667,7.39066666667
556.82,5.89953333333,20.6519333333,14.9508666666,12.4638,5.62706666667,7.52345555555,14.5605333333,8.15946666667,6.08326666667,7.34893333334
557.16,5.891,20.6620666667,14.9258666667,12.4748666667,5.6318,7.51112962963,14.5826,8.1644,6.10253333333,7.3652
557.50,5.85513333333,20.6375333333,14.8982666667,12.4528,5.59213333333,7.47662962962,14.5497333333,8.12573333333,6.0458,7.335
557.85,5.90326666667,20.7202666667,14.9447333333,12.5324,5.64246666667,7.53251481481,14.6070666666,8.1488,6.09186666667,7.38626666667
558.19,5.88446666667,20.7226,14.9628,12.5528,5.6452,7.54737777778,14.6135333333,8.15513333333,6.1044,7.38093333333
558.53,5.84313333333,20.696,14.9050666666,12.5564666667,5.60813333333,7.51395555555,14.5858,8.12086666667,6.0822,7.338
558.87,5.79393333333,20.6508666667,14.8824666667,12.5493333333,5.57073333333,7.47928888889,14.5454,8.1064,6.04393333333,7.3192
559.21,5.7944,20.6774,14.8890666667,12.602,5.58866666667,7.49997037037,14.5572,8.11853333333,6.039,7.35646666667
559.55,5.79473333333,20.6921333333,14.8840666667,12.6158,5.5768,7.47181481481,14.5375333333,8.08133333333,6.02806666667,7.32473333334
559.89,5.80486666667,20.7396666667,14.9102,12.6716666667,5.58026666667,7.49451481482,14.5645333333,8.10006666667,6.04873333333,7.357
560.23,5.88626666667,20.7746,14.9697333333,12.7576,5.66286666667,7.55481481481,14.5946,8.16953333333,6.1126,7.40466666667
560.58,5.96073333333,20.8618,15.0418666667,12.8563333333,5.74446666667,7.62031851852,14.6686,8.2388,6.16773333334,7.47253333333
560.92,5.96506666667,20.8965333333,15.0684666667,12.9165333333,5.73733333334,7.65288518519,14.6672666667,8.23993333333,6.17333333333,7.46826666667
561.26,5.97733333333,20.868,15.0875333333,12.9502,5.75,7.66932962962,14.6707333333,8.2646,6.2042,7.46746666667
561.60,5.94533333333,20.8477333333,15.0615333333,12.9481333333,5.72753333333,7.66941111111,14.6666,8.26826666667,6.19586666667,7.4322
561.94,5.92913333333,20.8457333333,15.0603333333,12.979,5.7238,7.66426666667,14.6518666667,8.25306666667,6.18573333333,7.42713333333
562.28,6.0098,20.9482666667,15.1576,13.0915333333,5.81766666667,7.75219629629,14.7386666667,8.32666666667,6.27273333333,7.5104
562.62,6.0424,20.9949333333,15.1943333333,13.1671333333,5.86026666667,7.79778888889,14.7787333333,8.37886666667,6.33853333333,7.545
562.96,6.04113333333,20.9972666667,15.1956666667,13.2062666667,5.87553333333,7.79459259259,14.788,8.37426666667,6.3514,7.5356
563.30,6.043,21.0306666667,15.2454666667,13.2595333333,5.92473333333,7.82837777778,14.8307333333,8.41753333333,6.39306666667,7.57326666667
563.64,6.06226666666,21.0804666667,15.2824,13.3162,5.987,7.86568518519,14.8708,8.46033333333,6.41573333333,7.59786666667
563.99,6.00886666667,21.0516666667,15.2452666667,13.3186,5.94113333333,7.82265925926,14.8150666667,8.40046666667,6.37126666667,7.55653333333
564.33,5.9518,20.966,15.2145333333,13.289,5.87566666667,7.77628888889,14.7508666667,8.3268,6.32106666667,7.5
564.67,5.90946666667,20.9259333333,15.2166,13.285,5.8576,7.73912222222,14.7298666667,8.29086666667,6.30226666667,7.4584
565.01,5.91453333333,20.9668,15.2222,13.3458666667,5.86493333333,7.74980370371,14.7308666667,8.27513333333,6.31026666667,7.4536
565.35,5.89893333333,20.9672666667,15.2322666667,13.3877333333,5.8544,7.75616666667,14.7220666667,8.2554,6.28126666667,7.4524
565.69,5.92713333333,20.9936666667,15.2604666667,13.4376666667,5.86926666667,7.78924814815,14.7884,8.2732,6.30573333333,7.48406666667
566.03,5.8582,20.9505333333,15.1931333333,13.4137333333,5.8116,7.74551111111,14.7352666667,8.22086666667,6.24506666667,7.42946666667
566.37,5.81873333333,20.9110666666,15.1346666666,13.3781333333,5.76793333333,7.69338888889,14.6944,8.1664,6.1932,7.37926666667
566.71,5.87193333333,20.9896,15.193,13.4598666667,5.81473333334,7.76396666667,14.7654,8.2088,6.2214,7.42406666667
567.05,5.85766666667,20.9862666667,15.1657333333,13.4750666667,5.78126666667,7.76124444445,14.75,8.19413333333,6.19906666667,7.39846666667
567.39,5.8294,20.9473333333,15.1410666667,13.4782,5.74413333333,7.75025925926,14.7287333333,8.15713333333,6.18866666667,7.36426666667
567.73,5.83666666667,20.9586666667,15.1482,13.5035333333,5.74833333333,7.78064444445,14.7405333333,8.16113333333,6.20966666667,7.37373333333
568.07,5.8084,21.0090666667,15.1466666667,13.5316666667,5.7354,7.78024814815,14.7729333333,8.16,6.21026666667,7.34513333333
568.41,5.8426,21.0438,15.1613333333,13.5777333333,5.75286666667,7.81503703704,14.8100666667,8.17966666667,6.2392,7.37506666667
568.75,5.8534,21.0548666667,15.1968,13.6215333333,5.76693333333,7.84429629629,14.8233333333,8.1976,6.27606666667,7.41726666667
569.09,5.86506666667,21.0465333333,15.1992666667,13.6304,5.7574,7.83094074074,14.828,8.19753333333,6.2748,7.40806666667
569.43,5.80793333333,21.0048,15.1443333333,13.6157333333,5.72293333333,7.77685555555,14.7481333333,8.14913333333,6.22826666667,7.3436
569.77,5.835,20.9995333333,15.1815333333,13.6572666667,5.7456,7.79387037037,14.7632666667,8.1626,6.25806666667,7.375
570.11,5.87846666667,21.0653333333,15.2352,13.7459333333,5.80306666667,7.87163333333,14.8241333333,8.21046666667,6.30653333333,7.42973333333
570.45,5.83846666667,21.0178666667,15.1994,13.7136,5.75353333333,7.82395555555,14.7566,8.17913333333,6.29486666667,7.385
570.79,5.834,21.005,15.1842,13.7188666667,5.75306666667,7.8058,14.7504,8.14406666667,6.28653333333,7.38833333333
571.13,5.8428,21.0121333333,15.1928666667,13.7520666667,5.76633333333,7.80999259259,14.7418666667,8.16466666667,6.2916,7.40673333334
571.47,5.85286666667,21.0394666667,15.1894666667,13.7834,5.78586666667,7.82669259259,14.7738666667,8.189,6.30253333333,7.4262
571.81,5.83173333333,20.9854666667,15.1371333333,13.7888666667,5.76006666667,7.79299259259,14.7122666667,8.16006666667,6.25246666667,7.40953333333
572.15,5.77826666667,20.9375333334,15.0851333333,13.7787333334,5.7144,7.75100740741,14.6676,8.12906666667,6.19693333333,7.37146666666
572.49,5.7308,20.9142666667,15.0566,13.7784,5.68093333333,7.70889259259,14.6628,8.0938,6.15466666667,7.33326666667
572.83,5.6866,20.8894666667,15.0074666667,13.7824,5.65906666667,7.69478518519,14.6241333333,8.05253333333,6.13,7.2976
573.17,5.71446666667,20.9353333333,15.014,13.8352,5.67973333333,7.72793703704,14.6615333333,8.06993333333,6.14413333333,7.32913333333
573.51,5.6882,20.9190666666,15.0058666667,13.8468666667,5.6516,7.71386666667,14.6459333333,8.05126666667,6.1038,7.30573333333
573.85,5.63566666667,20.8754666667,14.9749333333,13.8334,5.60106666667,7.6694,14.6002,8.00853333333,6.0604,7.26726666667
574.19,5.6174,20.8476,14.9486666667,13.8640666667,5.59226666667,7.66636666667,14.6011333333,7.99886666667,6.03773333333,7.2518
574.53,5.6206,20.8644666667,14.9665333333,13.9069333333,5.59506666667,7.68513703704,14.6191333333,8.02393333333,6.0526,7.281
574.87,5.58533333333,20.8391333333,14.9358,13.8978666666,5.5392,7.64406666666,14.6011333333,7.9716,6.03673333333,7.26166666667
575.21,5.5434,20.8128666667,14.921,13.9049333333,5.50813333333,7.61583333333,14.5779333333,7.94093333333,6.005,7.24446666667
575.55,5.55846666667,20.8150666667,14.9424666667,13.9414666667,5.53006666667,7.64588888889,14.6168,7.94813333333,6.04573333333,7.27213333333
575.89,5.54246666667,20.8140666667,14.9468666667,13.964,5.51406666667,7.62633333333,14.5874,7.91486666667,6.01693333333,7.25273333333
576.22,5.50833333333,20.7496666667,14.8991333333,13.9347333333,5.49366666667,7.59571481481,14.5353333334,7.87693333333,5.95933333333,7.22413333333
576.56,5.49166666667,20.7545333333,14.8867333334,13.9389333333,5.4834,7.56334074074,14.5285333333,7.85993333333,5.93393333333,7.22026666667
576.90,5.48233333333,20.7209333333,14.905,13.9562666667,5.47866666667,7.5642,14.5177333333,7.8544,5.93513333333,7.239
577.24,5.4504,20.7234,14.8856666667,13.9850666667,5.46773333333,7.55910370371,14.4998666667,7.84926666667,5.9382,7.23766666667
577.58,5.4704,20.7329333333,14.8836666667,14.0101333333,5.4552,7.5519,14.4918666667,7.83686666667,5.9094,7.2352
577.92,5.444,20.7462,14.8782666667,14.0123333333,5.43853333333,7.51752962963,14.48,7.80646666667,5.883,7.23353333333
578.26,5.41173333333,20.6812666667,14.8352,14.0043333333,5.4084,7.47371851852,14.4070666667,7.78046666666,5.83606666667,7.1788
578.60,5.42013333333,20.6842666667,14.8490666667,14.065,5.442,7.50670370371,14.4137333334,7.8114,5.82046666667,7.18033333333
578.94,5.37913333333,20.6552666667,14.8164666667,14.0736666667,5.38613333333,7.45298148148,14.3583333333,7.74786666667,5.75326666667,7.12713333333
579.28,5.37773333333,20.6786,14.8212,14.1316666667,5.37326666667,7.44890370371,14.3796666667,7.76226666667,5.72653333333,7.1298
579.61,5.34273333333,20.6208666666,14.7764666667,14.1411333333,5.338,7.41361851852,14.3488666667,7.7326,5.71246666666,7.10766666667
579.95,5.29333333333,20.5942666667,14.7334666667,14.1385333333,5.24466666667,7.36536666667,14.3044666667,7.6726,5.66933333333,7.0482
580.29,5.31026666667,20.5882666667,14.7588666667,14.2084666667,5.24673333333,7.38501851852,14.3248,7.68913333333,5.6854,7.0654
580.63,5.26053333333,20.5363333333,14.7260666667,14.1880666667,5.18806666666,7.33104074074,14.2696,7.644,5.60986666667,6.99486666667
580.97,5.28813333333,20.5372,14.7292,14.2191333333,5.188,7.33290740741,14.2955333333,7.64293333333,5.61506666667,7.00553333333
581.31,5.32546666667,20.5836666667,14.7762,14.2936666667,5.26713333333,7.36602592593,14.335,7.6866,5.6962,7.04386666667
581.65,5.28026666667,20.5500666667,14.7216,14.2917333333,5.2354,7.34993333333,14.2861333333,7.629,5.65513333333,7.0054
581.98,5.2068,20.4963333333,14.6572,14.2471333333,5.1758,7.29165555555,14.2562,7.54893333334,5.5856,6.94326666667
582.32,5.16866666666,20.4748666666,14.6192,14.2306666666,5.11113333333,7.24023333333,14.2199333333,7.49326666667,5.54533333334,6.9136
582.66,5.21706666667,20.4972666667,14.6445333333,14.2808,5.14206666667,7.29057407407,14.2673333333,7.54526666667,5.58833333333,6.9586
583.00,5.30066666666,20.5492666667,14.7376,14.3501333333,5.1998,7.35217037037,14.2892,7.60426666667,5.65353333333,7.02886666667
583.34,5.4488,20.7051333333,14.8643333333,14.5134666667,5.35346666667,7.51564814815,14.4442,7.76273333333,5.7858,7.19393333333
583.68,5.58726666666,20.8223333333,14.9602666666,14.6467333333,5.52646666667,7.64731481481,14.5534666667,7.90526666667,5.916,7.34006666667
584.01,5.60193333333,20.7968666667,14.9464,14.6524,5.52966666667,7.63864814814,14.5388,7.89993333333,5.9138,7.35206666667
584.35,5.6882,20.8615333333,14.9767333333,14.7491333333,5.57426666667,7.69778148149,14.6053333333,7.969,5.99,7.41026666667
584.69,5.67046666667,20.8551333333,14.9542666667,14.7652666667,5.578,7.7022,14.5930666667,7.9658,5.97553333333,7.40066666667
585.03,5.60946666667,20.7953333333,14.8816666666,14.7234,5.48,7.64546296296,14.5434,7.9054,5.89953333333,7.34573333333
585.37,5.683,20.7998666667,14.9199333333,14.7854,5.51046666667,7.69495925926,14.5785333333,7.975,5.93046666667,7.4204
585.70,5.73873333333,20.8130666667,14.9430666667,14.8429333333,5.53106666666,7.73508888889,14.5903333333,7.97913333333,5.95053333333,7.47913333333
586.04,5.83586666667,20.8541333333,14.9944666667,14.9220666667,5.62766666667,7.79211111112,14.6463333333,8.0604,5.99853333333,7.56613333333
586.38,5.8138,20.8712666667,15.0084,14.9552,5.63386666667,7.77642592593,14.6603333334,8.04933333333,5.98706666667,7.55
586.72,5.77786666667,20.8738666667,14.9714666666,14.9827333333,5.59533333333,7.74453333333,14.6778,8.00893333333,5.9592,7.54293333333
587.06,5.6456,20.7365333333,14.8109333333,14.8533333333,5.44033333333,7.57647777778,14.5102,7.83766666667,5.82433333333,7.41446666667
587.39,5.6252,20.6939333333,14.7886,14.8678,5.36873333333,7.53440370371,14.486,7.80853333333,5.79753333333,7.37806666667
587.73,5.6414,20.6969333333,14.8005333333,14.9170666667,5.35466666667,7.54367777778,14.5042666667,7.82473333333,5.79426666667,7.39326666667
588.07,5.68626666667,20.7318,14.8472,14.9703333333,5.41753333333,7.60191851852,14.5395333333,7.8778,5.8388,7.46386666667
588.41,5.72713333333,20.7055333333,14.8218,14.9927333333,5.4078,7.59501481481,14.5452666667,7.8562,5.85226666667,7.4802
588.74,5.80086666667,20.7334,14.8761333333,15.105,5.50046666667,7.65202962963,14.5895333333,7.92206666667,5.91706666667,7.5994
589.08,5.83973333333,20.7607333333,14.953,15.1859333333,5.55066666667,7.68301851851,14.6469333333,7.9698,5.96553333333,7.64213333333
589.42,5.8782,20.7823333333,14.9923333333,15.2688666667,5.58726666667,7.70671111111,14.6558,8.05433333333,6.00113333333,7.6774
589.76,5.87306666667,20.7412,14.9886,15.2982,5.56826666667,7.70164074075,14.6687333333,8.0346,6.01526666667,7.6602
590.09,5.94746666667,20.7454,15.0180666667,15.4025333333,5.61946666667,7.75644074075,14.6748666667,8.08686666667,6.08893333333,7.74286666667
590.43,5.8862,20.6206,14.9136666667,15.3201333333,5.56253333333,7.67528888889,14.5604666667,8.0244,6.02306666667,7.6526
590.77,5.89506666667,20.5847333333,14.9722,15.3652666667,5.57413333333,7.70338148149,14.5822666667,8.02833333333,6.0236,7.66486666667
591.11,5.9806,20.6742666667,15.0386,15.4732666667,5.6586,7.79274444444,14.6416666667,8.09893333333,6.08626666667,7.75946666667
591.44,5.99366666667,20.6984,15.0481333334,15.4919333333,5.69846666667,7.82751111111,14.6265333333,8.1198,6.12993333333,7.78266666667
591.78,5.959,20.659,14.9938,15.4879333333,5.65026666667,7.77990740741,14.5664666667,8.04313333333,6.10726666667,7.73826666667
592.12,5.9534,20.6680666667,15.0154,15.5176,5.6314,7.75781111111,14.5408666667,8.07053333333,6.0772,7.7298
592.46,6.002,20.7213333333,15.0756666667,15.5999333333,5.6642,7.81564814815,14.6127333333,8.11506666667,6.1292,7.7534
592.79,5.94526666667,20.6770666667,15.0051333333,15.6094666667,5.6144,7.77015925927,14.5585333333,8.06253333333,6.07206666667,7.688
593.13,5.8844,20.6555333333,14.9482666667,15.6017333334,5.5708,7.73872962962,14.5693333333,7.983,6.05726666667,7.64073333333
593.47,5.873,20.6422,14.9282666667,15.619,5.55893333333,7.73875925926,14.5124666667,7.9638,6.03086666667,7.6188
593.80,5.87613333333,20.6507333333,14.9323333333,15.6134666667,5.58413333333,7.72542222222,14.5153333333,7.96446666667,6.04406666667,7.62946666667
594.14,5.88926666667,20.7046666667,14.9852,15.6929333333,5.6172,7.75431111111,14.5360666667,7.998,6.04933333333,7.66846666667
594.48,5.9822,20.8259333333,15.0222666667,15.8076666667,5.697,7.81888148148,14.5947333333,8.08153333333,6.1172,7.72833333333
594.81,5.91006666667,20.7842,14.9861333333,15.8127333333,5.6308,7.75234814815,14.5814666667,8.01053333333,6.06226666667,7.64846666667
595.15,5.89546666667,20.7539333333,14.9564,15.8436666667,5.6188,7.72395925926,14.5552666667,7.9938,6.052,7.6234
595.49,5.92813333333,20.7484,14.9716666667,15.9044666667,5.65853333333,7.75692222222,14.5858666667,8.03833333333,6.07573333333,7.6518
595.82,5.9638,20.7754666667,15.0337333333,15.996,5.70773333333,7.80876296296,14.6362,8.06213333333,6.11973333333,7.69286666667
596.16,5.91993333333,20.7150666667,14.9714,15.9553333333,5.63966666667,7.74358148148,14.5612666667,8.01113333333,6.057,7.62546666667
596.50,5.96726666667,20.7336,14.9748,15.9875333333,5.65073333333,7.74632962963,14.5494666667,8.03246666667,6.08513333333,7.656
596.83,6.0414,20.7853333333,15.034,16.0852666666,5.70173333333,7.78890370371,14.5785333334,8.09113333334,6.11566666667,7.71366666667
597.17,6.01953333333,20.7877333334,15.0136,16.0988666667,5.7174,7.76427407407,14.5833333333,8.0834,6.11266666667,7.72253333333
597.51,5.99646666667,20.7588,14.974,16.0978,5.6656,7.73549259259,14.5468,8.05853333333,6.0698,7.68113333333
597.84,6.04933333333,20.7553333333,14.9784666667,16.1354,5.6874,7.76529259259,14.5478,8.05873333333,6.1164,7.69006666667
598.18,6.0202,20.7098666667,14.9546666667,16.151,5.6664,7.74014814815,14.5298,8.04053333333,6.10673333333,7.6538
598.52,6.04606666667,20.6994666667,14.9606,16.1714,5.70006666667,7.76775555555,14.5165333333,8.0802,6.12466666667,7.67706666666
598.85,6.07333333333,20.7208666667,14.9818,16.2232666667,5.70293333333,7.75891851851,14.5278,8.0786,6.1376,7.683
599.19,6.102,20.7569333333,15.0082666667,16.2756,5.70513333333,7.76727037037,14.5326,8.0884,6.14833333333,7.68033333333
599.53,6.0536,20.6962,14.9213333334,16.2152666667,5.64953333333,7.72938148148,14.4568,8.0424,6.11113333333,7.60853333333
599.86,6.00926666667,20.6990666667,14.9054666667,16.2352,5.6288,7.71703703704,14.4383333333,8.01213333333,6.07546666667,7.5878
600.20,5.925,20.6406,14.8464,16.1794,5.58766666666,7.66750740741,14.3893333333,7.92313333333,6.02366666667,7.50826666667
600.53,5.91326666667,20.6290666667,14.8402666667,16.1742666667,5.58086666667,7.65663703704,14.3947333333,7.916,6.01746666667,7.46426666667
600.87,5.93213333333,20.6721333333,14.8501333333,16.2355333333,5.573,7.69428148148,14.4082,7.9198,6.03113333333,7.46626666667
601.21,5.94853333333,20.727,14.9050666667,16.3428666667,5.61953333333,7.73029629629,14.4733333333,7.9234,6.0616,7.50073333333
601.54,5.92973333333,20.7603333333,14.8803333333,16.3914,5.6376,7.72569629629,14.5046,7.94053333333,6.06313333333,7.5302
601.88,5.87466666667,20.7669333333,14.8538666667,16.398,5.60173333333,7.68175185185,14.4867333333,7.923,6.04773333333,7.5098
602.21,5.80893333333,20.7574,14.7848666667,16.3856,5.51826666667,7.58218888889,14.4167333333,7.84066666667,5.97993333333,7.4338
602.55,5.81393333333,20.787,14.7994,16.4232666667,5.537,7.61649259259,14.4630666667,7.84093333333,5.99513333333,7.44886666666
602.88,5.71906666667,20.7552,14.7034666667,16.3783333333,5.4616,7.54624814815,14.3841333333,7.7712,5.92213333333,7.3746
603.22,5.79446666667,20.8412666667,14.7852666667,16.4893333333,5.54813333333,7.59442592593,14.4611333333,7.84846666667,5.98593333333,7.44933333334
603.56,5.8618,20.9038666667,14.8347333333,16.5578,5.60453333333,7.62877407407,14.5108666667,7.8934,6.04993333333,7.48713333333
603.89,5.95353333333,20.9898666667,14.9076666667,16.6662,5.66566666667,7.69822962963,14.5944,7.9578,6.12266666667,7.5708
604.23,5.96653333333,21.0212,14.9286666667,16.7026,5.68273333333,7.72906296296,14.5908666667,7.96973333333,6.162,7.6014
604.56,5.92206666667,20.9706666667,14.8895333333,16.6704666666,5.6328,7.68071111111,14.5478,7.93566666667,6.14386666667,7.566
604.90,5.93606666667,20.9832,14.8814666667,16.6836666667,5.6214,7.70225555555,14.5333333333,7.9562,6.16726666667,7.5564
