wavelength,Back_PhrAlaf,Belly_PhrAlaf,Breast_PhrAlaf,Crissum_PhrAlaf,Crown_PhrAlaf,DorTail_PhrAlaf,Patch10_PhrAlaf,Rump_PhrAlaf,Throat_PhrAlaf,WingTip_PhrAlaf
351.10,4.48544444444,21.909,11.1612222222,14.7396666666,4.055,6.08055555556,29.5204444444,5.94911111111,13.8981111111,4.97488888889
351.46,4.41111111111,22.0242222222,11.165,14.7161111111,3.97266666667,5.95588888889,29.5687777778,5.83255555556,13.8383333333,4.91111111111
351.83,4.30366666667,22.0357777778,11.0585555555,14.6303333333,3.83344444444,5.75488888889,29.4614444445,5.70377777778,13.7121111111,4.793
352.19,4.32833333333,22.2043333333,11.092,14.6713333333,3.82177777778,5.75166666667,29.5815555556,5.77333333333,13.8408888889,4.80833333333
352.55,4.42366666667,22.3561111111,11.1932222222,14.7726666667,3.93277777778,5.818,29.7373333333,5.87211111111,13.95,4.90833333333
352.92,4.56666666667,22.4648888889,11.2686666666,14.8456666667,4.04733333333,5.88266666667,29.7964444444,5.96166666667,14.0676666667,4.98955555555
353.28,4.72288888889,22.6361111111,11.4583333333,15.0198888889,4.21766666667,6.06077777778,29.9174444444,6.10277777778,14.1835555555,5.11955555556
353.65,4.66666666667,22.6057777778,11.4727777778,14.9495555556,4.20633333333,6.07555555555,29.9295555555,6.03422222222,14.1494444444,5.07822222222
354.01,4.67722222222,22.6733333333,11.554,15.075,4.251,6.10988888889,29.9966666667,6.07377777778,14.2132222222,5.03988888889
354.38,4.71244444445,22.6935555556,11.5377777778,15.1858888889,4.287,6.12766666667,30.0584444444,6.06044444444,14.2125555555,5.08588888889
354.74,4.68744444444,22.7462222222,11.5353333334,15.1992222222,4.21222222222,6.11888888889,30.0613333333,6.07377777778,14.2302222222,5.05711111111
355.11,4.673,22.7557777778,11.5071111111,15.253,4.22266666667,6.10677777778,30.1394444445,6.08066666667,14.2472222222,5.05888888889
355.47,4.65922222222,22.728,11.4588888889,15.2776666667,4.20322222222,6.14011111111,30.2031111111,6.03533333334,14.2545555555,5.03455555556
355.83,4.75388888889,22.7832222222,11.5575555556,15.424,4.27244444445,6.20022222222,30.3241111111,6.07066666667,14.3761111111,5.13422222222
356.20,4.76255555555,22.7811111111,11.6188888889,15.5025555555,4.26766666667,6.18866666667,30.3285555556,6.04888888889,14.3591111111,5.13477777778
356.56,4.71055555555,22.8086666667,11.6212222222,15.5698888889,4.25677777778,6.16122222222,30.3013333333,6.03166666667,14.3742222222,5.15055555555
356.93,4.60344444444,22.708,11.5916666667,15.5014444444,4.13822222222,6.049,30.3361111111,5.95011111111,14.2905555556,5.10144444445
357.29,4.589,22.7524444445,11.5733333333,15.5536666667,4.11344444445,6.07911111111,30.3911111111,5.96255555555,14.3305555555,5.096
357.66,4.66755555556,22.8047777778,11.6294444444,15.6514444445,4.18922222222,6.13388888889,30.4415555555,6.04555555556,14.4291111111,5.179
358.02,4.68922222222,22.9251111111,11.6437777778,15.6618888889,4.18811111111,6.15944444444,30.5262222222,6.09922222222,14.5191111111,5.28022222222
358.38,4.706,23.0053333333,11.7007777778,15.7284444444,4.20344444444,6.19211111111,30.567,6.12,14.5821111111,5.30155555556
358.75,4.89311111111,23.275,11.8821111111,15.901,4.38544444444,6.32911111111,30.7114444445,6.24766666667,14.7463333334,5.45566666667
359.11,4.95577777778,23.3777777778,11.922,15.9544444444,4.43611111111,6.34733333333,30.7617777778,6.28255555556,14.741,5.48488888889
359.48,4.94955555556,23.4982222222,12.0414444444,16.0285555555,4.46544444445,6.33144444445,30.7827777778,6.31766666667,14.82,5.51
359.84,4.90988888889,23.603,12.0547777778,16.0575555556,4.42622222222,6.32444444444,30.8806666667,6.29133333333,14.7973333333,5.44144444444
360.20,4.91866666667,23.7075555556,12.0641111111,16.1224444444,4.46166666667,6.33911111111,30.9113333333,6.306,14.8077777778,5.46333333333
360.57,4.95911111111,23.7975555556,12.1176666667,16.1192222222,4.49766666667,6.36,30.9561111111,6.31455555556,14.8195555556,5.47888888889
360.93,5.03533333333,23.9471111111,12.1878888889,16.2596666667,4.59966666667,6.43044444445,31.0127777778,6.35811111111,14.9317777778,5.55122222222
361.29,5.07322222222,24.0935555556,12.2521111111,16.2901111111,4.59422222222,6.39777777778,31.0955555555,6.36266666667,14.951,5.53988888889
361.66,5.08566666667,24.2523333333,12.3288888889,16.3852222222,4.56377777778,6.39188888889,31.2106666667,6.38888888889,14.9687777778,5.51466666667
362.02,5.14811111111,24.3423333334,12.4257777778,16.4654444444,4.61144444444,6.444,31.276,6.43155555556,14.975,5.51722222222
362.39,5.23422222222,24.5127777778,12.5028888889,16.5632222222,4.70188888889,6.53366666667,31.4218888889,6.55911111111,15.0882222222,5.62322222222
362.75,5.17766666667,24.4608888889,12.5097777778,16.5411111111,4.65933333333,6.45744444445,31.3921111111,6.52422222222,15.0616666667,5.59
363.11,5.15922222222,24.4883333333,12.5427777778,16.5631111111,4.63422222222,6.43866666667,31.4281111111,6.48722222222,15.093,5.52866666667
363.48,5.25166666667,24.5596666666,12.5214444445,16.6082222222,4.64611111111,6.48333333333,31.5081111111,6.52577777778,15.1225555556,5.55955555555
363.84,5.26866666667,24.55,12.5127777778,16.5886666667,4.63944444444,6.48044444445,31.4443333333,6.54544444445,15.1173333333,5.56966666666
364.20,5.30111111111,24.664,12.5897777778,16.6221111111,4.68188888889,6.53277777778,31.577,6.57955555556,15.1794444444,5.59577777778
364.57,5.34022222222,24.8253333333,12.6608888889,16.7392222222,4.72011111111,6.57522222222,31.7443333334,6.61544444444,15.3004444445,5.64066666667
364.93,5.30655555556,24.8793333333,12.674,16.7324444444,4.70355555556,6.56177777778,31.7991111111,6.60088888889,15.3033333333,5.59077777778
365.29,5.29955555555,24.9204444444,12.6834444444,16.774,4.71311111111,6.57422222222,31.7977777778,6.62733333333,15.2908888889,5.63633333333
365.66,5.25622222222,24.9017777778,12.6626666667,16.7636666667,4.67133333333,6.56622222222,31.7817777778,6.61277777778,15.2614444444,5.64988888889
366.02,5.238,24.8778888889,12.5905555556,16.7548888889,4.63766666667,6.50555555555,31.7937777778,6.57966666667,15.2518888889,5.61855555555
366.38,5.14566666666,24.8473333333,12.5631111111,16.7403333333,4.54855555556,6.38033333333,31.7297777778,6.48777777778,15.1942222222,5.49766666667
366.75,5.148,24.8878888889,12.5371111111,16.8032222222,4.56444444445,6.38855555555,31.8206666667,6.47677777778,15.2012222222,5.49855555555
367.11,5.163,25.0262222222,12.5865555556,16.908,4.58811111111,6.42455555556,31.8763333333,6.52488888889,15.2636666667,5.54277777778
367.47,5.06466666667,25.0108888889,12.6022222222,16.8768888889,4.536,6.33633333333,31.8502222222,6.44033333333,15.2332222222,5.48122222222
367.84,4.974,25.0446666666,12.6328888889,16.8915555555,4.50122222222,6.23911111111,31.9012222222,6.37755555556,15.2156666667,5.39988888889
368.20,4.82477777778,25.0004444444,12.5256666667,16.874,4.39844444445,6.11633333333,31.8074444445,6.27122222222,15.1685555556,5.28844444444
368.56,4.79744444445,24.9594444445,12.5225555556,16.9166666667,4.35855555556,6.07011111111,31.7296666667,6.25211111111,15.1342222222,5.244
368.93,4.78677777778,24.9648888889,12.5026666667,16.9362222222,4.29366666667,6.00688888889,31.7466666666,6.22466666667,15.1121111111,5.21377777778
369.29,4.73844444444,24.9887777778,12.5244444444,17.005,4.29766666667,5.96744444444,31.8276666667,6.22355555556,15.1792222222,5.16588888889
369.65,4.80722222222,25.0963333333,12.5768888889,17.0854444444,4.39111111111,5.97433333333,31.9266666666,6.25722222222,15.2601111111,5.17744444444
370.01,4.88,25.2047777778,12.7178888889,17.2213333333,4.51044444444,6.04644444445,31.9673333333,6.33711111111,15.3677777778,5.25033333333
370.38,4.90244444445,25.3197777778,12.7968888889,17.3104444444,4.57622222222,6.06366666667,32.0996666667,6.36377777778,15.4561111111,5.28822222222
370.74,4.96822222222,25.4502222222,12.8714444445,17.4157777778,4.62011111111,6.13177777778,32.1543333333,6.42455555556,15.5608888889,5.316
371.10,5.01755555556,25.4118888889,12.9283333333,17.4005555556,4.66511111111,6.13633333333,32.098,6.45188888889,15.5687777778,5.36022222222
371.46,5.14155555556,25.57,13.0441111111,17.5382222222,4.80044444444,6.25988888889,32.2064444444,6.60022222222,15.6624444444,5.45388888889
371.83,5.26533333333,25.7605555555,13.1267777778,17.6813333333,4.897,6.40188888889,32.3351111111,6.72833333333,15.802,5.56266666666
372.19,5.43666666667,25.9347777778,13.2365555556,17.7823333333,4.98522222222,6.47833333333,32.4878888889,6.88888888889,15.8811111111,5.65966666667
372.55,5.51866666667,26.1034444445,13.3374444445,17.8652222222,5.09411111111,6.56344444444,32.6114444444,6.97866666667,15.9332222222,5.72
372.92,5.59366666667,26.2664444444,13.42,17.9801111111,5.15233333333,6.62788888889,32.7396666666,7.05944444445,15.9934444444,5.76155555555
373.28,5.70944444444,26.344,13.501,18.0507777778,5.19133333333,6.68577777778,32.7201111111,7.11,16.0185555556,5.83144444445
373.64,5.75233333333,26.4314444445,13.5723333333,18.0827777778,5.214,6.75122222222,32.7371111111,7.11688888889,16.0705555556,5.84533333333
374.00,5.738,26.5203333333,13.5711111111,18.1321111111,5.19333333333,6.76133333333,32.7765555555,7.07488888889,16.0777777778,5.85388888889
374.37,5.71955555556,26.5624444444,13.5714444444,18.1184444444,5.11844444445,6.75211111111,32.716,7.01055555555,15.9965555555,5.83633333333
374.73,5.58822222222,26.5867777778,13.5253333334,18.0941111111,5.04133333333,6.63922222222,32.7371111111,6.92122222222,15.9192222222,5.76444444444
375.09,5.55066666667,26.6718888889,13.5002222222,18.1126666667,5.00611111111,6.58922222222,32.8022222222,6.88466666667,15.9042222222,5.69977777778
375.45,5.50044444445,26.6956666667,13.4953333333,18.1447777778,4.92533333333,6.547,32.8522222222,6.80722222222,15.8913333333,5.65188888889
375.81,5.43688888889,26.6608888889,13.4242222222,18.0872222222,4.84455555556,6.43722222222,32.8091111111,6.71511111111,15.8165555556,5.60466666667
376.18,5.35988888889,26.6555555556,13.438,18.106,4.76511111111,6.37511111111,32.7962222222,6.64588888889,15.8228888889,5.58811111111
376.54,5.21444444445,26.5796666667,13.31,18.0641111111,4.59711111111,6.25155555555,32.7323333333,6.51555555555,15.7416666667,5.47266666666
376.90,5.11144444445,26.5332222222,13.2954444444,18.0352222222,4.56122222222,6.22111111111,32.6604444444,6.44144444444,15.7036666666,5.43511111111
377.26,5.07466666666,26.6304444444,13.3144444444,18.0741111111,4.55366666667,6.21722222222,32.7896666666,6.42122222222,15.734,5.407
377.63,5.005,26.657,13.2728888889,18.0911111111,4.50533333334,6.134,32.8173333333,6.38988888889,15.697,5.35066666667
377.99,4.92711111111,26.6437777778,13.2222222222,18.0602222222,4.43277777778,6.07133333333,32.8165555556,6.33866666667,15.6622222222,5.23855555555
378.35,4.93044444444,26.6992222222,13.2164444445,18.0902222222,4.46722222222,6.05277777778,32.9063333333,6.33366666667,15.7216666666,5.21633333333
378.71,4.94,26.7625555556,13.2392222222,18.0995555556,4.43233333333,6.01755555555,32.9441111111,6.30966666667,15.7321111111,5.17788888889
379.07,4.94533333333,26.7727777778,13.2482222222,18.1266666666,4.41166666667,6.06166666667,32.9583333333,6.33133333333,15.7306666667,5.19733333333
379.44,4.95055555555,26.8333333333,13.2317777778,18.1451111111,4.43177777778,6.06411111111,32.9773333333,6.37133333333,15.7345555555,5.20055555555
379.80,5.01744444444,26.9468888889,13.3537777778,18.2542222222,4.49055555556,6.12744444444,33.0645555555,6.46944444444,15.8186666667,5.23022222222
380.16,5.02566666666,26.9713333333,13.3242222222,18.2551111111,4.50766666667,6.12266666667,33.1124444444,6.469,15.7861111111,5.17644444445
380.52,5.07066666667,27.0526666667,13.4151111111,18.3251111111,4.51455555555,6.11966666667,33.1873333334,6.48766666667,15.8221111111,5.18955555556
380.88,5.13722222222,27.2027777778,13.4893333333,18.4257777778,4.54177777778,6.11133333333,33.2875555556,6.54411111111,15.8708888889,5.22677777778
381.24,5.067,27.2007777778,13.4632222222,18.3887777778,4.46611111111,6.03866666667,33.2648888889,6.51155555555,15.8347777778,5.17455555556
381.61,5.06277777778,27.212,13.4575555555,18.386,4.445,6.02566666667,33.2753333333,6.50466666667,15.835,5.17244444444
381.97,5.04455555556,27.335,13.4868888889,18.398,4.43811111111,5.98833333333,33.3841111111,6.49355555555,15.8711111111,5.18688888889
382.33,5.06766666667,27.3938888889,13.5113333333,18.4462222222,4.43144444444,6.01266666667,33.4136666667,6.54622222222,15.8912222222,5.18233333333
382.69,5.16744444444,27.5206666667,13.6001111111,18.5225555556,4.505,6.10966666667,33.4955555556,6.63144444444,15.9717777778,5.24611111111
383.05,5.14333333333,27.6537777778,13.6102222222,18.6118888889,4.49555555556,6.09866666666,33.6171111111,6.61088888889,16.0148888889,5.21288888889
383.41,5.13155555555,27.7281111111,13.6368888889,18.6867777778,4.47144444444,6.04788888889,33.6878888889,6.56877777778,16.0351111111,5.18311111111
383.77,5.07633333333,27.7841111111,13.5886666667,18.6993333333,4.42866666667,5.98355555556,33.6726666667,6.51677777778,15.9977777778,5.12177777778
384.14,5.09777777778,27.8945555555,13.6755555556,18.8011111111,4.45555555556,6.00388888889,33.7438888889,6.52811111111,16.0783333333,5.16
384.50,5.15477777778,28.0023333333,13.7464444444,18.9025555556,4.55266666667,6.08622222222,33.8361111111,6.61666666667,16.1754444444,5.23433333333
384.86,5.13088888889,28.0537777778,13.7573333333,18.9686666667,4.55522222222,6.08588888889,33.8696666667,6.59422222222,16.2167777778,5.21933333333
385.22,5.20566666667,28.1318888889,13.8247777778,19.0638888889,4.62922222222,6.13122222222,33.9515555556,6.62655555556,16.3008888889,5.29255555555
385.58,5.26877777778,28.2472222222,13.8961111111,19.1562222222,4.66877777778,6.17944444444,34.0282222222,6.65666666667,16.3584444445,5.34944444445
385.94,5.33033333333,28.2893333333,13.9447777778,19.2285555556,4.66811111111,6.23988888889,33.9984444445,6.71144444444,16.3937777778,5.39577777778
386.30,5.31877777778,28.3807777778,13.977,19.3032222222,4.66222222222,6.23988888889,34.0662222222,6.70222222222,16.4268888889,5.40377777778
386.66,5.28266666667,28.4208888889,13.9822222222,19.3396666667,4.65133333333,6.21922222222,34.083,6.68722222222,16.4255555555,5.41677777778
387.03,5.25388888889,28.4345555556,13.9882222222,19.3582222222,4.62388888889,6.14866666667,34.0913333333,6.636,16.423,5.399
387.39,5.29255555555,28.4786666667,14.0473333333,19.4084444444,4.66233333333,6.22166666667,34.0972222222,6.70055555556,16.4756666667,5.458
387.75,5.33722222222,28.576,14.12,19.5108888889,4.69933333333,6.28811111111,34.2155555556,6.73666666667,16.5631111111,5.513
388.11,5.31033333333,28.5983333333,14.0931111111,19.5042222222,4.67566666667,6.27688888889,34.1885555556,6.72622222222,16.5405555556,5.49266666666
388.47,5.29033333333,28.6488888889,14.0587777778,19.5071111111,4.63411111111,6.23433333333,34.2111111111,6.67922222222,16.5234444444,5.44877777778
388.83,5.34588888889,28.7282222222,14.1011111111,19.5605555556,4.65644444445,6.29588888889,34.2658888889,6.75055555555,16.541,5.47988888889
389.19,5.38277777778,28.876,14.178,19.6732222222,4.70111111111,6.366,34.3475555555,6.80966666667,16.5913333333,5.51455555556
389.55,5.34811111111,28.9395555556,14.1946666667,19.7353333333,4.68344444444,6.32622222222,34.3943333333,6.80022222222,16.6306666667,5.509
389.91,5.32055555555,28.995,14.1887777778,19.7822222222,4.68233333333,6.28477777778,34.4632222222,6.78644444445,16.6156666667,5.48233333334
390.27,5.30444444444,28.9757777778,14.187,19.78,4.66911111111,6.26866666667,34.4472222222,6.78344444444,16.587,5.47288888889
390.63,5.26288888889,28.9698888889,14.1854444445,19.7888888889,4.61377777778,6.221,34.4245555556,6.75677777778,16.5498888889,5.41166666667
391.00,5.31477777778,29.036,14.2387777778,19.8412222222,4.65166666667,6.27811111111,34.4394444444,6.82122222222,16.5988888889,5.42566666667
391.36,5.29488888889,29.0608888889,14.2161111111,19.8305555556,4.629,6.20944444445,34.429,6.78988888889,16.5933333333,5.36022222222
391.72,5.29066666667,29.0828888889,14.2546666667,19.8644444444,4.64366666667,6.18311111111,34.448,6.78633333333,16.5961111111,5.35677777778
392.08,5.31666666667,29.1835555555,14.3,19.9418888889,4.67911111111,6.18533333333,34.511,6.79088888889,16.6313333333,5.37988888889
392.44,5.30066666667,29.2064444445,14.3213333333,19.957,4.68166666667,6.15811111111,34.5308888889,6.78711111111,16.6284444444,5.35166666667
392.80,5.24877777778,29.2181111111,14.3017777778,19.9501111111,4.64455555556,6.09777777778,34.546,6.72222222222,16.6157777778,5.305
393.16,5.20444444444,29.2123333333,14.2546666667,19.914,4.60955555556,6.03966666666,34.508,6.68955555556,16.5805555556,5.25111111111
393.52,5.20822222222,29.2524444444,14.2864444445,19.9297777778,4.606,6.06411111111,34.4934444444,6.697,16.568,5.22566666666
393.88,5.22211111111,29.2781111111,14.3114444444,19.9597777778,4.62666666667,6.06911111111,34.4856666667,6.69977777778,16.5931111111,5.22111111111
394.24,5.19011111111,29.3488888889,14.3201111111,19.9523333333,4.59644444444,6.03988888889,34.5356666667,6.66022222222,16.5933333333,5.17266666667
394.60,5.22355555555,29.4294444445,14.3514444445,20.0108888889,4.64544444444,6.08611111111,34.5931111111,6.66933333333,16.6353333333,5.213
394.96,5.24444444444,29.5127777778,14.3627777778,20.073,4.64677777778,6.09111111111,34.6762222222,6.66455555555,16.6566666667,5.24477777778
395.32,5.24022222222,29.5737777778,14.3995555555,20.1095555556,4.63088888889,6.10811111111,34.7192222222,6.64811111111,16.6518888889,5.258
395.68,5.20577777778,29.6408888889,14.3734444444,20.0898888889,4.57622222222,6.08722222222,34.7171111111,6.62533333333,16.6267777778,5.23322222222
396.04,5.18922222222,29.6653333333,14.3721111111,20.1105555556,4.54244444444,6.07266666667,34.7432222222,6.61511111111,16.6234444444,5.21533333333
396.40,5.22144444444,29.7554444445,14.4082222222,20.1901111111,4.55111111111,6.083,34.7917777778,6.61933333333,16.6715555555,5.24188888889
396.76,5.24544444445,29.8322222222,14.4533333333,20.2651111111,4.57144444444,6.08644444444,34.8584444445,6.638,16.7047777778,5.26133333334
397.12,5.20555555555,29.8648888889,14.4443333333,20.2831111111,4.52644444444,6.053,34.8787777778,6.59711111111,16.7003333333,5.24666666667
397.48,5.17755555555,29.9184444445,14.4345555556,20.3433333333,4.50355555556,5.99855555555,34.9537777778,6.56655555556,16.6977777778,5.22366666667
397.84,5.18711111111,29.9706666667,14.4911111111,20.369,4.50177777778,5.99544444445,35.0038888889,6.58844444444,16.7091111111,5.239
398.20,5.256,30.0804444445,14.5493333333,20.4816666667,4.54477777778,6.04333333333,35.0542222222,6.639,16.7554444444,5.30233333333
398.56,5.30255555556,30.1343333333,14.583,20.5562222222,4.57633333333,6.04622222222,35.0902222222,6.68177777778,16.7847777778,5.31633333333
398.92,5.31611111111,30.1646666667,14.6371111111,20.6003333333,4.60977777778,6.06111111111,35.072,6.71011111111,16.8002222222,5.33066666666
399.28,5.30933333333,30.23,14.653,20.6628888889,4.61755555556,6.06788888889,35.1435555555,6.71111111111,16.8193333333,5.33022222222
399.64,5.32644444444,30.24,14.653,20.7613333333,4.64577777778,6.09077777778,35.1601111111,6.72877777778,16.8242222222,5.36011111111
400.00,5.33733333333,30.3277777778,14.71,20.8375555555,4.66633333333,6.13511111111,35.2024444444,6.76533333334,16.8436666667,5.37422222222
400.36,5.32488888889,30.3318888889,14.7195555556,20.8671111111,4.66088888889,6.15088888889,35.186,6.76888888889,16.8202222222,5.37711111111
400.72,5.31377777778,30.3764444444,14.7295555556,20.8682222222,4.62277777778,6.15022222222,35.1588888889,6.75688888889,16.8311111111,5.34122222222
401.08,5.32366666667,30.4678888889,14.7868888889,20.9472222222,4.61266666667,6.14177777778,35.2493333333,6.76833333333,16.8748888889,5.31044444444
401.44,5.32766666667,30.5173333333,14.816,20.959,4.60311111111,6.138,35.3143333333,6.77911111111,16.8863333334,5.30177777778
401.80,5.29188888889,30.576,14.8208888889,21.0018888889,4.57877777778,6.11833333333,35.3308888889,6.75955555556,16.8775555556,5.26733333333
402.16,5.30111111111,30.6488888889,14.8644444445,21.077,4.59755555555,6.09822222222,35.3913333333,6.76855555556,16.9154444444,5.26766666667
402.52,5.278,30.7338888889,14.9052222222,21.1275555556,4.56122222222,6.08333333333,35.4793333333,6.75688888889,16.9647777778,5.26111111111
402.88,5.274,30.7993333334,14.9196666667,21.1745555556,4.556,6.084,35.5055555556,6.76233333333,16.9684444445,5.26877777778
403.24,5.28422222222,30.8757777778,15.0011111111,21.2513333334,4.57644444444,6.10455555556,35.5596666667,6.79422222222,17.0116666667,5.28066666667
403.60,5.28377777778,30.9421111111,15.0582222222,21.2695555555,4.57977777778,6.09944444444,35.615,6.78944444444,17.0262222222,5.25988888889
403.95,5.33844444444,30.998,15.1116666667,21.3068888889,4.614,6.11377777778,35.6547777778,6.81822222222,17.0712222222,5.28266666667
404.31,5.31822222222,31.063,15.115,21.2983333333,4.60088888889,6.09011111111,35.7116666667,6.81844444444,17.0672222222,5.26488888889
404.67,5.35377777778,31.1114444444,15.1628888889,21.3851111111,4.64577777778,6.11544444444,35.7557777778,6.847,17.073,5.30311111111
405.03,5.37411111111,31.185,15.1806666667,21.4454444444,4.67922222222,6.14122222222,35.7792222222,6.86933333333,17.0561111111,5.33211111111
405.39,5.392,31.2356666667,15.2073333333,21.482,4.702,6.16277777778,35.8142222222,6.86188888889,17.0744444444,5.35877777778
405.75,5.40622222222,31.2952222222,15.2201111111,21.5264444444,4.70966666666,6.15833333333,35.8732222222,6.85622222222,17.0856666666,5.35633333334
406.11,5.38922222222,31.292,15.1976666667,21.5303333333,4.69855555556,6.14466666667,35.8692222222,6.84477777778,17.0604444444,5.33666666667
406.47,5.40488888889,31.3197777778,15.1981111111,21.5764444445,4.72888888889,6.15955555556,35.8487777778,6.85011111111,17.0498888889,5.34755555556
406.83,5.36088888889,31.3658888889,15.1986666667,21.5642222222,4.69166666667,6.10411111111,35.9056666667,6.80988888889,17.0257777778,5.28977777778
407.19,5.36777777778,31.4146666667,15.1947777778,21.5971111111,4.67611111111,6.08011111111,35.9287777778,6.80022222222,17.0013333333,5.276
407.55,5.38966666667,31.4624444445,15.2198888889,21.6242222222,4.68166666667,6.08377777778,35.9816666667,6.80533333334,17.0354444445,5.28811111111
407.90,5.38711111111,31.5304444444,15.2575555556,21.7082222222,4.68166666667,6.10066666667,36.0596666667,6.82155555555,17.0556666667,5.30288888889
408.26,5.42888888889,31.6166666667,15.3323333333,21.8044444444,4.71477777778,6.14822222222,36.1093333333,6.84933333333,17.1251111111,5.33
408.62,5.39722222222,31.6637777778,15.3325555555,21.8195555556,4.70488888889,6.13977777778,36.1655555556,6.84211111111,17.136,5.32033333333
408.98,5.40822222222,31.6808888889,15.3621111111,21.8185555555,4.68555555556,6.13277777778,36.1703333333,6.83488888889,17.1592222222,5.334
409.34,5.40588888889,31.7035555556,15.3718888889,21.8593333333,4.67044444444,6.13122222222,36.1423333334,6.86677777778,17.1713333333,5.31188888889
409.70,5.41344444444,31.7946666667,15.4116666667,21.9484444444,4.69355555556,6.16244444444,36.193,6.90066666667,17.226,5.35188888889
410.06,5.44566666667,31.8845555556,15.4867777778,22.054,4.72266666667,6.20088888889,36.2453333333,6.94833333333,17.2876666667,5.38422222222
410.42,5.45411111111,31.9401111111,15.521,22.0673333333,4.71222222222,6.21,36.2861111111,6.96022222222,17.3092222222,5.38222222222
410.77,5.44677777778,31.9745555556,15.5374444444,22.1272222222,4.72133333333,6.21544444444,36.3061111111,6.95766666667,17.3312222222,5.37977777778
411.13,5.45288888889,32.006,15.5506666667,22.1682222222,4.73822222222,6.23511111111,36.3363333333,6.96122222222,17.3522222222,5.39
411.49,5.457,32.0701111111,15.568,22.236,4.75066666667,6.25966666667,36.3315555556,6.98888888889,17.3626666667,5.41644444444
411.85,5.47866666667,32.1002222222,15.5815555556,22.2502222222,4.76177777778,6.26566666667,36.3321111111,6.99288888889,17.3741111111,5.41444444445
412.21,5.47266666667,32.1465555556,15.5972222222,22.284,4.76566666667,6.24177777778,36.3425555556,7.00066666666,17.3646666667,5.41266666667
412.57,5.51022222222,32.2078888889,15.6487777778,22.3513333333,4.78633333333,6.24911111111,36.3547777778,7.02888888889,17.4107777778,5.41922222222
412.92,5.52255555556,32.2468888889,15.6923333333,22.4163333333,4.81944444445,6.26044444444,36.3926666667,7.04188888889,17.4225555556,5.41055555555
413.28,5.56355555556,32.3505555555,15.7392222222,22.5102222222,4.85588888889,6.26611111111,36.4421111111,7.06366666667,17.4648888889,5.43133333333
413.64,5.60366666667,32.3794444445,15.7664444444,22.5445555556,4.87366666667,6.27766666666,36.4538888889,7.08244444444,17.4436666667,5.42511111111
414.00,5.62422222222,32.4303333334,15.8202222222,22.576,4.88688888889,6.29666666667,36.495,7.08711111111,17.4498888889,5.44722222222
414.36,5.62255555555,32.4696666667,15.8541111111,22.6426666667,4.88288888889,6.27222222222,36.5274444444,7.10344444445,17.4418888889,5.43533333334
414.72,5.65233333333,32.5061111111,15.8821111111,22.7042222222,4.877,6.27822222222,36.5493333333,7.13377777778,17.4717777778,5.45833333334
415.07,5.68411111111,32.592,15.941,22.7691111111,4.91266666667,6.29055555556,36.5831111111,7.18822222222,17.5115555555,5.47844444444
415.43,5.67688888889,32.6233333333,15.9903333333,22.7937777778,4.91733333333,6.27944444444,36.6006666667,7.16611111111,17.509,5.46322222222
415.79,5.645,32.7277777778,16.0251111111,22.8511111111,4.89488888889,6.25566666667,36.6597777778,7.15088888889,17.5004444444,5.44822222222
416.15,5.64833333333,32.7932222222,16.04,22.9161111111,4.88555555555,6.25888888889,36.7087777778,7.15455555556,17.4777777778,5.46033333333
416.51,5.64933333333,32.8654444445,16.0583333334,22.978,4.89644444445,6.26088888889,36.7724444444,7.16377777778,17.4928888889,5.47522222222
416.86,5.68022222222,32.9252222222,16.0815555555,23.0441111111,4.90333333333,6.29944444444,36.8331111111,7.18866666667,17.5051111111,5.51611111111
417.22,5.62177777778,32.9182222222,16.0517777778,23.0296666666,4.88211111111,6.274,36.8278888889,7.14255555556,17.4385555556,5.485
417.58,5.59588888889,32.9376666667,16.0541111111,23.0566666667,4.86066666666,6.24866666667,36.8382222222,7.10855555556,17.4281111111,5.46555555556
417.94,5.55288888889,32.9294444444,16.0148888889,23.0588888889,4.83,6.20455555555,36.8155555556,7.07333333333,17.3706666667,5.41933333333
418.29,5.55388888889,32.9874444445,16.0146666667,23.1003333333,4.83733333333,6.21266666667,36.8686666667,7.05755555555,17.3566666667,5.41588888889
418.65,5.55244444445,33.0541111111,16.0374444444,23.1268888889,4.83766666667,6.21733333333,36.8977777778,7.05766666667,17.3258888889,5.41366666667
419.01,5.54844444444,33.0875555555,16.0438888889,23.1864444445,4.84533333334,6.21333333333,36.9361111111,7.05144444444,17.3202222222,5.42722222222
419.37,5.559,33.1358888889,16.0342222222,23.2157777778,4.83455555555,6.21977777778,36.9812222222,7.05966666667,17.3253333333,5.434
419.73,5.57911111111,33.1581111111,16.0466666667,23.2562222222,4.85644444444,6.24055555556,37.0018888889,7.07566666667,17.334,5.44933333333
420.08,5.57277777778,33.1667777778,16.0531111111,23.2783333334,4.85588888889,6.243,37.0213333333,7.07677777778,17.3426666667,5.43611111111
420.44,5.56677777778,33.1812222222,16.0694444444,23.2932222222,4.85444444444,6.23622222222,37.012,7.06844444444,17.3145555556,5.42888888889
420.80,5.53266666667,33.2095555555,16.0587777778,23.2945555556,4.83544444444,6.19877777778,37.0108888889,7.03411111111,17.2925555556,5.38988888889
421.16,5.55988888889,33.2503333334,16.0875555556,23.3507777778,4.84933333333,6.20977777778,37.0405555555,7.05611111111,17.3122222222,5.41222222222
