wavelength,Back_TanDowm,Belly_TanDowm,Breast_TanDowm,Crissum_TanDowm,Crown_TanDowm,DorTail_TanDowm,Patch10_TanDowm,Patch11_TanDowm,Patch12_TanDowm,Rump_TanDowm,Throat_TanDowm,WingTip_TanDowm
324.74,9.1585,6.4545,8.7385,9.02616666669,7.2355,10.4993333334,64.5743333333,19.0096666667,5.87966666667,10.6838333333,10.3373333333,11.7963333333
325.10,9.31933333332,6.785,9.29083333333,9.21966666665,7.36866666667,10.8288333333,64.7798333333,19.4288333333,6.15133333333,10.9853333333,10.7076666667,12.0245
325.47,9.47983333331,6.88466666666,9.39516666669,9.31783333334,7.2995,10.886,65.7805,19.6695,5.97033333333,11.0406666667,10.9703333333,12.2293333334
325.84,9.65699999999,7.4865,10.0371666667,9.7885,7.9635,11.4888333333,66.1411666667,19.8675,6.498,11.3231666667,11.0741666667,12.4291666667
326.21,9.10583333333,6.83266666667,9.52466666669,9.25700000002,7.03866666667,10.7471666666,66.0761666666,19.3311666667,5.75466666666,10.5066666667,10.1428333333,11.6468333333
326.57,9.1955,7.21183333333,9.49566666666,9.61816666667,7.08933333334,10.5248333333,66.5985,19.7888333333,6.40083333333,10.634,10.4226666667,12.1335
326.94,9.2645,7.46333333333,9.41416666665,9.44133333334,7.26616666667,10.5696666667,66.6598333333,19.8886666666,6.19916666666,10.5491666667,10.3181666667,12.0718333333
327.31,8.53133333334,6.9535,9.14616666665,9.12583333332,6.578,9.8565,66.7691666667,19.6856666667,5.8675,10.1505,9.75400000002,11.3525
327.67,8.97033333333,7.11383333333,9.46466666665,9.37000000002,6.83616666666,10.6166666666,66.8021666667,20.1896666666,6.27366666667,10.6233333334,10.271,12.0055
328.04,8.95833333333,7.381,9.477,9.354,6.78683333334,10.392,66.9738333334,20.2581666666,6.377,10.706,10.399,12.0785
328.41,9.01516666666,7.562,9.49033333332,9.59333333335,6.90066666666,10.2823333333,67.2658333334,19.993,6.5565,11.0191666667,10.4338333333,12.2036666667
328.78,8.34383333334,6.78916666667,8.6605,9.11066666665,6.02916666667,9.32166666667,67.0745,19.1993333333,5.87433333333,10.2083333333,9.66633333334,11.4536666667
329.14,8.6075,6.77766666667,8.6075,9.31216666667,6.16533333333,9.405,67.3145,19.2581666666,5.86633333333,10.1451666667,9.57583333334,11.5053333333
329.51,8.28366666667,6.5145,8.298,8.76683333334,5.76183333333,8.98,66.6525,18.7766666667,5.797,10.1733333334,9.17866666665,11.0471666667
329.88,8.1125,5.8425,7.65716666667,8.03449999998,4.93166666667,8.48966666667,66.3323333334,18.5166666666,5.36566666666,9.86333333332,8.78183333335,10.6178333333
330.24,8.39033333334,6.63833333333,8.19133333334,8.48949999999,5.39716666667,8.80866666667,66.6313333333,19.1348333333,6.0285,10.5176666667,9.26233333332,11.3828333333
330.61,8.58766666667,6.51133333333,8.26983333334,8.53116666668,5.339,9.3855,66.5676666666,19.1876666666,5.7485,10.4306666666,9.08166666667,11.3628333334
330.98,8.80433333334,6.9415,8.67166666667,9.29250000001,5.70666666666,9.94833333334,66.59,19.8616666667,6.251,10.9251666667,9.46016666666,11.7971666666
331.34,9.34233333335,7.55766666667,9.02666666668,9.51383333335,6.22583333334,10.5575,66.9413333334,20.037,6.52833333334,11.3263333333,9.74050000002,12.5481666667
331.71,8.79416666667,7.9065,8.87533333335,9.5055,5.98916666666,9.94583333335,66.7615,19.6611666667,6.206,10.7183333333,9.26150000001,12.1071666667
332.08,8.80216666667,7.47916666666,8.72916666666,9.56,5.73733333334,9.8125,66.5403333334,19.6118333333,6.0765,10.5636666667,8.98816666667,12.086
332.44,8.79266666667,7.98483333333,8.97483333331,9.76283333333,6.08283333333,10.0688333333,66.6601666666,19.8451666667,6.22633333333,10.2775,9.35916666665,12.1793333333
332.81,8.87866666667,8.20016666666,9.35433333335,9.86800000001,6.22783333333,10.4451666667,66.7745,20.0026666667,6.2595,10.5848333333,9.32283333331,12.4301666666
333.18,8.19233333333,7.7915,8.92533333331,9.40116666665,5.687,9.84566666665,66.5351666666,19.8235,5.74966666667,9.92100000001,8.9,11.9566666667
333.54,8.0815,7.946,9.034,9.52566666668,5.78933333333,9.75283333334,66.5805,19.6718333334,5.59883333333,9.67933333335,8.74516666666,11.8915
333.91,8.261,8.47783333333,9.35766666667,9.99633333335,6.32066666666,10.1108333333,66.8175,19.9625,5.69433333333,10.0385,9.05049999998,12.256
334.28,8.30983333333,8.12633333333,9.29799999999,10.0736666667,6.51033333333,10.251,66.714,19.7618333333,5.53383333334,9.93733333331,8.93116666666,11.8903333334
334.64,8.25733333334,7.959,9.03516666665,9.94733333335,6.386,9.68416666665,66.6843333333,19.5203333333,5.33916666667,9.80699999998,8.72516666667,11.6841666667
335.01,8.06883333333,7.81533333334,8.74783333332,9.8355,6.01416666666,9.47283333333,66.517,19.0663333334,5.18533333333,9.39233333333,8.644,11.4296666667
335.38,8.31633333333,7.8105,8.64616666666,10.1865,6.13916666666,9.49866666666,66.5245,19.3323333334,5.224,9.49283333335,8.74266666667,11.5961666667
335.74,8.52416666666,7.59833333333,8.77116666666,10.1568333334,6.156,9.64066666667,66.5936666667,19.4613333333,5.376,9.478,8.771,11.6666666667
336.11,8.03516666667,7.2105,8.34183333331,9.64,5.851,9.22766666666,66.6666666667,19.0236666667,4.89266666667,9.14966666667,8.30233333333,10.9441666667
336.47,7.67816666666,6.61233333333,7.978,9.07199999998,5.2855,8.59966666666,66.2505,18.6375,4.336,8.77199999998,7.58383333334,10.3656666667
336.84,7.65516666667,6.596,7.7485,9.18816666666,5.3275,8.44916666667,65.9718333333,18.6628333333,4.50583333333,8.80766666668,7.66033333334,10.1368333333
337.21,7.6335,6.57716666666,7.73166666666,9.22349999999,5.49933333333,8.3035,65.6433333333,18.458,4.36666666667,9.01116666665,7.63883333334,10.405
337.57,7.791,6.6515,7.72566666667,9.38583333335,5.74533333334,8.43633333333,65.5925,18.7608333333,4.73633333333,9.10349999998,7.75816666667,10.5413333333
337.94,7.57966666667,6.39116666667,7.49333333334,9.14633333335,5.36983333334,7.92,65.0351666666,18.3361666667,4.41366666666,8.66033333332,7.37983333333,10.2538333333
338.31,7.019,6.15483333334,7.078,8.57350000002,4.98316666666,7.31566666666,64.6098333333,18.1996666667,4.09266666667,8.15233333331,7.062,9.79916666665
338.67,6.88816666667,6.2085,6.94183333333,8.40816666665,5.18616666667,7.14533333333,64.2956666667,18.2508333333,4.2655,8.09233333332,6.91516666666,9.73533333333
339.04,6.7015,6.12416666666,7.16233333333,8.41783333334,5.29233333333,7.136,63.8058333334,18.33,4.3495,8.11616666669,6.88716666667,9.47250000001
339.40,6.13983333333,5.8825,7.14216666667,8.22833333331,5.274,6.6595,63.2661666666,18.0205,4.07733333333,7.99733333331,6.61216666667,8.96833333333
339.77,6.00266666667,5.91916666667,7.11966666667,8.30983333335,5.50366666666,6.66266666667,63.299,18.0698333333,4.11616666667,8.32550000001,6.68833333333,8.97016666666
340.14,6.446,6.44066666666,7.529,8.94866666668,6.22116666666,7.21716666667,63.0196666666,18.6228333333,4.7095,8.67316666669,7.14583333333,9.56683333335
340.50,6.30816666667,6.4045,7.28033333333,9.14833333335,6.212,7.154,63.1125,18.6765,4.68316666667,8.66750000001,7.21433333333,9.609
340.87,6.39516666667,6.44966666666,7.42,9.11716666666,6.325,7.17633333334,62.6505,18.6571666667,4.76233333334,8.515,7.216,9.60483333335
341.23,6.36933333333,6.45783333333,7.27983333334,8.97816666668,6.28566666666,7.26033333333,62.6255,18.6013333333,4.8485,8.42683333334,7.23066666666,9.42616666667
341.60,6.32316666667,6.328,7.42133333334,8.96950000001,6.27,7.36333333333,62.2883333333,18.5246666667,4.5865,8.51,7.25216666666,9.29866666669
341.96,5.994,6.2095,7.16616666667,8.78766666665,6.17116666667,7.1135,62.2943333334,18.4223333334,4.64033333333,8.21866666665,6.99883333333,8.98850000002
342.33,6.28116666666,6.18733333333,7.2755,8.95483333335,6.25783333334,7.16283333333,62.2338333333,18.3975,4.81766666666,8.58416666669,7.2285,9.15183333335
342.70,6.24933333334,6.30933333333,7.55566666667,9.15716666665,6.2585,7.52316666667,62.4158333333,18.4853333333,4.84166666667,8.6725,7.597,9.28183333335
343.06,6.58916666667,6.45716666667,7.54533333333,9.12566666668,6.348,7.377,62.582,18.57,4.84516666666,8.82966666667,7.71833333333,9.39433333334
343.43,6.801,6.5575,7.48616666667,9.10866666667,6.08433333333,7.513,62.7725,18.668,5.05666666667,8.59916666665,7.76533333333,9.29800000001
343.79,6.86216666666,6.73766666666,7.48783333333,9.16116666665,5.9565,7.41683333334,62.6543333334,18.7703333334,5.1175,8.513,7.834,9.14783333334
344.16,7.00283333333,6.98533333333,7.77133333333,9.14983333335,5.93616666666,7.43316666667,62.8336666667,19.0025,5.32133333333,8.67583333333,7.98183333333,9.24200000002
344.52,7.56183333333,7.24166666667,8.03733333333,9.32983333335,6.22133333333,7.9205,62.6546666667,19.1566666667,5.6595,8.86716666668,8.2275,9.35583333335
344.89,7.90866666667,7.43066666667,8.26716666667,9.66733333331,6.67083333334,8.18633333333,62.5565,19.3981666667,5.984,9.22316666665,8.54466666666,9.52633333333
345.25,8.027,7.50783333333,8.35466666667,9.84366666668,6.704,8.15883333334,62.63,19.6443333334,6.1935,9.39683333333,8.6355,9.29483333335
345.62,7.94916666667,7.597,8.08933333333,9.76999999999,6.54866666667,8.02566666667,62.4861666667,19.6883333334,6.4,9.20550000002,8.6665,9.28616666669
345.99,8.21933333333,7.72183333334,8.2365,9.96966666667,6.79383333333,8.24483333334,62.2341666666,19.8341666666,6.57483333333,9.40883333332,8.92783333334,9.33699999999
346.35,8.18516666667,7.80416666667,8.308,9.8535,6.94433333333,8.34183333333,62.1018333334,19.9651666666,6.593,9.45966666666,8.80766666666,9.33250000001
346.72,7.93433333333,7.46016666667,7.90416666667,9.59949999998,6.59333333333,8.01966666666,61.8883333333,19.7453333334,6.2215,9.14266666669,8.643,8.801
347.08,7.97833333333,7.53366666667,7.92283333333,9.62450000002,6.60166666667,8.0555,61.7153333334,19.8308333334,6.15683333334,9.17533333334,8.60266666667,8.92750000001
347.45,7.85633333333,7.4285,7.98466666667,9.57616666666,6.75666666666,8.083,61.3733333333,19.8973333334,6.03333333333,9.09283333333,8.61366666667,8.88766666668
347.81,8.02,7.398,7.98583333333,9.46616666665,6.64266666667,8.27333333333,61.174,19.958,6.029,9.15300000002,8.63383333333,8.784
348.18,7.8685,7.28116666666,7.79566666666,9.49266666665,6.5655,8.38233333333,60.7825,19.8765,6.02116666666,9.03383333335,8.71683333333,8.5455
348.54,7.347,6.98533333333,7.58816666666,9.02233333332,6.23166666666,7.782,60.7536666666,19.862,5.63733333334,8.75983333333,8.53133333333,8.29016666666
348.91,7.0585,6.86333333333,7.49233333333,8.663,5.85333333333,7.50966666666,61.0346666666,19.7535,5.38483333333,8.50683333333,8.40283333333,8.15983333334
349.27,7.14333333334,6.937,7.703,8.76583333333,5.95983333334,7.68566666666,60.6765,19.6963333334,5.49083333334,8.51616666665,8.54633333333,8.40866666666
349.64,7.415,7.04766666667,8.077,8.90566666666,6.14216666667,7.8465,60.6356666666,19.6736666666,5.48,8.71783333333,8.7435,8.25216666666
350.00,7.33733333333,6.89383333333,7.9645,8.79600000001,5.95083333333,7.69583333333,60.3831666666,19.5378333334,5.30683333333,8.77483333331,8.76216666666,8.11783333333
350.37,7.381,6.83483333333,7.8465,8.81600000002,5.73883333334,7.546,60.2716666667,19.1976666667,5.231,8.45166666666,8.6505,7.90583333333
350.73,7.87083333333,7.31666666667,8.23333333334,9.13333333333,6.125,7.9125,59.9125,19.5208333334,5.95,8.9875,8.975,8.38333333333
351.10,7.49233333333,6.9025,7.96566666667,8.81316666666,5.87283333333,7.625,59.5026666667,18.9966666667,5.7105,8.68850000002,8.676,7.83716666667
351.46,7.51583333333,6.91333333334,7.81066666667,8.62650000001,5.70033333333,7.53216666666,59.1221666667,18.7565,5.50366666666,8.69616666665,8.7085,7.78633333333
351.83,7.38666666666,6.7365,7.6345,8.56083333335,5.66416666667,7.22416666666,58.5773333333,18.5886666667,5.4485,8.53666666666,8.54866666666,7.70766666667
352.19,7.31333333333,6.57983333333,7.507,8.26883333335,5.64833333333,6.86183333333,58.2326666666,18.3155,5.225,8.37766666669,8.25283333333,7.51116666666
352.55,7.546,6.81666666667,7.74066666667,8.66816666665,5.96783333333,7.20533333334,57.9825,18.4235,5.5435,8.66833333333,8.45033333333,7.74866666667
352.92,7.59316666667,7.03233333333,7.823,8.83583333333,6.18633333333,7.19183333333,57.5076666667,18.4353333333,5.64516666667,8.81649999999,8.61016666667,7.6475
353.28,7.63816666667,7.14116666666,7.8845,8.85516666669,6.23216666667,7.226,57.615,18.5925,5.70833333334,8.90916666666,8.68566666666,7.792
353.65,7.36383333333,6.7745,7.364,8.626,5.98,6.7745,57.2003333333,18.522,5.5735,8.74000000001,8.421,7.706
354.01,7.41283333333,6.91333333333,7.45733333334,8.5945,6.02666666667,6.87966666667,56.958,18.4666666666,5.50083333333,8.65766666668,8.42283333333,7.74083333333
354.38,7.34366666666,6.847,7.25166666666,8.57600000002,6.03383333333,6.961,56.8471666666,18.587,5.36066666667,8.5245,8.45116666666,7.741
354.74,7.473,6.88616666667,7.43333333333,8.76183333331,6.224,6.9945,56.7028333334,18.8228333334,5.43183333333,8.52433333331,8.53133333334,7.78966666666
355.11,7.56,7.11766666667,7.48616666667,9.01199999999,6.47583333334,7.2545,56.6758333333,19.0485,5.771,8.63683333333,8.84383333333,8.14916666666
355.47,7.52533333333,7.045,7.311,9.06866666666,6.46166666666,7.11416666666,56.458,19.0878333334,5.86383333333,8.58550000001,8.79266666667,8.16083333333
355.83,7.547,6.93816666666,7.479,9.08583333332,6.41033333334,7.25583333333,56.187,18.9973333333,5.8895,8.50066666666,8.77483333333,8.25366666666
356.20,7.5725,6.95566666667,7.5525,9.15399999999,6.28266666667,7.559,55.9975,19.1865,5.90483333333,8.56366666665,8.849,8.4775
356.56,7.281,6.722,7.255,8.82049999998,5.879,7.33966666666,55.4606666666,19.0328333333,5.68316666667,8.21550000002,8.68633333333,8.2615
356.93,7.2325,6.50816666666,7.20983333333,8.70333333333,5.79383333333,7.543,55.38,19.0623333333,5.619,8.13133333333,8.50616666666,8.31866666667
357.29,7.2495,6.4605,7.22733333333,8.65316666666,5.83666666666,7.622,54.971,18.9166666667,5.53766666667,8.1565,8.56083333334,8.12183333333
357.66,7.34433333333,6.6245,7.32883333333,8.68083333335,5.936,7.77233333334,54.9266666667,18.9836666667,5.5335,8.19033333334,8.60233333333,8.121
358.02,7.2355,6.49033333334,7.33766666667,8.55583333335,5.86266666666,7.783,54.7031666667,19.131,5.54416666667,8.219,8.58083333334,8.11683333334
358.38,7.1285,6.37583333333,7.40783333333,8.45166666665,5.65366666666,7.6445,54.5398333334,19.0185,5.60216666667,8.38799999998,8.59433333333,8.02383333333
358.75,7.10533333333,6.471,7.48116666667,8.4265,5.60883333333,7.828,54.5128333334,18.9925,5.67116666667,8.56016666665,8.64016666666,8.08283333333
359.11,7.20883333333,6.39666666667,7.58766666667,8.39966666665,5.4745,7.90266666667,54.3761666667,19.1553333334,5.67416666667,8.65133333333,8.6425,8.03566666667
359.48,7.16116666667,6.43266666666,7.6725,8.45416666665,5.52733333334,7.917,54.3661666667,19.3041666667,5.758,8.81416666669,8.72983333333,7.937
359.84,7.21333333333,6.57983333333,7.68316666667,8.56550000001,5.681,7.95633333333,54.3455,19.5781666667,5.82066666666,9.01633333333,8.90133333333,7.98366666667
360.20,7.1325,6.4445,7.53366666666,8.39716666668,5.61333333333,7.76233333334,54.051,19.4615,5.67933333334,8.94166666667,8.75583333333,7.826
360.57,7.21333333334,6.5255,7.55866666667,8.45666666667,5.68716666667,7.81816666667,54.1633333333,19.5453333334,5.73366666667,9.05350000001,8.80983333333,7.86733333333
360.93,7.21583333334,6.59333333333,7.5145,8.50683333332,5.66966666666,7.74233333333,53.8445,19.6405,5.7325,9.13683333331,8.90916666666,7.93233333333
361.29,7.07066666667,6.5085,7.367,8.42166666665,5.486,7.65566666667,53.6275,19.62,5.7,8.96900000002,8.70766666667,7.817
361.66,6.97433333334,6.36233333334,7.3555,8.36533333332,5.38933333334,7.65983333333,53.3766666667,19.6403333334,5.55116666666,8.89866666665,8.66516666666,7.7655
362.02,6.818,6.201,7.12633333333,8.28933333331,5.18766666666,7.41783333333,53.2658333333,19.4575,5.496,8.70783333331,8.51933333334,7.567
362.39,6.93216666666,6.354,7.205,8.42233333335,5.32216666666,7.53716666666,53.049,19.601,5.5245,8.80283333335,8.65183333334,7.69566666666
362.75,6.74266666667,6.21016666666,7.01533333334,8.24500000002,5.2895,7.278,52.835,19.5066666667,5.3435,8.65016666668,8.537,7.57966666667
363.11,6.70733333334,6.3085,7.0195,8.25766666665,5.3375,7.2845,52.5486666666,19.5323333333,5.27833333334,8.64916666665,8.513,7.56666666667
363.48,6.84016666666,6.23666666667,7.08183333334,8.30700000001,5.41133333333,7.37633333333,52.4025,19.6251666666,5.28033333334,8.68450000001,8.54583333334,7.70816666666
363.84,6.651,6.02083333334,6.8275,8.12583333334,5.19866666666,7.18366666667,52.192,19.384,5.1295,8.46650000001,8.37183333334,7.547
364.20,6.79483333333,6.07783333334,6.847,8.26033333335,5.2255,7.2015,52.0858333333,19.4645,5.22,8.45333333333,8.51066666667,7.5905
364.57,6.6275,5.89033333333,6.7015,8.09966666666,5.09216666666,7.061,51.7176666667,19.2905,5.10816666667,8.36366666668,8.40583333333,7.489
364.93,6.57183333334,5.7415,6.66033333334,7.90066666665,4.98333333334,6.963,51.6396666667,19.228,5.11716666667,8.23800000002,8.24616666667,7.41833333333
365.29,6.50533333333,5.79566666666,6.61616666667,7.86216666668,5.0725,6.92233333333,51.5926666667,19.3153333333,5.067,8.29000000001,8.355,7.529
365.66,6.35816666666,5.87133333334,6.52383333334,7.73766666669,5.006,6.88316666666,51.4148333334,19.1425,5.08766666667,8.36583333335,8.32516666666,7.51433333333
366.02,6.42033333333,5.94083333334,6.55916666666,7.76383333332,5.03583333333,6.95433333333,51.1963333333,19.3373333333,5.10966666666,8.56216666669,8.38783333333,7.65483333334
366.38,6.31866666667,5.8435,6.4145,7.62983333335,4.94716666666,6.90333333334,50.8605,19.3276666667,5.0565,8.44933333335,8.25,7.57516666666
366.75,6.28,5.7255,6.4035,7.61049999998,4.72966666667,6.88316666667,50.62,19.4126666667,5.05366666667,8.36483333333,8.13433333333,7.55
367.11,6.163,5.62333333333,6.40783333334,7.55299999999,4.66566666667,6.69133333333,50.476,19.4083333334,5.081,8.3595,8.098,7.608
367.47,5.78966666667,5.32983333334,6.06483333333,7.1055,4.2615,6.35383333334,49.9395,19.0371666667,4.8315,8.03616666667,7.772,7.31183333334
367.84,5.631,5.31333333333,6.04266666667,7.01816666666,4.15566666666,6.35516666667,49.8286666667,19.0621666667,4.75233333333,7.97116666667,7.78066666667,7.23933333333
368.20,5.38116666667,5.1985,6.0345,6.92016666666,4.0635,6.1725,49.7343333333,19.0001666667,4.6005,8.06050000002,7.64816666667,7.1335
368.56,5.69216666667,5.486,6.37766666667,7.23366666667,4.37916666667,6.30066666667,49.689,19.3561666667,4.84733333333,8.37050000001,7.77333333334,7.29966666667
368.93,5.53083333333,5.41533333333,6.19883333334,7.20750000002,4.1205,6.16283333333,49.4503333334,19.2616666667,4.588,8.30716666668,7.686,7.073
369.29,5.589,5.407,6.269,7.19900000002,3.93566666667,6.04616666667,49.1486666667,19.4055,4.63716666666,8.41233333332,7.58,7.1475
369.65,5.747,5.418,6.5205,7.37500000001,3.992,6.06766666666,49.1455,19.6828333333,4.89783333333,8.60166666669,7.6905,7.313
370.01,5.8645,5.62133333334,6.72683333333,7.49883333335,4.17933333334,6.16083333333,49.084,19.9275,4.9835,8.85000000002,7.7605,7.54416666667
370.38,5.9655,5.73583333334,6.88416666667,7.60500000001,4.28166666667,6.2585,49.0893333333,19.9846666667,5.05766666667,9.025,7.76583333334,7.7025
370.74,5.65883333334,5.44316666667,6.58916666667,7.27150000001,3.98616666667,6.107,48.9461666667,19.7783333333,4.60233333334,8.89183333334,7.46383333333,7.44266666666
371.10,5.78233333333,5.52866666666,6.66733333333,7.38433333332,3.98666666667,6.361,49.0105,19.8496666667,4.67266666667,8.98383333335,7.59366666666,7.47066666667
371.46,5.9435,5.86,6.89616666667,7.63866666669,4.22716666667,6.67533333334,49.1013333333,20.0915,4.8685,9.29800000001,7.67533333333,7.64916666667
371.83,5.99383333333,5.85983333333,6.904,7.60516666665,4.1325,6.61,48.7808333334,20.0155,4.782,9.4045,7.52766666667,7.53316666667
372.19,6.029,5.84466666666,6.78633333333,7.43900000001,3.9665,6.67383333334,48.4518333333,19.9446666667,4.7315,9.35316666667,7.47466666666,7.47483333333
372.55,5.87616666667,5.779,6.78233333333,7.24833333335,3.76233333333,6.60566666667,48.3593333334,19.9248333333,4.70683333334,9.24450000001,7.3685,7.37366666667
372.92,6.1605,6.11233333333,7.163,7.57166666665,4.0105,6.828,48.4288333333,20.1388333333,5.09183333333,9.5035,7.65566666666,7.71366666666
373.28,6.257,6.23416666666,7.24716666667,7.67766666668,4.135,6.97116666667,48.4121666666,20.1435,5.32533333333,9.67783333332,7.72566666667,7.8295
373.64,6.40566666667,6.52616666667,7.30066666667,7.88199999999,4.34333333333,7.2005,48.305,20.228,5.46983333333,9.74299999999,7.7915,7.9675
374.00,6.455,6.62466666667,7.31316666666,7.94416666667,4.31533333333,7.298,48.2515,20.1488333334,5.63466666667,9.75249999998,7.90683333333,8.039
374.37,6.60383333333,6.71016666666,7.42033333333,8.06183333334,4.4405,7.29733333334,48.2238333334,20.298,5.80716666666,9.78866666668,8.03966666667,8.09633333334
374.73,6.86733333333,7.0025,7.62383333333,8.30800000001,4.69166666667,7.43766666667,48.1823333334,20.51,6.1325,9.95866666665,8.296,8.36333333333
375.09,7.0345,7.20866666666,7.77,8.40900000002,4.89633333333,7.5035,47.975,20.6858333333,6.27283333333,10.0801666667,8.331,8.56916666667
375.45,7.04533333333,7.21866666667,7.84716666667,8.45900000001,4.807,7.443,47.8796666667,20.7136666666,6.18833333333,10.1501666667,8.3345,8.584
375.81,7.25983333333,7.486,8.04266666666,8.6535,5.02233333334,7.7055,48.0883333334,20.9945,6.3935,10.3615,8.588,8.82316666667
376.18,7.24183333334,7.5815,8.0925,8.79633333335,5.1255,7.73033333334,48.099,21.0706666667,6.46883333333,10.3841666667,8.60083333334,8.92066666667
376.54,7.31266666667,7.68266666666,8.03533333334,8.83583333335,5.174,7.84383333334,47.9025,20.951,6.35133333333,10.4808333333,8.64666666667,9.00133333334
376.90,7.12733333333,7.51133333333,7.79033333333,8.65966666665,5.08633333333,7.68083333333,47.7616666667,20.8663333333,6.12933333333,10.3763333334,8.4105,8.7885
377.26,7.21283333334,7.4505,7.83466666667,8.72600000002,5.17583333333,7.68616666667,47.7633333334,20.9023333334,6.014,10.4151666666,8.46483333334,8.73666666667
377.63,7.28383333333,7.41416666667,7.8305,8.653,5.107,7.633,47.7261666667,20.9721666667,5.94166666667,10.4786666667,8.449,8.697
377.99,7.23983333333,7.4,7.84116666667,8.68183333331,5.194,7.6435,47.5963333334,20.9408333333,5.81233333334,10.4151666667,8.347,8.59866666667
378.35,7.01033333333,7.24016666666,7.72833333333,8.50183333334,4.99366666667,7.58966666666,47.4081666667,20.9198333333,5.699,10.3926666667,8.1565,8.48733333334
378.71,7.11833333334,7.35033333333,7.80316666667,8.63983333333,5.04983333333,7.62083333333,47.2238333334,20.8861666666,5.73866666666,10.571,8.1765,8.5375
379.07,6.9275,7.19666666667,7.60816666667,8.46300000002,4.8765,7.5175,47.1598333334,20.7851666666,5.5505,10.5301666667,7.99433333333,8.32283333333
379.44,6.93216666667,7.2705,7.63383333333,8.46266666665,4.94433333333,7.5375,47.1688333334,20.8826666666,5.59033333333,10.6126666667,8.13416666667,8.3275
379.80,6.74916666667,7.051,7.44466666667,8.25883333331,4.6885,7.26733333333,46.7785,20.696,5.435,10.5111666667,7.89983333333,8.12833333334
380.16,6.7045,7.10716666667,7.60933333333,8.29866666666,4.74233333333,7.27583333334,46.6933333333,20.8126666666,5.4335,10.5663333333,7.90833333333,8.07683333333
380.52,6.72483333333,7.0915,7.66616666667,8.36750000001,4.80166666666,7.30116666667,46.6075,20.9323333333,5.45866666666,10.567,7.99066666666,8.0735
380.88,6.84783333334,7.15116666667,7.72883333334,8.42216666668,4.7735,7.38916666666,46.5153333334,20.9128333334,5.57883333333,10.728,8.03866666667,8.1605
381.24,6.8155,7.227,7.66983333333,8.43366666667,4.74266666667,7.48066666666,46.352,20.923,5.59883333333,10.7981666667,7.983,8.12283333333
381.61,6.62783333333,7.04133333334,7.502,8.28866666665,4.61133333334,7.35433333334,46.2005,20.7788333334,5.43333333333,10.6663333333,7.78,7.96816666666
381.97,6.69833333334,7.08283333334,7.5885,8.32749999999,4.6435,7.33766666666,46.0593333333,20.8583333334,5.53383333333,10.7903333333,7.85633333333,7.98683333334
382.33,6.62783333333,7.0985,7.5075,8.29266666665,4.50883333333,7.25316666667,45.9186666667,20.7123333333,5.36983333334,10.7658333333,7.7185,7.7955
382.69,6.4995,6.992,7.44566666666,8.14633333335,4.43766666667,7.1295,45.884,20.6673333334,5.3335,10.738,7.56083333333,7.67616666666
383.05,6.54316666666,7.01233333333,7.50533333334,8.23933333335,4.4235,7.04533333333,45.8391666667,20.6976666667,5.4295,10.8265,7.62233333333,7.71533333333
383.41,6.51116666667,6.968,7.44833333334,8.25416666667,4.33816666666,6.94483333333,45.6058333334,20.5428333333,5.369,10.713,7.46466666667,7.67516666667
383.77,6.62583333333,7.0385,7.54216666666,8.41250000002,4.4955,6.99766666666,45.7413333333,20.6618333333,5.45633333334,10.751,7.512,7.7805
384.14,6.647,6.98633333333,7.4515,8.41716666665,4.46866666666,6.92316666667,45.6436666667,20.5735,5.49366666667,10.7793333333,7.455,7.779
384.50,6.72383333333,7.03933333333,7.50466666666,8.45483333333,4.53533333334,7.0305,45.6581666667,20.6641666667,5.6235,10.902,7.448,7.86
384.86,6.71616666666,7.02533333334,7.53616666667,8.40883333334,4.55866666667,7.00983333333,45.5331666666,20.6988333333,5.61783333333,10.8501666667,7.42416666667,7.779
385.22,6.568,6.85516666666,7.42633333334,8.26466666665,4.44466666667,6.73616666666,45.3621666666,20.5133333334,5.48116666667,10.628,7.312,7.59766666667
385.58,6.5455,6.9475,7.5225,8.315,4.50516666667,6.75483333334,45.2258333333,20.5816666667,5.56166666667,10.6546666667,7.37616666667,7.64033333334
385.94,6.59866666667,6.9895,7.52883333333,8.32183333335,4.4735,6.818,45.2133333334,20.637,5.5995,10.6318333333,7.33066666666,7.58783333333
386.30,6.62366666667,6.93933333334,7.52166666667,8.33250000001,4.51116666666,6.75466666666,45.1078333333,20.6088333333,5.646,10.597,7.34983333333,7.654
386.66,6.68883333333,6.9835,7.56916666667,8.43683333335,4.52583333334,6.88883333333,45.0738333333,20.685,5.688,10.6953333333,7.387,7.68166666667
387.03,6.64883333334,6.898,7.5415,8.33933333335,4.55116666666,6.7945,44.8925,20.5918333333,5.63966666666,10.6615,7.28133333333,7.62116666667
387.39,6.68716666667,6.88466666667,7.50683333333,8.30916666666,4.55333333333,6.87333333333,44.8808333333,20.6411666667,5.69666666667,10.75,7.26716666667,7.56316666667
387.75,6.7275,7.018,7.63566666666,8.47033333335,4.67666666666,6.98783333333,44.819,20.6858333334,5.75566666667,10.9156666667,7.40266666667,7.647
388.11,6.79833333334,7.09833333334,7.71116666667,8.4705,4.75183333334,7.1205,44.7396666667,20.7535,5.80333333333,11.0306666667,7.468,7.61316666667
