wavelength,Back_ComBaem,Belly_ComBaem,Breast_ComBaem,Crissum_ComBaem,Crown_ComBaem,DorTail_ComBaem,Rump_ComBaem,Throat_ComBaem,WingTip_ComBaem
210.66,-111.944416667,-84.1585245097,-61.388875,-131.666666667,-143.5416875,47.3611666668,-164.444583333,-32.2221666667,8.33341666675
211.03,-88.7932499999,-65.8384779412,-53.0171666668,-122.1265,-133.1178125,71.55175,-157.183916667,-32.1838333332,28.7356666667
211.41,-26.6666666667,-24.4362745098,-11.9791666667,-61.6666666667,-66.4062499999,85.7291666667,-87.7083333333,15.625,52.9166666666
211.79,-9.02766666667,-11.9553406863,1.62045833333,-59.7221666667,-64.0047291666,100.694458333,-89.12025,36.3425833334,75.9258333333
212.17,-16.6666666666,-17.2957867647,-11.2499583332,-78.8889166667,-90.1388541667,108.888833333,-120.277833334,32.7777500002,87.4998333334
212.55,-44.4443333333,-93.8235049021,-63.8889166666,-222.222166667,-216.2499375,157.777666667,-273.33325,-6.11116666675,118.333416667
212.92,-56.6667499999,-96.012995098,-87.5000833333,-224.999916667,-208.47225,142.777833333,-274.444583333,16.1110833333,112.777583333
213.30,-30.7019166666,-62.990142157,-77.1930416666,-139.473583333,-142.982479167,126.535166667,-181.579166667,57.8945000002,105.70175
213.68,13.5416666667,-7.13082107843,-20.3125,-59.8958333333,-55.5338541666,114.0625,-79.1666666668,71.0937500002,71.09375
214.06,44.44425,-11.0906642158,-65.6250833334,-164.58325,-166.493,286.45825,-177.08325,212.5,187.499833333
214.44,178.571666667,86.2396348038,-88.6905,-164.28575,-161.904729167,491.666708333,-232.14275,480.952499999,378.571583333
214.81,120.833333333,-70.710784314,-469.791666666,-447.916666667,-357.291666668,731.25,-570.833333333,708.333333332,370.833333333
215.19,116.666666667,253.970588236,523.333333334,563.333333334,467.499999999,-343.333333333,578.333333334,-471.666666667,-66.6666666666
215.57,157.407333333,234.586063725,401.388958334,428.703583333,337.4999375,-68.5186666667,431.4815,-125.926,100.0
215.95,203.70375,269.662291667,438.888916668,445.370416667,342.361,-29.166625,459.25925,-87.0371666665,125.926
216.32,1195.83333333,1462.74509804,2104.16666667,2120.83333334,1472.91666667,-81.25,1895.83333333,-237.499999999,762.5
216.70,-441.66675,-458.893602941,-635.714416668,-682.142666666,-489.881104166,31.5474166675,-626.190333333,39.2856666668,-290.476333333
217.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
217.46,275.00025,256.881622549,327.884583333,405.76925,290.705229167,60.2564166667,347.436,56.4100833333,198.077083334
217.83,155.128166667,133.867651961,154.593916667,182.69225,145.085354167,79.9146666667,158.97425,77.7778333334,109.187916667
218.21,171.138166667,137.972232843,154.37,176.625916667,150.609708333,91.6664166667,164.22775,81.0975833334,115.853833334
218.59,156.132333333,133.684938726,135.7705,172.16975,144.929145833,92.3743333332,152.987416667,82.5471666666,112.578583333
218.97,168.333333333,127.149806373,122.857208333,189.047583334,163.035604167,72.6189166668,158.809416666,60.4760833334,89.2856666667
219.34,528.125,376.62377451,341.145833333,544.791666667,508.072916667,110.9375,556.25,58.3333333332,164.583333333
219.72,235.087833333,172.484553922,156.798125,231.578833334,233.2235625,39.254625,222.368333333,17.1053333334,76.3159166667
220.10,209.333333333,160.803921569,135.333333333,198.0,209.083333333,38.0,195.666666667,36.0000000001,107.333333333
220.47,199.333333333,142.205882353,107.666666667,180.666666667,206.416666667,17.1666666668,200.0,21.0,106.666666667
220.85,235.000083333,128.611269608,114.444375,186.111,245.138854167,-36.1110833333,242.777666667,-46.1111666667,72.22225
221.23,833.333333334,492.401960784,406.25,616.666666667,944.791666669,-305.208333332,891.666666666,-285.416666667,235.416666667
221.61,-3541.66666666,-2550.98039216,-2162.5,-2725.0,-4120.83333333,716.666666668,-3925.0,475.0,-1825.0
221.98,-431.666666667,-341.617647059,-275.833333333,-381.666666667,-675.833333333,316.666666667,-690.0,308.333333333,-116.666666666
222.36,-270.0,-313.088235294,-234.166666667,-345.0,-567.083333333,381.666666667,-661.666666667,238.333333333,-128.333333333
222.74,-112.5,-108.251602941,-119.44425,-162.500083333,-330.2083125,469.444583333,-440.277666667,247.222166667,-34.72225
223.11,-425.0,-525.367647059,-568.749999999,-683.333333334,-1075.0,1225.0,-1508.33333333,520.833333332,-250.0
223.49,97.2222499999,88.5825367647,105.72925,137.500083333,150.260375,-46.8750833332,170.138833333,11.1111666668,70.1389166667
223.87,85.8023333333,81.880995098,97.531,125.61725,132.716041666,-31.1730416668,162.345666667,6.48158333325,59.2594166667
224.24,38.58025,30.2740980392,55.4012500001,93.5184166665,88.9661458333,-67.9014166667,112.654333334,-38.5800833333,3.395
224.62,38.8020833333,34.3673406863,64.7135416667,86.7187500001,89.1276041667,-38.4114583332,109.375,-10.4166666667,-0.26041666665
225.00,35.4651666667,37.5740882353,60.0774166667,66.4728333333,69.9128333333,-18.798375,75.9690000001,1.16274999999,3.10083333333
225.38,16.06075,15.9716544118,41.8183333333,41.8181666667,41.7046666666,-24.4695833333,48.4849166667,4.24241666666,-6.6665
225.75,-7.73833333332,-15.3186348039,16.3690416667,16.0713333333,22.5693125,-65.0793333333,39.6825,-29.3650833333,-42.0636666667
226.13,-35.8974166667,-43.4672034314,2.40383333333,1.60249999999,10.4967708334,-117.628333333,45.8333333333,-53.2050833333,-58.0128333333
226.51,-566.666583334,-791.176433824,-151.389000001,-325.000083333,-209.722145834,-1349.99991667,16.6666666668,-963.888666668,-908.33325
226.88,205.302916667,225.245029412,41.6668333335,118.939583333,57.7650833336,365.151416667,22.7274166665,261.363583334,299.2425
227.26,144.230833333,170.286676471,20.5128333333,50.6408333334,14.2629166665,244.871875,-7.05124999991,183.333333334,228.205166667
227.64,78.7635000001,93.9674730391,34.13975,46.77425,38.5079999999,128.629,23.1183333334,109.139833333,114.516083333
228.01,63.3015,75.9567720588,38.1409583333,46.314,45.1521875,91.50625,23.718,68.5898333333,87.5001666667
228.39,53.4481666666,62.8083602941,27.8017083333,40.0861666667,32.4353541667,72.8449583333,13.93675,52.73,78.3043333333
228.76,43.8725833333,51.8957965686,24.2035416667,35.2940833334,28.0332291667,65.073375,14.33825,49.3873333333,58.5784166666
229.14,20.4165833334,29.1216176471,11.59725,15.1389166667,4.72220833335,46.8750416667,-14.0278333333,31.9445,32.5
229.52,15.0965,15.17825,13.828375,3.5025,-0.603895833332,35.6279166667,-17.99525,18.5989166667,25.8451666667
229.89,1.32833333334,0.28774019605,-2.23416666665,-11.4735,-11.8659375,16.3646666667,-27.8985,0.241666666668,17.87425
230.27,-22.956,-27.2844289216,-16.509375,-34.27675,-33.5297916666,-0.786125,-50.7861666667,-12.8930833333,8.805
230.65,-24.1526666667,-27.6212696078,-12.147,-29.3785833333,-33.5804791667,-5.57891666675,-49.85875,-20.48025,7.20341666667
231.02,1.88508333334,0.358953431375,13.7897083333,-0.992083333325,-6.3988333333,8.97816666667,-13.78975,3.96816666667,19.9405833333
231.40,-3.22916666667,-6.73100490195,6.30208333334,-0.3125,-7.60416666667,5.0,-22.2916666667,0.520833333342,15.2083333333
231.78,5.65483333334,0.0467034313775,13.34325,10.4165833334,-4.48924999999,4.46441666668,-17.6588333333,-1.09133333332,21.627
232.15,0.961333333343,-4.77941911764,11.7520833333,3.63241666668,-20.0854583333,-2.02991666667,-15.8120833333,-1.92283333331,10.1495
232.53,-9.08224999998,-12.4226985294,1.54508333333,-0.749083333325,-24.8127083333,-8.98879166668,-18.9138333333,-9.08233333332,2.34083333333
232.90,-9.866,-15.4835098039,2.10729166667,-2.77783333334,-27.1791041667,-12.9309166667,-21.7433333334,-11.8773333333,6.99216666667
233.28,12.639,11.329627451,22.7430833333,14.5139166667,-4.01039583335,7.18729166667,2.36091666667,8.47216666668,27.5694166666
233.66,14.5678333333,15.5501127451,22.3457083333,16.7900833333,-1.31177083333,5.86416666667,5.49366666667,14.4443333334,27.96275
234.03,18.6073333333,20.1886544118,27.6826666667,20.2055,3.1535625,10.4167916667,10.78775,19.0069166667,30.2511666667
234.41,26.2784166666,28.9813848039,31.0607083333,27.5095,11.3637916667,20.3599166667,18.9395,25.4734166666,34.0909166667
234.78,31.47625,33.1933284314,36.0714166667,32.1905,15.0953125,22.8569166667,20.2855833333,30.5713333333,38.90475
235.16,23.1800833333,26.5620367647,29.9807916666,27.1071666667,9.53070833334,22.6054583333,12.16475,24.76075,34.00375
235.54,26.51525,30.768375,32.17575,29.5453333333,13.8046875,28.6405833333,15.6565,29.2508333333,38.67825
235.91,22.4796666667,26.6129240196,25.4267083333,24.1460833333,11.4431041667,23.4145416667,12.3578333334,24.14625,33.45525
236.29,25.2438333333,27.6734338235,27.662625,26.66675,16.3720208333,25.223375,12.8048333333,23.1709166667,36.8293333334
236.66,32.7019166667,33.6811764706,35.8585833333,32.82825,24.0003958333,30.5344583333,18.5184166667,33.0809166666,40.99325
237.04,37.4603333333,36.4776372549,38.611125,35.8730833333,29.5535,35.773875,21.9048333333,37.5794166666,44.3651666667
237.41,39.6730833333,36.1523578431,37.5,36.882,31.9478125,38.8955833333,22.8070833334,39.31425,45.8135
237.79,38.5056666667,34.7991348039,37.4795,35.26275,30.5110625,40.1067916667,19.1706666666,36.6995,44.5401666667
238.17,35.9715833333,28.8268431373,31.9933333333,32.0770833334,27.2195208333,37.9397916667,14.4890833333,32.6635,39.0705
238.54,33.6309166667,26.5143382353,29.1029583333,30.39975,25.9352291667,36.6072083333,10.9694166667,28.0186666667,39.1581666667
238.92,27.1069166667,18.1179558824,21.3249583333,23.31475,18.5042916667,32.490875,5.75849999999,18.7734166667,31.9755833333
239.29,28.8095,18.3472156863,18.8332916667,23.857,16.8808958333,31.0000833333,6.14291666666,19.238,30.71425
239.67,19.79175,9.45589705883,11.4347083333,13.5416666667,7.93100000001,22.9166666667,-0.994333333335,8.57016666668,20.5966666667
240.04,19.6716666667,10.5769019608,14.7235416667,14.82375,9.91595833333,25.7810833333,2.72441666667,11.0176666667,21.11375
240.42,13.9725833333,7.6824240196,10.937375,10.6680833333,7.21072916667,20.528,0.071916666665,7.86649999999,17.0975833333
240.79,13.0420833333,8.58214460783,9.55695833333,10.06825,7.01681249999,20.2910833333,1.64191666667,4.33691666667,18.4945
241.17,12.3754166667,9.83816421569,10.31275,10.5758333333,7.03904166666,18.6877916667,3.516,5.26033333334,18.9090833333
241.54,8.43633333333,6.53812254902,5.68425,6.06991666667,2.68122916667,13.0145416667,-0.437083333332,1.18308333333,15.1491666667
241.92,7.29158333333,5.82022549019,3.47220833332,5.27783333333,2.18741666667,11.9444583333,0.0232499999983,0.578833333335,13.33325
242.29,4.57416666667,4.23335784314,0.577333333335,1.81158333334,-1.90791666667,9.61275,-3.17041666667,-1.87941666667,11.5265
242.67,5.1445,4.85690931372,1.8495,2.72116666667,-0.159479166667,10.172375,-2.08325,0.574083333333,12.15975
243.05,9.06791666668,8.95320343138,5.31708333332,6.24516666667,3.45593750001,13.6988333333,1.46941666667,4.041,14.4815833333
243.42,8.07241666667,8.16390441177,5.601875,5.20141666666,3.64472916667,13.0595833333,1.51,3.43041666667,13.1433333333
243.80,11.0261666667,10.3349411765,7.53279166665,8.56999999999,6.11347916667,15.3657916667,4.567,6.49558333334,15.6115
244.17,11.78725,11.1911862745,7.28254166667,8.58908333334,6.15854166666,16.410875,5.09866666667,7.14541666666,16.356
244.55,13.9930833333,13.8024828431,8.68054166667,11.2325,7.21795833334,17.691,7.70841666667,10.0173333333,19.2709166667
244.92,11.41475,11.2112843137,6.28729166667,8.34991666666,4.26191666666,15.159,4.58908333333,7.72041666667,16.6500833333
245.30,9.81091666668,9.24709558824,4.97408333333,6.77941666667,2.2660625,14.00825,3.76283333333,5.56066666666,15.1126666667
245.67,10.7026666667,10.4035220588,6.74020833333,8.19708333334,3.67308333334,15.4547916667,5.58283333334,6.95791666667,16.122
246.05,10.9164166667,10.5463014706,6.78725,8.42033333333,4.24420833333,15.275625,5.81216666667,6.70641666667,17.6603333333
246.42,11.3914166667,11.1374534314,7.039125,9.05441666668,5.80210416667,15.6508333333,6.47649999999,7.689,17.9991666666
246.79,10.2098333333,9.87780147061,5.32679166667,7.42533333334,4.36331250001,13.9527083333,5.25624999999,5.75066666667,16.5859166667
247.17,9.58575000001,9.74223529413,5.50620833333,6.81383333333,4.27710416667,13.8630416667,5.70883333333,6.12341666667,16.7864166667
247.54,8.68541666667,9.1605490196,4.655,5.86075,3.49349999999,13.2302083333,5.20949999999,5.3415,16.1828333334
247.92,7.483,8.4725,4.595875,4.87366666666,3.24277083333,12.1167916667,4.68841666667,4.15833333333,14.9326666667
248.29,7.97991666666,8.81550490196,5.51454166667,5.54725,3.85420833333,12.2574166667,5.16091666667,4.50358333333,15.2529166667
248.67,6.75625,7.43611519608,4.69395833333,4.17483333333,3.156125,11.62025,4.01733333333,3.09583333333,13.9275
249.04,6.77675,7.48325,5.148125,4.38241666666,3.568125,11.8231666667,4.38241666667,3.13875,13.5279166667
249.42,7.05666666667,7.79283088235,5.283625,4.60983333333,3.84514583333,11.7420416667,4.05141666667,3.40433333333,13.3685
249.79,6.11575,6.5302377451,4.42095833333,3.69625,3.026625,11.1030833333,2.669,2.47716666667,12.2888333333
250.17,5.79883333333,6.51631127451,4.729125,3.72058333334,2.90702083333,11.2529166667,2.97033333333,2.869,11.192
250.54,5.73408333333,6.54739705883,5.827,3.53858333333,3.1509375,11.3530416667,3.63683333333,2.83966666667,11.446
250.92,5.59816666666,6.87877696079,6.51375,3.72041666667,3.23947916667,12.3379166667,4.34625,3.19891666666,11.32375
251.29,4.08533333333,5.15602205882,5.31341666666,2.68158333333,1.81397916667,10.9522916667,2.36841666666,1.41608333334,9.67433333333
251.66,5.52975,5.81553431373,7.30633333333,4.509,2.83595833333,12.0285,3.82433333333,3.11366666666,11.11125
252.04,5.45925,5.56325980392,6.67625,4.043,1.43010416667,11.5924166667,2.57133333333,2.68133333333,11.04225
252.41,2.39133333333,1.80666666667,3.7925,0.410916666667,-2.65922916667,8.56079166667,-1.59933333333,-0.513666666665,8.30383333334
252.79,1.22283333333,0.548306372549,2.76258333333,-0.875583333333,-4.29870833333,6.97483333333,-3.74408333333,-1.38883333333,6.95958333333
253.16,1.81508333334,0.746463235294,2.556,-0.589833333334,-3.98131249999,6.81345833333,-3.38775,-0.121083333332,7.68324999999
253.54,0.536083333333,0.0883799019608,0.651166666668,-1.486,-5.14695833333,5.989875,-4.25858333333,-0.628083333333,6.6485
253.91,2.67275,2.94332843137,2.289625,1.32141666667,-2.74410416666,7.717625,-1.05108333333,1.86191666667,8.60366666666
254.28,0.719833333333,1.22223284314,0.424,-0.831749999999,-5.8861875,5.80608333333,-3.47083333333,-0.224000000001,7.6935
254.66,1.36416666667,1.89169117647,0.772541666667,0.345250000002,-5.40758333333,5.522625,-3.07358333334,0.443750000001,7.75808333333
255.03,1.88908333333,1.90002696078,1.11216666667,0.141250000001,-5.84849999999,4.39625,-3.8665,0.0179166666675,8.17458333333
255.41,3.31525,2.68474264706,1.3405,1.15958333333,-4.51533333332,4.1305,-2.91666666667,1.17758333333,9.71016666667
255.78,5.0915,5.56738480392,2.417625,3.49816666666,-1.4971875,5.36641666667,-1.31866666667,3.1135,11.5933333333
256.15,7.40741666667,8.21495343137,4.549625,5.94733333333,1.3668125,7.37179166667,1.78066666667,6.14308333334,14.5120833333
256.53,10.326,12.1682426471,7.60054166667,10.112,5.58293750001,11.067375,6.4395,9.48616666668,17.17725
256.90,12.1091666666,14.3095759804,9.557625,12.6548333334,7.90560416666,14.80825,9.51333333333,11.50425,18.56925
257.28,12.1975833333,14.1731495098,10.059125,12.6650833333,7.87945833333,15.766,8.84216666667,10.561,18.99075
257.65,12.1156666667,13.2007647059,10.2306666667,11.70075,8.22060416668,14.8425416667,8.97991666666,9.27283333334,18.8385
258.02,9.74016666667,10.7693284314,7.99791666667,8.97191666667,5.74945833333,13.1168333333,6.52591666667,6.61258333333,17.3485
258.40,10.0839166667,10.5186960784,8.01616666667,8.62808333335,6.25456250001,13.0674583333,7.34191666666,7.04708333333,17.19375
258.77,9.80608333332,9.85884803922,7.44566666667,7.66658333334,5.59112500001,13.0039583333,7.20933333333,6.33333333333,16.6820833333
259.15,9.3925,9.25649509804,6.90695833333,7.27358333333,5.26847916667,12.5508333333,7.05625,6.13258333333,16.0756666667
259.52,8.69033333333,9.03772794118,6.754625,6.85633333333,5.11302083333,12.0139583333,6.97325,5.68066666667,15.1465
259.89,8.0315,8.35490686275,6.40966666667,6.04691666667,4.26966666667,11.6469166667,6.38366666667,4.95025,14.6994166666
260.27,7.24683333333,7.39510294118,5.606125,5.10191666667,3.38408333333,10.948625,5.70116666667,3.93158333333,13.8498333333
260.64,6.50658333333,6.56676960784,4.80979166667,4.23275,2.54014583333,10.1295,4.818,3.01325,13.0519166666
261.01,5.66233333333,5.69180392157,4.009125,3.06908333333,1.51225,8.86420833333,3.99808333333,1.81933333333,12.1985
