wavelength,Back_EucPenm,Belly_EucPenm,Breast_EucPenm,Crissum_EucPenm,Crown_EucPenm,DorTail_EucPenm,Rump_EucPenm,Throat_EucPenm,WingTip_EucPenm
352.92,4.42533333333,10.8768,6.5266,7.6128,3.14653333334,5.69453333333,6.0828,13.8137333333,8.139
353.28,4.53546666667,11.0261333334,6.52506666667,7.64913333334,3.19033333333,5.7496,6.08642666667,13.9482666667,8.1602
353.65,4.67473333333,11.1313333334,6.61953333333,7.74840000001,3.345,5.91013333333,6.22090666667,14.1236,8.30216666667
354.01,4.61186666667,10.9752666667,6.45633333333,7.58953333333,3.1916,5.77973333333,6.05684,14.0169333333,8.25333333333
354.38,4.73466666667,11.099,6.67686666667,7.67753333334,3.37473333333,5.9474,6.21288666667,14.2269333333,8.44713333333
354.74,4.74313333333,11.0618,6.6446,7.64993333333,3.3616,5.92393333333,6.15315333333,14.2361333333,8.42486666667
355.11,4.7018,11.1094,6.6452,7.64160000001,3.32533333333,5.869,6.12498,14.2821333333,8.35813333333
355.47,4.78633333333,11.19,6.70046666667,7.67333333333,3.37746666667,5.91346666667,6.10650666667,14.4040666667,8.4011
355.83,4.86173333333,11.3144666667,6.82733333333,7.75619999999,3.50153333333,5.98873333333,6.18144666667,14.5714,8.4802
356.20,4.95606666667,11.4164,6.944,7.84079999999,3.67153333333,6.10246666667,6.32624,14.7432,8.5991
356.56,4.9572,11.4676666667,6.94853333333,7.82326666666,3.67686666667,6.09186666667,6.28279333333,14.7706666667,8.63816666667
356.93,4.98593333333,11.4549333333,6.9762,7.89046666666,3.73353333333,6.06246666667,6.30208,14.8508,8.6851
357.29,5.05613333333,11.4673333333,7.14746666667,8.05873333334,3.871,6.11773333333,6.39971333334,14.9517333333,8.77436666667
357.66,5.03713333333,11.4920666667,7.22573333333,8.05900000001,3.89326666667,6.11326666667,6.40482666667,15.0232,8.76133333333
358.02,5.07493333333,11.6334666667,7.3558,8.143,3.99253333333,6.20693333333,6.50368666667,15.2040666667,8.8326
358.38,4.92866666667,11.5696666667,7.1914,7.98406666666,3.8252,6.0004,6.32032,15.0635333333,8.6792
358.75,4.95753333333,11.6004,7.214,7.99006666666,3.86146666667,6.03493333333,6.35401333333,15.1381333333,8.68036666667
359.11,5.01933333333,11.6212666667,7.21046666667,7.96513333333,3.8996,6.08446666667,6.37660666667,15.2231333333,8.70976666667
359.48,5.0486,11.6139333333,7.23253333333,7.98366666667,3.915,6.152,6.39860666667,15.2434666667,8.7206
359.84,5.08413333333,11.5838666667,7.22233333333,8.00279999999,3.9202,6.1626,6.37545333333,15.2424,8.69956666667
360.20,5.036,11.5462666667,7.1616,7.94340000001,3.83813333333,6.07953333333,6.306,15.1881333333,8.65393333333
360.57,5.0476,11.5452666667,7.1948,7.94293333334,3.8508,6.07086666667,6.33913333333,15.2754,8.65016666667
360.93,5.03053333333,11.5914666667,7.19473333333,7.91313333333,3.839,6.06786666667,6.31936,15.318,8.63536666667
361.29,4.94213333333,11.5186,7.11573333333,7.77773333333,3.71186666666,5.9816,6.22958666667,15.2909333333,8.5879
361.66,4.944,11.4682,7.09486666667,7.76233333333,3.6794,5.94213333333,6.20646666667,15.2712,8.58963333333
362.02,4.96446666667,11.4521333333,7.11473333333,7.77893333333,3.67826666667,5.94253333333,6.18661333333,15.308,8.65773333333
362.39,5.05566666667,11.4965333333,7.20453333333,7.91433333333,3.752,6.0924,6.29729333333,15.4700666667,8.7692
362.75,5.03326666667,11.5001333333,7.18946666667,7.913,3.70973333333,6.07206666667,6.2639,15.5065333333,8.78406666667
363.11,5.00673333333,11.5224666667,7.25326666667,7.95153333333,3.74326666667,6.07533333334,6.27541333333,15.5614666667,8.85463333333
363.48,4.9408,11.4904,7.25133333333,7.93086666666,3.70146666667,6.00706666667,6.25686,15.5590666667,8.85256666667
363.84,4.982,11.5359333334,7.29553333333,7.95159999999,3.75646666667,6.09253333333,6.34964666667,15.6937333333,8.93633333333
364.20,5.02746666667,11.5388,7.38186666667,7.96886666667,3.8002,6.1666,6.37642666667,15.7946,8.98223333333
364.57,5.0072,11.4821333333,7.38526666667,7.89379999999,3.74893333333,6.1258,6.30993333333,15.7887333333,8.93006666667
364.93,4.99973333333,11.4039333333,7.4042,7.87386666667,3.7108,6.1156,6.30674666666,15.8458666667,8.90726666667
365.29,5.0958,11.4931333333,7.47713333334,7.99200000001,3.8216,6.22753333333,6.36566666667,15.9809333333,8.959
365.66,5.14266666667,11.5956,7.49693333333,8.04506666667,3.86313333334,6.27986666667,6.37304,16.1245333333,9.00383333333
366.02,5.19713333333,11.6834666667,7.58993333333,8.13833333333,3.9346,6.36886666667,6.48083333333,16.2404,9.03686666667
366.38,5.1518,11.6298,7.575,8.042,3.90986666666,6.30086666667,6.38304666667,16.2334666667,8.98713333333
366.75,5.0922,11.5607333333,7.53926666667,7.97173333333,3.861,6.2278,6.32086666667,16.2024666667,8.96346666667
367.11,5.0348,11.4471333333,7.47186666667,7.83253333333,3.70973333333,6.12626666667,6.16858666667,16.1020666667,8.7919
367.47,5.0018,11.4204666667,7.3938,7.74100000001,3.6932,6.0782,6.1215,16.1251333333,8.74386666667
367.84,4.91733333333,11.3668,7.3872,7.69413333333,3.6486,6.01466666667,6.04063333334,16.1121333333,8.71273333333
368.20,4.8952,11.3745333333,7.38666666667,7.74486666667,3.66513333333,5.94513333333,6.04094666667,16.1114,8.70003333333
368.56,4.88846666667,11.3595333333,7.36946666667,7.78553333333,3.64113333333,5.9876,6.03177333333,16.1236666667,8.70693333333
368.93,4.94426666667,11.4506666667,7.4384,7.82453333333,3.697,6.09326666667,6.05157333333,16.1976666667,8.77976666667
369.29,4.86746666667,11.3859333333,7.43386666667,7.75139999999,3.64946666667,6.0328,6.00334666667,16.1516,8.76936666667
369.65,4.84233333333,11.3260666667,7.45,7.70320000001,3.65126666667,6.0442,6.02265333333,16.1597333333,8.77016666667
370.01,4.73526666667,11.1983333333,7.36046666666,7.54453333333,3.5558,5.91726666667,5.8576,16.1132666666,8.63553333333
370.38,4.74193333333,11.1798,7.3812,7.52193333333,3.52773333333,5.91373333333,5.89506666667,16.2060666667,8.61733333333
370.74,4.80833333333,11.1678666666,7.4604,7.54666666667,3.6028,5.97433333333,5.97014666667,16.2668666667,8.63666666667
371.10,4.84726666667,11.1345333333,7.4382,7.55686666666,3.6646,6.00066666667,6.02031333333,16.3832666667,8.7005
371.46,4.90453333333,11.0811333333,7.46166666667,7.57840000001,3.68693333333,6.01433333333,6.02394666667,16.4601333333,8.73886666667
371.83,4.9482,11.0592,7.47333333333,7.60826666667,3.68126666667,6.0188,6.01388666667,16.4890666667,8.7702
372.19,5.01166666667,11.0806,7.52366666667,7.59866666666,3.71093333333,6.1648,6.0477,16.6521333333,8.8325
372.55,5.11466666666,11.1496,7.59906666667,7.63746666667,3.83213333333,6.24253333333,6.13745333333,16.7975333333,8.91973333333
372.92,5.11646666667,11.1018666667,7.55646666667,7.62146666667,3.83433333333,6.20526666667,6.13374666667,16.8122,8.88226666667
373.28,5.08973333333,11.0244666667,7.4776,7.55953333333,3.79866666667,6.18526666667,6.08382,16.8183333334,8.82386666667
373.64,5.16233333333,11.0139333333,7.48993333333,7.5902,3.86946666667,6.23673333333,6.09986,16.9285333333,8.84783333333
374.00,5.23593333333,11.0288666666,7.4912,7.68466666667,3.94373333333,6.32433333333,6.14192666666,17.0449333333,9.01713333333
374.37,5.33853333333,11.0277333333,7.5298,7.75946666667,4.06186666667,6.42686666667,6.16795333333,17.1191333333,9.1026
374.73,5.3112,10.9906,7.448,7.7504,4.06166666667,6.41313333333,6.11544666667,17.1662,9.079
375.09,5.28933333333,10.9974666667,7.45953333333,7.73746666667,4.06833333333,6.41846666667,6.08826666666,17.2025333333,9.05043333333
375.45,5.28186666667,10.9786666667,7.47273333333,7.74893333333,4.06206666667,6.42946666667,6.07673333333,17.2721333333,9.03446666667
375.81,5.2884,10.9625333333,7.47653333333,7.7266,4.0954,6.43693333333,6.10240666667,17.3683333333,9.00953333333
376.18,5.2172,10.8977333334,7.39593333333,7.6312,4.03846666667,6.28926666667,6.04210666667,17.3195333333,8.91023333333
376.54,5.10933333333,10.7917333333,7.3392,7.57293333333,4.00753333333,6.22873333333,5.97578666667,17.3222,8.82923333333
376.90,5.1204,10.7421333333,7.34513333333,7.5608,4.03293333333,6.24813333333,5.97408666667,17.4386666667,8.8424
377.26,5.24486666667,10.8154666667,7.46393333333,7.6082,4.14253333333,6.35833333334,6.06385333334,17.6198,8.9866
377.63,5.194,10.7585333333,7.41673333333,7.60346666667,4.08113333333,6.3238,6.02411333333,17.6409333333,8.94683333333
377.99,5.2074,10.7368,7.40026666667,7.58693333333,4.10053333333,6.3304,6.05260666667,17.7043333333,8.8693
378.35,5.21913333333,10.7807333334,7.397,7.60426666667,4.14506666667,6.34833333334,6.12658666667,17.8097333333,8.88753333333
378.71,5.209,10.7766,7.3834,7.60393333333,4.1482,6.35713333333,6.12119333333,17.8884666667,8.90836666667
379.07,5.2778,10.8281333333,7.398,7.67093333333,4.2494,6.435,6.19181333333,18.0446666667,8.98763333333
379.44,5.3476,10.8875333333,7.4632,7.69913333333,4.38906666667,6.5288,6.24798,18.146,9.0642
379.80,5.30626666667,10.827,7.4114,7.66846666667,4.38426666667,6.507,6.21787333333,18.1678666667,9.0577
380.16,5.28373333334,10.7905333333,7.37173333333,7.68533333333,4.4302,6.5588,6.22178666666,18.2958,9.11013333333
380.52,5.35386666667,10.8093333333,7.37273333333,7.71533333333,4.4754,6.60686666667,6.26232,18.3670666667,9.17566666667
380.88,5.3324,10.829,7.30686666667,7.71813333333,4.4554,6.5788,6.24014666667,18.3870666667,9.2018
381.24,5.2598,10.762,7.24273333333,7.7142,4.43746666667,6.52746666667,6.19563333333,18.4148666667,9.11273333333
381.61,5.26593333333,10.7080666667,7.206,7.65213333333,4.47593333333,6.52186666667,6.15893333334,18.4732,9.09676666667
381.97,5.2726,10.704,7.21026666667,7.6434,4.49253333333,6.5208,6.15934,18.5330666667,9.1602
382.33,5.1896,10.6186666667,7.14813333333,7.56226666667,4.42313333333,6.4802,6.04729333333,18.5154,9.09286666667
382.69,5.17373333333,10.5368666667,7.1168,7.55406666667,4.41513333333,6.4576,6.0079,18.5568666667,9.0659
383.05,5.11466666667,10.4792666667,7.07006666667,7.55233333333,4.37373333333,6.46266666667,5.98208,18.5674666667,9.0538
383.41,5.05446666667,10.4208666667,6.9714,7.51826666667,4.3102,6.42166666667,5.93609333333,18.6107333333,8.98436666667
383.77,5.07413333333,10.4313333333,6.97473333334,7.53913333333,4.3382,6.43566666667,5.94081333333,18.6874,8.99116666667
384.14,5.08806666667,10.4202666667,6.97233333333,7.5378,4.36013333333,6.43253333333,5.9366,18.7035333333,8.9823
384.50,5.04266666666,10.3687333333,6.95246666667,7.55826666667,4.37293333333,6.406,5.90653333333,18.7808,8.98326666667
384.86,5.0204,10.2578,6.92886666667,7.51206666667,4.37633333333,6.39406666667,5.87304666667,18.8358666667,8.95736666667
385.22,4.98786666666,10.1984,6.86386666667,7.449,4.36293333333,6.36313333333,5.84624666667,18.8674666667,8.90766666667
385.58,4.98926666667,10.1998666667,6.86893333334,7.44913333333,4.3742,6.35393333333,5.85745333333,18.9314666667,8.94343333333
385.94,4.98746666667,10.1731333333,6.8778,7.45653333333,4.4084,6.36933333333,5.88132,19.0247333333,8.9323
386.30,4.968,10.1218,6.83013333333,7.4498,4.4046,6.34546666667,5.8553,19.0916666666,8.92596666667
386.66,5.00086666667,10.1731333333,6.86866666667,7.46406666667,4.47106666667,6.36166666667,5.90235333333,19.2026666667,8.94616666667
387.03,5.0124,10.1436666667,6.86853333333,7.42126666667,4.491,6.3112,5.88967333333,19.2956,8.91963333333
387.39,4.97113333333,10.0640666667,6.83586666666,7.37826666667,4.47533333333,6.253,5.84958,19.3054,8.8722
387.75,4.95006666667,10.0555333333,6.80373333333,7.36273333333,4.48473333333,6.2316,5.83476666667,19.3851333333,8.87806666667
388.11,4.89413333334,9.94599999999,6.71993333333,7.30646666667,4.4438,6.18933333333,5.77926,19.4360666667,8.84276666667
388.47,4.922,9.91706666667,6.68546666666,7.2518,4.4412,6.20193333333,5.77581333333,19.5223333333,8.80076666667
388.83,4.92353333333,9.952,6.6812,7.27413333333,4.46893333333,6.1922,5.78386666667,19.6054,8.79933333333
389.19,4.97053333333,9.99026666666,6.69186666667,7.32626666667,4.54033333333,6.21046666667,5.82663333333,19.7222666667,8.86146666667
389.55,4.9088,9.94126666666,6.64386666666,7.2602,4.52146666667,6.18666666667,5.80385333333,19.825,8.81646666667
389.91,4.8342,9.85399999999,6.54193333333,7.17786666667,4.44173333333,6.10866666667,5.69914666667,19.8525333333,8.7575
390.27,4.8004,9.79606666667,6.48513333333,7.114,4.4486,6.05726666667,5.67132,19.9292666667,8.73213333333
390.63,4.78473333333,9.74040000001,6.41853333333,7.08513333334,4.411,6.0188,5.64013333333,19.9836666667,8.72466666667
391.00,4.81346666667,9.70193333333,6.4126,7.0996,4.44946666667,6.03486666667,5.65020666667,20.042,8.77243333333
391.36,4.85193333333,9.692,6.41946666667,7.11146666667,4.48186666667,6.0638,5.66761333333,20.1416666667,8.8308
391.72,4.8478,9.62959999999,6.41033333333,7.0616,4.50233333334,6.04253333333,5.63096666667,20.2335333333,8.8127
392.08,4.82886666667,9.58026666666,6.396,7.05406666667,4.49033333333,6.03506666667,5.58570666667,20.2952666667,8.80246666667
392.44,4.76786666667,9.50333333334,6.33433333333,6.99366666667,4.45633333333,5.96113333333,5.51126,20.3165333333,8.77943333333
392.80,4.75893333333,9.42573333333,6.30473333333,6.95486666667,4.4678,5.9562,5.48294666667,20.3649333333,8.78933333333
393.16,4.67833333333,9.28086666666,6.22646666666,6.84846666667,4.38213333333,5.8516,5.37853333333,20.3488666667,8.72093333333
393.52,4.68006666667,9.20939999999,6.2086,6.84006666667,4.40706666667,5.8306,5.34796666667,20.3973333333,8.7
393.88,4.69973333333,9.1836,6.2082,6.83193333333,4.4724,5.84426666667,5.35658,20.4858,8.72053333333
394.24,4.6856,9.1316,6.18293333334,6.79026666667,4.47753333333,5.811,5.32504666667,20.5244,8.69196666667
394.60,4.65726666667,9.06113333333,6.17333333333,6.72326666666,4.5158,5.78886666667,5.27737333333,20.5854666667,8.68826666667
394.96,4.621,8.9506,6.1272,6.6534,4.48146666667,5.73546666667,5.20358666667,20.6336666667,8.62743333333
395.32,4.54253333333,8.85733333333,6.05346666667,6.56066666667,4.4548,5.65113333333,5.10556666667,20.7075333333,8.56166666667
395.68,4.482,8.73986666667,5.94753333333,6.4976,4.41206666667,5.59006666667,5.04712,20.706,8.5037
396.04,4.518,8.70173333333,5.94506666667,6.4656,4.5038,5.57566666667,5.05336666667,20.8046,8.51936666667
396.40,4.5468,8.69226666666,5.95033333333,6.4566,4.58466666666,5.60373333334,5.06452666667,20.9213333333,8.56146666667
396.76,4.55453333333,8.6738,5.94886666667,6.4348,4.6372,5.5692,5.05373333333,21.0483333333,8.5595
397.12,4.5612,8.64539999999,5.9276,6.41006666667,4.69133333333,5.60093333334,5.04090666667,21.1811333333,8.56113333333
397.48,4.5228,8.56886666667,5.839,6.33866666666,4.66966666667,5.5262,4.97343333333,21.2146,8.56396666667
397.84,4.5128,8.52046666666,5.829,6.32453333333,4.70493333333,5.50293333333,4.96969333333,21.3028,8.55473333333
398.20,4.52286666667,8.48039999999,5.8212,6.30773333333,4.75586666667,5.50553333333,4.95472,21.442,8.58143333333
398.56,4.49866666667,8.41533333334,5.77113333333,6.28933333333,4.783,5.49713333334,4.9296,21.5254666667,8.52483333333
398.92,4.49506666667,8.43639999999,5.76153333333,6.2834,4.88186666666,5.53753333333,4.96785333333,21.6487333333,8.55016666667
399.28,4.5334,8.43026666667,5.77326666667,6.28286666666,4.95246666667,5.58806666667,5.01381333333,21.7437333333,8.55013333333
399.64,4.53253333333,8.4144,5.76766666667,6.25466666667,4.99426666667,5.5976,4.9896,21.8439333333,8.55773333333
400.00,4.5104,8.37553333333,5.71233333333,6.2014,4.95573333333,5.54733333333,4.95825333333,21.8966,8.5355
400.36,4.47,8.29060000001,5.6492,6.15713333333,4.95433333333,5.50213333333,4.92135333333,21.9564,8.50483333333
400.72,4.4552,8.23926666668,5.59006666667,6.12893333333,4.951,5.51786666667,4.88103333333,22.0239333333,8.4692
401.08,4.4462,8.17873333333,5.58866666667,6.12306666667,4.97313333333,5.50086666667,4.86642666667,22.134,8.48453333333
401.44,4.4932,8.20240000001,5.6408,6.14313333333,5.07973333333,5.56733333333,4.92061333333,22.2810666667,8.5119
401.80,4.50546666667,8.16413333333,5.59566666667,6.1064,5.0808,5.5526,4.89273333333,22.3677333333,8.5289
402.16,4.498,8.10513333333,5.56006666667,6.09,5.1006,5.53306666667,4.88206666667,22.4096666667,8.51926666667
402.52,4.52386666667,8.076,5.5478,6.07713333333,5.1344,5.52046666667,4.88959333333,22.504,8.56726666667
402.88,4.49453333333,8.0028,5.5014,6.0282,5.1172,5.46353333333,4.84788666667,22.5627333333,8.55583333333
403.24,4.48773333333,7.958,5.5006,6.028,5.15086666667,5.44873333333,4.83458666667,22.6583333333,8.59576666667
403.60,4.50826666667,7.9298,5.50273333333,6.0296,5.16006666667,5.47066666667,4.85222666667,22.7571333333,8.6125
403.95,4.52033333333,7.93666666667,5.5318,6.05213333333,5.2238,5.50066666667,4.8756,22.859,8.62896666667
404.31,4.4826,7.89846666667,5.5064,6.0002,5.22826666667,5.44653333333,4.83730666667,22.9214,8.61146666667
404.67,4.44553333333,7.85,5.48966666667,5.96413333333,5.26573333333,5.40553333333,4.82998,23.0001333333,8.61516666667
405.03,4.46406666667,7.86406666667,5.49166666667,5.951,5.31966666667,5.43873333333,4.85872666667,23.0564,8.6154
405.39,4.45746666667,7.8354,5.48646666666,5.9574,5.3464,5.4386,4.84434666667,23.1194666667,8.6267
405.75,4.42493333333,7.7898,5.4892,5.92613333333,5.374,5.41226666667,4.81224666667,23.1758,8.5967
406.11,4.4864,7.82746666667,5.55373333333,5.9794,5.45606666667,5.49373333333,4.87877333333,23.3543333333,8.6668
406.47,4.50513333333,7.84026666667,5.59586666667,5.9778,5.50033333333,5.51913333333,4.87716666667,23.4576666667,8.6771
406.83,4.56673333333,7.87146666667,5.64826666667,6.02153333333,5.58466666667,5.55746666667,4.90749333333,23.5886,8.69776666667
407.19,4.60613333334,7.90993333333,5.67333333333,6.04726666667,5.6532,5.58893333333,4.95309333333,23.7180666667,8.7424
407.55,4.62966666667,7.9482,5.72046666667,6.08373333333,5.75473333333,5.62066666667,4.98891333333,23.8500666667,8.78166666667
407.90,4.6144,7.9112,5.73513333333,6.05733333333,5.78233333334,5.6064,4.97426666667,23.9326,8.77243333333
408.26,4.65833333333,7.92473333333,5.76506666667,6.11866666667,5.85946666667,5.66013333333,5.03382,24.0573333333,8.8083
408.62,4.66886666667,7.924,5.77053333333,6.1236,5.90733333333,5.68013333333,5.05744,24.1526666667,8.81883333333
408.98,4.6726,7.91646666667,5.74993333333,6.11826666667,5.93906666667,5.66453333333,5.06062,24.2578,8.8154
409.34,4.70186666667,7.9422,5.79286666667,6.17286666667,6.00033333333,5.67533333333,5.092,24.3960666667,8.8608
409.70,4.7248,7.95286666667,5.80793333333,6.1838,6.05173333333,5.7076,5.12234,24.4837333333,8.8864
410.06,4.70393333333,7.9362,5.7826,6.14206666666,6.0796,5.6654,5.09066,24.5144,8.87963333333
410.42,4.69886666667,7.9366,5.75753333333,6.15826666667,6.11633333333,5.6598,5.09630666667,24.6266,8.87846666667
410.77,4.6746,7.90353333333,5.7232,6.1322,6.13693333333,5.6304,5.07876666667,24.6777333333,8.8893
411.13,4.68386666667,7.88586666667,5.7302,6.133,6.17306666667,5.64086666667,5.06706,24.7288666667,8.8763
411.49,4.64726666667,7.81073333333,5.67946666667,6.0856,6.17346666667,5.58586666667,5.02138,24.7649333333,8.85
411.85,4.69233333333,7.83946666667,5.69113333333,6.129,6.2574,5.6428,5.06394,24.9015333333,8.90273333333
412.21,4.73653333333,7.86046666667,5.73293333333,6.1674,6.32393333333,5.6862,5.08448666667,25.02,8.97046666667
412.57,4.76093333333,7.84453333333,5.74546666667,6.1716,6.37173333333,5.6906,5.10015333333,25.1036,8.99096666667
412.92,4.77713333333,7.8284,5.77253333333,6.18806666667,6.42586666667,5.6958,5.10812666667,25.2282,9.03413333333
413.28,4.7466,7.7782,5.72953333333,6.14046666667,6.44793333333,5.6864,5.09653333334,25.2728,9.00296666667
413.64,4.77386666667,7.76626666667,5.732,6.16326666667,6.5284,5.71706666667,5.14770666666,25.4067333333,9.0447
414.00,4.72533333333,7.683,5.6752,6.14153333333,6.52973333333,5.687,5.1043,25.502,9.02143333333
414.36,4.72073333333,7.65173333333,5.6762,6.13206666667,6.57873333333,5.70006666667,5.12888,25.6248666666,9.05083333333
414.72,4.75926666667,7.6478,5.70153333334,6.1556,6.6406,5.7618,5.14883333333,25.7666,9.0728
415.07,4.6882,7.54253333333,5.62646666667,6.0938,6.62026666667,5.69373333333,5.09252,25.8221333333,9.03686666667
415.43,4.714,7.53906666667,5.62813333333,6.0882,6.67466666667,5.71406666666,5.09944,25.9142,9.03516666667
415.79,4.69473333333,7.50793333333,5.59013333333,6.05713333333,6.71266666667,5.70113333333,5.07852,26.011,9.01856666667
416.15,4.66706666667,7.4622,5.5496,6.0058,6.7268,5.68573333333,5.05482666667,26.0728,8.97343333333
416.51,4.69586666667,7.44566666667,5.5654,6.0162,6.7826,5.72066666666,5.05640666667,26.18,9.003
416.86,4.7092,7.4268,5.565,6.0156,6.8482,5.75713333333,5.06931333333,26.2563333333,9.04413333333
417.22,4.7172,7.3892,5.54366666667,5.98346666667,6.88646666667,5.75686666667,5.06515333333,26.3284,9.05713333333
417.58,4.70646666667,7.38006666667,5.54633333333,5.97106666666,6.9172,5.76166666667,5.05663333333,26.3870666667,9.06206666667
417.94,4.7784,7.42466666667,5.60486666667,6.0234,7.0146,5.8328,5.13277333333,26.491,9.11116666667
418.29,4.77353333333,7.37573333333,5.5726,5.9854,7.04106666667,5.821,5.11543333333,26.5048,9.0856
418.65,4.7466,7.33026666667,5.54186666667,5.9456,7.0588,5.80273333333,5.09753333333,26.5678,9.09736666667
419.01,4.7604,7.31793333333,5.53766666667,5.9264,7.12186666667,5.82853333333,5.10788,26.6510666667,9.11783333333
419.37,4.76833333333,7.2888,5.5282,5.91793333333,7.1772,5.8354,5.11688,26.7528666667,9.14676666667
419.73,4.76973333333,7.2482,5.52666666667,5.9014,7.19753333333,5.8298,5.11576666667,26.8175333333,9.15733333333
420.08,4.7644,7.20793333333,5.514,5.88186666667,7.23693333334,5.83,5.11515333333,26.8892666667,9.15256666667
420.44,4.73153333333,7.15526666667,5.47433333333,5.8404,7.24426666667,5.8066,5.09212666667,26.9429333333,9.12903333333
420.80,4.73506666667,7.12793333333,5.47106666667,5.83513333333,7.2886,5.81473333333,5.09762666667,27.0094666667,9.11263333333
421.16,4.75413333333,7.12206666667,5.47306666666,5.83766666667,7.3424,5.8452,5.11096666667,27.0998,9.1188
421.51,4.76653333333,7.0802,5.45453333333,5.82386666667,7.39133333333,5.85793333333,5.11534,27.1939333333,9.1244
421.87,4.72286666667,7.0156,5.39593333334,5.76866666667,7.39826666667,5.81926666667,5.07033333333,27.2439333333,9.10933333333
422.23,4.73973333333,7.01026666666,5.4016,5.7802,7.4458,5.8482,5.08204,27.3505333334,9.14586666667
422.58,4.7254,6.9748,5.3812,5.7658,7.4806,5.8494,5.07702,27.4178,9.13843333333
422.94,4.71253333333,6.9392,5.3682,5.74666666667,7.494,5.8394,5.07195333333,27.4782,9.1317
423.30,4.7046,6.91493333333,5.35066666667,5.7434,7.52826666667,5.84233333333,5.07558666666,27.5464,9.14
423.66,4.7046,6.89893333333,5.33393333333,5.73073333333,7.585,5.85746666667,5.08215333333,27.6064666667,9.14623333333
424.01,4.7102,6.87753333333,5.32053333333,5.72533333333,7.6178,5.85966666667,5.07718,27.6667333333,9.16143333333
424.37,4.73333333334,6.87586666667,5.32373333333,5.7414,7.6758,5.87533333333,5.08213333333,27.7282,9.17966666667
424.73,4.72053333333,6.84666666667,5.29506666667,5.71433333333,7.6876,5.85226666667,5.06644,27.7736,9.18323333333
425.08,4.69473333333,6.80246666666,5.26966666667,5.69026666667,7.70406666667,5.8288,5.04312666666,27.8382666667,9.18826666667
425.44,4.66093333333,6.76546666667,5.24586666667,5.6626,7.70353333333,5.8058,5.01532,27.8670666667,9.16896666667
425.80,4.678,6.7524,5.268,5.6798,7.74893333333,5.82786666667,5.03448,27.9316666667,9.1855
426.16,4.6664,6.7286,5.25366666667,5.66266666667,7.7828,5.8248,5.02468,27.9795333333,9.1727
426.51,4.66213333333,6.7064,5.249,5.64713333333,7.81893333333,5.8134,5.02086666667,28.0269333334,9.1606
426.87,4.66486666667,6.7064,5.2336,5.65553333333,7.8674,5.80706666667,5.02516666667,28.1176666667,9.16823333333
427.23,4.64366666667,6.6696,5.21326666667,5.62813333333,7.8928,5.79466666667,4.99634,28.1671333333,9.15376666667
427.58,4.63,6.63133333333,5.19153333333,5.6168,7.9034,5.7702,4.97567333333,28.2438,9.13393333333
427.94,4.62253333333,6.6326,5.2028,5.62466666667,7.9502,5.78393333333,4.97754666667,28.3474666667,9.14933333333
428.30,4.61573333333,6.62593333333,5.2114,5.6196,8.00566666667,5.79746666667,5.00698,28.4588,9.17836666667
428.65,4.62886666667,6.64726666667,5.2198,5.6484,8.0612,5.8416,5.01716666667,28.5808,9.19813333333
429.01,4.6442,6.6598,5.2336,5.6622,8.1004,5.84533333333,5.03816666667,28.641,9.18593333333
429.37,4.66846666667,6.68626666667,5.24446666667,5.68753333333,8.18413333333,5.87293333333,5.05621333333,28.7508666667,9.2169
429.72,4.6588,6.70313333333,5.232,5.68786666667,8.22673333333,5.8682,5.05125333333,28.8634666667,9.21706666667
430.08,4.65566666667,6.69933333333,5.2406,5.70033333333,8.2588,5.86366666667,5.05959333333,28.9599333333,9.2535
430.44,4.6614,6.7126,5.22993333333,5.70993333333,8.28426666667,5.8838,5.05252,29.0464,9.25973333333
430.79,4.6816,6.72766666666,5.25006666667,5.72306666667,8.334,5.91593333333,5.06706666667,29.138,9.2869
431.15,4.7,6.75686666667,5.26866666667,5.73286666667,8.35939999999,5.92273333333,5.09018666667,29.2309333333,9.2843
431.50,4.72013333333,6.78873333333,5.29333333333,5.76573333333,8.42126666667,5.9534,5.12444,29.3396666667,9.33356666667
431.86,4.7098,6.77333333333,5.25833333333,5.7394,8.42520000001,5.9356,5.10826666667,29.3998,9.3
432.22,4.69993333333,6.7738,5.23593333333,5.74346666667,8.41839999999,5.92813333333,5.09152,29.4582666667,9.2887
432.57,4.7004,6.77086666667,5.24453333333,5.7486,8.45033333334,5.91586666667,5.10498,29.529,9.29463333333
432.93,4.6862,6.77033333333,5.2366,5.75033333333,8.46740000001,5.92666666667,5.0988,29.592,9.30166666667
433.29,4.70393333333,6.78306666667,5.25146666667,5.76933333333,8.48340000001,5.94166666667,5.10762666667,29.6705333333,9.31116666667
433.64,4.715,6.77873333333,5.25793333333,5.76373333333,8.49786666667,5.94393333334,5.10622666667,29.6978,9.30753333333
434.00,4.70953333333,6.7724,5.2452,5.75686666667,8.51560000001,5.93173333333,5.10136666667,29.7414,9.28916666667
434.35,4.716,6.77806666667,5.25726666667,5.77393333333,8.54146666666,5.92313333333,5.11078,29.7898666667,9.29833333333
434.71,4.73153333333,6.79993333333,5.2748,5.78733333334,8.57546666666,5.92866666667,5.11810666667,29.8458,9.29953333333
435.07,4.7388,6.81673333333,5.28746666666,5.80186666667,8.61879999999,5.94166666667,5.1278,29.9216666667,9.31533333333
