wavelength,Back_EucPenm,Belly_EucPenm,Breast_EucPenm,Crissum_EucPenm,Crown_EucPenm,DorTail_EucPenm,Rump_EucPenm,Throat_EucPenm,WingTip_EucPenm
200.06,221.842200001,246.7418,164.837266667,-49.1729333327,-71.4410666667,-145.939866667,120.721706667,210.100266667,-22.6566666667
200.44,85.7466666667,106.053333333,97.4799999999,46.3333333333,30.5200000001,35.1466666667,71.2346666666,101.64,41.8999999999
200.82,178.7474,224.4242,144.2626,-0.36373333326,64.4443333333,-5.47473333326,119.432366667,181.373666667,-23.1819000001
201.19,186.857066667,265.741466667,105.020333333,-50.6938666665,114.367266667,-7.30613333334,133.782206667,175.591866666,-137.455866667
201.57,164.961666667,295.459666667,66.4368666667,-168.6782,113.505733333,43.5249333334,126.95008,157.624533334,-211.685733333
201.95,93.0556000001,148.138933334,76.9444666667,-21.8889333333,59.2777333333,66.1667333333,70.8694666667,100.527733333,-40.4165999999
202.33,-7.549,38.2351999999,53.5294666667,22.8430666667,-4.60786666667,36.5686,16.5000133333,35.9804,18.3332666667
202.71,139.923466667,202.1094,85.3770666666,-19.5190666667,84.6228666667,79.5080666668,77.9562466667,176.1312,8.04926666667
203.09,178.969666667,226.5252,92.1414666667,-10.1514666666,102.8082,115.636533333,95.7130466667,198.848533333,38.5353666667
203.47,123.041866667,151.341866667,70.7953333333,-8.73699999994,59.7995999999,91.7547333334,57.8954,122.234333333,41.8548666666
203.85,96.3460666667,120.534266667,60.0925333334,2.27206666666,67.8418666666,71.3817333334,39.88032,99.9643999999,31.5099000001
204.22,67.5592666666,103.0722,62.4261333333,27.8256666667,65.1660666667,70.0182666666,48.1044666667,84.7645333333,42.2616
204.60,68.3894000001,108.312866667,64.2962000001,32.6124666667,72.3038,74.1459333333,45.7067066667,89.8282666666,46.4230666667
204.98,59.6375333333,94.9577999999,69.5110000001,46.1410666667,66.3314666667,68.6355333333,54.6227733333,80.4926666668,55.0293666667
205.36,60.1588,91.1428,67.3014666667,43.2382,61.9365333334,61.0793333333,47.5682666667,79.5872666666,54.0000333333
205.74,67.1089999999,93.9436666667,63.5696666667,44.3761333333,67.4191999999,59.8732666667,42.6180066667,82.7731333333,53.4712666667
206.12,63.9691333333,103.689266667,56.7870666667,42.4571333333,69.1422,54.3897333333,35.27264,83.5159333333,51.1502666667
206.50,61.7283333333,106.2816,54.5158666667,45.1534666667,67.5274666665,53.9903333334,32.57374,76.3076000001,50.4382333333
206.87,66.1748666667,124.9322,63.1432,47.1069333333,82.3311999999,57.8504666667,33.7610466667,84.2696000001,49.8168
207.25,52.4110000001,112.647266667,61.4743333333,47.0824,70.5928666667,49.8068,30.6045800001,74.5188666667,48.6933333333
207.63,67.1243333333,128.3412,73.4448666667,66.4988000001,92.6392000001,66.9585333334,47.3072533333,93.4460000001,61.6587666667
208.01,58.7978,127.803,72.5972666667,63.5896666667,86.4039333334,69.3433999999,45.4325333334,80.8384666667,60.9822333333
208.39,54.7074666668,132.5414,69.9590000001,57.2443333334,87.4252000001,65.4825333333,36.9890533333,74.5234666667,64.2969
208.77,52.3420000002,161.923066667,81.4443999999,60.9060000001,100.521333333,70.8973333333,35.27514,80.5983999999,77.1966666667
209.14,39.9585333333,193.865666667,85.0645333333,62.9509999999,105.328266667,68.7132000001,8.5426933332,85.3074666666,84.0723666667
209.52,-44.5758666666,229.1876,88.7096666669,56.5352000001,44.3128666668,-17.9331333332,-92.0979933332,24.0023333333,45.3405666667
209.90,-17.1700666667,218.344733333,117.696533333,98.5659333334,54.0045333333,-5.7056,-42.2317799999,45.1946,71.0527
210.28,38.8006666667,224.7266,134.074,122.486733333,106.719533333,59.8940666667,18.4056933333,86.984,103.6862
210.66,66.9086,247.661266667,144.879066667,136.8346,163.3938,104.590133333,45.4395333333,107.0564,125.772766667
211.03,86.7671333333,227.9344,123.643533333,128.121266667,165.362533333,124.678533333,68.8007133333,107.7564,144.758233333
211.41,73.3017333333,212.9584,110.6686,121.4046,150.6188,113.2972,58.71542,85.1852,138.2112
211.79,20.8333333333,218.513,102.614266667,117.5816,117.075133333,68.709,7.1143933332,44.7385333335,138.954233333
212.17,96.1905333333,245.3968,129.127,147.539733333,187.936533333,146.587266667,84.2856200001,129.6032,187.936433333
212.55,95.347,202.222266667,116.792733333,124.479266667,157.085333333,128.291866667,91.0839266666,115.633866667,157.5388
212.92,92.3770666665,163.021466667,98.5897333334,106.4208,131.656266667,103.291666667,81.3775133333,98.8738,127.169133333
213.30,106.685533333,170.930533333,104.8638,106.2138,149.694933333,112.918066667,91.5253533333,104.908133333,124.7065
213.68,111.359866667,178.215666667,103.8244,108.4174,158.365133333,113.618533333,93.9627800001,108.441733333,134.459466667
214.06,104.4832,180.7286,95.0067333334,97.7868000001,153.112066667,107.347,81.1665866667,93.7274,130.213366667
214.44,69.1850666665,148.8238,64.5549999999,69.3563333333,107.600666667,63.3291333333,58.6029466667,57.0694000001,102.0527
214.81,66.9339333335,133.04,56.4798666667,66.6318666665,93.8504,52.5924666667,58.84276,50.9191333333,92.3708666667
215.19,45.3395333333,136.442933333,39.5448000001,60.9875999999,77.4305333333,9.49846666646,45.7422666668,30.3317999999,73.4876333333
215.57,14.6666666667,136.857133333,17.8095333332,46.8809333333,42.0952000001,-57.5000000002,22.0285333335,-8.97619999986,69.8452333334
215.95,28.3888666666,142.055466667,30.1110666665,50.7221333333,61.6110666667,-35.5555333334,37.6111799999,3.50000000014,73.7223
216.32,-131.141,190.0448,-77.9156000002,-10.8535333334,-81.3476000008,-404.905666667,-65.8453400002,-228.876866667,21.9765333334
216.70,255.804066666,163.7412,194.289,185.0932,315.1166,443.682933333,204.361466667,308.1818,189.318266667
217.08,202.577066667,163.269133333,133.243666667,145.448733333,254.782133333,290.1538,154.474386667,219.730733333,152.570333333
217.46,240.0556,156.2408,156.351733333,162.888933333,295.759266667,339.1482,181.740693333,263.296333333,168.4166
217.83,98.1481333333,304.212933333,108.302466667,169.861066667,177.4846,26.4969333334,117.8318,66.5123333332,190.895
218.21,122.507066667,306.467266666,127.464466667,187.863133333,196.1538,55.8689333334,149.561253333,94.7294666669,187.136533333
218.59,160.206,297.195333333,159.032266667,200.8154,265.7706,154.095,183.041193333,152.1954,191.747266667
218.97,64.6666666665,182.458333333,84.6250000001,109.208333333,140.666666667,53.0416666667,99.2291666666,63.5416666667,86.5833333334
219.34,49.5925999999,150.607466667,68.6296666666,85.9406,105.585066667,31.0369333335,72.1703399999,47.7481333334,58.0517999999
219.72,68.7087333332,174.146466667,83.2974000001,101.327066667,133.242533333,64.4583333332,92.4670666667,69.4915333333,65.6892
220.10,115.708266667,260.7012,124.5816,149.574466666,206.096266667,125.4604,144.352526667,97.2510000001,100.453466667
220.47,223.563933333,387.035399999,211.659,232.6268,368.218199999,260.537666667,238.1106,174.301066667,203.663566667
220.85,-286.618133333,-262.5528,-211.6636,-251.687866666,-399.2256,-392.256533333,-269.881413333,-263.8718,-307.725433333
221.23,-146.995066667,-136.9774,-97.4583999999,-116.0548,-208.258066667,-203.136,-136.230033333,-125.884733333,-146.021366667
221.61,-142.839,-143.377866667,-96.5106000001,-109.502,-219.669266667,-203.4262,-135.553366667,-116.804133333,-132.636466667
221.98,-219.085733333,-217.928466667,-137.477,-176.319466667,-315.729266667,-298.009333333,-205.319413333,-167.708533333,-190.277866667
222.36,-181.771466667,-162.5238,-102.738,-146.4334,-250.2286,-235.900133333,-159.50468,-147.038066667,-148.195266667
222.74,-161.2316,-140.861733333,-74.1488000001,-131.227266667,-213.022333333,-214.9894,-131.644406667,-122.446333333,-119.714233333
223.11,-140.587266667,-105.690533333,-80.6111333334,-127.817333333,-177.761866667,-188.4048,-131.4286,-126.6746,-112.361066667
223.49,-102.340733333,-71.3185333333,-59.9554666667,-90.0443333335,-142.5334,-143.8074,-101.09634,-97.8815333333,-83.4666666667
223.87,-75.0624666667,-53.7748000001,-39.7986666667,-69.7426,-111.913133333,-118.360266667,-73.1894866666,-75.5769333333,-60.8748
224.24,-72.8012666667,-49.4208666667,-31.1695333333,-70.3658666667,-104.0562,-114.451133333,-65.4074733334,-68.2739333333,-57.3086333333
224.62,-51.0527333333,-31.6667333333,-5.77693333335,-49.3734666667,-72.8007999999,-80.7580666666,-38.8108333333,-39.9624,-31.1999666667
225.00,-58.9231999999,-39.1569999999,-4.41653333333,-50.1837333333,-72.9561333334,-76.7730666666,-29.9571666667,-32.7564000001,-32.1728666667
225.38,-70.3746666667,-58.8476000001,-19.5036666667,-68.6856666665,-89.1579999999,-104.102466667,-51.08262,-55.2550666666,-57.3427666667
225.75,-60.0134666667,-51.6885333333,-19.7331333333,-63.2017333333,-79.0281999999,-105.708066667,-64.34468,-55.8624,-67.2982999999
226.13,-43.0409999999,-33.7170666667,-3.29320000001,-43.8204,-54.0121333333,-73.3012000001,-36.9995266667,-34.4226666667,-42.4601666667
226.51,-26.5940666667,-20.3775333334,2.07566666667,-28.6944,-35.3579333333,-47.8426666667,-23.0554,-19.0030666667,-27.9783333333
226.88,-21.6943333333,-12.2295333333,3.0168,-21.2217333333,-27.9790666667,-34.4670666666,-15.29414,-13.5457333333,-20.2761
227.26,-8.30946666666,-4.63993333336,7.84193333334,-9.25840000002,-14.3696666666,-19.4318,-5.85134666668,-3.06193333332,-6.65719999999
227.64,-9.91773333334,-5.9416,5.12620000001,-11.0246666667,-11.7183333333,-17.0866666667,-8.16758000001,-3.03953333334,-6.94779999999
228.01,-10.1720666667,-7.28406666665,1.27420000001,-9.2008,-11.1899333333,-12.7367333333,-8.34896666667,-3.53466666668,-6.26833333333
228.39,-8.55540000002,-6.83359999999,-0.355733333326,-6.72473333333,-9.95339999999,-10.7682666667,-8.29141333333,-4.04693333333,-5.7024
228.76,-6.8528,-5.47286666666,-0.505200000015,-4.16293333331,-10.2074666667,-10.3966666667,-6.93390666666,-3.2278,-5.6658
229.14,-6.6906,-5.93513333331,-0.814933333341,-4.50633333333,-11.6598666667,-10.8930666667,-8.67753333334,-3.86073333332,-5.67023333333
229.52,-2.56293333334,-0.801799999994,3.00573333334,-1.2818,-7.97853333334,-6.01046666666,-4.77875333333,0.69953333332,-0.621866666668
229.89,-1.97786666667,0.42706666666,2.70886666667,0.261199999994,-6.75666666667,-4.33746666668,-3.47843333333,2.36693333333,1.7308
230.27,-3.90646666665,-1.89146666666,-1.18980000001,-1.33233333334,-8.79226666667,-5.98846666666,-5.02478666666,0.539533333334,0.196566666666
230.65,-4.39020000001,-2.17873333334,-1.7244,-0.899866666666,-8.81666666667,-5.84506666667,-4.63015333333,1.2684,0.81806666666
231.02,-3.65040000001,-2.44286666668,-2.49886666666,-1.1946,-8.95620000001,-5.55393333334,-4.68872,1.40093333333,0.931933333333
231.40,-3.2376,-0.98866666666,-1.88573333333,-0.1634,-7.94486666666,-3.92640000001,-3.48379333333,2.72986666667,1.52866666667
231.78,-1.60593333334,0.743399999992,-1.11993333333,1.15466666667,-5.66286666666,-2.20593333333,-1.547,3.88326666667,2.59956666667
232.15,-0.78133333334,1.88406666666,-0.206666666664,1.76973333333,-5.36266666667,-1.96200000001,-1.58941333333,5.0586,2.98023333333
232.53,-2.90686666666,0.0458666666726,-1.62346666667,-0.480866666667,-8.94086666667,-2.89613333333,-3.59697333334,4.00333333333,1.33383333333
232.90,-7.29586666665,-3.48613333334,-5.35666666668,-5.57539999999,-11.806,-5.52066666666,-6.86603333334,-0.086933333334,-2.77806666667
233.28,-6.28366666665,-1.70573333334,-5.03599999999,-5.23620000001,-8.71946666667,-2.89873333333,-5.2787,0.389133333334,-3.07936666667
233.66,-9.67766666666,-4.21380000001,-7.98386666666,-7.94613333335,-9.77993333333,-3.26493333333,-7.27594666665,-1.54886666667,-6.40553333333
234.03,-9.52566666666,-4.18386666667,-6.80046666667,-8.26746666665,-9.21839999999,-2.99893333333,-6.06885333335,-1.13266666666,-6.53710000001
234.41,-7.16973333331,-2.78346666667,-4.86013333332,-7.29253333333,-7.85006666667,-0.31133333334,-5.26483333335,0.202733333346,-5.27443333333
234.78,-10.2936666666,-5.43053333333,-7.44893333333,-10.5886666667,-9.36553333332,-1.8192,-7.60816,-2.0876,-8.79156666666
235.16,-14.0348,-9.35879999998,-9.14720000002,-13.2047333333,-10.9140666667,-4.11526666666,-10.18988,-4.57033333333,-11.6670666667
235.54,-14.4473333333,-10.6549333334,-9.27266666665,-14.7651333333,-11.2114666667,-3.89666666666,-10.7224666667,-4.64953333334,-12.5136
235.91,-13.2856,-11.3078666667,-9.26726666667,-14.4355333333,-11.9092666667,-3.86293333334,-11.1172733333,-5.09373333334,-12.9665
236.29,-11.4645333333,-9.96066666667,-8.41453333333,-12.8331333333,-9.67200000001,-2.80333333334,-9.62275333333,-4.47859999999,-11.3264
236.66,-6.0024,-5.64953333334,-4.03706666667,-7.80953333333,-4.01953333334,0.906466666668,-4.78336,-0.8426,-6.21886666666
237.04,-4.26826666666,-5.93026666666,-3.19653333334,-6.55773333333,-3.01779999999,2.5756,-4.19226666667,0.647333333333,-5.68376666666
237.41,-4.09353333333,-5.69706666667,-3.1614,-5.91046666667,-3.55166666666,2.73920000001,-3.47250666667,1.22466666667,-4.37446666667
237.79,-4.23640000001,-5.99113333334,-2.499,-5.39093333333,-4.14453333333,3.1954,-2.83727333333,0.910333333333,-3.58873333334
238.17,-4.4926,-6.69399999999,-3.01413333333,-4.69426666667,-3.99299999999,3.67299999999,-3.03004,0.325133333334,-3.57086666667
238.54,-5.67453333333,-7.31246666667,-4.04753333333,-5.22360000001,-4.2374,2.96133333333,-3.64721999999,-0.549199999999,-4.7985
238.92,-1.73073333334,-4.56333333332,-1.25240000001,-2.01233333333,-2.19579999999,4.13853333333,-1.10954,1.87333333333,-1.43516666667
239.29,-0.134000000005,-2.70113333334,-0.804733333334,-0.7102,-1.11273333333,4.59613333333,-0.510153333333,3.4894,0.233666666673
239.67,-0.347866666668,-2.46373333334,-0.23846666667,0.0639333333326,-1.48893333333,4.23606666666,-0.70692,3.12119999999,0.531333333327
240.04,-1.3224,-3.03013333334,-0.419133333334,-0.162466666666,-2.01273333333,4.1064,-1.60844666667,2.78713333333,0.497399999999
240.42,-1.91146666667,-2.78006666667,-0.191600000003,-0.947066666667,-2.2374,4.0426,-1.53216,2.87786666666,0.788499999999
240.79,-2.27366666667,-2.68713333333,-0.897066666667,-1.3734,-2.19166666667,4.31833333333,-1.78106666667,3.3688,1.33866666667
241.17,-0.701666666665,-0.7842,0.420999999999,-0.0959333333326,-0.714,5.18233333333,-0.421426666669,4.18666666667,3.4855
241.54,-0.519333333332,-0.798466666667,0.837799999999,0.534133333335,-0.4828,5.1844,-0.256286666666,3.906,4.2087
241.92,0.414200000001,-0.345133333332,1.1898,1.07806666667,0.259,5.5406,0.0840266666667,4.23346666667,5.18396666667
242.29,0.667266666666,0.0266666666674,1.12553333333,1.26066666667,0.503466666666,5.5442,0.261466666666,4.38706666667,5.1125
242.67,0.330266666666,-0.472200000002,0.974666666667,1.05773333333,0.212000000001,5.2364,-0.152713333333,4.11486666667,5.21176666667
243.05,-0.808666666667,-1.16473333333,0.0487999999994,0.230799999999,-0.5846,4.72606666667,-1.23372,3.24106666667,4.4379
243.42,-0.658133333332,-0.9206,0.379799999999,0.425199999999,-0.572266666665,5.15786666667,-1.00754,3.05926666667,4.35893333333
243.80,-0.402799999999,-0.805333333334,0.445999999998,0.698599999999,-0.104400000001,5.42213333333,-1.02572,3.015,4.56553333333
244.17,-0.0070000000006,-0.351933333333,0.648266666665,0.798733333333,0.341733333335,5.7728,-0.450086666667,3.38553333333,4.8941
244.55,-0.053666666666,-0.439400000001,0.336333333335,0.850066666666,0.240733333333,5.57386666667,-0.681680000001,2.89626666667,4.7924
244.92,0.166399999999,-0.4188,0.580533333333,0.827733333334,0.219000000001,5.2778,-0.216279999999,2.47513333333,4.9074
245.30,-0.329066666667,-0.979,0.0975333333347,0.318466666666,-0.1554,4.87873333333,-0.42994,1.83513333333,4.1761
245.67,-0.231333333333,-0.997,-0.206733333333,-0.0060666666672,-0.402933333333,4.52786666667,-0.448760000001,1.60506666667,3.8795
246.05,-0.125733333333,-0.736666666666,-0.259666666668,-0.0317999999993,-0.488333333333,4.4522,-0.234886666667,1.56346666667,3.57956666667
246.42,0.379933333333,-0.408866666665,0.101866666668,0.0957333333326,-0.269866666669,4.7032,-0.0188200000007,1.749,3.9819
246.79,1.2126,0.384066666666,0.892799999999,0.8034,0.390733333334,5.267,0.748040000001,2.35606666667,4.70553333333
247.17,1.5418,0.563933333335,1.0372,1.0484,0.410533333334,5.3698,1.01594666667,2.38593333333,5.16216666667
247.54,1.64546666667,0.859533333334,1.02613333333,1.32586666667,0.4492,5.30566666667,1.10195333333,2.61633333333,5.43403333333
247.92,1.51246666667,0.747400000001,0.814,1.27286666667,0.226666666668,5.11186666667,1.18859333333,2.58886666667,5.39003333333
248.29,1.53186666667,0.830733333332,1.00826666667,1.5494,0.224400000001,5.2026,1.30144,2.74086666667,5.6816
248.67,1.80326666667,0.915866666667,1.2408,1.8574,0.320733333333,5.49126666666,1.54798666667,3.13493333333,6.0807
249.04,1.52286666667,0.646733333333,0.941333333333,1.70993333333,-0.0276666666668,5.3072,1.22415333333,3.049,5.65323333333
249.42,1.56626666667,0.700799999999,1.03026666667,2.0004,-0.0678666666673,5.38226666666,1.23940666667,3.385,5.84466666667
249.79,1.18146666667,0.598933333333,1.00146666667,1.95473333333,-0.201133333333,5.2556,1.05544,3.432,5.6612
250.17,0.863199999999,0.330866666666,0.857,1.7968,-0.3506,5.0594,0.78818,3.34026666667,5.7908
250.54,0.309866666667,-0.097399999998,0.493000000001,1.60753333333,-0.778199999999,4.726,0.512506666668,3.00113333333,5.66163333333
250.92,0.0785999999999,-0.284666666666,0.112133333334,1.68553333333,-1.051,4.57793333333,0.412206666665,2.99166666667,5.58443333333
251.29,0.579466666667,0.318066666665,0.650866666667,2.61726666667,-0.179999999999,5.24066666667,1.01950666667,3.78066666667,6.14253333333
251.66,0.783666666667,0.329266666668,0.7002,2.62893333333,-0.0678000000007,5.63393333333,1.33322666667,3.53973333333,6.19323333333
252.04,0.340066666667,0.125666666667,0.1778,2.05466666667,-0.569266666668,5.11606666667,0.8613,3.0226,5.50676666667
252.41,-0.0649333333332,-0.0878666666646,-0.408933333333,1.6888,-0.827333333333,4.64586666667,0.529200000001,2.3944,4.907
252.79,-0.581533333333,-0.535266666666,-0.813733333332,1.31313333333,-1.31506666667,3.92606666667,-0.049893333334,1.6402,4.07496666667
253.16,-1.26346666667,-1.2616,-1.4628,0.9468,-1.9094,2.92753333333,-0.934460000001,0.824466666666,3.46706666667
253.54,-1.28886666667,-1.1184,-1.42386666667,0.805133333333,-1.8292,2.97653333333,-0.923373333333,0.551733333333,3.1308
253.91,-1.31206666667,-1.15526666667,-1.3824,0.787799999999,-1.77333333333,3.13553333333,-0.750806666668,0.616333333333,3.1245
254.28,-1.79613333333,-1.65366666667,-2.15326666667,0.662,-2.40326666667,2.688,-0.807946666666,0.173266666668,2.2456
254.66,-1.07353333333,-1.22226666667,-1.70533333333,1.46246666667,-1.82733333333,3.20946666667,-0.14918,0.874733333333,2.34446666667
255.03,-0.929266666666,-1.0226,-1.37653333333,1.56933333333,-1.75106666667,3.28613333333,-0.0067533333334,1.0834,2.0047
255.41,-0.839733333334,-0.753866666668,-0.9588,1.30293333333,-1.95626666667,2.96926666667,0.199526666667,0.918999999999,1.84573333333
255.78,-1.13633333333,-1.15953333333,-1.01926666667,1.09086666667,-2.2676,2.36486666666,-0.199260000001,1.13026666667,1.64886666667
256.15,-0.600066666667,-0.662266666667,-0.148,1.75753333333,-2.04493333333,2.75886666666,0.234813333334,1.73113333333,2.4741
256.53,0.364066666665,0.213400000001,0.683866666666,2.28506666667,-1.565,3.16693333333,0.98206,2.3094,3.28756666667
256.90,0.729866666666,0.836333333334,1.10033333333,2.6068,-1.06106666667,3.6198,1.51014666667,2.77993333333,3.752
257.28,1.19126666667,1.5628,1.55913333333,2.86593333333,-0.631733333335,4.2426,2.13826666667,3.51173333333,4.44146666667
257.65,1.68726666667,1.96626666667,1.85253333333,3.26493333333,-0.311799999998,4.52306666667,2.53616,4.01906666667,5.5172
258.02,2.14433333333,2.38513333333,1.9372,3.2794,-0.154799999999,4.47313333333,2.29726666667,3.96313333333,5.9328
258.40,2.427,2.9134,2.40146666667,3.44913333333,0.352933333332,4.84133333333,2.32731333333,4.29113333333,6.5611
258.77,1.99153333333,2.65006666667,2.13133333333,2.998,-0.0190000000006,4.48546666667,1.91767333333,3.971,6.44143333333
