wavelength,Back_HemParf,Belly_HemParf,Breast_HemParf,Crissum_HemParf,Crown_HemParf,DorTail_HemParf,Patch10_HemParf,Rump_HemParf,Throat_HemParf,WingTip_HemParf
207.25,-381.333333333,-459.333333333,-171.333333334,-264.0,-246.0,-55.3333333335,-211.333333334,-326.666666667,-295.333333334,-408.666666666
207.63,-447.826166667,-525.362166667,-196.377,-298.550666666,-250.7245,-69.5651666665,-245.652166667,-367.3915,-338.405666666,-451.449
208.01,-338.690333334,-423.214333334,-139.881,-234.523833333,-184.523666666,-48.2143333333,-195.238,-289.881,-242.262,-374.404833333
208.39,-219.583333334,-280.0,-95.8333333333,-142.916666667,-105.833333333,-25.0,-117.916666667,-185.416666667,-144.583333333,-240.416666667
208.77,-277.941,-356.372666666,-139.215666666,-197.548833333,-161.7645,-60.2941666667,-164.705666667,-241.666666667,-207.353,-307.353
209.14,-194.697,-261.7425,-96.9698333331,-136.363666666,-125.0,-37.1211666667,-111.363666667,-166.288,-151.136166667,-229.166666667
209.52,-187.075,-236.0545,-75.5101666668,-118.707666667,-112.925166667,-33.3335,-94.8980000002,-152.380833333,-129.591833333,-191.1565
209.90,-96.3676666665,-132.478666667,-22.863,-59.4018333333,-41.8801666666,-7.69233333334,-35.0428333333,-68.1626666666,-65.812,-101.923166666
210.28,-67.433,-95.0191666665,-13.2183333333,-33.7165,-21.839,0.0,-10.3446666667,-37.7395,-42.1458333333,-69.732
210.66,-55.4216666666,-82.3291666666,-5.221,-27.9116666666,-5.6225,3.21283333333,-2.00783333335,-19.478,-25.3011666667,-51.6061666666
211.03,-58.9201666665,-104.9295,-23.474,-48.8263333334,-12.676,-16.1971666666,0.7041666667,-27.9341666667,-43.8966666666,-65.7276666667
211.41,-61.0258333332,-111.282,-17.1795,-62.8206666667,-8.9741666667,-14.6155,-0.76916666665,-35.3846666666,-51.5385,-68.2051666667
211.79,-91.0000000001,-146.333333333,-46.3333333333,-92.9999999998,-27.6666666667,-33.0,-11.6666666667,-56.3333333335,-82.6666666667,-98.3333333333
212.17,-68.6781666665,-118.390833333,-31.322,-54.3106666667,-9.1955,-13.2183333333,15.23,-38.5056666667,-63.5058333334,-56.6091666666
212.55,-112.403166667,-181.395333333,-58.5273333334,-82.9458333332,-18.6046666666,-34.1086666667,17.4418333333,-58.915,-96.5116666665,-83.3331666667
212.92,-190.123666667,-305.555666666,-111.7285,-149.382666667,-19.1356666666,-80.8643333335,4.321,-109.876666667,-148.148166667,-132.098666667
213.30,-253.333333334,-415.0,-168.333333333,-220.0,-9.1666666667,-125.0,10.8333333334,-137.5,-189.166666667,-154.166666667
213.68,-133.333333333,-272.463833334,-67.3915,-110.145,84.7826666667,-39.1305,81.884,-38.4058333334,-94.9276666665,-66.6666666667
214.06,-803.333333335,-1403.33333333,-466.666666666,-576.666666667,270.0,-243.333333333,136.666666667,-360.0,-636.666666667,-410.0
214.44,-4350.0,-7316.66666667,-2716.66666666,-3816.66666666,1033.33333333,-1483.33333334,-600.0,-2916.66666666,-3283.33333333,-3100.0
214.81,546.666666668,806.666666667,335.0,468.333333333,-11.6666666667,235.0,63.3333333335,393.333333333,431.666666667,413.333333333
215.19,1727.77766667,2450.00016667,650.0,1255.5555,-277.777666667,311.111,27.7778333335,1055.55533333,1077.77783333,1127.77783333
215.57,416.666666667,546.6665,181.111333333,286.666833333,-25.5556666667,82.2221666665,59.9998333335,261.111,241.111,275.5555
215.95,442.857166667,609.523666667,169.0475,323.8095,-33.3333333333,128.5715,63.0951666667,288.095166667,263.095166667,288.095333333
216.32,252.298833333,298.275833333,131.0345,208.620666667,31.0346666667,99.4253333335,81.6093333332,174.138,167.241166667,179.310333334
216.70,418.889,421.111,142.222333333,287.778,-27.7778333333,103.333333333,73.3335000001,246.666666666,244.4445,237.777666667
217.08,-683.333333335,-629.629666667,-196.296333333,-411.111,53.7038333333,-114.814666667,-5.5556666665,-350.0,-414.814666667,-361.111
217.46,-358.333166667,-297.222166667,-100.925833333,-223.148166667,20.3703333333,-68.5186666668,4.62966666665,-181.4815,-202.777833333,-172.222333333
217.83,-519.0475,-432.142666667,-196.4285,-317.857166667,-28.5713333333,-119.0475,-20.2381666667,-246.4285,-319.0475,-246.428333333
218.21,-238.505833333,-172.9885,-79.885,-145.977166667,-2.2988333333,-32.7586666665,37.9310000002,-71.839,-108.620666667,-72.4138333333
218.59,-132.971,-89.1305,-18.4783333334,-65.2175,18.4781666667,3.62333333335,58.6956666666,-16.3041666667,-40.942,-5.79716666668
218.97,-72.5806666668,-44.8926666667,9.13983333333,-16.1291666667,33.3333333333,23.6558333333,56.7203333333,15.3228333333,-8.87100000001,19.8925
219.34,-74.1023333333,-50.769,-7.43566666666,-22.3078333334,28.4613333333,8.20516666665,45.1283333333,7.94866666665,-12.0513333333,15.3846666666
219.72,-57.9813333332,-41.0798333334,-7.981,-5.399,27.2303333333,7.98133333335,53.2861666667,22.0656666666,-1.87816666668,23.7091666666
220.10,-41.3421666665,-22.7273333333,0.649333333332,5.844,34.632,19.9135,59.524,30.0865,9.52366666665,34.1993333333
220.47,-42.4658333335,-21.9178333333,10.7305,4.33783333334,33.5615,20.548,65.0683333333,35.1598333333,15.0685,42.4656666667
220.85,-59.5628333333,-43.716,3.5518333333,-6.28416666667,28.4151666667,16.1203333333,57.9236666667,29.7815,8.19700000001,39.0711666667
221.23,-46.9445000002,-26.6665,15.8333333333,4.16666666666,45.5555,38.6113333333,62.778,46.389,24.7221666667,57.7778333333
221.61,-61.5943333331,-55.4348333333,4.34783333335,0.3623333333,51.8115,37.6811666667,62.3186666667,44.9275,13.0433333334,63.7681666667
221.98,-69.8581666667,-61.7021666667,-7.80133333334,-22.3403333333,34.3971666667,30.851,41.1348333334,18.0851666667,7.80133333335,46.8085
222.36,-51.8116666666,-60.8696666667,-13.7681666666,-16.6666666667,31.1593333333,36.9565,36.5941666667,12.6811666667,-1.44933333335,32.971
222.74,-61.4285,-89.0475000001,-34.2856666667,-22.8573333333,33.8093333333,37.1428333333,30.0,20.4763333334,-21.4285,27.1428333334
223.11,-92.8570000001,-119.642833333,-66.6666666667,-52.9761666667,42.857,37.5,-1.78583333335,-2.9761666667,-61.3093333332,2.381
223.49,-47.1428333333,-63.8096666667,-22.3808333333,-14.762,47.143,43.3331666667,26.6665,21.9046666667,-56.6666666667,20.476
223.87,-14.1413333333,-30.8078333333,4.04050000002,2.02,79.798,70.707,54.0405,53.0303333333,-45.9595,47.4746666667
224.24,1.852,-22.8393333333,24.0741666667,21.6051666667,101.852,104.321,84.568,94.4443333334,-33.9508333333,72.8395
224.62,59.0909999998,23.7373333334,57.5756666667,53.0301666667,127.777833333,121.212166666,93.9391666667,121.717166667,8.58583333335,87.3738333333
225.00,29.6875000001,2.08333333335,38.0208333333,32.8125,120.833333333,103.125,67.7083333333,97.3958333335,-23.9583333333,64.5833333333
225.38,44.0476666665,0.5951666667,43.4525,30.357,127.976166667,97.6191666665,76.1906666667,92.2618333333,-49.4046666665,50.5951666667
225.75,57.738,32.7381666667,70.8333333333,69.643,141.071666666,127.381,102.381,120.833166667,-36.3095,54.1668333333
226.13,61.4583333333,42.1875,77.6041666667,88.0208333333,129.166666666,108.333333334,104.166666667,108.333333334,-24.4791666666,58.8541666667
226.51,69.1176666668,67.1568333333,103.431333333,115.196,149.019666667,114.215666667,113.7255,123.529666666,1.47066666665,84.804
226.88,82.5396666666,96.0316666667,130.158833334,140.476166667,204.762,173.016,140.476,137.3015,-37.3014999999,103.968333333
227.26,-120.833333333,-108.333333333,-312.5,-333.333333333,-508.333333333,-625.0,-483.333333333,-429.166666667,558.333333333,-208.333333333
227.64,30.7291666665,15.1041666667,-7.81249999999,5.20833333335,-20.8333333333,-55.2083333333,-5.20833333332,-11.9791666667,87.5000000001,24.4791666667
228.01,56.8629999999,33.987,28.4313333333,34.6405,25.1633333333,-4.90183333334,40.523,31.3725,83.9868333332,49.673
228.39,62.5001666667,34.8215,40.4761666667,43.7498333333,32.4405,5.65483333333,46.7261666667,55.0595,83.631,58.3333333333
228.76,68.1068333334,47.9425,48.354,49.3826666666,40.1235,24.074,49.3828333333,60.9055,77.1603333333,57.819
229.14,57.5436666666,40.5263333333,44.035,49.298,43.3333333333,28.9475,45.2631666667,53.8593333334,69.4738333334,57.1928333333
229.52,54.885,39.5115,39.224,43.822,41.8101666666,28.1611666667,41.0916666667,43.1031666666,56.1783333333,48.707
229.89,49.8746666667,35.3383333334,35.3383333333,40.3506666666,37.2183333333,25.9398333333,37.0928333334,38.5966666666,44.737,38.7218333333
230.27,46.875,34.5833333333,38.125,39.6875,34.7916666667,26.3541666667,37.3958333333,34.5833333333,44.375,35.3125
230.65,47.3231666666,39.3783333333,40.7601666667,43.955,41.7961666667,30.9155,39.81,37.9103333333,43.9551666667,38.3421666667
231.02,50.2618333333,44.1533333333,40.0521666667,43.3681666666,44.5025,34.2056666667,40.6631666666,39.3543333333,43.5428333334,39.3543333333
231.40,50.9361666666,40.3556666667,39.2323333333,42.6966666667,42.1348333334,34.7381666667,38.9511666666,41.3856666666,40.6366666667,39.4195
231.78,53.9531666667,44.765,43.1625,41.1323333334,44.8718333333,38.2478333334,40.5983333333,46.7948333333,44.1238333333,42.9486666666
232.15,47.6188333333,39.947,32.672,27.7778333333,34.9206666666,27.2485,26.8518333333,37.963,37.0371666667,32.8043333333
232.53,48.0993333334,43.5673333333,29.5323333333,22.661,37.427,27.0468333334,27.3391666667,31.4326666667,36.8421666667,32.0178333333
232.90,46.4016666667,44.8863333333,24.4316666667,10.6061666667,36.9318333333,26.1363333333,18.182,24.6213333333,34.0908333334,30.3033333334
233.28,46.9135,48.148,25.5143333333,6.37883333333,36.214,24.2798333333,10.4936666667,22.2221666667,33.539,28.1891666667
233.66,35.065,39.6103333333,19.9131666667,-2.5975,28.788,15.5845,-3.896,19.697,36.5801666667,17.3161666666
234.03,30.5083333334,34.4631666666,18.0793333333,-13.5591666667,24.0113333333,8.192,-9.6045,12.4293333333,40.113,18.6443333333
234.41,-2.70266666665,5.40533333331,-32.8828333333,-64.865,-2.2521666667,-19.82,-52.7026666667,-21.1711666667,20.2703333334,-5.85583333334
234.78,-130.303166667,-71.2121666667,-175.757666667,-306.060833333,-148.484666667,-162.121166667,-274.2425,-130.303,-6.06033333333,-143.939333334
