wavelength,Back_HemParf,Belly_HemParf,Breast_HemParf,Crissum_HemParf,Crown_HemParf,DorTail_HemParf,Patch10_HemParf,Rump_HemParf,Throat_HemParf,WingTip_HemParf
311.85,5.6375,11.3171666666,9.47999999999,5.21133333334,4.56283333333,9.28783333333,7.52283333333,6.31,14.8415,8.41733333333
312.22,5.37483333333,10.9141666667,9.19566666666,4.81416666667,4.211,8.92133333333,7.3795,6.112,14.6435,7.8975
312.59,5.0565,10.5365,8.84883333334,4.64533333333,3.82316666667,8.53566666667,7.16133333333,5.6885,14.5556666666,7.609
312.96,4.79666666667,10.3461666666,8.78483333333,4.38916666666,3.63666666667,8.35216666667,7.01033333333,5.23566666667,14.4783333333,7.211
313.33,4.51916666666,10.156,8.8345,4.0405,3.37666666666,8.27283333334,6.63216666667,4.83216666667,14.1771666667,6.881
313.70,4.14033333333,9.87600000002,8.75516666667,3.7315,2.84166666666,7.79933333333,6.382,4.45666666666,14.0691666667,6.38183333333
314.07,4.24266666667,9.99450000001,8.92549999998,3.67433333333,2.7,7.85633333333,6.75316666666,4.43883333333,14.1765,6.32016666667
314.43,4.165,10.089,8.782,3.57383333333,2.62816666667,7.76666666667,6.74466666667,4.3665,14.1635,6.32733333333
314.80,4.33166666666,10.2841666667,8.96433333333,3.85083333333,2.96183333333,8.09683333333,7.114,4.44616666667,14.5943333334,6.41116666667
315.17,4.24016666666,10.31,8.88433333334,3.88733333333,2.866,7.87033333333,6.90033333334,4.35766666666,14.9325,6.217
315.54,4.21483333333,10.474,8.80016666666,3.91116666667,2.91116666667,7.91116666667,7.1555,4.29633333333,15.1408333334,6.12583333333
315.91,3.81833333333,10.476,8.804,3.46433333333,2.508,8.02066666667,6.71783333334,4.17983333333,14.7161666667,5.626
316.28,4.26533333333,10.7925,9.11516666665,3.79483333334,2.82316666667,8.3865,6.808,4.48533333333,15.0273333334,5.95016666667
316.64,5.24183333334,11.7461666666,9.92483333332,4.35416666666,3.62733333333,9.02216666667,7.46866666666,5.4255,15.7711666667,6.7035
317.01,5.15116666667,11.8608333333,9.94933333333,4.39133333333,3.53916666667,8.99733333333,7.44666666667,5.74233333333,15.8681666667,6.656
317.38,5.5865,12.4576666666,10.0955,4.77833333334,3.955,9.27233333334,7.94866666667,6.2095,16.1971666666,7.04066666667
317.75,5.85333333333,13.1545,10.3975,5.27566666667,4.55183333333,9.90433333335,8.58766666667,6.662,16.5281666667,7.62466666667
318.12,5.757,13.3893333333,10.3985,5.4395,4.64116666667,10.034,8.32183333334,6.95033333333,16.6898333334,7.50033333333
318.49,6.179,13.6745,10.698,5.87516666666,4.96333333333,10.3008333333,8.579,7.23083333334,17.2043333334,7.79966666667
318.85,6.02166666667,13.6518333333,10.6525,5.79633333333,4.833,10.1551666667,8.36066666667,7.20266666667,17.2571666667,7.871
319.22,6.02816666667,13.6448333333,10.8488333334,5.7555,5.12466666667,10.3893333334,8.4815,7.20416666666,17.1653333333,8.13083333333
319.59,6.43483333333,14.2086666667,11.273,6.15316666667,5.566,10.9443333333,8.6505,7.66383333333,17.4415,8.6895
319.96,6.84983333333,14.827,11.7581666667,6.81083333333,6.08266666667,11.1788333333,9.31583333332,8.00066666666,18.4203333334,9.20633333333
320.32,7.335,15.516,12.1496666666,7.09266666667,6.26266666666,11.5155,9.87150000002,8.43116666666,19.0388333333,9.78533333335
320.69,6.55816666667,14.7658333333,11.2708333333,6.527,5.4195,10.941,9.40933333332,7.83866666667,18.4575,9.1425
321.06,6.98116666667,15.0156666667,11.5486666666,6.87883333333,5.77033333333,11.2656666667,9.72483333335,7.94833333334,19.1746666667,9.37883333332
321.43,6.37333333334,14.4121666667,11.1536666667,6.11833333334,5.1225,10.6675,9.10583333333,7.42516666666,19.0008333333,8.94683333332
321.80,6.58766666667,13.9745,11.2195,5.7085,5.02766666667,10.4196666666,8.96283333335,7.34766666667,19.3426666667,8.73316666666
322.16,6.67133333334,13.821,11.2575,5.629,4.845,10.4891666667,8.96850000002,7.17316666667,19.3556666666,8.7645
322.53,6.347,13.7468333334,11.0801666666,5.58616666667,4.91,10.3195,8.93666666668,6.8925,19.3483333333,8.93633333331
322.90,5.84333333333,13.3168333334,10.47,4.94966666667,4.27366666667,9.7565,8.2995,6.06116666667,18.875,8.20183333333
323.27,5.6515,13.1493333334,10.022,4.84916666667,3.6495,9.20533333333,8.08683333334,5.57766666667,18.7785,7.85866666667
323.63,5.59633333333,12.9741666666,10.2081666667,4.89933333333,3.32616666667,9.102,8.29733333334,5.50316666667,19.0445,7.773
324.00,5.51583333333,12.8753333333,9.98483333335,4.62233333333,3.04416666667,8.95133333333,8.21833333333,5.39733333334,18.8171666666,7.43616666667
324.37,5.01116666666,12.729,9.89899999999,4.29316666667,2.91216666667,8.641,7.87533333333,5.1475,18.7721666667,7.007
324.74,5.31533333333,13.0966666667,10.1941666667,4.4625,3.29866666666,8.81916666666,8.07216666666,5.30866666667,19.126,6.988
325.10,5.36283333334,13.449,10.3661666667,4.63066666667,3.29483333334,8.72183333333,8.24016666667,5.52966666667,19.1971666666,7.23833333333
325.47,5.49933333333,14.0851666667,10.7058333333,5.03816666667,3.604,8.7665,8.47983333333,5.7675,19.5721666666,7.42
325.84,5.236,14.4246666667,10.716,5.07683333333,3.64116666667,8.66316666666,8.13783333333,5.55366666667,19.3181666667,7.51466666667
326.21,4.7095,14.3271666667,10.3531666667,4.806,3.58166666666,8.02566666667,7.82683333333,5.16766666667,19.139,7.1695
326.57,5.083,14.5318333334,10.6386666667,4.90966666667,3.83933333334,8.12683333334,8.04316666666,5.47766666667,19.0528333334,7.14616666667
326.94,5.62516666667,15.2188333334,11.1963333333,5.59533333333,4.42133333333,8.67,8.81883333335,6.23883333334,19.5565,7.90733333333
327.31,5.61933333333,15.6036666666,11.2801666667,5.697,4.69366666666,8.77816666667,8.85583333333,6.43133333333,19.6106666666,7.96016666667
327.67,5.21933333333,15.5916666666,10.931,5.4295,4.82266666667,8.61266666667,8.4085,6.12,19.3273333333,7.6215
328.04,4.7965,15.6068333334,10.8588333333,5.499,4.857,8.62416666667,8.29716666667,5.97166666666,19.3193333333,7.61866666666
328.41,4.8835,15.8263333334,11.0338333333,5.76066666667,5.09666666666,8.57383333333,8.51283333333,6.02233333333,19.4556666667,7.70316666667
328.78,4.65833333334,15.7816666667,11.0805,5.86266666667,5.0885,8.5175,8.3765,5.9365,19.3831666666,7.62666666667
329.14,4.555,15.8125,11.245,5.836,5.16766666666,8.44166666667,8.11966666667,5.77433333333,19.3898333333,7.53183333333
329.51,4.75116666667,15.6726666666,11.478,5.88283333334,5.45133333334,8.58333333334,8.18333333333,5.90133333333,19.4858333333,7.852
329.88,4.8555,15.6261666667,11.3003333334,5.83316666666,5.35366666667,8.62666666666,8.21683333333,5.896,19.6176666667,7.69333333333
330.24,5.503,15.9056666666,11.893,6.126,5.566,8.90566666666,8.69166666667,6.3395,19.9495,8.00633333334
330.61,5.85183333333,16.2411666667,12.4483333333,6.51533333334,5.88933333334,9.31266666667,9.07500000001,6.80316666666,20.6533333333,8.443
330.98,5.76116666667,16.2121666666,12.606,6.6145,6.14733333333,9.39216666667,9.11833333335,6.8885,20.8645,8.26483333333
331.34,5.80533333333,16.0338333333,12.7165,6.38916666666,6.30916666666,9.60183333333,9.1535,6.80666666667,20.9915,8.318
331.71,5.94966666667,16.1936666666,13.1063333334,6.435,6.42883333333,9.60716666667,9.4615,7.066,21.4095,8.36966666667
332.08,6.64133333333,16.6068333334,13.7263333333,6.6355,6.93483333333,9.8515,9.82149999999,7.54583333333,21.9426666666,8.96516666667
332.44,6.867,16.5736666666,13.5245,6.64566666666,6.83216666666,9.93916666669,9.83416666667,7.45,21.6915,9.09983333333
332.81,6.79216666666,16.2581666666,13.4401666667,6.26283333334,6.45833333334,9.71349999999,9.69033333331,7.068,21.5725,8.95433333334
333.18,6.63133333334,16.0483333334,13.0585,5.85433333334,6.24016666667,9.4735,9.56416666665,6.84133333334,21.347,8.634
333.54,6.53516666666,16.1426666667,12.797,5.74316666667,6.1615,9.36766666667,9.4735,6.602,21.3393333333,8.336
333.91,6.6295,16.1791666666,13.1436666666,6.01033333333,6.427,9.36866666667,9.77983333332,6.79933333333,21.614,8.3935
334.28,6.68833333334,16.4506666667,13.3711666666,6.256,6.57483333334,9.71899999998,9.90283333333,6.79616666667,21.9935,8.62783333333
334.64,6.317,16.1993333333,12.9955,5.9665,6.264,9.441,9.61116666666,6.24783333334,21.6715,8.267
335.01,6.37066666667,16.2131666667,12.8611666667,5.7605,5.96916666667,9.21716666666,9.45683333332,6.1725,21.5045,8.19
335.38,6.429,16.4298333333,12.971,5.86783333333,5.91433333333,9.13116666667,9.4655,6.37733333333,21.6131666667,8.09133333333
335.74,6.31433333333,16.2133333334,12.6796666667,5.69316666667,5.67783333334,8.957,9.26766666667,6.17683333333,21.433,8.015
336.11,5.95883333333,16.0541666667,12.2891666667,5.41666666666,5.3165,8.59433333333,9.1265,5.989,20.999,7.57016666667
336.47,5.5305,15.7933333333,12.18,5.09883333333,5.03883333333,8.2705,8.86266666667,5.82666666666,20.9273333333,7.11616666667
336.84,5.48933333334,15.9276666666,12.1986666667,5.13233333333,5.172,8.22183333333,8.88133333334,5.96066666667,20.9858333333,6.977
337.21,5.96533333333,16.2276666667,12.6525,5.58966666666,5.59933333333,8.65283333333,9.32600000002,6.37983333334,21.237,7.409
337.57,6.17383333334,16.3221666666,13.0606666667,5.80483333333,5.76583333334,9.008,9.59033333333,6.63483333334,21.4133333334,7.47433333334
337.94,6.10633333333,16.2606666666,12.9998333334,5.7485,5.60366666667,8.96616666666,9.47349999999,6.517,21.3768333333,7.4685
338.31,5.84966666666,15.9043333333,12.5528333333,5.37016666666,5.236,8.5685,9.21533333335,6.3385,20.9243333333,7.20666666666
338.67,5.54433333333,15.7538333334,12.2128333333,5.01583333333,4.8285,8.27816666666,8.87366666667,6.04866666666,20.6495,6.83183333333
339.04,5.27733333334,15.6063333334,12.157,4.855,4.68233333334,7.9735,8.76983333333,5.82433333333,20.4903333334,6.75983333333
339.40,5.21016666666,15.4346666667,12.2016666667,4.84733333334,4.52733333334,7.86533333334,8.677,5.75466666667,20.4821666666,6.83383333334
339.77,5.39466666666,15.6255,12.4598333333,5.07766666666,4.77,7.8885,8.85866666667,5.83483333333,20.642,6.97033333333
340.14,5.7055,15.7431666666,12.6585,5.33066666666,5.054,8.09183333333,9.05766666667,5.95883333333,20.933,7.215
340.50,5.7265,15.8901666666,12.8811666667,5.48166666667,5.292,8.15783333333,9.11,6.10533333334,21.113,7.4365
340.87,5.655,16.071,12.9731666667,5.59983333333,5.33883333333,8.2485,9.165,6.15433333333,21.0521666667,7.64366666667
341.23,5.35333333333,15.918,12.9743333333,5.4125,5.052,8.14633333333,8.97216666667,5.98766666667,21.0068333333,7.439
341.60,5.05783333333,15.6191666666,12.6293333333,5.1885,4.72983333333,7.81866666666,8.71783333334,5.77733333334,20.7805,7.13533333333
341.96,5.10983333334,15.8565,12.6993333334,5.256,4.71116666667,8.00116666667,8.838,5.84916666666,20.8201666666,7.2395
342.33,5.04466666667,15.8896666667,12.8906666666,5.29066666667,4.72416666666,8.0215,8.91283333334,5.7735,21.0485,7.24016666666
342.70,5.27216666667,16.1313333333,13.2083333333,5.5915,4.96983333333,8.24283333333,9.26183333333,5.9845,21.2998333333,7.51316666667
343.06,5.53033333333,16.3535,13.2775,5.784,5.196,8.52583333333,9.444,6.1055,21.5411666666,7.64133333333
343.43,5.626,16.592,13.3075,5.92533333333,5.244,8.66116666667,9.69500000001,6.16583333333,21.6285,7.71033333334
343.79,5.68883333333,16.63,13.2361666666,5.8195,5.04366666667,8.70683333333,9.76899999999,6.28933333333,21.596,7.7105
344.16,5.44116666666,16.5331666667,13.0621666667,5.69583333333,4.76133333334,8.65683333333,9.567,6.09216666666,21.6343333333,7.49583333333
344.52,5.6905,16.6506666667,13.012,5.82133333333,4.81716666667,8.82533333333,9.78166666665,6.20633333333,21.8293333333,7.504
344.89,6.16166666666,16.9756666666,13.2731666667,6.17733333333,5.09433333333,9.21883333333,10.2353333333,6.59566666667,22.2301666667,7.84666666666
345.25,6.329,17.1933333333,13.3938333333,6.4025,5.353,9.44316666667,10.4385,6.782,22.496,8.11066666667
345.62,6.583,17.506,13.5841666666,6.5715,5.429,9.48183333334,10.6893333333,7.0085,22.4675,8.45416666666
345.99,6.29966666667,17.2946666667,13.3693333333,6.36083333333,5.17383333334,9.12233333333,10.4778333334,6.82833333333,22.3691666666,8.1455
346.35,6.3255,17.378,13.3088333333,6.34066666666,5.2165,9.1785,10.5705,6.92983333333,22.2885,7.9855
346.72,6.3635,17.2256666666,13.1708333334,6.195,5.09616666667,9.05883333333,10.4293333334,6.90716666666,22.1955,7.742
347.08,6.41433333333,17.2096666667,13.1363333333,6.23316666667,5.0165,9.086,10.445,6.92616666667,22.2453333334,7.70383333333
347.45,6.1145,16.8756666667,12.7826666667,5.8475,4.80966666667,8.65466666667,10.2113333333,6.62566666667,21.9368333333,7.24916666666
347.81,5.88666666667,16.7135,12.5368333333,5.73133333333,4.75033333333,8.39533333333,10.1325,6.34783333334,21.6611666667,6.98383333333
348.18,5.9425,16.6471666667,12.4518333333,5.7035,4.7585,8.19466666667,10.1881666667,6.31266666667,21.5871666666,6.93383333334
348.54,6.05833333333,16.8796666667,12.6121666666,5.7955,4.917,8.22883333334,10.3178333333,6.40666666667,21.607,7.17666666667
348.91,5.70483333334,16.5778333334,12.4186666667,5.40366666667,4.51833333334,7.85416666666,9.85250000001,5.964,21.2431666667,6.8105
349.27,5.75216666667,16.5355,12.3333333333,5.39733333333,4.40283333333,7.72633333333,9.93133333333,5.97966666667,21.212,6.72366666667
349.64,5.72416666666,16.4928333333,12.2626666666,5.47316666666,4.493,7.77366666666,9.935,6.00583333333,21.4335,6.6545
350.00,5.61183333333,16.456,12.1788333333,5.41233333333,4.4305,7.76716666667,9.81983333333,5.86483333333,21.2965,6.63233333333
350.37,5.73666666667,16.4463333334,12.2408333333,5.6075,4.44116666666,7.8225,9.76766666669,5.88133333333,21.294,6.7245
350.73,5.58566666667,16.5838333333,12.3665,5.6835,4.48416666667,7.81466666666,9.81816666665,5.99533333334,21.3578333334,6.845
351.10,5.27216666667,16.4876666667,12.3006666667,5.4995,4.217,7.60983333334,9.6235,5.854,21.1968333333,6.68166666667
351.46,5.64133333333,16.8363333333,12.7496666667,5.92516666666,4.57683333333,8.15466666667,9.94550000001,6.327,21.6228333334,7.17816666667
351.83,5.75983333334,16.9953333334,12.9083333334,5.98283333333,4.60966666667,8.33883333333,9.93483333333,6.44316666667,21.6888333334,7.276
352.19,5.59666666666,17.0481666666,12.9766666667,5.87983333334,4.53983333334,8.3025,9.84233333334,6.3775,21.497,7.27083333334
352.55,5.34783333334,16.7605,12.973,5.76216666667,4.18,8.216,9.71183333335,6.2595,21.4091666667,7.17483333333
352.92,5.40116666667,16.624,12.9625,5.90383333334,4.278,8.2175,9.86433333331,6.42433333334,21.4903333334,7.23
353.28,5.16483333334,16.3813333333,12.8785,5.74216666666,4.0275,7.93216666666,9.53383333334,6.13283333333,21.3701666667,6.9145
353.65,5.09233333333,16.3165,12.8918333334,5.5775,3.84783333334,7.862,9.4565,5.92416666667,21.3395,6.79783333333
354.01,5.16033333334,16.2575,13.0368333333,5.60666666667,3.91966666666,7.88,9.5435,5.99183333334,21.4178333333,6.75533333333
354.38,4.91433333333,16.1351666667,12.9265,5.33133333333,3.7235,7.63866666667,9.341,5.809,21.2713333334,6.53883333333
354.74,4.8835,16.1338333334,12.8018333333,5.27116666666,3.5635,7.48483333333,9.32083333334,5.68783333333,21.1866666667,6.4325
355.11,5.02283333333,16.2485,12.9443333333,5.36966666666,3.80983333333,7.61983333334,9.50716666667,5.8465,21.242,6.63766666666
355.47,4.7615,16.0623333334,12.6431666666,5.1495,3.45416666667,7.29966666667,9.25883333333,5.56633333333,20.9891666667,6.3325
355.83,4.75216666666,15.9348333333,12.6586666667,5.23783333333,3.36333333333,7.3525,9.30483333333,5.537,21.1041666666,6.29683333333
356.20,4.76333333333,15.8133333333,12.6471666667,5.3055,3.28833333334,7.40866666667,9.27966666667,5.52816666666,21.061,6.25033333333
356.56,4.578,15.6865,12.4663333334,5.17783333334,3.121,7.1475,9.04233333334,5.25583333333,20.8131666666,5.88533333333
356.93,4.65183333333,15.9281666667,12.6055,5.2455,3.1895,7.1945,9.19716666667,5.3695,20.8813333333,5.9365
357.29,4.53833333334,15.89,12.3696666666,5.15816666667,3.06066666666,7.11583333333,9.13483333333,5.27433333333,20.693,5.8825
357.66,4.30966666667,15.6503333333,12.0241666667,4.97566666667,2.92833333333,6.97083333333,8.9205,5.145,20.3415,5.67016666667
358.02,4.39166666666,15.73,12.031,5.0305,2.978,7.0005,9.11566666667,5.2205,20.363,5.76283333333
358.38,4.393,15.7175,11.9603333334,5.09566666667,2.9845,6.991,9.242,5.22983333333,20.253,5.78133333333
358.75,4.428,15.6515,11.9395,5.1715,3.06733333333,7.13566666666,9.17683333333,5.251,20.1811666667,5.85166666667
359.11,4.41733333333,15.5856666666,11.8478333333,5.12133333333,2.98083333334,7.04766666667,9.10266666666,5.13716666666,20.1451666666,5.758
359.48,4.63783333334,15.7526666667,12.073,5.323,3.18766666667,7.24733333333,9.28633333333,5.3465,20.3125,5.96333333333
359.84,4.75883333333,15.8633333333,12.0746666666,5.33933333334,3.30966666666,7.288,9.32283333333,5.44816666667,20.4425,6.08183333334
360.20,5.014,16.1408333333,12.3115,5.53733333333,3.58833333334,7.54316666666,9.551,5.68983333334,20.609,6.302
360.57,5.26966666666,16.2688333333,12.4386666667,5.67233333333,3.79683333333,7.803,9.7695,5.89166666666,20.7326666666,6.54216666667
360.93,5.30016666667,16.2811666667,12.4188333334,5.65533333333,3.87633333334,7.769,9.68749999999,5.8855,20.6986666667,6.55416666667
361.29,5.42733333333,16.2953333334,12.5821666667,5.751,4.01433333334,7.82933333333,9.77216666668,6.02516666667,20.6946666667,6.67483333334
361.66,5.51983333333,16.3416666666,12.7521666667,5.81383333333,4.03466666667,7.86033333334,9.84416666667,6.0965,20.7125,6.76916666667
362.02,5.42383333333,16.234,12.6525,5.74883333333,3.94383333333,7.80183333333,9.66616666666,6.00566666667,20.6038333333,6.69516666667
362.39,5.58466666667,16.3665,12.7913333333,5.89783333333,4.07966666667,7.944,9.76633333331,6.16083333333,20.7833333333,6.9045
362.75,5.78616666667,16.4758333334,12.9791666666,6.0375,4.22733333334,8.05366666667,9.98933333335,6.34316666666,20.8938333334,7.0305
363.11,5.84383333334,16.5225,13.0598333333,6.14316666666,4.22733333334,8.107,10.0121666667,6.38366666667,20.9746666667,7.04983333333
363.48,5.793,16.3926666667,12.9723333334,6.06933333334,4.07916666667,7.99483333334,9.892,6.297,20.8123333334,6.94266666666
363.84,5.71933333334,16.2811666667,13.0025,6.0395,3.92633333334,7.86166666667,9.80916666666,6.23683333333,20.6288333334,6.87333333333
364.20,5.69533333333,16.2171666666,13.0178333333,6.06733333334,3.89983333334,7.82683333333,9.78016666665,6.24083333333,20.6346666666,6.90483333334
364.57,5.73983333333,16.2901666667,13.0475,6.08366666666,3.95583333333,7.81433333334,9.807,6.29966666666,20.6526666666,6.95
364.93,5.61683333333,16.1636666666,12.9478333334,6.00416666667,3.74916666666,7.7395,9.70616666667,6.17166666666,20.5671666666,6.866
365.29,5.49866666667,16.0656666666,12.7083333333,5.79683333333,3.59783333334,7.6135,9.56516666667,5.98416666666,20.4663333333,6.69783333333
365.66,5.57316666666,16.2948333333,12.7306666667,6.003,3.77433333333,7.749,9.71449999999,6.039,20.6825,6.87016666667
366.02,5.57733333333,16.292,12.6683333334,5.90833333333,3.74733333333,7.7505,9.67533333335,6.01066666667,20.6161666667,6.91333333334
366.38,5.47183333334,16.1836666667,12.5585,5.8205,3.7055,7.78933333333,9.59449999999,5.92816666667,20.5063333333,6.88433333334
366.75,5.11183333333,15.9685,12.312,5.5605,3.47483333333,7.56266666667,9.2265,5.64866666667,20.3548333334,6.62416666667
367.11,4.99583333333,15.7926666666,12.2501666666,5.455,3.503,7.49,9.13266666667,5.58,20.148,6.58916666667
367.47,4.9955,15.8336666667,12.2898333333,5.50066666667,3.615,7.54333333333,9.14783333334,5.498,20.2376666667,6.607
367.84,4.97333333333,15.7835,12.2185,5.52833333334,3.73266666667,7.59316666667,9.12033333334,5.49883333333,20.1695,6.58666666667
368.20,4.97066666667,15.7006666667,12.0515,5.4725,3.63666666667,7.4465,9.02016666667,5.43266666667,20.034,6.441
368.56,4.915,15.6135,11.976,5.539,3.63766666667,7.46766666667,9.0015,5.41083333333,19.9493333333,6.385
368.93,5.02666666667,15.6936666667,12.0555,5.69233333334,3.87416666667,7.61616666667,9.0605,5.44883333334,20.0028333334,6.481
369.29,5.28616666667,15.9116666667,12.3796666667,6.0385,4.19166666667,7.9315,9.32383333333,5.77216666667,20.2208333334,6.83233333333
369.65,5.10466666667,15.5458333334,12.2125,5.86,4.047,7.77766666666,9.06433333333,5.67983333334,19.983,6.67416666667
370.01,5.19483333333,15.4888333333,12.247,6.00683333333,4.2005,7.847,9.0655,5.73933333333,19.8653333334,6.66416666667
370.38,5.25383333333,15.473,12.2685,6.09,4.25066666666,7.882,9.116,5.75633333333,19.876,6.71916666667
370.74,5.424,15.519,12.334,6.25883333333,4.4055,7.884,9.187,5.826,19.7996666667,6.8845
371.10,5.44433333333,15.3998333333,12.263,6.2385,4.24533333333,7.843,9.10766666667,5.7705,19.7171666667,6.81616666667
371.46,5.47516666667,15.3483333334,12.1608333333,6.29716666667,4.36116666667,7.86366666666,9.129,5.80566666667,19.5511666666,6.90133333333
371.83,5.44283333334,15.318,12.058,6.26333333333,4.36833333334,7.85433333333,9.11183333333,5.731,19.4576666667,6.9195
372.19,5.43233333334,15.2648333333,12.0303333334,6.233,4.40733333333,7.86816666666,9.08866666666,5.65233333333,19.3793333333,6.98166666666
372.55,5.3465,15.0891666667,11.8733333333,6.07366666667,4.29016666666,7.69183333333,8.92483333333,5.51166666666,19.2208333333,6.88966666666
372.92,5.3385,14.8833333333,11.7175,6.00366666667,4.21133333334,7.65333333334,8.92733333333,5.49683333334,19.1445,6.89983333333
373.28,5.2305,14.7071666667,11.5966666667,5.88983333333,4.165,7.61433333334,8.752,5.41116666667,19.019,6.81083333333
373.64,5.25566666667,14.6201666667,11.6625,5.9085,4.1335,7.55566666667,8.67333333334,5.388,18.915,6.78166666667
374.00,5.19483333333,14.607,11.648,5.90883333334,4.11933333333,7.55333333333,8.66033333333,5.40666666667,18.9116666667,6.82383333333
374.37,5.2265,14.5838333334,11.6668333333,5.95566666667,4.17283333333,7.60083333334,8.57916666666,5.50433333333,18.8408333333,6.89833333333
374.73,5.1695,14.38,11.5278333333,5.8765,3.9745,7.61516666667,8.49666666667,5.39933333333,18.6791666666,6.7605
375.09,5.1015,14.3463333333,11.4385,5.8,4.00566666667,7.6425,8.39983333333,5.33933333334,18.5266666667,6.72766666666
375.45,5.01783333334,14.2171666666,11.4148333333,5.74833333334,3.93466666667,7.60683333333,8.27316666666,5.39166666667,18.4738333333,6.67633333334
375.81,5.07666666666,14.163,11.51,5.84533333333,4.0035,7.7105,8.23766666666,5.50516666666,18.5126666667,6.75066666666
376.18,4.91283333333,13.9471666667,11.3271666667,5.77266666666,3.90883333334,7.66916666666,8.12716666666,5.42633333334,18.3653333334,6.66133333333
376.54,4.89716666667,13.858,11.356,5.87366666667,3.95466666667,7.75233333334,8.1335,5.452,18.3596666666,6.73316666667
376.90,4.9515,13.8461666667,11.4465,5.93966666666,3.97883333333,7.8195,8.03883333333,5.58583333333,18.3428333334,6.77783333333
377.26,5.003,13.794,11.4636666667,5.98833333333,3.93383333334,7.8115,8.07583333333,5.61316666667,18.2273333334,6.80633333333
377.63,5.03066666667,13.8961666667,11.3801666667,6.01633333333,4.0315,7.91283333333,8.16883333333,5.62166666666,18.2606666666,6.88066666667
377.99,5.12333333333,13.8273333333,11.3853333334,6.04466666666,4.09283333333,7.92383333333,8.13416666667,5.61933333333,18.2008333333,6.92433333333
378.35,5.156,13.7423333333,11.3066666666,6.0145,4.09383333333,7.83533333333,8.12016666667,5.61833333334,18.1138333333,6.86916666667
378.71,5.18116666666,13.753,11.3415,6.10816666666,4.23716666666,7.93066666667,8.1305,5.7305,18.1263333333,7.0015
379.07,5.1915,13.6881666667,11.3155,6.163,4.32016666667,7.89866666666,8.15866666666,5.86233333334,18.1458333333,7.0625
379.44,5.21683333333,13.674,11.2721666667,6.18133333333,4.3185,7.91866666667,8.1925,5.79616666667,18.0536666666,7.09633333334
379.80,5.27966666667,13.6508333333,11.2871666667,6.222,4.37783333333,7.92233333333,8.2345,5.83033333334,18.0581666667,7.1735
380.16,5.42216666667,13.6896666666,11.4126666667,6.356,4.51766666666,8.01133333333,8.28633333334,5.9665,18.0915,7.3045
380.52,5.39483333333,13.5575,11.3291666666,6.2715,4.53066666667,7.94183333334,8.17583333333,5.96933333334,17.9926666667,7.255
380.88,5.38983333333,13.5226666667,11.2256666666,6.27916666667,4.54766666667,7.87483333334,8.18233333334,5.92966666666,17.8505,7.22516666667
381.24,5.262,13.3845,11.045,6.22266666666,4.52066666666,7.73216666667,8.06616666666,5.86116666667,17.6311666666,7.13816666667
381.61,5.2495,13.2728333334,11.013,6.2225,4.47816666667,7.6835,7.969,5.86733333333,17.5175,7.1415
381.97,5.24566666667,13.2681666667,10.9783333334,6.2765,4.41316666667,7.69116666667,7.96933333333,5.9045,17.5468333334,7.15466666667
382.33,5.10816666666,13.1255,10.8426666667,6.1845,4.26933333334,7.61133333334,7.80566666667,5.74183333334,17.3791666667,7.03516666666
382.69,4.95366666666,13.0351666666,10.6745,6.07533333334,4.142,7.4585,7.66933333334,5.60116666666,17.3001666667,6.9565
383.05,4.994,13.0208333333,10.7146666667,6.15983333333,4.16316666667,7.55883333334,7.61683333334,5.54883333333,17.31,7.02766666667
383.41,4.93316666667,12.9605,10.7145,6.13016666667,4.15283333333,7.52983333334,7.4915,5.50233333333,17.2858333333,6.998
383.77,4.82766666667,12.8701666667,10.5775,6.02633333333,4.05683333333,7.48683333333,7.35766666667,5.408,17.0396666666,6.94166666667
384.14,4.79133333334,12.8231666667,10.5583333333,5.97166666666,4.05166666666,7.49016666667,7.3425,5.40266666667,16.9885,6.94566666666
384.50,4.81233333333,12.8313333333,10.5671666667,5.983,4.003,7.52516666667,7.33216666666,5.4225,16.9476666667,6.92983333334
384.86,4.69066666666,12.6996666666,10.5511666667,5.88416666667,3.91666666666,7.48066666667,7.21033333333,5.3135,16.8366666667,6.869
385.22,4.74416666667,12.7418333333,10.5713333334,5.94333333333,3.98083333334,7.62816666666,7.25733333333,5.35533333334,16.946,6.92866666667
385.58,4.78816666667,12.7136666666,10.6706666667,6.02316666667,4.04016666666,7.71966666667,7.31816666667,5.431,16.9078333333,6.98383333333
385.94,4.67933333334,12.5578333333,10.5281666667,5.9355,3.965,7.64716666667,7.21866666667,5.321,16.7876666667,6.89483333333
386.30,4.61283333333,12.4803333333,10.4623333333,5.86616666667,3.91966666666,7.5695,7.1445,5.3045,16.734,6.863
386.66,4.61716666666,12.4211666667,10.5193333333,5.84416666667,3.9465,7.5945,7.11533333333,5.27466666667,16.6608333333,6.8625
387.03,4.53783333333,12.2836666666,10.3895,5.714,3.86433333333,7.505,7.07366666666,5.21183333333,16.5218333333,6.77216666667
387.39,4.4075,12.0493333333,10.2206666667,5.57216666667,3.71433333334,7.35666666666,6.96733333334,5.10383333334,16.3096666666,6.69716666667
387.75,4.33316666667,11.9375,10.1275,5.53833333334,3.64216666667,7.27566666666,6.90766666667,5.02716666666,16.2471666666,6.60216666667
