wavelength,Back_CyaLucm,Belly_CyaLucm,Breast_CyaLucm,Crissum_CyaLucm,Crown_CyaLucm,DorTail_CyaLucm,Patch10_CyaLucm,Patch11_CyaLucm,Rump_CyaLucm,Throat_CyaLucm,WingTip_CyaLucm
307.06,27.5574,23.5613,27.5859333333,5.4878,27.2404666667,4.3596,23.8338,25.6774,32.5196,1.98286666667,4.29963333333
307.43,27.7316,23.5130666667,27.5564666667,5.67506666667,27.3979333333,4.6053,24.0184666667,25.8075333333,32.6115333333,2.25993333333,4.45373333334
307.80,27.9065333333,23.3999666667,27.6093333333,5.67959999999,27.5647333333,4.5262,24.0864666667,25.8598,32.6081333333,2.0398,4.47606666667
308.17,27.8255333333,23.3927,27.5969333333,5.57406666667,27.4550666667,4.37773333333,24.0247333333,25.9329333333,32.7390666667,2.03186666667,4.3926
308.54,27.8853333333,23.5501666667,27.4917333333,5.68373333333,27.5049333333,4.3954,23.9826666667,25.9261333333,32.644,2.03026666667,4.29843333333
308.90,27.6906,23.5289333333,27.2886666667,5.61279999999,27.2908,4.43093333333,23.8602,25.6962,32.5274,1.928,4.1905
309.27,27.9785333333,23.7141333333,27.4591333333,5.99933333333,27.4754666667,4.73056666667,24.2254666667,25.9809333333,32.6846666667,2.30573333333,4.5119
309.64,27.7698666667,23.6002,27.3615333333,6.15033333333,27.3635333333,4.8077,24.1754,25.9285333334,32.5344,2.4422,4.57793333333
310.01,27.7266,23.7152666667,27.3362666667,6.28373333333,27.3454666667,4.8655,24.1808666667,25.9611333333,32.5998,2.661,4.6592
310.38,27.7673333333,23.764,27.2536666667,6.29553333334,27.3725333334,4.85,24.1468,25.8731333333,32.7134,2.70253333333,4.6617
310.75,27.9853333333,23.9667666667,27.4314666667,6.49346666667,27.5636,4.91203333333,24.3849333333,26.0054,32.9186666667,2.90186666667,4.84233333333
311.12,28.0274,23.9953333333,27.4802666666,6.49840000001,27.6346,4.87553333333,24.4573333333,25.9724666667,32.9825333333,3.07213333334,4.91153333333
311.49,27.9222,23.9925333333,27.5229333333,6.39120000001,27.6311333333,4.89576666667,24.555,25.9691333333,32.9462,3.02553333333,5.0032
311.85,27.8849333333,24.1504666667,27.5843333334,6.3608,27.6804666667,4.89686666667,24.674,25.9185333333,33.0728666667,3.07473333333,4.9554
312.22,28.1837333333,24.3436,27.6874,6.59946666667,27.9292666667,5.07376666667,24.8740666667,25.962,33.1726,3.16986666667,5.08356666667
312.59,28.3082666667,24.2863666667,27.8009333333,6.73266666667,28.0726666667,5.1564,25.0714,26.0932666667,33.4334,3.2048,5.3152
312.96,28.3287333333,24.2334666667,27.7421333333,6.70306666667,28.1253333333,5.12626666667,25.0262666667,26.049,33.3678,3.1862,5.2798
313.33,28.1940666667,24.2917333333,27.8029333334,6.45993333333,28.1177333333,4.95023333333,24.884,26.0222666667,33.3128,2.98406666667,5.06286666667
313.70,28.2062666667,24.2668333333,27.7040666667,6.195,28.0023333333,4.7497,24.7344,25.9257333333,33.2794666667,2.7272,4.7806
314.07,28.3778666667,24.3866666667,27.7784666667,6.25326666666,28.2216666667,4.94463333333,24.8842666667,26.099,33.4006,2.70233333333,4.96643333333
314.43,28.2080666667,24.2251666667,27.5937333333,6.12926666667,28.1414,4.9233,24.7089333333,25.9616,33.1576666667,2.5798,4.92816666667
314.80,28.3158,24.2384,27.7152,6.23326666666,28.1630666666,5.1402,24.8091333333,26.0082,33.1290666667,2.65013333333,5.12693333333
315.17,28.4692666667,24.3211,27.8113333333,6.44733333334,28.2942666667,5.33223333333,24.9673333333,26.1164666667,33.2447333333,2.69666666667,5.2582
315.54,28.7669333333,24.5045666667,28.0561333333,6.74166666667,28.5678666667,5.468,25.0652666667,26.2514,33.3141333333,2.84513333333,5.3019
315.91,28.9309333333,24.5796333333,28.1963333333,6.77966666667,28.7700666667,5.5716,25.1978,26.4254,33.4008666667,2.8358,5.36503333333
316.28,28.8403333333,24.5580666667,28.3194,6.87073333334,28.7666,5.70346666667,25.2768666667,26.5408,33.4767333333,2.925,5.53736666667
316.64,28.9931333333,24.8559666667,28.4916666667,6.98326666667,28.9313333333,5.70243333333,25.5342,26.7743333334,33.5621333333,2.98593333333,5.57273333333
317.01,28.9601333333,24.7225666667,28.5328666667,6.83126666667,28.8599333333,5.4699,25.6345333334,26.7956666667,33.6625333333,2.794,5.43986666667
317.38,28.9,24.5357666667,28.301,6.82699999999,28.8356,5.3597,25.6557333333,26.5664666667,33.4491333334,2.76553333333,5.37746666667
317.75,28.8076,24.5669666667,28.3388,6.84533333333,29.0443333333,5.3997,25.7826666667,26.6578666667,33.6214,2.80646666667,5.34156666667
318.12,28.5518666667,24.2579,28.1735333333,6.40546666667,28.8624666667,4.9492,25.5742,26.5247333333,33.3604666667,2.51366666667,4.83333333333
318.49,28.8279333334,24.4410333333,28.4594,6.77513333333,29.1646666667,5.0933,25.9161333333,26.9221333333,33.7492666667,2.81226666667,4.9328
318.85,29.0565333333,24.8186,28.7438,7.22673333334,29.5510666667,5.33086666667,26.3017333333,27.2357333333,34.0635333333,3.19493333333,5.017
319.22,29.0393333333,24.8141333333,28.7170666667,6.9818,29.5454666667,5.12026666667,26.3054,27.2718,34.1732666667,2.9962,4.783
319.59,28.7745333334,24.5404333333,28.447,6.81526666667,29.3779333333,4.8933,26.1860666667,27.1356,34.1504666667,2.7066,4.59373333333
319.96,28.6199333333,24.4482666667,28.3549333333,6.95266666667,29.2222,4.75526666667,26.0434666667,27.0688666666,34.1286,2.69506666667,4.5332
320.32,28.5004,24.4002666667,28.301,6.82846666667,29.1522666667,4.61823333333,25.9606,26.9575333333,34.2008666667,2.59586666667,4.3733
320.69,28.2964,24.1200333333,28.1390666666,6.47400000001,28.9654,4.46646666667,25.6122666667,26.6056666667,34.0354666667,2.35533333333,4.03893333333
321.06,28.6327333333,24.4028333333,28.488,6.93746666667,29.2935333333,4.9527,25.9124,26.9071333333,34.2742,2.86046666667,4.46816666667
321.43,28.7018666667,24.4116666667,28.5637333333,6.79073333334,29.3217333333,4.835,25.8104666667,26.9311333333,34.3741333333,2.7462,4.41066666667
321.80,29.0092666667,24.6194666667,28.8356,6.98640000001,29.4124666667,4.8533,25.9761333333,27.0258666667,34.4687333333,2.88953333333,4.6635
322.16,29.2938,24.9547,29.1262,7.2912,29.6498666667,5.06843333333,26.2394666667,27.2408666667,34.849,3.05433333334,4.94776666667
322.53,29.1729333333,24.9174333333,29.0102,7.19093333334,29.4892666667,5.17183333333,26.1671333333,27.0848,34.739,2.84066666667,4.8646
322.90,28.6891333334,24.328,28.5244,6.75453333333,28.9020666667,4.79453333333,25.5730666667,26.5722666667,34.1721333333,2.4286,4.63116666667
323.27,28.5048666667,24.1380666667,28.4129333333,6.54266666666,28.8168666667,4.66593333333,25.3756666667,26.4401333334,34.0192666667,2.21873333333,4.40513333333
323.63,28.6232666667,24.3128,28.6545333333,6.53326666667,29.028,4.55366666667,25.4860666667,26.5938,34.1552,2.32166666667,4.3836
324.00,28.9057333333,24.5810666667,28.8795333333,6.7514,29.2569333334,4.89993333333,25.6772,26.806,34.2479333333,2.651,4.7174
324.37,28.9671333333,24.6548,28.977,6.80566666667,29.3739333333,4.91006666667,25.7706,26.8898,34.2918666667,2.78553333333,4.79563333333
324.74,29.2874,24.8700666667,29.2495333333,7.09866666668,29.638,5.07866666667,25.9957333333,27.2731333333,34.5631333333,3.1344,5.09093333333
325.10,29.2573333334,24.9765666666,29.3455333333,7.17333333334,29.654,5.00033333333,25.9983333333,27.3589333333,34.6497333333,3.259,5.12423333333
325.47,29.3063333333,25.0036333334,29.4426,7.13079999999,29.5878666667,4.9202,26.0017333333,27.4068666667,34.6004,3.25086666667,5.10563333333
325.84,29.6548666667,25.3148333333,29.7970666667,7.40259999999,29.9288666667,5.2806,26.289,27.6927333333,34.9424,3.53806666667,5.36586666667
326.21,29.4818666667,25.247,29.6441333333,7.2504,29.8324,5.05783333333,26.1675333333,27.577,34.7876,3.33326666667,5.17713333333
326.57,29.543,25.3257,29.7491333333,7.12019999999,29.8711333333,4.86086666667,26.225,27.5877333333,34.7748666667,3.29026666667,4.99576666667
326.94,29.6261333333,25.4214666667,29.8217333333,6.88486666666,30.0743333333,4.64606666667,26.1924,27.7447333333,34.9169333333,3.065,4.72656666667
327.31,29.9128,25.7114333333,30.1010666667,7.22819999999,30.2736666667,4.91836666667,26.4870666667,28.092,35.1266,3.34966666667,5.05653333334
327.67,30.0743333333,25.9422,30.2646,7.37033333333,30.403,5.22976666667,26.6373333333,28.1828666667,35.3596666667,3.55286666667,5.15726666667
328.04,29.9668,25.7767333333,30.2244666667,7.10146666667,30.4156666667,4.9938,26.5614666667,28.1990666667,35.3936666667,3.24213333334,4.8316
328.41,29.898,25.6685333333,30.0824666667,6.8388,30.2351333333,4.7485,26.3419333333,28.0382666667,35.1308666667,2.9368,4.52833333333
328.78,29.624,25.4622666667,29.838,6.64333333333,30.0810666667,4.499,26.1379333333,27.8629333333,34.866,2.5796,4.20403333333
329.14,29.6559333333,25.4822333333,29.8614,6.52713333333,30.1110666667,4.4178,26.1069333333,27.8538666667,34.8306666667,2.36546666667,4.00683333333
329.51,29.6604,25.4805666667,29.8496,6.70379999999,30.1802,4.48686666667,26.1841333333,28.0198,34.9666,2.34053333334,4.0515
329.88,29.4694666667,25.2278666667,29.6740666667,6.49379999999,30.0064666667,4.1796,25.9154666667,27.9496,34.8418,2.0532,3.8537
330.24,29.9138,25.4440666667,30.1428666667,6.88599999999,30.383,4.5779,26.2524,28.2534,35.1508666667,2.4302,4.2222
330.61,30.1134,25.7983666667,30.5858,7.23340000001,30.6538,4.80356666667,26.4362,28.6715333333,35.4799333333,2.68526666667,4.7384
330.98,30.1991333333,25.9090333333,30.7379333333,7.40653333333,30.6666666667,4.9269,26.7136,28.6816,35.6206666667,2.8976,5.0347
331.34,30.227,25.9658,30.7771333333,7.46599999999,30.699,4.9758,26.7057333333,28.7098666667,35.6107333333,3.07686666667,5.08186666667
331.71,29.9834666667,25.5900666667,30.558,7.30173333334,30.3469333333,4.5854,26.4262,28.6252,35.2348666667,2.85066666667,4.88976666667
332.08,30.1550666667,25.9261,30.8054,7.58560000001,30.4738,4.80256666667,26.7046,28.8072666667,35.4252,3.2,5.2218
332.44,30.4802666667,26.3116333333,31.2099333333,8.09586666667,30.9222666667,5.19396666667,27.1336666667,29.2552666667,35.7708666667,3.59166666667,5.62353333333
332.81,30.6985333333,26.6615666667,31.5377333333,8.24713333334,31.1320666667,5.53813333333,27.3432,29.506,36.115,3.8448,5.8221
333.18,30.7867333333,26.6622333333,31.5708,8.21433333333,31.1582,5.6067,27.3596666666,29.5864,36.1792,3.79666666667,5.87306666667
333.54,31.0615333333,27.0291,32.0,8.41673333333,31.4646666666,5.8603,27.6188,29.8552,36.4895333333,4.0,6.06773333333
333.91,30.9521333333,27.0565333333,31.9553333333,8.32446666666,31.3655333333,5.6978,27.5282,29.7808666667,36.3293333333,3.84393333333,5.9228
334.28,30.9308,26.9608,31.9364666667,8.16199999999,31.2316666666,5.49823333333,27.3666666667,29.6803333333,36.2846,3.56913333333,5.763
334.64,31.0124,26.8723,31.9787333333,8.16860000001,31.2308666666,5.58606666667,27.4192666667,29.7014,36.3583333333,3.61573333333,5.6988
335.01,30.8481333333,26.7806,31.9098666667,7.98666666667,31.1605333333,5.4033,27.1670666667,29.6014666667,36.2122666667,3.4098,5.48866666667
335.38,30.8874,26.7561333333,31.9861333333,7.75433333333,31.1248666667,5.07643333333,27.0656,29.545,36.27,3.1822,5.29093333333
335.74,30.9646666667,26.9168333333,32.048,7.63913333333,31.1976666667,5.11643333333,27.1106666667,29.4667333333,36.3116666667,3.17226666667,5.2556
336.11,30.9999333333,26.9884,32.1388666667,7.64966666667,31.1697333333,5.15356666667,27.0525333333,29.4922,36.3597333333,3.14186666667,5.16203333333
336.47,30.8304,26.7784333333,31.9463333333,7.24379999999,30.9192666667,4.8764,26.8104666667,29.3088,36.2924,2.88393333333,4.8717
336.84,30.9201333333,26.8325666667,32.1206666667,7.11606666666,30.9003333333,4.6596,26.8786,29.4073333333,36.3514,2.78793333333,4.7426
337.21,30.7295333333,26.6447,32.0104,6.82113333334,30.7508,4.34313333333,26.6667333333,29.237,36.217,2.53853333333,4.5035
337.57,30.6445333333,26.5008,31.9198,6.71926666666,30.7254666667,4.27583333333,26.6096666667,29.1844,36.1150666667,2.4534,4.4205
337.94,30.7583333333,26.5059666667,32.0398666667,6.62333333333,30.8060666667,4.33666666667,26.713,29.2195333333,36.1910666667,2.4092,4.39353333333
338.31,30.6953333333,26.5554333333,32.0694666667,6.504,30.8758666667,4.24583333333,26.7384,29.266,36.2219333333,2.43066666667,4.30036666667
338.67,30.6924666667,26.5037333333,32.0002,6.34526666666,30.8322666667,4.072,26.5894,29.2302,36.1601333333,2.34173333333,4.26096666667
339.04,30.8408,26.6323333333,32.1614,6.4214,30.9344,4.1081,26.6472666667,29.3448,36.2626,2.414,4.26323333333
339.40,30.6686666667,26.5945666667,32.0444,6.3558,30.8248666667,4.0573,26.515,29.2503333333,36.0789333333,2.21533333333,4.1427
339.77,30.8245333333,26.7217,32.2648666667,6.55966666667,30.9914,4.2081,26.7370666667,29.5860666667,36.3126666667,2.2848,4.3123
340.14,30.7409333333,26.4999666667,32.115,6.32306666667,30.9214666667,3.9476,26.4963333333,29.4336,36.099,2.10773333333,4.11123333333
340.50,30.8172666667,26.5554,32.2131333333,6.48146666666,31.0570666667,4.0916,26.5344666667,29.4800666667,36.1352,2.21453333333,4.26383333333
340.87,30.8117333333,26.6194,32.2228666666,6.68793333334,31.1758,4.2117,26.6171333333,29.5394666667,36.1920666667,2.28226666667,4.4766
341.23,30.8704666667,26.7464,32.4028,6.83473333334,31.3392,4.33113333333,26.7282,29.6137333333,36.2468,2.32306666667,4.55563333333
341.60,30.8120666667,26.7553666667,32.3901333333,6.74706666666,31.2378,4.26536666667,26.6569333333,29.5347333333,36.2318,2.25093333334,4.50946666667
341.96,30.8189333333,26.8496,32.5335333333,6.85139999999,31.3079333333,4.31236666667,26.6859333333,29.7014666667,36.3214666667,2.43086666667,4.60363333333
342.33,31.0097333333,27.0752333333,32.7033333333,7.06793333333,31.4055333333,4.52953333333,26.8161333333,29.9528666667,36.4458666667,2.6318,4.79336666667
342.70,31.0898,27.1809666667,32.9067333333,7.1092,31.5138,4.51353333333,26.9936666667,30.008,36.6506666667,2.5638,4.64966666667
343.06,31.2745333333,27.2487333333,33.0639333333,7.19113333333,31.6016,4.62756666667,27.1767333333,30.1328,36.7130666667,2.625,4.69356666667
343.43,31.384,27.4424,33.3410666667,7.36586666667,31.7536,4.83133333333,27.3659333333,30.3154,36.9113333333,2.78873333333,4.80626666667
343.79,31.5864,27.7089666667,33.6292666667,7.52613333333,31.8884,4.9109,27.3776666667,30.4448666667,37.1078666667,2.87573333333,4.97363333333
344.16,31.6647333333,27.8792666667,33.7860666667,7.6364,31.9332,4.91663333334,27.4747333333,30.6109333333,37.3166,2.85153333333,5.03813333333
344.52,31.6142666667,27.9381333333,33.8521333333,7.64846666667,31.8352,4.90303333333,27.4236,30.5978666667,37.2174666667,2.84166666666,4.95123333333
344.89,31.8191333333,28.1443,34.1386666667,7.78906666666,32.0194,5.05416666667,27.4976,30.7808666667,37.384,3.05986666667,5.07193333333
345.25,31.9856666667,28.3968666667,34.3016666667,7.83513333334,32.0985333333,5.16513333333,27.6458,30.9810666667,37.6222666666,3.25153333333,5.17836666667
345.62,32.0481333333,28.4442666667,34.3425333333,7.86066666667,32.0506666667,5.1767,27.5797333333,31.0319333333,37.6014666667,3.2928,5.18506666667
345.99,32.0708666667,28.5354,34.3636,7.88746666667,32.0172,5.22953333333,27.5933333333,31.0082,37.656,3.3064,5.18066666667
346.35,32.134,28.6111666666,34.4362666667,7.90060000001,32.0111333333,5.1891,27.5671333333,30.9631333333,37.7273333334,3.26966666667,5.14433333333
346.72,32.0995333333,28.6048,34.4206666667,7.87566666667,31.9376,5.2294,27.5102,30.9929333333,37.5988,3.27213333333,5.17326666667
347.08,32.176,28.7669333334,34.5717333333,7.96953333333,32.1044666667,5.33633333333,27.5714,31.2188,37.8652666667,3.36493333333,5.30363333333
347.45,32.3600666667,28.919,34.7054,8.02293333333,32.2236666667,5.39053333333,27.6926,31.4862,38.0164,3.41533333333,5.41396666667
347.81,32.2582666667,28.8144333333,34.6222,7.77413333333,32.1802,5.22283333333,27.5687333333,31.4233333333,37.9628,3.2866,5.15736666667
348.18,32.3153333333,28.8597333333,34.7577333333,7.74620000001,32.2528,5.2477,27.6006,31.4844666667,38.0671333333,3.32966666667,5.15306666667
348.54,32.5977333333,29.0949,35.1749333333,7.83313333333,32.5735333333,5.29036666667,27.8366,31.8426666667,38.4525333333,3.41566666667,5.25216666667
348.91,32.6008666667,29.0488666667,35.2066,7.6348,32.5284666667,5.18003333333,27.845,31.773,38.4795333334,3.22326666667,5.03623333333
349.27,32.7353333333,29.0803333333,35.2822666667,7.60213333333,32.5367333333,5.17806666667,27.8298,31.8423333333,38.4777333333,3.13886666667,4.96286666667
349.64,32.9402,29.4079,35.5720666667,7.7644,32.8127333333,5.33753333333,28.0516666667,32.119,38.728,3.2762,5.1379
350.00,33.0267333333,29.4143666667,35.6290666667,7.78040000001,32.8586666667,5.36133333333,28.0631333333,32.1740666667,38.7036,3.24513333333,5.08773333333
350.37,32.8223333333,29.2436,35.5346666667,7.56566666666,32.7559333333,5.17273333333,27.9052,32.0381333333,38.5842,3.0802,4.92256666667
350.73,32.8984666667,29.4376666667,35.6958666667,7.55079999999,32.8299333333,5.03036666666,27.9199333333,32.112,38.7385333333,3.02166666667,4.9191
351.10,32.8215333333,29.3578,35.6874666667,7.34886666667,32.7016666667,4.73416666667,27.8020666667,32.0383333333,38.6979333333,2.77333333334,4.67943333333
351.46,32.8685333333,29.4090666667,35.8463333333,7.3734,32.8756666667,4.70866666667,27.8893333333,32.057,38.7842666667,2.88446666667,4.68716666667
351.83,32.8590666667,29.4609666667,35.8582666667,7.3374,32.807,4.5957,27.9180666667,32.0506666667,38.8514,2.80593333333,4.63203333333
352.19,32.7575333333,29.3806,35.812,7.22633333334,32.7310666667,4.4122,27.8148666667,31.9637333333,38.6774,2.58206666667,4.44986666667
352.55,32.5383333333,29.2783333333,35.6055333334,6.96913333333,32.4816,4.2028,27.6220666667,31.7184666667,38.4738,2.27673333333,4.25056666667
352.92,32.3280666667,29.0795,35.5073333334,6.81906666667,32.3439333333,4.00406666667,27.4689333333,31.5688,38.3517333333,2.18766666667,4.1829
353.28,32.2188,29.1347333333,35.5748666667,6.7902,32.3778,3.8957,27.4505333333,31.5117333333,38.4199333333,2.14466666667,4.1317
353.65,32.159,28.9904666666,35.5782666667,6.58493333333,32.309,3.6176,27.3654,31.4028,38.3796666667,1.86886666667,3.8769
354.01,32.1466,29.1568333333,35.7896,6.66020000001,32.4149333333,3.5667,27.4531333333,31.4560666667,38.4684666667,1.9264,3.93233333333
354.38,32.3914,29.4045666667,36.1462,6.7938,32.6456666667,3.6384,27.6246666667,31.7663333333,38.6894666667,2.0186,4.04356666667
354.74,32.3647333333,29.4407666667,36.1756666667,6.77226666666,32.7566,3.64386666667,27.6066,31.7606,38.6713333333,2.02473333333,4.0393
355.11,32.4525333333,29.6411666667,36.3858666667,6.8618,32.8572666667,3.7892,27.6589333333,31.8268666667,38.7836666666,2.17466666667,4.11606666667
355.47,32.4710666666,29.6611666667,36.4053333333,6.90373333333,32.7634,3.86086666667,27.6247333333,31.8729333333,38.8390666667,2.12406666667,4.1527
355.83,32.7170666667,29.9029666667,36.7798666667,7.17166666667,33.1059333333,4.0732,27.9178666667,32.1599333333,39.0688666667,2.36766666667,4.3648
356.20,32.8166666667,30.0369,36.9712,7.26419999999,33.1755333333,4.22096666667,28.0406666667,32.2316,39.1802666667,2.52753333333,4.4728
356.56,33.0688,30.2609,37.2951333333,7.41786666666,33.4430666667,4.31433333333,28.3025333333,32.5300666667,39.5218,2.7076,4.58836666667
356.93,33.4219333334,30.6235333333,37.6228666667,7.60146666667,33.7512666667,4.40866666667,28.5268666666,32.8921333333,39.8292666667,2.70653333333,4.65053333333
357.29,33.5438666667,30.8092666667,37.9143333333,7.63240000001,33.9112666667,4.4283,28.6026666667,33.1387333333,39.9538666667,2.66533333333,4.617
357.66,33.5247333333,30.8112666666,38.014,7.56039999999,33.8999333333,4.3863,28.5614666667,33.1820666667,40.0246666667,2.6136,4.561
358.02,33.69,30.8993,38.2256,7.47846666666,34.0755333333,4.32223333333,28.6558666667,33.4182,40.2321333333,2.5004,4.48953333333
358.38,33.7829333333,31.0809666667,38.3868,7.53733333333,34.1942,4.4076,28.8016,33.5808,40.4370666667,2.5642,4.48543333333
358.75,34.1522666667,31.4302,38.8374666667,7.76066666666,34.5318666667,4.599,29.1236,33.9765333334,40.8681333333,2.73106666667,4.5829
359.11,34.2556,31.5990666667,39.0167333333,7.76113333334,34.6164,4.5858,29.2820666667,34.1261333334,40.9531333333,2.674,4.55333333333
359.48,34.3523333333,31.7595333334,39.2226666667,7.62906666667,34.8023333333,4.39733333334,29.33,34.2519333333,41.0814,2.54853333333,4.40593333333
359.84,34.3275333333,31.7978333333,39.2828,7.53100000001,34.8091333333,4.34126666667,29.2506666667,34.2536,41.0434666667,2.432,4.3349
360.20,34.6461333333,32.1360333333,39.6774,7.56153333333,35.126,4.36566666667,29.4872,34.6581333333,41.3922666667,2.425,4.37743333333
360.57,34.7642666667,32.2807666667,39.8604666666,7.6038,35.2091333334,4.40283333333,29.5443333333,34.8157333333,41.4871333333,2.43513333333,4.3927
360.93,34.6766,32.2969,39.9438666667,7.51173333333,35.1247333333,4.3187,29.5207333333,34.8358666667,41.4752666667,2.37466666667,4.28936666667
361.29,34.7298,32.3151333333,40.0066,7.61219999999,35.1624,4.3611,29.5791333333,34.8471333333,41.4724666667,2.5124,4.3756
361.66,34.8468,32.4641,40.1683333334,7.71926666666,35.2990666667,4.42963333333,29.7725333333,34.9834666667,41.5676666667,2.64486666667,4.4633
362.02,34.9825333333,32.6492,40.3658666667,7.81853333334,35.4233333333,4.5007,29.8495333333,35.1344,41.7341333333,2.72773333333,4.53036666667
362.39,34.9634,32.7241666667,40.4280666667,7.78180000001,35.5055333333,4.4753,29.8768666667,35.1044666667,41.7448,2.6866,4.53836666667
362.75,34.8880666667,32.7012666667,40.466,7.67640000001,35.4444666667,4.38106666667,29.7915333333,35.0474666667,41.6421333333,2.61073333333,4.47076666667
363.11,34.9841333333,32.7377333333,40.6127333334,7.71260000001,35.5926,4.42943333333,29.8451333333,35.1792,41.7214,2.65413333333,4.51443333333
363.48,34.9786,32.7531,40.6939333333,7.73733333334,35.5858666666,4.4439,29.8349333333,35.1856666667,41.7303333333,2.66526666667,4.51406666667
363.84,35.0573333333,32.8887666667,40.8937333333,7.73926666666,35.6258,4.377,29.8986,35.2862,41.85,2.64606666666,4.49816666667
364.20,34.97,32.8614666667,40.8971333333,7.71693333332,35.5599333333,4.29673333334,29.7889333333,35.21,41.7730666667,2.60753333333,4.43303333333
364.57,34.901,32.8267666667,40.9038,7.59453333333,35.5596,4.19123333333,29.7112,35.1313333333,41.7222,2.51813333333,4.32426666667
364.93,34.8365333333,32.8298,40.9152,7.55453333333,35.5375333333,4.1164,29.6486666667,35.0666666667,41.6650666667,2.51553333333,4.28413333333
365.29,34.9158666667,32.9169,41.0606,7.37366666666,35.5896,3.94273333333,29.7046666667,35.2019333333,41.8477333333,2.30586666667,4.1092
365.66,35.0823333333,33.1555333333,41.3652,7.43546666667,35.7987333333,3.95713333333,29.7738666667,35.3669333333,42.1034,2.31026666667,4.09273333333
366.02,35.0372,33.2041,41.4187333333,7.35879999999,35.7703333333,3.86953333333,29.739,35.3278,42.0636666667,2.20533333333,4.0173
366.38,35.1189333333,33.2578666666,41.5650666667,7.29913333333,35.775,3.7525,29.7448,35.4192666667,42.1246666667,2.08913333333,3.92756666667
366.75,35.3369333333,33.4683333333,41.7311333333,7.42486666666,35.9595333333,3.80226666667,29.8927333333,35.6008666667,42.2872666667,2.13193333333,3.9905
367.11,35.3678666667,33.5454666667,41.8438,7.44193333333,35.9881333333,3.81356666667,29.9136,35.6560666667,42.3816666667,2.12113333333,3.98463333333
367.47,35.4222666667,33.6713666667,42.0404666667,7.44366666667,36.1133333333,3.81456666667,30.0039333334,35.7751333333,42.5132666667,2.15653333333,3.9758
367.84,35.6160666667,33.8279333333,42.2892,7.51326666666,36.3377333333,3.882,30.2216666667,35.9977333333,42.7084666667,2.22966666667,4.00013333333
368.20,35.6530666667,33.8438,42.3832,7.44366666667,36.4068666667,3.82413333333,30.328,36.0018666667,42.736,2.12573333333,3.9321
368.56,35.8809333333,34.1403666667,42.7098,7.62346666666,36.689,3.9543,30.5474666667,36.2508666667,42.981,2.2924,4.07883333333
368.93,36.1512666667,34.4476,43.0954666667,7.7634,37.0179333333,4.0983,30.7654,36.518,43.2753333333,2.4096,4.23703333333
369.29,36.2479333333,34.6220333333,43.2835333333,7.91946666666,37.1668,4.2614,30.893,36.6271333333,43.341,2.59746666667,4.4208
369.65,36.3540666667,34.7337,43.5014666667,7.83539999999,37.2269333334,4.24073333333,30.995,36.7778666667,43.4182,2.56273333333,4.42906666667
370.01,36.5021333333,34.7988,43.6806,7.83493333333,37.3414,4.29156666667,31.1186666667,36.9195333333,43.4766666667,2.6012,4.4206
370.38,36.6244666667,34.9429666667,43.9634,7.80119999999,37.4819333334,4.2898,31.1822,37.1102,43.6948,2.60573333333,4.38273333333
370.74,36.5512666667,34.9137,44.0606,7.68693333333,37.4873333333,4.21076666667,31.1544666667,37.2132666667,43.7152666667,2.57366666667,4.28486666667
371.10,36.5416666667,35.0110666667,44.1915333333,7.63986666667,37.5647333333,4.0701,31.2107333333,37.2421333333,43.7363333333,2.5066,4.2184
371.46,36.6714666667,35.2361333333,44.3584666667,7.71719999999,37.6225333333,4.15236666667,31.3107333333,37.4012666667,43.8605333333,2.53633333333,4.27736666667
371.83,36.6213333333,35.2563333333,44.3664666667,7.64466666667,37.5972,4.16366666667,31.2236666667,37.4242,43.8566666667,2.4698,4.25443333333
372.19,36.7646666667,35.5459666667,44.6236,7.71879999999,37.7698666667,4.28706666667,31.3554666667,37.6986666667,44.1061333333,2.60833333333,4.36786666667
372.55,36.8672,35.6385333333,44.814,7.7752,37.8365333333,4.3533,31.4506666667,37.8744,44.2063333334,2.67593333333,4.43503333333
372.92,36.9026,35.7470666667,44.9196666667,7.70239999999,37.9108,4.29753333333,31.5282,38.0192666666,44.3066666667,2.6042,4.36963333333
373.28,36.9165333333,35.8805666667,45.0885333333,7.70946666666,38.0024,4.2548,31.5759333333,38.1527333333,44.4488666667,2.55833333333,4.32703333333
373.64,36.8950666667,35.9760333333,45.1244666667,7.81273333333,38.0558666667,4.27883333333,31.5838666667,38.2032,44.49,2.63786666667,4.35243333333
374.00,36.922,36.1221333333,45.2770666667,7.86499999999,38.1543333333,4.2332,31.6418666667,38.3566666667,44.6956,2.64486666667,4.3458
374.37,37.0364666667,36.2415,45.3718666667,8.01726666667,38.2836,4.34766666667,31.7951333333,38.4584,44.7347333333,2.74473333333,4.45363333333
374.73,37.1785333333,36.5689,45.6210666667,8.18153333333,38.4319333333,4.4605,31.9818,38.6128,44.9518,2.80693333333,4.58283333333
375.09,37.273,36.7819,45.7925333333,8.26606666667,38.5582,4.50626666667,32.0696666667,38.7651333333,45.1346,2.866,4.68683333333
375.45,37.4540666667,36.9486,46.0386,8.3342,38.7924,4.4942,32.2206666667,38.9738,45.3330666667,2.91313333333,4.7252
375.81,37.539,37.1090666667,46.2673333333,8.30566666666,38.9266666667,4.4337,32.3448666667,39.118,45.4654,2.87893333333,4.68076666667
