wavelength,Back_CyaLucm,Belly_CyaLucm,Breast_CyaLucm,Crissum_CyaLucm,Crown_CyaLucm,DorTail_CyaLucm,Patch10_CyaLucm,Patch11_CyaLucm,Rump_CyaLucm,Throat_CyaLucm,WingTip_CyaLucm
195.51,-70.8109333333,-64.7747666668,-45.7657333334,-43.4234000001,-45.5856,-39.8198333334,-9.54953333334,-44.8648666667,-8.64866666666,-42.3424666667,1.17116666668
195.89,-119.080533333,-114.137966667,-85.9771999999,-94.2528666667,-89.8850666667,-74.4828333334,-44.8274666668,-85.7471333334,-49.4252,-77.0115333334,-44.7124
196.27,-64.8149333333,-57.1295666666,-46.1110666667,-53.5183333334,-37.7777333333,-32.8702333333,-19.6297333335,-39.8146666666,-21.2962,-21.1112,-17.5926333333
196.65,-95.7778,-83.8890999999,-65.9999333333,-83.9998666667,-63.9999333333,-50.6667333334,-44.8889333334,-57.9999333333,-47.7778666667,-32.2220666667,-41.7778333333
197.03,-102.298933333,-76.7815666668,-63.6782666668,-97.0115333334,-59.7701333333,-37.9309666667,-45.0574666664,-52.4137333333,-41.8389999999,-32.8736666667,-35.9769333333
197.40,-101.1112,-70.4167999999,-44.7222,-92.2223333333,-39.7222000001,-20.1389999999,-34.1666666667,-34.4445333333,-15.5555333333,-9.72220000002,-21.5278333333
197.78,-178.5714,-157.3809,-124.285733333,-190.952333333,-90.4762666667,-40.2380666666,-75.7143333332,-91.4285333333,-50.4762000001,-31.9047999999,-61.6668666666
198.16,-111.228,-109.649166667,-98.9473999999,-120.350933333,-62.1052666667,-22.9825333333,-41.0525999998,-55.7894666667,-26.6666666667,4.21033333334,-37.3684666666
198.54,-337.5,-312.083333333,-292.499999999,-365.0,-215.833333333,-54.9999999999,-144.166666667,-219.166666667,-152.5,-84.1666666667,-142.5
198.92,-159.166666667,-143.958333333,-125.416666667,-151.666666667,-87.4999999999,-11.6666666667,-51.25,-90.4166666667,-67.0833333333,-32.5,-60.2083333334
199.30,-247.272733333,-184.545466667,-164.848466667,-189.697133333,-112.1212,21.2123000001,-80.0000000002,-152.1212,-93.3333333333,-26.6666666669,-93.9392000001
199.68,-109.394,-85.6059999999,-70.0001333334,-89.0908666668,-31.8182666667,22.8787333334,-16.9696666664,-51.5153333333,-31.5151333333,11.5151333333,-6.81816666666
200.06,-79.1666666667,-59.0278333332,-59.1666000001,-56.3888666666,-11.6666666667,52.6390666667,14.7221333333,-34.1666000001,-17.4998666667,36.9444666667,24.1666666667
200.44,-197.619133333,-175.238133333,-161.9046,-130.476133333,-91.4286,42.8572,4.76193333332,-130.0,-62.3809333335,-1.90466666667,-2.61896666665
200.82,-142.222333333,-138.333366667,-144.814866667,-91.8517999999,-89.2593333333,37.7777666668,2.96306666668,-127.037133333,-44.4445333333,-21.8518666667,7.03700000002
201.19,-614.444533333,-631.666699999,-631.111133334,-425.555533333,-501.1112,-102.222333333,-211.111133333,-630.000000001,-277.7778,-224.444466667,-190.5556
201.57,722.222266667,750.555600001,821.111133334,581.111066667,631.110933333,279.444433333,314.4444,857.777800001,461.1112,292.222333333,356.111033333
201.95,335.555466667,326.666566667,336.000066667,260.888866667,279.111066667,145.555533333,140.444333333,368.4444,212.4444,139.1112,160.444433333
202.33,184.137866667,165.632266667,166.666666667,132.8736,129.885,62.6436333333,68.9655333333,183.908066667,97.7012666665,66.6664666667,73.4483333333
202.71,167.428466667,149.809633333,161.142733333,134.666666667,125.142866667,76.3810666667,81.5237333333,174.095266667,92.3809333333,79.238,88.8571999999
203.09,140.2898,131.8117,142.174,120.000066667,105.942,70.9421666667,77.5362666668,144.7826,83.6231333333,71.1593333333,80.5070999999
203.47,121.547666667,130.416766667,133.571333333,111.5476,98.4524,69.5238,74.5237333333,134.285733333,78.0952666665,79.1666666667,80.9524000001
203.85,111.963466667,115.479533333,123.013533333,102.557133333,93.2419333335,69.8628999999,75.7990666667,125.4794,74.0638666668,83.5617333333,82.7397
204.22,116.277066667,118.311666667,125.281266667,104.502133333,101.039066667,79.4374,84.9350666668,129.783533333,75.4112000001,90.3029333334,89.4371333333
204.60,140.833533334,141.927166667,146.875133333,130.208533333,119.5834,97.1877333334,106.562666667,153.437733333,93.8542666667,114.166733333,112.916633333
204.98,161.839,162.3563,154.252866666,147.471133333,121.953866667,111.6667,116.206866667,168.620866667,102.4138,128.045933333,129.540333333
205.36,183.472266667,182.639033333,171.527733333,168.611066667,128.611,128.888866667,130.277733333,184.583333333,116.805666667,137.3612,144.0279
205.74,201.085266667,194.030933333,181.085333333,180.775133333,136.744266667,121.550466667,144.496266667,188.527133333,117.6744,157.2092,147.5192
206.12,176.533333333,170.266666667,160.533333333,159.066666667,119.866666667,111.0,137.733333333,170.533333333,106.533333334,149.2,138.933333333
206.50,257.5,246.25,236.875,227.291666667,166.25,158.854166667,205.625,257.5,165.0,221.25,196.979166667
206.87,468.888933333,432.222233333,414.222333333,392.444466667,251.555533333,268.2221,327.999866667,472.444466667,256.000133333,381.777866667,340.888833333
207.25,1917.7778,1768.8888,1680.00006667,1593.33333333,882.222199999,1002.2222,1173.3334,2093.3334,973.3332,1573.3332,1282.22213333
207.63,-440.666666667,-308.0,-296.666666667,-296.666666667,-82.6666666669,-127.666666667,-165.333333333,-420.0,-102.666666667,-272.666666667,-227.0
208.01,-139.130466667,-80.4349,-63.1885999999,-62.3188,40.5797333333,3.33333200045e-05,-9.8552000002,-119.130466667,12.4636666665,-60.8696,-49.1303666666
208.39,-47.5861333333,-5.05753333326,13.5631333333,11.9538666667,110.5748,67.3562666667,65.2872666667,-25.5173333334,82.0690666667,22.5287333333,24.0229666666
208.77,-25.4900666666,35.2941999999,67.0588,82.7451333334,236.0784,176.470766667,159.215866667,-5.09799999994,198.8236,114.509866667,110.784333333
209.14,60.000066668,298.888866667,484.444333334,677.7778,1364.44433333,1342.22233333,1068.88886667,117.777799999,1213.33333333,862.222266667,751.111100001
209.52,560.0,1280.0,1700.0,2326.66666667,4353.33333333,4756.66666667,4000.0,359.999999999,4000.0,2726.66666667,2580.0
209.90,-101.666666667,-241.666666667,-369.999999999,-558.333333334,-1031.66666667,-1051.66666667,-991.666666667,86.6666666665,-970.0,-633.333333333,-543.333333335
210.28,232.222266667,337.2223,390.0,536.666666667,859.999933333,882.222099999,884.444400001,108.888866667,853.3334,603.333200001,527.222299999
210.66,-46.0,-156.333333333,-177.333333333,-236.666666667,-419.333333333,-465.333333333,-495.333333333,25.3333333333,-465.333333333,-288.0,-193.0
211.03,0.37033333334,-39.6297,-67.4075333333,-109.629666667,-195.555466667,-230.925966667,-243.7036,39.2592666666,-221.8518,-131.851866667,-86.2962666665
211.41,47.6189333334,-9.20633333332,-12.0634666668,-53.3333333333,-120.634866667,-164.285533333,-153.0158,73.6507333333,-145.714266667,-72.0633999999,-14.7619666667
211.79,50.8333333333,42.1874999999,27.2916666667,11.4583333333,-37.7083333334,-69.0625,-55.2083333333,102.291666667,-56.25,-9.16666666666,23.3333333333
212.17,52.9628666667,56.3889666666,33.5185999999,32.0369999999,-5.55553333335,-49.6293999999,-37.0369999999,108.148133333,-35.3703333334,-0.92586666672,29.6295666666
212.55,99.7222666668,105.8334,66.6666666667,71.3889333332,9.99993333332,-57.7778333333,-30.2777999999,183.333133333,-24.7224000001,25.8333333333,62.3611333333
212.92,176.8628,155.882333333,106.274466667,112.548933333,35.6861333333,-62.1569999999,-32.9410666667,277.254933333,-18.8235333334,76.4704666668,108.823533333
213.30,290.370466667,189.259333333,165.185133333,140.0,-14.0740666666,-113.7038,-106.666733333,468.889,-119.259266667,114.074133333,161.111133333
213.68,926.666666666,396.666666666,513.333333333,213.333333333,-526.666666666,-758.333333334,-506.666666667,1703.33333333,-910.000000001,290.0,530.0
214.06,1.24531353332e+15,4.60595416436e+14,8.44424930133e+14,5.58685181046e+14,-6.39715856161e+14,-4.88316436868e+14,-5.45890863926e+14,2.1665043662e+15,-1.01928059748e+15,4.86184050682e+14,9.25455605246e+14
214.44,-2913.33333334,-2046.66666667,-2240.0,-1866.66666667,80.0,-580.000000001,20.0,-4153.33333333,366.666666665,-1713.33333333,-2383.33333333
214.81,-105.263133333,-105.2631,-95.4385333332,-91.9298666667,30.8772,-10.1754666667,19.2981333333,-181.0526,38.9473333332,-56.1402,-89.1229666667
215.19,-62.8282666666,-57.1717,-54.1414666667,-62.0202666667,12.5252,-10.3029666667,5.65646666674,-116.565733333,18.3838666667,-40.2019333334,-50.7071666667
215.57,-50.2382666667,-47.1428333333,-33.0952666667,-54.5238666666,38.5715333333,-0.35726666666,37.1428,-106.904666667,50.238,-22.3808666667,-35.9523666668
215.95,-9.3022,9.22466666664,9.14733333335,4.03106666674,63.2558666666,32.9457666667,67.1317333333,-21.7055333333,72.8683333335,15.9688666667,13.5658666667
216.32,6.66666666666,28.3333333333,25.8333333333,30.1666666666,86.0,49.7499999999,89.5000000001,-0.83333333332,93.9999999999,29.3333333333,29.2499999999
216.70,28.125,53.3333333333,50.8333333333,54.1666666666,125.416666667,73.4375,125.416666667,15.4166666667,140.833333333,55.6249999999,46.0416666667
217.08,67.5757333333,88.7878,66.0606666667,75.4546666668,193.333466667,109.545433333,187.5758,28.4849333334,214.545466667,84.5456,77.1211333333
217.46,111.2,129.466666667,102.933333333,92.5333333333,218.4,131.866666667,197.066666667,71.9999999999,217.6,125.6,114.266666667
217.83,138.222266667,175.111,133.333333333,124.888933333,333.333333334,170.666666667,310.666733333,83.1111333333,305.333266667,166.2222,149.3332
218.21,155.833333333,188.125,147.5,147.5,318.333333333,193.958333333,301.25,111.25,296.666666667,182.083333333,163.75
218.59,205.555666667,274.722333333,185.555466667,190.555466666,407.2222,256.3888,366.666666667,131.6666,407.777866667,243.888933333,229.999933333
218.97,-458.333333333,-714.166666667,-425.0,-591.666666665,-1108.33333333,-592.5,-876.666666668,-278.333333333,-1110.0,-548.333333333,-596.666666665
219.34,-62.2222666667,-132.963033333,-65.5554666666,-94.8149333334,-234.074,-112.777833333,-172.592666667,-52.9628666667,-203.703666667,-114.4444,-85.5555666665
219.72,-58.3333999998,-168.611133333,-82.7776666667,-133.3332,-328.8888,-164.1666,-225.000066666,-51.6666666667,-281.666666667,-143.333466666,-106.111133333
220.10,98.6666666667,-25.6666666666,58.0000000001,30.6666666665,-210.666666667,-20.6666666668,-80.6666666668,155.333333333,-121.333333333,-7.33333333346,69.3333333333
220.47,196.6666,75.8333333333,140.555533333,143.333333333,-68.3334666667,107.5,44.4445333334,247.777733333,-4.9999333334,81.6666666667,153.8889
220.85,175.0,85.2083333333,133.333333333,133.333333333,-17.4999999999,119.583333333,50.8333333332,214.583333333,48.3333333334,136.666666667,136.875
221.23,489.333333334,165.333333333,317.333333333,346.666666667,-129.333333333,320.0,64.0000000001,570.666666667,77.3333333334,333.333333333,380.666666667
221.61,682.222200001,398.333333334,524.444533333,466.666666667,183.3334,514.444466667,243.333333333,700.000066667,288.888866667,536.666733333,511.666733333
221.98,742.222266666,491.666666667,561.111066666,544.4444,344.444466667,602.222266667,306.6666,777.777866667,371.111133333,620.000066667,572.222233334
222.36,-2060.0,-1395.0,-1390.0,-1486.66666667,-933.333333333,-1481.66666667,-653.333333333,-2056.66666667,-823.333333334,-1670.0,-1476.66666667
222.74,-412.5,-286.666666667,-284.166666667,-290.833333333,-175.0,-286.666666667,-100.0,-404.166666666,-126.666666667,-356.666666667,-333.75
223.11,-169.629533334,-105.925966667,-105.185066666,-127.037066667,-70.7408,-76.4815666666,-16.2963333333,-145.185066667,-30.7406666665,-132.962933333,-122.037066667
223.49,-112.280666667,-52.2807,-55.0876666667,-65.6139333333,-55.0877333333,-30.0001333335,18.9473333333,-84.5614,21.7543999999,-103.157866667,-72.1052666667
223.87,-77.4999999999,-21.2498000001,-43.0555333334,-39.1666666667,-34.9999333333,-10.1388333334,25.0,-45.5556,31.9443999999,-102.5,-45.9721999999
224.24,-42.0288666666,32.6088,-6.3768,2.31893333333,-6.6666,31.7390000001,59.9998000001,5.79706666665,78.5505999999,-76.5216666665,-7.9709333334
224.62,-7.50000000002,55.7291666667,28.1250000001,36.4583333333,27.9166666667,59.6874999999,75.2083333333,42.5,75.4166666667,-44.1666666667,16.9791666667
225.00,-17.8946666667,46.7544000001,20.5262,23.3333333333,15.9649333333,38.8597666667,53.1580000001,36.4913333333,58.5964666666,-35.2632666667,2.36843333341
225.38,-38.3784000001,29.8197,0.180266666668,5.4054,-3.24320000002,8.55856666674,20.9008,15.8560666666,37.4775333333,-63.0629333331,-19.8200000001
225.75,-26.6666666667,32.25,16.1666666667,0.83333333334,3.83333333335,11.0833333333,17.8333333333,20.8333333333,43.1666666667,-62.8333333333,-17.5833333333
226.13,-16.8054666667,32.9165333333,24.0277333333,2.91673333334,12.0833333333,13.0555666666,11.9445333333,23.4721333333,39.9999999999,-45.9720666667,-13.6110333333
226.51,-34.8333333334,34.1666666667,23.8333333333,-4.5,13.8333333333,0.16666666666,-3.0,15.6666666667,35.0,-73.9999999999,-26.6666666667
226.88,-38.8406666667,24.6377,20.2897333333,-11.0144,6.81160000001,-4.78256666666,-11.1594666667,7.24646666666,17.2463333333,-74.203,-21.5217333333
227.26,-15.5211333333,32.0309,27.2914,1.97879999999,13.7498666667,2.91633333333,-0.104466666654,16.3540666667,19.3746666667,-46.7710666667,-3.64609999998
227.64,-10.8547333333,25.5556333333,25.2993333333,2.90599999999,13.6753333333,-0.427266666654,2.47853333333,14.188,18.205,-35.812,2.90596666667
228.01,-1.3492,28.4128,33.3333333333,9.12686666667,20.0793333333,4.60306666666,13.5714,18.6508,23.8094,-20.3174666667,10.873
228.39,1.92433333333,19.5187,29.4844666667,3.64253333334,20.2061333333,3.95183333334,13.5395333333,15.8762666667,19.5878666667,-17.8693333333,10.8247666667
228.76,8.51853333335,19.7530666667,26.2346666667,3.39500000001,20.0001333333,4.75333333332,15.3704666667,18.2099333333,24.0740666667,-8.20993333333,12.9631
229.14,19.7436666667,24.2565,29.282,10.3076666667,26.923,16.9743333333,22.5128666667,23.4359333333,31.4872666667,9.0256,24.7690666667
229.52,22.0581333333,23.5794,31.1856,13.3333333333,30.7383333333,22.3489666667,26.3536,26.2640666667,31.2304,12.7515333333,27.6285
229.89,18.0048666667,18.9051,25.6934,9.78106666667,27.0071333334,19.6106666667,23.309,23.7468666667,29.4403333333,10.8514666667,21.6544666667
230.27,26.9884666667,24.6895,29.2874,16.6897333333,33.2872666667,26.4599,30.8047333333,29.5174,36.4136666667,17.8391333333,27.9081
230.65,27.608,25.7058333333,25.9216666667,17.0588,30.3136,25.4314,30.6275333333,26.3922666667,33.5293333333,20.0,25.9804
231.02,27.9117333333,27.4899666667,25.8635333333,15.8635333334,31.205,25.5422666667,32.8112,26.5462666667,35.8232666667,19.5983333333,24.1164
231.40,25.9816,27.8311,24.0182666667,12.1002666667,32.8310666667,22.2602,34.2009333333,24.9314,39.9999333333,18.9041333333,20.0227333333
231.78,24.686,27.0048333333,21.6424666666,8.01933333333,33.8164,22.7294333333,32.4155333333,21.3044,38.9371333333,16.9084666667,15.3381333333
232.15,21.4317333333,23.3110333333,17.9865333333,5.27953333332,29.3512,17.4720666667,25.1005333333,19.5526,34.5414,16.1072666667,13.3781333333
232.53,19.8197333333,25.0673666667,14.9549333333,5.946,28.2433333333,16.0361333333,20.4956,17.4775333333,35.8558,16.7116666667,10.6082333333
232.90,16.238,22.9760666667,12.6190666667,2.80940000001,24.9048,12.5477,16.0,12.9046666667,33.7617333333,10.5236666667,6.64290000001
233.28,11.0618666667,20.8643,9.62973333332,0.59253333334,22.4198666667,4.96303333333,12.1483333333,8.24686666665,28.9876666667,0.641866666674,-1.0371
233.66,8.95240000001,20.9763,6.28573333334,-0.666733333332,17.9998666667,3.5475,10.1429333334,6.95240000001,27.1904666667,-2.28580000001,-2.19043333333
234.03,11.9018,21.2063666667,9.97946666667,1.39053333334,18.2821333333,5.76666666667,12.1472666667,7.97553333334,26.1758,-1.06346666667,2.90376666666
234.41,7.34453333333,18.0792,6.85480000001,0.07533333332,14.5008666667,3.70986666667,9.30320000001,6.62893333334,23.8796,-3.05093333334,2.9568
234.78,7.6528,17.6330333333,6.82446666667,-0.315533333341,14.8717333333,2.60353333333,8.63906666667,7.88959999998,26.7849333333,-5.28593333331,3.17566666667
235.16,9.57893333333,17.3685333333,7.71933333334,1.64919999999,14.4914,4.24566666667,9.15779999999,9.40346666668,26.5263333333,-1.29826666667,6.70173333333
235.54,13.4890666667,18.0219,11.2773333333,6.32386666666,17.0404666667,7.58563333332,11.9626,11.9314,25.5762666667,1.71340000001,10.5452
235.91,11.06,13.8095333334,8.54086666666,5.03826666667,12.596,3.05686666667,7.06606666667,10.4762,22.4578,-1.44406666667,7.83406666667
236.29,11.327,13.8735333334,7.96293333333,5.49373333334,12.2220666667,4.05856666667,7.00633333333,9.07413333332,24.2902,-1.69753333333,7.19123333334
236.66,15.8788,16.0757333333,13.2727333333,9.21219999999,15.4546666667,6.78793333333,12.9394666667,14.8485333333,27.4242666667,2.15126666666,11.1667
237.04,17.0655333333,17.5357333333,14.188,11.6239333333,16.8090666667,8.24779999999,13.2478666667,17.7207333333,28.5754666667,5.46993333333,11.9658
237.41,16.2518,16.5521333333,13.9342,10.9012666667,14.8783333333,6.39489999999,12.2748,17.8542,28.5263333333,5.66520000001,10.8011
237.79,20.3162,19.9341666667,18.2080666667,14.1238666667,18.6034,9.67060000002,16.7588666667,21.2384,32.2530666667,11.0407333333,12.7272666667
238.17,17.8117333333,18.0408,15.9288,12.6463333333,16.3869333333,9.37653333333,15.0636,19.8728,29.3130666667,10.3816,11.2596666667
238.54,15.0454,14.1893666667,12.7368,7.73026666666,12.9700666667,5.88843333333,12.1141333333,16.3942666667,25.4993333333,6.2256,7.14663333334
238.92,12.6998,11.6856666667,11.4323333333,6.2864,11.7110666667,4.61326666667,10.2662,15.8428,23.4726666667,4.68946666667,6.09630000001
239.29,16.4044,14.5444,15.0813333333,9.26333333333,15.4306,7.36570000001,13.7078,19.3756666667,25.7428,7.71533333333,8.10233333333
239.67,15.1604666667,13.1234666667,14.5927333333,6.37033333333,13.9999333333,5.65439999999,13.8024666667,19.605,24.1728666667,6.07413333333,4.99989999999
240.04,16.8736666667,17.2153333333,15.8592,8.24013333333,16.7702,8.85096666666,16.7081333333,20.7866666667,24.6375333333,8.13653333333,7.48433333334
240.42,17.2744666667,18.1676333333,16.7772666666,8.45306666666,18.0848,8.21360000001,17.5506,23.0754666667,24.4016,8.10313333334,7.98326666668
240.79,15.0082666667,16.1707333333,14.4553333333,6.06506666666,15.6748666667,6.6179,15.3658666667,20.1950666666,20.9268,5.04053333333,6.17066666668
241.17,15.2650666667,16.7829666667,14.9164,5.8678,16.4851333333,7.27656666667,16.5722,20.1598666667,20.3632,4.9528,7.24043333334
241.54,15.5722,16.4040333333,14.8468666667,6.01626666666,16.6854666667,8.29903333333,16.1224666667,20.1250666667,20.6130666667,4.80293333333,7.6236
241.92,15.1798666667,15.6678333333,14.9012,5.41226666666,15.9581333333,7.4042,15.2381333333,19.1057333333,20.0116,3.3566,7.14863333334
242.29,17.1608,17.4762666667,16.7403333333,7.36066666666,17.7813333333,8.33333333333,16.5194666667,20.3890666667,21.7139333334,4.76333333333,8.6646
242.67,16.4417333333,16.8718,16.1584,7.16519999999,16.7642666667,7.6735,15.4936666667,19.7946666667,21.0948666667,4.39873333333,7.73703333333
243.05,17.7166666667,18.0099666667,17.2032,8.72993333333,17.5517333333,9.0647,17.0747333333,20.4952666667,22.0357333333,5.1628,8.65196666666
243.42,15.7849333333,16.7726666667,16.164,7.78659999999,16.1465333333,7.7206,15.8642666667,19.1444666667,21.3227333334,4.05633333333,7.3677
243.80,15.4187333333,16.449,15.5442666667,7.96493333333,15.3099333333,7.60463333333,15.1591333334,18.1154666667,21.2394666667,3.8358,7.26959999999
244.17,14.8994,14.8703333333,14.7654,6.74193333334,14.1289333333,6.38196666667,14.4808,17.3702666667,20.9044666667,2.57106666667,6.36933333333
244.55,15.129,14.801,14.719,6.642,13.6448,6.4001,14.2188,16.7854,20.91,2.1648,6.1582
244.92,15.1443333333,14.9180333333,14.5823333333,6.73693333334,13.3801333333,5.9875,13.9968666667,16.7056666666,21.1085333333,2.24046666667,6.1983
245.30,15.1708666667,14.6579666667,14.48,6.84466666666,12.9131333333,5.52346666667,13.3689333333,16.2323333333,20.8476666667,2.1012,5.3634
245.67,16.1397333333,15.7608333333,15.4149333333,7.2662,13.4521333333,5.98146666667,14.1042,16.6996,21.3569333333,3.0764,5.74456666667
246.05,15.2130666667,15.1162666667,14.6993333333,6.50966666667,12.5476666667,5.36423333333,13.3998666667,16.3313333334,20.7797333333,2.42986666667,4.9563
