wavelength,Back_CerOlim,Belly_CerOlim,Breast_CerOlim,Crissum_CerOlim,Crown_CerOlim,DorTail_CerOlim,Rump_CerOlim,Throat_CerOlim,WingTip_CerOlim
378.35,9.39013333333,21.1853333333,15.012,19.6024,6.76186666667,6.7828,10.1799333333,10.1108666667,7.45646666667
378.71,9.44353333333,21.3037333333,15.0855333333,19.7056,6.82933333333,6.8278,10.2162666667,10.154,7.50206666667
379.07,9.54846666667,21.4090666667,15.2013333333,19.8044,6.91773333333,6.90906666667,10.3113333333,10.279,7.6086
379.44,9.54420000001,21.4233333333,15.1998666667,19.8354666667,6.8992,6.88746666667,10.2739333333,10.2409333333,7.56486666667
379.80,9.41600000001,21.3724,15.1278666667,19.7801333333,6.76166666667,6.8084,10.1592666667,10.1060666667,7.43153333333
380.16,9.39566666667,21.3696666667,15.1245333333,19.7753333333,6.71986666667,6.77573333333,10.091,10.0728666667,7.358
380.52,9.34266666667,21.3167333333,15.0591333333,19.7364666667,6.64053333333,6.70686666667,9.98433333334,9.98333333333,7.309
380.88,9.33913333333,21.3866,15.1144,19.8138666667,6.61333333333,6.68126666667,10.0015333333,9.98326666665,7.2874
381.24,9.32453333333,21.4595333333,15.1233333333,19.8483333333,6.57866666667,6.63586666666,9.9476,9.99486666666,7.29366666667
381.61,9.28413333334,21.4898666667,15.0993333333,19.8099333333,6.54113333333,6.62426666667,9.92700000001,9.95313333333,7.22246666667
381.97,9.16566666667,21.485,15.0606666667,19.7818666667,6.48133333333,6.54626666667,9.85526666665,9.89646666665,7.1496
382.33,9.13619999999,21.5892666666,15.1044666667,19.8736,6.47673333333,6.47926666667,9.8282,9.87133333334,7.1712
382.69,9.17133333333,21.6539333333,15.1903333333,19.9198666667,6.51713333333,6.51466666667,9.87600000001,9.91379999999,7.1888
383.05,9.1038,21.6473333334,15.1484666667,19.9088666667,6.4998,6.45993333333,9.81953333333,9.85760000001,7.13293333333
383.41,9.16146666667,21.7892,15.2501333333,20.0258,6.58506666667,6.55213333333,9.87259999999,9.94306666667,7.1972
383.77,9.16979999999,21.8984,15.2424666667,20.0728666667,6.6156,6.5044,9.85620000001,9.97073333333,7.2166
384.14,9.14059999999,21.9581333333,15.2855333333,20.1158666667,6.60446666667,6.49366666667,9.87473333334,9.98419999999,7.227
384.50,9.10273333334,22.0139333333,15.2751333333,20.1122666667,6.58873333333,6.4726,9.87033333333,9.98246666668,7.19326666666
384.86,9.0508,22.0586666667,15.2702666667,20.0924666667,6.5546,6.47053333333,9.85193333333,9.94033333333,7.1648
385.22,8.97206666666,22.0274666667,15.1973333333,20.0642,6.50186666667,6.40006666667,9.79020000001,9.87419999999,7.10233333333
385.58,9.06226666666,22.1589333333,15.3219333334,20.1907333333,6.57426666667,6.4652,9.86580000001,9.97493333332,7.21426666666
385.94,9.03320000001,22.1604,15.3178666667,20.2396,6.51086666667,6.4244,9.80360000001,9.91506666667,7.1454
386.30,9.05013333334,22.1864666667,15.3337333334,20.2282666667,6.5106,6.41086666667,9.79586666667,9.92286666666,7.13206666667
386.66,8.94453333333,22.1083333333,15.2395333333,20.1446,6.39626666667,6.29746666667,9.66053333333,9.80259999999,7.01306666667
387.03,8.91766666667,22.1356,15.2741333333,20.1542666667,6.35713333333,6.28933333333,9.64293333335,9.79213333335,7.0008
387.39,8.85406666666,22.1135333333,15.2674666667,20.1314666667,6.28186666667,6.20173333333,9.58826666666,9.76393333333,6.92193333333
387.75,8.90493333333,22.2046666667,15.3722,20.2318666667,6.31533333333,6.2578,9.63299999999,9.81126666666,6.9606
388.11,8.96553333334,22.3104,15.4706666667,20.3267333333,6.41573333333,6.3648,9.68646666667,9.9106,7.015
388.47,8.98833333334,22.3817333333,15.5718666667,20.4095333333,6.44873333333,6.4008,9.71199999999,9.95606666667,7.0688
388.83,9.02486666667,22.4409333333,15.6254,20.505,6.5082,6.40313333333,9.72999999999,10.0293333333,7.10886666667
389.19,9.04746666666,22.556,15.7212666667,20.5854666667,6.54493333333,6.4406,9.75386666667,10.0772666667,7.15646666667
389.55,9.00786666667,22.5612,15.7244,20.6032,6.5088,6.42753333333,9.72313333335,10.0628,7.1098
389.91,9.03106666667,22.6511333333,15.786,20.6603333333,6.54886666667,6.49186666667,9.77733333333,10.1233333333,7.14953333333
390.27,9.07986666666,22.7250666667,15.8582,20.7713333333,6.60393333333,6.57806666667,9.83426666668,10.206,7.18793333333
390.63,9.14253333333,22.8734,15.9374,20.8971333333,6.659,6.6532,9.89506666666,10.3174,7.2622
391.00,9.16173333334,22.9562666666,15.9757333333,20.9594,6.6932,6.66406666667,9.90939999999,10.3344,7.26813333333
391.36,9.24826666666,23.0745333333,16.0676666666,21.055,6.803,6.76513333333,9.99046666667,10.4324666667,7.39093333333
391.72,9.20793333334,23.0549333333,16.0570666667,21.046,6.77986666667,6.7344,9.96860000001,10.4001333333,7.3596
392.08,9.17173333334,23.022,16.0535333333,21.0462666667,6.72026666667,6.63666666667,9.91320000001,10.3536,7.2942
392.44,9.17593333333,23.0316666667,16.0502666667,21.0524666667,6.71253333333,6.60506666667,9.87833333332,10.3447333333,7.26873333333
392.80,9.15806666667,23.0351333333,16.0678666667,21.0908666667,6.6646,6.57253333334,9.85193333334,10.3238666667,7.21633333333
393.16,9.17333333334,23.0533333333,16.0874666667,21.102,6.6822,6.57366666667,9.86233333333,10.3420666667,7.22386666667
393.52,9.16893333333,23.1092666667,16.0936666667,21.1629333333,6.6892,6.565,9.86193333332,10.3542,7.22186666667
393.88,9.21546666667,23.1905333333,16.1485333334,21.2224666667,6.71793333333,6.56206666667,9.88806666667,10.41,7.25226666667
394.24,9.223,23.2692666667,16.1951333333,21.2780666667,6.706,6.58133333333,9.89266666667,10.4193333333,7.2676
394.60,9.20499999999,23.2694,16.2088,21.2845333333,6.69666666667,6.59313333333,9.87686666667,10.4262666667,7.2534
394.96,9.22660000001,23.3195333334,16.2534666667,21.3784,6.71506666667,6.64393333333,9.88800000001,10.4692,7.2986
395.32,9.20953333333,23.3416,16.2428,21.3824,6.67506666666,6.6206,9.84753333334,10.4401333333,7.2614
395.68,9.25453333334,23.4711333334,16.3382,21.4720666667,6.71133333333,6.65013333333,9.86546666665,10.5208,7.30006666667
396.04,9.32773333333,23.6136666667,16.4107333333,21.5538,6.7658,6.7408,9.92986666666,10.6063333333,7.39253333333
396.40,9.30680000001,23.6566666667,16.4342,21.5792666667,6.74346666667,6.73433333333,9.92306666668,10.6057333333,7.36226666667
396.76,9.3246,23.7416,16.5006666667,21.6079333333,6.79353333333,6.80106666667,9.95246666667,10.6807333333,7.4334
397.12,9.34666666667,23.8204,16.5588,21.688,6.80046666667,6.8504,9.98226666667,10.7376,7.45193333333
397.48,9.42413333333,23.9243333333,16.6815333333,21.7726,6.87006666667,6.9378,10.0539333333,10.8387333333,7.52626666667
397.84,9.44473333333,23.9344,16.7421333333,21.7842666667,6.89833333333,6.99566666667,10.0588666667,10.8498666667,7.55706666667
398.20,9.53026666667,23.9953333333,16.853,21.8754666667,6.96526666667,7.05393333333,10.1364666667,10.9272,7.6338
398.56,9.61646666667,24.1453333333,16.9798666667,22.031,7.05866666666,7.1196,10.2396666667,11.0484,7.73133333333
398.92,9.648,24.1808,17.018,22.0558,7.0642,7.13486666667,10.2646,11.0938666667,7.73853333333
399.28,9.64006666666,24.1784666667,17.0442,22.1001333333,7.07766666667,7.12793333333,10.2785333333,11.0962,7.69746666667
399.64,9.64313333333,24.1585333333,17.0411333333,22.0989333333,7.0664,7.12953333333,10.2668666667,11.0795333333,7.68213333333
400.00,9.64993333333,24.1897333333,17.0664,22.1652,7.06086666667,7.13086666667,10.2688666667,11.0443333333,7.67373333333
400.36,9.69086666666,24.2688,17.1358666667,22.2496,7.1278,7.20073333333,10.3186666667,11.1103333333,7.6974
400.72,9.7132,24.3045333333,17.1637333333,22.3142666667,7.13473333333,7.20106666667,10.3339333333,11.1189333333,7.687
401.08,9.81826666667,24.4071333333,17.2902666667,22.4763333333,7.2184,7.28513333333,10.4095333333,11.1997333333,7.7552
401.44,9.80880000001,24.4120666667,17.3058,22.4750666667,7.19746666667,7.28286666667,10.3935333333,11.1918,7.74193333333
401.80,9.83219999999,24.4886,17.3763333333,22.5946666667,7.2224,7.30653333333,10.4337333333,11.2521333333,7.78486666667
402.16,9.80906666666,24.5608666667,17.3962666667,22.646,7.21346666667,7.31193333333,10.447,11.2767333333,7.79586666667
402.52,9.76613333334,24.5218666667,17.3825333333,22.6032,7.1572,7.28153333333,10.4048,11.227,7.7476
402.88,9.76660000001,24.5698666667,17.4038666667,22.6460666667,7.14693333333,7.23186666667,10.3764666667,11.2338,7.722
403.24,9.78440000001,24.6341333333,17.4542,22.6993333333,7.16266666667,7.25726666667,10.4006666667,11.2661333333,7.78093333333
403.60,9.78259999999,24.6665333333,17.4793333333,22.7458,7.16206666667,7.282,10.4112666667,11.2801333333,7.7954
403.95,9.83119999999,24.7209333333,17.5443333333,22.7934666667,7.2156,7.32006666667,10.4432666667,11.3651333333,7.83933333333
404.31,9.86626666667,24.7797333333,17.6066,22.8703333333,7.24533333333,7.35833333333,10.485,11.4137333333,7.88846666667
404.67,9.86540000001,24.8036,17.6379333333,22.8819333333,7.2372,7.36393333333,10.4857333333,11.4152,7.8932
405.03,9.80880000001,24.7896,17.6176666667,22.8256666667,7.20973333333,7.32433333333,10.4588,11.3834,7.86193333333
405.39,9.79186666666,24.8126666667,17.6096,22.8369333333,7.20086666667,7.29193333333,10.4372,11.3612,7.85693333333
405.75,9.81886666667,24.8638666667,17.6319333333,22.8596,7.22293333333,7.319,10.4582,11.4017333333,7.8726
406.11,9.84859999999,24.9018666667,17.6601333333,22.8834,7.25233333333,7.31213333333,10.4606666667,11.4068666667,7.84406666667
406.47,9.905,24.9808,17.7245333333,22.9735333333,7.29886666667,7.33606666667,10.5206,11.4362,7.87993333333
406.83,9.9292,25.0246666667,17.7624666667,23.0135333333,7.34446666667,7.39906666667,10.5604,11.4660666667,7.90806666667
407.19,9.94013333332,25.0332,17.7783333333,23.0357333333,7.33186666667,7.40686666667,10.5712,11.4825333333,7.91113333333
407.55,9.96826666667,25.0636666667,17.819,23.072,7.36606666667,7.42513333333,10.6232,11.5320666667,7.9336
407.90,9.90646666667,25.0488666667,17.7956,23.0784,7.31286666667,7.36133333333,10.5694666667,11.491,7.8728
408.26,9.89953333334,25.0688666667,17.7951333333,23.0793333333,7.28593333333,7.34313333333,10.5593333333,11.4748666667,7.86046666667
408.62,9.9582,25.1382,17.8504666666,23.1798,7.34246666667,7.4008,10.6065333333,11.5277333333,7.91046666667
408.98,9.97773333334,25.1488666667,17.856,23.2140666667,7.33606666667,7.40886666667,10.5933333333,11.5331333333,7.90873333333
409.34,9.99493333333,25.1834,17.8988666667,23.2798,7.35386666667,7.4372,10.6175333333,11.5483333333,7.90633333333
409.70,9.96293333333,25.1702,17.9104,23.3130666667,7.3104,7.3904,10.5776,11.5102666667,7.85626666667
410.06,9.94793333333,25.1896666667,17.9372,23.3442666667,7.30146666667,7.397,10.585,11.5314666667,7.87386666667
410.42,9.92366666667,25.2168,17.9377333333,23.3539333333,7.25713333334,7.37606666667,10.5552,11.5086666667,7.84473333334
410.77,9.94993333333,25.2668666667,18.0014,23.4283333333,7.277,7.39926666667,10.5992,11.5556,7.88126666667
411.13,9.99360000001,25.3622,18.0584,23.5250666667,7.329,7.44206666667,10.6349333333,11.6059333333,7.9048
411.49,10.0185333333,25.4664666667,18.1239333333,23.6286666667,7.3468,7.44233333333,10.6519333333,11.6328666667,7.922
411.85,10.0601333333,25.5214666667,18.1812,23.678,7.39193333333,7.49126666667,10.7190666667,11.665,7.96786666667
412.21,10.0970666667,25.6176,18.2726,23.7813333333,7.43226666667,7.52046666667,10.7734,11.715,8.00666666667
412.57,10.0897333333,25.6466,18.2809333333,23.7960666667,7.41393333333,7.51233333333,10.7592,11.7237333333,7.98146666667
412.92,10.1116666667,25.7160666667,18.3526666667,23.8602666667,7.45946666667,7.5392,10.8125333333,11.7696666667,8.01133333333
413.28,10.1444666667,25.7730666667,18.4062,23.9064,7.4862,7.55993333333,10.8564,11.8307333333,8.03366666667
413.64,10.1115333333,25.7349333334,18.3571333333,23.8586666667,7.47093333334,7.5266,10.8264,11.8001333333,8.02233333333
414.00,10.1286666667,25.751,18.3684666667,23.908,7.48786666667,7.5434,10.8316,11.8156666667,8.03893333333
414.36,10.1430666667,25.7832,18.4032666667,23.9454666667,7.52373333333,7.56106666667,10.8280666667,11.8562666667,8.05833333334
414.72,10.1367333333,25.7872666667,18.3872666667,23.9361333333,7.49166666667,7.53866666667,10.8155333333,11.8353333333,8.0198
415.07,10.0878,25.7672666667,18.3739333333,23.8931333333,7.42633333333,7.48686666667,10.766,11.7936,7.979
415.43,10.076,25.7725333333,18.3577333333,23.8672666667,7.41886666667,7.49046666667,10.7733333333,11.8026666667,7.98486666667
415.79,10.0699333333,25.7873333333,18.3546666667,23.8855333333,7.41613333333,7.47646666667,10.7768,11.8142,7.99186666667
416.15,10.0886666667,25.7791333333,18.3381333333,23.8661333333,7.41513333333,7.4886,10.7718666667,11.8253333333,8.0108
416.51,10.0734666666,25.7734666667,18.3468,23.8681333333,7.39226666667,7.46406666667,10.7641333333,11.8195333333,8.01446666667
416.86,10.0860666667,25.7978,18.3518666667,23.8798,7.38413333333,7.48566666667,10.7697333333,11.8381333333,8.03586666667
417.22,10.1208666667,25.832,18.3828,23.9308666667,7.41413333333,7.5144,10.7936666667,11.8661333333,8.07406666667
417.58,10.1520666667,25.8953333333,18.4236,23.9685333333,7.44926666667,7.54986666667,10.8301333333,11.9162,8.09646666667
417.94,10.1150666667,25.8848666666,18.4112,23.9386666667,7.41593333333,7.51733333333,10.8014666667,11.8979333333,8.07773333333
418.29,10.1191333333,25.8564666667,18.4065333333,23.9236,7.41453333333,7.53066666667,10.8120666667,11.9139333333,8.08713333333
418.65,10.1180666667,25.8506,18.4030666667,23.9180666667,7.4136,7.53006666667,10.7974,11.9099333333,8.10426666667
419.01,10.144,25.8804,18.4296,23.9408,7.45213333333,7.56873333333,10.8136666667,11.9683333333,8.13133333333
419.37,10.1313333333,25.8736666667,18.4146,23.9396666667,7.42946666667,7.5502,10.7801333333,11.9474,8.11386666667
419.73,10.1095333333,25.8706666666,18.4160666667,23.9153333333,7.42386666667,7.5482,10.7484666667,11.9540666667,8.1024
420.08,10.0674666667,25.8444,18.3917333333,23.9099333333,7.39886666667,7.52,10.7164666667,11.9368666667,8.06513333333
420.44,10.0566666667,25.8364,18.3836,23.9024666667,7.39873333333,7.5182,10.7169333333,11.9370666667,8.06033333333
420.80,10.0332,25.8328666667,18.3742666667,23.8934666667,7.37606666667,7.49586666667,10.7022666667,11.9221333333,8.04113333333
421.16,9.97199999999,25.7736666667,18.3226666667,23.8330666667,7.3282,7.45306666667,10.6532666667,11.8801333333,7.998
421.51,9.97913333333,25.789,18.3310666667,23.8504666667,7.3226,7.45546666667,10.6534,11.8949333334,8.00446666667
421.87,9.98526666667,25.8002666667,18.3244666667,23.8475333333,7.33013333333,7.46033333333,10.6652,11.907,8.00813333333
422.23,9.96693333334,25.7969333333,18.3184,23.8421333333,7.31786666667,7.43766666667,10.6449333333,11.901,7.9942
422.58,9.97,25.8168666667,18.3404,23.8520666667,7.33126666667,7.4494,10.6556,11.9251333333,8.00626666667
422.94,9.94973333334,25.792,18.3232666667,23.8508666667,7.31313333333,7.428,10.6512,11.9156,7.99933333333
423.30,9.94853333333,25.765,18.3166666667,23.8444,7.323,7.42986666667,10.6518,11.9314666666,7.9966
423.66,9.95546666667,25.7712,18.3243333333,23.8573333333,7.32493333333,7.437,10.6622,11.9454666667,8.00306666667
424.01,9.97013333333,25.7727333333,18.3441333333,23.8691333334,7.34126666667,7.4502,10.6676,11.9675333333,8.0154
424.37,9.97540000001,25.7951333333,18.3588,23.8862,7.3438,7.45313333333,10.6676666667,11.9784666667,8.021
424.73,9.98206666667,25.8072666666,18.3796666667,23.9161333333,7.35633333333,7.45213333333,10.6728666667,11.995,8.0202
425.08,10.0165333333,25.8502666667,18.4041333333,23.9538,7.3778,7.48013333333,10.7055333333,12.0354,8.04826666667
425.44,10.0082666667,25.8518,18.4124666667,23.9673333333,7.38393333333,7.48186666667,10.7116,12.0423333333,8.05193333333
425.80,10.0321333333,25.8724666667,18.4526,24.0139333333,7.4006,7.50766666667,10.7261333333,12.0755333333,8.07
426.16,10.0528,25.9118666667,18.4732,24.0538666667,7.41193333333,7.52713333333,10.7460666667,12.0957333333,8.08633333333
426.51,10.0516666667,25.9154,18.481,24.0772,7.3944,7.52206666666,10.7415333333,12.0917333333,8.07833333333
426.87,10.0946666667,25.9622666667,18.5305333333,24.1317333333,7.42413333333,7.54566666667,10.7700666667,12.1130666667,8.1038
427.23,10.1208,26.0256,18.5903333333,24.1832,7.4472,7.56846666667,10.8083333333,12.143,8.13286666667
427.58,10.1594666667,26.0941333333,18.6433333333,24.2578666667,7.46826666667,7.59266666667,10.8415333333,12.1777333334,8.1538
427.94,10.1522,26.1353333333,18.6533333333,24.2836666667,7.45666666667,7.57566666667,10.8532,12.1788666667,8.1468
428.30,10.151,26.1383333334,18.6576666667,24.2986666666,7.4524,7.56406666667,10.8532,12.1974,8.1284
428.65,10.1676,26.1773333333,18.6856,24.3138666667,7.46686666667,7.5874,10.8713333333,12.2217333333,8.13053333333
429.01,10.1771333333,26.2262,18.73,24.3535333333,7.4844,7.57513333333,10.8736666667,12.2430666667,8.1412
429.37,10.2132666667,26.2992666667,18.7907333333,24.4048666667,7.51166666667,7.60366666667,10.9004,12.2850666667,8.1696
429.72,10.213,26.3334,18.8101333333,24.4086,7.5042,7.5964,10.8862,12.2798,8.15526666667
430.08,10.2190666667,26.3987333333,18.8718,24.4747333333,7.5288,7.62173333333,10.9040666667,12.3283333333,8.17466666667
430.44,10.2253333334,26.4438666667,18.898,24.4833333333,7.5694,7.63673333333,10.9136666667,12.3684,8.1998
430.79,10.1954666667,26.487,18.9054,24.4708666667,7.5504,7.63066666667,10.8954666667,12.3594666667,8.17313333333
431.15,10.1788666667,26.4994,18.9138666667,24.4848,7.5284,7.63713333333,10.8764666667,12.3612666666,8.1698
431.50,10.1774,26.5156,18.9192666667,24.5066666667,7.5234,7.63173333333,10.8735333333,12.3724666667,8.17233333333
431.86,10.2081333333,26.5547333333,18.9562666667,24.5314,7.5402,7.66206666667,10.8883333333,12.4106,8.20753333333
432.22,10.255,26.6540666666,19.0406666666,24.6068666666,7.5918,7.71153333333,10.9182,12.4518666667,8.26893333333
432.57,10.2409333333,26.66,19.0382666667,24.6260666667,7.5788,7.69886666667,10.8975333333,12.454,8.26873333333
432.93,10.2439333333,26.6816,19.0700666667,24.6558,7.56433333333,7.704,10.8896666667,12.4615333333,8.27386666667
433.29,10.2382,26.6986,19.0861333333,24.6626666666,7.55426666667,7.70766666667,10.8849333333,12.4666666667,8.2724
433.64,10.2399333333,26.7417333333,19.1092,24.7055333334,7.55633333333,7.70806666667,10.9005333333,12.4990666667,8.27606666667
434.00,10.2307333333,26.7360666667,19.1024,24.6852,7.54713333334,7.69473333333,10.8808666667,12.4900666667,8.26413333333
434.35,10.2322,26.7760666667,19.1269333333,24.7214,7.52953333333,7.69386666667,10.8842,12.5084,8.25846666667
434.71,10.2506666667,26.8058666667,19.1629333333,24.7730666667,7.5354,7.69953333333,10.9023333333,12.5417333333,8.2812
435.07,10.2740666667,26.8476,19.1979333333,24.8034,7.55666666667,7.71506666667,10.9102666667,12.5790666667,8.294
435.42,10.2706666667,26.8858,19.2376666667,24.8295333333,7.5662,7.72686666667,10.8945333333,12.5856,8.29053333333
435.78,10.2856,26.9612,19.2952,24.8912666667,7.5708,7.72806666667,10.8979333333,12.6078,8.2774
436.13,10.2850666667,26.9970666667,19.3234666667,24.9228666667,7.57633333333,7.73166666667,10.9024666667,12.63,8.27346666667
436.49,10.323,27.0548,19.376,24.98,7.60426666667,7.7446,10.9324666667,12.6727333333,8.309
436.84,10.3507333333,27.137,19.4236666667,25.0386,7.63866666667,7.7794,10.9598,12.7221333333,8.31793333333
437.20,10.3678,27.1753333333,19.4692,25.0937333333,7.64673333333,7.77273333333,10.9686,12.7489333333,8.32126666667
437.56,10.4001333333,27.2101333333,19.5208666667,25.1138666667,7.671,7.79966666667,10.9770666667,12.7742666667,8.34233333333
437.91,10.4248,27.2591333333,19.5696666667,25.1527333333,7.70066666667,7.83473333333,11.0016,12.8068666667,8.37433333333
438.27,10.4324,27.2996,19.6141333333,25.2004,7.7154,7.84746666667,11.0138666667,12.8246666667,8.38513333333
438.62,10.4302666667,27.3195333333,19.6362,25.2035333333,7.70966666667,7.8446,10.9956666667,12.8213333333,8.38333333333
438.98,10.4605333333,27.3818666667,19.6916666667,25.2586,7.73173333333,7.8634,11.0135333333,12.8468666667,8.40013333333
439.33,10.4588666667,27.3924666667,19.7072666666,25.2696666666,7.7282,7.85893333333,11.0165333333,12.8624,8.39413333333
439.69,10.4541333333,27.3878666667,19.7217333333,25.2738,7.73513333333,7.87133333333,11.017,12.8761333333,8.4068
440.04,10.4569333333,27.3944666667,19.7208666667,25.2745333333,7.72906666667,7.87406666667,11.0266666667,12.8913333333,8.41026666667
440.40,10.4502666667,27.4075333333,19.7488,25.2844,7.73973333333,7.88126666667,11.0149333333,12.9146666667,8.40773333333
440.75,10.4633333333,27.4034,19.7788,25.2881333333,7.74633333333,7.88333333333,11.0246,12.9379333333,8.42046666667
441.11,10.4623333333,27.4090666667,19.7716666667,25.2769333333,7.74946666667,7.89166666667,11.0190666667,12.9415333333,8.42293333333
441.47,10.4384666667,27.3898666667,19.7568,25.2705333333,7.73833333333,7.8764,11.002,12.9320666667,8.41973333333
441.82,10.4418666667,27.4053333333,19.7802666667,25.2888666667,7.72713333333,7.87573333333,10.9997333333,12.9421333333,8.41893333333
442.18,10.4620666667,27.4054,19.8022,25.3080666667,7.74953333333,7.89726666667,11.012,12.9647333333,8.43346666667
442.53,10.4880666667,27.4233333333,19.8330666667,25.3454666667,7.7912,7.93833333333,11.0487333333,13.0172,8.46853333333
442.89,10.5074666667,27.4444666667,19.8638,25.367,7.8086,7.976,11.0712666667,13.0604666667,8.51233333334
443.24,10.5386,27.4694666667,19.8982666667,25.3936666667,7.8402,8.01213333333,11.1081333333,13.1039333333,8.56153333333
443.60,10.5707333334,27.486,19.9242,25.4130666667,7.8826,8.0492,11.1382666667,13.146,8.60226666666
443.95,10.5994,27.5006666667,19.9756666667,25.4664666667,7.91446666667,8.10006666667,11.1684666667,13.1863333333,8.63633333334
444.31,10.6294666667,27.5225333333,19.9936,25.489,7.92826666667,8.14946666667,11.2026666667,13.2110666667,8.67106666666
444.66,10.6118,27.4824,19.9701333333,25.4736,7.92553333333,8.1642,11.1965333333,13.2086666667,8.68433333333
445.02,10.6269333333,27.4802666667,19.986,25.4951333333,7.9424,8.19093333333,11.2099333333,13.248,8.70826666666
445.37,10.6591333333,27.5251333334,20.0354666667,25.5463333333,7.97133333333,8.223,11.2457333333,13.2974,8.73959999999
445.72,10.6871333333,27.5396666667,20.0550666667,25.5676,8.00173333333,8.25626666667,11.2789333333,13.3401333333,8.76713333333
446.08,10.7075333333,27.5584666667,20.0735333333,25.5833333333,8.00966666667,8.2756,11.3025333333,13.3848,8.80306666667
446.43,10.7088,27.5522666667,20.0898666667,25.5905333333,8.00386666666,8.2792,11.3030666667,13.396,8.80693333333
446.79,10.6832,27.5010666666,20.0653333333,25.5675333333,7.9912,8.25266666667,11.2859333333,13.3778666667,8.78140000001
447.14,10.6741333333,27.4743333333,20.0498,25.5492666667,7.97333333333,8.25726666667,11.2786666667,13.3792,8.771
447.50,10.6655333333,27.4481333333,20.0476666667,25.5317333333,7.9674,8.2548,11.2715333333,13.3754,8.7688
447.85,10.6548,27.4232,20.0309333333,25.5036,7.94653333333,8.2322,11.2431333333,13.3768,8.76446666667
448.21,10.6524,27.393,20.0257333333,25.4886,7.947,8.22693333333,11.2402666667,13.3892,8.75493333333
448.56,10.6630666667,27.3982,20.0450666667,25.5074666667,7.96686666667,8.241,11.2547333333,13.4135333333,8.75820000001
448.92,10.6774666667,27.4031333333,20.0854,25.5261333333,7.9946,8.26173333333,11.2866,13.4363333333,8.77993333333
449.27,10.6688666667,27.356,20.063,25.5036666667,8.00266666667,8.2678,11.2767333333,13.4442666667,8.78373333334
449.62,10.6491333333,27.3160666666,20.0537333333,25.4965333334,7.99306666667,8.25186666667,11.2648,13.4408,8.76853333334
449.98,10.6246,27.2662666667,20.0288,25.4718666667,7.9992,8.25286666667,11.2455333333,13.4242,8.73413333333
450.33,10.6225333333,27.2488,20.0294666667,25.477,8.0162,8.27093333333,11.2538,13.4498666667,8.74619999999
450.69,10.6312666667,27.2458,20.0303333333,25.4792666666,8.01693333333,8.28886666667,11.2645333333,13.4705333333,8.75200000001
451.04,10.6435333333,27.2439333333,20.0587333333,25.5172666667,8.03806666667,8.29293333333,11.2844666667,13.4906666667,8.78866666667
451.40,10.6472,27.2718,20.0706666667,25.5618,8.02613333333,8.3004,11.3012666667,13.4993333333,8.79986666667
451.75,10.6588,27.2866,20.0888,25.5888666667,8.04586666667,8.3284,11.3266666667,13.5177333333,8.81246666667
452.10,10.6728,27.3086,20.1234,25.6355333333,8.06346666667,8.34933333333,11.3376666667,13.5512666667,8.84866666667
452.46,10.6936,27.3571333333,20.1599333333,25.6786,8.0728,8.36446666667,11.3554666667,13.5743333334,8.879
452.81,10.6978666667,27.3696,20.1692,25.6894,8.05993333333,8.3714,11.3600666667,13.5815333333,8.87306666665
453.17,10.7336,27.421,20.2248,25.7326,8.07346666667,8.39993333334,11.3921333333,13.6202666667,8.90013333335
453.52,10.7824,27.4733333333,20.2838,25.7886,8.10953333333,8.43753333334,11.4344,13.6615333333,8.94766666666
453.87,10.8238666667,27.5097333333,20.3418666667,25.8212,8.13246666667,8.461,11.4578,13.691,8.98306666667
454.23,10.8279333333,27.5248666667,20.341,25.8230666667,8.12993333333,8.4516,11.4412666667,13.6834,8.97313333333
454.58,10.8344666667,27.5494666667,20.3735333333,25.8462666667,8.14406666667,8.46213333333,11.4422,13.7002,8.97853333335
454.93,10.8356,27.5832,20.3886666667,25.8604,8.15173333333,8.48673333333,11.4457333333,13.7264,8.966
455.29,10.8824666667,27.6402666667,20.4552666667,25.9291333333,8.20006666667,8.5234,11.4822666667,13.8008666667,8.99433333333
455.64,10.9079333333,27.6925333333,20.5071333333,25.9746,8.23473333333,8.5418,11.5134666667,13.8339333333,9.02420000001
456.00,10.9164,27.7268,20.5225333333,25.983,8.23293333333,8.5508,11.5384666667,13.8444666667,9.03073333333
456.35,10.9150666667,27.7506666667,20.5526666667,25.9966666667,8.24606666667,8.5386,11.542,13.8699333333,9.0302
456.70,10.9039333333,27.777,20.5686666667,26.0157333333,8.24726666667,8.5304,11.5225333333,13.8733333333,9.02219999998
457.06,10.8769333333,27.7990666667,20.5743333333,26.0343333333,8.21653333333,8.5098,11.5069333333,13.8497333333,8.99959999999
457.41,10.8420666667,27.8021333333,20.5698666667,26.0230666667,8.1954,8.4926,11.4947333333,13.8446666667,8.9678
457.76,10.8288,27.846,20.5945333333,26.0528666667,8.17786666667,8.48006666667,11.497,13.8492,8.95986666668
458.12,10.8423333333,27.9053333333,20.6388666667,26.1107333333,8.17886666667,8.48253333333,11.5183333333,13.8691333333,8.97986666667
458.47,10.8516666666,27.9592666667,20.679,26.1428666666,8.18886666667,8.4946,11.5368,13.8882,8.99839999999
458.82,10.869,28.0047333333,20.715,26.1626,8.19346666667,8.48913333333,11.5440666667,13.8918,9.00786666666
459.18,10.8416,28.0401333333,20.7171333333,26.1605333333,8.1696,8.46853333333,11.5254666667,13.8798,9.00013333333
