wavelength,Back_SalCoef,Belly_SalCoef,Breast_SalCoef,Crissum_SalCoef,Crown_SalCoef,DorTail_SalCoef,Patch10_SalCoef,Patch11_SalCoef,Rump_SalCoef,Throat_SalCoef,WingTip_SalCoef
534.87,6.7174,29.1286857143,17.3944,17.0499333333,6.74213333334,6.21666666667,24.5966666667,5.5804,6.55473333333,47.6456,6.0534
535.21,6.7068,29.1421333333,17.4073666667,17.0810666667,6.74726666667,6.20066666667,24.6178666667,5.57846666667,6.54893333333,47.6706,6.03713333333
535.56,6.6864,29.1471571429,17.3906,17.1012666667,6.7212,6.1784,24.624,5.5588,6.52453333333,47.6609333333,6.02246666667
535.90,6.7068,29.1934428571,17.4267333333,17.16,6.7368,6.19453333333,24.6666666667,5.57166666667,6.5404,47.7526666667,6.03726666667
536.25,6.7116,29.2306523809,17.4457,17.2225333333,6.74153333333,6.20346666667,24.7228,5.59373333333,6.55066666667,47.8238666667,6.0366
536.59,6.69553333333,29.2049952381,17.4343666667,17.2308,6.7214,6.1826,24.7022666667,5.5848,6.5296,47.7747333333,6.02586666667
536.93,6.6792,29.1918619048,17.4108666667,17.2485333333,6.71966666667,6.169,24.7090666667,5.57373333333,6.51693333333,47.7701333333,6.02913333333
537.28,6.68366666667,29.1910428572,17.4103666667,17.2772,6.72453333333,6.1664,24.7139333333,5.574,6.5154,47.7429333333,6.02953333333
537.62,6.65946666667,29.1665095238,17.3889333333,17.2882,6.71166666667,6.13546666667,24.6968,5.55366666667,6.49733333333,47.6882666667,6.00433333333
537.97,6.65453333333,29.1557190476,17.3682333333,17.2902666667,6.7054,6.12473333333,24.6758666667,5.5394,6.48806666667,47.6426,6.0078
538.31,6.62953333333,29.1249047619,17.3352666667,17.2985333333,6.67866666667,6.09653333333,24.6292666667,5.51786666667,6.46773333333,47.5869333333,5.98713333333
538.65,6.614,29.0921095238,17.3015666667,17.3153333333,6.6462,6.07746666667,24.5820666667,5.487,6.44986666667,47.5285333333,5.96733333333
539.00,6.60993333333,29.0928238095,17.2974333333,17.3512,6.6414,6.09133333333,24.5801333333,5.4808,6.44573333333,47.5334,5.97786666666
539.34,6.64906666667,29.1368809524,17.335,17.427,6.672,6.13413333333,24.5947333333,5.51026666667,6.4832,47.5797333333,6.0116
539.69,6.64766666666,29.1657761905,17.3321,17.4716666666,6.66986666667,6.13826666667,24.5903333333,5.52566666667,6.47786666667,47.5694666667,6.017
540.03,6.6636,29.1986619048,17.3480666667,17.5022,6.68173333333,6.1506,24.5846,5.51593333333,6.48646666667,47.5954666666,6.03713333333
540.37,6.68253333333,29.2488952381,17.3680333333,17.5638,6.70053333333,6.16826666667,24.6110666667,5.5414,6.50886666667,47.665,6.0576
540.72,6.6852,29.2694761905,17.3826,17.6024,6.692,6.18373333333,24.6228666667,5.55486666667,6.51326666667,47.6917333333,6.04613333333
541.06,6.67626666667,29.295847619,17.3951333333,17.6398,6.6944,6.18466666667,24.6375333333,5.5584,6.51973333333,47.7366,6.05486666667
541.40,6.66553333333,29.311547619,17.3935,17.6573333333,6.67526666666,6.17626666667,24.6525333334,5.5492,6.5066,47.7827333333,6.05046666667
541.75,6.65393333333,29.3370904762,17.4092333333,17.697,6.67253333333,6.16586666667,24.6886666667,5.5632,6.4894,47.8582,6.03833333333
542.09,6.65793333333,29.3762428571,17.4414,17.7413333333,6.6834,6.17513333333,24.7376666667,5.58773333333,6.501,47.9151333333,6.044
542.43,6.6646,29.4152714286,17.4707333333,17.7932,6.69713333334,6.1818,24.7914,5.60406666667,6.50546666667,47.9777333333,6.0602
542.78,6.68226666667,29.4705666667,17.5183666666,17.8574,6.7102,6.18886666667,24.8560666667,5.61973333333,6.52346666667,48.0642,6.07046666667
543.12,6.66173333333,29.4732380952,17.5115,17.8796,6.70453333333,6.1636,24.8908666667,5.62153333333,6.50973333333,48.1036,6.052
543.46,6.64793333333,29.4521333333,17.5171333333,17.8925333333,6.6994,6.1496,24.9128666667,5.61026666667,6.50006666667,48.1133333333,6.03313333333
543.81,6.65033333333,29.445652381,17.5293,17.9380666667,6.71073333333,6.15766666667,24.939,5.6402,6.50146666667,48.1172666667,6.0308
544.15,6.66573333334,29.4821619048,17.5683,17.996,6.73253333333,6.16686666667,25.003,5.6526,6.502,48.1808666667,6.03326666667
544.49,6.6938,29.5221761905,17.6139666667,18.0587333333,6.7614,6.18886666667,25.0456666667,5.68786666667,6.52853333333,48.2244666667,6.06153333333
544.84,6.70413333333,29.5560857143,17.6255333333,18.0887333333,6.75993333333,6.2022,25.0815333333,5.7032,6.52373333333,48.2552666667,6.0494
545.18,6.70806666667,29.5942857143,17.6450333334,18.1585333333,6.77813333333,6.21126666667,25.109,5.72353333333,6.53533333333,48.3132666667,6.04546666667
545.52,6.71546666667,29.6208428571,17.658,18.1899333334,6.78473333333,6.22273333333,25.1088666667,5.719,6.5424,48.3100666667,6.0548
545.87,6.73546666667,29.6665285714,17.6984,18.2538,6.80353333333,6.24566666667,25.1462666667,5.7454,6.5482,48.3880666667,6.07806666667
546.21,6.74486666667,29.6994142857,17.7145,18.3078,6.81093333333,6.246,25.1711333333,5.76213333333,6.54546666667,48.4511333334,6.07246666667
546.55,6.73486666667,29.6952095238,17.6947666667,18.3244666667,6.80633333333,6.23653333333,25.155,5.76506666667,6.5304,48.4441333333,6.06213333333
546.90,6.74486666667,29.7348238095,17.7267333333,18.3716,6.8056,6.243,25.1819333333,5.75606666667,6.53166666667,48.4728666667,6.0572
547.24,6.75146666667,29.7903142857,17.7591,18.4166666667,6.81466666667,6.2582,25.2172666667,5.7644,6.54273333333,48.5487333333,6.08133333334
547.58,6.72353333333,29.8213857143,17.755,18.4297333333,6.77906666667,6.21566666667,25.242,5.72446666667,6.5116,48.606,6.06253333334
547.92,6.73466666666,29.8727904762,17.7804,18.4854,6.781,6.2268,25.2670666666,5.73806666667,6.5272,48.6735333333,6.07866666667
548.27,6.71933333333,29.8797238095,17.7570333333,18.4981333334,6.7712,6.2056,25.2772666667,5.7054,6.50913333333,48.6817333333,6.06426666667
548.61,6.704,29.8924428571,17.7693666667,18.5444,6.77586666667,6.1904,25.2885333334,5.7084,6.50846666667,48.7286,6.06226666666
548.95,6.74433333333,29.9533142857,17.8278,18.6092666667,6.82133333333,6.23933333333,25.354,5.74713333333,6.54686666667,48.8033333333,6.11566666667
549.29,6.73566666667,29.972047619,17.8453666667,18.6517333333,6.82413333333,6.24093333333,25.3753333334,5.73566666667,6.53913333333,48.835,6.10906666667
549.64,6.72353333333,29.9659190476,17.8266,18.6614,6.81653333333,6.2204,25.3479333333,5.702,6.53526666667,48.7978,6.0898
549.98,6.7462,30.0233333333,17.8789,18.7122,6.84006666667,6.24973333333,25.3947333333,5.70306666667,6.57406666667,48.8364,6.11286666667
550.32,6.75533333333,30.0607761905,17.9031333333,18.7641333333,6.84913333334,6.2562,25.4022666667,5.7038,6.58973333333,48.835,6.12346666667
550.66,6.7626,30.0768333333,17.921,18.8088666667,6.87273333333,6.28266666667,25.3961333333,5.73733333333,6.61226666667,48.8507333333,6.16533333333
551.01,6.78026666667,30.1210380953,17.9187333333,18.8607333333,6.89293333333,6.2962,25.4070666667,5.76453333333,6.62913333333,48.8796666667,6.17
551.35,6.79773333333,30.1809238095,17.9561,18.9344,6.9146,6.337,25.4445333333,5.79246666667,6.65793333333,48.9406,6.1884
551.69,6.77846666667,30.1645047619,17.9562666667,18.9402,6.90426666667,6.319,25.4223333333,5.78846666667,6.65433333333,48.8973333333,6.17953333333
552.03,6.78586666667,30.1865904762,17.9675,19.0105333333,6.9016,6.322,25.4293333333,5.80026666667,6.668,48.8945333333,6.194
552.38,6.8088,30.2295809524,18.0223333334,19.0605333333,6.9296,6.34306666667,25.4722666667,5.81286666667,6.6994,48.9385333333,6.22273333333
552.72,6.82106666667,30.2409904762,18.0197,19.0894666667,6.92746666667,6.3432,25.4766666667,5.81653333333,6.70346666667,48.9316666667,6.21466666667
553.06,6.83086666667,30.2349095238,18.0242666667,19.1335333333,6.91653333333,6.3366,25.4972,5.83306666667,6.70973333333,48.9326,6.20626666667
553.40,6.81886666667,30.2718714286,18.0139,19.1856666667,6.908,6.3294,25.5324666667,5.831,6.705,48.9855333333,6.18833333333
553.74,6.77786666667,30.2632238095,17.9821,19.1979333333,6.89086666667,6.30106666667,25.5083333333,5.8006,6.6574,48.9804666667,6.15666666667
554.09,6.7222,30.2341142857,17.9316666667,19.172,6.84793333333,6.26526666667,25.4931333333,5.75833333333,6.59686666667,49.0142,6.10966666666
554.43,6.67166666667,30.2049380952,17.87,19.1564,6.78966666667,6.20293333333,25.4580666667,5.69273333333,6.53526666667,48.9846666667,6.0494
554.77,6.65593333333,30.191647619,17.8726666667,19.2028,6.77953333333,6.17553333333,25.4638,5.66553333333,6.51193333333,49.0173333334,6.03633333333
555.11,6.68113333333,30.2305857143,17.9085333333,19.2471333333,6.79686666667,6.1866,25.493,5.68053333333,6.5262,49.0708666667,6.04713333333
555.45,6.70246666667,30.2572857143,17.8923666667,19.3080666666,6.814,6.20413333333,25.5154,5.67273333333,6.52333333333,49.0826,6.06006666667
555.80,6.66273333333,30.2477285714,17.8706,19.2875333333,6.78533333333,6.17626666667,25.4996666667,5.64213333333,6.4818,49.0895333333,6.02606666667
556.14,6.661,30.260052381,17.8306,19.3129333333,6.76846666667,6.16933333333,25.4948666667,5.6304,6.46773333333,49.0929333333,6.0262
556.48,6.63006666667,30.2454571428,17.7985333333,19.333,6.7374,6.1432,25.4656666667,5.59666666667,6.44433333333,49.0474666667,6.0146
556.82,6.62086666667,30.3016666667,17.8154,19.3588,6.75706666667,6.14613333333,25.4895333333,5.58106666667,6.44186666667,49.1122,6.042
557.16,6.61866666667,30.314247619,17.8187333333,19.3943333333,6.75073333333,6.1494,25.506,5.58506666667,6.42606666667,49.1159333333,6.03466666667
557.50,6.64793333334,30.3434190476,17.8550333333,19.4337333333,6.76786666667,6.18033333333,25.5547333333,5.62626666667,6.4608,49.1758,6.07966666667
557.85,6.709,30.4008333334,17.9053333333,19.5261333333,6.81753333333,6.22133333333,25.5932,5.68306666667,6.5214,49.1785333333,6.13053333333
558.19,6.75173333333,30.4976285714,17.9798666667,19.6178666667,6.84933333334,6.26993333333,25.6693333333,5.74046666667,6.5646,49.3164666667,6.1782
558.53,6.74806666667,30.5212333333,17.9813,19.6334666667,6.8244,6.2774,25.6609333333,5.74146666667,6.56833333333,49.3186666667,6.1718
558.87,6.7218,30.4587666667,17.9247333333,19.6453333333,6.81446666667,6.26686666667,25.6133333333,5.723,6.5514,49.2292666667,6.1682
559.21,6.6824,30.4732333333,17.9182,19.6568,6.7884,6.249,25.6198,5.69853333333,6.5306,49.2187333333,6.14033333333
559.55,6.72886666667,30.4945619048,17.9512,19.7091333333,6.81306666667,6.26653333333,25.6513333333,5.713,6.5554,49.2514666666,6.17206666667
559.89,6.70793333333,30.4603571429,17.9330333333,19.7016666666,6.79726666667,6.24873333333,25.6081333333,5.6902,6.5228,49.1908,6.14446666667
560.23,6.72006666667,30.4647190476,17.9618333333,19.7188666667,6.80346666667,6.26166666667,25.6407333333,5.68053333333,6.5254,49.2089333333,6.13993333333
560.58,6.74133333333,30.4747428572,17.9682666667,19.7775333334,6.816,6.2818,25.6474,5.69906666667,6.55486666666,49.197,6.15206666667
560.92,6.76653333333,30.4949238095,17.9926,19.827,6.82293333333,6.29646666667,25.6598666667,5.70093333333,6.56106666667,49.2453333333,6.1786
561.26,6.72226666667,30.4651809524,17.9528,19.8372,6.7902,6.24066666667,25.6064,5.64633333333,6.5028,49.1838,6.10546666667
561.60,6.7134,30.5036571429,17.9612,19.8693333333,6.78746666667,6.24486666667,25.6334666667,5.63813333333,6.51033333334,49.2283333333,6.11726666667
561.94,6.71133333333,30.4903904762,17.9518666667,19.8885333333,6.79726666667,6.23813333333,25.6427333333,5.63513333333,6.51386666667,49.1876666667,6.10746666667
562.28,6.66786666667,30.4526142857,17.8993,19.8875333333,6.7756,6.20226666667,25.6047333333,5.58806666667,6.46413333333,49.1086,6.0696
562.62,6.66266666667,30.5028142857,17.928,19.92,6.7676,6.188,25.6162666667,5.59813333333,6.44353333333,49.1454,6.052
562.96,6.65826666667,30.4881047619,17.9286333334,19.9476666667,6.75093333334,6.18466666667,25.6083333334,5.58406666666,6.42453333333,49.1752,6.0494
563.30,6.6168,30.5126428571,17.9121333333,19.9850666666,6.72806666667,6.17206666667,25.5784666667,5.57593333333,6.3962,49.1589333333,6.035
563.64,6.63793333333,30.5482285714,17.9265,20.0513333333,6.73393333333,6.186,25.5954,5.58393333333,6.41333333334,49.1788666667,6.04886666667
563.99,6.64393333333,30.5606809524,17.9306333333,20.101,6.7578,6.18873333333,25.5666,5.61413333333,6.41973333333,49.1990666667,6.07666666667
564.33,6.64486666667,30.5572095238,17.9116,20.1209333333,6.7498,6.18566666667,25.5433333333,5.60773333333,6.4114,49.1634666667,6.07733333333
564.67,6.64586666667,30.5884428571,17.9177,20.1528,6.75946666667,6.18913333333,25.5622666667,5.61466666667,6.42966666667,49.1758666667,6.08606666667
565.01,6.6878,30.6168857143,17.9591,20.1969333333,6.79233333333,6.228,25.6084666667,5.6654,6.48086666666,49.2020666667,6.13046666667
565.35,6.69913333333,30.602047619,17.9491,20.2126,6.80573333333,6.23006666667,25.5771333333,5.67733333333,6.47866666667,49.1686,6.13373333334
565.69,6.71873333334,30.6198047619,17.9708333333,20.2716666667,6.84,6.25906666667,25.57,5.68893333333,6.4976,49.1719333333,6.16446666667
566.03,6.756,30.6746380953,18.0327666667,20.3421333333,6.8714,6.27906666667,25.6195333333,5.71333333333,6.5406,49.2674,6.19493333333
566.37,6.75786666666,30.6862333333,18.0214,20.3843333333,6.87573333333,6.28826666667,25.6356666667,5.70853333333,6.57,49.2871333333,6.2082
566.71,6.7834,30.7106095238,18.0398,20.4236,6.8962,6.30906666667,25.6497333334,5.7244,6.60146666667,49.3292666667,6.2144
567.05,6.7916,30.7483571429,18.0595333333,20.4599333333,6.90593333333,6.3154,25.6857333333,5.7404,6.608,49.4178666667,6.21206666667
567.39,6.7938,30.7646619048,18.0597333333,20.4994666667,6.9156,6.31946666667,25.6938666667,5.74693333333,6.604,49.4447333333,6.23033333333
567.73,6.768,30.761852381,18.033,20.5116666667,6.88486666667,6.28073333333,25.7063333333,5.70813333333,6.5738,49.4546,6.1972
568.07,6.74593333333,30.7818285714,18.0363,20.5474666667,6.86146666667,6.2552,25.7248666667,5.68633333333,6.5448,49.5286,6.16226666667
568.41,6.72233333333,30.7624952381,18.0281333333,20.5686,6.85606666667,6.24926666667,25.7053333333,5.67766666666,6.54353333333,49.48,6.15613333333
568.75,6.71553333334,30.7882761905,18.0125666666,20.6286,6.84766666667,6.2648,25.6992,5.6708,6.54253333333,49.4834666667,6.17346666666
569.09,6.72826666666,30.8454285714,18.0523666667,20.7224666666,6.8794,6.3,25.7501333333,5.69513333333,6.56873333333,49.5330666667,6.1986
569.43,6.726,30.8640714286,18.053,20.743,6.8582,6.27713333333,25.7602,5.68026666667,6.54786666667,49.5186,6.1834
569.77,6.72646666667,30.8952238095,18.0497333333,20.7598,6.86093333333,6.30453333333,25.7644,5.70213333333,6.55046666666,49.5236666667,6.2062
570.11,6.73753333333,30.9227142857,18.0712,20.7963333333,6.86773333334,6.31226666667,25.7675333333,5.70313333333,6.5368,49.5532666667,6.21933333333
570.45,6.72933333333,30.9441095238,18.0553,20.8166,6.86953333333,6.3072,25.7631333333,5.70473333333,6.53246666667,49.5256666667,6.23413333333
570.79,6.74273333333,30.9474095238,18.0540666667,20.8548,6.875,6.31593333333,25.7559333333,5.69826666667,6.55513333333,49.4966666667,6.2456
571.13,6.75686666667,30.9967142857,18.0859,20.921,6.89086666667,6.33206666667,25.8056666667,5.72233333333,6.56906666667,49.5668,6.25486666667
571.47,6.7668,31.0180476191,18.0891666667,20.9715333333,6.9044,6.36246666666,25.8032,5.73526666667,6.59006666667,49.5766,6.2694
571.81,6.80526666667,31.0750095238,18.1365,21.0397333333,6.9486,6.40853333333,25.8544666667,5.7756,6.62806666667,49.6095333333,6.32006666667
572.15,6.81266666667,31.0648,18.1335666667,21.0374666667,6.9486,6.41473333333,25.8192666667,5.77146666667,6.61626666667,49.6033333333,6.31233333333
572.49,6.81553333333,31.0555809524,18.1412666667,21.0531333333,6.9478,6.4128,25.821,5.77213333333,6.61366666667,49.6322666667,6.31073333333
572.83,6.82313333333,31.0548904762,18.1638,21.0700666666,6.9382,6.42026666667,25.8320666667,5.76673333333,6.60973333333,49.6777333333,6.3114
573.17,6.8148,31.093247619,18.1856333333,21.1070666667,6.93426666667,6.42206666667,25.8427333333,5.7666,6.62093333333,49.7491333333,6.30146666667
573.51,6.81973333333,31.0985095238,18.1767,21.1534,6.9386,6.40453333333,25.8490666667,5.7594,6.615,49.7392,6.2928
573.85,6.77533333334,31.0503571429,18.1362666667,21.136,6.89946666667,6.3572,25.8013333333,5.73466666667,6.575,49.6964666667,6.241
574.19,6.7734,31.0917857143,18.1722333333,21.1908666667,6.90626666667,6.3726,25.8354,5.75246666667,6.5886,49.7672666667,6.2362
574.53,6.77606666667,31.1144476191,18.1848,21.2287333333,6.9066,6.3648,25.8642666667,5.75633333333,6.56513333334,49.8116666667,6.23226666667
574.87,6.77273333333,31.1147190476,18.1897666667,21.2568,6.9044,6.3566,25.8660666666,5.74606666667,6.56813333333,49.8295333333,6.22326666667
575.21,6.77826666667,31.1297333333,18.2151,21.2996,6.901,6.35133333333,25.8978666667,5.75866666667,6.5692,49.8429333333,6.22446666667
575.55,6.76293333333,31.1173285714,18.2009333333,21.2988,6.89506666667,6.33853333333,25.8903333333,5.74953333333,6.563,49.8614,6.20573333333
575.89,6.7804,31.2017857143,18.2405,21.3829333333,6.91153333333,6.35046666667,25.9704,5.76686666667,6.58186666666,49.9818666667,6.22293333333
576.22,6.77473333333,31.2309,18.2468,21.4228,6.91773333333,6.33373333333,25.9800666667,5.75966666667,6.56966666667,49.9923333333,6.20126666667
576.56,6.709,31.1977619047,18.1695666667,21.3966,6.849,6.25906666667,25.9318,5.69406666667,6.505,49.9188666667,6.13966666667
576.90,6.7106,31.1891952381,18.1465666667,21.4296666667,6.84786666667,6.28626666667,25.9648,5.71553333333,6.50586666667,49.9134,6.15786666667
577.24,6.71733333333,31.2070095238,18.1519666667,21.4702666667,6.84926666667,6.29246666667,26.0034666667,5.731,6.51486666667,49.9681333333,6.1542
577.58,6.7672,31.3392952381,18.2379666667,21.6016666667,6.90346666667,6.3476,26.147,5.77133333333,6.57106666667,50.1180666667,6.2052
577.92,6.7704,31.3598809524,18.2276333333,21.6592,6.9056,6.32506666667,26.1857333333,5.75173333333,6.54933333333,50.1412666667,6.2028
578.26,6.75793333333,31.3709714286,18.2077,21.6982,6.91853333333,6.32853333334,26.2164,5.75326666667,6.56533333333,50.1486,6.20373333333
578.60,6.76753333334,31.3843761905,18.2324666667,21.7383333333,6.92406666667,6.34053333333,26.2690666667,5.76526666667,6.57053333333,50.1614666667,6.20873333333
578.94,6.75526666667,31.4454190476,18.2418,21.7513333334,6.93786666667,6.35233333333,26.2845333333,5.77266666667,6.55246666667,50.2059333333,6.20013333333
579.28,6.75946666667,31.4644333333,18.2615,21.818,6.93493333333,6.35246666667,26.3083333333,5.7814,6.555,50.1822666667,6.21953333333
579.61,6.75293333333,31.4636,18.2715666667,21.8355333333,6.94166666667,6.35733333333,26.3236666667,5.79653333333,6.54953333333,50.1497333333,6.22666666667
579.95,6.80166666667,31.5781571429,18.3295666667,21.9228,6.9814,6.41813333333,26.4336,5.8466,6.59873333333,50.2474,6.28626666667
580.29,6.8654,31.6738095238,18.4016666667,22.0363333333,7.06413333333,6.48306666667,26.5161333333,5.92826666667,6.6672,50.3362666667,6.3524
580.63,6.89873333333,31.7049523809,18.4444,22.0974666667,7.098,6.49606666667,26.5414,5.96386666667,6.6866,50.3660666667,6.37386666667
580.97,6.87853333333,31.6768523809,18.4440333333,22.1129333333,7.08566666667,6.48626666667,26.4995333333,5.9602,6.64966666667,50.309,6.36753333333
581.31,6.8622,31.595847619,18.3796666666,22.1017333333,7.067,6.46466666667,26.4485333333,5.93613333333,6.6138,50.1966666667,6.3396
581.65,6.85966666667,31.5837571429,18.4169666667,22.1151333333,7.0584,6.4636,26.4444666667,5.9554,6.60453333333,50.1970666667,6.35286666667
581.98,6.85053333333,31.5959333333,18.4541666667,22.1456666667,7.05973333333,6.46593333333,26.4403333333,5.95506666667,6.59073333333,50.1747333333,6.36266666667
582.32,6.83333333333,31.6144,18.4310666667,22.1628666667,7.06233333334,6.462,26.4106,5.9478,6.57706666667,50.1608,6.34833333333
582.66,6.8952,31.6419666667,18.5018,22.2472,7.10073333333,6.50433333333,26.4888666667,5.97086666667,6.63153333333,50.2158,6.4066
583.00,6.93213333333,31.6646333333,18.5221666667,22.2928,7.12513333333,6.53386666667,26.4924666667,5.9972,6.6638,50.2383333333,6.40886666667
583.34,6.94893333333,31.6872666667,18.5198,22.3721333333,7.14146666667,6.54526666667,26.5076666667,6.00206666667,6.70646666667,50.2572,6.43573333333
583.68,6.86493333333,31.6017761905,18.4475666667,22.3385333333,7.06993333333,6.46246666666,26.4394,5.92246666667,6.6298,50.2102666667,6.35313333333
584.01,6.83793333333,31.5792190476,18.4330333333,22.3497333333,7.03486666667,6.4338,26.4431333333,5.86766666667,6.58306666667,50.2380666667,6.31353333333
584.35,6.8194,31.5703047619,18.3873,22.3571333333,7.02753333333,6.40273333333,26.4072666667,5.83173333333,6.5454,50.2538666667,6.28853333333
584.69,6.8534,31.6453952381,18.429,22.4170666667,7.06446666667,6.42893333334,26.4807333333,5.8608,6.5938,50.3144,6.2944
585.03,6.9068,31.705052381,18.5176,22.4794,7.103,6.4718,26.519,5.93166666667,6.6422,50.3809333333,6.34466666667
585.37,6.93606666667,31.6754523809,18.4850333333,22.4672666667,7.1136,6.48653333333,26.4886666667,5.94386666667,6.683,50.3058666667,6.3462
585.70,6.95453333333,31.6590809524,18.4899666667,22.5024666667,7.1162,6.481,26.4917333333,5.94113333333,6.69586666667,50.3242666667,6.33506666667
586.04,6.95846666667,31.6706238095,18.5338333333,22.5452,7.11946666667,6.48133333333,26.519,5.9656,6.70693333333,50.3429333333,6.3322
586.38,6.90313333333,31.6737,18.4585,22.5544,7.05913333333,6.40646666667,26.4658,5.93506666667,6.6532,50.3434,6.25866666667
586.72,6.85453333333,31.6493047619,18.4528333333,22.5672666667,7.02766666667,6.3608,26.4382666667,5.88873333333,6.603,50.3287333333,6.23006666667
587.06,6.80786666667,31.6201,18.3986666667,22.5132666667,6.965,6.31446666667,26.3873333333,5.8572,6.53186666667,50.3244666667,6.16433333333
587.39,6.83306666666,31.6403047619,18.3988333333,22.5554666667,6.9748,6.32226666666,26.3675333333,5.87746666667,6.54106666667,50.2938666666,6.17873333333
587.73,6.84226666667,31.6418428571,18.4000666667,22.5808,6.98486666667,6.35133333333,26.3470666667,5.91626666667,6.57633333333,50.2471333333,6.209
588.07,6.82493333333,31.6497238095,18.4169,22.6178,6.97853333333,6.3674,26.3637333333,5.92553333333,6.57993333334,50.2000666667,6.20386666667
588.41,6.84133333333,31.6404809524,18.4123,22.6650666667,6.98766666667,6.38586666667,26.3612,5.92186666667,6.5922,50.1834,6.24893333333
588.74,6.81526666667,31.6538714286,18.3925333333,22.6922666667,6.9842,6.3692,26.3470666667,5.88726666667,6.5774,50.2106666667,6.2294
589.08,6.77206666667,31.6626666667,18.3876666667,22.7445333333,6.96493333333,6.3458,26.3548666667,5.85393333333,6.51946666667,50.2340666667,6.20126666667
589.42,6.78046666667,31.6809476191,18.3867666666,22.7782,6.96753333333,6.36533333333,26.3492,5.8632,6.53506666667,50.2720666667,6.21146666667
589.76,6.75433333333,31.6730571429,18.3324666667,22.7880666667,6.92693333333,6.35686666667,26.3106666667,5.81106666667,6.4952,50.2639333333,6.19233333333
590.09,6.82006666667,31.7145285714,18.3888666667,22.8480666667,6.98686666667,6.4352,26.342,5.85053333333,6.53733333333,50.2720666667,6.26333333333
590.43,6.80933333333,31.7523666667,18.3421333333,22.8682666667,6.97446666667,6.42546666667,26.3624666667,5.865,6.54973333334,50.2895333333,6.2628
590.77,6.8264,31.7504047619,18.3843666667,22.9339333333,6.98,6.4282,26.4026666667,5.8622,6.5518,50.2960666667,6.28793333334
591.11,6.8202,31.7599285714,18.4182,22.9746,6.99426666667,6.4342,26.4262666667,5.86533333334,6.56566666667,50.358,6.29353333333
591.44,6.82153333333,31.8065142857,18.4273666667,22.9986666667,6.98273333333,6.4108,26.4539333334,5.84306666667,6.54426666667,50.3858666666,6.293
591.78,6.83566666667,31.8302333333,18.4514,23.0384666667,6.99426666666,6.40593333334,26.4624666667,5.831,6.5536,50.4182666667,6.3104
592.12,6.79673333333,31.8350571428,18.4646666667,23.0365333334,6.97573333334,6.385,26.4519333333,5.80393333333,6.53633333333,50.4175333333,6.29026666667
592.46,6.77713333333,31.8332285714,18.4483666667,23.0306666667,6.96733333333,6.3874,26.4195333334,5.79846666667,6.53873333333,50.3268666667,6.29546666667
592.79,6.779,31.8466,18.4536,23.0561333333,6.96173333334,6.39493333334,26.4068,5.8132,6.55906666667,50.315,6.30913333333
593.13,6.73653333334,31.8827619048,18.4577,23.0772,6.9476,6.367,26.4289333333,5.7814,6.51326666666,50.3167333333,6.28006666667
593.47,6.7572,31.9308571428,18.4815,23.1316,6.96353333333,6.36286666667,26.4530666667,5.79646666667,6.54173333333,50.3556666667,6.28246666667
593.80,6.75586666667,31.961047619,18.512,23.1934666667,6.96273333333,6.3492,26.4633333333,5.807,6.5588,50.3920666666,6.2836
594.14,6.79746666667,31.9684095238,18.5530666666,23.2484666667,6.99646666667,6.37593333333,26.4681333333,5.82846666667,6.5838,50.371,6.307
594.48,6.85493333333,32.0484095238,18.5997666667,23.3215333333,7.07046666667,6.44246666667,26.4856,5.9084,6.65133333333,50.3696,6.3676
594.81,6.90953333333,32.0729761905,18.6448333333,23.3740666667,7.12753333333,6.47813333333,26.4810666667,5.98326666667,6.711,50.3116,6.43666666667
595.15,6.93333333333,32.0686904762,18.6608666667,23.4223333333,7.15746666667,6.50626666667,26.4550666666,6.01,6.73193333333,50.3092666667,6.46086666667
595.49,6.93426666667,32.0927666667,18.6516333333,23.4426666667,7.14126666667,6.51786666667,26.4368666667,6.01353333333,6.74646666667,50.3115333333,6.46086666667
595.82,6.9762,32.1461666667,18.6659,23.4970666667,7.16733333333,6.54646666667,26.4349333333,6.04006666667,6.76966666667,50.3440666667,6.4868
596.16,7.01366666667,32.1984333333,18.7,23.5704,7.2022,6.5864,26.5076666667,6.0736,6.7858,50.4309333333,6.5086
596.50,7.03626666667,32.2164761905,18.6908,23.5946,7.23506666667,6.60013333333,26.5086666667,6.09466666666,6.8082,50.4653333333,6.52973333333
596.83,7.07326666667,32.2374857143,18.7024,23.6338666667,7.26533333333,6.63486666667,26.5033333333,6.135,6.8626,50.4757333333,6.584
597.17,7.08033333333,32.2538666667,18.728,23.6724666666,7.27626666667,6.64633333333,26.5143333333,6.1458,6.86253333333,50.5071333333,6.6138
597.51,7.05946666667,32.2096571428,18.6977,23.6646666667,7.27206666667,6.6448,26.5024,6.13853333333,6.84386666667,50.4635333333,6.60753333333
597.84,7.05106666667,32.2491142857,18.7016333333,23.6922666667,7.2668,6.66286666667,26.5476666667,6.1368,6.8374,50.5466666667,6.62366666667
598.18,7.05206666667,32.2400904762,18.7077333333,23.7132666667,7.2622,6.66433333333,26.5694666667,6.12893333333,6.83173333333,50.5347333333,6.6268
598.52,7.0686,32.2895333333,18.7168,23.7694666667,7.26966666667,6.69033333333,26.6323333333,6.13873333333,6.85086666667,50.6216,6.63733333333
