wavelength,Back_DigIndf,Belly_DigIndf,Breast_DigIndf,Crissum_DigIndf,Crown_DigIndf,DorTail_DigIndf,Patch10_DigIndf,Rump_DigIndf,Throat_DigIndf,WingTip_DigIndf
549.98,5.79466666667,7.95933333333,7.4715,7.981,6.00016666667,9.76366666667,8.23,7.11233333333,7.134,8.19233333333
550.32,5.73266666667,7.97933333333,7.4295,7.947,5.994,9.71633333333,8.21066666667,7.116,7.097,8.137
550.66,5.721,7.98633333333,7.4095,7.96533333333,6.03916666667,9.752,8.20533333333,7.13166666667,7.06333333333,8.15166666667
551.01,5.65833333333,7.941,7.309,7.955,5.99616666667,9.68666666667,8.15833333333,7.079,6.992,8.15366666667
551.35,5.657,7.984,7.3735,7.96166666667,6.012,9.74433333333,8.19166666667,7.05,6.99466666667,8.16766666667
551.69,5.71333333333,8.01866666667,7.372,7.99166666667,6.028,9.78266666667,8.21533333333,7.03833333333,6.99,8.16766666667
552.03,5.71066666667,8.039,7.3305,8.00133333333,5.99733333333,9.80933333333,8.214,7.03833333333,6.97566666667,8.193
552.38,5.754,8.06333333333,7.3185,8.04866666667,6.09383333333,9.89133333333,8.25133333333,7.103,7.02333333333,8.219
552.72,5.76166666667,8.10033333333,7.302,8.07133333333,6.1055,9.931,8.25866666667,7.08766666667,7.06866666667,8.27766666667
553.06,5.72233333333,8.07933333333,7.248,8.01266666667,6.058,9.85633333333,8.215,7.06366666667,7.05466666667,8.197
553.40,5.65633333333,8.03133333333,7.2365,7.95766666667,5.99283333333,9.78266666667,8.126,6.993,6.95633333333,8.169
553.74,5.702,8.073,7.2425,7.97033333333,6.00133333333,9.835,8.14433333333,7.005,7.00633333333,8.192
554.09,5.799,8.141,7.353,8.075,6.0385,9.98333333333,8.22533333333,7.049,7.04766666667,8.32266666667
554.43,5.76366666667,8.16166666667,7.3585,8.07966666667,5.996,10.0133333333,8.21666666667,7.02033333333,7.037,8.31866666667
554.77,5.87,8.25866666667,7.498,8.18333333333,6.084,10.127,8.30533333333,7.15566666667,7.128,8.37533333333
555.11,5.87466666667,8.25866666667,7.5,8.183,6.07933333333,10.1296666667,8.30766666667,7.15366666667,7.095,8.36
555.45,5.837,8.18866666667,7.489,8.14866666667,6.06166666667,10.1133333333,8.30733333333,7.12266666667,7.07966666667,8.37033333333
555.80,5.76366666667,8.13233333333,7.444,8.07666666667,6.01483333333,10.0343333333,8.274,7.072,7.00333333333,8.29366666667
556.14,5.70233333333,8.11766666667,7.3895,8.03933333333,5.936,10.0206666667,8.222,7.00033333333,6.93066666667,8.235
556.48,5.70533333333,8.07033333333,7.4575,8.045,5.943,10.0336666667,8.25833333333,6.98533333333,6.87433333333,8.23633333333
556.82,5.70333333333,8.15,7.4865,8.09266666667,5.97733333333,10.1506666667,8.31666666667,7.037,6.90466666667,8.31
557.16,5.74166666667,8.25066666667,7.4795,8.17833333333,5.98133333333,10.228,8.346,7.04633333333,7.009,8.384
557.50,5.71366666667,8.20266666667,7.4385,8.22,5.986,10.2283333333,8.332,7.054,7.016,8.43733333333
557.85,5.63766666667,8.16166666667,7.3895,8.167,5.94833333333,10.1963333333,8.29166666667,6.97133333333,7.00433333333,8.406
558.19,5.67366666667,8.10333333333,7.4395,8.22466666667,5.96216666667,10.1223333333,8.31133333333,7.02233333333,7.00466666667,8.44333333333
558.53,5.61433333333,8.01233333333,7.3355,8.159,5.88683333333,10.0163333333,8.26333333333,6.899,6.87633333333,8.40433333333
558.87,5.61566666667,7.98533333333,7.314,8.17966666667,5.896,10.039,8.20933333333,6.87466666667,6.864,8.39866666667
559.21,5.53733333333,7.94233333333,7.2725,8.13166666667,5.88433333333,9.87733333333,8.161,6.863,6.759,8.352
559.55,5.57666666667,7.95866666667,7.3195,8.19866666667,5.906,9.908,8.164,6.881,6.772,8.415
559.89,5.57633333333,8.03133333333,7.391,8.21733333333,5.95033333333,9.905,8.17566666667,6.906,6.80633333333,8.43566666667
560.23,5.56466666667,8.15966666667,7.3755,8.24833333333,5.96733333333,9.901,8.15266666667,6.92033333333,6.81933333333,8.436
560.58,5.56766666667,8.15633333333,7.401,8.229,5.99716666667,9.93766666667,8.22266666667,6.97333333333,6.78133333333,8.46566666667
560.92,5.512,8.12766666667,7.3585,8.15133333333,5.99916666667,9.886,8.21766666667,6.969,6.664,8.41866666667
561.26,5.494,8.10966666667,7.361,8.07433333333,6.01266666667,9.832,8.21633333333,6.942,6.60433333333,8.40566666667
561.60,5.46166666667,8.10066666667,7.4,8.08933333333,6.02816666667,9.816,8.19866666667,6.95933333333,6.57766666667,8.37233333333
561.94,5.449,8.17566666667,7.3785,8.07633333333,6.03483333333,9.83566666667,8.22166666667,6.97033333333,6.57166666667,8.38833333333
562.28,5.45166666667,8.21733333333,7.413,8.099,6.06883333333,9.94,8.24366666667,6.987,6.62233333333,8.40066666667
562.62,5.44066666667,8.227,7.3575,8.118,6.03983333333,9.94466666667,8.264,6.99633333333,6.62933333333,8.43466666667
562.96,5.506,8.28366666667,7.3895,8.26333333333,6.06383333333,10.1023333333,8.322,7.06233333333,6.73566666667,8.49766666667
563.30,5.544,8.38966666667,7.4305,8.26633333333,6.101,10.1513333333,8.35933333333,7.095,6.72566666667,8.506
563.64,5.6,8.374,7.4695,8.31466666667,6.15183333333,10.2393333333,8.41066666667,7.1,6.74433333333,8.54533333333
563.99,5.56133333333,8.31566666667,7.501,8.35433333333,6.15283333333,10.2893333333,8.39466666667,7.08,6.76266666667,8.573
564.33,5.58466666667,8.37933333333,7.5285,8.37966666667,6.16283333333,10.2983333333,8.36533333333,7.06133333333,6.785,8.591
564.67,5.62033333333,8.387,7.5155,8.40733333333,6.1635,10.315,8.37766666667,7.06733333333,6.81266666667,8.62033333333
565.01,5.621,8.407,7.5045,8.428,6.1285,10.3153333333,8.34566666667,7.04066666667,6.77733333333,8.60333333333
565.35,5.623,8.391,7.485,8.42566666667,6.08316666667,10.3546666667,8.355,7.01366666667,6.766,8.61933333333
565.69,5.58966666667,8.363,7.415,8.41866666667,6.07033333333,10.392,8.329,6.977,6.723,8.58766666667
566.03,5.59566666667,8.38533333333,7.42,8.477,6.10283333333,10.41,8.35366666667,6.997,6.71466666667,8.65233333333
566.37,5.56166666667,8.38966666667,7.4205,8.46866666667,6.12383333333,10.4176666667,8.30733333333,6.95666666667,6.66733333333,8.68166666667
566.71,5.57133333333,8.4,7.4185,8.426,6.10316666667,10.409,8.30433333333,6.90766666667,6.64966666667,8.66866666667
567.05,5.53766666667,8.305,7.3595,8.468,6.07733333333,10.4113333333,8.27933333333,6.84633333333,6.62133333333,8.62733333333
567.39,5.473,8.31133333333,7.3225,8.47933333333,6.02133333333,10.4133333333,8.28266666667,6.844,6.60433333333,8.65466666667
567.73,5.51166666667,8.34333333333,7.2875,8.472,6.05166666667,10.461,8.375,6.91566666667,6.60266666667,8.69933333333
568.07,5.48333333333,8.34466666667,7.303,8.548,6.05083333333,10.4876666667,8.38133333333,6.89633333333,6.58333333333,8.71466666667
568.41,5.50333333333,8.35733333333,7.345,8.658,6.10716666667,10.575,8.406,6.90666666667,6.61233333333,8.74933333333
568.75,5.46633333333,8.352,7.398,8.66733333333,6.12366666667,10.6593333333,8.44933333333,6.92133333333,6.63333333333,8.745
569.09,5.442,8.36733333333,7.354,8.67,6.1835,10.656,8.44666666667,6.91266666667,6.60733333333,8.748
569.43,5.44033333333,8.36633333333,7.359,8.687,6.21516666667,10.6803333333,8.48266666667,6.93066666667,6.656,8.78066666667
569.77,5.39333333333,8.344,7.347,8.66533333333,6.18933333333,10.6966666667,8.46066666667,6.89233333333,6.63066666667,8.757
570.11,5.37866666667,8.29566666667,7.3255,8.64133333333,6.14083333333,10.7003333333,8.45266666667,6.88033333333,6.60866666667,8.72733333333
570.45,5.341,8.276,7.309,8.62133333333,6.15816666667,10.7123333333,8.407,6.88466666667,6.56133333333,8.73033333333
570.79,5.284,8.27333333333,7.272,8.561,6.1355,10.696,8.387,6.844,6.56566666667,8.69166666667
571.13,5.269,8.237,7.262,8.561,6.15016666667,10.6653333333,8.394,6.83066666667,6.518,8.69533333333
571.47,5.202,8.178,7.191,8.536,6.06066666667,10.5873333333,8.28366666667,6.71233333333,6.43466666667,8.60833333333
571.81,5.144,8.06866666667,7.108,8.451,5.98,10.496,8.20766666667,6.62433333333,6.378,8.565
572.15,5.098,8.057,7.0895,8.40366666667,5.95566666667,10.458,8.20433333333,6.598,6.319,8.54166666667
572.49,5.068,8.02833333333,7.06,8.44966666667,5.96183333333,10.4516666667,8.179,6.58633333333,6.29966666667,8.52133333333
572.83,5.07766666667,8.058,7.026,8.51666666667,5.97516666667,10.4713333333,8.22466666667,6.627,6.31433333333,8.57633333333
573.17,5.07433333333,8.05933333333,7.026,8.47966666667,5.98683333333,10.501,8.22266666667,6.62,6.24566666667,8.61
573.51,5.11266666667,8.06366666667,7.028,8.44366666667,6.03133333333,10.4746666667,8.24166666667,6.66633333333,6.247,8.614
573.85,5.18733333333,8.141,7.137,8.508,6.13,10.5423333333,8.36366666667,6.77266666667,6.36266666667,8.73933333333
574.19,5.225,8.233,7.212,8.55866666667,6.1715,10.595,8.45833333333,6.79333333333,6.4,8.77566666667
574.53,5.27433333333,8.298,7.261,8.587,6.2255,10.6723333333,8.525,6.88633333333,6.45133333333,8.862
574.87,5.306,8.34466666667,7.3095,8.606,6.24633333333,10.662,8.50666666667,6.89266666667,6.47933333333,8.92866666667
575.21,5.30933333333,8.36166666667,7.3645,8.606,6.29816666667,10.7123333333,8.573,6.97566666667,6.53833333333,8.98866666667
575.55,5.385,8.39666666667,7.3455,8.62733333333,6.357,10.8033333333,8.60966666667,7.04566666667,6.58233333333,9.02166666667
575.89,5.37733333333,8.39166666667,7.319,8.60566666667,6.37,10.825,8.59933333333,7.058,6.634,9.03566666667
576.22,5.42566666667,8.442,7.3675,8.61766666667,6.4125,10.8373333333,8.687,7.10766666667,6.695,9.124
576.56,5.41133333333,8.40766666667,7.416,8.534,6.368,10.8736666667,8.61766666667,7.06533333333,6.67066666667,9.121
576.90,5.361,8.345,7.406,8.50433333333,6.24316666667,10.8386666667,8.544,7.027,6.619,9.051
577.24,5.32966666667,8.42166666667,7.351,8.53166666667,6.15766666667,10.893,8.54,7.02166666667,6.62366666667,9.04166666667
577.58,5.23366666667,8.363,7.253,8.43966666667,6.06983333333,10.8603333333,8.448,6.94066666667,6.492,8.91666666667
577.92,5.2,8.26733333333,7.2005,8.391,6.01333333333,10.8536666667,8.333,6.88166666667,6.45933333333,8.92133333333
578.26,5.06966666667,8.18866666667,7.152,8.33166666667,5.936,10.7596666667,8.22033333333,6.76,6.34333333333,8.87
578.60,5.013,8.14133333333,7.028,8.29166666667,5.87283333333,10.83,8.19566666667,6.704,6.27866666667,8.78066666667
578.94,5.00966666667,8.147,7.0315,8.25833333333,5.86166666667,10.8733333333,8.147,6.675,6.325,8.80633333333
579.28,4.958,8.127,7.0825,8.288,5.9045,10.8803333333,8.205,6.69033333333,6.31,8.82666666667
579.61,4.93266666667,8.18366666667,7.067,8.29333333333,5.86833333333,10.831,8.20666666667,6.66966666667,6.21566666667,8.81833333333
579.95,4.85766666667,8.164,7.025,8.24233333333,5.81233333333,10.8333333333,8.152,6.61233333333,6.174,8.75533333333
580.29,4.78166666667,8.13933333333,7.0265,8.275,5.7735,10.773,8.13966666667,6.575,6.14833333333,8.69766666667
580.63,4.72933333333,8.15266666667,7.0155,8.308,5.837,10.7926666667,8.127,6.531,6.18033333333,8.74333333333
580.97,4.71,8.074,7.016,8.24066666667,5.89983333333,10.7656666667,8.10433333333,6.49966666667,6.16166666667,8.75966666667
581.31,4.719,8.11033333333,7.01,8.277,5.94816666667,10.7193333333,8.07966666667,6.48533333333,6.237,8.782
581.65,4.70866666667,8.149,7.008,8.33766666667,6.00066666667,10.666,8.13866666667,6.55533333333,6.23633333333,8.74733333333
581.98,4.878,8.20333333333,7.126,8.437,6.119,10.7653333333,8.27033333333,6.68333333333,6.33133333333,8.841
582.32,4.93666666667,8.20833333333,7.185,8.483,6.167,10.745,8.259,6.718,6.381,8.848
582.66,4.99366666667,8.286,7.187,8.59,6.17416666667,10.7103333333,8.26033333333,6.69366666667,6.303,8.86433333333
583.00,5.02133333333,8.351,7.169,8.59066666667,6.184,10.678,8.24666666667,6.688,6.29133333333,8.88766666667
583.34,5.01666666667,8.29866666667,7.188,8.63666666667,6.16133333333,10.7373333333,8.22566666667,6.649,6.30466666667,8.91266666667
583.68,4.964,8.19366666667,7.068,8.53133333333,6.06766666667,10.6486666667,8.07266666667,6.541,6.18833333333,8.85433333333
584.01,4.966,8.18466666667,6.985,8.47033333333,6.06633333333,10.646,8.08966666667,6.53633333333,6.14266666667,8.827
584.35,5.02033333333,8.26166666667,7.0395,8.52133333333,6.116,10.6003333333,8.17666666667,6.631,6.178,8.81833333333
584.69,4.99166666667,8.24666666667,7.0795,8.612,6.10183333333,10.5823333333,8.17433333333,6.61366666667,6.189,8.834
585.03,4.94266666667,8.209,6.9885,8.602,6.02683333333,10.595,8.16733333333,6.56066666667,6.091,8.83766666667
585.37,4.90266666667,8.17666666667,6.983,8.545,5.99166666667,10.6783333333,8.15033333333,6.50566666667,6.04966666667,8.90266666667
585.70,4.74933333333,8.10233333333,6.874,8.461,5.80883333333,10.5816666667,7.988,6.35133333333,5.95533333333,8.82833333333
586.04,4.697,8.06633333333,6.877,8.38633333333,5.749,10.6463333333,7.97633333333,6.276,5.90533333333,8.79433333333
586.38,4.66433333333,8.05733333333,6.8635,8.31266666667,5.77766666667,10.69,7.98833333333,6.302,5.90466666667,8.774
586.72,4.548,7.97133333333,6.858,8.29733333333,5.7145,10.6593333333,7.95566666667,6.24933333333,5.88,8.711
587.06,4.56366666667,7.91733333333,6.8655,8.30766666667,5.7385,10.6543333333,7.981,6.30533333333,5.873,8.71133333333
587.39,4.66966666667,8.052,6.9485,8.51366666667,5.92516666667,10.7916666667,8.15833333333,6.45966666667,5.985,8.88166666667
587.73,4.71,8.12166666667,6.974,8.58266666667,5.99183333333,10.8696666667,8.23233333333,6.53833333333,6.01033333333,8.957
588.07,4.65933333333,8.03133333333,6.934,8.541,5.92733333333,10.8383333333,8.18166666667,6.46466666667,5.927,8.904
588.41,4.64033333333,8.058,6.938,8.56366666667,5.94633333333,10.9166666667,8.21633333333,6.454,5.95266666667,8.905
588.74,4.63233333333,8.07033333333,6.9425,8.60266666667,6.00216666667,10.916,8.26133333333,6.504,5.982,8.9
589.08,4.65666666667,8.08533333333,6.979,8.707,6.07366666667,10.9526666667,8.317,6.57633333333,6.06433333333,8.947
589.42,4.79,8.23266666667,6.9995,8.797,6.25716666667,11.0996666667,8.518,6.736,6.165,9.05566666667
589.76,4.74233333333,8.26766666667,6.938,8.76833333333,6.28783333333,11.0253333333,8.565,6.78166666667,6.113,9.137
590.09,4.724,8.23133333333,6.9385,8.842,6.28083333333,11.0486666667,8.624,6.801,6.094,9.17166666667
590.43,4.83033333333,8.27433333333,6.992,8.865,6.3245,11.182,8.64133333333,6.86233333333,6.10266666667,9.23033333333
590.77,4.82166666667,8.34733333333,7.0765,8.882,6.38083333333,11.2373333333,8.672,6.89533333333,6.155,9.289
591.11,4.812,8.294,7.0995,8.88233333333,6.3545,11.236,8.68566666667,6.879,6.135,9.26066666667
591.44,4.84766666667,8.29433333333,7.1615,8.93566666667,6.41283333333,11.2453333333,8.73133333333,6.91233333333,6.21,9.27366666667
591.78,4.95333333333,8.38033333333,7.229,9.003,6.47016666667,11.39,8.733,6.96833333333,6.307,9.41833333333
592.12,4.896,8.33366666667,7.22,8.92566666667,6.38916666667,11.3656666667,8.65533333333,6.90533333333,6.13233333333,9.385
592.46,4.886,8.29433333333,7.2105,8.81433333333,6.31616666667,11.3863333333,8.561,6.85,6.03733333333,9.34766666667
592.79,4.97,8.32833333333,7.199,8.75933333333,6.27883333333,11.3723333333,8.56433333333,6.84066666667,5.973,9.34433333333
593.13,4.881,8.24066666667,7.137,8.727,6.13666666667,11.2896666667,8.44233333333,6.709,5.83633333333,9.22033333333
593.47,4.95166666667,8.29366666667,7.205,8.84066666667,6.15966666667,11.3566666667,8.422,6.773,5.95366666667,9.25233333333
593.80,4.93966666667,8.34933333333,7.1825,8.84966666667,6.1345,11.3586666667,8.41633333333,6.75333333333,5.97233333333,9.23833333333
594.14,4.86166666667,8.437,7.0795,8.82466666667,6.0895,11.265,8.492,6.72133333333,5.94966666667,9.206
594.48,4.834,8.42766666667,7.014,8.75033333333,6.03866666667,11.28,8.436,6.64566666667,5.85433333333,9.175
594.81,4.85533333333,8.45366666667,6.9205,8.72,6.0095,11.2856666667,8.354,6.629,5.83266666667,9.16266666667
595.15,4.81433333333,8.401,6.847,8.66466666667,5.96033333333,11.236,8.29833333333,6.582,5.737,9.197
595.49,4.76433333333,8.39066666667,6.77,8.663,5.96416666667,11.2483333333,8.302,6.569,5.68233333333,9.14066666667
595.82,4.837,8.48266666667,6.806,8.73333333333,6.03866666667,11.2936666667,8.383,6.63933333333,5.808,9.21433333333
596.16,4.82966666667,8.457,6.859,8.777,6.053,11.2696666667,8.39766666667,6.63433333333,5.87333333333,9.26733333333
596.50,4.745,8.43166666667,6.8295,8.76333333333,6.06383333333,11.1996666667,8.397,6.60833333333,5.85966666667,9.26833333333
596.83,4.76566666667,8.49366666667,6.9215,8.809,6.13816666667,11.2016666667,8.45933333333,6.676,5.93033333333,9.34
597.17,4.74133333333,8.455,6.901,8.86666666667,6.15333333333,11.2163333333,8.49466666667,6.661,5.91033333333,9.32933333333
597.51,4.77966666667,8.46766666667,6.9685,8.83566666667,6.20166666667,11.2483333333,8.51733333333,6.67033333333,5.90333333333,9.40166666667
597.84,4.78766666667,8.39766666667,7.0005,8.85933333333,6.17283333333,11.203,8.422,6.653,5.878,9.38433333333
598.18,4.79166666667,8.452,7.0145,8.93166666667,6.17816666667,11.1856666667,8.443,6.691,5.911,9.40566666667
598.52,4.75,8.479,7.0725,8.936,6.20016666667,11.2073333333,8.485,6.68766666667,5.923,9.46066666667
598.85,4.76566666667,8.542,7.1275,8.97866666667,6.19833333333,11.206,8.49666666667,6.706,5.978,9.43766666667
599.19,4.79833333333,8.521,7.207,9.001,6.18666666667,11.1716666667,8.52066666667,6.69266666667,6.02066666667,9.48766666667
599.53,4.78633333333,8.552,7.1385,8.96166666667,6.173,11.1393333333,8.516,6.71333333333,5.995,9.41966666667
599.86,4.81666666667,8.63366666667,7.1365,9.057,6.18733333333,11.161,8.59233333333,6.72533333333,6.02866666667,9.41866666667
600.20,4.74,8.558,7.1105,9.05733333333,6.1255,11.2573333333,8.47533333333,6.65833333333,6.038,9.373
600.53,4.76366666667,8.504,7.135,9.06166666667,6.13,11.3586666667,8.434,6.6,6.03733333333,9.457
600.87,4.734,8.52333333333,7.1285,8.949,6.08016666667,11.3286666667,8.39633333333,6.49033333333,5.94866666667,9.41366666667
601.21,4.662,8.459,7.047,8.94566666667,6.01533333333,11.2306666667,8.33266666667,6.43066666667,5.91966666667,9.30166666667
601.54,4.65733333333,8.47766666667,7.059,8.91466666667,6.06016666667,11.3303333333,8.37533333333,6.48433333333,5.907,9.388
601.88,4.63833333333,8.37466666667,7.026,8.88733333333,6.0315,11.3273333333,8.34833333333,6.41333333333,5.894,9.351
602.21,4.624,8.36666666667,7.03,8.87233333333,6.014,11.2856666667,8.35033333333,6.38533333333,5.82733333333,9.321
602.55,4.58266666667,8.375,6.9985,8.82266666667,6.01066666667,11.3216666667,8.28366666667,6.358,5.76833333333,9.33133333333
602.88,4.557,8.394,6.9995,8.84566666667,6.05,11.402,8.3,6.393,5.779,9.33866666667
603.22,4.61233333333,8.33233333333,7.057,8.90833333333,6.06166666667,11.4166666667,8.31133333333,6.389,5.83133333333,9.409
603.56,4.612,8.34433333333,7.0665,8.91166666667,6.07616666667,11.4436666667,8.29866666667,6.433,5.84,9.457
603.89,4.64533333333,8.30866666667,7.0535,8.89466666667,6.039,11.3916666667,8.341,6.48,5.80233333333,9.43366666667
604.23,4.62566666667,8.29466666667,6.999,8.85433333333,5.99466666667,11.3413333333,8.311,6.48166666667,5.77566666667,9.396
604.56,4.593,8.323,6.968,8.79566666667,6.01033333333,11.2786666667,8.30366666667,6.52833333333,5.77833333333,9.43466666667
604.90,4.64266666667,8.30966666667,6.9695,8.803,6.0405,11.384,8.31533333333,6.53266666667,5.76233333333,9.472
605.23,4.63433333333,8.329,6.954,8.83833333333,6.03216666667,11.3123333333,8.327,6.508,5.78266666667,9.50033333333
605.57,4.662,8.365,6.941,8.817,6.041,11.332,8.31866666667,6.49733333333,5.81666666667,9.52533333333
605.90,4.70066666667,8.41633333333,7.004,8.85433333333,6.078,11.4176666667,8.357,6.55833333333,5.877,9.57633333333
606.24,4.75833333333,8.42566666667,7.0275,8.93433333333,6.098,11.406,8.365,6.55333333333,5.91766666667,9.57333333333
606.58,4.78566666667,8.52066666667,7.025,8.94733333333,6.1455,11.3693333333,8.428,6.57566666667,5.93866666667,9.56733333333
606.91,4.70933333333,8.439,6.9605,8.90033333333,6.13066666667,11.3333333333,8.42933333333,6.55066666667,5.845,9.53133333333
607.25,4.718,8.385,7.008,8.897,6.164,11.3286666667,8.48533333333,6.57866666667,5.82733333333,9.54466666667
607.58,4.83766666667,8.639,7.0905,9.00333333333,6.24733333333,11.411,8.53066666667,6.58133333333,5.87333333333,9.69933333333
607.92,4.88533333333,8.66466666667,7.0805,9.02666666667,6.31583333333,11.5026666667,8.59233333333,6.64133333333,5.91166666667,9.72
608.25,4.944,8.61466666667,7.1105,9.10766666667,6.3415,11.6126666667,8.589,6.63666666667,5.91033333333,9.69666666667
608.59,4.91733333333,8.679,7.148,9.172,6.37016666667,11.5313333333,8.612,6.65333333333,5.963,9.72433333333
608.92,4.90466666667,8.65166666667,7.128,9.14866666667,6.432,11.62,8.544,6.62366666667,5.93933333333,9.67433333333
609.26,4.881,8.661,7.1145,9.13266666667,6.43033333333,11.593,8.523,6.64,5.87266666667,9.67633333333
609.59,4.80466666667,8.517,6.969,9.02066666667,6.3385,11.508,8.461,6.54466666667,5.81633333333,9.61366666667
609.93,4.794,8.48033333333,6.9435,8.96966666667,6.35366666667,11.5476666667,8.48233333333,6.519,5.808,9.683
610.26,4.83433333333,8.43166666667,6.9225,8.958,6.29533333333,11.548,8.418,6.495,5.77133333333,9.67966666667
610.60,4.83333333333,8.51066666667,6.979,9.034,6.34616666667,11.5976666667,8.43533333333,6.49066666667,5.78866666667,9.718
610.93,4.862,8.59233333333,6.95,9.054,6.407,11.678,8.45433333333,6.48633333333,5.822,9.78666666667
611.27,4.83633333333,8.45466666667,6.943,9.10533333333,6.524,11.7206666667,8.49366666667,6.47066666667,5.82633333333,9.733
611.60,4.78,8.40633333333,6.945,9.16333333333,6.51783333333,11.5993333333,8.46833333333,6.397,5.76033333333,9.742
611.93,4.767,8.43133333333,6.931,9.244,6.536,11.624,8.50233333333,6.41233333333,5.78533333333,9.84633333333
612.27,4.792,8.48433333333,6.92,9.23833333333,6.59366666667,11.687,8.56233333333,6.44133333333,5.79533333333,9.9
612.60,4.887,8.494,7.033,9.26566666667,6.62166666667,11.74,8.683,6.50166666667,5.83833333333,9.993
612.94,4.93533333333,8.43433333333,7.039,9.34866666667,6.657,11.7566666667,8.76433333333,6.52833333333,5.876,10.0036666667
613.27,5.05733333333,8.588,7.147,9.52966666667,6.768,11.809,8.84566666667,6.658,5.892,10.1243333333
613.61,5.03733333333,8.57366666667,7.143,9.572,6.77266666667,11.7253333333,8.849,6.698,5.84866666667,10.1126666667
613.94,4.99733333333,8.50633333333,7.126,9.58366666667,6.83283333333,11.695,8.874,6.644,5.83233333333,10.11
614.28,5.16633333333,8.61033333333,7.168,9.56,6.84516666667,11.7856666667,8.943,6.762,5.93966666667,10.1793333333
614.61,5.206,8.66933333333,7.1695,9.53833333333,6.86666666667,11.7766666667,8.96166666667,6.77333333333,5.912,10.1016666667
614.94,5.02433333333,8.60966666667,7.014,9.336,6.57916666667,11.661,8.82,6.69233333333,5.82,9.98766666667
615.28,4.98233333333,8.59,6.899,9.20633333333,6.47266666667,11.7206666667,8.77766666667,6.64933333333,5.78666666667,9.95966666667
615.61,4.911,8.57633333333,6.8935,9.091,6.4145,11.699,8.74333333333,6.602,5.71466666667,9.86533333333
615.95,4.778,8.40133333333,6.7575,8.98033333333,6.23566666667,11.549,8.58033333333,6.498,5.55966666667,9.75333333333
616.28,4.619,8.358,6.5915,8.916,6.04633333333,11.4666666667,8.40166666667,6.34666666667,5.42066666667,9.63366666667
616.61,4.62166666667,8.428,6.6805,9.01333333333,6.0415,11.5436666667,8.42566666667,6.334,5.46166666667,9.704
616.95,4.613,8.38866666667,6.7205,9.01466666667,6.04033333333,11.6043333333,8.44833333333,6.30033333333,5.52033333333,9.68633333333
617.28,4.59433333333,8.409,6.7335,9.03966666667,5.99283333333,11.6606666667,8.45233333333,6.273,5.488,9.641
617.62,4.592,8.42133333333,6.742,9.07033333333,5.93716666667,11.6586666667,8.43733333333,6.279,5.53066666667,9.687
617.95,4.51,8.374,6.737,9.08833333333,5.8875,11.607,8.32266666667,6.188,5.525,9.68366666667
618.28,4.41966666667,8.272,6.7385,9.14933333333,5.81916666667,11.5436666667,8.25566666667,6.112,5.48566666667,9.66266666667
618.62,4.46766666667,8.24133333333,6.791,9.23766666667,5.92283333333,11.5376666667,8.34966666667,6.19533333333,5.53133333333,9.76433333333
618.95,4.482,8.25366666667,6.8685,9.22033333333,5.96416666667,11.5476666667,8.36433333333,6.199,5.53733333333,9.717
619.28,4.59033333333,8.30133333333,6.8695,9.34033333333,6.03083333333,11.5716666667,8.388,6.24033333333,5.594,9.75966666667
619.62,4.63633333333,8.363,6.926,9.351,6.06266666667,11.6176666667,8.374,6.224,5.608,9.77733333333
619.95,4.72066666667,8.431,6.9335,9.40833333333,6.18266666667,11.6606666667,8.44733333333,6.274,5.657,9.834
620.28,4.61966666667,8.357,6.7935,9.26066666667,6.10866666667,11.5623333333,8.33233333333,6.217,5.50433333333,9.72933333333
620.62,4.55166666667,8.36733333333,6.8065,9.27966666667,6.10933333333,11.5103333333,8.243,6.178,5.45066666667,9.71833333333
620.95,4.56533333333,8.34766666667,6.744,9.24366666667,6.18,11.6323333333,8.25666666667,6.21566666667,5.464,9.73033333333
621.28,4.436,8.27566666667,6.641,9.08266666667,6.08283333333,11.595,8.16666666667,6.091,5.234,9.61666666667
621.62,4.28766666667,8.157,6.503,8.97433333333,6.03233333333,11.5396666667,8.13133333333,6.007,5.06966666667,9.586
621.95,4.19,8.10166666667,6.4615,8.78933333333,5.986,11.5593333333,8.06833333333,5.95766666667,5.01233333333,9.505
622.28,4.16866666667,8.11,6.4475,8.717,5.99316666667,11.683,8.02233333333,5.92,4.98966666667,9.535
622.62,4.23566666667,8.25066666667,6.488,8.88133333333,6.09533333333,11.7296666667,8.054,6.02233333333,5.091,9.69733333333
622.95,4.14066666667,8.24566666667,6.502,8.77633333333,6.03033333333,11.7213333333,7.99033333333,5.98266666667,5.02833333333,9.669
623.28,4.226,8.30366666667,6.5615,8.925,6.09733333333,11.859,8.11666666667,6.1,5.16866666667,9.75566666667
623.62,4.19533333333,8.27933333333,6.6295,8.99433333333,6.0665,11.8756666667,8.12933333333,6.122,5.17633333333,9.768
623.95,4.26966666667,8.35266666667,6.6925,9.12666666667,6.1875,12.043,8.196,6.20133333333,5.293,9.878
624.28,4.358,8.40033333333,6.674,9.10866666667,6.14583333333,12.0516666667,8.22766666667,6.25233333333,5.29,9.917
624.62,4.37733333333,8.51366666667,6.7805,9.18366666667,6.1895,11.9793333333,8.26433333333,6.25833333333,5.33666666667,9.995
624.95,4.52533333333,8.72033333333,6.936,9.336,6.3175,12.1383333333,8.38366666667,6.42733333333,5.522,10.146
