wavelength,Back_SpoSchf,Belly_SpoSchf,Breast_SpoSchf,Crissum_SpoSchf,Crown_SpoSchf,DorTail_SpoSchf,Patch10_SpoSchf,Patch11_SpoSchf,Rump_SpoSchf,Throat_SpoSchf,WingTip_SpoSchf
580.63,11.7049333333,59.0202666667,30.7552,34.1141333333,11.8424666667,11.881,9.85353333333,19.3262666667,13.1038,30.7749333333,11.0202
580.97,11.7835333333,59.057,30.7912666667,34.1854,11.8984666667,11.9362,9.9246,19.4083,13.1778,30.8291333333,11.0956
581.31,11.8103333333,59.1099333333,30.8598666667,34.2789333333,11.9278,11.9752666667,9.94766666667,19.4622666667,13.1817333333,30.8818666667,11.1299333333
581.65,11.7907333333,59.1085333333,30.8643666667,34.2806,11.9539333333,11.9871333333,9.91846666667,19.4381666667,13.1958,30.9047333333,11.158
581.98,11.7922,59.1421333333,30.8845,34.2873333333,11.9861333333,11.9993333333,9.96033333333,19.4384666667,13.1999333333,30.941,11.208
582.32,11.7529333333,59.1886,30.8982333333,34.3312,11.9642666667,11.9746,9.96486666666,19.4835,13.2138666667,30.9490666667,11.1947333333
582.66,11.7202,59.1432,30.8568333333,34.3252,11.9138,11.9617333333,9.95080000001,19.4753666667,13.1918,30.9336666667,11.1713333333
583.00,11.689,59.2396666667,30.8459333333,34.3416666667,11.8740666667,11.9433333333,9.93386666667,19.4655666667,13.1603333333,30.9613333333,11.1502
583.34,11.6214666667,59.2014,30.7913,34.3218666667,11.8150666667,11.8704,9.87353333333,19.4025666667,13.123,30.9296,11.0998666667
583.68,11.5680666667,59.0653333333,30.7264,34.2474,11.7505333333,11.822,9.82840000001,19.3453,13.0934666667,30.8547333333,11.0340666667
584.01,11.626,59.0769333333,30.748,34.2874666667,11.8054666667,11.8661333333,9.88893333334,19.4074333333,13.1318,30.9399333333,11.0952
584.35,11.6641333334,59.1030666667,30.8011333333,34.3237333333,11.8206,11.9140666667,9.89799999998,19.4394333333,13.1821333333,30.9635333333,11.1171333333
584.69,11.6205333334,59.0356666667,30.7774666667,34.2952666667,11.7862666667,11.9014,9.86533333335,19.3657666667,13.1416666667,30.9112,11.062
585.03,11.5899333333,59.0381333333,30.7649333333,34.2882,11.7710666667,11.8812,9.83546666667,19.3392,13.1608,30.8992666667,11.0485333333
585.37,11.6520666667,59.1742,30.911,34.424,11.8180666667,11.9580666667,9.92793333334,19.4429666667,13.2241333333,30.9763333333,11.1120666667
585.70,11.6619333333,59.1178666667,30.8776333333,34.4472,11.7995333333,11.9764666667,9.92020000001,19.4400666667,13.2185333333,30.9625333333,11.1102
586.04,11.7228,59.1047333333,30.8889,34.4461333333,11.8280666667,12.0214666666,9.94880000002,19.4563666667,13.2565333333,30.9805333333,11.15
586.38,11.7726666667,59.0674666667,30.9168333333,34.4702666667,11.8859333333,12.0672,9.96506666666,19.4922666667,13.2879333333,30.9936666667,11.1744666667
586.72,11.8845333333,59.0244,31.0074,34.5344666667,11.9842666667,12.1677333333,10.0318666667,19.5655,13.3841333333,31.0387333333,11.2856666667
587.06,11.8895333333,59.0278,30.9921,34.5347333333,11.9966,12.1574666667,10.0380666667,19.5785666667,13.3557333333,31.0184,11.2813333333
587.39,11.8736666667,59.1055333333,30.9953,34.5687333333,11.9944,12.163,10.0171333333,19.584,13.3182666667,31.0094666667,11.2876
587.73,11.9127333333,59.2662,31.1121,34.6658666667,12.0261333333,12.2013333333,10.0358666667,19.653,13.3580666667,31.051,11.3066666667
588.07,11.9118666667,59.2752,31.1065666667,34.6781333333,12.0460666667,12.2084,10.0510666667,19.6639666667,13.3696,31.0595333333,11.3362
588.41,11.9315333333,59.2894,31.1669,34.7222666667,12.0545333333,12.2232,10.0624,19.6977,13.4038,31.0943333333,11.3482
588.74,11.9134666667,59.2828666667,31.1884,34.7295333333,12.0588,12.2275333333,10.0618,19.6972,13.3872,31.1070666667,11.3254666667
589.08,11.8782666667,59.159,31.1067,34.6611333334,12.0247333333,12.1702,10.0154666667,19.6251,13.3472,31.0397333333,11.3007333333
589.42,11.9352666667,59.2062666667,31.1813666667,34.6972666666,12.1063333333,12.2338666667,10.0874,19.7296333333,13.4446,31.108,11.3668
589.76,11.9527333333,59.2362,31.2177333333,34.7622,12.1373333333,12.2420666667,10.1357333333,19.7349666667,13.4636666667,31.1414666667,11.3871333333
590.09,11.9769333333,59.2722666667,31.2515333333,34.7952666667,12.1550666666,12.2580666667,10.1550666667,19.7666666667,13.4758,31.1663333333,11.4016666667
590.43,11.9110666667,59.2522666667,31.211,34.7769333333,12.0718,12.1892,10.1177333333,19.7077333333,13.4154,31.1353333333,11.3402666667
590.77,11.9773333333,59.3262,31.3101333333,34.8874,12.1026666667,12.2740666667,10.1689333333,19.7840333333,13.4859333333,31.2274,11.3888666667
591.11,12.0014666667,59.2584666667,31.3176666667,34.8942,12.1341333333,12.2944666667,10.1754,19.8248666667,13.5138,31.2326666667,11.3994666667
591.44,11.9991333333,59.0992,31.2414666667,34.8525333333,12.1169333333,12.2954,10.1926666667,19.8121333333,13.4863333333,31.1940666667,11.4018666667
591.78,12.05,59.0991333334,31.2713666667,34.9053333333,12.1534666667,12.3159333333,10.2355333333,19.8643,13.5093333333,31.2108,11.4177333333
592.12,12.0757333333,59.1738,31.3164666667,34.9676666667,12.2260666667,12.3985333333,10.3004666667,19.9128666667,13.5487333333,31.2743333333,11.4841333333
592.46,12.1321333333,59.1833333333,31.3571,35.0197333333,12.25,12.4287333333,10.3400666667,19.9767666667,13.5844666667,31.3125333333,11.5164666667
592.79,12.1276,59.2038,31.3459666667,35.0486,12.2562,12.4602,10.3320666667,19.9982333333,13.5769333333,31.3396,11.5008666667
593.13,12.1208666667,59.1428,31.326,35.0350666667,12.2067333334,12.4400666667,10.313,19.9320666667,13.5224666667,31.2953333333,11.4759333333
593.47,12.1466666667,59.1128666667,31.3587666667,35.0661333333,12.2326,12.4647333333,10.2972,19.9774333333,13.5418666667,31.3079333333,11.4877333333
593.80,12.1367333333,59.1637333334,31.3643333333,35.0894666667,12.246,12.4620666667,10.2831333333,19.9553,13.5252666667,31.3077333333,11.4889333333
594.14,12.1636666667,59.1845333333,31.4036666667,35.1025333333,12.2913333333,12.5100666667,10.3134,20.0070666667,13.5473333333,31.3383333333,11.5008
594.48,12.208,59.2418,31.4736333333,35.1578,12.3487333333,12.534,10.3458666667,20.0444333333,13.6114,31.3870666667,11.5512
594.81,12.2356666667,59.4218666667,31.5776333333,35.2514,12.3572666667,12.5662666667,10.3846666667,20.0924666667,13.6323333333,31.4558,11.5621333333
595.15,12.1788,59.5378666667,31.6128333333,35.2767333333,12.3149333333,12.5276666666,10.3382,20.0729333333,13.6128666667,31.4554666667,11.5356666667
595.49,12.128,59.5100666667,31.5877,35.2542,12.2639333333,12.5047333333,10.3028,20.0345333333,13.5745333333,31.44,11.5154
595.82,12.1144666667,59.5024,31.5675666667,35.2351333334,12.1987333333,12.4572,10.2522666667,20.0080333333,13.5382666667,31.3896,11.4758666667
596.16,12.1234666667,59.5303333333,31.6117333333,35.242,12.2058666667,12.4797333333,10.2882,20.0296333333,13.5458,31.3798,11.4910666666
596.50,12.1592666667,59.5388,31.6634333333,35.2666666667,12.2153333333,12.4959333333,10.3298666666,20.0671,13.5592666667,31.3864666667,11.4968666667
596.83,12.1368,59.5678666667,31.6722666667,35.3002,12.2229333333,12.4998666667,10.3165333334,20.0831666667,13.5531333333,31.3824,11.4854666667
597.17,12.1321333333,59.6072666667,31.6755666667,35.2935333333,12.2417333333,12.5265333333,10.3613333333,20.0922,13.5614666667,31.4155333333,11.518
597.51,12.1521333333,59.5629333334,31.6752333333,35.2906,12.2331333333,12.5388,10.394,20.1297,13.5825333333,31.426,11.5309333333
597.84,12.1636,59.572,31.6794666667,35.3516666667,12.2504,12.5680666667,10.4166666667,20.1476,13.6174666667,31.4310666667,11.5696666666
598.18,12.1394666667,59.4681333333,31.6396333333,35.3176,12.2431333333,12.5492,10.4277333333,20.1325,13.5814666667,31.3835333333,11.5595333334
598.52,12.1734,59.3646,31.6507,35.3258,12.2824,12.5768,10.4558,20.1479666667,13.6134,31.393,11.6253333333
598.85,12.2014666667,59.2997333333,31.6213666667,35.3248,12.3242666667,12.606,10.4990666667,20.1255,13.6282,31.3971333333,11.6366666667
599.19,12.2041333333,59.3040666667,31.6366,35.3440666667,12.3290666667,12.6178,10.5105333333,20.1511333333,13.6473333333,31.4220666667,11.6431333333
599.53,12.2384666667,59.3278,31.6978333333,35.3975333333,12.3662666667,12.6445333333,10.5426,20.2064666667,13.6594666667,31.4942,11.6710666667
599.86,12.251,59.3204,31.6939666667,35.4022,12.3678666667,12.6557333333,10.549,20.1964333333,13.6716666667,31.5366666667,11.6839333333
600.20,12.2870666667,59.3686,31.7395666667,35.4761333333,12.4308666667,12.7082666667,10.5633333333,20.2383333334,13.708,31.5971333333,11.7476666667
600.53,12.2708,59.4450666667,31.7996666667,35.5017333333,12.3865333334,12.685,10.5474,20.2287666667,13.7302666667,31.6472666667,11.7332
600.87,12.2894666667,59.4531333333,31.8404333334,35.5512666667,12.3738,12.6920666667,10.5464666667,20.2366666667,13.7377333333,31.6487333333,11.7340666667
601.21,12.2708,59.5438666667,31.9251666667,35.5949333333,12.3730666667,12.7185333333,10.5404666667,20.2463,13.7498,31.6842666667,11.7453333334
601.54,12.3125333333,59.6976,32.0500333333,35.6432666667,12.4038666667,12.7391333333,10.5574,20.3112333333,13.7767333334,31.7844,11.7576666667
601.88,12.282,59.7672,32.0726333333,35.6759333333,12.3750666667,12.7428666667,10.5419333333,20.2871,13.7422,31.7860666667,11.7527333333
602.21,12.2584666667,59.7002666667,32.0001333333,35.6133333334,12.3452,12.7301333333,10.5410666667,20.2546,13.7314,31.7266,11.707
602.55,12.3368,59.756,32.0733666667,35.6860666667,12.3961333334,12.8017333333,10.5786,20.3662,13.8053333333,31.7785333333,11.775
602.88,12.3757333333,59.7578666667,32.1322666667,35.7360666667,12.4348,12.8336666667,10.6172666667,20.3871333333,13.834,31.7878666667,11.8242
603.22,12.3417333333,59.732,32.1293,35.7237333333,12.4107333333,12.8058666667,10.6079333333,20.3785333334,13.8262,31.7474666667,11.8002666667
603.56,12.3490666667,59.7686,32.1586666667,35.7603333333,12.4329333333,12.8427333333,10.6285333333,20.4035,13.8502666667,31.7527333333,11.8108
603.89,12.3312,59.7443333333,32.1465333333,35.7268666667,12.4089333333,12.8230666666,10.6297333333,20.3917333333,13.8589333334,31.7091333333,11.8
604.23,12.336,59.6793333333,32.1244,35.7110666667,12.4199333333,12.8392666667,10.6292666667,20.4114666667,13.8347333334,31.6736,11.7963333334
604.56,12.3336666667,59.6612666667,32.1180333333,35.7177333333,12.4119333333,12.8370666667,10.6294,20.4251333333,13.8263333333,31.6572666667,11.7715333333
604.90,12.3654666667,59.6877333333,32.1223333333,35.7704,12.4153333333,12.8501333333,10.6411333333,20.4572333333,13.8376666667,31.6648666667,11.7766666667
605.23,12.3165333333,59.6258666667,32.0777333333,35.7676666667,12.3828666667,12.8184,10.6177333333,20.4091,13.7942666666,31.6186666667,11.7482
605.57,12.3561333333,59.6254,32.1264333334,35.7900666667,12.4244666667,12.8566666667,10.6470666667,20.4820333333,13.8518,31.6494666667,11.7521333333
605.90,12.352,59.7043333333,32.1704333333,35.8344,12.4244,12.8552666667,10.6266,20.5077,13.8457333333,31.6801333333,11.7301333333
606.24,12.3394,59.7014,32.2237,35.8432,12.4429333333,12.8567333333,10.6502,20.5097,13.8484,31.6944,11.7304
606.58,12.3318666667,59.7822666667,32.2526,35.8738666667,12.4466,12.8656,10.6300666667,20.5668666666,13.8574666667,31.7309333333,11.7172
606.91,12.3846666667,59.7366,32.266,35.884,12.5015333333,12.9328666666,10.6683333333,20.5904333333,13.9177333333,31.7422666667,11.7774
607.25,12.3855333333,59.6969333333,32.2819,35.8918666667,12.5011333333,12.9229333333,10.6554666667,20.5864,13.9122,31.7338666667,11.7888
607.58,12.3690666667,59.7195333333,32.2861,35.9648,12.5001333333,12.9349333333,10.6316666667,20.5907333333,13.9011333333,31.7999333333,11.7843333333
607.92,12.4022666667,59.7626666667,32.3432333333,36.0386666667,12.535,12.9756666667,10.688,20.6540333333,13.9396,31.8418,11.8427333333
608.25,12.4070666667,59.7168666667,32.3333,36.0316,12.5342,12.9931333333,10.6751333333,20.6389,13.948,31.8277333333,11.8577333333
608.59,12.4037333333,59.6169333333,32.3051333333,35.9586,12.5332,12.9956,10.6754666667,20.6273666667,13.9506666667,31.8024,11.8830666667
608.92,12.4242666667,59.5146,32.2557333333,35.8936,12.5546,13.0386666667,10.6978,20.6497,13.9644,31.7619333333,11.9078
609.26,12.4258,59.489,32.2220666667,35.8730666667,12.5111333333,13.0351333333,10.6821333333,20.6281,13.9484,31.7542,11.9092
609.59,12.4118,59.3581333333,32.1871,35.8388,12.4913333333,13.0184666667,10.6736,20.6165333333,13.9202,31.7118666667,11.9190666667
609.93,12.4038,59.3065333333,32.1641,35.8234666667,12.4659333334,13.0372,10.6794666667,20.6260333333,13.9002666667,31.7146,11.9101333333
610.26,12.4170666667,59.2123333333,32.1644333334,35.7979333333,12.4838,13.0742666667,10.7389333333,20.6113,13.9029333333,31.6994,11.9466666667
610.60,12.399,59.2044666667,32.1509,35.8168,12.4637333333,13.0808666667,10.7369333333,20.6183,13.8791333333,31.7180666667,11.9179333333
610.93,12.3952,59.1890666667,32.1445333333,35.8222666667,12.4649333333,13.0834,10.7331333333,20.6481,13.8612,31.7092666667,11.9235333333
611.27,12.3960666667,59.1346666667,32.1142,35.768,12.4540666667,13.0787333333,10.7603333333,20.6297333333,13.8296,31.6723333333,11.9005333333
611.60,12.4398,59.1542666667,32.1506333333,35.7444,12.4958666667,13.118,10.7837333333,20.6082333333,13.8604666667,31.7144,11.9321333333
611.93,12.3912,59.0844,32.1419,35.662,12.4802,13.0897333333,10.7669333333,20.6038666667,13.8256,31.686,11.9136666667
612.27,12.3925333333,59.0523333333,32.1614,35.7118,12.4993333333,13.1312666667,10.7976666667,20.6,13.8273333333,31.708,11.8996666667
612.60,12.4611333333,59.1124,32.2942666667,35.8098666667,12.5509333333,13.1824,10.856,20.6616,13.8901333333,31.8351333333,11.9688
612.94,12.4278,59.1184,32.2925333333,35.8445333333,12.5575333333,13.1829333333,10.8436666667,20.6455,13.8674,31.8132,11.9871333333
613.27,12.4777333333,59.2545333333,32.3779666667,35.9444,12.6218,13.2624666667,10.896,20.7051666667,13.9231333333,31.9061333333,12.0691333333
613.61,12.4157333333,59.1936666667,32.2761666667,35.9106666667,12.5614666667,13.1793333333,10.8326666667,20.6528,13.8871333334,31.8483333333,12.0062
613.94,12.4354,59.2079333333,32.2913666667,35.9074,12.5253333333,13.1550666667,10.8002,20.6264666667,13.8888666667,31.8486666667,11.9725333333
614.28,12.3837333333,59.2067333333,32.2950333333,35.8851333333,12.4687333333,13.097,10.7375333333,20.5832333333,13.8496666667,31.8142666667,11.9347333333
614.61,12.3732666667,59.2036,32.3039666667,35.8924,12.4732,13.0984666667,10.7475333333,20.5832666667,13.8567333333,31.8437333333,11.9375333333
614.94,12.4,59.3223333333,32.3935,35.9586,12.4754666667,13.1337333333,10.7712,20.6288,13.9182666667,31.906,11.9926
615.28,12.383,59.1876,32.3608333333,35.9870666667,12.4481333333,13.1228666667,10.7335333333,20.6458,13.9090666667,31.8613333333,11.9666
615.61,12.4564666667,59.3674,32.4144,36.1304666667,12.4838,13.1587333333,10.7702666667,20.7362,13.9642,31.9725333333,11.9962666667
615.95,12.4505333333,59.3638666667,32.4180333333,36.1097333333,12.483,13.1208666667,10.7340666667,20.7612333333,13.9641333333,31.955,11.9946
616.28,12.4230666667,59.4027333333,32.4353,36.1674,12.4677333333,13.1066666667,10.7259333333,20.7481,13.9532,31.9407333333,11.9555333333
616.61,12.5098,59.4766666667,32.5160333333,36.2270666667,12.5206666667,13.148,10.7794666667,20.8374666667,14.0344,32.0208,12.0027333333
616.95,12.5251333333,59.5026666667,32.5546,36.2384666667,12.5302666667,13.1628,10.8153333333,20.851,14.0575333333,32.0707333333,11.9955333333
617.28,12.5548,59.5707333334,32.6575666667,36.2346666667,12.5276,13.1908,10.8009333333,20.8408666667,14.0705333333,32.0908,12.0322
617.62,12.5227333333,59.6487333333,32.6694333333,36.2643333333,12.5300666667,13.1837333333,10.7880666667,20.8578333333,14.0499333333,32.1289333333,12.0224666667
617.95,12.5741333333,59.7054666667,32.7369,36.3161333333,12.6176,13.2286,10.822,20.9159333333,14.1141333333,32.2160666667,12.0801333333
618.28,12.6172666667,59.7749333333,32.8024333333,36.3846,12.6662,13.2548666667,10.8529333333,20.9486,14.1610666667,32.2868666667,12.1085333333
618.62,12.6082,59.6112666667,32.7653,36.3507333333,12.6889333334,13.2494,10.8308,20.9406,14.1476666667,32.2148666667,12.1033333333
618.95,12.564,59.7604666667,32.8155666667,36.3988,12.6738,13.235,10.8148666667,20.9362333333,14.1760666666,32.2889333333,12.0761333334
619.28,12.538,59.7180666667,32.8681,36.3747333333,12.6765333333,13.2575333333,10.8116,20.8885,14.1744666666,32.2816,12.0744
619.62,12.5360666667,59.7002666667,32.8671333333,36.3718,12.6362666667,13.2422,10.8088,20.8647333333,14.132,32.2876,12.0462666667
619.95,12.4890666667,59.6276,32.7700666667,36.2758666667,12.616,13.2163333333,10.7805333333,20.8532666667,14.0983333334,32.2404,12.0298666666
620.28,12.4479333333,59.5582666666,32.7634666666,36.2519333333,12.6174666667,13.2216666667,10.8007333333,20.8284,14.0635333333,32.2672666667,12.0463333333
620.62,12.4736666666,59.5175333333,32.7614333333,36.2956,12.6194666667,13.2388,10.7916666667,20.8356333333,14.0770666667,32.2724666667,12.0624
620.95,12.5264666667,59.5943333333,32.8408333333,36.4151333333,12.7275333333,13.3198,10.86,20.9087,14.1445333333,32.3604,12.125
621.28,12.5717333333,59.6252,32.8865,36.4844666667,12.7782666667,13.3822666667,10.8968666667,20.9503333333,14.2,32.3812666667,12.1836
621.62,12.5462666667,59.6423333333,32.851,36.4918,12.7581333333,13.3883333333,10.9056666667,20.9750666667,14.1585333333,32.3764666667,12.1730666667
621.95,12.5341333334,59.6412666667,32.8634,36.5196,12.7120666667,13.3844,10.8564666667,20.977,14.1325333333,32.3588,12.1527333333
622.28,12.5624666667,59.7467333333,32.9414,36.5430666667,12.7473333333,13.4182666667,10.8842,21.0415,14.1497333333,32.4232666667,12.1865333333
622.62,12.5934666667,59.6368666667,32.9103666667,36.5143333333,12.79,13.4512666667,10.9402666666,21.0704666667,14.1476,32.4138666667,12.2224666666
622.95,12.6224,59.6646,32.9492,36.6044,12.8234666667,13.4822,10.9490666667,21.1264,14.1611333333,32.4792666667,12.2366
623.28,12.6608666667,59.7878,33.0369,36.6995333333,12.8871333333,13.5494666667,11.0012666667,21.1501333333,14.2526666667,32.5336,12.2648666667
623.62,12.6948,59.8662666667,33.1523666667,36.8101333333,12.8732,13.569,10.9934666667,21.1693333333,14.2876,32.6117333333,12.2855333333
623.95,12.7027333333,59.9312666666,33.1825,36.8706666667,12.878,13.5690666667,10.9821333333,21.1933333333,14.2957333333,32.6006,12.2665333333
624.28,12.6847333333,59.9345333333,33.2279333333,36.8653333333,12.8899333333,13.5682666667,10.9801333333,21.1879666667,14.3236666667,32.5913333333,12.2903333333
624.62,12.6821333333,59.9292,33.1898666667,36.9203333333,12.8613333333,13.5946666667,10.9856,21.2207666667,14.3024666667,32.6087333333,12.2884
624.95,12.7153333333,59.9866666667,33.2492666667,37.0116666667,12.9129333333,13.6588666667,11.0438,21.3140333333,14.3470666667,32.6906,12.3109333333
625.28,12.8074666667,60.0237333333,33.3398333333,37.0854,12.9795333333,13.7465333333,11.1161333333,21.3340666667,14.4252,32.7395333333,12.3687333333
625.61,12.8278,59.9801333333,33.3121333333,37.063,12.9976666667,13.7586,11.1681333333,21.3257,14.4492666667,32.7167333333,12.3825333333
625.95,12.8310666667,59.9603333333,33.2944333333,37.0929333333,12.9837333333,13.75,11.1819333333,21.3009333333,14.4651333333,32.7255333333,12.3775333333
626.28,12.8275333333,60.0796666667,33.3675,37.136,13.0136666667,13.7691333333,11.2008666667,21.3354333333,14.4827333333,32.7386,12.4054666667
626.61,12.8336,60.0184,33.3472666667,37.0943333333,13.0098666667,13.7676666667,11.2207333333,21.3145666667,14.4976,32.6951333333,12.4318666667
626.94,12.7946,60.0092,33.3299666666,37.0868,12.9884,13.7404,11.2081333333,21.3369666667,14.4531333333,32.6976666667,12.4486
627.28,12.8532666667,60.0520666667,33.3729,37.0969333334,13.0474666667,13.7896,11.2769333333,21.3861333333,14.4955333333,32.713,12.4835333333
627.61,12.9182,60.052,33.4036666666,37.1192,13.0984,13.839,11.3062,21.4318666667,14.5575333333,32.7438,12.5195333333
627.94,12.9806,60.1061333333,33.4549333334,37.1914666667,13.1743333333,13.9036666667,11.3862666667,21.4998666667,14.6139333333,32.7826666667,12.5296666667
628.27,13.0121333333,60.0585333333,33.4780333333,37.1598,13.2309333333,13.9194,11.4211333333,21.4992666667,14.6438666667,32.7424,12.5652666667
628.61,12.9389333333,59.9172666667,33.3624666667,37.0636,13.1537333333,13.8398,11.3518666667,21.4123333333,14.5576,32.6409333333,12.5119333333
628.94,12.8978,59.824,33.3128666667,36.9832666667,13.1243333333,13.7737333333,11.3400666667,21.4115333333,14.5212666666,32.6054666667,12.4774666666
629.27,12.8666,59.8692,33.3242666667,36.9836,13.1411333333,13.7871333334,11.3372,21.4245666667,14.4930666667,32.6166,12.4625333333
629.60,12.8360666667,59.9452666667,33.4040666667,37.0230666667,13.1425333333,13.7988,11.3182666667,21.4204333333,14.4916,32.6378666667,12.4434666667
629.94,12.9284,60.0174666667,33.4814666667,37.1064666667,13.1811333333,13.8382666667,11.3893333333,21.4689666667,14.5482,32.7202666667,12.5001333333
630.27,12.8826,60.1074,33.4921333333,37.1482,13.1653333334,13.8230666667,11.3814666667,21.4864666667,14.5177333333,32.7478666666,12.4741333333
630.60,12.9516,60.2017333333,33.5665666667,37.2444,13.2355333333,13.9130666667,11.4425333333,21.5467,14.5706666667,32.8579333333,12.5359333333
630.93,12.9596666667,60.1329333333,33.5436333333,37.2581333334,13.2658666667,13.9323333333,11.449,21.5635333333,14.5608666667,32.8494666667,12.5507333333
631.26,12.9166666667,60.1340666667,33.5373333333,37.2667333333,13.232,13.9174666667,11.4615333333,21.5506,14.5026666666,32.8656666667,12.5238666667
631.60,12.8862666666,60.0503333333,33.4833666667,37.2236666667,13.1600666667,13.8805333333,11.4139333333,21.5527666667,14.4067333333,32.8311333333,12.5079333333
631.93,12.9238,60.1291333333,33.5633666667,37.2998,13.1899333333,13.8968666667,11.459,21.6228333333,14.4324666667,32.9214666667,12.5128
632.26,12.9448666667,60.1358,33.6111,37.2943333333,13.225,13.9225333333,11.4849333333,21.6218,14.474,32.9486666667,12.5316
632.59,12.9490666667,60.2017333333,33.6627666667,37.3586666667,13.224,13.9497333333,11.4983333333,21.6438,14.4758,32.9567333333,12.5734
632.92,12.9548,60.1769333333,33.6630666667,37.3982,13.1968666667,13.9530666667,11.4948,21.6494,14.5215333333,32.9662666667,12.5742666667
633.26,12.9814,60.0719333333,33.5780333333,37.3324,13.1833333333,13.9776,11.5012666667,21.6809333333,14.5386,32.916,12.5869333333
633.59,12.8710666667,59.9392666667,33.4711,37.197,13.0602666667,13.8976,11.3828666667,21.6173333333,14.4106,32.7905333333,12.4521333333
633.92,12.8504666667,59.8667333333,33.4063,37.1540666667,13.0237333333,13.8502,11.325,21.5584,14.4014666667,32.7248666667,12.3964666667
634.25,12.8622666667,59.8135333333,33.4147,37.1453333333,13.0435333333,13.8302666667,11.3126,21.5627666667,14.4274,32.6557333333,12.3885333333
634.58,12.855,59.8800666667,33.4359666667,37.1745333333,13.0252,13.8368666667,11.3192666667,21.5403666667,14.4467333333,32.6580666667,12.3927333333
634.91,12.8517333333,59.867,33.4473333333,37.1672,13.0190666666,13.8221333333,11.3021333333,21.5623333333,14.4532666667,32.6285333333,12.3671333333
635.25,12.7660666667,59.9368,33.4587,37.161,12.9586666667,13.8016,11.2548,21.4861666667,14.4389333333,32.6007333333,12.3142
635.58,12.6950666667,59.9494666667,33.4589333333,37.1266666667,12.9006,13.7618666667,11.2116666667,21.4366333333,14.4181333333,32.5652,12.2958666667
635.91,12.7532,60.0116666667,33.5277,37.1918,12.9151333333,13.8092,11.2458666667,21.4976,14.4614666667,32.5682,12.3379333333
636.24,12.7956666667,60.0772,33.5598666667,37.3098666667,12.9505333333,13.8576666667,11.2925333333,21.5468333333,14.5407333333,32.6435333333,12.3664
636.57,12.8551333333,60.0229333333,33.5997666667,37.3356666667,13.0230666667,13.8860666667,11.3402,21.5919,14.5674,32.6748666667,12.4385333333
636.90,12.8254,60.0244,33.6076666666,37.3342,13.0222666667,13.8513333333,11.3317333333,21.5627,14.5411333333,32.6700666667,12.3984
637.23,12.8891333333,60.0642,33.6144,37.4445333333,13.1092666667,13.8923333333,11.3778666667,21.5844333333,14.6478666667,32.7295333333,12.4650666667
637.56,12.9678666667,60.1386666667,33.7207,37.5240666667,13.1635333333,13.9842666667,11.4313333333,21.6636333333,14.6880666667,32.7878,12.5338666667
637.90,12.9694,60.0480666667,33.7035,37.4599333333,13.1661333333,13.9915333333,11.4514,21.6675666667,14.7034,32.7960666667,12.5568666667
638.23,12.9181333333,59.9396666667,33.6603,37.3776,13.1365333333,13.9598,11.4500666667,21.6731333333,14.6732666667,32.7672,12.545
638.56,12.9566,59.9384666667,33.7037333334,37.3688666667,13.1442666667,13.9884666667,11.4815333333,21.6692333333,14.7142666667,32.7538666667,12.6109333333
638.89,13.0255333333,60.0102666667,33.7640333334,37.4368,13.2146,14.0090666667,11.5526,21.7493,14.8007333333,32.8743333333,12.6787333333
639.22,13.0511333333,59.9692,33.7001333333,37.3995333334,13.2006,14.0247333333,11.5509333333,21.7330333333,14.8243333333,32.8784,12.6884666667
639.55,13.0314666667,59.9045333333,33.6501333333,37.3370666666,13.2108666667,14.0014666667,11.5336666667,21.7458333333,14.8042666667,32.8716,12.6839333333
639.88,13.0582666667,59.7515333333,33.6285,37.2487333333,13.2044666667,14.0307333333,11.5224,21.7114333333,14.7971333333,32.7917333333,12.6833333333
640.21,13.0759333333,59.9232,33.7231666667,37.3044666667,13.215,14.1008666667,11.5418666667,21.7398,14.82,32.8964,12.7056
640.54,13.1291333333,59.9945333333,33.7850666667,37.335,13.2473333333,14.1426666667,11.5726,21.8161333333,14.8709333333,32.9753333333,12.7953333333
640.87,13.1714666667,59.9847333333,33.8701333333,37.3536666667,13.2582666667,14.1800666667,11.6406,21.8655666667,14.85,33.0276,12.8571333333
641.20,13.2118666667,60.0117333333,33.9359666667,37.3790666667,13.3130666667,14.2179333333,11.7090666667,21.9417,14.9310666667,33.0798666667,12.945
641.53,13.2079333333,60.1154666667,33.9772666667,37.4720666667,13.3016,14.2428666667,11.6918666667,21.9587,14.9111333333,33.0924666667,12.928
641.87,13.1927333333,60.1954,33.9913666667,37.4561333334,13.2714666667,14.2152,11.6360666667,21.9333666667,14.8548,33.0894666667,12.8544
642.20,13.1732,60.1844,33.9778333333,37.4905333333,13.2894666667,14.2385333333,11.6668,21.9504333333,14.836,33.1586,12.8496666667
642.53,13.1997333333,60.0614,33.9534333333,37.4447333333,13.3194,14.2788,11.6572,21.9245,14.7868666666,33.1154666667,12.8346666667
642.86,13.2509333333,60.1286666667,34.0424666667,37.5297333333,13.4066666667,14.3658666667,11.7342,21.9864,14.7988,33.181,12.8838
643.19,13.2445333333,60.1503333333,34.0715666667,37.5833333333,13.3740666667,14.3938666667,11.7118,21.9983666666,14.7962666667,33.2225333333,12.8603333333
