wavelength,Back_PooOrnm,Belly_PooOrnm,Breast_PooOrnm,Crissum_PooOrnm,Crown_PooOrnm,DorTail_PooOrnm,Patch10_PooOrnm,Patch11_PooOrnm,Patch12_PooOrnm,Rump_PooOrnm,Throat_PooOrnm,WingTip_PooOrnm
363.11,12.3782916667,7.87875,4.46879166667,9.35625,7.80991666666,6.71216666667,7.11491666666,17.9745,31.56425,10.5635833333,6.41008333332,8.9935
363.48,12.42325,7.94183333334,4.54933333333,9.38441666665,7.87991666666,6.762625,7.18283333333,18.0323333333,31.576,10.6286666667,6.44600000001,9.02058333334
363.84,12.5425416667,8.11175000001,4.67225,9.55183333333,8.04441666667,6.89258333333,7.35891666667,18.1830833333,31.7375,10.8138333333,6.65124999999,9.14983333333
364.20,12.544,8.21083333334,4.67570833333,9.57658333333,8.07599999999,6.96083333333,7.41266666667,18.1956666666,31.8876666666,10.86675,6.73116666666,9.21166666667
364.57,12.68075,8.31,4.69266666667,9.60550000001,8.13291666667,7.02158333333,7.48408333333,18.3630833334,31.9993333333,10.9508333333,6.91900000001,9.28633333333
364.93,12.805375,8.49499999999,4.83908333334,9.71224999998,8.18708333334,7.081125,7.58541666667,18.4808333333,32.0914166667,11.0721666667,7.05241666667,9.42325
365.29,12.974375,8.6345,4.95641666667,9.78366666666,8.33466666667,7.11783333333,7.699,18.66075,32.16725,11.1493333333,7.12783333334,9.53991666667
365.66,12.99625,8.72749999999,5.0635,9.86066666669,8.42700000001,7.155625,7.72758333333,18.7455833333,32.1149166667,11.1584166667,7.19775,9.57800000001
366.02,12.9006666667,8.59691666667,4.97691666666,9.83241666667,8.28158333334,7.019375,7.59208333333,18.6603333333,31.9653333333,11.0584166667,7.11925000001,9.47758333333
366.38,13.007375,8.66283333334,5.081,9.93683333332,8.34908333332,7.05858333333,7.69508333333,18.769,32.18175,11.11875,7.22758333334,9.53233333332
366.75,13.0177916667,8.67725000001,5.195875,9.97399999998,8.33208333333,7.074125,7.74466666667,18.7785,32.2083333333,11.1849166667,7.24825000001,9.49591666667
367.11,12.825125,8.49524999999,4.95095833333,9.77266666668,8.07408333332,6.8495,7.54041666667,18.57975,32.0825833333,10.96975,7.00475,9.22491666666
367.47,12.9050833333,8.54266666666,4.974375,9.9035,8.09100000001,6.87691666667,7.55983333333,18.7326666667,32.2185,11.0455,7.08141666668,9.25
367.84,12.7393333333,8.35675,4.78170833333,9.67249999998,7.92483333334,6.649375,7.39791666667,18.6028333333,32.11225,10.8776666667,6.82916666666,9.01408333333
368.20,12.8111666667,8.40108333334,4.82083333333,9.70324999999,7.97933333333,6.61375,7.422,18.72,32.0840833333,10.85625,6.88308333332,9.01908333333
368.56,12.7608333333,8.40483333333,4.964875,9.75975,8.02683333334,6.65283333333,7.43108333333,18.7848333333,32.0398333333,10.8378333333,6.84658333333,9.00149999999
368.93,12.6580416667,8.24824999999,4.95858333333,9.70366666667,8.00375,6.63345833333,7.39258333333,18.7986666667,32.0394166667,10.77425,6.79633333333,8.84691666667
369.29,12.76625,8.31108333334,5.00979166667,9.82816666667,8.05958333332,6.74170833333,7.45333333334,18.9600833333,32.292,10.8265,6.88033333333,8.86191666667
369.65,12.9770416667,8.39441666668,5.18554166667,9.91350000002,8.12424999999,6.84308333333,7.58725,19.1406666666,32.487,10.9175833334,7.04316666667,8.97283333333
370.01,13.1488333333,8.54825,5.2815,10.0060833333,8.27391666666,6.98041666666,7.70325,19.2705,32.6280833333,11.0815833333,7.14249999999,9.024
370.38,13.011625,8.40066666667,5.07766666667,9.85608333334,8.17241666666,6.90058333333,7.525,19.14425,32.4784166666,10.9165,6.91491666667,8.864
370.74,12.9267083333,8.30466666667,4.942,9.76016666667,8.1345,6.721625,7.37608333333,19.0793333334,32.4620833334,10.79725,6.78483333333,8.76108333333
371.10,13.0948333334,8.49375000001,5.14120833333,9.89441666665,8.35699999999,6.964375,7.52791666667,19.2715,32.6354166667,10.9393333333,7.00908333334,8.79666666667
371.46,13.12725,8.46166666667,5.13525,9.85966666666,8.42791666666,6.95170833333,7.58883333333,19.2374166666,32.6086666667,10.9111666667,7.04266666666,8.8
371.83,13.126,8.44416666666,5.19241666667,9.95633333333,8.48358333333,7.01395833333,7.61891666667,19.2756666667,32.5786666667,10.9295833333,7.09533333332,8.84191666667
372.19,12.9827083333,8.26233333334,5.09008333333,9.842,8.36658333334,6.952625,7.50108333333,19.1265833333,32.4873333334,10.7943333333,6.93383333333,8.64958333333
372.55,12.8316666667,8.06725000001,4.89008333333,9.68566666666,8.21783333334,6.83345833334,7.37983333334,18.99275,32.3615,10.69275,6.79966666666,8.5205
372.92,12.838875,8.15058333333,4.84841666666,9.68891666667,8.20849999999,6.840875,7.44425,19.0054166667,32.33775,10.6425833333,6.81441666668,8.52191666667
373.28,12.6987916667,8.03866666666,4.79508333333,9.59683333335,8.08591666666,6.735,7.39275,18.8538333333,32.1669166667,10.586,6.74574999999,8.41808333333
373.64,12.6404583334,8.0425,4.73416666667,9.64225,8.09441666667,6.74783333333,7.41566666666,18.83675,32.14975,10.5733333333,6.74258333333,8.36375
374.00,12.69075,8.07283333333,4.77770833333,9.66866666668,8.13575,6.81095833333,7.4435,18.9614166667,32.2245833333,10.6135833333,6.84291666666,8.50841666666
374.37,12.812125,8.17700000001,4.90966666667,9.80708333333,8.23733333333,6.85854166667,7.60366666667,19.0821666667,32.36575,10.7509166666,6.96349999999,8.548
374.73,12.9799166667,8.32783333332,5.07908333333,9.9325,8.36866666668,7.0235,7.76275,19.2490833333,32.5149166667,10.9179166667,7.0935,8.6995
375.09,12.8365,8.116,4.88,9.78708333334,8.18158333333,6.793125,7.62666666667,19.1409166667,32.4005,10.7615833333,6.92091666668,8.6435
375.45,12.6841666667,8.04124999999,4.77591666667,9.73533333333,8.07249999999,6.707125,7.53358333334,19.1741666667,32.38125,10.711,6.79616666668,8.52233333333
375.81,12.7909583333,8.13316666666,4.816625,9.76158333335,8.10258333334,6.75908333333,7.58225,19.2169166667,32.58975,10.7941666667,6.82058333333,8.62625
376.18,12.909375,8.20091666666,4.91166666667,9.90033333333,8.20424999999,6.83875,7.69866666667,19.44,32.772,10.9463333333,6.93583333334,8.67658333333
376.54,12.962625,8.26450000001,4.91529166667,9.94133333332,8.15416666666,6.83516666667,7.6935,19.4926666666,32.8311666667,10.90725,6.92474999999,8.67158333334
376.90,13.0364166667,8.25583333334,4.90658333333,10.0280833334,8.19991666666,6.857125,7.6655,19.5585833334,32.9334166667,10.9225,6.93625,8.69058333333
377.26,13.1465,8.35499999999,4.95408333334,10.1000833333,8.31675,6.92125,7.71916666667,19.7063333334,33.12075,11.0305,7.03399999999,8.74491666667
377.63,13.3000833333,8.47933333334,5.04529166667,10.175,8.46466666666,6.9735,7.76683333333,19.9100833333,33.343,11.1580833333,7.0845,8.82775
377.99,13.3705416667,8.56458333333,5.13145833333,10.2434166667,8.51450000001,7.00854166667,7.859,20.023,33.4693333334,11.2353333333,7.0935,8.81925
378.35,13.36075,8.58425,5.16316666667,10.25525,8.50583333333,7.02616666667,7.85058333333,20.0968333334,33.5640833333,11.2330833333,7.12083333334,8.81533333333
378.71,13.24975,8.45524999999,5.016125,10.1589166667,8.43225000001,6.90504166667,7.79175,20.0190833334,33.541,11.12025,7.02824999999,8.638
379.07,13.3814583333,8.70583333333,5.24566666667,10.3825833333,8.601,7.09870833333,7.92658333333,20.2356666667,33.7115833333,11.33775,7.22400000001,8.75241666667
379.44,13.4545833333,8.79008333334,5.34654166667,10.43875,8.69275000001,7.22729166667,7.99458333333,20.2935833333,33.80725,11.4619166667,7.33116666667,8.88449999999
379.80,13.379,8.72058333334,5.26854166666,10.4503333333,8.61699999999,7.14020833333,7.94891666667,20.3730833333,33.77225,11.3971666667,7.29041666667,8.78758333334
380.16,13.3853333333,8.78541666667,5.21691666667,10.42725,8.6405,7.122125,7.96408333333,20.31875,33.7683333333,11.3643333333,7.25158333334,8.81916666666
380.52,13.3543333333,8.76066666667,5.20141666667,10.4346666667,8.72891666667,7.08208333333,7.96983333333,20.3678333333,33.7975,11.406,7.20891666668,8.79641666667
380.88,13.3168333333,8.76858333332,5.23154166667,10.41625,8.72083333333,7.01158333334,7.97375,20.39525,33.8415833333,11.38325,7.19591666667,8.73391666667
381.24,13.4527916667,8.88483333333,5.38704166667,10.57475,8.80424999999,7.107375,8.1405,20.5433333333,33.9608333333,11.4535,7.30075000001,8.808
381.61,13.3490833333,8.79916666667,5.317125,10.5445,8.725,7.06345833333,8.13941666666,20.4530833334,33.83925,11.37875,7.25283333333,8.77241666667
381.97,13.20825,8.68091666667,5.15620833333,10.4394166667,8.62308333333,6.91870833333,8.01641666667,20.30025,33.68725,11.17875,7.1075,8.65108333333
382.33,13.2005416667,8.64416666667,5.09879166667,10.41275,8.66466666666,6.865375,8.00216666667,20.3036666667,33.6529166667,11.1655,7.05541666667,8.61416666666
382.69,13.1917083333,8.63983333332,5.03966666667,10.3863333333,8.60841666667,6.85195833333,7.93541666667,20.2609166667,33.6563333333,11.1316666667,7.03058333334,8.61816666667
383.05,13.1687916667,8.48025,4.86233333333,10.3359166667,8.52225,6.70258333333,7.939,20.2343333333,33.6845833333,11.048,6.91491666667,8.51191666666
383.41,13.2070416667,8.51541666667,4.84391666667,10.3800833333,8.52733333332,6.65291666666,7.98366666667,20.2975833333,33.7311666666,11.0075,6.89433333334,8.49933333333
383.77,13.2255,8.52425000001,4.85725,10.38,8.53399999999,6.666125,7.981,20.2843333333,33.7281666667,10.9555,6.87816666667,8.49666666667
384.14,13.2453333333,8.51241666667,4.87304166667,10.4155,8.47658333334,6.67583333333,7.9445,20.3523333333,33.73175,10.94475,6.84858333333,8.5045
384.50,13.257375,8.56725000001,4.89595833333,10.4366666667,8.47008333333,6.65329166666,7.95625,20.3684166667,33.7901666667,10.9325833333,6.91358333333,8.47316666667
384.86,13.2570833333,8.55141666666,4.875,10.4375833333,8.50408333334,6.66441666667,7.96591666666,20.3899166667,33.7749166667,10.9511666667,6.87158333334,8.463
385.22,13.1002916667,8.33241666667,4.684875,10.281,8.35124999999,6.4835,7.77341666666,20.2725833333,33.7024166667,10.8263333333,6.68916666666,8.32325
385.58,13.1114583333,8.34108333333,4.69775,10.3514166667,8.36566666668,6.47945833333,7.764,20.3410833333,33.8016666667,10.8360833333,6.68099999999,8.26925
385.94,13.188625,8.39208333334,4.73458333333,10.4359166666,8.40350000001,6.51825,7.843,20.4175,33.9344166667,10.9485,6.76083333334,8.31575
386.30,13.2470416667,8.43408333332,4.78141666667,10.4523333333,8.40375000001,6.54445833333,7.88716666667,20.4856666667,34.0311666667,10.95825,6.82433333334,8.31275
386.66,13.2712916667,8.47966666666,4.85583333334,10.5329166666,8.42825000001,6.5235,7.94041666666,20.5705,34.0746666667,10.97475,6.88025,8.32958333333
387.03,13.28475,8.55541666667,4.95970833333,10.5640833333,8.47833333333,6.592625,7.95266666666,20.5455,34.0791666667,10.9948333333,6.92408333333,8.34833333333
387.39,13.2905416667,8.5215,4.97179166667,10.58025,8.44999999999,6.55204166666,7.928,20.5404166666,34.0904166667,10.9856666667,6.89799999999,8.31625
387.75,13.303875,8.53991666667,4.985,10.6063333333,8.47783333332,6.55708333333,7.959,20.6088333333,34.11275,11.0656666667,6.90866666666,8.35833333333
388.11,13.2760416667,8.53925,4.978625,10.6044166667,8.51491666668,6.527875,7.94808333333,20.6145833333,34.1511666667,11.07525,6.90008333334,8.30675
388.47,13.4345,8.68216666668,5.11654166666,10.791,8.66808333334,6.69595833333,8.118,20.7545,34.26225,11.1728333333,7.01758333334,8.47141666667
388.83,13.5420416667,8.75766666668,5.188125,10.9105833333,8.76333333333,6.7905,8.23625,20.8611666666,34.3711666666,11.254,7.13116666666,8.53708333333
389.19,13.612375,8.871,5.21354166667,10.9876666667,8.82466666668,6.841625,8.34691666666,20.94,34.4664166667,11.3139166667,7.22200000001,8.6235
389.55,13.700375,8.96825000002,5.267375,11.0190833333,8.85249999999,6.918375,8.46975,21.0354166667,34.55075,11.3945,7.27433333334,8.71175
389.91,13.7285,9.03333333333,5.35304166667,11.0504166667,8.89974999999,6.985,8.50191666667,21.1269166667,34.5856666667,11.4061666667,7.29941666666,8.74658333333
390.27,13.7705416667,9.11616666667,5.40629166667,11.149,8.95600000001,7.04308333333,8.56083333333,21.2041666667,34.6611666666,11.4828333333,7.37416666666,8.84133333333
390.63,13.7702916667,9.09858333332,5.340375,11.15175,8.94383333334,7.03833333334,8.56816666667,21.2678333333,34.697,11.47275,7.33933333334,8.84941666667
391.00,13.793375,9.09750000001,5.31208333333,11.1680833333,8.9615,7.05941666667,8.55441666666,21.32975,34.7281666667,11.474,7.38133333334,8.87583333333
391.36,13.847375,9.16183333334,5.346125,11.2176666667,8.96808333332,7.1235,8.62675,21.3965833334,34.8018333333,11.4816666667,7.43716666666,8.875
391.72,13.8853333333,9.19425000001,5.36925,11.2440833333,8.98691666666,7.10658333333,8.64508333334,21.41875,34.8959166667,11.46975,7.49333333334,8.82408333333
392.08,13.9545,9.22933333334,5.42408333333,11.3446666667,9.04208333334,7.17758333333,8.73825000001,21.4975,34.9775833333,11.5359166667,7.56491666666,8.877
392.44,13.9702916667,9.19516666668,5.453125,11.3300833333,9.03050000001,7.16666666666,8.77533333334,21.5301666667,34.93375,11.585,7.56308333333,8.87025
392.80,13.8774583333,9.16833333334,5.3825,11.27175,8.93825,7.07470833333,8.68633333334,21.489,34.9269166667,11.49975,7.489,8.80791666667
393.16,13.867125,9.18341666666,5.3885,11.31475,8.94850000001,7.09479166666,8.70491666667,21.54325,34.9268333334,11.5003333333,7.48566666666,8.78375
393.52,13.7980833334,9.09816666666,5.33658333333,11.242,8.90383333333,7.00295833333,8.64183333333,21.50425,34.9245,11.42275,7.42741666668,8.67508333333
393.88,13.8387916667,9.10424999999,5.31679166666,11.3075833333,8.90833333334,6.97070833333,8.67250000001,21.567,34.9879166667,11.4441666667,7.41166666666,8.68758333333
394.24,13.8780416667,9.14149999999,5.32745833333,11.3250833333,8.93958333334,6.96391666667,8.68816666666,21.619,35.0128333334,11.4279166667,7.40658333333,8.66766666667
394.60,13.9892083333,9.28516666665,5.4725,11.4565,9.09616666667,7.13529166667,8.84683333334,21.7294166666,35.11475,11.5674166667,7.55108333332,8.7965
394.96,14.0608333333,9.33383333335,5.51329166667,11.52175,9.11025,7.11358333333,8.94249999999,21.8065,35.16475,11.5730833333,7.56983333334,8.81358333333
395.32,14.0565833333,9.32791666667,5.503125,11.5308333333,9.14366666667,7.094,8.96766666666,21.8155,35.1875833333,11.5965,7.57458333334,8.78358333334
395.68,14.1027916667,9.37166666667,5.57216666667,11.5870833333,9.20558333333,7.12016666666,9.03541666667,21.8955833334,35.1770833333,11.6755833333,7.63375000001,8.89333333333
396.04,14.0612083333,9.38166666668,5.507625,11.5493333333,9.15441666667,7.00179166667,9.03091666666,21.8683333333,35.1465833333,11.6308333333,7.61575000001,8.86283333333
396.40,14.1164166667,9.41541666668,5.4995,11.6294166667,9.17633333334,7.00858333333,9.04866666668,21.9786666666,35.35125,11.621,7.66891666667,8.85566666666
396.76,14.1667083333,9.37683333333,5.49720833333,11.6298333333,9.18683333332,7.016625,9.06858333332,21.9959166667,35.34625,11.6379166667,7.66558333333,8.85291666666
397.12,14.20425,9.43983333332,5.56583333334,11.6666666667,9.22275000001,7.03429166667,9.10275,22.0095833333,35.35675,11.6468333333,7.67300000001,8.877
397.48,14.2110833333,9.45616666667,5.57245833333,11.7036666667,9.23908333332,7.04116666667,9.12441666666,22.0496666666,35.3346666667,11.6399166667,7.69691666667,8.88275
397.84,14.2214583334,9.5075,5.63154166667,11.7426666667,9.25933333332,7.03941666667,9.20233333333,22.0848333334,35.3821666667,11.68225,7.78483333334,8.88475
398.20,14.2590416666,9.51783333332,5.64095833333,11.7993333333,9.29083333334,7.08170833333,9.24641666667,22.1965833333,35.468,11.7430833333,7.82591666666,8.88275
398.56,14.2673333334,9.49616666668,5.634625,11.793,9.24408333333,7.00416666667,9.20375000001,22.1610833333,35.43175,11.7245833333,7.81525000001,8.81183333333
398.92,14.2911666666,9.55016666668,5.67458333333,11.8585833333,9.31866666666,7.039625,9.23841666666,22.2824166667,35.5179166667,11.78925,7.84899999999,8.8545
399.28,14.4121666667,9.69108333333,5.74745833333,11.9586666667,9.43924999999,7.16766666667,9.30525,22.4115,35.6184166666,11.86275,7.94816666668,8.94633333334
399.64,14.4091666667,9.71425,5.743,11.9926666667,9.43149999999,7.20983333334,9.31591666666,22.4601666667,35.7104166666,11.8438333333,7.91341666666,8.906
400.00,14.4579166667,9.73258333333,5.782125,12.0274166667,9.46533333332,7.2705,9.33166666667,22.5805,35.786,11.8789166667,7.96125000001,8.93008333334
400.36,14.396125,9.72466666667,5.74429166667,12.0011666667,9.44666666667,7.19904166666,9.29283333334,22.5345833333,35.7211666667,11.8808333333,7.89516666666,8.89924999999
400.72,14.333875,9.68699999998,5.70616666667,11.9859166667,9.36525000001,7.12704166667,9.26975000001,22.5624166667,35.73175,11.82775,7.85916666666,8.84191666667
401.08,14.3372083333,9.71316666668,5.73883333334,12.0126666667,9.4035,7.18770833334,9.31033333334,22.6179166667,35.75325,11.8441666667,7.92066666668,8.91458333334
401.44,14.396625,9.75816666667,5.79904166667,12.0954166666,9.462,7.23975,9.35624999999,22.7063333333,35.8395,11.8979166667,7.96675,8.99108333333
401.80,14.4459583333,9.76966666666,5.81133333333,12.1335,9.53425,7.31370833334,9.38191666667,22.8088333333,35.935,11.9108333333,8.00708333334,9.00258333332
402.16,14.3822916667,9.74166666668,5.77529166666,12.1315,9.50591666668,7.29116666667,9.32875000001,22.7263333333,35.92075,11.8656666667,7.95558333333,8.97200000001
402.52,14.3620833333,9.70716666668,5.72816666667,12.1019166667,9.48016666667,7.25866666667,9.31066666666,22.7794166667,35.9899166667,11.8251666667,7.89483333333,8.94316666666
402.88,14.32325,9.66924999999,5.70216666667,12.052,9.45199999999,7.2345,9.28283333333,22.74,35.958,11.7865,7.85824999999,8.92966666666
403.24,14.2584166667,9.57316666668,5.65733333333,12.0453333333,9.37416666668,7.10729166666,9.27258333333,22.715,35.8964166666,11.7535833333,7.81883333334,8.88491666667
403.60,14.2320416666,9.55058333335,5.62604166667,12.0373333333,9.31966666667,7.05933333333,9.26658333333,22.7280833333,35.8864166667,11.7351666667,7.79433333333,8.82858333334
403.95,14.32275,9.61716666666,5.6715,12.11375,9.37033333333,7.11333333333,9.33508333333,22.8273333333,36.0145833333,11.7956666667,7.83266666666,8.90458333333
404.31,14.3285416667,9.61225,5.67695833333,12.109,9.34375000001,7.13929166667,9.36841666667,22.858,36.0470833334,11.7856666667,7.86066666667,8.91891666666
404.67,14.4205416667,9.7285,5.774125,12.2030833333,9.44508333334,7.22595833333,9.48458333333,22.9519166666,36.1001666667,11.8954166667,7.97066666668,9.03083333332
405.03,14.4097083334,9.70216666667,5.728875,12.2015833333,9.41816666668,7.13920833333,9.46050000001,22.9895833334,36.1399166667,11.8625,7.93874999999,8.94241666667
405.39,14.3999583333,9.73458333334,5.73766666667,12.2150833333,9.41458333333,7.11704166667,9.46391666667,22.9908333333,36.12525,11.8689166667,7.95233333332,8.91566666667
405.75,14.3374583333,9.75783333332,5.72604166667,12.2004166667,9.3695,7.08079166667,9.46225,23.0004166667,36.0531666667,11.83675,7.92783333334,8.94408333333
406.11,14.330625,9.75833333334,5.70316666667,12.1900833333,9.34816666666,7.01925,9.49841666666,23.0276666666,36.0396666667,11.833,7.92908333333,8.92850000001
406.47,14.3002083333,9.75766666666,5.69616666667,12.1940833333,9.32708333332,6.99070833333,9.52199999999,23.0533333333,36.03,11.8260833334,7.92408333334,8.92458333334
406.83,14.327375,9.802,5.723875,12.2446666666,9.34166666667,7.00879166667,9.56408333333,23.0993333333,36.0456666667,11.8338333333,7.95708333333,8.93266666667
407.19,14.2760833333,9.78383333335,5.69,12.2069166666,9.31341666667,6.976,9.53633333332,23.1441666667,36.1368333333,11.8125833333,7.92175000001,8.89375
407.55,14.325625,9.82608333332,5.68879166667,12.2405833333,9.38183333333,6.99170833333,9.59549999998,23.2285,36.2045,11.8563333333,7.95233333334,8.94391666666
407.90,14.2989166667,9.83516666668,5.716,12.29225,9.39549999999,7.00620833333,9.62849999999,23.26625,36.2285833334,11.8666666667,7.96558333332,8.90733333333
408.26,14.3642083333,9.92124999999,5.792625,12.3888333333,9.47991666668,7.06283333333,9.71591666666,23.3846666667,36.3046666667,11.933,8.04833333334,8.98000000001
408.62,14.4352083333,9.95391666665,5.79591666666,12.452,9.50450000001,7.08058333333,9.75391666667,23.49675,36.4680833333,11.952,8.08441666666,8.96441666667
408.98,14.4613333333,9.989,5.82816666667,12.51075,9.53858333333,7.09470833333,9.80608333335,23.5884166667,36.5056666667,12.0099166667,8.13000000001,8.97366666667
409.34,14.4539583333,9.98308333333,5.79525,12.5111666667,9.52525,7.08470833333,9.82050000001,23.637,36.5864166667,12.0201666667,8.10991666667,8.98099999999
409.70,14.4749166667,9.97325000001,5.79679166666,12.5349166667,9.53658333333,7.05633333334,9.81775000002,23.63625,36.6075833334,12.04625,8.10733333334,8.9275
410.06,14.565875,10.0261666667,5.90054166667,12.6309166667,9.62241666667,7.13941666667,9.91558333334,23.7750833333,36.7141666667,12.11675,8.18374999999,8.99658333333
410.42,14.6557083333,10.1151666667,5.976625,12.73925,9.69650000001,7.21320833333,9.96966666667,23.84575,36.7986666667,12.1775,8.25375000001,9.03
410.77,14.671375,10.1250833333,5.98670833333,12.7540833333,9.69308333334,7.21708333333,9.98316666666,23.9055,36.8965,12.1876666667,8.25491666667,9.03458333332
411.13,14.70775,10.177,6.034,12.8150833333,9.74425,7.258875,10.0374166667,23.9301666667,36.8668333333,12.23425,8.27425,9.07474999999
411.49,14.7537916667,10.215,6.05791666667,12.8745,9.77883333333,7.29770833333,10.0749166667,23.9625833333,36.9411666666,12.23575,8.31058333332,9.09583333333
411.85,14.782125,10.2605,6.09266666667,12.9124166667,9.80416666667,7.30408333333,10.1253333333,24.0200833333,36.99275,12.2710833333,8.34716666667,9.13275
412.21,14.8201666667,10.3095,6.084,12.928,9.81991666667,7.2805,10.1135,24.05625,37.037,12.2844166667,8.3405,9.0945
412.57,14.7725833333,10.3306666667,6.05745833333,12.9279166667,9.82658333333,7.279375,10.1146666667,23.99575,36.9416666667,12.2536666667,8.32024999999,9.08308333334
412.92,14.813625,10.3705,6.04220833333,12.9513333333,9.86100000001,7.31908333333,10.1394166667,24.0520833334,37.0346666667,12.2810833333,8.31491666666,9.12133333333
413.28,14.8454583333,10.3656666667,6.01095833334,12.9819166667,9.84641666668,7.291875,10.16625,24.0845833334,37.0424166666,12.2785833333,8.34025000001,9.11333333334
413.64,14.9132083333,10.4130833333,6.01816666666,13.0281666666,9.86125,7.32008333333,10.2145833333,24.1916666667,37.1706666667,12.2974166667,8.34683333334,9.14241666667
414.00,14.85475,10.381,5.97279166667,12.9768333333,9.78841666668,7.25470833334,10.1695,24.1410833334,37.1484166667,12.2406666667,8.282,9.1225
414.36,14.846625,10.382,5.93391666667,12.98625,9.80491666668,7.19895833333,10.1839166666,24.2229166667,37.1879166667,12.20825,8.26441666666,9.11375
414.72,14.841375,10.3440833333,5.88670833334,12.9830833333,9.75175000001,7.099375,10.176,24.22525,37.2283333333,12.1793333333,8.23924999999,9.05816666667
415.07,14.9107916667,10.381,5.91445833333,13.0435,9.77133333333,7.114375,10.22575,24.3179166667,37.3795,12.2068333333,8.28883333334,9.10591666667
415.43,14.9375833333,10.4118333333,5.95254166667,13.0786666667,9.79383333333,7.09316666667,10.2628333333,24.37975,37.47175,12.2235833333,8.32458333334,9.11608333333
415.79,14.9025,10.3746666667,5.91458333333,13.03875,9.74791666667,7.02925,10.238,24.37575,37.4456666667,12.1581666667,8.28325,9.08858333333
416.15,14.843,10.3221666667,5.87020833333,13.0265,9.68983333334,6.95695833333,10.2260833334,24.38225,37.46975,12.1081666667,8.2595,9.05166666667
416.51,14.8459166667,10.3185,5.887,13.0184166667,9.67941666667,6.91516666666,10.227,24.46175,37.5765,12.1483333333,8.27800000001,9.05966666666
416.86,14.8487916667,10.326,5.91808333333,13.0349166667,9.67516666666,6.89375,10.2546666667,24.4648333333,37.5964166667,12.1496666667,8.30166666666,9.06024999999
417.22,14.8669583333,10.3521666667,5.917125,13.0410833333,9.70891666667,6.88508333334,10.28125,24.5251666667,37.6705833333,12.1361666667,8.29699999999,9.031
417.58,14.8642916667,10.3445,5.91979166667,13.0423333333,9.71183333334,6.878875,10.2926666667,24.4985,37.6475,12.1188333333,8.32125000001,9.04075
417.94,14.92625,10.415,5.951625,13.1266666666,9.76433333333,6.90129166667,10.3615,24.5700833333,37.7385833333,12.1785833333,8.38741666667,9.07208333334
418.29,14.987375,10.4929166667,6.01925,13.2101666667,9.80733333333,6.987375,10.4325833333,24.6336666667,37.81775,12.2589166667,8.46174999999,9.12975
418.65,14.9845416667,10.5215833333,6.025875,13.2336666667,9.84225,7.021,10.4555833333,24.6439166667,37.8283333334,12.2890833333,8.46733333332,9.12833333334
419.01,14.991875,10.5520833333,6.02695833333,13.26375,9.85391666667,7.01854166667,10.4814166667,24.6871666667,37.8713333334,12.3059166667,8.46716666668,9.11883333334
419.37,14.9655,10.55,6.011625,13.2708333333,9.8405,7.011875,10.4823333333,24.6988333334,37.8490833333,12.31825,8.45466666667,9.10025000001
419.73,14.9973333334,10.5730833333,6.01033333333,13.29175,9.85791666666,7.02366666667,10.50125,24.729,37.918,12.3230833333,8.47116666666,9.07908333333
420.08,14.9921666667,10.5671666667,5.986,13.2961666667,9.86491666667,7.02295833333,10.5025,24.747,37.945,12.3196666667,8.45500000001,9.05758333333
420.44,15.0312916667,10.5850833333,6.01620833334,13.33775,9.89516666667,7.03020833333,10.54375,24.762,37.9675833333,12.3259166667,8.45475,9.06308333333
420.80,15.0375833333,10.5889166667,6.015,13.35925,9.87591666667,7.03008333333,10.5555833334,24.7758333333,37.9794166667,12.3208333333,8.4415,9.04133333333
421.16,15.0672916667,10.62225,6.0605,13.4290833333,9.89474999999,7.0645,10.5828333333,24.8064166667,38.0558333334,12.3670833333,8.47958333332,9.087
421.51,15.0845833333,10.6481666666,6.08845833333,13.488,9.92374999999,7.07858333333,10.6246666667,24.8471666667,38.1078333334,12.3960833333,8.48741666666,9.09483333332
421.87,15.0597916667,10.643,6.06833333333,13.4905,9.90258333334,7.06929166667,10.6061666667,24.8628333334,38.0959166666,12.3660833333,8.46275,9.05816666667
422.23,15.0150416667,10.6155833333,6.03195833333,13.47325,9.87883333332,7.0145,10.59625,24.857,38.0779166667,12.324,8.43366666667,9.01508333333
422.58,15.037875,10.6523333333,6.071375,13.5156666667,9.89783333333,7.03445833333,10.6218333333,24.8969166667,38.0841666666,12.3275833333,8.47299999999,9.05083333333
422.94,15.0312083333,10.6548333333,6.06820833333,13.5166666667,9.88808333333,7.02720833334,10.6275,24.9176666666,38.086,12.3053333333,8.476,9.03225000001
423.30,15.0727083333,10.687,6.07733333333,13.5578333333,9.91008333333,7.03466666667,10.6638333333,24.9705,38.1501666667,12.3176666667,8.48966666667,9.03116666666
423.66,15.0917083333,10.72825,6.11091666667,13.6061666667,9.94083333333,7.05675,10.7081666667,25.01725,38.1775,12.3583333333,8.5015,9.05783333334
424.01,15.13675,10.7796666667,6.1575,13.6719166667,9.97141666667,7.09779166667,10.7681666667,25.0845833334,38.2169166667,12.3930833333,8.55075000001,9.09124999999
424.37,15.1437083333,10.8370833333,6.17445833334,13.7224166667,9.97933333333,7.12708333333,10.8096666667,25.1460833333,38.2305,12.4199166667,8.59041666666,9.10916666667
