wavelength,Back_PooThof,Belly_PooThof,Breast_PooThof,Crissum_PooThof,Crown_PooThof,DorTail_PooThof,Rump_PooThof,Throat_PooThof,WingTip_PooThof
185.25,4.88211111112,11.6162222222,11.7846666667,8.16488888887,11.8685555555,23.2323333333,29.7136666667,21.2121111111,14.8146666666
185.63,-2.97466666667,3.23711111112,8.92377777778,7.6991111111,11.3735555556,17.7604444445,29.2213333333,18.635,9.71122222221
186.01,2.15055555556,9.7492222222,14.9104444445,16.7024444444,18.1362222222,19.6058333333,30.6093333333,22.8674444444,15.2687777778
186.39,-2.26233333332,4.79033333334,11.4436666667,18.5628888889,16.4337777778,12.8743888889,27.0792222222,19.6275555556,12.3753333333
186.77,-6.78200000002,1.15433333332,7.50355555555,15.7287777778,10.3896666667,6.4213888889,24.3866666667,20.3464444445,8.65788888889
187.15,-4.89155555558,3.21466666667,8.246,16.6316666666,10.2025555556,4.15783333333,23.8295555556,24.4583333333,8.17622222221
187.53,-16.3786666667,-8.64188888889,-0.823,7.07811111112,1.06977777778,-3.70366666667,15.1441111111,18.7654444444,-2.05766666667
187.91,-23.2718888889,-7.96144444445,-6.99900000001,8.66122222221,-0.874777777777,-9.9298888889,11.5486666667,17.3226666667,-6.03677777778
188.29,-15.7623333333,-1.20588888889,2.66999999999,16.193,7.57966666669,-1.72266666667,17.5708888889,22.5667777778,-1.55044444445
188.67,-20.6987777778,-5.91377777778,1.52333333333,13.889,4.301,-3.13633333333,17.0248888889,21.4155555555,-2.32966666667
189.05,-37.0028888889,-16.5136666667,-8.56266666668,3.87355555556,-5.60644444444,-19.9795555556,6.32011111109,10.2955555556,-18.8582222222
189.43,-42.9564444444,-17.4603333333,-13.492,-5.85311111113,-10.5156666667,-22.9663888889,-2.08333333332,2.08344444444,-22.619
189.81,-38.7961111111,-12.5001111111,-11.4814444445,-6.48144444443,-12.5,-23.2407777778,-6.75922222223,-2.22211111112,-19.6296666666
190.19,-51.9643333333,-21.3242222222,-20.9876666666,-20.9877777778,-26.0382222222,-38.2154444444,-15.6004444444,-12.5702222222,-34.7923333333
190.57,-36.3447777778,-9.55344444446,-8.09977777778,-15.6802222222,-15.4725555556,-23.9356666667,-6.33444444442,-5.60744444443,-21.3915555556
190.95,-25.9577777778,-7.18377777777,-4.11877777777,-13.1226666667,-5.36411111112,-10.9195555555,1.91588888889,-5.17244444443,-18.2948888889
191.33,-29.4686666667,-12.947,-9.66177777777,-14.1063333333,-9.37188888888,-10.7247222222,-1.06266666664,-13.6231111111,-21.6426666667
191.71,-21.4348888889,-3.5871111111,0.0874444444567,-6.38677777776,-4.11188888888,-4.46205555556,6.8242222222,-7.6991111111,-14.3481111111
192.09,-12.1733333333,-1.06199999998,9.23188888889,-2.20599999998,3.43144444445,0.367666666667,15.9314444444,-1.47066666667,-9.39533333333
192.47,-18.8805555555,-8.772,-0.0834444444333,-8.9388888889,-8.02011111112,-8.52138888889,9.18955555557,-11.1112222222,-18.7971111111
192.85,-26.867,-14.0254444444,-8.6518888889,-17.7596666666,-16.5755555556,-18.1693888889,0.09099999999,-22.5865555556,-30.4187777778
193.23,-19.6516666667,-8.0432222222,-1.24377777779,-7.13111111111,-9.86744444446,-5.92872222222,6.1361111111,-14.345,-25.0414444444
193.61,-8.046,-2.52866666664,7.66288888889,2.75866666667,-1.99233333333,0.153444444457,11.8008888889,-6.36011111112,-18.0075555556
193.99,-12.0145555555,-7.8591111111,6.775,-0.993777777767,-6.14277777777,0.316166666677,11.8338888889,-8.6721111111,-26.6485555555
194.37,-15.8308888889,-10.9145555556,4.8182222222,-2.36,-8.06288888888,-1.22916666667,10.7176666667,-11.3076666667,-26.5486666667
194.75,-21.2212222222,-16.5164444445,-3.30322222221,-7.00700000003,-17.5174444444,-6.20638888888,7.70788888888,-13.914,-33.3332222222
195.13,-19.6582222222,-7.1581111111,6.30333333336,3.95299999998,-11.752,-3.63249999999,17.4145555555,-6.51722222223,-29.2736666667
195.51,-14.2703333333,-3.70377777777,9.25933333333,6.86277777779,-7.51644444444,-5.82788888889,21.3508888889,-7.29855555557,-24.7277777778
195.89,-10.7743333333,-1.9081111111,12.5702222222,16.1615555556,-2.69355555557,-6.95844444443,25.1402222222,-6.84633333332,-20.5385555556
196.27,-17.0634444444,-2.38099999997,5.82011111112,12.8305555556,-15.873,-7.93666666667,14.815,-16.5344444445,-26.8517777778
196.65,-2.44200000003,13.431,18.5591111111,23.4433333333,4.02944444447,10.8057222222,24.9084444444,-0.122222222233,-10.1343333334
197.03,-2.74633333331,12.2347777778,22.0974444445,27.5904444444,4.11977777779,15.668,24.5942222222,1.87266666666,-7.98988888887
197.40,10.6174444444,16.2962222222,26.6666666667,27.6541111111,12.2223333333,13.9506666667,27.1604444444,2.96311111113,3.82711111111
197.78,2.61433333333,10.2941111111,22.8757777778,20.7516666667,3.10466666667,2.53272222223,23.8562222222,-5.22866666668,-8.17
198.16,13.0435555556,5.7971111111,25.443,25.765,7.72955555557,11.6747777778,22.3832222222,1.12722222223,-4.5088888889
198.54,22.2222222222,13.6986666667,34.5512222222,36.2251111111,17.1994444444,24.5053888889,26.6364444445,13.5463333333,6.08844444447
198.92,34.2047777779,13.7255555554,49.2373333332,46.4053333333,19.1721111111,31.3727222221,34.2047777778,18.7363333333,3.268
199.30,29.1111111111,-1.77777777777,36.2222222222,30.8888888889,3.77777777777,16.4444444444,8.66666666667,7.55555555557,-13.1111111111
199.68,33.5185555555,8.8887777778,42.0371111111,31.6665555556,14.6297777778,30.0926666666,10.9261111111,18.5185555555,-5.55544444447
200.06,30.0166666667,4.80944444447,35.3232222222,18.5736666667,12.4378888889,22.0562777778,4.14588888889,11.277,-7.46255555557
200.44,48.3333333333,20.1388888889,50.6944444445,38.8888888889,36.1111111111,40.763888889,25.2777777778,29.0277777778,16.5277777778
200.82,53.8813333333,17.1994444444,51.5981111111,38.2041111111,37.4427777778,33.181111111,24.0485555556,31.8114444444,19.3304444445
201.19,56.3353333333,-3.3138888889,35.0877777778,26.1208888889,25.5358888889,19.590611111,5.4581111111,11.1111111111,4.8732222222
201.57,58.9284444445,0.396777777767,37.5002222222,22.0238888889,27.9761111111,22.2221666668,7.34122222221,18.4522222222,1.9841111111
201.95,72.6930000001,15.2541111111,55.1787777779,38.4181111111,48.0226666667,41.8078888888,20.904,30.8851111111,20.5274444445
202.33,87.4213333332,42.1384444443,67.2956666668,49.266,65.4087777777,41.5095,33.7525555555,35.2201111111,36.8972222222
202.71,103.703777778,44.7294444443,76.638111111,38.7465555555,75.2136666668,37.8914999999,33.0485555556,19.0881111111,22.5071111111
203.09,98.2906666666,47.2935555557,67.8064444444,37.6068888889,90.598111111,33.9033333332,27.9202222222,4.8432222222,22.2221111111
203.47,122.222111111,62.3457777777,78.0864444446,40.1234444445,105.555555556,84.2592777778,49.6915555555,15.7406666667,50.6174444444
203.85,193.75,82.6388888889,81.2499999999,25.6944444443,162.5,118.402777778,40.2777777778,-24.3055555555,45.1388888889
204.22,-1522.22222222,-722.222222221,-700.000000001,-311.111111111,-1505.55555556,-1233.33333333,-416.666666666,22.2222222233,-477.777777778
204.60,-115.555555556,21.1111111109,65.5555555554,198.888888889,-89.9999999999,-8.33333333333,183.333333333,217.777777778,147.777777778
204.98,14.5594444443,59.7702222221,64.3677777777,114.559333334,25.6704444444,57.4712222223,114.559111111,136.015333333,85.8237777778
205.36,-8.51855555553,21.4814444443,31.1111111111,77.7777777779,-12.2222222222,27.4073888889,82.963,88.1483333332,63.3333333333
205.74,20.576,38.0659999999,37.6544444445,59.2591111111,19.5474444445,33.4363333332,79.6296666668,75.5144444446,60.6996666667
206.12,33.8384444444,52.3567777778,51.8516666667,63.2996666666,41.0774444445,43.8550555554,80.9764444444,84.3434444444,64.9832222222
206.50,34.4631111111,65.724888889,59.5104444444,62.5235555556,47.2692222222,40.4894999999,95.1035555556,90.9604444443,72.693
206.87,14.6751111111,57.6518888888,47.589,44.6541111111,36.2683333333,31.7611111112,92.6624444444,83.8575555556,63.5218888889
207.25,12.3861111111,57.7412222221,42.805,36.2478888889,34.4261111111,29.0527222221,84.6995555553,69.9454444445,55.0091111111
207.63,22.6726666667,55.2551111111,42.1921111111,31.8318888889,34.0841111111,42.192388889,86.6367777777,63.6635555555,57.8078888889
208.01,19.4743333333,51.6127777778,33.3334444444,31.8995555556,33.6916666667,38.7097222221,72.7597777778,53.7636666666,48.6261111111
208.39,19.473,52.2337777778,38.8316666667,34.5933333333,39.5188888889,40.1489444446,75.6012222222,57.8465555556,52.2336666667
208.77,8.61877777776,42.6792222222,23.9875555555,22.3262222222,29.4913333333,25.078,51.1944444445,42.5752222222,33.2295555556
209.14,-5.8541111111,30.4658888889,11.7084444444,7.88533333332,14.8147777778,4.48033333333,42.7716666667,31.0632222222,24.6116666667
209.52,-18.3862222222,19.4444444444,-5.95244444444,-4.89422222223,8.33344444443,-8.267,35.7142222222,20.3702222222,13.3598888889
209.90,-16.9376666667,19.5122222222,-8.80766666668,-4.87811111111,9.34955555557,-9.55277777777,34.0107777778,21.6803333333,12.4661111111
210.28,-20.5808888889,16.5404444444,-10.9847777778,-2.27255555555,7.07077777777,-7.2601111111,27.9041111111,15.4041111111,9.84833333334
210.66,-12.2333333333,18.7428888889,-8.64199999999,4.71388888889,12.9067777778,0.673388888878,28.0583333333,19.0796666667,15.2636666667
211.03,-15.6117777778,20.1126666667,-11.5332222222,1.82844444443,11.111,-10.7596111111,26.8636666667,17.8622222222,9.84544444445
211.41,-9.2593333333,28.775,-10.399,15.9544444444,19.0883333333,-13.1053333333,34.3305555556,25.6412222222,14.9573333333
211.79,-20.1585555555,28.5715555556,-22.2222222222,7.46055555553,14.9205555555,-24.4444444444,27.619,29.6824444445,6.82544444446
212.17,-45.1388888889,12.963,-56.7131111111,-18.9813333333,-12.5,-75.2314444445,15.7407777778,22.2222222222,-13.426
212.55,-37.1157777778,21.0401111111,-60.7565555555,-17.7304444444,-11.1112222222,-65.0117777778,12.5293333334,14.4207777778,-14.8937777778
212.92,-18.3836666667,25.0506666667,-46.8687777778,-10.3031111111,-7.47477777777,-52.4242777778,22.8282222222,9.29288888889,-4.24233333334
213.30,-1.49255555553,38.6402222222,-25.7047777778,11.9403333333,10.6137777778,-27.5291111111,31.509,26.2023333333,15.423
213.68,19.1571111111,61.111111111,-10.3448888889,39.2722222222,33.3333333333,-16.6666666667,51.9156666667,55.7471111111,30.0766666667
214.06,7.90122222223,59.9999999999,-24.4443333333,44.1975555556,31.6048888889,-27.1605,49.6296666667,54.0741111111,23.7035555556
214.44,13.968,77.7780000001,-24.7618888889,59.3651111111,39.6824444445,-42.5395555554,70.7935555557,72.381,29.8411111111
214.81,-4.24844444443,65.0325555555,-23.8561111111,53.5947777778,19.281,-58.1697777777,60.7843333332,62.7448888889,17.6471111111
215.19,13.9304444445,54.5606666667,6.79933333333,51.4094444444,29.3532222222,-1.99022222223,56.7165555555,50.7462222222,30.8456666667
215.57,7.69244444447,52.564,4.05988888888,54.0597777778,27.1367777778,-14.6367222222,64.9572222221,56.6238888889,35.0427777778
215.95,3.2678888889,53.3768888889,11.3288888889,72.549,28.5404444444,-6.10027777767,70.5882222221,52.7235555556,40.5227777778
216.32,-7.88533333332,40.1434444444,5.914,56.6308888889,20.9677777778,-4.39055555557,54.8386666667,41.3978888889,27.7778888889
216.70,-15.7407777778,33.3332222222,5.00000000003,53.8888888889,21.8518888889,-11.2963333333,56.111,46.8518888889,26.4813333333
217.08,-58.0246666667,32.4073333333,-16.0494444444,61.4196666667,13.2715555556,-40.5866111112,72.5308888887,70.9877777777,11.1108888889
217.46,-185.620888889,2.61444444443,-73.2027777779,61.4381111111,-19.6077777779,-124.836611111,115.686333333,76.4705555557,-52.2875555557
217.83,-145.410666666,31.8841111112,-35.2656666667,32.8503333333,-16.9083333333,-66.1836666667,67.6327777779,53.6230000001,-38.1643333333
218.21,-103.003111111,4.80466666669,-28.5284444445,-0.300333333323,-27.027,-65.9158888889,33.3332222222,23.7237777778,-45.946
218.59,-83.9506666667,-4.9382222222,-28.642,-9.3827777778,-24.6914444444,-59.7532222222,22.4692222222,14.074,-43.7036666667
218.97,-132.291666667,-30.5555555555,-72.5694444445,-38.8888888889,-44.4444444444,-99.3055555556,4.8611111111,-3.125,-93.0555555557
219.34,-181.944444444,-51.8517777779,-102.314777778,-68.9814444444,-61.5740000001,-136.573944444,-2.31477777767,-14.3517777778,-120.833222222
219.72,-161.685888889,-34.8657777778,-89.655222222,-63.6015555555,-50.9578888889,-90.0383333333,5.36400000003,-11.4942222222,-110.728
220.10,-207.729444445,-47.3431111111,-132.850222222,-112.077222222,-64.2511111112,-108.454166667,-0.966222222333,-32.3671111111,-155.072444445
220.47,-388.888888889,-118.182,-278.787888889,-185.858777778,-104.040444445,-194.949333333,-15.1514444447,-121.212,-301.01
220.85,-559.722222222,-252.777777778,-480.555555556,-302.777777778,-265.277777778,-380.555555556,-105.555555556,-305.555555555,-512.5
221.23,-855.555555556,-497.777777778,-753.333333335,-531.111111111,-468.888888889,-684.444444444,-117.777777778,-568.888888889,-724.444444445
221.61,-307.143,-184.126777778,-315.873,-200.793666667,-203.174666667,-281.746166667,-52.3809999999,-226.190333333,-279.365
221.98,-242.222222222,-188.888888889,-276.111111111,-158.333333333,-172.777777778,-246.388888889,-51.6666666668,-199.444444444,-208.333333334
222.36,-529.629555556,-409.876555555,-660.494000001,-360.493888889,-376.543222222,-555.555833333,-143.209888889,-476.543222222,-445.678888889
222.74,896.296333333,596.296444445,1083.33344445,588.888777778,635.185222222,921.296388889,312.962888889,807.407444444,733.333444444
223.11,1533.33333333,848.148222223,1792.59266667,933.333333333,1022.22222222,1600.00027778,237.037222222,1381.48144444,1188.88888889
223.49,-261.481666667,-122.963,-305.185,-160.740666667,-149.629666667,-311.851777778,-17.7776666668,-221.481666667,-209.629777778
223.87,-186.928111111,-108.496666667,-229.411666667,-116.993555556,-112.418222222,-288.235222222,-22.8757777779,-186.927888889,-170.588222222
224.24,-172.222222222,-109.722222222,-215.277777778,-85.4166666667,-94.4444444443,-297.569444444,-33.3333333335,-177.777777778,-171.527777778
224.62,-239.814777778,-111.111,-245.370333334,-125.0,-111.111,-384.722166667,12.9629999999,-172.222222222,-190.740666667
225.00,-412.5,-170.833333333,-394.444444444,-194.444444445,-131.944444445,-535.416666667,31.9444444444,-172.222222222,-212.5
225.38,-111.594222222,-26.5701111112,-97.5845555554,-28.5025555557,-1.93244444447,-114.734388889,23.1883333334,-25.1206666667,-43.4782222222
225.75,-48.148,-0.925888888877,-23.1481111111,12.963,40.7406666667,-51.5433333333,41.6665555556,17.9011111111,6.48166666667
226.13,-57.2222222223,10.0,-21.1111111112,14.9999999999,72.2222222221,-56.6666666666,86.111111111,43.3333333333,10.5555555555
226.51,13.8138888889,38.4384444443,45.946,40.5404444444,78.9789999999,22.6728888889,80.1802222222,65.7658888888,49.2492222222
226.88,-1.18423789293e-15,-3.17466666678,54.4973333332,38.6243333333,111.111111111,13.7567222222,120.105777778,88.359888889,38.0951111111
227.26,-90.7408888889,-66.6666666666,100.0,124.074222222,301.852,-98.1480555553,246.296222222,196.296222222,31.4815555556
227.64,36.1757777778,45.2196666666,14.4702222222,5.16777777777,-17.0541111111,35.7881666667,-5.943,12.6615555555,27.3903333333
228.01,30.2468888889,39.3003333333,21.1933333333,11.7284444445,-14.6092222222,28.3951666667,-2.67466666668,12.3456666667,22.0164444444
228.39,25.443,34.9435555556,19.9678888889,8.21233333334,-5.636,31.9645555555,-2.25433333333,11.5942222222,21.9001111111
228.76,25.3267777778,35.9476666667,21.5685555556,10.294,-1.30711111113,38.6437777778,2.77777777779,18.3005555556,25.6535555556
229.14,10.974,21.5363333333,6.85855555556,6.58433333333,-2.33188888889,30.8642777778,3.01788888889,12.3458888889,17.8325555555
229.52,15.404,19.9494444444,9.84866666667,10.4798888889,0.88388888889,37.4366666667,5.80800000001,17.803,18.4342222222
229.89,24.5725555556,25.5342222222,19.017,24.6794444445,12.6068888889,40.4915555556,18.6964444445,29.3803333334,28.2048888889
230.27,37.5404444444,33.9803333334,30.6364444444,30.313,20.0647777778,51.1325555556,29.3421111111,35.5987777778,37.1088888889
230.65,43.0976666667,35.4376666667,36.4478888889,31.7338888889,27.2726666667,50.2522777778,32.9124444444,39.3097777778,40.4883333333
231.02,46.5336666667,35.2326666667,36.1822222222,32.5735555556,31.2441111111,48.8603888889,36.8471111111,41.5954444445,39.3163333333
231.40,49.5726666667,39.8505555556,39.5298888889,37.5,34.6154444445,44.7650555555,37.1795555556,45.406,40.4914444444
231.78,65.9356666667,45.3216666667,56.2865555556,53.3626666667,53.2162222222,58.041,51.3157777778,59.649,52.7778888889
232.15,72.5307777778,50.9258888889,64.5062222222,58.9505555556,58.7963333333,58.4877777778,58.4876666667,68.0555555554,61.5742222222
232.53,96.119888889,66.4905555555,88.889,86.9487777778,74.7795555556,81.2168888889,76.0141111111,92.2396666666,79.0124444444
232.90,93.5837777778,68.7011111111,88.8888888889,84.507,69.4836666667,70.0312222222,71.9873333334,89.5148888889,80.5946666667
233.28,94.5082222222,78.2885555555,91.8263333333,86.8453333332,75.8621111111,77.5862777778,71.7753333334,100.511,84.0356666667
233.66,84.6666666667,75.2222222222,83.6666666667,78.4444444444,72.8888888889,71.1666666667,69.6666666667,90.1111111111,78.5555555556
234.03,67.3612222222,58.1348888889,65.9724444444,62.1032222222,58.6308888889,54.9106666667,57.4405555556,73.2142222222,60.5158888889
234.41,47.6702222222,40.3224444445,46.9534444444,47.2222222222,44.1755555556,37.7691111111,39.8745555556,59.319,43.2795555555
234.78,43.9528888889,35.8898888889,39.6263333333,47.0008888889,38.6428888889,33.8741666667,31.7598888889,51.7207777778,39.4295555556
235.16,40.1182222222,31.5633333333,36.9714444444,41.1997777778,32.055,34.0705,24.6804444445,45.3293333334,34.9066666666
235.54,33.9814444444,30.3703333333,37.3147777778,38.4258888889,27.9628888889,39.1667777778,23.2406666667,41.6666666667,27.1296666667
235.91,25.6547777778,26.1968888889,29.2681111111,27.1001111111,21.9511111111,32.4297777778,20.054,34.0558888889,20.8671111111
236.29,26.5662222222,26.3156666667,27.2345555555,29.3232222222,23.3915555556,33.2081111111,22.1385555556,32.1637777778,20.1336666666
236.66,19.8312222222,23.0663333333,21.8003333333,25.879,20.4641111111,25.6329444444,19.1281111111,22.7144444444,16.9481111111
237.04,15.7932222222,19.6365555555,17.9595555556,22.7812222222,18.3787777778,23.2705,19.9162222222,18.4485555555,13.2076666667
237.41,9.05355555556,12.675,10.535,15.391,5.18522222223,13.9506666667,14.2387777778,8.23044444444,6.50222222223
237.79,9.1271111111,13.4126666667,14.2063333333,16.111,5.87277777779,15.595,14.603,8.09511111112,6.82544444445
238.17,8.26011111112,15.424,20.0292222222,14.3273333334,6.94455555557,15.0584444444,14.1082222222,7.31,10.5263333333
238.54,9.45177777777,17.8212222222,20.4185555555,15.2958888889,9.95677777777,19.8050555556,17.0273333333,8.297,13.7084444444
238.92,8.87688888888,18.7197777778,20.954,13.466,14.3117777778,19.1426666667,19.5652222222,11.8356666667,15.4591111111
239.29,5.5028888889,15.291,16.4021111111,13.4922222222,12.9102222222,15.9787222222,18.889,11.5343333333,15.344
239.67,8.46577777778,14.8591111111,15.6524444444,13.6683333333,14.5502222222,14.5502777778,19.3564444444,12.2575555555,19.0477777778
240.04,12.8527777778,19.0525555556,18.6347777778,18.7043333333,17.9031111111,18.0075555556,19.784,15.3605555556,21.5255555556
240.42,9.93988888888,16.5243333333,15.5744444444,15.1314444445,15.2897777778,15.0204444445,17.2841111111,13.0104444444,19.0883333333
240.79,8.51544444446,14.2025555556,12.5692222222,12.6568888889,12.5402222222,11.8982777778,14.669,12.3066666667,16.8561111111
241.17,7.80188888889,11.8374444445,11.0302222222,11.2188888889,10.7344444444,11.7568333333,12.268,11.4877777778,15.846
241.54,8.055,11.8693333333,10.8267777778,11.7032222222,11.8691111111,12.0824444445,11.6085555556,11.822,15.731
241.92,7.98944444443,10.5873333333,9.19033333332,11.2203333333,10.7836666666,11.2093333333,10.631,10.7836666667,15.5642222222
242.29,8.12433333332,10.9441111111,7.70677777777,10.443,10.6725555555,13.0431111111,9.96244444443,10.8394444444,15.3091111111
242.67,7.46033333333,9.92066666667,6.38888888889,9.84122222222,9.762,11.746,9.06755555557,9.82155555555,14.6231111111
243.05,9.74122222224,11.9102222222,8.40933333334,11.3774444445,10.6926666667,13.3181111111,10.8446666667,11.2253333333,16.134
243.42,11.8123333333,13.9348888889,10.6128888889,12.9566666667,12.1632222222,14.9779444444,12.1263333333,12.44,16.7035555556
243.80,10.0036666667,12.3123333334,8.8398888889,12.1058888889,11.2237777778,13.7293888889,10.642,10.7733333333,14.8085555556
244.17,9.34255555558,10.7266666667,6.86277777778,10.0154444444,9.74633333333,12.9277777778,9.05433333336,9.51555555556,13.6101111111
244.55,10.5174444444,10.87,8.18033333333,10.7587777778,9.99811111112,14.0048888889,8.64400000002,9.58988888889,14.1717777778
244.92,10.203,9.65099999999,7.728,10.0427777778,10.0784444444,14.0758333333,8.63588888889,8.86766666667,14.6188888889
245.30,9.77844444446,9.92288888888,7.81955555556,10.3243333333,10.4205555556,13.4312777778,8.50988888889,8.44577777779,14.4026666667
245.67,9.61977777779,9.61977777778,8.15777777778,10.1607777778,9.86844444445,13.8085,8.88866666667,8.24555555556,14.4882222222
246.05,8.23533333334,8.70577777778,6.61444444445,9.00655555555,8.94122222221,13.4835555556,7.79055555558,7.38555555556,13.451
246.42,7.18688888889,7.62422222222,5.82744444444,8.51055555554,8.10888888889,11.9858333333,6.8678888889,6.442,12.3877777778
246.79,7.09744444444,6.90055555556,5.479,7.83011111111,7.41477777778,11.8217777778,6.34277777778,6.10233333333,11.8657777778
247.17,5.88166666667,5.47788888889,4.57722222222,7.48655555556,6.45133333333,11.6702222222,5.32255555556,5.20877777778,11.0178888889
247.54,4.59466666667,4.43844444444,3.57033333333,6.27233333333,5.38488888889,10.7016666667,4.36044444444,4.38,10.2818888889
247.92,5.09755555555,4.78611111111,3.53055555555,6.05111111111,4.78611111111,10.8231111111,3.84233333333,4.12544444444,10.3086666667
248.29,4.25355555556,3.855,2.73377777778,5.33777777778,3.466,9.9573888889,3.13233333333,3.28055555555,9.31333333333
248.67,4.03277777778,3.34355555556,1.96533333333,4.90822222222,3.23177777778,9.78822222222,2.93377777778,3.49244444445,9.15511111111
249.04,4.41,4.04722222222,2.54866666667,5.10677777778,3.91377777778,10.4382777778,3.58922222222,3.76088888889,9.25933333333
249.42,3.88355555556,3.23466666666,1.68711111111,4.23277777778,2.75533333333,9.89316666667,2.915,2.89533333333,8.64533333333
249.79,4.07377777778,3.36155555556,1.26733333333,4.22055555556,3.20466666667,9.77061111112,3.07911111111,2.817,8.84922222222
250.17,3.86677777778,2.88866666667,1.36455555555,3.77577777778,2.62711111111,8.99583333333,2.71822222222,2.50211111111,8.63188888889
250.54,4.18788888889,2.79577777778,1.17388888889,3.57066666667,2.25122222222,8.96261111111,2.72322222222,2.63866666667,8.62988888889
250.92,2.99877777778,2.34522222222,0.602444444444,2.75544444445,1.461,8.14427777778,2.02477777778,1.70444444444,7.83033333333
251.29,3.09177777778,2.26811111111,-0.0134444444443,1.701,1.08011111111,7.97216666667,1.87655555555,1.57955555556,7.77644444445
251.66,4.50688888889,2.94777777778,1.19044444444,2.45177777778,2.40933333333,9.41755555556,3.529,3.06122222222,8.92855555556
252.04,5.54855555556,3.953,2.88011111111,4.12255555556,4.46133333333,10.5465,5.98633333333,4.80033333333,10.6452222222
252.41,6.06711111111,4.291,3.04066666667,4.93022222222,5.45588888889,10.7630555556,6.12366666667,5.25711111111,11.3524444444
252.79,6.33677777778,5.27133333333,3.79366666667,5.76866666667,6.32277777778,11.0117222222,7.20377777778,5.76866666667,11.7504444444
253.16,6.21055555555,5.52033333333,4.098,6.32311111111,6.15411111111,11.1179444445,7.08355555556,6.40755555556,11.9703333333
253.54,8.11933333332,8.49833333333,6.81255555555,9.36933333333,8.6811111111,13.5272777778,9.2848888889,8.82133333333,13.6675555556
253.91,8.26455555557,8.35144444444,7.29666666667,9.72411111112,8.29355555557,13.8346111111,9.42044444446,8.90044444445,13.1773333333
254.28,8.81322222223,9.36588888888,7.72255555556,10.6602222222,8.85688888889,14.3981111111,9.94777777778,9.90411111112,13.8598888889
254.66,9.80033333334,10.6843333333,8.97711111111,12.5588888889,10.593,15.8206111111,11.6445555556,11.3092222222,14.83
255.03,13.0277777778,13.0123333333,11.7344444444,14.6953333333,12.8096666667,17.8744444445,14.0095555556,13.3395555555,17.4223333333
255.41,13.1484444445,13.6342222222,12.6155555556,15.2327777778,13.3834444445,17.599,14.1984444445,14.0415555556,17.3483333334
255.78,11.7591111111,12.7074444444,10.5578888889,13.7506666667,11.9962222222,16.1528888889,11.775,11.854,15.4575555556
256.15,11.2212222222,12.777,10.215,13.3583333334,11.504,16.604,11.064,11.7555555556,14.8358888889
256.53,10.7365555556,12.6715555556,10.6272222222,12.9681111111,11.3608888889,17.2751111111,11.6262222222,11.4856666667,15.1061111111
256.90,9.02588888888,10.8486666667,8.93844444443,10.5715555556,9.62388888888,15.6239444445,9.63844444443,9.49266666667,13.415
