wavelength,Back_ParGulm,Belly_ParGulm,Breast_ParGulm,Crissum_ParGulm,Crown_ParGulm,DorTail_ParGulm,Rump_ParGulm,Throat_ParGulm,WingTip_ParGulm
350.00,7.76191111112,29.4179666667,24.1665333333,28.5528,5.47096666667,8.63423333333,7.39447777778,6.78691666667,9.37073333333
350.37,7.83448888889,29.3741,24.2469333333,28.6156666666,5.51906666667,8.66946666667,7.35633333333,6.9305,9.2316
350.73,7.86115555556,29.6077666667,24.3908666667,28.9331333333,5.4512,8.79726666667,7.37375555555,6.93775,9.18749999999
351.10,7.78364444444,29.5824666667,24.4314,29.0111333333,5.31976666667,8.69446666667,7.30907777778,6.833,9.07376666666
351.46,7.7709111111,29.7549333333,24.5883333333,29.2085333333,5.21966666667,8.77213333333,7.30086666667,6.747,9.01043333334
351.83,7.89771111112,29.8682,24.7099333333,29.3552666667,5.3447,8.88303333333,7.39853333333,6.81033333334,9.13843333333
352.19,7.8632,29.9259,24.8628,29.3781333333,5.41253333333,8.81866666667,7.43861111111,6.80475,9.0976
352.55,7.86464444445,30.1149,24.9284666667,29.3908666667,5.4071,8.8513,7.44798888889,6.80075,9.01849999999
352.92,7.99268888888,30.3388,25.1410666667,29.3577333333,5.44543333333,8.87716666667,7.47314444445,6.89066666667,9.03740000001
353.28,8.12213333334,30.706,25.5122666667,29.5772666667,5.62206666667,9.08143333333,7.67781111111,7.07641666667,9.17299999999
353.65,7.7882,30.589,25.3484666667,29.4009333333,5.28833333333,8.7279,7.34105555556,6.80108333333,8.83880000001
354.01,7.7532,30.5369333333,25.3284666666,29.3370666667,5.34736666667,8.84466666667,7.34543333333,6.82733333333,8.91086666667
354.38,7.72857777778,30.7716,25.477,29.5012,5.40846666667,8.90456666667,7.40431111111,6.7915,9.03603333334
354.74,7.88764444444,30.9375333333,25.7568,29.682,5.5944,9.00643333333,7.56061111111,6.96933333333,9.21946666666
355.11,7.68533333334,31.0689333333,25.8097333333,29.5826,5.45876666667,8.8574,7.40395555555,6.84675,9.0296
355.47,7.4729111111,30.9187666667,25.7221333333,29.4249333333,5.2571,8.60833333333,7.1871,6.66433333333,8.8555
355.83,7.25364444445,30.9366666667,25.5969333333,29.4488666667,5.05063333333,8.3667,7.00271111111,6.46191666667,8.78996666667
356.20,7.19335555556,31.0282666667,25.6186666667,29.5041333334,4.94926666667,8.31256666667,6.89631111112,6.35258333333,8.71013333333
356.56,7.27793333333,31.2253666667,25.7844666667,29.6855333333,5.0225,8.36373333333,6.95826666667,6.35533333333,8.85966666666
356.93,7.04528888889,31.0951333333,25.6603333334,29.6858,4.81146666666,8.16066666667,6.75534444445,6.06558333333,8.61433333333
357.29,6.98962222222,31.0342333333,25.6651333333,29.6855333333,4.7312,8.0741,6.62526666667,5.98625,8.52696666666
357.66,6.97153333333,31.096,25.6792666667,29.6841333334,4.71466666667,8.04803333333,6.63282222222,5.97658333333,8.53243333333
358.02,6.8590888889,31.1538666667,25.6893333333,29.7935333333,4.60753333333,7.88106666667,6.52926666667,5.83816666667,8.39713333333
358.38,6.76106666667,31.1972333333,25.6442666667,29.8429333333,4.4469,7.75786666667,6.44962222222,5.77841666667,8.25826666667
358.75,6.71813333333,31.2061333333,25.6602,29.8124,4.352,7.63613333333,6.37657777778,5.7295,8.1825
359.11,6.81022222222,31.2309666667,25.7014666667,29.9476666667,4.39943333333,7.67136666667,6.39882222222,5.7655,8.28770000001
359.48,6.72231111111,31.4106666667,25.7997333333,30.0679333333,4.41323333333,7.6491,6.39278888889,5.74341666667,8.29893333333
359.84,6.9628888889,31.5963333333,26.0733333333,30.2458,4.67496666667,7.8813,6.62963333333,5.94925,8.48303333333
360.20,6.96968888888,31.6379666667,26.1593333333,30.2924666667,4.62686666667,7.86483333333,6.64458888889,5.87458333333,8.44083333333
360.57,6.87999999999,31.7016666667,26.2261333333,30.3895333333,4.54833333333,7.78883333333,6.59385555555,5.81808333333,8.34226666667
360.93,6.81582222223,31.8670333333,26.3204666667,30.4506666667,4.51923333333,7.7388,6.55354444445,5.8485,8.33456666666
361.29,6.91906666666,32.1275666667,26.557,30.7140666667,4.63943333333,7.8635,6.68837777778,5.97141666667,8.47056666667
361.66,6.99820000001,32.2935666667,26.7302666667,30.9073333334,4.67223333333,7.90483333333,6.69844444445,5.96283333333,8.44656666667
362.02,6.94051111112,32.339,26.8097333333,30.9502666667,4.64273333333,7.8717,6.64473333333,5.90491666667,8.39976666667
362.39,6.95166666666,32.3012333333,26.8751333333,30.9497333333,4.69296666667,7.83223333333,6.61484444445,5.88808333334,8.45380000001
362.75,6.94324444444,32.4083333333,26.9257333333,30.9998,4.75426666667,7.85166666667,6.6265,5.93525,8.44006666667
363.11,7.01753333333,32.5802333333,27.075,31.1598,4.84526666667,7.92,6.71764444445,5.97916666667,8.51550000001
363.48,7.14626666667,32.6018,27.1479333333,31.1844666667,4.91343333333,7.943,6.75712222222,6.017,8.49709999999
363.84,7.27635555556,32.7723333333,27.3223333333,31.3752666667,4.98986666667,8.02643333333,6.83613333333,6.1295,8.53053333333
364.20,7.36284444445,32.9299333333,27.464,31.5355333333,5.0971,8.1072,6.8733,6.21333333334,8.57446666667
364.57,7.3904888889,32.9769666667,27.524,31.6237333333,5.0551,8.025,6.85364444445,6.18583333333,8.56363333334
364.93,7.56722222223,33.2345333333,27.7447333333,31.8717333333,5.1899,8.1458,7.03635555555,6.32983333334,8.71676666667
365.29,7.58231111112,33.2199666667,27.7588,31.8547333333,5.16553333333,8.0764,7.0482,6.267,8.71626666667
365.66,7.45395555555,33.1658666667,27.7075333333,31.7862666667,5.00896666667,7.91283333333,6.94642222222,6.16958333333,8.61316666667
366.02,7.55231111112,33.3042,27.8695333333,31.8914666667,5.0883,8.02826666667,7.0429,6.22108333333,8.72623333333
366.38,7.57815555555,33.5663,28.0222,32.0134,5.08913333333,8.04686666667,7.06938888889,6.24583333333,8.71823333333
366.75,7.48677777778,33.6484666667,28.0314,32.0946666667,4.98966666667,7.95143333333,7.01066666667,6.16116666667,8.65089999999
367.11,7.52982222223,33.7322,28.1908,32.1826,4.98383333333,7.98556666667,6.99238888889,6.18883333333,8.57683333333
367.47,7.52277777778,33.9161333333,28.3007333333,32.3772,4.9433,8.06043333333,7.06641111111,6.24341666667,8.64573333333
367.84,7.19604444445,33.8889333333,28.2092666667,32.3030666667,4.68813333333,7.81893333333,6.81977777778,6.03975,8.42236666666
368.20,7.04115555556,33.7123666667,28.1033333333,32.247,4.59853333333,7.6884,6.69277777778,5.93258333333,8.31473333333
368.56,7.14657777778,33.8897666667,28.3262,32.4008,4.7712,7.8775,6.8195,6.1,8.43920000001
368.93,7.21793333334,33.8559333333,28.4380666667,32.4694,4.8585,7.9514,6.83097777778,6.02266666667,8.49480000001
369.29,7.00284444444,33.8238666667,28.3932,32.4103333333,4.6429,7.75993333333,6.59744444445,5.80516666667,8.23276666667
369.65,7.24913333334,33.9832666667,28.684,32.674,4.89956666667,8.00046666667,6.79403333333,6.0795,8.48090000001
370.01,7.30544444445,34.0939333333,28.7928666667,32.8246,4.8757,7.9753,6.81635555555,6.122,8.47823333333
370.38,7.35991111111,34.1412666667,28.9730666667,32.9864,4.9234,8.05686666667,6.90421111111,6.193,8.50203333333
370.74,7.36297777778,34.1446,29.0633333333,32.9669333333,4.8742,8.0504,6.87011111111,6.14775,8.48033333333
371.10,7.25411111111,34.1728666667,29.0286,32.9823333333,4.8017,7.91856666667,6.80571111111,6.06366666667,8.43869999999
371.46,7.13735555556,34.0348333333,28.8912666667,32.8725333333,4.7229,7.76793333333,6.631,5.89891666667,8.28146666667
371.83,7.21706666667,34.0961666667,29.0513333333,32.9715333333,4.75143333333,7.7465,6.68294444445,5.87266666667,8.28656666667
372.19,7.18755555556,34.2669,29.2102,32.9878,4.6849,7.67643333333,6.69348888889,5.83291666667,8.26203333333
372.55,7.10199999999,34.2568,29.2136,32.9756,4.57833333333,7.56336666667,6.61096666667,5.71441666667,8.11343333333
372.92,7.01866666667,34.3767666667,29.2723333333,33.0511333333,4.4804,7.5146,6.5955,5.72491666666,8.07703333333
373.28,7.10937777778,34.5286333333,29.4014666667,33.2414,4.64136666667,7.61516666667,6.77275555555,5.91916666667,8.23113333333
373.64,6.98295555555,34.6384666667,29.3889333333,33.2414666667,4.5144,7.47983333333,6.70026666667,5.73,8.10656666667
374.00,6.91353333333,34.6495,29.3798,33.2306666667,4.4269,7.39756666667,6.61442222222,5.65358333333,7.9999
374.37,6.8228,34.7484,29.3847333334,33.2624666667,4.30873333334,7.24196666667,6.44506666667,5.5515,7.90436666667
374.73,6.90637777778,34.8709,29.5309333333,33.5305333333,4.4296,7.33043333333,6.49703333333,5.63508333334,7.99236666667
375.09,6.89319999999,35.0371333333,29.6492,33.6334666667,4.33876666667,7.35683333333,6.45577777778,5.59483333333,7.90366666667
375.45,6.98066666667,35.3346666667,29.9156,33.8273333333,4.4425,7.41546666667,6.54658888889,5.72216666667,7.9864
375.81,7.06353333333,35.4350333333,30.0034666667,33.9097333334,4.52573333333,7.5533,6.61297777778,5.77166666667,8.07493333333
376.18,7.23753333334,35.5716,30.109,34.0829333333,4.6491,7.7164,6.6958,5.91941666667,8.1881
376.54,7.24731111111,35.5821666667,30.1046,34.1064666667,4.63223333333,7.75356666667,6.66531111111,5.89816666667,8.18943333333
376.90,7.29442222223,35.6564333333,30.1923333333,34.173,4.63633333333,7.77336666667,6.65657777778,5.95591666667,8.20900000001
377.26,7.28604444444,35.7766,30.2821333333,34.3008,4.59896666667,7.74136666667,6.58642222222,5.88116666667,8.17723333333
377.63,7.28126666666,35.8098,30.3234,34.3654,4.6302,7.73596666667,6.57848888889,5.919,8.16503333333
377.99,7.35355555556,35.9606333333,30.4315333333,34.4408,4.72986666667,7.81376666667,6.66977777778,6.03125,8.27633333334
378.35,7.42373333334,36.0325,30.4862666667,34.5166666667,4.80033333333,7.87536666667,6.77303333333,6.05325,8.33359999999
378.71,7.36773333334,36.1062,30.4668,34.5236666667,4.7415,7.78786666667,6.73924444445,5.96466666667,8.21380000001
379.07,7.32746666667,36.1411,30.477,34.563,4.70606666667,7.7583,6.68871111111,5.90841666667,8.19156666667
379.44,7.34586666667,36.0941333333,30.5114666667,34.6155333333,4.67546666667,7.78833333333,6.6775,5.84358333333,8.20633333333
379.80,7.31453333334,36.2659333333,30.5726666667,34.7065333333,4.60213333334,7.70666666667,6.64108888889,5.86375,8.16853333333
380.16,7.22393333334,36.4081333333,30.7038,34.7599333334,4.51723333333,7.6124,6.60145555556,5.77175,8.11503333333
380.52,7.16717777778,36.4570666667,30.7446,34.8214666667,4.44266666667,7.50916666667,6.5729,5.746,8.0912
380.88,7.12677777778,36.4807666667,30.7950666667,34.87,4.42853333333,7.44556666667,6.53584444445,5.70691666667,8.03123333333
381.24,7.16166666667,36.4552,30.8516,34.8130666667,4.43306666667,7.51406666667,6.53188888889,5.729,8.012
381.61,7.18500000001,36.5124,30.9710666667,34.8692666667,4.41076666667,7.541,6.5672,5.71008333333,8.02943333333
381.97,7.12293333334,36.5671666667,31.0644666667,34.9656666667,4.33203333334,7.49103333333,6.5154,5.58375,7.94353333333
382.33,7.11702222222,36.6778666667,31.2226,35.1496,4.34286666667,7.50963333333,6.57723333333,5.56633333333,7.96266666667
382.69,7.18093333333,36.7174,31.3261333333,35.1838,4.36606666667,7.48386666667,6.56216666667,5.60025,8.01616666667
383.05,7.26864444445,36.7344,31.4149333333,35.2652,4.4518,7.51456666667,6.63615555555,5.67158333333,8.05996666667
383.41,7.35800000001,36.9179666667,31.5242,35.4306666667,4.56166666666,7.57286666667,6.75118888889,5.789,8.15889999999
383.77,7.35073333333,36.9356666667,31.5698,35.5101333333,4.609,7.5928,6.73708888889,5.78625,8.16823333333
384.14,7.39893333333,37.0697,31.6392,35.6152666667,4.69036666667,7.65726666667,6.79468888889,5.81916666666,8.22623333333
384.50,7.48406666667,37.2815333333,31.8034666667,35.8208666667,4.7835,7.74766666667,6.88916666667,5.89016666667,8.26906666667
384.86,7.52737777778,37.4184333333,31.9101333333,35.9574666667,4.85106666667,7.8205,6.9717,5.94483333333,8.31776666667
385.22,7.54795555556,37.5365333333,32.0304,36.0589333333,4.89986666667,7.84256666667,7.05036666667,6.009,8.37226666666
385.58,7.59888888888,37.6779666667,32.1186666667,36.1854666666,4.96006666667,7.88406666667,7.04624444445,6.04708333333,8.39849999999
385.94,7.64113333333,37.7613333333,32.1938,36.2541333333,5.0238,7.91216666667,7.08773333333,6.09075,8.40990000001
386.30,7.63002222222,37.8130666667,32.2172,36.2533333333,4.98513333333,7.87013333333,7.01652222222,6.08758333333,8.36816666667
386.66,7.6683111111,37.9286666667,32.3549333333,36.3875333333,5.0104,7.9864,7.09925555555,6.13808333333,8.43929999999
387.03,7.68262222223,38.0929333333,32.4675333333,36.5400666667,5.0319,7.98476666667,7.13541111111,6.18425,8.50736666667
387.39,7.5490888889,38.0647333333,32.4862666667,36.5087333333,4.8871,7.82356666667,6.99115555556,6.06316666666,8.3183
387.75,7.47968888888,38.0466,32.5288666667,36.4833333333,4.7919,7.71063333333,6.94395555555,5.95466666667,8.22656666667
388.11,7.40448888888,38.0423,32.4705333333,36.4582,4.70073333333,7.5806,6.85242222222,5.91525,8.15299999999
388.47,7.34037777778,37.9689666667,32.4456666667,36.3352,4.6187,7.51123333333,6.71322222222,5.81966666667,8.08976666667
388.83,7.23457777778,37.9759333333,32.373,36.291,4.46703333333,7.409,6.58267777778,5.701,7.9683
389.19,7.27415555555,38.0728666667,32.4896,36.4568,4.46966666667,7.4098,6.61198888889,5.69383333333,7.9957
389.55,7.22597777777,38.0539,32.5153333333,36.4796,4.4077,7.37206666667,6.57754444444,5.62208333333,7.93023333333
389.91,7.18180000001,38.0930666667,32.5729333333,36.5506,4.3367,7.30086666667,6.49448888889,5.55933333334,7.91686666667
390.27,7.13502222222,38.1093,32.5766,36.5694,4.2737,7.26383333333,6.42072222222,5.4925,7.83683333333
390.63,7.09155555556,38.2073333333,32.5946,36.5868666667,4.20456666667,7.16943333333,6.36738888889,5.43366666667,7.7714
391.00,7.1442,38.3136666667,32.7182666667,36.6432,4.25966666667,7.23613333333,6.40167777778,5.46508333333,7.77433333333
391.36,7.23768888889,38.4938333333,32.8937333333,36.7898,4.34506666666,7.33863333333,6.48331111111,5.5425,7.9185
391.72,7.23275555555,38.6145666667,32.9168666667,36.8324,4.3483,7.34563333333,6.47026666667,5.56033333333,7.90233333333
392.08,7.25184444444,38.6437666667,33.0440666667,36.9712,4.3608,7.40516666667,6.47693333333,5.56325,7.88516666667
392.44,7.22257777778,38.7052666667,33.0758,37.0035333333,4.36833333334,7.38193333333,6.51158888889,5.56133333333,7.87136666667
392.80,7.29362222222,38.7184666667,33.1415333333,37.0593333333,4.42463333333,7.40416666667,6.56111111111,5.62225,7.88596666667
393.16,7.27104444444,38.7731666667,33.1391333333,37.0638666667,4.40533333333,7.34393333333,6.51991111111,5.63533333333,7.8699
393.52,7.29177777778,38.9149333333,33.23,37.1583333333,4.416,7.3335,6.50161111111,5.6675,7.90723333333
393.88,7.28153333334,38.9470333333,33.2427333333,37.1406666667,4.42863333333,7.37936666667,6.50824444445,5.6865,7.86086666667
394.24,7.32122222222,39.0421,33.3555333333,37.2256,4.4805,7.4234,6.57758888889,5.73408333333,7.89506666667
394.60,7.41604444444,39.2321666667,33.5339333333,37.4018666667,4.5897,7.4933,6.65985555555,5.81141666667,7.98616666667
394.96,7.40886666667,39.2329333333,33.5531333333,37.4616666667,4.5912,7.48806666667,6.68212222222,5.8055,7.9817
395.32,7.38655555556,39.2668666667,33.5595333333,37.4992,4.58113333333,7.47196666667,6.6745,5.80208333333,7.94916666667
395.68,7.46371111112,39.2391,33.6484,37.5978666667,4.64743333333,7.52966666667,6.73115555555,5.864,8.02093333333
396.04,7.44906666667,39.3222666667,33.6865333333,37.6316666667,4.6444,7.4983,6.71217777778,5.83641666667,8.0139
396.40,7.4284888889,39.4222333333,33.7729333333,37.7402,4.61846666667,7.50113333333,6.70111111111,5.8415,8.00303333333
396.76,7.40762222223,39.5265,33.8711333333,37.8190666667,4.5997,7.43116666667,6.66341111111,5.79225,8.00296666667
397.12,7.42266666667,39.5617333333,33.889,37.8531333333,4.6215,7.40153333333,6.63694444445,5.749,7.99116666667
397.48,7.40464444445,39.5952666667,33.9500666667,37.8415333333,4.60583333333,7.38056666667,6.66445555555,5.70783333333,7.9571
397.84,7.41355555556,39.6425,34.0378666666,37.919,4.59683333333,7.3232,6.66201111112,5.70725,7.98546666667
398.20,7.36955555556,39.6548666667,34.0431333333,37.9081333333,4.52046666667,7.28723333333,6.59312222222,5.64483333333,7.93533333333
398.56,7.25735555555,39.5424,34.002,37.8422666667,4.40386666667,7.1977,6.44653333333,5.54241666667,7.80613333333
398.92,7.28171111111,39.6692333333,34.0606,37.904,4.3984,7.21593333333,6.44894444445,5.544,7.85036666667
399.28,7.24413333334,39.7172333333,34.1098,37.9166666667,4.3513,7.1645,6.42426666667,5.49116666667,7.80146666667
399.64,7.20146666667,39.8486,34.2222666667,37.9716,4.3048,7.12633333333,6.4045,5.46175,7.7862
400.00,7.27513333333,40.0129,34.3458,38.1444666667,4.34936666667,7.17663333333,6.47427777778,5.50616666667,7.83856666667
400.36,7.26357777778,40.0372333333,34.356,38.1656,4.32136666667,7.1134,6.44835555556,5.47033333333,7.79213333333
400.72,7.20166666666,40.1175,34.4215333333,38.2598,4.29183333333,7.11656666667,6.42957777778,5.42891666666,7.78206666667
401.08,7.19546666667,40.2811333333,34.5749333333,38.3801333333,4.27456666667,7.16643333333,6.43757777778,5.44266666667,7.73803333333
401.44,7.16655555556,40.3907666667,34.6084,38.4990666667,4.26506666667,7.12873333333,6.40282222222,5.45908333333,7.72
401.80,7.1659111111,40.4548,34.6366666666,38.6018,4.25746666667,7.11776666667,6.40206666667,5.47958333333,7.6963
402.16,7.21099999999,40.5485,34.7626666667,38.716,4.2997,7.12056666667,6.44577777778,5.50108333333,7.7352
402.52,7.22635555556,40.5594,34.7363333333,38.7422,4.31483333333,7.13536666667,6.4932,5.47441666667,7.75933333333
402.88,7.19606666667,40.6475333333,34.858,38.8418666667,4.26613333333,7.0829,6.45246666667,5.44608333333,7.72043333333
403.24,7.20675555555,40.7280666667,34.9042666667,38.9471333333,4.25193333333,7.0881,6.4293,5.41441666666,7.7149
403.60,7.24848888889,40.9029666667,34.9689333333,39.0879333333,4.27636666667,7.1298,6.45615555555,5.41783333333,7.72063333333
403.95,7.2366888889,40.9315,34.9876666667,39.0834666667,4.25196666667,7.1442,6.4401,5.4485,7.71046666667
404.31,7.32135555556,41.1013,35.1638,39.2690666667,4.32763333333,7.24086666667,6.48981111111,5.519,7.76656666667
404.67,7.38564444444,41.1871333333,35.2626,39.3204,4.3661,7.28046666667,6.525,5.555,7.7861
405.03,7.35806666667,41.2103,35.2668666667,39.3548666667,4.31133333333,7.2369,6.4873,5.48516666667,7.76333333333
405.39,7.42484444444,41.2851333333,35.4175333333,39.4430666667,4.3713,7.32963333333,6.55661111111,5.54275,7.82796666667
405.75,7.39520000001,41.3520666667,35.4297333333,39.4588666667,4.32653333333,7.29916666667,6.51681111111,5.49466666667,7.76513333333
406.11,7.39399999999,41.4893,35.4796666667,39.6058,4.31963333333,7.29713333333,6.50602222222,5.49091666667,7.75296666667
406.47,7.38160000001,41.5865333333,35.5692,39.6821333333,4.33153333334,7.30883333333,6.50481111111,5.53341666667,7.7571
406.83,7.38037777778,41.6081333333,35.559,39.6745333333,4.3416,7.30113333333,6.48023333333,5.529,7.72333333333
407.19,7.49937777777,41.7204666667,35.6922,39.7792666667,4.43926666667,7.41313333333,6.59316666667,5.62733333333,7.8419
407.55,7.56466666666,41.791,35.7939333333,39.8672666667,4.48843333333,7.49083333333,6.62848888889,5.69608333333,7.8903
407.90,7.59799999999,41.8701666667,35.9103333333,39.9632666667,4.5211,7.48403333333,6.65628888889,5.71875,7.91116666667
408.26,7.60877777779,41.9553333333,35.946,40.0325333333,4.52266666667,7.46786666667,6.65701111111,5.73666666667,7.95506666667
408.62,7.72213333334,42.1075666667,36.0728,40.1803333333,4.63136666667,7.5918,6.75845555555,5.85975,8.0644
408.98,7.81237777777,42.2258,36.1809333333,40.2976666667,4.73603333333,7.68863333333,6.84617777778,5.97583333333,8.15056666667
409.34,7.83082222222,42.3308666667,36.2070666667,40.4012666667,4.74323333334,7.67943333333,6.83326666666,5.96441666667,8.15013333333
409.70,7.88857777777,42.4413,36.3490666667,40.4929333333,4.7842,7.69633333333,6.89002222222,6.01433333333,8.22493333333
410.06,7.87137777778,42.4222666667,36.4098,40.4690666667,4.78143333333,7.6765,6.87735555555,6.05041666667,8.21446666667
410.42,7.93628888888,42.5968666667,36.5498,40.6094,4.8176,7.7033,6.92045555555,6.10041666667,8.25750000001
410.77,7.94993333333,42.7205666667,36.6637333333,40.7392666667,4.82103333333,7.7229,6.94433333334,6.08416666667,8.28000000001
411.13,7.88300000001,42.7628333333,36.6948,40.7848,4.8005,7.64406666667,6.90695555555,6.06916666667,8.21206666667
411.49,7.86695555555,42.7866333333,36.7616666667,40.843,4.7972,7.5862,6.90093333333,6.04291666667,8.22646666667
411.85,7.88724444445,42.8448666667,36.7960666667,40.8657333334,4.80856666667,7.59673333333,6.90116666667,6.01033333333,8.23509999999
412.21,7.91288888889,42.9119333333,36.8929333333,40.9526666667,4.81796666667,7.61883333333,6.92006666667,5.99166666667,8.25516666667
412.57,7.88153333333,42.9364333333,36.9417333333,40.9793333333,4.76683333333,7.528,6.88508888889,5.92175,8.18823333334
412.92,7.84275555556,43.0388,37.0056666667,41.0298666667,4.7258,7.4576,6.85172222222,5.8605,8.17580000001
413.28,7.8601111111,43.1214333333,37.118,41.1265333333,4.71906666667,7.466,6.8563,5.88208333333,8.17993333334
413.64,7.85464444444,43.2080666667,37.1846,41.2375333333,4.72603333333,7.51883333333,6.83605555555,5.86883333333,8.17576666667
414.00,7.90797777778,43.3557333333,37.2874666667,41.3634,4.7788,7.59993333333,6.90133333333,5.89383333333,8.25306666667
414.36,7.94706666667,43.4716,37.4082,41.461,4.79623333333,7.63163333333,6.92306666667,5.89233333333,8.27136666667
414.72,7.99211111112,43.5953,37.5183333333,41.5346,4.82246666667,7.66603333333,6.95898888889,5.95483333334,8.3213
415.07,8.01751111112,43.6604666667,37.5862666667,41.5921333333,4.82073333333,7.67666666667,6.94204444445,5.94258333333,8.33243333334
415.43,7.98326666667,43.7242,37.6103333333,41.625,4.79336666667,7.65833333333,6.93085555555,5.9315,8.30323333333
415.79,7.93562222221,43.768,37.6420666667,41.6948,4.74136666667,7.63093333333,6.90715555555,5.90858333333,8.28433333333
416.15,7.93864444444,43.8016666667,37.6813333333,41.7456,4.78556666667,7.67746666667,6.92216666667,5.93941666667,8.2865
416.51,7.9652888889,43.9303333333,37.7837333333,41.8868,4.8039,7.74526666667,6.95266666667,5.97241666667,8.30633333333
416.86,7.97171111111,43.9924,37.8259333333,41.9640666667,4.77703333333,7.77746666667,6.96001111111,5.97025,8.28776666667
417.22,7.92644444444,43.9974333333,37.8156666667,41.9382,4.7354,7.7306,6.92394444445,5.93116666667,8.23033333333
417.58,7.96122222222,44.0776,37.8752,41.9934666667,4.74913333333,7.74103333333,6.95762222222,5.94558333333,8.2492
417.94,7.94106666667,44.1147333333,37.8777333333,42.0185333333,4.71053333333,7.6772,6.92871111111,5.9185,8.2019
418.29,7.91431111112,44.1342333333,37.883,42.0448,4.70026666667,7.65866666667,6.91248888889,5.91041666667,8.18806666667
418.65,7.87862222222,44.1106666667,37.8556666667,42.0408666667,4.67566666667,7.64173333333,6.87976666667,5.87983333333,8.14866666667
419.01,7.82206666667,44.1433,37.8695333333,42.0564,4.61643333333,7.6016,6.84054444445,5.82933333333,8.09380000001
419.37,7.8156888889,44.1666333333,37.8976,42.0823333333,4.5969,7.59313333333,6.82081111111,5.82241666667,8.0675
419.73,7.83555555556,44.2176,37.948,42.1055333333,4.6293,7.59713333333,6.84075555555,5.85783333333,8.08229999999
420.08,7.8168888889,44.2480333333,37.9573333333,42.1112666667,4.5865,7.55256666667,6.82994444445,5.8395,8.07270000001
420.44,7.76706666667,44.207,37.9072666667,42.0588,4.534,7.5007,6.77625555555,5.7915,8.03683333334
420.80,7.74988888888,44.1850666667,37.9305333333,42.0582,4.5325,7.47433333333,6.75062222222,5.7835,8.02860000001
421.16,7.74017777777,44.2355,37.9812666667,42.1151333334,4.5207,7.46176666667,6.74625555555,5.76166666667,8.03076666667
421.51,7.70651111112,44.2262,37.9798,42.127,4.4932,7.42403333333,6.70518888889,5.729,8.00866666667
421.87,7.70984444444,44.2901666667,38.0255333333,42.1665333333,4.4999,7.44116666667,6.70262222222,5.73758333333,8.00993333333
422.23,7.69795555556,44.3351333333,38.0572,42.1902,4.48096666667,7.43136666667,6.68302222222,5.712,7.9925
422.58,7.68777777777,44.3634666667,38.0865333333,42.2298666667,4.47233333333,7.40643333333,6.67328888889,5.69341666667,7.97713333333
422.94,7.69204444445,44.3982666667,38.1231333333,42.2787333333,4.4657,7.40296666667,6.6556,5.68491666667,7.96983333333
423.30,7.70417777777,44.4811,38.1726666667,42.3349333333,4.47103333333,7.3909,6.66297777778,5.67916666667,7.98003333333
423.66,7.70346666667,44.5395666667,38.2082,42.3951333333,4.45643333333,7.3955,6.65441111112,5.6665,7.96776666667
424.01,7.72444444444,44.6385333333,38.3044666667,42.4880666667,4.47543333333,7.41136666667,6.66888888888,5.67383333333,7.96713333333
424.37,7.75428888889,44.7323666667,38.3898666667,42.5584666667,4.50876666667,7.43266666667,6.6965,5.69541666667,7.99276666667
424.73,7.7737111111,44.8196666667,38.456,42.6554666667,4.516,7.4474,6.72137777778,5.71525,7.9984
425.08,7.80697777778,44.8776,38.4971333333,42.7140666667,4.55626666667,7.47476666667,6.74956666667,5.73758333333,8.0199
425.44,7.83153333334,44.9896333333,38.6046666667,42.8013333333,4.57933333333,7.50026666667,6.77455555555,5.77075,8.03696666667
425.80,7.85564444444,45.0666,38.6760666667,42.8839333333,4.59303333333,7.50503333333,6.77966666667,5.76033333333,8.05846666667
426.16,7.88524444444,45.1458666667,38.7478,42.9950666667,4.6161,7.5094,6.799,5.77791666667,8.08013333333
426.51,7.92133333334,45.2654333333,38.8618666667,43.1096,4.65376666667,7.55556666667,6.83238888888,5.80641666667,8.13036666667
426.87,7.97453333334,45.3989666667,38.9628,43.2067333333,4.70706666667,7.59043333333,6.8784,5.86625,8.18913333333
427.23,7.99859999999,45.4773666667,39.0419333333,43.2822666667,4.73526666667,7.61516666667,6.89977777778,5.896,8.20929999999
427.58,8.02048888888,45.5717333333,39.1438,43.3950666667,4.75706666667,7.60033333333,6.90066666667,5.90608333333,8.22936666667
427.94,8.03764444444,45.6459333333,39.1948,43.4668666667,4.7574,7.611,6.89553333333,5.90508333333,8.23700000001
428.30,8.06833333334,45.7673666667,39.2790666667,43.5705333333,4.7839,7.63533333333,6.93046666667,5.92616666666,8.26816666666
428.65,8.10633333334,45.8880666667,39.3872,43.6649333333,4.826,7.66533333333,6.96065555555,5.97225,8.29516666667
429.01,8.12766666667,46.0083,39.4358,43.7452666667,4.82976666667,7.67706666667,6.96456666666,5.9975,8.31786666666
429.37,8.18737777777,46.1154333333,39.5008666667,43.852,4.86653333333,7.6925,7.00985555555,6.03741666667,8.35806666667
429.72,8.20051111111,46.1791,39.5461333333,43.9368666667,4.88946666667,7.7269,7.0374,6.06916666667,8.36906666666
430.08,8.17935555555,46.2524,39.5998,43.958,4.8576,7.7031,7.01782222222,6.06275,8.34243333334
430.44,8.15313333333,46.3034,39.6241333333,43.98,4.81726666666,7.65696666667,6.98274444445,6.04166666666,8.29273333333
