wavelength,Back_ParGulm,Belly_ParGulm,Breast_ParGulm,Crissum_ParGulm,Crown_ParGulm,DorTail_ParGulm,Rump_ParGulm,Throat_ParGulm,WingTip_ParGulm
212.92,35.5082222222,13.9008333334,40.1418666667,67.5178,39.8581333333,19.7163,7.96686666667,-17.90775,61.9149
213.30,64.1378888888,30.3449333332,54.9424666667,106.6666,65.7473000001,20.4598999999,9.61692222221,-29.023,90.3448333333
213.68,47.070711111,36.6665333334,33.0302666666,96.0606666667,58.4848333333,1.3637333332,-30.9090555555,-64.77275,78.3332666667
214.06,53.8888888887,59.8333333334,36.6666666668,110.333333333,72.5,31.1666666667,-19.7222222224,-52.9166666666,97.6666666666
214.44,-62.2222222223,-72.0,-106.666666667,153.333333333,40.0000000001,-113.999999999,-297.555555555,-546.666666667,100.666666667
214.81,-84.8484444444,-63.6364666666,-101.818133333,77.5756666666,-3.93936666666,-77.5756666668,-168.282777778,-270.454583333,-13.3333333333
215.19,20.0855333333,16.5386666667,-3.3332666666,86.6667333333,52.8204666667,18.9743333334,-32.1795555556,-62.5,23.5898666667
215.57,-18.0342888889,-22.0514666666,-35.641,39.2306666667,11.1538999999,-14.6152333334,-65.1281666667,-98.3975833333,-16.2821333333
215.95,-6.01308888888,9.50983333334,-4.70600000006,29.0196,14.6078333333,-2.25493333326,-36.4051666666,-55.147,-11.4706333333
216.32,-8.6324222222,23.4615333333,-1.28213333326,17.1796000001,12.8205000001,-7.3077333334,-43.1197111111,-81.08975,-10.7691333333
216.70,-22.5777777779,0.533333333326,-13.0666666665,-1.33333333346,0.80000000008,-34.6666666667,-60.4888888887,-81.0,-33.4666666667
217.08,-45.5073555555,-13.6232333333,-46.6667333333,-38.5508,-27.5362000001,-61.7391333333,-85.7488,-110.145,-52.1738
217.46,-51.7036222221,-25.1110333334,-44.4446666667,-37.9999333333,-38.7777666667,-57.7778333333,-75.2223000001,-94.1666666668,-50.5555
217.83,-73.8888222223,-50.7145,-60.0000666666,-49.7619333333,-58.6905333333,-65.238,-80.2777888888,-120.833333333,-67.6190666667
218.21,-85.656488889,-62.6263333334,-72.1213333333,-57.1717333333,-70.6060666667,-75.4544,-90.9091888889,-130.80825,-81.5151
218.59,-57.8395333333,-40.1852000001,-50.3702666667,-42.2224,-45.4630666667,-61.0185666667,-72.5616666666,-101.157583333,-53.3333666667
218.97,-116.811555556,-92.4637,-86.3767333333,-100.579733333,-96.8116333333,-117.536133333,-126.038688889,-175.0,-93.7680999999
219.34,-272.698533333,-196.190366667,-180.9524,-244.761933333,-227.381033333,-263.333366667,-249.761933333,-344.642833333,-189.0477
219.72,-226.518577778,-123.333466667,-131.999933333,-157.777733333,-177.111066667,-196.222066667,-201.407366667,-289.444416667,-126.0002
