wavelength,Back_TanPalm,Belly_TanPalm,Breast_TanPalm,Crissum_TanPalm,Crown_TanPalm,DorTail_TanPalm,Patch10_TanPalm,Patch11_TanPalm,Patch12_TanPalm,Rump_TanPalm,Throat_TanPalm,WingTip_TanPalm
290.41,12.1361666667,9.906,13.3245833333,9.78583333333,8.40658333333,5.60741666667,12.7316666667,3.55041666667,12.1595833333,12.2094166667,12.2388333333,7.40016666667
290.78,11.8581666666,9.88799999999,13.1124166667,9.59066666667,8.30683333333,5.32683333333,12.6444166667,3.22133333333,12.1731666667,12.1615,12.07025,7.04941666667
291.15,11.9124166667,10.2771666667,13.15,9.82175,8.49966666667,5.53766666667,12.8115833333,3.16358333333,12.3695,12.3011666667,12.2328333333,7.078
291.52,11.4580833333,10.0576666667,12.6574166667,9.79804166668,8.0455,5.07683333333,12.5255,2.68075,12.1776666667,12.0006666667,12.16275,6.54916666667
291.89,11.9749166667,10.9666666667,13.17275,10.622125,8.56808333333,5.718,13.2088333334,3.34366666667,13.04925,12.76325,12.9621666667,7.04208333333
292.26,11.57925,10.9391666667,12.6651666667,10.5357916667,8.29383333333,5.34516666667,13.0415833334,3.0185,13.1596666667,12.6199166667,12.8868333333,6.47975
292.64,11.7610833334,11.3865,12.6735,10.8444583333,8.63433333333,5.63641666667,13.3001666667,3.09633333333,13.6103333334,12.9898333333,13.2539166667,6.61025
293.01,11.9805833334,11.60225,12.9078333333,11.2004583333,8.88533333333,5.74366666667,13.7295833333,3.14783333333,13.8381666667,13.0628333333,13.6024166667,6.67416666667
293.38,12.3370833333,12.2750833333,13.3054166667,11.6634166667,9.49108333334,6.03033333334,14.3419166667,3.51966666667,14.45375,13.7865,14.162,6.97383333333
293.75,12.40975,12.7425,13.4950833333,12.0864583333,9.80116666666,6.18475,14.6984166667,3.57266666666,14.9035,14.1138333333,14.627,7.03675
294.12,12.33875,13.1169166667,13.4890833333,12.250375,9.90825,6.12608333333,14.881,3.345,15.3460833333,14.2516666666,14.92125,6.84516666666
294.49,12.2311666667,13.5049166667,13.5600833333,12.6389166667,10.0408333333,6.20733333333,15.1454166667,3.36633333333,15.80825,14.6383333334,15.1026666667,6.78466666667
294.86,12.5,14.2309166666,13.78775,13.0993333333,10.5014166667,6.415,15.5455833333,3.77708333333,16.4376666666,15.1171666667,15.7269166667,7.20025
295.23,12.3565,14.3381666667,13.56475,13.343,10.5395833333,6.1725,15.6543333333,3.76733333333,16.641,15.1398333334,15.9645,7.071
295.60,12.6738333334,14.892,13.7475833333,13.7380416667,10.9098333333,6.27025,16.066,4.04425,17.0906666667,15.58775,16.384,7.3955
295.97,12.312,14.9559166667,13.3385833333,13.5769583333,10.7854166667,5.88375,15.998,3.59783333333,16.9181666667,15.3680833334,16.3633333333,7.0245
296.34,12.5484166667,15.45225,13.5525,13.9718333333,11.1975833333,6.15408333333,16.42425,3.95033333333,17.16375,15.87275,16.8694166667,7.30425
296.71,12.4605,15.4029166667,13.4844166667,14.0144166667,11.0936666667,5.82733333333,16.4076666667,3.94725,17.1246666667,15.861,16.9449166667,7.21591666667
297.08,12.1134166667,15.45675,13.2529166667,13.850625,10.9483333333,5.59616666667,16.272,3.76375,17.113,15.903,16.9933333333,6.95191666667
297.45,11.9004166667,15.5535833333,12.9693333333,13.7537083333,10.68725,5.3285,16.0531666667,3.51591666667,17.0663333334,15.7094166667,16.9175,6.62291666667
297.82,11.7003333333,15.5288333333,12.7595833333,13.6641666667,10.5880833334,5.11183333333,16.0365833333,3.487,17.0981666667,15.67675,16.8883333333,6.45733333333
298.19,11.5714166667,15.5965,12.5864166666,13.8314166667,10.6415833333,5.04466666666,16.0728333333,3.58566666667,17.0210833333,15.76225,16.7449166667,6.45533333333
298.56,11.822,16.012,12.7035833333,14.0584166667,10.8966666667,5.28408333333,16.4168333333,3.84275,17.3028333333,16.042,17.0946666667,6.68833333333
298.93,11.6970833333,16.0455,12.6160833333,14.3402083333,10.92125,5.31633333333,16.4978333333,3.71066666667,17.2385833333,16.1320833333,17.2083333334,6.62691666667
299.30,11.621,16.3366666667,12.7096666667,14.548375,11.055,5.33716666667,16.604,3.67533333333,17.4613333333,16.3461666667,17.4855833333,6.60158333333
299.67,11.539,16.5945,12.8700833333,14.8130833333,11.2435833333,5.43791666667,16.78325,3.7395,17.60275,16.6890833334,17.7668333333,6.558
300.04,11.4971666666,16.7129166666,12.884,14.9911666667,11.35325,5.43641666667,16.9234166667,3.9215,17.8429166667,16.96975,17.9506666667,6.57175
300.41,11.4339166667,16.9878333333,12.8439166667,15.071,11.3563333333,5.44133333333,17.0546666667,3.85233333333,18.1915,17.17225,18.1005833333,6.51425
300.78,11.3919166667,17.3218333333,12.7299166667,15.2984583333,11.4635,5.4455,17.1951666667,3.76608333333,18.43975,17.4595,18.2964166667,6.39508333333
301.15,11.3349166667,17.5883333333,12.7319166667,15.5984583333,11.63575,5.40458333334,17.2794166667,3.77175,18.7493333333,17.7628333333,18.5498333333,6.2705
301.52,11.67625,18.1585,13.3405833333,16.2830833333,12.3131666666,5.78291666667,17.92625,4.2715,19.3671666667,18.3480833333,19.2141666667,6.79625
301.89,11.7815,18.476,13.4429166666,16.4521666667,12.6193333333,5.93616666667,17.9958333333,4.23475,19.6545833333,18.53275,19.5153333333,6.91033333333
302.26,12.2645,19.255,14.0756666667,17.042375,13.32125,6.37066666666,18.6635833333,4.75675,20.3950833334,19.2464166666,20.5805,7.52191666667
302.63,12.0246666667,19.29325,13.92325,17.1307083333,13.3264166666,5.98383333334,18.588,4.49933333333,20.3495833333,19.19875,20.7975833333,7.317
303.00,12.1941666667,19.6028333333,14.0748333333,17.3807083333,13.70775,6.03725,18.866,4.71991666667,20.7208333334,19.4518333334,21.3440833333,7.43716666667
303.37,11.9630833333,19.6126666667,13.772,17.4132916667,13.5698333334,5.69241666667,18.9374166667,4.50425,20.6325,19.4045,21.24775,7.13958333333
303.74,11.6866666666,19.5676666667,13.4244166666,17.4132083333,13.467,5.51208333333,18.7996666667,4.35433333333,20.6655833333,19.1750833333,21.1775833333,6.88283333333
304.10,11.7050833333,19.884,13.4063333333,17.5772916667,13.5605833333,5.567,18.9419166667,4.2195,20.81775,19.2988333334,21.4228333333,6.91733333333
304.47,11.9816666667,20.27775,13.594,17.981125,13.9431666667,5.72158333333,19.2439166667,4.35291666667,21.1626666667,19.539,21.7725833333,7.19066666667
304.84,12.0794166666,20.6710833333,13.8908333333,18.3229583334,14.3214166667,5.92191666667,19.62625,4.498,21.518,19.8789166666,22.313,7.41766666667
305.21,12.2949166667,21.2119166667,13.93025,18.5115416667,14.5805,6.09391666667,20.0386666667,4.76775,21.9054166667,20.2120833333,22.7086666667,7.70058333333
305.58,12.109,21.3848333333,13.5825833333,18.6375416667,14.5133333333,5.89675,20.0221666667,4.61325,21.99175,20.3139166667,22.8058333334,7.46958333333
305.95,11.81775,21.55375,13.3761666667,18.5911666667,14.3790833333,5.69858333333,19.8423333333,4.47841666667,21.739,20.2718333333,22.7710833333,7.1805
306.32,11.117,21.1005,12.64975,18.002625,13.8389166667,5.02116666667,19.2329166667,3.73508333333,21.2268333333,19.8436666666,22.1164166667,6.43058333333
306.69,11.06625,21.2361666667,12.50275,18.06675,13.8110833334,5.0075,19.1571666666,3.62075,21.3326666666,19.9106666666,22.1764166667,6.33633333333
307.06,10.94375,21.4235833333,12.2576666667,18.049,13.5891666667,4.8265,19.2105,3.35308333334,21.4700833333,19.9849166667,22.1893333333,6.0245
307.43,10.89725,21.6426666667,12.0631666667,17.8884166667,13.656,4.701,19.2363333333,3.20275,21.5881666667,20.1473333333,22.43625,6.01883333333
307.80,11.055,21.9864166667,12.0491666667,17.984125,13.9395,4.64566666667,19.5736666666,3.16808333333,21.77,20.3629166667,22.7249166666,6.12008333333
308.17,11.39875,22.5833333333,12.5260833333,18.7340833333,14.72025,5.15508333333,20.3975,3.55783333334,22.4155833333,20.986,23.4824166667,6.60116666667
308.54,11.3493333333,22.9295,12.5361666667,18.8716666667,14.81625,5.194,20.5956666667,3.57458333333,22.5641666667,21.1838333333,23.8775,6.52058333333
308.90,11.4904166666,23.3619166667,12.55825,19.1497083333,15.0545,5.32141666667,20.8399166666,3.79991666667,22.86425,21.3505833333,24.06425,6.52925
309.27,11.7246666667,23.7489166667,12.8584166667,19.7022916667,15.4380833333,5.68375,21.2615,4.05316666667,23.1621666667,21.6386666667,24.4605833333,6.69525
309.64,11.976,24.1978333334,13.077,19.9756666667,15.7945833333,5.95791666667,21.66325,4.28366666666,23.50625,21.8656666667,24.9999166667,6.84458333334
310.01,12.52775,24.9444166666,13.4605,20.6772083333,16.5093333333,6.46991666667,22.5323333333,4.86575,24.2499166667,22.5368333333,25.7825,7.37016666666
310.38,12.741,25.4055,13.6441666667,21.0302916667,16.8829166667,6.7455,22.93025,5.142,24.768,22.8310833334,26.2184166667,7.58333333334
310.75,12.7455833333,25.798,13.6548333334,21.2489583334,17.0669166667,6.70841666667,23.1995833333,5.16383333333,25.09325,23.1284166667,26.4405,7.60666666667
311.12,12.8600833333,26.2221666667,13.9253333333,21.482625,17.39575,6.89925,23.46775,5.45875,25.3708333333,23.4764166667,26.6478333334,7.80083333333
311.49,13.0214166667,26.4474166667,14.1030833333,21.8026666667,17.6704166667,7.17158333333,23.6651666666,5.67016666667,25.608,23.68675,26.9795,7.88775
311.85,13.2,26.7908333333,14.3223333333,22.1715,17.9648333334,7.41525,23.9125,5.84791666667,25.9811666667,24.0601666666,27.3834166667,8.04241666667
312.22,13.129,26.9559166666,14.16175,22.085875,17.8985,7.154,23.8056666666,5.85025,25.989,23.9870833334,27.4875833333,7.94175
312.59,13.21975,27.1725833333,14.2960833333,22.4224583333,18.1391666666,7.17558333333,23.9190833333,5.9915,26.21275,24.11075,27.61925,8.02075
312.96,13.1910833334,27.2304166667,14.2456666667,22.4263333333,18.179,7.04991666667,23.9880833333,5.9795,26.2476666667,24.1496666666,27.8205,8.064
313.33,13.0719166667,27.4926666667,14.0725,22.5570416667,18.2600833333,6.76066666667,24.0983333333,5.73225,26.4411666667,24.2253333333,27.9953333333,7.94591666666
313.70,12.79625,27.3765833333,13.6883333334,22.3189583333,18.0425,6.35333333333,23.84125,5.32208333333,26.1870833333,24.02775,27.7448333334,7.67716666667
314.07,12.6224166667,27.4018333333,13.5855833333,22.32425,17.9790833333,6.082,23.7094166667,5.14083333333,26.1548333333,23.90825,27.7439166667,7.494
314.43,12.7188333334,27.786,13.82575,22.6504166667,18.1244166667,6.1865,23.9526666667,5.26633333333,26.3484166666,24.1916666667,28.01975,7.617
314.80,12.9544166667,28.2551666667,14.1378333333,22.967375,18.5455833333,6.54066666667,24.36275,5.53033333333,26.64275,24.4415,28.54725,7.81016666667
315.17,13.2586666667,28.73975,14.3058333333,23.3871666667,19.0196666667,6.72458333334,24.6893333333,5.76633333333,27.0605,24.7910833333,29.1889166667,8.08266666667
315.54,13.6016666667,29.5004166667,14.7421666667,23.8850833333,19.4126666667,6.86325,25.2525833333,6.12966666667,27.65275,25.2686666667,29.7210833333,8.40758333333
315.91,13.9120833333,30.0290833333,15.0655833333,24.39525,19.7966666667,7.17741666666,25.6679166667,6.53075,27.90725,25.6143333333,30.2114166666,8.86450000001
316.28,13.923,30.1005,15.0810833333,24.5147916666,19.85375,7.30133333333,25.6583333333,6.51141666667,27.9694166667,25.7013333334,30.14625,8.849
316.64,13.6214166667,30.08075,14.8055833334,24.3519583333,19.862,6.93891666666,25.70125,6.14766666667,27.876,25.6549166666,30.3075,8.54341666667
317.01,13.3150833333,30.25675,14.5195,24.187625,19.8448333333,6.6535,25.6433333333,5.7985,27.9088333333,25.5304166667,30.26225,8.18758333333
317.38,13.23675,30.1904166667,14.2631666667,23.9665,19.7433333333,6.44308333333,25.5105833333,5.73383333333,27.70975,25.505,30.17375,7.98833333333
317.75,13.26,30.54825,14.514,24.30525,20.0536666667,6.56341666666,25.8545,5.91975,28.1706666667,25.8765833333,30.6008333333,8.01991666666
318.12,13.03375,30.60875,14.4449166667,24.2049583333,19.9643333333,6.32683333334,25.8215,5.67866666667,28.1353333334,25.95,30.4438333333,7.8415
318.49,13.1588333333,30.823,14.4963333333,24.4177083333,20.1605,6.47508333334,25.8636666667,5.83425,28.2041666667,26.0169166667,30.8063333333,7.97683333333
318.85,12.8195833333,30.6481666666,14.2623333333,24.20925,19.8770833333,6.16516666667,25.6280833333,5.65391666667,27.9769166666,25.7894166667,30.5399166667,7.75233333333
319.22,12.3015,30.5219166667,13.86675,23.7689583333,19.4641666667,5.60591666667,25.3969166667,5.06925,27.64375,25.4833333334,30.2174166667,7.32716666667
319.59,11.726,30.15225,13.2965833334,23.3755833334,19.0326666667,5.04233333333,24.87875,4.42191666667,27.1940833334,25.0648333333,29.8589166667,6.71191666667
319.96,11.3398333333,29.85025,12.8518333333,22.82725,18.7911666666,4.52691666667,24.5718333333,3.93116666667,26.9374166667,24.7534166667,29.6658333334,6.07841666667
320.32,10.8943333333,29.78675,12.5015833334,22.499125,18.4856666667,4.0535,24.3840833333,3.641,26.7186666666,24.6563333333,29.6006666667,5.54316666667
320.69,10.68925,29.77775,12.3840833334,22.1831666666,18.2383333333,3.962,24.1325,3.56983333333,26.6546666667,24.6678333333,29.3656666667,5.23016666667
321.06,11.0255,30.2140833333,12.6789166667,22.718875,18.5998333333,4.207,24.5498333333,3.82916666667,27.02275,25.0635833333,29.891,5.55458333333
321.43,11.0851666667,30.4555,12.942,22.7311666667,18.8035833333,4.33975,24.5765,3.90766666667,27.2055833333,25.0369166667,30.06925,5.60725
321.80,11.3996666667,31.0130833334,13.1988333333,23.061,19.2944166667,4.72891666667,24.9885833333,4.13108333333,27.5823333334,25.4640833333,30.5859166667,5.97025
322.16,11.6091666666,31.1765833333,13.1371666667,23.0632916666,19.3899166667,4.83483333333,25.2311666667,4.05683333333,27.8586666667,25.5243333333,31.0696666667,6.06941666667
322.53,11.7018333333,31.4240833333,13.1863333333,23.2165833333,19.61025,4.77208333333,25.5925833333,4.06175,28.2205,25.7296666667,31.2620833333,5.97958333333
322.90,12.2271666667,32.062,13.6774166667,23.5509583333,20.24325,5.13733333333,26.2078333333,4.404,28.7725,26.216,31.9768333333,6.24866666667
323.27,12.384,32.0373333333,13.7706666667,23.728,20.4773333333,5.29866666667,26.304,4.60266666667,28.9466666667,26.2426666667,32.1013333333,6.30666666667
323.63,12.6299166667,32.36125,13.9763333334,23.8940833333,20.9943333333,5.5885,26.6401666667,4.79566666667,29.1121666666,26.5726666667,32.6003333333,6.56058333333
324.00,12.68775,32.7830833333,14.0369166667,24.2405833333,21.0818333333,5.65033333333,26.9400833333,4.87941666667,29.2175,26.74225,32.8843333333,6.69008333333
324.37,13.02975,33.2718333333,14.4761666667,24.6772916666,21.63175,6.0465,27.3235,5.12025,29.5041666667,27.09925,33.3998333334,7.01033333333
324.74,13.2783333333,33.6210833333,14.6019166667,25.049125,21.9808333333,6.22533333333,27.6260833333,5.20133333333,29.7004166667,27.24225,33.73375,7.235
325.10,13.32175,33.739,14.6386666666,25.15025,22.063,6.28908333333,27.7645833333,5.26575,29.8065833333,27.3565,33.9090833333,7.2145
325.47,13.357,33.7475,14.5475833334,25.255,22.0204166667,6.23708333333,27.8749166667,5.24666666666,29.80975,27.43575,34.146,7.26816666667
325.84,13.2604166667,33.5915833333,14.3489166667,25.0468333333,21.8495833334,6.01566666667,27.7005833333,5.13616666667,29.5684166667,27.3443333333,34.0124166667,7.13775
326.21,13.1041666667,33.5431666667,14.2581666666,25.0032083333,21.85275,5.85275,27.6314166667,5.06166666667,29.3755,27.35375,33.8799166666,6.85175
326.57,12.7441666667,33.4525833333,13.9613333333,24.86975,21.6956666667,5.49775,27.3733333333,4.69066666666,29.17,27.1999166667,33.8455,6.56091666667
326.94,12.5065,33.3721666667,13.6058333334,24.8260833333,21.5073333334,5.24441666667,27.11675,4.44108333333,29.0543333333,27.0605833333,33.7373333333,6.32008333333
327.31,12.4924166667,33.63825,13.54425,25.0042916667,21.6314166667,5.33708333333,27.1796666667,4.44191666667,29.1960833333,27.34075,34.01925,6.27575
327.67,12.258,33.6224166667,13.294,25.1849583333,21.4059166667,5.17525,27.0741666667,4.27725,29.1481666666,27.1638333333,33.93125,6.141
328.04,11.9411666667,33.4485,13.092,25.0850833333,21.3501666667,4.91375,26.8701666667,3.99516666666,29.2098333333,27.0805833333,33.9066666666,5.84333333333
328.41,11.59425,33.1900833334,12.6253333333,24.7228333333,21.0703333333,4.50216666667,26.588,3.57383333334,29.1195833333,26.7825,33.7135,5.47058333334
328.78,11.3881666667,33.08575,12.5395,24.6686666667,20.8546666666,4.40441666667,26.5408333333,3.537,29.0236666667,26.9036666667,33.82225,5.46575
329.14,11.0673333333,32.94025,12.249,24.4737083334,20.6730833333,4.14958333334,26.2498333333,3.12491666667,28.7836666667,26.7521666667,33.6105,5.20866666666
329.51,10.9460833333,33.33575,12.2545833333,24.6038333333,20.8044166667,4.15166666667,26.45375,3.16341666667,28.9858333333,26.9468333333,33.75025,5.262
329.88,10.53825,33.2350833333,11.906,24.4142083333,20.4545,3.74333333334,26.279,2.77075,28.8955,26.6905833333,33.5859166667,4.79783333333
330.24,10.3835,33.4041666667,11.7725833333,24.4567083333,20.41775,3.59275,26.26375,2.69275,28.9965833333,26.7123333333,33.6618333333,4.68391666666
330.61,10.42325,33.47475,11.7235833333,24.3804166667,20.3185,3.6,26.3028333333,2.68833333333,28.9393333333,26.6681666667,33.6631666667,4.66758333334
330.98,10.12375,33.2324166667,11.4591666667,24.1774166667,20.1610833333,3.32066666666,26.04675,2.2715,28.6491666667,26.5231666667,33.4951666667,4.311
331.34,10.1531666667,33.3495833333,11.54,24.069125,20.21325,3.13225,26.13575,2.15483333333,28.6371666666,26.4219166667,33.5193333333,4.28408333333
331.71,10.25575,33.3926666667,11.7008333333,23.8790416667,20.3309166667,3.16225,26.201,2.26941666667,28.7921666667,26.42025,33.5548333334,4.3105
332.08,10.55775,33.7686666667,11.9471666667,23.9510833333,20.5128333333,3.307,26.4415,2.41375,29.0539166667,26.72125,33.9064166667,4.505
332.44,10.69375,34.098,12.0855,24.1834166667,20.5895,3.4905,26.5425833333,2.69508333333,29.12675,26.8660833334,33.9691666666,4.76066666667
332.81,10.6644166667,34.4004166667,11.99375,24.2040833333,20.7666666666,3.35875,26.5591666667,2.62833333334,29.1743333333,26.8825833333,34.03525,4.71875
333.18,10.6499166667,34.7470833333,12.1285833333,24.2865416666,20.8885,3.30183333333,26.8143333333,2.71491666667,29.3279166666,27.059,34.381,4.7285
333.54,10.5934166667,34.7329166666,12.04625,24.164875,20.8801666667,3.32075,26.6275,2.66066666667,29.2775,27.0535,34.40925,4.49058333333
333.91,10.739,35.0964166667,12.2716666667,24.452375,21.1955833333,3.52566666667,26.8425833333,2.8225,29.5853333333,27.167,34.69225,4.59566666667
334.28,10.7511666667,35.2316666667,12.3424166667,24.5443333333,21.31675,3.56175,26.9290833333,2.92291666666,29.7594166667,27.3188333333,34.9245833334,4.70566666667
334.64,10.76075,35.4411666666,12.3955833333,24.6158333334,21.5380833333,3.5315,27.0545,2.87391666667,30.0025,27.4866666667,35.2301666667,4.62958333333
335.01,10.946,35.86725,12.5676666667,24.898,21.7685,3.76925,27.3760833333,3.11625,30.2334166667,27.72175,35.51925,4.84116666667
335.38,11.0254166666,36.0213333334,12.6695,25.1318333333,21.8050833333,3.99316666667,27.58225,3.25066666667,30.5436666667,27.9393333333,35.742,4.939
335.74,11.1680833334,36.29775,12.8181666667,25.28875,21.91175,4.16275,27.6854166667,3.367,30.7245833333,28.1235833333,36.001,5.08991666667
336.11,11.1181666667,36.3828333333,12.74925,25.35275,21.9408333333,4.28841666667,27.6765833333,3.44016666667,30.7649166667,28.1579166667,35.9731666667,4.99766666667
336.47,11.1129166666,36.4275,12.7301666667,25.4219166666,21.99775,4.207,27.82375,3.30916666667,30.9045833333,28.2150833333,36.236,4.85725
336.84,11.17275,36.44275,12.8016666667,25.5051666666,22.016,4.238,27.8698333333,3.37033333333,31.10875,28.19325,36.3305,4.81066666666
337.21,11.5320833333,36.7665,13.1306666667,25.8131666667,22.30725,4.63416666667,28.1201666667,3.7965,31.4201666666,28.493,36.5826666666,5.14766666667
337.57,11.5580833333,36.6600833333,13.1103333333,25.722375,22.3273333333,4.57691666667,28.0561666667,3.68958333333,31.355,28.4099166667,36.5635,5.12875
337.94,11.3638333333,36.53675,12.9774166667,25.562875,22.1499166667,4.39558333333,27.8464166667,3.48866666666,31.05,28.3046666667,36.4466666667,4.95525
338.31,11.5220833333,36.6571666666,13.12575,25.6959583333,22.2415,4.58808333333,27.9315833333,3.64491666666,30.9673333333,28.3258333333,36.473,5.14625
338.67,11.8068333333,36.91675,13.3281666667,25.9911666666,22.4114166667,4.94991666667,28.1725833333,3.9855,31.1036666667,28.4844166666,36.5761666667,5.53941666667
339.04,11.75675,36.8910833333,13.37775,25.926125,22.3566666666,4.81133333333,28.11125,3.97391666667,31.1724166667,28.409,36.6579166667,5.5485
339.40,11.54725,36.8788333334,13.22825,25.908125,22.3065833333,4.70058333333,28.0374166667,3.84833333333,30.9964166667,28.3191666667,36.6791666667,5.45808333333
339.77,11.5485,37.0328333333,13.228,26.0214583333,22.3310833333,4.72075,28.1035833333,3.86958333333,30.9995833333,28.3659166667,36.8375833333,5.6005
340.14,11.4884166667,36.9618333333,13.301,25.953625,22.3445,4.62083333333,28.0921666667,3.87216666667,30.867,28.2235833333,36.7288333333,5.732
340.50,11.39725,37.1928333334,13.2833333333,25.9420416667,22.3896666667,4.56108333334,28.2053333333,3.76008333333,31.0319166666,28.3900833333,36.7408333333,5.68116666667
340.87,11.3838333333,37.5085833334,13.3165,26.0868333334,22.4971666667,4.55133333333,28.482,3.70558333333,31.1025833333,28.5045833333,36.9886666666,5.67633333334
341.23,11.1226666667,37.2548333333,13.0995833333,25.8758333334,22.3208333333,4.33433333333,28.2073333333,3.39491666667,30.9536666666,28.2968333334,36.8349166667,5.39441666667
341.60,10.95175,37.4914166667,13.1000833333,25.9438333333,22.2068333333,4.18725,28.2956666667,3.25091666667,30.9413333334,28.3299166667,36.9545833333,5.22641666667
341.96,10.9026666667,37.5730833333,12.9775,25.9525416666,22.2183333333,4.12408333333,28.3408333333,3.18966666667,31.0665,28.3458333333,37.1024166667,5.234
342.33,10.8843333333,37.72,12.9046666667,25.98325,22.2641666666,4.05908333333,28.3101666667,3.04808333333,31.2895833333,28.2968333333,37.2564166667,5.14558333333
342.70,10.8703333333,37.7923333333,12.867,25.8814583334,22.2245,3.92233333333,28.2693333334,2.93633333333,31.38625,28.3870833333,37.3583333334,4.96791666666
343.06,10.9975833333,38.0225833333,12.9264166667,26.0110416667,22.2900833334,4.05658333333,28.455,3.04575,31.65225,28.6326666667,37.4845833333,4.99566666667
343.43,11.1871666667,38.3074166666,13.0585,26.113875,22.44,4.09275,28.5310833334,3.17141666666,31.78125,28.7060833333,37.6059166667,5.0495
343.79,11.11375,38.4615833333,12.9970833333,26.1435416667,22.436,4.03383333333,28.668,3.10975,31.851,28.7444166667,37.6835833334,4.80225
344.16,11.2669166667,38.7976666667,13.0881666667,26.4272916667,22.5775833333,4.18233333333,28.8471666667,3.19,32.0310833333,28.9716666667,38.0474166667,4.90283333333
344.52,11.4343333334,38.8878333334,13.2898333333,26.6250416667,22.7035833334,4.31225,28.8638333333,3.46458333333,32.0263333333,28.9500833334,38.1990833333,5.15408333334
344.89,11.5448333334,38.9523333333,13.3246666667,26.6086666667,22.6155,4.38616666667,28.8056666667,3.5475,32.1113333334,28.96375,38.2744166667,5.11741666667
345.25,11.7643333333,39.3774166666,13.4600833333,26.8660833333,22.8358333333,4.56958333333,29.0709166667,3.71691666666,32.3409166667,29.2080833333,38.6363333333,5.29091666667
345.62,12.00325,39.424,13.6279166667,27.0235416667,23.0366666666,4.82525,29.1450833333,3.9535,32.5253333333,29.29525,38.7883333333,5.59775
345.99,12.3295,39.7306666667,13.9189166667,27.3485833333,23.2911666667,5.06466666667,29.3636666667,4.2235,32.8065,29.5645,39.0959166666,5.87758333334
346.35,12.4283333334,39.9999166667,14.0345833333,27.53025,23.4308333333,5.12841666667,29.5570833333,4.28116666667,32.9036666666,29.7844166667,39.3505833333,5.91975
346.72,12.3458333333,40.012,14.0239166667,27.5440833333,23.4783333333,5.0775,29.5219166667,4.20716666666,32.7763333333,29.6504166667,39.3723333333,5.79975
347.08,12.5125833333,40.2266666667,14.1965,27.7233333333,23.6815,5.16775,29.5744166667,4.28141666666,32.7843333333,29.678,39.55925,6.01425
347.45,12.4776666667,40.3755,14.1113333333,27.7489166667,23.6479166667,5.07508333333,29.5866666667,4.18883333333,32.7704166667,29.7355,39.7473333333,5.97008333333
347.81,12.5113333333,40.61275,14.1615833333,27.8459166667,23.7594166667,5.03741666666,29.5650833333,4.11658333333,32.91775,29.8924166666,39.90725,5.98816666667
348.18,12.3743333333,40.5658333333,14.05325,27.7392083333,23.6191666667,4.87075,29.49025,3.94966666667,32.9021666667,29.7403333334,39.8139166667,5.75875
348.54,12.4750833333,40.75825,14.0680833333,27.735125,23.6579166666,4.92858333333,29.5846666667,3.96316666667,32.925,29.8205,40.04975,5.6655
348.91,12.6770833333,40.92425,14.3320833333,27.945375,23.9484166667,5.1115,29.7858333333,4.13016666666,33.0123333333,30.0846666667,40.2954166667,5.95075
349.27,12.4448333333,40.7044166667,14.1158333334,27.7531666667,23.6664166667,4.77675,29.5440833333,3.89066666667,32.8335,29.8230833333,40.07625,5.72866666667
349.64,12.4150833334,40.899,14.06375,27.8533333333,23.61825,4.63316666667,29.5141666667,3.86691666666,32.9531666667,29.96725,40.1639166667,5.644
350.00,12.3420833333,40.9099166666,14.0346666667,27.7513333334,23.6350833333,4.54858333334,29.4923333334,3.80983333333,32.9030833333,29.982,40.1296666667,5.54425
350.37,12.3871666666,41.12525,14.1751666667,27.76675,23.6885,4.58925,29.6070833333,3.91975,33.0074166667,30.094,40.2635833333,5.68841666667
350.73,12.4326666667,41.2113333333,14.246,27.7785,23.6050833333,4.63208333334,29.6028333333,3.98216666667,33.1020833333,30.2293333333,40.2749166667,5.78083333333
351.10,12.4011666667,41.3366666667,14.2319166667,27.7624166667,23.579,4.63791666667,29.6655,4.07791666667,33.1558333333,30.32725,40.4275833333,5.77225
351.46,12.5885,41.57175,14.41325,27.997375,23.7538333334,4.82641666667,29.9,4.30133333333,33.3894166667,30.4969166667,40.60475,5.97766666667
351.83,12.6664166667,41.5313333333,14.5251666667,28.033375,23.8275833333,4.86683333334,29.9095833333,4.44591666667,33.3105833333,30.54,40.642,6.11616666667
352.19,12.7709166667,41.73425,14.61775,28.1951666667,23.9205833333,4.96233333333,30.0090833333,4.573,33.43475,30.699,40.7989166667,6.20691666667
352.55,12.62525,41.77875,14.6781666667,28.19825,23.8901666666,4.92591666666,29.98175,4.53391666667,33.458,30.7235833333,40.6841666667,6.22591666666
352.92,12.6036666667,41.9379166667,14.6615,28.198875,23.8068333333,4.85158333333,29.9515833333,4.55933333334,33.5280833333,30.7051666667,40.671,6.20166666666
353.28,12.443,42.0165,14.58575,28.0390416667,23.6548333334,4.785,29.85775,4.41858333333,33.4155833333,30.5908333333,40.6206666667,6.04658333334
353.65,12.3140833333,41.9654166667,14.4800833334,27.8864583333,23.5645,4.70433333333,29.8335,4.25633333333,33.31575,30.3985833333,40.6019166666,5.871
354.01,12.367,42.047,14.491,27.92725,23.485,4.82416666667,29.87875,4.25933333333,33.2573333334,30.4315,40.7055833333,5.90675
354.38,12.281,41.9065833333,14.41325,27.819875,23.41175,4.72158333333,29.7279166666,4.1075,33.1825,30.29575,40.5465833333,5.7275
