wavelength,Back_IriPorm,Belly_IriPorm,Breast_IriPorm,Crissum_IriPorm,Crown_IriPorm,DorTail_IriPorm,Patch10_IriPorm,Patch11_IriPorm,Rump_IriPorm,Throat_IriPorm,WingTip_IriPorm
293.01,4.21855555556,3.53344444444,3.67888888889,2.52033333333,4.16877777778,6.07444444444,6.91344444444,3.31755555555,3.70788888889,3.90722222222,6.92577777778
293.38,4.13888888889,3.36466666667,3.465,2.46933333333,3.98411111111,6.07244444444,6.65833333333,3.24344444445,3.57811111111,3.63677777778,6.64566666667
293.75,3.95166666667,3.19088888889,3.46555555556,2.35833333334,3.74877777778,6.02688888889,6.43677777778,3.13177777778,3.39366666666,3.38522222222,6.479
294.12,4.04611111111,3.35144444444,3.64188888889,2.55155555556,4.03333333333,6.446,6.47122222222,3.14522222222,3.33033333333,3.58722222222,6.41655555556
294.49,4.009,3.45855555555,3.783,2.42333333333,4.06644444445,6.44066666667,6.30111111111,3.167,3.32722222222,3.56955555556,6.24344444444
294.86,3.87155555556,3.18588888889,3.74866666667,2.27466666667,3.86366666667,6.22922222222,6.04288888889,3.21355555556,3.21777777778,3.40788888889,6.11822222222
295.23,3.88133333333,3.15566666667,3.71511111111,2.13911111111,3.85111111111,6.18655555556,5.89955555555,3.06122222222,3.33333333333,3.40511111111,5.89188888889
295.60,3.46588888889,2.79566666667,3.50555555555,1.93811111111,3.63155555555,5.934,5.541,2.76688888889,3.14866666667,3.12377777778,5.38633333333
295.97,3.10688888889,2.36288888889,3.069,1.50522222222,3.40311111111,5.53866666667,5.19077777778,2.418,2.90711111111,2.821,4.97022222222
296.34,3.55244444445,2.791,3.61866666667,1.84088888889,3.91,5.93955555556,5.72455555556,2.98955555556,3.45644444444,3.41344444444,5.54222222222
296.71,3.76644444445,3.11522222222,3.82711111111,1.97266666667,4.159,6.15411111111,5.86355555555,3.20133333333,3.84611111111,3.86544444445,5.79655555556
297.08,3.85044444444,3.18566666667,3.90644444444,2.05011111111,4.24966666667,6.17511111111,6.025,3.28855555556,3.919,3.96277777778,5.81933333333
297.45,3.786,3.21822222222,3.94966666667,2.02722222222,4.28888888889,6.01077777778,5.97366666667,3.05777777778,3.88788888889,4.04522222222,5.83188888889
297.82,3.81788888889,3.21488888889,3.82722222222,1.89211111111,4.22511111111,5.91811111111,5.92755555555,3.07088888889,3.815,4.13044444445,5.75011111111
298.19,3.78077777778,3.02722222222,3.75311111111,1.742,4.12688888889,5.659,5.91233333333,3.03322222222,3.76233333334,4.23511111111,5.66222222222
298.56,3.72977777778,2.88388888889,3.68288888889,1.65111111111,4.06055555556,5.66177777778,5.93011111111,3.05888888889,3.70477777778,4.30088888889,5.54633333333
298.93,3.62766666667,2.76911111111,3.50088888889,1.39722222222,4.09988888889,5.60133333333,5.98811111111,2.89888888889,3.672,4.26777777778,5.36066666666
299.30,3.69588888889,2.78255555555,3.69944444444,1.42077777778,4.16766666666,5.68888888889,6.07255555555,3.06555555556,3.722,4.47633333333,5.49366666667
299.67,3.91655555556,2.83166666667,3.74522222222,1.51477777778,4.27555555556,5.86788888889,6.224,3.10355555555,3.74511111111,4.76955555556,5.70344444445
300.04,4.00833333334,2.94177777778,3.85555555556,1.60122222222,4.39022222222,6.047,6.25544444445,3.09122222222,3.883,4.96688888889,5.66155555555
300.41,3.80411111111,2.66644444445,3.61744444445,1.33855555556,4.11633333333,5.53766666667,5.89644444444,2.58044444444,3.65333333333,4.62588888889,5.09255555556
300.78,3.40855555555,2.35266666667,3.25288888889,1.06711111111,3.816,5.07944444445,5.45011111111,2.097,3.238,4.40155555556,4.67566666667
301.15,3.44655555556,2.46222222222,3.14244444444,1.15155555555,3.81155555555,5.07288888889,5.26288888889,1.96455555555,3.12755555556,4.43066666667,4.51822222222
301.52,3.24455555556,2.28,2.81277777778,0.89088888889,3.688,5.14711111111,5.21711111111,1.96466666667,2.94888888889,4.41577777778,4.18222222222
301.89,3.23022222222,2.32533333333,3.05711111111,1.06244444444,3.98566666667,5.14622222222,5.24077777778,1.983,3.05722222222,4.64677777778,4.22555555556
302.26,3.24533333333,2.48722222222,3.28466666666,1.18255555556,4.06655555556,5.19811111111,5.22566666667,2.12944444444,3.21377777778,4.72255555556,4.25888888889
302.63,3.23888888889,2.42444444444,3.38,1.28466666666,4.07322222222,4.98577777778,5.27555555555,2.017,3.21144444444,4.72711111111,4.28855555555
303.00,3.33177777778,2.57622222222,3.48044444444,1.47977777778,4.18522222222,5.17966666667,5.258,2.16511111111,3.32411111111,4.98788888889,4.51788888889
303.37,3.55611111111,2.90688888889,3.80277777778,1.792,4.36622222222,5.36011111111,5.47355555556,2.324,3.63066666667,5.13688888889,4.62044444444
303.74,3.56322222222,2.93966666667,4.08977777778,1.93366666667,4.43277777778,5.38388888889,5.54777777778,2.45622222222,3.82833333333,5.13855555556,4.66266666667
304.10,3.51,2.89,4.10677777778,1.86022222222,4.38344444444,5.30011111111,5.60833333333,2.66777777778,3.748,5.20277777778,4.66822222222
304.47,3.30611111111,2.84633333333,3.84755555556,1.45277777778,4.29122222222,5.41022222222,5.49266666667,2.57166666667,3.42755555556,5.13544444445,4.55833333333
304.84,3.396,2.76077777778,3.84166666667,1.36066666667,4.41377777778,5.55744444444,5.49433333333,2.84366666667,3.64822222222,5.08422222222,4.57933333333
305.21,3.05211111111,2.54855555555,3.85444444445,1.15233333333,4.40511111111,5.23888888889,5.45922222222,2.91444444444,3.65777777778,5.07777777778,4.67655555556
305.58,3.25977777778,2.62366666667,4.10033333333,1.27644444444,4.65022222222,5.18411111111,5.581,3.10277777778,3.794,5.25122222222,4.87822222222
305.95,3.62511111111,2.64988888889,4.14,1.32888888889,4.95788888889,5.39844444444,5.74433333333,3.26733333333,3.97488888889,5.37077777778,5.10333333333
306.32,3.94111111111,2.828,4.48377777778,1.56511111111,5.28622222222,5.76622222222,5.97055555555,3.367,4.15744444444,5.65188888889,5.404
306.69,4.33888888889,3.29555555556,4.90211111111,1.71288888889,5.61844444445,6.11866666667,6.28,3.74044444444,4.49622222222,6.24066666667,5.74077777778
307.06,4.644,3.55233333333,5.364,2.03444444444,6.01722222222,6.34188888889,6.561,3.98666666667,4.64388888889,6.608,5.95855555555
307.43,4.53188888889,3.49833333334,5.20266666667,1.89933333333,6.11133333333,6.10755555556,6.46622222222,3.93122222222,4.68022222222,6.86811111111,5.92011111111
307.80,4.971,3.91655555556,5.37577777778,1.99433333333,6.46877777778,6.15566666667,6.671,4.18,4.97866666667,7.39344444444,6.13611111111
308.17,5.73333333333,4.474,5.82577777778,2.65911111111,7.12955555556,6.59611111111,7.10755555555,4.63333333333,5.45188888889,7.93711111111,6.74066666667
308.54,5.99988888889,4.68877777778,6.09988888889,3.09844444445,7.36433333333,6.673,7.36444444445,4.918,5.77411111111,8.23500000001,6.96666666666
308.90,6.09411111111,4.78411111111,6.306,3.19633333333,7.508,6.70566666667,7.53255555555,4.93377777778,5.72244444444,8.5331111111,7.09477777778
309.27,6.49344444445,4.87355555555,6.45644444444,3.35466666667,7.65555555556,6.82033333333,7.56122222222,4.96455555556,5.87722222222,8.81755555555,7.15022222222
309.64,6.88922222222,5.23411111111,6.83088888889,3.54633333333,7.95922222222,7.02488888889,7.71988888889,5.18544444444,6.29422222222,9.21022222222,7.51933333333
310.01,7.00633333333,5.37566666667,7.07788888889,3.63344444445,7.90244444445,7.174,7.952,5.35088888889,6.56622222222,9.41522222222,7.69766666667
310.38,7.10855555555,5.37388888889,7.07266666667,3.68966666666,8.00488888889,7.187,8.07088888889,5.41577777778,6.63355555555,9.4962222222,7.89966666667
310.75,6.70277777778,4.82188888889,6.60233333333,3.34522222222,7.52055555555,6.78811111111,7.562,4.97522222222,6.09155555556,8.9938888889,7.43511111111
311.12,6.53511111111,4.61388888889,6.33777777778,3.13988888889,7.272,6.56666666667,7.35622222222,4.82555555556,5.90811111111,8.73766666668,7.19088888889
311.49,6.67244444444,4.69644444445,6.49766666667,3.26733333333,7.29077777778,6.747,7.45133333333,4.99722222222,5.87922222222,8.79722222221,7.36522222222
311.85,6.48244444445,4.49877777778,6.45088888889,3.24855555556,7.15522222222,6.78555555556,7.34866666667,4.92888888889,5.67388888889,8.78077777779,7.33433333333
312.22,6.05677777778,4.18988888889,6.26266666667,2.96088888889,6.78022222222,6.40377777778,7.06522222222,4.64533333333,5.45122222222,8.60311111111,7.12122222222
312.59,5.99255555556,4.11588888889,6.34877777778,2.89155555556,6.80666666667,6.38477777778,7.037,4.67244444444,5.38788888889,8.64777777778,7.30933333333
312.96,6.34288888889,4.45111111111,6.62955555556,3.147,7.06211111111,6.52288888889,7.30877777778,4.85311111111,5.79166666667,8.92966666666,7.449
313.33,6.28033333333,4.47877777778,6.67588888889,3.14777777778,7.14966666666,6.58544444445,7.34933333333,4.89022222222,5.88111111111,8.96366666669,7.48
313.70,6.19322222222,4.39922222222,6.59911111111,3.12088888889,6.99511111111,6.79555555556,7.356,4.74411111111,5.71977777778,9.0531111111,7.56533333333
314.07,6.29188888889,4.52366666667,6.71722222222,3.34377777778,7.15933333333,6.76688888889,7.47833333333,4.75944444445,5.75977777778,9.38944444442,7.69077777778
314.43,6.23822222222,4.65388888889,6.79588888889,3.357,7.06633333334,6.62488888889,7.48722222222,4.80766666667,5.90288888889,9.60199999999,7.57633333333
314.80,6.52233333333,5.1,7.05466666667,3.57988888889,7.54177777778,6.88311111111,7.86388888889,5.128,6.32622222222,10.0426666667,7.88155555556
315.17,6.31766666666,5.16911111111,6.95711111111,3.29444444444,7.43033333333,6.69666666667,7.75888888889,5.15811111111,6.41888888889,10.2116666666,7.80955555556
315.54,6.14411111111,5.06711111111,6.75844444444,3.06822222222,7.32833333333,6.41044444444,7.45788888889,4.91155555556,6.35511111111,10.1192222222,7.50977777778
315.91,6.25655555555,5.29055555556,6.94022222222,3.10744444444,7.49233333334,6.527,7.65022222222,5.02377777778,6.55322222222,10.2657777778,7.67666666667
316.28,6.61133333333,5.74111111111,7.28133333333,3.353,7.97755555555,6.884,7.98144444444,5.35877777778,6.86122222222,10.6078888889,7.95866666667
316.64,6.73988888889,5.85888888889,7.209,3.452,8.12833333333,6.73222222222,7.89944444444,5.25611111111,6.862,10.8288888889,7.85755555556
317.01,6.78166666667,5.88511111111,7.35644444444,3.62444444444,8.25666666667,6.89277777778,8.01155555556,5.387,6.93466666666,11.1187777778,8.14533333334
317.38,6.84144444444,6.01733333333,7.55444444444,3.66033333333,8.24033333334,7.01766666667,8.18288888889,5.44244444444,7.00266666667,11.4521111111,8.40911111111
317.75,7.05777777778,6.23511111111,7.72377777779,3.86577777778,8.55044444444,6.96977777778,8.29022222222,5.90977777778,7.29888888889,11.6736666667,8.51988888889
318.12,7.28066666667,6.66988888889,8.026,4.04955555555,8.82522222222,7.23822222222,8.48322222222,6.41233333333,7.50722222222,12.0177777778,8.79044444445
318.49,7.27844444444,6.56933333333,7.91455555556,3.94022222222,8.90344444445,7.25922222222,8.42822222222,6.38911111111,7.25144444444,12.0234444444,8.73088888889
318.85,7.05488888889,6.51855555556,7.91933333333,3.93266666667,8.83788888889,7.29422222222,8.35944444444,6.28311111111,7.13988888889,12.2073333333,8.82644444444
319.22,7.37022222222,6.70288888889,8.26477777778,4.27711111111,9.18655555555,7.43566666667,8.56944444444,6.50622222222,7.347,12.4571111111,9.10166666667
319.59,7.401,6.83666666667,8.38277777777,4.286,9.35255555556,7.53244444444,8.63766666666,6.60866666667,7.258,12.6763333333,9.14777777778
319.96,7.60833333333,6.93244444445,8.48788888889,4.29766666667,9.50588888889,7.58133333333,8.73744444444,6.83255555555,7.41255555556,12.897,9.3058888889
320.32,7.84755555555,7.15655555555,8.79977777777,4.43455555556,9.65977777778,7.94366666667,8.97255555555,7.264,7.52511111111,13.2687777778,9.39122222223
320.69,7.60155555555,7.10344444444,8.71644444444,4.34111111111,9.48655555554,7.93111111111,8.96555555556,7.28344444444,7.49033333333,13.2261111111,9.24144444444
321.06,7.64622222222,7.06033333333,8.64155555556,4.26511111111,9.591,7.92166666667,8.94788888889,7.25177777778,7.447,13.1404444444,9.14288888889
321.43,8.03922222222,7.51411111111,9.16966666666,4.72388888889,10.0832222222,8.25622222222,9.45166666668,7.72333333333,7.90233333333,13.532,9.38666666667
321.80,7.502,7.11188888889,8.92577777779,4.28311111111,9.37666666665,7.896,9.05477777778,7.14211111111,7.40366666667,13.1373333333,8.70244444445
322.16,7.25544444444,6.85555555556,8.89188888889,4.16211111111,9.11600000001,7.61422222222,8.87322222222,6.82566666667,7.08355555555,12.8336666667,8.29422222222
322.53,7.11233333333,6.90944444444,8.98255555557,3.98411111111,8.99377777777,7.49955555555,8.79811111111,6.66222222222,7.01644444444,12.7601111111,8.25244444444
322.90,7.39788888889,7.12677777778,9.25455555553,4.10344444445,9.02677777778,7.71222222222,8.86055555556,6.66444444444,7.17388888889,12.704,8.30788888889
323.27,7.35677777778,7.12366666667,9.21111111112,4.11111111111,8.68122222222,7.60744444444,8.83644444445,6.48777777778,6.98955555556,12.7216666667,8.32088888889
323.63,7.34033333333,7.00077777778,9.07677777777,4.09655555555,8.54288888889,7.49977777778,8.89322222222,6.318,6.94522222222,12.6983333334,8.52222222222
324.00,7.30811111111,6.93588888889,9.13866666666,4.19533333333,8.63122222222,7.51466666667,8.91188888889,6.14766666667,6.90211111111,12.752,8.43844444445
324.37,6.81344444445,6.415,8.70377777778,3.76066666666,8.12433333333,7.02766666667,8.39755555556,5.45355555555,6.45133333333,12.1814444444,8.04177777778
324.74,7.17811111111,6.49566666667,9.08033333332,3.97488888889,8.29877777778,7.37644444444,8.63211111111,5.59888888889,6.66222222222,12.4114444444,8.26044444444
325.10,6.94877777778,6.33311111111,9.01888888889,3.62488888889,7.95088888889,6.98644444444,8.41266666667,5.34033333333,6.31111111111,12.2325555556,8.11744444444
325.47,6.68866666667,6.07233333333,8.67299999999,3.14977777778,7.55977777778,6.59366666667,7.96455555556,5.04488888889,5.91577777778,11.8778888889,7.71311111111
325.84,6.82311111111,6.16144444444,8.65722222221,2.99777777778,7.70555555555,6.43944444444,8.01677777778,5.07366666666,5.81388888889,11.8968888889,7.75088888889
326.21,6.83311111111,6.16711111111,8.67777777779,2.86788888889,7.79122222222,6.539,7.93088888889,5.12288888889,5.87244444444,11.953,7.85366666667
326.57,6.85788888889,6.22211111111,8.77666666667,3.05311111111,7.84411111111,6.62311111111,8.05488888889,5.20666666667,6.02044444444,12.1446666667,7.80855555555
326.94,6.78588888889,6.28333333333,8.78833333333,3.04011111111,7.90911111111,6.60655555555,8.15633333334,5.41888888889,6.02455555555,12.2636666667,7.81833333333
327.31,6.819,6.24977777778,8.8617777778,2.92455555555,8.05411111111,6.751,8.23666666667,5.34777777778,6.14966666667,12.308,7.668
327.67,6.83122222222,6.39755555555,9.06111111109,2.99077777778,8.16144444444,6.89022222222,8.365,5.50388888889,6.33566666667,12.4472222222,7.52722222222
328.04,6.99277777778,6.59488888889,9.20766666669,3.04044444444,8.21,6.94544444445,8.45944444444,5.62366666667,6.58288888889,12.5721111111,7.536
328.41,7.29522222222,6.89933333334,9.45622222222,3.31266666667,8.438,7.00677777778,8.78355555556,5.95277777778,6.85477777778,12.891,7.66144444444
328.78,7.28744444444,7.03222222222,9.36722222222,3.27444444445,8.452,7.00522222222,8.71,5.99355555556,6.85811111111,13.023,7.51855555556
329.14,7.35488888889,7.30344444444,9.41777777778,3.48355555556,8.55144444444,7.173,8.80877777778,6.26733333333,7.01877777778,13.3526666667,7.49744444444
329.51,7.33955555555,7.28377777778,9.454,3.53711111111,8.46788888889,7.327,8.90677777778,6.29755555556,6.97766666667,13.6122222222,7.55255555556
329.88,7.33766666667,7.35622222222,9.736,3.75133333333,8.54133333333,7.59655555556,9.10288888889,6.48944444444,7.17255555556,13.8647777778,7.64333333333
330.24,7.15666666667,7.144,9.47711111112,3.52633333333,8.25855555555,7.314,8.99211111111,6.31911111111,6.996,13.825,7.30777777778
330.61,7.25911111111,7.19377777778,9.49766666666,3.41677777778,8.142,7.32466666667,8.83544444445,6.42288888889,6.82711111111,13.7628888889,7.37444444444
330.98,7.59233333333,7.29,9.70033333336,3.69955555555,8.30533333333,7.499,8.95,6.51777777778,7.13755555555,14.1068888889,7.54555555556
331.34,7.853,7.62244444444,10.0046666667,3.96811111111,8.643,7.813,9.23933333333,6.91266666667,7.32133333333,14.3323333334,7.87455555556
331.71,8.11522222222,7.82522222222,10.2895555555,4.177,8.695,7.96122222222,9.50422222223,7.24844444444,7.55644444445,14.4937777778,8.18455555556
