wavelength,Back_CisLevm,Belly_CisLevm,Breast_CisLevm,Crissum_CisLevm,Crown_CisLevm,DorTail_CisLevm,Patch10_CisLevm,Patch11_CisLevm,Rump_CisLevm,Throat_CisLevm,WingTip_CisLevm
577.24,56.2263333333,66.1720333333,5.97706666667,52.9773333333,8.15160000001,6.71553333334,29.9882,35.3176,49.8161230769,5.1668,4.20006666667
577.58,56.2085333334,66.1566666667,5.9462,53.0087333333,8.13126666667,6.68586666666,29.96,35.3093333333,49.8108830769,5.1556,4.19193333333
577.92,56.0837333333,66.0629,5.87433333333,52.9168,8.0596,6.63726666666,29.8872,35.2046,49.7119702564,5.0838,4.17313333333
578.26,56.0716666667,66.0871666667,5.81566666667,52.9326,8.01806666666,6.60726666667,29.8771333333,35.2336666667,49.7591076923,5.0298,4.1294
578.60,56.1823333333,66.1962333333,5.88263333333,53.0332666667,8.09253333334,6.67893333334,29.9718666667,35.3221333333,49.8452907692,5.10966666667,4.22606666667
578.94,56.1132666667,66.1428666667,5.9365,53.026,8.16873333333,6.72733333333,29.9714,35.3172666667,49.82058,5.18726666667,4.29326666667
579.28,56.1305333333,66.1448333333,6.02193333333,53.0761333333,8.22053333333,6.80366666667,29.9818,35.3426666667,49.7954558974,5.2368,4.3718
579.61,56.2335333333,66.2527333333,6.0066,53.1475333333,8.20239999999,6.80106666667,29.9857333333,35.3728666667,49.8508292308,5.22486666667,4.3548
579.95,56.3595333334,66.4015333333,6.06863333333,53.2274,8.28633333333,6.88866666667,30.0686666667,35.4839333333,49.9259307692,5.32593333334,4.4424
580.29,56.3899333333,66.3883666667,6.09186666667,53.2724666667,8.32513333333,6.94566666667,30.1098666666,35.5393333333,49.9303733333,5.3728,4.50393333333
580.63,56.2676,66.2794,6.00913333333,53.1902666667,8.25106666667,6.87979999999,30.0208,35.4457333333,49.8632620513,5.30626666667,4.4538
580.97,56.2212,66.2247,5.96763333333,53.1752,8.2358,6.85746666666,29.9995333333,35.3984666667,49.8430117949,5.28546666667,4.44653333333
581.31,56.2190666667,66.2111333333,6.0106,53.1926,8.23213333333,6.88493333333,29.9988666667,35.4210666667,49.8652651282,5.2956,4.46373333333
581.65,56.3083333333,66.2687,6.05316666667,53.2262,8.27926666666,6.94253333334,30.0142,35.5033333333,49.9171497436,5.34306666667,4.49233333333
581.98,56.3825333333,66.3133333333,6.10203333333,53.2481333333,8.30333333333,6.99660000001,30.0568666667,35.5276,49.9569333333,5.38873333333,4.53426666667
582.32,56.3283333333,66.2399,6.0133,53.2554666666,8.21393333334,6.94146666667,30.0068,35.4689333333,49.9096594872,5.30906666667,4.43993333333
582.66,56.3320666667,66.2511333333,5.9217,53.2512666667,8.11859999999,6.89980000001,29.9522666667,35.4566666667,49.8803082051,5.22286666667,4.3528
583.00,56.419,66.3826333333,5.8264,53.3259333333,8.0522,6.85939999999,29.9440666667,35.4642,49.9527625641,5.16653333333,4.25153333333
583.34,56.3556666667,66.3145666667,5.8047,53.2844,8.03413333333,6.83306666666,29.9055333333,35.4640666667,49.9123861539,5.14073333333,4.23753333333
583.68,56.2856,66.2515333333,5.6257,53.2388666667,7.87366666667,6.65119999999,29.7546666667,35.3466,49.8115723077,4.94753333333,4.06233333334
584.01,56.255,66.2275666667,5.5915,53.1931333333,7.85026666667,6.62366666667,29.7259333333,35.2896,49.7773702564,4.902,4.01986666667
584.35,56.3582,66.3292666667,5.65823333333,53.3083333333,7.937,6.70233333333,29.8200666667,35.4131333333,49.8548138462,4.96953333333,4.0844
584.69,56.4724666667,66.473,5.6447,53.4296666666,7.905,6.71386666666,29.86,35.4474,49.9361897436,4.95453333333,4.07353333333
585.03,56.5185333333,66.5681666667,5.56763333333,53.4494666667,7.89366666666,6.65646666666,29.8549333333,35.4225333333,49.9028102564,4.89753333333,4.03366666667
585.37,56.5062,66.6248333333,5.5091,53.4896,7.84599999999,6.57593333333,29.8362666667,35.3563333333,49.9043092308,4.83333333333,3.97366666667
585.70,56.4467333333,66.6045666667,5.48286666667,53.5015333333,7.84146666667,6.52579999999,29.8010666667,35.3301333333,49.8670825641,4.7956,3.94233333333
586.04,56.5065333333,66.6941333333,5.47426666667,53.5187333333,7.81,6.48739999999,29.8082666667,35.3171333333,49.9263533333,4.7542,3.90886666666
586.38,56.4260666666,66.6713333333,5.448,53.4734,7.7708,6.44713333333,29.7748,35.2449333333,49.8793158974,4.69606666667,3.87153333333
586.72,56.3989333333,66.6265,5.48803333333,53.4566666667,7.77066666667,6.45153333333,29.8154666667,35.2712666667,49.9052123077,4.70346666667,3.9076
587.06,56.3952666667,66.6351666667,5.45583333333,53.4952666667,7.74386666667,6.44613333333,29.7904,35.2345333334,49.9202184616,4.68566666667,3.90253333333
587.39,56.3615333333,66.6137666667,5.55456666667,53.4882666667,7.81193333333,6.53453333334,29.8596666667,35.2531333333,49.9346133333,4.7654,3.99266666667
587.73,56.3494666667,66.5714333333,5.51406666667,53.4538666667,7.77906666667,6.52433333334,29.8365333333,35.2506,49.9081215385,4.744,3.98526666667
588.07,56.2107333333,66.4486666667,5.46673333333,53.3294666667,7.70113333334,6.45346666666,29.7463333333,35.1418,49.8046789744,4.66253333333,3.928
588.41,56.1253333333,66.3355333333,5.43713333333,53.2284,7.68026666667,6.43393333333,29.7156666667,35.1270666667,49.7253769231,4.64613333334,3.90966666667
588.74,56.0743333333,66.2217666667,5.5044,53.1872666667,7.73759999999,6.52159999999,29.7353333333,35.1371333333,49.6936528205,4.7336,3.95846666667
589.08,56.0555333333,66.1778,5.54416666667,53.1502,7.78073333334,6.585,29.7558666667,35.1757333333,49.6883461539,4.78206666667,4.00173333333
589.42,56.0738,66.1651666667,5.5672,53.1283333333,7.79753333333,6.61760000001,29.7572,35.1626,49.6690882051,4.81493333333,4.0604
589.76,56.0148666666,66.1245666667,5.5576,53.0856666667,7.8008,6.63573333334,29.7270666667,35.133,49.6199764103,4.8188,4.07033333333
590.09,56.0606666667,66.1342666667,5.64476666667,53.1258666667,7.88020000001,6.72213333333,29.7910666667,35.2048,49.6421107692,4.9442,4.14473333333
590.43,55.9891333333,66.0765333333,5.57666666667,53.0678666667,7.84066666666,6.67740000001,29.7058,35.1582,49.5666389744,4.93486666666,4.08786666667
590.77,55.9311333333,66.0572666667,5.5793,53.0172666667,7.83106666667,6.6858,29.6967333333,35.1408,49.51194,4.9506,4.0924
591.11,56.0064666667,66.1137333333,5.50883333333,53.0409333333,7.78286666667,6.65053333333,29.6872666667,35.1494666667,49.5835594872,4.91313333333,4.044
591.44,56.0398666667,66.1494333333,5.55776666667,53.0529333333,7.81099999999,6.68653333333,29.7061333333,35.1872666667,49.60002,4.96126666667,4.06826666667
591.78,56.1276,66.2318666667,5.5846,53.0918666667,7.85186666666,6.72699999999,29.7710666667,35.2428666667,49.6775692308,5.01133333333,4.0948
592.12,56.214,66.3537666667,5.6233,53.1799333333,7.89613333333,6.76313333334,29.8153333333,35.2973333333,49.7646497436,5.05933333334,4.1166
592.46,56.2018,66.4008666667,5.57193333333,53.1089333333,7.82706666666,6.7052,29.7964666667,35.2826,49.7851687179,4.9954,4.06906666667
592.79,56.2152,66.4164666667,5.54673333333,53.1254666667,7.80133333334,6.68426666667,29.7884,35.2796666666,49.7735251282,4.958,4.05293333333
593.13,56.177,66.3913333333,5.57973333333,53.0927333333,7.82826666667,6.71806666666,29.8061333334,35.3202666667,49.7847241025,4.98513333333,4.06186666666
593.47,56.2787333333,66.4754,5.62966666667,53.1285333333,7.89113333333,6.76399999999,29.8776666667,35.4013333333,49.8490861538,5.02726666667,4.11333333333
593.80,56.2632666667,66.4904666667,5.5749,53.0978666667,7.85233333333,6.71166666667,29.8457333334,35.3830666667,49.8562666667,4.98026666667,4.10526666667
594.14,56.2599333333,66.4837666667,5.56526666667,53.0751333333,7.83186666666,6.67993333333,29.8528,35.3360666667,49.826288718,4.9646,4.08786666667
594.48,56.3264,66.5631666667,5.5539,53.0914666667,7.80766666667,6.64593333333,29.8734,35.3488,49.8720707692,4.94473333333,4.0682
594.81,56.3214666667,66.5549333333,5.6184,53.0939333333,7.84846666667,6.68693333333,29.8884,35.3960666667,49.8437492308,4.9866,4.12533333333
595.15,56.3003333333,66.5494666667,5.5968,53.06,7.83026666667,6.65686666667,29.8629333333,35.3619333333,49.85822,4.96713333333,4.10806666667
595.49,56.2835333333,66.5249333334,5.58503333333,53.0760666667,7.79426666666,6.64493333333,29.8594,35.3464,49.8354815385,4.93766666666,4.11906666667
595.82,56.2554666667,66.4686333333,5.59856666667,53.0155333333,7.79993333333,6.64359999999,29.8442666667,35.3442,49.8152169231,4.94286666667,4.15213333333
596.16,56.323,66.5194,5.622,53.0936666667,7.81273333334,6.66573333334,29.8698,35.3773333333,49.8511769231,4.95453333333,4.1754
596.50,56.2781333333,66.4738,5.61636666667,53.0320666667,7.78066666667,6.66120000001,29.8374666667,35.3248,49.8261251282,4.9458,4.16486666667
596.83,56.285,66.4972666667,5.5741,53.0307333333,7.74153333333,6.62380000001,29.8344666666,35.3014,49.8056441026,4.92013333333,4.10806666667
597.17,56.2964,66.5166666667,5.55863333333,53.0689333333,7.72566666668,6.60639999999,29.8338,35.3208,49.8463461539,4.91346666667,4.0876
597.51,56.3615333333,66.5832666667,5.57656666667,53.1182666667,7.73986666667,6.64033333334,29.8816666667,35.3922666667,49.920694359,4.92286666666,4.0834
597.84,56.3932,66.6318,5.63403333333,53.1337333333,7.78973333333,6.72000000001,29.8966,35.4696,49.9697338462,4.97886666667,4.1518
598.18,56.3762666667,66.5909666667,5.658,53.1332666667,7.81966666667,6.76853333334,29.9073333333,35.5028,49.9749317949,5.01706666667,4.18693333333
598.52,56.3888666667,66.6248666667,5.64346666667,53.1552666667,7.81366666667,6.77106666667,29.9243333333,35.4831333333,49.9821558974,5.0124,4.1724
598.85,56.4288,66.6940666667,5.66366666667,53.2357333333,7.84666666667,6.82520000001,29.9618666667,35.5039333333,49.9974338461,5.032,4.2106
599.19,56.5049333333,66.8368333333,5.66276666667,53.3112666667,7.87933333333,6.87013333333,29.9848,35.5586,50.0603189744,5.0678,4.1962
599.53,56.5151333333,66.8758,5.61906666667,53.3870666667,7.84886666667,6.87306666667,30.0054,35.5641333333,50.0777523077,5.0558,4.16093333333
599.86,56.5175333333,66.9435,5.64833333333,53.4224,7.89539999999,6.92393333334,30.0426,35.5980666667,50.1272687179,5.1154,4.209
600.20,56.5761333333,67.013,5.7,53.5082,7.9544,6.98039999999,30.1354,35.6782666667,50.191225641,5.16526666666,4.26646666667
600.53,56.6376666667,67.0494333333,5.71226666667,53.5541333333,7.95073333333,6.99953333333,30.1572,35.6924,50.2184769231,5.17913333333,4.31686666667
600.87,56.5248,66.953,5.67636666667,53.4484666667,7.90506666667,6.97226666666,30.0894,35.6279333333,50.0898276923,5.14586666667,4.29406666667
601.21,56.5104666667,66.9311666667,5.67136666667,53.3958,7.89960000001,6.97540000001,30.0858666667,35.5963333333,50.0332,5.15366666667,4.31833333333
601.54,56.5268,66.9227666667,5.68813333333,53.4392,7.93693333333,6.98900000001,30.1414,35.6028666667,50.03582,5.15953333333,4.35366666667
601.88,56.5276666667,66.9545333333,5.6807,53.4332,7.93459999999,6.98280000001,30.15,35.5989333333,50.0207374359,5.14846666667,4.3504
