wavelength,Back_CisLevm,Belly_CisLevm,Breast_CisLevm,Crissum_CisLevm,Crown_CisLevm,DorTail_CisLevm,Patch10_CisLevm,Patch11_CisLevm,Rump_CisLevm,Throat_CisLevm,WingTip_CisLevm
191.71,70.1754666667,106.345066667,57.8946333333,99.5321333335,76.2574666667,71.1110666667,96.4912666667,78.0118666667,86.9235297436,60.2924666667,65.3802
192.09,60.2359333333,92.5368666667,48.0532333334,88.7907333333,67.6696666667,61.4750666667,82.6549333333,68.9676,73.8770794871,50.9736,57.1089999999
192.47,63.7036,90.6552666667,49.1167666667,89.1168666666,69.6867333334,62.2222666666,81.4815333333,68.6038666667,71.2518179488,51.567,56.8661333333
192.85,62.1052666667,90.4386333333,45.0292333333,87.6607333333,67.1344666666,61.7542666667,78.7133333333,67.6023333333,64.7003579488,46.2574,53.8596666667
193.23,61.1014,86.6087,41.7390666667,81.3333333334,60.0,58.8406,73.2753999999,64.2898666667,58.1247723077,40.4638666666,52.6955333333
193.61,65.1014666667,89.1015,42.9566666667,78.6086666667,61.2753333333,60.2899333333,70.3766666667,62.2609999999,55.9262964103,41.7390666667,53.9709333334
193.99,58.5246666667,82.3498,38.5245,72.9506666667,52.8415333332,54.4810666667,63.1692666667,54.1530666667,49.8021379487,36.0654666667,49.6176000001
194.37,54.6784,79.7952666666,32.6901333333,70.468,47.0176,48.5964666667,58.0701999999,50.2338666667,44.9585810256,28.5379333333,44.3274666667
194.75,48.2098,76.9136,26.0185,64.5678666667,39.0740666667,44.9383333334,50.5556,43.7037333333,38.4131579487,22.3457333333,39.7530666667
195.13,55.2648666667,86.1682666667,32.3364333333,68.8473333333,46.2927333334,50.2804,61.0592,54.1432666667,45.2302953846,28.5980666667,49.0342666667
195.51,59.1753333333,92.8865333333,33.9862666667,69.8280666667,48.3161333334,52.9896666667,63.1614000001,58.9690000001,47.2344625641,27.7663333333,51.8212666667
195.89,54.8148,91.7509333333,32.9966666667,69.0236,48.9563333333,52.4580666667,62.1548666667,59.1245999999,48.4729717949,25.1852,50.909
196.27,57.0212666666,99.2907333333,37.7305333333,73.1205333333,50.9220666666,54.9646,67.0213333334,57.4466666666,49.3993487179,26.0992666667,55.6737333333
196.65,53.0336,99.8501666667,36.1797333333,70.412,47.2658666666,54.0074,66.1422666666,52.2846,46.3901317949,21.8727333333,56.6292666667
197.03,52.2,88.8,36.6,63.3333333333,45.0666666667,49.2666666667,59.9333333333,46.8,43.6425641026,21.0666666667,55.1333333333
197.40,47.986,89.8263333333,35.2083,59.375,41.5278,46.8056666667,54.9306,42.0832666667,41.4198671795,20.1388,54.3055333333
197.78,35.7862666667,75.4717,26.5094,50.6919333333,30.9433333333,37.9246666667,44.0252,36.6039333333,34.55886,14.3396,48.4277333333
198.16,35.701,73.8007333333,29.8441666667,48.6605333333,30.5297333333,38.3177333333,40.5606666667,35.3894666667,34.7691707692,15.4517333334,52.0872
198.54,35.5922,70.5787666667,32.9200666667,45.1238666667,33.0578666667,41.6529333333,40.1101333333,33.9945333333,35.2938317949,21.8733333333,53.6638666667
198.92,44.7263333333,75.2239,44.7016666667,54.0795333333,43.4329333333,48.0598,48.3582,43.6318666667,41.8504261539,32.5372,62.8857333333
199.30,36.8116,69.7826333333,39.1545,48.4058,34.2994,42.7052666667,38.4540666667,35.4589333333,32.9327764103,27.5361333333,56.1837333333
199.68,33.5147333333,63.152,36.9613333333,44.399,29.3876,40.3174666667,32.0634666667,30.1132666667,28.4516625641,25.3061333333,54.1497333333
200.06,27.9012666667,59.7530666667,33.7036666667,38.1234,21.4320666667,36.0986666667,19.6049333333,22.7654,18.5381820513,20.1975333333,52.5434
200.44,28.9796,55.1019666667,36.6213,36.5986666667,22.0861333333,37.0067333333,21.4964666667,26.4852,22.0550425641,23.1291333333,52.5171333333
200.82,30.3144,54.9056333333,37.9875333333,36.7714666667,23.564,39.7903333333,24.4444,30.1886,24.5290317949,26.9182666667,51.7401333333
201.19,28.6535333333,54.2605,36.9094,33.2892,20.618,38.1898,24.3708,29.1392,21.8937471795,25.7395333333,50.9492666667
201.57,27.4775333333,54.6395,36.2162,32.3874,17.6126,36.8468666667,22.5224666667,30.2703333333,18.2081928205,22.5675333333,47.4326666667
201.95,28.7963333333,54.4907,39.9306333333,31.4814666667,16.6203333333,36.3425333333,22.3610666667,29.861,15.9155707692,22.8704666667,46.7593333333
202.33,30.4762,59.2856666667,42.5475,33.2857333333,18.0954666667,39.4762,25.4284666667,35.0000666667,16.0867723077,25.7142666667,50.4285333333
202.71,26.4264666667,62.9428666667,43.1231333333,29.4294666667,7.74780000001,34.2343333333,20.0600666667,34.8347333333,7.45722974359,20.4805333333,51.1110666666
203.09,5.10199999999,47.9591666667,23.7754666667,4.6938,-15.5102666667,15.3742666667,-4.28566666666,13.1293333333,-16.4071092308,-2.51706666668,34.4898
203.47,-4.16666666664,45.0416666667,15.5416666667,-4.24999999999,-26.4166666667,4.83333333335,-18.5833333334,7.75000000002,-33.1493589744,-12.1666666667,31.5833333334
203.85,1.36986666667,52.3744,21.0502666667,0.456400000006,-20.6392,11.4156,-12.9680666667,15.3424666667,-31.4710046154,-7.12333333332,38.9041333333
204.22,1.09466666669,54.9751333333,18.5075,-5.57219999999,-26.0695333333,11.9404,-10.7463333333,14.2288000001,-35.0019584616,-5.67146666667,35.6218
204.60,-65.5284000001,24.1464,-45.8535666667,-83.4144666667,-116.747866667,-53.1706666667,-92.1950666667,-42.6017999999,-131.156904102,-72.1951333332,-16.0976666668
204.98,-232.9824,-45.2629666667,-185.263166667,-260.350866667,-358.245733333,-226.6666,-322.456133333,-188.420933333,-379.708513846,-262.4562,-115.789466667
205.36,-779.047600001,-278.0951,-595.238199999,-825.714200001,-1087.619,-763.8096,-1050.4762,-690.476,-1170.72521333,-840.0,-468.571399999
205.74,921.111066667,373.333266667,655.000066667,986.666599999,1240.00006667,870.000066668,1207.77786667,871.111200001,1284.79481077,931.111133334,508.888800001
206.12,216.7742,113.225866667,169.354733333,231.397866667,268.817133333,196.9892,264.086066667,200.645066667,277.432578462,217.849466667,127.0968
206.50,189.583333333,130.208366667,158.472133334,200.416666667,222.777866667,177.360933333,220.277866667,180.833333333,224.333421026,189.5834,127.5
206.87,157.171733333,118.5354,134.494966667,173.030266667,178.585933333,152.0202,187.8788,160.202133333,186.973546154,166.1616,114.444466667
207.25,134.786266667,104.145366667,115.299166667,152.906066667,149.914533333,135.299266667,162.991533333,134.102533334,158.564227179,143.760733333,102.649466667
207.63,141.453066667,113.077033333,117.3504,163.077133333,156.6666,143.333266667,169.145333333,142.307666667,162.06450359,152.735266667,109.4872
208.01,153.418866666,123.0341,124.102633333,169.743533333,165.812,154.9574,180.0852,152.307733333,169.310842564,161.8804,117.777866667
208.39,165.3704,136.805466667,134.814833333,183.796333333,180.833333333,175.277866667,192.3146,169.629733333,181.914409744,177.1296,125.3704
208.77,150.3196,120.867566667,116.346966667,163.196333333,161.7352,158.8128,174.7944,156.986266667,163.800289231,165.753266667,111.506866667
209.14,157.7144,127.5716,117.952366667,174.8572,166.0,161.809533333,179.904733333,163.142666667,167.451942564,174.5714,118.380933333
209.52,195.597466667,153.3963,138.930833333,219.2452,211.5724,195.849,221.006266667,202.641666667,203.067379487,218.4906,142.641533333
209.90,189.943666667,153.898233334,139.2656,209.717533333,207.118666667,200.451933333,217.853,200.452066667,205.760092821,214.124333333,145.197733333
210.28,200.229933333,154.8851,144.195366667,219.540266667,219.7702,214.023066667,228.850533333,217.0114,214.60741641,224.022933333,150.689666667
