wavelength,Back_SpoAlbf,Belly_SpoAlbf,Breast_SpoAlbf,Crissum_SpoAlbf,Crown_SpoAlbf,DorTail_SpoAlbf,Patch10_SpoAlbf,Patch11_SpoAlbf,Rump_SpoAlbf,Throat_SpoAlbf,WingTip_SpoAlbf
584.69,18.172,52.44,36.4556666667,34.6576666667,15.6956666667,12.2566666667,19.3976666667,16.6453333333,19.018,48.6183333333,12.305
585.03,18.1726666667,52.5446666667,36.538,34.7733333333,15.7903333333,12.3773333333,19.559,16.7403333333,19.117,48.786,12.4866666667
585.37,18.1506666667,52.4756666667,36.5466666667,34.809,15.748,12.3816666667,19.6213333333,16.7596666667,19.0836666667,48.783,12.456
585.70,18.0833333333,52.5056666667,36.4893333333,34.7796666667,15.7786666667,12.314,19.5273333333,16.6806666667,19.039,48.8003333333,12.3493333333
586.04,18.1766666667,52.5853333333,36.6243333333,34.9366666667,15.8843333333,12.3423333333,19.5826666667,16.7653333333,19.142,48.7313333333,12.491
586.38,18.1303333333,52.4866666667,36.5223333333,34.933,15.836,12.329,19.456,16.764,19.1866666667,48.6926666667,12.465
586.72,18.0586666667,52.487,36.3833333333,34.9913333333,15.761,12.294,19.471,16.7536666667,19.2456666667,48.744,12.4243333333
587.06,18.0256666667,52.5516666667,36.3806666667,34.9196666667,15.696,12.2476666667,19.387,16.6873333333,19.198,48.6153333333,12.2833333333
587.39,18.009,52.5323333333,36.499,34.9733333333,15.6953333333,12.194,19.4786666667,16.6893333333,19.2676666667,48.731,12.2833333333
587.73,18.1066666667,52.5793333333,36.6193333333,35.037,15.7203333333,12.2266666667,19.5243333333,16.706,19.2813333333,48.712,12.3
588.07,18.0623333333,52.5906666667,36.5493333333,34.9596666667,15.7126666667,12.203,19.466,16.6566666667,19.3553333333,48.7296666667,12.271
588.41,18.188,52.7223333333,36.686,34.931,15.722,12.2846666667,19.4936666667,16.628,19.5286666667,48.8303333333,12.282
588.74,18.1596666667,52.588,36.603,34.856,15.6586666667,12.1653333333,19.2543333333,16.5346666667,19.451,48.7163333333,12.2103333333
589.08,18.1203333333,52.7423333333,36.538,34.813,15.659,12.13,19.2406666667,16.502,19.4856666667,48.7566666667,12.1643333333
589.42,18.1056666667,52.6423333333,36.5326666667,34.8303333333,15.4993333333,12.2036666667,19.252,16.426,19.43,48.6076666667,12.157
589.76,18.0613333333,52.5973333333,36.483,34.79,15.4073333333,12.179,19.2443333333,16.4253333333,19.434,48.6646666667,12.019
590.09,18.054,52.5633333333,36.544,34.6823333333,15.3783333333,12.1276666667,19.3116666667,16.4386666667,19.3236666667,48.6373333333,12.0586666667
590.43,18.0516666667,52.5516666667,36.718,34.7223333333,15.3756666667,12.1566666667,19.3023333333,16.4126666667,19.2923333333,48.637,12.06
590.77,17.976,52.515,36.6483333333,34.715,15.399,12.2013333333,19.2533333333,16.4603333333,19.256,48.7273333333,12.0743333333
591.11,17.9923333333,52.5416666667,36.6286666667,34.689,15.466,12.3276666667,19.2953333333,16.5146666667,19.3133333333,48.712,12.0056666667
591.44,17.9543333333,52.395,36.427,34.5836666667,15.437,12.215,19.1993333333,16.4613333333,19.237,48.7803333333,11.9796666667
591.78,17.992,52.3826666667,36.3993333333,34.5743333333,15.4673333333,12.2826666667,19.276,16.5896666667,19.2156666667,48.8436666667,11.9606666667
592.12,17.9976666667,52.3493333333,36.223,34.536,15.5096666667,12.322,19.2986666667,16.6286666667,19.1396666667,48.9313333333,11.961
592.46,17.9383333333,52.5126666667,36.286,34.5086666667,15.5416666667,12.278,19.485,16.6816666667,19.149,48.9836666667,11.967
592.79,18.0253333333,52.5626666667,36.4046666667,34.525,15.6116666667,12.376,19.5353333333,16.7426666667,19.222,49.1116666667,11.9736666667
593.13,18.1046666667,52.707,36.5256666667,34.617,15.787,12.355,19.5756666667,16.8763333333,19.371,49.3276666667,12.1193333333
593.47,18.165,52.7473333333,36.567,34.54,15.9336666667,12.335,19.6736666667,16.9183333333,19.3763333333,49.481,12.0733333333
593.80,18.2763333333,52.834,36.5653333333,34.6173333333,16.0543333333,12.4586666667,19.7423333333,16.9596666667,19.521,49.6146666667,12.0823333333
594.14,18.2733333333,52.686,36.4016666667,34.388,15.975,12.3376666667,19.664,16.8356666667,19.463,49.487,12.0896666667
594.48,18.4683333333,52.878,36.628,34.5446666667,16.0813333333,12.3266666667,19.8436666667,16.8376666667,19.6896666667,49.6,12.1966666667
594.81,18.4816666667,52.8656666667,36.6923333333,34.4896666667,16.1143333333,12.32,19.894,16.7866666667,19.6166666667,49.4733333333,12.224
595.15,18.5593333333,52.9426666667,36.8746666667,34.6043333333,16.199,12.4463333333,19.9886666667,16.8333333333,19.7496666667,49.475,12.3153333333
595.49,18.611,53.041,36.8853333333,34.6496666667,16.2273333333,12.4976666667,20.0216666667,16.8146666667,19.7386666667,49.453,12.3523333333
595.82,18.5766666667,53.0483333333,36.9333333333,34.6893333333,16.1413333333,12.482,19.9856666667,16.7896666667,19.7876666667,49.532,12.3743333333
596.16,18.719,53.0533333333,37.0503333333,34.793,16.2213333333,12.6376666667,20.0206666667,16.8786666667,19.8736666667,49.6236666667,12.4213333333
596.50,18.7853333333,53.0896666667,37.0816666667,34.8123333333,16.286,12.66,20.0946666667,16.9246666667,19.887,49.6066666667,12.407
596.83,18.8016666667,53.0523333333,37.1126666667,34.756,16.285,12.6526666667,20.06,16.9503333333,19.883,49.563,12.3666666667
597.17,18.7316666667,53.0173333333,37.0033333333,34.735,16.1946666667,12.6843333333,19.9393333333,16.887,19.8243333333,49.4493333333,12.3843333333
597.51,18.7633333333,53.0493333333,37.0473333333,34.7356666667,16.2116666667,12.6986666667,19.986,16.869,19.8166666667,49.4276666667,12.397
597.84,18.8,53.209,37.166,34.8473333333,16.314,12.8566666667,20.1363333333,16.991,19.9563333333,49.465,12.379
598.18,18.8523333333,53.1526666667,37.12,34.9133333333,16.339,12.9783333333,20.0796666667,17.1223333333,19.9383333333,49.4603333333,12.466
598.52,18.852,53.2033333333,37.1103333333,35.0033333333,16.3376666667,12.9946666667,20.0646666667,17.1906666667,19.9786666667,49.6256666667,12.5306666667
598.85,18.9303333333,53.2156666667,37.0986666667,35.0266666667,16.3423333333,12.9933333333,20.08,17.332,20.0033333333,49.6296666667,12.561
599.19,18.8976666667,53.1546666667,37.1793333333,34.971,16.2983333333,12.872,19.989,17.332,20.0273333333,49.6366666667,12.5816666667
599.53,18.8576666667,53.1523333333,37.1963333333,34.9573333333,16.322,12.8146666667,19.987,17.35,19.918,49.5386666667,12.4493333333
599.86,18.7606666667,53.042,37.0883333333,34.9203333333,16.2536666667,12.6813333333,19.9596666667,17.2753333333,19.8026666667,49.4066666667,12.4023333333
600.20,18.6516666667,52.9596666667,37.04,34.806,16.085,12.559,19.8276666667,17.1453333333,19.6886666667,49.3486666667,12.438
600.53,18.6126666667,52.8933333333,36.929,34.66,15.9746666667,12.5553333333,19.8093333333,16.987,19.586,49.3416666667,12.3583333333
600.87,18.7043333333,52.9113333333,37.0393333333,34.7223333333,16.0153333333,12.556,19.8926666667,17.032,19.6743333333,49.4443333333,12.3876666667
601.21,18.688,52.8853333333,37.1613333333,34.6783333333,15.993,12.5706666667,19.9116666667,17.0843333333,19.689,49.484,12.4593333333
601.54,18.6956666667,52.8953333333,37.1553333333,34.717,15.9643333333,12.5326666667,19.853,17.1363333333,19.7173333333,49.5656666667,12.431
601.88,18.605,52.844,37.1386666667,34.5943333333,15.9096666667,12.46,19.911,16.9543333333,19.62,49.653,12.41
602.21,18.6686666667,52.9436666667,37.244,34.598,15.975,12.5543333333,20.04,16.9526666667,19.719,49.7696666667,12.4143333333
602.55,18.504,52.9596666667,37.155,34.5183333333,15.928,12.5643333333,19.967,16.767,19.605,49.7406666667,12.2723333333
602.88,18.5026666667,52.9353333333,37.093,34.5413333333,16.023,12.6563333333,20.0943333333,16.7703333333,19.5956666667,49.826,12.263
603.22,18.5843333333,52.9113333333,37.1836666667,34.5713333333,16.1906666667,12.731,20.1173333333,16.826,19.6893333333,49.913,12.3813333333
603.56,18.6163333333,53.0023333333,37.1626666667,34.594,16.1986666667,12.7256666667,20.1556666667,16.8353333333,19.7563333333,50.037,12.314
603.89,18.727,53.0466666667,37.292,34.7043333333,16.2576666667,12.808,20.2866666667,16.9386666667,19.8506666667,50.1326666667,12.4303333333
604.23,18.8106666667,53.2946666667,37.455,34.79,16.363,12.8756666667,20.4476666667,17.0893333333,19.9676666667,50.189,12.5573333333
604.56,18.8293333333,53.3716666667,37.5326666667,34.8176666667,16.4143333333,12.8663333333,20.4633333333,17.1696666667,19.969,50.3113333333,12.6253333333
604.90,18.7576666667,53.3483333333,37.4313333333,34.8443333333,16.3463333333,12.85,20.4733333333,17.1113333333,19.9723333333,50.322,12.5286666667
605.23,18.8896666667,53.393,37.5803333333,34.8973333333,16.472,12.9146666667,20.579,17.1766666667,19.9773333333,50.3493333333,12.7396666667
605.57,19.0026666667,53.5016666667,37.6826666667,34.9996666667,16.6153333333,13.0206666667,20.7403333333,17.3696666667,20.0906666667,50.3573333333,12.8176666667
605.90,18.9976666667,53.446,37.6533333333,34.9616666667,16.5926666667,12.9233333333,20.656,17.3866666667,20.104,50.243,12.838
606.24,19.099,53.4916666667,37.83,35.056,16.6536666667,12.98,20.706,17.5006666667,20.176,50.3436666667,12.976
606.58,19.1193333333,53.498,37.8386666667,34.9936666667,16.6496666667,12.9406666667,20.6833333333,17.5683333333,20.194,50.218,12.9293333333
606.91,19.1173333333,53.5263333333,37.939,35.016,16.5996666667,12.9516666667,20.7823333333,17.6273333333,20.2816666667,50.174,12.9403333333
607.25,19.157,53.486,38.0333333333,35.051,16.669,13.0746666667,20.7963333333,17.681,20.339,50.1543333333,13.0636666667
607.58,19.1406666667,53.5326666667,38.0113333333,35.1383333333,16.758,13.1316666667,20.7816666667,17.6963333333,20.331,50.1606666667,12.991
607.92,19.1136666667,53.2463333333,37.898,35.1736666667,16.7206666667,13.1393333333,20.6683333333,17.6903333333,20.3413333333,50.0683333333,12.9503333333
608.25,19.1193333333,53.1893333333,37.8563333333,35.226,16.668,13.1956666667,20.6846666667,17.6203333333,20.314,49.9396666667,12.9366666667
608.59,19.204,53.2023333333,37.991,35.4136666667,16.7653333333,13.2806666667,20.688,17.775,20.359,49.9056666667,12.999
608.92,19.056,53.135,37.9006666667,35.482,16.685,13.311,20.6013333333,17.757,20.2636666667,49.8466666667,12.8716666667
609.26,18.904,53.0466666667,37.8973333333,35.5953333333,16.615,13.304,20.4036666667,17.7473333333,20.139,49.731,12.697
609.59,18.895,53.042,37.9196666667,35.8063333333,16.6653333333,13.459,20.4713333333,17.846,20.0263333333,49.7616666667,12.7296666667
609.93,18.853,52.8233333333,37.851,35.8323333333,16.7113333333,13.4543333333,20.4666666667,17.9343333333,20.0083333333,49.5663333333,12.753
610.26,18.852,52.7586666667,38.004,36.0676666667,16.7083333333,13.5516666667,20.4246666667,18.017,20.021,49.575,12.8613333333
610.60,18.8053333333,52.764,37.8996666667,36.1296666667,16.6393333333,13.5406666667,20.2416666667,18.0913333333,19.923,49.441,12.8603333333
610.93,18.7996666667,52.729,37.9006666667,36.1933333333,16.641,13.5633333333,20.254,18.133,19.859,49.4273333333,12.9366666667
611.27,18.7566666667,52.5603333333,37.8326666667,36.2763333333,16.627,13.562,20.167,18.2243333333,19.8096666667,49.2533333333,12.9413333333
611.60,18.6703333333,52.6226666667,37.8433333333,36.3343333333,16.595,13.5273333333,20.1646666667,18.2403333333,19.675,49.406,12.9656666667
611.93,18.6633333333,52.5983333333,37.8236666667,36.4316666667,16.6773333333,13.5273333333,20.1293333333,18.3933333333,19.7083333333,49.375,12.9616666667
612.27,18.712,52.586,37.7706666667,36.451,16.8123333333,13.6086666667,20.1526666667,18.505,19.717,49.4293333333,13.0883333333
612.60,18.7683333333,52.588,37.8553333333,36.4443333333,16.8706666667,13.541,20.214,18.552,19.7413333333,49.431,13.098
612.94,18.8326666667,52.546,37.8103333333,36.234,16.8273333333,13.4863333333,20.246,18.448,19.7556666667,49.49,13.2006666667
613.27,18.854,52.5613333333,37.827,36.1206666667,16.824,13.464,20.297,18.4543333333,19.807,49.5676666667,13.2546666667
613.61,18.9033333333,52.8963333333,37.9786666667,36.1833333333,16.8903333333,13.5463333333,20.4373333333,18.4883333333,19.8913333333,50.0,13.2906666667
613.94,18.8053333333,53.0406666667,38.018,36.019,16.8676666667,13.5226666667,20.5353333333,18.3846666667,19.8373333333,50.16,13.191
614.28,19.0253333333,53.225,38.1586666667,36.0786666667,17.0443333333,13.6666666667,20.7906666667,18.429,19.9186666667,50.4106666667,13.3366666667
614.61,19.0273333333,53.3066666667,38.2513333333,35.947,17.0473333333,13.6843333333,20.8496666667,18.4633333333,20.0306666667,50.487,13.384
614.94,19.0966666667,53.468,38.3003333333,35.6823333333,17.109,13.6516666667,20.888,18.4286666667,20.0703333333,50.709,13.37
615.28,19.3073333333,53.555,38.4146666667,35.762,17.3286666667,13.758,21.0343333333,18.5563333333,20.268,50.5786666667,13.5086666667
615.61,19.3956666667,53.625,38.556,35.7376666667,17.43,13.8543333333,21.1416666667,18.601,20.3566666667,50.7786666667,13.626
615.95,19.4603333333,53.701,38.679,35.6633333333,17.4386666667,13.8506666667,21.191,18.6316666667,20.3926666667,50.8713333333,13.6023333333
616.28,19.603,54.0163333333,38.8106666667,35.7266666667,17.5706666667,13.9886666667,21.3956666667,18.769,20.5893333333,51.2063333333,13.774
616.61,19.725,54.1966666667,38.878,35.6783333333,17.6913333333,14.0526666667,21.5256666667,18.932,20.7233333333,51.37,13.8883333333
616.95,19.7563333333,54.1823333333,38.8256666667,35.6296666667,17.5813333333,13.9533333333,21.39,18.7636666667,20.734,51.2666666667,13.8723333333
617.28,19.8103333333,54.247,38.8326666667,35.636,17.4736666667,13.8783333333,21.3433333333,18.695,20.739,51.1343333333,13.8063333333
617.62,20.0416666667,54.3253333333,38.76,35.7033333333,17.6436666667,14.0343333333,21.483,18.7433333333,20.927,51.0886666667,13.9593333333
617.95,19.909,54.2086666667,38.7353333333,35.5806666667,17.5496666667,13.9346666667,21.4563333333,18.6093333333,20.835,51.066,13.844
618.28,19.9293333333,54.12,38.659,35.62,17.6016666667,13.9233333333,21.3863333333,18.5716666667,20.7493333333,50.96,13.6743333333
618.62,19.9083333333,54.1813333333,38.7803333333,35.7683333333,17.681,14.142,21.49,18.68,20.9413333333,50.9866666667,13.788
618.95,19.821,54.17,38.7643333333,35.6876666667,17.523,14.0226666667,21.3876666667,18.5196666667,20.868,51.112,13.5866666667
619.28,19.8286666667,54.2523333333,38.8456666667,35.7756666667,17.471,14.0696666667,21.4593333333,18.5203333333,20.9406666667,51.1943333333,13.5386666667
619.62,19.7113333333,54.2133333333,38.6636666667,35.6713333333,17.3293333333,13.9106666667,21.375,18.3793333333,20.83,51.1763333333,13.4376666667
619.95,19.6406666667,54.0813333333,38.577,35.5856666667,17.2283333333,13.8656666667,21.1853333333,18.2946666667,20.7733333333,51.0423333333,13.2743333333
620.28,19.617,53.9503333333,38.647,35.6933333333,17.219,13.8553333333,21.179,18.3076666667,20.7656666667,51.0476666667,13.2716666667
620.62,19.5616666667,53.8076666667,38.564,35.5223333333,17.3123333333,13.876,21.2766666667,18.38,20.7046666667,51.063,13.1713333333
620.95,19.501,53.623,38.5476666667,35.371,17.3463333333,13.8863333333,21.2676666667,18.4283333333,20.6396666667,50.9826666667,13.148
621.28,19.4636666667,53.634,38.6163333333,35.426,17.2756666667,13.746,21.2363333333,18.566,20.6176666667,51.094,13.112
621.62,19.489,53.709,38.565,35.5486666667,17.2833333333,13.6953333333,21.2273333333,18.65,20.6363333333,51.1,13.1163333333
621.95,19.5773333333,53.9163333333,38.6756666667,35.645,17.4123333333,13.654,21.3716666667,18.7883333333,20.5926666667,51.199,13.0693333333
622.28,19.695,53.954,38.635,35.7566666667,17.3613333333,13.6253333333,21.4206666667,18.7606666667,20.5723333333,51.133,13.1676666667
622.62,19.7503333333,54.0313333333,38.6493333333,35.8203333333,17.4266666667,13.743,21.4656666667,18.9406666667,20.6816666667,51.1376666667,13.2246666667
622.95,19.8183333333,53.9926666667,38.591,35.8693333333,17.5703333333,13.6813333333,21.4463333333,19.073,20.6593333333,51.0186666667,13.3773333333
623.28,19.9516666667,54.25,38.8236666667,36.1226666667,17.662,13.7763333333,21.5186666667,19.1876666667,20.789,51.043,13.503
623.62,19.9093333333,54.1476666667,38.7943333333,36.1383333333,17.6203333333,13.797,21.5476666667,19.103,20.6716666667,51.0233333333,13.509
623.95,19.7563333333,54.352,38.69,36.1373333333,17.5046666667,13.6993333333,21.4583333333,18.896,20.582,50.945,13.3226666667
624.28,19.938,54.537,38.8213333333,36.2723333333,17.5186666667,13.7416666667,21.4663333333,18.948,20.786,51.0963333333,13.3826666667
624.62,20.0273333333,54.713,38.794,36.382,17.506,13.778,21.4736666667,18.901,20.9593333333,51.147,13.4886666667
624.95,20.1516666667,54.7876666667,38.8096666667,36.3416666667,17.5283333333,13.8896666667,21.523,18.7713333333,21.024,51.2326666667,13.567
625.28,20.1986666667,54.848,39.0136666667,36.291,17.6166666667,14.007,21.5466666667,18.7886666667,21.0826666667,51.344,13.6076666667
625.61,20.141,54.859,38.978,36.2696666667,17.484,14.0673333333,21.4623333333,18.7796666667,21.1886666667,51.4133333333,13.6903333333
625.95,20.0943333333,54.7106666667,38.9593333333,36.1226666667,17.4493333333,13.999,21.4816666667,18.7153333333,21.1453333333,51.5823333333,13.629
626.28,20.1296666667,54.7006666667,39.0363333333,36.1176666667,17.4153333333,13.942,21.5206666667,18.6583333333,21.0246666667,51.5846666667,13.652
626.61,20.1083333333,54.772,39.0873333333,36.014,17.3623333333,13.9713333333,21.5546666667,18.5083333333,21.07,51.6346666667,13.6463333333
626.94,19.977,54.591,38.9713333333,35.835,17.377,13.9966666667,21.5646666667,18.4443333333,21.0283333333,51.6493333333,13.6106666667
627.28,20.0453333333,54.6616666667,38.985,35.8723333333,17.4436666667,13.965,21.6206666667,18.4836666667,21.14,51.6506666667,13.6863333333
627.61,20.2286666667,54.4876666667,39.0376666667,35.8813333333,17.528,14.0873333333,21.6953333333,18.6203333333,21.2883333333,51.6756666667,13.735
627.94,20.2113333333,54.5556666667,39.087,36.0106666667,17.6363333333,14.2043333333,21.746,18.7293333333,21.3186666667,51.6416666667,13.8793333333
628.27,20.195,54.524,39.222,36.035,17.722,14.2226666667,21.8206666667,18.8263333333,21.33,51.7996666667,13.9103333333
628.61,20.0906666667,54.5206666667,39.238,35.9686666667,17.813,14.209,21.7476666667,18.9263333333,21.215,51.7663333333,13.829
628.94,20.053,54.5726666667,39.1826666667,35.9823333333,17.7533333333,14.212,21.7496666667,18.9423333333,21.2563333333,51.7383333333,13.8226666667
629.27,20.116,54.5606666667,39.2273333333,35.9886666667,17.8143333333,14.219,21.793,18.9373333333,21.2656666667,51.7816666667,13.9273333333
629.60,20.102,54.7513333333,39.3106666667,36.029,17.8953333333,14.2186666667,21.8376666667,19.0636666667,21.2553333333,51.6966666667,13.9163333333
629.94,20.114,54.9066666667,39.3193333333,35.9936666667,17.983,14.371,21.9183333333,19.073,21.3796666667,51.812,13.9616666667
630.27,20.0313333333,54.9313333333,39.415,35.951,17.977,14.3213333333,21.9066666667,19.1316666667,21.29,51.8733333333,13.8993333333
630.60,20.0743333333,54.9416666667,39.4643333333,35.9833333333,17.9736666667,14.279,21.816,19.1183333333,21.2406666667,51.8863333333,13.8886666667
630.93,20.1266666667,54.9733333333,39.449,35.9456666667,17.9583333333,14.3153333333,21.7826666667,19.2286666667,21.209,51.9493333333,13.7903333333
631.26,20.147,55.2646666667,39.5626666667,36.0003333333,18.051,14.354,21.859,19.3043333333,21.1966666667,52.1683333333,13.954
631.60,20.009,55.0846666667,39.479,35.832,17.8663333333,14.2223333333,21.7973333333,19.1766666667,21.0186666667,52.137,13.777
631.93,20.0696666667,55.097,39.3966666667,35.7833333333,17.8416666667,14.129,21.8,19.171,20.8983333333,52.1633333333,13.7743333333
632.26,20.2036666667,55.0673333333,39.488,35.8366666667,17.7306666667,14.1986666667,21.9133333333,19.1713333333,21.037,52.2356666667,13.943
632.59,20.113,54.743,39.2636666667,35.6386666667,17.7086666667,14.08,21.846,19.048,20.92,52.0576666667,13.832
632.92,20.0756666667,54.71,39.3596666667,35.562,17.7283333333,14.1523333333,21.9413333333,19.0423333333,20.9906666667,52.0556666667,13.8416666667
633.26,20.1756666667,54.6183333333,39.4333333333,35.5816666667,17.6606666667,14.201,21.8743333333,18.948,21.032,51.84,13.908
633.59,20.071,54.4013333333,39.3653333333,35.5576666667,17.5996666667,14.016,21.6836666667,18.86,20.894,51.565,13.835
633.92,20.241,54.468,39.3783333333,35.6133333333,17.705,14.114,21.828,18.914,21.0166666667,51.5666666667,13.9033333333
634.25,20.3653333333,54.6583333333,39.4676666667,35.6023333333,17.7796666667,14.2013333333,21.9383333333,18.931,21.124,51.6343333333,13.9503333333
634.58,20.482,54.795,39.6993333333,35.7166666667,17.9393333333,14.328,22.1106666667,19.0583333333,21.273,51.7463333333,14.0963333333
634.91,20.3976666667,54.6936666667,39.6663333333,35.6853333333,17.856,14.188,22.0766666667,18.932,21.3036666667,51.5523333333,13.9716666667
635.25,20.66,54.9036666667,39.7876666667,35.786,18.1533333333,14.36,22.256,19.131,21.4933333333,51.5166666667,14.1683333333
635.58,20.651,54.9313333333,39.7883333333,35.7803333333,18.1566666667,14.4876666667,22.3106666667,19.1476666667,21.591,51.51,14.206
635.91,20.641,55.0166666667,39.769,35.8543333333,18.23,14.4706666667,22.3023333333,19.162,21.635,51.5083333333,14.2436666667
636.24,20.8516666667,55.4376666667,40.111,36.133,18.4663333333,14.695,22.5393333333,19.2976666667,21.8656666667,51.8276666667,14.467
636.57,20.9466666667,55.5566666667,40.2183333333,36.403,18.501,14.7363333333,22.5513333333,19.3033333333,21.931,51.817,14.422
636.90,20.8636666667,55.656,40.2686666667,36.3093333333,18.6393333333,14.72,22.526,19.3503333333,21.88,52.132,14.2586666667
637.23,20.873,55.745,40.351,36.3553333333,18.766,14.785,22.8136666667,19.4743333333,22.0133333333,52.5013333333,14.3086666667
637.56,20.6936666667,55.5006666667,40.1186666667,36.1763333333,18.58,14.6113333333,22.5903333333,19.3356666667,21.8983333333,52.205,14.1546666667
637.90,20.6966666667,55.409,40.0666666667,36.2813333333,18.514,14.6073333333,22.6443333333,19.4456666667,21.894,52.2373333333,14.1263333333
638.23,20.4733333333,55.1503333333,39.8763333333,36.0656666667,18.3553333333,14.3333333333,22.4653333333,19.2686666667,21.763,52.076,14.1073333333
638.56,20.389,55.0266666667,39.792,35.9653333333,18.3546666667,14.3923333333,22.3683333333,19.2633333333,21.6773333333,52.096,14.0466666667
638.89,20.2243333333,55.083,39.852,35.9686666667,18.1816666667,14.247,22.247,19.051,21.6346666667,52.333,13.8163333333
639.22,20.1436666667,55.0676666667,39.834,35.846,18.1233333333,14.1276666667,22.1873333333,18.9693333333,21.5703333333,52.0816666667,13.7106666667
639.55,20.0326666667,54.8296666667,39.7933333333,35.7746666667,18.1143333333,14.027,22.0516666667,18.885,21.452,51.9183333333,13.5483333333
639.88,20.035,54.5253333333,39.735,35.684,17.926,13.94,21.9646666667,18.9273333333,21.4046666667,51.8153333333,13.5596666667
640.21,19.9643333333,54.426,39.524,35.4283333333,17.857,13.869,21.9523333333,18.952,21.2293333333,51.8226666667,13.497
640.54,20.0623333333,54.6183333333,39.5493333333,35.5903333333,17.818,13.8883333333,22.1316666667,18.961,21.389,51.8483333333,13.6086666667
640.87,20.155,54.684,39.59,35.7076666667,17.9026666667,14.0243333333,22.1083333333,19.052,21.4516666667,51.703,13.7553333333
641.20,20.4193333333,54.9133333333,39.9243333333,36.0333333333,18.1486666667,14.3386666667,22.4263333333,19.2076666667,21.7203333333,52.0813333333,14.0196666667
641.53,20.4123333333,55.0493333333,39.985,35.9406666667,18.2126666667,14.366,22.5093333333,19.126,21.7376666667,52.2793333333,14.0573333333
641.87,20.536,55.31,40.0716666667,36.142,18.2593333333,14.5936666667,22.6086666667,19.1726666667,21.869,52.328,14.1303333333
642.20,20.5726666667,55.2623333333,40.02,36.1036666667,18.1786666667,14.424,22.6466666667,19.185,21.7846666667,52.3346666667,14.1613333333
642.53,20.7006666667,55.3456666667,40.156,36.3003333333,18.3766666667,14.6,22.831,19.433,21.9333333333,52.4756666667,14.4726666667
642.86,20.6576666667,55.182,40.2043333333,36.4193333333,18.391,14.6853333333,22.7386666667,19.427,21.8796666667,52.5923333333,14.4726666667
643.19,20.8826666667,55.496,40.3733333333,36.5286666667,18.4836666667,14.7916666667,22.9546666667,19.6023333333,22.0013333333,52.9716666667,14.5233333333
643.52,20.8986666667,55.683,40.2606666667,36.496,18.549,14.915,23.01,19.5686666667,21.9496666667,52.839,14.4476666667
643.85,20.8863333333,55.6773333333,40.315,36.5103333333,18.5983333333,14.8746666667,23.0213333333,19.573,21.965,52.9016666667,14.5096666667
644.18,20.8366666667,55.6203333333,40.2183333333,36.479,18.67,15.035,23.0123333333,19.631,22.029,52.8733333333,14.5133333333
644.51,20.8873333333,55.6616666667,40.2426666667,36.4426666667,18.6053333333,15.11,23.0416666667,19.6966666667,22.069,53.0663333333,14.51
644.84,21.0276666667,55.659,40.3533333333,36.4563333333,18.656,15.105,23.1086666667,19.7576666667,22.089,53.1546666667,14.5176666667
645.17,21.037,55.5796666667,40.312,36.4233333333,18.6316666667,15.0713333333,22.904,19.7726666667,22.0776666667,53.01,14.583
645.50,21.042,55.4853333333,40.3503333333,36.3783333333,18.6936666667,14.9376666667,22.9546666667,19.698,22.0006666667,53.1603333333,14.5753333333
645.83,21.24,55.6933333333,40.5893333333,36.5,18.913,15.113,23.1263333333,19.8446666667,22.181,53.3246666667,14.7456666667
646.16,21.2933333333,55.5706666667,40.52,36.2756666667,18.9193333333,15.088,23.145,19.8866666667,22.233,53.0913333333,14.6613333333
646.49,21.3726666667,55.5313333333,40.4806666667,36.3363333333,19.1033333333,15.202,23.2753333333,19.9926666667,22.3583333333,53.1013333333,14.7386666667
646.82,21.2383333333,55.4636666667,40.344,36.2896666667,19.0966666667,15.184,23.1006666667,19.8423333333,22.3873333333,53.0253333333,14.7586666667
647.15,21.197,55.227,40.4463333333,36.3626666667,19.0796666667,15.106,22.9753333333,19.7946666667,22.494,52.9403333333,14.8263333333
647.48,21.3103333333,55.3353333333,40.527,36.4076666667,19.079,15.0973333333,22.8776666667,19.7343333333,22.676,52.976,14.7306666667
647.81,21.357,55.2486666667,40.5533333333,36.3866666667,19.068,15.021,22.9133333333,19.764,22.5746666667,52.9463333333,14.8836666667
648.14,21.461,55.297,40.598,36.3973333333,19.1963333333,15.023,22.872,19.8583333333,22.662,52.9043333333,14.9633333333
648.47,21.3953333333,55.4263333333,40.5453333333,36.358,19.2236666667,15.022,22.7633333333,19.9946666667,22.636,52.908,14.9763333333
648.80,21.4036666667,55.4246666667,40.7063333333,36.405,19.2116666667,15.0103333333,22.889,19.9453333333,22.7976666667,52.8506666667,14.91
649.13,21.3373333333,55.5206666667,40.617,36.314,19.1886666667,15.0946666667,22.8733333333,19.97,22.8053333333,52.9486666667,14.781
649.46,21.1786666667,55.5403333333,40.5816666667,36.26,19.1673333333,15.158,22.7643333333,19.951,22.7823333333,52.75,14.755
649.79,21.059,55.6386666667,40.5176666667,36.3023333333,19.01,15.0983333333,22.654,19.7943333333,22.5003333333,53.0323333333,14.7086666667
650.11,21.2006666667,56.0026666667,40.766,36.22,18.9666666667,15.101,22.733,19.8366666667,22.615,53.2383333333,14.8606666667
650.44,21.1,55.884,40.8263333333,36.2073333333,18.9576666667,15.1393333333,22.8173333333,19.9386666667,22.5146666667,53.2583333333,14.796
