wavelength,Back_TanArtm,Belly_TanArtm,Breast_TanArtm,Crissum_TanArtm,Crown_TanArtm,DorTail_TanArtm,Patch10_TanArtm,Patch11_TanArtm,Patch12_TanArtm,Patch13_TanArtm,Rump_TanArtm,Throat_TanArtm,WingTip_TanArtm
359.84,3.39191666667,6.172375,6.00283333334,4.05691666667,2.017,4.95425,2.94633333333,2.59658333333,2.15845833333,3.56408333333,4.28825,7.72633333333,5.2595
360.20,3.43016666667,6.261375,6.03691666667,4.09066666667,2.08741666666,4.99375,2.98533333333,2.65758333333,2.1923125,3.638,4.31358333333,7.76958333333,5.309
360.57,3.34983333333,6.17483333334,5.98116666667,4.07616666667,2.03041666667,4.90658333333,2.96108333333,2.62166666667,2.0979375,3.57758333333,4.25716666667,7.72916666667,5.23458333333
360.93,3.336,6.1735,5.98858333333,4.1075,2.00816666667,4.8815,2.96983333333,2.62466666667,2.07189583334,3.57025,4.26575,7.74375,5.21991666667
361.29,3.2965,6.15308333333,5.99908333333,4.11575,2.00075,4.84808333333,2.94975,2.62716666667,2.07489583334,3.54983333333,4.25408333334,7.72175,5.20791666667
361.66,3.33583333333,6.154125,6.04866666667,4.1545,2.02341666667,4.85858333333,2.92966666667,2.62925,2.0905625,3.54533333333,4.26566666667,7.72983333333,5.22991666667
362.02,3.40166666667,6.24666666667,6.08725,4.20316666667,2.076,4.92916666667,2.97875,2.69275,2.14108333334,3.62591666666,4.32283333333,7.77291666667,5.30591666667
362.39,3.52075,6.351625,6.15516666667,4.2785,2.13775,5.017,3.03383333334,2.79025,2.20766666667,3.67916666667,4.3605,7.84158333333,5.41416666667
362.75,3.52225,6.38295833333,6.16558333333,4.31483333333,2.12316666667,5.05558333333,3.04208333333,2.82675,2.21766666667,3.70408333333,4.35775,7.89008333334,5.39133333333
363.11,3.57841666666,6.40704166667,6.17275,4.36566666667,2.1405,5.05166666666,3.08166666667,2.87433333334,2.234,3.72933333333,4.388,7.92975,5.40316666667
363.48,3.51933333333,6.353375,6.10608333333,4.34841666667,2.10575,4.98641666667,3.02708333333,2.82716666667,2.167875,3.62533333333,4.30875,7.88883333333,5.31666666667
363.84,3.47241666667,6.29516666666,6.09441666667,4.25933333333,2.04441666667,4.88575,2.96391666666,2.74233333333,2.09758333333,3.52275,4.21075,7.80766666667,5.22516666667
364.20,3.55658333333,6.33920833333,6.17216666667,4.33358333333,2.132,4.95841666667,3.01025,2.81733333333,2.13295833333,3.54591666666,4.29241666667,7.87583333333,5.30458333333
364.57,3.63141666667,6.41583333333,6.22433333333,4.37433333334,2.20916666667,5.00241666667,3.026,2.90108333333,2.17352083333,3.60341666667,4.30891666667,7.93691666666,5.40166666667
364.93,3.56708333333,6.40154166667,6.16933333333,4.32591666667,2.13383333333,4.942,2.95975,2.83916666667,2.11070833333,3.52566666667,4.271,7.85875,5.37333333333
365.29,3.57466666667,6.430375,6.153,4.32741666667,2.1045,4.9235,2.96975,2.82766666667,2.06927083333,3.47783333333,4.24475,7.85666666667,5.39591666667
365.66,3.64358333333,6.504,6.15125,4.40983333333,2.16616666667,4.96541666667,3.031,2.91583333333,2.13216666667,3.51266666667,4.27991666667,7.90841666667,5.47016666666
366.02,3.647,6.462625,6.15725,4.44333333334,2.18058333333,4.92308333333,3.02208333333,2.89466666667,2.12570833333,3.47375,4.2895,7.873,5.47116666667
366.38,3.6345,6.456375,6.18416666667,4.48791666667,2.19341666667,4.95408333333,3.06366666667,2.91033333333,2.181875,3.51566666667,4.34433333333,7.85566666667,5.48675
366.75,3.60175,6.444,6.13616666666,4.42708333334,2.17941666667,4.87925,3.02041666667,2.88091666667,2.13233333334,3.47983333333,4.33983333333,7.74483333333,5.47833333333
367.11,3.52058333333,6.40425,6.12525,4.35283333333,2.14283333333,4.79108333333,2.93116666666,2.80408333333,2.04708333333,3.36583333333,4.22291666667,7.64891666667,5.42733333333
367.47,3.51933333334,6.34358333333,6.09858333334,4.29883333333,2.116,4.7195,2.90741666667,2.75641666667,1.98577083333,3.32891666667,4.17375,7.56083333333,5.38925
367.84,3.56233333333,6.40029166667,6.12441666666,4.37933333333,2.14791666667,4.79591666666,2.94625,2.80291666667,2.00954166667,3.38683333334,4.20991666667,7.588,5.41308333333
368.20,3.47191666667,6.35208333333,6.05225,4.3265,2.03716666667,4.7085,2.88641666667,2.72991666666,1.94370833333,3.32341666667,4.14916666666,7.51283333334,5.3065
368.56,3.36508333333,6.26825,5.96133333333,4.23008333334,1.92291666666,4.61933333333,2.80958333333,2.60508333333,1.8806875,3.18083333334,4.06525,7.38891666667,5.1725
368.93,3.40741666667,6.23670833333,5.94483333333,4.22591666667,1.95583333333,4.65408333334,2.82216666667,2.59983333333,1.8829375,3.17783333333,4.04775,7.35233333334,5.19691666667
369.29,3.43316666667,6.22729166667,5.92466666667,4.24283333333,1.96825,4.6875,2.85516666667,2.60225,1.88395833333,3.17858333334,4.08883333333,7.34733333333,5.16658333333
369.65,3.50725,6.27279166667,6.01425,4.28391666667,2.04441666667,4.78041666667,2.9535,2.67166666667,1.88825,3.25675,4.22116666667,7.42341666667,5.25466666667
370.01,3.43991666666,6.230875,5.94333333333,4.163,1.95716666667,4.70408333333,2.87758333334,2.62625,1.83772916667,3.18058333333,4.17108333333,7.35691666666,5.19458333334
370.38,3.29075,6.07295833333,5.78208333333,3.99741666667,1.8375,4.55975,2.74083333333,2.50283333333,1.70316666667,2.99366666667,4.05025,7.24233333333,5.063
370.74,3.31291666667,6.03241666667,5.78216666667,4.00125,1.87408333333,4.60791666666,2.78,2.55725,1.79664583333,3.02033333333,4.03691666667,7.30708333333,5.08325
371.10,3.31991666667,6.00708333333,5.7105,4.006,1.86858333333,4.65816666667,2.79383333333,2.56675,1.80041666666,3.05058333333,4.08283333333,7.32675,5.08066666667
371.46,3.35758333334,6.065,5.75266666667,4.06458333334,1.92108333333,4.73341666666,2.85525,2.63716666667,1.87320833333,3.12241666666,4.15716666666,7.40066666667,5.11475
371.83,3.38908333333,6.10716666667,5.801,4.08008333333,1.96183333333,4.74708333334,2.89025,2.69725,1.9283125,3.15075,4.20725,7.40933333333,5.16391666667
372.19,3.3255,6.032,5.73183333333,4.014,1.88925,4.7025,2.82608333333,2.65241666667,1.904,3.08641666667,4.14966666667,7.3295,5.084
372.55,3.295,6.013125,5.73616666667,4.04391666667,1.86075,4.69291666667,2.8525,2.66125,1.9040625,3.08433333333,4.1945,7.34491666667,5.08633333334
372.92,3.19616666667,5.919375,5.65841666666,3.92,1.74925,4.56616666667,2.77375,2.60916666667,1.857625,2.9885,4.116,7.27008333333,4.99608333334
373.28,3.08891666666,5.89204166667,5.63433333333,3.84525,1.68458333333,4.50091666667,2.66783333333,2.558,1.85170833333,2.96983333333,4.03666666666,7.19566666666,4.94566666666
373.64,2.99233333333,5.88225,5.56966666667,3.82258333333,1.59491666667,4.41525,2.55875,2.50366666667,1.83335416667,2.87008333333,3.956,7.15875,4.83366666666
374.00,3.0025,5.90254166666,5.62466666667,3.8965,1.64766666667,4.46791666667,2.64241666666,2.53241666667,1.87077083333,2.895,4.02558333333,7.19083333334,4.83641666667
374.37,3.10866666667,5.991875,5.70675,4.02983333333,1.73208333333,4.54633333333,2.72741666666,2.61575,1.95014583333,2.9935,4.10483333333,7.2535,4.90766666667
374.73,3.083,5.96795833333,5.67541666666,4.00858333333,1.64441666667,4.47583333334,2.65716666666,2.53608333333,1.82266666666,2.91625,4.07916666666,7.18875,4.85608333333
375.09,3.03708333333,5.90025,5.651,3.98,1.59308333333,4.40908333333,2.60216666667,2.48508333333,1.80770833333,2.8675,4.03808333333,7.15383333333,4.80808333334
375.45,3.02616666667,5.86441666667,5.65466666667,3.98091666667,1.58283333333,4.4195,2.55758333333,2.50683333333,1.81839583333,2.81075,4.05583333333,7.1785,4.80408333333
375.81,2.98891666667,5.785,5.583,3.95933333334,1.55483333333,4.40308333333,2.53475,2.46608333333,1.78754166667,2.77008333334,4.04541666667,7.15291666666,4.79241666667
376.18,2.95291666667,5.706625,5.54491666667,3.92016666667,1.49183333333,4.33541666667,2.5215,2.39333333333,1.72670833333,2.71166666666,3.97766666667,7.09125,4.76133333333
376.54,3.03125,5.7315,5.563,3.95333333333,1.53358333333,4.344,2.54458333333,2.41758333334,1.73595833333,2.76658333333,3.97991666667,7.11016666667,4.77508333333
376.90,3.10041666666,5.82775,5.64783333333,4.10825,1.65358333333,4.43916666667,2.63925,2.50025,1.80660416667,2.83625,4.06133333333,7.177,4.79008333333
377.26,3.06308333334,5.73529166666,5.57716666667,4.04616666667,1.60358333333,4.35983333333,2.62391666667,2.45983333333,1.74783333334,2.75691666667,4.01833333333,7.118,4.72541666667
377.63,2.98958333333,5.6155,5.488,3.951,1.53841666667,4.24275,2.56233333333,2.38341666667,1.65285416667,2.68675,3.95875,7.02275,4.656
377.99,3.00933333333,5.624,5.484,3.97341666667,1.55683333333,4.26983333333,2.57433333333,2.38216666667,1.66477083333,2.69308333334,3.96766666667,7.01416666667,4.6985
378.35,2.92883333333,5.53558333333,5.38875,3.84308333334,1.47433333333,4.18766666666,2.48008333333,2.30158333333,1.58066666667,2.60558333333,3.88866666667,6.921,4.59816666666
378.71,2.93283333334,5.546375,5.38541666667,3.86916666667,1.50791666667,4.23625,2.51833333333,2.33366666667,1.611625,2.62866666667,3.92583333333,6.93366666667,4.60075
379.07,2.96525,5.57754166666,5.43408333333,3.91108333333,1.56325,4.26441666667,2.58166666666,2.38958333333,1.6588125,2.65058333333,3.98925,6.94675,4.64241666667
379.44,3.03733333333,5.636375,5.48766666667,3.98283333333,1.64041666667,4.3185,2.66125,2.44175,1.70497916667,2.72966666667,4.05691666667,6.94475,4.74008333333
379.80,3.08316666666,5.673,5.52266666667,4.00366666666,1.66533333333,4.329,2.68675,2.46375,1.7229375,2.75008333333,4.07758333333,6.9405,4.78533333334
380.16,3.16608333334,5.76083333333,5.58916666667,4.06525,1.7645,4.42275,2.74825,2.5425,1.8023125,2.81233333334,4.15691666667,7.01708333334,4.88625
380.52,3.18483333333,5.810375,5.6475,4.085,1.80083333333,4.49966666667,2.80191666666,2.60816666667,1.84970833333,2.85616666667,4.22275,7.05108333333,4.9345
380.88,3.16383333333,5.79933333333,5.65616666667,4.04091666667,1.76641666667,4.49125,2.78425,2.631,1.8438125,2.86633333333,4.23016666667,7.078,4.98916666667
381.24,3.24991666667,5.854,5.74758333333,4.12875,1.833,4.58483333333,2.85225,2.74291666666,1.91022916667,2.9235,4.32208333333,7.12991666667,5.08766666667
381.61,3.3235,5.8795,5.79375,4.16441666667,1.88125,4.65983333333,2.88325,2.79141666666,1.97508333333,2.96358333333,4.35675,7.123,5.1485
381.97,3.28416666667,5.79408333333,5.70825,4.06175,1.80491666667,4.58483333334,2.81166666667,2.74275,1.90452083333,2.89725,4.27666666667,7.063,5.06208333333
382.33,3.28666666666,5.78620833333,5.68591666667,4.06483333333,1.81975,4.58508333333,2.81675,2.741,1.89685416667,2.87041666667,4.26975,7.04133333333,5.07841666667
382.69,3.283,5.79125,5.69408333333,4.07091666667,1.821,4.58325,2.84025,2.757,1.9273125,2.8605,4.28075,7.04941666666,5.08316666666
383.05,3.24491666667,5.73870833333,5.64325,4.01991666666,1.75675,4.57433333333,2.77416666666,2.68633333333,1.87872916666,2.80766666667,4.21183333333,6.98216666666,5.02183333333
383.41,3.24691666667,5.716625,5.64741666667,4.00091666666,1.73375,4.58075,2.80608333334,2.71416666667,1.85670833333,2.78433333333,4.21683333333,6.95458333333,4.96841666667
383.77,3.19991666667,5.67704166666,5.61625,3.966,1.69141666667,4.57558333333,2.78133333333,2.7235,1.80254166667,2.73533333333,4.19283333333,6.93133333334,4.87683333334
384.14,3.20666666666,5.67141666667,5.60341666666,3.96941666667,1.71575,4.58966666667,2.8025,2.76408333333,1.813625,2.71275,4.21841666667,6.93991666667,4.856
384.50,3.138,5.60425,5.49566666667,3.91091666666,1.64558333333,4.51725,2.72625,2.6985,1.74645833333,2.605,4.12875,6.87691666667,4.79091666667
384.86,3.14441666667,5.58670833333,5.46075,3.88158333334,1.64475,4.51491666667,2.709,2.68716666667,1.69570833333,2.5485,4.0915,6.84916666667,4.7725
385.22,3.12141666667,5.58495833333,5.39816666667,3.84058333333,1.61158333333,4.48516666667,2.67541666667,2.63558333333,1.6395,2.50991666667,4.08491666667,6.84983333333,4.736
385.58,3.12383333333,5.613,5.42075,3.8615,1.61441666667,4.48958333333,2.7195,2.66566666667,1.62497916667,2.52033333333,4.11091666667,6.91091666667,4.74575
385.94,3.16375,5.68570833333,5.50941666667,3.93566666666,1.679,4.54716666667,2.79058333333,2.75,1.68327083333,2.59583333333,4.19133333333,6.96383333333,4.81316666667
386.30,3.187,5.72583333333,5.56333333333,3.99225,1.7175,4.58483333334,2.86791666667,2.80416666667,1.749375,2.656,4.24633333334,7.02591666667,4.85075
386.66,3.17166666667,5.69291666667,5.53775,3.94691666667,1.70666666667,4.55141666667,2.84208333333,2.7855,1.73529166667,2.63058333333,4.22083333333,7.0025,4.8475
387.03,3.19033333334,5.69745833333,5.52925,3.953,1.73516666667,4.55875,2.865,2.83708333333,1.73895833333,2.65658333333,4.26058333333,7.03525,4.89425
387.39,3.16283333333,5.662125,5.48516666667,3.952,1.71383333333,4.53558333333,2.82108333333,2.78775,1.72145833333,2.62058333333,4.20841666667,6.999,4.89091666667
387.75,3.17208333333,5.6735,5.46666666667,3.9875,1.70866666666,4.5585,2.846,2.813,1.76479166667,2.6535,4.22658333333,7.03241666667,4.9485
388.11,3.20341666667,5.67966666667,5.49583333333,4.01033333333,1.70275,4.55783333333,2.87841666667,2.824,1.7911875,2.67175,4.25191666667,7.0305,4.96816666666
388.47,3.30875,5.77029166667,5.60675,4.10241666667,1.79183333334,4.66158333333,2.98766666667,2.92191666667,1.88914583333,2.78833333333,4.38766666666,7.11241666667,5.04558333333
388.83,3.30166666667,5.75779166667,5.61958333334,4.11416666667,1.79058333333,4.64816666667,3.02533333333,2.90691666667,1.91485416667,2.82266666667,4.44066666667,7.09341666667,5.01508333333
389.19,3.30175,5.74720833333,5.65341666666,4.1135,1.8105,4.63258333333,3.05191666667,2.92691666666,1.94191666667,2.8505,4.44325,7.07591666666,5.01466666667
389.55,3.36683333333,5.81166666667,5.709,4.17583333333,1.86725,4.717,3.13008333333,2.99308333333,2.0174375,2.90933333333,4.51333333333,7.1105,5.08083333333
389.91,3.35708333333,5.772625,5.66475,4.16033333333,1.84075,4.71125,3.11966666667,2.97725,2.02604166667,2.86416666666,4.51441666667,7.09333333333,5.06166666667
390.27,3.36383333334,5.79320833333,5.69275,4.17525,1.82216666667,4.73033333333,3.12033333334,3.00441666667,2.03777083333,2.88983333333,4.55,7.0915,5.10883333334
390.63,3.39675,5.80054166667,5.73858333333,4.24758333333,1.84425,4.77341666667,3.16375,3.06108333334,2.05720833333,2.92741666667,4.5935,7.10066666667,5.14208333333
391.00,3.38391666667,5.77616666667,5.73608333333,4.23766666667,1.8275,4.74325,3.17625,3.05625,2.03802083333,2.91,4.56791666667,7.0735,5.11875
391.36,3.36941666667,5.77054166667,5.73983333333,4.20775,1.82983333334,4.71575,3.19275,3.06691666667,2.05208333334,2.92625,4.57033333333,7.07508333333,5.11225
391.72,3.39575,5.79295833334,5.78,4.20666666667,1.89875,4.73583333333,3.22025,3.06691666667,2.08610416667,2.95325,4.6075,7.05275,5.12516666667
392.08,3.34091666666,5.74429166667,5.73425,4.17625,1.87416666667,4.71383333333,3.176,3.02966666667,2.06847916667,2.93433333334,4.57841666666,7.00775,5.107
392.44,3.24575,5.61654166667,5.63408333333,4.09416666667,1.80125,4.60908333333,3.099,2.94658333333,1.99439583333,2.8365,4.49991666667,6.90616666667,5.04533333333
392.80,3.27175,5.61066666666,5.62291666666,4.08675,1.81016666667,4.60883333333,3.115,2.95916666667,2.01270833333,2.83633333333,4.48108333333,6.89883333333,5.09158333334
393.16,3.31,5.63025,5.64866666667,4.12666666667,1.81883333334,4.65641666667,3.16608333334,3.00125,2.04520833333,2.857,4.50408333333,6.90041666667,5.126
393.52,3.26741666667,5.59458333333,5.5865,4.07741666667,1.79041666667,4.60591666667,3.13366666667,2.94308333333,2.020375,2.80125,4.46883333333,6.85058333333,5.09166666667
393.88,3.237,5.57966666667,5.58066666667,4.06208333333,1.77425,4.58166666667,3.11791666667,2.927,2.01197916667,2.79775,4.44075,6.798,5.08183333334
394.24,3.21525,5.51779166667,5.51666666666,4.02225,1.75125,4.56325,3.11633333333,2.89166666667,1.96458333333,2.74325,4.40016666667,6.7605,5.02191666667
394.60,3.20591666667,5.48583333333,5.47133333334,3.9895,1.72008333333,4.55441666667,3.1065,2.85766666667,1.92804166667,2.7085,4.3655,6.74575,4.99441666666
394.96,3.24183333333,5.508875,5.49891666667,4.04183333333,1.75333333333,4.59858333334,3.13216666666,2.88416666667,1.97016666667,2.71583333333,4.42583333333,6.7835,5.02625
395.32,3.25716666667,5.509625,5.48891666667,4.042,1.74733333333,4.607,3.13941666667,2.89016666667,1.95072916667,2.70858333334,4.45266666667,6.80058333333,5.04058333333
395.68,3.22591666667,5.43841666667,5.44625,4.02033333333,1.69533333333,4.54566666667,3.11091666667,2.86258333333,1.89264583333,2.67225,4.40991666667,6.77308333334,5.01875
396.04,3.22508333333,5.42366666666,5.41241666666,4.01425,1.68125,4.52233333333,3.10158333333,2.8755,1.8538125,2.66208333333,4.38233333333,6.76491666667,5.02291666667
396.40,3.24741666667,5.4415,5.41483333334,4.04341666667,1.70658333333,4.53766666667,3.11825,2.91141666667,1.86847916667,2.6855,4.39891666667,6.75116666667,5.03766666667
396.76,3.18075,5.38016666666,5.34283333333,4.01433333334,1.64566666667,4.48958333333,3.0525,2.87191666667,1.81545833333,2.63875,4.36341666667,6.68375,4.98516666667
397.12,3.12566666666,5.29579166667,5.25808333333,3.9585,1.61675,4.41608333333,2.98725,2.82891666667,1.76108333334,2.56125,4.33366666667,6.61991666666,4.93283333333
397.48,3.10433333333,5.204875,5.2215,3.93708333333,1.60458333333,4.3815,2.94316666667,2.82191666666,1.73572916667,2.52133333333,4.27841666667,6.58375,4.89575
397.84,3.15058333333,5.201875,5.208,3.97041666666,1.63275,4.40983333333,2.96783333333,2.845,1.71785416667,2.526,4.30916666667,6.60191666666,4.91558333334
398.20,3.13766666666,5.14925,5.15766666667,3.93808333333,1.63058333333,4.36433333333,2.93916666666,2.82058333333,1.70935416667,2.50575,4.28,6.5375,4.909
398.56,3.08975,5.10379166667,5.1235,3.8935,1.61316666667,4.31075,2.91408333334,2.80291666667,1.70145833333,2.48058333333,4.27208333333,6.47525,4.89708333333
398.92,3.09725,5.09,5.099,3.85741666667,1.59,4.28791666666,2.91241666667,2.81758333333,1.7016875,2.46675,4.2535,6.44116666667,4.90708333333
399.28,3.08158333333,5.02970833333,5.04683333333,3.83475,1.53375,4.2465,2.89075,2.78641666667,1.69370833333,2.417,4.21508333333,6.37525,4.87275
399.64,3.0885,5.05145833333,5.03608333333,3.83575,1.53258333333,4.26733333333,2.89591666666,2.80191666667,1.7109375,2.41275,4.24041666667,6.3565,4.87775
400.00,3.101,5.04520833333,5.05133333334,3.81216666667,1.53591666667,4.302,2.9235,2.81441666667,1.72614583333,2.41291666667,4.25483333333,6.34225,4.87758333333
400.36,3.126,5.034375,5.07116666667,3.798,1.53675,4.34041666667,2.96516666667,2.83333333333,1.735375,2.407,4.268,6.33,4.90083333334
400.72,3.18733333333,5.07529166666,5.14625,3.84208333334,1.59383333334,4.40341666667,3.0305,2.89983333334,1.81064583333,2.44616666666,4.34333333333,6.37833333333,4.95825
401.08,3.15591666667,5.059375,5.11358333333,3.81025,1.56575,4.406,3.01491666667,2.86866666667,1.79935416667,2.43475,4.32775,6.3445,4.954
401.44,3.12666666666,5.02308333333,5.09908333333,3.77691666667,1.52733333334,4.38508333333,3.00416666667,2.85583333333,1.7596875,2.42425,4.33158333333,6.2975,4.9275
401.80,3.14841666666,5.023125,5.123,3.76316666667,1.53016666667,4.37933333333,3.03566666667,2.888,1.79870833333,2.42675,4.33616666667,6.29591666667,4.94291666667
402.16,3.20716666667,5.06270833333,5.1805,3.81183333333,1.562,4.4245,3.08908333333,2.94983333333,1.8289375,2.465,4.38875,6.33058333333,4.988
402.52,3.27425,5.12795833334,5.226,3.85683333333,1.60533333333,4.48783333333,3.1505,3.00941666667,1.87875,2.5175,4.45891666667,6.40016666667,5.04325
402.88,3.30616666666,5.167875,5.27375,3.90525,1.68225,4.53166666667,3.2095,3.057,1.94347916667,2.57641666667,4.50516666667,6.41516666667,5.08358333333
403.24,3.31116666667,5.188,5.28866666667,3.93166666667,1.72633333333,4.56241666666,3.24466666667,3.10608333333,1.98775,2.62108333333,4.56141666667,6.42458333333,5.10158333334
403.60,3.3295,5.16229166667,5.27225,3.92733333333,1.72875,4.56983333333,3.27508333334,3.12541666667,1.98233333334,2.61191666666,4.55358333333,6.41416666667,5.10358333334
403.95,3.365,5.19566666667,5.28841666667,3.96333333333,1.76133333333,4.58183333334,3.30191666666,3.16466666667,1.99145833333,2.63116666666,4.60558333333,6.42616666667,5.12508333333
404.31,3.331,5.16579166667,5.2455,3.94625,1.72808333333,4.539,3.2645,3.13575,1.96595833333,2.60266666667,4.55816666667,6.401,5.07808333333
404.67,3.33283333333,5.16895833333,5.23108333333,3.96491666667,1.71758333333,4.5495,3.26416666667,3.13625,1.9489375,2.60558333333,4.55225,6.40125,5.074
405.03,3.39208333334,5.215125,5.27883333334,4.02491666667,1.765,4.61925,3.31933333333,3.19575,2.00429166667,2.66533333333,4.59616666667,6.45208333333,5.11541666667
405.39,3.45358333333,5.28991666667,5.32975,4.09625,1.82833333333,4.68533333333,3.37825,3.25783333333,2.07166666667,2.72525,4.67258333333,6.50875,5.18091666667
405.75,3.41633333333,5.279875,5.31275,4.09708333334,1.83108333334,4.68041666666,3.3605,3.25625,2.07504166667,2.71041666667,4.67108333333,6.51491666667,5.17208333333
406.11,3.31,5.208375,5.23775,4.01441666667,1.741,4.60916666667,3.26925,3.20141666667,2.0048125,2.64225,4.59591666667,6.44791666667,5.07966666667
406.47,3.30083333333,5.20183333333,5.20941666667,4.006,1.72891666667,4.60241666667,3.25691666667,3.20158333333,1.994625,2.62941666667,4.57008333333,6.41808333333,5.05758333333
406.83,3.28025,5.19320833333,5.18033333333,3.99816666667,1.69566666666,4.59958333333,3.26558333333,3.208,1.9669375,2.6065,4.549,6.41175,5.0385
407.19,3.284,5.20508333333,5.18525,3.98841666666,1.6945,4.59441666667,3.25916666667,3.19758333333,1.96160416667,2.58616666667,4.52616666667,6.41783333333,5.04575
407.55,3.29575,5.23233333333,5.20125,4.01241666667,1.71325,4.59708333333,3.27866666666,3.21583333333,1.99729166667,2.5975,4.54491666667,6.43816666667,5.055
407.90,3.29058333333,5.21620833333,5.19883333334,4.01533333333,1.72533333334,4.59025,3.28675,3.22175,2.04402083333,2.59108333333,4.52341666667,6.46466666667,5.05941666667
408.26,3.31508333334,5.25279166667,5.23591666667,4.0425,1.7665,4.61966666667,3.33883333333,3.25291666667,2.08983333334,2.61925,4.57125,6.51483333333,5.10533333334
408.62,3.38008333333,5.30683333333,5.28741666667,4.076,1.833,4.64683333334,3.41208333334,3.33358333333,2.158875,2.67741666667,4.6275,6.57233333334,5.14658333333
408.98,3.40741666667,5.323625,5.31166666667,4.08858333333,1.86508333333,4.64391666666,3.44225,3.37341666667,2.1659375,2.68975,4.66133333333,6.59391666667,5.16141666667
409.34,3.34241666666,5.26029166667,5.25158333333,4.01591666667,1.81191666666,4.58391666666,3.39825,3.31866666666,2.1158125,2.63791666667,4.60141666667,6.55216666667,5.11008333333
409.70,3.30475,5.223375,5.216,3.95841666667,1.77091666667,4.53933333333,3.381,3.27933333333,2.05883333333,2.60791666667,4.56291666667,6.5105,5.0745
410.06,3.39366666666,5.31083333333,5.29183333333,4.048,1.86316666666,4.61991666667,3.49416666667,3.35316666667,2.1543125,2.68708333333,4.6515,6.57891666667,5.15958333334
410.42,3.44441666667,5.349,5.34566666667,4.1225,1.923,4.6535,3.55908333333,3.40783333333,2.214,2.73916666667,4.72133333333,6.64391666667,5.21533333333
410.77,3.43716666667,5.31954166666,5.3395,4.11716666667,1.91866666667,4.64141666667,3.54191666667,3.38808333333,2.17972916667,2.73158333333,4.74233333333,6.62841666667,5.205
411.13,3.42316666666,5.30779166667,5.32808333333,4.08883333333,1.88975,4.63366666667,3.5435,3.38641666667,2.16297916667,2.71925,4.72308333333,6.61233333333,5.17091666667
411.49,3.40741666667,5.28316666667,5.30933333334,4.06025,1.86025,4.61783333333,3.52925,3.35958333333,2.14795833334,2.69566666667,4.70758333334,6.60516666667,5.14241666666
411.85,3.39708333333,5.28925,5.31083333334,4.05466666667,1.8255,4.616,3.54325,3.35158333334,2.1194375,2.68708333333,4.73283333333,6.58683333333,5.136
412.21,3.36233333334,5.24908333333,5.2575,4.01358333334,1.76483333333,4.57908333333,3.48833333333,3.31858333333,2.0489375,2.63916666666,4.69958333333,6.52625,5.07025
412.57,3.28491666667,5.17683333333,5.18625,3.94425,1.707,4.538,3.42741666667,3.24541666667,1.96616666667,2.56675,4.64,6.45616666667,5.02216666667
412.92,3.26208333334,5.16470833333,5.16566666667,3.9305,1.67958333334,4.50875,3.4055,3.22983333333,1.93258333333,2.54633333333,4.61416666667,6.43916666666,5.00141666667
413.28,3.25616666667,5.138625,5.12983333334,3.92208333333,1.666,4.48466666667,3.42416666667,3.24333333334,1.89858333333,2.52016666667,4.6085,6.41458333333,4.97966666666
413.64,3.32175,5.16070833333,5.16433333333,3.958,1.68916666667,4.53883333333,3.48533333333,3.30225,1.929125,2.57341666667,4.6555,6.46366666667,5.02383333333
414.00,3.31725,5.123125,5.1435,3.94016666667,1.66958333333,4.52716666666,3.47991666667,3.30166666667,1.89766666666,2.5585,4.646,6.4385,5.01341666666
414.36,3.26716666667,5.03708333333,5.09291666666,3.8725,1.6235,4.47441666667,3.44008333334,3.26233333333,1.838625,2.49916666666,4.58191666667,6.3455,4.95641666667
414.72,3.263,5.02325,5.065,3.84408333333,1.60458333333,4.45641666667,3.43491666667,3.262,1.830625,2.48133333333,4.54691666667,6.3185,4.92816666667
415.07,3.27708333333,5.02041666666,5.07416666667,3.883,1.6315,4.47866666667,3.45283333333,3.284,1.84902083334,2.49933333334,4.5735,6.34358333334,4.95366666667
415.43,3.29358333333,5.02420833333,5.08891666667,3.89275,1.64883333333,4.50491666667,3.47891666667,3.32341666667,1.873375,2.52091666667,4.59233333333,6.34175,4.97475
415.79,3.27725,4.99254166666,5.07108333333,3.88508333333,1.65583333333,4.508,3.47341666667,3.30566666667,1.86858333333,2.50966666667,4.571,6.30766666667,4.96616666667
416.15,3.298,4.99254166667,5.07283333333,3.89966666666,1.66958333333,4.52241666667,3.51,3.33891666666,1.90408333333,2.52441666667,4.57183333333,6.32316666667,5.00458333333
416.51,3.314,4.995625,5.08825,3.91241666666,1.66416666667,4.51775,3.52575,3.35583333334,1.92570833333,2.5295,4.57258333333,6.32558333333,5.00966666666
416.86,3.32608333333,4.97295833333,5.07683333333,3.902,1.66816666667,4.52516666667,3.53341666667,3.35491666667,1.93783333333,2.52066666667,4.56583333333,6.31108333334,5.014
417.22,3.37766666667,4.99483333333,5.11675,3.92441666667,1.69941666667,4.55591666667,3.54283333333,3.37916666667,2.00233333333,2.55008333333,4.58908333333,6.32616666667,5.05183333333
417.58,3.38825,4.99608333333,5.10616666667,3.94333333334,1.71675,4.57033333333,3.55058333333,3.40608333333,2.023375,2.55066666667,4.61016666667,6.30683333333,5.04458333333
417.94,3.38925,4.98375,5.08025,3.919,1.7055,4.5715,3.53583333333,3.39908333333,2.02895833333,2.53908333333,4.60058333333,6.28425,5.046
