wavelength,Back_CamHelm,Belly_CamHelm,Breast_CamHelm,Crissum_CamHelm,Crown_CamHelm,DorTail_CamHelm,Rump_CamHelm,Throat_CamHelm,WingTip_CamHelm
364.57,6.44086666667,10.8283,7.76486666667,12.8184666667,3.3504,5.48826666667,5.27336666667,11.1568666666,6.09093333333
364.93,6.43526666667,10.9291,7.81813333333,12.8924,3.39393333333,5.49443333333,5.3089,11.2056,6.12506666667
365.29,6.25826666666,10.7987,7.6712,12.7307333333,3.19826666667,5.28556666667,5.13996666667,11.0148,5.91133333334
365.66,6.07813333333,10.6348,7.51513333333,12.6010666667,3.0536,5.05906666667,4.9456,10.8421333333,5.7352
366.02,6.01006666666,10.6567,7.51433333333,12.607,3.022,5.03773333333,4.8854,10.7867333333,5.714
366.38,5.97193333333,10.6604666667,7.43613333333,12.5651333333,2.975,5.0184,4.81976666667,10.7894,5.67966666667
366.75,6.0642,10.8285333333,7.52946666667,12.7078,3.1282,5.07,4.95666666667,10.9296,5.79373333333
367.11,6.0312,10.8036666667,7.51593333333,12.704,3.07613333333,5.00403333333,4.85266666667,10.9034666667,5.75046666667
367.47,5.8912,10.7067666667,7.40926666667,12.5398666667,2.9218,4.8644,4.7333,10.7370666667,5.60226666667
367.84,5.8928,10.7994333334,7.40993333333,12.6012,2.89026666667,4.87586666667,4.71496666667,10.7856666667,5.589
368.20,5.88346666666,10.8433333333,7.433,12.5835333333,2.8868,4.8219,4.7163,10.7886,5.61793333333
368.56,5.87526666667,10.958,7.40566666667,12.6013333333,2.9098,4.87023333333,4.69423333333,10.7882666667,5.60166666667
368.93,5.8816,10.9977666667,7.42446666667,12.5324,2.91093333333,4.88506666667,4.6999,10.7741333333,5.57586666667
369.29,5.8298,11.0247,7.42886666667,12.5753333333,2.91866666667,4.8926,4.72443333333,10.879,5.54726666667
369.65,5.92733333333,11.1743,7.49713333333,12.6852666667,3.00113333333,5.00383333333,4.83216666667,10.9871333334,5.65593333333
370.01,6.09313333333,11.4008,7.68433333333,12.8510666667,3.16013333333,5.14086666667,5.01693333333,11.1767333333,5.86226666667
370.38,6.288,11.692,7.9484,13.1134,3.40066666667,5.3218,5.26543333333,11.3993333333,6.05613333333
370.74,6.24693333333,11.7231666667,7.93393333333,13.1245333333,3.36326666667,5.36596666667,5.2206,11.3611333333,5.96626666667
371.10,6.33093333333,11.9161333334,8.0876,13.2479333333,3.4572,5.46003333333,5.37383333333,11.5004666667,6.07046666667
371.46,6.47826666667,12.1141666667,8.26566666667,13.4368,3.6192,5.65383333333,5.58263333333,11.7284666667,6.2146
371.83,6.59006666667,12.2632,8.42853333333,13.561,3.7398,5.776,5.73923333333,11.8842,6.38186666667
372.19,6.75426666667,12.4532666667,8.57426666666,13.7632666667,3.90313333333,6.00946666667,5.8749,12.0822,6.48533333333
372.55,6.89013333333,12.5993333333,8.74060000001,13.9238666667,4.0554,6.14896666667,6.04643333333,12.2829333333,6.62546666667
372.92,6.9124,12.6645666667,8.75893333334,13.9762666667,4.06493333333,6.11306666667,6.05836666667,12.3309333333,6.69753333333
373.28,6.98853333333,12.7846333333,8.87920000001,14.1220666667,4.10066666667,6.2015,6.14696666667,12.4183333333,6.82026666667
373.64,7.10653333333,12.8793666667,9.00319999999,14.2189333333,4.1774,6.32233333333,6.2423,12.5432666667,6.9002
374.00,7.15686666667,13.0279,9.0762,14.3115333333,4.2404,6.38933333333,6.3179,12.6834,6.87366666667
374.37,7.14326666667,13.0583333333,9.08666666666,14.3417333333,4.227,6.4,6.286,12.7402,6.86433333333
374.73,7.21333333333,13.1571666667,9.16173333334,14.4144,4.25826666667,6.4688,6.3394,12.8406,6.9858
375.09,7.28213333333,13.2372666667,9.16519999999,14.4991333333,4.286,6.51806666667,6.3599,12.8880666667,7.01246666667
375.45,7.2988,13.2888333333,9.19126666666,14.5544666667,4.319,6.5448,6.32456666667,12.9053333333,7.02926666667
375.81,7.3404,13.3298,9.21593333333,14.6629333333,4.38246666667,6.5791,6.36243333333,12.9348,7.03613333333
376.18,7.26993333333,13.3437333333,9.17933333333,14.6619333333,4.3214,6.49486666667,6.34383333333,12.9252,6.971
376.54,7.1924,13.3322333333,9.118,14.6702,4.21413333333,6.44116666667,6.27013333333,12.8611333333,6.88146666667
376.90,7.33546666667,13.5266666667,9.26733333333,14.9247333333,4.39593333333,6.63056666667,6.44516666667,13.0298666666,7.03253333333
377.26,7.39326666667,13.6165,9.31893333333,14.9591333333,4.4834,6.6781,6.48003333333,13.0389333333,7.05966666667
377.63,7.4918,13.7894333333,9.44086666665,15.1276,4.5898,6.76436666667,6.59623333333,13.1962,7.1308
377.99,7.64673333333,13.8802666667,9.56433333333,15.2814666667,4.702,6.89136666667,6.70636666667,13.3128,7.26346666666
378.35,7.80613333333,14.0242666667,9.67253333333,15.4411333333,4.81313333333,7.0294,6.84256666667,13.4282666667,7.3664
378.71,7.86633333333,14.1177333333,9.7732,15.5102,4.8808,7.11093333333,6.91363333334,13.5298,7.40266666667
379.07,7.8614,14.1379333333,9.79,15.5249333333,4.87686666667,7.11786666667,6.93473333333,13.5364,7.40226666667
379.44,7.94966666667,14.2445666667,9.85673333333,15.6352666667,4.95313333333,7.15766666667,7.01939999999,13.6214,7.47073333333
379.80,7.97013333333,14.3552,9.85066666665,15.6699333333,4.96466666667,7.17523333333,7.03346666666,13.6787333333,7.45046666667
380.16,8.13593333333,14.5144666667,9.99586666667,15.7908,5.0834,7.3063,7.19936666666,13.8367333333,7.592
380.52,8.24586666666,14.6254333333,10.0714,15.8773333333,5.199,7.36826666667,7.32106666668,13.9624666667,7.69386666667
380.88,8.24133333333,14.6140666667,10.0689333333,15.8507333333,5.15326666667,7.3251,7.29770000001,13.9261333333,7.59793333333
381.24,8.1982,14.5944,9.98426666667,15.8423333333,5.087,7.24273333333,7.23990000001,13.8814666667,7.5294
381.61,8.18353333333,14.6459,10.0142,15.8906,5.05346666667,7.25893333333,7.26210000001,13.9067333333,7.56433333333
381.97,8.06306666667,14.6450666667,9.91179999999,15.8314,4.96586666667,7.17096666667,7.20003333333,13.8143333333,7.45046666667
382.33,8.03673333333,14.6761,9.87853333333,15.8140666667,4.95066666667,7.12633333333,7.20650000001,13.8179333333,7.4374
382.69,8.03706666667,14.6664,9.8636,15.8808,4.92833333333,7.0951,7.1971,13.8101333333,7.43433333333
383.05,8.05786666667,14.7161333334,9.88946666666,15.9575333333,4.95,7.0997,7.2133,13.8478,7.4498
383.41,8.05786666667,14.7683666667,9.89766666667,15.9843333333,4.94906666667,7.1027,7.22513333334,13.8745333333,7.43986666667
383.77,8.1008,14.8359333333,9.97173333334,16.099,4.96566666666,7.14716666667,7.26876666667,13.9266,7.47466666667
384.14,8.01633333333,14.8044666667,9.90533333333,16.1000666667,4.8854,7.05816666667,7.15726666666,13.8733333333,7.39526666667
384.50,8.01706666667,14.8519333333,9.94040000001,16.126,4.88146666667,7.0567,7.14139999999,13.8945333333,7.3938
384.86,8.03073333333,14.9234333333,9.9578,16.1808,4.89746666667,7.03286666667,7.1694,13.9518666667,7.4334
385.22,8.08733333333,14.9922666667,10.0422666667,16.2779333333,4.93653333334,7.10903333333,7.23846666667,14.0358666667,7.45666666667
385.58,8.0246,14.9550666667,9.92846666667,16.2486,4.85826666667,6.98763333333,7.14826666667,13.9772,7.3562
385.94,8.01913333333,14.953,9.92786666668,16.2904666666,4.84133333333,6.94523333333,7.11163333334,14.0018,7.33086666667
386.30,7.9964,14.9599,9.92500000001,16.3011333333,4.80133333333,6.88943333333,7.05240000001,13.9781333333,7.28673333333
386.66,7.96133333333,15.0173333333,9.89006666668,16.3056,4.7904,6.82826666667,7.03306666667,13.9834,7.231
387.03,7.9648,15.0436333333,9.87999999999,16.3212,4.8004,6.81033333333,7.03063333333,13.982,7.18566666667
387.39,7.99553333333,15.12,9.90373333334,16.3937333333,4.7912,6.81826666667,7.03533333334,13.9982,7.21033333333
387.75,7.98446666667,15.1572333333,9.90646666667,16.4043333333,4.79946666667,6.76196666667,7.03556666667,14.0266,7.19113333333
388.11,8.03926666667,15.2269333333,9.95326666666,16.4884666667,4.8636,6.7921,7.08863333334,14.0489333333,7.24393333333
388.47,8.10493333333,15.2976333333,9.99253333333,16.6013333333,4.89333333333,6.84516666667,7.137,14.1000666667,7.25106666667
388.83,8.04886666667,15.2679,9.94213333335,16.6278666667,4.83926666666,6.80916666667,7.06913333333,14.0870666667,7.17053333333
389.19,8.03286666667,15.3067333333,9.8918,16.6557333333,4.82146666667,6.7627,7.04939999999,14.0836666667,7.16493333333
389.55,8.0386,15.3282,9.91359999999,16.6962,4.82133333333,6.8067,7.08326666667,14.0728,7.168
389.91,8.07373333333,15.3832666667,9.90453333334,16.7356,4.81606666667,6.80846666667,7.10326666667,14.0784666667,7.16606666667
390.27,8.07953333333,15.4223333333,9.92706666667,16.8186,4.81346666667,6.83033333333,7.13709999999,14.1301333333,7.18913333334
390.63,8.1388,15.5061,9.981,16.9078666667,4.87346666667,6.89803333333,7.17823333333,14.1657333333,7.23046666667
391.00,8.11326666667,15.5210666667,9.95773333333,16.9163333333,4.83406666667,6.8767,7.13853333334,14.2124,7.19213333333
391.36,8.109,15.5036,9.92866666667,16.9230666667,4.81833333333,6.83023333333,7.1223,14.1989333333,7.1616
391.72,7.99260000001,15.4351,9.82560000001,16.884,4.7038,6.71333333333,7.00963333334,14.1182666667,7.057
392.08,7.95493333334,15.4204666667,9.773,16.851,4.648,6.6619,6.95646666666,14.1005333333,6.9874
392.44,7.8766,15.4072666667,9.69533333333,16.7918666667,4.57853333334,6.56166666667,6.87466666666,14.0551333333,6.93926666666
392.80,7.8142,15.3946,9.64933333333,16.7644,4.5208,6.4912,6.82029999999,13.9988666667,6.87973333333
393.16,7.868,15.4491666667,9.74073333333,16.8428,4.5542,6.538,6.85969999999,14.0729333333,6.91726666667
393.52,7.86593333333,15.5212333333,9.74366666667,16.9047333333,4.5606,6.51523333333,6.84986666667,14.1268666667,6.91926666667
393.88,7.90593333333,15.5697666666,9.78686666665,16.9513333333,4.58066666667,6.54713333333,6.86406666666,14.1644,6.96593333333
394.24,7.90186666667,15.5889333333,9.78106666666,16.9679333333,4.58093333333,6.5407,6.83223333333,14.1694,6.92726666667
394.60,7.87,15.5979333334,9.7426,16.9996,4.5232,6.4803,6.79093333333,14.183,6.8894
394.96,7.83613333333,15.6152,9.72273333333,17.0271333334,4.48966666666,6.42726666667,6.76030000001,14.1548,6.88146666667
395.32,7.81713333333,15.6319333333,9.73393333334,17.073,4.48113333333,6.41776666667,6.75273333333,14.1826666667,6.87513333333
395.68,7.90453333333,15.7531333333,9.827,17.1450666667,4.574,6.50306666667,6.8397,14.2776666667,6.96133333333
396.04,7.89533333334,15.8057666667,9.84286666667,17.2143333333,4.59713333333,6.49306666667,6.84440000001,14.3048,6.97946666667
396.40,7.85546666667,15.7904333333,9.80573333333,17.2546666667,4.54933333333,6.40836666667,6.8127,14.2541333333,6.89726666667
396.76,7.89553333333,15.8394666667,9.8346,17.3062,4.5786,6.44623333333,6.83443333333,14.3019333334,6.9396
397.12,7.78766666667,15.8156,9.74686666667,17.2868,4.51573333333,6.3279,6.76503333334,14.2565333333,6.82726666666
397.48,7.82386666667,15.8296333333,9.77479999999,17.3248666667,4.55906666667,6.31283333333,6.79219999999,14.281,6.8502
397.84,7.71766666667,15.8048333333,9.73739999999,17.3008,4.50346666667,6.24026666667,6.73746666667,14.2622,6.7748
398.20,7.69253333333,15.8310666667,9.74086666667,17.3410666667,4.48986666667,6.20056666667,6.74039999999,14.2569333333,6.7718
398.56,7.6532,15.7670333333,9.68073333333,17.3012,4.45013333333,6.16646666667,6.73096666666,14.226,6.72106666667
398.92,7.69806666666,15.8218333333,9.71633333334,17.3394,4.49306666667,6.2028,6.77506666666,14.2800666667,6.742
399.28,7.69146666667,15.8421,9.6868,17.3387333333,4.4504,6.18666666667,6.75093333334,14.2907333333,6.72646666667
399.64,7.67133333333,15.8078333333,9.65133333333,17.3621333333,4.40986666667,6.14496666667,6.7146,14.2652,6.6926
400.00,7.633,15.8009333334,9.59853333333,17.3258,4.3572,6.13366666667,6.67949999999,14.2504,6.64853333333
400.36,7.6826,15.8238,9.63886666667,17.3674666667,4.3846,6.16733333333,6.71756666667,14.3126666667,6.68646666667
400.72,7.7688,15.9473666667,9.69653333334,17.4888666667,4.4338,6.2148,6.78576666666,14.4148,6.7308
401.08,7.80453333333,15.9939333333,9.72646666667,17.5286,4.45326666666,6.26973333333,6.79919999999,14.4622666667,6.77426666667
401.44,7.7716,16.005,9.74106666667,17.5347333333,4.4244,6.2749,6.77486666666,14.475,6.73146666667
401.80,7.77786666667,16.0539,9.73206666667,17.5732,4.423,6.25353333333,6.76906666667,14.4977333333,6.7412
402.16,7.7726,16.0726666667,9.71226666667,17.5738,4.39866666667,6.21896666667,6.74316666667,14.5120666667,6.7038
402.52,7.78713333333,16.1416,9.76286666667,17.6124666667,4.40233333333,6.2007,6.71673333333,14.5610666667,6.70406666667
402.88,7.75066666667,16.1842333333,9.773,17.6724,4.37733333333,6.1898,6.69786666667,14.5614,6.6788
403.24,7.7084,16.2039,9.75499999999,17.676,4.35873333333,6.13203333333,6.6861,14.5714,6.6182
403.60,7.70846666666,16.2545,9.7968,17.7206666667,4.3538,6.1411,6.68446666666,14.6293333333,6.617
403.95,7.75906666667,16.3421,9.90113333335,17.8036666666,4.3902,6.15306666667,6.73636666667,14.7175333333,6.6532
404.31,7.7568,16.4025333333,9.94386666665,17.8455333333,4.43173333333,6.1667,6.74573333333,14.7872666667,6.67213333333
404.67,7.73686666667,16.4119666667,9.96960000001,17.8559333333,4.45386666667,6.15496666667,6.74813333333,14.8003333333,6.70226666667
405.03,7.75126666666,16.4684666667,9.99513333333,17.9044666666,4.45086666667,6.1326,6.76550000001,14.8349333333,6.70413333333
405.39,7.7284,16.4817666667,9.96806666665,17.9039333333,4.41893333333,6.064,6.7344,14.8346,6.67566666667
405.75,7.72546666667,16.4938333333,9.96673333333,17.9394,4.40913333334,6.0629,6.72286666667,14.8372,6.65573333333
406.11,7.7076,16.546,9.9852,17.9643333333,4.40813333333,6.05163333333,6.7385,14.8643333333,6.67506666667
406.47,7.67213333333,16.5941333333,9.9784,17.9856666667,4.4,6.04183333333,6.72783333334,14.8865333333,6.6734
406.83,7.684,16.6376,10.0182,18.0468,4.4276,6.0463,6.75656666667,14.9720666667,6.69806666667
407.19,7.673,16.6875,10.0432666667,18.117,4.44786666667,6.08373333333,6.75456666667,14.9980666667,6.70173333334
407.55,7.64813333333,16.697,10.004,18.1144,4.42833333333,6.06423333333,6.75709999999,14.9694,6.6808
407.90,7.57173333333,16.6669,9.93506666667,18.0987333333,4.38786666667,6.00863333333,6.71569999999,14.9362666667,6.616
408.26,7.5436,16.7221,9.93933333332,18.1388,4.3688,6.0186,6.72096666667,14.9614,6.6024
408.62,7.479,16.7079333333,9.89173333333,18.1200666666,4.29626666667,5.9429,6.66756666666,14.9448,6.5174
408.98,7.45353333333,16.7186,9.90999999999,18.1273333334,4.28193333333,5.93513333333,6.65556666666,14.9506666667,6.4964
409.34,7.4786,16.7914,9.96639999999,18.2034666667,4.3144,6.00153333333,6.68276666667,15.0232,6.53026666667
409.70,7.47466666667,16.8625,10.0194666667,18.2514666667,4.34606666667,6.01206666667,6.72316666666,15.0964666666,6.5612
410.06,7.44413333333,16.8817,10.0236666667,18.2888,4.34153333333,6.02076666667,6.7096,15.1078,6.5252
410.42,7.46973333333,16.9187333333,10.0894666667,18.345,4.376,6.06096666667,6.76393333334,15.1401333333,6.5772
410.77,7.48226666667,16.9405666667,10.0814666667,18.3409333333,4.3746,6.0557,6.76593333334,15.1236666667,6.57933333333
411.13,7.5034,17.0046666667,10.141,18.375,4.38453333333,6.06316666667,6.80106666667,15.1713333333,6.63273333333
411.49,7.54093333333,17.0880333333,10.2155333333,18.4492666667,4.45013333333,6.10743333333,6.85299999999,15.2733333333,6.67566666667
411.85,7.58793333333,17.1703,10.2899333333,18.5204666667,4.49313333333,6.13916666667,6.8995,15.3282,6.7308
412.21,7.58053333333,17.1672333333,10.289,18.5377333333,4.46113333333,6.127,6.88273333334,15.3274,6.7228
412.57,7.61866666667,17.2396333333,10.3389333333,18.6164,4.49226666667,6.19476666667,6.91603333334,15.3888,6.7554
412.92,7.5842,17.2712,10.3339333333,18.6154666667,4.48286666667,6.1696,6.90426666667,15.4034,6.7254
413.28,7.56373333333,17.3062,10.3348,18.6249333333,4.47413333333,6.14766666667,6.92106666666,15.4222,6.72706666667
413.64,7.56806666667,17.3306666667,10.3362,18.6364,4.4642,6.13506666667,6.91706666666,15.4442,6.71706666667
414.00,7.61586666667,17.4223666667,10.4106666667,18.6914666667,4.52413333334,6.18006666667,6.97043333333,15.5274,6.7814
414.36,7.59353333333,17.4689,10.4055333333,18.7174666666,4.50133333334,6.17113333333,6.9464,15.5634,6.7404
414.72,7.58926666667,17.5220666667,10.4526,18.7655333333,4.51326666667,6.19166666667,6.96213333334,15.6168,6.74733333333
415.07,7.56393333333,17.4919666667,10.4188666667,18.7422666667,4.4832,6.14863333333,6.91979999999,15.6083333333,6.7022
415.43,7.5804,17.5286666666,10.4386666667,18.7646,4.47053333333,6.14996666667,6.91490000001,15.6263333333,6.70573333333
415.79,7.6034,17.5816666667,10.453,18.8162,4.4834,6.1663,6.93073333334,15.6815333333,6.72426666667
416.15,7.574,17.5984333333,10.452,18.8029333333,4.4832,6.14493333333,6.90196666667,15.664,6.71106666667
416.51,7.61006666667,17.6839333333,10.5136666667,18.876,4.53033333333,6.18646666667,6.96050000001,15.7297333333,6.7562
416.86,7.67233333333,17.7273,10.5372,18.9448666667,4.5812,6.2408,7.01119999999,15.7704,6.83526666667
417.22,7.725,17.7948,10.6070666667,19.009,4.6246,6.289,7.05636666667,15.8343333333,6.8862
417.58,7.77193333333,17.8555333334,10.6628666667,19.0866666667,4.6624,6.34796666667,7.0946,15.8755333333,6.92713333333
417.94,7.77373333333,17.8506333334,10.6406666667,19.1007333333,4.64006666667,6.3226,7.086,15.8800666667,6.9178
418.29,7.83326666667,17.9113333333,10.6788,19.1475333333,4.68553333333,6.3661,7.14356666666,15.9112666667,6.98186666667
418.65,7.86706666667,17.9656666667,10.7128,19.1782666667,4.69893333333,6.39176666667,7.17986666667,15.9330666667,6.99506666667
419.01,7.89219999999,18.0199,10.7324666667,19.2382666667,4.73386666667,6.4314,7.21506666667,15.9670666667,7.02606666667
419.37,7.88273333333,18.0389333333,10.7298666667,19.2589333333,4.72613333333,6.4289,7.2175,15.9716,7.02713333333
419.73,7.90306666667,18.0792666667,10.7595333333,19.3042666667,4.72853333334,6.4548,7.23583333333,15.9984,7.03773333333
420.08,7.93180000001,18.1386666667,10.7847333333,19.3551333333,4.7534,6.4828,7.2748,16.0363333333,7.0644
420.44,7.93893333334,18.1469666667,10.7730666667,19.3459333333,4.74006666667,6.48283333333,7.26859999999,16.0385333333,7.0526
420.80,7.97286666667,18.2185666667,10.8125333333,19.3853333333,4.76566666667,6.502,7.29426666666,16.0858,7.07313333333
421.16,7.98759999999,18.2565666667,10.8026666667,19.4169333333,4.7606,6.51006666667,7.29739999999,16.0886666667,7.09
421.51,7.97286666667,18.2760333333,10.7882666667,19.4311333333,4.74726666666,6.49283333333,7.29783333334,16.0825333333,7.06113333333
421.87,8.00080000001,18.3390333333,10.8340666667,19.4826666667,4.7834,6.542,7.3361,16.119,7.0838
422.23,7.99913333333,18.3700333333,10.8424,19.5002,4.7886,6.5395,7.3366,16.1434,7.06793333333
422.58,8.0194,18.4030666667,10.8619333333,19.5453333333,4.80966666667,6.55793333333,7.35983333333,16.1815333333,7.0988
422.94,8.03866666666,18.4446666667,10.8992666667,19.5728666667,4.81993333333,6.56866666667,7.37716666667,16.2094666667,7.10373333333
423.30,8.05779999999,18.4951,10.9298666667,19.6158,4.84733333333,6.59916666667,7.39289999999,16.2426666666,7.1182
423.66,8.05740000001,18.5292,10.9356,19.6178,4.85733333333,6.60246666667,7.3934,16.2559333333,7.12713333333
424.01,8.06213333334,18.5693666667,10.9464,19.6441333333,4.86113333333,6.60226666667,7.40316666667,16.2753333333,7.12386666667
424.37,8.06766666666,18.6157333333,10.9715333333,19.6762666666,4.88126666667,6.60906666667,7.42076666666,16.2998,7.13906666667
424.73,8.0644,18.6369333333,10.9808,19.6966666667,4.88246666666,6.62343333333,7.42386666667,16.32,7.129
425.08,8.06226666667,18.6515,10.994,19.6993333333,4.89046666667,6.63316666667,7.42906666667,16.3364666667,7.1106
425.44,8.06673333333,18.6817333333,11.0193333333,19.7218666667,4.8936,6.6415,7.4373,16.3614,7.12346666667
425.80,8.04466666667,18.6944666667,10.9995333333,19.7268,4.86866666667,6.60766666667,7.41973333333,16.3554666667,7.08713333333
426.16,8.05299999999,18.7207333333,11.0212666667,19.7651333333,4.87,6.6099,7.42173333332,16.3842,7.07626666667
426.51,8.06439999999,18.7776,11.0330666667,19.7961333334,4.8904,6.61466666667,7.42773333334,16.4137333333,7.0764
426.87,8.09419999999,18.8604,11.0681333333,19.8545333333,4.91893333333,6.6438,7.46323333333,16.4805333333,7.10093333333
427.23,8.10406666666,18.9145333333,11.0766666667,19.8989333333,4.92033333333,6.628,7.47186666667,16.507,7.1096
427.58,8.09746666666,18.9608,11.0798,19.9458,4.92626666667,6.62566666667,7.47473333333,16.5228,7.0878
427.94,8.15026666667,19.0282333333,11.1142666666,20.0010666667,4.96786666666,6.6719,7.51773333333,16.5899333333,7.1258
428.30,8.1712,19.0854666667,11.1528666667,20.0675333333,4.98826666666,6.6988,7.55156666666,16.6400666667,7.14106666667
428.65,8.19413333333,19.1434,11.1812,20.1443333333,4.99953333333,6.71516666667,7.58016666667,16.6956,7.1634
429.01,8.21306666666,19.2152,11.2242,20.2248666667,5.02733333333,6.72636666667,7.60719999999,16.7454666667,7.18253333333
429.37,8.25966666667,19.3139666667,11.2744,20.3016666667,5.074,6.77063333333,7.66206666666,16.8217333334,7.2256
429.72,8.33106666666,19.4109666667,11.3564666667,20.4016666667,5.12606666667,6.83213333333,7.71553333333,16.8876,7.2826
430.08,8.34113333333,19.4700333333,11.3741333333,20.4471333333,5.1388,6.84886666667,7.73626666667,16.9085333333,7.30346666667
430.44,8.33013333333,19.4896666667,11.3870666667,20.4793333333,5.12906666667,6.8527,7.73503333334,16.9148666667,7.30513333333
430.79,8.33966666666,19.5346333333,11.4146666667,20.5329333333,5.14833333333,6.87856666667,7.75696666666,16.9402,7.3234
431.15,8.37600000001,19.5904333333,11.4492,20.5866666667,5.1726,6.9177,7.80443333334,17.0003333333,7.34813333333
431.50,8.41686666667,19.6638,11.4992,20.6577333333,5.21486666667,6.95993333333,7.848,17.0546666667,7.39473333333
431.86,8.43766666667,19.7171666667,11.5377333333,20.724,5.22686666667,6.9772,7.86713333334,17.0821333333,7.41386666667
432.22,8.42453333333,19.7427666667,11.5112666667,20.7410666667,5.2038,6.9398,7.84656666667,17.0678,7.40233333333
432.57,8.42993333333,19.7783666667,11.5162,20.7626666667,5.21013333333,6.93583333333,7.84983333334,17.0545333333,7.39333333333
432.93,8.46733333333,19.8579,11.5491333333,20.8192666666,5.23453333333,6.9576,7.87396666667,17.0934666667,7.41173333333
433.29,8.4642,19.8738,11.5479333333,20.8326,5.22186666667,6.9414,7.85103333333,17.0895333333,7.402
433.64,8.48213333333,19.8985666667,11.5498,20.8644666667,5.24086666667,6.9473,7.87063333333,17.1261333333,7.42366666666
434.00,8.51166666667,19.9369,11.5665333333,20.9215333334,5.264,6.96763333333,7.90246666667,17.1640666667,7.46633333333
434.35,8.52133333333,19.9791666667,11.5721333333,20.968,5.26306666667,6.9675,7.89750000001,17.1824,7.46353333333
434.71,8.51793333333,19.9988666667,11.5668,20.9828666667,5.24773333334,6.95493333333,7.88983333333,17.1848,7.4536
435.07,8.50273333333,20.0092666667,11.5556,20.9862,5.23866666667,6.9248,7.86536666667,17.1766666666,7.4276
435.42,8.5024,20.0116333333,11.5402,21.0056,5.227,6.88746666667,7.84739999999,17.1810666667,7.41853333333
435.78,8.51873333333,20.0660333333,11.5718666667,21.0622666666,5.2554,6.90716666667,7.8709,17.239,7.4574
436.13,8.58186666667,20.1451333333,11.6507333333,21.1576666667,5.315,6.97606666667,7.9249,17.3201333333,7.50706666667
436.49,8.59006666667,20.1959333333,11.6714666667,21.2078666667,5.3332,6.98753333333,7.94156666666,17.3712,7.53833333334
436.84,8.5746,20.1888,11.6482666667,21.2188666667,5.32093333333,6.97873333333,7.9277,17.3792666667,7.541
437.20,8.57093333333,20.2153,11.6353333333,21.2604666667,5.32286666667,6.96136666667,7.92696666667,17.3974,7.52553333334
437.56,8.54580000001,20.2309333333,11.6186,21.272,5.29026666666,6.94846666667,7.90366666667,17.3856666667,7.49933333333
437.91,8.52500000001,20.2504666667,11.6094666666,21.2766666667,5.26946666667,6.92773333333,7.87666666667,17.3696,7.47173333333
438.27,8.54206666667,20.2879666667,11.6222,21.3052666667,5.286,6.94623333333,7.90040000001,17.397,7.48393333334
438.62,8.5534,20.3363333333,11.6282,21.3465333333,5.2864,6.93946666667,7.9049,17.4167333333,7.48593333333
438.98,8.557,20.3672666667,11.6454666667,21.3768,5.28666666667,6.95296666667,7.92080000001,17.4396,7.4998
439.33,8.55793333334,20.4091666667,11.6622,21.4126666667,5.28033333333,6.9609,7.93223333334,17.4694,7.49633333333
439.69,8.54479999999,20.4271333334,11.6541333333,21.4220666667,5.25993333333,6.9381,7.9135,17.4598666667,7.47293333333
440.04,8.52000000001,20.4399,11.6192,21.4236666667,5.23333333333,6.91206666667,7.88513333333,17.4528666667,7.45493333333
440.40,8.53193333334,20.4886,11.6424666667,21.4656666667,5.245,6.9202,7.90620000001,17.4812666667,7.46073333333
440.75,8.55026666667,20.5521666667,11.673,21.5186666667,5.26173333333,6.93606666667,7.93220000001,17.5162,7.467
441.11,8.58953333333,20.6096333333,11.7122,21.5626666667,5.297,6.97803333333,7.97220000001,17.5698,7.5036
441.47,8.60373333333,20.6540333333,11.7317333333,21.5858,5.31266666667,6.9695,7.98483333333,17.6058666667,7.521
441.82,8.5954,20.6766333333,11.734,21.5940666667,5.29986666667,6.95856666667,7.98096666667,17.6355333333,7.4988
442.18,8.56973333333,20.6965333333,11.7260666667,21.5997333333,5.2826,6.91496666667,7.96373333333,17.644,7.48313333333
442.53,8.57566666666,20.7249,11.7264666667,21.6351333333,5.2984,6.92506666667,7.97363333334,17.6532666667,7.49
442.89,8.6,20.7980333333,11.7516,21.6927333333,5.3168,6.94656666667,8.01120000001,17.7025333333,7.50833333333
443.24,8.60573333333,20.8362666667,11.7599333334,21.7319333333,5.32166666667,6.9503,8.01896666667,17.7172666667,7.52233333334
443.60,8.59639999999,20.8594666667,11.7641333333,21.7496,5.3146,6.94496666667,8.01183333333,17.7156666667,7.5206
443.95,8.57493333334,20.8680333333,11.7610666667,21.7472,5.29573333333,6.91516666667,7.99890000001,17.7021333333,7.49133333333
444.31,8.53979999999,20.8658666667,11.7142666667,21.7416,5.2502,6.87416666667,7.95133333333,17.6838,7.46353333333
444.66,8.50586666667,20.8486,11.6874666667,21.7318666667,5.2216,6.83823333333,7.91946666668,17.6579333333,7.43606666667
445.02,8.4892,20.8663,11.6864,21.7598666667,5.2024,6.82633333333,7.9113,17.6626,7.4364
445.37,8.47280000001,20.8755333333,11.6733333333,21.78,5.192,6.8278,7.89436666666,17.6524666666,7.42653333333
445.72,8.46786666667,20.9003333333,11.667,21.8128666667,5.1888,6.8253,7.89590000001,17.6624666667,7.4308
446.08,8.49626666667,20.9406333333,11.6944666667,21.8698666667,5.20413333333,6.85706666667,7.91820000001,17.6954,7.4494
