wavelength,Back_ConCinf,Belly_ConCinf,Breast_ConCinf,Crissum_ConCinf,Crown_ConCinf,DorTail_ConCinf,Patch10_ConCinf,Patch11_ConCinf,Rump_ConCinf,Throat_ConCinf,WingTip_ConCinf
322.16,6.341,6.78358333333,6.07216666667,6.98933333333,5.51483333333,7.77183333334,16.0235,7.15791666667,7.42416666667,8.46645833333,7.63224999999
322.53,6.64233333333,7.05,6.4345,7.39033333333,5.69154166668,7.99825000001,16.3264166667,7.47091666666,7.63208333334,8.62554166667,7.967
322.90,6.76725,7.18183333333,6.48775,7.5275,5.73141666668,8.0715,16.51675,7.56300000002,7.5985,8.721125,8.07925000001
323.27,6.95141666667,7.38324999999,6.81316666667,7.80525000001,5.95195833333,8.23958333334,16.7259166667,7.77316666668,7.70649999999,8.91458333332,8.25691666668
323.63,7.40599999999,7.78883333332,7.33858333333,8.17200000001,6.30650000001,8.60791666667,17.2616666667,8.28266666667,8.21041666666,9.40145833333,8.60800000001
324.00,7.82866666665,8.21241666667,7.81016666668,8.57733333334,6.57670833334,8.91233333333,17.6060833333,8.57033333332,8.52158333334,9.69108333333,8.85874999998
324.37,7.87016666667,8.35833333332,7.98833333333,8.53533333332,6.67570833332,8.87841666668,17.5998333333,8.67625000001,8.63533333335,9.79795833332,8.88058333332
324.74,7.99958333333,8.55058333334,8.27624999999,8.68050000001,6.82224999999,8.99,17.8309166667,8.77475000001,8.77041666667,9.90391666666,9.02525
325.10,8.03625,8.60691666666,8.42316666667,8.80150000001,6.87033333334,9.0515,17.96625,8.76725000001,8.78433333333,9.80908333333,9.01941666667
325.47,7.96724999999,8.46525000001,8.40858333332,8.75375000001,6.73637499999,8.88766666668,17.9530833333,8.57400000001,8.58650000001,9.60399999999,8.92316666667
325.84,8.00566666667,8.61575000001,8.56050000001,8.90033333332,6.81850000001,8.87983333334,18.1774166667,8.72441666666,8.58916666666,9.78458333334,9.02724999998
326.21,8.05124999999,8.74841666666,8.68391666665,9.04641666668,7.00558333334,8.94974999999,18.3873333333,8.82516666666,8.67983333332,9.84858333334,9.14541666666
326.57,8.00275000001,8.66791666666,8.51558333333,8.85416666667,6.936,8.73808333332,18.4155,8.73800000001,8.50558333332,9.76670833333,9.01833333332
326.94,8.06858333334,8.67016666668,8.48958333334,8.82666666667,6.94991666667,8.66416666665,18.44325,8.75258333334,8.51174999998,9.74883333333,9.02108333333
327.31,8.04383333332,8.67516666666,8.3595,8.82175000001,6.78029166666,8.60866666667,18.47,8.67499999999,8.49216666667,9.7325,8.91233333332
327.67,7.86358333334,8.54608333334,8.16725,8.72208333332,6.59379166667,8.3415,18.4366666667,8.48308333331,8.38191666668,9.57370833334,8.68558333333
328.04,7.39416666667,8.04783333333,7.64075,8.24908333334,6.17645833332,7.96341666668,18.1071666667,8.12775000001,7.97158333335,9.31562499999,8.31283333333
328.41,7.42108333333,8.09858333333,7.62683333333,8.42475000001,6.11066666667,7.98016666666,18.20225,8.13583333333,7.96966666667,9.27487499999,8.28341666667
328.78,7.49391666666,8.15041666667,7.61191666667,8.45941666667,6.03112499999,8.02216666667,18.2483333333,8.20716666666,8.04933333335,9.40400000001,8.26391666667
329.14,7.78208333334,8.38449999999,7.80775,8.69308333334,6.35433333334,8.14841666666,18.58825,8.53766666667,8.38016666667,9.71016666666,8.53341666666
329.51,7.83625000001,8.65541666666,7.9465,8.932,6.55799999999,8.32033333333,18.8775833333,8.7915,8.63591666667,9.9315,8.70291666666
329.88,7.87391666667,8.71408333334,7.93058333333,8.86291666667,6.58158333332,8.40125,18.9534166667,8.71416666666,8.66591666667,9.88929166666,8.58933333333
330.24,8.14533333333,9.01641666668,8.18958333334,9.12466666668,6.74625000001,8.66266666667,19.3523333333,9.01633333333,8.94549999998,10.1083333333,8.76874999999
330.61,8.00616666666,8.87700000001,8.11008333334,9.12025000001,6.73979166667,8.72016666668,19.3633333333,9.01841666667,8.99649999998,10.1305416667,8.64933333333
330.98,8.02833333333,8.82041666667,8.16216666666,9.23291666666,6.86204166667,8.83591666668,19.5585,9.08608333335,9.07058333334,10.3156666667,8.60766666667
331.34,8.26158333334,9.07733333332,8.36158333332,9.37741666666,7.15975000001,9.15775,19.9403333333,9.30349999999,9.31441666666,10.4313333333,8.87058333333
331.71,8.28833333333,9.04833333334,8.31191666665,9.35341666667,7.15341666667,9.18141666668,19.9991666667,9.32750000001,9.26941666667,10.353875,8.82083333333
332.08,8.52583333333,9.37366666667,8.59341666666,9.64641666667,7.417875,9.30808333334,20.40525,9.6105,9.509,10.6042916667,9.03341666667
332.44,8.62250000002,9.39241666666,8.62675000001,9.70033333333,7.53533333334,9.29049999999,20.5575833333,9.76066666666,9.60891666666,10.847875,9.10308333334
332.81,8.66066666668,9.40575,8.66891666666,9.75375000001,7.68795833335,9.36275,20.69125,9.83825000001,9.67150000001,10.8643333333,9.06825000002
333.18,8.43108333334,9.346,8.44758333334,9.60675,7.41141666666,9.27666666668,20.5663333334,9.61691666665,9.37241666666,10.7295,8.79158333333
333.54,8.46600000001,9.38233333333,8.46808333334,9.62741666667,7.38883333334,9.24383333333,20.5530833333,9.64749999999,9.40833333333,10.7294583333,8.78341666668
333.91,8.66108333333,9.51274999999,8.61341666667,9.86808333332,7.46058333333,9.35191666666,20.7568333334,9.87216666667,9.50291666667,10.8817916667,8.98449999999
334.28,8.48808333333,9.31841666666,8.447,9.60241666666,7.21195833334,9.11091666666,20.5345833333,9.66125,9.21866666665,10.755,8.72100000001
334.64,8.66716666667,9.49941666667,8.61508333332,9.65566666666,7.25325000001,9.08800000001,20.6935,9.69808333333,9.23091666667,10.7521666666,8.7675
335.01,8.82433333334,9.78875,8.78433333333,9.80783333333,7.37054166666,9.21041666667,20.8713333334,9.88966666666,9.4065,10.8751666667,8.94416666667
335.38,8.59433333333,9.65949999999,8.68716666667,9.60858333332,7.03654166667,8.91791666666,20.74725,9.73308333334,9.14858333334,10.7169583333,8.65299999999
335.74,8.56849999999,9.60983333332,8.746,9.62674999999,7.06604166666,9.02191666666,20.83425,9.64724999998,9.09466666667,10.7224166667,8.52549999999
336.11,8.47375000001,9.57799999999,8.82458333333,9.58383333333,7.01008333333,9.01683333334,20.8,9.65766666668,8.96316666666,10.594,8.44958333334
336.47,8.41875000001,9.60983333335,8.92416666667,9.597,6.987875,8.99341666667,20.8015,9.56258333332,8.89150000001,10.5317083333,8.37508333333
336.84,8.56116666666,9.86408333333,9.09516666667,9.75491666666,6.98908333334,9.05574999999,21.02775,9.67225,9.00900000001,10.6419583333,8.5485
337.21,8.47025,9.69400000002,9.00924999999,9.66216666667,6.81341666667,8.82958333334,20.9551666667,9.48066666668,8.88649999999,10.4144583333,8.44008333334
337.57,8.35100000001,9.48166666667,8.84474999999,9.40558333333,6.63133333334,8.65416666668,20.8765833333,9.25399999998,8.68083333332,10.2097083333,8.24358333334
337.94,8.23216666666,9.37791666667,8.83833333333,9.32400000001,6.67870833333,8.61975,20.8315,9.25575,8.76650000002,10.256875,8.29483333333
338.31,8.31075000001,9.53625000001,8.92608333333,9.49083333334,6.89783333333,8.71733333334,21.0426666667,9.38816666666,8.95716666666,10.3814166667,8.49666666666
338.67,8.28308333333,9.6235,8.99724999999,9.59225000001,6.99916666667,8.82958333333,21.1749166667,9.44358333332,9.08733333333,10.5657916667,8.60475
339.04,8.24383333333,9.66466666668,9.00158333334,9.54741666667,7.03054166668,8.84308333333,21.1648333333,9.42175000001,9.06508333333,10.5177083333,8.57783333333
339.40,8.19683333332,9.51025000001,8.91316666668,9.51183333333,7.09945833334,8.78033333333,21.19475,9.32758333333,9.05133333334,10.5232916667,8.60966666667
339.77,8.08558333333,9.57216666668,8.90175000001,9.48708333334,7.025125,8.62000000001,21.17525,9.32933333332,8.96791666666,10.5417083333,8.72199999999
340.14,8.11091666667,9.52641666667,8.76291666667,9.44050000001,6.96149999999,8.53733333333,21.1661666667,9.17425,9.05633333334,10.5838333333,8.68725000001
340.50,8.01875000001,9.44033333331,8.71016666667,9.36625,6.87279166667,8.49333333332,21.1975833333,9.13249999999,9.05516666667,10.53725,8.69341666668
340.87,7.73391666667,9.18041666666,8.53908333333,9.17200000001,6.69204166667,8.24633333334,21.0359166667,8.92266666665,8.85241666666,10.4100416667,8.43883333334
341.23,7.85666666666,9.37283333333,8.6545,9.29975000001,6.891,8.41941666666,21.29425,9.18066666666,9.10633333332,10.6662916667,8.51033333332
341.60,8.02925,9.51233333334,8.81908333333,9.49933333332,7.05958333333,8.55075000001,21.4873333333,9.35383333334,9.25241666667,10.869625,8.58366666668
341.96,8.15483333333,9.73708333332,8.93699999999,9.62833333333,7.07237500001,8.60116666666,21.7300833333,9.49683333334,9.37516666667,10.847375,8.60425
342.33,8.19058333334,9.78016666667,9.132,9.68699999999,7.09504166666,8.62208333334,21.8919166667,9.60041666668,9.4655,10.976375,8.60600000001
342.70,7.90908333333,9.42091666667,8.78766666666,9.36858333333,6.76133333333,8.29708333333,21.62025,9.28324999998,9.15966666668,10.5954166667,8.25725
343.06,7.82441666666,9.31833333334,8.76891666666,9.37933333333,6.61304166667,8.224,21.6608333333,9.28716666666,9.19050000001,10.544625,8.18049999999
343.43,8.15066666666,9.67316666667,9.13291666668,9.77291666667,6.933625,8.56049999999,21.99975,9.73749999999,9.59166666667,10.7772916667,8.45616666666
343.79,8.40291666667,9.89983333333,9.33849999999,10.0693333333,7.15145833334,8.82525000001,22.3379166667,10.0905,9.88316666665,10.9948333333,8.63300000001
344.16,8.69308333333,10.1943333333,9.64666666667,10.3658333334,7.44016666668,9.07058333334,22.6823333333,10.4181666667,10.1928333333,11.2733333333,8.94083333332
344.52,8.74791666667,10.2476666667,9.66975000002,10.4121666667,7.49900000001,9.08758333333,22.7755833333,10.4416666667,10.208,11.2938333333,8.95525
344.89,8.82891666667,10.4126666667,9.75566666667,10.48225,7.60304166666,9.23575000001,22.9526666667,10.5971666667,10.3386666667,11.3884166667,9.08166666667
345.25,8.95466666668,10.5351666666,9.92541666666,10.5986666667,7.66825,9.36316666667,23.0251666667,10.7366666667,10.3815,11.499125,9.23950000002
345.62,9.17941666667,10.8410833333,10.2116666667,10.8669166667,7.88162499999,9.63241666666,23.35975,11.0145833334,10.6416666667,11.7495416667,9.59091666666
345.99,9.15541666666,10.848,10.2520833333,10.85225,7.89541666667,9.65324999999,23.3714166666,10.9831666666,10.636,11.8557916667,9.55658333332
346.35,9.05216666666,10.7468333333,10.0451666667,10.7240833333,7.73958333333,9.51116666667,23.3336666667,10.8165833333,10.5225,11.7272083333,9.49541666665
346.72,9.33491666667,11.0578333333,10.3579166667,11.0438333333,7.94841666667,9.71916666667,23.6510833333,11.1391666667,10.8061666667,12.04825,9.80025000002
347.08,9.32408333333,11.0274166667,10.382,11.0474166667,8.027875,9.66816666666,23.67225,11.1028333333,10.7446666667,12.0487916667,9.82958333332
347.45,9.24291666666,11.0539166667,10.3890833333,10.9390833333,7.96216666668,9.63408333334,23.71925,11.0409166667,10.7,12.07875,9.76299999999
347.81,9.15733333333,11.01075,10.3,10.7780833333,7.81866666667,9.48741666667,23.6506666667,10.893,10.5615,12.028375,9.65266666667
348.18,8.98183333332,10.94775,10.1926666667,10.6499166667,7.63295833334,9.37299999999,23.5706666667,10.7879166667,10.3493333333,11.89675,9.55133333332
348.54,8.94033333333,10.9883333333,10.2405,10.6533333333,7.65241666666,9.41916666667,23.6063333333,10.9049166667,10.3728333333,11.9281666667,9.599
348.91,8.86158333333,10.9015,10.2425833333,10.58575,7.58129166666,9.311,23.5285,10.87275,10.3130833333,11.8727916667,9.51049999999
349.27,8.79391666667,10.7263333333,10.1535833333,10.5068333333,7.49924999999,9.18166666667,23.50275,10.7680833333,10.2743333333,11.778625,9.36108333333
349.64,8.69691666666,10.6044166667,10.0498333333,10.33225,7.41583333334,9.01341666667,23.4104166667,10.6545,10.1384166667,11.6415833334,9.17875000001
350.00,8.56608333334,10.4404166667,9.84875000001,10.19075,7.25712500001,8.86116666666,23.2178333333,10.5043333333,9.98216666666,11.4592083333,9.02716666668
350.37,8.53374999999,10.369,9.87533333334,10.2350833333,7.22587500001,8.87366666667,23.1320833333,10.5115833333,9.94724999999,11.4947083333,8.9935
350.73,8.65216666667,10.44875,9.985,10.318,7.39579166667,9.00891666667,23.3258333334,10.6746666667,10.0975,11.6355416667,9.06508333334
351.10,8.80058333334,10.6558333333,10.1913333333,10.4583333333,7.44187499999,9.12058333333,23.5565833333,10.8798333333,10.2720833333,11.830375,9.11066666666
351.46,8.82958333332,10.59175,10.1745833333,10.538,7.44662500001,9.11841666667,23.5695833333,10.90975,10.3001666667,11.857375,9.06333333333
351.83,8.76583333333,10.4886666667,10.1508333333,10.4693333333,7.46229166666,9.11583333333,23.5035833333,10.9034166666,10.30325,11.8102916667,8.95791666666
352.19,8.82575000001,10.56325,10.21775,10.5795,7.58770833333,9.17550000001,23.668,11.0408333333,10.4299166666,11.88025,8.88716666668
352.55,8.918,10.5996666667,10.1863333333,10.6211666667,7.593125,9.14633333334,23.7668333333,11.03175,10.416,11.8867083334,8.82358333333
352.92,8.97983333334,10.6535833333,10.2065833333,10.6978333333,7.68404166668,9.19291666666,23.89675,11.026,10.4529166666,11.9442916667,8.85016666667
353.28,9.14691666667,10.95025,10.4633333334,10.8443333333,7.87500000001,9.35725000001,24.1679166667,11.27825,10.6193333333,12.180375,9.09283333333
353.65,9.01916666666,10.80425,10.2978333333,10.7416666667,7.73658333333,9.175,24.08775,11.201,10.5413333333,12.0922083333,8.95891666666
354.01,9.03808333332,10.8246666666,10.3779166667,10.8140833333,7.76537500001,9.18,24.2759166667,11.32025,10.569,12.1534583333,8.98499999998
354.38,9.12941666668,10.9301666667,10.4590833333,10.901,7.85637500001,9.2515,24.50325,11.4664166667,10.5838333333,12.2191666667,8.9715
354.74,9.0615,10.9170833333,10.4313333333,10.89325,7.77079166668,9.21116666667,24.5116666667,11.4016666666,10.5076666667,12.1707916667,8.94516666667
355.11,9.01083333334,10.8610833333,10.3335833333,10.8256666667,7.76829166666,9.14941666666,24.52375,11.3385833333,10.42425,12.1189166667,8.88816666667
355.47,8.91416666667,10.8325,10.3335,10.71825,7.70720833334,9.07308333332,24.5358333334,11.316,10.36575,12.0809166667,8.80116666667
355.83,8.96041666668,10.9205833333,10.3999166667,10.7788333334,7.67895833334,9.09850000001,24.76725,11.3610833333,10.4056666667,12.1262916667,8.88125
356.20,8.81183333333,10.76075,10.2635833333,10.5913333333,7.47800000001,8.92783333333,24.6968333333,11.1788333333,10.237,12.0104583333,8.75600000001
356.56,8.82350000001,10.87725,10.35075,10.6705833333,7.48745833333,8.97066666667,24.8456666667,11.29325,10.3644166666,12.1120833333,8.81983333333
356.93,8.83725000001,10.9306666667,10.3794166667,10.6703333333,7.40491666668,8.99275000001,24.9255833334,11.3838333333,10.4019166666,12.118375,8.88016666665
357.29,8.77933333334,10.9046666666,10.38325,10.6999166667,7.351375,8.96833333333,24.9120833333,11.3428333333,10.412,12.0474166667,8.82799999999
357.66,8.85358333333,10.9905,10.5716666667,10.8210833333,7.38195833333,9.05800000001,25.05825,11.4545833333,10.4835,12.1479583333,8.8975
358.02,8.95525000001,11.0525,10.6888333333,10.8875,7.496375,9.09424999999,25.1301666667,11.53125,10.55425,12.229625,8.93808333334
358.38,8.92208333333,11.0785,10.74175,10.8475833333,7.47683333334,9.08875000001,25.18375,11.5526666667,10.608,12.1815,8.97233333334
358.75,8.88733333333,11.1324166667,10.7989166667,10.8218333333,7.49245833333,9.054,25.2665833333,11.5720833333,10.6383333333,12.1889166667,8.95125
359.11,8.83191666667,11.0708333334,10.7995833333,10.8016666667,7.449375,8.99875,25.303,11.6165,10.6346666667,12.1693333333,8.90575000001
359.48,8.72333333333,11.0463333333,10.7155,10.7465833333,7.35125000001,8.90216666667,25.39575,11.5810833333,10.5906666666,12.113125,8.88516666666
359.84,8.62858333332,10.9705,10.6460833333,10.6665,7.25237500001,8.80158333333,25.3146666667,11.5330833333,10.4758333333,12.0520416667,8.72100000001
360.20,8.68091666666,11.0408333333,10.7141666667,10.7124166667,7.286,8.87541666667,25.422,11.6613333333,10.57425,12.038125,8.76108333332
360.57,8.57558333333,10.9195,10.6735,10.6050833333,7.19691666667,8.79133333333,25.41475,11.5839166667,10.4595,11.9059166667,8.67150000001
360.93,8.45041666667,10.8143333333,10.62625,10.5263333333,7.16541666667,8.67441666666,25.41675,11.5163333333,10.3725833333,11.8148333333,8.55650000001
361.29,8.49008333333,10.8568333333,10.6965,10.5360833333,7.19183333333,8.68916666667,25.5231666667,11.5993333333,10.368,11.9056666667,8.61516666666
361.66,8.53408333333,10.9835,10.7694166667,10.5963333333,7.31183333333,8.78008333333,25.7099166667,11.7073333333,10.4665833333,12.03075,8.71266666666
362.02,8.49358333333,11.0089166667,10.76525,10.5768333333,7.28229166667,8.75241666666,25.7816666667,11.7123333333,10.4766666667,12.031625,8.67116666666
362.39,8.55325,11.1006666667,10.8758333333,10.67975,7.40795833333,8.80358333333,25.8806666667,11.8229166667,10.5734166667,12.1695,8.68758333333
362.75,8.58075,11.1484166667,10.9078333333,10.7405,7.43224999999,8.85733333333,25.9633333334,11.8950833333,10.60225,12.1915833333,8.70025000001
363.11,8.66716666667,11.2569166667,11.0228333333,10.8111666667,7.50758333332,8.95475,26.11025,11.9435833333,10.6464166667,12.2640416667,8.77725000001
363.48,8.75933333334,11.3468333333,11.1255833333,10.8738333333,7.59254166667,9.03875,26.1435833333,12.0184166667,10.64925,12.3150416666,8.82458333333
363.84,8.86016666667,11.4679166667,11.2500833333,10.98725,7.70441666667,9.0645,26.2924166667,12.1495,10.7870833334,12.3955833333,8.95041666667
364.20,8.88408333334,11.5391666667,11.3341666667,11.04625,7.74325,9.0205,26.359,12.1931666667,10.7716666667,12.489375,9.0115
364.57,8.90349999999,11.6219166667,11.3915,11.07925,7.78941666667,8.99991666666,26.44875,12.2628333333,10.8185,12.5742083333,8.99358333334
364.93,8.99658333333,11.7324166667,11.4963333333,11.1464166666,7.81666666668,9.01808333333,26.535,12.3493333333,10.886,12.667875,9.03283333332
365.29,8.98483333334,11.7590833333,11.4694166667,11.166,7.80012499999,8.984,26.5400833333,12.3625833333,10.8970833333,12.6954166667,8.96024999998
365.66,8.86158333333,11.63475,11.3450833333,10.9979166667,7.64750000001,8.81183333334,26.388,12.2735833333,10.7090833333,12.511,8.78533333334
366.02,9.03833333332,11.8705833333,11.58975,11.2040833334,7.82445833333,9.03725000001,26.7089166667,12.5245,10.9251666667,12.7130416667,9.04125
366.38,9.04866666666,11.8996666667,11.6085833333,11.1651666667,7.7935,8.99741666667,26.71825,12.5594166667,10.9164166667,12.6499583333,9.0515
366.75,8.93483333333,11.8248333333,11.555,11.0831666666,7.705125,8.86525,26.59975,12.4883333333,10.7959166667,12.602375,8.92533333332
367.11,8.89375000001,11.86125,11.5146666667,11.0455833333,7.68266666666,8.79466666667,26.62525,12.56175,10.78475,12.5934166667,8.93575
367.47,9.00791666667,11.9695,11.6629166667,11.1348333334,7.76429166667,8.87691666667,26.76,12.7445833333,10.9365833333,12.7464166667,9.06841666667
367.84,9.04158333334,12.0508333333,11.75975,11.2004166667,7.85520833334,8.95833333333,26.9210833334,12.8570833334,11.0175,12.8305833334,9.17100000001
368.20,9.21158333334,12.1893333333,11.9145833334,11.37475,8.0135,9.1105,27.12975,13.0264166667,11.1559166667,12.9755416666,9.25966666667
368.56,9.28216666666,12.2769166667,11.9745,11.4398333333,8.08504166666,9.15866666666,27.1910833333,13.1235,11.21425,13.0273333333,9.34600000001
368.93,9.36066666667,12.3573333333,12.0324166667,11.5231666667,8.18274999999,9.22625000001,27.3078333333,13.2453333334,11.2405833333,13.0916666666,9.36466666667
369.29,9.37891666668,12.41425,12.1000833333,11.5646666667,8.29095833334,9.28808333332,27.4041666666,13.3329166667,11.3119166667,13.0749166667,9.38266666666
369.65,9.46124999999,12.5064166667,12.1669166667,11.684,8.31925000001,9.35450000001,27.52725,13.4361666667,11.427,13.1740416666,9.41175
370.01,9.31333333334,12.3933333333,12.0291666667,11.5938333333,8.19433333333,9.19433333333,27.43025,13.3129166667,11.3063333333,13.0919583333,9.20583333332
370.38,9.29008333333,12.4015833333,12.0079166667,11.6055833333,8.16279166668,9.18383333334,27.5285,13.3036666667,11.2585,13.07525,9.18766666668
370.74,9.36349999999,12.4881666667,12.09525,11.6169166667,8.21170833333,9.24141666666,27.6265,13.4123333333,11.32075,13.1259166667,9.23566666667
371.10,9.46483333334,12.6009166667,12.1766666667,11.7295833333,8.34591666667,9.29099999999,27.75575,13.5268333333,11.4450833334,13.236625,9.30041666666
371.46,9.45025000001,12.60025,12.1789166667,11.7471666667,8.35704166668,9.24216666668,27.7585,13.53625,11.4331666667,13.1772916666,9.21333333333
371.83,9.44174999999,12.56525,12.1806666667,11.7341666667,8.31745833332,9.19975000001,27.7363333334,13.5300833333,11.38025,13.1792916667,9.11083333334
372.19,9.33641666667,12.5326666667,12.1366666667,11.6584166667,8.26274999999,9.12108333334,27.7329166666,13.5440833333,11.3564166667,13.1825416666,9.01141666666
372.55,9.39133333333,12.6128333333,12.2208333334,11.7196666667,8.306125,9.19616666666,27.8791666667,13.6283333333,11.4066666667,13.2547083334,9.05099999999
372.92,9.39608333333,12.6175,12.255,11.7659166667,8.30712500001,9.20416666667,27.9496666667,13.67025,11.5033333333,13.305,9.08308333332
373.28,9.36691666666,12.5969166667,12.2023333333,11.7173333333,8.18920833334,9.11008333332,28.0030833333,13.64425,11.4483333333,13.28175,9.06325
373.64,9.37908333333,12.6821666667,12.2299166667,11.7355,8.21458333334,9.11675000001,28.0956666667,13.6938333333,11.5145,13.3017916667,9.06983333333
374.00,9.40750000001,12.6565,12.2675,11.70125,8.16795833334,9.09266666668,28.1089166666,13.6975833333,11.4605,13.2466666667,9.02866666667
374.37,9.37116666666,12.6565,12.267,11.6623333333,8.133875,9.02516666668,28.188,13.7045833334,11.5404166667,13.2905833333,8.97066666666
374.73,9.38724999999,12.7189166666,12.2619166667,11.69225,8.15279166667,8.98183333334,28.3660833333,13.7730833333,11.6126666667,13.340875,8.98825000001
375.09,9.34516666668,12.7168333333,12.196,11.6129166667,8.00174999999,8.90933333334,28.3551666666,13.743,11.549,13.2748333333,8.90216666666
375.45,9.31575,12.7674166667,12.1855,11.61075,7.95374999999,8.883,28.4645,13.7655833333,11.5401666667,13.3279166667,8.90216666667
375.81,9.31524999999,12.8475,12.1669166666,11.6304166666,7.93570833334,8.85291666666,28.5839166667,13.8386666667,11.5455,13.3042083334,8.89308333333
376.18,9.23425000001,12.766,12.102,11.5205,7.81895833333,8.75108333333,28.5644166667,13.7645,11.428,13.168625,8.79125000001
376.54,9.15291666666,12.6845,12.0449166666,11.4943333333,7.74200000001,8.65166666667,28.5521666666,13.7515,11.359,13.1192916667,8.69066666667
376.90,9.15575000001,12.8208333334,12.1484166667,11.5469166667,7.7885,8.69875,28.6891666666,13.88425,11.3909166667,13.1567916666,8.70991666666
377.26,9.20483333333,12.9536666667,12.3049166667,11.63775,7.87758333334,8.79625,28.8235,14.01975,11.4849166667,13.2789583333,8.74900000001
377.63,9.24458333333,12.9991666667,12.3986666667,11.7056666667,7.92595833334,8.84758333333,28.8739166667,14.1105833333,11.5143333334,13.3409166667,8.80166666668
377.99,9.29483333333,13.1429166667,12.4746666667,11.7709166667,7.991375,8.882,29.05125,14.2275,11.5836666667,13.4135416667,8.86541666666
378.35,9.30158333334,13.2065,12.5420833333,11.8671666667,8.01541666667,8.88441666667,29.0656666666,14.3298333333,11.5356666667,13.44525,8.89391666668
378.71,9.26333333334,13.1389166667,12.5743333334,11.8426666667,7.96424999999,8.86183333333,29.02075,14.3380833333,11.45725,13.3829583333,8.84483333334
379.07,9.19608333333,13.08425,12.64775,11.8340833333,7.90620833333,8.836,29.0711666667,14.34325,11.4343333333,13.35225,8.82775000001
379.44,9.18508333334,13.0813333333,12.661,11.81525,7.87741666668,8.80033333333,29.1024166667,14.3509166667,11.425,13.3086666666,8.78333333333
379.80,9.19258333334,13.0876666667,12.6844166666,11.82825,7.88775000001,8.78391666667,29.1464166667,14.3358333333,11.4639166667,13.3595833333,8.81766666666
380.16,9.32425,13.26425,12.8536666667,11.98425,8.04058333332,8.93116666666,29.3030833333,14.4959166667,11.634,13.540625,8.99316666667
380.52,9.41391666668,13.3953333333,12.9851666667,12.0301666667,8.13387499999,9.05933333334,29.4051666667,14.6174166667,11.7538333333,13.62675,9.09141666668
380.88,9.41733333334,13.413,12.9799166667,12.0344166667,8.10312500001,9.05091666668,29.4164166667,14.6114166667,11.7596666667,13.6291666667,9.09016666667
381.24,9.29483333333,13.31525,12.8718333334,11.8846666667,7.97141666667,8.91141666668,29.4045833333,14.5115,11.6500833333,13.4821666667,8.99641666667
381.61,9.33091666666,13.3563333333,12.9030833334,11.91075,8.00716666667,8.88933333333,29.5215,14.549,11.66825,13.5339583333,9.00991666665
381.97,9.34350000001,13.3454166667,12.9524166666,11.9109166667,8.04204166667,8.92241666667,29.47075,14.5913333333,11.6728333333,13.550125,9.01141666668
382.33,9.37541666666,13.379,12.99575,11.9036666667,8.058625,8.942,29.5650833333,14.6129166667,11.7255,13.5499583333,9.03325
382.69,9.49191666667,13.5299166667,13.0975,11.9946666666,8.199375,9.02016666667,29.6791666667,14.7498333333,11.8683333333,13.7110416667,9.11725000001
383.05,9.54883333334,13.6364166666,13.1628333334,12.093,8.31983333334,9.06566666666,29.7535833333,14.8420833334,11.93825,13.787625,9.16400000002
383.41,9.50908333334,13.6635833334,13.1888333333,12.0936666667,8.32675000001,9.05999999999,29.7805833334,14.8621666666,11.90625,13.7675833333,9.15241666668
383.77,9.44283333333,13.65675,13.2245,12.0369166667,8.28729166667,9.04691666667,29.7719166667,14.88325,11.8666666666,13.71225,9.058
384.14,9.35874999999,13.6220833333,13.15625,11.9484166667,8.17720833332,8.92733333333,29.74525,14.866,11.80925,13.6312916667,8.91233333332
384.50,9.34274999999,13.6413333333,13.1726666667,11.9519166667,8.12391666667,8.85466666667,29.7874166667,14.89475,11.7849166667,13.6263333333,8.84675
384.86,9.3925,13.6645833333,13.227,11.9403333333,8.12566666668,8.85183333333,29.89375,14.9863333333,11.7985833333,13.66825,8.82808333333
385.22,9.46958333333,13.7493333333,13.3134166666,12.0519166667,8.19462499999,8.87616666667,29.962,15.1104166667,11.8465833334,13.7449166667,8.82516666667
385.58,9.44500000001,13.79275,13.3691666666,12.0408333333,8.190125,8.87483333333,30.0461666667,15.20125,11.9069166666,13.7375833334,8.80099999999
385.94,9.38216666666,13.8135833333,13.3343333333,11.99475,8.12433333334,8.78008333333,30.10925,15.229,11.87575,13.6892083333,8.76208333333
386.30,9.35916666668,13.8055,13.3025833333,11.9485,8.03208333332,8.71541666667,30.0738333334,15.2425833333,11.838,13.6692916667,8.68566666667
386.66,9.39749999999,13.8713333333,13.3496666667,11.9948333333,8.042625,8.74191666667,30.1718333333,15.3345833333,11.8725833334,13.68825,8.72058333334
387.03,9.43550000001,13.9589166667,13.4255833333,12.0130833334,8.041125,8.77841666667,30.3069166667,15.4450833333,11.92,13.7601666667,8.68883333333
387.39,9.48033333334,14.03225,13.4434166667,12.06425,8.06170833333,8.79991666667,30.3618333333,15.57325,12.0085,13.8293333334,8.67216666666
387.75,9.6505,14.1738333333,13.6199166667,12.2273333333,8.18258333333,8.90641666667,30.51725,15.7711666667,12.1568333333,13.97825,8.81475
388.11,9.72033333334,14.2498333333,13.7179166666,12.316,8.24837499999,8.93983333333,30.6281666666,15.8823333333,12.1770833333,14.053,8.89558333334
388.47,9.66483333332,14.2483333333,13.6883333333,12.2586666667,8.20595833333,8.87608333333,30.65425,15.8791666667,12.117,14.024125,8.84916666666
