wavelength,Back_CyaCysf,Belly_CyaCysf,Breast_CyaCysf,Crissum_CyaCysf,Crown_CyaCysf,DorTail_CyaCysf,Patch10_CyaCysf,Rump_CyaCysf,Throat_CyaCysf,WingTip_CyaCysf
337.94,8.2008,17.9990666667,13.9316,15.4435333333,7.2308,6.59183333333,11.5731,9.2802,14.0478,5.6108
338.31,8.27686666667,18.1274,14.0165333333,15.5048666667,7.31313333333,6.60575,11.6339333333,9.3286,14.2198666667,5.6714
338.67,8.43453333333,18.3448,14.1551333333,15.7039333333,7.48573333333,6.68375,11.7476666667,9.5696,14.4249333333,5.70473333334
339.04,8.3092,18.3602,14.1349333333,15.7290666667,7.32173333333,6.53691666667,11.6894666667,9.47693333333,14.348,5.6192
339.40,8.302,18.4372,14.0992,15.7295333333,7.32486666667,6.56483333333,11.6537333333,9.46513333334,14.3692666667,5.6218
339.77,8.20773333333,18.4008666666,14.1264666667,15.7514,7.2996,6.52316666667,11.5462666667,9.34953333333,14.3176,5.62173333333
340.14,8.48746666667,18.6873333333,14.4072666667,16.0671333333,7.65366666667,6.82983333333,11.9044666667,9.65453333334,14.6115333333,5.91973333333
340.50,8.70886666667,18.9511333333,14.5335333333,16.2804666667,7.88713333333,7.04116666667,12.0447,9.88766666666,14.8138666667,6.1354
340.87,8.6272,19.048,14.5270666667,16.2721333333,7.85293333333,6.95225,12.0124333333,9.83473333335,14.8251333333,6.0516
341.23,8.82393333333,19.2111333333,14.7710666667,16.4434,8.00153333333,7.10525,12.1987,10.0372,14.9907333333,6.18526666667
341.60,8.93386666666,19.4028666667,14.8526666667,16.5544666667,8.16746666666,7.17616666667,12.3101333333,10.1772,15.1836666667,6.27446666667
341.96,9.189,19.7032,15.0899333334,16.8041333333,8.359,7.42775,12.5737333333,10.4342666667,15.394,6.39166666667
342.33,9.29693333333,19.9592666667,15.277,17.1357333333,8.52919999999,7.57233333333,12.7578333333,10.6184666667,15.5337333333,6.52946666667
342.70,9.48479999999,20.1514666667,15.4953333333,17.3415333333,8.69966666667,7.75833333333,12.9712333333,10.8321333333,15.6655333333,6.69253333333
343.06,9.71713333333,20.4400666667,15.7672666667,17.5373333333,9.0244,8.04958333333,13.1961666666,11.0862666667,15.9769333333,6.92253333333
343.43,9.87066666667,20.6224,15.9467333333,17.7206666666,9.15286666667,8.1885,13.3623333333,11.2380666667,16.1556666667,7.05506666667
343.79,9.9626,20.7111333333,16.0221333333,17.8434666667,9.24260000001,8.24116666667,13.4665,11.3678666667,16.2491333334,7.0814
344.16,9.92286666668,20.7590666667,16.049,17.9169333333,9.19926666667,8.114,13.3477,11.4145333333,16.2622,7.07173333333
344.52,9.96820000001,20.9093333333,16.1866666667,18.0768666667,9.27679999999,8.11175,13.4522,11.4718666667,16.4035333333,7.12353333333
344.89,9.92599999999,20.8560666666,16.2352666667,18.1154,9.25473333332,8.02825,13.3784666667,11.4476666667,16.3703333333,7.1612
345.25,10.0227333333,21.1252,16.3406,18.3052,9.35666666667,8.0775,13.4779666667,11.5107333333,16.5054,7.25673333333
345.62,10.2906,21.4604666667,16.6736,18.7110666667,9.59720000001,8.31591666667,13.7857333333,11.819,16.7857333333,7.51
345.99,10.1114666667,21.3809333333,16.5852666667,18.675,9.45539999999,8.15575,13.6198333333,11.6616,16.6822666667,7.3874
346.35,10.0571333333,21.3488666667,16.5662666666,18.6748666667,9.39799999999,8.11341666667,13.5048333333,11.6315333333,16.6408666667,7.33893333333
346.72,9.84873333333,21.2718666667,16.4196666667,18.536,9.17253333333,7.89108333333,13.2363,11.407,16.4718666667,7.08986666667
347.08,9.81853333332,21.3289333333,16.4448666667,18.5748,9.0984,7.79366666667,13.2140666667,11.3989333333,16.4656666667,7.0054
347.45,9.74820000001,21.2989333333,16.4751333334,18.5332666667,9.02746666666,7.66816666666,13.0985666667,11.363,16.4215333333,6.8784
347.81,9.59766666667,21.2892666667,16.4053333333,18.4556,8.8768,7.46541666666,12.9778333333,11.195,16.3085333333,6.75493333333
348.18,9.70373333334,21.4214,16.5139333333,18.4682666667,8.95106666667,7.57883333333,13.0531333333,11.2376666667,16.3781333333,6.76046666667
348.54,9.641,21.3038666666,16.4585333333,18.3823333333,8.85713333333,7.4785,12.9308,11.1739333333,16.3408666667,6.63686666667
348.91,9.55100000001,21.3941333333,16.3994666667,18.3919333333,8.7838,7.35658333333,12.8159333333,11.063,16.2814,6.444
349.27,9.50313333333,21.3292666667,16.2876,18.366,8.71326666667,7.31958333334,12.7364333333,11.0281333333,16.2568666667,6.32546666667
349.64,9.29933333333,21.132,16.1357333333,18.1282,8.47086666667,7.13466666666,12.5253,10.8177333333,16.0613333333,6.08533333333
350.00,9.36939999999,21.1272666667,16.109,18.1263333333,8.44680000001,7.07125,12.5694666667,10.8851333333,16.0611333333,6.09873333333
350.37,9.33746666667,21.0971333333,15.9923333333,17.9977333333,8.31679999999,6.97125,12.5547,10.8084666667,16.0137333333,5.9852
350.73,9.57966666667,21.3911333333,16.2151333333,18.2459333333,8.54406666667,7.20333333334,12.7964,11.0479333333,16.3298,6.24573333333
351.10,9.58993333334,21.3882666667,16.2715333333,18.2946666667,8.49839999999,7.20566666667,12.7686,11.0175333333,16.3458666667,6.28373333333
351.46,9.58793333333,21.4405333333,16.2376,18.3333333333,8.39566666666,7.15491666667,12.76,10.9502,16.2767333333,6.18586666667
351.83,9.76586666667,21.6450666667,16.4641333333,18.5354666667,8.58379999999,7.357,12.9012333333,11.1631333333,16.5217333333,6.31486666667
352.19,9.69986666666,21.6252,16.3384,18.5940666667,8.44833333333,7.22816666667,12.8771666667,11.0693333333,16.5273333333,6.22826666666
352.55,9.66266666665,21.6883333333,16.347,18.6198,8.42573333334,7.16566666667,12.8326333333,11.0814,16.5286666667,6.16633333333
352.92,9.79353333333,21.8325333333,16.4602666667,18.6994,8.47773333334,7.33558333333,13.0066,11.243,16.6748666667,6.27433333333
353.28,9.8526,21.9258666667,16.616,18.7976666666,8.57613333333,7.40466666667,13.1277333333,11.2988666667,16.8475333333,6.369
353.65,9.89693333333,22.0613333333,16.626,18.8644,8.62633333333,7.516,13.1236,11.3083333333,16.9085333333,6.3618
354.01,9.97706666667,22.2712,16.8674666667,19.0938666667,8.82059999999,7.70366666667,13.2167,11.4387333333,17.1116666667,6.44613333333
354.38,10.2366666667,22.6136,17.2022666667,19.4562,9.09899999999,7.88633333333,13.4724666667,11.7163333333,17.41,6.692
354.74,10.1974,22.6584666667,17.2498666667,19.532,9.06073333332,7.82191666667,13.439,11.6774666667,17.4323333333,6.64546666667
355.11,10.1824,22.7108,17.1912,19.5295333333,9.01453333335,7.711,13.3934333333,11.6459333333,17.4604666667,6.54093333333
355.47,10.396,22.8772,17.366,19.7289333333,9.2136,7.90083333333,13.5328,11.8270666667,17.6751333333,6.71566666667
355.83,10.3796666667,22.9184666667,17.3535333333,19.7983333333,9.2218,7.91183333333,13.5349333333,11.8638,17.6851333333,6.73893333333
356.20,10.5196666667,23.0716666667,17.5764,19.9504,9.3936,8.00191666667,13.6365666667,11.9969333333,17.8519333333,6.7948
356.56,10.6975333333,23.2348,17.7004666667,20.1458666667,9.51286666667,8.13883333333,13.7981666667,12.1175333334,18.0064,6.9448
356.93,10.6436,23.2708,17.6976,20.143,9.47473333333,8.03125,13.7013,12.0736,18.0182,6.9006
357.29,10.6442666666,23.3705333333,17.7266666667,20.1430666667,9.45046666667,7.95775,13.6308666667,12.0879333333,17.9664,6.8774
357.66,10.5813333333,23.3819333333,17.7347333333,20.1296,9.42206666667,7.79391666666,13.5524,12.0586,17.9774666667,6.81646666667
358.02,10.6239333333,23.5023333333,17.7264,20.1162,9.43446666667,7.83375,13.5512666667,12.0914,18.0008666666,6.88926666667
358.38,10.4576666667,23.382,17.6096,19.9392666667,9.30220000001,7.72075,13.3389333333,11.8939333333,17.8366666667,6.71773333333
358.75,10.4142666667,23.3611333333,17.5582,19.8438,9.20653333333,7.63925,13.2635333333,11.8044666667,17.7262666666,6.57106666667
359.11,10.4686666667,23.4446,17.6096666667,19.9782666667,9.33786666666,7.7675,13.3242333333,11.8671333333,17.7456,6.59806666667
359.48,10.2097333333,23.3348666667,17.4242666667,19.7438,9.13293333335,7.50483333334,13.1037333333,11.6234,17.5817333334,6.37866666667
359.84,10.1802,23.3300666667,17.3607333333,19.6642,9.06826666667,7.41691666667,13.0605,11.5046,17.5012,6.24766666667
360.20,10.0572,23.3326666667,17.2477333333,19.6026666667,8.94040000001,7.31725,12.9043,11.3843333334,17.4062,6.12746666667
360.57,10.0656666667,23.4884,17.3517333333,19.6672666667,9.00833333335,7.40633333334,12.9435666667,11.4159333333,17.4598666667,6.14113333333
360.93,10.2458666667,23.7442666667,17.5651333334,19.8836666667,9.24166666666,7.61733333333,13.1658333333,11.6000666667,17.7081333333,6.31933333333
361.29,10.2450666667,23.7857333333,17.5612666667,19.9400666666,9.19833333332,7.58941666667,13.1720666667,11.6054,17.696,6.25073333333
361.66,10.3085333333,23.8798,17.6670666667,20.057,9.32093333333,7.67058333334,13.2564,11.6891333333,17.8122,6.32926666667
362.02,10.2630666667,23.8723333333,17.6673333333,20.1040666667,9.30113333333,7.57158333333,13.2505,11.6284,17.8205333333,6.20586666667
362.39,10.2757333333,23.9422,17.7147333333,20.1541333333,9.34186666667,7.57208333333,13.3029333333,11.6948,17.8983333333,6.21453333333
362.75,10.2271333333,23.9531333333,17.7085333333,20.1850666667,9.35133333333,7.53025,13.2790666667,11.6838666667,17.899,6.215
363.11,10.2154666667,24.0796666667,17.7694666667,20.2104,9.34899999999,7.52608333333,13.2876666667,11.6828,17.9764666667,6.23726666667
363.48,10.2959333333,24.1930666667,17.8398666667,20.3774666667,9.44073333332,7.60583333333,13.3560666667,11.7892666667,18.0944666667,6.305
363.84,10.4093333333,24.3832666667,17.9747333333,20.5653333333,9.55060000001,7.731,13.452,11.929,18.2588,6.42873333333
364.20,10.4646,24.4578,18.0096,20.6321333333,9.63833333333,7.77575,13.5265,12.0157333333,18.3568,6.5104
364.57,10.2734666667,24.2744666667,17.8406,20.4666,9.41973333335,7.52166666667,13.3202333333,11.8414,18.2198666667,6.322
364.93,10.1678,24.1306,17.7236,20.3827333333,9.29220000001,7.36125,13.1661666667,11.7024,18.0521333333,6.15373333333
365.29,10.3097333333,24.3368666667,17.9001333333,20.5581333333,9.48793333334,7.55408333333,13.3076333333,11.8428666667,18.3096,6.3398
365.66,10.3910666667,24.4006666667,17.9384,20.6464,9.52066666667,7.62216666666,13.3472333333,11.8616666667,18.3542,6.41286666667
366.02,10.4011333333,24.4694666667,17.9536666667,20.6859333333,9.54686666666,7.69625,13.3364,11.8616666667,18.3813333333,6.46893333333
366.38,10.4482666667,24.5072,18.0040666667,20.757,9.57306666668,7.71658333333,13.3215,11.8633333333,18.3764666667,6.486
366.75,10.5037333333,24.5712,18.0674,20.8114666667,9.59786666666,7.81416666667,13.3670333333,11.8956666667,18.4641333333,6.5148
367.11,10.5364666667,24.617,18.0989333333,20.8571333333,9.60813333333,7.79633333333,13.4000666667,11.9509333333,18.4934666667,6.55233333333
367.47,10.6460666667,24.7724666667,18.2624,21.0203333333,9.74560000001,7.92466666667,13.5340666667,12.0745333333,18.6400666667,6.651
367.84,10.5568666667,24.6852,18.2231333333,20.9372,9.67399999999,7.8105,13.3976666667,12.0046,18.5432,6.58106666667
368.20,10.4177333333,24.5908,18.1561333333,20.8328666667,9.57226666666,7.71991666667,13.2717333333,11.8488,18.411,6.45566666667
368.56,10.447,24.6716666667,18.1926,20.8698,9.59493333333,7.76858333333,13.2951666666,11.8228666667,18.4074666667,6.44706666667
368.93,10.5350666667,24.8156,18.2687333333,20.9546666667,9.64533333334,7.89825,13.3412666667,11.8816666667,18.5386,6.61746666667
369.29,10.4682,24.7362666667,18.2254,20.8946666666,9.55713333333,7.82508333333,13.2694666667,11.7382,18.453,6.5606
369.65,10.3647333333,24.6794,18.1451333333,20.827,9.42113333333,7.66733333333,13.1777666667,11.6033333333,18.3305333333,6.4568
370.01,10.3689333333,24.6998666667,18.1150666667,20.8172,9.35866666668,7.58141666667,13.0927,11.5322666667,18.3174666667,6.43626666667
370.38,10.2923333333,24.7091333333,18.0418666667,20.7962666667,9.25713333334,7.51916666667,13.0098333333,11.4021333333,18.3063333333,6.36493333334
370.74,10.3643333333,24.7446666667,18.0684666667,20.8250666667,9.33559999999,7.53225,13.0317,11.4192,18.3833333333,6.42006666667
371.10,10.3754666667,24.7662666667,18.0781333333,20.8542666667,9.36099999999,7.57858333333,13.0572666667,11.4179333333,18.3918666667,6.43686666667
371.46,10.297,24.656,17.9936666667,20.7357333333,9.26853333333,7.52058333333,12.9202333333,11.2877333334,18.2555333333,6.38313333333
371.83,10.2938666667,24.6398666667,17.9548,20.7154,9.21286666665,7.46666666667,12.9401333333,11.2291333333,18.2818,6.37786666667
372.19,10.4097333333,24.7776,18.0840666667,20.7799333333,9.26640000001,7.51991666667,13.0347333333,11.3328666666,18.3958666667,6.51706666667
372.55,10.4038666667,24.7559333333,18.0637333333,20.7758666667,9.27446666668,7.52466666667,13.0083666667,11.3515333333,18.444,6.51886666667
372.92,10.3562666667,24.7421333333,18.0184,20.799,9.27413333333,7.51558333333,12.9942666667,11.2746666667,18.3866666667,6.43893333333
373.28,10.3365333333,24.7630666667,17.9834666667,20.7888666667,9.28106666668,7.48158333333,12.9393,11.2394,18.3811333333,6.4162
373.64,10.3304666667,24.8178666667,17.9921333333,20.8037333333,9.3058,7.53083333333,12.9175,11.2562,18.4344666667,6.38913333333
374.00,10.2501333333,24.7374666666,17.9276,20.7138,9.22960000001,7.50375,12.8535666667,11.1994666667,18.4124,6.3104
374.37,10.2832666667,24.7302,17.9309333333,20.7439333333,9.27266666667,7.53708333334,12.8791,11.2395333333,18.4705333333,6.36473333333
374.73,10.2166,24.7268666667,17.922,20.761,9.20873333332,7.46175,12.8195333333,11.2018666667,18.4152,6.31713333333
375.09,10.2548,24.7743333333,17.9616666667,20.8156666667,9.21399999999,7.46641666667,12.7887333333,11.1504,18.4429333333,6.30633333333
375.45,10.2494,24.8318666667,17.9362,20.8486,9.23186666666,7.441,12.8204333333,11.1638,18.4951333334,6.34913333333
375.81,10.2798666667,24.9336,17.9648666667,20.9052,9.29460000001,7.51333333333,12.8748,11.1856,18.5352,6.39526666667
376.18,10.3335333333,25.0204,18.0084,21.0572,9.39146666666,7.605,12.9321,11.2295333333,18.6407333333,6.46006666667
376.54,10.3384,25.0428666667,17.9943333334,21.1119333333,9.40473333334,7.59441666667,12.9181333333,11.1718666667,18.6223333333,6.48566666667
376.90,10.3176,25.0434,18.0131333333,21.1242,9.37139999999,7.55108333333,12.9088333333,11.1596666667,18.6427333333,6.4878
377.26,10.1754,24.8876,17.8937333334,21.0414,9.23513333332,7.40975,12.7375,11.0186,18.5126,6.37986666667
377.63,10.1265333333,24.8788666666,17.8572666667,20.9996666667,9.23466666665,7.37616666667,12.7124,10.9363333333,18.5098,6.3764
377.99,10.0708,24.8509333333,17.8412,20.9933333333,9.21906666665,7.31641666667,12.6927333333,10.9070666667,18.4815333333,6.3584
378.35,10.0840666667,24.8744666667,17.8428,20.996,9.218,7.318,12.7028333333,10.8888,18.4524,6.3658
378.71,10.1034,24.8824,17.7975333333,20.9638666667,9.21506666666,7.36958333333,12.681,10.8786,18.4826,6.3968
379.07,10.0388666667,24.7625333333,17.7133333333,20.8432,9.15406666667,7.30716666667,12.5894666667,10.8277333333,18.4452,6.36373333333
379.44,10.0310666667,24.7756,17.7339333333,20.822,9.09140000001,7.25891666667,12.5457333333,10.7555333333,18.4716666667,6.31206666666
379.80,10.0467333333,24.8111333333,17.7645333333,20.8678666667,9.13093333332,7.2855,12.5263666667,10.7371333333,18.5430666667,6.324
380.16,9.94126666666,24.6685333333,17.6544,20.7322,9.02566666667,7.19483333333,12.4021333333,10.5815333333,18.4412666667,6.21386666666
380.52,9.99753333334,24.7358,17.7024,20.7734,9.07406666665,7.24716666667,12.4704666667,10.6291333333,18.5222,6.29993333333
380.88,9.98433333333,24.7271333333,17.6562666667,20.753,9.08466666668,7.25116666667,12.4524333333,10.602,18.5381333333,6.2876
381.24,10.0246666667,24.8072,17.6785333333,20.7624666667,9.11679999999,7.31525,12.5051666667,10.6530666667,18.6136666666,6.3132
381.61,10.0504,24.8365333333,17.6916666667,20.7933333333,9.12506666666,7.32408333333,12.5065,10.6826,18.6713333333,6.34873333333
381.97,10.1406666667,24.9594666667,17.7766666667,20.8665333333,9.18533333334,7.40033333333,12.5772666667,10.7163333333,18.7436666667,6.4388
382.33,10.1468,25.0213333333,17.8064666667,20.8880666667,9.19826666667,7.40275,12.5931,10.7222666667,18.8238,6.42806666667
382.69,10.1279333333,25.0649333333,17.7890666667,20.939,9.18846666667,7.35616666667,12.5647,10.6779333333,18.8334666667,6.3936
383.05,10.09,25.1078666667,17.7359333333,20.9658666667,9.14806666668,7.32275,12.5364333333,10.6284,18.8018666667,6.343
383.41,10.1168,25.1354666667,17.7393333333,21.037,9.18753333334,7.33975,12.5825333333,10.6366,18.7848666667,6.3858
383.77,10.0813333333,25.1318666667,17.7204,21.0328,9.14013333333,7.32283333333,12.5996,10.6112666667,18.767,6.36593333333
384.14,10.1359333333,25.2282666667,17.7692,21.1405333333,9.18666666667,7.34083333333,12.6372666667,10.67,18.8207333333,6.42426666667
384.50,10.0986,25.2234,17.7374,21.1136666667,9.14740000001,7.30083333334,12.5928,10.6174666667,18.8210666667,6.38566666667
384.86,10.1225333333,25.2570666667,17.7473333333,21.1313333333,9.13520000001,7.27408333333,12.5621666667,10.6118666667,18.8285333334,6.41493333333
385.22,10.2194,25.4082666667,17.8597333333,21.2952666667,9.23480000001,7.36475,12.6827333333,10.7233333333,18.9622666667,6.532
385.58,10.2579333333,25.4307333333,17.8822666667,21.3519333333,9.26180000001,7.40883333333,12.6942,10.7391333333,18.9714666667,6.59413333333
385.94,10.2546666667,25.4348,17.8765333333,21.3666666667,9.26873333333,7.41466666667,12.6869666667,10.704,19.0137333333,6.58013333333
386.30,10.1746,25.3342666666,17.7924,21.2986,9.18826666666,7.35916666667,12.5678666667,10.5917333333,18.9000666667,6.54006666667
386.66,10.094,25.2426,17.7504,21.2108,9.10546666667,7.26275,12.4759,10.4808,18.8198666667,6.50946666667
387.03,10.0568,25.2159333333,17.7368666667,21.1665333333,9.05473333333,7.2575,12.4304,10.4302,18.8359333333,6.5178
387.39,10.0174,25.2118,17.6859333333,21.1282,9.01413333333,7.27891666666,12.3923,10.4148,18.8286666667,6.49713333333
387.75,9.97299999999,25.1282,17.6401333334,21.0498,8.96826666665,7.25575,12.2822,10.3452666667,18.7614666667,6.49246666667
388.11,9.9594,25.0622666667,17.5919333333,20.9744,8.92973333333,7.26266666667,12.2704,10.2854666667,18.696,6.47853333333
388.47,9.95186666668,25.0368,17.6147333333,20.994,8.93099999999,7.30791666667,12.2535666667,10.254,18.6823333333,6.50826666667
388.83,9.92253333333,24.9934666667,17.6004,20.9689333333,8.89746666667,7.3,12.2248333333,10.207,18.6612666667,6.49586666667
389.19,9.76093333334,24.7912,17.4188,20.7305333333,8.71319999999,7.14675,12.0503333333,10.004,18.4762666666,6.35026666667
389.55,9.70380000001,24.7694,17.378,20.6848666667,8.6554,7.12325,12.0308,9.93079999999,18.4427333333,6.3326
389.91,9.68666666667,24.7544,17.3671333333,20.679,8.65420000001,7.13291666667,12.0292,9.92739999999,18.4256,6.38146666667
390.27,9.67706666666,24.7557333333,17.3257333333,20.6409333333,8.65233333333,7.1555,12.0382333333,9.91766666665,18.4452666667,6.39433333333
390.63,9.70486666667,24.7875333333,17.3692,20.6715333333,8.69873333333,7.22125,12.1155666667,9.93513333333,18.5304666667,6.45253333333
391.00,9.72286666667,24.7489333333,17.3678,20.6805333333,8.75653333333,7.25941666666,12.1287666667,9.92846666666,18.5235333333,6.4946
391.36,9.66400000001,24.6648666667,17.3182,20.6052666667,8.73439999999,7.22458333333,12.0870333333,9.82913333335,18.4901333333,6.49133333333
391.72,9.62946666667,24.6476666667,17.2962,20.6116666667,8.72879999999,7.21683333333,12.0864333333,9.77900000001,18.4819333333,6.46533333333
392.08,9.52060000001,24.5659333333,17.2221333333,20.5363333333,8.64293333333,7.15408333333,11.9912666667,9.67686666665,18.4376666667,6.42153333333
392.44,9.48346666667,24.526,17.1338,20.4325333333,8.59893333333,7.114,11.9460666667,9.62039999999,18.4146666667,6.4126
392.80,9.42106666666,24.415,17.0562,20.3404666667,8.55793333333,7.0945,11.8948333333,9.54420000001,18.3772666667,6.39053333333
393.16,9.43246666667,24.389,17.068,20.353,8.5924,7.14191666667,11.92,9.51100000001,18.3900666667,6.4278
393.52,9.42246666666,24.327,17.0354666667,20.303,8.56693333333,7.15141666666,11.8718666667,9.48399999999,18.3843333333,6.41006666667
393.88,9.36039999999,24.2394666667,16.9552666667,20.1907333333,8.51893333334,7.1195,11.8063333333,9.40246666667,18.3525333333,6.36446666667
394.24,9.38026666667,24.2344,17.0000666667,20.1948666667,8.54959999999,7.14941666667,11.8062,9.3964,18.3796,6.42833333333
394.60,9.30800000001,24.1756,16.9115333333,20.1310666667,8.49960000001,7.13058333333,11.7624333333,9.35346666667,18.3110666667,6.42073333333
394.96,9.28120000001,24.1876,16.8863333333,20.1012666667,8.4634,7.13016666667,11.7414333333,9.30773333333,18.3224,6.4336
395.32,9.22913333333,24.1096,16.8272666667,20.0194,8.40000000001,7.12258333333,11.6379333333,9.24646666667,18.3059333333,6.39993333333
395.68,9.1518,24.0188,16.7166666667,19.9061333333,8.32006666667,7.06983333333,11.5429333333,9.13233333334,18.2360666667,6.37313333333
396.04,9.1304,24.0182666667,16.6960666667,19.8597333333,8.33613333333,7.08766666667,11.5282,9.1204,18.2221333333,6.40726666667
396.40,9.05159999999,23.9296666667,16.6398,19.7724666667,8.29920000001,7.01933333334,11.4717666667,9.01613333334,18.1752666667,6.36913333333
396.76,9.03706666667,23.9350666667,16.6210666667,19.7774,8.30273333334,7.04175,11.4739,8.9814,18.1970666667,6.40993333333
397.12,8.99380000001,23.9014,16.569,19.7368,8.27120000001,7.02608333333,11.4001,8.93033333333,18.159,6.4062
397.48,8.9408,23.8596,16.5179333333,19.6878,8.223,6.99891666667,11.3460666667,8.87493333333,18.1203333334,6.39853333333
397.84,8.90773333334,23.8280666667,16.4550666667,19.6571333333,8.17006666667,6.98133333333,11.2750333333,8.787,18.0714666667,6.39646666667
398.20,8.82853333334,23.7723333333,16.3449333333,19.565,8.08553333333,6.92366666666,11.1930666667,8.6954,17.9966666667,6.33313333333
398.56,8.82713333334,23.7342666667,16.3176666667,19.5108666667,8.05060000001,6.93258333333,11.1444666667,8.62806666667,17.9643333333,6.31373333333
398.92,8.78599999999,23.6660666667,16.2962666667,19.4278666667,7.996,6.89125,11.0928,8.5578,17.9182666667,6.27993333333
399.28,8.78233333333,23.6603333333,16.2942666666,19.4488,7.98626666667,6.85208333333,11.0983333333,8.5268,17.8827333333,6.27706666667
399.64,8.83719999999,23.7638,16.3353333333,19.5146,8.04439999999,6.89075,11.1486,8.60513333334,17.976,6.33973333333
400.00,8.75046666667,23.6888,16.2526,19.4688666667,7.93426666666,6.805,11.0191666667,8.48526666667,17.9133333333,6.23866666667
400.36,8.796,23.7232666667,16.3038666667,19.5681333333,7.96193333333,6.86933333333,11.0237666667,8.53566666667,17.955,6.28446666667
400.72,8.78906666666,23.7368666667,16.2984666667,19.5376666667,7.93733333334,6.85583333334,10.9837333333,8.52046666667,17.9223333334,6.27193333333
401.08,8.8028,23.7592666667,16.301,19.5474,7.96133333334,6.87683333333,10.986,8.53873333333,17.9608,6.31526666667
401.44,8.77753333333,23.767,16.2924666667,19.5222666667,7.94526666667,6.87083333333,10.9683666667,8.47173333333,17.9296666667,6.32566666667
401.80,8.79286666667,23.7628,16.3254,19.5494,7.98253333333,6.90083333333,10.9961333333,8.50986666667,17.9390666666,6.38193333333
402.16,8.81113333333,23.7898666667,16.3707333333,19.6117333333,8.02966666666,6.94108333333,11.0270333334,8.52186666667,18.0031333333,6.41733333333
402.52,8.85226666666,23.8639333333,16.4312666667,19.6778,8.09706666667,6.99191666667,11.0968666667,8.5784,18.0584,6.48286666667
402.88,8.88893333334,23.8976666667,16.4420666667,19.7186,8.13506666667,7.0265,11.1322666667,8.61206666667,18.0761333333,6.55206666667
403.24,8.89006666667,23.9529333333,16.4433333333,19.7370666667,8.1748,7.052,11.1513666667,8.62133333333,18.1284666667,6.6082
403.60,8.82866666667,23.8847333333,16.4103333333,19.66,8.10026666667,7.01641666667,11.0696,8.53573333333,18.0715333333,6.56486666667
403.95,8.90813333334,23.9462,16.4577333333,19.6849333333,8.17926666666,7.07025,11.1423,8.61733333333,18.1258666667,6.65686666667
404.31,8.85546666667,23.9122666667,16.4081333333,19.6323333333,8.14013333333,7.04808333333,11.0842333333,8.57153333333,18.0536666667,6.63313333333
404.67,8.81673333333,23.893,16.3654,19.5793333333,8.1034,7.0095,11.0304333333,8.52033333333,18.0128666667,6.59633333333
405.03,8.77486666666,23.8590666667,16.3178,19.5546666667,8.06033333333,6.96708333334,10.9818,8.45473333333,17.9841333333,6.56166666667
405.39,8.77173333333,23.8135333333,16.2864,19.5403333333,8.05199999999,6.95925,10.9673333333,8.45073333333,17.9819333333,6.5522
405.75,8.76873333333,23.8485333333,16.2938,19.5476666667,8.03326666666,6.95116666667,10.9632333333,8.4302,17.9999333333,6.54873333333
406.11,8.7694,23.8417333333,16.2894,19.5494,8.03113333334,6.95641666667,10.9601333333,8.41886666667,17.9880666667,6.56533333333
406.47,8.7238,23.8304666667,16.2451333333,19.5256,8.00026666666,6.9025,10.8875666667,8.3598,17.9692666667,6.54046666667
406.83,8.66533333333,23.8344666667,16.2056666667,19.5054666667,7.95813333333,6.83991666667,10.8443666667,8.30713333333,17.9548,6.4818
407.19,8.61933333333,23.8084666667,16.2002,19.474,7.89953333334,6.80025,10.7951666667,8.26426666667,17.9275333333,6.44513333333
407.55,8.62686666667,23.8141333333,16.2156,19.5106666667,7.93366666667,6.79683333333,10.7963,8.26993333333,17.9458666667,6.45853333333
407.90,8.59406666667,23.7986,16.2071333334,19.5338666667,7.90193333333,6.79675,10.7954,8.2346,17.9703333333,6.43086666667
408.26,8.60626666667,23.8482,16.2352666667,19.5785333333,7.88353333333,6.80008333333,10.8340333333,8.2238,18.0343333333,6.43266666667
408.62,8.6604,23.8913333333,16.3041333333,19.6310666667,7.94166666666,6.84058333333,10.8894,8.2696,18.1108,6.4874
408.98,8.69026666667,23.9475333333,16.3274666667,19.6553333333,7.96273333333,6.86333333333,10.9278,8.29993333333,18.1436,6.51046666667
409.34,8.7186,24.0360666667,16.3862,19.7002666667,8.00933333334,6.90808333333,10.9557666667,8.32506666666,18.199,6.56213333333
409.70,8.716,24.0398666667,16.3913333333,19.7235333333,8.03686666667,6.90183333333,10.9307666667,8.32953333333,18.2190666667,6.56606666667
410.06,8.64106666667,23.9854666667,16.3137333333,19.6385333333,7.95006666666,6.83591666667,10.8595666667,8.25533333333,18.1683333333,6.49653333333
410.42,8.60633333333,23.92,16.2712666667,19.5922,7.87599999999,6.8135,10.8041333333,8.21253333333,18.1326666667,6.45006666667
410.77,8.5398,23.8549333334,16.2197333333,19.539,7.8074,6.78375,10.7233,8.14453333333,18.0700666667,6.41513333333
411.13,8.56306666667,23.8276666667,16.1896,19.5178666667,7.79480000001,6.79616666667,10.7251333333,8.12426666667,18.0439333333,6.41893333333
411.49,8.57173333333,23.8326666667,16.1568666667,19.5085333333,7.81026666667,6.81658333333,10.7491333333,8.11426666667,18.0458666667,6.44706666667
411.85,8.57046666667,23.8427333333,16.1662666667,19.473,7.8118,6.83858333333,10.7333,8.10293333334,18.0486666667,6.4834
