wavelength,Back_MelRicm,Belly_MelRicm,Breast_MelRicm,Crissum_MelRicm,Crown_MelRicm,DorTail_MelRicm,Rump_MelRicm,Throat_MelRicm,WingTip_MelRicm
540.03,5.46433333333,4.23166666667,4.17133333333,4.44633333333,4.302,4.89466666667,4.05133333333,3.42133333333,10.398
540.37,5.46366666667,4.24233333333,4.184,4.447,4.31,4.908,4.039,3.41033333333,10.402
540.72,5.44433333333,4.22366666667,4.19333333333,4.44533333333,4.30866666667,4.901,4.03466666667,3.41,10.393
541.06,5.43633333333,4.22633333333,4.181,4.46233333333,4.29833333333,4.92466666667,4.00433333333,3.40633333333,10.3903333333
541.40,5.42,4.21366666667,4.18433333333,4.46133333333,4.287,4.934,3.99166666667,3.40433333333,10.3866666667
541.75,5.42,4.228,4.20233333333,4.46466666667,4.28466666667,4.93666666667,3.99266666667,3.41166666667,10.4123333333
542.09,5.425,4.24566666667,4.21966666667,4.48033333333,4.302,4.93733333333,3.98466666667,3.41333333333,10.4116666667
542.43,5.42866666667,4.258,4.22333333333,4.45433333333,4.32966666667,4.942,4.00566666667,3.43966666667,10.4193333333
542.78,5.421,4.24833333333,4.229,4.423,4.32966666667,4.95533333333,4.00633333333,3.445,10.4023333333
543.12,5.43833333333,4.256,4.25133333333,4.41933333333,4.33766666667,4.95733333333,4.02933333333,3.464,10.4193333333
543.46,5.419,4.237,4.23833333333,4.41866666667,4.30433333333,4.945,4.01733333333,3.45266666667,10.4033333333
543.81,5.41466666667,4.23833333333,4.245,4.43666666667,4.3,4.93833333333,3.98266666667,3.456,10.416
544.15,5.401,4.22233333333,4.219,4.398,4.285,4.91866666667,3.964,3.43666666667,10.3976666667
544.49,5.39633333333,4.227,4.194,4.37766666667,4.29,4.93866666667,3.962,3.42766666667,10.3813333333
544.84,5.409,4.24666666667,4.219,4.35533333333,4.30633333333,4.91333333333,3.98133333333,3.437,10.4203333333
545.18,5.40166666667,4.23366666667,4.19566666667,4.32066666667,4.31466666667,4.87,3.98,3.40766666667,10.416
545.52,5.442,4.28133333333,4.221,4.318,4.33633333333,4.92166666667,4.01133333333,3.435,10.4326666667
545.87,5.48433333333,4.312,4.243,4.371,4.371,4.99166666667,4.059,3.50433333333,10.4566666667
546.21,5.50266666667,4.32033333333,4.247,4.402,4.39333333333,5.04366666667,4.058,3.527,10.4436666667
546.55,5.52033333333,4.33466666667,4.25166666667,4.42066666667,4.39166666667,5.06333333333,4.06066666667,3.542,10.4483333333
546.90,5.51066666667,4.33333333333,4.22666666667,4.44433333333,4.391,5.04233333333,4.02866666667,3.54133333333,10.4723333333
547.24,5.52966666667,4.32866666667,4.25366666667,4.44166666667,4.392,5.069,4.02133333333,3.554,10.4763333333
547.58,5.56666666667,4.363,4.29033333333,4.484,4.44166666667,5.12233333333,4.072,3.57633333333,10.5503333333
547.92,5.61966666667,4.419,4.318,4.56133333333,4.47666666667,5.19933333333,4.12933333333,3.62166666667,10.6106666667
548.27,5.647,4.46533333333,4.33733333333,4.60466666667,4.54,5.27433333333,4.14966666667,3.64733333333,10.656
548.61,5.69666666667,4.49066666667,4.36566666667,4.66766666667,4.61333333333,5.36433333333,4.189,3.70766666667,10.6686666667
548.95,5.73866666667,4.555,4.41933333333,4.733,4.65533333333,5.47833333333,4.22666666667,3.78266666667,10.7413333333
549.29,5.67966666667,4.55066666667,4.388,4.77366666667,4.68266666667,5.48333333333,4.18833333333,3.74233333333,10.7583333333
549.64,5.65466666667,4.48866666667,4.34933333333,4.715,4.646,5.43266666667,4.11766666667,3.64666666667,10.756
549.98,5.612,4.43766666667,4.31733333333,4.69033333333,4.60533333333,5.43666666667,4.07033333333,3.53666666667,10.772
550.32,5.59966666667,4.45433333333,4.27566666667,4.693,4.62866666667,5.43266666667,4.068,3.532,10.806
550.66,5.62866666667,4.43566666667,4.25133333333,4.709,4.62033333333,5.43133333333,4.06166666667,3.525,10.77
551.01,5.67066666667,4.48633333333,4.275,4.75766666667,4.71633333333,5.483,4.11766666667,3.56733333333,10.8363333333
551.35,5.61233333333,4.43233333333,4.18333333333,4.70266666667,4.65766666667,5.42333333333,4.086,3.523,10.7626666667
551.69,5.548,4.389,4.13666666667,4.63466666667,4.64566666667,5.37,3.997,3.46266666667,10.7403333333
552.03,5.54733333333,4.34833333333,4.08866666667,4.59666666667,4.601,5.32833333333,3.95766666667,3.444,10.7383333333
552.38,5.45233333333,4.33433333333,4.02266666667,4.53333333333,4.535,5.26433333333,3.914,3.37933333333,10.7
552.72,5.443,4.314,4.004,4.48566666667,4.555,5.247,3.906,3.37033333333,10.6513333333
553.06,5.44666666667,4.25966666667,3.95933333333,4.48266666667,4.52466666667,5.22066666667,3.88833333333,3.35833333333,10.6186666667
553.40,5.44433333333,4.31366666667,4.01866666667,4.518,4.567,5.29433333333,3.95433333333,3.43266666667,10.6826666667
553.74,5.48933333333,4.387,4.042,4.57866666667,4.62066666667,5.27833333333,4.00833333333,3.51833333333,10.7406666667
554.09,5.516,4.37666666667,4.05933333333,4.60033333333,4.62033333333,5.27666666667,4.02366666667,3.54266666667,10.753
554.43,5.48166666667,4.393,4.05233333333,4.59266666667,4.63466666667,5.31566666667,4.025,3.55266666667,10.7436666667
554.77,5.45833333333,4.413,3.983,4.60366666667,4.58566666667,5.32033333333,3.987,3.518,10.6846666667
555.11,5.447,4.45933333333,4.01733333333,4.59533333333,4.56966666667,5.36133333333,3.98266666667,3.51966666667,10.665
555.45,5.53566666667,4.52833333333,4.10733333333,4.69533333333,4.62833333333,5.41533333333,4.11766666667,3.645,10.749
555.80,5.52733333333,4.522,4.137,4.74,4.61166666667,5.38666666667,4.137,3.66833333333,10.7543333333
556.14,5.62233333333,4.549,4.19633333333,4.79633333333,4.64166666667,5.447,4.13033333333,3.72933333333,10.7816666667
556.48,5.637,4.53966666667,4.14333333333,4.80466666667,4.58566666667,5.41533333333,4.12733333333,3.67733333333,10.8063333333
556.82,5.67466666667,4.60866666667,4.22833333333,4.833,4.61533333333,5.417,4.18966666667,3.78766666667,10.844
557.16,5.67233333333,4.61433333333,4.198,4.86533333333,4.60666666667,5.37366666667,4.14166666667,3.78833333333,10.8036666667
557.50,5.64633333333,4.55866666667,4.177,4.79066666667,4.552,5.34433333333,4.099,3.742,10.7453333333
557.85,5.66566666667,4.60666666667,4.21066666667,4.836,4.58833333333,5.41133333333,4.13866666667,3.769,10.7216666667
558.19,5.71733333333,4.572,4.20766666667,4.845,4.56866666667,5.371,4.15066666667,3.78566666667,10.7546666667
558.53,5.75,4.58266666667,4.31266666667,4.88233333333,4.60566666667,5.39633333333,4.20966666667,3.859,10.865
558.87,5.81266666667,4.625,4.37733333333,4.95266666667,4.68733333333,5.393,4.25966666667,3.937,10.9636666667
559.21,5.77233333333,4.56066666667,4.325,4.91933333333,4.613,5.309,4.20366666667,3.85,10.9506666667
559.55,5.758,4.61166666667,4.30366666667,4.892,4.675,5.29933333333,4.23,3.896,10.9073333333
559.89,5.7,4.554,4.213,4.851,4.64466666667,5.24233333333,4.247,3.846,10.9146666667
560.23,5.672,4.49266666667,4.20833333333,4.83033333333,4.65733333333,5.23566666667,4.234,3.89633333333,10.89
560.58,5.623,4.46933333333,4.15233333333,4.79433333333,4.64133333333,5.26266666667,4.21466666667,3.79966666667,10.86
560.92,5.651,4.476,4.15666666667,4.77733333333,4.65533333333,5.289,4.264,3.78633333333,10.8886666667
561.26,5.56266666667,4.459,4.09833333333,4.74733333333,4.637,5.24733333333,4.236,3.746,10.8336666667
561.60,5.53466666667,4.40933333333,4.046,4.69266666667,4.59,5.184,4.22533333333,3.71466666667,10.837
561.94,5.516,4.40033333333,4.06266666667,4.63566666667,4.57366666667,5.24566666667,4.229,3.695,10.8396666667
562.28,5.47766666667,4.37933333333,3.98433333333,4.579,4.549,5.225,4.231,3.64033333333,10.8116666667
562.62,5.38166666667,4.283,3.89733333333,4.519,4.49033333333,5.19833333333,4.16666666667,3.58033333333,10.7513333333
562.96,5.419,4.33666666667,3.91766666667,4.53333333333,4.519,5.241,4.178,3.63033333333,10.7363333333
563.30,5.44933333333,4.293,3.961,4.58,4.49933333333,5.27133333333,4.18166666667,3.613,10.7996666667
563.64,5.46233333333,4.292,3.98933333333,4.59266666667,4.46,5.23433333333,4.184,3.61233333333,10.764
563.99,5.42533333333,4.30733333333,4.001,4.58633333333,4.39933333333,5.194,4.165,3.581,10.7286666667
564.33,5.48866666667,4.28133333333,4.05433333333,4.62233333333,4.38933333333,5.15333333333,4.18333333333,3.65933333333,10.7876666667
564.67,5.46633333333,4.273,4.04866666667,4.57766666667,4.339,5.10833333333,4.17433333333,3.62166666667,10.7813333333
565.01,5.55833333333,4.32366666667,4.13666666667,4.65366666667,4.383,5.15766666667,4.22733333333,3.70466666667,10.8716666667
565.35,5.528,4.31266666667,4.11666666667,4.59533333333,4.375,5.10233333333,4.17866666667,3.66866666667,10.859
565.69,5.53833333333,4.33733333333,4.11633333333,4.61933333333,4.39266666667,5.103,4.191,3.66166666667,10.868
566.03,5.55833333333,4.322,4.16966666667,4.641,4.38533333333,5.11166666667,4.182,3.65966666667,10.8246666667
566.37,5.61966666667,4.376,4.248,4.69766666667,4.429,5.14566666667,4.26266666667,3.71133333333,10.839
566.71,5.58233333333,4.33533333333,4.21466666667,4.67866666667,4.395,5.07333333333,4.202,3.67033333333,10.7913333333
567.05,5.54833333333,4.35166666667,4.20333333333,4.64766666667,4.38166666667,5.09066666667,4.19666666667,3.64133333333,10.7943333333
567.39,5.55766666667,4.34566666667,4.22833333333,4.62366666667,4.388,5.06133333333,4.21466666667,3.656,10.7906666667
567.73,5.66333333333,4.37933333333,4.30133333333,4.69833333333,4.46866666667,5.12333333333,4.25966666667,3.729,10.8663333333
568.07,5.64933333333,4.38166666667,4.28733333333,4.64766666667,4.49266666667,5.12433333333,4.25566666667,3.70833333333,10.8223333333
568.41,5.63333333333,4.35333333333,4.28233333333,4.657,4.46833333333,5.07,4.194,3.692,10.801
568.75,5.559,4.26466666667,4.22933333333,4.589,4.455,4.98566666667,4.14633333333,3.64033333333,10.7556666667
569.09,5.613,4.28933333333,4.26833333333,4.633,4.50133333333,5.03366666667,4.18033333333,3.67866666667,10.7606666667
569.43,5.54033333333,4.25133333333,4.247,4.632,4.48266666667,4.95066666667,4.165,3.659,10.7603333333
569.77,5.496,4.22,4.20033333333,4.59033333333,4.47033333333,4.94,4.12666666667,3.62033333333,10.7743333333
570.11,5.507,4.19166666667,4.17833333333,4.55666666667,4.48933333333,4.93533333333,4.08166666667,3.58733333333,10.7973333333
570.45,5.52766666667,4.16533333333,4.22533333333,4.53266666667,4.50566666667,4.99133333333,4.085,3.60833333333,10.8226666667
570.79,5.549,4.17233333333,4.25133333333,4.53933333333,4.48733333333,4.97033333333,4.085,3.62066666667,10.7856666667
571.13,5.516,4.15733333333,4.26433333333,4.56333333333,4.48033333333,5.01166666667,4.09266666667,3.591,10.8056666667
571.47,5.49,4.15533333333,4.272,4.53133333333,4.463,4.993,4.11833333333,3.58233333333,10.8236666667
571.81,5.41133333333,4.13033333333,4.251,4.532,4.42666666667,4.98966666667,4.11333333333,3.53166666667,10.8073333333
572.15,5.41433333333,4.15,4.27366666667,4.52966666667,4.438,5.01866666667,4.164,3.552,10.8266666667
572.49,5.44733333333,4.20533333333,4.315,4.55,4.42133333333,5.04266666667,4.17366666667,3.559,10.8403333333
572.83,5.44266666667,4.20133333333,4.33766666667,4.54266666667,4.38733333333,5.04233333333,4.17933333333,3.55566666667,10.8703333333
573.17,5.45133333333,4.195,4.37866666667,4.525,4.358,5.05466666667,4.17033333333,3.54733333333,10.8606666667
573.51,5.465,4.206,4.405,4.52133333333,4.33533333333,5.01433333333,4.19833333333,3.53466666667,10.834
573.85,5.39533333333,4.16633333333,4.38366666667,4.477,4.25333333333,4.93666666667,4.179,3.50833333333,10.8273333333
574.19,5.373,4.162,4.32766666667,4.43233333333,4.187,4.87033333333,4.179,3.446,10.7896666667
574.53,5.40333333333,4.138,4.32533333333,4.39333333333,4.18733333333,4.876,4.18033333333,3.444,10.7896666667
574.87,5.42,4.154,4.28333333333,4.37233333333,4.181,4.85766666667,4.16466666667,3.44633333333,10.7726666667
575.21,5.40533333333,4.142,4.25733333333,4.34433333333,4.13966666667,4.81866666667,4.12166666667,3.37133333333,10.736
575.55,5.5,4.155,4.29533333333,4.37466666667,4.15933333333,4.818,4.13966666667,3.43366666667,10.7696666667
575.89,5.516,4.144,4.31233333333,4.411,4.175,4.83033333333,4.13833333333,3.428,10.7676666667
576.22,5.501,4.10933333333,4.287,4.39633333333,4.16166666667,4.82466666667,4.12833333333,3.41733333333,10.75
576.56,5.444,4.11233333333,4.26433333333,4.388,4.158,4.841,4.11833333333,3.42633333333,10.781
576.90,5.45333333333,4.10666666667,4.22333333333,4.36866666667,4.15366666667,4.851,4.12966666667,3.423,10.7626666667
577.24,5.45866666667,4.12033333333,4.169,4.37533333333,4.17166666667,4.899,4.10966666667,3.46,10.8133333333
577.58,5.54066666667,4.13366666667,4.19266666667,4.392,4.21166666667,4.99833333333,4.10966666667,3.47166666667,10.783
577.92,5.53533333333,4.176,4.22033333333,4.39433333333,4.235,5.069,4.14166666667,3.51633333333,10.7863333333
578.26,5.48733333333,4.18066666667,4.20933333333,4.40833333333,4.26666666667,5.05066666667,4.16366666667,3.491,10.788
578.60,5.48,4.19166666667,4.235,4.37366666667,4.26633333333,5.08233333333,4.19366666667,3.476,10.812
578.94,5.449,4.127,4.171,4.38833333333,4.28433333333,5.07933333333,4.18333333333,3.49066666667,10.8163333333
579.28,5.40566666667,4.14466666667,4.11966666667,4.33766666667,4.25266666667,5.041,4.11033333333,3.385,10.7756666667
579.61,5.37966666667,4.12766666667,4.06133333333,4.25833333333,4.22133333333,5.023,4.078,3.35933333333,10.7206666667
579.95,5.44466666667,4.17333333333,4.08033333333,4.28733333333,4.26866666667,5.075,4.127,3.36333333333,10.745
580.29,5.478,4.15333333333,4.072,4.30466666667,4.299,5.05833333333,4.13266666667,3.31866666667,10.6946666667
580.63,5.48066666667,4.09933333333,4.086,4.29666666667,4.31033333333,5.05466666667,4.14933333333,3.284,10.696
580.97,5.45733333333,4.074,4.13,4.262,4.303,5.02533333333,4.175,3.28366666667,10.725
581.31,5.45766666667,4.09966666667,4.15833333333,4.26,4.311,5.02333333333,4.24433333333,3.30333333333,10.7723333333
581.65,5.49533333333,4.063,4.195,4.29566666667,4.37033333333,4.97466666667,4.30366666667,3.28933333333,10.827
581.98,5.54433333333,4.11233333333,4.20166666667,4.34266666667,4.38666666667,5.026,4.307,3.33933333333,10.8706666667
582.32,5.56966666667,4.102,4.192,4.39433333333,4.40433333333,5.121,4.28,3.33733333333,10.891
582.66,5.61133333333,4.18833333333,4.317,4.39733333333,4.42566666667,5.187,4.281,3.38866666667,10.9126666667
583.00,5.68533333333,4.22666666667,4.41833333333,4.473,4.51533333333,5.32333333333,4.41233333333,3.501,11.011
583.34,5.72566666667,4.28466666667,4.47133333333,4.49,4.53466666667,5.445,4.48166666667,3.58933333333,11.0793333333
583.68,5.65066666667,4.29466666667,4.52633333333,4.47933333333,4.47133333333,5.489,4.48333333333,3.60266666667,11.15
584.01,5.66033333333,4.30866666667,4.521,4.453,4.38566666667,5.551,4.46333333333,3.65833333333,11.1433333333
584.35,5.68766666667,4.36366666667,4.52266666667,4.47533333333,4.374,5.601,4.467,3.70366666667,11.214
584.69,5.67233333333,4.32433333333,4.48233333333,4.39933333333,4.29733333333,5.49566666667,4.424,3.666,11.0876666667
585.03,5.661,4.331,4.46266666667,4.40833333333,4.27,5.48366666667,4.38733333333,3.63533333333,11.0673333333
585.37,5.61066666667,4.35366666667,4.48133333333,4.429,4.232,5.55833333333,4.337,3.69166666667,11.033
585.70,5.55533333333,4.261,4.46466666667,4.353,4.158,5.53633333333,4.305,3.63666666667,11.0243333333
586.04,5.61233333333,4.31,4.49333333333,4.37933333333,4.17966666667,5.528,4.35633333333,3.68766666667,11.069
586.38,5.62266666667,4.36,4.499,4.442,4.227,5.63333333333,4.43533333333,3.69033333333,11.21
586.72,5.56,4.31133333333,4.51066666667,4.435,4.17666666667,5.58966666667,4.35333333333,3.646,11.2083333333
587.06,5.622,4.33466666667,4.48766666667,4.53766666667,4.26366666667,5.626,4.39133333333,3.63966666667,11.2456666667
587.39,5.743,4.303,4.461,4.571,4.31933333333,5.68066666667,4.40266666667,3.64433333333,11.237
587.73,5.784,4.29533333333,4.47733333333,4.68166666667,4.41533333333,5.751,4.471,3.689,11.316
588.07,5.815,4.36066666667,4.56133333333,4.76633333333,4.471,5.809,4.461,3.74433333333,11.327
588.41,5.845,4.464,4.62933333333,4.91033333333,4.56,5.92633333333,4.47233333333,3.79866666667,11.4743333333
588.74,5.82333333333,4.43433333333,4.59633333333,4.91033333333,4.568,5.88633333333,4.453,3.72566666667,11.4626666667
589.08,5.83,4.365,4.538,4.85066666667,4.55433333333,5.83433333333,4.40733333333,3.69366666667,11.4966666667
589.42,5.87966666667,4.39766666667,4.59466666667,4.93666666667,4.62066666667,5.906,4.468,3.77633333333,11.6183333333
589.76,5.80833333333,4.32233333333,4.55166666667,4.88933333333,4.54,5.82666666667,4.417,3.70133333333,11.5663333333
590.09,5.84166666667,4.377,4.54866666667,4.883,4.53233333333,5.864,4.42366666667,3.73066666667,11.4696666667
590.43,5.91266666667,4.43266666667,4.51966666667,4.92466666667,4.56866666667,5.88033333333,4.455,3.773,11.416
590.77,5.79433333333,4.34466666667,4.49733333333,4.83933333333,4.46666666667,5.729,4.33266666667,3.703,11.3376666667
591.11,5.75966666667,4.36166666667,4.48666666667,4.84533333333,4.46433333333,5.698,4.337,3.72833333333,11.3036666667
591.44,5.80433333333,4.43866666667,4.59733333333,4.84033333333,4.47966666667,5.71,4.35,3.74,11.236
591.78,5.85433333333,4.434,4.61433333333,4.83566666667,4.53766666667,5.761,4.366,3.784,11.268
592.12,5.918,4.498,4.69733333333,4.89033333333,4.59333333333,5.903,4.475,3.867,11.273
592.46,5.99366666667,4.58966666667,4.756,4.93266666667,4.65233333333,6.01666666667,4.53166666667,3.998,11.3313333333
592.79,6.00633333333,4.686,4.77066666667,4.991,4.67533333333,6.10666666667,4.56933333333,3.992,11.3423333333
593.13,6.01066666667,4.71633333333,4.75566666667,4.99933333333,4.66833333333,6.09533333333,4.559,3.93066666667,11.2683333333
593.47,6.059,4.767,4.78933333333,4.989,4.75666666667,6.14366666667,4.584,4.01666666667,11.2886666667
593.80,6.01533333333,4.672,4.73733333333,4.93266666667,4.731,6.03766666667,4.53333333333,3.986,11.2466666667
594.14,5.981,4.63366666667,4.76766666667,4.87566666667,4.72533333333,6.067,4.50533333333,3.97466666667,11.2913333333
594.48,5.988,4.68866666667,4.773,4.89,4.74766666667,6.13833333333,4.52233333333,4.00766666667,11.3496666667
594.81,5.96033333333,4.701,4.75266666667,4.89933333333,4.79066666667,6.138,4.49666666667,3.995,11.3826666667
595.15,5.88333333333,4.66066666667,4.672,4.873,4.733,6.02966666667,4.443,3.93866666667,11.4516666667
595.49,5.89666666667,4.714,4.665,4.88433333333,4.72266666667,5.984,4.50533333333,3.932,11.4673333333
595.82,5.919,4.63,4.612,4.91366666667,4.724,5.928,4.461,3.86266666667,11.4826666667
596.16,5.90233333333,4.6,4.57033333333,4.91766666667,4.69066666667,5.86933333333,4.41666666667,3.82833333333,11.494
596.50,5.913,4.56933333333,4.56233333333,4.89966666667,4.725,5.82466666667,4.40666666667,3.84166666667,11.5146666667
596.83,5.85233333333,4.505,4.503,4.841,4.624,5.718,4.30666666667,3.80533333333,11.4346666667
597.17,5.79666666667,4.49433333333,4.52166666667,4.872,4.60633333333,5.71033333333,4.27666666667,3.78633333333,11.443
597.51,5.80333333333,4.555,4.53233333333,4.89366666667,4.61066666667,5.73066666667,4.29633333333,3.83266666667,11.4853333333
597.84,5.74466666667,4.51366666667,4.452,4.85933333333,4.54566666667,5.63833333333,4.274,3.826,11.4836666667
598.18,5.78333333333,4.49133333333,4.471,4.893,4.54866666667,5.574,4.29466666667,3.79733333333,11.4943333333
598.52,5.75333333333,4.47,4.492,4.88266666667,4.49566666667,5.56266666667,4.30333333333,3.77166666667,11.4893333333
598.85,5.717,4.40766666667,4.431,4.81933333333,4.49033333333,5.53266666667,4.25466666667,3.723,11.416
599.19,5.639,4.36133333333,4.38866666667,4.78633333333,4.44633333333,5.40733333333,4.16166666667,3.63333333333,11.3826666667
599.53,5.526,4.339,4.32433333333,4.685,4.4,5.32766666667,4.11766666667,3.64333333333,11.342
599.86,5.40133333333,4.26366666667,4.25533333333,4.59033333333,4.35233333333,5.315,4.05533333333,3.573,11.2216666667
600.20,5.36033333333,4.24266666667,4.23166666667,4.60766666667,4.31733333333,5.25233333333,4.02966666667,3.55466666667,11.2183333333
600.53,5.38166666667,4.25733333333,4.23333333333,4.63,4.346,5.32966666667,4.05133333333,3.592,11.3066666667
600.87,5.365,4.249,4.158,4.60233333333,4.262,5.23766666667,4.00833333333,3.58633333333,11.294
601.21,5.40733333333,4.22733333333,4.15233333333,4.63566666667,4.253,5.21566666667,3.99733333333,3.53966666667,11.328
601.54,5.354,4.20266666667,4.065,4.549,4.20866666667,5.181,3.93633333333,3.43133333333,11.2956666667
601.88,5.31033333333,4.123,4.03233333333,4.45466666667,4.16866666667,5.13466666667,3.83866666667,3.404,11.2546666667
602.21,5.35633333333,4.191,4.05566666667,4.45133333333,4.25233333333,5.094,3.89666666667,3.42866666667,11.3013333333
602.55,5.393,4.21533333333,4.10033333333,4.47433333333,4.227,5.088,3.95066666667,3.458,11.3286666667
602.88,5.49033333333,4.246,4.172,4.51633333333,4.32166666667,5.19933333333,4.02566666667,3.53866666667,11.3623333333
603.22,5.50666666667,4.27466666667,4.19733333333,4.45133333333,4.308,5.14266666667,4.053,3.50966666667,11.36
603.56,5.534,4.30566666667,4.23466666667,4.486,4.349,5.103,4.124,3.59,11.432
603.89,5.56033333333,4.334,4.21866666667,4.48066666667,4.33033333333,5.12866666667,4.15433333333,3.566,11.4413333333
604.23,5.53166666667,4.29433333333,4.216,4.48133333333,4.35766666667,5.06766666667,4.191,3.53133333333,11.404
604.56,5.57833333333,4.309,4.291,4.512,4.432,5.05533333333,4.223,3.52833333333,11.436
604.90,5.51,4.25666666667,4.27666666667,4.45833333333,4.38633333333,4.964,4.17833333333,3.46433333333,11.393
605.23,5.55833333333,4.262,4.29033333333,4.51266666667,4.413,4.941,4.237,3.468,11.3813333333
605.57,5.58033333333,4.281,4.274,4.51733333333,4.45566666667,4.939,4.26366666667,3.45533333333,11.3496666667
605.90,5.49066666667,4.16133333333,4.14033333333,4.451,4.37566666667,4.86366666667,4.14,3.36766666667,11.2516666667
606.24,5.446,4.14133333333,4.109,4.39133333333,4.42733333333,4.76766666667,4.098,3.32433333333,11.2516666667
606.58,5.27566666667,4.05,3.897,4.232,4.273,4.61933333333,3.99833333333,3.156,11.1723333333
606.91,5.22666666667,3.983,3.82266666667,4.265,4.25566666667,4.59466666667,3.96033333333,3.07733333333,11.127
607.25,5.17666666667,3.928,3.76333333333,4.21633333333,4.214,4.50266666667,3.863,2.99366666667,11.1036666667
607.58,5.051,3.84533333333,3.72233333333,4.153,4.174,4.42066666667,3.72366666667,2.926,11.0296666667
607.92,5.04633333333,3.87233333333,3.68166666667,4.094,4.14366666667,4.40733333333,3.66266666667,2.91966666667,11.0246666667
608.25,4.975,3.86033333333,3.606,4.056,4.11533333333,4.401,3.63666666667,2.88766666667,10.9846666667
608.59,4.948,3.83966666667,3.564,4.01266666667,4.098,4.37433333333,3.64733333333,2.87733333333,10.99
608.92,4.90933333333,3.874,3.63466666667,3.99866666667,4.068,4.28133333333,3.644,2.833,10.99
609.26,4.91066666667,3.977,3.71133333333,4.04233333333,4.061,4.29133333333,3.749,2.905,11.0743333333
609.59,5.019,4.079,3.864,4.13133333333,4.111,4.30866666667,3.868,3.00466666667,11.1556666667
609.93,4.969,4.01266666667,3.825,4.10833333333,3.96766666667,4.27733333333,3.799,2.963,11.0573333333
610.26,5.00433333333,4.02366666667,3.931,4.183,4.04066666667,4.315,3.82866666667,3.07133333333,11.1053333333
610.60,5.04166666667,4.06533333333,3.988,4.17733333333,4.077,4.329,3.91133333333,3.137,11.158
610.93,5.10266666667,4.12666666667,4.099,4.24066666667,4.11066666667,4.45933333333,3.99466666667,3.20566666667,11.203
611.27,5.25966666667,4.284,4.22566666667,4.355,4.23166666667,4.56433333333,4.175,3.35066666667,11.3456666667
611.60,5.25,4.30166666667,4.283,4.42266666667,4.23466666667,4.53533333333,4.19933333333,3.31166666667,11.3916666667
611.93,5.336,4.39566666667,4.34433333333,4.47533333333,4.24966666667,4.56366666667,4.27333333333,3.38466666667,11.4166666667
612.27,5.355,4.427,4.39566666667,4.53766666667,4.28066666667,4.61066666667,4.283,3.47666666667,11.4356666667
612.60,5.38233333333,4.47733333333,4.32666666667,4.61833333333,4.35633333333,4.719,4.25566666667,3.56266666667,11.545
612.94,5.36333333333,4.41266666667,4.27433333333,4.65133333333,4.33766666667,4.73333333333,4.19966666667,3.52,11.5093333333
613.27,5.35433333333,4.37266666667,4.229,4.64533333333,4.30533333333,4.73166666667,4.14266666667,3.52,11.4896666667
613.61,5.42633333333,4.45833333333,4.285,4.71,4.44633333333,4.83733333333,4.23333333333,3.603,11.6326666667
613.94,5.494,4.49633333333,4.298,4.74966666667,4.484,4.81133333333,4.29266666667,3.59833333333,11.675
614.28,5.487,4.46733333333,4.26866666667,4.761,4.51466666667,4.76633333333,4.226,3.63066666667,11.7486666667
614.61,5.51966666667,4.39366666667,4.15166666667,4.66866666667,4.46766666667,4.67133333333,4.11833333333,3.52233333333,11.686
614.94,5.54733333333,4.276,4.132,4.72033333333,4.44533333333,4.69733333333,4.16833333333,3.55433333333,11.6496666667
615.28,5.599,4.34733333333,4.12566666667,4.73966666667,4.52033333333,4.786,4.27533333333,3.651,11.6856666667
615.61,5.551,4.303,4.09533333333,4.68166666667,4.495,4.76466666667,4.246,3.55066666667,11.6706666667
615.95,5.55,4.26933333333,4.07133333333,4.65433333333,4.485,4.735,4.24566666667,3.45166666667,11.688
616.28,5.59566666667,4.25433333333,4.17866666667,4.679,4.504,4.80666666667,4.343,3.42866666667,11.6426666667
616.61,5.53833333333,4.26533333333,4.17133333333,4.68966666667,4.531,4.828,4.36933333333,3.43733333333,11.6423333333
616.95,5.54166666667,4.243,4.16733333333,4.67933333333,4.583,4.874,4.39366666667,3.419,11.702
617.28,5.62766666667,4.355,4.30066666667,4.83966666667,4.71266666667,5.0,4.52333333333,3.46066666667,11.8023333333
617.62,5.62533333333,4.347,4.324,4.862,4.658,5.028,4.47933333333,3.47266666667,11.779
617.95,5.535,4.36366666667,4.286,4.821,4.573,5.03066666667,4.382,3.35733333333,11.629
618.28,5.555,4.45533333333,4.39133333333,4.95366666667,4.64133333333,5.06933333333,4.53333333333,3.42366666667,11.7236666667
618.62,5.53833333333,4.54066666667,4.43233333333,4.98166666667,4.66666666667,5.01733333333,4.595,3.455,11.7626666667
618.95,5.482,4.47733333333,4.40733333333,4.93933333333,4.64233333333,4.96533333333,4.51066666667,3.46966666667,11.7126666667
619.28,5.483,4.44066666667,4.42,4.96833333333,4.69433333333,5.01233333333,4.54166666667,3.48133333333,11.6903333333
619.62,5.49966666667,4.519,4.49,5.061,4.786,5.10733333333,4.61733333333,3.54066666667,11.6423333333
619.95,5.55833333333,4.59233333333,4.52233333333,5.11566666667,4.837,5.142,4.6,3.71766666667,11.71
620.28,5.72933333333,4.72366666667,4.65033333333,5.19766666667,4.94633333333,5.224,4.68966666667,3.87,11.875
620.62,5.85966666667,4.91166666667,4.81966666667,5.391,5.06966666667,5.42566666667,4.804,4.038,11.9746666667
