wavelength,Back_PooCinm,Belly_PooCinm,Breast_PooCinm,Crissum_PooCinm,Crown_PooCinm,DorTail_PooCinm,Patch10_PooCinm,Rump_PooCinm,Throat_PooCinm,WingTip_PooCinm
572.83,10.5564,51.4017333333,54.7022,44.9620666667,9.27266666666,11.3818666667,42.3344666667,13.0802666667,53.8960333334,7.40846666666
573.17,10.5917333333,51.4611333334,54.7813333333,45.0242,9.30179999999,11.4136,42.3846666667,13.1105333333,53.9517,7.44053333334
573.51,10.619,51.5152,54.8272666667,45.0525333333,9.33259999999,11.4526,42.4288,13.1458888889,53.9716333333,7.47640000001
573.85,10.5999333334,51.4561333333,54.785,45.0238,9.32666666667,11.4347333333,42.3740666667,13.133,53.9418,7.46346666666
574.19,10.5844666667,51.4604,54.8019333333,45.063,9.32906666666,11.4196,42.3643333333,13.1200666667,53.9929333333,7.46620000001
574.53,10.5885333333,51.5175333333,54.8581333333,45.1003333333,9.32713333333,11.4174,42.4144,13.1150888889,54.0424,7.46213333334
574.87,10.5855333333,51.5349333333,54.872,45.1276,9.30713333334,11.3965333333,42.4032666667,13.0976,54.0783,7.45393333333
575.21,10.6063333333,51.5807333333,54.8828,45.153,9.3232,11.4246,42.4416666666,13.1165333333,54.1271666667,7.48793333334
575.55,10.6142,51.6029333333,54.9094666667,45.1556,9.32066666666,11.4083333333,42.452,13.1031555556,54.1546333333,7.48879999999
575.89,10.6186,51.6085333333,54.8971333333,45.1736666667,9.30713333334,11.4148,42.4564,13.0908888889,54.1624333333,7.5042
576.22,10.6,51.608,54.8984,45.1832,9.2914,11.4210666667,42.4424,13.0932888889,54.1766333333,7.5148
576.56,10.5818666667,51.5961333333,54.9134666666,45.2227333333,9.28533333333,11.3995333333,42.4324666667,13.0847333333,54.2055333333,7.5184
576.90,10.5265333333,51.5651333333,54.8735333333,45.1998666667,9.236,11.3414,42.4026666667,13.0216,54.1978,7.46800000001
577.24,10.4704,51.5507333333,54.8580666667,45.1964,9.19660000001,11.3004,42.3694666667,12.9801111111,54.2187666667,7.41519999999
577.58,10.47,51.6130666667,54.9340666667,45.2479333333,9.17986666666,11.2939333333,42.398,12.9747111111,54.2643333334,7.4244
577.92,10.4468,51.6028666667,54.922,45.2232666667,9.14353333333,11.2728,42.3603333333,12.9610222222,54.2504333333,7.42253333333
578.26,10.4412,51.6077333333,54.9190666667,45.2241333333,9.13686666667,11.2618666667,42.3287333333,12.9447777778,54.2728666667,7.42973333333
578.60,10.4888,51.6117333333,54.9688666667,45.2532666667,9.19753333333,11.3142666667,42.3585333333,12.9920222222,54.3143666667,7.48793333334
578.94,10.4948,51.5992666667,54.9706666667,45.2471333333,9.1916,11.3182666667,42.3272,12.9818666667,54.2944,7.47719999999
579.28,10.4688666667,51.6718,55.0324666667,45.308,9.18139999999,11.3172666667,42.3319333333,12.9724888889,54.3294,7.44033333334
579.61,10.4308666667,51.6481333333,55.0046666667,45.2858666667,9.1758,11.2892666667,42.2932666667,12.9394,54.3173666667,7.41466666667
579.95,10.4703333333,51.6814,55.0239333333,45.3536,9.23239999999,11.3207333333,42.322,12.9861333333,54.3467,7.4432
580.29,10.4776,51.7084,55.0293333333,45.3715333333,9.22160000001,11.3386,42.3272666667,12.9916888889,54.3546,7.43493333333
580.63,10.4906666667,51.6866666667,55.0109333333,45.3338,9.22593333334,11.3416666667,42.2822666667,12.9791333333,54.3150333333,7.45773333334
580.97,10.5410666667,51.6531333333,54.9908,45.3228666667,9.27713333334,11.3748,42.2724,13.0005333334,54.2730333333,7.50113333334
581.31,10.5357333333,51.6426666667,54.9803333333,45.3211333334,9.28366666667,11.3847333333,42.2555333333,13.0033333333,54.2808333333,7.49686666667
581.65,10.5584,51.695,55.0536,45.3648,9.30360000001,11.4054666667,42.3155333333,13.0137777778,54.3378666667,7.52066666667
581.98,10.5606,51.7290666667,55.0911333333,45.4313333333,9.3394,11.4387333333,42.3640666667,13.0398444444,54.3758666667,7.5404
582.32,10.5282,51.7494,55.0878666667,45.4184,9.31293333333,11.4204,42.3724666667,13.0219555556,54.3777333333,7.52059999999
582.66,10.527,51.7676666667,55.1059333333,45.4489333333,9.30706666667,11.4385333333,42.3653333333,13.0184222222,54.3957333333,7.53033333333
583.00,10.5538666667,51.775,55.1344666667,45.4699333333,9.3284,11.4608666667,42.4104666667,13.0425555556,54.4603333333,7.57559999999
583.34,10.5882666667,51.8573333333,55.211,45.5172,9.3248,11.4736,42.4786,13.0616444444,54.5201666666,7.58713333334
583.68,10.5612666667,51.8612666667,55.2742666667,45.5272666667,9.30353333334,11.447,42.4741333333,13.0245333333,54.5163666667,7.58126666666
584.01,10.5612,51.7983333334,55.2466666667,45.4781333333,9.30573333333,11.4463333333,42.4583333333,13.0003555555,54.4774666667,7.59646666666
584.35,10.5743333333,51.8490666667,55.2318666667,45.5134666667,9.33513333333,11.4864666667,42.4890666667,13.0477555556,54.5165333333,7.60393333332
584.69,10.5402,51.8852,55.2747333333,45.5332,9.30953333333,11.4734666667,42.5266,13.0513777778,54.5607666667,7.57140000001
585.03,10.4907333333,51.8523333333,55.2406666667,45.4865333333,9.27039999999,11.4435333333,42.5094666667,13.0089333333,54.5212333333,7.54840000001
585.37,10.4542666667,51.8150666667,55.1952666667,45.4592666667,9.238,11.4274666667,42.4519333333,12.9759333333,54.5003,7.50426666666
585.70,10.3922666667,51.7181333333,55.1136,45.3579333333,9.16953333333,11.3427333333,42.367,12.9048666667,54.3970333333,7.44759999999
586.04,10.3824,51.6952,55.0614666667,45.3417333333,9.1578,11.3356666667,42.3436,12.8977111111,54.3841,7.44813333333
586.38,10.4008,51.7663333333,55.1238666667,45.3708,9.16226666667,11.3262,42.4098666667,12.9099777778,54.4886333333,7.45493333333
586.72,10.4738,51.7972666667,55.1039333333,45.3517333333,9.19946666667,11.3907333333,42.3891333333,12.9756222222,54.4858,7.52539999999
587.06,10.3924,51.7355333333,55.0598666667,45.2961333333,9.1702,11.349,42.3166,12.9220444444,54.4345333333,7.49206666667
587.39,10.3728666667,51.7090666667,54.991,45.2357333333,9.14433333333,11.3238666667,42.3036,12.9,54.3958333333,7.47313333334
587.73,10.3224666667,51.7028666667,54.9735333333,45.2036666667,9.11799999999,11.2864666667,42.2633333333,12.8745777778,54.3668666667,7.43833333333
588.07,10.3292,51.6992,55.0525333333,45.2540666666,9.14026666667,11.2797333333,42.3052,12.8947777778,54.3823666667,7.46333333333
588.41,10.3257333333,51.681,54.9989333333,45.2081333333,9.12046666667,11.2736,42.264,12.8529333334,54.3434666667,7.47046666667
588.74,10.346,51.7418,55.0346,45.2448666667,9.12966666667,11.2866,42.3208666667,12.8564444444,54.4193,7.47573333333
589.08,10.379,51.7656666667,55.0301333333,45.2727333333,9.14773333333,11.2779333333,42.3381333333,12.8742888889,54.4194666667,7.48646666666
589.42,10.4414,51.8237333333,55.079,45.3397333333,9.19386666667,11.3382666667,42.391,12.9342222222,54.4656,7.52846666667
589.76,10.4522666667,51.8282,55.1185333333,45.3691333333,9.2092,11.3541333333,42.412,12.9455777778,54.4722666667,7.54113333334
590.09,10.4461333333,51.7845333333,55.1098666667,45.3522666667,9.21253333333,11.3522666667,42.3904,12.9429333333,54.4064,7.5712
590.43,10.3408666667,51.6769333333,55.0112,45.2671333333,9.14493333334,11.2634,42.3356,12.8221777778,54.2808666667,7.49160000001
590.77,10.3814,51.712,55.0328666667,45.2974666667,9.15566666666,11.2935333333,42.3746,12.8468222222,54.3217,7.51993333334
591.11,10.405,51.7012666667,55.0298,45.2856666667,9.16173333332,11.3316666667,42.3475333333,12.8611555556,54.3335666667,7.53753333334
591.44,10.4120666667,51.7036666667,55.0522666667,45.2812666667,9.16293333333,11.3646,42.3852,12.8719777778,54.3601333333,7.53660000001
591.78,10.4222,51.7088666666,55.0392666667,45.2538,9.15026666666,11.3893333333,42.3817333333,12.8526,54.3575333333,7.54893333333
592.12,10.4472666667,51.698,55.0837333334,45.2891333333,9.16266666667,11.4062,42.4371333333,12.8864666667,54.3708666667,7.57213333333
592.46,10.4496,51.6584666667,55.0348,45.2765333333,9.18539999999,11.4178,42.3849333333,12.8920222222,54.2912666667,7.58666666666
592.79,10.4655333333,51.6796,55.0541333333,45.2884,9.21266666666,11.4615333333,42.403,12.8887777778,54.3126333333,7.62566666666
593.13,10.4594666667,51.6918666667,55.0570666667,45.2527333334,9.21079999999,11.4619333333,42.3758,12.8769111111,54.2946333333,7.62406666666
593.47,10.3812,51.6057333333,54.9630666667,45.1392666667,9.13720000001,11.3766,42.2664,12.7868666667,54.1566666667,7.53373333333
593.80,10.3514,51.6165333333,54.9395333333,45.1276,9.0886,11.3490666667,42.2482,12.7647555556,54.1688333333,7.48153333333
594.14,10.3682,51.6705333334,55.0268,45.1945333333,9.10379999999,11.3598666667,42.2722666667,12.8202888889,54.2538333333,7.49966666667
594.48,10.4177333333,51.6996666667,55.0646666666,45.2386,9.16613333333,11.4028,42.317,12.8660888889,54.272,7.55533333334
594.81,10.4390666667,51.7598666667,55.1472666667,45.3014,9.17773333333,11.4046,42.3781333333,12.8867555556,54.3288333333,7.57106666667
595.15,10.4764666667,51.7955333333,55.1736,45.3420666667,9.20026666667,11.4142666667,42.4074666667,12.9197111111,54.3671666667,7.6052
595.49,10.4876,51.8174,55.1916,45.3382666667,9.21480000001,11.4328,42.4338666667,12.9471777778,54.3573,7.60733333333
595.82,10.4763333333,51.8238,55.1707333333,45.3359333333,9.23340000001,11.4222,42.4166666667,12.9536444444,54.3525333333,7.61333333333
596.16,10.4941333333,51.8488,55.2657333333,45.3852,9.24980000001,11.4445333333,42.4717333333,12.9711333333,54.3919333333,7.6364
596.50,10.474,51.8395333333,55.2560666667,45.362,9.23246666667,11.4581333333,42.4585333333,12.9607333333,54.3827,7.63346666666
596.83,10.4555333333,51.8375333333,55.2285333333,45.3673333333,9.22493333334,11.4439333333,42.4518,12.9435777778,54.4109,7.6314
597.17,10.5153333333,51.9320666667,55.3304,45.4836,9.27966666666,11.509,42.5492666667,13.0152666667,54.5238666667,7.70626666666
597.51,10.544,51.9413333333,55.3888666667,45.521,9.34033333333,11.5574,42.571,13.0528222222,54.535,7.76006666666
597.84,10.5952666667,51.9999333333,55.4388,45.5814,9.40373333333,11.6028666667,42.6409333333,13.0674666667,54.6012,7.79346666667
598.18,10.5893333333,52.0024,55.4411333333,45.5981333333,9.39026666667,11.5953333333,42.6482,13.0616888889,54.6093666667,7.78940000001
598.52,10.5884,51.9606666667,55.3536,45.5635333333,9.41226666667,11.6149333333,42.5926,13.0686,54.5490333333,7.80973333333
598.85,10.5781333333,51.9753333333,55.3434,45.5986,9.43619999999,11.5982666667,42.5526666667,13.0462888889,54.5156,7.82726666666
599.19,10.5661333333,52.0060666667,55.3382666667,45.6269333333,9.43646666667,11.5811333333,42.5634666667,13.0273111111,54.5588333333,7.83220000001
599.53,10.5802666667,52.0131333333,55.3614,45.6370666667,9.44506666667,11.6039333333,42.5585333333,13.0588888889,54.5888666667,7.84500000001
599.86,10.59,52.0325333333,55.3467333334,45.6354666667,9.45733333333,11.633,42.5627333333,13.0777333333,54.6271333333,7.8546
600.20,10.5976,51.9933333333,55.3246,45.6182666667,9.48186666667,11.6142666667,42.5555333333,13.1018222222,54.5981333333,7.86326666666
600.53,10.574,52.0009333333,55.3888,45.6403333333,9.44766666667,11.6098666667,42.5837333333,13.1033555555,54.5888333333,7.83773333333
600.87,10.5786,52.0388,55.4022666667,45.631,9.4302,11.5989333333,42.6014666667,13.0902444444,54.6373,7.83853333333
601.21,10.5762666667,51.9884,55.302,45.5822,9.41480000001,11.594,42.5629333333,13.0600666667,54.6022666667,7.8426
601.54,10.5696666667,51.9874666667,55.2632,45.5604666667,9.39166666667,11.5935333333,42.5566,13.0627555556,54.5579333333,7.86120000001
601.88,10.5772,52.0506666667,55.3025333333,45.5762666667,9.40500000001,11.6392,42.5928666667,13.0828888889,54.5796,7.87473333333
602.21,10.5689333333,52.1222,55.4196,45.6375333334,9.38553333333,11.6012666667,42.6779333333,13.0625333333,54.6714,7.85906666667
602.55,10.5742,52.0402,55.3103333333,45.5533333333,9.36813333334,11.6278666667,42.6571333333,13.0854666667,54.6043333333,7.86606666667
602.88,10.6062,52.0244,55.3280666667,45.5613333333,9.38766666666,11.6428,42.6924,13.0896666667,54.6263,7.8902
603.22,10.6136666667,52.0389333333,55.3470666666,45.5634666667,9.38833333334,11.6544666667,42.7456,13.0488888889,54.6269,7.89666666666
603.56,10.603,52.0394,55.3358,45.5426666667,9.36753333334,11.6138666667,42.7288,13.0329111111,54.6005,7.89046666666
603.89,10.5756,52.0178666667,55.3469333333,45.5592666667,9.34220000001,11.5954666667,42.7352,13.0144222222,54.6164333333,7.86120000001
604.23,10.5727333333,52.042,55.3601333333,45.5658666667,9.34486666667,11.5758666667,42.7272666667,12.9996222222,54.6319333333,7.88099999999
604.56,10.5812,52.0272,55.3576666667,45.5772666667,9.35413333334,11.5976666667,42.7247333333,13.0092444445,54.6165666667,7.89133333333
604.90,10.5696666667,52.0942,55.436,45.6277333334,9.35920000001,11.6043333333,42.7811333334,13.0009333333,54.666,7.87153333334
605.23,10.5645333333,52.1233333333,55.5034666667,45.6640666667,9.37366666667,11.6203333333,42.8274666667,13.0098222222,54.7309,7.87526666666
605.57,10.5779333333,52.1092666667,55.4976666667,45.6813333333,9.3926,11.6134,42.8344666666,13.0148666667,54.7561333334,7.88600000001
605.90,10.5624,52.0614666667,55.4562,45.6235333333,9.38706666667,11.6182,42.7864666667,13.0073333333,54.7158666667,7.89046666667
606.24,10.5694,52.1076666667,55.5586666667,45.6620666667,9.37533333333,11.6049333333,42.8142666667,13.0111333333,54.7798666667,7.89546666667
606.58,10.5137333333,52.0178,55.4765333334,45.5779333333,9.31993333334,11.5584,42.6984666667,12.9618444445,54.6749666667,7.84160000001
606.91,10.5259333333,52.0558666667,55.4956666667,45.6158,9.33553333334,11.5754666667,42.6868666667,12.9917777778,54.6990666667,7.8674
607.25,10.5355333333,52.0816666667,55.5740666667,45.6718,9.35940000001,11.602,42.7251333333,13.033,54.7434333334,7.89653333333
607.58,10.5608666667,52.1824666667,55.6405333333,45.7214,9.3788,11.6192,42.7712666667,13.0601111111,54.7993666667,7.93113333333
607.92,10.5780666667,52.1506666667,55.6242666667,45.7289333333,9.38893333334,11.6752666667,42.8028666667,13.0787777778,54.8169333333,7.92833333333
608.25,10.5724,52.1178,55.5868,45.6969333333,9.38993333333,11.6743333333,42.7882,13.0854,54.7933,7.94273333333
608.59,10.5777333333,52.0738666667,55.5606666667,45.6607333333,9.39519999999,11.7018666667,42.7973333333,13.1166222222,54.7875333333,7.96440000001
608.92,10.5697333333,52.0078666667,55.5002666666,45.6236666667,9.36926666667,11.6899333333,42.7694666666,13.1128222222,54.7452666667,7.94313333333
609.26,10.5466666666,51.9866666667,55.5044,45.5964666667,9.33533333333,11.6656666667,42.7694666667,13.0899777778,54.764,7.9308
609.59,10.5699333333,51.9414666667,55.4595333333,45.5828666667,9.36373333334,11.7072,42.7738666667,13.1072,54.7729,7.95673333334
609.93,10.603,51.9613333333,55.4612666667,45.6086666667,9.4088,11.7466666667,42.8094,13.1160888889,54.7873666667,7.99393333333
610.26,10.5924,51.9642666667,55.4486666667,45.6132666667,9.415,11.7464,42.8008666667,13.1139333333,54.7903333333,8.00926666667
610.60,10.5828666667,51.9513333333,55.4382,45.6026,9.40533333333,11.7470666667,42.7941333334,13.0911111111,54.8096,8.01106666666
610.93,10.5880666667,51.9577333333,55.3776,45.5913333333,9.41073333334,11.7850666667,42.8116,13.0746444444,54.8323333333,8.01653333333
611.27,10.6108,51.9204666666,55.3466,45.5744666667,9.42833333334,11.8102666667,42.8091333333,13.0772888889,54.8242333333,8.04460000001
611.60,10.6334666667,51.9392,55.3369333333,45.5728,9.47266666666,11.8141333333,42.8095333333,13.0889111111,54.8493333333,8.09153333334
611.93,10.5935333333,51.8888,55.316,45.557,9.44760000001,11.7769333333,42.7848666667,13.05,54.8239333333,8.05986666666
612.27,10.5747333334,51.9008,55.3033333333,45.5744,9.41533333333,11.7206,42.7523333333,13.0068888889,54.7955333333,8.04026666667
612.60,10.5370666667,51.8395333333,55.1866,45.4609333333,9.38760000001,11.6819333333,42.6541333333,12.9411111111,54.6881,8.02773333333
612.94,10.5118666667,51.8174,55.1352666667,45.4260666666,9.38219999999,11.6722666667,42.5954666667,12.8985777778,54.6465666667,8.01
613.27,10.5306666667,51.8371333333,55.1334666667,45.447,9.37740000001,11.6684,42.5754,12.9186,54.6229333333,8.03379999999
613.61,10.4825333333,51.8318,55.1456666667,45.4655333333,9.33733333334,11.6479333333,42.5788666667,12.8844666667,54.6563666667,7.99960000001
613.94,10.5535333333,51.9751333333,55.3098666667,45.6148,9.40153333334,11.7282,42.726,12.9548,54.8439,8.064
614.28,10.5180666667,51.962,55.3020666667,45.6178,9.3542,11.6917333333,42.7126666667,12.9340222222,54.8241333333,8.02246666667
614.61,10.4936666667,51.9099333333,55.2375333333,45.5676,9.30886666667,11.6118666667,42.6354666667,12.8851777778,54.7425666667,7.99699999999
614.94,10.4529333333,51.9714666667,55.2752666667,45.6026666667,9.26786666667,11.5906666667,42.6534666667,12.8576444444,54.7843666667,7.97986666667
615.28,10.4874,52.0682,55.4016,45.6877333333,9.29066666667,11.6424,42.7668,12.9110888889,54.8847333333,8.00786666667
615.61,10.5310666667,52.1701333334,55.4638,45.7344666667,9.33793333334,11.7033333333,42.8247333333,12.9387111111,54.9384666667,8.06459999999
615.95,10.5306666667,52.1899333333,55.5057333333,45.7447333333,9.31906666666,11.7081333333,42.8387333333,12.9408666667,54.9815666667,8.06166666666
616.28,10.5335333333,52.2574666667,55.624,45.8712666667,9.31713333333,11.7306,42.9208,12.9695777778,55.1039,8.06300000001
616.61,10.5470666667,52.1961333333,55.6229333333,45.8392,9.32646666667,11.7162,42.9118666667,12.9891777778,55.0450666667,8.07660000001
616.95,10.4929333333,52.2442666667,55.6523333333,45.8893333333,9.28946666666,11.6766666667,42.9702,12.9223555556,55.0797,8.01806666667
617.28,10.4714,52.2636,55.6358666667,45.8639333333,9.25546666666,11.6455333333,42.9522666667,12.9140444445,55.0656,7.99793333333
617.62,10.4446666667,52.1898666667,55.5575333333,45.769,9.2276,11.5995333333,42.8823333333,12.9318444445,54.9488,7.99993333333
617.95,10.4547333333,52.1719333333,55.5716666666,45.758,9.244,11.609,42.8670666667,12.9420444445,54.9557666667,8.02106666667
618.28,10.4364,52.1311333333,55.5659333333,45.7593333333,9.22726666666,11.6052666667,42.8534666667,12.9424444444,54.9402666667,7.98633333334
618.62,10.4576666667,52.0380666667,55.5294,45.7217333333,9.21706666667,11.5972,42.8279333333,12.9695333333,54.9004666667,7.997
618.95,10.4215333333,51.9109333333,55.3964,45.6208666667,9.14286666667,11.5118666667,42.68,12.9036888889,54.7377666667,7.94759999999
619.28,10.4399333333,51.8945333333,55.4002,45.6398666667,9.16373333333,11.5169333333,42.6897333333,12.9346222222,54.7584333333,7.95753333333
619.62,10.4760666667,51.8979333333,55.3790666667,45.664,9.21433333333,11.5392,42.7007333333,12.9530222222,54.7658666667,7.98306666666
619.95,10.4979333333,51.9310666667,55.3977333333,45.6532666667,9.2148,11.5192,42.6795333333,12.9546888889,54.7725666667,7.99413333334
620.28,10.5111333333,52.0106,55.4265333333,45.7349333333,9.20813333333,11.5374,42.69,12.9741555556,54.8156,8.00166666667
620.62,10.5212,51.9998,55.4712,45.7368666667,9.22393333333,11.5511333333,42.6867333333,12.9825777778,54.8073333333,8.01853333333
620.95,10.5114666667,51.973,55.4271333333,45.7458666667,9.22206666667,11.5390666667,42.6397333333,12.9717555555,54.7945333333,8.00506666667
621.28,10.5468,52.0381333333,55.4651333333,45.8132666667,9.2474,11.5803333333,42.6963333333,12.9611111111,54.8709333333,8.04419999999
621.62,10.5715333333,52.0881333333,55.4917333333,45.8525333333,9.26886666666,11.6022,42.7394,12.9890666667,54.9,8.06773333334
621.95,10.6165333333,52.1567333334,55.5762666667,45.8868666667,9.2942,11.6412666667,42.7682,12.9982444444,54.9410666667,8.12453333334
622.28,10.5888,52.1680666667,55.513,45.8576666667,9.28280000001,11.6428,42.7135333333,12.9393777778,54.8496,8.08906666666
622.62,10.5992666667,52.2543333333,55.6105333333,45.9393333333,9.31413333333,11.7107333333,42.8172666667,12.9571333333,54.9774666667,8.11499999999
622.95,10.5788666667,52.3539333333,55.6776666667,45.9838666667,9.27680000001,11.6982,42.8519333334,12.9145111111,55.0375333333,8.0654
623.28,10.5366666667,52.3964,55.7145333333,46.0083333333,9.23180000001,11.68,42.8680666667,12.8910888889,55.0397,8.02593333334
623.62,10.5280666667,52.3662,55.7067333333,46.0216666667,9.2304,11.7178,42.8797333333,12.8953555556,54.9998666667,8.03280000001
623.95,10.5414666667,52.4064,55.7936,46.0347333334,9.23366666666,11.7390666667,42.9314,12.9064222222,55.0636666667,8.07086666667
624.28,10.5356666667,52.4726,55.8384666666,46.0658666667,9.20433333333,11.7292,42.9563333333,12.9111111111,55.0859333333,8.07546666666
624.62,10.5311333333,52.4439333333,55.8844666667,46.0327333333,9.21706666667,11.7399333333,42.9982666667,12.9106888889,55.0878,8.08540000001
624.95,10.481,52.4146666667,55.8492666666,46.0066666667,9.16833333334,11.7137333333,42.9524666667,12.8737333334,55.0673333333,8.02
625.28,10.4568666667,52.3405333333,55.8295333333,45.9778,9.12853333333,11.6855333333,42.9094,12.8432222222,55.0289,7.98640000001
625.61,10.4396,52.3867333333,55.8694,46.0075333333,9.14946666667,11.6886,42.9637333333,12.8622666667,55.0958666667,7.99166666668
625.95,10.4956666667,52.4316666667,55.9465333333,46.0542,9.21566666666,11.7155333333,43.0404,12.9206222222,55.1573666667,8.04393333333
626.28,10.5156,52.4663333333,55.9889333333,46.0829333333,9.25893333333,11.7399333333,43.0849333333,12.9697777778,55.1729,8.08913333334
626.61,10.4834666667,52.3560666667,55.8994,46.0042,9.2004,11.6830666667,43.0128666667,12.9292,55.0869666667,8.07386666667
626.94,10.4960666667,52.2957333333,55.8463333333,45.9502666667,9.21993333334,11.6898,42.9696666667,12.9319333333,55.0647333333,8.10366666666
627.28,10.505,52.2836,55.814,45.9139333333,9.23740000001,11.6784666667,42.9574666667,12.9254,55.0544333333,8.1188
627.61,10.4886666667,52.2601333333,55.7688,45.9094,9.24126666667,11.6596,42.9106,12.8995777778,55.014,8.09553333333
627.94,10.4792666667,52.1566,55.6489333333,45.836,9.237,11.6534666667,42.8303333333,12.8701111111,54.9333666667,8.09580000001
628.27,10.4963333333,52.1852,55.6656,45.8658666667,9.22953333334,11.6785333333,42.8413333333,12.8804222222,54.9515,8.12093333334
628.61,10.5065333333,52.1468,55.6617333333,45.8411333333,9.27333333333,11.6854666667,42.8538,12.8880888889,54.9107666667,8.14899999999
628.94,10.5213333333,52.1562666667,55.6498,45.8612666667,9.3122,11.6994,42.8511333333,12.8980666666,54.9037666667,8.1822
629.27,10.5215333333,52.1086,55.6075333333,45.8545333333,9.30433333333,11.6916,42.8153333334,12.8884444445,54.8488333333,8.18599999999
629.60,10.5099333333,52.1380666667,55.5982,45.8597333333,9.30893333333,11.7148666667,42.8275333334,12.8703111111,54.9354333333,8.20420000001
629.94,10.47,52.0472,55.4879333333,45.7839333333,9.24466666666,11.6619333333,42.7148666667,12.8002,54.8490333333,8.15733333334
630.27,10.537,52.0782,55.5059333333,45.828,9.33386666666,11.7674666667,42.7494666667,12.8928222222,54.9093666667,8.24639999999
630.60,10.5273333333,52.0532,55.502,45.8257333333,9.32166666666,11.7777333333,42.739,12.8711333333,54.8942333333,8.27086666666
630.93,10.5128,52.046,55.5069333333,45.8236666667,9.2708,11.7591333333,42.7326666667,12.8484,54.8796333333,8.23853333333
631.26,10.5648,52.1278666667,55.5762666667,45.8886,9.33106666666,11.8563333333,42.8479333333,12.9254222222,54.9603333333,8.32580000001
631.60,10.5814666667,52.1826666667,55.6361333333,45.9180666667,9.33853333333,11.8568,42.887,12.9366888889,55.0256666667,8.31499999999
631.93,10.5773333333,52.1435333333,55.5511333333,45.8848666667,9.3498,11.8358,42.8346,12.9234888889,54.9489333333,8.29546666667
632.26,10.5372666667,52.1796,55.5264,45.9016666667,9.28206666666,11.8057333333,42.8436,12.9009333333,54.959,8.2662
632.59,10.4863333333,52.1975333333,55.5341333333,45.8685333333,9.21593333333,11.7659333333,42.8317333333,12.8564666667,54.9398,8.23213333333
632.92,10.4950666667,52.2049333333,55.5349333333,45.8494,9.18673333333,11.7586666667,42.8166666667,12.8643333333,54.9409333333,8.22893333333
633.26,10.4631333333,52.1894,55.5372,45.8606666666,9.13846666667,11.7302,42.8022666667,12.8555333333,54.8822,8.18826666667
633.59,10.4709333333,52.2794666667,55.5986666667,45.903,9.15440000001,11.7397333333,42.8488,12.8751333333,54.9394,8.21066666667
633.92,10.4772,52.3136,55.6383333333,45.9188,9.16466666666,11.7558666667,42.8607333333,12.8935333333,54.9291333333,8.21560000001
634.25,10.5072666667,52.3479333333,55.6662666667,45.9536666667,9.17233333333,11.7618,42.8906666667,12.9261777778,54.9834,8.21886666667
634.58,10.5106666667,52.4002666667,55.7675333333,46.0102666667,9.18533333333,11.7675333333,42.9486666667,12.9419777778,55.1095,8.23873333333
634.91,10.4343333333,52.2807333333,55.636,45.8867333333,9.09866666667,11.687,42.8275333333,12.8655555556,55.0014666667,8.152
635.25,10.4642666667,52.2879333333,55.6776,45.9378666667,9.16393333334,11.7290666667,42.8608666667,12.9202888889,55.0211,8.20826666667
635.58,10.5095333333,52.3814,55.7964666667,46.0132,9.19566666667,11.7834,42.9292666667,12.9603777778,55.1504666667,8.29439999999
635.91,10.5931333333,52.4115333333,55.9094,46.0887333333,9.26459999999,11.8412,42.9694,13.0223777778,55.2435333333,8.36286666667
636.24,10.6017333334,52.4382,55.9506666667,46.1369333333,9.27933333333,11.8719333333,43.0344,13.0522444445,55.2966666667,8.37946666667
636.57,10.6523333333,52.5161333334,56.0546,46.2361333333,9.35039999999,11.9537333333,43.1488,13.1022888889,55.3964333333,8.44633333333
636.90,10.6474666667,52.4662,55.9980666667,46.1752,9.33606666666,11.9734666667,43.0913333333,13.0801111111,55.3388,8.46293333333
637.23,10.6575333333,52.3601333333,55.9354666667,46.1253333333,9.34960000001,11.9794,43.0684,13.0896222222,55.2469666667,8.47833333333
637.56,10.5860666667,52.3348666667,55.9178666666,46.1266666667,9.28066666667,11.8895333333,43.0598,13.0118888889,55.2871666667,8.40559999999
637.90,10.5618666667,52.3953333333,55.964,46.1786,9.26933333334,11.8855333333,43.1339333333,13.0018444445,55.322,8.38566666668
638.23,10.5643333333,52.3709333333,55.8865333333,46.1577333333,9.29933333333,11.9116666667,43.0960666667,13.0171777778,55.2249666667,8.39060000001
638.56,10.5545333333,52.3213333334,55.8922666667,46.1531333333,9.25646666667,11.8693333333,43.0836,12.9828666667,55.2011666667,8.37066666666
638.89,10.4724,52.299,55.8926666667,46.0964,9.155,11.8141333333,43.0512666666,12.8982666667,55.1857666667,8.29939999999
639.22,10.4064,52.2416,55.8093333333,46.0524,9.10673333333,11.7680666667,42.9943333333,12.8366888889,55.0795,8.22299999999
639.55,10.3714666667,52.1028,55.6485333333,45.9034,9.08000000001,11.7603333333,42.8878,12.7971555556,54.9401666667,8.19826666667
639.88,10.4170666667,52.0918,55.6016666667,45.8698,9.14626666667,11.7922666667,42.8414666667,12.8059555555,54.8986,8.22893333334
640.21,10.3357333333,51.9754,55.491,45.773,9.06160000001,11.7117333333,42.7357333333,12.724,54.8232333333,8.13753333334
640.54,10.3324666667,51.974,55.5563333333,45.8067333334,9.0612,11.6762666667,42.7803333333,12.7260666667,54.8801666667,8.11933333334
