wavelength,Back_PooCinm,Belly_PooCinm,Breast_PooCinm,Crissum_PooCinm,Crown_PooCinm,DorTail_PooCinm,Patch10_PooCinm,Rump_PooCinm,Throat_PooCinm,WingTip_PooCinm
316.28,4.52873333333,11.8079333333,9.90379999999,12.6457333333,4.26766666667,6.68846666667,21.0757333333,6.73046666667,11.1092666667,4.17866666667
316.64,4.41413333333,11.778,9.87960000001,12.6126666667,4.10699999999,6.46413333333,20.9905333333,6.6468,11.0980333333,3.9706
317.01,4.21766666667,11.6408,9.76286666667,12.462,3.86646666667,6.17140000001,20.8712,6.46986666667,10.9389666667,3.70046666667
317.38,4.04313333334,11.6620666667,9.74386666667,12.4258666667,3.71373333333,5.9994,20.8698666667,6.26497777778,10.9459,3.5756
317.75,3.93426666667,11.6152666667,9.74526666665,12.371,3.58093333334,5.85200000001,20.9539333333,6.14748888889,11.0263333333,3.42046666667
318.12,4.14353333333,11.7806,9.97760000001,12.6639333333,3.68086666667,5.97893333333,21.1210666667,6.29406666667,11.2925333333,3.5638
318.49,4.30973333333,12.0522666667,10.2510666667,12.9586,3.82040000001,6.18459999999,21.4465333333,6.53466666667,11.6911666667,3.69166666667
318.85,4.42033333333,12.2543333333,10.5168666667,13.2592666667,3.97833333333,6.38446666666,21.7718,6.62282222221,12.0105333333,3.77733333333
319.22,4.6352,12.5153333333,10.7752,13.5546666667,4.18266666667,6.53386666667,21.9927333333,6.88982222221,12.3405333333,3.96566666667
319.59,4.8338,12.7674666667,11.0554,13.8042,4.42326666666,6.69559999999,22.2174666667,7.08080000001,12.6215,4.10806666667
319.96,5.0236,13.1278,11.4484,14.1528,4.6688,7.00540000001,22.5971333333,7.29406666667,12.8961666667,4.35893333334
320.32,5.3916,13.5859333333,11.9225333333,14.5894666667,5.07393333333,7.42333333333,22.996,7.66433333333,13.3875,4.76066666667
320.69,5.49286666667,13.7917333333,12.1508666667,14.7872,5.15780000001,7.48653333333,23.1934666667,7.73555555556,13.5937333333,4.8024
321.06,5.68966666667,14.1927333333,12.4420666667,15.0724666667,5.3898,7.77533333333,23.487,8.02893333333,13.9725,5.03053333333
321.43,5.97546666667,14.5465333333,12.7419333333,15.3490666667,5.58353333333,7.99559999999,23.8034,8.29308888889,14.3195333333,5.1004
321.80,6.09086666667,14.8285333333,12.8652,15.6448,5.71000000001,8.08860000001,23.9268,8.44635555555,14.3738666667,5.10566666667
322.16,6.2266,15.0762666667,13.1133333333,15.8796,5.84773333334,8.289,24.1615333333,8.60688888889,14.576,5.16353333333
322.53,6.15053333333,15.1517333334,13.0787333333,15.8316,5.71406666667,8.15226666666,24.0957333333,8.51686666666,14.5062,5.00913333333
322.90,6.10646666667,15.3536,13.1488666667,15.9634,5.64820000001,8.09533333333,24.0587333333,8.53337777778,14.5912666667,4.9408
323.27,6.12126666667,15.4345333333,13.253,16.0173333333,5.58786666668,8.17413333333,24.1071333333,8.45875555555,14.6619333333,4.91106666667
323.63,6.1438,15.6521333333,13.3568,16.1241333333,5.54646666666,8.17419999999,24.3075333333,8.56935555555,14.8454,4.96613333333
324.00,6.22946666667,15.8424666667,13.4699333333,16.3770666667,5.60006666667,8.16253333333,24.4210666667,8.64886666666,15.0199666667,4.97546666667
324.37,6.20833333333,15.9946,13.5273333333,16.5048,5.53233333333,8.09253333333,24.4552666667,8.62860000001,15.0872,4.90106666667
324.74,6.14726666667,16.0877333333,13.5496666667,16.5507333334,5.42213333333,8.13100000001,24.5168666667,8.61846666667,15.1799666667,4.84406666666
325.10,6.1188,16.1566,13.6964666667,16.6865333333,5.39380000001,8.10886666667,24.5909333333,8.57388888888,15.3489666667,4.8024
325.47,6.12713333333,16.3452666666,13.8464666667,16.8423333333,5.40746666667,8.1358,24.7073333333,8.67468888888,15.5304,4.9196
325.84,6.19213333333,16.5224,14.0616666667,16.9834,5.48986666666,8.19653333334,24.8642,8.75997777777,15.7761333333,5.04346666667
326.21,6.15326666667,16.694,14.1687333333,17.0648666667,5.48260000001,8.12466666666,24.93,8.78933333333,15.908,5.08153333333
326.57,6.2486,16.8144,14.3536666667,17.2225333333,5.56133333333,8.15893333334,25.0605333333,8.8778,16.1206666667,5.20846666667
326.94,6.3736,16.9532,14.5362,17.3000666667,5.65586666667,8.25160000001,25.208,8.98151111112,16.2324333333,5.27813333333
327.31,6.5642,17.2658666666,14.8656,17.5512666667,5.81406666666,8.4214,25.5782666667,9.18704444444,16.4449333333,5.3712
327.67,6.54033333333,17.3586,14.9878666667,17.6635333333,5.78073333334,8.40319999999,25.6220666667,9.18208888889,16.4858666667,5.31593333333
328.04,6.57406666667,17.469,15.1169333333,17.7003333333,5.83753333333,8.458,25.7626,9.26766666667,16.6204666667,5.33793333333
328.41,6.2876,17.3205333333,14.9926666667,17.4452666667,5.55680000001,8.17393333333,25.6531333333,9.04553333333,16.5327,5.0324
328.78,6.28246666667,17.4556666667,15.0728,17.4911333333,5.6096,8.06793333333,25.6632,8.97831111112,16.6053333333,4.95473333333
329.14,6.3088,17.5967333333,15.1390666667,17.5458,5.66246666667,8.05073333334,25.7529333334,8.98851111111,16.6382,4.8958
329.51,6.13473333333,17.5616666667,15.0658,17.4947333333,5.53326666667,7.82606666667,25.6342666667,8.79568888889,16.5157666667,4.62986666667
329.88,6.12026666667,17.6230666667,15.1461333333,17.5482,5.54880000001,7.87840000001,25.7850666667,8.75191111112,16.6465333333,4.6032
330.24,6.1984,17.743,15.2235333333,17.5938,5.58353333334,7.89313333333,25.8547333333,8.77351111111,16.7450333333,4.56153333334
330.61,6.24533333333,17.9305333333,15.3669333333,17.6685333333,5.57393333333,7.95573333334,25.9306,8.86442222221,16.9455333333,4.5278
330.98,6.29626666667,18.0839333333,15.4876666667,17.7765333333,5.62226666667,8.03853333334,26.0808666667,8.93684444445,17.1352,4.5994
331.34,6.29673333333,18.2012666667,15.5314,17.8845333333,5.68466666667,8.01500000001,26.0533333333,8.93842222221,17.2724,4.59126666667
331.71,6.28326666667,18.2691333333,15.5838666667,17.9312,5.71206666667,8.0454,26.0664666667,8.87097777777,17.3484333333,4.54773333333
332.08,6.325,18.4038666667,15.6786,18.0088666667,5.66020000001,8.0678,26.1369333333,8.79199999999,17.4746666667,4.53946666667
332.44,6.5314,18.6846,15.9868666667,18.3086,5.83413333334,8.22406666667,26.3441333333,8.97208888889,17.6514333333,4.7356
332.81,6.67226666667,18.8437333333,16.1596666667,18.4753333333,5.93693333333,8.32866666667,26.5391333333,9.13206666667,17.8207333333,4.89926666667
333.18,6.8126,19.1209333333,16.4280666667,18.6767333333,6.07133333333,8.49453333334,26.7372666667,9.28968888888,18.0583666667,5.03966666667
333.54,7.06766666667,19.4528666667,16.7338,18.9784666667,6.32853333334,8.81266666666,27.0630666667,9.54613333333,18.3815666667,5.27246666667
333.91,7.1278,19.6358,16.8446,19.0672666667,6.35146666667,8.81373333334,27.0534,9.64324444445,18.4393,5.25566666666
334.28,7.1064,19.6177333333,16.9336,19.1057333333,6.25913333333,8.7276,27.007,9.60662222223,18.5286666667,5.15966666667
334.64,6.91666666667,19.5910666666,16.8607333333,19.0551333333,6.08746666667,8.54280000001,26.9496666667,9.38617777779,18.3689,4.999
335.01,6.79086666667,19.5617333333,16.8512,19.0328,5.96153333334,8.35119999999,26.8858,9.26995555555,18.3522333333,4.83946666667
335.38,6.8166,19.6744666667,17.0022,19.1122666667,5.95026666667,8.2648,26.9478,9.27688888888,18.5121333333,4.85373333333
335.74,6.838,19.7678666667,17.1548,19.1692,5.96126666668,8.2068,26.9934,9.31186666666,18.6216333333,4.83753333333
336.11,6.8862,19.9606,17.3528666667,19.3138666667,6.00019999999,8.22793333333,27.1184666667,9.42742222222,18.8063,4.87006666667
336.47,6.94773333333,20.1089333333,17.4794,19.4396,6.13446666667,8.30680000001,27.2513333333,9.51728888889,19.0379333333,4.931
336.84,6.89973333333,20.1858,17.5692,19.5272,6.06559999999,8.30886666666,27.2282666666,9.53735555556,19.1395,4.88093333333
337.21,6.96506666667,20.3224,17.7548666667,19.6136,6.07266666666,8.3264,27.3038666667,9.61117777777,19.3020666667,4.8978
337.57,6.99446666667,20.4156666667,17.8909333333,19.6663333333,6.01759999999,8.26193333333,27.3270666667,9.61068888889,19.4735333333,4.91406666667
337.94,6.93933333333,20.5194,17.9678,19.7264666667,5.95146666667,8.20119999999,27.4064,9.566,19.6065,4.86693333333
338.31,6.92793333333,20.7355333333,18.1614,19.8736666667,6.03839999999,8.27366666667,27.6073333333,9.59926666667,19.8075,4.904
338.67,6.97666666667,20.8564666667,18.345,20.0456666667,6.10393333332,8.30933333333,27.7589333333,9.68800000001,20.02,4.89573333333
339.04,7.008,21.0404666667,18.4593333333,20.1806,6.14833333333,8.33093333334,27.9142666667,9.77497777778,20.2021,4.91773333333
339.40,6.89433333334,21.0145333334,18.3996,20.1322666667,6.03946666667,8.23193333334,27.8645333333,9.66728888889,20.1748666667,4.8226
339.77,6.85193333333,21.0638666667,18.4417333333,20.1654666667,5.98326666666,8.23720000001,27.9046,9.6408,20.2434666667,4.81413333333
340.14,6.815,21.0785333333,18.4765333333,20.1726666667,5.94266666667,8.16659999999,27.8914666667,9.61031111112,20.1701333333,4.72426666667
340.50,6.83453333333,21.1940666667,18.5538,20.2161333333,5.88993333333,8.12673333334,27.8829333333,9.57342222221,20.1914333333,4.67173333333
340.87,7.04833333333,21.4896666667,18.9278666667,20.4719333333,6.13293333333,8.31679999999,28.2079333333,9.76735555555,20.4314666667,4.848
341.23,7.02066666667,21.4788666667,18.9901333333,20.5584666667,6.10279999999,8.28053333333,28.1912,9.73831111112,20.4604666667,4.87106666667
341.60,6.86613333333,21.4431333333,18.9695333333,20.4894666667,5.98300000001,8.14326666666,28.1007333333,9.60451111111,20.3752,4.71246666667
341.96,6.93433333333,21.5181333333,19.0804,20.5449333333,6.02619999999,8.12779999999,28.1117333333,9.58193333333,20.4124,4.7212
342.33,7.01006666667,21.6492,19.1651333333,20.6046,6.05240000001,8.19066666666,28.1028666667,9.63782222223,20.4341,4.80986666667
342.70,7.06526666667,21.8394666667,19.2812,20.7195333333,6.11966666667,8.28693333334,28.192,9.7004,20.5991333333,4.87906666666
343.06,7.1224,21.9472,19.3911333334,20.7470666667,6.16100000001,8.35813333333,28.2235333333,9.68395555555,20.6525,4.9218
343.43,7.2234,22.1228,19.5598666667,20.8908,6.25580000001,8.53779999999,28.3418,9.83877777778,20.7868,4.99913333333
343.79,7.3382,22.3059333333,19.7332666667,21.0565333333,6.33433333333,8.559,28.4866666667,9.91911111111,20.9178,5.0824
344.16,7.38426666667,22.4633333333,19.8881333333,21.1829333333,6.39153333333,8.59973333333,28.6218,9.92613333333,21.1646,5.14093333333
344.52,7.4702,22.6771333333,20.0592,21.3850666667,6.50333333333,8.69266666666,28.8103333333,10.0583555556,21.3983666667,5.25753333333
344.89,7.4476,22.7991333333,20.0761333333,21.4145333333,6.45926666666,8.63173333333,28.8226,10.0351111111,21.5246,5.2316
345.25,7.508,23.0149333333,20.2580666667,21.5787333333,6.50379999999,8.68540000001,28.9954,10.1107777778,21.6902666667,5.27213333333
345.62,7.66786666667,23.1770666666,20.4433333333,21.7952,6.63526666667,8.81593333333,29.1456666667,10.2605333333,21.8686666667,5.39506666667
345.99,7.6426,23.2512666667,20.5292,21.902,6.61773333333,8.81366666666,29.1467333333,10.2964,21.9649333333,5.4068
346.35,7.661,23.3555333333,20.6318666667,22.0144,6.59093333334,8.73426666666,29.2074666667,10.3526,22.0996,5.35433333333
346.72,7.74733333333,23.4383333333,20.798,22.0857333333,6.68153333334,8.76899999999,29.2789333333,10.4367555556,22.2034333333,5.46253333334
347.08,7.75493333333,23.4865333333,20.9374,22.212,6.71046666667,8.81306666667,29.3176,10.4908888889,22.3312666667,5.46093333333
347.45,7.7748,23.6053333333,21.1064666667,22.3399333333,6.76646666667,8.80273333334,29.3837333333,10.5236666667,22.5269333333,5.46406666667
347.81,7.74566666667,23.6757333333,21.2156666667,22.3934666667,6.76546666667,8.80559999999,29.4222,10.5304,22.7385666667,5.43926666667
348.18,7.71786666667,23.7032,21.2840666666,22.389,6.74180000001,8.76446666667,29.3232666666,10.5410888889,22.7154666667,5.4102
348.54,7.60973333333,23.6767333333,21.3323333333,22.3902,6.62079999999,8.69446666666,29.2934666667,10.4578444444,22.7188666667,5.31686666667
348.91,7.62646666667,23.8087333333,21.4712666667,22.5106,6.59226666666,8.67233333333,29.3512666667,10.4524888889,22.8304333333,5.29513333333
349.27,7.6006,23.8054,21.4578,22.45,6.58006666667,8.62653333334,29.2908,10.4022,22.8833666667,5.2168
349.64,7.56866666667,23.9000666667,21.5908666667,22.4874666667,6.57159999999,8.64853333333,29.3563333333,10.3695111111,23.0041666667,5.18113333333
350.00,7.65853333333,24.0975333333,21.7918666667,22.5980666666,6.6258,8.71000000001,29.5344,10.4552,23.2438666667,5.21906666667
350.37,7.64346666667,24.1074666667,21.8185333333,22.6422,6.63073333333,8.72273333334,29.6042,10.3798666667,23.3275,5.1804
350.73,7.6422,24.2314666667,21.846,22.7072,6.55793333333,8.64626666666,29.5822666667,10.3157555556,23.4145666667,5.11906666667
351.10,7.72533333333,24.3964666667,21.9788666667,22.8504,6.55226666666,8.64453333333,29.6446666667,10.3523111111,23.5386333333,5.20333333333
351.46,7.6848,24.4308666667,22.0184666667,22.8428,6.46153333334,8.51740000001,29.6630666667,10.2446888889,23.53,5.11386666667
351.83,7.68293333333,24.4658,22.0820666667,22.8742666667,6.4974,8.53086666667,29.6651333333,10.2615555555,23.5136,5.10566666667
352.19,7.7538,24.636,22.2162,23.0549333333,6.59333333334,8.59753333333,29.808,10.3139555555,23.7366333333,5.13813333333
352.55,7.87933333333,24.7878,22.4059333333,23.132,6.7288,8.66526666666,29.8992,10.3407333333,23.9022333333,5.22213333333
352.92,7.84813333333,24.7198666667,22.4233333333,23.1164666667,6.69213333333,8.66533333333,29.8536666667,10.2788666667,23.8865333333,5.1666
353.28,7.78253333333,24.7894,22.4444,23.1476666667,6.61159999999,8.56893333334,29.8626666667,10.2212888889,23.9078333333,5.1088
353.65,7.85266666667,24.9394666667,22.5654666667,23.2260666667,6.63686666666,8.55566666666,29.9695333333,10.2882444444,23.9861,5.13686666667
354.01,7.8134,25.0341333333,22.6468666667,23.3014666667,6.63080000001,8.55393333333,30.0368666667,10.2421333333,24.0429666667,5.08993333333
354.38,7.87653333333,25.1828,22.8288,23.3958,6.68846666667,8.63693333333,30.1343333333,10.2898444444,24.1267333333,5.19033333334
354.74,7.84266666667,25.2106666667,22.9245333333,23.4785333333,6.70579999999,8.68833333333,30.2458666667,10.3005333333,24.1887,5.14986666667
355.11,7.8244,25.2972,23.0149333333,23.5220666667,6.72206666667,8.65293333333,30.3078,10.2863555556,24.2312666667,5.091
355.47,7.93313333333,25.5174,23.1952666667,23.685,6.81046666667,8.79213333332,30.4762666667,10.4124666667,24.4259,5.20253333334
355.83,8.0514,25.7282,23.4433333333,23.8947333333,6.85353333333,8.8918,30.6054,10.5405777778,24.6536666667,5.30726666667
356.20,8.06126666667,25.8069333333,23.5310666667,23.9112666667,6.80666666667,8.87486666667,30.6550666667,10.5644666667,24.7631,5.29893333333
356.56,8.0962,25.9732,23.7062666667,24.1082666667,6.80873333334,8.91600000001,30.7778666667,10.6610888889,24.9030666667,5.30226666667
356.93,8.04026666667,26.0512,23.7855333333,24.1727333333,6.80520000001,8.8664,30.7835333333,10.6537555556,25.0041333333,5.29786666667
357.29,8.11873333333,26.2474,24.0239333333,24.3654,6.9016,8.968,30.9346666667,10.7453111111,25.1729333333,5.36593333333
357.66,8.09186666667,26.3202666667,24.054,24.4069333334,6.903,8.96833333333,30.9533333333,10.7211777778,25.2921,5.35333333333
358.02,8.19493333333,26.4910666667,24.2563333333,24.571,7.0502,9.11726666666,31.1376666667,10.8421111111,25.5223,5.4858
358.38,8.26493333333,26.6508,24.3881333333,24.6956,7.12833333333,9.18466666667,31.1992,10.9164444444,25.693,5.55773333333
358.75,8.4242,26.9034666667,24.6596,24.8838,7.25986666666,9.28873333334,31.3740666667,11.0646222222,25.9503666667,5.7096
359.11,8.55133333333,27.1048,24.8738666667,25.0940666667,7.38786666666,9.44026666667,31.5320666667,11.1995555556,26.2018333333,5.82666666667
359.48,8.63753333334,27.2782666667,25.0619333334,25.2412,7.48006666666,9.53393333333,31.6728,11.2976222222,26.4465,5.88073333333
359.84,8.65553333333,27.3528,25.1268,25.2772666666,7.48746666667,9.50040000001,31.6986666667,11.2774666667,26.4845,5.85913333333
360.20,8.6958,27.5124,25.3267333333,25.4121333333,7.54260000001,9.57013333333,31.8332666667,11.3104666667,26.5640333333,5.90673333333
360.57,8.76080000001,27.6173333333,25.4394666667,25.4843333333,7.60666666666,9.63153333334,31.8909333333,11.3633777778,26.6964333333,5.98213333333
360.93,8.8292,27.6778,25.5208666667,25.5007333333,7.63140000001,9.71186666667,31.9482666667,11.4107777778,26.8006,6.01786666667
361.29,8.80673333333,27.6882,25.5174666667,25.4540666667,7.57633333333,9.66659999999,31.8964666667,11.3778666667,26.8239,5.97746666667
361.66,8.84113333333,27.7921333334,25.6838666667,25.5677333333,7.60006666667,9.65733333334,31.9802,11.4296666667,26.9488666667,5.98706666667
362.02,8.83493333333,27.8365333333,25.7224,25.5911333334,7.53666666666,9.61819999999,31.9472,11.4284666667,26.9447333333,5.9512
362.39,8.85113333333,27.9228666667,25.8563333333,25.6323333334,7.5442,9.62113333334,32.0418666667,11.4398222222,27.0504333333,5.93573333333
362.75,8.8414,27.979,25.9222,25.6630666667,7.52866666666,9.59926666667,32.0596,11.4531777778,27.1243333333,5.91206666667
363.11,8.88213333333,28.1181333333,26.0377333333,25.7263333333,7.5366,9.62173333333,32.1214666667,11.5072666667,27.2146333333,5.919
363.48,8.89573333333,28.1601333333,26.0964,25.7152666667,7.50739999999,9.58566666667,32.0900666667,11.48,27.1873,5.9094
363.84,8.93819999999,28.3314,26.2503333333,25.8468666667,7.55553333334,9.64113333333,32.2232,11.5356,27.3273,5.9192
364.20,8.9258,28.3495333333,26.2896,25.9028666667,7.55900000001,9.60466666667,32.1939333333,11.5332444445,27.4196333333,5.8824
364.57,8.88953333334,28.3904,26.3375333333,25.947,7.54926666667,9.59119999999,32.1846666667,11.5268,27.462,5.84073333333
364.93,8.91693333333,28.5631333333,26.4897333333,26.0890666667,7.62480000001,9.60513333334,32.2798,11.5904444444,27.5849333333,5.85706666667
365.29,8.92133333333,28.6515333333,26.5799333333,26.2235333333,7.66526666667,9.62773333333,32.3471333333,11.6103555556,27.6766333333,5.85173333333
365.66,8.91406666667,28.7295333333,26.6439333334,26.3022,7.67966666667,9.64546666667,32.3745333333,11.5914222222,27.7134333333,5.85833333333
366.02,8.9098,28.8621333333,26.7582666667,26.4159333333,7.7172,9.62346666667,32.4179333333,11.6229333333,27.8479333333,5.85273333333
366.38,8.93566666667,28.9518,26.8308666667,26.4841333333,7.73853333333,9.65393333334,32.4195333334,11.6845777778,27.8873,5.86173333333
366.75,8.90139999999,29.0216,26.9115333333,26.5414,7.70499999999,9.65046666666,32.4249333333,11.6649333333,27.9344666667,5.80866666667
367.11,8.83846666667,29.0172,26.9502666667,26.5670666667,7.65859999999,9.59006666667,32.3926,11.6264222222,27.9785333333,5.76613333333
367.47,8.80839999999,29.1034,27.0569333333,26.6545333333,7.65106666667,9.58886666667,32.4419333333,11.6471333334,28.0798,5.7662
367.84,8.7882,29.1573333334,27.1024666667,26.6767333333,7.62633333333,9.58733333333,32.4107333333,11.6272222222,28.1768,5.79506666667
368.20,8.81406666667,29.2922,27.1902,26.7739333333,7.62686666667,9.58600000001,32.4780666667,11.6696222222,28.2891666667,5.82373333333
368.56,8.85819999999,29.4372,27.326,26.8544,7.60740000001,9.56739999999,32.5814,11.6866666667,28.4418,5.82426666667
368.93,8.86639999999,29.5559333333,27.4494,26.9014666667,7.54793333334,9.54206666667,32.6322,11.6624222222,28.5358666667,5.79826666667
369.29,8.89246666666,29.6793333333,27.6037333333,26.9925333333,7.53779999999,9.52426666666,32.6630666667,11.6966444444,28.6652333333,5.8072
369.65,8.92433333333,29.819,27.7726,27.0738666667,7.56899999999,9.56646666666,32.7636,11.7551777778,28.8406666667,5.83486666667
370.01,8.93326666668,29.7965333333,27.8364,27.0752666667,7.60399999999,9.53613333334,32.7561333333,11.7518666667,28.8386333333,5.8392
370.38,8.89053333333,29.8491333334,27.9292666667,27.1486666667,7.54106666666,9.44406666666,32.7559333333,11.6999333333,28.9755,5.79053333333
370.74,8.95766666667,29.9426,28.0637333333,27.2637333333,7.60639999999,9.47766666666,32.8134,11.7290888889,29.0602666667,5.8672
371.10,9.01393333333,30.0562,28.2297333333,27.3687333333,7.70213333333,9.49386666667,32.9212,11.7624,29.2081333333,5.90793333333
371.46,8.98113333333,30.0916666667,28.3082,27.4497333333,7.70593333333,9.41073333334,32.9232666667,11.7411555555,29.2753,5.8654
371.83,8.95500000001,30.1151333333,28.392,27.5315333333,7.70306666667,9.37433333334,33.017,11.7373111111,29.3530333333,5.81386666666
372.19,8.95826666666,30.1704666667,28.5140666667,27.5583333333,7.71173333334,9.3996,32.9884,11.7314,29.4326666667,5.77253333333
372.55,8.89086666667,30.138,28.5012,27.5576666667,7.66833333333,9.35819999999,32.9366,11.6793333333,29.4086,5.71393333333
372.92,8.91760000001,30.206,28.6098666667,27.6275333333,7.72253333334,9.36873333333,32.9904666667,11.7038,29.5159333333,5.74666666667
373.28,8.94546666666,30.2720666666,28.7209333333,27.6776666667,7.7712,9.38313333334,33.0484,11.6998444444,29.6157333333,5.77726666667
373.64,8.96086666667,30.3234666667,28.7946666667,27.7266666667,7.7682,9.36940000001,32.9718,11.6747111111,29.6621333333,5.76593333333
374.00,8.95653333333,30.4656,28.9053333333,27.8363333333,7.69033333333,9.35713333334,33.0254,11.666,29.8122333333,5.73406666667
374.37,8.97560000001,30.6235333334,29.0487333333,27.9494666667,7.7368,9.38486666666,33.1155333333,11.7041777778,29.9277333333,5.74013333333
374.73,9.03646666667,30.8246,29.2257333333,28.0616,7.78293333333,9.41933333334,33.229,11.7894666667,30.1295,5.7688
375.09,9.10153333334,31.0228,29.4136,28.2156666667,7.79853333333,9.50073333333,33.3713333333,11.853,30.3002,5.7924
375.45,9.23693333334,31.2218,29.6161333333,28.3768666667,7.89446666666,9.6298,33.5400666667,11.9551777778,30.5193,5.91686666667
375.81,9.3444,31.4658666667,29.8731333333,28.5581333333,7.97286666666,9.69593333334,33.6891333333,12.0562666667,30.7452,6.0028
376.18,9.35086666666,31.5961333333,29.9797333333,28.6612666667,8.00479999999,9.70193333334,33.8150666667,12.1034444444,30.8326666667,6.01846666667
376.54,9.39573333334,31.7554,30.1793333333,28.8162666667,8.06106666667,9.7382,33.9346666667,12.1639111111,31.0184,6.068
376.90,9.40333333334,31.8496666667,30.267,28.8966,8.04499999999,9.73526666667,33.9305333333,12.1764888889,31.1265,6.08133333333
377.26,9.42246666667,31.9772666667,30.3968,28.9740666667,8.04359999999,9.77273333333,34.0386,12.2231777778,31.2749,6.0806
377.63,9.40986666667,32.0666666667,30.4738666667,29.0184,8.02726666667,9.73686666667,34.1132,12.2290666667,31.3733666667,6.02553333333
377.99,9.45660000001,32.1600666667,30.6193333333,29.0823333333,8.07786666668,9.78140000001,34.1836,12.2628666667,31.4688666667,6.05866666667
378.35,9.4562,32.2121333333,30.6929333333,29.1521333333,8.04733333333,9.77880000001,34.2287333333,12.2649555556,31.5537,6.04893333333
378.71,9.42693333333,32.2314,30.7758,29.2254666667,8.01246666666,9.74506666666,34.2835333333,12.2490666667,31.6215666667,5.9942
379.07,9.36939999999,32.2192666667,30.7868666667,29.2003333333,7.96086666667,9.65066666666,34.2049333333,12.1910222222,31.6021,5.95826666667
379.44,9.28446666667,32.2097333333,30.776,29.1906,7.88173333334,9.57953333333,34.1682666667,12.1156666667,31.6265666667,5.86753333333
379.80,9.269,32.1944,30.7965333333,29.1874,7.85139999999,9.53039999999,34.1027333333,12.0817555555,31.6589,5.84433333333
380.16,9.26280000001,32.2810666667,30.9311333333,29.2764,7.8282,9.51073333333,34.1378666667,12.0762888889,31.8074333333,5.859
380.52,9.21179999999,32.2838666667,30.9475333333,29.2196,7.76606666666,9.48033333333,34.0496666667,12.0399333333,31.8078666667,5.80266666667
380.88,9.23893333333,32.3841333333,31.0952666667,29.3336666667,7.7714,9.49346666667,34.136,12.0763777778,31.8794333333,5.807
381.24,9.24093333333,32.4101333333,31.1862666667,29.3978666667,7.7822,9.49106666666,34.1182666667,12.0570888889,31.9203,5.7844
381.61,9.28960000001,32.5408666667,31.3288,29.5184666667,7.80073333333,9.53253333333,34.181,12.0950888889,32.0249666667,5.83593333333
381.97,9.23473333333,32.5756,31.3800666667,29.5414666667,7.75313333333,9.48926666666,34.1251333333,12.0515555555,32.0965666667,5.7814
382.33,9.21133333334,32.6018666667,31.4262666667,29.5497333333,7.72579999999,9.4316,34.1047333333,11.9982666667,32.1588333333,5.7362
382.69,9.209,32.6794666667,31.4824666667,29.5861333333,7.73913333334,9.42599999999,34.1167333333,11.9746222222,32.2144,5.76206666667
383.05,9.21313333333,32.7348,31.5342666667,29.6159333333,7.73519999999,9.44366666667,34.1397333333,11.9584666667,32.2868666667,5.7452
383.41,9.22346666667,32.8583333333,31.7175333333,29.7065333333,7.74966666667,9.4532,34.1962,11.9879555555,32.3856,5.73306666667
383.77,9.22693333333,32.958,31.7917333333,29.7807333333,7.76893333333,9.49646666667,34.271,11.9866888889,32.4873333333,5.70926666667
384.14,9.29320000001,33.0989333333,31.9423333333,29.8868,7.83466666667,9.56273333334,34.3739333333,12.0301333333,32.6133,5.76566666667
384.50,9.36186666667,33.2821333333,32.1346666667,30.0468666667,7.89979999999,9.59126666667,34.5145333333,12.0789111111,32.7762333333,5.81026666667
384.86,9.36280000001,33.3631333333,32.2301333333,30.1114,7.9216,9.60073333333,34.5546666667,12.0616222222,32.8904,5.7932
385.22,9.39726666666,33.4472666667,32.3436666667,30.1846666667,7.94753333333,9.61826666666,34.6123333333,12.0668888889,33.0200666667,5.82113333333
385.58,9.40480000001,33.5255333333,32.453,30.2504666667,7.97593333333,9.64119999999,34.6712,12.0898,33.1073,5.83273333333
385.94,9.45806666667,33.6698666667,32.6249333333,30.387,8.03473333333,9.68806666667,34.8046666667,12.1601333333,33.2823333333,5.8824
386.30,9.54966666667,33.8052,32.7767333333,30.5096666667,8.10626666667,9.76893333334,34.907,12.2505555556,33.4163333333,5.96746666667
386.66,9.57846666668,33.908,32.9076,30.5731333333,8.11320000001,9.77939999999,34.9337333333,12.2747555555,33.5255333333,5.97333333333
387.03,9.58366666667,34.0102666667,33.057,30.6775333333,8.13526666667,9.79513333334,34.9762,12.3013333333,33.6488,5.98906666666
387.39,9.59000000001,34.0804,33.1493333333,30.7418,8.15593333333,9.82733333333,35.0017333333,12.3052888889,33.7309666667,6.0012
387.75,9.62993333335,34.2204,33.3178666667,30.8361333333,8.15573333334,9.83486666667,35.0615333333,12.3536222222,33.8412,6.02066666667
388.11,9.60333333334,34.2276666667,33.3385333333,30.832,8.12093333333,9.81033333334,35.0282666667,12.3315111111,33.8856,5.99846666667
388.47,9.6616,34.3289333333,33.4638,30.9326666667,8.17373333333,9.87313333334,35.0897333333,12.3912666667,34.0201,6.0548
388.83,9.67659999999,34.4534,33.586,31.0141333333,8.19600000001,9.88259999999,35.1604,12.4292666667,34.1609333333,6.07226666667
389.19,9.69579999999,34.5758666667,33.7088666667,31.1001333333,8.20273333333,9.90946666667,35.2575333333,12.4936222222,34.2434,6.0928
389.55,9.70159999999,34.6832,33.8420666667,31.2062666666,8.1996,9.92333333333,35.3411333333,12.5028666667,34.3935,6.0906
