wavelength,Back_HetXanf,Belly_HetXanf,Breast_HetXanf,Crissum_HetXanf,Crown_HetXanf,DorTail_HetXanf,Patch10_HetXanf,Patch11_HetXanf,Patch12_HetXanf,Rump_HetXanf,Throat_HetXanf,WingTip_HetXanf
337.94,4.11616666667,4.39425,4.18225,5.72475,2.41991666667,6.12158333333,4.34958333333,3.75225,13.0115833333,10.1761607143,5.2755,5.66441666667
338.31,4.38233333333,4.66708333333,4.51429166667,6.03041666667,2.66866666667,6.45016666667,4.57875,4.01258333333,13.2586666667,10.404,5.4395,5.89966666667
338.67,4.48791666667,4.73083333333,4.69804166666,6.12483333333,2.80333333333,6.67175,4.62741666667,4.19066666667,13.5250833333,10.5248482143,5.58375,5.95466666667
339.04,4.57675,4.80733333333,4.90158333333,6.222,2.96808333333,6.80441666667,4.77875,4.29341666667,13.6414166667,10.6120922619,5.72333333333,6.0695
339.40,4.50658333333,4.76208333334,4.85583333333,6.2505,2.9805,6.72758333333,4.7375,4.30766666666,13.6844166667,10.5810729167,5.7355,6.0875
339.77,4.29516666667,4.58183333334,4.774125,6.10808333333,2.90225,6.46808333333,4.66066666667,4.19108333333,13.5583333333,10.3935416667,5.56625,5.92233333334
340.14,4.32416666667,4.48983333333,4.718,6.05308333333,2.89141666667,6.45541666667,4.55141666667,4.20016666666,13.6169166666,10.3239553572,5.40291666667,5.78658333333
340.50,4.25258333334,4.456,4.57304166667,5.98241666667,2.82391666667,6.34466666667,4.45033333333,4.11579166667,13.5100833333,10.169875,5.37625,5.63516666666
340.87,4.19325,4.28141666667,4.46104166667,5.91375,2.80658333333,6.41466666667,4.34933333333,4.19066666666,13.4876666667,10.1269404762,5.26633333333,5.60583333334
341.23,4.03416666667,4.1365,4.26166666667,5.73958333334,2.67591666667,6.24758333333,4.20416666667,4.05970833333,13.5171666667,10.1253422619,5.14366666667,5.62616666667
341.60,4.21191666667,4.33958333333,4.509875,5.9125,2.8355,6.37866666667,4.34516666667,4.21995833333,13.752,10.2378020833,5.28908333333,5.79516666667
341.96,4.2765,4.37583333333,4.556375,5.97191666666,2.86291666667,6.43608333333,4.35625,4.25870833333,13.8728333333,10.2493065476,5.35008333333,5.85483333333
342.33,4.53425,4.65075,4.75283333333,6.11241666667,3.06733333334,6.58291666666,4.55875,4.4245,13.9979166667,10.4073883928,5.58266666667,6.07241666667
342.70,4.53983333334,4.758,4.77075,6.11483333333,3.06083333333,6.43233333333,4.6255,4.466,13.9919166667,10.4232008929,5.62925,6.11491666667
343.06,4.54675,4.78066666667,4.74933333333,6.02541666667,3.06633333333,6.46783333334,4.59733333333,4.51241666666,14.088,10.4449389881,5.60325,6.113
343.43,4.98483333333,5.18775,5.20508333333,6.33366666667,3.50708333334,6.90508333333,4.96991666667,4.93604166667,14.61275,10.8090282738,6.01191666666,6.48391666667
343.79,5.3805,5.54858333333,5.54875,6.63958333334,3.84825,7.26658333334,5.23658333334,5.201875,15.007,11.1513913691,6.34516666667,6.785
344.16,5.52325,5.7385,5.70979166667,6.79658333333,4.01216666667,7.36908333334,5.37483333333,5.331875,15.2320833333,11.256703869,6.48441666667,6.99741666666
344.52,5.69225,5.75491666667,5.85866666667,6.82733333333,4.09366666667,7.47133333334,5.50383333333,5.46995833333,15.3475,11.3252559524,6.57625,7.11316666667
344.89,5.912,6.052,6.12466666667,7.01241666666,4.29933333333,7.64091666667,5.7365,5.666625,15.5956666667,11.5238482143,6.80291666667,7.34633333333
345.25,5.948,6.03883333333,6.08441666667,6.9865,4.25925,7.65216666666,5.69225,5.746875,15.6341666667,11.4038943452,6.7755,7.28708333333
345.62,5.74241666667,5.87758333333,5.92129166667,6.84058333333,4.12525,7.51625,5.52741666667,5.54433333333,15.5471666667,11.2681800595,6.61633333333,7.16308333333
345.99,5.59675,5.81808333333,5.9055,6.72358333333,4.05925,7.37716666667,5.54158333333,5.445,15.5234166667,11.1696488095,6.51341666667,7.09166666666
346.35,5.71941666667,5.82341666667,5.99925,6.83808333333,4.17058333334,7.4395,5.67333333334,5.61308333334,15.7469166667,11.2346383928,6.7035,7.17175
346.72,5.81925,5.8315,6.062125,6.92333333333,4.29125,7.52958333334,5.772,5.68233333334,15.927,11.2612797619,6.72733333334,7.29216666667
347.08,5.72666666667,5.702,5.94216666666,6.85283333333,4.20416666667,7.32433333333,5.66958333333,5.56025,15.8793333333,11.1432931548,6.62475,7.25033333333
347.45,5.52833333333,5.45233333333,5.649875,6.6425,3.95833333333,7.01283333333,5.42433333333,5.32358333333,15.6623333333,10.9443898809,6.36058333333,7.0145
347.81,5.43725,5.431,5.53029166666,6.53908333333,3.85716666666,6.85333333333,5.27783333333,5.304375,15.58675,10.7998660714,6.23916666667,6.95016666667
348.18,5.32775,5.38066666667,5.45195833333,6.45891666667,3.89125,6.80625,5.1885,5.3145,15.5886666667,10.7109672619,6.19291666667,6.84225
348.54,5.41225,5.53583333333,5.51929166667,6.63541666667,4.03608333333,6.86816666667,5.25308333333,5.48025,15.7418333333,10.8688526786,6.27758333333,6.96975
348.91,5.30983333333,5.44216666666,5.42679166667,6.57108333334,3.95466666667,6.71775,5.054,5.344875,15.7745833333,10.782453869,6.12358333333,6.894
349.27,5.30441666667,5.49783333334,5.54354166667,6.57291666666,4.0375,6.78791666667,5.09408333333,5.34854166667,15.802,10.8191369048,6.14133333333,6.8685
349.64,5.48241666667,5.73241666666,5.72866666667,6.71066666667,4.225,6.94241666667,5.27241666667,5.57154166667,16.0195833333,10.9789434524,6.3305,6.94866666666
350.00,5.68475,5.8645,5.91566666667,6.909,4.45858333333,7.115,5.37516666667,5.71441666666,16.2063333333,11.11634375,6.47466666667,7.06766666666
350.37,5.45741666667,5.72575,5.69404166667,6.72325,4.33433333333,6.92333333334,5.18758333333,5.53929166667,16.0585833333,10.9202470238,6.23825,6.83241666666
350.73,5.18675,5.42266666667,5.47533333333,6.50608333333,4.02916666666,6.58308333333,4.83608333333,5.29391666667,15.8279166667,10.6482366071,6.01808333333,6.4955
351.10,5.11091666667,5.34333333333,5.44516666667,6.42991666667,4.01975,6.52141666666,4.73908333334,5.251875,15.799,10.5450446428,6.01783333334,6.3565
351.46,5.23466666666,5.54241666666,5.65283333333,6.65633333333,4.1935,6.784,4.87658333333,5.448625,16.126,10.6356383929,6.24633333334,6.43491666667
351.83,5.42375,5.63108333333,5.76779166667,6.77625,4.31816666667,6.97633333333,5.03258333333,5.54341666667,16.3255,10.7313407738,6.46033333333,6.52491666667
352.19,5.55708333333,5.79333333333,5.9055,6.88691666666,4.37866666667,7.10116666666,5.19975,5.678,16.4916666667,10.8386830357,6.59383333333,6.60558333333
352.55,5.54866666666,5.79116666667,5.879,6.77566666667,4.33225,7.10941666667,5.19741666667,5.62216666667,16.55625,10.7481175595,6.55916666667,6.57083333333
352.92,5.47325,5.76791666667,5.803875,6.6825,4.2795,7.085,5.26166666667,5.63991666667,16.441,10.5347752976,6.50691666667,6.47691666666
353.28,5.33333333334,5.65508333333,5.604,6.60258333333,4.16091666667,6.94458333333,5.104,5.46729166666,16.3845833334,10.3313794643,6.359,6.33466666667
353.65,4.98775,5.30141666667,5.23925,6.26166666666,3.86091666667,6.56233333333,4.77166666667,5.09741666666,16.1088333333,9.93960119048,5.97916666667,6.05266666666
354.01,4.85191666666,5.20675,5.09833333333,6.12508333333,3.68891666667,6.48125,4.62508333333,4.98754166667,16.11725,9.74725892856,5.85791666667,5.92058333333
354.38,4.64791666667,5.01133333334,4.92370833333,5.88408333333,3.43775,6.31925,4.3615,4.7715,16.0169166667,9.48597916667,5.67508333333,5.73675
354.74,4.777,5.18975,4.95691666667,5.92191666667,3.56583333333,6.50766666667,4.46308333333,4.891375,16.178,9.55574702381,5.75533333333,5.87308333333
355.11,4.88558333333,5.29425,5.04220833333,6.06241666667,3.67191666667,6.691,4.5925,5.00320833333,16.3640833333,9.66585416666,5.81033333334,6.05041666666
355.47,4.721,5.08083333333,4.914,5.84541666667,3.5135,6.4895,4.37308333333,4.809375,16.1186666667,9.43440476192,5.57666666666,5.926
355.83,4.526,4.99333333333,4.80883333333,5.84491666667,3.42558333333,6.34925,4.25925,4.68633333333,16.1136666667,9.31800148808,5.41091666667,5.84375
356.20,4.38216666667,4.86191666666,4.74283333333,5.85908333333,3.35358333334,6.19366666666,4.05033333333,4.52370833334,16.1028333333,9.14627529761,5.24141666667,5.80641666667
356.56,4.36883333334,4.89108333333,4.81483333333,5.93441666667,3.41766666667,6.27,4.0025,4.507875,16.2119166667,9.17310565476,5.25225,5.776
356.93,4.34391666666,4.854,4.847875,5.931,3.40208333333,6.20708333333,3.906,4.46954166667,16.33375,9.15367410715,5.27258333333,5.703
357.29,4.48316666666,4.96708333333,4.96766666667,6.04233333333,3.44975,6.32475,3.99558333333,4.61191666667,16.5155,9.27341666665,5.4355,5.8385
357.66,4.58158333333,5.00291666667,5.05875,6.10925,3.4635,6.48791666666,3.94366666667,4.75033333333,16.7408333334,9.30202529761,5.49933333333,5.87958333333
358.02,4.55575,4.94816666667,5.005125,6.12341666667,3.39675,6.47175,3.86608333333,4.72675,16.7700833333,9.19629315477,5.39775,5.82508333333
358.38,4.59316666667,5.05841666667,5.07841666667,6.25116666667,3.46691666666,6.53591666667,3.92208333334,4.793875,16.8758333334,9.24960416667,5.48183333333,5.84741666666
358.75,4.51258333333,4.98708333333,5.11625,6.27725,3.4315,6.53608333334,3.91033333333,4.751375,16.8625833333,9.10569940476,5.50975,5.76825
359.11,4.60225,5.17291666667,5.311875,6.42183333333,3.49558333333,6.609,3.98933333333,4.85370833333,16.9851666666,9.11396279762,5.59875,5.80658333333
359.48,4.52558333333,5.11833333334,5.30766666666,6.43966666666,3.45158333333,6.522,3.98216666667,4.78079166667,17.0925833333,9.04674255953,5.56983333333,5.7935
359.84,4.60575,5.14333333333,5.40079166667,6.43691666667,3.48741666667,6.57475,4.02158333333,4.81870833334,17.1370833333,9.01209821428,5.62091666667,5.83516666666
360.20,4.58325,5.10983333333,5.3785,6.39675,3.42025,6.55933333333,4.0185,4.77433333333,17.173,8.98037946427,5.64325,5.78558333333
360.57,4.397,4.91291666667,5.21283333333,6.26458333333,3.27275,6.36333333333,3.90091666667,4.63516666667,17.10825,8.78584523808,5.48733333333,5.63908333333
360.93,4.40958333333,4.92016666666,5.17329166666,6.31066666667,3.30116666666,6.3835,3.89616666667,4.63941666666,17.2213333333,8.76942410714,5.51408333333,5.68825
361.29,4.36108333333,4.93766666667,5.15908333333,6.32891666667,3.32858333333,6.31883333334,3.87883333333,4.62641666667,17.2075833333,8.66645386903,5.47658333333,5.59233333333
361.66,4.40483333333,5.07658333333,5.20629166666,6.42641666667,3.376,6.297,3.97533333334,4.65904166667,17.28525,8.71320982143,5.55291666667,5.67116666667
362.02,4.45583333333,5.16183333334,5.27279166667,6.4945,3.4605,6.32,4.03483333333,4.729375,17.3800833333,8.79123958332,5.68191666667,5.7245
362.39,4.46991666667,5.05516666667,5.24470833333,6.47341666667,3.48316666666,6.28191666667,3.99091666667,4.72770833333,17.3804166667,8.75544791666,5.64941666667,5.72975
362.75,4.48025,5.01808333333,5.194875,6.46441666667,3.49275,6.21083333333,3.94533333333,4.71325,17.44775,8.74804761905,5.59808333333,5.70941666666
363.11,4.4585,4.933,5.07491666667,6.43741666667,3.465,6.16408333334,3.87033333333,4.68845833334,17.518,8.69695982142,5.57875,5.64416666667
363.48,4.54325,5.02091666667,5.082,6.43275,3.482,6.19158333333,3.87775,4.728625,17.5355,8.69571726191,5.63183333333,5.69366666667
363.84,4.50691666667,5.00033333333,5.07295833333,6.4225,3.49875,6.17816666667,3.86758333333,4.75425,17.5749166667,8.65251785716,5.63791666667,5.68575
364.20,4.48875,5.03625,5.03120833333,6.3535,3.49475,6.14366666667,3.85508333333,4.76958333333,17.6161666666,8.57901190475,5.63466666667,5.65466666667
364.57,4.50283333333,5.01875,4.99441666666,6.31991666666,3.42275,6.05266666666,3.77591666667,4.751125,17.6771666666,8.54645238097,5.63916666667,5.60491666667
364.93,4.56033333333,5.06525,5.11204166667,6.35966666667,3.48933333333,6.10466666667,3.84233333334,4.78954166667,17.7615,8.56739583334,5.68525,5.65833333333
365.29,4.67825,5.14625,5.27070833333,6.43641666667,3.54566666667,6.19641666667,3.92508333333,4.895125,17.9166666667,8.70624851191,5.81,5.80075
365.66,4.61041666667,5.0535,5.23816666667,6.40816666667,3.52733333333,6.18116666666,3.92041666667,4.78391666667,17.9334166667,8.62243303571,5.77883333334,5.73716666667
366.02,4.506,4.96641666667,5.16391666667,6.253,3.45325,6.10275,3.81308333333,4.68091666667,17.85475,8.51174851192,5.67675,5.63916666667
366.38,4.42941666667,4.94616666667,5.14866666667,6.21816666667,3.38083333334,6.02641666667,3.75008333334,4.661875,17.9496666667,8.47567559525,5.63383333333,5.596
366.75,4.404,5.01466666667,5.12670833334,6.23383333333,3.40691666667,6.04025,3.785,4.70729166667,18.053,8.50654910714,5.65191666667,5.60358333334
367.11,4.36758333334,5.10116666666,5.17079166667,6.26441666667,3.47433333333,6.09866666667,3.8205,4.73391666667,18.235,8.57180357142,5.75641666667,5.66683333334
367.47,4.42216666667,5.212,5.29658333333,6.44416666666,3.61566666667,6.21391666667,3.93491666666,4.844,18.4306666667,8.66984821427,5.87991666667,5.72475
367.84,4.32333333333,5.20591666667,5.217875,6.424,3.52483333333,6.15458333333,3.84966666667,4.73620833334,18.5580833333,8.61484821428,5.80866666667,5.62566666667
368.20,4.27366666667,5.15108333334,5.2435,6.47408333333,3.50891666667,6.09966666667,3.85416666666,4.71345833333,18.6115833333,8.59421875,5.80116666667,5.59758333333
368.56,4.29375,5.32166666667,5.32933333333,6.58483333334,3.63125,6.24325,3.93333333333,4.76554166667,18.72875,8.63353571429,5.88183333333,5.68491666666
368.93,4.12666666667,5.27983333333,5.19229166667,6.5225,3.47825,6.12691666667,3.7935,4.70104166667,18.7085,8.52586755953,5.76258333333,5.51491666667
369.29,3.93816666667,5.17483333334,5.036,6.47166666667,3.355,6.00916666667,3.65141666667,4.56166666667,18.6279166667,8.39004761903,5.63766666666,5.33608333333
369.65,3.97275,5.21733333333,5.02825,6.52958333333,3.40825,6.03225,3.6455,4.647625,18.6819166667,8.38824255951,5.64733333334,5.3245
370.01,4.21583333334,5.45925,5.2565,6.78866666667,3.61266666667,6.22341666667,3.88458333334,4.82995833333,18.99525,8.57099404762,5.8305,5.50733333333
370.38,4.35708333333,5.6465,5.38975,6.91766666667,3.72866666667,6.35475,4.03875,4.90429166667,19.1139166666,8.59994642859,5.9385,5.61616666667
370.74,4.42725,5.732,5.50733333333,7.00575,3.77058333333,6.4475,4.13233333334,4.956125,19.21525,8.6622470238,6.05208333333,5.71116666667
371.10,4.33975,5.61058333333,5.40975,6.902,3.6315,6.32658333333,4.01908333333,4.841,19.0946666666,8.53526339286,5.93316666667,5.64108333333
371.46,4.38983333333,5.655,5.38933333333,6.93008333333,3.65016666667,6.40475,4.06858333333,4.86391666667,19.2050833334,8.54992261906,5.98491666667,5.649
371.83,4.50791666667,5.68491666667,5.46620833334,7.01066666667,3.74291666666,6.49708333333,4.14975,4.955125,19.2780833333,8.62377827382,6.07125,5.68008333334
372.19,4.563,5.73833333333,5.50445833334,7.05366666667,3.80208333333,6.5545,4.20708333333,4.997625,19.40125,8.65178273811,6.103,5.70091666667
372.55,4.58033333334,5.74416666667,5.53229166667,7.07633333333,3.79433333333,6.54575,4.2315,5.05525,19.4556666667,8.60107291667,6.1125,5.65966666667
372.92,4.54483333333,5.70808333333,5.52095833333,7.06275,3.80858333333,6.53916666667,4.26516666667,5.00025,19.4585,8.57806845237,6.1475,5.66125
373.28,4.70266666667,5.76166666667,5.61729166667,7.15116666667,3.91025,6.65441666666,4.44133333333,5.13875,19.6451666667,8.61830357142,6.22808333333,5.84766666667
373.64,4.82091666667,5.794,5.745625,7.26133333333,3.98475,6.74433333333,4.5445,5.194375,19.723,8.66822916666,6.32066666666,5.95941666666
374.00,4.69083333334,5.652,5.623125,7.18316666666,3.88458333333,6.55558333333,4.42991666667,5.10416666667,19.6505,8.51274851191,6.22283333333,5.85891666667
374.37,4.77183333333,5.73016666667,5.70420833333,7.31358333333,3.95358333334,6.65041666667,4.50066666667,5.17775,19.8775,8.5990014881,6.30266666667,5.92583333333
374.73,4.73225,5.65158333333,5.646875,7.25091666667,3.86841666667,6.5755,4.3805,5.07541666667,19.94025,8.45986904762,6.22175,5.8335
375.09,4.69716666666,5.60025,5.62145833333,7.23625,3.78408333333,6.49858333333,4.358,5.06691666667,19.9506666667,8.35680357143,6.16116666667,5.75825
375.45,4.50466666666,5.38991666667,5.44525,7.04008333333,3.56133333333,6.27308333333,4.164,4.888125,19.8691666667,8.15721279763,5.92341666667,5.56441666667
375.81,4.49175,5.37983333333,5.4595,7.05433333333,3.52575,6.24966666667,4.17466666666,4.90495833334,20.0055,8.10884077381,5.93058333333,5.574
376.18,4.57491666666,5.46633333333,5.52179166666,7.09933333334,3.57541666667,6.33433333333,4.22025,4.97083333333,20.099,8.14677232143,5.99358333333,5.64683333333
376.54,4.58058333333,5.50925,5.5805,7.182,3.62975,6.38483333334,4.281,4.98204166667,20.1565,8.16191071428,6.09025,5.74233333333
376.90,4.66108333334,5.61375,5.68491666667,7.27591666667,3.69408333333,6.44016666667,4.36066666667,5.06975,20.36075,8.21100892856,6.181,5.82541666667
377.26,4.60425,5.61741666667,5.70391666667,7.25558333333,3.67691666667,6.40525,4.32608333334,4.98120833334,20.4634166667,8.1945669643,6.17966666666,5.767
377.63,4.4575,5.57858333333,5.6375,7.15316666668,3.61616666666,6.29725,4.2395,4.89025,20.4641666667,8.08018154762,6.089,5.666
377.99,4.41116666667,5.57191666667,5.65225,7.136,3.57741666667,6.30133333334,4.19991666666,4.89404166667,20.52025,8.04091220239,6.13775,5.6505
378.35,4.34625,5.53891666667,5.61879166667,7.10516666668,3.50758333333,6.25633333333,4.174,4.848375,20.4926666667,7.96309077381,6.10008333334,5.59825
378.71,4.4925,5.71633333333,5.78416666667,7.24141666666,3.68591666667,6.388,4.36216666666,5.01208333333,20.6625833333,8.08533928572,6.27758333333,5.74191666667
379.07,4.60291666667,5.8145,5.90275,7.31008333333,3.80941666667,6.48858333333,4.47808333333,5.08179166667,20.84675,8.14254017857,6.40091666667,5.84066666667
379.44,4.73075,5.97808333333,6.02275,7.51416666667,3.96458333333,6.62091666667,4.64216666667,5.21083333333,20.99775,8.23906696428,6.55808333334,6.004
379.80,4.791,6.08758333334,6.09416666667,7.60200000001,4.00825,6.67875,4.716,5.23833333333,21.06925,8.30113541666,6.64675,6.10641666666
380.16,4.783,6.09541666667,6.14016666667,7.65233333333,3.97758333333,6.68283333333,4.736,5.2505,21.0791666666,8.27752232142,6.71408333333,6.13291666667
380.52,4.90808333334,6.14441666667,6.20029166667,7.71358333334,4.00908333333,6.75233333333,4.824,5.32579166666,21.2659166666,8.36495684522,6.81858333333,6.18016666667
380.88,4.93883333334,6.13458333333,6.190875,7.73666666667,3.98566666667,6.75925,4.8255,5.32691666667,21.2815833333,8.33063839286,6.81191666667,6.14075
381.24,4.95816666667,6.17416666667,6.139125,7.77425,3.98975,6.73791666666,4.84025,5.38175,21.3040833333,8.31633630953,6.82283333333,6.12116666667
381.61,5.02341666667,6.218,6.174,7.82000000001,3.97591666667,6.78625,4.86475,5.447375,21.46025,8.40468898809,6.91683333333,6.16908333333
381.97,5.06575,6.22341666666,6.15345833333,7.87166666666,3.93725,6.79141666667,4.89691666666,5.4495,21.5395,8.46746577382,6.87791666667,6.179
382.33,4.98408333333,6.16725,6.078125,7.75075,3.90383333334,6.73266666667,4.85133333333,5.360375,21.5306666667,8.43048363095,6.83066666667,6.1345
382.69,4.86958333334,6.02541666667,5.975125,7.67399999999,3.78991666667,6.645,4.75925,5.25145833334,21.5239166667,8.36262053572,6.6985,6.05691666666
383.05,4.837,6.045,5.95554166667,7.71816666667,3.76291666667,6.63175,4.724,5.21791666667,21.5785833334,8.37647767857,6.71508333333,6.03291666667
383.41,4.80183333333,5.99416666667,5.95275,7.62641666668,3.71533333333,6.60458333333,4.68116666667,5.17770833333,21.5536666666,8.40548660714,6.71241666666,5.97833333333
383.77,4.74816666666,5.95283333333,5.940125,7.55700000001,3.70833333333,6.54308333333,4.63541666666,5.161625,21.5593333334,8.38089880954,6.67458333333,5.93808333333
384.14,4.86858333333,6.06125,6.04666666666,7.66991666668,3.85466666667,6.63108333333,4.76533333333,5.27179166667,21.8060833333,8.54466815478,6.79483333334,6.04541666667
384.50,4.8755,6.08941666667,6.07570833333,7.66125,3.90766666667,6.60916666666,4.76975,5.29770833333,21.7985833333,8.56309077382,6.79175,6.06541666667
384.86,4.95641666667,6.14816666667,6.13133333334,7.69516666666,3.96783333334,6.6685,4.84891666666,5.38241666667,21.922,8.6842827381,6.8645,6.16833333333
385.22,4.89408333333,6.05191666667,6.11875,7.61375000001,3.90575,6.62941666667,4.79425,5.3025,21.9365833333,8.63119494047,6.81466666667,6.12733333333
385.58,4.92041666666,6.07275,6.16708333333,7.66958333333,3.94758333333,6.65033333334,4.83733333333,5.34345833333,22.0380833333,8.66141071428,6.86875,6.1595
385.94,4.93425,6.11891666667,6.22204166667,7.71533333334,4.01158333334,6.71875,4.87258333333,5.38491666667,22.1598333333,8.72408779762,6.93158333333,6.21341666667
386.30,4.96258333333,6.10591666667,6.22170833333,7.73641666668,4.00866666667,6.65925,4.82475,5.42804166667,22.2553333333,8.74274851191,6.942,6.21033333333
386.66,4.98275,6.11925,6.23291666666,7.75208333334,4.01541666666,6.65175,4.81608333333,5.432125,22.2640833334,8.76181845239,6.97875,6.20108333334
387.03,4.97591666667,6.11025,6.22116666667,7.703,3.98766666667,6.601,4.8135,5.443625,22.3160833334,8.79356994047,6.94408333333,6.16841666667
387.39,5.06675,6.18916666667,6.308,7.78000000001,4.05025,6.6305,4.89441666667,5.53470833333,22.5261666667,8.85538244048,7.0335,6.25025
387.75,5.15441666667,6.28433333333,6.37629166666,7.87999999999,4.091,6.70175,4.94916666667,5.589875,22.6841666667,8.96684821428,7.13183333333,6.293
388.11,5.00266666667,6.12558333333,6.22675,7.72041666666,3.9475,6.51116666667,4.77333333333,5.41066666667,22.5626666666,8.83601041668,6.93883333333,6.13425
388.47,4.97033333333,6.10783333333,6.203875,7.70983333334,3.89108333333,6.47641666667,4.753,5.339625,22.6778333333,8.82207738093,6.909,6.08483333333
388.83,4.97108333333,6.1355,6.25616666667,7.72833333334,3.92641666667,6.468,4.74141666667,5.35433333333,22.7531666667,8.82542559523,6.93075,6.074
389.19,4.98075,6.17375,6.25225,7.73366666666,3.91966666666,6.45533333333,4.705,5.332875,22.8189166667,8.86225297618,6.94883333333,6.086
389.55,4.91775,6.11666666667,6.166625,7.64849999999,3.81716666667,6.34658333333,4.60541666666,5.22708333333,22.78925,8.79855357142,6.84475,6.00616666666
389.91,4.8915,6.08508333333,6.16416666667,7.61416666667,3.80275,6.3245,4.57725,5.19329166667,22.8328333333,8.7611919643,6.81975,5.96783333334
390.27,4.95466666667,6.14508333333,6.231125,7.70133333334,3.85458333333,6.43366666667,4.67041666667,5.205625,22.9195,8.81567410713,6.89391666666,6.00083333333
390.63,4.99725,6.18491666667,6.25158333333,7.72516666666,3.87191666667,6.44475,4.70008333333,5.245125,23.0168333334,8.86195535712,6.92458333333,6.019
391.00,5.00133333334,6.17141666667,6.27208333333,7.73575,3.88525,6.43491666667,4.72066666667,5.2385,23.0501666667,8.86823214287,6.9265,6.02333333333
391.36,4.88708333333,6.07466666667,6.15608333334,7.63808333334,3.80233333333,6.33783333333,4.59466666667,5.160875,22.9879166667,8.79691815476,6.83133333333,5.92533333333
391.72,4.81341666666,5.97116666667,6.073125,7.52850000001,3.73608333333,6.22741666667,4.5355,5.111875,22.9975,8.70014583332,6.73983333333,5.85333333333
392.08,4.80333333333,5.95466666667,6.057125,7.51499999999,3.70516666666,6.2265,4.5215,5.09920833333,23.0984166667,8.66940327381,6.725,5.82625
392.44,4.76408333333,5.86525,6.00058333333,7.45008333333,3.65791666667,6.13975,4.43225,5.03933333333,23.0673333333,8.62176636905,6.65666666667,5.76541666667
392.80,4.65358333333,5.77525,5.921875,7.38833333333,3.55741666667,6.04933333333,4.32641666666,4.91704166666,22.9934166667,8.51827083334,6.57291666667,5.68408333333
393.16,4.68625,5.77833333333,5.953125,7.43149999999,3.58741666666,6.05216666667,4.36825,4.99829166667,23.1101666667,8.54736755951,6.62566666667,5.71433333333
393.52,4.70425,5.80975,5.96729166667,7.43441666668,3.61533333334,6.06366666667,4.42725,5.04641666667,23.1646666667,8.56939434524,6.6615,5.716
393.88,4.68683333334,5.793,5.907125,7.39999999999,3.60358333333,5.97691666667,4.37941666667,5.02041666666,23.2090833333,8.5145967262,6.64633333333,5.68683333333
394.24,4.63258333333,5.76833333333,5.849,7.35983333334,3.57066666666,5.88783333334,4.31741666667,5.012875,23.2543333333,8.48725892857,6.62625,5.67841666667
394.60,4.639,5.76591666667,5.878375,7.37666666667,3.594,5.89,4.29166666666,5.000375,23.34,8.45696428571,6.66416666667,5.65791666666
394.96,4.65683333334,5.765,5.86516666667,7.38591666666,3.60083333333,5.89433333333,4.24891666667,5.02558333333,23.38275,8.43425744047,6.6805,5.658
395.32,4.66716666666,5.81958333333,5.93591666667,7.41958333334,3.6395,5.89425,4.28425,5.027625,23.4645,8.42243750001,6.71816666667,5.694
395.68,4.58941666667,5.74625,5.86054166667,7.36516666667,3.57066666667,5.81291666667,4.19533333333,4.92629166666,23.4201666667,8.34297321428,6.63866666667,5.63208333334
396.04,4.59933333333,5.76266666666,5.87841666667,7.37958333334,3.58483333333,5.84825,4.19991666667,4.95658333333,23.419,8.33909970238,6.68866666667,5.66875
396.40,4.61541666667,5.79191666667,5.90229166667,7.41591666666,3.56241666666,5.86125,4.21583333334,4.982875,23.5583333333,8.31844940477,6.74766666667,5.70158333333
396.76,4.6895,5.8175,5.92275,7.42516666667,3.605,5.879,4.25375,5.0465,23.68575,8.30346874999,6.76808333333,5.72458333334
397.12,4.61,5.75116666667,5.85666666667,7.34233333332,3.52641666667,5.81783333333,4.16975,4.95175,23.6815,8.19671279761,6.69983333334,5.65916666667
397.48,4.60733333333,5.73766666667,5.88954166667,7.35858333333,3.56875,5.80991666667,4.1425,4.95866666666,23.7546666667,8.16263244047,6.70708333333,5.67308333333
397.84,4.67875,5.81525,6.003375,7.42491666667,3.6265,5.89708333333,4.21866666667,5.0265,23.8756666667,8.22495833333,6.78975,5.74066666667
398.20,4.65841666667,5.79891666666,5.999875,7.38016666668,3.61008333333,5.9,4.20733333333,5.044375,23.9009166666,8.15990773809,6.76458333333,5.723
398.56,4.56908333333,5.76258333333,5.92854166667,7.32433333333,3.53641666667,5.80916666667,4.12733333333,4.9865,23.964,8.09657291668,6.68966666667,5.69966666667
398.92,4.48966666667,5.71616666667,5.83683333333,7.25966666666,3.46408333334,5.71291666667,4.07658333333,4.928375,23.957,7.99713095237,6.63283333333,5.64191666666
399.28,4.51541666666,5.70541666667,5.807625,7.26074999999,3.47,5.72766666667,4.07575,4.96770833333,24.081,7.99010863095,6.62108333333,5.63533333333
399.64,4.511,5.73533333333,5.86058333333,7.30883333332,3.48883333333,5.73933333333,4.08491666667,5.00625,24.1920833333,7.97608928572,6.64283333333,5.64775
400.00,4.55108333333,5.79633333333,5.91716666667,7.35658333333,3.5475,5.76941666667,4.14283333334,5.10166666667,24.3094166667,7.99105803572,6.688,5.66366666667
400.36,4.4965,5.77191666667,5.91583333333,7.30841666667,3.56158333334,5.77566666667,4.126,5.11591666667,24.3094166667,7.95598363096,6.6575,5.64675
