wavelength,Back_DiuDium,Belly_DiuDium,Breast_DiuDium,Crissum_DiuDium,Crown_DiuDium,DorTail_DiuDium,Patch10_DiuDium,Rump_DiuDium,Throat_DiuDium,WingTip_DiuDium
327.67,6.50096666666,22.3254666667,10.1050666667,7.5612,4.99866666667,8.50313333334,33.8184,11.1291333333,19.6658,9.12959999999
328.04,6.49070000001,22.3335333333,10.109,7.46040000001,4.78433333333,8.23650000001,33.8896666666,11.0066,19.5145333333,9.12426666668
328.41,6.31743333333,22.1713666667,9.97260000001,7.12606666666,4.681,7.79846666667,33.5369333333,10.7094666667,19.5296,8.98233333333
328.78,5.79996666667,21.7557,9.61886666667,6.7612,4.3768,7.32886666667,33.2331333333,10.1864,19.3406666667,8.59766666668
329.14,6.36753333334,22.1563666667,10.1558666667,7.098,4.85793333333,7.53326666667,33.7116666667,10.5842666667,19.9749333333,9.08733333333
329.51,6.58716666667,22.4561,10.6612,7.40033333334,5.28593333333,7.86483333333,33.8968,11.0209333333,20.3153333333,9.58726666667
329.88,7.0221,22.6891333333,10.9702666667,7.79393333333,5.8226,8.18403333333,34.2802666667,11.4341333333,20.6968666667,9.90966666667
330.24,6.84073333334,22.3192,10.5586,7.47466666666,5.31826666667,7.92176666667,34.0158666667,10.9431333333,20.443,9.46633333334
330.61,6.87040000001,22.6368666667,10.6677333333,7.74346666667,5.56793333333,7.96506666667,34.1070666667,11.0587333333,20.5645333333,9.78113333334
330.98,7.07793333333,22.6897,10.9015333333,8.00006666667,5.746,8.20613333333,34.2430666666,11.0244666667,20.9862666667,10.0491333333
331.34,7.83083333334,23.6868666667,11.6956666667,8.77386666667,6.43733333333,8.80606666667,34.9358666667,11.5607333333,21.7240666667,10.6678
331.71,7.86543333333,23.8111666667,11.7270666667,8.87826666665,6.449,8.88223333333,34.7962666667,11.5146666667,21.8452666667,10.7340666667
332.08,8.03370000001,23.6530666667,11.5451333333,8.75899999999,6.48473333333,8.68603333333,34.6614666666,11.5166666667,21.8895333333,10.7940666667
332.44,8.41506666667,24.0232333333,11.9586666667,9.20680000001,6.8706,9.11249999999,35.1263333333,11.9536666667,22.2774,11.2574
332.81,8.9324,24.5551333333,12.3894666667,9.61573333333,7.28233333333,9.38183333335,35.4512,12.5371333333,22.6586666667,11.6686
333.18,8.86293333334,24.474,12.4474,9.56320000002,7.24746666667,9.30476666666,35.3906666667,12.5336,22.5102,11.4974666667
333.54,9.2428,24.6611,12.6207333333,9.84220000001,7.58646666667,9.52803333334,35.6278666667,12.5966,22.7928666667,11.7732
333.91,9.42993333333,24.7670333333,12.9414666666,9.93033333333,7.7192,9.72156666667,35.7144666667,12.8662,22.8177333333,12.1557333333
334.28,10.0612666667,25.4795,13.6939333333,10.5064666666,8.46506666666,10.215,36.1836,13.5529333333,23.3888,12.8363333333
334.64,9.64579999999,25.0068333333,13.2490666666,10.0318,8.11706666666,9.91916666667,35.8310666667,13.2378666667,23.0852666667,12.2768666667
335.01,9.4427,24.9578,13.0975333333,9.78546666667,7.952,9.63256666667,35.6993333333,13.0816666667,22.9771333333,11.9178666667
335.38,9.52966666665,24.9606,13.2023333333,9.86586666667,8.011,9.88786666667,35.8535333333,13.2424,23.0859333333,12.0576666667
335.74,9.50586666668,24.9053333333,13.2065333333,9.6732,8.055,9.83823333334,35.7976666667,13.2436666667,23.1025333333,12.0169333334
336.11,9.52006666665,25.1533,13.4916,9.87980000001,8.3024,10.0465,36.0026,13.2878666667,23.2756666667,12.0051333333
336.47,9.47446666665,25.1895666667,13.419,9.84800000001,8.31086666667,9.98810000001,35.8488666667,13.3954666667,23.3588666667,11.9333333333
336.84,9.69500000001,25.2933,13.6109333333,10.0820666667,8.6434,10.1368,35.9244,13.6215333333,23.5624666667,12.1536
337.21,9.72776666668,25.3755333333,13.6648666667,10.1502,8.7882,10.2826666667,35.9512666667,13.7818,23.9258666667,12.4384
337.57,10.0126333333,25.9504,14.127,10.4576666667,8.9892,10.5980666667,36.3681333333,14.2318666667,24.614,12.8704666667
337.94,9.64396666668,25.8676666667,13.7167333333,10.1873333333,8.7444,10.1750666667,36.1483333333,13.8254666667,24.4926,12.4662666667
338.31,9.80406666667,25.9685666667,14.0676666666,10.4148,8.9628,10.4366333333,36.2288,14.0758666667,24.7396666667,12.5597333333
338.67,10.5302666667,26.2657666667,14.7058666667,11.0574,9.60946666667,10.9033,36.6758,14.4752,25.2126,13.209
339.04,10.4806333333,26.3023666667,14.6428666667,10.9352,9.66993333333,10.8248,36.5532666667,14.6044666667,25.256,13.2322
339.40,10.2851333333,26.1609666667,14.4384666667,10.7561333333,9.56513333333,10.4489333333,36.112,14.2708666667,24.9890666667,13.0999333334
339.77,9.995,26.0011,14.2552,10.7418666667,9.35506666666,10.3381,36.0416,14.0178666667,24.8050666667,12.904
340.14,9.85663333334,25.9182333333,14.0429333333,10.5496,9.113,10.2641,35.7680666667,13.9102666667,24.6646666667,12.8265333333
340.50,9.98949999999,26.1384,14.1167333333,10.6756666667,9.13960000001,10.3503,35.9160666667,13.8414,24.6805333334,13.0254666667
340.87,9.62539999999,26.0124333333,13.9351333333,10.3516,8.71513333334,10.1188333333,35.7613333334,13.3716666667,24.4687333333,12.7317333333
341.23,9.70006666667,26.2086333333,14.0998,10.5460666667,8.70286666666,10.2081333333,35.8312,13.3692,24.5604666667,12.6824
341.60,9.18693333334,25.7114666667,13.5636666667,9.98046666667,8.25586666667,9.63893333333,35.1657333333,12.832,23.8076666667,12.0132666667
341.96,9.41700000001,25.9039333333,13.8081333333,10.1522,8.43426666667,9.79463333333,35.3209333333,13.0197333333,24.0593333333,12.1452
342.33,9.18203333333,25.885,13.5436666667,9.89120000001,8.21546666667,9.64373333333,35.2067333333,12.695,23.9753333333,11.9568666666
342.70,8.94623333333,26.0293666667,13.2990666667,9.58173333334,7.8818,9.52589999999,35.1272666667,12.5347333333,23.9012,11.7324666667
343.06,8.79293333332,25.8699333333,13.1056666667,9.46706666665,7.55593333333,9.38703333333,34.9091333333,12.1880666667,23.5928,11.5386
343.43,8.50076666666,25.6517,12.8769333333,9.21759999999,7.2296,9.20193333333,34.8492666667,12.0639333333,23.4252,11.2807333333
343.79,8.53189999999,25.7415333333,12.8102666667,9.02306666666,7.27966666667,9.18786666666,34.868,11.9523333333,23.3644666667,11.236
344.16,8.68503333333,25.8783666667,13.0138666667,9.20146666667,7.46006666667,9.41736666667,34.8504666667,12.1712666667,23.6594666667,11.4322666667
344.52,8.17816666667,25.3728333333,12.5417333333,8.67353333333,6.92653333333,8.91480000001,34.4456,11.7368666667,23.2051333333,10.7560666667
344.89,8.44099999999,25.694,12.7210666667,8.84380000001,7.0386,9.06163333334,34.5745333333,11.9184,23.4417333333,10.9326666667
345.25,8.49993333333,25.7686666667,12.5844,8.77399999999,7.08406666667,9.07130000001,34.4400666667,11.9052666667,23.3234666667,10.9112666667
345.62,8.53843333333,25.7659666667,12.5753333333,8.80373333333,7.01173333333,9.18593333333,34.4976666667,11.8652,23.3688666667,10.9272666667
345.99,8.61353333333,25.8493333333,12.6367333333,8.89606666666,7.13993333333,9.35269999999,34.5918666667,11.9171333333,23.4186666667,10.9957333333
346.35,8.52883333333,25.6711333333,12.3895333333,8.77153333334,6.99553333333,9.06676666667,34.4384666667,11.7792,23.1886666667,10.8551333333
346.72,8.35263333333,25.5322333333,12.4087333333,8.65306666666,6.91333333333,8.93583333333,34.1109333333,11.7422,23.019,10.7196
347.08,8.62229999999,25.7650333333,12.623,8.93146666667,7.14946666667,9.21523333334,34.3366,11.9604,23.3005333333,10.9606
347.45,8.6393,25.7728333333,12.5847333333,8.90419999999,7.14066666667,9.12633333333,34.2764,11.892,23.3668666667,10.8882666667
347.81,8.86023333333,25.9956333333,12.7288666667,9.16393333332,7.25326666667,9.23556666666,34.2042666667,12.0464666667,23.5926,11.0032
348.18,8.6819,25.8937333333,12.5856666667,8.99726666667,7.11366666667,8.97616666667,34.0842666667,11.8202,23.3837333333,10.7915333333
348.54,8.83289999999,26.2414333333,12.7636,9.13720000001,7.33706666667,9.2021,34.2894666667,11.9323333333,23.6945333333,11.0316
348.91,8.66190000001,26.1486333333,12.647,9.08533333332,7.32226666666,9.1054,34.1476,11.8536666667,23.5504,10.8466
349.27,8.59310000001,26.0693666667,12.6532,8.90666666667,7.2198,9.13240000001,34.1082666667,11.7302,23.5264,10.8280666667
349.64,8.5528,26.2278,12.6982666667,9.05213333333,7.3176,9.13520000001,34.2125333333,11.7999333333,23.5934,10.825
350.00,8.3691,26.2184,12.5131333333,8.90166666667,7.14186666667,8.97713333333,34.0708,11.596,23.4398666667,10.6008
350.37,8.54383333333,26.6208666667,12.8295333334,9.13213333334,7.3854,9.23713333334,34.4515333333,11.8771333333,23.8616,10.8333333333
350.73,8.40493333333,26.6288,12.6072,9.00286666667,7.196,8.97853333333,34.4423333333,11.6635333333,23.8106666667,10.5514
351.10,8.05193333333,26.5541666667,12.4062,8.71753333333,6.98086666667,8.65873333333,34.1788,11.3861333333,23.6162666667,10.2498
351.46,8.32826666667,26.8613333333,12.6696666667,8.86493333333,7.2058,8.89916666666,34.3694,11.6116666667,23.8171333333,10.3122666667
351.83,7.99716666667,26.7537333333,12.5468,8.67646666667,6.95733333333,8.6851,34.2596666667,11.4789333333,23.7009333333,10.0816666667
352.19,8.1065,26.7703333333,12.5388,8.72086666666,6.93253333333,8.76190000001,34.437,11.5448666667,23.8674,10.0872666667
352.55,8.04416666667,26.6643333333,12.4976,8.65606666667,6.84546666667,8.65993333333,34.3326,11.4386666667,23.7803333333,9.92440000001
352.92,8.00346666666,26.7111666667,12.3876666667,8.5518,6.73946666667,8.52333333333,34.3668666667,11.4132666667,23.7614666667,9.88860000001
353.28,7.66766666666,26.5153666667,12.0916,8.22460000001,6.4244,7.9995,34.1853333333,11.0755333333,23.5312,9.55660000001
353.65,7.41733333333,26.3776333333,11.8336,7.95133333334,6.1618,7.7735,34.1264666667,10.8819333333,23.4399333333,9.29266666666
354.01,7.11303333333,26.1276333333,11.6334,7.57993333333,5.83146666667,7.42036666667,33.8598,10.6758666667,23.2488,8.98739999999
354.38,6.86323333333,25.9579333333,11.4804,7.37400000001,5.50513333333,7.1389,33.6239333333,10.5012,23.0666,8.72646666666
354.74,6.7232,25.7072333333,11.2631333333,7.24020000001,5.36266666666,7.12753333333,33.4168666667,10.381,23.0543333333,8.60520000001
355.11,6.90970000001,25.8608333333,11.4674,7.36140000001,5.54946666667,7.2875,33.5378,10.6650666667,23.2373333333,8.66799999999
355.47,6.44330000001,25.5436666667,11.1238,6.99780000001,5.12333333333,6.94193333333,33.3946666666,10.3774,23.0364,8.31486666667
355.83,6.77829999999,25.6928,11.273,7.20233333333,5.348,7.11663333333,33.5088,10.5071333333,23.1610666666,8.49579999999
356.20,6.6946,25.8471666667,11.3264,7.20553333333,5.33446666667,7.08423333333,33.5316,10.5304666667,23.2139333333,8.53779999999
356.56,6.72373333334,25.9298,11.2932,7.18086666667,5.4318,7.12063333333,33.5371333333,10.5852666667,23.2608,8.56593333333
356.93,6.63590000001,25.789,11.2126,7.05153333333,5.33826666667,7.05586666667,33.4985333333,10.4364666667,23.2501333333,8.42046666667
357.29,6.65493333334,25.9168666667,11.219,7.18299999999,5.40786666667,7.2153,33.5630666667,10.5823333333,23.3048666667,8.44319999999
357.66,6.65983333333,26.0166333333,11.2631333333,7.17293333333,5.40586666667,7.1705,33.5214666667,10.5014,23.315,8.43626666667
358.02,6.86170000001,26.2149333333,11.373,7.30013333333,5.53286666667,7.35656666667,33.6118,10.6351333333,23.4407333333,8.60660000001
358.38,6.91540000001,26.2550333333,11.3189333333,7.37466666667,5.5778,7.42236666667,33.5650666667,10.6626,23.4209333333,8.63406666667
358.75,6.90153333333,26.4062333333,11.3848,7.3772,5.59566666667,7.46936666667,33.7328,10.7042,23.4882,8.69
359.11,6.79786666667,26.3282333333,11.2480666667,7.29293333333,5.4196,7.40126666667,33.7014,10.6060666667,23.3524666667,8.64766666667
359.48,7.002,26.5876666667,11.3752666667,7.46033333333,5.5914,7.58686666667,33.7486,10.7066666667,23.4856,8.86166666667
359.84,6.80230000001,26.5987666667,11.3008666667,7.293,5.49253333333,7.50503333333,33.7138,10.63,23.4091333333,8.79353333333
360.20,6.72549999999,26.5457333333,11.1772666667,7.17160000001,5.41213333333,7.39203333333,33.6306666667,10.5102,23.2776,8.66166666667
360.57,6.81923333333,26.6235,11.2497333333,7.25546666667,5.42386666667,7.39493333333,33.686,10.6008,23.3282666666,8.74426666667
360.93,6.74803333333,26.6287333333,11.2314,7.22160000001,5.33526666667,7.34903333333,33.5744666667,10.5352666667,23.2470666667,8.64506666666
361.29,6.72456666667,26.6272,11.1764,7.12759999999,5.2598,7.2809,33.5859333333,10.4580666667,23.2966666667,8.59706666667
361.66,6.77086666667,26.6068,11.2085333333,7.13466666667,5.301,7.36746666667,33.6064666667,10.5214666667,23.3424,8.57320000001
362.02,6.7589,26.5918666667,11.2328,7.13273333333,5.278,7.3507,33.6666666667,10.4682666667,23.3884,8.48366666667
362.39,6.60286666666,26.4687666667,11.0598666667,6.89546666667,5.132,7.1851,33.5996,10.2892,23.271,8.2708
362.75,6.52896666666,26.3901333333,10.9712666666,6.73646666667,4.949,7.00686666667,33.4339333333,10.1444666667,23.0818,8.13779999999
363.11,6.51890000001,26.4045,10.9334,6.72186666666,4.91186666667,6.92926666667,33.3932666667,10.0603333333,23.1096,8.04066666667
363.48,6.31146666667,26.3101,10.8,6.53333333334,4.656,6.69286666667,33.2492666667,9.86566666667,23.0174666667,7.80593333333
363.84,6.31346666666,26.2741,10.6654,6.48613333334,4.52853333333,6.60833333334,33.2334,9.77826666667,23.039,7.69706666666
364.20,6.34553333334,26.2685333333,10.7081333333,6.51566666667,4.47893333333,6.64723333333,33.1802666667,9.76793333333,23.0844,7.61986666667
364.57,6.24193333333,26.1807666667,10.6567333333,6.3946,4.3296,6.6182,33.1469333333,9.6438,23.0939333333,7.53846666666
364.93,6.30083333333,26.1682666667,10.6386666667,6.39546666667,4.3234,6.61166666667,33.1448666667,9.65186666666,23.1269333333,7.56153333333
365.29,6.50833333334,26.2923333333,10.8421333333,6.55906666667,4.43686666667,6.68416666667,33.2759333333,9.81993333334,23.2446,7.6816
365.66,6.5361,26.2838333333,10.8439333333,6.58953333334,4.51746666667,6.64186666667,33.283,9.82733333333,23.2532666667,7.74193333334
366.02,6.5313,26.3507666667,10.8016666666,6.65526666667,4.4948,6.60156666667,33.2816666667,9.84959999999,23.307,7.81093333334
366.38,6.59960000001,26.4348333333,10.8636,6.68866666667,4.52873333333,6.61836666667,33.325,9.85713333333,23.3930666667,7.92906666667
366.75,6.71413333334,26.5821333333,10.9564,6.87979999999,4.70886666667,6.69863333333,33.4536,9.9476,23.5581333333,7.98573333333
367.11,6.8877,26.7777,11.1593333334,7.02213333334,4.92973333333,6.87513333333,33.7043333333,10.0808,23.7652,8.20966666666
367.47,7.12563333334,26.9345666667,11.3712,7.24626666666,5.2436,7.07106666667,33.9999333333,10.3238666667,23.9710666667,8.47700000001
367.84,7.21556666667,26.9683333333,11.4372,7.28966666666,5.33186666667,7.09483333333,34.0745333333,10.3533333333,24.0116666667,8.46460000001
368.20,7.3671,27.2007666667,11.6062,7.43113333333,5.5204,7.20233333333,34.2251333333,10.5424666667,24.1353333333,8.64520000001
368.56,7.47426666667,27.4242,11.7282,7.59713333334,5.63486666667,7.2509,34.3264666667,10.6632,24.2804,8.72706666667
368.93,7.68123333333,27.6512333333,12.0292666667,7.87520000001,5.99033333333,7.4846,34.6083333333,10.97,24.5772666667,8.9956
369.29,7.45073333333,27.4802333333,11.8030666667,7.64333333333,5.84026666667,7.35383333333,34.3842666667,10.7985333333,24.4380666667,8.81706666666
369.65,7.80656666667,27.7642,12.124,7.923,6.06713333333,7.59096666667,34.6386666667,11.0434,24.7209333333,9.12513333334
370.01,7.85876666666,27.8153666667,12.2338666667,7.9282,6.1504,7.5929,34.7173333333,11.0048,24.7482,9.12466666667
370.38,8.08236666666,28.0487333333,12.4736666667,8.20586666667,6.3644,7.7845,34.8877333333,11.2265333333,24.9802666667,9.28986666666
370.74,8.18716666667,28.1478,12.6136666667,8.25113333333,6.48173333333,7.8325,34.9543333333,11.3051333333,25.0606,9.38759999999
371.10,8.23673333333,28.2272,12.6761333333,8.28746666666,6.4914,7.8934,34.9473333333,11.4020666667,25.1192,9.44219999999
371.46,8.2427,28.2703,12.6059333333,8.27653333334,6.48733333333,7.88183333333,34.8336666667,11.3956666667,25.0994666667,9.33653333333
371.83,8.20760000001,28.3089,12.6906666667,8.34086666666,6.51226666667,7.9437,34.8878666667,11.4498,25.1479333333,9.35206666666
372.19,8.21526666667,28.2687666667,12.6245333333,8.32106666667,6.54553333333,7.90696666667,35.0280666667,11.4163333333,25.2334,9.35700000001
372.55,8.19066666666,28.197,12.5957333333,8.28073333334,6.57093333333,7.91173333333,35.0315333333,11.3815333333,25.1808666667,9.32646666666
372.92,8.0797,28.2351666667,12.4913333333,8.166,6.48206666667,7.84773333333,35.0268666667,11.2514,25.1818,9.23853333333
373.28,8.3601,28.5755,12.8482,8.47766666666,6.75146666667,8.09403333333,35.356,11.4774,25.478,9.48060000001
373.64,8.18436666667,28.5840333333,12.7424666667,8.34346666667,6.6762,7.9823,35.305,11.4176666667,25.3660666667,9.3158
374.00,8.11463333333,28.5492666667,12.6298,8.32399999999,6.67046666667,7.95336666667,35.2236,11.4648,25.3207333333,9.27373333333
374.37,8.04896666666,28.5724,12.6518,8.27179999999,6.65173333333,7.97466666667,35.2826,11.4832,25.3465333333,9.25726666667
374.73,8.07079999999,28.6036666667,12.6498666667,8.31533333333,6.62693333333,8.05016666667,35.3411333333,11.5068666667,25.4094,9.32939999999
375.09,7.95693333333,28.5413,12.4679333334,8.17733333333,6.558,7.87106666667,35.2560666667,11.3783333333,25.3451333333,9.17753333333
375.45,8.1054,28.6360333333,12.6924,8.29786666667,6.71553333333,8.0137,35.4436666667,11.4818,25.5102666667,9.32713333333
375.81,8.15586666667,28.8188333333,12.8332,8.30966666666,6.75573333333,7.9691,35.5610666667,11.5596,25.7195333333,9.46626666667
376.18,8.07953333333,28.7937666667,12.8454,8.24546666667,6.64933333333,7.89676666667,35.4849333333,11.4603333333,25.7027333333,9.38099999999
376.54,8.38813333333,29.1129666667,13.1008666667,8.52793333333,6.94453333333,8.17606666667,35.6873333333,11.7382666667,25.9848666667,9.6572
376.90,8.45756666668,29.1112666667,13.1680666667,8.55553333333,7.03853333333,8.2158,35.6136666667,11.8138666667,25.9525333333,9.71619999999
377.26,8.33556666667,29.0556333333,13.0325333333,8.48206666667,6.98953333333,8.11606666667,35.5172666667,11.7537333333,25.8710666667,9.61773333333
377.63,8.39689999999,29.1042,13.0953333333,8.51880000001,7.0044,8.1339,35.544,11.7901333333,25.9847333333,9.62533333333
377.99,8.70663333333,29.3434333333,13.3539333333,8.72839999999,7.25026666667,8.38503333334,35.7408,12.0097333333,26.2122666667,9.87986666668
378.35,8.80066666666,29.3906666667,13.3782,8.743,7.31753333333,8.37006666667,35.7797333333,12.0366,26.2847333333,9.89833333334
378.71,9.03886666666,29.6217666667,13.6366666667,8.9822,7.61026666667,8.52626666667,35.9858,12.25,26.5748666667,10.0990666667
379.07,9.15693333333,29.7602666667,13.8143333333,9.15966666667,7.76726666667,8.69886666667,36.1256666667,12.4088666667,26.728,10.2843333333
379.44,9.2219,29.9193,13.8922,9.24653333333,7.8478,8.7966,36.1810666667,12.4904666667,26.8310666667,10.4029333333
379.80,9.23069999999,29.9028,13.8325333333,9.21813333332,7.8602,8.7873,36.1398666667,12.4715333333,26.7204666667,10.3371333333
380.16,9.25766666667,29.9423333333,13.8508,9.22246666665,7.93733333333,8.8075,36.0955333333,12.5099333333,26.7355333333,10.3578
380.52,9.09743333333,29.8136666667,13.7298,9.03273333333,7.81133333333,8.61376666667,36.0381333333,12.3674666667,26.5707333333,10.1909333333
380.88,9.31323333334,30.0696666667,13.9347333333,9.22513333333,7.9592,8.79776666667,36.2534,12.5302,26.7832666667,10.3726
381.24,9.52063333333,30.1787333333,14.0390666667,9.3468,8.0642,8.94463333334,36.347,12.6439333333,26.9152666667,10.4711333333
381.61,9.49046666667,30.2410666667,14.0658666667,9.34853333333,8.11113333333,8.96676666667,36.3733333333,12.6590666667,26.9806666666,10.532
381.97,9.40033333333,30.2734,14.0902666667,9.35373333333,8.039,8.94303333333,36.4115333333,12.6384666667,27.042,10.4712
382.33,9.25303333333,30.2166333333,13.9714,9.25793333335,7.89233333333,8.82916666667,36.2576,12.4756666667,26.9487333333,10.3466
382.69,9.12963333334,30.1633333333,13.8136,9.12793333333,7.72306666667,8.73683333333,36.148,12.3332,26.8622,10.2041333333
383.05,9.24793333334,30.2587,13.9132666667,9.21246666667,7.8008,8.8157,36.1982,12.3755333333,27.0098,10.2752666667
383.41,9.17196666666,30.1596333333,13.8602,9.13266666666,7.75306666667,8.71073333333,36.0716,12.3236,26.9279333333,10.2254666667
383.77,9.28530000001,30.2401666667,13.9598,9.26260000001,7.84546666667,8.84963333333,36.1127333333,12.4334666666,27.0987333333,10.3088666667
384.14,9.38493333333,30.3892333333,14.0641333333,9.38026666667,7.97106666667,8.95913333333,36.1850666667,12.507,27.2575333334,10.4300666667
384.50,9.36256666667,30.4148333333,14.1049333333,9.38666666666,7.9038,8.98216666667,36.1986,12.4556666667,27.3454,10.4189333333
384.86,9.27346666667,30.3624333333,14.0407333333,9.32293333334,7.78553333333,8.91246666667,36.1486666667,12.3493333333,27.338,10.3122
385.22,9.13543333333,30.3884,14.0120666667,9.206,7.7082,8.79116666667,36.175,12.2732666667,27.3356666667,10.2388
385.58,9.17309999999,30.4296333333,14.0533333334,9.26819999999,7.7116,8.78833333333,36.2252,12.2896,27.3956,10.2394
385.94,9.28183333334,30.5475,14.1396,9.35053333333,7.83006666667,8.87526666667,36.2892666667,12.3785333333,27.5162,10.3277333333
386.30,9.45643333333,30.7313333333,14.3305333333,9.54866666666,8.01713333333,9.0779,36.4977333333,12.5886666667,27.7471333333,10.5036666667
386.66,9.47990000001,30.8156666667,14.4414666667,9.61806666666,8.0956,9.10813333334,36.6308,12.6850666667,27.8256,10.5584
387.03,9.45416666667,30.7871666667,14.4302,9.58286666666,8.07673333333,9.08046666667,36.5826,12.6562,27.7738666667,10.5469333333
387.39,9.40726666666,30.8044,14.3890666667,9.52380000001,7.98786666667,9.01246666667,36.5953333333,12.5950666666,27.7915333333,10.4426
387.75,9.40470000001,30.8832666667,14.4265333333,9.57560000001,8.04113333333,9.0383,36.6569333333,12.6039333333,27.7825333333,10.4838666666
388.11,9.32653333333,30.8856666667,14.3901333333,9.52853333333,7.95373333333,8.98776666666,36.6839333333,12.5786666667,27.7678,10.3952666667
388.47,9.43473333334,30.9722666667,14.4764,9.63793333333,8.07973333333,9.0541,36.6712666667,12.6916,27.817,10.5046
388.83,9.37263333334,30.9549,14.4367333334,9.56686666667,8.08226666667,8.9615,36.5749333333,12.6313333333,27.8026666667,10.4396666667
389.19,9.5146,31.0934,14.6247333333,9.7378,8.2324,9.1645,36.6588,12.7570666667,27.9803333333,10.6068
389.55,9.48226666666,31.0848666667,14.6008,9.67779999999,8.1902,9.16,36.5983333333,12.6994,27.9837333333,10.5730666667
389.91,9.32520000001,30.9395,14.4620666667,9.48646666666,8.0226,8.9652,36.3842666667,12.5597333333,27.8641333333,10.4203333333
390.27,9.22186666667,30.9434,14.3836,9.37066666666,7.9378,8.86413333333,36.3065333333,12.4275333333,27.7894,10.3304666667
390.63,9.24916666667,31.0044666667,14.3614666667,9.34513333333,7.94013333333,8.89306666667,36.2783333333,12.3783333333,27.8125333333,10.3168
391.00,9.2331,31.1032,14.3659333334,9.32786666666,7.9326,8.88656666667,36.2848,12.3736666667,27.856,10.2793333333
391.36,9.24226666666,31.1362666667,14.4032,9.36466666666,7.98453333333,8.92693333333,36.3014,12.4060666667,27.9041333334,10.3054
391.72,9.17983333333,31.1529,14.3645333333,9.27826666666,7.90526666667,8.8537,36.2455333333,12.3054,27.9563333334,10.1936666667
392.08,9.16189999999,31.1446,14.3102,9.22066666667,7.85686666666,8.81246666667,36.1980666667,12.2500666667,27.941,10.1780666667
392.44,9.0352,31.1408,14.2059333333,9.10493333333,7.74766666667,8.70746666667,36.1542,12.1445333333,27.9195333333,10.0238666667
392.80,9.00773333333,31.2289333333,14.1982,9.07546666667,7.74726666667,8.69686666667,36.2360666667,12.1567333333,27.9762,10.0052666667
393.16,8.94796666666,31.1599,14.1304,9.06793333333,7.7008,8.64266666667,36.1367333333,12.1105333333,27.9146666667,9.91073333333
393.52,8.89233333334,31.1828,14.1176666667,9.02486666667,7.69046666667,8.61393333333,36.0957333333,12.0454666667,27.8936,9.85273333333
393.88,8.93013333334,31.2912666667,14.1780666667,9.09313333333,7.7394,8.65923333333,36.2288,12.0500666667,27.9876666667,9.89639999999
394.24,8.9659,31.3083,14.2406,9.12733333333,7.79886666667,8.67503333333,36.2287333333,12.1045333333,28.0642666666,9.91586666666
394.60,8.92636666666,31.3587,14.2850666667,9.11986666667,7.78646666667,8.63803333333,36.2802666667,12.1450666667,28.1529333333,9.94833333333
394.96,8.76249999999,31.2426333333,14.1674666666,8.97833333333,7.61493333333,8.4795,36.198,12.0208666667,28.0732666667,9.76813333334
395.32,8.77736666666,31.3312666667,14.1958666667,8.99706666667,7.6218,8.46576666666,36.2218666667,12.0162666667,28.1244666667,9.77853333333
395.68,8.78693333333,31.3237666667,14.1804666667,8.97166666667,7.5892,8.44303333333,36.1876,12.012,28.0804666667,9.7618
396.04,8.88293333334,31.4693666667,14.349,9.08126666667,7.709,8.53986666667,36.3006,12.1104666667,28.2195333333,9.85013333333
396.40,8.88029999999,31.5206666667,14.3969333333,9.0708,7.7274,8.49773333333,36.3682,12.1126,28.3292666667,9.8748
396.76,8.99373333333,31.5906,14.4764,9.1636,7.81846666667,8.62776666667,36.3502,12.2129333333,28.3751333333,9.97733333333
397.12,8.97213333333,31.6745,14.4564666667,9.12300000001,7.78826666667,8.55263333333,36.4044,12.1717333333,28.4328666667,9.99006666666
397.48,8.98916666667,31.6614333333,14.4706666667,9.15526666666,7.77666666667,8.551,36.356,12.225,28.4368666667,9.99013333334
397.84,8.85900000001,31.5991,14.3469333333,9.02833333333,7.67493333333,8.43526666666,36.2748,12.105,28.3856,9.87793333333
398.20,8.88693333333,31.642,14.3664666667,9.06593333333,7.70933333333,8.47686666667,36.3454666667,12.1536,28.4139333333,9.90499999999
398.56,8.90709999999,31.6310333333,14.3606666667,9.08379999999,7.7634,8.4944,36.2976,12.1686666667,28.4018666667,9.88666666667
398.92,9.08033333334,31.8380666667,14.5204,9.21359999999,7.94046666667,8.62396666667,36.4476666666,12.3252666667,28.5608,10.0465333333
399.28,9.07443333333,31.9067666667,14.5178,9.21246666666,7.9526,8.6493,36.4866666667,12.3366,28.6417333333,10.0342666667
399.64,9.07203333334,31.9051333333,14.4933333333,9.20793333333,7.9894,8.61893333333,36.5214666667,12.3555333333,28.7106,10.0514666667
400.00,9.01506666667,31.8625666667,14.4260666667,9.15633333334,7.92473333333,8.5233,36.4338,12.334,28.6398,9.9806
400.36,9.06926666667,31.9543666667,14.4514,9.19960000001,7.95713333333,8.6177,36.4494666667,12.3824,28.6815333333,10.0161333333
400.72,8.97753333334,31.8928333333,14.3747333333,9.13373333334,7.82806666667,8.50026666667,36.4206666667,12.2743333333,28.6164666667,9.91019999999
401.08,8.86093333334,31.8740333333,14.3209333333,9.02860000001,7.7426,8.37553333333,36.3987333333,12.2486,28.5941333333,9.80866666666
401.44,8.8536,31.9865333333,14.3061333333,8.99386666666,7.73866666666,8.3133,36.4998,12.2208,28.699,9.79206666667
