wavelength,Back_PooCabf,Belly_PooCabf,Breast_PooCabf,Crissum_PooCabf,Crown_PooCabf,DorTail_PooCabf,Patch10_PooCabf,Patch11_PooCabf,Patch12_PooCabf,Rump_PooCabf,Throat_PooCabf,WingTip_PooCabf
381.97,6.04140000001,27.6884,15.0294,4.6146,4.89073333333,5.04966666667,16.8611333333,3.72506666667,24.3182666667,2.236,17.6985151515,7.6838
382.33,6.05453333333,27.8067333333,15.0696666667,4.61286666667,4.90326666667,5.01893333334,16.9249333333,3.71933333333,24.4299333333,2.23666666667,17.7494505051,7.70666666666
382.69,6.00693333333,27.8445333333,15.0622,4.53573333333,4.83833333333,4.9598,16.8957333333,3.65193333333,24.4453333333,2.18093333333,17.736379798,7.66926666667
383.05,5.97033333333,27.8738,15.0454666667,4.48986666667,4.80633333333,4.90346666667,16.9112,3.6306,24.4428,2.1518,17.7373959596,7.63486666668
383.41,5.9922,27.9463333333,15.0999333333,4.48206666667,4.81353333333,4.8726,16.966,3.65733333334,24.4912,2.16293333333,17.7800888889,7.64320000001
383.77,5.98719999999,28.0342666667,15.1205333333,4.49093333333,4.81466666667,4.8494,17.0125333334,3.66593333333,24.584,2.14053333333,17.8238161616,7.63766666666
384.14,6.02146666666,28.1609333333,15.1972,4.51793333333,4.84906666667,4.88733333333,17.0798666667,3.70226666666,24.6832,2.1708,17.9126464647,7.67140000001
384.50,6.07840000001,28.2858,15.2649333333,4.57533333333,4.8942,4.91846666667,17.1726,3.76373333333,24.771,2.21813333333,17.9795111111,7.71606666666
384.86,6.18573333333,28.4269333333,15.3702666667,4.67193333333,4.9914,5.01286666667,17.2689333333,3.85986666667,24.8707333333,2.29786666667,18.0862141414,7.79813333334
385.22,6.208,28.535,15.4354666667,4.6986,5.00913333333,5.02973333333,17.3328666667,3.8522,24.9704666667,2.29166666667,18.1317878788,7.83413333334
385.58,6.23033333333,28.6384,15.4792,4.73133333333,5.01553333333,5.04653333334,17.3916,3.88006666667,25.0032666667,2.29846666667,18.1744383838,7.85339999999
385.94,6.28660000001,28.7403333333,15.561,4.7958,5.0608,5.0892,17.4761333333,3.93866666667,25.0264666667,2.34046666667,18.2515959596,7.90813333334
386.30,6.30046666667,28.7735333333,15.5984666667,4.8132,5.0714,5.10486666667,17.4760666667,3.9774,25.0234666667,2.35466666666,18.2539959596,7.88060000001
386.66,6.35653333333,28.8394666667,15.6596,4.8804,5.1274,5.15173333333,17.5627333333,4.04513333333,25.0498666667,2.41906666667,18.294989899,7.89426666667
387.03,6.38846666667,28.9306666667,15.7348666667,4.91866666667,5.15053333333,5.16866666667,17.601,4.04966666667,25.0869333334,2.43113333333,18.3566262626,7.91153333333
387.39,6.44653333333,29.0094666667,15.7996,4.97906666667,5.199,5.2304,17.67,4.10346666667,25.1668,2.44586666666,18.4354989899,7.95206666667
387.75,6.46440000001,29.0499333333,15.8556,4.9966,5.22213333333,5.25246666667,17.7009333333,4.1276,25.1784,2.4758,18.4553979798,7.94759999999
388.11,6.45426666667,29.0607333333,15.8442666667,4.98866666667,5.2064,5.25113333333,17.725,4.14766666667,25.1298666666,2.46953333333,18.4598525253,7.94226666666
388.47,6.46746666667,29.1406666666,15.8848666667,4.98506666667,5.2066,5.24966666667,17.757,4.14093333333,25.1548666667,2.4704,18.5073656566,7.9526
388.83,6.41166666667,29.1448,15.8464,4.92473333333,5.13786666667,5.18353333333,17.7376,4.09346666667,25.1066,2.40446666666,18.4936989899,7.89586666667
389.19,6.41759999999,29.2173333333,15.8652666666,4.91293333333,5.13806666666,5.1832,17.7782666667,4.0712,25.1166,2.40166666667,18.5314888889,7.887
389.55,6.45273333334,29.2576,15.9145333333,4.94693333333,5.1852,5.20853333333,17.8188666667,4.10666666667,25.1651333333,2.4306,18.5810747475,7.90546666667
389.91,6.43926666666,29.3296,15.9407333333,4.92926666667,5.16933333334,5.1822,17.8435333333,4.08826666667,25.1919333334,2.41513333333,18.6196181818,7.89233333333
390.27,6.41526666666,29.3984,15.9403333333,4.91233333333,5.15153333333,5.15893333333,17.8823333334,4.06733333333,25.2057333333,2.3964,18.6598888889,7.90726666666
390.63,6.3758,29.4404,15.9636666667,4.88406666667,5.13013333334,5.13366666667,17.8820666667,4.042,25.1946,2.349,18.6770686869,7.89666666666
391.00,6.38053333333,29.5276666667,16.0064,4.90206666667,5.1308,5.14726666667,17.9132666667,4.07006666666,25.2358,2.35553333333,18.7036747475,7.91333333334
391.36,6.36639999999,29.5716666667,16.0064,4.8926,5.11066666667,5.11326666667,17.9016666667,4.048,25.2172,2.3548,18.6902080808,7.9054
391.72,6.38860000001,29.6433333333,16.0508666667,4.92226666666,5.13833333333,5.1322,17.9349333334,4.06806666667,25.2622666667,2.3824,18.7379494949,7.94953333333
392.08,6.41193333332,29.7176,16.1044,4.92173333334,5.15473333333,5.12026666667,17.9550666667,4.0616,25.3018,2.37973333333,18.7565030303,7.95313333333
392.44,6.38306666667,29.7106666667,16.0939333333,4.9054,5.1402,5.1032,17.9524666667,4.04793333333,25.2909333333,2.3668,18.7385515152,7.915
392.80,6.42113333333,29.7818,16.1558,4.9428,5.19193333333,5.14526666667,17.9981333333,4.0798,25.3398666667,2.4228,18.7888767677,7.95453333333
393.16,6.44453333333,29.8538666667,16.2186,4.9624,5.2202,5.15313333333,18.0472,4.10886666667,25.4174,2.4548,18.8445777778,7.95980000001
393.52,6.418,29.8628,16.2066666667,4.9276,5.17893333333,5.12446666666,18.0204,4.074,25.3923333334,2.427,18.8477717172,7.92866666667
393.88,6.45333333333,29.9187333333,16.2550666667,4.9718,5.20873333333,5.169,18.0293333333,4.1166,25.4596,2.46533333333,18.8622383838,7.95486666667
394.24,6.47846666667,29.9665333333,16.3194,4.9998,5.2234,5.18726666667,18.0586666667,4.13593333333,25.4815333333,2.47106666667,18.8955737374,7.95860000001
394.60,6.50253333335,30.046,16.3530666667,5.0424,5.25846666667,5.20926666667,18.0915333333,4.1628,25.5454,2.49526666667,18.9425939394,8.0
394.96,6.53379999999,30.1224,16.4214666667,5.07113333333,5.32333333333,5.25713333333,18.1439333333,4.19113333333,25.5895333333,2.5296,19.0054545455,8.04759999999
395.32,6.52473333334,30.2052,16.4765333333,5.0654,5.3268,5.27013333333,18.1865333333,4.1958,25.6388,2.529,19.0564909091,8.03993333334
395.68,6.55200000001,30.2993333333,16.5298666667,5.09673333333,5.35506666667,5.2986,18.2584,4.2212,25.6913333333,2.557,19.093179798,8.06893333334
396.04,6.59673333334,30.4372,16.6189333333,5.167,5.4212,5.36973333333,18.3482666667,4.28726666667,25.7822666667,2.62753333333,19.1834666667,8.13786666666
396.40,6.62899999999,30.5026,16.6606,5.1904,5.4448,5.37486666667,18.3658666667,4.30373333333,25.8230666666,2.6344,19.2026161616,8.15853333334
396.76,6.62660000001,30.5670666667,16.7022666667,5.2014,5.44313333333,5.3702,18.394,4.30246666667,25.8576,2.62306666667,19.2281515152,8.14773333334
397.12,6.63986666665,30.6174,16.7196,5.231,5.45093333333,5.39106666667,18.4021333333,4.33353333333,25.8164,2.62813333333,19.2276606061,8.15393333333
397.48,6.6312,30.7014,16.7423333333,5.24426666667,5.43906666667,5.3632,18.4114,4.3238,25.819,2.60126666666,19.1982888889,8.13839999999
397.84,6.61386666666,30.7823333333,16.7669333333,5.23673333333,5.42786666667,5.33313333333,18.4452666667,4.29646666667,25.7864666667,2.5684,19.2298626263,8.11553333334
398.20,6.60586666666,30.8819333333,16.7968666667,5.2498,5.4276,5.33753333333,18.4574,4.30053333333,25.8266666667,2.56706666667,19.2374808081,8.11866666667
398.56,6.6364,30.9456,16.8388666667,5.26793333333,5.43486666667,5.35013333333,18.5054666667,4.3172,25.8568666667,2.58246666667,19.2724141414,8.11460000001
398.92,6.59419999999,30.9878666667,16.82,5.23826666667,5.3776,5.30873333333,18.4780666667,4.2922,25.8441333333,2.54586666667,19.2513030303,8.07773333333
399.28,6.59660000001,31.0462,16.8338666667,5.25893333333,5.3838,5.3072,18.4906,4.29366666667,25.858,2.5592,19.2453838384,8.07386666666
399.64,6.53686666667,31.0826,16.8234,5.21786666666,5.33073333333,5.26253333333,18.4342666667,4.23986666667,25.8501333333,2.50193333333,19.2493737374,8.02406666667
400.00,6.52519999999,31.1107333333,16.819,5.19926666667,5.3024,5.2124,18.4252666667,4.19246666667,25.8593333333,2.4578,19.2279272727,7.99086666667
400.36,6.51293333334,31.1696,16.8598,5.22286666667,5.30446666667,5.21933333333,18.4458,4.21293333333,25.8728,2.45253333334,19.2837454546,8.00153333333
400.72,6.497,31.2309333333,16.88,5.2138,5.29506666667,5.18933333333,18.4599333333,4.19933333333,25.8972666667,2.415,19.2837515151,7.98680000001
401.08,6.47073333333,31.291,16.8846,5.1858,5.25466666667,5.14866666667,18.4266666667,4.1692,25.9382,2.3802,19.2951252525,7.97580000001
401.44,6.50326666667,31.3943333333,16.9593333334,5.2238,5.29953333333,5.1972,18.5300666667,4.2052,26.034,2.40606666667,19.3878,8.02553333333
401.80,6.47713333333,31.4182,16.9562666667,5.19986666667,5.25526666667,5.17273333333,18.5221333333,4.18953333333,26.0731333333,2.38126666667,19.3874484849,8.0014
402.16,6.47953333334,31.4388666667,16.9757333333,5.18706666667,5.2402,5.149,18.5304666667,4.18313333334,26.0846,2.37013333333,19.3922686869,8.00153333333
402.52,6.48913333334,31.5278666667,17.0004666667,5.18213333333,5.2314,5.14853333333,18.5416,4.17933333333,26.1288,2.36713333333,19.4256868687,7.99566666667
402.88,6.53313333333,31.5728666667,17.0580666667,5.23166666667,5.27606666667,5.17033333333,18.5881333333,4.21346666667,26.1606666667,2.39646666667,19.442189899,8.01193333333
403.24,6.52993333334,31.5855333333,17.0853333333,5.22746666667,5.27806666667,5.16693333333,18.5992,4.2098,26.1596,2.37973333333,19.4732222222,8.00893333333
403.60,6.55146666667,31.6165333333,17.114,5.2476,5.29386666667,5.17373333333,18.6387333333,4.22606666667,26.1638666667,2.40146666667,19.4805555556,8.02606666667
403.95,6.51666666667,31.628,17.1239333333,5.22886666667,5.2668,5.15853333333,18.6309333333,4.20766666667,26.1624,2.37426666667,19.4785191919,7.99039999999
404.31,6.46186666667,31.6451333333,17.1051333333,5.16686666666,5.21053333333,5.08486666667,18.5900666667,4.14606666667,26.1210666667,2.32193333333,19.4278080808,7.92693333333
404.67,6.46920000001,31.701,17.1285333333,5.1814,5.22033333333,5.0862,18.6173333333,4.14873333333,26.1371333333,2.33866666667,19.438369697,7.93420000001
405.03,6.51213333333,31.7863333333,17.1838666667,5.2334,5.27353333333,5.13313333333,18.681,4.19013333333,26.1739333333,2.36626666667,19.4796929293,7.96873333333
405.39,6.54093333333,31.8568666667,17.2348666667,5.26813333333,5.29566666667,5.14753333333,18.7063333333,4.2188,26.202,2.40026666667,19.5117393939,7.99046666667
405.75,6.57726666666,31.908,17.2909333333,5.30666666667,5.33526666667,5.1696,18.7557333333,4.24513333333,26.2302,2.42446666667,19.5542787879,8.02953333334
406.11,6.56846666667,31.9822666667,17.2828666667,5.30686666667,5.33533333333,5.1462,18.7709333333,4.22506666667,26.2494,2.39573333334,19.558979798,7.99780000001
406.47,6.56073333335,32.0340666667,17.3288666667,5.32006666667,5.36093333333,5.13646666667,18.7904666667,4.22673333333,26.2515333333,2.38893333333,19.5808767677,8.00086666667
406.83,6.58800000001,32.1260666667,17.3495333333,5.3386,5.37606666667,5.1454,18.8234,4.23646666667,26.2786,2.3954,19.6255878788,8.01233333334
407.19,6.62626666667,32.2442,17.3851333333,5.37573333333,5.3972,5.15773333333,18.8713333333,4.2674,26.3329333333,2.41766666667,19.6672060606,8.03899999999
407.55,6.64453333334,32.2886666667,17.4094,5.3968,5.41286666667,5.16653333333,18.8761333333,4.2926,26.3398666667,2.42546666667,19.7000060606,8.04520000001
407.90,6.67080000001,32.3648666667,17.4442,5.42633333333,5.4444,5.19313333333,18.9286,4.31573333333,26.3629333333,2.44646666667,19.7438909091,8.07606666667
408.26,6.74466666666,32.4628,17.5213333333,5.5048,5.5018,5.26526666667,19.017,4.3822,26.4450666667,2.50813333333,19.816830303,8.1382
408.62,6.77340000001,32.5127333333,17.5770666667,5.55,5.52293333333,5.2936,19.0439333334,4.43233333334,26.4710666667,2.5322,19.8834080808,8.15926666666
408.98,6.79039999999,32.5751333333,17.6176666667,5.5662,5.54066666667,5.29786666666,19.0776,4.44926666666,26.514,2.5374,19.9195313131,8.1598
409.34,6.78119999999,32.6162666667,17.642,5.5604,5.54166666667,5.2862,19.0856,4.448,26.5336666667,2.51473333333,19.9249252525,8.14193333333
409.70,6.79746666665,32.7154,17.6791333333,5.59126666667,5.56313333333,5.30106666667,19.1304,4.46306666667,26.5666,2.5312,19.9688161616,8.13686666667
410.06,6.87046666666,32.7668,17.7848,5.66173333333,5.62366666667,5.37306666667,19.1907333333,4.52973333333,26.6222,2.61213333333,20.0419373737,8.2108
410.42,6.89740000001,32.8229333334,17.8164,5.6892,5.63346666667,5.3906,19.2446,4.54133333333,26.6674,2.6264,20.0651050505,8.2388
410.77,6.8532,32.8271333333,17.8279333333,5.64846666667,5.5916,5.3458,19.2357333333,4.49986666667,26.68,2.58353333333,20.0620444444,8.2156
411.13,6.82700000001,32.8188666667,17.8374,5.62973333333,5.5762,5.32753333333,19.2213333333,4.48906666667,26.6662666667,2.55213333333,20.0582707071,8.18793333334
411.49,6.81100000001,32.8726,17.8536666667,5.6132,5.55786666667,5.31453333333,19.2468,4.47053333333,26.694,2.52413333333,20.0486666667,8.15586666666
411.85,6.84499999999,32.9463333333,17.909,5.63926666667,5.57253333333,5.32113333333,19.2679333333,4.50306666667,26.734,2.54866666667,20.098610101,8.16233333333
412.21,6.87506666666,33.054,17.9653333333,5.66693333333,5.6094,5.3578,19.3176666667,4.5338,26.7953333333,2.57413333333,20.1563919192,8.19786666666
412.57,6.87293333333,33.1522666667,18.0005333333,5.65,5.60846666667,5.3502,19.3505333334,4.512,26.8544,2.56113333333,20.1636747475,8.20026666667
412.92,6.87326666667,33.1944666667,18.0140666667,5.6582,5.60293333333,5.3562,19.3675333333,4.50973333333,26.8795333333,2.57326666667,20.1933090909,8.20053333333
413.28,6.90766666666,33.2854666667,18.0719333333,5.70033333333,5.61793333333,5.38926666667,19.3962666667,4.52413333333,26.9425333333,2.605,20.2327575757,8.2332
413.64,6.92839999999,33.3757333333,18.1199333333,5.724,5.6306,5.413,19.4274666666,4.54473333333,27.0136,2.62186666667,20.2610989899,8.26193333333
414.00,6.91966666667,33.4169333333,18.1176666667,5.72026666667,5.61886666667,5.39306666667,19.4284666667,4.54626666667,27.0172666667,2.60806666667,20.2536383838,8.25366666667
414.36,6.95713333333,33.5318,18.2079333333,5.76813333333,5.66026666667,5.4122,19.4599333333,4.57693333333,27.1014666667,2.63393333333,20.3103434344,8.28160000001
414.72,6.9986,33.5750666667,18.2552,5.81093333333,5.67673333333,5.43686666667,19.4933333333,4.61893333333,27.1276666667,2.67213333333,20.3281878788,8.2966
415.07,7.02046666667,33.6523333333,18.3038666667,5.84486666667,5.69766666667,5.45126666667,19.5203333333,4.62026666667,27.1706666667,2.6924,20.3452282828,8.32640000001
415.43,7.03933333334,33.7163333333,18.3437333333,5.87406666667,5.71093333333,5.4478,19.536,4.6332,27.1936,2.706,20.3627151515,8.3442
415.79,7.0308,33.7589333333,18.3681333333,5.888,5.70406666667,5.4378,19.5581333333,4.6204,27.2276666667,2.68846666667,20.3755838384,8.34633333333
416.15,6.99033333333,33.7388,18.3409333333,5.85673333333,5.6558,5.38266666667,19.4951333333,4.5838,27.1906,2.64346666667,20.3232767677,8.2946
416.51,7.00573333333,33.7714666667,18.3519333333,5.8862,5.65606666667,5.38146666667,19.485,4.602,27.2122,2.64066666667,20.3247757576,8.29879999999
416.86,7.02426666666,33.8156,18.4027333333,5.92606666666,5.67513333333,5.3866,19.4939333333,4.6306,27.2202,2.646,20.3390868687,8.33206666667
417.22,7.00553333333,33.7822666667,18.3782,5.9218,5.6682,5.3634,19.4470666667,4.64073333333,27.1808,2.64053333333,20.3122909091,8.31100000001
417.58,6.99519999999,33.7626,18.3776,5.92093333333,5.65226666667,5.33806666667,19.4019333333,4.64526666667,27.1513333333,2.62813333333,20.2761757576,8.30366666667
417.94,6.97960000001,33.7780666667,18.3697333333,5.91613333333,5.641,5.32226666667,19.3634666667,4.62546666667,27.1555333333,2.60553333333,20.2738121212,8.27859999999
418.29,6.95273333333,33.7683333334,18.3423333333,5.9122,5.60506666667,5.30433333333,19.3262,4.62513333333,27.1296666667,2.58773333333,20.2487959596,8.26033333334
418.65,6.95040000001,33.8032,18.3539333333,5.92806666667,5.60733333333,5.30793333334,19.3122,4.62506666666,27.1562666667,2.57366666667,20.2596,8.27013333333
419.01,6.94266666667,33.824,18.3452666667,5.92526666667,5.59846666667,5.2904,19.2864666667,4.628,27.1606,2.5626,20.2487979798,8.25540000001
419.37,6.9218,33.8347333333,18.3478666667,5.9142,5.57653333333,5.26933333333,19.2558666667,4.6138,27.1524,2.53406666667,20.2365434344,8.23673333334
419.73,6.91353333333,33.8446666667,18.3494666667,5.915,5.5636,5.2626,19.2110666667,4.6062,27.1458666667,2.53173333333,20.2025959596,8.22646666667
420.08,6.92826666668,33.8591333333,18.3755333333,5.94153333333,5.57793333333,5.27326666667,19.2148666667,4.62386666667,27.1650666667,2.54166666667,20.2104161616,8.23773333333
420.44,6.91406666666,33.8608666667,18.3671333333,5.92833333333,5.5564,5.254,19.181,4.61266666666,27.142,2.5266,20.1997171717,8.21686666667
420.80,6.88060000001,33.8530666667,18.3396666667,5.9008,5.5222,5.21873333333,19.1335333333,4.58073333333,27.1241333333,2.4994,20.1625717172,8.17773333333
421.16,6.88139999999,33.8697333333,18.3521333333,5.90066666667,5.51253333333,5.20786666667,19.1131333333,4.5626,27.1308,2.4844,20.1524969697,8.17246666667
421.51,6.88293333333,33.9042666666,18.3679333333,5.918,5.51513333333,5.22033333333,19.1069333333,4.56886666667,27.1481333334,2.49146666667,20.1653070707,8.1728
421.87,6.88393333333,33.9484666667,18.3986,5.92766666667,5.51426666667,5.2246,19.0983333334,4.5774,27.1624,2.4882,20.1681414142,8.18093333333
422.23,6.87906666667,33.963,18.4079333333,5.913,5.4998,5.1976,19.0795333333,4.55253333334,27.1788666667,2.46686666667,20.1623171717,8.15973333333
422.58,6.8588,33.9690666667,18.4058666666,5.90393333333,5.47946666667,5.16493333333,19.0420666667,4.53393333333,27.1600666667,2.44933333333,20.1411272727,8.12793333333
422.94,6.86593333333,33.9786,18.4321333333,5.92573333333,5.47473333333,5.16926666667,19.0387333333,4.5468,27.1684,2.45913333333,20.1523454546,8.13686666667
423.30,6.8912,34.0193333333,18.4568,5.963,5.50106666667,5.19373333333,19.0425333333,4.57266666667,27.1984666667,2.4828,20.1679090909,8.16240000001
423.66,6.89706666665,34.0586666667,18.4798666667,5.97246666667,5.505,5.188,19.0404,4.58246666667,27.2295333333,2.48006666667,20.1802222222,8.16886666667
424.01,6.90480000001,34.1104,18.5066666667,5.9836,5.5098,5.1896,19.0457333333,4.5822,27.2434666666,2.47933333333,20.197979798,8.17526666667
424.37,6.91180000001,34.1362,18.5364666667,6.00746666666,5.51826666667,5.19633333333,19.0464666667,4.597,27.2605333333,2.49046666667,20.2050949495,8.18693333334
424.73,6.93726666667,34.1832,18.5827333333,6.03713333333,5.5364,5.2162,19.0624666667,4.6214,27.286,2.51133333333,20.225589899,8.20873333333
425.08,6.93413333333,34.2310666667,18.61,6.0504,5.5312,5.21073333333,19.0776,4.62846666667,27.3041333333,2.51053333334,20.2449515151,8.21193333333
425.44,6.93566666667,34.2569333333,18.6302666667,6.05086666667,5.53,5.1916,19.0866,4.6222,27.3118,2.50073333333,20.2546808081,8.20813333334
425.80,6.95826666666,34.3113333333,18.6802,6.0898,5.54586666667,5.20246666667,19.1313333333,4.64806666667,27.3507333333,2.52026666667,20.2962464646,8.22546666666
426.16,6.98026666667,34.3701333333,18.7224,6.12373333333,5.57526666667,5.2356,19.1524,4.6812,27.3545333333,2.54626666667,20.3158929293,8.25173333334
426.51,7.00840000001,34.4279333333,18.7634666667,6.1586,5.5986,5.25893333333,19.1845333333,4.7106,27.3850666666,2.56886666667,20.3467393939,8.28119999999
426.87,7.03199999999,34.4932666667,18.815,6.18633333334,5.62733333333,5.27473333333,19.2134666667,4.72673333333,27.4125333334,2.576,20.3685717172,8.2928
427.23,7.04293333332,34.5484666667,18.864,6.20466666667,5.63573333333,5.2754,19.2486666667,4.73993333333,27.4358666667,2.58193333333,20.3976383838,8.29239999999
427.58,7.05693333333,34.609,18.9048,6.24086666667,5.6602,5.29166666667,19.2922,4.76473333333,27.4394,2.5938,20.436929293,8.30306666667
427.94,7.06700000001,34.6854,18.9574,6.26913333333,5.67306666667,5.30186666667,19.3202,4.789,27.4844,2.59893333333,20.4745616162,8.31646666667
428.30,7.08293333333,34.7718,19.0058,6.2942,5.68953333333,5.30746666667,19.3575333333,4.78546666667,27.5258,2.59753333333,20.5140242424,8.314
428.65,7.08200000001,34.8227333333,19.0407333333,6.30726666667,5.69586666667,5.29793333333,19.3883333333,4.7914,27.5509333333,2.579,20.5452464647,8.31473333332
429.01,7.08946666666,34.8554666667,19.0426,6.31853333333,5.70486666667,5.30226666667,19.4015333333,4.79886666667,27.5618666667,2.57893333333,20.5543252525,8.30993333334
429.37,7.0896,34.9074,19.0694,6.33186666667,5.70553333333,5.29873333333,19.4209333333,4.8068,27.5794,2.57186666667,20.5736888889,8.30453333333
429.72,7.07466666665,34.8993333333,19.0592,6.31366666667,5.68706666666,5.27213333333,19.4019333333,4.79253333333,27.5443333333,2.5546,20.5567030303,8.27713333333
430.08,7.07206666666,34.9202,19.0696,6.32593333333,5.67706666667,5.2548,19.4186,4.78853333333,27.5534,2.5446,20.5767292929,8.2698
430.44,7.08079999999,34.961,19.1088,6.34866666666,5.69386666667,5.26793333333,19.4552,4.8078,27.5774,2.55266666667,20.6007333333,8.27806666666
430.79,7.09133333333,35.0097333333,19.1414666667,6.37213333333,5.68833333334,5.27573333333,19.492,4.81686666667,27.6002,2.5552,20.6247111111,8.28853333334
431.15,7.09486666667,35.0531333333,19.1670666667,6.388,5.68613333333,5.2726,19.5188666667,4.8196,27.6282,2.55166666667,20.6522242424,8.30126666666
431.50,7.109,35.1098,19.1942666667,6.39706666667,5.6808,5.27726666667,19.5422666667,4.82266666667,27.6544,2.5482,20.6836606061,8.30600000001
431.86,7.12433333334,35.1538,19.2341333333,6.42313333333,5.691,5.2838,19.5838,4.8442,27.6923333333,2.56426666667,20.7077050505,8.32106666666
432.22,7.15453333333,35.1924666667,19.2719333333,6.45986666667,5.71846666667,5.31006666667,19.6228666666,4.88933333333,27.7387333333,2.59206666667,20.7387090909,8.3664
432.57,7.18040000001,35.2405333333,19.3122,6.49,5.7402,5.33733333333,19.6546,4.91,27.7524666667,2.61646666667,20.7760909091,8.38193333334
432.93,7.19886666667,35.2698666667,19.3530666667,6.50373333333,5.76293333333,5.34326666667,19.6854,4.9234,27.7724,2.63133333333,20.8054161616,8.38920000001
433.29,7.21399999999,35.2969333333,19.3924,6.53893333333,5.78373333334,5.3648,19.7147333333,4.94953333333,27.7843333333,2.65466666667,20.8347939394,8.405
433.64,7.22640000001,35.3262666667,19.4204666667,6.5584,5.79993333333,5.37126666667,19.7415333333,4.96173333333,27.8055333333,2.65893333333,20.8589979798,8.41980000001
434.00,7.22193333334,35.3442,19.4374,6.56233333334,5.80006666667,5.36286666667,19.7641333333,4.9608,27.8195333333,2.64813333334,20.8625737374,8.40993333333
434.35,7.24413333334,35.3878,19.467,6.57613333334,5.80773333333,5.36,19.7868,4.96893333333,27.834,2.65286666667,20.894179798,8.42133333333
434.71,7.25366666667,35.4376666666,19.4921333333,6.5916,5.81713333333,5.36486666667,19.8095333333,4.98413333333,27.8519333333,2.6624,20.9267292929,8.42706666668
435.07,7.26053333334,35.4296,19.4966,6.6008,5.82273333333,5.35733333333,19.7992,4.99726666667,27.8278666667,2.6698,20.9250282828,8.42219999999
435.42,7.26806666668,35.4062,19.4955333333,6.615,5.83086666666,5.35326666667,19.8052,5.00993333333,27.8034,2.6798,20.9160989899,8.41980000001
435.78,7.27786666667,35.4374,19.5178,6.62286666667,5.8414,5.35006666667,19.824,5.01386666667,27.8028666667,2.67366666667,20.9368060606,8.41546666667
436.13,7.25993333334,35.4534666667,19.5243333333,6.61686666667,5.82553333333,5.32686666667,19.8303333334,5.0,27.7658,2.65586666667,20.9474060606,8.38713333334
436.49,7.26146666667,35.4545333333,19.5216,6.6252,5.81373333334,5.30113333333,19.8426,4.99953333333,27.7598,2.6476,20.948159596,8.37193333334
436.84,7.26593333335,35.5102666667,19.5516,6.64906666667,5.80286666667,5.30173333333,19.8659333333,5.00706666667,27.7714666666,2.6362,20.9822888889,8.38206666667
437.20,7.26073333334,35.5184,19.5616666667,6.64253333333,5.78373333333,5.278,19.8686,4.99866666667,27.7704,2.61266666667,20.9906161616,8.37386666667
437.56,7.26386666667,35.5693333333,19.5933333333,6.65913333333,5.7724,5.2682,19.8872666667,4.996,27.7998666667,2.6038,21.0089373737,8.36753333333
437.91,7.2974,35.6126,19.6395333333,6.70633333333,5.80453333333,5.29833333333,19.913,5.04493333333,27.8172,2.63973333333,21.0391272727,8.40473333333
438.27,7.3026,35.6476,19.6669333333,6.73233333333,5.81133333333,5.3124,19.9471333333,5.0606,27.8482,2.64626666666,21.0623030303,8.41453333334
438.62,7.29739999999,35.6704666667,19.6846666667,6.7302,5.8048,5.2946,19.9516,5.0634,27.8614,2.63413333333,21.0760222222,8.41
438.98,7.30939999999,35.7184666667,19.7394,6.7502,5.81286666667,5.31086666667,19.9837333333,5.0768,27.9023333333,2.6446,21.1154989899,8.41946666667
439.33,7.31193333333,35.7728666667,19.7945333333,6.76926666667,5.81833333334,5.30853333334,20.0022,5.08293333333,27.9452666667,2.6416,21.1474767677,8.43093333334
439.69,7.30099999999,35.7555333333,19.7888666667,6.7772,5.80353333333,5.29273333333,19.9854,5.0832,27.9289333333,2.631,21.1455575758,8.42033333333
440.04,7.31740000001,35.7958666667,19.8298666667,6.81073333333,5.8214,5.30986666667,20.0016666666,5.102,27.971,2.64086666667,21.1656545454,8.44333333334
440.40,7.33206666665,35.8701333333,19.8806,6.8356,5.83253333333,5.3326,20.0214666667,5.1204,28.0160666667,2.651,21.1929333333,8.46653333334
440.75,7.36439999999,35.9341333333,19.938,6.8842,5.86886666666,5.3618,20.0548,5.15073333333,28.0704,2.6784,21.2210969697,8.49446666667
441.11,7.39213333333,35.9914666667,19.9724,6.91686666667,5.88846666667,5.3818,20.0722,5.16986666667,28.102,2.69866666667,21.239359596,8.51979999999
441.47,7.41046666668,36.0486,20.0070666667,6.957,5.91986666667,5.41846666667,20.096,5.19973333333,28.128,2.72173333333,21.2729676768,8.55106666667
441.82,7.41326666665,36.0662,20.0177333333,6.9686,5.91186666667,5.41506666667,20.0836,5.196,28.1394,2.71946666667,21.2779090909,8.54853333333
442.18,7.41406666667,36.0646,20.0226666667,6.97813333333,5.91086666667,5.41613333333,20.052,5.20506666667,28.1335333333,2.72206666667,21.2605232323,8.5514
442.53,7.40940000001,36.0680666667,20.0246666667,6.9966,5.91073333333,5.41013333333,20.0286,5.2028,28.1345333333,2.71553333333,21.234020202,8.54613333333
442.89,7.4084,36.0965333333,20.0292666667,7.00646666667,5.9062,5.39226666667,20.0106,5.20346666667,28.1394,2.70313333334,21.2229414141,8.54980000001
443.24,7.40420000001,36.0915333333,20.0335333334,7.025,5.8906,5.3812,19.9792,5.21333333333,28.1359333333,2.6968,21.2100666667,8.55953333333
443.60,7.40713333332,36.0981333333,20.0453333333,7.03886666667,5.88506666667,5.3892,19.956,5.21613333333,28.1225333333,2.702,21.1875878788,8.56646666666
