wavelength,Back_SpoPerm,Belly_SpoPerm,Breast_SpoPerm,Crissum_SpoPerm,Crown_SpoPerm,DorTail_SpoPerm,Patch10_SpoPerm,Patch11_SpoPerm,Rump_SpoPerm,Throat_SpoPerm,WingTip_SpoPerm
197.40,37.1363333333,26.00675,30.8165,42.3378333333,38.7583333333,34.06025,65.1565833333,36.85675,24.7205,29.3345,18.06475
197.78,36.2846666667,23.6110833333,30.9605833333,41.37725,38.02075,33.7964166666,66.2616666667,36.6319166666,23.32175,28.9062083333,19.5024166667
198.16,30.6123333334,19.6711666667,28.1745833333,35.99775,31.2925,28.68475,59.8639166667,31.4625833333,20.635,25.6520416667,16.8368333333
198.54,23.6780833333,13.3333333333,21.49425,30.0,22.7585833333,21.6666666667,53.9080833333,23.7355833333,15.1723333334,19.683875,11.5515833333
198.92,21.0680833333,10.38725,17.6055833333,29.51875,18.25125,18.8968333333,50.2346666667,21.7721666667,13.0869166667,20.0410833333,11.0916666667
199.30,23.1678333333,11.6430833333,20.4491666667,33.156,15.89825,18.9124166667,52.2458333333,20.2128333333,13.4161666667,20.5969166667,14.4798333333
199.68,24.38725,13.787,22.9779166667,38.2965833333,16.4215,22.1814166667,57.2915833334,20.5883333333,15.87025,22.3039583333,16.9730833333
200.06,17.954,6.3685,17.7506666666,35.97575,7.65583333333,17.6829166667,54.94575,11.3143333333,11.2466666667,13.245375,12.5339166667
200.44,2.55250000001,-11.1110833334,3.45349999999,26.5014166667,-8.40841666668,6.83183333333,47.4474166667,-6.08091666667,-1.27616666665,-2.10216666667,-0.975916666675
200.82,-4.88491666666,-15.4455,2.22683333332,21.1206666667,-13.5774166667,1.65233333334,38.8650833333,-12.7154166667,-4.66966666665,-10.8835833333,-3.95116666665
201.19,-14.2329166667,-23.4513333333,-4.941,11.7256666667,-20.944,-5.97324999998,31.26825,-19.98525,-10.84075,-21.2757916667,-11.28325
201.57,-37.724,-46.0573333334,-26.2545833333,-11.29025,-44.1756666667,-25.8960833333,16.3083333333,-39.7848333334,-32.7956666667,-43.9515833334,-37.4551666667
201.95,-41.94775,-48.6891666667,-34.738,-15.3558333333,-50.7490000001,-26.2171666667,13.01525,-45.69275,-39.8875833333,-49.0635833333,-44.3819166667
202.33,-31.0996666667,-37.7146666667,-27.5775,-10.39525,-42.61175,-20.61875,17.4399166667,-36.8555833333,-34.622,-37.0275,-34.1063333333
202.71,-25.3333333333,-31.5,-17.4166666667,-8.91666666668,-34.6666666667,-15.6666666667,23.8333333333,-28.4166666666,-27.3333333333,-27.4583333333,-26.1666666667
203.09,-27.6556666667,-34.249,-17.39925,-12.8204166667,-34.61525,-14.6519166667,25.7325833334,-31.95975,-26.8315833333,-31.4561666667,-29.57875
203.47,-29.8005833333,-35.8695,-22.5544166667,-14.855,-35.8695833334,-14.4021666667,21.82975,-32.5180833333,-26.721,-35.2809583333,-29.2570833333
203.85,-24.5,-26.5833333333,-19.0833333333,-13.0833333333,-30.9166666667,-9.58333333332,22.3333333333,-27.4166666667,-18.6666666667,-32.875,-19.75
204.22,-15.9604166667,-11.3701666667,-11.8644166667,-8.05074999998,-22.2455833333,-2.33074999999,24.6469166667,-15.8899166667,-9.32208333333,-25.4589166666,-10.0988333333
204.60,-24.2493333333,-13.4385,-20.9459166667,-17.4924166667,-31.4565,-10.2101666667,17.9429166667,-22.74775,-15.1650833333,-32.770375,-15.7658333333
204.98,-31.7709166666,-18.66325,-30.0346666667,-20.9200833333,-42.6215833333,-15.53825,19.1840833333,-27.691,-23.5243333333,-40.0606666667,-24.7395833333
205.36,-42.1455833333,-30.0765833333,-41.9540833333,-31.4176666666,-55.4598333333,-24.5210833333,10.4404166667,-41.85825,-31.1303333333,-50.6705,-33.62075
205.74,-38.172,-28.7635,-41.1290833333,-27.8675,-51.88175,-24.6415833333,7.61641666668,-40.0536666667,-28.1361666667,-49.5967916666,-27.2400833333
206.12,-41.05275,-35.4386666667,-47.54375,-33.5965833333,-54.12275,-31.1404166667,0.351,-44.6490833333,-28.68425,-55.7455833333,-31.5790833334
206.50,-58.9215,-57.5489166667,-66.2744166667,-51.7646666667,-70.5882499999,-41.1764166667,-12.3529166667,-57.05875,-41.3725833334,-81.813875,-48.33325
206.87,-43.3501666667,-43.7709166667,-53.7876666667,-36.3635,-57.1548333333,-29.5455,-6.73383333334,-43.6868333334,-30.0504166667,-67.213625,-37.0370833333
207.25,-50.0801666667,-50.9615833333,-56.1698333333,-40.70525,-64.10275,-37.41975,-10.6571666667,-49.0383333333,-38.0608333333,-70.9936666666,-41.74675
207.63,-38.88875,-37.6780833333,-40.0284166667,-30.5556666667,-49.359,-25.9971666667,-1.63816666666,-37.2505833333,-27.7066666667,-51.63825,-33.0485
208.01,-54.2813333333,-51.3761666667,-53.2109166667,-43.7309166667,-62.3088333333,-41.4373333333,-8.71566666668,-49.3883333333,-42.049,-63.570375,-49.54125
208.39,-58.5715,-57.9366666666,-52.3015,-40.0,-63.7301666666,-42.77775,-7.4605,-50.47625,-43.3333333333,-60.277625,-51.34925
208.77,-40.4761666667,-43.4875833334,-30.8123333333,-22.1989166667,-46.3585833333,-25.0000833333,5.46224999998,-32.9130833333,-27.3109166667,-39.3557916667,-36.4845833334
209.14,-32.0105,-36.9048333333,-21.8915,-15.07925,-38.75675,-18.5186666667,9.98675,-25.7935833333,-20.6349166667,-31.0846666667,-28.30675
209.52,-28.7760833334,-37.2395,-19.27075,-12.0441666667,-35.54675,-18.164,9.37525,-23.95825,-19.7265,-27.2785833333,-28.1900833333
209.90,-31.2168333333,-38.6905,-18.1878333333,-11.90475,-36.83875,-18.2539166667,10.7143333333,-25.3306666667,-20.3704166667,-26.55425,-30.15875
210.28,-29.7158333333,-32.3643333333,-9.7545,-8.85008333334,-34.6253333333,-14.6641666666,14.4056666667,-18.9923333333,-16.14975,-18.7984166667,-25.5815833333
210.66,-36.0655833333,-33.94825,-11.5435833333,-12.97825,-39.0025833334,-21.5846666667,11.6120833333,-23.9755833333,-21.7895,-21.4821666667,-30.66925
211.03,-51.5676666667,-45.9570833333,-18.72925,-25.2474166667,-50.66,-34.6535,4.20791666665,-36.3035833333,-32.4258333333,-31.6419166667,-41.6665833333
211.41,-44.5833333333,-37.5,-11.6666666667,-18.4166666667,-42.0833333334,-29.0833333333,9.08333333333,-30.0833333333,-24.25,-26.4583333333,-34.3333333333
211.79,-58.5125833333,-48.2974166667,-22.8495,-28.7633333333,-53.5841666667,-42.9210833333,-1.25458333335,-39.516,-34.05025,-43.5484166666,-46.3260833333
212.17,-45.7516666667,-39.46075,-15.196,-18.5456666667,-43.5456666666,-30.39225,1.71583333332,-29.9835833333,-24.5915,-34.8447916666,-36.5196666667
212.55,-46.5686666667,-42.974,-19.0358333333,-25.0,-47.3855833333,-35.53925,-7.51641666668,-36.1929166667,-29.41175,-38.8889583333,-42.1568333334
212.92,-81.81825,-78.1385833333,-50.21625,-60.0648333333,-87.9871666667,-77.3809166667,-37.33775,-71.5366666667,-65.69275,-79.38325,-81.3854166667
213.30,-117.44775,-108.5935,-82.4217500001,-93.8802500001,-126.953166667,-110.025916667,-64.3228333334,-101.041666667,-97.7864166667,-110.286458333,-113.411416667
213.68,-111.071416667,-93.0952499999,-72.8570833333,-80.8334166667,-118.3335,-95.9525000001,-53.9286666667,-90.2380833334,-85.1192500001,-105.356916667,-96.7858333334
214.06,-112.7935,-95.65725,-73.94375,-83.8028333333,-121.47875,-102.347333334,-58.45075,-96.9484166668,-88.9670833333,-110.21125,-97.7700000001
214.44,-115.8855,-105.989666667,-84.2449166666,-89.4530833334,-134.635583333,-116.276416667,-64.3229166666,-108.723833333,-99.2184999999,-130.013208333,-112.760583333
214.81,-71.6880833333,-69.9786666667,-52.4571666667,-53.6325,-93.5898333333,-81.8375833334,-36.1109166667,-72.6494999999,-58.8675,-88.8889166667,-73.9316666667
215.19,-67.4418333334,-67.3448333333,-56.00775,-52.9069166667,-92.9263333332,-77.5193333333,-34.3993333333,-67.5389166667,-57.7519166667,-86.6277916666,-76.4534166667
215.57,-61.79775,-58.146,-48.78275,-46.4419166667,-87.4531666667,-67.8839166667,-25.4681666667,-61.4231666667,-52.9961666667,-77.1534999999,-72.3784166667
215.95,-56.534,-51.61,-43.5605,-43.2765833333,-84.5643333333,-64.6780833333,-19.7916666667,-59.7535833333,-47.44325,-77.6517083333,-70.36
216.32,-64.77775,-56.8890833333,-52.9999166667,-55.0,-101.0,-80.7778333334,-28.1110833333,-66.4444166666,-54.5556666667,-93.4444166667,-86.2223333333
216.70,-79.0365,-61.7186666667,-62.3696666667,-62.3698333334,-114.192666667,-90.49475,-28.5155,-78.1250000001,-59.2445833334,-113.476833333,-97.7864166668
217.08,-90.1638333333,-65.8468333333,-69.1257500001,-63.93425,-114.890666667,-90.5736666668,-30.8744166667,-89.3442499999,-61.612,-120.69675,-103.552
217.46,-76.5029166667,-53.6885833333,-59.5630000001,-56.2840833333,-97.541,-79.7814166668,-22.5410833333,-88.1149166667,-50.4098333333,-116.461583334,-99.8631666667
217.83,-76.6666666668,-54.3333333333,-63.8333333334,-63.8333333333,-107.333333333,-86.6666666667,-22.3333333333,-98.3333333333,-57.0,-123.75,-111.666666667
218.21,-53.54625,-34.2198333333,-54.25525,-45.74475,-85.9930000001,-62.9433333334,-0.8865,-80.1420000001,-42.02125,-105.496333334,-94.3261666666
218.59,-19.2401666667,-4.90183333333,-20.83325,-10.9069166667,-36.0294166667,-22.4264166667,19.2401666667,-35.6615833333,-15.5638333333,-53.06375,-39.9510833333
218.97,-17.7926666667,-2.928,-14.527,-4.16666666668,-27.027,-8.22075,23.4235,-27.9278333333,-18.24325,-43.9750833333,-31.6440833334
219.34,-14.4378333333,-0.871916666658,-8.72091666665,3.29466666666,-18.1201666667,-4.94183333332,21.124,-22.1898333333,-15.2130833333,-34.7866666667,-23.35275
219.72,-27.33725,-14.8375,-25.6098333333,-8.23175000002,-31.6056666666,-20.3250833333,4.16675000001,-38.8213333333,-33.2316666667,-53.252125,-41.0568333333
220.10,-57.4999166667,-47.2619166667,-59.6428333333,-33.8093333333,-68.2144166666,-49.7619166668,-24.2856666667,-72.7380833334,-74.2856666667,-85.1787916667,-80.71425
220.47,-64.3018333333,-53.4909166667,-57.09475,-40.99075,-73.0856666667,-53.7161666667,-28.0405,-81.8694166667,-81.8694999999,-86.9931250001,-83.2207500001
220.85,-57.1580833333,-51.38875,-50.8546666667,-41.8805,-70.94025,-48.9316666667,-22.8633333333,-76.0683333334,-75.8545833334,-77.0298333333,-77.8846666667
221.23,-36.25,-31.9166666667,-31.0833333333,-26.1666666667,-47.75,-27.8333333333,-11.75,-50.0833333333,-51.5,-51.375,-51.4166666667
221.61,-47.0873333333,-42.5565833333,-42.0713333333,-35.5179166667,-59.5469166667,-40.8575833333,-24.9189166667,-55.5825833333,-61.4886666667,-62.6214166666,-59.0614166667
221.98,-49.9999166667,-43.0818333333,-43.8679166667,-35.2200833333,-58.6478333333,-45.3616666667,-24.0566666667,-55.503,-61.0063333333,-66.5095416667,-63.44325
222.36,-53.712,-45.83325,-45.7575,-38.4849166667,-61.6665833334,-51.3636666666,-28.0304166666,-56.8939166667,-61.2121666667,-70.07575,-66.5909166667
222.74,-83.5051666667,-70.9620833333,-66.58075,-63.8316666667,-87.8007500001,-78.7801666666,-50.8591666667,-85.9105833334,-83.8488333332,-96.9502083333,-94.8455000001
223.11,-123.75,-106.354166667,-102.5,-99.0625000001,-130.9375,-117.916666667,-85.1041666667,-129.375,-121.145833333,-139.6875,-138.854166667
223.49,-132.66675,-112.000083333,-108.777833333,-106.000083333,-139.444416667,-125.444416666,-90.6666666666,-139.333416667,-128.444583333,-151.388791667,-146.22225
223.87,-137.387166667,-113.851333333,-112.27475,-114.414416667,-145.946083333,-130.405583333,-97.6352499999,-138.40075,-132.995416667,-161.430041667,-146.95925
224.24,-129.555666667,-107.666833333,-108.33325,-110.777666667,-138.555416667,-125.22225,-91.1110833331,-131.55575,-126.777833333,-154.722,-137.33325
224.62,-102.255,-84.5096666667,-90.4900833332,-87.353,-107.843166667,-100.58825,-69.6079166667,-103.33325,-99.6076666666,-127.058708333,-108.921666667
225.00,-122.863166667,-97.2220833332,-108.2265,-103.205166667,-123.931666667,-122.329,-90.1708333335,-122.54275,-121.474416667,-153.47225,-126.175333333
225.38,-172.5575,-139.5115,-146.408,-141.379416667,-170.40225,-180.028666667,-128.592,-177.729916667,-172.988416667,-214.008583333,-170.689583333
225.75,-140.079333333,-108.73025,-109.788166667,-113.095333333,-137.566166667,-144.047666667,-95.3704999998,-142.06375,-138.6245,-173.478833333,-133.068666667
226.13,-108.982666667,-88.961,-86.0388333334,-93.6146666667,-109.956583333,-112.229416667,-78.8960833333,-111.147166667,-112.662333334,-136.850541667,-102.05625
226.51,-112.447166667,-94.5146666668,-91.1392500001,-97.7847499999,-115.506333333,-112.65825,-86.709,-117.61625,-117.510583333,-139.029416667,-105.274083334
226.88,-90.4356666668,-79.1665833333,-77.9355833332,-85.4167500001,-100.094666667,-94.6021666668,-75.9469999999,-98.7688333335,-100.66275,-116.572,-88.35225
227.26,-64.0855,-57.8908333333,-56.9321666667,-63.1266666667,-75.0738333333,-70.9439166667,-57.5958333333,-73.74625,-75.0,-86.3197500001,-65.9291666667
227.64,-53.6666666667,-51.4,-46.2,-55.0,-66.8666666667,-62.0,-48.9333333333,-65.8,-63.7333333333,-72.8,-54.9333333333
228.01,-36.8481666667,-37.9250833333,-31.1790833333,-39.0023333333,-47.8458333333,-43.821,-34.3538333333,-51.9841666666,-43.1405833334,-51.9275416667,-40.1928333333
228.39,-24.80625,-24.1764166667,-18.7986666667,-25.533,-32.6065833334,-28.05225,-23.8855833333,-37.4515,-26.7441666666,-35.7073333334,-25.3873333333
228.76,-27.97625,-26.0073333333,-19.7345,-26.55675,-33.01275,-26.4195,-26.2821666667,-38.5531666667,-27.8389166667,-35.5312916667,-25.3664166667
229.14,-16.0016666667,-18.0358333333,-10.446,-16.04075,-21.9483333333,-15.6885,-16.7841666667,-25.4693333334,-17.0188333333,-22.9265,-15.0626666667
229.52,-10.47925,-11.6595833333,-7.54650000001,-12.1960833333,-17.2030833333,-9.26325,-11.2660833333,-16.3805833333,-10.1216666667,-17.0063333333,-10.47925
229.89,-8.463,-8.65758333333,-6.35516666666,-10.99225,-13.8780833334,-6.93900000001,-10.5058333333,-14.1374166666,-7.19841666667,-13.8132916667,-9.01425
230.27,-8.70933333332,-6.767,-5.29458333334,-9.93108333332,-12.8445833333,-6.29691666667,-9.36716666666,-14.1604166667,-6.82950000001,-12.2335833333,-7.926
230.65,-5.83325,-3.006,-2.49991666667,-7.14283333333,-8.8095,-3.15466666667,-5.32741666667,-10.744,-4.64275000001,-8.25895833334,-5.77383333332
231.02,-2.10366666667,2.62308333333,1.93991666667,-1.31158333333,-4.50816666667,1.17475,-0.0545,-5.41,-0.710249999998,-4.15287500001,-1.58475
231.40,-1.72608333334,3.20941666667,2.64308333333,-0.107833333335,-3.77575,2.31925,1.42941666667,-3.26316666667,0.296666666667,-3.506,-0.404666666668
231.78,-4.84058333334,1.87016666666,0.137499999999,-2.53033333334,-4.89541666667,0.880083333335,-0.852500000002,-4.51041666666,-2.28266666666,-6.1195,-3.32766666667
232.15,-8.07816666667,-1.44558333333,-2.57916666667,-4.56349999999,-6.80266666666,-0.793583333331,-2.86275,-5.839,-5.41391666666,-8.12083333334,-5.58400000001
232.53,-6.60541666668,0.306666666667,-0.195249999998,-2.20175,-5.46258333333,1.25425,-1.03116666667,-4.01333333333,-4.18075,-6.702875,-3.70675
232.90,-5.96425,1.19858333333,0.223000000003,-1.8395,-5.90866666666,1.14266666667,-0.27875,-3.92975,-4.20841666667,-6.46604166667,-3.76241666668
233.28,-6.03633333333,2.21683333333,0.988333333332,-1.68266666667,-5.4755,1.81641666667,1.49558333333,-3.89958333334,-3.97975,-5.00808333333,-4.11308333333
233.66,-5.5725,1.72241666667,1.89975,-0.582666666665,-4.68599999999,2.381,3.47008333332,-3.01425,-3.11558333333,-4.812375,-3.77391666667
234.03,-7.39291666668,0.470083333332,1.12333333333,-0.548666666665,-6.08666666667,0.9405,2.71700000001,-4.31033333334,-4.91125,-6.17816666667,-5.14641666667
234.41,-7.31083333333,0.127666666667,0.920166666665,-0.383416666668,-6.953,1.25266666667,2.68408333333,-4.16658333334,-4.16666666667,-6.51833333333,-5.13800000001
234.78,-8.20433333333,-0.696583333332,0.722333333333,-1.54791666667,-9.31366666667,-0.516083333334,0.154749999997,-6.01125,-5.05675,-8.449375,-5.13433333333
235.16,-9.21600000001,-3.6345,-0.752916666667,-2.88166666667,-10.9813333333,-1.58358333333,-2.2845,-8.17758333334,-6.77583333334,-9.44970833335,-5.45174999999
235.54,-6.76591666667,-0.757666666665,2.27291666667,-1.30616666667,-7.86316666666,0.522416666667,-0.0520833333307,-5.98233333333,-4.41483333333,-5.55129166667,-2.03775
235.91,-4.0895,0.720166666665,3.98666666667,0.643,-5.91541666667,2.41775,1.466,-3.93525,-2.59783333333,-2.89316666666,0.874416666667
236.29,-1.43766666666,3.60624999999,6.43275,2.729,-3.70366666667,3.99608333334,4.23975,-1.16958333333,0.073083333334,0.536125,4.45916666667
236.66,-2.93983333333,1.16616666666,4.83483333333,-0.0243333333318,-4.88341666667,1.60358333333,3.13416666667,-3.03708333333,-2.16225,-0.898958333333,2.21091666667
237.04,-0.47475,2.87283333333,7.21758333333,1.8755,-2.63525,2.754,4.53458333334,-1.16325,0.189999999999,0.997041666667,4.34458333333
237.41,-0.452416666667,2.47608333333,7.21433333333,2.04758333333,-3.07141666667,2.66675,2.92841666667,-1.95241666667,0.214166666666,0.119166666668,4.88091666666
237.79,-0.0478333333325,3.17583333333,8.07066666666,2.00566666667,-2.937,2.31616666667,1.81475,-2.60266666666,-0.692583333332,1.02679166667,5.80241666667
238.17,2.28708333334,4.0535,8.94466666666,2.92133333333,-1.67558333333,3.23825,2.3325,-1.40408333333,0.656583333332,1.97004166667,6.77075
238.54,1.76508333333,3.70891666666,7.50666666666,2.14475,-1.58625,1.765,0.670333333333,-2.79266666666,-0.178583333333,0.770624999999,5.78641666667
238.92,2.90658333333,4.26833333333,8.06908333332,4.12608333333,0.18291666667,3.17075,2.35775,-0.731833333335,0.731666666667,2.621875,6.30091666667
239.29,0.197083333332,2.20641666667,5.51608333334,1.2805,-1.79283333333,1.379,-0.039416666665,-2.83691666666,-1.06391666667,-0.2955,3.42791666667
239.67,-1.111,1.326,3.9965,0.73475,-2.742,0.75283333333,-1.05725,-4.26508333332,-1.95333333333,-2.38358333333,1.89966666667
240.04,0.609,3.782,5.51275,2.16358333333,-1.53841666667,2.7725,0.673083333335,-2.11525,-0.464583333334,-1.07375,3.20525
240.42,1.85983333333,4.71325,5.72116666667,2.82508333333,-0.411666666665,3.96083333333,1.39125,-0.880166666667,0.4685,-0.120708333334,4.15958333333
240.79,3.747,6.19216666667,6.52066666667,4.112,0.973250000001,5.59616666667,2.82233333333,1.22866666667,2.11675,1.52066666667,5.93675
241.17,3.33766666667,5.91683333334,5.74341666667,3.77108333334,0.78025,5.50483333334,2.81758333333,1.31108333333,1.96141666667,1.37620833333,6.07933333334
241.54,3.37058333333,5.78808333333,5.35558333333,3.62625,1.24808333333,5.63083333333,3.22325,1.543,2.02441666667,1.47416666667,6.66283333333
241.92,3.633,5.41783333334,4.92466666667,3.902,1.65941666667,6.24333333334,3.328,1.82975,2.38591666667,1.506875,6.59316666667
242.29,3.40458333334,5.25175,4.60566666666,4.16675,2.04591666667,6.51933333333,3.5785,1.7645,2.28633333333,1.80158333333,6.72608333333
242.67,3.44808333333,5.00316666667,4.82258333333,4.28858333333,2.34058333333,7.006,4.01358333333,2.48191666667,2.66275,2.281625,6.94325
