wavelength,Back_SalAtpf,Belly_SalAtpf,Breast_SalAtpf,Crissum_SalAtpf,Crown_SalAtpf,DorTail_SalAtpf,Patch10_SalAtpf,Patch11_SalAtpf,Rump_SalAtpf,Throat_SalAtpf,WingTip_SalAtpf
332.44,2.8138,10.41106667,10.46066667,3.065733333,1.726866667,5.208133333,10.6886,1.3756,3.132,14.37993333,6.8412
332.81,2.8862,10.36006667,10.51773333,3.093,1.745266667,5.1546,10.68666667,1.415,3.087533333,14.37286667,6.7012
333.18,2.974,10.28486667,10.58293333,3.0468,1.705266667,5.184933333,10.72126667,1.439133333,3.101733333,14.4068,6.443066667
333.54,3.222533333,10.5488,10.85066667,3.3202,2.013466667,5.4193,10.81046667,1.620733333,3.341133333,14.6994,6.619533333
333.91,3.444866667,10.73426667,11.02586667,3.5462,2.2662,5.624566667,11.0174,1.779066667,3.494533333,14.96146667,6.747333333
334.28,3.736133333,10.94233333,11.16093333,3.811666667,2.537333333,5.925266667,11.21993333,1.999066667,3.722533333,15.2198,6.977666667
334.64,3.793066667,10.9462,11.1886,3.847933333,2.6594,5.960366667,11.29813333,2.030133333,3.7418,15.3668,7.023666667
335.01,3.8992,11.1274,11.23153333,3.952866667,2.826266667,6.165333333,11.4888,2.189533333,3.926733333,15.5116,7.192333333
335.38,4.002933333,11.14753333,11.2822,3.9708,2.809533333,6.232033333,11.53393333,2.200266667,3.911533333,15.52073333,7.1912
335.74,4.013,11.1964,11.36346667,3.9892,2.760133333,6.2103,11.57013333,2.093933333,3.9288,15.56713333,7.262866667
336.11,3.796,11.09593333,11.13853333,3.731266667,2.504466667,5.988566667,11.35946667,1.7528,3.755,15.42866667,7.1008
336.47,4.1058,11.48406667,11.43593333,4.051333333,2.853133333,6.3496,11.65046667,2.101066667,4.125866667,15.7528,7.5184
336.84,4.135,11.66086667,11.48733333,4.073533333,2.902133333,6.324,11.71166667,2.044533333,4.238133333,15.8696,7.639733333
337.21,4.530066667,12.1532,11.8912,4.5394,3.333333333,6.6318,12.15626667,2.4256,4.693266667,16.2844,8.1408
337.57,4.484333333,12.2126,11.9976,4.466066667,3.2894,6.6432,12.20653333,2.465733333,4.7206,16.38653333,8.078133333
337.94,4.3782,12.31033333,12.02253333,4.423333333,3.285866667,6.614766667,12.22446667,2.4346,4.679533333,16.336,8.079666667
338.31,4.494133333,12.59,12.23193333,4.5452,3.3852,6.7072,12.33886667,2.661533333,4.808666667,16.48386667,8.267533333
338.67,4.519933333,12.73746667,12.344,4.6252,3.4046,6.7973,12.40266667,2.672,4.893866667,16.56526667,8.333
339.04,4.420533333,12.67713333,12.2702,4.5766,3.285333333,6.789866667,12.4054,2.6292,4.755266667,16.54206667,8.268733333
339.4,4.3114,12.80673333,12.2756,4.617333333,3.2658,6.718433333,12.4498,2.6402,4.842333333,16.62926667,8.253866667
339.77,4.243266667,12.879,12.32026667,4.5882,3.243533333,6.6973,12.50273333,2.634066667,4.7512,16.72933333,8.189333333
340.14,4.060666667,12.7222,12.26533333,4.4018,3.0642,6.562833333,12.4466,2.558466667,4.507333333,16.60373333,8.0252
340.5,3.84,12.56106667,12.1478,4.1562,2.819333333,6.223166667,12.32006667,2.345666667,4.319533333,16.429,7.810866667
340.87,3.725866667,12.48246667,12.07526667,4.042733333,2.657666667,6.159533333,12.27513333,2.283933333,4.204733333,16.30033333,7.670733333
341.23,3.6192,12.4058,12.00346667,3.947733333,2.587466667,5.9778,12.1844,2.1488,4.005533333,16.29853333,7.4914
341.6,3.559933333,12.43453333,11.95846667,3.9426,2.552,5.959766667,12.1978,2.085933333,3.9584,16.33973333,7.503866667
341.96,3.5418,12.43686667,11.9872,3.917466667,2.474666667,5.842,12.3272,2.120333333,3.9006,16.4908,7.455133333
342.33,3.567066667,12.39726667,12.08786667,3.919733333,2.594466667,5.882433333,12.44473333,2.173133333,3.930733333,16.6022,7.414066667
342.7,3.6734,12.52266667,12.14293333,3.949933333,2.6838,5.938633333,12.59286667,2.290066667,3.9512,16.78506667,7.467533333
343.06,3.692133333,12.62513333,12.28666667,3.9818,2.789133333,5.935666667,12.6306,2.215,4.027933333,16.89953333,7.558866667
343.43,3.703,12.54473333,12.32233333,3.968133333,2.726666667,5.8775,12.654,2.167133333,3.906733333,16.9004,7.4658
343.79,3.7928,12.5506,12.484,4.0596,2.837333333,5.971633333,12.79413333,2.245666667,4.0152,17.03046667,7.510866667
344.16,3.811733333,12.64846667,12.66913333,4.1626,2.919733333,6.040066667,12.99013333,2.2724,4.125133333,17.2292,7.601466667
344.52,3.835066667,12.67533333,12.69326667,4.223,2.971066667,6.076,13.1196,2.3284,4.097533333,17.4308,7.5716
344.89,3.923466667,12.80686667,12.85866667,4.365333333,3.0766,6.207266667,13.25886667,2.498333333,4.164666667,17.65453333,7.7106
345.25,3.755266667,12.66373333,12.7778,4.165333333,2.8274,6.155233333,13.174,2.355866667,4.123733333,17.58626667,7.6222
345.62,3.742933333,12.6122,12.77473333,4.093133333,2.779666667,6.0596,13.1546,2.2594,4.099266667,17.4898,7.5308
345.99,3.8248,12.61686667,12.8468,4.1504,2.862866667,6.1819,13.13426667,2.305,4.277066667,17.50593333,7.577133333
346.35,3.596133333,12.45953333,12.66133333,3.9394,2.616466667,6.004666667,13.01833333,2.033133333,4.076066667,17.39566667,7.350933333
346.72,3.521466667,12.33593333,12.61946667,3.801266667,2.5028,5.866566667,12.92773333,1.8532,3.9974,17.26766667,7.2338
347.08,3.413733333,12.24866667,12.531,3.6738,2.306866667,5.662966667,12.8282,1.7534,3.8324,17.27586667,6.985
347.45,3.123,12.04806667,12.33573333,3.420866667,2.089466667,5.436866667,12.58526667,1.451666667,3.592066667,17.00226667,6.691466667
347.81,3.166733333,12.14353333,12.36113333,3.3868,2.0788,5.4613,12.6508,1.4882,3.6182,16.9912,6.740066667
348.18,3.187733333,12.1336,12.34426667,3.352466667,2.067333333,5.339833333,12.5984,1.4786,3.5198,16.935,6.643133333
348.54,3.273866667,12.24046667,12.4426,3.363,2.064266667,5.377133333,12.64106667,1.462733333,3.535533333,16.97306667,6.646933333
348.91,3.446133333,12.50586667,12.64453333,3.5254,2.202466667,5.524033333,12.8392,1.593,3.762,17.24506667,6.822666667
349.27,3.5696,12.73613333,12.74106667,3.691866667,2.4146,5.569733333,13.0088,1.706533333,3.816466667,17.3422,6.951666667
349.64,3.6288,12.89713333,12.82733333,3.832733333,2.5244,5.6544,13.17113333,1.8464,3.862266667,17.54193333,7.006933333
350,3.591666667,13.02246667,12.88506667,3.831666667,2.516533333,5.641466667,13.28066667,1.8468,3.760666667,17.66113333,7.057466667
350.37,3.485866667,12.9978,12.79153333,3.739666667,2.3706,5.405166667,13.287,1.688733333,3.6042,17.58913333,6.949666667
350.73,3.537466667,13.09833333,12.87666667,3.8352,2.449866667,5.454333333,13.3564,1.766933333,3.657266667,17.7498,6.978
351.1,3.679666667,13.26013333,13.04446667,3.9782,2.6298,5.685533333,13.57306667,1.916466667,3.827066667,17.86286667,7.208466667
351.46,3.997666667,13.6458,13.40226667,4.248333333,2.939933333,5.997066667,13.92513333,2.269666667,4.128266667,18.29813333,7.5152
351.83,4.028466667,13.72413333,13.48686667,4.32,3.004066667,5.902866667,13.93173333,2.2048,4.156066667,18.4218,7.530733333
352.19,4.146133333,13.85966667,13.5602,4.388333333,3.1158,6.005666667,14.09346667,2.3192,4.359133333,18.54613333,7.662
352.55,4.076333333,13.8198,13.5808,4.324866667,3.029066667,5.956566667,14.08566667,2.322066667,4.363133333,18.55913333,7.654733333
352.92,4.112133333,13.8894,13.69086667,4.422533333,3.095733333,5.9893,14.18826667,2.333,4.4468,18.5566,7.605933333
353.28,4.012133333,13.8288,13.7386,4.400133333,3.018733333,5.9229,14.2034,2.280066667,4.415,18.6196,7.444133333
353.65,4.055733333,13.774,13.7976,4.434266667,3.0336,5.907733333,14.2358,2.258333333,4.381333333,18.67946667,7.391333333
354.01,4.112266667,13.7426,13.84926667,4.413733333,3.048,5.865566667,14.29866667,2.246333333,4.393533333,18.77253333,7.285933333
354.38,4.2806,13.93906667,14.09333333,4.5806,3.208533333,6.080866667,14.42513333,2.476,4.563133333,19.0222,7.421266667
354.74,4.413266667,14.07553333,14.24093333,4.778466667,3.3844,6.228866667,14.6544,2.657133333,4.733266667,19.13113333,7.584933333
355.11,4.435666667,14.08473333,14.25286667,4.773133333,3.406933333,6.174466667,14.65633333,2.655533333,4.776133333,19.19613333,7.514666667
355.47,4.418,14.0636,14.19626667,4.759133333,3.3486,6.128366667,14.675,2.5804,4.773466667,19.20806667,7.478133333
355.83,4.361666667,14.03833333,14.15406667,4.719733333,3.264266667,6.1517,14.7584,2.599733333,4.724666667,19.1814,7.467266667
356.2,4.439133333,14.16853333,14.33306667,4.8028,3.268866667,6.234733333,14.9296,2.680333333,4.7464,19.42533333,7.5388
356.56,4.500733333,14.29553333,14.46613333,4.917733333,3.388066667,6.341733333,15.0774,2.723733333,4.839333333,19.54513333,7.638533333
356.93,4.371866667,14.16606667,14.30333333,4.72,3.230333333,6.2375,14.98033333,2.5838,4.641866667,19.46593333,7.546
357.29,4.435666667,14.18093333,14.3072,4.683333333,3.170066667,6.2548,14.96713333,2.506066667,4.5996,19.53,7.566933333
357.66,4.239266667,14.12793333,14.1362,4.496333333,2.9594,6.112433333,14.849,2.302733333,4.4666,19.44673333,7.517133333
358.02,4.116266667,14.05406667,14.07433333,4.464333333,2.8156,6.039333333,14.78026667,2.157533333,4.387666667,19.3298,7.4206
358.38,4.134733333,14.05726667,14.12793333,4.5188,2.896333333,6.016766667,14.8148,2.225533333,4.4176,19.32386667,7.466733333
358.75,4.080666667,14.06113333,14.13933333,4.449066667,2.797133333,5.919266667,14.84693333,2.205,4.336466667,19.33346667,7.346466667
359.11,3.954933333,14.04686667,14.11926667,4.355733333,2.683666667,5.8367,14.81993333,2.071066667,4.185133333,19.316,7.235666667
359.48,3.969733333,14.16146667,14.20826667,4.3922,2.7514,5.8352,14.9386,2.142666667,4.218,19.41506667,7.2694
359.84,3.9952,14.2836,14.30506667,4.461266667,2.808666667,5.836933333,15.03306667,2.1924,4.291733333,19.58026667,7.271533333
360.2,3.8754,14.20873333,14.2496,4.386866667,2.741666667,5.761166667,14.93546667,2.063933333,4.237866667,19.4752,7.112466667
360.57,3.852733333,14.24853333,14.2368,4.344266667,2.713333333,5.711733333,15.00073333,2.0506,4.2228,19.56773333,7.057466667
360.93,3.876066667,14.33306667,14.36273333,4.4052,2.744866667,5.671533333,15.08706667,2.096533333,4.257666667,19.66933333,7.101533333
361.29,3.960666667,14.4626,14.50933333,4.492733333,2.836466667,5.6801,15.24513333,2.225866667,4.3274,19.73266667,7.1536
361.66,4.0482,14.62793333,14.68206667,4.562933333,2.945333333,5.734733333,15.3992,2.345,4.378666667,19.89393333,7.2098
362.02,4.181133333,14.844,14.83726667,4.705733333,3.079666667,5.8319,15.5888,2.529,4.481133333,20.09026667,7.358866667
362.39,4.119533333,14.83186667,14.78726667,4.6248,2.972533333,5.784466667,15.56626667,2.408266667,4.404933333,20.12366667,7.243133333
362.75,4.039,14.84173333,14.7798,4.615266667,2.841866667,5.714933333,15.48913333,2.286133333,4.351133333,20.1374,7.227066667
363.11,4.040266667,14.84326667,14.8006,4.595666667,2.784533333,5.679133333,15.53213333,2.2712,4.351466667,20.15093333,7.1924
363.48,4.0862,14.86073333,14.8556,4.656933333,2.7782,5.666033333,15.578,2.288,4.350866667,20.17946667,7.195933333
363.84,4.037266667,14.88593333,14.84566667,4.583266667,2.690266667,5.634366667,15.56266667,2.213,4.284666667,20.1704,7.1008
364.2,4.0864,15.00033333,14.9082,4.6956,2.771466667,5.688166667,15.67686667,2.271533333,4.318466667,20.27686667,7.168066667
364.57,3.9862,14.9752,14.8924,4.618133333,2.644733333,5.5786,15.58866667,2.165333333,4.172866667,20.21306667,7.028466667
364.93,4.1018,15.13073333,14.97386667,4.764866667,2.769733333,5.6684,15.76493333,2.268333333,4.2656,20.41046667,7.1142
365.29,3.970266667,15.08166667,14.83313333,4.674733333,2.675733333,5.651666667,15.7336,2.177266667,4.168333333,20.3884,7.051466667
365.66,3.954266667,15.03346667,14.83473333,4.6984,2.644533333,5.6486,15.73833333,2.157533333,4.1674,20.38566667,7.017933333
366.02,3.854933333,14.93633333,14.79286667,4.5496,2.595933333,5.5639,15.63653333,2.011266667,4.054666667,20.36953333,6.9298
366.38,3.891533333,15.01806667,14.92013333,4.631666667,2.6844,5.629766667,15.75353333,2.042,4.080066667,20.46966667,7.0086
366.75,3.923666667,15.04126667,14.9752,4.6104,2.766266667,5.663133333,15.84653333,2.0554,4.097066667,20.56186667,6.976933333
367.11,4.017733333,15.23033333,15.10146667,4.7924,2.9204,5.799233333,16.00586667,2.174266667,4.188533333,20.76906667,7.083933333
367.47,3.985,15.26173333,15.10646667,4.736733333,2.904333333,5.7826,16.0004,2.152533333,4.141933333,20.84513333,7.071466667
367.84,3.978733333,15.19533333,15.09366667,4.752666667,2.938733333,5.776433333,15.97413333,2.1354,4.122733333,20.8788,7.1012
368.2,3.973,15.18073333,15.1302,4.716466667,2.871333333,5.7744,15.9496,2.138466667,4.105066667,20.89433333,7.1012
368.56,4.049533333,15.26713333,15.21746667,4.862333333,2.978133333,5.850033333,16.0604,2.264933333,4.215133333,20.99873333,7.206466667
368.93,3.9436,15.17953333,15.16693333,4.730733333,2.843,5.757633333,15.9844,2.168666667,4.141333333,20.98226667,7.105933333
369.29,3.9444,15.23213333,15.27953333,4.758733333,2.901333333,5.718166667,16.00266667,2.1708,4.184333333,21.08853333,7.109266667
369.65,3.825466667,15.25773333,15.26026667,4.6554,2.847733333,5.6636,16.02786667,2.0786,4.135333333,21.0716,7.0276
370.01,3.913066667,15.37993333,15.31726667,4.733533333,2.9234,5.749066667,16.19573333,2.153866667,4.2312,21.14493333,7.065266667
370.38,3.908266667,15.45013333,15.32273333,4.710866667,2.906666667,5.750233333,16.24866667,2.184533333,4.273333333,21.2098,7.0866
370.74,3.8752,15.452,15.3344,4.6884,2.820666667,5.681166667,16.251,2.159666667,4.2144,21.2132,7.073666667
371.1,3.873733333,15.461,15.32713333,4.666733333,2.8014,5.6382,16.2414,2.205533333,4.205666667,21.23993333,7.081066667
371.46,3.883466667,15.49746667,15.41833333,4.731066667,2.830933333,5.694933333,16.31286667,2.268933333,4.317666667,21.2934,7.141
371.83,3.931066667,15.6126,15.5262,4.793066667,2.878466667,5.7122,16.4752,2.344933333,4.360533333,21.33793333,7.201533333
372.19,3.8508,15.61593333,15.50026667,4.750133333,2.821933333,5.592933333,16.54266667,2.290866667,4.297133333,21.39013333,7.1172
372.55,3.7576,15.577,15.46493333,4.661733333,2.776466667,5.4722,16.51666667,2.155866667,4.2086,21.36386667,7.013066667
372.92,3.740733333,15.60233333,15.51326667,4.674266667,2.768733333,5.435566667,16.5488,2.1308,4.180533333,21.41566667,6.954666667
373.28,3.758333333,15.62473333,15.5394,4.6834,2.7256,5.3879,16.6274,2.1074,4.185,21.45873333,6.932466667
373.64,3.789066667,15.61433333,15.551,4.705733333,2.688466667,5.330233333,16.6456,2.081333333,4.156133333,21.57446667,6.922
374,3.650866667,15.5748,15.51693333,4.649266667,2.548333333,5.181466667,16.54006667,1.980666667,4.064333333,21.5882,6.809733333
374.37,3.663866667,15.60753333,15.6044,4.682266667,2.531,5.157633333,16.59666667,2.009,4.0548,21.67946667,6.817
374.73,3.708133333,15.71266667,15.6778,4.729666667,2.625266667,5.2455,16.703,2.077066667,4.1022,21.8178,6.850333333
375.09,3.635933333,15.71926667,15.698,4.634933333,2.564533333,5.160766667,16.77233333,1.981133333,4.037733333,21.83326667,6.775
375.45,3.674866667,15.81453333,15.74633333,4.670866667,2.6392,5.2141,16.90333333,2.006533333,4.031,21.92906667,6.735066667
375.81,3.716,15.93733333,15.81633333,4.7258,2.683733333,5.244833333,17.03533333,2.068266667,4.075933333,22.1028,6.753266667
376.18,3.817066667,16.0864,15.9576,4.851466667,2.8378,5.348266667,17.20013333,2.181133333,4.202333333,22.25,6.874733333
376.54,3.919733333,16.24346667,16.124,4.973133333,2.9108,5.532033333,17.34213333,2.311933333,4.3048,22.418,6.968733333
376.9,3.887733333,16.31566667,16.18106667,4.964666667,2.922333333,5.605366667,17.3822,2.320333333,4.280133333,22.44533333,6.9798
377.26,3.905133333,16.393,16.26073333,4.989133333,2.9574,5.6683,17.4476,2.3812,4.2892,22.55046667,7.024666667
377.63,3.983466667,16.57293333,16.3662,5.078,3.0502,5.7761,17.59566667,2.501866667,4.380133333,22.65953333,7.114266667
377.99,4.057133333,16.6884,16.49666667,5.166133333,3.140533333,5.885733333,17.74573333,2.583866667,4.4742,22.76353333,7.219266667
378.35,4.023666667,16.71093333,16.49866667,5.1572,3.117266667,5.853833333,17.78433333,2.5166,4.461066667,22.79146667,7.167933333
378.71,3.996533333,16.72093333,16.47413333,5.129133333,3.081133333,5.8322,17.8164,2.462933333,4.415333333,22.78306667,7.167666667
379.07,3.940866667,16.7124,16.50666667,5.155866667,3.057733333,5.839733333,17.8194,2.442666667,4.409066667,22.78446667,7.174066667
379.44,3.8832,16.68906667,16.4886,5.1322,2.946,5.741433333,17.742,2.367266667,4.332933333,22.79346667,7.154666667
379.8,3.807466667,16.63293333,16.47833333,5.102933333,2.887333333,5.637333333,17.64533333,2.2704,4.230333333,22.77093333,7.088333333
380.16,3.8476,16.74313333,16.56826667,5.161266667,2.893466667,5.665433333,17.70353333,2.310866667,4.244,22.8566,7.161133333
380.52,3.875933333,16.84913333,16.63813333,5.191466667,2.913,5.649166667,17.82266667,2.337733333,4.274533333,22.9862,7.224333333
380.88,3.879933333,16.92093333,16.67793333,5.244066667,2.936866667,5.6,17.87306667,2.3432,4.3018,23.04986667,7.240533333
381.24,3.825133333,16.96233333,16.6246,5.2316,2.918333333,5.579833333,17.86113333,2.275666667,4.286,23.07593333,7.214666667
381.61,3.852466667,17.0268,16.71013333,5.3196,2.961533333,5.583833333,17.90626667,2.304866667,4.320266667,23.17733333,7.231
381.97,3.912066667,17.1126,16.75966667,5.344,2.967733333,5.5991,17.93493333,2.353866667,4.313533333,23.25173333,7.220866667
382.33,3.913333333,17.1854,16.75053333,5.347266667,2.997,5.6618,17.9692,2.361066667,4.312666667,23.32366667,7.248466667
382.69,3.9088,17.31146667,16.8718,5.414266667,3.040866667,5.701433333,18.06746667,2.409066667,4.3746,23.43706667,7.271933333
383.05,3.9786,17.4366,17.0088,5.492066667,3.110733333,5.734233333,18.19033333,2.489933333,4.4314,23.62286667,7.308866667
383.41,4.066733333,17.60073333,17.12153333,5.5582,3.2124,5.8152,18.36706667,2.589666667,4.511333333,23.78346667,7.4138
383.77,4.096266667,17.73793333,17.22053333,5.594266667,3.242133333,5.848433333,18.49573333,2.604333333,4.551666667,23.8838,7.4716
384.14,4.118466667,17.82473333,17.22406667,5.591266667,3.277666667,5.8747,18.52606667,2.604666667,4.557733333,23.95626667,7.4654
384.5,4.071133333,17.795,17.1622,5.547133333,3.244466667,5.8452,18.49113333,2.5358,4.5012,23.951,7.3942
384.86,4.075666667,17.85793333,17.19313333,5.5472,3.259666667,5.890866667,18.62826667,2.560066667,4.520666667,24.05813333,7.443333333
385.22,4.120866667,17.9646,17.3182,5.599933333,3.294333333,5.909033333,18.74853333,2.614866667,4.542266667,24.17926667,7.4726
385.58,4.114866667,17.96266667,17.32293333,5.572733333,3.300133333,5.895533333,18.7834,2.598,4.517666667,24.22826667,7.481666667
385.94,4.155466667,18.03593333,17.37733333,5.648,3.375866667,5.9558,18.9166,2.656133333,4.574066667,24.3508,7.538466667
386.3,4.2592,18.16913333,17.51833333,5.7662,3.472866667,6.000933333,19.05933333,2.765533333,4.657,24.50473333,7.588466667
386.66,4.3254,18.21886667,17.57586667,5.808733333,3.5272,6.027266667,19.1446,2.791866667,4.7006,24.63026667,7.6204
387.03,4.374466667,18.32346667,17.592,5.843933333,3.5706,6.083633333,19.25046667,2.826,4.74,24.68253333,7.652
387.39,4.355733333,18.3744,17.6388,5.8712,3.572133333,6.087233333,19.27693333,2.8084,4.7512,24.76906667,7.6394
387.75,4.4424,18.4932,17.74726667,5.957733333,3.6516,6.201766667,19.4066,2.908733333,4.831133333,24.93166667,7.727333333
388.11,4.352066667,18.45546667,17.73633333,5.9132,3.5512,6.114866667,19.44933333,2.844266667,4.741866667,24.96013333,7.680466667
388.47,4.359,18.5188,17.79906667,5.946333333,3.554466667,6.123933333,19.57833333,2.8902,4.7674,25.08613333,7.734133333
388.83,4.3246,18.5136,17.80506667,5.916533333,3.5128,6.045233333,19.54406667,2.833533333,4.709066667,25.05473333,7.677133333
389.19,4.292933333,18.49633333,17.81126667,5.9026,3.4894,6.0472,19.57713333,2.784466667,4.705333333,25.08,7.660066667
389.55,4.2624,18.53873333,17.8624,5.886266667,3.463733333,6.034933333,19.6536,2.764,4.681,25.0824,7.615866667
389.91,4.200533333,18.6076,17.91206667,5.8526,3.417266667,5.9825,19.68786667,2.715,4.659866667,25.14113333,7.618866667
390.27,4.120666667,18.61746667,17.88,5.813,3.334466667,5.927666667,19.69773333,2.657466667,4.600733333,25.14846667,7.578866667
390.63,4.108266667,18.68893333,17.9218,5.822333333,3.323133333,5.912533333,19.73886667,2.662733333,4.570466667,25.2128,7.585333333
391,4.140266667,18.776,17.9904,5.903066667,3.350866667,5.950233333,19.79013333,2.682666667,4.605533333,25.30673333,7.6606
391.36,4.120466667,18.81193333,18.0002,5.915066667,3.320866667,5.931233333,19.8532,2.6486,4.573333333,25.32033333,7.632066667
391.72,4.134666667,18.85646667,18.04106667,5.958733333,3.340266667,5.950966667,19.92533333,2.695066667,4.6084,25.38313333,7.6382
392.08,4.118266667,18.91426667,18.05586667,5.942866667,3.345666667,5.949866667,19.93633333,2.6896,4.585333333,25.4022,7.600466667
392.44,4.104,18.98093333,18.1134,5.961533333,3.3456,5.945633333,19.96146667,2.6764,4.556866667,25.4118,7.5924
392.8,4.107933333,19.0678,18.1754,5.987933333,3.364533333,5.973633333,20.0422,2.704266667,4.557733333,25.548,7.638866667
393.16,4.090733333,19.12286667,18.21973333,6.023066667,3.386,5.977733333,20.101,2.734133333,4.526733333,25.60686667,7.651333333
393.52,4.052466667,19.1996,18.2676,6.0424,3.386,5.982966667,20.16146667,2.7324,4.504733333,25.74273333,7.659733333
393.88,4.067666667,19.22846667,18.29493333,6.069666667,3.414266667,5.975933333,20.23273333,2.752933333,4.483133333,25.80846667,7.6554
394.24,4.047933333,19.28166667,18.36106667,6.0782,3.410333333,5.961633333,20.27286667,2.7302,4.457933333,25.88473333,7.6638
394.6,3.9996,19.28766667,18.35813333,6.079066667,3.368,5.934133333,20.30133333,2.6906,4.409,25.9062,7.6304
394.96,3.907,19.23813333,18.3342,6.007,3.2958,5.838566667,20.27266667,2.639066667,4.2812,25.88186667,7.527933333
395.32,3.878533333,19.26473333,18.3764,5.978933333,3.2978,5.8408,20.30866667,2.634,4.258533333,25.95206667,7.526666667
395.68,3.795733333,19.26273333,18.3634,5.9086,3.259466667,5.7836,20.28853333,2.554933333,4.185,25.9666,7.476733333
396.04,3.8132,19.29266667,18.41513333,5.958533333,3.275266667,5.801533333,20.34926667,2.580733333,4.2174,26.07206667,7.499266667
396.4,3.863266667,19.4126,18.5458,6.0152,3.342266667,5.854833333,20.4888,2.668333333,4.288666667,26.23653333,7.5798
396.76,3.9468,19.52933333,18.66266667,6.099866667,3.433666667,5.942033333,20.60333333,2.764866667,4.367466667,26.34646667,7.627133333
397.12,4.0054,19.64113333,18.73166667,6.162533333,3.473133333,5.992933333,20.69793333,2.817,4.4174,26.4592,7.6652
397.48,4.146266667,19.79413333,18.8684,6.295333333,3.585133333,6.112933333,20.86213333,2.940533333,4.544,26.61446667,7.799
397.84,4.1538,19.83666667,18.8934,6.3112,3.5878,6.115233333,20.87646667,2.937466667,4.561,26.66593333,7.791866667
398.2,4.2114,19.92,18.98166667,6.363066667,3.652533333,6.154733333,20.96253333,3.0052,4.6022,26.7524,7.851866667
398.56,4.256466667,20.02293333,19.05393333,6.408933333,3.711666667,6.202,21.0366,3.079266667,4.647533333,26.84133333,7.8762
398.92,4.299933333,20.1312,19.12506667,6.462666667,3.754066667,6.2837,21.14913333,3.108333333,4.712,26.98166667,7.9316
399.28,4.316,20.21613333,19.2116,6.500466667,3.790733333,6.3162,21.19953333,3.142066667,4.739733333,27.0992,7.9556
399.64,4.362933333,20.31466667,19.2758,6.579533333,3.844066667,6.374333333,21.28086667,3.1964,4.776866667,27.1842,7.9964
400,4.429733333,20.41753333,19.41046667,6.670933333,3.942933333,6.4793,21.41053333,3.264666667,4.849733333,27.29666667,8.079733333
400.36,4.373666667,20.4306,19.39126667,6.639066667,3.906133333,6.449466667,21.37713333,3.186866667,4.764066667,27.28493333,8.0092
400.72,4.2306,20.36906667,19.31633333,6.563133333,3.7654,6.3256,21.33433333,3.0636,4.643866667,27.2264,7.876933333
401.08,4.1834,20.41353333,19.3418,6.5594,3.743666667,6.272733333,21.34106667,3.0342,4.610466667,27.2638,7.840733333
401.44,4.1248,20.41746667,19.36053333,6.508,3.712333333,6.233333333,21.3374,2.992866667,4.564066667,27.27806667,7.783
401.8,4.086733333,20.46933333,19.4312,6.515533333,3.692466667,6.235,21.42393333,2.985466667,4.536066667,27.3816,7.776333333
402.16,4.063533333,20.57086667,19.4834,6.535466667,3.685466667,6.2748,21.527,2.979533333,4.534466667,27.4642,7.7928
402.52,4.0936,20.65686667,19.5724,6.573,3.740733333,6.290833333,21.619,3.0162,4.582266667,27.60446667,7.8674
402.88,4.1568,20.79546667,19.7188,6.643466667,3.804466667,6.316933333,21.73653333,3.088133333,4.6254,27.7228,7.9228
403.24,4.164133333,20.85613333,19.7158,6.682266667,3.824466667,6.294166667,21.8034,3.097866667,4.611133333,27.7644,7.9466
403.6,4.1592,20.914,19.8018,6.698,3.7998,6.273366667,21.89626667,3.097266667,4.6046,27.873,7.965266667
403.95,4.156933333,21.00766667,19.85953333,6.707466667,3.781,6.2589,21.95946667,3.081,4.592466667,27.96966667,8.009266667
404.31,4.213,21.0694,19.8864,6.756333333,3.828733333,6.31,22.04326667,3.130066667,4.632333333,28.05126667,8.051066667
404.67,4.285266667,21.18433333,19.97706667,6.8206,3.8918,6.374366667,22.1296,3.174733333,4.7092,28.16873333,8.1386
405.03,4.238066667,21.18353333,19.96913333,6.7696,3.826666667,6.316866667,22.12753333,3.1212,4.624733333,28.2034,8.122
405.39,4.1812,21.2066,19.96873333,6.738733333,3.770666667,6.2625,22.1258,3.0558,4.556266667,28.2296,8.0804
405.75,4.111533333,21.1844,19.92233333,6.6994,3.7186,6.2051,22.08433333,3.011,4.486466667,28.20386667,8.0216
406.11,4.1096,21.17153333,19.92966667,6.698933333,3.723133333,6.180933333,22.09473333,3.006666667,4.486666667,28.23946667,7.9966
406.47,4.065066667,21.19726667,19.94486667,6.6704,3.681533333,6.157333333,22.12666667,2.952666667,4.4466,28.22813333,7.966733333
406.83,4.020333333,21.186,19.9114,6.636933333,3.654466667,6.1262,22.12586667,2.915533333,4.4258,28.24386667,7.9314
407.19,4.0078,21.2334,19.95233333,6.5978,3.611666667,6.104133333,22.1586,2.894333333,4.395266667,28.29333333,7.896333333
407.55,3.9384,21.1798,19.9004,6.541333333,3.548533333,6.036266667,22.10046667,2.823933333,4.315733333,28.261,7.816066667
407.9,3.9476,21.17133333,19.8906,6.555,3.572133333,6.024266667,22.08026667,2.849866667,4.319666667,28.26533333,7.7656
408.26,3.8708,21.18526667,19.90946667,6.524333333,3.497,5.936733333,22.08613333,2.7914,4.262266667,28.31933333,7.710133333
408.62,3.8738,21.20693333,19.93233333,6.544066667,3.510733333,5.933533333,22.13373333,2.811,4.241533333,28.37986667,7.699933333
