wavelength,Back_SalAtpf,Belly_SalAtpf,Breast_SalAtpf,Crissum_SalAtpf,Crown_SalAtpf,DorTail_SalAtpf,Patch10_SalAtpf,Patch11_SalAtpf,Rump_SalAtpf,Throat_SalAtpf,WingTip_SalAtpf
204.22,-1159.166667,-1177.5,-583.3333333,-1290.833333,-1214.166667,-1277.5,-830.8333333,-1662.5,-1209.166667,-892.5,-1046.666667
204.6,-1193.3332,-1179.047533,-539.0476,-1327.619067,-1195.238067,-1257.6191,-755.2382,-1703.809533,-1257.142867,-892.381,-1058.095267
204.98,-1495.555533,-1460,-756.6667333,-1596.666667,-1452.222267,-1539.9999,-979.9998667,-2031.111067,-1580.000067,-1134.444533,-1202.2222
205.36,4636.666667,4720,2580,4756.666667,4730,4446.666667,3130,6083.333333,4893.333333,3556.666667,3616.666667
205.74,-2246.666667,-2368.333333,-1226.666667,-2295,-2216.666667,-1966.666667,-1488.333333,-2898.333333,-2395,-1720,-1636.666667
206.12,-728.8888,-797.7777333,-382.7778,-745.5554667,-731.6667333,-618.3333333,-498.8888667,-945.5556,-784.9999333,-566.1111333,-566.1111333
206.5,-2022.666667,-2280,-1186.666667,-2069.333333,-1998.666667,-1676,-1502.666667,-2550.666667,-2193.333333,-1638.666667,-1582.666667
206.87,1370,1548.333333,831.6666667,1436.666667,1329.166667,1141.666667,1071.666667,1695,1493.333333,1135.833333,1105
207.25,0,0,0,0,0,0,0,0,0,0,0
207.63,3003.333333,3321.666667,2120,3101.666667,3071.666667,2565.833333,2515,3645,3368.333333,2741.666667,2428.333333
208.01,-618.1481333,-697.0370667,-425.5554667,-628.5186,-633.7037333,-500.5554667,-490.7406,-750.3704,-694.0742,-566.2962,-477.7778667
208.39,-852.8205333,-975.8974,-605.6409333,-876.9229333,-890.7692,-720.7692333,-714.3589333,-1044.6154,-975.8974,-798.9744,-663.0768667
208.77,-1101.818067,-1280.606067,-818.1817333,-1139.394,-1162.424133,-927.5758,-986.0606,-1341.212,-1237.575667,-1052.727333,-893.9394
209.14,-944.6152667,-1092.8204,-702.5641333,-974.3589333,-982.0512,-790.7692333,-842.0512,-1144.6154,-1034.871667,-891.7948667,-800.5127333
209.52,-469.0666667,-534.6666667,-348.5333333,-488,-481.0666667,-397.2,-422.9333333,-576.2666667,-511.4666667,-442.6666667,-397.8666667
209.9,-1022.051333,-1147.6922,-814.8719333,-1047.179533,-1075.8974,-881.5384667,-955.8974,-1242.564267,-1080.512867,-980.5127333,-882.0514
210.28,-1352.666667,-1470,-1136.666667,-1368.666667,-1455.333333,-1180.333333,-1300.666667,-1623.333333,-1435.333333,-1336,-1146
210.66,13953.33333,14900,12106.66667,14386.66667,15106.66667,12356.66667,13686.66667,16806.66667,15026.66667,14206.66667,12686.66667
211.03,-2261.111,-2434.444467,-1970.000067,-2291.111133,-2429.999933,-1972.777767,-2233.3332,-2718.888867,-2440,-2273.333333,-2040.000067
211.41,4637.777667,5006.666533,4008.888867,4568.8888,4860.000133,4033.3332,4502.2222,5468.889,4842.222267,4571.1112,4275.5554
211.79,770.1755333,831.5789333,676.8421333,752.9824667,803.1578,677.5437,761.0526,901.4035333,816.4912667,751.9296667,710.8772
212.17,542.716,571.6050667,470.1234,523.4566667,561.2346,475.8024,541.7284,628.6420667,570.6172,517.5308667,494.321
212.55,397.0939333,399.8291333,338.1196667,375.8973333,401.0256667,335.299,391.453,445.9829333,401.8803333,372.8204,361.3674
212.92,413.7143333,413.1428,352.1905333,383.6190667,421.3333333,357.2378667,401.7142,469.3333333,421.3332667,383.8096,374.6665333
213.3,603.7680667,611.5942667,517.1014667,569.2754,633.3333333,531.5941333,591.5943333,691.3043333,626.6665333,558.5507333,556.5217333
213.68,1326,1372.666667,1143.333333,1259.333333,1410,1180.666667,1280.666667,1537.333333,1401.333333,1226.666667,1264.666667
214.06,749.804,761.9607333,630.9802667,696.8626,767.451,647.0586333,683.5294667,864.3138,786.2744667,678.4313333,701.5688
214.44,571.212,593.9394667,457.2728,539.3937333,573.3332667,493.6363667,498.485,657.2728,590.0000667,503.3332667,525.4545333
214.81,-715.7143333,-747.6189333,-506.1904,-647.1429333,-708.5714667,-583.0952667,-587.6189333,-815.2381333,-726.1905333,-570,-620.0000667
215.19,-218.3332667,-233.8888,-140.1853333,-200.3703333,-213.889,-168.8888,-164.0739333,-251.2963333,-217.5925333,-162.5927333,-183.1480667
215.57,-245.7407333,-251.2962,-163.3334,-216.4814667,-231.4814,-180.4628667,-177.7777333,-270.9259333,-236.1110667,-174.6297333,-202.9631333
215.95,-149.1358,-143.4566667,-89.13573333,-133.0862667,-140.7408,-102.4073667,-104.1975333,-169.0124,-132.8395333,-99.87653333,-118.395
216.32,-183.6735333,-180.8164,-125.5782667,-174.4218,-180.9523333,-139.3196333,-138.9115333,-210.7482,-173.6054,-141.9046667,-164.7619333
216.7,-141.4208,-135.9564,-93.0056,-131.4756,-137.3771333,-106.8853333,-100.2186667,-163.4972667,-134.0983333,-103.9344,-128.743
217.08,-172.9560667,-164.1508,-115.7232667,-162.1383333,-169.6854667,-121.6353,-121.6352,-192.5786,-162.0126667,-130.4402667,-156.1005333
217.46,-337.4712667,-316.0919333,-234.2529333,-312.4139333,-322.2989333,-237.0116,-230.5747333,-365.2874,-312.184,-274.7127333,-291.954
217.83,-912.7779333,-816.6666,-615.5556,-812.7778,-817.2222667,-643.6110667,-628.3335333,-948.889,-828.889,-722.2221333,-739.4444667
218.21,-536.3333333,-466.3333333,-359.3333333,-477,-488,-386.8333333,-382.6666667,-547.3333333,-487,-426,-408
218.59,-507,-432,-340.3333333,-437.3333333,-463,-341.3333333,-354.3333333,-530.6666667,-471.6666667,-388.3333333,-387.3333333
218.97,-987.2726667,-875.1515333,-747.8788667,-864.2422667,-956.3636667,-702.7272667,-703.6364,-1045.454533,-939.394,-822.4242667,-770.9090667
219.34,2077.777733,1840.000067,1694.4444,1859.999933,2062.222133,1598.889,1637.7778,2277.7778,2066.6666,1822.222267,1701.1112
219.72,2891.666667,2478.333333,2311.666667,2635,2831.666667,2280,2325,3248.333333,2966.666667,2611.666667,2343.333333
220.1,5716.666667,4950,4580,4980,5420,4471.666667,4470,6290,5943.333333,5413.333333,4663.333333
220.47,-3580,-2953.3334,-2777.777933,-2931.111,-3204.444467,-2661.111167,-2704.444533,-3815.555533,-3664.444533,-3262.222333,-2568.8888
220.85,2815,2331.666667,2315,2368.333333,2595,2170,2205,3033.333333,2926.666667,2571.666667,2046.666667
221.23,-5783.333333,-4813.333333,-4740,-4966.666667,-5283.333333,-4706.666667,-4816.666667,-6290,-6030,-5313.333333,-4320
221.61,-716,-598.6666,-596.4446,-630.6667333,-636.4444,-619.1110667,-613.3334,-799.1110667,-766.6665333,-633.3334,-539.5555333
221.98,-290.7527333,-257.6344667,-249.4624,-263.0108,-267.5268667,-251.7204333,-249.8925333,-343.0108667,-323.6558,-263.6559333,-226.6665333
222.36,-182.5396667,-167.9366,-149.0476,-168.0953333,-166.0316667,-154.9205667,-151.5873333,-225.5554667,-215.5554667,-159.8412667,-150.1587333
222.74,-136.3841333,-117.6271333,-103.7287333,-122.9379333,-118.7569333,-118.9265,-108.0226667,-156.7231333,-146.3276667,-115.8192,-109.0393333
223.11,-83.77193333,-61.84226667,-55.3508,-71.75433333,-66.66666667,-70.08763333,-64.21046667,-94.21053333,-89.5614,-60.2632,-62.193
223.49,-59.85486667,-39.7102,-30.28986667,-45.57966667,-41.0146,-43.80433333,-35.07253333,-64.13033333,-58.768,-36.52166667,-37.174
223.87,-54.05026667,-36.84586667,-25.94986667,-39.6416,-39.49806667,-35.44813333,-29.5342,-57.56266667,-53.6202,-28.45873333,-33.33346667
224.24,-61.36546667,-44.97993333,-31.96793333,-49.31733333,-45.46193333,-41.60646667,-34.37746667,-68.27306667,-60.48193333,-26.90766667,-39.518
224.62,-59.83933333,-46.98786667,-25.38153333,-48.19266667,-47.06833333,-44.6587,-34.13653333,-70.36153333,-57.91166667,-21.36546667,-43.61453333
225,-38.11606667,-29.99993333,-5.7246,-24.4926,-25.65213333,-24.42023333,-13.55066667,-46.739,-34.85526667,-2.608866667,-23.4058
225.38,-27.5178,-22.48233333,1.2766,-15.60286667,-13.40433333,-15.6384,-2.766,-34.75173333,-27.44686667,6.453933333,-10.49653333
225.75,-30.18313333,-21.17213333,2.637333333,-13.62646667,-13.04026667,-10.69603333,-4.908466667,-33.77293333,-28.71793333,5.1282,-8.571466667
226.13,-49.12293333,-29.82453333,-5.965,-29.03506667,-22.6316,-24.82456667,-17.3684,-47.71926667,-39.82453333,-5.5264,-17.5438
226.51,-48.39506667,-31.60486667,-16.13166667,-32.75726667,-27.32506667,-30.74056667,-20.49366667,-49.13573333,-37.2016,-13.49793333,-23.9506
226.88,-53.59653333,-41.0526,-27.01753333,-39.8246,-37.807,-36.7542,-26.6666,-57.71926667,-48.1578,-21.14033333,-29.2106
227.26,-97.70486667,-86.12033333,-62.73226667,-82.29513333,-75.082,-75.1366,-64.26233333,-109.3990667,-88.306,-54.6448,-63.49753333
227.64,-104.7954,-94.61993333,-74.15213333,-92.63153333,-87.60226667,-87.5439,-79.41513333,-122.9240667,-98.59653333,-59.1814,-74.7368
228.01,-71.9634,-68.21913333,-54.79446667,-66.57546667,-58.72153333,-60.27403333,-53.60726667,-91.32426667,-64.01833333,-40.18273333,-48.49326667
228.39,-46.367,-45.3934,-32.65913333,-44.49433333,-40.3746,-40.22483333,-35.131,-65.69273333,-41.42313333,-24.26966667,-28.46446667
228.76,-30.5454,-34.7272,-23.6364,-31.2728,-26.78786667,-22.0606,-22.96966667,-47.57573333,-27.8182,-18.18186667,-17.33333333
229.14,-26.12453333,-30.6774,-21.68013333,-29.59346667,-25.85346667,-17.72346667,-22.4932,-43.30633333,-25.8536,-18.48233333,-12.95386667
229.52,-34.95793333,-38.09506667,-30.14006667,-36.35846667,-34.62173333,-26.77866667,-29.07566667,-55.18206667,-34.39766667,-28.90753333,-24.818
229.89,-37.213,-40.4918,-33.1148,-39.39886667,-41.4754,-36.0383,-30.21846667,-58.5792,-38.74306667,-32.24046667,-30.8742
230.27,-28.2974,-32.23013333,-25.80346667,-30.8874,-34.3884,-26.33096667,-21.82253333,-46.23513333,-33.18933333,-24.7482,-22.39806667
230.65,-20.72653333,-23.46153333,-16.06833333,-21.1538,-25.2564,-16.5599,-15.76913333,-34.57266667,-26.6238,-14.99993333,-11.79473333
231.02,-23.421,-24.8246,-19.34206667,-21.7982,-25.70173333,-17.71923333,-18.07013333,-37.19306667,-27.5,-17.10533333,-12.45626667
231.4,-22.39006667,-22.38993333,-19.413,-18.99366667,-25.61846667,-15.7234,-16.68753333,-33.37526667,-27.673,-18.5744,-12.53673333
231.78,-24.33333333,-22.75,-20.375,-19.25,-26.33333333,-14.8125,-17.41666667,-32.25,-29.83333333,-21.08333333,-13.08333333
232.15,-34.45186667,-28.0984,-27.38246667,-25.3244,-34.4072,-22.6623,-27.472,-38.70246667,-39.77626667,-28.94846667,-17.27086667
232.53,-25.35853333,-18.35433333,-18.22793333,-15.9072,-24.5992,-15.37976667,-19.91546667,-26.91986667,-30.886,-20.88613333,-8.903
232.9,-31.35626667,-18.06886667,-23.54026667,-20.41373333,-31.08046667,-20.27583333,-24.68953333,-30.11493333,-35.90806667,-25.24146667,-10.069
233.28,-37.94893333,-23.5898,-30.8158,-25.31466667,-34.31246667,-26.2937,-31.88813333,-34.12593333,-40.09326667,-29.55706667,-16.50346667
233.66,-27.41226667,-13.77186667,-19.91233333,-16.6668,-23.68406667,-13.0481,-20.7456,-21.84213333,-25.83333333,-16.9736,-5.219266667
234.03,-16.33506667,-5.185266667,-11.26706667,-8.654733333,-13.72306667,0.2535,-12.08573333,-11.65693333,-14.07406667,-6.705533333,3.118933333
234.41,-15.49026667,-5.607733333,-12.15693333,-8.705866667,-13.6078,-1.705766667,-12.35286667,-13.80393333,-12.00006667,-6,0.9804
234.78,-29.08673333,-16.895,-25.11426667,-19.81733333,-25.70786667,-14.70316667,-25.38813333,-27.2604,-23.10513333,-18.40166667,-12.694
235.16,-22.75266667,-13.0752,-17.16126667,-16.60206667,-19.91386667,-9.0106,-21.6344,-23.87106667,-18.83866667,-12.4732,-9.6344
235.54,-17.60493333,-11.1378,-12.53506667,-13.8124,-15.4092,-4.331233333,-17.28546667,-20.43926667,-11.61673333,-7.624733333,-7.824466667
235.91,-22.0858,-16.85073333,-15.13293333,-16.319,-18.36393333,-7.8321,-20.08173333,-23.14913333,-14.11046667,-12.10613333,-10.79726667
236.29,-23.394,-19.35353333,-15.6766,-18.50513333,-19.87873333,-9.131333333,-19.15146667,-23.1514,-15.27266667,-11.91926667,-15.11113333
236.66,-33.5458,-30.10606667,-25.98726667,-27.34606667,-28.83226667,-16.66666667,-26.28433333,-33.29073333,-24.1614,-21.2314,-24.2462
237.04,-36.05093333,-33.92786667,-27.43086667,-28.28026667,-29.29933333,-18.42883333,-26.4542,-34.98933333,-27.9406,-21.82593333,-28.32273333
237.41,-33.20346667,-33.3766,-25.0216,-28.78793333,-29.3074,-16.73146667,-22.90033333,-33.50633333,-26.49346667,-19.48053333,-27.74873333
237.79,-30.01953333,-28.928,-20.078,-25.06813333,-27.21246667,-11.3838,-18.01153333,-28.14826667,-23.58666667,-16.17933333,-23.04086667
238.17,-39.91913333,-38.86866667,-27.87866667,-34.90913333,-34.74746667,-20.00003333,-23.0706,-37.5758,-31.99993333,-24.7678,-28.8888
238.54,-39.92113333,-38.5798,-25.71993333,-34.5956,-33.4516,-17.31753333,-22.6036,-36.05526667,-32.70233333,-24.4576,-26.94273333
238.92,-30.52993333,-30.7692,-18.11953333,-26.22226667,-24.8548,-9.726533333,-13.3334,-28.00013333,-25.05973333,-17.26486667,-18.46153333
239.29,-34.25293333,-33.69453333,-22.36453333,-29.22806667,-28.93266667,-15.20533333,-15.56646667,-30.27913333,-28.63713333,-21.14946667,-21.44506667
239.67,-35.86206667,-33.9572,-22.69306667,-31.75693333,-29.58946667,-19.39253333,-16.19033333,-32.21666667,-31.6914,-22.20026667,-21.3466
240.04,-25.112,-23.03026667,-15.52053333,-23.03026667,-20.79046667,-10.94866667,-9.143533333,-23.2674,-22.187,-13.64946667,-13.59686667
240.42,-15.96546667,-13.54913333,-7.5512,-14.3042,-13.139,-3.7109,-3.322466667,-16.22426667,-12.7076,-7.119666667,-5.070133333
240.79,-13.04193333,-9.7086,-5.4826,-12.5318,-10.54646667,-2.0038,-2.677666667,-12.55,-10.4554,-5.264133333,-2.458866667
241.17,-11.4608,-8.7006,-5.004066667,-11.816,-10.26626667,-1.791966667,-3.648066667,-11.33166667,-10.07266667,-5.456,-1.307666667
241.54,-13.03966667,-8.810466667,-6.196733333,-12.01166667,-11.4244,-3.384666667,-4.669533333,-12.32013333,-11.93833333,-7.048533333,-1.997
241.92,-10.8676,-7.045066667,-5.375,-9.745533333,-9.967466667,-4.116033333,-4.1748,-10.61973333,-10.90666667,-6.0926,-0.561066667
242.29,-7.981066667,-4.251,-2.6762,-6.4654,-7.708666667,-2.4216,-2.320933333,-8.348133333,-8.253466667,-4.073333333,1.349933333
242.67,-8.122066667,-4.333333333,-3.688866667,-6.355466667,-8.255533333,-2.566666667,-3.1,-9.011066667,-8.3444,-4.266733333,1.122333333
243.05,-8.010666667,-3.562666667,-4.010666667,-6.837333333,-8.234666667,-2.474666667,-3.232,-9.098666667,-8.384,-4.394666667,1.226666667
243.42,-6.770133333,-2.346266667,-3.0388,-5.684866667,-7.059333333,-1.131766667,-2.997333333,-8.123866667,-7.772466667,-3.5658,2.046533333
243.8,-7.177,-3.144466667,-3.930533333,-5.380266667,-7.3916,-0.969833333,-3.889666667,-8.861466667,-8.555333333,-4.134733333,1.7254
244.17,-6.789,-2.976533333,-3.8634,-5.056133333,-7.257933333,-1.121433333,-3.669733333,-8.7666,-8.511733333,-3.9246,2.059066667
244.55,-6.5674,-4.023733333,-4.1928,-5.474333333,-7.372066667,-1.366266667,-3.944333333,-8.296133333,-8.693533333,-4.4212,1.1426
244.92,-4.5074,-3.026866667,-2.668466667,-3.6588,-6.2706,0.8769,-2.423466667,-6.8742,-6.506266667,-2.668466667,2.2348
245.3,-1.826533333,-0.850133333,-0.488266667,-1.557333333,-3.737333333,3.855233333,0.403933333,-4.4024,-3.274466667,-0.2272,4.334866667
245.67,-0.425333333,0.3872,0.607466667,-0.812533333,-2.368933333,5.121566667,1.473,-2.908066667,-1.731133333,0.706066667,5.186133333
246.05,-1.514866667,-0.650133333,-0.3004,-2.200866667,-3.179733333,4.990966667,6.67E-05,-4.187266667,-2.708066667,-0.1786,4.108666667
246.42,-1.341133333,-0.693533333,-0.4776,-2.028133333,-2.917866667,5.312333333,-0.373066667,-3.5656,-2.46,0.431866667,4.3244
246.79,-0.625066667,0.023866667,0.422666667,-1.2976,-2.148733333,5.8482,0.386733333,-2.3036,-1.476066667,1.190533333,4.976133333
247.17,-0.213733333,0.252066667,0.904666667,-0.597333333,-1.825733333,6.247333333,0.515266667,-1.776266667,-0.827933333,1.8312,5.652466667
247.54,0.895066667,1.162533333,1.8724,0.4476,-0.725466667,7.2249,1.929066667,-0.725333333,0.560666667,2.875466667,6.9958
247.92,1.149666667,1.4706,2.018333333,0.37,-0.409666667,7.248966667,2.3094,-0.202333333,1.115133333,3.212466667,7.179933333
248.29,1.213,1.5964,2.071733333,0.315533333,-0.470733333,7.1082,2.129933333,-0.3056,1.198466667,3.197466667,7.137333333
248.67,1.130733333,1.7964,1.9824,0.1566,-0.695066667,6.806266667,2.124266667,-0.489266667,1.164866667,3.0838,7.366666667
249.04,-0.081933333,0.895333333,0.88,-1.1358,-1.775466667,5.356766667,1.1564,-1.5962,-0.0512,2.179666667,6.610466667
249.42,-0.931,0.192866667,0.215,-1.586666667,-2.424333333,4.1929,0.473666667,-2.291866667,-0.545533333,1.542733333,6.049466667
249.79,-1.1868,-0.035333333,0.153466667,-1.399466667,-2.6572,4.145233333,0.336466667,-2.574533333,-0.543266667,1.511733333,6.223866667
250.17,-0.655466667,0.461933333,0.281,-0.724133333,-2.309733333,4.185366667,1.048666667,-1.997533333,0.174866667,1.947666667,6.5668
