wavelength,Back_HapRusf,Belly_HapRusf,Breast_HapRusf,Crissum_HapRusf,Crown_HapRusf,DorTail_HapRusf,Rump_HapRusf,Throat_HapRusf,WingTip_HapRusf
326.57,4.16153333333,8.38953333334,6.38533333333,7.61026666667,2.13693333333,5.04973333333,3.785975,6.90846666667,5.76743333333
326.94,4.04126666667,8.39733333333,6.2184,7.52799999999,2.07066666667,4.78013333333,3.648325,6.7224,5.65816666667
327.31,3.7768,8.20519999999,5.77493333333,7.21813333333,1.7676,4.40626666667,3.26859166667,6.4664,5.19393333333
327.67,3.87553333333,8.36393333334,5.84913333333,7.3868,1.82506666667,4.44386666667,3.36241666667,6.58853333333,5.30523333333
328.04,4.01446666667,8.57073333333,6.0218,7.62926666667,1.92986666667,4.56113333333,3.42789166667,6.8456,5.48656666667
328.41,3.94973333333,8.59000000001,5.9972,7.61860000001,1.78466666667,4.49666666667,3.38058333333,6.897,5.4477
328.78,4.04813333333,8.71226666667,6.1416,7.79273333333,2.00586666667,4.74333333333,3.49891666667,7.119,5.53923333333
329.14,3.92906666667,8.60166666666,6.06826666667,7.77246666667,1.88106666667,4.6624,3.41315833333,7.1066,5.44043333333
329.51,3.9176,8.65633333334,6.032,7.68533333333,1.7098,4.5662,3.30620833333,7.08646666667,5.4109
329.88,4.0164,8.86326666667,6.2216,7.82733333334,1.86266666667,4.638,3.40005833333,7.1084,5.54766666666
330.24,4.5224,9.33280000001,6.75613333333,8.34906666667,2.35053333333,5.05106666667,3.85576666667,7.56106666667,6.118
330.61,4.66506666667,9.4974,6.9452,8.56753333333,2.571,5.13853333334,4.02426666667,7.6786,6.15563333333
330.98,4.7184,9.60779999999,7.16813333333,8.72840000001,2.66666666667,5.31473333333,4.135325,7.78986666667,6.22436666667
331.34,4.50233333333,9.52260000001,7.15933333333,8.76173333332,2.61293333333,5.29686666667,4.09448333333,7.62326666667,6.2112
331.71,4.55853333333,9.56433333333,7.28933333333,8.865,2.76746666666,5.38806666667,4.09365833333,7.66333333333,6.2821
332.08,4.3888,9.46653333333,7.16053333334,8.72480000001,2.62313333333,5.22793333333,3.9509,7.52233333333,6.15556666667
332.44,4.26646666667,9.4702,7.13346666667,8.6162,2.55693333333,5.11553333333,3.87669166667,7.39486666667,6.04703333333
332.81,4.35953333333,9.66166666667,7.171,8.76259999999,2.60506666667,5.17806666667,3.98416666667,7.4658,6.0431
333.18,4.51553333333,9.8334,7.31113333333,8.91726666668,2.78773333333,5.36033333333,4.13888333333,7.6442,6.21973333333
333.54,4.57406666667,9.94566666665,7.39573333333,9.08573333333,2.96933333333,5.55806666667,4.34895,7.7346,6.29736666667
333.91,4.80573333333,10.1264666667,7.5358,9.23586666665,3.08873333333,5.7346,4.48189166667,7.979,6.36843333333
334.28,4.58426666667,10.1076,7.39206666667,9.06093333334,2.95773333333,5.55966666667,4.35104166667,7.79806666667,6.2768
334.64,4.7214,10.272,7.50046666667,9.19926666665,3.0614,5.7866,4.46959166667,7.9082,6.52693333333
335.01,4.82426666667,10.4033333333,7.60126666667,9.2156,3.22733333333,5.86166666667,4.60464166667,7.969,6.6263
335.38,5.05466666667,10.669,7.79453333333,9.36733333334,3.4298,6.05933333333,4.87449166667,8.1902,6.8434
335.74,5.06086666667,10.7992,7.741,9.36246666667,3.42786666667,6.06953333333,4.87840833334,8.2122,6.88306666667
336.11,5.28086666667,11.0243333333,7.87826666667,9.57653333333,3.74273333333,6.26973333334,5.15938333333,8.3706,7.06496666667
336.47,5.23093333333,10.978,7.6836,9.60213333333,3.64633333334,6.26333333333,5.18365833333,8.33606666666,6.99366666667
336.84,5.15986666667,10.9009333333,7.63493333334,9.52333333334,3.58473333333,6.23673333333,5.19076666666,8.3024,6.96196666667
337.21,5.17106666667,11.006,7.6624,9.5364,3.65086666667,6.29926666667,5.204675,8.33706666667,6.95213333333
337.57,5.27386666667,11.1459333333,7.8044,9.65286666667,3.80513333333,6.4266,5.2971,8.54606666667,7.01853333333
337.94,5.24806666666,11.2135333334,7.79806666667,9.70873333333,3.90226666667,6.46713333333,5.296,8.61393333334,7.11916666667
338.31,5.423,11.2068666667,7.89146666667,9.82493333334,3.994,6.52986666667,5.34953333333,8.71413333333,7.1664
338.67,5.5734,11.4442,8.0894,10.0482,4.17733333333,6.62126666667,5.63288333333,8.947,7.3318
339.04,5.67466666667,11.5666666667,8.17733333333,10.228,4.22133333333,6.788,5.78833333333,9.128,7.44533333333
339.40,5.6684,11.5702,8.215,10.3108666667,4.2182,6.78333333333,5.84095833334,9.11646666666,7.45333333333
339.77,5.50386666667,11.4302,8.12253333333,10.2566,4.06513333333,6.66406666667,5.79850833333,9.01740000001,7.31086666667
340.14,5.5314,11.4196,8.21153333333,10.3143333333,4.02713333333,6.6376,5.810675,9.0084,7.3382
340.50,5.6358,11.5529333333,8.45233333333,10.4673333333,4.1942,6.651,5.870225,9.11313333333,7.46103333333
340.87,5.4606,11.4551333333,8.36406666667,10.3646,4.01506666667,6.45353333333,5.6624,8.923,7.27566666667
341.23,5.17846666667,11.2384666667,8.13546666667,10.1994,3.70586666667,6.1414,5.442425,8.63633333333,7.10616666667
341.60,5.053,11.1984,8.0544,10.1572666667,3.5458,5.9914,5.34921666667,8.39853333333,7.0332
341.96,4.95813333333,11.1399333333,8.0438,10.0812666667,3.4462,5.905,5.34306666667,8.327,7.01716666666
342.33,4.75133333333,11.1462,7.96193333333,10.0574666667,3.35713333333,5.89626666667,5.33281666667,8.28133333333,6.9033
342.70,4.46346666667,10.9071333333,7.72593333333,9.85026666668,3.09386666667,5.73306666667,5.06579166667,8.01886666667,6.65316666667
343.06,4.3236,10.8894666667,7.5974,9.79253333334,3.0336,5.63266666667,4.97039166667,7.93946666667,6.58396666667
343.43,4.25986666667,10.9156666667,7.57286666667,9.74466666667,2.96893333333,5.63346666667,4.83289166667,7.91453333333,6.6109
343.79,4.28046666667,11.0342666667,7.68813333333,9.80746666667,3.0746,5.72313333333,4.85061666667,8.02106666666,6.6851
344.16,4.18646666667,11.0794666667,7.63706666667,9.75360000001,3.03073333333,5.69173333333,4.80954166667,8.03126666667,6.69606666667
344.52,4.2298,11.1722,7.7316,9.80259999999,3.09193333333,5.81806666667,4.93150833333,8.19013333333,6.7772
344.89,4.38033333333,11.3913333333,7.887,9.996,3.32246666667,6.0228,5.12891666667,8.4932,7.0207
345.25,4.43426666667,11.4704666667,7.99373333333,10.1242666667,3.5006,6.175,5.28568333333,8.63213333333,7.1019
345.62,4.5048,11.5845333333,8.10373333333,10.2272,3.626,6.238,5.36896666667,8.85793333333,7.20346666667
345.99,4.55546666667,11.6540666667,8.10746666667,10.3065333333,3.6308,6.27526666667,5.39163333334,8.85079999999,7.20823333333
346.35,4.64466666667,11.7212,8.14126666667,10.3289333333,3.62066666667,6.24546666667,5.41509166667,8.89039999999,7.21413333333
346.72,4.87846666666,11.9712,8.29213333333,10.5210666667,3.79333333333,6.39313333333,5.57430833333,9.11966666667,7.34723333333
347.08,4.89746666667,11.9356666667,8.30866666667,10.4891333333,3.7202,6.33373333333,5.53519166666,9.09046666667,7.28756666667
347.45,4.95073333334,12.0022666667,8.33393333333,10.5746666667,3.77513333333,6.3338,5.60565833333,9.17193333335,7.30056666667
347.81,5.08646666667,12.196,8.44946666666,10.7401333333,3.8934,6.48346666667,5.77165833333,9.32260000001,7.45333333333
348.18,4.962,12.082,8.3328,10.7022666667,3.82193333333,6.46446666667,5.682525,9.21926666668,7.28213333333
348.54,4.90553333333,12.1084,8.26593333333,10.6918666667,3.79566666667,6.41546666667,5.57619166667,9.08453333332,7.1894
348.91,4.8236,11.9980666667,8.15013333333,10.6034,3.69866666667,6.26246666667,5.44095,8.92073333333,7.03736666667
349.27,5.0746,12.2371333333,8.37333333333,10.7743333333,3.9286,6.50446666667,5.62705833333,9.13693333334,7.2653
349.64,5.052,12.2445333333,8.35333333333,10.7920666667,3.90813333333,6.56993333333,5.67303333333,9.06946666667,7.2436
350.00,4.93433333333,12.187,8.28453333333,10.7523333333,3.89366666666,6.51733333333,5.61400833333,8.98833333334,7.14976666667
350.37,4.96993333333,12.2221333333,8.33973333334,10.8639333333,4.0006,6.6398,5.619625,9.05459999999,7.2144
350.73,4.9212,12.1334,8.28853333333,10.8377333334,3.98166666667,6.5844,5.54104166667,9.03426666666,7.1793
351.10,4.78506666667,12.1171333333,8.26766666667,10.78,3.99033333333,6.56026666666,5.53078333333,9.06926666667,7.20283333333
351.46,4.764,12.0866,8.269,10.7328666667,4.01866666667,6.57286666667,5.54641666667,9.09833333335,7.17796666666
351.83,4.7792,12.0401333333,8.25753333334,10.6834,3.9958,6.53813333333,5.535,9.06606666667,7.12356666667
352.19,5.06433333333,12.28,8.5114,10.8887333333,4.27306666667,6.78626666667,5.77973333333,9.3114,7.3699
352.55,5.22926666667,12.3778666667,8.63253333333,11.005,4.3856,6.95493333333,5.932775,9.48566666667,7.55383333333
352.92,5.35226666667,12.5288666667,8.80246666666,11.144,4.49333333333,7.14866666666,6.09605,9.65613333333,7.74366666666
353.28,5.24893333333,12.4486,8.72220000001,11.0478666667,4.38333333333,7.05126666667,5.99298333333,9.59413333332,7.62883333333
353.65,5.25086666667,12.4022666667,8.6902,11.0401333333,4.35446666667,6.9984,5.95216666667,9.60426666666,7.62003333333
354.01,5.198,12.3700666667,8.65946666667,10.9706,4.275,6.9374,5.92531666666,9.57199999999,7.611
354.38,5.28766666667,12.4854666667,8.7566,11.0374,4.35746666666,6.97653333334,6.05415833333,9.6654,7.78376666667
354.74,5.19693333333,12.4892,8.77633333333,11.0105333333,4.3528,6.95073333333,6.00535833333,9.56653333333,7.76573333334
355.11,5.2044,12.4788,8.82453333333,11.081,4.32446666667,6.98573333333,5.972625,9.57373333334,7.69386666667
355.47,5.13913333333,12.4034666667,8.7388,10.9988,4.1796,6.89853333333,5.86396666667,9.47760000001,7.58333333333
355.83,5.09666666667,12.3961333333,8.76620000001,11.0441333333,4.15306666667,6.85633333333,5.81926666667,9.49679999999,7.56063333333
356.20,4.87913333333,12.2622666667,8.62453333333,10.8543333333,3.91833333333,6.6038,5.60425,9.30473333333,7.34043333333
356.56,4.88913333333,12.3307333333,8.734,10.9826,3.9804,6.64393333333,5.68405833333,9.43846666666,7.37533333333
356.93,4.7898,12.247,8.67433333334,10.9353333333,3.94026666667,6.59686666667,5.6444,9.38493333333,7.3368
357.29,4.80866666667,12.2353333333,8.66046666667,10.9579333333,3.88466666667,6.57613333333,5.60111666667,9.392,7.3493
357.66,4.77013333333,12.3193333333,8.70313333333,10.9526,3.89366666667,6.55026666667,5.58703333333,9.40460000002,7.37056666667
358.02,4.8986,12.4208,8.85246666667,11.099,4.03093333333,6.672,5.681125,9.58106666667,7.46546666666
358.38,4.824,12.3928666667,8.80426666667,11.0466,3.9886,6.62926666667,5.62323333333,9.52726666668,7.36503333334
358.75,4.93373333333,12.4521333333,8.88233333333,11.1033333333,4.08506666667,6.70613333333,5.74079166667,9.60126666665,7.46036666667
359.11,4.90686666667,12.4753333333,8.8098,11.0566,4.062,6.6134,5.72303333333,9.52540000001,7.39863333333
359.48,4.92366666666,12.5388,8.90613333333,11.1176666667,4.1126,6.67786666667,5.77016666667,9.57200000001,7.39923333334
359.84,4.98986666667,12.6142666667,8.96206666667,11.2038,4.1714,6.7662,5.8041,9.59373333333,7.44276666667
360.20,5.04853333333,12.6417333333,9.02213333333,11.3077333333,4.2402,6.8612,5.87376666667,9.67300000002,7.5318
360.57,5.0348,12.6473333333,8.97933333333,11.2300666667,4.2264,6.84473333333,5.83071666667,9.61366666667,7.4862
360.93,5.14653333333,12.7665333333,9.10106666666,11.3318,4.2728,6.881,5.88619166667,9.68133333335,7.4864
361.29,5.20546666667,12.8962,9.18673333332,11.4545333333,4.36473333333,6.94053333333,5.958125,9.71880000001,7.54506666667
361.66,5.28606666667,12.9475333333,9.26926666666,11.5538666667,4.4534,7.02846666667,6.008075,9.78066666666,7.61746666667
362.02,5.2212,12.9310666667,9.24366666667,11.5568,4.445,6.99493333333,5.97335,9.76520000001,7.58363333333
362.39,5.3262,13.0415333333,9.35733333333,11.6354666667,4.54746666667,7.10213333333,6.06660833334,9.88700000001,7.67936666667
362.75,5.371,13.0930666667,9.40346666667,11.6424,4.57493333333,7.1452,6.08224166666,9.97626666667,7.70646666667
363.11,5.46173333333,13.1412666667,9.52633333332,11.7486666667,4.66353333333,7.265,6.144125,10.1076666667,7.8173
363.48,5.51953333333,13.1835333333,9.59140000001,11.8073333333,4.74746666667,7.30693333334,6.19020833333,10.1536,7.90186666667
363.84,5.47993333333,13.1665333333,9.56506666668,11.7624,4.72626666667,7.25013333334,6.17505833333,10.1174,7.8582
364.20,5.52393333333,13.2268,9.60953333333,11.7887333333,4.77073333333,7.2182,6.2067,10.1404,7.90356666667
364.57,5.49546666667,13.2073333333,9.61013333333,11.7964,4.75246666667,7.17186666667,6.18123333333,10.1466,7.90163333333
364.93,5.441,13.1625333333,9.56700000001,11.7336666667,4.76126666666,7.16286666667,6.13806666667,10.1938,7.93616666667
365.29,5.3252,13.0644,9.49533333334,11.6152666667,4.65666666667,7.04473333333,6.01395,10.1170666667,7.83423333333
365.66,5.2624,13.0080666667,9.43620000001,11.5028666667,4.582,6.91033333334,5.95678333333,10.0396,7.69783333333
366.02,5.32266666667,13.0224,9.44773333332,11.4528666667,4.54193333333,6.90393333334,5.96619166667,10.0367333333,7.68653333333
366.38,5.24293333333,12.9292,9.3648,11.3767333333,4.45506666666,6.83326666667,5.891225,9.98146666667,7.60046666667
366.75,5.1176,12.8862666667,9.32146666666,11.3746,4.38966666667,6.74586666667,5.84441666667,9.91093333333,7.50426666667
367.11,5.19633333333,12.9504,9.41133333334,11.3832666667,4.47253333333,6.806,5.93833333333,9.90640000001,7.57606666667
367.47,5.19373333333,12.9436666667,9.42813333333,11.3959333333,4.49073333333,6.7834,5.94170833333,9.92453333335,7.56443333333
367.84,5.24406666667,13.0352,9.50226666667,11.4411333333,4.57073333333,6.8412,6.03025833333,10.021,7.62083333333
368.20,5.2768,13.1233333334,9.57473333333,11.4832,4.6172,6.93613333333,6.05581666667,10.1152666667,7.6364
368.56,5.31873333333,13.1075333333,9.55946666667,11.4467333333,4.62373333333,6.92906666667,6.0464,10.121,7.62323333333
368.93,5.4164,13.1981333333,9.65413333333,11.5268,4.6714,6.985,6.1436,10.1374,7.6238
369.29,5.6154,13.321,9.79760000001,11.6944666667,4.84953333333,7.13273333333,6.325125,10.3208,7.75973333333
369.65,5.53426666667,13.2138666667,9.726,11.6324,4.73453333333,7.08233333333,6.24930833333,10.2643333333,7.66826666667
370.01,5.51373333333,13.205,9.74313333333,11.6638,4.73633333333,7.04293333333,6.24191666667,10.2411333333,7.63823333334
370.38,5.50426666667,13.1978666667,9.74053333335,11.7047333333,4.71573333333,6.9936,6.19675833333,10.1896,7.5863
370.74,5.5208,13.1454666667,9.66553333332,11.6450666667,4.70113333333,6.96226666667,6.1348,10.1577333333,7.5496
371.10,5.40846666667,13.0391333333,9.50586666668,11.5997333333,4.54793333334,6.82066666667,5.96318333333,10.0804,7.402
371.46,5.5034,13.1556,9.54633333334,11.7139333333,4.6162,6.91946666667,6.02883333333,10.166,7.4903
371.83,5.49813333333,13.1210666667,9.48706666667,11.6939333333,4.59033333333,6.90373333333,5.971275,10.1195333333,7.46653333333
372.19,5.4514,13.0403333333,9.42366666665,11.6766,4.5298,6.84606666667,5.927475,10.0262666667,7.4402
372.55,5.43373333333,13.0429333333,9.45780000001,11.7094666667,4.50766666667,6.83113333333,5.92285833333,10.0378,7.43316666667
372.92,5.5292,13.1634666667,9.55086666667,11.8204666667,4.60673333333,6.89173333333,5.99561666667,10.1451333333,7.58046666667
373.28,5.63666666667,13.2659333333,9.64433333333,11.9108666667,4.6962,7.00253333333,6.09130833333,10.2311333333,7.66926666667
373.64,5.9078,13.5303333333,9.87973333333,12.1854,4.98853333333,7.23626666667,6.33829166667,10.4770666667,7.9188
374.00,6.0066,13.6324666667,9.92753333333,12.2752666667,5.09773333333,7.3232,6.38399166667,10.5058,8.02703333333
374.37,6.11906666667,13.7597333333,10.0793333333,12.3798,5.2284,7.4572,6.510375,10.6404666667,8.1584
374.73,6.21226666667,13.9116,10.2330666667,12.4688,5.30286666667,7.53526666667,6.64049166667,10.7782666667,8.2581
375.09,6.33806666667,14.0861333333,10.391,12.6035333333,5.43893333333,7.663,6.80108333333,10.9262666667,8.37926666667
375.45,6.3768,14.1210666667,10.4696,12.6354666667,5.48306666667,7.68273333334,6.87045,10.9857333333,8.39403333333
375.81,6.45966666667,14.231,10.5826666667,12.7409333333,5.5328,7.76346666667,6.92500833333,11.0720666667,8.4648
376.18,6.56826666667,14.3458,10.6618666667,12.818,5.59333333333,7.81806666667,7.00621666667,11.2086,8.52326666667
376.54,6.5514,14.3601333333,10.624,12.8106666667,5.5636,7.79406666667,6.968825,11.1437333334,8.47436666667
376.90,6.40226666666,14.227,10.4345333333,12.6787333333,5.39233333333,7.64653333333,6.7915,10.9908666667,8.26913333333
377.26,6.3142,14.1554666667,10.3660666667,12.634,5.3196,7.54393333334,6.70671666667,10.9319333333,8.1822
377.63,6.25253333333,14.1146,10.3364,12.5692,5.24266666667,7.48213333333,6.605475,10.8805333333,8.11176666667
377.99,6.21173333333,14.1198,10.3350666667,12.5258,5.225,7.44286666667,6.6088,10.9080666667,8.0795
378.35,6.1,14.0434,10.2348666667,12.4804,5.10473333333,7.31373333333,6.50853333333,10.8052666667,7.9745
378.71,6.0162,13.9566666666,10.1474,12.4794666667,5.0244,7.2236,6.42736666667,10.6919333333,7.91456666667
379.07,6.00853333333,13.9563333333,10.1346666667,12.4494,5.014,7.20933333333,6.411525,10.6928666667,7.94243333333
379.44,6.01906666667,13.971,10.1132666667,12.4764666667,4.9926,7.20206666667,6.374825,10.6639333333,7.93933333333
379.80,6.0566,13.9853333333,10.1180666667,12.5078,5.03866666667,7.209,6.4285,10.6945333333,7.9791
380.16,6.00593333333,13.9154,10.0946666667,12.5112666667,5.00813333333,7.19366666667,6.38864166667,10.6476666667,7.93436666667
380.52,6.06853333333,14.0180666667,10.1452666667,12.6231333333,5.08993333333,7.26833333333,6.50053333333,10.7455333333,8.03613333333
380.88,6.17366666667,14.1534,10.2849333333,12.7851333333,5.20133333333,7.37973333333,6.62539166667,10.8596666667,8.16143333333
381.24,6.15806666667,14.1698,10.2722,12.7622,5.18866666667,7.38706666667,6.64263333333,10.8375333333,8.16893333333
381.61,6.1328,14.1684,10.2501333333,12.7722,5.19386666666,7.3874,6.68925833333,10.8506666667,8.16493333333
381.97,6.14526666667,14.1555333333,10.2300666667,12.7916666667,5.13813333333,7.4076,6.688825,10.8564,8.1301
382.33,6.22493333333,14.2174,10.2663333333,12.8344,5.20153333333,7.46286666667,6.740575,10.9092,8.1685
382.69,6.24686666667,14.2602666666,10.2746666667,12.8372666667,5.20433333333,7.4738,6.767175,10.903,8.19273333333
383.05,6.2488,14.2636666667,10.2606666667,12.8585333333,5.20986666667,7.47166666667,6.76553333333,10.87,8.1904
383.41,6.20453333333,14.2292,10.2362,12.8232666667,5.16393333333,7.41453333333,6.74939166667,10.8507333333,8.1562
383.77,6.14353333333,14.1817333333,10.2211333333,12.7711333333,5.07426666667,7.35853333333,6.67930833333,10.7959333333,8.09026666667
384.14,6.1824,14.2789333333,10.2386666666,12.8241333333,5.13473333333,7.3972,6.701375,10.8342,8.10983333333
384.50,6.18513333333,14.2739333333,10.3016666667,12.8316,5.12213333333,7.404,6.68535833333,10.8244,8.10186666667
384.86,6.1104,14.2089333333,10.2488666667,12.7634666667,5.05793333333,7.3386,6.60840833333,10.7482,8.02336666667
385.22,6.1162,14.2544666667,10.2902666667,12.7942666667,5.06946666667,7.3544,6.64135833333,10.7432,8.0202
385.58,6.15813333333,14.3302,10.3317333333,12.8334,5.07706666666,7.37506666667,6.66120833333,10.7558,8.03796666667
385.94,6.16113333333,14.3434,10.3821333333,12.871,5.1298,7.3958,6.67008333333,10.7514666667,8.06176666667
386.30,6.0816,14.2987333333,10.3142666667,12.7977333333,5.07326666667,7.3336,6.59909166667,10.6864666667,7.99843333333
386.66,6.13766666667,14.3558666667,10.3662,12.8752,5.13246666667,7.3824,6.63253333333,10.7605333333,8.0156
387.03,6.16486666667,14.4066666667,10.3872,12.9481333333,5.15066666667,7.38093333333,6.67224166667,10.7883333333,8.03706666667
387.39,6.1538,14.4504666667,10.3972,12.9482,5.14893333333,7.3898,6.65035,10.7921333333,8.01703333333
387.75,6.16386666667,14.5404,10.3964,12.9863333333,5.17813333333,7.4126,6.691925,10.8412666667,8.02646666667
388.11,6.14586666667,14.5310666667,10.3848666667,12.9608,5.14813333333,7.3916,6.70303333333,10.8223333333,8.00786666667
388.47,6.16906666666,14.5396,10.3775333333,12.9650666667,5.167,7.40713333333,6.70790833333,10.8282666667,8.03213333334
388.83,6.184,14.5855333333,10.3938666667,12.9625333333,5.18973333334,7.45386666667,6.7627,10.8400666667,8.06896666667
389.19,6.1444,14.5546,10.3630666667,12.9515333333,5.1664,7.42813333333,6.70096666667,10.8228,8.0267
389.55,6.07046666667,14.4989333333,10.3275333333,12.9030666667,5.12126666667,7.42506666667,6.65555833333,10.7618666667,7.9753
389.91,6.1058,14.5656666667,10.3708666667,12.9256666667,5.1652,7.46913333333,6.73921666667,10.7951333333,8.03866666667
390.27,6.145,14.6236666667,10.4278,12.9737333333,5.1992,7.5268,6.816975,10.8539333333,8.07596666667
390.63,6.09,14.5989333333,10.3926,12.9260666667,5.15753333333,7.4972,6.78109166666,10.802,8.01713333333
391.00,6.0536,14.5921333333,10.4128666667,12.8806666667,5.14613333333,7.51893333333,6.77105,10.8233333333,8.01636666667
391.36,6.0446,14.6002,10.4178,12.8837333333,5.15906666667,7.54526666666,6.80468333333,10.8022,8.0424
391.72,6.0396,14.5770666667,10.4714666667,12.9186666667,5.18653333333,7.54693333333,6.8333,10.7882,8.06876666667
392.08,5.94106666666,14.4841333333,10.4214666667,12.8336,5.10253333333,7.483,6.74181666667,10.6899333333,7.99296666667
392.44,5.92166666667,14.4999333333,10.4255333333,12.8614666667,5.10573333333,7.49893333334,6.768025,10.7069333333,7.97226666667
392.80,5.9548,14.512,10.4553333333,12.8893333333,5.12953333333,7.4964,6.78148333333,10.7176,7.97043333333
393.16,5.9278,14.4922,10.4472,12.8774666667,5.12593333334,7.49426666667,6.77148333333,10.7163333333,7.97843333334
393.52,5.98673333333,14.5416,10.4907333333,12.9230666667,5.19186666667,7.508,6.83654166667,10.7818,8.0432
393.88,5.95773333333,14.4971333333,10.4580666667,12.9244,5.1694,7.48133333334,6.80236666667,10.7948666666,8.0173
394.24,5.93373333333,14.4572,10.4396666667,12.9139333333,5.16,7.4682,6.766625,10.766,7.99013333333
394.60,5.9194,14.4354666667,10.4529333333,12.8983333333,5.16613333333,7.487,6.75888333333,10.7838,8.0304
394.96,5.92393333333,14.4246,10.4438,12.9036666666,5.1492,7.46373333333,6.756675,10.7316666667,7.9748
395.32,5.89146666667,14.3818666667,10.3987333333,12.8996,5.11286666667,7.43173333333,6.7111,10.7411333333,7.92493333333
395.68,5.88913333333,14.3814666667,10.3684,12.8759333333,5.11013333333,7.45933333333,6.67585,10.7556,7.91303333333
396.04,5.96653333333,14.4490666667,10.4344666667,12.9387333333,5.19706666667,7.52153333333,6.731875,10.8481333333,7.99383333333
396.40,5.9668,14.4210666667,10.4153333333,12.9050666667,5.1904,7.5158,6.70060833333,10.8332,7.99456666667
396.76,5.9466,14.3699333333,10.3882,12.8417333334,5.1754,7.52146666667,6.6717,10.8270666667,7.99286666667
397.12,5.96353333333,14.3794,10.3804,12.8342666667,5.13106666667,7.5192,6.67664166667,10.8225333333,7.98276666667
397.48,5.94153333333,14.3272,10.3466666667,12.8095333333,5.07146666667,7.5002,6.63688333333,10.7750666667,7.95243333333
397.84,5.9384,14.3544,10.3586666667,12.8102666667,5.05426666667,7.47066666667,6.61794166666,10.7380666667,7.92093333333
398.20,5.95726666667,14.4003333333,10.3974,12.8345333333,5.07966666667,7.48773333333,6.65085833333,10.7421333333,7.94763333334
398.56,5.96766666667,14.4390666667,10.3962666667,12.8716666667,5.1078,7.4958,6.68783333333,10.7467333333,7.93103333333
398.92,5.95826666666,14.4471333333,10.4119333333,12.877,5.12246666667,7.52993333333,6.66843333333,10.7845333333,7.93353333333
399.28,6.04306666667,14.5314,10.5068666667,12.9055333333,5.20273333333,7.5928,6.75310833333,10.8226,8.03026666667
399.64,6.08566666667,14.541,10.5505333333,12.909,5.24526666667,7.59206666667,6.80173333333,10.818,8.04333333333
400.00,6.069,14.523,10.5282,12.9066666667,5.22293333333,7.58693333333,6.812025,10.7998666667,8.01006666667
400.36,6.0464,14.5234666667,10.5138,12.8846666667,5.21966666666,7.54326666667,6.8233,10.7673333333,7.9799
400.72,6.0498,14.5636666667,10.5434,12.9515333333,5.2368,7.53033333333,6.859825,10.8168,7.9963
401.08,6.08253333333,14.5868,10.5595333334,12.959,5.29393333333,7.54153333333,6.9013,10.8652,8.0285
401.44,6.047,14.5834,10.5348666667,12.9432,5.29713333333,7.50533333333,6.87914166667,10.8740666667,7.99513333333
401.80,6.0792,14.6019333333,10.5578666667,12.9575333333,5.32066666667,7.57333333334,6.92970833333,10.9256,8.0337
402.16,6.0388,14.5591333333,10.5088666667,12.9245333333,5.27553333333,7.5314,6.90485833333,10.9043333333,7.99943333333
402.52,6.07093333333,14.5644666667,10.53,12.9336,5.27186666667,7.55813333333,6.9342,10.9166666667,8.01083333333
402.88,6.0774,14.5788,10.5519333333,12.9526666667,5.2778,7.5744,6.949075,10.8968666667,8.0315
403.24,6.02033333333,14.5142,10.5007333333,12.9358666667,5.22013333333,7.516,6.89925,10.8533333333,7.9835
403.60,5.91726666667,14.4271333333,10.4039333333,12.8829333333,5.147,7.439,6.82630833333,10.7833333333,7.90263333333
403.95,5.94166666667,14.4761333333,10.4381333333,12.9118,5.16633333333,7.4334,6.84478333333,10.8468,7.9423
404.31,5.8772,14.3931333334,10.3834,12.8528,5.08886666666,7.37753333333,6.78089166667,10.7818,7.89643333333
404.67,5.83706666667,14.3404,10.3442666667,12.7946,5.06566666667,7.35733333333,6.73965833333,10.7186,7.8551
405.03,5.79206666667,14.3262,10.3052666667,12.7728,5.02486666667,7.332,6.68775833333,10.6718,7.79173333333
405.39,5.72446666667,14.2420666667,10.2545333333,12.6958666667,4.95606666667,7.28586666667,6.61165,10.5861333333,7.73126666666
405.75,5.676,14.2212666667,10.2292666667,12.6523333333,4.92153333333,7.2336,6.55815833333,10.5296,7.67283333333
406.11,5.69233333333,14.2381333333,10.2642666667,12.6709333333,4.93093333333,7.25786666667,6.56456666667,10.559,7.69963333333
406.47,5.68373333333,14.2424,10.2887333333,12.6635333333,4.93033333333,7.2394,6.54589166667,10.5784666667,7.72036666667
406.83,5.62926666666,14.1636666667,10.2147333333,12.5950666667,4.87206666666,7.13973333333,6.48080833334,10.5264,7.6553
407.19,5.59606666667,14.1526,10.2002666667,12.5588,4.84333333333,7.1042,6.43806666667,10.4952,7.60923333333
407.55,5.59533333334,14.1792666667,10.1994666667,12.5628666667,4.80953333333,7.09706666667,6.41938333333,10.4992666667,7.63573333333
407.90,5.5518,14.1533333333,10.1725333333,12.5382666667,4.79413333333,7.09,6.37874166667,10.4334666667,7.60733333333
408.26,5.62546666666,14.2516666667,10.2443333333,12.5906,4.86993333333,7.16493333333,6.41460833333,10.5166,7.65483333333
408.62,5.58293333334,14.255,10.2324666667,12.5832,4.8232,7.12493333333,6.36154166667,10.4818666667,7.61416666667
408.98,5.5812,14.2443333333,10.2473333333,12.5898666667,4.82633333333,7.1302,6.37685,10.4703333333,7.6423
