wavelength,Back_ParHumm,Belly_ParHumm,Breast_ParHumm,Crissum_ParHumm,Crown_ParHumm,DorTail_ParHumm,Patch10_ParHumm,Patch11_ParHumm,Patch12_ParHumm,Patch13_ParHumm,Rump_ParHumm,Throat_ParHumm,WingTip_ParHumm
533.84,11.8676666667,53.1241666667,23.4545,35.7103333333,10.7495,9.88016666667,12.9843333334,10.0726666667,35.011,5.86216666666,13.3068333333,22.2816666667,10.8826666666
534.18,11.8913333333,53.213,23.5235,35.82425,10.788,9.93833333335,13.0496666667,10.1375,35.186,5.90666666667,13.3858333333,22.3946666667,10.912
534.52,11.9185,53.2991666667,23.5775,35.8581666666,10.8305,9.94883333333,13.0838333334,10.1845,35.3345,5.92816666667,13.4308333333,22.4276666667,10.9438333333
534.87,11.8913333334,53.3215,23.5655,35.87825,10.8031666667,9.909,13.0288333333,10.132,35.4058333334,5.896,13.3806666667,22.394,10.9365
535.21,11.953,53.3768333333,23.6115,35.9429166666,10.8485,9.91566666667,13.067,10.1315,35.5438333333,5.89183333333,13.4111666667,22.4158333334,10.9671666667
535.56,11.9798333334,53.5305,23.6613333334,36.0723333334,10.8901666667,9.94283333333,13.1098333333,10.1833333333,35.7105,5.90116666667,13.4896666667,22.437,10.9563333334
535.90,12.0308333333,53.5858333333,23.7401666666,36.1643333334,10.9631666667,9.987,13.184,10.1965,35.8668333334,5.91983333334,13.557,22.4971666667,10.9906666667
536.25,12.0841666666,53.6458333333,23.7735,36.2630833333,10.9536666667,9.94733333333,13.1613333334,10.1765,35.9855,5.9335,13.5113333334,22.4438333333,10.9465
536.59,12.0361666667,53.7833333334,23.7603333334,36.3016666667,10.9376666666,9.9195,13.1106666667,10.1285,36.1116666667,5.83916666667,13.4665,22.4673333333,10.9191666667
536.93,12.027,53.6971666666,23.6556666666,36.13675,10.8965,9.89366666667,13.054,10.0795,36.1781666667,5.77766666667,13.4276666667,22.4161666667,10.872
537.28,11.9983333334,53.685,23.6461666667,36.0976666666,10.8571666667,9.8585,13.0413333333,10.0066666667,36.1736666666,5.70383333333,13.4453333333,22.4088333333,10.8338333333
537.62,12.0661666667,53.7455,23.6391666667,36.14675,10.8988333333,9.8475,13.0565,10.0771666667,36.2771666667,5.68733333333,13.4771666666,22.4108333333,10.8358333333
537.97,12.0471666666,53.6661666666,23.6375,36.19525,10.8913333333,9.83866666666,13.0858333333,10.0771666667,36.2468333333,5.68183333333,13.4333333333,22.3368333334,10.8653333333
538.31,11.9951666667,53.6301666667,23.598,36.2226666666,10.8106666667,9.8825,13.0585,10.0996666666,36.3161666667,5.66316666667,13.441,22.312,10.8383333334
538.65,11.9758333333,53.433,23.5148333333,36.17275,10.7881666667,9.9185,13.1143333334,10.1595,36.3506666666,5.6705,13.4356666667,22.2626666666,10.808
539.00,11.8716666667,53.2918333333,23.4028333333,36.00825,10.6621666667,9.8735,13.053,10.1383333334,36.305,5.58733333333,13.3671666667,22.197,10.7743333334
539.34,11.8181666667,53.2628333333,23.3245,36.0793333334,10.5996666667,9.82533333333,13.0366666666,10.1245,36.3318333334,5.59166666667,13.2956666666,22.1793333333,10.7336666667
539.69,11.7451666667,53.091,23.2325,36.0185833333,10.5248333333,9.75516666667,12.964,10.0865,36.3645,5.54366666667,13.2003333334,22.0771666667,10.7371666667
540.03,11.7368333333,53.1468333333,23.222,36.0636666666,10.4983333333,9.76616666667,12.965,10.0913333334,36.4701666667,5.49466666667,13.2096666666,22.1011666667,10.7546666666
540.37,11.7856666667,53.0658333333,23.2456666667,36.0294166667,10.49,9.8005,13.0138333334,10.11,36.5548333334,5.49533333333,13.2446666666,22.0975,10.7801666667
540.72,11.7551666667,53.072,23.2875,36.1164166666,10.4963333333,9.77966666667,13.0141666666,10.1095,36.6175,5.50133333333,13.24,22.0721666666,10.7768333333
541.06,11.7578333333,53.0948333333,23.2673333333,36.18825,10.4708333334,9.76166666667,13.0283333333,10.1261666667,36.782,5.53366666666,13.2361666666,22.0933333334,10.802
541.40,11.7298333333,53.0848333333,23.2593333333,36.23175,10.4428333333,9.7555,13.0553333333,10.1228333334,36.8356666666,5.56683333333,13.2648333334,22.123,10.8445
541.75,11.7246666667,53.1663333333,23.2613333333,36.2633333334,10.4311666667,9.72566666667,13.04,10.1071666667,37.0141666666,5.53766666667,13.2906666667,22.141,10.833
542.09,11.7571666667,53.2491666667,23.2831666666,36.3941666666,10.4583333334,9.72166666666,13.0371666667,10.0971666667,37.113,5.53533333334,13.3201666666,22.1755,10.8291666667
542.43,11.7906666667,53.3411666666,23.3353333334,36.4428333333,10.4463333333,9.731,13.0163333334,10.058,37.1773333334,5.5345,13.3405,22.1981666667,10.8366666667
542.78,11.8008333333,53.4728333333,23.3566666666,36.5885,10.5156666667,9.7525,13.0358333334,10.0681666667,37.3246666667,5.5675,13.3551666666,22.2463333334,10.7971666667
543.12,11.8376666667,53.5421666667,23.426,36.57325,10.5428333333,9.78183333334,13.06,10.0601666667,37.498,5.59783333334,13.3738333333,22.297,10.8806666667
543.46,11.8506666667,53.682,23.5065,36.67475,10.5271666667,9.783,13.0908333333,10.1053333333,37.6058333333,5.588,13.3993333333,22.3543333333,10.8845
543.81,11.8826666666,53.6285,23.4675,36.6588333334,10.5528333333,9.79516666667,13.1261666667,10.1086666667,37.603,5.62766666667,13.4096666667,22.3543333333,10.9331666667
544.15,11.8206666666,53.7248333333,23.4883333333,36.70725,10.528,9.799,13.1001666667,10.1025,37.6748333334,5.65433333333,13.3671666667,22.3451666667,10.9073333333
544.49,11.9248333333,53.802,23.5403333333,36.7406666667,10.5611666667,9.85783333333,13.1755,10.163,37.734,5.705,13.446,22.3866666667,11.0151666667
544.84,11.9936666667,53.7963333333,23.5795,36.7485833333,10.6188333333,9.929,13.221,10.2088333333,37.7856666667,5.74066666666,13.5026666667,22.4311666667,11.0185
545.18,12.0721666667,53.8421666667,23.6496666666,36.74275,10.6751666667,10.0425,13.2886666666,10.2818333334,37.8426666667,5.797,13.5421666667,22.429,11.0846666667
545.52,12.1398333334,53.8521666667,23.7153333334,36.8200833333,10.7756666667,10.12,13.3578333333,10.3553333333,37.9016666667,5.8595,13.5913333334,22.4533333333,11.167
545.87,12.1045,53.7988333334,23.7215,36.7518333334,10.8005,10.1356666667,13.3806666667,10.3643333334,37.8933333333,5.85133333333,13.5665,22.4238333334,11.2538333333
546.21,12.0831666667,53.8588333333,23.7323333333,36.8465833333,10.8783333333,10.1163333333,13.4091666667,10.3763333334,38.0028333333,5.80133333334,13.5655,22.4485,11.2948333334
546.55,12.102,53.8986666667,23.7731666667,36.8503333334,10.8718333333,10.1103333333,13.3951666667,10.3938333333,38.0588333333,5.79716666666,13.563,22.3913333333,11.3315
546.90,12.1371666666,53.9811666666,23.7695,36.9595,10.925,10.1615,13.4513333334,10.4325,38.1033333333,5.76716666667,13.659,22.3708333333,11.3873333333
547.24,12.1473333333,53.9353333334,23.6895,36.9683333334,10.886,10.1845,13.428,10.396,38.1338333333,5.81183333334,13.7165,22.3558333333,11.3785
547.58,12.084,53.9996666667,23.7073333334,37.0005833334,10.8486666667,10.1315,13.434,10.3606666667,38.2768333333,5.7955,13.703,22.355,11.3716666667
547.92,12.0758333333,54.0288333333,23.6471666667,37.0605,10.8461666666,10.108,13.4588333333,10.3698333333,38.315,5.7325,13.754,22.3706666666,11.3846666667
548.27,12.0105,54.2521666666,23.6315,37.15325,10.8565,10.0866666667,13.4661666667,10.355,38.4741666666,5.71016666666,13.748,22.4526666667,11.3415
548.61,11.9118333333,54.415,23.657,37.2136666666,10.831,10.0301666667,13.3951666667,10.3186666666,38.5436666667,5.6375,13.7146666667,22.4118333333,11.3515
548.95,11.8398333334,54.5905,23.7355,37.3764166667,10.7543333333,9.92316666668,13.3036666667,10.2306666667,38.607,5.5575,13.6853333334,22.4193333334,11.2926666666
549.29,11.8175,54.797,23.81,37.41575,10.7286666667,9.98650000001,13.3571666667,10.2473333333,38.6823333334,5.55466666666,13.7098333333,22.5616666666,11.3391666667
549.64,11.8401666666,55.0263333333,23.8671666667,37.5926666667,10.6546666666,9.98266666668,13.4183333333,10.227,38.8856666667,5.546,13.7415,22.647,11.3393333333
549.98,11.8985,55.172,23.9523333333,37.6323333334,10.6606666667,10.0658333333,13.5408333334,10.3245,39.0321666666,5.66333333333,13.822,22.7438333334,11.4268333334
550.32,11.9168333333,55.1718333334,23.9385,37.6774166667,10.6018333333,10.1016666667,13.6505,10.3466666667,39.1006666666,5.67216666666,13.9745,22.7903333333,11.508
550.66,11.895,55.2495,23.9775,37.7495833334,10.5515,10.0801666667,13.5908333333,10.2813333333,39.1953333333,5.638,13.9005,22.7918333333,11.46
551.01,11.998,55.4301666666,24.1641666667,37.9130833334,10.6561666667,10.132,13.6663333333,10.3858333333,39.2648333333,5.64783333333,13.9995,22.9506666667,11.566
551.35,12.1415,55.6028333333,24.2665,37.9951666667,10.754,10.2495,13.76,10.4641666666,39.338,5.649,14.1353333334,23.0671666666,11.6505
551.69,12.2383333333,55.8231666666,24.4868333333,38.1399166666,10.8566666666,10.2941666667,13.7911666666,10.4881666666,39.5513333333,5.7245,14.232,23.1578333333,11.7515
552.03,12.2901666667,55.8166666667,24.488,38.2446666666,10.8366666667,10.3606666667,13.7728333334,10.4691666667,39.613,5.79066666667,14.3013333333,23.1888333334,11.798
552.38,12.3641666667,55.7846666666,24.532,38.3178333334,10.9215,10.447,13.9608333333,10.5028333333,39.6936666667,5.93516666667,14.4223333333,23.2363333333,11.952
552.72,12.4485,55.7876666666,24.5505,38.27575,11.0491666667,10.5161666666,14.0475,10.5976666666,39.9058333334,5.95766666667,14.574,23.2458333333,11.958
553.06,12.4523333333,55.7996666666,24.524,38.3170833333,11.028,10.516,14.0081666667,10.667,39.914,5.95066666667,14.5958333334,23.1751666667,11.9438333333
553.40,12.434,55.8188333333,24.4481666666,38.1558333334,10.9898333333,10.4448333334,13.9405,10.6,39.932,5.87166666666,14.4858333334,23.067,11.8755
553.74,12.3636666667,55.7565,24.3753333333,38.18725,10.9338333333,10.3475,13.8805,10.4446666667,39.957,5.78016666667,14.4161666667,22.9588333334,11.7205
554.09,12.3973333334,55.9146666666,24.4238333333,38.2790833334,10.9831666666,10.3746666667,13.7806666666,10.4086666667,40.1048333334,5.76166666667,14.4198333333,23.0981666667,11.7545
554.43,12.4523333334,56.0725,24.5316666667,38.3628333333,11.1123333333,10.5076666667,13.9861666666,10.5458333333,40.2348333333,5.86866666666,14.6528333333,23.2298333334,11.8756666667
554.77,12.455,56.1995,24.51,38.2544166667,11.0466666667,10.5373333333,14.0181666666,10.5233333333,40.295,5.85516666666,14.6645,23.1191666667,11.858
555.11,12.387,56.0635,24.4926666666,38.2290833334,11.0768333333,10.525,14.0568333333,10.5675,40.2336666667,5.98166666667,14.6761666667,23.0258333333,11.8811666667
555.45,12.4446666667,56.0845,24.4146666667,38.3016666667,11.0531666667,10.5821666667,14.0975,10.5675,40.2516666666,5.97583333333,14.6953333333,23.0918333333,11.883
555.80,12.4496666666,56.0228333334,24.4183333333,38.12325,11.0768333333,10.5811666667,14.1228333334,10.5778333333,40.2225,5.87966666667,14.6848333333,23.0163333333,11.8511666667
556.14,12.4486666667,56.0831666667,24.3355,38.1264166667,11.0341666667,10.5018333333,14.0013333333,10.5503333333,40.2873333334,5.70316666667,14.556,23.0363333334,11.734
556.48,12.2403333333,56.073,24.1105,38.0088333333,10.8051666666,10.3671666667,13.8115,10.3143333333,40.1315,5.57083333333,14.3441666667,22.985,11.6173333333
556.82,12.2375,56.2681666667,24.0805,38.09575,10.7011666666,10.3371666666,13.7358333334,10.1686666667,40.23,5.5325,14.2796666666,22.9271666667,11.521
557.16,12.3226666667,56.0976666666,24.048,38.27275,10.7423333333,10.4068333334,13.8026666666,10.272,40.1596666666,5.585,14.3926666667,23.0341666667,11.6095
557.50,12.3161666667,56.1231666667,23.9201666667,38.2413333333,10.706,10.4195,13.7366666667,10.3111666666,40.1261666667,5.53883333334,14.3946666667,23.061,11.7431666666
557.85,12.2563333333,56.0135,23.8216666666,38.1881666666,10.6608333333,10.385,13.7821666666,10.257,40.0963333333,5.52066666666,14.3841666666,22.8823333333,11.7246666667
558.19,12.2346666666,55.9106666667,23.7631666667,38.1419166667,10.5455,10.2373333333,13.5925,10.1551666667,40.0205,5.36433333333,14.2556666667,22.8268333333,11.5831666667
558.53,12.2168333333,55.9655,23.8975,38.3530833333,10.611,10.2545,13.6465,10.1958333334,40.2113333333,5.3465,14.3165,22.9888333334,11.6646666666
558.87,12.2783333333,56.094,23.9293333334,38.47075,10.6156666667,10.3295,13.6353333334,10.2391666667,40.3998333333,5.302,14.3178333334,23.0978333333,11.6823333333
559.21,12.2718333333,55.968,23.8721666667,38.4561666666,10.527,10.2341666667,13.6026666667,10.1525,40.2536666667,5.22616666666,14.2975,22.9546666666,11.5691666667
559.55,12.2906666667,55.9291666667,23.9003333333,38.58125,10.4765,10.274,13.599,10.1493333334,40.3135,5.22083333333,14.2956666666,22.958,11.625
559.89,12.3828333333,55.8663333333,23.9843333333,38.51275,10.4403333333,10.3281666666,13.6251666667,10.2893333333,40.2485,5.2975,14.3913333333,22.9741666667,11.6941666667
560.23,12.6265,55.7213333333,24.0998333333,38.6295833333,10.662,10.4741666667,13.802,10.5046666666,40.3836666667,5.53766666667,14.5146666667,23.108,11.8871666666
560.58,12.6285,55.6556666667,24.058,38.67325,10.7295,10.4931666666,13.8691666666,10.5123333333,40.4316666667,5.5,14.5316666667,23.1138333334,11.9091666667
560.92,12.5471666667,55.7441666667,24.0053333334,38.7205833333,10.7061666667,10.5503333334,13.8535,10.4405,40.5658333333,5.6035,14.5295,23.0448333333,11.944
561.26,12.5575,55.68,24.0351666667,38.5965,10.7563333333,10.5598333333,13.917,10.4805,40.5051666667,5.64266666666,14.5175,23.0493333333,11.8931666667
561.60,12.806,55.8831666666,24.3128333333,38.8285833333,10.9566666667,10.7306666667,14.1056666667,10.7195,40.6966666667,5.838,14.659,23.3598333334,12.0753333334
561.94,12.899,55.9951666667,24.386,38.9451666666,11.0925,10.897,14.2063333333,10.9081666667,40.8423333333,6.07366666666,14.7283333333,23.5066666667,12.2153333333
562.28,12.9195,55.701,24.2393333333,38.8163333334,11.111,10.9246666666,14.1945,10.8911666667,40.6151666666,6.18566666666,14.7203333333,23.408,12.2075
562.62,12.9551666666,55.8968333334,24.3095,38.88775,11.1755,10.9895,14.2245,10.863,40.7751666667,6.26533333333,14.7718333333,23.4941666667,12.285
562.96,13.0083333333,55.9128333334,24.3405,38.8649166667,11.31,11.1111666666,14.3715,10.9895,40.9703333333,6.469,14.8688333334,23.6221666667,12.3858333333
563.30,12.981,55.9013333333,24.3433333333,38.8454166666,11.3803333333,11.0748333333,14.4038333334,11.0638333333,40.9481666667,6.48316666667,14.8656666667,23.6338333334,12.4026666666
563.64,13.0075,56.0595,24.2813333333,38.9645833333,11.4598333333,11.1801666667,14.4163333333,11.0298333334,41.0093333333,6.57216666667,14.9,23.6076666667,12.4631666667
563.99,12.8621666667,56.0538333333,24.2296666666,38.8689166667,11.3355,11.1205,14.3503333333,10.8843333333,40.9808333334,6.40983333333,14.8508333333,23.4715,12.2525
564.33,12.8591666667,55.7628333334,24.1375,38.5256666666,11.2645,11.0963333333,14.299,10.8658333334,40.797,6.47433333334,14.8213333334,23.4261666666,12.1956666667
564.67,12.9065,55.6718333333,24.2003333333,38.3855833333,11.3406666666,11.092,14.3213333334,10.9408333333,40.7493333333,6.42466666667,14.842,23.4306666666,12.1941666667
565.01,13.0345,55.7473333333,24.3508333333,38.6016666667,11.3853333334,11.2366666667,14.4126666667,10.9721666667,40.9246666666,6.53383333334,14.968,23.5178333334,12.2645
565.35,12.8315,55.4341666667,24.1485,38.39875,11.19,11.1088333334,14.1835,10.8065,40.6915,6.32466666667,14.7555,23.2545,12.0775
565.69,12.654,55.2998333333,23.9661666667,38.2176666667,10.9783333334,10.9561666666,14.0505,10.558,40.5206666667,6.11833333334,14.5833333333,23.0771666667,11.8868333334
566.03,12.5995,55.2843333333,23.9308333333,38.1398333333,10.9611666666,10.8783333333,14.0115,10.5278333333,40.6163333333,6.07183333333,14.528,23.0891666667,11.8313333333
566.37,12.526,55.023,23.8058333334,38.03675,10.8971666667,10.7958333334,13.9716666667,10.4921666667,40.4855,6.05716666667,14.4651666667,22.993,11.7196666666
566.71,12.4953333334,55.0701666667,23.8953333334,38.0841666666,10.8938333333,10.7131666667,13.8941666667,10.5488333334,40.4196666667,6.04516666667,14.4543333334,22.9616666667,11.7831666667
567.05,12.5088333334,55.1101666667,23.8843333333,38.10675,10.8263333334,10.6965,13.8896666666,10.5091666666,40.3796666666,6.037,14.4988333333,22.9638333334,11.7216666667
567.39,12.4423333333,55.0676666666,23.8945,38.107,10.749,10.5891666666,13.8803333334,10.4803333333,40.4621666667,6.00066666666,14.4778333333,22.9741666667,11.6405
567.73,12.4648333334,55.0195,23.906,38.084,10.7593333333,10.6146666667,13.8965,10.5598333333,40.4311666667,6.02966666666,14.4981666667,22.9503333334,11.7825
568.07,12.4268333333,55.1493333333,23.9506666667,38.25625,10.7873333333,10.618,13.9193333334,10.6083333334,40.487,5.97383333333,14.506,22.9598333333,11.801
568.41,12.3718333334,55.057,23.8895,38.267,10.7026666667,10.5778333333,13.8605,10.5283333333,40.431,5.9675,14.4388333334,22.9166666667,11.7146666667
568.75,12.3135,55.0331666667,23.8381666667,38.1815833333,10.703,10.5445,13.759,10.561,40.4718333333,5.89416666666,14.3795,22.8713333333,11.7393333334
569.09,12.388,55.126,23.942,38.2334166667,10.8583333333,10.6475,13.8945,10.631,40.6185,5.9895,14.468,22.8935,11.8406666666
569.43,12.4985,55.2536666666,24.0095,38.33625,11.0421666667,10.691,14.0005,10.747,40.8433333333,6.028,14.525,22.97,11.9176666667
569.77,12.5331666667,55.3353333333,23.9811666667,38.3071666666,11.0428333333,10.7611666667,13.9616666667,10.8293333333,40.868,6.0415,14.5578333334,22.964,11.9306666666
570.11,12.5535,55.4293333334,24.05,38.2760833334,11.0223333333,10.7215,13.944,10.8911666667,40.9763333333,5.9805,14.5396666667,23.0125,11.929
570.45,12.6025,55.3755,24.0045,38.2555,11.0795,10.8615,13.9805,10.9086666667,41.1641666667,5.96616666667,14.5491666667,23.0533333334,11.9266666667
570.79,12.5625,55.3075,23.9433333333,38.1906666667,11.084,10.8215,13.8848333333,10.8931666667,41.2071666666,5.95466666667,14.4751666667,22.9681666666,11.875
571.13,12.5758333334,55.3008333333,23.9786666666,38.1375833333,11.1305,10.9233333333,13.9095,10.942,41.224,5.96283333333,14.4758333333,22.992,11.9198333333
571.47,12.5575,55.3006666667,23.9726666667,38.12875,11.1571666666,10.9975,13.9456666667,10.942,41.2226666667,6.00383333334,14.434,23.0513333334,11.9158333334
571.81,12.5693333334,55.1963333333,24.0121666666,38.08375,11.2025,10.9893333334,13.9331666667,10.9191666666,41.1935,6.06383333333,14.408,23.0411666667,11.9148333333
572.15,12.6538333334,55.225,24.074,38.1388333334,11.202,11.0381666667,13.9995,11.0201666666,41.2891666667,6.092,14.4481666666,23.1041666667,12.0205
572.49,12.6456666667,55.2246666667,23.994,38.1281666667,11.1435,11.074,14.0783333333,11.0136666667,41.2006666667,6.0785,14.4103333333,23.065,11.991
572.83,12.6321666667,55.2175,23.873,38.1361666666,11.0086666667,11.0358333333,14.0081666667,10.9935,41.2275,6.132,14.355,23.0611666667,11.953
573.17,12.6463333333,55.0601666666,23.8788333334,38.10425,10.9796666667,11.0698333334,13.96,11.0186666666,41.1603333334,6.1635,14.373,23.0378333334,12.0313333333
573.51,12.6498333333,54.9193333333,23.8883333334,38.1256666666,10.8778333333,11.0566666667,13.9375,10.9596666666,41.064,6.0675,14.2706666666,22.9493333334,11.9685
573.85,12.7081666666,54.8673333334,23.8945,38.2175,10.8965,11.165,14.047,11.0368333333,41.0735,6.14816666667,14.3335,22.955,12.0798333333
574.19,12.6973333333,54.8791666667,23.8745,38.20625,10.8096666667,11.0873333333,14.0203333333,11.0075,41.019,6.125,14.258,22.9368333334,12.0498333333
574.53,12.7748333333,54.9966666667,23.867,38.31,10.7988333333,11.2236666667,14.1291666667,11.1205,41.186,6.14866666667,14.3131666666,23.0898333333,12.0943333333
574.87,12.7923333333,54.9488333333,23.878,38.3246666667,10.7415,11.1523333334,14.091,11.0733333333,41.123,6.1465,14.2426666666,23.0565,12.0496666666
575.21,12.8355,54.962,23.8195,38.3145833334,10.731,11.0768333333,14.0621666667,11.0896666667,41.2581666666,6.099,14.2255,23.07,12.025
575.55,12.8481666667,55.0,23.8021666666,38.4163333333,10.7421666667,11.1036666666,14.0426666666,11.1621666667,41.3671666667,6.11316666667,14.3,23.1155,12.0571666667
575.89,12.7623333333,55.0466666666,23.7698333334,38.3865,10.7391666667,11.1396666667,14.0041666667,11.0705,41.3701666667,6.0535,14.1631666666,22.9946666667,11.9513333334
576.22,12.8425,55.1203333334,23.8271666667,38.4790833333,10.7615,11.0931666667,13.9696666666,11.0491666667,41.4788333333,6.10833333333,14.1793333333,23.0525,11.922
576.56,12.8955,55.1346666666,23.8323333334,38.48,10.7915,11.0821666667,14.0301666667,11.1168333333,41.468,6.041,14.2103333333,23.1091666666,11.8955
576.90,12.927,55.1848333333,23.9078333333,38.5288333334,10.7643333333,11.0875,14.0848333333,11.1796666667,41.4908333333,6.03033333333,14.2516666666,23.1088333333,11.8758333334
577.24,13.0121666666,55.4618333334,24.0051666666,38.7219166667,10.8978333334,11.1903333333,14.212,11.3476666666,41.7653333334,6.16033333334,14.4535,23.2223333333,12.01
577.58,12.8873333333,55.5215,24.025,38.7679166666,10.8545,11.0771666666,14.0868333334,11.1715,41.8231666666,6.012,14.3625,23.1575,11.8505
577.92,12.7856666667,55.5001666667,23.9675,38.6961666667,10.7871666667,11.0348333334,14.0598333333,11.1781666667,41.7886666667,5.91816666666,14.2846666667,23.0653333333,11.7671666667
578.26,12.609,55.319,23.8261666666,38.5826666666,10.7606666667,10.7846666667,13.8783333333,11.0503333334,41.5753333334,5.83466666667,14.0568333333,22.7868333333,11.6688333334
578.60,12.5568333333,55.329,23.7318333334,38.57525,10.7315,10.7765,13.8291666666,11.0935,41.63,5.65833333333,14.0853333334,22.7155,11.5813333333
578.94,12.6455,55.5763333334,23.9023333333,38.862,10.8118333334,10.8866666667,13.9345,11.2315,41.683,5.7385,14.1676666666,22.8336666667,11.6183333333
579.28,12.6436666667,55.5625,23.8625,38.79175,10.7298333333,10.8403333333,13.9321666667,11.1423333333,41.775,5.58383333333,14.0766666666,22.7268333333,11.6398333333
579.61,12.7175,55.5581666666,23.8861666666,38.7965833334,10.7621666667,10.771,13.9328333333,11.2813333333,41.8071666667,5.64483333333,14.253,22.8915,11.6531666666
579.95,12.5955,55.472,23.7856666667,38.755,10.7116666667,10.7555,13.8646666666,11.3306666666,41.7126666667,5.62583333333,14.2248333333,22.8061666667,11.6513333333
580.29,12.4298333334,55.3696666666,23.8515,38.6140833333,10.5966666667,10.744,13.7586666667,11.2613333333,41.6823333334,5.49433333333,14.0843333333,22.7053333333,11.569
580.63,12.3533333333,55.4428333333,23.7535,38.6226666667,10.5871666667,10.8401666666,13.8031666667,11.3505,41.7165,5.54666666667,14.074,22.7911666666,11.6305
580.97,12.3136666667,55.5375,23.7446666666,38.6420833334,10.6673333334,10.8093333333,13.8546666667,11.317,41.7695,5.50066666667,13.9783333333,22.8395,11.5636666667
581.31,12.376,55.5876666667,23.6801666667,38.47275,10.6745,10.8353333334,13.8521666666,11.41,41.6298333333,5.56933333333,13.9625,22.7461666666,11.594
581.65,12.3876666667,55.5013333333,23.673,38.5083333333,10.6696666666,10.892,13.7585,11.3273333334,41.5113333333,5.59416666667,13.9713333333,22.7656666667,11.6095
581.98,12.4603333334,55.6505,23.8595,38.6125,10.7168333333,11.0488333334,13.9373333334,11.3525,41.7041666666,5.61783333333,14.1288333333,22.9716666667,11.6843333334
582.32,12.3555,55.5995,23.733,38.4766666667,10.6393333334,10.9873333333,13.8318333333,11.2551666667,41.608,5.58066666666,14.015,22.9525,11.6218333334
582.66,12.2101666667,55.2986666667,23.6588333333,38.2865,10.5355,10.9091666667,13.6911666667,11.1125,41.4325,5.40266666667,13.8848333333,22.7223333334,11.5288333334
583.00,12.2211666666,55.386,23.72,38.3324166667,10.6061666667,11.0193333333,13.7598333333,11.347,41.4695,5.543,13.9213333333,22.922,11.5275
583.34,12.3183333334,55.64,23.8903333334,38.4805833333,10.7253333333,11.1366666667,13.8921666666,11.4236666666,41.5278333333,5.65916666666,14.05,23.0098333333,11.6485
583.68,12.4043333333,55.9775,24.0118333333,38.66825,10.8291666666,11.2546666667,14.057,11.5203333333,41.8141666666,5.73133333333,14.1731666666,23.2338333333,11.7378333333
584.01,12.439,56.266,23.9371666667,38.83625,10.903,11.1566666667,14.1943333333,11.5516666667,41.9591666667,5.7735,14.1553333333,23.3321666667,11.8101666666
584.35,12.5835,56.488,24.1213333334,39.0091666667,11.067,11.2681666667,14.2765,11.6851666666,42.2751666666,5.90883333333,14.311,23.3901666666,11.9015
584.69,12.6108333333,56.4925,24.168,39.0750833333,11.0553333333,11.39,14.3581666666,11.7443333333,42.2868333334,6.06416666666,14.4173333334,23.4988333333,12.0396666667
585.03,12.5248333333,56.3485,24.0323333333,39.1291666667,11.0436666667,11.3843333333,14.3415,11.7051666666,42.4025,6.02783333333,14.4303333333,23.5438333334,12.0013333334
585.37,12.5518333334,56.4095,24.0751666667,39.152,11.1473333333,11.454,14.456,11.8841666667,42.4828333333,6.1325,14.5351666666,23.566,12.0623333334
585.70,12.5495,56.2796666667,24.1658333333,39.1486666667,11.0928333334,11.4733333333,14.4056666666,11.9766666667,42.4665,6.245,14.5881666667,23.5436666667,12.115
586.04,12.712,56.3315,24.344,39.38625,11.2523333334,11.6865,14.6646666666,12.1203333334,42.648,6.45966666667,14.7681666667,23.6538333334,12.367
586.38,12.7661666667,56.4151666667,24.3243333333,39.4390833333,11.3666666667,11.774,14.8198333333,12.2263333334,42.7938333333,6.6805,14.9228333333,23.686,12.511
586.72,12.8291666666,56.3925,24.4298333333,39.5865833333,11.3265,11.8111666667,14.9581666666,12.222,42.7898333333,6.71066666667,14.934,23.6466666667,12.5698333334
587.06,12.6755,56.1865,24.2681666666,39.5444166666,11.2411666666,11.7291666667,14.9005,12.1438333334,42.8765,6.52316666667,14.8321666667,23.5413333333,12.5243333334
587.39,12.6223333333,56.0808333334,24.2943333334,39.56225,11.221,11.7158333333,14.853,12.1326666666,42.8475,6.42016666667,14.8386666666,23.4213333333,12.4476666667
587.73,12.6021666666,56.0295,24.3875,39.6271666666,11.2618333333,11.795,14.8651666666,12.1406666667,42.8173333333,6.52916666667,14.9995,23.3881666667,12.3906666667
588.07,12.3683333333,55.9133333333,24.1276666667,39.4334166666,10.9691666667,11.5058333334,14.654,11.8555,42.5245,6.2775,14.7831666667,23.1501666667,12.1525
588.41,12.2505,55.834,23.9903333333,39.4059166667,10.8421666666,11.3911666667,14.4896666666,11.7156666667,42.5425,6.06783333334,14.633,22.9686666667,12.0023333334
588.74,12.3915,56.0718333333,24.2206666667,39.6885833333,10.8901666666,11.5146666667,14.6125,11.853,42.5841666666,6.191,14.7983333334,23.053,12.1293333334
589.08,12.4823333333,56.1176666667,24.2423333334,39.7476666667,10.8956666667,11.4703333334,14.6336666667,11.8266666667,42.6473333333,6.1845,14.8521666666,23.0978333333,12.1926666667
589.42,12.5426666666,56.1646666667,24.1695,39.7633333333,11.0763333334,11.589,14.7021666667,11.9305,42.6963333333,6.2215,14.887,23.0923333333,12.2485
589.76,12.4811666667,56.0721666667,24.1183333333,39.6780833334,11.0496666667,11.5095,14.557,11.9358333334,42.5673333333,6.19066666666,14.9411666667,22.9948333333,12.1208333333
