wavelength,Back_IriReim,Belly_IriReim,Breast_IriReim,Crissum_IriReim,Crown_IriReim,DorTail_IriReim,Patch10_IriReim,Patch11_IriReim,Patch12_IriReim,Rump_IriReim,Throat_IriReim,WingTip_IriReim
546.55,11.4316666667,8.53286666667,7.94553333333,8.84,31.6972666667,5.99366666667,15.7787333333,13.1087333333,4.32686666667,10.166,4.40506666667,7.2458
546.90,11.4207333333,8.5316,7.92373333333,8.8426,31.8330666667,6.00533333333,15.7498666667,13.0766,4.329,10.1465333333,4.414,7.2598
547.24,11.3950666667,8.51746666667,7.90666666667,8.8306,31.9746666667,6.0046,15.7258,13.0379333333,4.32313333333,10.1386,4.40866666667,7.25886666667
547.58,11.3864,8.50773333333,7.89813333333,8.8376,32.1164666667,6.0118,15.7136666667,13.0202666666,4.32853333333,10.1384666667,4.405,7.26953333333
547.92,11.3736666667,8.491,7.88806666667,8.8224,32.2728,6.0216,15.6862,12.9820666667,4.314,10.1181333333,4.4018,7.264
548.27,11.3182,8.44106666667,7.84026666667,8.78026666667,32.3548,5.98413333333,15.6221333333,12.9003333333,4.29186666667,10.0446666667,4.3578,7.219
548.61,11.2752,8.39346666666,7.8016,8.75026666667,32.4658,5.9632,15.5672,12.8360666667,4.25373333333,10.0024,4.32213333333,7.1758
548.95,11.2411333333,8.3664,7.79226666667,8.739,32.6054666667,5.9578,15.5279333333,12.7979333333,4.24166666667,9.96866666665,4.3068,7.17633333333
549.29,11.209,8.3292,7.75933333333,8.7142,32.7593333333,5.9514,15.4875333333,12.7538666666,4.20786666667,9.94220000001,4.29093333333,7.17106666667
549.64,11.1522,8.27913333333,7.725,8.67693333333,32.8938666667,5.90193333333,15.4090666667,12.6832666667,4.1728,9.88606666667,4.23766666667,7.14133333333
549.98,11.1379333333,8.26246666667,7.7266,8.672,32.9601333333,5.913,15.3461333333,12.6396666667,4.19053333333,9.86926666666,4.24133333333,7.16313333333
550.32,11.1094,8.24126666667,7.72453333333,8.6856,33.0865333333,5.92566666667,15.3014,12.6256666667,4.2102,9.84293333333,4.24186666667,7.17333333333
550.66,11.1148,8.26813333333,7.74593333333,8.71466666667,33.2272,5.95246666667,15.3086,12.6204666667,4.25926666667,9.86800000001,4.2806,7.20693333333
551.01,11.1211333333,8.26466666667,7.7496,8.72826666666,33.3812666667,5.96973333333,15.2869333333,12.5944,4.28206666667,9.85646666667,4.29673333333,7.2242
551.35,11.1010666667,8.2358,7.74026666667,8.72353333333,33.498,5.9562,15.2378,12.5324666667,4.275,9.83733333333,4.29133333333,7.217
551.69,11.1002,8.23186666667,7.74113333333,8.74146666667,33.6284666667,5.97086666667,15.217,12.5043333333,4.30526666667,9.83740000001,4.3046,7.24226666667
552.03,11.117,8.25286666667,7.75513333333,8.76793333333,33.7912,6.0042,15.2239333334,12.508,4.32366666667,9.87606666667,4.34053333333,7.28146666667
552.38,11.1297333333,8.27,7.7722,8.793,33.9276,6.0192,15.2188666667,12.5069333333,4.35973333333,9.88733333334,4.36706666667,7.3118
552.72,11.1462666666,8.2704,7.7594,8.80233333333,34.0594666667,6.03233333333,15.1998666667,12.4837333333,4.3706,9.88773333333,4.3822,7.32386666667
553.06,11.1053333333,8.2194,7.71646666667,8.76213333333,34.105,6.00393333333,15.1077333333,12.4198,4.34826666667,9.83673333333,4.363,7.28806666667
553.40,11.0944,8.21,7.7198,8.77333333333,34.2158,6.02106666667,15.1097333333,12.4079333333,4.35573333333,9.85399999999,4.3852,7.29893333333
553.74,11.0610666667,8.20466666667,7.679,8.7542,34.347,6.0114,15.0814,12.3700666667,4.33133333333,9.82673333334,4.36666666667,7.2708
554.09,11.0628666667,8.19253333333,7.65893333333,8.74046666667,34.439,6.00813333333,15.0571333333,12.333,4.324,9.82846666666,4.37586666667,7.26706666667
554.43,11.0478666667,8.15186666666,7.62573333333,8.7082,34.5016,5.98793333333,14.9954,12.2725333333,4.28786666667,9.78480000001,4.34026666667,7.24326666667
554.77,11.0083333333,8.09313333333,7.564,8.6656,34.5578666667,5.95593333333,14.9249333333,12.2268,4.23906666667,9.7252,4.3142,7.1972
555.11,10.9717333333,8.06286666667,7.52746666667,8.62946666667,34.6318,5.94546666667,14.8763333333,12.1779333333,4.2272,9.69246666668,4.30086666667,7.18566666667
555.45,10.9528666667,8.05006666667,7.5062,8.61506666667,34.721,5.93466666667,14.8448,12.1495333333,4.1892,9.6532,4.29253333333,7.17653333333
555.80,10.9262666667,8.0142,7.48006666667,8.59666666667,34.8132666667,5.91793333333,14.8008666667,12.1161333333,4.17686666667,9.61166666665,4.28026666666,7.14666666667
556.14,10.9272666667,8.00313333333,7.4904,8.58406666667,34.882,5.92773333334,14.7413333333,12.0814666667,4.1854,9.61093333333,4.2796,7.1532
556.48,10.8736666667,7.9678,7.45773333334,8.56713333333,34.9616,5.9098,14.6886666667,12.0385333334,4.16206666667,9.56239999999,4.26273333333,7.13253333333
556.82,10.8855333333,7.98086666667,7.46746666667,8.5764,35.0782,5.92913333333,14.6834,12.0292666667,4.1988,9.56080000001,4.26633333334,7.15673333333
557.16,10.8818666667,7.97226666667,7.45446666667,8.57,35.1785333333,5.94353333333,14.6385333333,12.0011333333,4.20026666667,9.54233333333,4.2616,7.15393333333
557.50,10.8855333333,7.95006666667,7.46306666667,8.57246666667,35.3052666667,5.95,14.605,11.9904666667,4.217,9.53293333333,4.26206666667,7.1808
557.85,10.8898666667,7.9692,7.46926666667,8.6012,35.432,5.98533333333,14.5972,12.0002666666,4.22426666667,9.55659999999,4.27653333333,7.21246666667
558.19,10.8717333333,7.96133333333,7.45733333333,8.6036,35.5149333333,5.9854,14.5573333333,11.9625333333,4.23793333333,9.53413333333,4.29166666666,7.22513333333
558.53,10.8763333333,7.98406666667,7.48746666667,8.64293333334,35.6340666667,6.01346666667,14.5498666667,11.9493333333,4.26866666667,9.5554,4.3134,7.27333333333
558.87,10.8919333333,8.0176,7.52433333333,8.67333333333,35.739,6.04346666667,14.5404,11.9498,4.29546666667,9.56559999999,4.3372,7.30606666667
559.21,10.8542,7.98573333333,7.48953333333,8.64066666667,35.8076666667,6.0196,14.4651333333,11.8954,4.3012,9.55406666667,4.31446666667,7.2896
559.55,10.87,8.0036,7.503,8.65526666667,35.9294666667,6.05346666667,14.455,11.9102666667,4.3374,9.57226666667,4.35226666667,7.339
559.89,10.8182,7.98186666667,7.45113333333,8.63053333333,35.9859333334,6.04706666667,14.4040666667,11.8583333333,4.3128,9.53966666667,4.33246666667,7.31666666667
560.23,10.8030666666,7.95306666667,7.43606666667,8.61013333333,36.0622,6.03293333333,14.3571333333,11.8305333333,4.30653333333,9.50386666667,4.31393333333,7.29386666667
560.58,10.8378666667,8.00226666667,7.4886,8.6686,36.2106,6.08533333333,14.3788666667,11.8626666667,4.33153333333,9.55726666667,4.36753333333,7.34046666667
560.92,10.8174666667,7.99013333333,7.483,8.6546,36.2680666667,6.07626666667,14.3578666667,11.8182666667,4.3402,9.52720000001,4.3926,7.35526666667
561.26,10.7876,7.99413333333,7.47586666667,8.65073333333,36.3069333333,6.07313333333,14.3074,11.7736666667,4.333,9.50520000001,4.3976,7.34113333333
561.60,10.7104666667,7.92926666667,7.4296,8.58746666667,36.2842,6.01086666666,14.2056666667,11.6720666667,4.293,9.41946666665,4.347,7.28773333333
561.94,10.6886,7.92533333333,7.4236,8.5814,36.4065333333,5.99813333333,14.1783333333,11.658,4.27966666667,9.4154,4.3446,7.2778
562.28,10.6696,7.9296,7.40853333333,8.5848,36.4358666666,6.01473333333,14.1346,11.6393333333,4.29146666667,9.39533333333,4.3594,7.2676
562.62,10.6788666667,7.93106666667,7.4092,8.59146666667,36.5474666667,6.0468,14.1184666667,11.6336,4.31006666667,9.393,4.38426666667,7.28746666667
562.96,10.7261333333,7.97526666667,7.43913333334,8.65766666667,36.6698666667,6.11373333333,14.1347333333,11.69,4.36586666667,9.42606666667,4.433,7.3314
563.30,10.7368666667,7.97,7.43613333333,8.6768,36.7056,6.1192,14.1114666667,11.656,4.37113333333,9.40006666667,4.4292,7.33966666667
563.64,10.7470666667,7.95893333333,7.4354,8.68106666667,36.814,6.12413333333,14.0958666667,11.6390666667,4.37953333333,9.37726666666,4.44406666667,7.35653333333
563.99,10.7428,7.95973333333,7.431,8.6854,36.8484666667,6.138,14.0574,11.6151333333,4.4042,9.37086666665,4.46093333333,7.37826666667
564.33,10.7438,7.95593333333,7.43513333333,8.70646666667,36.9350666667,6.13593333333,14.0416666667,11.6059333333,4.42093333333,9.35380000001,4.464,7.42133333333
564.67,10.7484666667,7.96166666667,7.43486666666,8.712,37.0106,6.14693333333,14.0016666667,11.5978,4.4236,9.35920000001,4.4788,7.43466666667
565.01,10.7539333333,7.9594,7.42133333333,8.71573333333,37.0803333333,6.1598,13.9789333333,11.5919333333,4.43486666667,9.35053333333,4.49746666667,7.44833333333
565.35,10.7604,7.96153333334,7.41033333333,8.7156,37.2045333333,6.17613333333,13.9614,11.5866,4.44386666667,9.34886666665,4.50826666667,7.4786
565.69,10.7640666667,7.9724,7.4174,8.7382,37.2702,6.20793333333,13.9527333333,11.6017333333,4.47386666666,9.36080000001,4.5274,7.5146
566.03,10.7888666667,7.9908,7.44173333333,8.7492,37.3652,6.23573333333,13.9482666667,11.6000666667,4.4996,9.38026666667,4.56266666667,7.54446666667
566.37,10.7866,7.98146666667,7.433,8.74633333333,37.4014666667,6.24046666667,13.9111333333,11.5798666667,4.49713333333,9.36606666667,4.5694,7.54713333333
566.71,10.7579333334,7.9568,7.4162,8.71966666667,37.4323333333,6.21493333333,13.8574,11.5203333333,4.46733333333,9.32693333333,4.56093333333,7.54233333333
567.05,10.7368666667,7.9588,7.41726666666,8.7314,37.5496,6.22473333333,13.8184666667,11.5170666666,4.4636,9.32633333334,4.57326666667,7.54506666667
567.39,10.7592,7.98193333333,7.4348,8.76893333333,37.6163333333,6.25546666667,13.7986,11.5219333333,4.491,9.33319999999,4.6034,7.59326666666
567.73,10.7758666667,8.01546666666,7.4482,8.7968,37.7506,6.2888,13.7913333333,11.5283333334,4.50253333333,9.35299999999,4.63433333333,7.6198
568.07,10.7408666667,7.97853333333,7.39693333333,8.75753333333,37.768,6.28593333333,13.7172666667,11.47,4.49013333333,9.31133333333,4.6236,7.5828
568.41,10.7206666667,7.96886666667,7.38493333333,8.762,37.8396,6.2842,13.6821333333,11.4368,4.47853333333,9.28580000001,4.6086,7.57773333333
568.75,10.6633333333,7.90213333333,7.32753333333,8.7114,37.8904,6.2338,13.5905333333,11.3728,4.4328,9.22486666667,4.54813333333,7.54546666667
569.09,10.6736666667,7.92766666667,7.346,8.722,37.941,6.26626666667,13.5701333333,11.3737333333,4.46373333333,9.22406666667,4.5714,7.56766666666
569.43,10.6741333333,7.91566666667,7.33873333333,8.71606666667,38.0282,6.26586666667,13.5179333333,11.3418666667,4.45706666667,9.20579999999,4.57913333333,7.56473333333
569.77,10.633,7.87506666667,7.31633333333,8.6916,38.0939333333,6.24306666667,13.4602666667,11.3024666667,4.43153333333,9.1586,4.537,7.5516
570.11,10.609,7.8718,7.3022,8.6786,38.1964666667,6.24953333333,13.4284,11.2969333333,4.43546666667,9.1466,4.53293333333,7.55706666667
570.45,10.5834,7.86806666667,7.29666666667,8.6852,38.3166,6.2724,13.4003333333,11.275,4.433,9.13960000001,4.5348,7.56633333333
570.79,10.5635333333,7.85533333333,7.28553333333,8.65106666667,38.3566666667,6.2814,13.3478,11.2306666667,4.43686666667,9.1226,4.53193333333,7.57726666667
571.13,10.5411333333,7.8638,7.27973333333,8.64446666667,38.3948,6.29753333333,13.3162,11.2119333333,4.45293333333,9.1234,4.53666666667,7.58766666667
571.47,10.5087333333,7.83353333333,7.27933333333,8.62213333333,38.4073333333,6.29486666667,13.2754666667,11.1698666667,4.45253333334,9.09706666667,4.53273333333,7.59706666667
571.81,10.4843333333,7.83113333333,7.27506666667,8.5998,38.4605333333,6.2898,13.2374,11.1603333333,4.44126666667,9.07733333334,4.53006666667,7.60053333333
572.15,10.4648666666,7.82093333334,7.26453333333,8.59026666667,38.5170666666,6.29093333333,13.1983333333,11.1462,4.44253333333,9.05760000001,4.52233333333,7.59886666667
572.49,10.5052666667,7.88186666667,7.31993333334,8.6388,38.6195333333,6.35546666667,13.2244666667,11.1875333333,4.49346666667,9.09473333334,4.58126666666,7.6458
572.83,10.5042,7.8716,7.33073333333,8.64446666667,38.7132666667,6.37353333333,13.2078666667,11.1862,4.4988,9.09380000001,4.60386666667,7.65873333333
573.17,10.4952,7.87026666667,7.33526666667,8.6472,38.7567333333,6.38653333333,13.1784666667,11.181,4.50826666667,9.08673333333,4.62393333333,7.67733333333
573.51,10.5199333333,7.9046,7.3584,8.68033333333,38.8495333333,6.42133333333,13.1822,11.1958666667,4.5368,9.10866666666,4.6756,7.70546666667
573.85,10.4968,7.87686666667,7.33553333333,8.65946666667,38.8502,6.39253333333,13.1264666667,11.1508,4.51906666667,9.07693333333,4.66486666667,7.69373333334
574.19,10.5008,7.88453333334,7.33206666667,8.65966666667,38.8955333334,6.39793333333,13.1065333333,11.145,4.53046666667,9.07759999999,4.68046666667,7.70753333333
574.53,10.4903333334,7.89306666667,7.33573333333,8.66253333333,38.9380666667,6.40813333333,13.0778666667,11.1340666667,4.54053333333,9.0676,4.6866,7.72653333333
574.87,10.4836666667,7.86533333333,7.335,8.65106666667,39.0545333333,6.395,13.0427333333,11.1148666667,4.52086666667,9.04533333333,4.6742,7.7118
575.21,10.4992,7.88613333334,7.33793333333,8.6708,39.1331333333,6.40953333333,13.0245333334,11.129,4.54006666667,9.0454,4.69806666667,7.72686666667
575.55,10.5435333333,7.92753333334,7.372,8.72973333333,39.2580666667,6.4638,13.05,11.1538666667,4.5962,9.09253333334,4.74913333333,7.78066666667
575.89,10.5410666667,7.92033333333,7.35866666667,8.71153333334,39.3363333333,6.46206666667,13.0076666666,11.1348666667,4.60866666667,9.08966666666,4.7536,7.78753333333
576.22,10.5307333333,7.90193333334,7.34773333333,8.70966666667,39.3977333333,6.4656,12.981,11.1008,4.61926666667,9.09513333334,4.76086666667,7.7986
576.56,10.4796666667,7.8566,7.29353333333,8.67753333333,39.4232,6.42333333333,12.8996666667,11.0352666667,4.58686666667,9.04786666667,4.70506666667,7.76153333333
576.90,10.4336,7.82213333333,7.26306666667,8.63133333334,39.4646666667,6.3894,12.8272666667,10.9658,4.5646,9.00273333334,4.6488,7.7334
577.24,10.3687333334,7.76326666667,7.19593333333,8.57026666667,39.4955333333,6.34206666667,12.7313333333,10.8980666667,4.51813333333,8.93086666667,4.5786,7.6834
577.58,10.3669333333,7.78546666667,7.2066,8.59726666667,39.6282,6.3666,12.7049333333,10.8888666667,4.54253333333,8.93286666666,4.59233333333,7.7044
577.92,10.3505333333,7.75733333333,7.19833333333,8.57886666667,39.6567333333,6.33433333333,12.6376666666,10.8676,4.54246666667,8.88293333333,4.56866666667,7.69126666667
578.26,10.3077333333,7.704,7.1276,8.53566666667,39.7038666667,6.28766666667,12.5615333333,10.8129333333,4.49626666667,8.81906666667,4.51493333333,7.6516
578.60,10.2736666667,7.6908,7.10506666667,8.5208,39.7168,6.26513333333,12.5025333333,10.7868,4.49266666667,8.77286666666,4.5324,7.63993333333
578.94,10.2405333333,7.6542,7.05906666667,8.4846,39.7710666667,6.248,12.4268666667,10.7353333333,4.47106666667,8.73400000001,4.499,7.63813333333
579.28,10.2406,7.67286666667,7.05666666667,8.47533333333,39.808,6.24673333333,12.3777333333,10.728,4.489,8.72173333334,4.5242,7.66
579.61,10.2366666666,7.67726666667,7.05786666667,8.496,39.8785333333,6.26166666667,12.3632,10.7165333333,4.4898,8.71046666666,4.52533333333,7.6772
579.95,10.2195333333,7.67146666667,7.03573333333,8.47726666667,39.9166,6.2514,12.3025333333,10.6963333333,4.4818,8.66753333334,4.5094,7.66193333333
580.29,10.2172,7.67693333333,7.02586666667,8.4756,40.0014666667,6.2494,12.2738,10.6906666667,4.49346666667,8.65966666667,4.52593333333,7.67446666667
580.63,10.2391333333,7.6868,7.037,8.50306666667,40.1016,6.28146666667,12.2668666667,10.7002,4.50426666667,8.64480000001,4.55486666667,7.69213333333
580.97,10.2832666667,7.7332,7.08373333333,8.53853333333,40.2114666667,6.33746666667,12.2857333333,10.7274666667,4.57326666667,8.70173333333,4.62273333333,7.7788
581.31,10.2692666667,7.72486666667,7.06646666667,8.53346666667,40.2567333333,6.33126666667,12.2368,10.7028666667,4.57906666666,8.69166666666,4.6164,7.771
581.65,10.2709333333,7.72513333333,7.0628,8.53706666667,40.3591333333,6.37566666667,12.2162,10.6912,4.583,8.70606666666,4.6296,7.76973333333
581.98,10.3240666667,7.7754,7.10826666667,8.59413333333,40.4808,6.41713333333,12.2323333333,10.7029333333,4.6342,8.75260000001,4.68553333333,7.80346666667
582.32,10.3263333333,7.77006666667,7.10066666667,8.59373333333,40.6024,6.44126666667,12.2152666667,10.6885333333,4.63946666667,8.77146666667,4.65186666667,7.7988
582.66,10.3856666667,7.82706666667,7.15826666667,8.6344,40.6983333334,6.49346666667,12.2350666667,10.7218666667,4.68633333333,8.82286666667,4.6948,7.83486666667
583.00,10.3216666667,7.7464,7.1134,8.58913333333,40.7375333333,6.4334,12.1456666667,10.6359333333,4.61693333333,8.7444,4.61513333333,7.76526666667
583.34,10.3052,7.7174,7.10326666667,8.58726666667,40.7265333333,6.43806666666,12.0737333333,10.607,4.60586666667,8.70666666667,4.61093333333,7.764
583.68,10.3148666667,7.7176,7.10706666667,8.59093333333,40.7606666667,6.44653333333,12.0482,10.5800666667,4.6028,8.70406666667,4.627,7.77406666667
584.01,10.3398666667,7.72193333333,7.13073333333,8.631,40.8205333334,6.47766666667,12.0506666667,10.5763333333,4.6212,8.71413333333,4.65526666667,7.80493333333
584.35,10.3242666667,7.7178,7.11746666667,8.64046666667,40.841,6.47806666667,12.0046666667,10.5586,4.60773333333,8.7144,4.6512,7.81753333333
584.69,10.2622666667,7.66306666667,7.06453333333,8.60006666667,40.8293333333,6.42953333333,11.9102,10.5133333333,4.55846666667,8.64653333333,4.58873333333,7.76113333333
585.03,10.2798,7.67573333334,7.07193333333,8.61886666667,40.9522,6.45573333333,11.9141333333,10.5235333333,4.57246666667,8.65446666666,4.61973333333,7.815
585.37,10.2720666667,7.68526666667,7.0928,8.62966666667,40.9432666667,6.4688,11.9152666667,10.4939333333,4.59466666667,8.63006666667,4.6386,7.8466
585.70,10.2415333333,7.6376,7.07373333333,8.61506666667,40.9634666667,6.46946666667,11.8615333333,10.4880666667,4.5794,8.61819999999,4.63946666667,7.85586666667
586.04,10.2324666667,7.6134,7.0404,8.58546666667,40.9389333333,6.45,11.8072666667,10.4535333333,4.5514,8.5668,4.62946666667,7.85286666667
586.38,10.1077333333,7.50533333333,6.9356,8.5022,40.9583333333,6.3626,11.699,10.352,4.46513333333,8.46206666667,4.54906666667,7.7598
586.72,10.0895333333,7.50613333333,6.92146666666,8.502,40.9902666667,6.38286666667,11.694,10.3482,4.47246666667,8.44946666667,4.557,7.77886666667
587.06,10.1001333333,7.52173333333,6.9296,8.50186666667,41.1103333333,6.40453333333,11.6871333333,10.3566666667,4.4906,8.45653333333,4.5934,7.80786666667
587.39,10.0640666667,7.47473333333,6.895,8.4818,41.1625333333,6.3974,11.642,10.3286666667,4.47153333333,8.39826666667,4.5692,7.7944
587.73,10.0771333333,7.48853333333,6.91666666667,8.46706666667,41.2564666667,6.42913333333,11.6257333333,10.3567333333,4.48713333333,8.40373333333,4.60533333333,7.8164
588.07,10.0643333333,7.4676,6.8982,8.4472,41.3330666667,6.42366666667,11.6086666667,10.3394666667,4.498,8.39633333333,4.60226666667,7.80973333333
588.41,10.1026,7.52166666666,6.9324,8.4884,41.4307333333,6.46426666667,11.6228666667,10.351,4.54046666667,8.4362,4.65953333333,7.8786
588.74,10.0846666667,7.4972,6.928,8.4476,41.435,6.45753333333,11.5922666667,10.3428666667,4.517,8.3846,4.62773333333,7.8626
589.08,10.0869333333,7.521,6.93653333333,8.4592,41.5911333333,6.46346666667,11.5590666667,10.3711333333,4.53686666666,8.4038,4.6366,7.8782
589.42,10.0599333333,7.519,6.9278,8.426,41.6336,6.45053333333,11.5341333333,10.3438,4.5202,8.36473333333,4.61526666667,7.85346666667
589.76,10.0714,7.571,6.98513333333,8.4788,41.7610666667,6.50293333333,11.5545333333,10.3937333333,4.5764,8.40813333333,4.67006666667,7.9246
590.09,10.1254,7.61813333333,7.0274,8.4964,41.8201333333,6.5468,11.5504666667,10.4354666667,4.60973333333,8.43693333333,4.7104,7.96266666667
590.43,10.0961333333,7.57326666666,6.99946666667,8.4638,41.9064666667,6.52593333333,11.4903333333,10.3931333333,4.58733333334,8.41133333333,4.67386666667,7.9316
590.77,10.0694,7.56073333333,6.98,8.44766666667,41.9338,6.5034,11.4898666667,10.3840666667,4.5766,8.40086666667,4.65686666667,7.91173333333
591.11,10.0184,7.5436,6.95113333333,8.40426666667,41.9886,6.47293333333,11.4262,10.3563333333,4.54993333333,8.3764,4.62906666667,7.88226666667
591.44,9.97526666667,7.53506666666,6.9284,8.40333333333,42.0208,6.44306666667,11.3773333333,10.3277333333,4.53293333333,8.33926666667,4.58906666667,7.8662
591.78,9.96586666666,7.5292,6.9242,8.3954,42.0532666667,6.45426666666,11.3333333333,10.3132666667,4.52273333333,8.29953333333,4.58713333333,7.85713333333
592.12,9.93360000001,7.46326666667,6.88393333333,8.34993333333,42.0876666667,6.42706666667,11.2728,10.2752666667,4.47813333333,8.23406666667,4.54546666667,7.79353333333
592.46,9.86360000002,7.40106666667,6.80566666667,8.31153333333,42.1054,6.36386666667,11.1729333333,10.1858,4.41413333333,8.1792,4.4882,7.72386666667
592.79,9.81259999999,7.331,6.74346666667,8.24573333333,42.0612666667,6.32213333333,11.0932666667,10.1228666667,4.36433333334,8.11473333333,4.44133333334,7.66253333333
593.13,9.8124,7.33653333333,6.7502,8.24833333333,42.1098,6.32626666667,11.0632,10.0971333333,4.34906666667,8.09513333333,4.45113333333,7.6818
593.47,9.73286666667,7.26386666667,6.64786666667,8.1588,42.0592,6.26833333333,10.9544666667,9.98860000001,4.25326666667,8.0034,4.3786,7.59773333333
593.80,9.71839999999,7.24493333333,6.64106666667,8.1762,42.0775333333,6.276,10.9482,9.94706666667,4.25106666667,7.99346666667,4.375,7.61986666667
594.14,9.70693333334,7.241,6.64006666667,8.16786666667,42.0902666667,6.2734,10.9124666667,9.95753333333,4.24213333333,7.98046666667,4.39113333333,7.638
594.48,9.68826666666,7.22606666667,6.61653333333,8.12513333333,42.099,6.26093333333,10.8322,9.91406666667,4.223,7.94173333333,4.35913333333,7.64073333333
594.81,9.72346666665,7.26513333333,6.65313333333,8.15473333333,42.1183333333,6.29453333333,10.8454666667,9.95493333334,4.26226666667,7.9722,4.3848,7.7
595.15,9.71146666666,7.2578,6.63153333333,8.13226666667,42.0918,6.2952,10.8268,9.92266666666,4.2452,7.94986666667,4.39653333333,7.70773333333
595.49,9.73719999999,7.28993333333,6.63866666667,8.15806666667,42.2060666667,6.31493333333,10.8435333333,9.96246666667,4.27326666667,7.98766666667,4.41886666667,7.73766666667
595.82,9.744,7.32233333333,6.65273333333,8.18513333333,42.2911333333,6.3502,10.8686,9.97700000001,4.29613333333,8.01626666667,4.44226666666,7.7802
596.16,9.80453333332,7.38933333333,6.72273333333,8.22906666667,42.3780666667,6.4134,10.9042666666,10.0402666667,4.35493333333,8.07033333333,4.51193333333,7.84926666667
596.50,9.81773333333,7.40926666667,6.72646666667,8.24033333333,42.4563333333,6.42773333334,10.8952,10.0506666667,4.36573333333,8.07246666667,4.52673333333,7.8914
596.83,9.79580000001,7.3984,6.71433333333,8.2356,42.4888666667,6.43173333333,10.8644,10.0380666667,4.36846666667,8.06726666667,4.52813333333,7.88586666667
597.17,9.79239999999,7.3998,6.72086666667,8.249,42.5725333333,6.4292,10.8631333333,10.0482,4.38753333333,8.08813333333,4.5328,7.9018
597.51,9.79286666667,7.41833333333,6.7334,8.25586666667,42.6445333333,6.445,10.8378666666,10.0645333333,4.38753333333,8.0888,4.54846666667,7.91626666667
597.84,9.84320000001,7.4528,6.77253333333,8.29293333333,42.7082666667,6.50726666667,10.8728666667,10.0872666667,4.43206666667,8.12013333333,4.59913333333,7.95413333333
598.18,9.86933333333,7.47486666667,6.80573333333,8.31773333333,42.7854666667,6.5386,10.8981333333,10.1144666666,4.47966666667,8.14713333333,4.65046666667,7.98326666667
598.52,9.87633333333,7.49926666667,6.8458,8.35753333333,42.9218666667,6.57993333333,10.9174666667,10.1229333333,4.4956,8.17406666667,4.70433333333,8.02273333333
598.85,9.90940000002,7.52893333333,6.87866666667,8.407,43.0236,6.63666666666,10.9313333333,10.1476666667,4.562,8.2148,4.75073333333,8.0418
599.19,9.86040000002,7.51493333333,6.87546666667,8.39233333333,42.9806,6.6434,10.8956666667,10.1059333333,4.55953333333,8.19126666667,4.76893333333,8.04693333333
599.53,9.84939999999,7.50293333333,6.87293333333,8.38433333333,42.9703333333,6.634,10.8331333333,10.0895333333,4.54606666667,8.16946666667,4.7648,8.04706666667
599.86,9.79946666667,7.47393333334,6.85546666667,8.38473333333,42.9746666667,6.64026666667,10.7827333333,10.0467333333,4.537,8.1446,4.74486666667,8.03393333334
600.20,9.79366666666,7.48906666667,6.87573333333,8.3914,43.017,6.65486666666,10.7727333333,10.0351333333,4.55313333333,8.15306666667,4.74786666667,8.03213333333
600.53,9.80159999999,7.48546666667,6.88373333333,8.395,43.0780666667,6.65793333333,10.7652666667,10.0498666667,4.57246666667,8.16826666667,4.7626,8.0572
600.87,9.82913333335,7.49833333333,6.9058,8.39413333333,43.1333333333,6.68353333333,10.7560666667,10.0540666667,4.599,8.14973333333,4.80146666667,8.08693333333
601.21,9.79113333333,7.4634,6.86566666667,8.3484,43.1683333333,6.6324,10.712,10.0268,4.57006666667,8.1116,4.776,8.05146666667
601.54,9.75413333333,7.45186666667,6.84026666667,8.32206666667,43.2291333333,6.60986666667,10.6433333333,9.98340000001,4.5516,8.09746666667,4.74766666667,8.03373333333
601.88,9.74100000001,7.436,6.81526666667,8.30906666667,43.2675333333,6.60786666666,10.5855333333,9.96320000002,4.51726666667,8.08533333334,4.7188,8.03106666666
602.21,9.67513333333,7.33786666667,6.71026666667,8.22593333333,43.1793333333,6.53553333333,10.4742,9.85773333334,4.4408,7.991,4.637,7.95273333333
602.55,9.60373333333,7.279,6.65313333333,8.1448,43.1505333333,6.47573333334,10.3850666667,9.79273333333,4.36753333333,7.931,4.57386666667,7.92913333333
602.88,9.60659999999,7.25973333334,6.63866666667,8.13573333333,43.1692,6.45633333333,10.3543333333,9.78513333333,4.35033333333,7.90013333333,4.564,7.92673333334
603.22,9.61346666667,7.25166666667,6.6146,8.12886666667,43.295,6.45586666667,10.3601333333,9.78266666666,4.35586666667,7.88906666667,4.5854,7.93206666667
603.56,9.59340000001,7.20686666667,6.58646666667,8.073,43.2936,6.42593333333,10.314,9.75386666665,4.32913333333,7.84066666667,4.5712,7.91486666667
603.89,9.59460000001,7.19726666667,6.56193333333,8.08506666667,43.3021333333,6.43446666667,10.3068666667,9.74520000001,4.33286666667,7.83246666667,4.59953333333,7.92373333333
604.23,9.59873333333,7.19286666667,6.5404,8.07006666667,43.2774666667,6.4418,10.2808,9.73386666668,4.34,7.8238,4.595,7.90513333333
604.56,9.60019999999,7.197,6.5386,8.09073333333,43.2736,6.45146666667,10.2582666667,9.72886666666,4.35213333333,7.8368,4.60406666667,7.9126
604.90,9.60986666667,7.19066666667,6.54346666667,8.08993333333,43.2732,6.46626666667,10.242,9.701,4.367,7.83166666667,4.61046666667,7.92293333333
