wavelength,Back_IncPerm,Belly_IncPerm,Breast_IncPerm,Crissum_IncPerm,Crown_IncPerm,DorTail_IncPerm,Patch10_IncPerm,Patch11_IncPerm,Rump_IncPerm,Throat_IncPerm,WingTip_IncPerm
386.66,3.16233333333,23.2916666667,10.7833333333,9.791,5.47,4.38333333333,1.706,34.1761666666,5.70116666666,11.9186666667,7.83366666666
387.03,3.13183333333,23.3973333333,10.8253333333,9.83533333335,5.429,4.40266666667,1.69183333333,34.2963333334,5.70566666666,11.929,7.80133333333
387.39,3.21216666667,23.53,10.8918333333,9.93116666668,5.5255,4.482,1.77233333333,34.3791666667,5.78766666667,12.0278333333,7.85633333333
387.75,3.24283333334,23.6068333333,10.891,9.95483333332,5.524,4.53416666666,1.78566666667,34.4496666667,5.816,12.0973333334,7.90566666667
388.11,3.22783333333,23.6348333333,10.876,9.95316666669,5.52733333333,4.53166666667,1.764,34.4551666667,5.77616666667,12.0975,7.86816666667
388.47,3.231,23.658,10.9351666666,10.0065,5.55866666667,4.55233333333,1.79383333334,34.5623333333,5.7965,12.1393333334,7.89933333333
388.83,3.237,23.6646666666,10.942,10.0405,5.54233333333,4.5375,1.784,34.5785,5.78583333333,12.1201666667,7.88983333333
389.19,3.27466666667,23.7616666667,11.005,10.0778333333,5.55933333334,4.58316666667,1.84033333333,34.6563333333,5.83633333334,12.1845,7.9255
389.55,3.23983333333,23.8286666667,10.9831666667,10.0516666667,5.51483333333,4.55533333333,1.81133333333,34.713,5.79366666666,12.1715,7.91133333333
389.91,3.23066666667,23.9925,11.0265,10.139,5.52883333334,4.54083333333,1.83883333333,34.796,5.80483333333,12.21,7.96
390.27,3.27533333333,24.0393333334,11.0815,10.21,5.5965,4.5795,1.88933333334,34.821,5.8445,12.2668333334,7.97033333333
390.63,3.341,24.1278333334,11.147,10.2926666666,5.70583333334,4.62683333333,1.9575,34.9281666667,5.915,12.333,8.03183333333
391.00,3.36616666667,24.2115,11.2051666667,10.3235,5.71783333334,4.63483333334,1.96683333333,34.9318333333,5.92283333333,12.3705,8.07166666666
391.36,3.30566666667,24.2628333333,11.2188333334,10.3496666667,5.6805,4.6145,1.925,35.0285,5.88666666667,12.3448333333,8.04366666667
391.72,3.31283333333,24.324,11.2841666667,10.4098333333,5.71966666666,4.59716666667,1.93166666666,35.1065,5.88966666667,12.3668333334,8.0245
392.08,3.333,24.4541666667,11.3635,10.467,5.74483333334,4.603,1.96033333333,35.2048333333,5.94266666666,12.424,8.0365
392.44,3.3255,24.5641666667,11.4028333333,10.5183333333,5.7345,4.58416666667,1.9485,35.2738333333,5.933,12.4416666667,8.01433333333
392.80,3.31083333333,24.5985,11.4111666667,10.5106666666,5.7535,4.56916666666,1.91766666667,35.295,5.93766666667,12.436,7.998
393.16,3.2255,24.5876666667,11.3255,10.4581666666,5.7065,4.50616666666,1.81433333334,35.2713333334,5.85266666666,12.3275,7.92783333334
393.52,3.16966666667,24.5868333334,11.33,10.459,5.66433333333,4.46033333333,1.76933333334,35.277,5.8385,12.3261666666,7.87616666667
393.88,3.15133333333,24.6026666667,11.3403333333,10.4481666667,5.67883333333,4.4725,1.7555,35.3186666667,5.81016666667,12.3068333333,7.8505
394.24,3.0945,24.6508333333,11.3196666667,10.4326666667,5.62733333334,4.43133333334,1.68633333333,35.3651666666,5.7695,12.2891666667,7.8175
394.60,3.06483333333,24.699,11.3135,10.416,5.57783333333,4.39083333333,1.64783333333,35.366,5.72016666666,12.2728333334,7.77933333333
394.96,3.04633333333,24.6735,11.3085,10.4153333334,5.5845,4.369,1.652,35.3693333333,5.7,12.2551666667,7.75183333334
395.32,2.98483333333,24.6935,11.315,10.3891666667,5.55466666666,4.305,1.61533333333,35.3593333334,5.66866666666,12.2378333334,7.69183333333
395.68,2.97883333333,24.6793333333,11.3018333334,10.391,5.5295,4.268,1.59733333333,35.3516666666,5.63016666666,12.2098333334,7.673
396.04,2.963,24.7198333334,11.3018333334,10.4166666667,5.53383333333,4.27716666666,1.57133333334,35.3795,5.6005,12.219,7.66833333334
396.40,2.9665,24.7061666666,11.299,10.3905,5.52583333334,4.26683333333,1.55933333334,35.3693333333,5.60383333334,12.2001666667,7.66566666666
396.76,3.03816666667,24.8246666666,11.3918333334,10.498,5.59183333333,4.32216666666,1.6265,35.4565,5.6845,12.2763333333,7.73866666666
397.12,3.10116666667,24.9175,11.4851666667,10.606,5.6485,4.36716666666,1.70533333333,35.5198333333,5.756,12.3925,7.79733333333
397.48,3.169,25.0178333334,11.5746666667,10.669,5.70516666667,4.42683333334,1.75833333333,35.5881666667,5.80183333333,12.4376666667,7.8585
397.84,3.20033333333,25.079,11.609,10.7123333333,5.6935,4.44066666667,1.777,35.6276666667,5.81433333333,12.4588333334,7.8895
398.20,3.183,25.1188333334,11.636,10.7511666667,5.677,4.41783333334,1.8025,35.6518333333,5.80366666667,12.4355,7.86166666667
398.56,3.16566666667,25.1466666666,11.6378333333,10.7615,5.6405,4.40483333334,1.7875,35.6883333333,5.76533333333,12.4273333333,7.873
398.92,3.15933333333,25.1761666666,11.6386666667,10.7795,5.633,4.40433333333,1.7765,35.7006666667,5.766,12.436,7.8815
399.28,3.21416666667,25.2226666666,11.6593333333,10.8076666667,5.666,4.42283333334,1.78333333333,35.7068333333,5.8,12.463,7.93816666667
399.64,3.23516666667,25.3685,11.7275,10.8493333333,5.7075,4.44466666667,1.78433333333,35.7971666666,5.8665,12.5166666666,7.97933333334
400.00,3.24716666667,25.3761666667,11.7333333334,10.8436666666,5.683,4.43266666667,1.77633333333,35.8155,5.8865,12.5011666667,7.97266666666
400.36,3.22933333334,25.4453333333,11.7251666667,10.8831666667,5.68633333333,4.4375,1.75383333334,35.8395,5.86383333334,12.515,7.969
400.72,3.19533333333,25.4683333333,11.719,10.8823333333,5.65116666667,4.40583333333,1.72116666667,35.8346666667,5.81966666667,12.497,7.92116666667
401.08,3.1485,25.468,11.6756666666,10.815,5.6095,4.3535,1.69316666667,35.8145,5.77233333334,12.4338333333,7.87116666667
401.44,3.15583333333,25.5636666667,11.7105,10.8636666667,5.635,4.35033333333,1.709,35.892,5.79833333334,12.4918333333,7.87283333334
401.80,3.175,25.6335,11.7643333333,10.8961666667,5.65566666667,4.3635,1.72166666667,35.9311666667,5.84216666667,12.5555,7.9035
402.16,3.22283333334,25.7791666666,11.828,10.9553333333,5.74116666667,4.42616666667,1.74883333333,36.0398333334,5.90283333333,12.6555,7.97183333333
402.52,3.2155,25.813,11.833,10.9816666667,5.74766666667,4.40533333333,1.76366666666,36.0665,5.92116666667,12.6686666667,7.94816666667
402.88,3.21066666667,25.8956666667,11.8786666667,11.044,5.78966666667,4.405,1.75733333334,36.155,5.95066666667,12.6561666666,7.92383333333
403.24,3.2055,25.9981666667,11.913,11.0751666667,5.80333333333,4.44166666667,1.78133333334,36.241,5.9705,12.6801666667,7.90833333333
403.60,3.17166666666,25.9995,11.9086666667,11.0698333333,5.76333333333,4.46483333333,1.78683333334,36.2353333333,5.95733333333,12.6588333333,7.90016666667
403.95,3.12816666667,26.0631666666,11.9628333333,11.1366666666,5.77116666666,4.44616666666,1.78716666667,36.3048333333,5.9685,12.6851666666,7.91516666666
404.31,3.131,26.154,12.0171666666,11.1508333333,5.77633333333,4.44583333333,1.81316666666,36.3916666667,5.98483333333,12.6971666667,7.90666666667
404.67,3.142,26.2013333334,12.0401666667,11.1703333333,5.77183333333,4.46533333333,1.8375,36.4325,5.99033333333,12.706,7.93533333333
405.03,3.18433333334,26.3055,12.1395,11.2668333333,5.82166666667,4.50833333333,1.8665,36.523,6.0365,12.791,7.97283333334
405.39,3.1825,26.3166666667,12.1645,11.3105,5.83383333334,4.50733333333,1.86383333333,36.5488333334,6.02616666667,12.7943333333,7.99133333333
405.75,3.15533333333,26.353,12.1511666667,11.3315,5.838,4.493,1.84416666667,36.6131666667,6.007,12.7533333333,7.9295
406.11,3.158,26.3508333333,12.1505,11.3266666667,5.81516666667,4.47616666667,1.82333333333,36.6051666666,6.00266666667,12.7255,7.89533333333
406.47,3.22916666666,26.4661666667,12.2766666667,11.404,5.87683333334,4.55716666667,1.8805,36.7246666667,6.08533333333,12.8151666667,7.97633333333
406.83,3.26783333333,26.5693333333,12.3215,11.4448333333,5.89566666667,4.60166666667,1.92383333333,36.78,6.10716666666,12.8986666666,8.02633333333
407.19,3.30833333333,26.6008333333,12.3866666667,11.4923333333,5.9055,4.62016666666,1.9475,36.7991666667,6.114,12.9195,8.03816666667
407.55,3.32166666667,26.6681666666,12.4346666666,11.5423333333,5.94016666667,4.61483333334,1.95116666666,36.8558333333,6.09883333333,12.943,8.04066666667
407.90,3.36766666667,26.7676666667,12.4625,11.5596666667,5.97366666667,4.65083333334,1.96483333334,36.9263333334,6.10333333333,12.9786666666,8.06216666667
408.26,3.3895,26.7946666667,12.5013333334,11.6131666667,6.00033333333,4.67933333334,1.97116666667,36.9573333333,6.12483333334,13.017,8.07633333333
408.62,3.37583333333,26.8583333334,12.5065,11.6428333333,6.02016666667,4.67733333333,1.972,36.9753333333,6.13216666667,13.0338333333,8.05783333334
408.98,3.39366666667,26.9466666667,12.5588333333,11.6791666667,6.058,4.69616666667,1.998,37.052,6.16083333333,13.082,8.07866666667
409.34,3.4175,26.993,12.5813333333,11.7001666667,6.05583333333,4.69966666667,2.00766666667,37.1013333333,6.19983333334,13.0896666667,8.0675
409.70,3.43933333333,27.0555,12.6468333333,11.742,6.06233333334,4.70783333333,2.007,37.1298333333,6.207,13.1461666667,8.11833333333
410.06,3.445,27.1491666667,12.7031666667,11.7823333333,6.10333333333,4.73116666667,2.02666666667,37.1831666667,6.23133333333,13.1991666667,8.15416666665
410.42,3.45316666667,27.2126666667,12.7201666667,11.8053333333,6.12,4.72633333333,2.03516666666,37.209,6.22016666667,13.2043333334,8.14499999999
410.77,3.44066666667,27.2541666667,12.7273333333,11.7965,6.10533333334,4.681,2.00733333333,37.233,6.20816666667,13.1758333333,8.13500000001
411.13,3.417,27.3101666667,12.7323333333,11.834,6.09916666666,4.66416666667,1.98966666667,37.2796666667,6.208,13.1851666667,8.14716666666
411.49,3.424,27.3568333334,12.7275,11.8696666667,6.087,4.66666666666,2.00016666667,37.2695,6.21733333333,13.1821666666,8.1435
411.85,3.42683333333,27.4045,12.767,11.8925,6.084,4.6555,2.00016666667,37.2751666667,6.21,13.1773333333,8.13466666665
412.21,3.44833333333,27.48,12.804,11.929,6.11316666667,4.68883333333,2.0325,37.2933333333,6.25333333334,13.2311666667,8.172
412.57,3.46916666667,27.5913333333,12.8663333333,12.0105,6.12216666667,4.70066666666,2.04916666667,37.4363333333,6.276,13.2883333333,8.1985
412.92,3.45116666667,27.6211666666,12.8426666667,12.0291666667,6.1,4.66383333333,2.0065,37.4635,6.266,13.2526666667,8.17750000001
413.28,3.44583333333,27.691,12.8693333333,12.0365,6.12266666666,4.67033333333,2.00966666667,37.4885,6.2435,13.2641666667,8.19283333332
413.64,3.45966666667,27.7605,12.9041666666,12.0878333333,6.15066666666,4.68133333334,2.03433333333,37.5131666667,6.25816666666,13.2818333334,8.19199999999
414.00,3.46016666667,27.7676666667,12.9293333334,12.1133333333,6.141,4.67383333333,2.034,37.5391666667,6.2385,13.2733333333,8.18516666667
414.36,3.4005,27.7926666667,12.9063333333,12.1201666667,6.11466666667,4.64233333333,1.981,37.5796666666,6.2005,13.2446666667,8.14033333334
414.72,3.39816666667,27.8191666666,12.9313333333,12.1631666667,6.12316666667,4.664,1.97366666667,37.623,6.22716666667,13.2945,8.1295
415.07,3.3825,27.8533333334,12.9505,12.164,6.13033333333,4.64733333334,1.94983333333,37.634,6.23683333333,13.3038333333,8.1365
415.43,3.37483333333,27.9188333334,12.9853333333,12.173,6.13633333333,4.648,1.93166666666,37.7198333333,6.25383333333,13.3545,8.126
415.79,3.34416666667,27.8865,12.9706666667,12.1923333333,6.12233333333,4.62633333333,1.90983333333,37.7278333333,6.253,13.3721666666,8.11733333331
416.15,3.27083333333,27.8731666667,12.9456666667,12.1453333333,6.06616666667,4.53983333333,1.8275,37.7236666667,6.17983333333,13.3145,8.06533333333
416.51,3.2315,27.8858333333,12.9686666667,12.129,6.07266666667,4.53083333333,1.80516666666,37.7125,6.18133333334,13.2745,8.04433333334
416.86,3.2275,27.94,13.0098333333,12.1578333333,6.08783333334,4.54383333333,1.819,37.7688333334,6.1915,13.2848333333,8.066
417.22,3.19683333333,27.9558333333,13.0043333333,12.1925,6.067,4.52,1.7965,37.7668333334,6.18033333333,13.2788333334,8.0405
417.58,3.18633333333,27.9801666666,12.9955,12.2113333333,6.06583333334,4.5125,1.772,37.8461666666,6.15283333333,13.2648333334,8.02333333333
417.94,3.16666666666,28.0328333333,12.9865,12.232,6.06133333333,4.49916666667,1.75933333333,37.8816666666,6.15033333333,13.2478333334,8.02633333333
418.29,3.16383333333,28.0715,13.007,12.2663333333,6.064,4.494,1.7675,37.9075,6.16366666666,13.2651666666,8.03716666667
418.65,3.1895,28.1225,13.0553333333,12.3075,6.08783333333,4.50066666667,1.79433333334,37.947,6.17866666667,13.2673333333,8.06416666667
419.01,3.19916666667,28.1375,13.0623333334,12.3221666667,6.09316666667,4.50416666667,1.80416666667,37.9438333333,6.17216666666,13.2663333333,8.06399999999
419.37,3.21366666667,28.1441666667,13.1141666667,12.3481666667,6.1085,4.50416666667,1.82833333333,37.977,6.19,13.2621666666,8.08600000001
419.73,3.21283333333,28.2016666666,13.1316666667,12.363,6.1045,4.50616666667,1.82783333334,38.031,6.187,13.2573333334,8.07183333334
420.08,3.22283333334,28.229,13.1526666666,12.4086666666,6.101,4.50466666667,1.82983333333,38.0816666667,6.19283333333,13.2683333333,8.07066666666
420.44,3.23366666667,28.2278333333,13.1571666666,12.4246666667,6.089,4.48816666667,1.82866666666,38.083,6.182,13.2775,8.07333333335
420.80,3.24283333333,28.2646666667,13.175,12.4548333333,6.086,4.49716666667,1.83633333333,38.087,6.17783333334,13.2931666667,8.07649999998
421.16,3.24283333334,28.289,13.1856666667,12.4616666667,6.08833333333,4.49066666667,1.83816666666,38.1126666667,6.18633333333,13.3023333333,8.08333333335
421.51,3.25266666667,28.3325,13.2133333333,12.4678333333,6.08766666667,4.48816666667,1.8545,38.1116666666,6.22216666667,13.3218333333,8.11333333335
421.87,3.24783333334,28.3563333334,13.231,12.4788333333,6.08966666666,4.48966666667,1.8555,38.1,6.21516666667,13.3315,8.10966666669
422.23,3.24933333334,28.3881666667,13.26,12.4923333333,6.08916666667,4.49,1.84483333333,38.1295,6.21733333334,13.3396666667,8.11916666665
422.58,3.23666666667,28.4355,13.2656666666,12.4956666667,6.08083333334,4.478,1.83883333333,38.1656666666,6.20583333334,13.3391666667,8.10566666665
422.94,3.242,28.5148333333,13.3095,12.535,6.09516666667,4.48433333333,1.84216666667,38.233,6.22283333333,13.3713333333,8.11733333334
423.30,3.24983333333,28.596,13.316,12.5675,6.11016666667,4.4905,1.83233333333,38.2663333334,6.22416666666,13.3903333333,8.118
423.66,3.25666666667,28.646,13.3461666666,12.6018333333,6.12516666667,4.4985,1.84,38.2635,6.23583333333,13.4093333333,8.11983333335
424.01,3.26516666666,28.7035,13.3725,12.611,6.1465,4.512,1.85583333333,38.277,6.267,13.4186666667,8.128
424.37,3.27583333334,28.7965,13.3951666666,12.6418333333,6.1705,4.52533333334,1.87,38.3236666667,6.28716666666,13.4435,8.13966666665
424.73,3.268,28.8138333333,13.4021666667,12.646,6.16016666666,4.5165,1.8565,38.3175,6.28783333333,13.4515,8.11966666667
425.08,3.30916666667,28.922,13.4613333334,12.6981666667,6.18933333333,4.55383333333,1.87483333333,38.3741666666,6.3235,13.4946666667,8.14533333333
425.44,3.31183333333,28.9775,13.4736666667,12.732,6.197,4.5695,1.8715,38.3865,6.31383333333,13.5101666667,8.12966666669
425.80,3.34516666666,29.0405,13.5271666667,12.7806666667,6.21716666666,4.58083333333,1.8815,38.436,6.33183333334,13.535,8.13966666667
426.16,3.36216666667,29.0966666667,13.5448333333,12.8078333333,6.24766666667,4.59416666667,1.90233333334,38.4135,6.3405,13.545,8.13416666666
426.51,3.376,29.1371666667,13.57,12.8588333333,6.265,4.61366666667,1.89416666667,38.4093333334,6.349,13.5661666667,8.12483333335
426.87,3.36233333334,29.1513333333,13.5598333333,12.8583333333,6.25966666666,4.59666666667,1.881,38.3823333333,6.32466666667,13.5481666667,8.08866666667
427.23,3.34666666667,29.165,13.579,12.8796666667,6.24033333334,4.59083333333,1.874,38.384,6.3115,13.5476666667,8.07433333333
427.58,3.35033333333,29.2091666666,13.5805,12.8903333333,6.25583333333,4.59083333333,1.88033333334,38.4033333333,6.31666666667,13.5591666667,8.08366666666
427.94,3.359,29.2786666667,13.6195,12.9595,6.27483333333,4.60383333334,1.89366666667,38.4316666667,6.3135,13.5873333333,8.08516666668
428.30,3.32533333333,29.2756666667,13.6265,12.9828333333,6.26533333334,4.58083333333,1.86216666667,38.4346666667,6.2985,13.5821666667,8.05566666669
428.65,3.3055,29.3176666666,13.6323333334,12.988,6.25983333334,4.55866666666,1.84483333333,38.4423333333,6.28566666666,13.5558333333,8.04433333334
429.01,3.26533333334,29.3118333334,13.6243333333,12.9851666666,6.234,4.51833333333,1.812,38.4415,6.23883333334,13.5383333333,8.006
429.37,3.252,29.3693333333,13.6536666667,13.0093333333,6.23466666667,4.49116666667,1.81233333334,38.4941666667,6.24366666666,13.5496666667,8.01166666667
429.72,3.23716666666,29.4133333333,13.6415,13.0311666667,6.2275,4.48716666666,1.80333333333,38.512,6.26883333333,13.5713333333,8.00849999999
430.08,3.22916666667,29.4698333333,13.6635,13.0766666666,6.2195,4.48083333333,1.79316666666,38.5778333333,6.2705,13.587,8.00416666669
430.44,3.24816666666,29.576,13.7228333333,13.1258333334,6.258,4.47933333334,1.81866666666,38.6571666666,6.3005,13.6413333333,8.04083333335
430.79,3.3035,29.642,13.7805,13.1895,6.291,4.53583333333,1.86166666667,38.7305,6.36583333333,13.6771666667,8.07466666666
431.15,3.33383333333,29.7418333333,13.8211666667,13.2445,6.35383333334,4.5665,1.901,38.8035,6.417,13.7228333333,8.12416666666
431.50,3.35583333334,29.8111666667,13.8691666667,13.307,6.3695,4.5735,1.8985,38.9041666666,6.4545,13.7495,8.15516666669
431.86,3.38,29.8711666667,13.8921666667,13.3173333333,6.38816666667,4.58233333333,1.90533333333,38.9056666666,6.46666666666,13.774,8.17516666668
432.22,3.41616666667,29.9536666667,13.9255,13.3523333333,6.402,4.60616666667,1.92483333334,38.9345,6.47283333334,13.7966666667,8.19216666665
432.57,3.4415,30.0183333334,13.9736666667,13.4115,6.444,4.63266666667,1.9435,39.0101666667,6.50933333334,13.8316666667,8.21499999999
432.93,3.45766666667,30.0643333333,14.0045,13.4475,6.45566666667,4.6455,1.97166666667,39.0376666666,6.53433333334,13.8515,8.22066666669
433.29,3.48,30.1056666666,14.0401666667,13.4811666667,6.48766666667,4.667,1.97766666667,39.0623333333,6.55166666666,13.8738333333,8.222
433.64,3.486,30.1463333333,14.069,13.494,6.50183333334,4.66316666667,1.9705,39.1031666666,6.54216666667,13.8713333333,8.20983333334
434.00,3.4795,30.1855,14.0761666666,13.494,6.49116666667,4.645,1.94883333334,39.1278333333,6.53766666667,13.8526666667,8.19783333335
434.35,3.45816666666,30.1696666667,14.0588333333,13.4841666667,6.47216666667,4.6355,1.92616666666,39.1073333333,6.51016666667,13.8256666667,8.17683333331
434.71,3.411,30.2048333333,14.0471666667,13.4665,6.44533333333,4.595,1.87983333334,39.1068333333,6.46733333334,13.8243333333,8.16333333332
435.07,3.39383333334,30.2123333333,14.0495,13.4568333333,6.423,4.56583333334,1.84716666667,39.0893333333,6.44233333333,13.802,8.12183333334
435.42,3.39083333334,30.2473333333,14.0815,13.4751666667,6.42183333333,4.57816666667,1.85116666667,39.0781666667,6.4215,13.8145,8.09783333332
435.78,3.38183333333,30.298,14.1048333333,13.5185,6.422,4.58316666666,1.841,39.1388333334,6.4265,13.836,8.09483333333
436.13,3.38483333334,30.333,14.1398333334,13.5641666667,6.431,4.59983333333,1.83816666667,39.1308333333,6.44633333333,13.8696666667,8.09783333332
436.49,3.36083333334,30.361,14.1606666667,13.5791666667,6.4265,4.58783333333,1.83533333333,39.1396666667,6.427,13.864,8.10500000001
436.84,3.33733333333,30.3765,14.1636666667,13.59,6.42783333334,4.57633333333,1.80833333334,39.1263333333,6.41066666666,13.8443333333,8.09466666665
437.20,3.33933333333,30.4411666667,14.1996666667,13.6358333333,6.43483333333,4.582,1.81266666666,39.1848333333,6.42083333333,13.855,8.09483333333
437.56,3.32433333333,30.4725,14.2171666666,13.6441666667,6.42716666667,4.57366666666,1.82483333333,39.16,6.4295,13.8746666667,8.09599999999
437.91,3.34933333334,30.4958333333,14.2676666667,13.6943333333,6.46566666667,4.6215,1.87166666666,39.1925,6.465,13.9175,8.13966666669
438.27,3.35166666667,30.5236666667,14.3046666667,13.7176666667,6.479,4.63883333334,1.8825,39.2,6.494,13.9136666667,8.16016666669
438.62,3.36616666667,30.588,14.3436666666,13.7856666667,6.4915,4.6505,1.90516666667,39.2648333333,6.51966666666,13.9323333333,8.18333333333
438.98,3.3665,30.6346666666,14.3628333334,13.8223333333,6.497,4.65433333333,1.905,39.2948333333,6.52483333333,13.9595,8.19266666665
439.33,3.3725,30.6783333334,14.3673333333,13.8413333333,6.50633333334,4.65083333334,1.91183333333,39.319,6.54733333333,13.9591666667,8.2065
439.69,3.37433333333,30.7056666667,14.3846666667,13.8621666667,6.52216666667,4.64416666666,1.92266666667,39.3305,6.5595,13.9638333333,8.21533333335
440.04,3.377,30.7603333334,14.4041666666,13.8753333333,6.53133333333,4.64216666667,1.93133333334,39.3751666667,6.5645,13.9695,8.23316666665
440.40,3.41133333333,30.809,14.4151666667,13.914,6.539,4.655,1.93816666667,39.39,6.58283333333,13.9988333333,8.23416666667
440.75,3.44783333333,30.8963333333,14.4591666667,13.97,6.58166666666,4.6825,1.9605,39.4808333333,6.62216666667,14.0413333333,8.26833333335
441.11,3.43783333333,30.8755,14.4435,13.9618333333,6.57633333333,4.663,1.955,39.443,6.61666666667,14.0251666667,8.27500000001
441.47,3.46016666667,30.9471666666,14.4871666667,14.0095,6.60016666667,4.69083333333,1.98016666666,39.4976666667,6.638,14.0563333334,8.29883333332
441.82,3.4645,31.022,14.5055,14.0536666666,6.61366666666,4.68716666667,1.977,39.5153333334,6.64433333334,14.0681666667,8.29583333335
442.18,3.49766666667,31.1098333333,14.5405,14.1083333333,6.6355,4.70183333334,2.00283333333,39.577,6.6725,14.1188333333,8.31016666665
442.53,3.51633333333,31.1475,14.5651666667,14.126,6.6815,4.72733333333,2.02033333333,39.5946666666,6.69,14.1506666667,8.33566666669
442.89,3.52583333334,31.232,14.6041666666,14.1676666667,6.6975,4.73016666667,2.02666666667,39.6433333334,6.72133333333,14.1798333334,8.35833333332
443.24,3.524,31.2908333334,14.6323333333,14.2073333333,6.7005,4.732,2.02133333333,39.643,6.717,14.1936666667,8.36350000001
443.60,3.53233333333,31.3601666666,14.6706666667,14.2376666667,6.69783333333,4.7315,2.01083333333,39.7016666667,6.71466666666,14.2108333333,8.36866666665
443.95,3.5425,31.4446666667,14.7083333334,14.2823333333,6.718,4.72683333333,2.00566666667,39.7715,6.73416666667,14.2286666666,8.36366666665
444.31,3.51716666667,31.504,14.7238333334,14.2941666667,6.71916666667,4.717,1.999,39.8413333334,6.73583333334,14.2455,8.36366666669
444.66,3.5055,31.531,14.7203333334,14.298,6.70333333333,4.7235,1.99316666667,39.8373333334,6.73466666667,14.2456666666,8.35666666669
445.02,3.49116666667,31.6223333333,14.7506666666,14.344,6.70566666666,4.73516666667,1.98783333333,39.8933333334,6.73366666667,14.2655,8.353
445.37,3.505,31.6893333333,14.7836666667,14.3898333333,6.7285,4.75116666667,1.9825,39.9811666666,6.75483333334,14.29,8.37566666665
445.72,3.51116666666,31.7041666667,14.7786666667,14.3998333333,6.71466666666,4.74666666666,1.97716666667,39.9725,6.74933333333,14.2911666666,8.38266666666
446.08,3.508,31.7461666667,14.7863333334,14.4066666667,6.7105,4.73133333333,1.964,39.9993333334,6.746,14.2958333334,8.39316666666
446.43,3.51233333333,31.8001666667,14.8158333333,14.4535,6.71366666667,4.72266666667,1.96183333333,40.0465,6.7495,14.3123333333,8.38083333333
446.79,3.52766666667,31.8391666667,14.857,14.4931666667,6.74066666666,4.75116666667,1.99033333333,40.0701666666,6.76066666667,14.3248333333,8.3925
447.14,3.53916666667,31.8543333333,14.877,14.5195,6.76266666667,4.76833333334,1.99966666667,40.0813333334,6.76716666667,14.338,8.4035
447.50,3.55466666666,31.8701666667,14.8888333334,14.5498333334,6.77483333333,4.78833333333,2.02183333334,40.0685,6.78466666667,14.3503333334,8.4155
447.85,3.55466666666,31.8961666667,14.9038333333,14.5766666666,6.78066666666,4.801,2.03533333334,40.0721666666,6.789,14.3653333334,8.42399999998
448.21,3.57666666666,31.9388333333,14.9451666666,14.6193333333,6.80416666667,4.823,2.04533333333,40.0793333334,6.79533333333,14.3765,8.44149999999
448.56,3.59183333333,31.9783333333,14.9913333333,14.6536666667,6.83016666666,4.82616666667,2.05616666666,40.0976666667,6.809,14.4088333333,8.44483333331
448.92,3.61033333334,32.0086666667,15.0285,14.6601666666,6.83933333334,4.83516666666,2.06616666667,40.1125,6.83116666667,14.4323333333,8.45683333332
449.27,3.596,32.015,15.032,14.6855,6.84,4.82083333333,2.06516666667,40.0533333333,6.81866666666,14.4325,8.44783333331
449.62,3.60283333333,32.06,15.0776666666,14.7111666667,6.858,4.81566666667,2.08033333334,40.083,6.82933333334,14.4561666666,8.44516666665
449.98,3.597,32.0858333333,15.096,14.7565,6.87466666667,4.82816666667,2.08133333333,40.12,6.82533333334,14.4705,8.43200000001
450.33,3.60133333333,32.136,15.1265,14.7835,6.88083333333,4.83183333334,2.09333333333,40.1138333334,6.85066666667,14.487,8.44699999998
450.69,3.61333333333,32.1663333333,15.1343333333,14.7933333333,6.8805,4.82583333333,2.07983333334,40.1151666667,6.84966666666,14.4913333333,8.44500000001
451.04,3.63533333333,32.2461666667,15.1868333333,14.8276666666,6.91133333333,4.84533333333,2.09716666667,40.1731666667,6.88966666667,14.526,8.45566666669
451.40,3.65133333333,32.343,15.2386666667,14.8768333333,6.93933333334,4.86416666666,2.10233333333,40.2626666666,6.92266666667,14.567,8.47450000002
451.75,3.63966666666,32.3528333334,15.245,14.8771666667,6.93616666667,4.845,2.08716666666,40.2721666667,6.91033333334,14.5828333333,8.47716666666
452.10,3.64766666667,32.3805,15.2716666667,14.915,6.93433333334,4.84716666667,2.08816666667,40.3076666667,6.93866666667,14.5985,8.48183333334
452.46,3.6475,32.4321666667,15.274,14.9588333334,6.93016666667,4.83233333333,2.07666666667,40.3365,6.93983333333,14.5851666667,8.49349999998
452.81,3.6505,32.4758333333,15.2838333333,15.008,6.94166666667,4.836,2.07566666667,40.3695,6.937,14.576,8.50883333331
453.17,3.67116666667,32.5058333333,15.292,15.0126666667,6.93716666667,4.83233333333,2.0675,40.3821666667,6.94033333333,14.5825,8.49283333335
453.52,3.66433333334,32.5703333333,15.316,15.0228333333,6.95416666667,4.84183333333,2.06066666666,40.4436666667,6.9565,14.6121666667,8.49483333332
453.87,3.65216666666,32.621,15.3345,15.0325,6.94016666667,4.828,2.04483333333,40.4405,6.95483333333,14.6203333333,8.47766666666
454.23,3.6465,32.6675,15.3643333333,15.0496666667,6.9345,4.825,2.036,40.4631666666,6.95233333333,14.6125,8.46383333335
454.58,3.63883333333,32.708,15.3606666667,15.0683333333,6.92066666666,4.818,2.02233333334,40.4655,6.9455,14.6245,8.46083333335
