wavelength,Back_SicRaif,Belly_SicRaif,Breast_SicRaif,Crissum_SicRaif,Crown_SicRaif,DorTail_SicRaif,Patch10_SicRaif,Rump_SicRaif,Throat_SicRaif,WingTip_SicRaif
567.73,21.465,36.6103333333,32.0176666667,34.5915,15.3406666667,18.0195,13.4103333333,18.9111666667,34.0933333333,11.9333333333
568.07,21.4353333333,36.6253333333,32.0853333333,34.661,15.3563333333,18.109,13.456,18.9581666667,34.121,11.9666666667
568.41,21.4593333333,36.582,32.029,34.529,15.3723333333,18.115,13.4636666667,18.9438333333,34.1593333333,11.9156666667
568.75,21.511,36.5876666667,32.028,34.604,15.457,18.1805,13.487,18.9658333333,34.2086666667,11.9306666667
569.09,21.5536666667,36.6846666667,31.9966666667,34.643,15.528,18.2735,13.5523333333,19.0518333333,34.3013333333,11.993
569.43,21.5833333333,36.7693333333,32.0236666667,34.7645,15.5566666667,18.307,13.5856666667,19.0856666667,34.386,11.9773333333
569.77,21.5556666667,36.7923333333,31.9563333333,34.726,15.5643333333,18.254,13.5413333333,19.0743333333,34.385,11.946
570.11,21.6203333333,36.8473333333,31.9873333333,34.739,15.716,18.344,13.6743333333,19.2211666667,34.4123333333,12.0786666667
570.45,21.694,36.9693333333,32.0493333333,34.908,15.7406666667,18.398,13.713,19.2451666667,34.531,12.1536666667
570.79,21.7013333333,36.9836666667,32.136,34.886,15.7426666667,18.3815,13.748,19.224,34.5006666667,12.1553333333
571.13,21.748,36.9753333333,32.2043333333,34.958,15.8466666667,18.411,13.7816666667,19.2895,34.5443333333,12.233
571.47,21.721,36.8903333333,32.215,34.893,15.8056666667,18.3485,13.7846666667,19.2995,34.5426666667,12.1996666667
571.81,21.77,36.934,32.22,34.9595,15.8186666667,18.3245,13.7813333333,19.2983333333,34.547,12.2193333333
572.15,21.843,37.0493333333,32.3296666667,35.1165,15.8726666667,18.42,13.817,19.3856666667,34.6303333333,12.3006666667
572.49,21.843,37.1116666667,32.3573333333,35.068,15.8876666667,18.4095,13.8133333333,19.379,34.678,12.348
572.83,21.8533333333,37.0496666667,32.4406666667,35.1,15.8826666667,18.377,13.8286666667,19.3945,34.69,12.363
573.17,21.8723333333,37.0683333333,32.411,35.1075,15.8816666667,18.35,13.8043333333,19.3573333333,34.6553333333,12.3416666667
573.51,21.873,37.0983333333,32.468,35.1995,15.9513333333,18.414,13.8246666667,19.3653333333,34.673,12.3883333333
573.85,21.9123333333,37.1923333333,32.5836666667,35.241,15.926,18.4205,13.81,19.3555,34.7303333333,12.3746666667
574.19,21.918,37.1426666667,32.5893333333,35.203,15.9296666667,18.4055,13.7883333333,19.3466666667,34.6813333333,12.3733333333
574.53,22.0136666667,37.209,32.5796666667,35.2785,15.946,18.505,13.7526666667,19.4321666667,34.7356666667,12.4163333333
574.87,22.04,37.2473333333,32.4773333333,35.307,15.9536666667,18.583,13.8166666667,19.4211666667,34.738,12.417
575.21,22.0313333333,37.2703333333,32.457,35.2945,15.9846666667,18.659,13.8406666667,19.417,34.696,12.463
575.55,22.0986666667,37.2896666667,32.5496666667,35.3235,16.0283333333,18.6805,13.8576666667,19.4671666667,34.7406666667,12.4756666667
575.89,22.004,37.211,32.4903333333,35.2925,15.9943333333,18.584,13.7703333333,19.421,34.6916666667,12.4376666667
576.22,22.0126666667,37.128,32.4746666667,35.3375,15.9366666667,18.5115,13.766,19.4028333333,34.635,12.4103333333
576.56,21.972,37.1416666667,32.4593333333,35.297,15.907,18.443,13.7233333333,19.3366666667,34.581,12.3643333333
576.90,21.8456666667,37.055,32.3796666667,35.165,15.8956666667,18.415,13.6676666667,19.3488333333,34.455,12.3756666667
577.24,21.8726666667,37.0493333333,32.34,35.158,15.826,18.4145,13.6643333333,19.2916666667,34.411,12.3376666667
577.58,21.8593333333,36.964,32.2776666667,35.1595,15.852,18.417,13.6086666667,19.1975,34.3553333333,12.347
577.92,21.8536666667,36.9893333333,32.2496666667,35.172,15.8926666667,18.5215,13.6116666667,19.2708333333,34.363,12.336
578.26,21.8693333333,36.9813333333,32.3546666667,35.131,15.9293333333,18.4805,13.675,19.281,34.365,12.3553333333
578.60,21.8926666667,36.9656666667,32.508,35.1885,15.9256666667,18.393,13.6523333333,19.3311666667,34.341,12.3763333333
578.94,21.872,37.0343333333,32.5716666667,35.333,15.961,18.5235,13.619,19.337,34.439,12.4006666667
579.28,21.8916666667,37.0716666667,32.5503333333,35.285,16.0333333333,18.6485,13.6716666667,19.4091666667,34.5086666667,12.483
579.61,21.961,37.1156666667,32.597,35.366,16.017,18.6675,13.7516666667,19.4681666667,34.5746666667,12.4496666667
579.95,22.0133333333,37.2646666667,32.654,35.396,16.1126666667,18.7885,13.784,19.529,34.6256666667,12.5166666667
580.29,22.0166666667,37.29,32.5703333333,35.3325,16.1533333333,18.8245,13.8433333333,19.6155,34.659,12.5936666667
580.63,22.094,37.411,32.6643333333,35.4665,16.191,18.8905,13.9296666667,19.6621666667,34.7463333333,12.671
580.97,22.0973333333,37.4423333333,32.681,35.493,16.2473333333,18.9635,13.9573333333,19.7566666667,34.792,12.7696666667
581.31,22.111,37.4816666667,32.6073333333,35.4765,16.18,18.9365,14.0213333333,19.8488333333,34.923,12.8143333333
581.65,22.1806666667,37.5356666667,32.5916666667,35.5425,16.207,18.9,14.0183333333,19.878,34.9556666667,12.895
581.98,22.114,37.486,32.5136666667,35.567,16.177,18.9275,13.9176666667,19.8848333333,34.9573333333,12.8753333333
582.32,22.0616666667,37.4736666667,32.3593333333,35.4475,16.193,19.0125,13.852,19.8283333333,34.93,12.956
582.66,22.1836666667,37.4996666667,32.3953333333,35.458,16.2836666667,18.8925,13.903,19.9095,34.998,12.9986666667
583.00,22.1443333333,37.478,32.346,35.4865,16.1246666667,18.807,13.8676666667,19.8128333333,34.936,12.992
583.34,22.1106666667,37.521,32.3106666667,35.367,16.1603333333,18.8475,13.83,19.723,34.9483333333,12.9776666667
583.68,22.1423333333,37.5363333333,32.285,35.4175,16.1623333333,18.907,13.8946666667,19.7195,34.9916666667,12.955
584.01,22.1266666667,37.444,32.3713333333,35.471,16.15,18.92,13.7836666667,19.6053333333,34.8946666667,12.8416666667
584.35,22.246,37.492,32.393,35.6385,16.2243333333,19.0575,13.8476666667,19.666,35.0126666667,12.8073333333
584.69,22.246,37.516,32.3086666667,35.68,16.2786666667,18.988,13.9296666667,19.68,35.051,12.8
585.03,22.2306666667,37.5453333333,32.3873333333,35.8515,16.2993333333,18.9855,13.9613333333,19.6891666667,34.983,12.778
585.37,22.1836666667,37.477,32.4833333333,35.759,16.304,19.077,13.9836666667,19.6505,34.943,12.749
585.70,22.229,37.5746666667,32.526,35.863,16.3956666667,19.249,14.1383333333,19.7171666667,34.915,12.8536666667
586.04,22.308,37.701,32.6026666667,36.0105,16.446,19.2945,14.293,19.8133333333,35.006,12.8036666667
586.38,22.4043333333,37.7826666667,32.6696666667,35.984,16.4903333333,19.4315,14.419,19.8025,35.104,12.8386666667
586.72,22.5056666667,37.9196666667,32.8706666667,36.111,16.6986666667,19.731,14.514,19.9955,35.2306666667,12.9196666667
587.06,22.4476666667,37.8876666667,32.9113333333,36.16,16.7026666667,19.6275,14.485,19.9611666667,35.146,12.929
587.39,22.509,37.8413333333,32.995,36.263,16.696,19.5875,14.4723333333,20.0041666667,35.1523333333,12.954
587.73,22.5706666667,38.0053333333,33.0933333333,36.386,16.745,19.73,14.5546666667,20.0853333333,35.3923333333,13.0293333333
588.07,22.5233333333,37.902,33.0973333333,36.2685,16.7756666667,19.564,14.6506666667,20.1851666667,35.383,13.1433333333
588.41,22.5193333333,37.934,33.236,36.2055,16.7226666667,19.565,14.6256666667,20.2013333333,35.363,13.1006666667
588.74,22.61,37.9593333333,33.219,36.1885,16.7883333333,19.605,14.6723333333,20.2595,35.3943333333,13.1346666667
589.08,22.62,38.036,33.1753333333,36.2145,16.858,19.581,14.7473333333,20.2556666667,35.4686666667,13.1526666667
589.42,22.698,38.0673333333,33.215,36.327,16.895,19.4005,14.6883333333,20.1603333333,35.5053333333,13.099
589.76,22.639,37.9846666667,33.1703333333,36.2905,16.7913333333,19.3075,14.5966666667,20.1341666667,35.4956666667,13.084
590.09,22.662,37.998,33.041,36.2475,16.824,19.2865,14.561,20.18,35.4003333333,13.073
590.43,22.5866666667,37.9093333333,32.8663333333,36.164,16.756,19.0865,14.5326666667,20.1548333333,35.3256666667,12.9946666667
590.77,22.721,38.0016666667,32.9616666667,36.253,16.7653333333,19.2115,14.6566666667,20.2911666667,35.3896666667,13.122
591.11,22.7353333333,38.0146666667,32.9613333333,36.213,16.7606666667,19.197,14.6236666667,20.3506666667,35.4156666667,13.1046666667
591.44,22.811,38.0456666667,32.964,36.2875,16.7883333333,19.1415,14.6633333333,20.4078333333,35.3773333333,13.1936666667
591.78,22.769,38.062,32.972,36.172,16.682,19.2155,14.54,20.3053333333,35.396,13.08
592.12,22.7526666667,37.9803333333,32.8876666667,36.182,16.621,19.237,14.4783333333,20.3098333333,35.4123333333,13.1713333333
592.46,22.6743333333,37.935,32.8566666667,36.0725,16.584,19.243,14.4423333333,20.2333333333,35.3856666667,13.114
592.79,22.698,37.946,32.8783333333,36.1735,16.525,19.163,14.3666666667,20.2243333333,35.4406666667,13.1456666667
593.13,22.741,38.0156666667,32.93,36.0675,16.4383333333,19.161,14.3943333333,20.3231666667,35.5353333333,13.1646666667
593.47,22.8303333333,38.056,33.0493333333,36.1515,16.494,19.2435,14.4496666667,20.3203333333,35.5753333333,13.2296666667
593.80,22.792,37.942,33.1526666667,36.242,16.3563333333,19.186,14.3736666667,20.2385,35.5473333333,13.1473333333
594.14,22.912,37.9843333333,33.2466666667,36.303,16.308,19.2005,14.4413333333,20.256,35.5933333333,13.1986666667
594.48,22.9356666667,37.872,33.0666666667,36.1985,16.2853333333,19.091,14.3053333333,20.1825,35.537,13.0503333333
594.81,22.8386666667,37.856,32.9566666667,36.2075,16.312,19.1105,14.287,20.0238333333,35.4653333333,13.006
595.15,22.7966666667,37.8556666667,32.9523333333,36.201,16.221,19.072,14.29,20.054,35.4696666667,12.9133333333
595.49,22.9223333333,37.944,33.031,36.29,16.2903333333,19.1185,14.323,20.0898333333,35.51,13.0183333333
595.82,23.0363333333,38.0166666667,33.11,36.358,16.3463333333,19.1055,14.419,20.0933333333,35.6006666667,13.022
596.16,23.1233333333,38.0536666667,33.074,36.4855,16.4073333333,19.1285,14.3576666667,20.1291666667,35.6443333333,13.0243333333
596.50,23.12,38.01,33.0873333333,36.365,16.3823333333,19.1365,14.3553333333,20.107,35.5413333333,12.9343333333
596.83,22.9906666667,37.9756666667,32.962,36.3145,16.3606666667,19.136,14.296,19.9986666667,35.445,12.8473333333
597.17,22.9703333333,38.078,33.0106666667,36.3505,16.3386666667,19.224,14.3026666667,20.044,35.436,12.8226666667
597.51,22.9866666667,38.125,33.032,36.337,16.422,19.1685,14.301,20.1,35.4753333333,12.892
597.84,22.9756666667,38.1016666667,32.982,36.3215,16.448,19.1905,14.265,20.0631666667,35.4683333333,12.879
598.18,22.9303333333,38.258,33.0466666667,36.348,16.493,19.3015,14.3416666667,20.0948333333,35.5673333333,12.9683333333
598.52,23.1266666667,38.3826666667,33.129,36.4165,16.5933333333,19.3385,14.4316666667,20.2575,35.6743333333,13.0693333333
598.85,23.11,38.4413333333,33.0303333333,36.4005,16.637,19.2885,14.4083333333,20.1968333333,35.685,13.0363333333
599.19,23.048,38.4833333333,32.9643333333,36.479,16.7046666667,19.254,14.4376666667,20.203,35.6466666667,12.978
599.53,23.1136666667,38.5273333333,32.9486666667,36.4905,16.8103333333,19.406,14.447,20.3013333333,35.6936666667,13.015
599.86,23.1656666667,38.6976666667,33.062,36.505,16.871,19.3735,14.6113333333,20.3903333333,35.7893333333,13.1686666667
600.20,23.1963333333,38.7586666667,33.028,36.6395,16.9106666667,19.432,14.7083333333,20.4855,35.851,13.1966666667
600.53,23.3363333333,38.8586666667,33.214,36.755,16.9893333333,19.599,14.798,20.5988333333,35.983,13.2566666667
600.87,23.3083333333,38.7706666667,33.2116666667,36.682,17.093,19.425,14.7366666667,20.5433333333,36.0283333333,13.2123333333
601.21,23.3656666667,38.8263333333,33.2493333333,36.816,17.122,19.5535,14.8383333333,20.6031666667,36.123,13.209
601.54,23.286,38.8126666667,33.2866666667,36.804,17.1433333333,19.5525,14.8113333333,20.6895,36.1893333333,13.218
601.88,23.3266666667,38.7166666667,33.2853333333,36.828,17.175,19.5145,14.7386666667,20.6986666667,36.1773333333,13.1653333333
602.21,23.194,38.52,33.1966666667,36.6885,17.0426666667,19.4175,14.647,20.587,36.1293333333,13.028
602.55,23.3236666667,38.4833333333,33.248,36.747,17.132,19.6275,14.713,20.6436666667,36.1846666667,13.1586666667
602.88,23.3813333333,38.4096666667,33.276,36.687,17.0913333333,19.596,14.7043333333,20.6411666667,36.1053333333,13.2103333333
603.22,23.307,38.4283333333,33.3243333333,36.7365,16.9833333333,19.449,14.5793333333,20.5233333333,36.0426666667,13.1206666667
603.56,23.1346666667,38.3316666667,33.2646666667,36.7085,16.8436666667,19.507,14.4993333333,20.4391666667,35.897,12.981
603.89,23.138,38.3763333333,33.289,36.759,16.89,19.565,14.5166666667,20.415,35.9483333333,13.033
604.23,23.0726666667,38.3276666667,33.2503333333,36.7145,16.9153333333,19.52,14.5926666667,20.4698333333,35.9413333333,13.0733333333
604.56,23.1356666667,38.3613333333,33.243,36.7985,16.9063333333,19.5675,14.6576666667,20.5403333333,35.9976666667,13.0816666667
604.90,23.1733333333,38.3836666667,33.3353333333,36.9025,16.9006666667,19.677,14.7156666667,20.5823333333,36.0726666667,13.1346666667
605.23,23.1623333333,38.4396666667,33.3106666667,36.9305,16.9266666667,19.6365,14.674,20.453,36.0206666667,13.1013333333
605.57,23.1463333333,38.4346666667,33.363,36.933,16.8986666667,19.724,14.7813333333,20.4648333333,35.981,13.2083333333
605.90,23.1523333333,38.524,33.469,37.002,16.924,19.8185,14.844,20.4823333333,36.007,13.2746666667
606.24,23.1826666667,38.626,33.5396666667,36.99,16.9513333333,19.786,14.927,20.5573333333,36.0456666667,13.3463333333
606.58,23.301,38.677,33.6993333333,37.133,17.0076666667,19.8925,14.9563333333,20.6313333333,36.1773333333,13.3586666667
606.91,23.3996666667,38.7786666667,33.7696666667,37.2125,17.1393333333,20.171,15.1276666667,20.7681666667,36.274,13.575
607.25,23.5646666667,38.8756666667,33.9803333333,37.3375,17.3316666667,20.264,15.248,20.9336666667,36.4313333333,13.7846666667
607.58,23.579,38.7536666667,34.0573333333,37.279,17.351,20.211,15.2303333333,20.9903333333,36.403,13.8336666667
607.92,23.608,38.736,33.9916666667,37.359,17.3456666667,20.3205,15.1253333333,20.9485,36.4576666667,13.8923333333
608.25,23.4896666667,38.577,33.8673333333,37.2425,17.305,20.382,15.051,20.8331666667,36.2796666667,13.933
608.59,23.3883333333,38.5343333333,33.6976666667,37.0655,17.33,20.333,14.966,20.7006666667,36.1773333333,13.99
608.92,23.443,38.485,33.5816666667,37.022,17.322,20.4515,15.0303333333,20.7296666667,36.164,14.0873333333
609.26,23.363,38.3823333333,33.551,37.085,17.319,20.5125,14.9006666667,20.6466666667,36.1436666667,14.076
609.59,23.2673333333,38.231,33.4403333333,37.005,17.2773333333,20.4955,14.8273333333,20.5963333333,36.0916666667,14.1933333333
609.93,23.1176666667,38.0666666667,33.403,36.9125,17.193,20.5465,14.746,20.4691666667,35.9346666667,14.1846666667
610.26,22.949,37.9763333333,33.2273333333,36.8645,17.0663333333,20.5755,14.6693333333,20.3926666667,35.919,14.172
610.60,22.801,37.704,33.0736666667,36.7375,17.0356666667,20.42,14.5566666667,20.2888333333,35.7693333333,14.0826666667
610.93,22.7216666667,37.4913333333,32.8296666667,36.5315,16.9823333333,20.3805,14.4586666667,20.1543333333,35.5666666667,14.0093333333
611.27,22.6996666667,37.5116666667,32.6333333333,36.5275,16.9323333333,20.5125,14.4776666667,20.0915,35.539,14.0576666667
611.60,22.665,37.3743333333,32.558,36.33,16.886,20.423,14.478,20.0315,35.3856666667,14.0393333333
611.93,22.86,37.4943333333,32.6876666667,36.4805,16.9696666667,20.556,14.6013333333,20.2126666667,35.591,14.2443333333
612.27,22.9243333333,37.4353333333,32.747,36.5035,16.926,20.5515,14.612,20.2445,35.5356666667,14.207
612.60,22.9843333333,37.4553333333,32.819,36.6065,17.0183333333,20.5955,14.6066666667,20.2901666667,35.553,14.1913333333
612.94,23.0503333333,37.5526666667,32.804,36.6215,17.0396666667,20.5265,14.6366666667,20.3281666667,35.5773333333,14.1973333333
613.27,23.253,37.7456666667,32.9403333333,36.8005,17.158,20.6735,14.7426666667,20.4458333333,35.5663333333,14.212
613.61,23.333,37.8513333333,32.8826666667,36.9845,17.2596666667,20.6625,14.7363333333,20.4958333333,35.6156666667,14.1766666667
613.94,23.381,37.96,32.895,36.989,17.3596666667,20.5385,14.8126666667,20.4231666667,35.629,14.1016666667
614.28,23.5133333333,38.1853333333,32.9176666667,37.1715,17.3663333333,20.6145,14.8953333333,20.4603333333,35.6703333333,14.031
614.61,23.62,38.3646666667,33.1253333333,37.4025,17.4026666667,20.7015,14.95,20.5218333333,35.7976666667,14.0933333333
614.94,23.7403333333,38.4866666667,33.3823333333,37.539,17.4393333333,20.7365,15.009,20.6038333333,35.968,14.108
615.28,23.8026666667,38.6016666667,33.6326666667,37.864,17.5843333333,20.834,15.0553333333,20.652,36.097,14.0526666667
615.61,23.8553333333,38.6496666667,33.6966666667,37.8565,17.6013333333,20.687,14.999,20.5686666667,36.038,13.8313333333
615.95,23.9053333333,38.814,33.7173333333,37.8955,17.6413333333,20.639,15.0053333333,20.6078333333,36.141,13.7903333333
616.28,23.816,38.8863333333,33.8543333333,37.9365,17.5786666667,20.553,14.9856666667,20.642,36.127,13.661
616.61,23.939,39.0183333333,33.936,37.9725,17.5633333333,20.635,14.9816666667,20.7558333333,36.3043333333,13.6373333333
616.95,23.936,39.1233333333,34.06,38.0365,17.643,20.7095,15.014,20.7771666667,36.4563333333,13.608
617.28,23.902,39.0646666667,34.0596666667,37.8905,17.5736666667,20.636,14.9483333333,20.7801666667,36.5273333333,13.556
617.62,23.9136666667,39.055,34.1626666667,37.831,17.6046666667,20.723,14.9966666667,20.8706666667,36.5253333333,13.6393333333
617.95,23.8343333333,38.9826666667,34.127,37.7285,17.5043333333,20.638,14.9476666667,20.9235,36.533,13.7116666667
618.28,23.8093333333,39.0503333333,34.109,37.6555,17.455,20.51,14.895,20.9368333333,36.597,13.7173333333
618.62,23.7693333333,39.0813333333,34.0656666667,37.686,17.4113333333,20.4505,14.9036666667,20.9348333333,36.5046666667,13.7313333333
618.95,23.7706666667,39.0866666667,33.956,37.5675,17.3823333333,20.35,14.9223333333,20.9715,36.3783333333,13.79
619.28,23.651,39.1103333333,33.9206666667,37.5885,17.3313333333,20.3475,14.9036666667,21.0215,36.4996666667,13.8273333333
619.62,23.536,38.995,33.8846666667,37.5735,17.278,20.3515,14.9486666667,21.0311666667,36.5046666667,13.88
619.95,23.664,38.9623333333,34.0263333333,37.5795,17.3296666667,20.4315,14.9533333333,21.0046666667,36.6523333333,14.0516666667
620.28,23.5873333333,39.035,34.0223333333,37.6575,17.5236666667,20.3905,15.1173333333,20.9856666667,36.708,14.1936666667
620.62,23.5923333333,38.831,33.8776666667,37.513,17.512,20.275,15.0766666667,20.9691666667,36.6346666667,14.2043333333
620.95,23.73,38.9423333333,34.163,37.68,17.5733333333,20.387,15.225,21.124,36.7286666667,14.248
621.28,23.8743333333,39.004,34.2026666667,37.916,17.711,20.532,15.371,21.2721666667,36.8413333333,14.3896666667
621.62,24.0716666667,39.167,34.459,38.121,17.8696666667,20.7265,15.454,21.3215,37.023,14.419
621.95,24.1493333333,39.1336666667,34.5786666667,38.189,17.9896666667,20.8605,15.5473333333,21.3946666667,37.034,14.5026666667
622.28,24.237,39.2253333333,34.6756666667,38.1935,18.121,20.9275,15.5373333333,21.4651666667,37.1843333333,14.504
622.62,24.2096666667,39.2696666667,34.656,38.147,18.075,20.928,15.4953333333,21.399,37.258,14.5696666667
622.95,24.203,39.172,34.5123333333,38.0295,18.021,20.9225,15.4936666667,21.261,37.0916666667,14.525
623.28,24.2803333333,39.2646666667,34.6203333333,38.171,18.015,20.974,15.4093333333,21.355,37.08,14.5436666667
623.62,24.1893333333,39.2953333333,34.4636666667,38.0715,17.8053333333,21.0065,15.4603333333,21.3483333333,37.015,14.433
623.95,24.295,39.2653333333,34.477,37.996,17.7163333333,21.074,15.4256666667,21.4345,36.959,14.403
624.28,24.155,39.3326666667,34.5776666667,38.061,17.6306666667,21.061,15.388,21.3311666667,36.9143333333,14.3016666667
624.62,24.1533333333,39.364,34.273,38.033,17.6546666667,21.1335,15.3923333333,21.3106666667,36.908,14.3446666667
624.95,24.1016666667,39.4453333333,34.2716666667,38.0215,17.6033333333,21.0695,15.326,21.266,36.9323333333,14.264
625.28,23.9523333333,39.372,34.1993333333,37.923,17.5326666667,20.886,15.257,21.1488333333,36.7943333333,14.181
625.61,23.974,39.3666666667,34.1256666667,37.929,17.4243333333,20.8515,15.2706666667,21.0923333333,36.842,14.081
625.95,23.855,39.2666666667,34.1316666667,37.9455,17.312,20.783,15.206,21.0081666667,36.7046666667,14.0153333333
626.28,23.871,39.221,34.2583333333,37.931,17.3256666667,20.926,15.212,21.0141666667,36.7646666667,13.9306666667
626.61,23.9316666667,39.1586666667,34.3386666667,37.98,17.3676666667,20.962,15.2796666667,21.1203333333,36.8286666667,14.036
626.94,23.8606666667,39.177,34.3056666667,37.8665,17.4013333333,20.928,15.319,21.0176666667,36.8296666667,13.974
627.28,23.8723333333,39.2196666667,34.3416666667,37.9235,17.507,20.9635,15.364,21.1165,36.856,14.0056666667
627.61,23.8753333333,39.1636666667,34.4273333333,37.923,17.4456666667,20.9135,15.3823333333,21.0061666667,36.7873333333,13.8873333333
627.94,23.9633333333,39.27,34.4116666667,37.9225,17.5223333333,21.041,15.4486666667,21.1176666667,36.8616666667,13.891
628.27,24.024,39.2383333333,34.602,37.9695,17.555,20.918,15.4203333333,21.1125,36.8643333333,13.917
628.61,24.025,39.1663333333,34.594,37.9025,17.556,20.9025,15.4706666667,21.2045,36.857,13.975
628.94,24.0563333333,39.1853333333,34.662,37.744,17.6433333333,20.968,15.541,21.2716666667,36.899,14.0283333333
629.27,24.0683333333,39.19,34.6843333333,37.6495,17.7076666667,20.952,15.462,21.3083333333,36.9173333333,14.007
629.60,24.1916666667,39.23,34.7046666667,37.6335,17.8176666667,21.0295,15.5553333333,21.3775,36.9706666667,14.1013333333
629.94,24.3036666667,39.4216666667,34.683,37.8405,17.951,21.059,15.6593333333,21.6493333333,37.0923333333,14.2226666667
630.27,24.3333333333,39.5973333333,34.7883333333,37.7695,17.9393333333,21.07,15.6506666667,21.609,37.112,14.2273333333
630.60,24.5756666667,39.6406666667,34.864,37.8715,18.0916666667,21.1405,15.763,21.803,37.238,14.3346666667
630.93,24.5866666667,39.501,34.906,37.881,18.1386666667,21.009,15.6246666667,21.7173333333,37.2116666667,14.4
631.26,24.6326666667,39.5203333333,34.9006666667,37.93,18.3243333333,21.153,15.6893333333,21.8891666667,37.3353333333,14.546
631.60,24.771,39.5856666667,34.9846666667,38.0155,18.32,21.16,15.758,22.0185,37.444,14.6226666667
631.93,24.6803333333,39.6046666667,34.982,38.0595,18.2453333333,21.208,15.7176666667,21.9706666667,37.5433333333,14.575
632.26,24.6996666667,39.7146666667,34.9526666667,38.0385,18.268,21.298,15.5776666667,21.8253333333,37.4796666667,14.5333333333
632.59,24.6336666667,39.7626666667,34.896,38.354,18.198,21.285,15.4843333333,21.8113333333,37.4553333333,14.5286666667
632.92,24.502,39.6583333333,34.6833333333,38.272,18.1203333333,21.191,15.5306666667,21.7953333333,37.2796666667,14.5046666667
633.26,24.591,39.7996666667,34.7143333333,38.4,18.0543333333,21.1885,15.5306666667,21.732,37.3256666667,14.454
633.59,24.5506666667,39.62,34.698,38.327,17.9563333333,21.103,15.4536666667,21.553,37.1876666667,14.3293333333
633.92,24.602,39.779,34.8016666667,38.4665,18.019,21.2265,15.5186666667,21.6876666667,37.2816666667,14.2716666667
634.25,24.55,39.832,34.9196666667,38.5485,18.0476666667,21.28,15.5073333333,21.7088333333,37.2816666667,14.291
634.58,24.5606666667,39.9436666667,34.9476666667,38.6605,18.0143333333,21.21,15.5486666667,21.715,37.299,14.2243333333
634.91,24.6196666667,40.0563333333,34.9483333333,38.8265,17.897,21.1975,15.583,21.7015,37.3713333333,14.3086666667
635.25,24.5533333333,40.0093333333,34.9493333333,38.8045,17.901,21.091,15.5046666667,21.5846666667,37.328,14.291
635.58,24.6323333333,40.0703333333,34.967,38.8205,17.9583333333,21.149,15.6253333333,21.6168333333,37.2403333333,14.294
635.91,24.7143333333,40.0733333333,35.0756666667,38.9825,18.013,21.2175,15.7533333333,21.6536666667,37.2713333333,14.342
636.24,24.884,40.0883333333,35.1486666667,38.856,18.0363333333,21.33,15.932,21.765,37.417,14.3446666667
636.57,24.9926666667,40.1786666667,35.5003333333,39.0245,18.1293333333,21.45,15.9916666667,21.7443333333,37.5506666667,14.3363333333
636.90,24.7743333333,39.8986666667,35.3123333333,38.786,18.161,21.255,15.918,21.756,37.4383333333,14.2356666667
637.23,24.7766666667,40.0246666667,35.449,38.8525,18.1563333333,21.2795,15.9583333333,21.7951666667,37.561,14.2946666667
637.56,24.7566666667,39.8566666667,35.3793333333,38.7885,18.199,21.2125,15.9716666667,21.7771666667,37.5076666667,14.4146666667
637.90,24.794,39.8556666667,35.22,38.6635,18.1333333333,21.23,15.913,21.6111666667,37.4323333333,14.3333333333
638.23,24.858,39.7986666667,35.1683333333,38.681,18.1753333333,21.361,15.9396666667,21.6255,37.4546666667,14.474
638.56,24.7513333333,39.7383333333,35.294,38.6595,18.2443333333,21.331,15.926,21.6963333333,37.42,14.4483333333
638.89,24.8196666667,39.8996666667,35.3923333333,38.7945,18.3853333333,21.485,16.0033333333,21.851,37.5263333333,14.6736666667
639.22,24.802,40.0783333333,35.3096666667,38.749,18.4086666667,21.4055,16.028,21.878,37.4963333333,14.747
639.55,24.9153333333,40.0636666667,35.2783333333,38.752,18.4056666667,21.2335,15.962,21.9486666667,37.6526666667,14.789
639.88,25.0216666667,40.1496666667,35.309,39.0175,18.549,21.232,16.0683333333,22.0628333333,37.7603333333,14.9336666667
640.21,24.9843333333,40.2003333333,35.184,39.1345,18.4523333333,21.2725,16.0363333333,22.1136666667,37.8973333333,15.0313333333
640.54,25.1906666667,40.5426666667,35.314,39.3825,18.575,21.4885,16.09,22.1905,38.1126666667,15.2503333333
640.87,25.242,40.6516666667,35.1606666667,39.407,18.6326666667,21.5,16.0626666667,22.0935,38.1026666667,15.2596666667
641.20,25.191,40.6596666667,35.0686666667,39.47,18.59,21.4415,15.939,22.035,38.1253333333,15.2053333333
641.53,24.965,40.672,35.1703333333,39.3785,18.6166666667,21.2695,15.8683333333,22.057,38.1936666667,15.231
641.87,25.207,40.9533333333,35.3496666667,39.534,18.7793333333,21.4275,15.9796666667,22.3211666667,38.4526666667,15.2316666667
642.20,25.308,41.043,35.1603333333,39.589,18.8386666667,21.4685,15.94,22.1933333333,38.4376666667,15.1926666667
642.53,25.2803333333,40.9916666667,35.047,39.623,18.7616666667,21.2785,15.9353333333,22.2051666667,38.2816666667,15.0333333333
642.86,25.2503333333,40.7123333333,35.2053333333,39.6685,18.7143333333,21.3195,15.846,22.1945,38.349,14.8896666667
643.19,24.976,40.625,35.093,39.5865,18.655,21.4125,15.898,22.1058333333,38.2033333333,14.7736666667
643.52,24.993,40.738,35.14,39.3445,18.6646666667,21.5235,15.832,21.9956666667,38.0873333333,14.7366666667
