wavelength,Back_SalAtef,Belly_SalAtef,Breast_SalAtef,Crissum_SalAtef,Crown_SalAtef,DorTail_SalAtef,Patch10_SalAtef,Rump_SalAtef,Throat_SalAtef,WingTip_SalAtef
359.11,3.53377777778,13.528948718,13.8018888889,3.19177777778,1.72255555556,4.47644444444,1.86455555556,4.57666666667,28.0148888889,6.24033333333
359.48,3.41288888889,13.435017094,13.7556666667,3.05311111111,1.57677777778,4.35033333333,1.75577777778,4.49344444444,28.0693333333,6.11255555556
359.84,3.38933333333,13.3614700855,13.7065555555,2.95211111111,1.51944444445,4.25944444444,1.721,4.41788888889,28.0918888889,6.009
360.20,3.46333333333,13.4146666667,13.8308888889,3.007,1.56711111111,4.31388888889,1.77477777778,4.44333333333,28.2523333334,6.06922222222
360.57,3.44277777778,13.4511111111,13.8874444445,3.018,1.546,4.31944444444,1.80877777778,4.43022222222,28.2465555555,6.04822222222
360.93,3.51966666667,13.5153418803,14.0092222222,3.02466666667,1.54077777778,4.33044444445,1.88511111111,4.471,28.3783333333,6.09755555555
361.29,3.52388888889,13.5121794872,14.0298888889,3.00666666667,1.574,4.32833333333,1.938,4.48133333333,28.5145555556,6.12911111111
361.66,3.50233333333,13.5425811966,14.0595555556,3.01611111111,1.62077777778,4.35755555555,1.97455555555,4.51944444444,28.6154444444,6.19011111111
362.02,3.50444444444,13.6436239316,14.1397777778,3.06877777778,1.68077777778,4.37188888889,2.03233333333,4.51833333333,28.7197777778,6.20666666667
362.39,3.51222222222,13.6663846154,14.2115555556,3.12177777778,1.70511111111,4.40677777778,2.05,4.57366666667,28.8067777778,6.23244444444
362.75,3.561,13.7247435897,14.2893333333,3.18655555556,1.78177777778,4.46288888889,2.14577777778,4.58044444444,28.904,6.30933333333
363.11,3.65344444444,13.8116581197,14.3613333333,3.265,1.83455555555,4.50477777778,2.21177777778,4.61277777778,29.0523333334,6.411
363.48,3.73611111111,13.9015726496,14.4346666667,3.31588888889,1.90922222222,4.56911111111,2.34044444444,4.65944444445,29.1382222222,6.496
363.84,3.86066666666,14.071,14.6333333333,3.46933333334,2.03966666667,4.71888888889,2.497,4.809,29.2722222222,6.69422222222
364.20,3.91577777778,14.1283504274,14.6658888889,3.55866666666,2.08655555556,4.77566666667,2.55455555555,4.86122222222,29.3027777778,6.73822222222
364.57,3.88177777778,14.122948718,14.6364444445,3.52811111111,2.05711111111,4.75,2.53388888889,4.85244444444,29.364,6.71088888889
364.93,3.93688888889,14.1998803419,14.7053333333,3.60211111111,2.13633333333,4.82611111111,2.597,4.935,29.5264444444,6.78
365.29,3.85644444444,14.2217777778,14.6733333333,3.63233333333,2.09188888889,4.78977777778,2.54222222222,4.91211111111,29.4685555555,6.70555555555
365.66,3.85522222222,14.219,14.7051111111,3.66166666667,2.10388888889,4.75588888889,2.55,4.881,29.4187777778,6.66
366.02,3.86577777778,14.2429059829,14.7184444445,3.65766666667,2.04966666667,4.72122222222,2.513,4.88777777778,29.5191111111,6.67922222222
366.38,3.90166666667,14.3317435897,14.7717777778,3.69577777778,2.05555555555,4.70188888889,2.56033333333,4.90266666666,29.6726666667,6.69866666667
366.75,4.01788888889,14.5021538461,14.8843333333,3.84477777778,2.14177777778,4.81588888889,2.65577777778,5.03988888889,29.7218888889,6.80711111111
367.11,3.97455555556,14.5183418803,14.9111111111,3.83777777778,2.09911111111,4.80388888889,2.63777777778,5.04166666667,29.8068888889,6.82011111111
367.47,4.12455555556,14.7147606838,15.1425555556,4.03044444444,2.27844444445,5.00788888889,2.76044444444,5.20133333333,29.9927777778,6.931
367.84,4.10066666666,14.7053418803,15.134,4.003,2.22933333333,4.988,2.69688888889,5.14555555556,30.0568888889,6.83822222222
368.20,4.10433333333,14.7848376068,15.2291111111,3.98388888889,2.19311111111,5.02277777778,2.70511111111,5.18133333333,30.2238888889,6.85577777778
368.56,4.18511111111,14.8745982906,15.2687777778,4.05411111111,2.28466666667,5.05011111111,2.76411111111,5.17355555556,30.339,6.92277777778
368.93,4.12866666666,14.8815470085,15.298,4.05688888889,2.26977777778,4.95977777778,2.72066666667,5.11922222222,30.3738888889,6.92566666667
369.29,4.23066666667,14.9881709402,15.3956666667,4.116,2.35766666667,5.04411111111,2.78855555556,5.16833333334,30.5984444444,7.06044444445
369.65,4.14711111111,15.0177606838,15.3118888889,4.03877777778,2.28344444444,5.00777777778,2.72022222222,5.09411111111,30.7341111111,7.02833333334
370.01,4.14366666667,14.9921709402,15.3445555555,4.01555555555,2.333,5.02322222222,2.77488888889,5.03466666667,30.6982222222,7.01122222222
370.38,4.14766666667,15.0487094017,15.3567777778,4.01077777778,2.36255555555,5.029,2.76,5.01666666667,30.7256666667,7.00966666667
370.74,4.08111111111,14.9959401709,15.3273333334,3.91877777778,2.26388888889,4.94277777778,2.65533333333,4.91933333333,30.7915555556,6.91755555555
371.10,3.97711111111,14.9694188034,15.2765555556,3.83633333334,2.196,4.84988888889,2.578,4.81233333333,30.7625555556,6.80988888889
371.46,3.77755555556,14.7992991453,15.0956666666,3.67877777778,2.01977777778,4.60155555556,2.38511111111,4.58344444444,30.682,6.62966666667
371.83,3.72855555556,14.8365982906,15.0725555556,3.65922222222,2.02688888889,4.51955555556,2.38611111111,4.55355555556,30.7934444444,6.61677777778
372.19,3.68777777778,14.8759145299,15.0832222222,3.70355555556,2.10744444444,4.50122222222,2.42677777778,4.54022222222,30.7415555556,6.62666666667
372.55,3.62588888889,14.8867606838,15.1262222222,3.68155555555,2.05266666667,4.43977777778,2.39311111111,4.52322222222,30.7764444444,6.58611111111
372.92,3.62577777778,14.9663589744,15.0736666667,3.72666666667,2.09422222222,4.509,2.49544444445,4.55722222222,30.8406666667,6.61811111111
373.28,3.61222222222,15.0497264957,15.0933333333,3.74555555556,2.14833333333,4.47844444444,2.50455555556,4.54255555556,30.89,6.59511111111
373.64,3.73333333333,15.1759401709,15.2854444445,3.889,2.25,4.56977777778,2.64833333333,4.64644444444,31.0353333333,6.71644444444
374.00,3.78944444444,15.3132222222,15.3527777778,4.01355555556,2.34666666667,4.63533333334,2.75111111111,4.73233333333,31.1492222222,6.836
374.37,3.78255555555,15.306957265,15.3316666667,3.996,2.33855555555,4.63411111111,2.77277777778,4.70822222222,31.2153333334,6.86522222222
374.73,3.74933333333,15.3657264957,15.3247777778,4.00022222222,2.37533333333,4.61566666667,2.78744444445,4.68733333333,31.3071111111,6.87633333333
375.09,3.87833333333,15.4946666667,15.4256666667,4.12844444445,2.50544444444,4.70533333333,2.89877777778,4.77544444444,31.4357777778,6.95688888889
375.45,3.91611111111,15.5590341881,15.4913333333,4.15466666667,2.54355555556,4.74244444444,2.93777777778,4.79844444444,31.5006666667,7.01988888889
375.81,3.89111111111,15.5701282051,15.4923333333,4.18233333333,2.55566666667,4.78355555556,2.94822222222,4.81,31.479,7.02244444445
376.18,3.86366666667,15.6016837607,15.5136666667,4.16944444444,2.54444444444,4.76544444445,2.92966666667,4.79144444445,31.5565555556,7.04633333334
376.54,3.84366666666,15.6929230769,15.5407777778,4.22822222222,2.61355555555,4.77888888889,2.96511111111,4.81222222222,31.6453333333,7.09766666667
376.90,3.815,15.6338376069,15.6231111111,4.18311111111,2.59966666667,4.71022222222,2.86788888889,4.763,31.6806666667,7.02966666667
377.26,3.76633333334,15.5666239316,15.588,4.14444444444,2.55422222222,4.67233333333,2.85011111111,4.73933333333,31.7156666667,7.00233333333
377.63,3.72466666667,15.5922735043,15.5898888889,4.118,2.547,4.66666666667,2.80866666666,4.69022222222,31.7538888889,7.00311111111
377.99,3.65933333334,15.585940171,15.5964444444,4.07244444445,2.49677777778,4.60511111111,2.757,4.66988888889,31.8386666667,6.95611111111
378.35,3.72366666667,15.6909230769,15.719,4.177,2.58066666667,4.66988888889,2.79377777778,4.707,31.9764444445,7.02322222222
378.71,3.67777777778,15.6614358974,15.746,4.12911111111,2.56722222222,4.62188888889,2.761,4.62933333333,32.0444444445,6.96477777778
379.07,3.62955555555,15.656008547,15.7753333333,4.08355555556,2.54055555555,4.58333333333,2.711,4.57522222222,32.0866666667,6.93522222222
379.44,3.63466666667,15.6867435897,15.7998888889,4.11255555555,2.569,4.61144444445,2.73133333333,4.57977777778,32.1877777778,6.98244444445
379.80,3.63444444444,15.7355470085,15.8155555555,4.08311111111,2.55511111111,4.58255555556,2.69255555555,4.53533333333,32.2157777778,6.98311111111
380.16,3.60011111111,15.7072478632,15.796,4.04177777778,2.496,4.51455555555,2.60366666667,4.46155555556,32.2911111111,6.92344444444
380.52,3.63477777778,15.6401794872,15.8018888889,3.97388888889,2.45233333333,4.47622222222,2.53688888889,4.40144444444,32.328,6.874
380.88,3.69444444444,15.7476068376,15.8167777778,4.06833333333,2.49877777778,4.52466666667,2.61522222222,4.447,32.4587777778,6.97888888889
381.24,3.71066666667,15.759034188,15.8701111111,4.07577777778,2.52744444444,4.51066666667,2.63922222222,4.41333333333,32.469,6.99444444444
381.61,3.68722222222,15.7256495726,15.8194444445,4.08188888889,2.551,4.49911111111,2.62655555556,4.39411111111,32.4417777778,6.94355555556
381.97,3.74055555556,15.7493333333,15.8466666667,4.10266666667,2.58766666667,4.54877777778,2.66077777778,4.39333333333,32.4685555555,6.98422222222
382.33,3.65244444445,15.6850854701,15.8032222222,4.03866666667,2.55244444445,4.46344444444,2.61033333333,4.29966666667,32.4187777778,6.92422222222
382.69,3.65044444445,15.6801452991,15.8064444444,4.05744444445,2.54777777778,4.45566666667,2.62388888889,4.30477777778,32.4116666667,6.95844444445
383.05,3.58955555555,15.6561111111,15.7553333333,3.99722222222,2.46,4.374,2.58833333333,4.23055555556,32.4181111111,6.93311111111
383.41,3.54566666667,15.6415555555,15.7124444444,3.93011111111,2.41222222222,4.31322222222,2.54933333333,4.17844444444,32.3843333333,6.88666666667
383.77,3.56622222222,15.6624871795,15.778,3.96744444444,2.43855555556,4.32355555555,2.58711111111,4.20333333333,32.53,6.90466666667
384.14,3.62788888889,15.7076581197,15.8451111111,4.038,2.51022222222,4.39122222222,2.69177777778,4.25122222222,32.5646666667,6.94966666667
384.50,3.62066666667,15.7428205128,15.8551111111,4.11277777778,2.53,4.40677777778,2.73288888889,4.25188888889,32.6017777778,6.99611111111
384.86,3.62722222222,15.7699230769,15.8986666667,4.11733333333,2.53944444445,4.41755555556,2.76244444445,4.26111111111,32.6506666667,6.97233333333
385.22,3.602,15.8164444445,15.911,4.11988888889,2.52333333334,4.43066666667,2.74177777778,4.25177777778,32.72,6.972
385.58,3.61122222222,15.8587264957,15.9793333333,4.11677777778,2.526,4.41477777778,2.74655555556,4.23677777778,32.8717777778,7.00644444445
385.94,3.55666666667,15.8805384615,15.9864444444,4.14322222222,2.50711111111,4.38411111111,2.74255555555,4.21188888889,32.9383333334,6.99266666667
386.30,3.586,15.9628632479,16.0311111111,4.17522222222,2.52433333333,4.41366666666,2.79377777778,4.27744444444,33.0551111111,7.01855555555
386.66,3.59622222222,16.0375726496,16.0676666667,4.20411111111,2.57144444445,4.43833333333,2.83422222222,4.32033333333,33.1142222222,7.02333333333
387.03,3.619,16.0793162393,16.1082222222,4.25966666666,2.64544444444,4.48677777778,2.88211111111,4.39355555555,33.1722222222,7.06722222222
387.39,3.60322222222,16.0736495726,16.1405555555,4.28944444444,2.63322222222,4.46077777778,2.86344444445,4.38855555556,33.2684444445,7.00144444444
387.75,3.52533333333,16.0402222222,16.0825555556,4.25122222222,2.6,4.40522222222,2.81477777778,4.31966666667,33.2242222222,6.97555555556
388.11,3.46833333333,16.034965812,16.0728888889,4.20355555556,2.54066666667,4.35877777778,2.76722222222,4.27344444444,33.3163333333,6.92644444445
388.47,3.44288888889,16.0578974359,16.1111111111,4.18955555556,2.56222222222,4.35711111111,2.782,4.289,33.4041111111,6.89822222222
388.83,3.38388888889,16.0352649573,16.0697777778,4.14144444444,2.52222222222,4.29144444445,2.73166666667,4.21911111111,33.3773333333,6.83266666667
389.19,3.37988888889,16.0415811966,16.0753333333,4.16122222222,2.523,4.26233333334,2.75077777778,4.21755555556,33.4446666667,6.81788888889
389.55,3.35788888889,16.0194358975,16.0576666667,4.16111111111,2.49933333334,4.23233333333,2.761,4.20222222222,33.4393333333,6.78766666667
389.91,3.37577777778,16.0494358974,16.0775555556,4.14877777778,2.519,4.22455555555,2.751,4.19922222222,33.5634444444,6.80677777778
390.27,3.31,16.0103675214,16.0567777778,4.082,2.44255555556,4.15455555556,2.671,4.10888888889,33.5608888889,6.76222222222
390.63,3.294,15.9852991453,16.0845555555,4.04166666667,2.37777777778,4.107,2.63166666667,4.04522222222,33.6095555555,6.746
391.00,3.22777777778,15.9771709401,16.0503333333,4.00944444444,2.30755555555,4.05122222222,2.58788888889,3.97466666667,33.6638888889,6.67777777778
391.36,3.20888888889,16.0168034188,16.0751111111,3.98922222222,2.29422222222,4.045,2.59433333334,3.94955555556,33.7103333333,6.70533333333
391.72,3.26777777778,16.0685128205,16.1872222222,4.05733333334,2.35588888889,4.09177777778,2.69055555556,3.99955555556,33.8117777778,6.76666666666
392.08,3.23844444445,16.0702307692,16.1838888889,4.03488888889,2.35344444444,4.055,2.68055555555,3.95977777778,33.7945555556,6.75966666667
392.44,3.19588888889,16.0652051282,16.1607777778,3.99244444444,2.31666666667,4.01755555555,2.63888888889,3.91766666667,33.8108888889,6.73133333333
392.80,3.16188888889,16.0686923077,16.163,3.98666666667,2.30244444445,4.00977777778,2.62944444444,3.90388888889,33.8687777778,6.73122222222
393.16,3.09644444444,16.0326068376,16.1231111111,3.94877777778,2.26033333334,3.98333333333,2.59222222222,3.85133333333,33.8862222222,6.705
393.52,3.03388888889,16.023965812,16.0966666667,3.89944444444,2.22877777778,3.92444444444,2.52411111111,3.79588888889,33.8547777778,6.65855555556
393.88,2.98577777778,16.0116153846,16.0893333333,3.89822222222,2.197,3.89755555555,2.50833333333,3.745,33.8702222222,6.61666666667
394.24,2.94777777778,15.9913418804,16.0566666667,3.89755555556,2.21766666667,3.89488888889,2.52688888889,3.738,33.8842222222,6.59711111111
394.60,2.97622222222,16.059051282,16.0724444444,3.94988888889,2.27688888889,3.92344444444,2.566,3.751,33.9964444444,6.63488888889
394.96,3.00111111111,16.0928119658,16.1314444444,3.99144444445,2.34688888889,3.95855555556,2.60588888889,3.76133333334,34.0482222222,6.65755555556
395.32,2.99722222222,16.1402051282,16.1305555556,4.02288888889,2.39422222222,3.99711111111,2.64877777778,3.758,34.0851111111,6.68166666667
395.68,2.91944444444,16.1254358975,16.0588888889,3.98188888889,2.355,3.95244444445,2.55088888889,3.66366666666,34.1068888889,6.60211111111
396.04,2.88988888889,16.1200769231,16.0186666667,3.97688888889,2.33477777778,3.91577777778,2.51611111111,3.62655555556,34.1094444444,6.565
396.40,2.85322222222,16.1228290598,16.0025555555,3.96455555556,2.28544444444,3.90088888889,2.49855555556,3.57977777778,34.1632222222,6.55477777778
396.76,2.79688888889,16.0911794872,15.9822222222,3.937,2.267,3.85133333333,2.48544444444,3.54388888889,34.1718888889,6.52811111111
397.12,2.799,16.1533247863,16.03,3.95133333333,2.27655555556,3.82511111111,2.48311111111,3.53444444444,34.2425555556,6.53655555555
397.48,2.77277777778,16.1607435897,16.0324444444,3.97744444445,2.25377777778,3.82322222222,2.49888888889,3.51066666667,34.34,6.55122222222
397.84,2.71333333333,16.1367777778,15.9825555556,3.90777777778,2.19111111111,3.74144444445,2.42022222222,3.43211111111,34.3294444444,6.47377777778
398.20,2.74177777778,16.2116153846,16.0606666666,3.95211111111,2.22511111111,3.767,2.44533333333,3.46,34.4616666666,6.51344444444
