wavelength,Back_SalAtef,Belly_SalAtef,Breast_SalAtef,Crissum_SalAtef,Crown_SalAtef,DorTail_SalAtef,Patch10_SalAtef,Rump_SalAtef,Throat_SalAtef,WingTip_SalAtef
504.75,5.61766666666,19.2831623932,18.7083333333,9.94677777777,3.24866666667,5.80588888889,3.61033333333,7.03488888889,41.3485555556,8.08288888889
505.10,5.69266666667,19.2766666667,18.7257777778,9.99866666667,3.24511111111,5.85255555556,3.59577777778,7.14611111111,41.3626666667,8.06833333333
505.45,5.74,19.243948718,18.6784444444,10.0356666667,3.20966666666,5.87222222222,3.57122222222,7.22622222222,41.2811111111,8.03
505.80,5.81188888889,19.2398547009,18.6796666666,10.0813333333,3.19322222222,5.93966666667,3.55655555556,7.34466666667,41.3012222222,8.03655555555
506.15,5.91311111111,19.2558461539,18.695,10.139,3.20333333333,6.01788888889,3.54955555555,7.46933333334,41.3211111111,8.04988888889
506.49,5.98888888889,19.2431623932,18.6967777778,10.1856666667,3.18444444445,6.07055555556,3.519,7.565,41.3171111111,8.04622222222
506.84,6.09255555556,19.2476923077,18.706,10.2635555556,3.17988888889,6.13355555556,3.523,7.68988888889,41.368,8.06544444445
507.19,6.174,19.2433931624,18.6933333334,10.3332222222,3.18022222222,6.20955555555,3.51777777778,7.81344444444,41.3687777778,8.06866666667
507.54,6.25755555555,19.2114871795,18.667,10.3676666667,3.15766666667,6.243,3.49911111111,7.91266666667,41.335,8.047
507.88,6.31833333333,19.2102820513,18.6593333333,10.3938888889,3.14044444445,6.29288888889,3.47777777778,8.02677777778,41.317,8.04922222222
508.23,6.378,19.1908547008,18.6558888889,10.4302222222,3.10255555556,6.31033333333,3.42977777778,8.118,41.3213333333,8.03011111111
508.58,6.48044444444,19.216991453,18.6787777778,10.5065555555,3.10566666667,6.37644444444,3.439,8.25344444444,41.3647777778,8.05044444445
508.93,6.56666666666,19.2273076923,18.6643333333,10.5427777778,3.09322222222,6.43422222222,3.45255555556,8.35711111111,41.3466666667,8.05755555556
509.27,6.655,19.2206923077,18.6734444444,10.5815555556,3.08211111111,6.48366666667,3.433,8.46333333333,41.3672222222,8.05955555556
509.62,6.74144444444,19.2212393162,18.6867777778,10.6456666667,3.07822222222,6.53366666667,3.44122222222,8.56311111111,41.3736666666,8.065
509.97,6.82233333333,19.220965812,18.6876666667,10.703,3.086,6.57688888889,3.46077777778,8.65677777778,41.3425555555,8.07422222222
510.32,6.93033333333,19.2437008547,18.707,10.7803333333,3.11311111111,6.64666666667,3.49233333333,8.78988888889,41.3295555555,8.09566666667
510.66,7.00233333333,19.2468461538,18.7223333333,10.8322222222,3.13233333334,6.70933333333,3.506,8.89033333333,41.3342222222,8.10911111111
511.01,7.08155555556,19.2527264957,18.7387777778,10.857,3.10422222222,6.73522222222,3.49,8.98066666667,41.3584444444,8.10355555556
511.36,7.178,19.2728290598,18.7585555556,10.9166666667,3.12355555556,6.78211111111,3.50622222222,9.092,41.372,8.12766666667
511.70,7.30177777778,19.2996153846,18.7811111111,11.0072222222,3.15,6.84022222222,3.544,9.19722222222,41.4131111111,8.15466666666
512.05,7.39755555556,19.3122222222,18.7966666667,11.0803333333,3.17322222222,6.90044444445,3.57788888889,9.30322222222,41.4276666667,8.17044444445
512.40,7.46588888889,19.3077435898,18.7735555555,11.121,3.17844444444,6.953,3.58644444444,9.38944444443,41.4044444444,8.17644444444
512.75,7.55566666667,19.3443504273,18.8172222222,11.2048888889,3.21077777778,7.01588888889,3.61133333334,9.5111111111,41.4662222222,8.20633333333
513.09,7.66566666667,19.3871538462,18.8384444444,11.2762222222,3.24822222222,7.08888888889,3.65888888889,9.62733333334,41.5117777778,8.23744444445
513.44,7.76055555556,19.4211880342,18.8627777778,11.3206666667,3.26711111111,7.14577777778,3.67833333333,9.73633333332,41.5655555556,8.24344444444
513.79,7.83233333333,19.4278034188,18.8527777778,11.3526666667,3.24533333333,7.17266666667,3.66222222222,9.81255555557,41.5964444445,8.233
514.13,7.89577777778,19.4128888889,18.8504444444,11.3864444444,3.24233333333,7.20922222222,3.65422222222,9.89266666668,41.6315555555,8.24066666667
514.48,7.96533333333,19.423957265,18.8503333333,11.4152222222,3.22411111111,7.22766666667,3.63188888889,9.96933333332,41.6452222222,8.23633333333
514.83,8.03333333333,19.4245726496,18.8535555556,11.4653333333,3.23677777778,7.265,3.627,10.0543333333,41.5951111111,8.23988888889
515.17,8.089,19.4297264957,18.8513333333,11.5056666667,3.22922222222,7.30988888889,3.61544444444,10.116,41.5866666667,8.236
515.52,8.12011111111,19.3944358974,18.8203333333,11.5094444445,3.18566666667,7.31833333333,3.57266666667,10.1422222222,41.5302222222,8.22077777778
515.87,8.19055555555,19.4043760684,18.8101111111,11.5532222222,3.19766666667,7.37588888889,3.577,10.2114444445,41.5255555556,8.26655555556
516.21,8.26222222222,19.4236495727,18.8311111111,11.6238888889,3.21033333333,7.42277777778,3.59244444445,10.297,41.5395555556,8.314
516.56,8.33011111111,19.4092051282,18.809,11.6542222222,3.20988888889,7.45711111111,3.59133333333,10.3525555555,41.4912222222,8.331
516.91,8.37466666667,19.414965812,18.8162222222,11.7111111111,3.22,7.48677777778,3.59177777778,10.4104444445,41.4875555556,8.35655555556
517.25,8.39933333333,19.3820683761,18.7697777778,11.738,3.20466666667,7.49322222222,3.57511111111,10.4253333333,41.4164444444,8.35688888889
517.60,8.44344444444,19.3848376068,18.796,11.7947777778,3.23388888889,7.54533333333,3.58877777778,10.4888888889,41.4253333333,8.38066666667
517.95,8.48811111111,19.4121880342,18.8108888889,11.8403333333,3.24655555556,7.57033333333,3.60466666667,10.5496666667,41.4413333333,8.40888888889
518.29,8.54466666667,19.4133931624,18.8112222222,11.8853333333,3.26766666667,7.60588888889,3.61677777778,10.6075555556,41.4416666666,8.43933333333
518.64,8.59855555556,19.4370598291,18.8247777778,11.9297777778,3.28955555555,7.63955555555,3.64444444444,10.649,41.4921111111,8.46555555556
518.99,8.62844444445,19.4551196581,18.8307777778,11.9747777778,3.28811111111,7.65577777778,3.65255555556,10.6936666667,41.5202222222,8.47855555556
519.33,8.65866666667,19.4681965812,18.8403333333,12.0122222222,3.29633333334,7.686,3.65911111111,10.7463333333,41.5403333333,8.48477777778
519.68,8.67322222222,19.4572991453,18.8376666666,12.0268888889,3.28588888889,7.67388888889,3.64488888889,10.7815555555,41.5471111111,8.45822222222
520.02,8.69555555556,19.4275299145,18.8112222222,12.0273333333,3.26677777778,7.65833333333,3.61211111111,10.7806666666,41.5293333333,8.427
520.37,8.72433333333,19.4330598291,18.8291111111,12.079,3.26,7.67222222222,3.60933333333,10.8033333334,41.5662222222,8.42433333333
520.72,8.74277777778,19.4263504274,18.8044444444,12.1004444444,3.23333333333,7.67488888889,3.59555555556,10.8288888889,41.5997777778,8.40911111111
521.06,8.78511111111,19.4344444444,18.8264444444,12.145,3.24266666667,7.68444444444,3.60622222222,10.8921111111,41.6158888889,8.43677777778
521.41,8.806,19.4344871795,18.7881111111,12.1813333333,3.22677777778,7.68577777778,3.61111111111,10.9256666667,41.6115555556,8.42866666667
521.75,8.84566666667,19.4339059829,18.774,12.2232222222,3.22033333333,7.70811111111,3.61033333333,10.9498888889,41.6127777778,8.42488888889
522.10,8.84422222222,19.3912478632,18.7511111111,12.2364444445,3.18011111111,7.69922222222,3.57655555556,10.948,41.5785555555,8.389
522.45,8.86311111111,19.3651367521,18.7267777778,12.2496666666,3.164,7.70244444444,3.56844444445,10.9682222222,41.5203333333,8.38388888889
522.79,8.90311111111,19.3339230769,18.7024444445,12.2751111111,3.16422222222,7.72444444445,3.55277777778,11.0012222222,41.5004444444,8.39455555556
523.14,8.95755555556,19.3410854701,18.7092222222,12.3255555556,3.17155555555,7.75155555556,3.55811111111,11.0373333333,41.487,8.42411111111
523.48,9.02244444445,19.3635299145,18.7167777778,12.3966666666,3.21055555556,7.81633333333,3.58733333334,11.1024444445,41.4824444445,8.46455555556
523.83,9.06822222222,19.3966752137,18.7495555556,12.463,3.22677777778,7.86844444444,3.61466666667,11.1797777778,41.5035555556,8.51077777778
524.17,9.09711111111,19.3925470085,18.7463333333,12.4898888889,3.22822222222,7.89766666667,3.61044444445,11.216,41.4875555556,8.519
524.52,9.11177777778,19.3687008547,18.747,12.5053333333,3.23144444444,7.912,3.59544444445,11.2352222222,41.4463333334,8.50811111111
524.87,9.12888888889,19.3713162393,18.7396666667,12.5384444444,3.22277777778,7.92177777778,3.56666666667,11.2491111111,41.4662222222,8.489
525.21,9.157,19.3512478632,18.7476666667,12.5547777778,3.21922222222,7.92788888889,3.55533333333,11.2618888889,41.443,8.482
525.56,9.17544444444,19.3386752137,18.741,12.5801111111,3.23111111111,7.94211111111,3.55011111111,11.2831111111,41.4197777778,8.48455555556
525.90,9.22144444444,19.3864957265,18.7717777778,12.644,3.27166666667,7.987,3.58433333333,11.3436666667,41.4492222222,8.52844444444
526.25,9.25466666667,19.4172991453,18.7863333333,12.7023333333,3.28177777778,8.01888888889,3.58566666667,11.3897777778,41.5211111111,8.55277777778
526.59,9.29533333333,19.4612136752,18.8363333333,12.7776666667,3.30644444445,8.05922222222,3.62188888889,11.4535555556,41.6028888889,8.59788888889
526.94,9.33077777778,19.5024871795,18.8696666666,12.8448888889,3.33,8.09844444444,3.654,11.5225555555,41.6853333334,8.63344444444
527.28,9.38244444444,19.5523076923,18.9315555556,12.9198888889,3.35044444444,8.13122222222,3.67855555556,11.5791111111,41.7874444445,8.66966666667
527.63,9.419,19.5907692308,18.9638888889,12.9735555555,3.37266666666,8.14677777778,3.69411111111,11.6113333333,41.8492222222,8.68188888889
527.97,9.44422222222,19.6092393162,18.9734444444,13.0133333333,3.38,8.15244444444,3.70766666667,11.6477777778,41.8788888889,8.692
528.32,9.47611111111,19.6334700854,18.9877777778,13.0507777778,3.38933333333,8.16677777778,3.72455555555,11.6766666667,41.9201111111,8.71088888889
528.66,9.50744444444,19.6616666667,19.0005555556,13.0957777778,3.41622222222,8.19422222222,3.75533333333,11.7133333333,41.9355555555,8.72933333333
529.01,9.52822222222,19.6718290598,18.9991111111,13.1278888889,3.417,8.20677777778,3.75866666667,11.7355555556,41.9587777778,8.73522222222
529.35,9.53944444444,19.666982906,18.9927777778,13.1545555556,3.40788888889,8.20744444444,3.76044444444,11.7468888889,41.9674444444,8.727
529.70,9.56322222222,19.6838034188,18.9876666667,13.1914444445,3.409,8.21222222222,3.76655555556,11.7674444444,41.9873333333,8.72544444445
530.04,9.59166666667,19.692948718,19.0003333333,13.2397777778,3.422,8.231,3.79144444445,11.8032222222,41.9882222222,8.74122222222
530.39,9.60633333333,19.6727008547,18.9725555556,13.2583333334,3.41811111111,8.23388888889,3.78177777778,11.8013333333,41.9267777778,8.72444444444
530.73,9.63611111111,19.6603247863,18.9521111111,13.2918888889,3.41711111111,8.22722222222,3.77177777778,11.8087777778,41.8905555555,8.71666666667
531.08,9.63277777778,19.6423846154,18.9038888889,13.3127777778,3.39966666667,8.21911111111,3.76222222222,11.8096666667,41.8187777778,8.70722222222
531.42,9.64866666667,19.6155726496,18.8753333333,13.3365555555,3.40522222222,8.23622222222,3.76877777778,11.8377777778,41.7607777778,8.70977777778
531.77,9.69133333333,19.6467435898,18.8928888889,13.4036666667,3.42844444445,8.27411111111,3.78711111111,11.8817777778,41.7827777778,8.74611111111
532.11,9.72077777778,19.6559658119,18.894,13.4567777778,3.43388888889,8.29444444445,3.78766666667,11.899,41.7701111111,8.76377777778
532.46,9.73644444445,19.6534102564,18.8963333333,13.4821111111,3.42044444445,8.29911111111,3.77533333333,11.9208888889,41.7684444445,8.77344444444
532.80,9.76455555556,19.6801965812,18.918,13.5381111111,3.44755555556,8.32499999999,3.797,11.9654444445,41.7747777778,8.80322222222
533.15,9.806,19.7140512821,18.9422222222,13.5944444444,3.47188888889,8.35533333335,3.81122222222,12.0112222222,41.8108888889,8.82966666667
533.49,9.81300000001,19.7022649573,18.9287777778,13.6187777778,3.47488888889,8.36066666667,3.80844444445,12.0307777778,41.795,8.83811111111
533.84,9.8231111111,19.6804871795,18.9065555556,13.6353333333,3.46211111111,8.35411111112,3.78622222222,12.0322222222,41.7806666667,8.81977777778
534.18,9.85544444444,19.7018119658,18.9211111111,13.6754444445,3.47611111111,8.37122222223,3.79866666667,12.0782222222,41.8216666667,8.84333333333
534.52,9.86577777779,19.6882478633,18.9123333333,13.7075555556,3.47655555556,8.38688888888,3.80222222222,12.085,41.8088888889,8.82811111111
534.87,9.89922222221,19.6871282051,18.9197777778,13.7473333333,3.48544444444,8.40944444445,3.80933333333,12.1003333333,41.8148888889,8.83522222222
535.21,9.93444444444,19.7026581197,18.9216666666,13.8046666666,3.48666666667,8.42733333333,3.813,12.1166666667,41.8421111111,8.84577777778
535.56,9.91333333333,19.6717264957,18.8737777778,13.7955555555,3.46888888889,8.41433333334,3.78311111111,12.0898888889,41.7732222222,8.81377777778
535.90,9.90022222222,19.6514358975,18.8678888889,13.8204444444,3.45933333333,8.39888888888,3.76388888889,12.1015555556,41.7471111111,8.79866666667
536.25,9.90355555556,19.6383333334,18.843,13.8464444444,3.45544444445,8.3988888889,3.76277777778,12.092,41.7213333333,8.78244444445
536.59,9.90577777779,19.6381111111,18.8295555555,13.8635555556,3.44811111111,8.40122222222,3.73733333333,12.0892222222,41.7264444444,8.77711111111
536.93,9.91033333332,19.6459145299,18.8275555556,13.8917777778,3.43877777778,8.41344444443,3.74133333333,12.0957777778,41.7133333334,8.78288888889
537.28,9.92644444444,19.6164444445,18.8137777778,13.9045555556,3.40733333333,8.40877777777,3.72522222222,12.0832222222,41.7017777778,8.76077777778
537.62,9.93833333333,19.6301452991,18.7953333333,13.945,3.39933333334,8.40755555555,3.71888888889,12.0948888889,41.6891111111,8.76255555555
537.97,9.94044444447,19.6194017094,18.7718888889,13.9814444444,3.38133333333,8.39688888888,3.706,12.089,41.6412222222,8.75933333333
538.31,9.96811111111,19.6474102564,18.7914444445,14.0376666667,3.39277777778,8.42711111112,3.71411111111,12.1118888889,41.644,8.80844444445
538.65,9.96022222224,19.6320683761,18.7746666667,14.0475555556,3.37811111111,8.42711111111,3.70066666667,12.1078888889,41.5977777778,8.79788888889
539.00,9.95466666668,19.6182393162,18.7774444444,14.0842222222,3.37077777778,8.43644444443,3.694,12.1145555556,41.5884444444,8.80111111111
539.34,10.0023333333,19.6493247863,18.8225555556,14.1513333333,3.37611111111,8.46177777779,3.712,12.1632222222,41.6538888889,8.84222222222
539.69,10.0504444445,19.6932307692,18.8512222222,14.2174444444,3.40422222222,8.51133333332,3.73755555556,12.2206666667,41.7104444444,8.89677777778
540.03,10.1035555555,19.7317435898,18.8952222222,14.3002222222,3.43544444444,8.56777777778,3.76766666667,12.2796666667,41.7843333333,8.94422222223
540.37,10.1474444445,19.7541282051,18.917,14.3607777778,3.45344444444,8.60355555557,3.79444444444,12.3258888889,41.8172222222,8.9788888889
540.72,10.1785555556,19.7681282051,18.9363333333,14.4004444444,3.47066666667,8.62455555557,3.808,12.3646666667,41.8414444444,9.00488888889
541.06,10.1985555556,19.7902649573,18.9501111111,14.4456666667,3.48466666667,8.64444444444,3.82211111111,12.3832222222,41.8636666667,9.02677777779
541.40,10.2121111111,19.809991453,18.9797777778,14.478,3.51566666667,8.67299999999,3.84066666667,12.4056666667,41.8802222222,9.04355555555
541.75,10.2331111111,19.8388290598,18.999,14.526,3.53433333333,8.71099999999,3.859,12.4354444444,41.9298888889,9.0428888889
542.09,10.2241111111,19.8489572649,18.998,14.5388888889,3.53677777778,8.7091111111,3.85722222222,12.4575555555,41.9536666666,9.02577777777
542.43,10.2431111111,19.8619658119,19.0068888889,14.5922222222,3.54633333333,8.72044444445,3.86166666667,12.4856666667,42.0008888889,9.02322222221
542.78,10.26,19.8528547008,18.9914444445,14.6154444444,3.54488888889,8.72177777779,3.85233333333,12.4924444444,41.9811111111,9.01744444446
543.12,10.2478888889,19.8397692308,18.9696666667,14.6424444444,3.54711111111,8.71900000001,3.85177777778,12.4918888889,41.9484444444,9.00066666668
543.46,10.2434444444,19.8146239316,18.9397777778,14.6562222222,3.542,8.71377777779,3.86011111111,12.488,41.9041111111,8.97177777777
543.81,10.2277777778,19.7873247863,18.9025555555,14.6654444445,3.52677777778,8.68911111111,3.83911111111,12.4783333333,41.8626666667,8.95066666668
544.15,10.2078888889,19.7482905983,18.8724444444,14.6541111111,3.49477777778,8.65933333334,3.82011111111,12.4636666666,41.8188888889,8.91833333333
544.49,10.2018888889,19.7252307692,18.831,14.6764444445,3.46933333333,8.64144444445,3.793,12.4424444444,41.7781111111,8.89455555556
544.84,10.2163333333,19.7544017094,18.8636666667,14.7373333333,3.49044444444,8.68333333334,3.80855555555,12.478,41.8096666667,8.90911111111
545.18,10.1936666667,19.723948718,18.8465555556,14.7554444444,3.447,8.64966666667,3.77811111111,12.4761111111,41.8228888889,8.87966666667
545.52,10.1828888889,19.698059829,18.8381111111,14.7691111111,3.41566666667,8.60055555557,3.75155555555,12.4624444445,41.8354444444,8.85622222222
545.87,10.1755555555,19.6688119658,18.8168888889,14.7914444444,3.37366666666,8.57411111112,3.71744444445,12.4421111111,41.8378888889,8.83677777778
546.21,10.1882222222,19.6623931624,18.8241111111,14.8231111111,3.36277777778,8.57877777778,3.71777777778,12.4563333333,41.8584444444,8.85744444444
546.55,10.1603333333,19.6598717949,18.8107777778,14.8313333333,3.33288888889,8.55422222223,3.69477777778,12.4575555555,41.8677777778,8.82833333333
546.90,10.1627777778,19.6467435898,18.7998888889,14.8564444445,3.30644444445,8.55122222222,3.66777777778,12.4543333333,41.8965555556,8.80933333334
547.24,10.1572222222,19.6396752137,18.7884444444,14.8794444445,3.27322222222,8.53444444444,3.64488888889,12.4518888889,41.9206666667,8.78577777778
547.58,10.1367777778,19.6125213675,18.7744444444,14.8902222222,3.22744444444,8.5018888889,3.61533333333,12.431,41.8996666667,8.75544444444
547.92,10.1453333333,19.6272222222,18.783,14.9591111111,3.21366666667,8.50344444446,3.60188888889,12.4163333334,41.9321111111,8.754
548.27,10.1251111111,19.613034188,18.7888888889,14.9783333333,3.19155555556,8.48622222223,3.597,12.4117777778,41.9418888889,8.72711111111
548.61,10.0842222222,19.5711538462,18.7367777778,14.961,3.13666666667,8.41955555555,3.55211111111,12.4006666667,41.9295555555,8.68588888889
548.95,10.1583333333,19.6267350428,18.7716666667,15.0475555555,3.18433333333,8.49266666667,3.61233333333,12.4485555556,41.9381111111,8.74
549.29,10.1703333333,19.6228290599,18.7728888889,15.086,3.19733333333,8.50322222222,3.62355555556,12.4705555556,41.8726666667,8.75411111111
549.64,10.1946666667,19.6447435898,18.7878888889,15.1374444444,3.21733333333,8.53433333334,3.638,12.5053333333,41.8758888889,8.77022222222
549.98,10.1911111111,19.6537521368,18.7928888889,15.1618888889,3.22077777778,8.51777777778,3.639,12.5185555556,41.8462222222,8.76566666667
550.32,10.2222222222,19.6737435897,18.8274444444,15.2085555555,3.24155555556,8.54044444443,3.66011111111,12.5352222222,41.8671111111,8.79888888889
550.66,10.259,19.7180683761,18.8687777778,15.2768888889,3.26811111111,8.56122222222,3.69522222222,12.595,41.9303333333,8.83011111111
551.01,10.2757777778,19.7185726496,18.8772222222,15.3068888889,3.27966666667,8.57811111112,3.68366666667,12.5932222222,41.9118888889,8.83433333333
551.35,10.3286666667,19.7703418804,18.935,15.3946666667,3.32344444444,8.62599999999,3.72188888889,12.655,41.9677777778,8.8808888889
551.69,10.3304444444,19.7627606837,18.9533333333,15.4171111111,3.34033333333,8.64077777777,3.73577777778,12.6927777778,41.979,8.88811111111
552.03,10.285,19.7609230769,18.9288888889,15.437,3.33422222222,8.618,3.70655555556,12.6838888889,41.9861111111,8.88344444443
552.38,10.3075555555,19.7556581197,18.9556666667,15.4723333333,3.34088888889,8.61844444446,3.70044444445,12.6827777778,42.004,8.87888888888
552.72,10.2406666667,19.6824871795,18.9236666667,15.4476666667,3.25977777778,8.56122222223,3.62544444444,12.6273333333,41.9806666667,8.82544444445
553.06,10.2282222222,19.683017094,18.8967777778,15.4632222222,3.24344444444,8.57588888888,3.61666666667,12.6124444444,42.0236666667,8.83588888888
553.40,10.2244444444,19.6515299145,18.8844444445,15.5033333333,3.21844444444,8.54133333332,3.61188888889,12.6058888889,42.0164444444,8.82488888889
553.74,10.2265555555,19.6486153846,18.8732222222,15.549,3.20433333333,8.54455555557,3.59144444444,12.5821111111,42.0116666667,8.82066666667
554.09,10.216,19.6345641026,18.8472222222,15.601,3.19122222222,8.53444444444,3.59111111111,12.5775555556,42.0278888889,8.80488888889
554.43,10.1856666667,19.5804957265,18.825,15.5945555555,3.15555555556,8.50322222223,3.54966666667,12.5234444445,41.982,8.76111111111
554.77,10.1831111111,19.6238717949,18.8636666667,15.6686666667,3.16644444445,8.50888888888,3.55955555556,12.5466666667,42.0801111111,8.772
555.11,10.1416666667,19.591991453,18.8235555556,15.6441111111,3.13944444445,8.48644444443,3.53,12.5114444444,42.0113333333,8.75077777778
555.45,10.1447777778,19.6254957265,18.8433333333,15.7196666667,3.14522222222,8.49688888888,3.53166666667,12.551,42.0723333333,8.75088888889
555.80,10.1626666667,19.6021111111,18.8623333333,15.7477777778,3.10822222222,8.48488888889,3.51588888889,12.5472222222,42.1135555556,8.73477777778
556.14,10.1471111111,19.5997264957,18.8267777778,15.7766666667,3.08122222222,8.47877777778,3.49777777778,12.5406666667,42.0554444444,8.72033333333
556.48,10.1552222222,19.5996068376,18.7988888889,15.7838888889,3.07911111111,8.45355555555,3.49566666667,12.5321111111,42.0431111111,8.71155555556
556.82,10.1318888889,19.6103504274,18.8291111111,15.8136666667,3.05422222222,8.42355555557,3.47533333333,12.5335555556,42.0695555556,8.70377777778
557.16,10.0888888889,19.6066495727,18.8085555555,15.7915555555,3.02844444445,8.41622222221,3.44411111111,12.5015555556,42.044,8.66588888889
557.50,10.0473333333,19.5666153846,18.7765555556,15.7741111111,2.97633333333,8.37066666667,3.41588888889,12.4841111111,42.0398888889,8.62444444444
557.85,10.0804444444,19.6326495727,18.7996666667,15.813,2.98211111111,8.39477777778,3.39677777778,12.5178888889,42.0621111111,8.65922222222
558.19,10.0871111111,19.6247777778,18.7892222222,15.847,2.98711111111,8.38966666666,3.40811111111,12.5178888889,42.0805555555,8.69411111111
558.53,10.0948888889,19.5701623932,18.7615555555,15.8543333333,2.92988888889,8.36066666668,3.37511111111,12.5022222222,42.0013333333,8.66977777778
558.87,10.1061111111,19.5972564103,18.7678888889,15.9221111111,2.91288888889,8.34133333332,3.36866666667,12.503,42.0996666667,8.67155555555
559.21,10.115,19.5822478633,18.733,15.9456666667,2.89977777778,8.33666666667,3.38088888889,12.4695555556,42.0243333333,8.67177777778
559.55,10.1798888889,19.6567179487,18.7992222222,16.0372222222,2.95777777778,8.4178888889,3.42755555556,12.5317777778,42.0553333333,8.76333333333
559.89,10.228,19.6961025641,18.8496666666,16.1186666667,2.98677777778,8.46288888888,3.47022222222,12.5797777778,42.1431111111,8.82088888888
560.23,10.2384444444,19.7201965812,18.8767777778,16.1883333333,3.00622222222,8.49633333332,3.48133333333,12.6023333333,42.1517777778,8.84644444444
560.58,10.253,19.6894017094,18.8572222222,16.21,3.01655555555,8.49433333333,3.47411111111,12.5943333333,42.0593333334,8.8421111111
560.92,10.2926666667,19.6957008547,18.8596666667,16.2722222222,3.02377777778,8.51199999999,3.482,12.6126666666,42.0836666666,8.864
561.26,10.3106666667,19.693957265,18.8571111111,16.2945555555,3.04788888889,8.53577777777,3.48055555556,12.637,42.0396666667,8.8591111111
561.60,10.2901111111,19.6704017094,18.8568888889,16.3187777778,3.03322222222,8.50788888889,3.47388888889,12.6166666667,42.0525555556,8.83499999999
561.94,10.2576666667,19.6861880342,18.8507777778,16.3632222222,2.97655555555,8.49733333334,3.437,12.6157777778,42.0568888889,8.79899999999
562.28,10.2575555556,19.7087606837,18.858,16.4116666667,2.97844444444,8.49822222222,3.44266666667,12.6238888889,42.0998888889,8.80255555557
562.62,10.297,19.705017094,18.899,16.4452222222,2.99788888889,8.54366666666,3.44988888889,12.6441111111,42.0938888889,8.82677777777
562.96,10.252,19.6779059829,18.861,16.4306666667,2.98133333333,8.52077777778,3.41366666667,12.6235555556,42.0443333334,8.817
563.30,10.2565555556,19.6700683761,18.8221111111,16.4783333333,2.98577777778,8.51644444444,3.408,12.6104444445,42.0471111111,8.80277777779
563.64,10.2253333333,19.6403760684,18.7993333333,16.49,2.96133333333,8.49299999999,3.36488888889,12.6072222222,42.0193333333,8.78644444445
563.99,10.2236666667,19.6464102564,18.8097777778,16.5308888889,2.94522222222,8.49833333333,3.34922222222,12.6282222222,42.042,8.8078888889
564.33,10.2243333333,19.6693931624,18.8065555555,16.5585555555,2.93733333333,8.51433333334,3.35077777778,12.6521111111,42.0825555555,8.82266666668
564.67,10.2398888889,19.7015897436,18.8398888889,16.6197777778,2.96888888889,8.55022222222,3.356,12.6972222222,42.0928888889,8.88122222222
565.01,10.277,19.743991453,18.8752222222,16.696,2.97977777778,8.5711111111,3.37822222222,12.7187777778,42.1936666666,8.94711111111
565.35,10.2918888889,19.7381282051,18.8701111111,16.7317777778,2.99255555556,8.6211111111,3.40633333333,12.7465555556,42.1281111111,8.97655555556
565.69,10.3657777778,19.7712136752,18.9125555556,16.7685555555,3.06855555556,8.66633333332,3.46133333333,12.8023333333,42.1417777778,9.04455555555
566.03,10.3883333333,19.7899316239,18.924,16.805,3.10822222222,8.70855555557,3.48611111111,12.8356666667,42.113,9.09944444445
566.37,10.367,19.7805042735,18.9175555556,16.8306666666,3.11644444445,8.71633333334,3.49555555555,12.8642222222,42.1316666667,9.10844444444
566.71,10.4133333333,19.8174786325,18.9738888889,16.885,3.13888888889,8.76288888888,3.51344444444,12.9035555556,42.1911111111,9.16666666668
567.05,10.4158888889,19.8290598291,18.9987777778,16.9007777778,3.12833333333,8.76999999999,3.50777777778,12.9223333333,42.2065555556,9.17855555555
567.39,10.4205555556,19.8288974359,19.0217777778,16.9451111111,3.146,8.81277777778,3.52811111111,12.9258888889,42.2228888889,9.19466666668
567.73,10.437,19.8328888889,19.0142222222,16.9704444444,3.166,8.81733333334,3.55711111111,12.936,42.2298888889,9.20422222223
568.07,10.4525555556,19.8267008547,19.0215555556,17.0333333333,3.16522222222,8.84244444443,3.56466666666,12.9341111111,42.2231111111,9.21111111112
568.41,10.5175555556,19.8695128205,19.0656666667,17.1018888889,3.20411111111,8.88322222222,3.62255555556,12.9781111111,42.2941111111,9.25455555556
568.75,10.5372222222,19.8601452991,19.0487777778,17.1552222222,3.24533333333,8.9111111111,3.647,13.021,42.2413333333,9.27855555554
569.09,10.5541111111,19.8783589743,19.047,17.2035555555,3.264,8.94955555557,3.642,13.0423333333,42.3103333334,9.29855555554
569.43,10.5605555556,19.8943247863,19.0348888889,17.2798888889,3.24066666667,8.95855555555,3.61577777778,13.0561111111,42.3428888889,9.31855555557
569.77,10.6114444445,19.9359059829,19.0834444444,17.3558888889,3.26855555556,9.01611111112,3.63811111111,13.1042222222,42.4082222222,9.36433333335
570.11,10.6476666667,19.9683418804,19.0906666667,17.4233333333,3.29166666667,9.04844444446,3.65044444444,13.1223333333,42.4264444444,9.41255555556
570.45,10.6808888889,19.983940171,19.1127777778,17.5173333333,3.33244444445,9.06933333332,3.68188888889,13.1518888889,42.4532222222,9.42699999999
570.79,10.6998888889,20.0022905983,19.1318888889,17.5565555555,3.35088888889,9.06566666667,3.70088888889,13.17,42.4464444445,9.47311111112
571.13,10.7623333333,20.0504358974,19.1535555556,17.6352222222,3.37188888889,9.05988888888,3.72666666667,13.2172222222,42.4861111111,9.49755555555
571.47,10.7657777778,20.0539316239,19.1455555556,17.687,3.38477777778,9.07633333332,3.72833333333,13.2292222222,42.4871111111,9.52233333332
